-6.65707e-13-0.183806j -2.63831e-14-0.183052j -1.06024e-14+0.0976474j 7.28381e-15-0.122151j -3.1929e-15+0.0706069j 6.34518e-15-0.0237762j 8.522e-15-0.13321j 6.62074e-15-0.044902j 8.47862e-15-0.235009j 9.94831e-15+0.161854j -2.94248e-15-0.12108j 3.89941e-17-0.0504591j -3.74234e-15+0.126014j 1.4769e-14-0.230485j -1.07484e-14+0.234809j 2.84637e-15-0.0630244j 4.41572e-14-0.160656j 1.03236e-14+0.0860784j 1.53888e-14-0.0147645j -1.14736e-14+0.134522j -1.77449e-14-0.121936j 6.93106e-16-0.0249903j 1.41146e-14-0.124856j -8.30442e-16-0.117892j -1.18062e-14+0.034748j -2.68986e-15-0.0990812j -4.90147e-15-0.0694657j 6.30524e-14-0.132596j 4.56731e-16+0.10852j 1.48017e-14+0.0375853j -1.82333e-14+0.00128022j 6.50853e-15+0.0567779j 7.9939e-14-0.00524111j 1.66998e-14-0.0415292j 4.23351e-14-0.0582343j -7.78411e-14-0.00826096j -2.87892e-15-0.0444965j 1.02773e-14-0.116949j 2.50289e-14-0.0575892j -6.40336e-15-0.0132896j -7.03833e-15+0.0136911j 4.56725e-14-0.0574114j -7.74999e-16-0.078042j -2.30306e-15-0.0069515j 1.53175e-14-0.131637j 4.3095e-15-0.0268421j 1.02036e-14+0.0219853j 6.6629e-15-0.0431718j 4.96093e-15-0.0385184j 2.58455e-14+0.0161598j 5.39071e-15+0.0143461j 1.40174e-15-0.00484348j -1.37501e-15+0.0378199j -1.54653e-14+0.0111834j -8.35598e-15+0.0469065j 2.36226e-15+0.0808217j -9.23755e-15-0.00118155j -2.28195e-15-0.0117911j 4.3301e-16+0.000681049j -1.55175e-15+0.0193028j -2.13826e-15+0.0227462j -3.52002e-15-0.00612731j -2.92442e-15+0.0351487j -1.0909e-15+0.0731403j -2.67341e-15+0.0282597j 5.60703e-15-0.03236j -1.07183e-14+0.0356769j -7.10871e-15-0.00719921j 2.3954e-15-0.0537569j 8.19335e-15-0.138625j -3.64502e-15+0.036436j 1.90306e-15+0.024194j -8.6055e-15+0.110931j 6.13632e-15+0.0132577j -4.07257e-15-0.148081j 6.6736e-15+0.149069j -1.47104e-13-0.083802j 
3.04685e-15+0.000915605j 9.62994e-17-0.000116774j -1.07936e-16-0.00297173j -5.30809e-18+0.00128953j 6.96605e-17-0.0045574j 2.34759e-17-0.0079241j 2.18365e-16-0.00545081j -2.93002e-17-0.00149217j -2.13397e-16-0.00672425j 2.60267e-16+0.000745569j 1.77974e-16+0.000896146j 9.14019e-17+0.00202477j -1.86251e-16-0.00166699j 4.01086e-17+0.000364478j -1.43012e-16+0.00335049j 1.46039e-16-0.000877002j 9.96184e-16-0.00436696j 6.88761e-16+5.00205e-05j -1.1555e-16+0.000729873j 1.74763e-16-0.00141721j -1.44617e-16-1.20291e-05j -2.5457e-17-0.00106239j -2.13941e-16+0.00249877j 3.75675e-16+0.000549863j -2.79154e-16+0.00147141j -2.2687e-16-0.00184818j -4.81502e-16-0.00027758j 2.51278e-15-0.00494432j 8.66536e-16+0.00225683j -2.80376e-15-0.0039481j 1.1578e-15+0.00478456j -7.93997e-16-0.00240576j 9.74979e-15-0.00111656j -1.00918e-15+0.000935342j -7.01208e-16+0.00158256j -2.39955e-14-0.00293533j -8.04419e-16-0.00375101j 3.13736e-15-0.00602898j -3.18584e-15+0.000157955j -1.19895e-14+0.00840225j -4.69639e-16+0.000363766j -5.87845e-16+0.000520204j 1.91344e-16+0.00178513j 6.87411e-16-0.000736801j 1.9722e-16+0.000545077j 1.88743e-16-0.00276568j -4.35581e-16-7.57395e-05j -3.02718e-16+0.00609166j 2.49258e-16-0.000314423j 1.94062e-16+0.00024986j -6.66457e-16-0.00211142j -2.4121e-15-0.00718659j -4.85265e-16-0.000410022j 8.17452e-16-0.00365634j 5.0384e-16+0.00217998j 2.17311e-16+0.00327486j -8.44251e-16-7.87178e-05j -2.47e-16-0.00162557j -4.54965e-16-0.00333524j -3.34278e-16-0.00306182j 2.42807e-16-0.00222815j -2.30038e-16-0.00248131j 1.82201e-16+0.0036041j 6.0994e-17-0.00398716j 1.50687e-16+0.00164938j 3.04224e-18-0.00139395j 1.02427e-16-0.00180133j 2.33694e-15+0.00348143j 1.47652e-17+0.00310397j -7.39666e-17-0.00210498j 1.70534e-16+0.00612232j 7.59177e-17+0.00849782j 1.5969e-16+0.00223232j -9.23735e-17-0.00114548j 6.12674e-16+0.0055071j 5.84609e-17-0.0014911j 5.06074e-16+0.000278938j 
3.83158e-15+0.00090626j 3.44106e-16+0.00321586j 1.44673e-16+0.00391708j -5.79311e-17-8.23703e-05j -8.9997e-18-0.0053134j 3.94184e-17-0.00723693j 1.34558e-16-0.00982157j 1.82831e-16+0.00292834j 3.40273e-16+0.000867362j -7.55395e-16-0.00492555j -2.84731e-16-0.00219164j 1.01507e-17-0.000280436j 4.21539e-17+0.00405132j 1.31611e-16+0.00361343j -1.32201e-16+0.00779908j 5.01485e-16+0.000143131j 1.61563e-15-0.00582053j 6.48377e-16-0.00353913j -2.15475e-16-0.00226736j 1.32305e-16-0.00217696j 1.16649e-15+0.00292617j -1.38434e-16-0.00400479j -4.30474e-16+0.00394109j -3.50969e-16-0.00558566j -1.07148e-16+0.000375246j 8.14859e-16+0.00182922j -2.78484e-16+0.001948j 2.50155e-15-0.00411171j 8.31294e-16+0.00268235j -3.38585e-15-0.00367671j 1.775e-15+0.00626033j 9.90698e-16-0.00426694j -2.75199e-14+0.00261309j -7.27664e-16+0.00157877j -6.91399e-16+0.00154274j 6.74944e-15+0.000827735j -2.07061e-16-0.00413612j 1.52917e-15-0.00642828j 8.73422e-16-0.00276716j -1.0903e-14+0.00790086j 7.10771e-16-0.00713967j -2.04849e-15+0.00266478j -6.62718e-16+0.000109906j 4.44575e-16+0.000972829j 2.14801e-16-0.00447766j -1.20575e-15+0.00674643j 2.48075e-16+0.000419531j -2.60976e-16-0.00172887j -9.55329e-17-0.00324844j -3.98281e-16+0.00139408j -1.57988e-15-0.00663226j -2.45199e-15-0.00553916j -3.0655e-16-0.000701195j 1.52098e-15-0.00423486j 2.43981e-16-0.00147525j 4.16394e-16+0.00369868j -2.98643e-14-0.00323169j -2.89476e-17+0.00277842j -3.51319e-16-0.00421122j 1.91027e-16+0.000955941j 6.19434e-16-0.00807466j -1.03169e-15-0.00643686j 3.49375e-16+0.0038592j -9.52747e-17-0.00596455j -2.27983e-18+0.000168519j -1.011e-16-0.000566822j -3.09774e-16+0.00333875j -1.61229e-15-0.00236308j 1.0861e-16+0.00469962j 1.45427e-16+0.00169422j 5.16264e-16+0.00957337j 1.73096e-17+0.00832749j -1.1835e-16-0.00183431j 2.27086e-17-0.00159078j -5.13053e-16-0.00363205j -7.76975e-16-0.0043543j 1.00386e-14+0.00558417j 
-6.41312e-15-0.00190943j -4.08936e-16+0.000466617j 6.35627e-17-0.00448518j 2.36314e-17+0.00537417j -4.56819e-17+0.00317894j -5.66109e-17-0.0122298j -1.03119e-16+0.00182326j -4.99161e-17-0.00264249j 3.19399e-17+0.00712435j -7.964e-16-0.00508227j -3.7614e-16-0.0032626j -1.69034e-16-0.000308923j 8.77839e-17-0.00994457j 7.97912e-17-0.00142822j 1.12972e-16-0.00925922j -3.23231e-16+0.00174408j -7.74053e-16+0.0036879j -6.57776e-16-0.0017809j -4.33118e-17-0.00420546j -9.76997e-17-0.00554706j 8.55775e-16+0.00359763j 7.42378e-17-0.00420647j 2.45136e-16-0.00289074j 1.33492e-16+0.00400343j -2.51018e-16+0.000935746j 2.81059e-16-0.0012267j -1.06852e-16+0.00870638j -7.82526e-16+0.00317098j -3.07254e-16-0.00342407j -2.29937e-15-0.00523009j 1.44589e-15-0.000142719j -5.04695e-16-0.00653017j 3.52222e-15-0.000685018j -4.59306e-16+0.00113605j -1.14142e-16-9.7769e-05j -2.03165e-14-0.00250705j -3.41397e-16-0.000199916j 3.2185e-15-0.00321055j -5.06909e-15+0.00252329j -5.69364e-15+0.00444853j -8.79144e-16-0.00040054j -5.681e-15+0.00707336j -8.22249e-16-0.00275913j 1.31522e-15-0.00241992j -3.03508e-16+0.00770057j 5.32942e-17-0.00160544j -4.00016e-15+0.00523783j -1.17888e-15+0.00673j 2.45551e-16+0.0116161j 6.33851e-15+0.00391726j 2.68296e-15+0.00272904j 1.00704e-15+0.00478092j 3.88226e-16+0.00035826j -1.11189e-16+0.000729954j -2.14441e-17-0.000749352j -2.70411e-16-0.00102632j 4.6011e-14+0.00493739j 1.19297e-15+0.00421847j 1.38843e-15+0.00957329j -6.22723e-16-0.00677973j -9.4254e-16+0.00663716j 1.0257e-16+0.00188936j -1.18943e-16+0.00446793j 4.93747e-17+0.00692495j 3.79901e-16-5.88296e-05j 3.39271e-16-0.00893726j -1.15374e-15+0.00814923j 3.30066e-15+0.00553696j 1.15354e-16+0.000522378j 6.76085e-18-0.000473453j 3.14151e-16+0.00545698j 9.51984e-18+1.47124e-06j -2.2303e-17+0.0028603j -1.63593e-16+0.00319453j 6.36686e-16+0.00851844j -1.66278e-16+0.00619894j 2.40606e-15+0.00183076j 
-6.76282e-15-0.00184014j 7.06228e-16+0.00202182j 4.96014e-16-0.000356523j -2.61404e-16+0.000304565j 8.80847e-17+0.000260625j 1.2684e-15+0.00206693j 2.17866e-16+0.000941898j 1.09902e-15+0.000846393j 3.63614e-16-2.50255e-05j -9.32734e-16-0.000765668j 2.30354e-16+0.000491439j 4.40017e-17+0.000712423j -7.207e-16-0.00242299j 8.84036e-16+0.00173274j 2.80462e-16+0.000166916j 6.62993e-16+0.00176767j 7.99588e-16+0.00324955j -9.73158e-16-0.000195403j 1.44955e-15+0.00343402j 6.32884e-16+0.000818742j -8.172e-16-0.000660299j -1.59121e-16-0.000299096j -7.45714e-16-0.00267337j 1.54508e-15+0.00453165j 5.81869e-16+0.00211725j -4.9907e-16-0.000567816j -3.42681e-16-0.000906915j 5.82309e-16+0.0015576j -2.41102e-15-0.00419865j 4.08517e-15+0.00455168j -1.70198e-15-0.000861849j 8.33727e-17-0.000453827j -8.82583e-15+0.000911883j -1.88824e-16-0.000627208j -2.85136e-17+0.000336137j -9.60644e-15-0.00123411j 1.37655e-15+0.00190709j -1.79151e-16-0.000368901j -6.30657e-16-0.000575392j 2.54229e-16-0.000364473j -3.74124e-16+0.000565157j 5.13124e-16-0.0016348j -6.96421e-16-0.00079539j 2.08444e-16-0.000510643j 2.17395e-16+0.00217212j 4.78078e-16-1.56622e-05j -9.60106e-16-0.000256514j 7.37353e-16+0.00462464j 8.58406e-16+0.00218977j 5.36051e-15+0.0028218j 2.42635e-15+0.00174646j 1.80739e-15+0.00215648j 5.67367e-16+0.000706947j 3.58891e-16-0.000645486j 2.75667e-16+0.000197032j 6.53831e-16+0.00147617j 9.08336e-15+0.000971964j 1.68849e-16-0.000493889j 5.63802e-16+0.000662951j -2.21112e-16-0.00137475j -6.3033e-16+0.000725558j 7.14395e-19-0.000286296j -1.08326e-15-0.00169418j 1.00362e-16+0.000177725j -8.92885e-16-0.00163761j 6.84836e-16+0.000491992j -3.08161e-17-0.000110328j -2.92943e-16+9.7086e-05j -8.18696e-17-0.00100372j 3.25061e-16+1.93052e-05j -6.98743e-16-0.00145171j -1.35203e-16+0.000110502j -6.47678e-16-0.00116112j 4.82373e-16+0.00113621j -1.46058e-15-0.000631772j 1.46005e-16+0.00118455j 3.5507e-15+0.00159318j 
9.99867e-15+0.00312487j 3.01794e-16-0.00389629j 3.29143e-17-0.00653055j 8.45475e-17+0.00387351j 1.29817e-17-0.00117215j -2.45259e-16-0.0057441j -7.65372e-17-0.000185515j -3.76664e-16-0.00903718j -2.26683e-16-0.00528104j 9.18866e-16+0.00488254j -4.4358e-16-0.000526659j -1.19889e-16+0.00264773j 4.31231e-16+2.30527e-05j -1.57707e-16-0.00164655j 8.12194e-17-0.000767294j -3.02785e-16-0.00020018j -9.20159e-16-0.00244765j 1.24997e-16+0.00594314j -2.36281e-16-0.00307344j -1.13962e-16-0.00242842j 4.99722e-16+0.00159513j -1.62455e-16+0.0014444j -1.69865e-18+0.00235561j -1.23644e-16+0.0014982j 1.0118e-16-0.000638907j 5.87482e-16+0.00301508j -5.78501e-16+0.00181517j 1.85804e-15-0.0048528j 1.12869e-15+0.00671892j -2.78164e-15-0.00143473j 9.50205e-16+0.00635552j -7.32303e-16+0.00204418j 1.43706e-14-0.00136873j -7.9985e-16-0.000768677j -4.0707e-16+0.000536153j -6.26039e-14-0.00771455j -1.79447e-15-0.000833972j 4.99766e-15-0.00223644j -1.18185e-14+0.00715865j -3.2808e-15+0.00207252j -9.70176e-16+0.00394883j -1.12032e-15+0.00123341j 7.63222e-16+0.00519684j 5.78349e-16-0.00281945j -2.72716e-16+0.00461151j 1.02061e-15-0.00499855j -1.55506e-15+0.000857804j -9.26138e-16+0.00683125j -2.15926e-16-0.000268706j 1.20812e-15+0.00132388j -8.07743e-16-0.00298653j -2.79223e-15-0.00674571j -3.70096e-16-0.00105884j 1.0043e-15-0.00363822j 4.34762e-16+0.000104471j -1.05285e-16-0.00193897j 1.51297e-14+0.00166362j -2.03162e-16-0.00260822j -5.47875e-16-0.00359057j -3.25989e-16-0.00299483j -6.81806e-16+0.00608221j -3.02423e-16-0.00206467j 2.78288e-16+0.00446372j -1.95158e-17-0.00129212j 3.3027e-16+0.00180695j -2.08056e-18-0.00422534j 9.83005e-17+0.000305241j 2.22065e-15+0.00354272j -3.68456e-17-0.0023758j -2.52342e-16-0.00420011j 1.52949e-16+0.00132028j -1.45038e-17+0.00313028j 1.39784e-16+0.00241702j -3.95822e-16-0.00108134j 1.34071e-15+0.0121855j 5.51612e-16+0.000535435j -8.45122e-15-0.0048499j 
6.05894e-15+0.00145495j 4.02606e-16+0.00472998j -1.33689e-16+0.00922336j 5.41103e-17-0.000414892j -4.94247e-17-0.00178769j -5.2539e-17-0.00442784j -2.88929e-17-0.00257658j -1.46841e-16+0.0075673j -1.08907e-16+0.00558687j 4.30419e-16+0.00270892j 2.56069e-16+0.00228668j -1.26263e-18+0.00195547j 1.02686e-16-0.0030708j -1.74933e-18-0.00179797j 1.10857e-16-0.00100122j -3.16792e-16-0.00074591j -1.56592e-15+0.00312804j -5.47309e-16+0.0049932j 4.98417e-16-0.00325591j -2.14966e-16-0.00149895j 3.95697e-16+0.00125954j 2.11649e-17-0.00488571j 1.19669e-16+0.00157593j -8.98966e-17-0.0033362j -2.74576e-16+0.00228512j -3.02122e-16-0.004464j 2.9606e-16+7.329e-05j -3.50764e-15+0.0044837j -6.19242e-16+0.00452714j -7.06921e-16-0.00176009j 4.93469e-16-0.000185347j -2.03869e-15-0.0092528j 3.66219e-14-0.00418868j -7.77179e-17-0.00120746j -4.67278e-16+0.00268016j 1.77075e-14+0.0022444j 1.18909e-15+0.00154168j -1.88699e-15-0.00511049j 4.61905e-15-0.00540765j 6.55931e-15-0.0053199j 5.34295e-16-0.00232424j -5.09471e-15+0.00535545j 5.67097e-17-0.00129845j -2.05945e-16-0.0011469j 2.83207e-17-0.00515218j 7.22822e-16-0.00370323j 5.87362e-16+0.00203682j 3.95255e-17-0.0044884j -2.5131e-16-0.00403452j -3.21584e-15-0.0018736j -1.44593e-15-0.0021823j -6.8423e-16-0.00046727j 5.53855e-16+0.00263079j 2.43053e-15-0.00532906j 4.92877e-16-0.00684854j 1.97813e-16+0.00362166j 1.03143e-14+0.00109989j -1.68108e-16-0.00138304j -1.48542e-16-0.000676757j 2.17694e-16+0.0035287j -2.84054e-16+0.000871847j -2.57008e-16+0.00137159j 1.68713e-16+0.0079318j -2.43414e-16-0.00800092j -2.10173e-17+0.00557249j -1.25594e-16-0.000583961j 7.2183e-16-0.00434526j -2.19783e-15-0.00390135j -1.04744e-17+0.0065494j 5.66852e-18+0.0024086j 5.00606e-16+0.00848395j 2.49058e-17+0.000534172j -4.11729e-17-0.00205915j 4.98038e-17-0.00399993j -2.89519e-16-0.00660824j -9.85677e-16-0.00538921j 1.42031e-14+0.00806839j 
-8.32038e-15-0.0025796j -3.37225e-16+0.00231406j -1.45119e-16+0.00417858j 2.28252e-16+0.00350072j -2.09919e-17+0.00110873j -1.27156e-17-0.00146041j 1.11887e-16+0.00135274j -1.69457e-16-0.00238466j 1.3403e-16+0.000792721j -4.43425e-17+0.000429218j -4.54025e-16-0.00209641j -3.00243e-17-0.00241022j 1.54484e-16+0.000426663j 2.21787e-16+0.00123864j -1.89228e-16-0.00528297j 8.46583e-17+2.75276e-05j 7.54409e-16-0.00115482j -3.47442e-17-0.00102365j -1.95756e-16+0.000453286j 1.65048e-16-0.000278358j 8.12691e-16+0.00189279j -5.43496e-17-0.00405659j -4.06754e-16+0.00329559j -1.2584e-16-0.000639914j 3.41708e-16-0.000207389j 7.95922e-16+0.00354415j 4.70916e-16+0.00156803j -1.43731e-15+0.00327345j -4.51733e-16-0.0016496j 5.40511e-16+0.000804526j 8.07329e-17-0.00025366j -9.95858e-16-0.000449738j 1.81719e-14-0.00186769j -1.15924e-16+0.00111781j -4.89409e-16+0.000922288j 1.77898e-16+4.53574e-05j 5.78699e-16+3.79869e-05j -1.22074e-15-0.00157583j 2.55345e-15-0.00249788j -5.72334e-16+0.000153458j 3.43824e-16-0.00168398j 1.7227e-15-0.00216839j 4.6367e-16+0.00183421j -3.30043e-16+0.0015224j 3.66915e-16+0.00179032j 3.13624e-16+0.00150708j 9.18178e-16-0.00217508j 3.45418e-16+1.26812e-05j 2.66153e-16+0.00345381j -4.2796e-15-0.00395101j -1.07967e-15+0.00198123j -1.26294e-15-0.00385127j 3.29184e-16+0.00308757j 8.48529e-16-0.00219172j 2.10136e-16-0.00361972j -1.09369e-16+0.00020565j -1.51004e-14-0.00159635j 1.17352e-16-0.00281565j 4.43157e-16+0.00483172j -4.91514e-16-0.00436214j -3.84127e-17+0.00199928j -8.33045e-16-0.00321216j 4.07153e-16+0.0066868j 3.61078e-17+0.00213435j -4.20935e-17-0.000124519j -6.62749e-17+4.76344e-05j -1.24033e-16+0.00257946j -1.70469e-16+0.000320776j 1.32498e-16+0.00170056j -2.23816e-16-0.00531617j 8.59075e-18+0.00148668j -1.9681e-16-0.00388764j -1.38139e-16-0.000504892j -1.17205e-16-0.00226758j 4.10553e-16+0.00110728j -4.59023e-16+0.00310614j 8.28829e-15+0.00500214j 
-4.57635e-15-0.00127123j -3.64543e-16-0.00141486j -6.29562e-17+0.00385375j -1.20564e-16-0.00203545j -3.07003e-17-0.00131721j 8.43001e-17-0.00252858j 7.88012e-17-0.00491641j 9.8315e-17+0.00156717j -4.12661e-17-0.00311015j -3.71249e-16-0.00300149j 3.51406e-16+0.00135526j -1.2241e-17+0.000873687j -6.03603e-18+0.00110497j -1.40504e-18-0.00297999j 6.01689e-17+0.0018546j 9.20935e-17+8.8451e-05j 1.40954e-15-0.00534606j 9.47802e-16-0.00282877j -2.47952e-16+0.0016841j -7.64686e-17+0.00246634j -1.37638e-15-0.00425203j 4.58361e-17-0.00292669j 3.2763e-16-0.000871108j 4.81436e-17-0.000261356j -1.02576e-16-0.00128238j 9.42695e-17-0.000696936j -4.78531e-17-0.00148382j -6.00692e-16+0.000528873j 4.27572e-17+0.00134394j -1.0263e-15-0.00268919j 7.06204e-16-0.00136318j 8.05313e-16-0.00171596j -1.65276e-14+0.00159667j -4.73177e-16+0.000685328j -7.24495e-16+0.00186578j 1.63379e-14+0.00198475j 3.07155e-16-0.0018357j -2.55347e-15+3.41033e-05j 8.68936e-15-0.00555212j -7.96916e-15+0.00606102j -1.3418e-16-0.000900805j 2.669e-15-0.00321593j -1.10751e-16-0.00429171j 3.26332e-16+0.000763818j 1.49599e-16-0.00575004j 2.73085e-16-0.00194054j 1.73561e-15-0.00107043j 5.58841e-17-0.00152332j -1.41633e-16-0.00271719j -2.53864e-15-0.00219329j -7.45613e-16+0.00162735j 1.75308e-16-0.0016443j -3.99058e-16+0.000337347j -1.37061e-15+0.0039786j -5.49875e-16+0.000147522j 2.50816e-17+0.00383793j -3.85895e-14-0.0041188j -3.1942e-16+2.30879e-05j -3.21345e-16-0.000772181j 1.77693e-16+0.00266265j 6.64258e-16-0.00739716j 2.01948e-16+0.00178167j 7.77811e-18+0.00121701j -1.74772e-17-0.0020911j -2.96987e-17-0.00176129j 3.79005e-17+0.00137999j 1.20754e-17-0.00132521j 1.26636e-15+0.00191467j 5.41224e-17+0.00265928j 1.81623e-16-0.001589j 9.27101e-17+0.00337269j 9.94904e-17+0.00413113j 6.17582e-17+0.00196567j 1.15969e-16-0.00154169j -4.80702e-16-0.00505448j -1.27713e-16-0.00092898j 2.50814e-16+0.000162593j 
2.01283e-15+0.000666558j -1.8001e-17-0.000734456j -3.07101e-16+0.00323696j -1.91349e-16-0.001425j -4.26514e-17+0.00132517j 3.03432e-16-0.00114552j -9.14397e-17+0.000590543j -6.08796e-17+0.002667j -2.66272e-16+0.00180771j 4.08272e-17+0.00260513j 1.23923e-16+0.00252629j 5.65677e-17-0.00142255j 2.2383e-16-0.00287587j -2.06702e-18-0.00287769j 2.80597e-16-0.000330026j 2.23296e-16-0.00307889j 7.1745e-16-0.00388361j 1.87079e-16+0.00249583j 3.13018e-16-0.00218126j -1.17829e-18-0.00103511j -7.85394e-16-0.00271537j 6.44983e-17+0.000210287j -3.14974e-16+0.000438773j 3.72155e-16-0.00190096j -3.02007e-17-0.000448373j -1.90282e-16-0.00260369j -1.71143e-16-0.000235787j -1.03874e-15+0.000127887j -3.10889e-16+0.00381447j -8.00972e-16-0.00348683j 2.17405e-16-0.00116314j -1.87931e-15-0.00132708j 4.3256e-14-0.0043899j 1.42998e-16+0.000465428j 2.01006e-16-5.53279e-05j 2.99209e-14+0.00376555j -4.04271e-16-0.0029549j -8.2559e-17-6.75429e-05j 1.36825e-15-0.000545614j 3.14368e-16-0.00015006j -9.44346e-18+0.000419795j -2.55866e-15+0.00273404j -3.83593e-16-0.000142615j -3.12051e-16+0.00102697j -3.34672e-16-0.000564463j 9.78149e-16-0.00428159j 1.52705e-16+0.00186277j 4.8642e-16-0.00638504j -1.45825e-16-0.00107653j -4.13225e-15-0.00292317j -6.1563e-16-0.000833556j 1.40662e-15+0.0047642j 1.82318e-16-0.00118339j 5.32207e-16+0.000406187j 2.51817e-16-0.00136349j -2.87221e-17+0.00070271j -1.44626e-15-0.000153614j 1.08209e-16-0.000300183j -1.7438e-16+0.00111423j 3.93035e-16+0.00123642j 2.51697e-16-0.00167461j 2.94738e-16+0.00368262j -5.42019e-16+0.00196872j -4.5878e-18+0.000114671j -4.86524e-16+0.00517256j -9.15769e-17+0.000324593j 5.41875e-16-0.00273639j 1.10014e-15+0.00196884j -1.71807e-16+0.000996275j -1.21418e-17+0.00269414j -2.37528e-16+0.00229517j 1.92468e-16-0.00219427j 1.26786e-17+0.000805516j 2.01099e-16-0.000437402j -3.2703e-16-0.00293125j 3.86452e-17-0.00111073j 8.06026e-17+0.000137939j 
5.82499e-15+0.00191927j 7.80323e-16-0.00316516j 5.54349e-16-0.00337245j 1.3468e-17+0.000723229j 2.22591e-17-0.00119123j 1.73479e-16-0.00434874j 1.59597e-16-0.00262549j 4.19421e-16-0.00363499j 5.20588e-16-0.00256927j -1.25069e-16-0.00254983j -1.20138e-16+0.00096528j -2.66871e-16+0.00396944j 1.06246e-16-0.000520949j 3.62136e-16-0.00311633j 2.70205e-17-0.000184917j -2.42629e-16+0.00250974j 5.41453e-16-0.0023233j 1.46394e-16+0.00204627j -1.81107e-16-0.000213997j -3.46925e-16+0.000586265j -7.56598e-16-0.00306093j -1.27417e-16-0.00154611j 4.1649e-16-0.00125231j -1.33477e-16+0.00470713j 3.28756e-16-0.00176279j 5.52409e-17+0.000325908j -2.04291e-16+0.000521009j -1.04748e-16+0.000154249j -3.99163e-16+0.00274786j -3.872e-16+0.000729354j 3.12647e-16+0.00128304j 9.05624e-16+4.49193e-05j -2.96393e-14+0.00298026j -7.20711e-16-0.00166403j -7.04629e-16+0.00142782j -3.73544e-14-0.0047183j 2.20633e-16+0.00206288j 4.24377e-16+0.00122886j -1.19552e-15+0.00122604j -7.80129e-15+0.00562823j -1.0215e-15+0.00123601j 2.10277e-15-0.00203774j 1.99204e-16-0.00283272j 8.02741e-16-0.00144302j -1.93493e-16-0.000946665j 1.22501e-15-0.00460361j -8.31292e-16+0.00101649j -1.41359e-15+0.00768432j 1.221e-17-0.00273501j 2.76332e-15+0.00208737j 4.32735e-16-0.000567488j -1.8668e-16-0.000730184j 1.67021e-17-0.00104449j -1.09696e-15+0.00229533j -4.04833e-16-0.00032945j -1.16681e-16+0.000557706j -1.30692e-14-0.00140247j -1.47649e-16+6.80599e-05j -1.53515e-16-0.00270521j 5.20947e-17+0.00057254j 3.76255e-16-0.00207801j -2.95199e-17+0.00132865j 2.00626e-16+0.000860074j -1.44012e-16-0.0017342j 2.84964e-16-0.00277532j 2.46372e-16-0.00243977j -1.05121e-16+0.00048086j 1.59714e-15+0.00346688j 2.80362e-16-0.000454357j 1.75623e-16-0.00119269j 1.85769e-16+0.00171812j -3.59007e-16+0.00551511j -2.77936e-16+0.0023698j -1.82513e-16-0.000149453j -1.23479e-16+0.00385478j 3.34195e-16-0.000770027j -6.06459e-15-0.00399803j 
1.05005e-14+0.00328419j 6.9598e-16-0.00273401j -8.51321e-17+0.00142564j 2.94953e-17-0.0011442j 8.43404e-17-0.00282552j -2.02122e-17-0.00378303j 1.10495e-16-0.00545041j 7.54841e-18-0.000737867j 3.20518e-17-0.00413193j 2.67772e-16+0.00233262j 5.98094e-16+0.00587439j 7.26386e-17+0.00404795j -7.94032e-17+0.000714375j 1.30294e-16-0.00311628j -9.98798e-17+0.00214894j 1.64883e-17-0.00172053j 7.25963e-16-0.00534749j 4.33484e-16+0.00347324j 3.80274e-17-0.000877543j -9.24476e-17-0.0017532j -7.65333e-16-0.002375j -2.68323e-16+0.00020124j -2.00818e-16+0.00194138j 3.06098e-16-0.00153491j 3.76149e-17-0.00196185j -2.09709e-16-0.00119904j -2.05733e-16-0.000627103j 2.03657e-16-0.00219457j -7.31269e-17+0.00739094j -1.93502e-15-0.00289655j 5.37719e-16+0.00277267j -1.99e-15-0.00120881j 3.55662e-14-0.00367133j -7.03994e-16-0.000244412j -7.13694e-16+0.00207621j -1.76407e-14-0.00213264j -1.0349e-15-0.00300316j 4.49122e-16-0.00167726j 4.08285e-16-0.000675131j -4.78803e-15+0.00328849j -4.33373e-16+0.000919195j 8.96961e-17-0.000489605j 1.0846e-16-0.000570108j 2.72754e-16+0.000193359j 9.09872e-17-0.00642153j 1.34504e-15-0.0067474j 1.24878e-15+0.000370562j 2.00262e-16-0.000300965j -9.37716e-17-0.00649165j -4.7802e-15-0.00288469j -2.04723e-15-0.00374701j -1.02692e-15-0.00389539j -3.26906e-16-0.000842486j 5.81979e-17-0.00063441j 4.91238e-17+0.00013238j 1.53876e-16+0.00126444j -5.67411e-15-0.00061958j -4.30615e-16+7.98036e-05j -8.13143e-16-0.00722092j 3.8905e-17+0.00335054j 5.25785e-16-0.00468722j 2.11351e-16+0.00309147j 1.18824e-16+0.00288492j 6.84034e-17-0.00572807j -1.34488e-16+0.00250266j -1.51429e-16+0.00160619j 1.02476e-15-0.00679601j 2.09194e-15+0.00310214j -1.65918e-17+0.000608577j -1.48466e-17-0.000218755j 2.14142e-16+0.00465857j 9.66503e-17+0.00690557j 6.94521e-17+0.00208218j 6.17388e-17-0.00288033j 4.56302e-17-0.000679914j 4.22835e-16-0.00490803j -4.33864e-15-0.00292926j 
