-6.65707e-13-0.183806j -2.63831e-14-0.183052j -1.06024e-14+0.0976474j 7.28381e-15-0.122151j -3.1929e-15+0.0706069j 6.34518e-15-0.0237762j 8.522e-15-0.13321j 6.62074e-15-0.044902j 8.47862e-15-0.235009j 9.94831e-15+0.161854j -2.94248e-15-0.12108j 3.89941e-17-0.0504591j -3.74234e-15+0.126014j 1.4769e-14-0.230485j -1.07484e-14+0.234809j 2.84637e-15-0.0630244j 4.41572e-14-0.160656j 1.03236e-14+0.0860784j 1.53888e-14-0.0147645j -1.14736e-14+0.134522j -1.77449e-14-0.121936j 6.93106e-16-0.0249903j 1.41146e-14-0.124856j -8.30442e-16-0.117892j -1.18062e-14+0.034748j -2.68986e-15-0.0990812j -4.90147e-15-0.0694657j 6.30524e-14-0.132596j 4.56731e-16+0.10852j 1.48017e-14+0.0375853j -1.82333e-14+0.00128022j 6.50853e-15+0.0567779j 7.9939e-14-0.00524111j 1.66998e-14-0.0415292j 4.23351e-14-0.0582343j -7.78411e-14-0.00826096j -2.87892e-15-0.0444965j 1.02773e-14-0.116949j 2.50289e-14-0.0575892j -6.40336e-15-0.0132896j -7.03833e-15+0.0136911j 4.56725e-14-0.0574114j -7.74999e-16-0.078042j -2.30306e-15-0.0069515j 1.53175e-14-0.131637j 4.3095e-15-0.0268421j 1.02036e-14+0.0219853j 6.6629e-15-0.0431718j 4.96093e-15-0.0385184j 2.58455e-14+0.0161598j 5.39071e-15+0.0143461j 1.40174e-15-0.00484348j -1.37501e-15+0.0378199j -1.54653e-14+0.0111834j -8.35598e-15+0.0469065j 2.36226e-15+0.0808217j -9.23755e-15-0.00118155j -2.28195e-15-0.0117911j 4.3301e-16+0.000681049j -1.55175e-15+0.0193028j -2.13826e-15+0.0227462j -3.52002e-15-0.00612731j -2.92442e-15+0.0351487j -1.0909e-15+0.0731403j -2.67341e-15+0.0282597j 5.60703e-15-0.03236j -1.07183e-14+0.0356769j -7.10871e-15-0.00719921j 2.3954e-15-0.0537569j 8.19335e-15-0.138625j -3.64502e-15+0.036436j 1.90306e-15+0.024194j -8.6055e-15+0.110931j 6.13632e-15+0.0132577j -4.07257e-15-0.148081j 6.6736e-15+0.149069j -1.47104e-13-0.083802j 
1.13859e-14+0.00364444j 6.92301e-16-1.12597e-05j 7.95174e-16-0.00348171j -1.685e-16+0.000261493j 5.64033e-16-0.00194711j 1.58423e-15-0.00547452j 5.39203e-18-0.000438248j -4.71402e-16+0.00173675j -6.63273e-16+0.00180558j 5.70338e-16-0.00322335j 3.08276e-16-0.000392163j -2.23417e-16+0.00148864j 8.39127e-16-0.00326367j 3.54441e-16-0.0017249j 1.54481e-16+7.92683e-05j -3.48363e-16+0.000675435j 6.77376e-16-0.00150506j -3.88303e-17+0.000436407j 1.12262e-15-0.00312787j -2.381e-16+5.15857e-05j 2.69027e-17-0.00108744j 3.90838e-16-0.0011796j -5.14634e-16+0.00130489j -9.175e-17+0.00132804j 3.18221e-16-0.000562611j 2.90026e-16-0.000573201j -7.74499e-17+2.96008e-06j -1.6383e-15+0.00168567j -9.3031e-16+0.00327294j -1.90773e-15-0.00798994j 1.84083e-15+0.000896804j 2.25021e-15-0.00178589j -3.91789e-14+0.00383104j -4.36731e-16-0.00070421j -1.27073e-15+0.00167697j 1.0348e-14+0.00127529j 1.19553e-16+0.000660048j 3.06785e-16+0.00147026j -3.5855e-16+0.00106004j -7.66613e-15+0.00517037j -7.68432e-16+0.00111539j -5.0912e-15+0.00471853j -6.90937e-17-0.00103689j 1.10139e-15-0.00191338j -6.07591e-16+0.00115869j 1.22316e-15-0.00326391j -9.14436e-16+0.00158159j 1.48823e-16-0.00129125j 5.16685e-17-0.000309214j 5.72923e-16+0.000905673j 4.6309e-16-0.00108697j -2.24787e-18+0.00141087j 5.0134e-16-0.00225725j -1.72266e-15+0.00384416j 5.97549e-16-0.00294885j -5.16063e-16+0.00194715j -2.0641e-14-0.00228007j 1.75838e-16-0.000506165j -4.26587e-16+0.00153155j -4.92351e-17+0.0010835j 5.46933e-16-0.000776227j -3.3672e-17+0.00223426j -1.94276e-16-0.000497212j 5.56934e-16-0.00223181j 4.20329e-17-0.000446458j 1.28514e-15-0.00421944j -9.71941e-16+0.00163853j 7.76216e-16+0.00199863j -9.97e-16+0.00311228j -9.08191e-16+0.00379817j -6.95765e-16+0.00259278j -5.02692e-16+0.002764j -1.15981e-16+0.000753584j -1.47135e-16+0.00081349j -7.39605e-16+0.00363003j 7.88494e-16-0.00248891j -1.05138e-15-0.000794975j 
-9.06901e-16-0.000227771j 8.57854e-17-0.000215221j -6.45843e-17+9.20674e-05j 1.64612e-16+0.000311453j 1.45946e-16+0.00112165j 2.55859e-16-0.00208428j 2.68775e-16+0.00199788j -1.07943e-16+0.000983338j 1.24476e-17+4.7494e-05j 3.64845e-16+0.00204399j 4.38636e-16+0.00159492j -1.14072e-16-0.000892094j -1.27779e-16-0.00428662j 1.62417e-16-0.00213951j -3.40584e-16-0.0028686j -2.515e-16-0.0021648j 2.59473e-16-0.00138761j 1.03744e-16+0.00111375j 1.17072e-16-0.000644138j -2.26346e-16-0.000551897j -2.72485e-16-0.00149823j 5.97478e-17-0.000317162j 2.57039e-16+0.000935209j 1.17452e-16+7.85712e-05j -1.68721e-16+0.000138418j -1.02447e-16-0.00273544j 1.44083e-16-0.000563845j -9.86106e-16+0.00162746j -2.68969e-16+0.00101767j -1.28461e-15-0.00396954j 3.81558e-16-0.00172238j -1.38722e-15-0.00142871j 3.25257e-14-0.00338722j 4.08369e-17+0.000574563j -1.38397e-16+0.000603209j 1.74797e-14+0.00218022j -3.94483e-16-0.00166067j -3.94205e-16+0.000777436j 1.90338e-15-0.000696013j -6.3671e-16+0.000417649j -2.45806e-16+0.00187869j -1.41813e-15+0.0016632j 3.55541e-16+0.000177172j 1.37226e-16+0.000360513j -2.7532e-18+0.0018845j 7.52139e-16-0.00466167j -3.83995e-17+0.000384879j -2.25818e-16-0.00152582j 4.38183e-16+0.00244959j -2.45576e-15-0.00206273j 3.97582e-17+0.00173661j 7.79298e-16+0.00212411j 2.0957e-16-0.000404299j 2.54959e-16-8.48304e-05j -9.98676e-17-0.000636314j -1.64322e-16+0.00102496j 6.74819e-15+0.000741976j 1.82298e-17-0.00190828j 4.91221e-16+0.00348653j -4.4915e-16-0.00277236j 2.1561e-16+0.00171145j 4.6405e-16+0.00276786j -6.10014e-17+0.00137864j 2.83204e-16+0.0014717j 6.73311e-17+0.00348554j 1.2384e-16-0.00112916j 3.19954e-17-0.00133371j 2.3911e-15+0.0035194j -1.70314e-16+0.00086476j -5.51459e-17+0.000360068j -2.27767e-16+0.00112743j -3.24982e-16-0.00193663j -6.61528e-17+0.00137556j 1.1255e-17+0.000174011j 3.13885e-16+0.00153971j 1.48852e-16+0.00105849j 3.85987e-16+0.000259685j 
3.9681e-15+0.00115838j 2.73534e-16-0.000533699j -2.67945e-17-0.0052984j 2.99122e-17+0.00187171j -3.2236e-17+0.00168099j -1.1438e-16+0.00169941j -4.69001e-17+0.00380557j 5.30039e-17-0.00265988j 7.75955e-17+0.00153716j 2.88842e-16+0.00275014j -6.27773e-17+0.000215038j -1.36976e-17+0.00113939j -9.85205e-17+0.00119657j -4.58979e-17+0.000352375j 6.7622e-17-0.00340404j -1.58734e-16-0.00172471j -1.78184e-15+0.00575751j -9.40498e-16+0.00146242j 1.75223e-16-0.00228994j 1.24181e-16-0.00156073j 1.31506e-15+0.00434845j -7.49334e-18+0.0024954j -2.96194e-16+0.000882072j -9.73707e-17-0.00245514j 2.18506e-16-0.00126659j 3.41844e-17+0.00158129j 5.00878e-18+0.00352094j -8.55134e-16+0.00198324j -1.11167e-16-6.59755e-05j -1.02575e-15-0.00146699j -3.10981e-17+0.000554591j -6.72917e-16+0.00497641j 1.66676e-14-0.00142873j 6.59156e-16-0.00153921j 1.195e-15-0.0026795j -2.29218e-14-0.00283995j -4.78307e-16+0.00255968j 3.22256e-15-0.000713848j -9.16394e-15+0.00585854j 7.1231e-15-0.00519216j -1.39407e-16+0.00133841j -2.73318e-15+0.00328037j -3.72191e-18+0.00267836j -3.07852e-17-0.000591367j 9.83995e-18+0.00165238j 8.88592e-17+0.000165003j -8.99712e-16+0.00151479j -1.86652e-16-0.00103854j -1.91531e-16+0.00111384j -3.40871e-15-0.00219682j -1.07806e-15-0.0015456j -1.13808e-17-0.000571185j -7.84489e-17+0.00137357j -2.24816e-16+0.000940982j -2.80103e-16-0.000431197j 2.02671e-17-0.00509243j 3.35698e-14+0.00360484j 1.71674e-16+0.0010571j 3.35509e-16+0.000425728j 4.09201e-18+0.000650019j -8.95059e-16+0.00696678j 2.08597e-16+0.000975502j -2.21751e-16+0.000442745j -3.91733e-17+0.00327916j 5.26201e-17-0.000894263j -5.04273e-17-0.000610126j 2.43266e-16-0.00117323j -1.20517e-15-0.00215891j 4.22596e-18-0.00167446j 1.46182e-16+0.000133599j -1.10896e-16-0.0040013j -3.26135e-17-0.00256116j -2.56606e-17+0.000263596j -7.20421e-17+0.000994071j 5.65299e-16+0.0057686j 1.8962e-16+0.00128723j -4.03593e-15-0.00231508j 
1.96723e-14+0.00588139j 1.2412e-15+0.000553003j 1.24199e-16-0.00138333j -1.63059e-16+0.002022j 3.88959e-16-0.0035175j 5.92128e-16-0.00485241j 1.58482e-16-0.000559257j 1.44299e-17-0.000960961j -1.48195e-16+0.00178613j 6.17898e-17-0.00358088j 2.27448e-17-0.000816748j -1.71381e-16+0.00186426j 8.37038e-18-0.000127795j 2.70458e-17+0.000358743j 2.74122e-16-0.00246687j -4.96336e-16+0.00306545j 3.91261e-16-0.00266823j -6.31995e-17+0.00203815j 4.10521e-16-0.00276607j -1.29605e-16-0.000848488j -2.52722e-16-0.000420967j 1.89012e-16-0.00225966j -6.66187e-16+0.00429357j 7.29231e-17+0.0030186j 5.54627e-16-0.00169207j 9.06589e-17+0.0018055j -2.68518e-16+0.000471515j -4.34028e-16+0.000541116j -4.38399e-16+0.00335052j -1.33927e-15-0.00147062j 8.10181e-16+0.00200985j 1.57814e-15-0.00168905j -3.30639e-14+0.00323766j -7.008e-16-0.000853147j -1.07482e-15+0.00178071j -1.14222e-14-0.00150368j 7.224e-16+0.00263138j 7.33185e-16+0.000568465j -1.14069e-15+0.00100405j -7.17104e-15+0.00535376j 4.18716e-17-0.00117423j -4.73758e-16+0.000560995j 6.50426e-17+0.000422572j 4.97249e-16-0.000524924j -1.06435e-16+0.000303828j 3.50052e-16-0.0012395j -2.94449e-16+0.000280145j -6.18077e-16+0.00285482j 3.79378e-16-0.00464595j -2.37577e-15-0.00129227j -1.08829e-15-0.00260754j -5.59411e-16-0.00279105j -2.94297e-17-0.000999655j -2.17166e-17+0.00100102j 3.19459e-16-0.0037302j 3.01766e-17-0.000812537j -3.56335e-14-0.00385876j -2.42574e-16-0.00134096j -1.2246e-16-0.00170281j -2.11051e-16+0.00157255j 7.54545e-16-0.00321229j -8.70589e-17-0.00110327j -2.45773e-16+0.00342158j 4.31243e-16-0.00453501j 1.36201e-16-0.00129239j 2.41037e-16-0.00189357j -2.98856e-16+0.0011031j 3.8683e-17-2.14488e-05j -5.04798e-16+0.00447126j -8.15504e-17+0.00113739j -2.52634e-16+0.00302951j -3.51532e-16+0.00286073j -1.45511e-17-6.59325e-05j 1.40721e-16-0.00235603j 4.12486e-17+0.00433437j 4.55012e-16-0.00478347j 4.30032e-16-4.92643e-05j 
1.25662e-14+0.00337189j 7.51079e-16+0.00466148j 9.00298e-17-0.0091419j -6.23145e-17+0.00256481j -3.44772e-17-0.000149491j -1.02512e-16+0.00119589j -1.8712e-16+0.00686484j 6.66604e-17+0.00311531j -3.67923e-18+0.00409883j -3.48491e-16-0.00221137j 3.3717e-16+0.00378314j 3.58571e-17-0.00126699j -1.34824e-16-0.00481231j -4.21729e-18+0.00462067j 9.66815e-17-0.00489646j 1.68208e-16-0.00469814j -8.51694e-17+0.00143895j -8.67159e-17-0.00312821j -2.90842e-16+0.000336018j 1.15833e-16-0.00113122j 4.28384e-17+0.000369816j -6.91213e-18+0.00187029j -4.6056e-16+0.00535747j 2.28809e-16+0.000831736j 1.97056e-16-0.00216783j -5.26276e-16-0.00111406j 2.94108e-16+0.00243535j -2.53612e-15+0.0056484j -2.21849e-16-0.00473961j -1.89279e-15-0.0063752j 8.16783e-16-0.00210054j -1.05567e-15+0.00749877j 2.06728e-14-0.00167489j 6.14031e-16-0.000478704j 1.01466e-15-0.00303761j 2.90151e-14+0.00353381j 1.43724e-16+0.000780922j 3.60011e-15+0.00170622j -6.90567e-15+0.00616866j -5.3873e-15+0.00520332j -4.18377e-16-0.000483649j -2.96564e-15+0.00412179j -3.33186e-16+0.00355065j 2.41568e-16+0.00355211j -5.73536e-16+0.0081454j 2.84845e-16-0.00139992j -1.49253e-15+0.00191279j -1.4138e-16-0.00152379j -6.37709e-17+0.00232834j -9.10338e-15-0.00628081j -1.67744e-15-0.0015341j 2.24093e-15+0.00674971j 1.03133e-16-0.00150171j -6.11266e-16+0.00302523j -8.49519e-17-0.00110434j -1.83354e-16-0.00334408j -4.13963e-15-0.000425379j 1.59178e-16-0.00176536j 3.77769e-16+0.00504322j -1.86677e-16-0.00352016j 2.43427e-16-0.000988457j 8.33803e-17+0.00142985j -9.73132e-19-0.00023096j 3.69997e-17+0.00513663j 7.91878e-17+0.00116714j -1.93171e-16+0.00132994j 4.82912e-16-0.00248079j 1.19995e-15+0.00191549j 8.51265e-17+0.00396118j 1.07961e-16+0.00724357j -4.86401e-17-0.00364839j 4.70787e-18-0.00322626j 6.02262e-17-0.000619728j -1.22802e-16+0.00320499j 5.88001e-16+0.00853747j -1.42897e-16-0.000692831j 1.54748e-15+0.000898531j 
-4.64731e-15-0.00139045j -3.9345e-16-0.000389029j -2.44061e-16+0.00308792j -1.22174e-16+0.000613258j -1.17115e-16+0.000929826j -9.90308e-17+0.000697029j -1.45504e-16+0.00059144j 9.71249e-17-0.00173927j 1.1784e-17+8.1591e-05j -9.26284e-18+0.000578595j -2.94051e-16-0.00218541j 1.41101e-17+4.51361e-05j 1.89597e-16+0.000422558j -6.78595e-17-0.0011577j 2.50342e-16-0.0012755j -1.8134e-16+0.00258651j -4.4139e-16+0.00137703j -2.46148e-16+0.000829652j -4.23421e-17-0.000233924j 7.34748e-17+0.000644705j 3.94622e-16+0.00158943j 5.36856e-17-0.00102739j -6.70364e-17-0.000933966j -9.62186e-17+0.000661389j 3.02179e-16+0.00101935j 5.03386e-16+0.00457402j 3.0888e-16-0.000831886j -1.77211e-15+0.00235398j -2.06699e-16+0.00110017j -7.84478e-16-0.00167651j 6.49401e-16+0.000559353j 9.9967e-16-0.00113777j -2.3926e-14+0.00239165j -3.42197e-16+8.37426e-06j -1.22671e-15+0.00231412j -3.59176e-15-0.00045458j 1.96817e-16+0.00110577j -1.80159e-15+0.00061254j 2.78196e-15-0.0019332j 3.87984e-15-0.00307296j -3.52176e-16+0.002216j -6.16178e-16+0.000266507j 1.56062e-16+2.78628e-05j -3.21697e-18-0.00226466j 4.1347e-16-0.00157047j 4.65114e-16+1.0284e-05j 1.81729e-15-0.00217918j 9.35133e-16-0.00407673j -4.96082e-16+0.00310674j 1.42558e-15+0.00036741j 9.64512e-17+0.00198487j -4.82554e-16-0.00298158j -2.2064e-16+0.00174927j -1.17244e-15+0.00330088j -2.97309e-17-0.00382978j -2.07874e-16+0.001669j -1.09626e-14-0.00116401j 1.78541e-16-0.000601988j -2.15733e-17+0.00229021j 1.70759e-16+0.00141987j -7.19061e-16+0.00422702j 8.54724e-17+0.00129838j -1.34233e-16-0.000620054j -1.61405e-16-0.000470058j 1.56602e-16-0.00334811j 1.74776e-16-0.00158177j -3.69182e-16+0.00195272j -5.57082e-16-0.000434233j 2.04091e-16-0.00195388j 2.26517e-16-0.00340269j 7.132e-17-0.00136907j 1.84556e-16-0.00189597j 5.26399e-17-0.000726923j 5.18754e-17-0.000983158j -7.20776e-17-0.00151938j -2.83012e-16+0.00156616j 1.04043e-15+0.000814662j 
-1.09365e-14-0.0034126j -7.6371e-16+0.00298657j -3.79211e-17+0.00330202j -5.18407e-17+0.00342819j -1.78866e-17+0.000864277j -2.92244e-17+0.00215137j -2.58268e-17+0.00110262j 2.37405e-17-0.00316864j -1.10658e-17-0.00136621j 8.34069e-17-0.000205004j 4.59599e-16+0.00317942j 5.79423e-17-0.000901038j 2.43271e-17-0.00287942j 1.1307e-16+0.00394209j 7.06314e-17-0.00475893j -9.94891e-17+0.00140534j 6.70866e-16-0.00177474j 3.42058e-16-0.0015071j -7.89395e-16+0.00549301j 4.04619e-16-0.00273361j 6.49232e-17+0.00168076j 3.91496e-17-0.0016057j -3.0654e-16+0.00347919j -4.23231e-17+0.00404436j 3.14073e-16+0.000485741j 6.80581e-16+0.00585787j 6.7272e-16-0.000888626j -2.59708e-15+0.00545183j -3.63948e-16-0.00451154j 8.15361e-16+0.00158764j -1.10703e-16+0.000583841j -2.01229e-15+0.000968153j 3.37408e-14-0.00340698j -7.10239e-16+0.00187667j -1.94712e-15+0.00369976j -9.9599e-15-0.00121324j -7.13581e-16-0.00201054j -2.47775e-15+0.00123768j 5.37372e-15-0.00321787j -2.3808e-15+0.00170605j -2.97957e-17+0.000787568j 3.65288e-15-0.00462023j 7.01857e-16+0.00178423j 2.16178e-17+0.00279188j 3.37805e-16+0.000839737j 5.89118e-16-0.00121171j 2.56351e-15-0.00539938j 4.17897e-16+0.00145546j 2.21061e-17+0.00811932j -2.84195e-15-0.00289226j -5.68356e-16+0.00188084j -4.51037e-16-0.00240373j -1.12923e-17+0.00215066j 1.68763e-16-0.000415564j 2.91066e-16-0.0034523j -1.69885e-16+0.0021488j -5.48663e-15-0.000554906j 3.6649e-16-0.00173837j 1.14322e-16+0.00390385j -6.72572e-16-0.00780792j -1.81252e-16+0.00149024j 1.44744e-16+0.000542442j 2.3055e-16-0.00048591j 6.89278e-17+0.00293888j 2.7532e-16-0.0029855j 1.42703e-16+0.00233445j -2.13029e-16-0.000239246j 3.82881e-15+0.00649607j 1.20453e-16-0.00470845j -1.91694e-17-0.00497398j -2.06838e-17-0.00171996j -3.14907e-17-0.00124233j 4.76098e-17-0.00173164j -7.79691e-17-0.000477649j 2.17867e-17+0.000368587j -4.47953e-16+0.00343084j 5.34741e-15+0.00344828j 
5.10805e-15+0.00158171j 3.81913e-16-0.00139746j -8.05172e-17+0.00807048j 7.7903e-17+0.00103736j -1.07325e-17+0.00285584j -5.47115e-17+0.00198597j -1.7714e-16+0.0082205j -1.05586e-16-0.00205448j -3.0901e-17+0.00200943j 3.35464e-16+0.00456314j -5.0593e-16-0.00587173j -1.41156e-16-0.00749957j 1.61368e-16+0.000506142j -1.7505e-16-0.00239164j -1.0269e-16-0.00742691j -3.40805e-16-2.9594e-05j 8.82851e-16-0.00594859j 4.35597e-16+0.00297894j 3.00014e-16-0.00295054j -4.9825e-16+0.00364173j -1.38977e-15-0.00502846j -1.12101e-16-0.00113937j 1.03671e-17+0.00164047j 6.38257e-17+0.000736749j 1.32126e-16-0.000380972j -9.92344e-17+7.15509e-05j -1.24155e-16-0.00336069j 1.69912e-15-0.00470503j 3.45924e-16+0.00376568j 3.12739e-15+0.00483858j -1.39563e-15-0.00469622j -5.52365e-16-0.0040138j 2.08286e-14-0.00235349j 4.05757e-16+0.0028454j 6.0034e-17-0.000338457j 5.00352e-14+0.0061867j 7.05627e-16-0.000876222j -3.85242e-15+0.00490418j 5.93042e-15-0.00268995j 6.09683e-15-0.0044586j 5.19357e-16+0.00144668j 3.95086e-15-0.00454756j 7.42435e-16+0.0041128j -1.33053e-15-4.70716e-05j -4.44961e-16+0.00761617j 5.78169e-17-2.70455e-05j 4.35463e-16-0.00148389j 5.26181e-16-0.00447229j 2.26086e-16-0.00350615j -2.56623e-15-0.00337623j 1.10778e-16+0.00690268j 3.78477e-16-0.000456812j 3.73347e-16-0.000858368j 1.67188e-15-0.00403926j 6.89147e-16-0.000147471j -1.53276e-16-0.0019642j -4.95053e-14-0.00526072j -5.42667e-16-0.00819976j -1.0983e-16+0.00477272j 8.24266e-17-2.7467e-05j -1.36872e-16-0.000164107j -7.11803e-16-0.00416415j 3.97902e-16+0.00821349j -9.38396e-19-0.000287353j 3.52545e-17+0.00852251j -8.99319e-17+0.000269479j -3.05491e-16+0.00328206j -1.6611e-15-0.00269459j 8.09706e-17+0.00502133j -9.32516e-17-0.00436672j 2.34561e-17-0.000377144j -9.6018e-17-0.014033j -3.14069e-17+0.000167308j -8.94178e-17-0.00529642j 8.03519e-17-0.000851781j -2.2367e-16+0.000580506j 3.33898e-15+0.0019826j 
-1.18591e-14-0.00324929j -9.18505e-16-0.00339316j -1.68728e-18+0.00421886j -7.49148e-17-0.00127423j -7.32953e-17+0.00198322j -4.29557e-16-0.00585384j -2.27524e-16-0.00513722j 2.64094e-17-0.000433234j -1.23335e-16-0.00177535j 1.35779e-16+0.00224399j 1.34148e-16+0.00129735j -7.50658e-17-0.000891199j 7.01074e-17+0.000391975j -1.97543e-16-0.00517782j 4.85221e-17+0.00181254j 3.53087e-17-0.00445226j 9.74401e-16-0.00659742j 9.309e-16+0.000898622j -1.60986e-16-0.00178367j -3.04868e-16-0.000481979j -1.37228e-15-0.00420451j -2.13624e-16-0.00267564j 2.87055e-16-0.0029299j -1.64845e-16-0.00379996j -6.28733e-16-0.00131439j -8.13802e-16-0.0050635j -4.20833e-16+0.00368842j 1.74666e-15-0.00441453j 4.94224e-16+0.00352936j 9.1043e-16+0.00173191j -7.31706e-16-0.000306954j -2.854e-15-0.00186808j 5.88585e-14-0.00611822j 2.54301e-16+0.000646341j 1.4505e-15-0.0024879j -1.42618e-15-8.14691e-05j -1.0161e-15-0.00464026j 1.57681e-15-0.00569079j -9.50243e-16-0.00111062j -5.24177e-15+0.00376132j -1.55126e-16-0.00316666j 8.48269e-16-0.000843338j -7.73381e-16-0.00290574j 2.501e-16+0.00186531j -5.02005e-16-0.0022651j -3.72397e-17-0.00270155j -1.44095e-15+0.00458303j -4.18411e-16+0.00145214j -2.65299e-16-0.00349661j -2.92565e-15-0.00181778j -7.4227e-16-0.00101099j 7.26187e-16+0.00275296j 1.49453e-16+0.000274508j 8.06954e-16-0.00365069j 3.3378e-16+0.00349838j 1.02337e-16+0.000277911j 1.17425e-14+0.00123436j 8.1602e-17+0.00188154j -3.6406e-16-0.00169537j -1.30259e-17+0.000556464j 1.81099e-17-0.00547706j -4.73298e-16-0.00021423j 5.7562e-16+0.00850324j -1.38133e-17+0.00165812j 2.89641e-16+0.00614924j -2.3306e-16+0.000549148j 3.22297e-16-0.0015274j 1.22413e-15+0.00166466j 2.3315e-16+0.00204513j -1.65783e-18-0.00170942j 7.50399e-16+0.00732144j 3.47118e-16+0.00210614j 1.97922e-16+0.00400529j -9.09966e-18-0.0010751j -2.84735e-16-0.00363261j -2.82194e-17+0.00189874j -4.51686e-16-0.000125375j 
4.52665e-15+0.00144547j 1.80373e-16-0.00153035j 1.13272e-16-0.00143544j -2.75598e-17-0.000475092j 3.79125e-17-0.00292465j -3.15113e-16-0.00911323j -1.18641e-16-0.00582732j 2.37598e-17+0.00108937j 1.1169e-17-0.00182406j -3.31703e-16-0.00250148j -2.32269e-16-0.00146353j -2.21267e-17+0.00145143j 1.08104e-16+0.000902213j -1.79718e-16-0.00305666j -8.529e-18+0.00247794j -6.9022e-18-0.00109755j 7.60356e-16-0.00398773j 4.42126e-16-0.000671046j -3.2674e-18-0.00306701j -1.77262e-16+0.000474882j -4.63935e-16-0.00173056j -1.61129e-16-0.00343622j -1.51156e-16+0.000943312j -1.7881e-16-0.00249546j -4.09791e-16-0.00113192j -7.86969e-16-0.00505114j -2.97366e-16+0.00193037j 1.36777e-15-0.00329376j 5.30157e-16+0.00319584j -1.84999e-15-0.00313585j 8.91119e-16+0.00123791j 2.72888e-16-0.00336641j -1.14174e-14+0.000982445j -3.23196e-16-0.000369714j 3.48619e-16-0.000665071j -5.76273e-15-0.000722254j 3.94847e-16-0.000783191j 1.48322e-15-0.00406619j -4.84158e-16-0.000869195j -9.71714e-15+0.00732285j -2.40339e-16-0.00329079j -8.4337e-16+0.00134193j -6.32276e-16-0.00277419j 5.72656e-16-4.54474e-05j -2.92881e-16-0.00219037j -1.47065e-16-0.000726541j -1.21417e-15+0.00308664j -6.86669e-16+0.00493483j -2.24372e-16-0.00492535j -5.16281e-16+8.64966e-05j -7.05662e-16-0.00214559j -1.05306e-15-0.00246171j -1.24146e-16-0.000692685j 4.40995e-16-0.00214567j 2.77111e-16+0.00187746j 1.2072e-16+0.00105673j -9.26212e-15-0.00100861j -3.09326e-17+0.000684581j -3.44833e-16-0.00219747j 1.72869e-16+0.000434225j 2.23411e-16-0.00509343j -5.83893e-16-0.00228927j 6.10334e-16+0.00556671j -5.403e-17-0.00276661j 2.49334e-16+0.0020788j -9.88683e-17-0.00254763j -6.60068e-17+0.00103477j -8.90395e-17-4.09512e-05j 2.86237e-16+0.00624452j -1.23192e-17+0.000502514j 6.8496e-16+0.00777756j 2.00183e-16+0.00673142j 1.89696e-16+0.00317699j -1.11228e-16-0.000993267j 9.44192e-17+0.0019027j 2.05088e-17-0.00202044j 1.67999e-16-5.49275e-05j 
-2.10601e-15-0.000778765j -1.76397e-16+0.0024976j 3.1114e-17-0.00355135j -1.05268e-17-0.00241984j -2.43263e-17+4.46856e-06j -4.03449e-17+0.00226929j -4.19328e-17+0.00186563j -2.13324e-17+0.00664423j -8.97832e-17+0.00272622j -2.78858e-16-0.00280613j -2.98877e-16-0.00360886j -3.75911e-17-0.0014205j -9.76659e-17+0.00200401j -1.47929e-16+0.00018816j -6.7328e-17+0.00315794j 1.42937e-16-0.00203441j -5.40935e-16+0.00439033j -2.78645e-16-0.00363557j 3.21897e-16-0.00078657j -1.56923e-16+0.00470515j 1.83851e-16-0.000509031j 2.0529e-16-0.000200379j 1.89477e-16-0.00231394j -1.65749e-16-0.00254709j -2.11975e-16+0.000533394j -3.2163e-16-0.00269078j 1.17826e-16+0.00208825j -6.35519e-16+0.00241266j 8.49601e-17-0.00473246j -4.35238e-16-0.00276435j 2.50071e-16-0.00301231j 2.70013e-15+0.00599207j -4.79716e-14+0.00519329j 1.49269e-15-0.00275484j 2.77058e-15-0.00574762j 3.46503e-14+0.0042084j 1.99821e-15+0.00466983j 3.58756e-15-0.00502155j -5.9561e-15+0.0025366j -1.67338e-15+0.00165085j 8.34478e-17-0.00320862j -3.53378e-15+0.0044263j -1.00771e-15-0.00159154j 1.65734e-16+0.000543723j -9.88829e-17+0.00051745j -1.2499e-15+0.00533133j -1.66696e-15+0.00415147j -2.28688e-17-0.0060951j -1.83665e-16-0.00280751j -6.16967e-15-0.00384769j -1.2046e-15-0.000827082j 2.01428e-15+0.00555112j 8.00885e-17+0.00202375j -2.44725e-15+0.00759095j -9.28981e-16-0.000821966j -9.81961e-17-0.00165437j -1.78624e-14-0.00194916j -1.26802e-16+0.00162285j 5.09234e-16+0.00315657j 6.01791e-16+0.00736595j 3.6997e-16-0.00280407j -1.57395e-16+9.53896e-06j -7.07871e-17+0.000263633j -1.88719e-17+0.00282069j -8.19397e-17-0.00359346j -9.43755e-17+0.00128354j 3.44979e-17-0.000283706j -5.12073e-15-0.00849502j -2.89952e-17+0.00741357j 3.399e-17+0.00554776j -6.9565e-17-0.00274136j -4.55583e-18-0.00181642j 6.56389e-17+7.61964e-05j 3.99597e-17+0.00240787j -1.66936e-16-0.00205668j -2.36286e-16-6.95208e-05j 3.24395e-15+0.00195168j 
