-0.00118869-0.173618j -0.138492-0.00870818j -0.0175433-0.12243j 0.0268357-0.174666j -0.0852542+0.073162j -0.0312997-0.22922j 0.158777-0.132989j -0.280506-0.0250505j 0.0373963+0.254952j 0.0718091+0.0845576j 0.210168+0.203047j -0.0832595-0.0275526j 0.118977-0.1306j -0.081285+0.163571j 0.172618-0.229596j -0.000781908+0.170072j -0.110855-0.0630234j -0.0609706+0.216867j -0.260842-0.0183949j -0.0844194-0.198736j -0.0428853+0.0474419j -0.078025-0.0490283j -0.0328243-0.016198j -0.0601006-0.0116924j 0.049798-0.00161082j -0.0147227+0.0128179j -0.128089-0.0288446j 0.264974+0.0376348j 0.206698-0.0564622j 0.0112686-0.00940197j -0.101802-0.00860482j -0.0162408-0.0403311j 0.00405337-0.0228118j -0.0594843-0.0586989j -0.0384487-0.0360192j 0.0410674-0.0725035j 0.0926399-0.0312583j 0.0580739+0.0219204j 0.0209649-0.00673131j -0.0330766-0.00676719j 0.0140658-0.00390539j -0.0303658+0.0282223j 0.0165916-0.0118744j 0.00374281-0.0131699j -0.00160607+0.0278677j 0.0259021+0.00976353j -0.0163228+0.00457927j -0.00221765-0.018407j 0.0138778+0.022294j -0.00212138-0.0317457j 0.00576892+0.000355666j 0.00718106+0.0168165j 0.00465774+0.0329789j -0.0161681+0.0241331j 0.00723625+0.00597291j 0.000297128-0.017544j -0.000210027+0.0268691j -0.0349752-0.0131121j 0.00893471+0.00536466j 0.0116913-0.00767104j 0.0180461-0.0020795j 0.00907127+0.0131716j -0.00154904+0.0158883j 0.0106831-0.0148194j -0.00215463-0.00151104j -0.00171178+0.0182337j -0.0152671-0.00242635j -0.0131254-0.00759076j 0.00236647+0.00346494j 0.00796798+0.00859199j -0.00753833-3.69582e-05j 0.00143167+0.0148065j -0.0260095+0.0208879j 0.0253433-0.00553093j -0.00827061-0.00880526j 0.0253423+0.00501707j -0.00724401+0.00165115j -0.0110057+0.00653294j 0.00880079+0.00665j 0.0117845+0.0114042j -0.0089784+0.0131236j -0.0110971-0.0204596j 0.00159685+0.00720826j -0.0118093+0.00306037j 0.00580033+0.0101123j -0.0231039-0.0207609j 0.00941654+0.0122563j -0.00375899-0.0092773j -0.00156619+0.00456136j -0.00465687+0.0205737j 0.0316198-0.00311199j -0.00590799+0.0133825j 0.00101109+0.0103172j -0.0262872-0.0285455j 0.0276008-0.0235645j 
-0.00138467-0.00654432j 0.00257686+0.000850461j -0.00013648-0.00590401j 0.00726549+0.00981678j -0.00549514+0.00317917j 0.000450618+0.00410705j -0.0068693-0.000663915j -0.00263554+0.00203748j -0.00354046+0.00379227j 0.00861408+0.00649416j -0.00833907+0.000887661j -0.00741356+0.0040132j 0.00762612+0.0028702j 0.00636802+0.00260521j 0.000202294-0.0073957j 0.0054524+0.00058817j -0.00285443+0.00196004j 0.003589-0.00115105j -0.00825497+0.00134516j -0.00259363-0.00180082j -0.000260661+0.00279385j -0.00454052-0.00387994j 0.00140117-0.00270334j 0.00548098-0.000629192j 0.00389951-0.000911552j -0.00103465-0.00684793j 0.00115095+0.000109882j 0.00139642+0.0041647j 0.00215874+0.00424788j -0.00259418-0.00392105j 0.00258858-0.00184793j -0.00260326+0.000336488j 0.00497825+0.00424151j 0.00198703+0.00149895j 0.00113439-0.00662251j -0.000589401+0.0008661j 0.00185849-0.00391431j 0.00258789-0.00121744j -0.00010649+0.00617172j -0.00205352-0.000762714j 0.000464535-0.00294853j 0.00276419+0.00541984j -0.00599263-0.00251843j -0.00249637-0.00514805j -0.000804821+0.00530883j 0.00289948+0.000671582j 0.00130276+0.00121951j -0.0040584+0.00190067j 0.00201838-0.00104101j -0.00265399-0.00561976j -0.00199722-0.00362795j -5.25878e-05+0.00440935j -0.00112164-0.00372103j -0.00232594+0.00239022j -0.000595982+0.00204024j -0.00353655+0.000421652j -0.00419109+0.00547343j 0.00286616+0.00117305j -0.000101515-0.00192482j 0.00103419-0.000502132j -0.00142367+0.00319712j -0.00172234+0.00129575j -0.00260793+0.00557785j 6.01349e-05-0.0038342j 0.00200669+0.000577393j -0.00213389+0.00459379j 0.0015671-0.00211699j -0.00631872+0.00676978j -0.00112241+0.00317153j 0.000501726-0.00219894j 0.00209783-0.00558272j -0.00682541+0.00222654j -0.00317765-0.00221826j -0.00755799-0.000535155j -0.00104915+0.000551706j -0.00214616+0.00185107j -0.00126165+0.00357655j -0.00175761+0.00167669j -0.00262666-0.00265497j 6.1102e-05+0.00122128j 0.00119473+0.00258198j -0.00115016-0.00264795j 0.000261851-0.00113233j 0.00363798-0.0017077j 0.00414187+0.00430668j 0.00107531-0.00144075j 0.00193774-0.00251214j -0.00884733+0.00352689j 0.00723957+8.24755e-05j -0.0026185+0.00389341j 0.000555527+0.000601956j 0.0029262-0.00304242j -0.00243309-0.00146469j 0.000165393-0.00107241j -0.000185325-0.00118652j 
-0.00135712-0.00746017j 0.00565541+0.00714884j 0.00293445-0.000874931j 0.000481547+0.00534887j 0.00433673+0.000166237j 0.00948636-0.00582528j -0.0083206-0.000864876j -0.00590332+0.000958043j 0.00112985-0.0021912j 0.00239802+0.00306478j -0.00287912+0.000184416j -0.00525466+0.0027479j 0.00376106-0.000573724j -0.00154308+0.00118311j 0.000569165-0.00124898j 0.00082865+0.00193603j 0.00480504-0.0018703j 0.00460115-0.00359996j -0.00258958+0.000645627j -0.00216028+0.000546165j 0.00992775-0.0165081j -0.00729454-0.00241899j -0.00183856-0.0080085j -0.00552805+0.00269025j 0.00188811+0.00154542j -0.00356668-0.00755153j -0.00248595-0.00174143j -0.0012022+0.00370239j 0.00059236+9.74425e-05j -0.00632823-0.00740464j 0.00348168+0.00735337j -0.000370093-0.00199556j -0.000264431+0.00245j 0.00478911+0.00334049j -0.00016479-0.0078982j -0.00142155-0.00754962j -0.00262998+0.00799536j 0.00401357+0.00369888j -0.00117867-0.0136281j 0.00595741-2.67962e-05j 0.012739-0.00913168j 0.0028185-0.00194949j 0.00351911+0.00178844j 0.00357724+0.0077262j -0.000759688-0.0025868j -0.00135896+0.00495278j -0.00125569+0.00430446j -0.00356678-0.00660667j 0.00429022+0.00529444j 0.00158824+0.0103723j -0.00317871+0.00277231j -0.00250004+0.0028971j 0.00120562-0.00429002j -0.0001293+0.001095j 0.000150811-0.00402923j -0.00254957-0.0133338j 0.00463549-0.00688072j 0.00260479+0.00293978j -0.000666244+0.00383219j -0.000692622-0.000894694j 0.00641134-0.00351526j -0.000718745-0.00282186j 0.00121813+0.000809919j 0.00995409-0.00155046j 0.00515946+0.00107177j 0.00846041-0.00310156j -0.00982434+0.00040559j 0.0100994-0.00139917j -0.00869208-0.00179493j -0.0142063-0.00218817j 0.00255878-0.00212624j 0.0086961-0.00054997j 0.00856275+0.000617581j 0.0104849-0.00490357j 0.00400585-0.00581696j 0.0042679-0.00465286j 0.000236382-0.000667001j 0.00187319-0.00365251j 0.0010469-0.00144553j -0.00195111-0.00428762j 0.00275244+0.00304778j 0.000686199-0.00359513j 0.000972227-0.00131599j -0.00271103-0.00147406j 0.00302602-0.00453027j 0.00113645-0.00285178j 0.00371303+0.00197839j -0.0103762-0.00241662j -0.022164-0.00249753j -0.0052381-0.00174928j 0.000492956+0.0015167j -0.000336845+0.00256338j -0.00282717+0.00395486j -0.00336817+0.00237737j -0.0017069-0.00143699j 
0.000439819-0.00270616j -0.000675305-0.00172009j 0.00208928-0.0065723j 0.000217006+0.00067409j -0.00730956+0.00327063j -0.00461867+0.00203897j -0.00423524+0.00131373j -0.000588321-0.00077756j -0.000281076-0.0027416j 0.00610953+0.00383766j -0.00481756+0.00401473j -0.00883605+0.00658188j -0.000131912+0.0013958j -0.00323709+0.00370127j -0.00214734-0.00674961j 0.00113468-0.000512178j -0.00576103-8.34366e-05j 0.00151701-0.00127581j -0.00844479-0.0018518j -5.01549e-05-0.00023634j -0.00487307+0.00307838j 0.00451511-0.00039616j 0.000388302+0.00348629j 1.05492e-07-0.00193382j -0.00418315-0.00588732j 0.00438898+0.00444331j 0.00458727-0.00111814j 0.00345448+0.00396604j 0.00804613-0.000197962j 0.00472259-0.00365301j 0.00279502-3.70597e-06j -0.00386029+0.00241108j 0.0026155-0.00533931j 0.00568407+0.00399581j 0.00529029-0.001728j 0.000277567-0.000485945j -0.00322686-0.00954562j 0.00152557-0.00182466j -0.00796169+0.00115183j 0.000636872+0.00268247j 0.00646045-0.00253736j -0.0002263-0.00516533j 0.00538339-0.00303121j -0.00488425-0.00750571j -0.00526658-0.00041397j 0.00285318+0.0025995j -0.00140441+0.000963932j -0.00925217+0.00365318j -0.000163623-0.00309936j -0.00352597-0.00602171j -0.00214472+0.00637545j -0.0117082-0.00378571j 0.00166954+0.00187089j -0.00441919-2.03823e-05j 0.00711025-0.000373029j 4.23493e-05+0.00452042j 0.0076507+0.00222106j -0.00251336-0.00319384j -0.000996693-0.00370944j -0.00742712-0.00135578j -0.00025502+0.0126716j -0.00431797+0.00463848j 0.001901+0.00204002j -0.00220208+0.00543637j 0.00502485+0.00876595j 0.000692482+0.000475705j 0.00137846+0.00448702j -0.00121097-0.0100927j -0.0034742-0.0031906j 0.00532409+0.00321221j -0.000998887-0.00112372j -0.00546556-0.00476085j -0.00435461+0.0015044j 0.000710689+0.00326332j 0.000820519-0.00403543j -0.000379973-0.00416795j 0.00269771-0.00378755j -0.000726895-0.00480022j 0.00342522-0.00131718j -0.00179972+0.000606494j 0.00390621-0.000144113j -0.000877955+0.00340801j 0.00633128-0.00597438j -0.00884865-0.002101j -0.00456324+0.000774834j -0.00210765-0.000776878j 0.0013699+0.00286594j 0.0052902-0.00130809j 0.00544837+0.00259334j 0.000462825-0.000536867j 0.00373534+0.00196406j -0.00722798+0.00331369j -0.00901146+0.00462619j -0.00011773-0.000366231j -0.00348662+0.000358745j 
-0.00467025-0.00939005j 0.0019491-0.00193154j 0.0083991-0.00218286j 0.00231412+0.00461454j -0.00219844-0.00285489j -0.00350371-0.0077812j -0.0021487-0.00214913j -0.00134654-0.00109384j 0.00177989-0.0018055j 0.00599912-0.00151303j -0.00437611+0.00628616j -0.00366631+0.00589938j 0.00143993-0.00507542j -0.00305687-0.0028644j 0.0033652+0.00210211j 0.00540021+0.00570837j 0.000345381+0.00387464j -0.00176431-0.00267958j -0.00487812+0.0075706j -0.00116046+0.0039254j -0.00769021+0.00403141j 0.000699958-0.00358041j -0.00038646+0.00203475j -0.00116076+0.000198074j 0.00100343-0.00722043j 0.000739942-0.00279234j 0.00126455-0.00557427j -0.000228266-0.000130972j -0.0014142+0.00203863j 0.00138925-0.00133357j -0.00279688-0.0002997j -0.00490418+0.000436289j 0.00125636+0.00563565j -0.00353775+0.00262497j -0.000121441-0.00564709j -0.00514533-7.52184e-05j -0.000302141+0.00272869j 0.00438975-0.00372177j -0.000998958-0.000987807j -0.00240423-0.00372158j 0.00773752-0.000322257j 0.00270866-0.00810362j 0.000214367+0.000829101j -0.000854012-0.000829928j 0.00470201-0.000301779j -0.00454784+0.00243566j 0.00244468-0.000392926j -0.00110117+0.00383132j 6.6899e-05-0.000854971j 0.000288051+0.000999131j 0.000469228+0.00145511j -0.00943331+0.0018121j -0.00110623+0.00305749j -0.00334137+0.00124491j 0.00584542-0.00300683j -0.00384173+0.00356815j -0.00465708-0.00428029j 0.00578877+0.0057284j -0.0043846-0.00397595j 0.00740013+0.00403969j -0.00313162+0.00437029j -0.00619332+0.00141537j 0.0067452+0.00554723j -0.00085062-0.00970143j -0.00140132+0.000158324j -0.00165295+0.00400214j 0.00188676-0.00542176j 0.00138409+0.00816705j 0.00059889+0.00191387j 0.000166368-0.00392065j -0.00379874-9.63378e-05j 0.000271169+0.00582109j 0.000170972+0.00594622j 0.000690116-0.011298j 0.00109439-0.00316484j 0.00153989+0.00322539j -0.00668738+0.00792842j -0.00253938+0.00275118j 0.00493035-0.00537127j -0.00479973+4.39085e-06j 0.00151856+0.00511302j 8.34184e-05-0.00707247j -0.0039973-0.000853888j 0.00786099-0.00537367j 0.00455553+0.00416306j -0.00148683-0.0103107j -0.00796254-0.00235029j 0.00507947-0.00187844j 0.00407154-0.00133609j -0.00353261-0.00388306j 0.000409573-0.000253861j 0.00199468-0.00724259j 0.00722339+0.000176697j -0.00200525-0.00266043j 0.00539482-0.00144421j 
0.00570633-0.00453868j 0.00409866+0.000172787j -0.000398207-0.00347792j 0.0058813+0.00483556j 0.00247905-0.00436429j -0.00280718-0.00220512j 0.00789801+0.00127218j 0.00319484+0.002316j 0.00395138+0.00321894j 0.00677843-0.00702233j -0.00223377+0.00636188j -0.000536855+0.00246148j 0.00556102-0.00418526j 0.00487283+0.00161671j 0.00367521-0.000929814j 0.00730155+0.00253863j -0.00420453+0.00374804j -0.00197462-0.00656597j -0.00431619+0.00251396j -0.00827114-0.0023438j 0.00134511+0.00912221j 0.000595962-0.00228332j -0.00159719-0.00557584j 0.00054497-0.00131958j -0.000927049-0.00375519j -0.00393392-0.00671117j 0.00390412-0.00185241j 0.000117054+0.00576932j 0.00112486-0.00193443j 8.80263e-05+0.00262691j 0.000519519+0.00767621j 0.00574016+0.000374397j 0.00150383+0.00485008j 0.00247834+0.00392986j 0.00165824-0.00635956j 0.00278763-0.00436946j -0.00762026-0.000527641j -0.00114896-0.00602858j 0.0044832-0.000624494j -0.00281496+0.00391623j -0.00602181-0.00270704j 0.000380856+0.00486608j 0.00728805-0.00357618j 0.00649916-0.000792469j -0.00503399+0.00624334j -0.00113198+0.00381998j -0.00795555+0.000560495j 0.00113326-0.00737827j 0.00254772-0.00573879j 0.00551709+0.000395495j 0.00370463-0.000945362j 0.00656211+0.00724349j -0.00249443+0.00160321j 0.00488825+0.00164037j -0.00756852-0.00573319j -0.000569636-0.00203092j -0.00274739+0.00819897j -0.0027716-0.0050404j 0.00327389+0.00437659j -0.00197751+0.00444286j -0.0132444-0.0056301j 0.00297047+0.00643521j 0.00493637-0.00314884j -0.0049449+0.0118435j -0.00446452+0.00101803j -0.00177637-0.0019625j -0.00763144-0.00637572j 8.59634e-05-0.00902683j -0.00112327+0.00418216j 0.0076331+0.00404453j -0.000779639-0.00354559j 0.000860871-0.0033074j -0.000812519-0.00161323j -0.000798555+0.00440324j -0.0025739-0.000207069j 0.0056677+0.0035338j 0.00495069-0.00420171j 0.00306183+0.000469451j 0.000634154+0.00667097j -0.00615926+0.00136699j -0.00336927+0.00111716j 0.00204623+0.00163811j 0.000524443+0.00493667j -0.0041192+0.0117984j -0.000429774+0.00357227j 0.0022485+0.00120626j 0.00400237-0.000953813j 0.00331154-0.00195749j 0.00439379+0.000658534j 0.00587445+0.00610608j 0.00526015-0.00406478j 0.000584646+0.000571574j -0.0107187+0.000303585j 0.00149041+0.000405837j -0.00400959+0.00210806j 
4.69786e-06+0.000369165j -0.00216294+0.00209463j -0.00121804-0.00116807j -0.00682765-0.00164741j 0.00118691-0.00814458j 0.00433172+0.00180868j 0.000848153-0.000157231j 0.000604951+0.00081332j 0.00211525-0.002844j -0.00281974-0.000702777j 0.0013835+0.000900769j -0.000690164+0.000970653j -0.00402209+0.000172636j -0.00235011+0.000900066j 0.000362881+0.000109484j -0.00098386+0.00142309j 6.53149e-05-0.00407132j 0.00098138+0.00558795j -0.00292256+0.00231636j 0.00412038+0.00316178j 0.00828825+0.000446241j 0.00361165-0.00594238j 0.00214933+0.00199064j 0.00265704+0.000885166j 0.00300903+0.00149153j -0.0022266+0.00411158j -0.00250581-0.00351236j -0.00425002-0.00282634j 0.00516448-0.00207106j 0.00520745-0.0011504j -0.00373757-0.00231749j -0.00200908-0.00564368j -0.00148622-0.00761715j -0.000807236-0.000844511j 0.00370374+0.00193723j 0.00269891+0.00829263j -0.00483234+0.00175903j 0.00429704+0.00121509j 0.00475958-0.00115602j 0.00273287+0.00482736j -7.61409e-06+0.000191027j 0.0011135-0.00173589j 0.000250355+0.000341964j 0.00333864-0.00648745j -0.00254573+0.000770753j -0.00647553+0.00600708j -0.00659996+0.00174432j 0.00749419+0.000561528j -0.000622674-0.0049573j -0.00653731-0.00687205j -0.000860742+0.00489824j -0.00303101+0.00180442j 0.000231393-0.00354873j -0.00345435+0.0019311j 0.00470989-0.00393084j 0.00166555+0.0058337j 2.05021e-05+0.000635469j -0.00303235+0.000993191j 0.00304804-0.00240706j -0.0034977+0.000579369j -0.00234606+0.0114184j -0.00278969+0.00312622j 0.00557623-0.00382557j 0.00402751+0.00656925j 0.0040664-0.00108379j -8.25257e-05+0.00357218j 0.00676584-0.0127965j -0.00402532+0.00705482j 0.00171859-0.0001052j 0.00168674+0.00183653j -0.00429334-0.00401444j -0.00529779-0.000813897j -0.0042252+0.0016538j -0.00745451-0.00201017j -0.00199563-2.85918e-06j -0.000399667+0.00170894j -0.00201892-0.00399647j 0.00298758-0.000532508j -0.00211016-0.00363371j -0.0046337-0.0057819j 0.000458885-0.0028656j -0.00251932+0.000956896j 0.00742355+0.000768239j 0.000351556-0.0032387j -0.0102313-0.00207072j 0.00660034-0.00131384j -0.00515921+0.000502314j 0.0020161-0.00382735j 0.0118153-0.00591661j 0.00740641+0.000589158j 0.0105218-0.000126918j -0.00734283-0.000651046j -0.00559949+0.0121409j -0.00197365+0.00690952j -0.00724948+0.000567032j 
-0.00478179-0.00621485j -0.00240323+0.000551448j -0.000621799-0.00284035j 0.00789739-0.00148158j -0.0101319+0.010371j 0.00249848-0.000500216j -0.00140193-0.00403393j 1.40948e-05-0.00135366j -0.00436575-0.000308306j 0.00208571+0.00373731j -0.000346705-0.000872576j -0.00120661+0.00164621j 0.0078814-0.000422842j 0.00187323-0.000643986j -0.00133885-0.00219989j 0.00166055-0.0010249j 0.000356252+0.00497496j 0.00409401-0.00594919j -0.00493378-0.00447868j -0.00596457-0.00461325j -0.00455684+0.0050519j 0.00120917-8.50159e-05j -0.00516281+0.00255478j 0.00105507-0.00702125j -0.00324535-0.00759055j -0.000251479-0.00766212j 0.00361101+0.000441441j 0.00708316+0.00285484j -0.00482639+0.000564177j -0.00275637-0.00220726j 0.00352098-8.75266e-05j -0.000651749+0.0045449j 0.00754655+0.00643238j 0.00298449+0.00322772j -0.00383291-0.00186788j -0.0087695-0.00197339j 0.00328077-0.010407j -0.0030096+0.0048794j 0.00193595+0.00675832j -0.00256944-0.00617389j -0.00185098+0.00836584j -0.00279857+0.00215649j 0.000497674-0.00120215j -0.01103-0.00258259j 0.00205652+0.00321768j 0.00172246-0.00637348j -0.00113452-0.00145563j -0.00808205+0.00236533j -0.00325275+0.00226719j 0.00331713+0.00118416j 0.00257942-0.0004337j 0.00127632-0.000429216j -0.00302636+0.0038402j 0.000518933+0.000870723j -0.00470046+0.00350917j -0.00187268+0.000477801j -0.00516393+0.0104999j -0.00215428-0.00400558j 0.00123919+0.000144519j 0.00501245+0.00526683j 0.00123588+0.00032477j -0.000322822-0.00571404j -0.00532491+0.00589766j -0.00785931-0.000144073j 0.00379931+0.00470672j 0.00312657-0.000416116j -0.0040859+0.00318867j -0.000347183-0.00103987j -0.0066618+0.00410681j -0.00213272-0.00377102j 0.00298546-0.0026504j 0.00471637+0.00139376j -0.00563213+0.00620818j -0.000329423+0.00297406j -0.000644365+0.00172766j 0.00205917+0.00636982j 0.00370029+0.00026716j -0.00362255-0.00166172j 0.00619365+0.000968841j 6.62506e-05+0.00259125j -0.00218962+0.00480545j 0.00204373+0.00210447j -0.000894272-0.00545975j 0.00532197-0.00154726j 0.00694719+0.00726388j -0.00493057+2.71895e-05j 0.00512915+0.00155776j 0.00128723+1.47043e-05j 0.00130516+0.00473351j -0.0041084+0.0017135j -0.00608501-0.00245332j 0.00740318+0.00443918j 0.00580852-0.0152788j -0.0019133-0.0108211j 0.0067427-0.00495959j 
-0.00177682+0.00187355j 0.0102419+0.00475332j 0.00386841-0.00710648j -0.00246828-0.00263266j -0.00222837-0.0170018j 0.00520311+0.00209508j 0.0028966+0.00186568j 0.0022964+0.00399964j 0.00892536+0.000310922j 0.00027607-0.0171577j -0.00372766+0.0122914j 0.00668164+0.00180094j -0.000367436-0.00791565j -0.00289938-0.00389368j 0.00508112+0.00602859j 0.00454078+0.00635053j 0.00893382+0.00262466j 0.00138728-0.000383439j -0.00375121-7.22142e-05j -0.00335729+0.00858745j 0.00630359-0.00227092j -0.00422965+0.00217519j -0.00574373-0.0031989j 0.00573482+0.00760514j 0.000501711+0.000263448j 0.001026-0.000801876j -0.00193316-0.0070292j -0.00505022-0.00345824j -0.00204777-0.000412877j 0.0022108-0.00530108j 0.00206165+0.000629909j -0.0038955+0.00212422j -0.000503441+0.0033331j -0.00566053-0.000119569j -0.00131279-0.00380935j 0.00176489+2.61703e-05j 0.00185652+0.00116612j 0.00352669-0.00164832j -0.0091299-0.0018212j 0.00907167-0.00165769j 0.00417763-0.0041984j -0.0064411+0.0149423j -0.00252456-0.000516628j 0.000349868-0.00262092j 0.00271933+0.00436518j -0.00946182-0.00357303j -0.0092114-0.00110482j 0.00290708+0.000517082j -0.00356125-0.00042022j 0.0106254-0.0070138j -0.00497091+0.00344332j -0.00289924+0.00463712j 0.00163413-0.00973473j 0.00284037-0.00370896j 0.00657386+7.91014e-05j 0.0136948-0.00471086j -0.00822257+0.00422851j -0.00465139-0.0117863j -0.000191208+0.0076193j -0.00370664-0.00929548j -0.00304454+0.00530106j -0.00978642-0.00648969j 0.00928741-0.00236513j 0.00118861+0.00781589j 0.00778789-0.00557795j 0.00786023-0.00720164j 0.000683298+0.00743422j 0.000947352+0.00201101j 0.0031285-0.00160297j -0.00452294+0.000621992j 0.00539822+0.00452818j 0.0046059-0.00022477j -0.00153605-0.00901674j -0.00639562+0.00283288j -0.00292655+0.000293745j -0.00260519+0.0120128j 0.00671181-0.00831803j -0.00630552+0.00310348j 0.000978078+0.00388106j -0.000944525-0.00369628j -0.00350335+0.00515152j -0.00142511+0.00598852j 0.00464051-0.00683464j 0.00392105+0.00125601j -0.0188606-0.00880837j 0.00981367-0.00083014j 0.00524751+0.0018209j -0.00454056+0.0017655j -0.00641245-0.00468995j 0.00301626-0.00120262j 0.00160605-0.0128135j 0.00651559-0.000553871j 0.00114891+0.00701832j -0.00737579+0.0069052j -0.00625322-0.00586262j 
-0.000424402-0.00652824j -0.00565985-0.00195634j -0.00323847-0.00175404j 0.00330021-4.05129e-05j -0.00285437+0.00894918j -0.0017879+0.000674577j -0.000650659-0.000671101j -0.000847089-0.00177259j -0.00308327-0.00132293j 0.000251707+0.00187201j -0.00175628-0.00365126j -0.00287566+0.000776338j 0.00424269+0.000129942j 0.00297031-0.000775524j -0.00229998-0.00239848j -0.000310161+0.00065259j -0.00334024+0.00125491j 0.000954428-0.00366068j -0.00289638-0.0015246j -0.000947947-0.00503919j 0.000220676+0.00580998j 0.00256383-0.00147593j 0.00102007+0.0026015j 0.000399764-0.00461074j -0.00224508-0.00433214j -0.00275349-0.00384435j 0.00306447+0.00291362j 0.00488201+0.00154496j -0.000647136+0.000159707j -0.00123773-0.000922587j -0.000624051-0.00243914j 0.000395071-0.00030468j 0.0053507+0.00109098j 0.00186773+0.00123811j -2.38961e-05-0.00030558j -0.00372862+0.00155153j -0.00258952-0.00450974j -0.000877861+0.0019676j 0.0100895+0.00244299j -0.00137008-0.00234641j -0.00234714+0.00287273j 0.000531288-0.00131919j -0.00018012-0.000525185j -0.0056792-0.000528433j -7.35519e-05+0.0013851j 0.00437602+0.00142642j 0.00323511-0.00128988j -0.00384321+8.56653e-05j -0.00262736+0.000744014j -0.00300891+0.000705165j 0.00706222-0.000166245j 0.000281532-0.00226956j -0.00422889+0.00430943j -0.00115666+0.00158686j -0.00019893+0.00323894j -0.00128423+0.00704101j -0.00335627+0.00537802j -7.362e-05+0.0011232j 0.00195964-0.000141709j 0.00229745+0.00310171j -0.000333807-0.00437105j 0.00144084+0.00455722j -0.00405083+0.00167386j -0.00497226-0.000950761j -0.00452299+0.00433165j -0.00427017+0.00264812j -0.00300266-0.00311838j -0.000414591-0.000234578j -0.00350198+0.00486443j 0.00483068-0.00207253j -0.00137191-0.00286434j -0.000522812+0.000146749j -0.00223268+0.00307948j -0.00133983+0.000630256j 0.00126136-0.000926881j 0.00600421-0.00304685j -0.00129987+0.00169831j 0.00155659-0.000657943j -0.000795182+0.00117603j -0.00223435+0.000470389j -0.00262749+0.000313081j 0.00467959-0.00209414j 0.0018623-0.00187192j -0.00201293+0.000617522j 0.00675358+0.0105378j -0.00127905+0.00165047j -0.000451799+0.00276067j 0.00169714-0.00217304j 0.00419555+0.00151447j 0.00144336+0.00356919j 0.000440459+0.00208602j 0.000761106-0.00182132j -0.000916521-0.00558409j 0.00109537-0.00796208j 0.00538401-4.29443e-05j 
-0.00256229+0.00207265j 0.00152839+0.0031465j -0.0032569+0.00423012j -0.00273848+0.0152205j 0.000147008+0.00284772j 0.000746499+0.00285034j -0.00785512-0.00166329j 0.0159572+0.00175447j 0.00448163+0.00584307j -0.000166074+0.00175366j -0.00487222-0.000476401j 0.00797787-0.0134107j 0.00811259-0.00361533j 0.00601698+0.00687728j 0.0288119-0.00306914j 0.0131959-0.00904986j 0.00710106+0.000134505j 0.00359965+0.000408064j -0.00743816+0.0025912j -0.0133483+0.00291299j 0.000766057+0.000724406j 0.000608031+0.000608134j 0.00231076+0.00153863j 0.00335859-0.000227653j -0.000302785+0.00299057j 0.000301184-0.00158384j 0.00420911-0.00173588j 9.14273e-05+0.00631082j -0.000294692+0.000960348j -0.00149849-0.000918443j 0.00153939-0.00172863j -0.000355542+0.0037523j -0.000890855-0.00244742j 0.000574227+0.0010215j 0.00137689-0.000277759j 0.000287551+0.000891627j -0.000866251-5.60827e-05j -0.0012162-0.000355021j 0.000827086+0.000731055j -0.000304548-0.000987022j -0.001112+0.000707958j 0.00108829+0.000352177j 0.000398228+0.00272954j -0.000646386+0.000114845j 0.00131322+0.00157562j -0.000390449-0.000270534j 0.00208823+0.000118408j -0.00131295+5.44585e-05j -0.000360324-0.000121367j -0.000722436+0.000737061j 0.000851794-0.00114666j 0.000103907+0.000675707j -0.000935097-0.00327933j -0.000787644+0.00108782j -0.000605106+0.0019817j -0.000523449+0.00175792j 2.07272e-05+0.000382914j -0.000756517-8.34295e-05j -0.000266633-0.00216386j 0.000543595-0.000805212j 0.00034722-0.00143175j 0.000319831+9.34793e-05j -0.00133729+0.00165461j 0.000640097-0.000824693j -0.00106748+0.000799835j -0.00146155-0.000169826j 0.000946559-0.00222283j 0.000170588-0.00100007j 0.000414186-0.000940656j 6.23714e-06-0.00118298j -0.000212704+0.000844895j -0.000266564-0.0012098j -0.00111137+0.00220458j 0.00117319-0.00133975j 0.00132173+0.000150118j -0.000634115-0.000175491j 8.1197e-05+0.000863186j 0.00322121-0.00127374j -0.00156272+0.000175263j 0.00145317-0.000733098j 0.0028143-0.00184375j 0.000742609-0.00132284j 0.00116376-0.000233841j -0.000982649+0.000325318j 0.00148187+0.000510553j -0.000920975+0.000868077j 0.000269411-0.000480473j -0.00516318+0.00297343j 0.00284624-0.00114725j 0.000385585-0.00076796j -0.00121602+0.000917118j -0.000450211+0.000432887j 0.00070506-0.00160653j 4.66798e-05-0.00044805j 0.000342544+0.000588176j 
