-0.00118869-0.173618j -0.138492-0.00870818j -0.0175433-0.12243j 0.0268357-0.174666j -0.0852542+0.073162j -0.0312997-0.22922j 0.158777-0.132989j -0.280506-0.0250505j 0.0373963+0.254952j 0.0718091+0.0845576j 0.210168+0.203047j -0.0832595-0.0275526j 0.118977-0.1306j -0.081285+0.163571j 0.172618-0.229596j -0.000781908+0.170072j -0.110855-0.0630234j -0.0609706+0.216867j -0.260842-0.0183949j -0.0844194-0.198736j -0.0428853+0.0474419j -0.078025-0.0490283j -0.0328243-0.016198j -0.0601006-0.0116924j 0.049798-0.00161082j -0.0147227+0.0128179j -0.128089-0.0288446j 0.264974+0.0376348j 0.206698-0.0564622j 0.0112686-0.00940197j -0.101802-0.00860482j -0.0162408-0.0403311j 0.00405337-0.0228118j -0.0594843-0.0586989j -0.0384487-0.0360192j 0.0410674-0.0725035j 0.0926399-0.0312583j 0.0580739+0.0219204j 0.0209649-0.00673131j -0.0330766-0.00676719j 0.0140658-0.00390539j -0.0303658+0.0282223j 0.0165916-0.0118744j 0.00374281-0.0131699j -0.00160607+0.0278677j 0.0259021+0.00976353j -0.0163228+0.00457927j -0.00221765-0.018407j 0.0138778+0.022294j -0.00212138-0.0317457j 0.00576892+0.000355666j 0.00718106+0.0168165j 0.00465774+0.0329789j -0.0161681+0.0241331j 0.00723625+0.00597291j 0.000297128-0.017544j -0.000210027+0.0268691j -0.0349752-0.0131121j 0.00893471+0.00536466j 0.0116913-0.00767104j 0.0180461-0.0020795j 0.00907127+0.0131716j -0.00154904+0.0158883j 0.0106831-0.0148194j -0.00215463-0.00151104j -0.00171178+0.0182337j -0.0152671-0.00242635j -0.0131254-0.00759076j 0.00236647+0.00346494j 0.00796798+0.00859199j -0.00753833-3.69582e-05j 0.00143167+0.0148065j -0.0260095+0.0208879j 0.0253433-0.00553093j -0.00827061-0.00880526j 0.0253423+0.00501707j -0.00724401+0.00165115j -0.0110057+0.00653294j 0.00880079+0.00665j 0.0117845+0.0114042j -0.0089784+0.0131236j -0.0110971-0.0204596j 0.00159685+0.00720826j -0.0118093+0.00306037j 0.00580033+0.0101123j -0.0231039-0.0207609j 0.00941654+0.0122563j -0.00375899-0.0092773j -0.00156619+0.00456136j -0.00465687+0.0205737j 0.0316198-0.00311199j -0.00590799+0.0133825j 0.00101109+0.0103172j -0.0262872-0.0285455j 0.0276008-0.0235645j 
0.00654567+0.00371074j -0.000114521-0.00110818j -0.00229711-0.00139447j -0.00253349+0.00109436j 0.00132113-0.00146197j -0.000454864+0.00174574j 0.0017831-0.00092869j 0.00669879-0.00117874j 0.000867523+0.00167509j -0.00347297-0.00119982j 0.00477125-0.000422372j -0.00195273+0.000843189j 0.00176451+0.0099679j 0.00282666+0.00146434j -0.00184765-0.00605649j 8.27032e-05+0.00109228j -0.00495274-0.00332213j 0.000939406-0.000216974j 0.00250263-0.00269199j -0.00121832+0.000723855j 0.0029494+0.000124973j 7.33754e-05+0.00108007j -0.00440476-0.00178941j -0.00241397-0.000937192j 0.00107892-0.00288058j -0.00147733-0.00168712j -0.00325885+0.000134215j -0.00351456+0.00153523j 0.00259028+0.00133752j 0.00506152+0.00308106j 0.00653679+0.00563882j 0.00228793+0.00141656j -0.00379625-0.00753229j -0.00274957+0.00317321j -0.00647588-0.00220616j 0.00543076+0.00932525j 0.00251288+0.00259278j -0.0047019-0.00737584j -0.00147202-0.00515584j -0.00324332+0.000501779j 0.00268107-0.00416871j -0.00118836-0.000781663j 0.0045478-0.000695224j -0.00188734-0.0100046j 0.000172717-0.00212949j 0.00360391+0.00236947j -0.00494429-0.00562348j 0.00292219-0.00104573j 0.00546667-0.00215542j 0.00468746-0.00822737j -0.00193654+0.0017393j -0.00661849+0.00186691j 0.00663833-0.00109307j -0.00267088+0.00260233j 0.00161828-0.0038507j -3.17861e-05-0.00390001j -0.00400158+0.00728982j -0.00524462-0.00508611j -0.00390776-0.00123207j -0.00268454+0.00687218j -0.00135828-0.0109541j -0.00412537-0.00381084j -0.00399072-0.00139309j -0.00592451+0.00645764j -0.00182069-0.00305521j 0.00229931+0.00143872j -0.000494389-0.00915059j 0.00270292-0.00527347j 0.000680487-7.35841e-06j 0.000509145+0.00826403j -0.00162655+0.00141452j -0.00498762-0.00376897j 0.00688524-0.00370418j 0.00260456-0.00226302j 0.0071904-0.00214307j -0.00398746+0.000582764j 0.00409627-0.00800136j -0.00904212+0.00206147j 0.00300568+3.82328e-05j -0.00354181-0.00880428j 0.00472771+0.00611749j -0.00415837+0.00305248j -0.00266452+0.00542464j 0.000150176-0.00191188j 0.000968512+0.00988217j 0.00126485+0.00490578j -0.00100043+0.00108442j -0.000266129+0.00107366j -3.47937e-05+0.00128169j -0.00246916-0.000938852j 0.00172807-4.40669e-05j 0.00495184+0.00235638j -0.00966649+0.017958j -0.000678464+0.0129621j -0.00131188+0.0105589j 
-0.00971798-0.000981295j -0.0024007+0.00605192j 0.00432931+0.000959476j 0.00337307+0.000650842j -0.00277935+0.00276998j 0.00302181-0.00160239j -0.00216882+0.00293717j -0.00593998-9.08869e-05j -0.0020549-0.00191526j 0.000611797-0.000481682j -0.000186498+0.00350207j 0.00256911-0.000849981j 6.8509e-05-0.00502219j -0.00159007-0.000681627j 0.000357793+0.00428358j 2.55817e-05-0.000471946j 0.00558788+0.00135387j -0.000771744+0.00192733j 0.00204393+0.0042047j 0.00228226-0.00290385j -0.00069441-0.00643389j 0.00270707-0.0036839j -0.000293481+0.00756777j 0.00342422+0.00204706j -0.000122561-0.00235855j 0.00198559+0.00110684j 0.000764851-0.00159943j 0.00397772-0.00151695j -0.0056202-0.00185889j -0.00514348-0.00306414j -0.000882961-0.00197404j -0.00338738-0.00277991j 0.00499788+0.00100403j -0.00126929+0.00465831j -0.00210351+0.000503293j -0.00436574-0.00408128j 0.00235106-0.00503127j 0.00194721+0.00479645j 0.000161748-0.000897234j -0.00265147-0.0116807j 0.00365161+0.00371377j -0.0013177+0.00323577j 0.00184844+0.0023527j -0.00226406+0.00696811j 0.000325528-0.00311776j -0.00279579+0.00101522j 0.00349764-0.000807671j -0.00399668-0.00488976j -0.0043643+0.00310617j -0.000314106-0.000994876j 0.00693677+0.00804149j -0.00197597-0.00157978j 0.00106444-0.00170309j -0.00285969-0.00206166j 0.00329933+0.00838351j 0.00443686-0.00358562j -0.00282466+0.00289922j -0.000890035-0.00191377j 0.00217323-0.0024011j -0.0042059+0.00505633j -0.00383865+0.00248558j 0.00289783+0.00206869j 0.00225063+0.00171829j 0.00386852+0.00348324j 0.0014972-0.0044786j 0.00262994-0.0042986j 0.00606591+0.000120634j 0.000211954-0.000792907j 0.00178248-0.00235249j -0.00481359+0.00156355j -0.0012132-0.00236784j 0.00203697+0.00204423j 0.000665852-0.00159549j -0.00204917-0.00738889j -0.00115835+0.00510047j -0.000316099+0.014462j 0.00204545+0.00461727j -0.00301558+0.00409904j 0.0020597-0.000283126j -0.0037253+0.00581671j 0.000624782+0.00873968j -0.00138731+0.00430073j 0.00679301-0.0126687j 0.00460429-0.00394672j -0.00740077-0.00474419j 0.00481793+0.00206867j -0.00280456-0.00414862j -0.00091457+0.00325341j 0.000519449+0.00300256j 1.86845e-05-0.010469j -0.00107328-0.00330513j -0.000540604+0.00829905j 0.0110871-0.00864087j -0.0100226-0.0116406j 0.00651015-0.0128032j 
0.00225794-0.000959434j -0.00143154-0.00349904j 0.00132969+0.000930769j 0.00142844+0.000932134j -0.00317652-0.00144932j 0.000450606+0.00128779j 0.00265937-0.000664137j 0.00201664+0.00432228j 0.00130252-0.00164814j -0.000901073+0.000674068j -0.00117295-0.0001152j -0.00274492-0.00284376j 0.000471807-0.00738669j 0.00316628-0.00201519j -0.000386699+0.000571855j -0.000517462-0.00192601j -0.00293393-0.00201364j -0.00224827+0.00327042j 0.00172257+0.00449709j 7.34949e-05-0.00519008j 0.00532364+0.00634341j 0.00386295+0.000863248j 0.000487771-0.00782599j 0.0009497+0.000118994j 0.00758605+0.000998678j 0.00531423-0.004124j 0.00337119-0.00309076j -0.000819056-0.0024953j 0.00218274-0.000246376j 0.00364288-0.00789878j -0.00363868-0.000899478j -0.00138137-0.00269888j 0.0116455-0.00109071j -0.00140832+0.000570529j -0.00213906+0.00373969j -0.00737238+0.00102966j -0.000981804+0.0107727j -0.00353119+0.00139103j 0.00400892+0.00125022j -0.00379241-0.00114588j 0.00103531+0.00294406j -0.00196406-0.00196046j 0.000288174-0.004073j -0.00538204-0.00536424j 0.000661978+0.00159009j -0.00823309-0.00399442j 0.00113476-0.0023117j 0.00114318-0.0101577j -0.00538842-0.00298494j -0.00687925+0.00079105j 0.000787385-0.00388387j 0.000806786-0.00424736j 0.00520718+0.000426864j -0.00182993+0.00352922j -0.00121617+0.00715149j -0.00330066-0.00836154j -0.00244907+0.00836632j -0.00809521+0.00110968j -0.00643519-0.00132711j 0.00932389-0.00290133j 0.00507449-0.000987114j 0.0122365-0.000651282j -0.00320594+0.00308138j -0.00572315+0.0120415j -0.00272228-0.00214107j -0.0058212+0.00368982j -0.00654703-0.00436735j 0.0151188-0.00156339j -0.00966433+0.00132008j -0.00332478+0.00450614j 0.00332178+0.00401967j 0.00611589-0.000399546j 0.00106973-0.00446303j -0.00460032+0.00130989j 0.00774709+0.00186004j 0.00537553+0.00161209j -0.00278788-0.00019725j -0.00420429-0.00511893j -0.000178717+0.00482954j -0.00983724+0.00039679j 0.00621717+0.00586537j -0.00604814+0.00307674j -0.00129569+0.00427116j 0.00303864+0.00779903j 0.00214361+0.0146928j 0.00961182+0.00360093j 0.00314202-0.00321521j -0.00170799+0.00195526j 0.00124883+0.00402082j 0.000793052+0.000528593j 0.0103605-0.0037288j 0.00471641+0.00593869j -0.0140576+0.0039237j 0.000848012-0.00263662j -0.00706559+0.00958118j 
0.0023334-0.00672007j -0.00744027+0.000627995j 0.00172339+0.00312928j -0.000597884+0.00362308j 0.00252304+0.00512563j -0.00642509+0.00101354j -0.00653686-0.00187071j -0.000393179-0.00289542j -0.00223667+0.00569559j 0.00288749-0.00165935j -0.000534054+0.00101049j 0.00197539-0.000756144j 0.00859771-0.00189617j 0.00562688+4.43264e-05j -0.00157769+0.000210908j 0.000597891-0.000582165j -0.000303418+0.00654821j -0.00190516-0.000494172j -0.000980368-9.07097e-05j 0.00327592-0.00725013j -0.00241403-0.00272123j 0.00451018+0.00331405j -0.00426567-0.00408611j -0.00505955-0.00236628j 5.61633e-05-0.00945239j -0.00482415-0.00581569j 0.00394765-0.00345982j 0.00546563+0.00156309j -0.00470182-0.00197981j -0.00408862-0.00859637j 0.00549922+0.000548654j -0.00111444-0.00345309j 0.00405546-0.00389317j 0.000101478-0.00379592j -0.00622481+0.00951074j -0.00532469+0.00366353j 0.00220173+0.00701442j -0.00621641-0.00452416j 0.00356386+0.00261927j -0.0131435-0.000887187j 0.00388636+0.00221163j -0.00188639-0.000550631j 0.00555469-0.00410142j -0.00301797+0.00479933j 0.00962544-0.0024994j -0.000597595-0.00723671j 0.00364637-0.00463813j -0.00316148-0.00350572j 0.000498351+0.00515185j -0.00242413+0.00353985j 0.00645144+0.0134045j 0.000857831-0.000758747j 0.000839802+0.00867323j 0.00137012-0.000762288j 0.00306817+0.00270501j 0.000174615+0.000159617j -0.0120267+0.00891712j -0.0134093+0.00226307j 0.00345586+0.00522785j 0.00452667-0.00332287j -0.00452514+0.000399869j -0.00259132+0.00998248j 0.000144764+0.00245598j 0.00694518+0.0142581j -0.00317597+0.00398115j -0.00821261+0.00310582j 0.0102671+0.00832368j 0.00728571+0.00082956j 0.0011336+0.00997245j 0.00556836-0.000120406j 0.00192249+0.00708266j 0.00472409-0.000865934j 0.000228235-0.00362912j -0.00526503+0.00169321j 0.00727204-0.00772014j 0.00340475+0.0107103j 0.000582469-0.000756323j -0.00685453+0.000857767j -0.00175438+0.0120198j -0.0052738+0.00285547j 0.0127132+0.00665523j -0.00086456+0.00827024j 0.00119307-0.00497929j -0.00979949+0.00382064j 0.0141862+0.0112465j 0.00601653+0.00462012j -0.00601596-0.00107057j -0.00545408+6.92289e-05j 0.00376686+0.00347194j 0.00334198+0.00609499j 0.00650474-0.0111168j -0.00272968+0.00180892j 0.00592202-0.0138597j 0.00396157-0.0094974j 0.0140582-0.00226274j 
-0.000795128-0.00801843j -0.0072914+0.000498768j 0.00120143+0.0035274j 0.00411712+0.0024911j -0.00682518+0.0091868j -0.00150206-0.0010387j -0.00569357+0.000981074j -0.00359617+0.0018673j 0.000631515+0.0011389j 1.87702e-06-0.00448636j -0.00171397+0.00344986j 0.00227284-0.00258697j 0.00145739-0.00386791j -0.00298418+0.00134241j 0.00139687-6.88392e-05j 0.000908505-0.0020013j 0.000900381+0.000616105j 0.000428332-0.00181563j 0.00688741+0.0062995j 0.00139691-0.0131106j -0.00386961-0.00124118j 0.00240749+7.36238e-05j 0.00054922-0.0040738j 0.000437002-0.00172509j 0.00699551-0.0044879j 0.00424454-0.00508032j 0.00225329+0.000694201j 0.00377385+0.00171801j -1.80893e-05-0.00185745j -0.00463025-0.00828826j 0.00483585-0.00311646j -0.00821143-0.00316945j 0.005836-0.000583169j 0.00275948+0.0112585j 0.000642623+0.00736485j -0.00578446-0.00356569j 0.00189493+0.00243069j 0.00284975+0.00919715j 0.00173562+0.00511233j -0.0108969-0.0020534j 0.00143622+0.00239355j -0.00215673+9.5614e-05j -0.00101635+0.00161201j -0.00334641-0.0015018j -0.00611923-0.00513344j 0.00319825+0.00710755j 0.00576825+0.00872399j -0.00565347+0.00599745j -0.00706516+0.00143336j -0.000321923+0.0029762j 0.00359727-0.00506483j 0.00394962+0.0051758j 0.00512742-0.000659683j -0.00176058+0.0038024j 0.00790124-0.00206266j -0.000322418+0.00239517j 0.000596748+0.000371552j -0.0009983-0.0152024j 0.007654-0.00965321j -0.00459657+0.00679783j -0.00596076-0.00362218j 0.00122715+0.00108375j 0.0039314+0.010596j -0.00417818-0.00616419j -0.00558599+0.00636879j 0.000553609+0.00074362j -0.00670986-0.000225495j -0.00474339-0.000254991j -0.00143657-0.00554927j -0.00379146-0.00193694j -0.00435125-0.00811199j -0.00188075+0.000241209j 0.00177629+0.0073633j 0.00512414-0.00299993j -0.00672657+0.00564735j 0.00203079-0.00610425j -0.00069557-0.000259905j 0.00216494+0.00154367j 0.00559286-0.00299281j -0.00162296+0.00117995j -0.0102956+0.00421919j 0.0138937-0.00775365j -0.00424474+0.00302124j -0.000738338-0.00140781j -0.00598671+0.00876816j -0.00191107+0.0122647j 0.00158885+0.000914041j 0.00609869+0.00302802j 0.00250085+0.00703029j 0.000914562-0.0128836j -0.00811936+0.0137451j 0.00277893+0.0190864j 0.00111199-0.000270429j -0.00602605-0.0094332j 0.00957394+0.00504397j 
0.00575079+0.000789455j -0.00124794+0.0012464j 0.00113261-0.00258931j 0.00196384+0.00125269j -0.00205391-0.00378524j 0.00102025-0.00399012j 0.00583295+0.000137902j 0.00116475-0.00011345j 0.00589945+0.00150911j -0.0037083+0.00313566j 0.00499824-0.00546708j -0.00156335-0.00182276j -0.00454399+0.000531734j -0.00416879+0.000741838j 0.00121625-0.00313311j -0.000647799+0.00124431j 0.000732743-0.00259596j 0.00206375+0.00463833j 0.000266396+7.57486e-05j 0.00308269+0.00176892j -0.00125218+0.00444775j -0.00520458-0.00125177j 0.00103701+0.00119861j 0.000554994+0.00438398j -0.00445909-0.0032793j 0.00427267+0.000640152j -0.00346484-0.00165265j -0.00294545-0.00222055j 0.00501607+0.00374667j 0.00178209-0.000534883j -0.000655013-0.000687201j -0.00156428-0.000811655j -0.007892+0.00140855j 0.00609863+0.00501419j 0.00934061+0.00421496j 0.00775554+0.00297031j -0.00390645-0.000625894j 0.0105483+0.00028848j 0.00742173-0.0124133j 0.00500776+0.00933717j 0.00605261-0.00399816j 0.00172986-0.00835164j 0.00293863-0.00441768j -0.00252763-0.00436663j 0.00262664+0.000759592j 0.00162043+0.00444613j 0.00395405+0.00894894j -0.00066714+0.011788j 0.00986729-0.0137625j 0.000404592+0.00390335j -0.00600506-0.00150453j 0.00636149+0.00290462j -0.000268425+0.00868463j -0.00524243-0.00368737j -0.00231021+0.00400839j 0.00708417-0.000787498j -0.00759519-0.0119146j -0.00532411-0.0057505j 0.010273-0.00888835j -0.00489938-0.000409583j -0.000810324+0.00293453j -0.00801106+0.00781067j 0.00964015-0.00539987j -0.00866546+0.0029289j 0.00360127-0.00535019j -0.00279432+0.000219247j 0.003658-0.00177516j -0.000706358+0.00596135j -0.00119916-0.00458601j 0.00578345+0.00570215j 0.00163521+0.00191641j 0.00815416+0.00155966j -0.0054477-0.00243463j 0.00122582-0.00123694j 0.00134659-0.0151279j 0.00425855+0.00418762j -0.00343826+0.00329139j -0.000912269-0.00191915j 0.00872345+0.00951653j 0.00502555-0.00104913j 0.0123018+0.00946998j 0.0086075+0.00367778j -0.007181+0.00397464j 0.00909358-0.00501725j 0.00809671+0.00417134j 0.00156922+0.0128416j -0.0065944-0.00521828j -4.7111e-05-0.00387184j -0.00312064+0.00212953j -0.00233335+0.000361524j -0.00191331+0.00973291j -0.0130351+0.0147167j -0.00766971+0.0159768j 0.00572499+0.00528528j -0.00490986+0.000394968j 
0.00696827-0.000458712j 0.000360558+0.000251836j -0.000325051-0.00107213j 0.00105619+0.00169992j -0.00287502+0.00541459j -0.00515689+0.0034679j -0.00196247-0.00285298j -0.00277422-0.00325993j 0.00140692+0.000675782j -0.000345844-0.00482599j -0.00179552+0.00282554j 0.000305002-0.000561392j -0.00268728+0.00711796j -0.000849557+0.00605991j -0.000753462-0.00366703j -0.00168694-0.00044589j 0.000930299-0.00216043j -0.000595727-0.00165311j 0.00254392+0.00393141j -0.000825012-0.00519845j 0.00132741+0.00691815j -0.00395295+0.00231421j 0.0031837-0.00177333j 0.000417704-0.00317631j -2.47937e-05+0.00110982j -0.00877968-0.00148402j 0.00186445+0.0056167j 0.00385972+0.0039479j -0.0027826+0.00178202j 0.00723732+0.00555689j 0.00534987+0.0030194j -0.00405493-0.000109406j -0.00233826+0.000438299j 0.00118098+0.00271143j 0.00517845+0.00804895j 0.000679636+0.000922018j 0.00425696+0.000647965j 0.000116294-0.00077623j -0.00601279+0.0119465j 0.00344339+0.00286087j -0.00555493+0.00370463j -0.00180309-0.00223159j 0.00907077-0.0108283j 0.00607566+0.000118986j -0.00410579+0.000382705j -0.00573244+0.0119223j -0.00355372-0.000716352j 0.00487146-0.0021323j 0.00560351-0.00128563j -0.00717084+0.00421376j -0.00523449+0.00301955j 0.00613233+0.00612443j 0.00324983+0.00361092j 0.00280944-0.00181904j 0.00478668-0.0134023j 0.00602784-0.00196379j 0.000354527-0.00507309j -0.00875776-0.00724493j -0.00457966-0.00230516j 0.0109383-0.00197908j 0.00191999+0.00467747j 0.00516983-0.00822207j -0.00334536-0.00471795j -0.00859434-0.00372069j 0.000616084+0.00870302j 0.00231113+0.0104399j -0.0108425+0.00314111j -0.000145543-0.00851664j 0.00211145+0.0067748j -0.00156449-0.00287253j -0.000528499-0.00237944j 0.00575247-0.00479048j 0.00233784+0.00380337j 0.00610352+0.000954922j 0.000411393-0.00196369j -0.00680719+0.00917255j -0.00970349-0.00241644j 0.00468858+0.00290272j -0.000527095+0.00282801j -0.00881992+0.00141168j 0.0135551+0.00831934j 0.00631383+0.00666509j -0.000810995+0.00408683j -0.00227414-0.00418585j -0.00204236-0.000198829j -0.0022804+0.00305284j -0.00581761-0.00607292j -0.000909518+0.000416677j 0.00143885+0.00422754j -0.00459248-0.000460355j -0.00431015+0.000147657j -0.000734329+0.00933678j -0.000707942-0.000512041j 0.00157182+0.00198252j 0.000523051+0.00326138j 
-0.00941052-0.000517507j -0.00122581+0.004208j 0.0065548-0.00328725j 0.00507377-0.000847735j -0.00407936-0.000558121j 0.000294369+0.00349424j 0.00217262-0.00207706j -0.00244634-0.00319911j 0.00387534-0.00158145j 0.00292754+0.000238409j 0.0023688+0.002022j -0.00224733+0.000742124j 0.0045897+0.0024337j 0.0015526-0.00373162j -2.47548e-05-1.59623e-06j 0.0027616+0.000814343j -0.00308253+0.0034281j -0.00377837+0.00374623j 6.10962e-05+0.000164746j 0.00078181+0.00161542j 0.000917592+3.63584e-05j 0.00797145-0.00245314j 0.00024706+0.00368276j 0.00116369-0.00221768j 0.00718297-0.00122729j 0.0048489+0.00103333j -0.00530755+0.00252833j -0.00270272+0.00418679j 0.00226595-0.00427984j -0.000817593+0.000832602j -0.00149372+0.00393074j 0.00324238+0.00100773j 0.000231698+0.00435773j 0.00508527-0.00612254j 0.00025893-0.0161388j -0.00518853+0.00254063j -0.000131167-0.00970445j -0.00466465+0.000197195j -0.00912179+0.00334484j 0.00222428-0.0028353j 0.00102215-0.00259415j -0.00129353+0.00421466j -0.00168931+0.00476282j 0.000637735+0.00765256j 0.0110025-0.000816621j -0.00143451+0.00165394j 0.00497513+0.00196549j 0.00563608+0.000799502j 0.000863272-0.00058337j 0.00377612+0.007644j -0.000590125+0.00526831j 0.00624137-0.00465231j 0.00283721+0.000775639j -0.0150635+0.000539296j 0.00657196-0.00472251j -0.00026078-0.00364178j -0.00771577+0.00649202j -0.013955-0.00652672j 0.0130876+0.00218659j 0.00624749+0.00280241j -0.000789645-0.00105493j -0.00144045-0.00657892j 0.00398461-0.000868975j -0.00108182+0.00433071j 0.013206+0.00359298j 0.000715324+0.00224173j -0.000639865+0.00845115j 0.0128688+0.00807463j -0.0055373+0.00442739j 0.00563786-0.000318994j 0.000191327-0.00613873j 0.00817108-0.0118635j -0.00862768+0.000890239j -0.000578454-0.000357765j 0.00052256-0.000757732j 0.00649151+0.0108063j -0.0054295+0.00261793j -0.00403874-0.0104641j 0.00622709+0.000651798j -0.00208618-0.0083289j 0.00740476-0.000560612j 0.00537706+0.00489789j -0.000620049-0.00686922j -0.000388672+0.00474425j -0.000206188+0.0029801j -0.0021435+0.000746625j -0.00325833-0.000854261j -0.000503544-0.00157796j 0.00102815+0.00476487j 0.0038283+0.00256801j -0.00120293-0.00677133j -0.00715362+0.0194798j -0.000295244+0.00264005j -0.00287827-0.00900684j -0.000149237-0.00311272j 
0.00516681-9.63579e-05j 0.000886452+0.00106969j -0.000681453+0.00169482j -0.00322146-0.00447649j -0.00404054+0.00172319j -0.00470204-0.0066506j -0.000856616-0.00268481j 0.00375173-0.00159065j 0.00173049+0.00300348j -0.000497711-0.00160861j -0.00484772-0.000969257j -0.00399519-0.000750913j 0.00132272-0.00552313j -0.000502121-0.00351196j 0.0003792-0.000314868j 0.00141542+0.00089321j -0.00416147-0.000869312j 0.00117871-0.004j -0.000622154+3.46405e-05j 0.0041103-0.00128732j 0.000649271+0.00134599j -0.00451134+0.00410461j -0.00733882+0.000165361j 0.00341318-0.00423141j 0.00249328+0.00552463j 0.00479719-0.0110096j 0.00346066-0.00496963j 0.00182676-0.00664959j -0.00131155+0.00678086j 0.00499159-0.00550055j 0.00526634-0.00427351j -0.00593372+0.000571051j -0.00117421+0.00219095j -0.000228816-0.00591028j -0.00241097+0.00545762j 0.00187859+0.00293262j 0.00502143+0.00622228j 8.87608e-05-0.00773054j -0.00562153+0.00650444j -0.00463678-0.00873137j 0.00126307-0.00176416j 0.000191481-0.000888731j -0.0119952-0.00339825j 0.0049008-0.00315678j -0.0047956+0.00558449j 0.00200421-0.00474154j -0.00346465+0.000371306j -0.000639057+0.00201373j 0.00114441-0.00383398j -0.00221366-0.00235215j -0.00316201-0.00294104j -0.00485583+0.00475251j -0.00582574-0.00763853j 0.00907494+0.00476078j 0.00365369+0.00670009j -0.00455351-0.0107009j 0.00564128-0.00536827j 0.0108358+0.0171433j 0.00462448-0.00280857j -0.00640949-0.00164981j -0.00281788-0.00306337j 0.000606825-0.00150774j -0.00482758-0.00283925j -0.0048228-0.00449962j 0.00933847-0.00351485j 0.00585819+0.00636876j -0.000742284+0.00130647j 0.00251362-0.00790505j -0.00613662-0.0031327j -0.00437131+0.00052426j 0.00658271-0.00364111j 0.00149862+0.00680184j 0.000829107-0.000733964j 0.00246374+0.00132553j -0.00265033+0.0059532j 0.00210915-0.00166474j -0.00687149+0.0120624j -0.00459605-0.00632618j -0.00612751-0.00636836j 0.00355558+0.00267701j -0.00363374-0.00383315j -0.0118446+0.00052288j -0.00429308-0.00421406j 0.00110968-0.00412697j -0.00286554-0.0102303j -0.0112885-0.00887911j -0.0053155+0.00630012j 0.0057523+0.00253324j -0.00158572-0.000470017j -0.00499224-0.00112473j -0.000263165-0.00088933j -0.00207816-0.00877674j 0.000932573-0.00753306j -0.00211128+0.00335797j 0.00187355-0.000101121j 
-0.00870232+0.00147267j -0.00244773+0.00500847j 0.0079845+0.0025743j 0.00500673+0.00205388j 0.00113439-0.00105227j 0.000494807-0.00253161j 0.00328989-0.00136618j -0.000334834-0.00569184j 0.00316189-0.00486301j 0.00126218+0.00687928j 0.00277372+0.000928206j -0.000549591+0.00028254j -0.000587736+0.00134983j -0.000977818-0.0057909j 3.96872e-05+0.00532568j 0.00165301+0.0011816j 0.00193501+0.000446227j -0.000593819+0.00838597j 0.00476947+0.00302661j 0.00107867+0.00268657j 0.00417471-0.00221445j 0.00714407+0.00178522j 0.000124344+0.00649425j 0.00296287+0.00435611j -0.00654642+0.000335475j -0.000954029-0.000221648j -0.00234811-0.00104473j -0.00322986+0.00419633j 0.00466847-0.0088394j -0.00646635-0.00355863j -0.00210582+0.00342316j 0.00294648+0.00239589j 0.00859208-0.00156396j 0.00674251+0.00279948j -0.00331035+0.000987211j 0.00122312-0.00307085j 0.00422667+1.67072e-05j 0.00300189+0.000808282j -0.0034027+0.00104703j -0.00160086-0.00216247j 0.00283232-0.0074935j 0.00342769-0.00632399j 0.000345725+0.0172858j 0.0022158+0.00966071j 0.00192919-0.0048891j -0.00217066+0.00242531j 0.00428056-0.0019257j -0.00353624-0.00184101j 0.00189821+0.00610139j -0.00402537-0.00977274j 0.00479817+0.000941342j 0.00120684+0.00163388j 0.0100661-0.00291849j -0.011526-0.000511389j 0.00237601-0.00222948j -0.00246148+0.00309543j 0.0091456+0.0119661j 0.00349099+0.00355179j -0.00190325+0.00219535j -0.00203212+4.7684e-05j 0.000391437-0.00118538j -0.00306204-0.000709672j 0.00452836+0.00136711j -0.000894405+0.00524999j -0.00399119+0.00690841j 0.00646771-0.0025915j 0.00720319-0.00213723j 0.00122004-0.00347752j 0.00251758-0.00309874j 0.0070613+0.00668593j 0.00385631-0.0015474j -0.00120009+0.00804733j 0.00245146+0.00216803j -0.0096505-0.00115986j 0.00437868+0.00352713j -0.00277781-0.0029867j 0.000943451-0.00780392j -0.00388675+0.00229583j -0.00382106-0.0106475j -0.00804135-0.00416258j -0.00502123+0.0167848j -0.0113481+0.00168929j 0.00976954+0.00208393j -0.00281182+0.00199861j 0.00132662+0.0031713j 0.00228496+0.00895727j 0.00682081-0.0147764j -0.000225069-0.0011736j -0.000379444-0.00146608j -0.0034007-0.00778187j 0.000910419+0.005282j -0.00817245+0.00518762j 0.00993674+0.0089397j -0.00191732-0.00173603j 0.00601313-0.00121596j 
