-0.0124683-0.00180878j -0.00205777+0.0115305j -0.000411339+0.0143044j 0.0103883-0.00432653j 0.00255089-0.00314136j 0.00992706+0.00487407j -0.0106484-0.00142121j 0.00462014-0.00668276j 0.0024481-0.00310343j 0.000174227+0.00329189j 0.0043784+0.00377544j -0.00403535-0.000570178j 0.00618094+0.000971116j -0.0166535+0.0110812j 0.00759433-0.00884917j -0.0083225+0.000685711j 0.00473558+0.00517085j -0.00554194+0.010311j 0.00040067+0.0141585j -0.00567294+0.00524042j -0.000976079+0.0012966j -0.00617526+0.00566253j -0.00134755-0.00144357j 0.0037827-0.00332727j 0.00508127+0.00678715j -0.00339388-0.00017437j 0.00138163+0.00746665j 0.000876394+0.00498279j -0.00544329+0.00388163j -0.00385768+0.00345016j 0.00192614+0.00468403j -0.00388838+0.0030047j -0.00119677-0.00330557j -0.00138827-0.00164481j 0.0109386-0.0139624j -0.00845567-0.0031707j 0.00439203+0.00230063j 0.0148091+0.0110252j 0.00719833-0.0118645j -0.00259005+0.00475414j 0.00400014-0.00285266j 0.0132805-0.0199326j 0.00851678+0.00179593j 0.0359866+0.0172621j -0.0291778+0.000541861j 0.0236221-0.0176205j 0.00490525+0.00257065j 0.00277667-0.00285323j 0.0176023+0.026314j 0.00349682+0.0411019j 0.00189385-0.00412838j -0.00318103-0.000908077j -0.0030519-0.00426066j -0.0106525+0.00333278j 0.0154072-0.00979904j 0.00561208-0.00603358j 0.0150004-0.00322894j -0.00615549+0.0121553j -0.00960479+0.00686717j -0.00145807+0.0155122j 0.00241633-0.0130359j -0.0054093-0.00252797j -0.0011777+0.00443911j 0.00317485+0.0192404j -0.00149375+0.0153626j 0.00388322+0.0275431j -0.0135526-0.0136454j -0.0294096-0.0591766j 0.0590053-0.0324353j 
0.00168673-0.00906987j 0.0044864+0.00151591j -0.000911557-0.00531304j 0.00433659-0.000141176j 0.00230271-0.0091138j 0.00114654-0.00115895j 0.00951122+0.00573058j 0.00409057-0.0081353j 0.0236405-0.00815739j 0.000438725-0.00875427j -0.00314007+0.00443277j 0.017526-0.00404283j 0.026215-2.59949e-05j 0.00166418-0.0184487j -0.017723+0.0132033j 0.0089971-0.00476488j 0.0218698-0.0134098j 0.00030512+0.00670242j -0.0179719-0.00133476j 0.00625474+0.0112604j 0.0077133+0.000682867j -0.00794943-0.000137835j 0.010303+0.00661386j -0.00801905-0.00924188j -0.00288391+0.00868983j -0.00159755-0.00553937j 0.00373063+0.0129982j -0.00828518+0.00104761j -2.72945e-05+0.00472279j 0.00799438-0.00126602j 0.0131401+0.00420034j 0.000271308+0.0273765j 0.00899607-0.00291251j -0.0111057-0.00269477j 0.00359293+0.0102261j 0.0111795-0.00957628j 0.0187561-0.0203902j -0.0128619-0.0070306j 0.00872061+0.014428j -0.00571417+0.00425181j 0.0119349-0.00469048j -0.00363127+0.0105778j 0.00470188-0.000632819j 0.0320439+0.0055288j 0.00418067-0.00546483j -0.0142039+0.0125412j 0.000351188+4.26735e-05j 0.0139123+0.0100152j -0.004214-0.000948372j -0.00206011-0.00823779j 0.000263904+0.00197816j -0.00443057+0.0108119j 0.00545863+0.00371751j 0.0134917-0.00977607j -0.0010232+0.00616606j -0.00213171+0.00524312j -0.00948919-0.00650139j 0.00611134-0.00929368j -0.00332142-0.000244881j 0.00937005-0.00991091j 0.00691606+0.00301341j -0.00618188-0.00200015j 0.0015983-0.00227287j 0.00963917-0.00399128j -0.0104844+0.00618537j 0.00833795+0.00951796j 0.00186661-0.000274407j -0.00462492-0.00554047j -0.00489542+0.0107364j 
-0.00555032-0.000110941j -0.00435156+0.00167085j -0.0135426+0.00086074j 0.00287731-0.00495766j 0.00548341+0.0121337j -0.00340682+0.00138381j -0.00197043+0.00526008j 0.00732597-0.0145931j 0.0066655-0.0022051j 0.00294435-0.0074081j -0.00221762-0.0120867j -0.0129139+0.0211907j -0.0129274+0.00558399j -0.00500212+0.00196627j -0.00475442+7.94788e-06j 0.0270711-0.031319j 0.00140198+0.00770471j 0.0127384+0.000118677j -0.0138028-0.00680247j -0.00463231-0.00428937j -0.0147254+5.59093e-05j 0.00212461+0.00539441j 0.00601607+0.000542785j -0.0120691+0.00435592j -0.00412446+0.00586976j 0.00700159-0.0015648j 0.00721087+0.00527379j -0.00811195+0.000758999j 0.00269323+0.000431238j -0.00510203+0.00868135j -0.000374834+0.00626759j 0.00592898+0.0140759j -0.000696164+0.0015833j -0.00761904+0.00841782j -0.000972326-0.00439571j -0.00483126+0.00332864j -0.0165992+0.0183775j -0.0175932-0.00304304j 0.019802-0.00222672j 0.0118509-0.0111534j -0.0186867+0.0049549j 0.0123191+0.00544126j 0.0139939+0.000680493j -0.00449937-0.00350241j -0.0131512+0.00726309j 0.000856258-0.0119907j 0.0073089-0.00346489j 0.00303242-0.00711729j -0.00831369+0.00600525j -0.0074588+0.00900491j 0.00018984+0.000309559j -0.00209179+0.00828545j 0.00453828+0.00217748j 0.0122387+0.0153545j -0.000943503-1.50076e-05j 0.00544031+0.00885195j 0.00815199+0.00138179j 0.00167138-0.00317949j -0.00571843+0.00199514j -0.00572344+0.00333378j 0.0101102-0.00864767j -0.00266489+0.000230979j 0.00154915+0.00777301j -0.0172371-0.00504873j -0.00577476+0.00654799j -0.00667719+0.00598245j 0.00207843+0.00577613j 0.0051013+0.0046156j 0.0065584-0.00583311j 
0.00103251-0.00316369j 0.00221759-0.00218585j 0.000757931+0.00226122j -0.00891543+0.00353937j 0.00751879-0.00543341j -0.00362035+0.000268412j 0.00432933-0.00328029j -0.0138277+0.00809998j -0.00307709+0.0123105j 0.00461099+0.0029529j -0.0019705+0.0108162j 0.00202068+0.00457861j 0.0254534-0.0194268j -0.0289593+0.0250775j 0.0052122+0.00554947j 0.011779+0.00773574j 0.00801367+0.00157077j 0.012937-0.00581574j -0.00279622-0.00563754j 0.0104229+0.00124316j 0.00329958-0.00371325j 0.0019464-0.00569129j -0.00301524+0.00963878j -0.00315624-0.000550484j 0.0221761-0.0105576j 0.00813838+0.00904746j 0.0113178-0.00973398j -0.00973207+0.00930078j 0.003709-0.00722469j -0.00440598-0.00521671j 0.0065149+0.00238878j 0.00466244-0.0149273j 0.00548126-0.00226189j -0.00637226-0.0116119j -0.000327211+0.011086j 0.0028097+0.00796902j -0.00712512+0.000820108j -0.00302652+0.0014253j -0.0145659+0.00483388j 0.00425708+0.011266j 0.00430663-0.0143883j 0.00439095-0.00609082j 0.00531156-0.00192119j -0.0060958+0.00010168j 0.00284265-0.00446748j -0.00481351+0.00954678j -2.08723e-05-0.00327484j 0.002357+0.00066299j -0.00292606-0.00706398j 0.00684912+0.0057343j -0.00247417+0.00296106j 0.0153381+0.00514928j -0.011737-0.00892327j -0.0182122+0.00624663j -0.0132407-0.00196226j 0.0191688-0.00147208j 0.00241254-0.00792671j 0.0017437+0.00206479j 0.0134457-0.00367895j -0.00105556-0.00593551j -0.00167449+0.00788213j 0.00450231+0.000967398j -0.00201579-0.000277138j -0.00129216+0.0120801j -9.34049e-05-0.00952068j -0.000337127+0.00614979j 0.000219638-0.00478995j 0.00511677-6.01337e-05j -0.00207191+0.000852449j 
0.00816493+0.0102801j -0.0147015-0.00543258j -0.00380553-0.00454304j 0.0144438-0.00997818j 0.000335497-0.00656242j 0.0193312+0.00510061j 0.0138131-0.000203347j 0.0195752+0.00680458j 0.00964155-0.0040255j 0.00723803-0.002522j -0.00704604+0.0090013j 0.00894458-0.0132237j 0.0157341-0.0136648j -0.00510835-0.000360458j -0.0329829+0.00780892j 3.67802e-05-0.00245275j -0.00172675+0.000981102j 0.0138907-0.0191116j 0.00672183-0.00323415j -0.0250622+0.00893476j 0.00431223-0.00223729j -0.000616353+0.00431816j 0.00141146+0.00402837j 0.00314132-0.00119567j -0.0122357+0.0174371j 0.0140295-0.00562048j -0.0138286+0.0123765j -0.00574876+0.0042254j -0.00126512+0.00696259j 0.00681277+0.0056954j -0.00315768+0.00739966j -0.017016+0.00400094j 0.00785748-0.00923315j 0.00964784+0.00495101j -0.0347013+0.00659119j -0.00819563+0.0012587j -0.0105806+0.00181931j 0.0119205-0.0118133j -0.00247623-0.0111791j -0.0165133-0.000334144j -0.0123026+0.0131467j -0.00234943-0.00361835j 0.0158188-0.000938728j -0.0159274-0.00164946j -0.00595702+0.0151854j -0.00484129-0.0138341j -0.00636771+0.000113837j -0.0207651+0.00654035j -0.00586327+0.00735512j 0.0134603+0.00768006j 0.00552979+0.000480647j 1.04072e-05+0.00706684j 0.00838745+0.00703213j 0.00711384+0.00675319j 0.0103262+0.000315628j -0.00011293-0.00216613j 0.00838223-0.00843895j 0.00621113+0.00421346j -0.00147677+0.00377156j 0.00089647+0.00492805j 0.00772628-0.00387393j 0.00143702-0.00108256j 0.015687+0.00226725j -0.00778629+0.000847418j 0.00392058+0.000964732j -0.0122737-0.00214542j -0.00681864+0.00276741j -0.00239487+0.00406198j -0.00593689-0.00514144j 
0.00620889+0.00329991j 2.09198e-05+0.00733748j -0.0024023+0.00670776j 0.000480995-0.00269485j -0.016958+0.00422045j -0.00986777+0.00361357j -0.0146015-0.0102914j -0.00253598-0.00411578j -0.0130961-0.00418906j 0.0141306+0.00129394j -0.00899706+0.00702067j 0.000527695-0.00570442j 0.00780822-0.00195672j -0.00838478-0.00227785j -0.0105459-0.00541036j 0.012251-0.00796788j 0.0366221-0.0151026j -0.00208726-0.00940459j 0.00321727+0.0105707j 0.00182553-0.0152473j 0.000915613-0.00863869j 0.0187197-0.00559684j 0.0042623+0.000159569j 0.00418319+0.00639238j -0.006844+0.00427569j -0.0128502+0.00278431j 0.00423293+0.0127258j 0.00564786+0.00909247j -0.00763743-0.00625259j 0.00192791-0.00801567j 0.0121668-0.0148498j 0.00289388-0.00680071j 0.0147654-0.00503809j -0.0102693+0.00957542j 0.0154188-0.0105455j 0.00890962-0.004389j 0.00319796-0.0112905j -0.00258031+0.0216205j -0.00527352-0.00763426j -0.0119188+0.00704335j 0.0175767+0.0216007j -0.00846392+0.00935237j 0.00157196+0.000949691j -0.00014394+0.0109417j 0.00972148-0.00202705j 0.000800511-0.00714424j -0.00190812+0.0162895j -0.00108277-0.0019618j -0.00701488-0.0092431j -0.00113272-0.00161409j 0.00602689+0.0020365j 0.00510496-0.0101123j 0.000767179-0.0119555j -0.0235342-0.00548861j 0.0128406-0.00618037j -0.00470774+0.00249781j -0.00875359+0.00900559j 7.81769e-05+0.0176431j -0.000197715+0.00361804j 0.000375555+0.0190228j 0.00256604+0.00784925j -0.000413706-0.00356772j 0.00620375+0.00475694j 0.0128672+0.00393487j 0.00338289-0.0110358j 0.00807605-0.00555946j 0.00692378+0.00473305j 0.00277899-0.000215224j 0.00473789-0.00227335j 
-0.00303036+0.00205454j -0.0102423-0.00174949j -0.012257-0.00208078j 0.0107237-0.00402756j 0.00768124+0.00116138j 0.0184628+0.00804942j 0.00320553+0.00256644j -0.00102485+0.0173707j 0.00756123+0.00739299j -0.000134633-0.0257985j -0.00236082+0.0141192j 0.00623059+0.00344686j 0.0150275-0.0144112j 0.0226188-0.0229662j -0.0166911+0.0132605j -0.000703027-0.00579914j -0.0113582+0.00256983j 0.0141775+0.00108668j 0.000682474+0.00316129j 0.0143514-0.00271064j -0.0131928+0.0151166j -0.00898035-0.00838232j 0.0157534+0.0135333j 0.00303137+0.00757663j 0.0151394+0.00397238j -0.0129206+0.000298074j 0.00468038+0.00468022j -0.0100975-0.00150851j 0.0112176+0.00239684j -0.00353995+0.00254282j 0.0079338+0.0013253j 0.00989422+0.0016253j -0.00759535-0.00127597j -0.020543+0.00283996j 0.0105225-0.00662771j -0.0172377+0.00111177j -0.0148497-0.00475256j -0.0105766-0.00234251j 0.0258678-0.00422048j 0.000231095-0.00425718j -0.0149871-0.00239366j 0.0142046+0.000684616j 0.000228373-0.000296392j -0.0111742-0.00820609j -0.00247929+0.00834572j 0.0172582-0.0171293j -0.0120149-0.00777286j 0.00459824-0.00854055j -0.00379294-0.00276628j -0.012329+0.0093064j 0.00110919-0.00114472j 0.017242+0.0118818j 4.73027e-05-0.00157097j 0.0164719+0.00998403j -0.0127221-0.00626296j 0.000154788+0.00368941j -0.00917807-0.00238868j 0.00350965+0.00518513j 0.00423641+0.00236306j -0.002063+0.00150382j 0.00815564+0.0078058j -0.000357914-0.0032004j 0.00607158+0.00100556j -0.00449676-0.0030497j 0.00526981-0.00222961j -0.00176034+0.00244222j -0.0031449-0.0098142j 0.00776505+0.00752535j 0.00247708-0.0136199j 
0.000997321+0.00103325j 0.00113144+0.00452071j 0.00230061-0.000927838j -0.00482371-0.00286788j 0.000197257+0.00404796j -0.0199068-0.00734959j -0.00644178-0.00677252j -0.00556494+0.0048731j -0.0184272-0.00900318j 0.0114282-0.00989936j -0.0316132-0.00850398j 0.00189851-0.00467099j -0.00568621-0.0205377j -0.0077631-0.00203396j 0.00386712-0.00458134j 0.0157095-0.00103868j -0.00206527-0.00911933j 0.00667013+0.00643667j 0.00773661-0.00162416j 0.00829335-0.00208883j 0.0100121+0.0243931j 0.0175379-0.00140195j -0.0138932-0.00692202j 0.0039979-0.00296961j -0.0100019-0.0162594j -0.00539895-0.0125589j -0.0127673-0.0151594j 0.0099227+0.00313205j -0.00907758+0.00453447j -1.89096e-05+0.00525549j -0.0149964-0.00723818j 0.00432874+0.0105475j -0.00537769+0.00361068j 0.0293481+0.00352827j -0.00396953-0.0193538j 0.0121246-0.00984237j 0.014261+0.00185137j 0.00366411-0.00127858j 0.00768565+0.00242636j 0.000949889-0.0139128j 0.00600018-0.00500546j -0.0162354-0.00871234j -0.0262362+0.00220866j 0.00564425-0.0137311j 0.00204521-0.00368522j 0.0141418-0.00173671j 0.0077891+0.00157481j -0.00623123-0.00608239j 0.0119965+0.0107096j -0.00679215-0.00016418j 0.000169298+0.00503796j 0.000242632-0.00311536j -0.0111234+0.00268276j -0.00233812-0.0243449j -0.00604034+0.0149576j 6.30432e-05-0.009072j 0.00865801-0.00271936j 0.00514685-0.0183447j -0.000287347-0.000781581j -0.000982438-0.0060005j -0.00569369-0.000736303j 0.0059868+0.00221085j -0.00724493-0.00268672j -0.000700795-0.00887711j -0.0129752+0.00623393j -0.0144556-0.014696j -0.00758943+0.00663331j -0.0022251-0.00616275j 0.0026825-0.000972386j 
-0.0195148+0.00337723j 0.000880832-0.0137366j 0.000289327+0.00782524j -0.0089814+0.000837587j 0.00621407+0.000627975j 0.00909351+0.000857966j 0.0183641-0.0103629j -0.00392926-0.00412078j -0.0117968+0.0108367j -0.00455862+0.00911617j -0.0161023+0.00514017j 0.0102236-0.0184799j 0.00294575-0.00151581j -0.00487985+0.0180329j 0.0130092+0.00275421j 0.00108677+0.0129288j 0.00580293+0.00248581j -0.00605848+0.000326018j 0.00553594+0.00161977j 0.0124054+0.00390961j -0.00104918-0.0203523j 0.00809607+0.00324098j -0.0217304+0.017015j 0.000269268+0.0141446j 0.00930628+0.013472j -0.00544069-0.00753473j -0.00089195-0.0125367j -0.00657416+0.0168288j -0.00904308+0.00357291j -0.0178639+0.00604896j -0.0235574-0.00167288j 0.0108668-0.0324448j -0.00919061-0.00505286j 0.0154432-0.000672671j 0.0253261-0.0272656j -0.00407498-0.00205529j 0.00248985+0.0187922j 0.00227-0.00192439j 0.0217598-0.00229182j 0.0102926-0.00846829j -0.0234145-0.00025727j -0.00839334+0.00804726j 0.000983735-0.00825053j -0.00131877+0.000587734j -0.0113806-0.0116112j 0.0142719+0.000567058j -0.00817344-0.00177627j 0.000181659-0.021162j -0.00669248+0.0100676j -0.00392772+0.0172021j 0.00311723-0.00177564j 0.00319912+0.00900061j -0.00403295-0.00217682j 0.0157773+0.0344363j 0.00531239-0.0196596j 0.000707148+0.00674999j 0.00434664-0.00834968j -0.0005259+0.0170905j -0.00232784+0.00859914j -0.004754-0.00469779j 0.0118309-0.00639168j -0.00678071+0.00386675j -0.00934438+0.00939005j -0.007742-0.00673903j -0.00390237+0.00487942j 0.0128063+0.00439864j -0.00200718-0.0148062j -0.000145606+0.0105789j 0.00229961-0.00654119j 
0.000833484-0.0039919j -0.00331497-0.00225208j 0.00345916+0.00270216j -0.0144928-0.00275119j 0.0215495+0.00694481j 0.00565559-0.00342417j -0.00430757+0.017451j 0.00236651-0.00703329j 0.00250396+0.0120177j -0.0105235-0.0115002j -0.0172282-0.0150684j 0.011916+0.0234836j 0.00400957+0.0260619j 0.00716014+0.0128101j 0.00738046-0.00355736j -0.0269855-0.033447j 0.0182167+0.000362237j 0.00184792+0.00523116j 0.0061023+0.0132659j -0.0177065-0.00383183j 0.00439368+0.00942321j 0.00948208-0.00137793j 0.0153684-0.00620651j 0.0152109-0.0132983j 0.0056551+0.0118788j -0.0063581-0.00196484j 0.00580576-0.00198464j 0.00930949+0.0119738j -0.00382988-0.00628138j 0.0037056-0.00680019j -0.000389393-0.00776098j 0.0042467-0.000780255j -0.0017405+0.0145637j 0.0141021-0.00888165j -0.00219401+0.00296793j -0.0016965-0.0074792j 0.00909845+0.00785346j -0.00480629+0.0114048j 0.00767538-0.0094982j -0.0104337+0.00627467j 0.00744792+0.0111628j -0.00483449+0.00700913j -0.0093558-0.00610193j -0.0044178+0.00403651j -0.00272199+0.00169177j -0.0100749+0.0114479j 0.00190074-0.00449828j -0.00662534+0.00174268j -0.00473335-0.00891281j -0.0021307-0.00293017j 0.000956076-0.000641877j -0.00232495+0.000974517j 0.000845388-0.00639906j 0.00111674+0.00792658j -0.00882772-0.00636805j 0.0133183+0.00201325j 0.00648594-0.00135749j 0.0160166-0.000502397j 0.00713203-0.00173157j 0.0081722+0.00354773j -0.0100716+0.004291j 0.00202792-0.00122909j -0.00103922-0.00148959j -0.00358954+0.00892251j 0.00733255+0.000888432j 0.00756209+0.00369527j -0.00383278-0.00970345j 0.00508102+0.000270616j -0.00508084-0.000460282j 
-0.00400158+0.00348409j 0.00102302-0.000420775j 0.00168516+0.00670613j 0.00921167-0.00172409j 0.00383304+0.00717637j 0.000544401+0.00247271j -0.0164045+0.00149946j 0.00931381+0.0127755j -0.000719325+0.0085736j -0.00128365-5.81597e-05j -0.0124361-0.00151849j 0.00517706+0.0128826j -0.00447753-0.00801285j 0.00492209-0.00403585j -0.00389002+0.00341439j -0.00968168-0.0233516j 0.00208781+0.00849887j 0.0135428+0.00550309j 0.0165079+0.0150341j -0.00255952+0.00266784j 0.0154059+0.00392202j -0.00995601-0.00676253j -0.00486846-0.000903334j 0.00138615+0.0155268j 0.0105962-0.00831645j -0.0072724+0.00541821j 0.00889987+0.00607221j 0.00997209-0.0133482j 0.00126778-0.00451705j 0.00142355-0.0030763j -0.0044977-0.000370996j 0.00931757-0.00867437j -0.0191898-0.0142258j 0.0124975+0.0066735j -0.0020168+0.0192151j -0.0119216+0.0135165j 0.0127587+0.00665941j 0.00327944+0.0089488j 0.00603249+0.00113569j -0.0247567-0.000955566j 0.0139473-0.00302882j 0.0242608-0.00226187j 0.00131902-0.00450346j 0.00937793-0.00899349j 0.0184065+0.00920379j -0.0152654-0.00715277j 0.00136698-0.00649521j -0.00725786-0.00110964j -0.00395232+0.00806415j -0.0112388-0.00249205j -0.00158229-0.000804642j -0.000118073+0.00193584j -0.00673265-0.000113327j -0.0213152+0.0089553j 0.00839508+0.0052383j -0.00640194+0.00421439j 0.00174953+0.00208397j -0.0181635-0.00565777j -0.00521259+0.0016501j 0.00565524-0.0103052j 0.00110623-0.0160669j -0.00125563+0.00794424j -0.00312758+0.00434424j -0.000240128+0.00500883j 0.00887008-0.000368453j -0.0108812+0.00449068j 0.00703685+0.0135188j -0.00413332+0.00553936j 0.00639449+0.00331842j 
-0.0073346-0.0021977j -0.00522058-0.00608346j 0.00338676-0.00875456j -0.000667103+0.0069857j -0.00493135+0.00551238j -0.000924904+0.00192166j -0.00433534-0.000349649j -0.0192254-0.0106769j -0.00246135-0.00186126j 0.00467777+0.0172552j -0.0208962+0.0041707j 0.011145+0.0104137j -6.16602e-05+0.0180949j -0.012648+0.0200003j 0.0112005+0.00517185j -0.0108326-0.00880408j 0.0115144-0.00751713j -0.0164941+0.00112526j 0.00292552-0.0049031j -0.00768905+0.0105445j -0.00827467-0.00209356j 0.0068295+0.00702371j -0.00361769-0.00191405j -0.00118927+0.00576231j 4.30047e-05-0.0177356j 0.0166952+0.0105073j 0.00535102-0.00475941j -0.0165851-0.00355026j -0.00558274+0.002302j -0.00398237+0.0160729j -0.0133337+0.0141189j 0.0145408-0.00567888j 0.00627311-0.00666404j 0.0098067+0.0161798j -0.000443811-0.0126783j 0.00593216+0.00499928j 0.00475906-0.00873998j 0.00689272+0.0172814j 0.00485573-0.000691145j 0.0159742-0.00921241j -0.0161491+0.00635767j -0.00770703+0.00473748j 0.00725872-0.00550899j 0.00923992+0.0111929j 0.00502923-0.00571958j 0.0198578+0.00688834j 0.0111578+0.00126046j -0.0118696-0.00559643j 0.00495973-0.00328714j 0.0030787+0.00785016j -0.00470624+0.000545811j 0.00680119-0.00268476j -0.00832091-0.00598564j 0.0305647+0.00491312j -0.0100604-0.00676219j -0.00422892+0.00193321j -0.00726049-0.00296459j -0.00396139+0.00186081j 0.0102269+0.00479589j 0.0118559+0.00348082j -0.00374104+0.00948055j -0.00409885-0.00291979j -0.00206594-0.00246633j 0.000675426-0.00262323j -0.0019251+0.00719816j 0.0105302-0.000218493j -0.00530173-0.0190683j 0.00245296-0.0026088j -0.00770059-0.00294655j 
-0.00655864+0.00427919j 0.00796184-0.000384139j -0.0220834+0.00480239j -0.00146892-0.00373997j 0.0123337+0.00908612j -0.0278269-0.00186161j 0.000666949+0.0074749j -0.0116965+0.00499113j -0.00150408+0.00322273j -0.00768508-0.0200591j 0.00471723+0.0127867j 0.00811434+0.0161032j 0.012348+0.014336j -0.00207076+0.00244603j -0.0290304-0.00715584j -0.0187408-0.0144263j -0.0168989+0.000626865j 0.00595562+0.00117744j -0.0203437-0.0013849j 0.00378392+0.00350906j -0.00130018+0.0103483j -0.00112298-0.0116739j -0.0204705+0.00568335j -0.0109177+0.0012277j -0.0155988+0.00703872j -0.00511604-0.0028276j -0.00175871-0.00593888j -0.0220253-0.00150508j 0.000927818+0.00613722j 0.0054907+0.0108505j -0.00733584+0.0015038j 0.0321611-0.00926519j 0.0214003-0.00373911j 0.0168493+0.00507133j -0.00634877-0.0260539j 0.00396219-0.000116867j -0.00767997+0.00952209j -0.00531463+0.00877841j -0.0079979-0.0196505j 0.00929163-0.0119112j 0.00820909+0.0112699j 0.00744552+0.00435825j 0.00238076+0.00177323j 0.0140547+0.00560237j -0.00721223+0.00262446j 0.0138663-0.0113697j 0.00541133-0.0040225j 0.00951141-0.00628443j 0.013901+0.00706804j 0.00367589+0.0143431j 0.000949386-0.0044884j 0.0111403+0.00663144j -0.00251447-0.00405206j 0.00989817+0.00245013j 0.00685161-0.00477158j 0.00696382+0.00449444j -0.00480592-0.00957804j -0.00307512-0.000239868j 0.00790204+0.00243416j 0.00353739-0.00294847j 0.0125636-0.00363894j -0.00601883+0.00192664j 0.00159203+0.0023626j -0.0131737+0.00309237j -0.00258541+0.00107404j 0.00323287-0.00210364j 0.00313019-0.00481982j -0.00259358-0.00160338j 0.00266699-0.00386881j 
0.00787758-0.000340626j 0.0140213+0.00291404j 0.0115702-0.000372741j 0.00623683+0.0147229j 0.009255+0.0102531j 0.0170837+0.00696849j -0.00339507-0.00811384j -0.00878106-0.00485426j -0.00528958-0.00960706j 0.0024636+0.0140873j 0.00791117-0.00422912j -0.0038228-0.00466583j 0.0164633+0.0140273j -3.98352e-05+0.0308853j -0.00155927-0.0117876j -0.0191546-0.00783028j 0.00176573-0.0101985j -0.00937156+0.000672983j -0.000519184-0.00162784j -0.00589956-0.0120064j -0.0221527-0.00175357j 0.00998562-0.00530011j 0.0143294-0.0202877j -0.00771757-0.00191657j 0.0244487-0.00590417j -0.000106878-0.00160055j 0.025897-0.00397685j -0.00491154-0.00915638j 0.00638831-0.00212782j -0.00945479-0.00643457j 0.0137372-0.00990601j -0.0119482-0.00213345j -0.0183409-0.0062162j -0.026435+0.00825784j 0.0270318+0.00193041j 0.00249299+0.000691684j 0.0122206+0.0112193j 0.00710752+0.00962851j -0.0129297+0.00303747j -0.00644696-0.010389j 0.0113407-0.00955911j -0.00924195-0.0201336j 0.011452+0.00438932j 0.000497358-0.00010202j 0.00182074-0.00965285j -0.0171219+0.0108775j -0.0092741-0.00143027j 0.00197898-0.00749076j 0.00568831+0.0156334j 0.0122838-0.00199073j 0.00399097+0.00018423j 0.000846542-0.014171j 0.00676791+0.0117748j -0.0177042-0.0115548j 0.0195607+0.0189374j -0.000842513-0.0106298j 0.000495446+0.00880869j 0.00369567-0.0188828j -0.00694386-0.00222082j 0.00373717-0.000882831j -0.000549355-0.0180212j -0.000288121+0.00403561j 0.00549408-0.00574955j 0.0090024-0.00466052j -0.00278083+0.0100428j -0.00109147-0.00299988j 0.0104828+0.00698402j -0.0123572-0.0122115j -0.00864094+0.00287178j 
-0.00175297-0.00812209j 0.0182839-0.000747939j 0.0132783+0.0102125j 0.00681285+0.00684856j 0.0141314-0.00319658j -0.00896206+0.00237823j 0.00378402-0.00912776j 0.0108342-0.0022344j -0.0138932-0.00520899j 0.00509101-0.0055213j -0.0184371+0.0190042j -0.00413111-0.0079506j -0.00801643+0.00652338j 0.0120758-0.0202362j 0.000601118+0.0143628j 0.0134937+0.00504964j 0.00167267+0.00392736j 0.0133703-0.0195795j 0.00744493-0.0102684j -0.00761487-0.0127937j -0.0117806+0.00893139j 0.00973262-0.0159478j -0.0229352-0.00262516j 3.20131e-05+0.016174j -0.00828568+0.00295505j 0.0137638+0.00777857j 0.00948397-0.00497612j -0.0209045+0.00283561j 0.00900784-0.00839365j -0.00900179-0.00641049j -0.011822-0.00834254j 0.0037751+0.00757738j -0.00689437+0.00963398j -0.0218171+0.0190354j -0.0302208+0.0163696j -0.0285763+0.0162868j -0.00191299-0.00534907j 0.0298818-0.0247307j 0.0132951-0.00635826j 0.00752883-0.00630901j 0.0033208+0.0128235j 0.0211235-0.0191498j 0.00663765-0.00189189j 0.0106124-0.00724247j -0.0243835+0.0233956j 0.0139193-0.0256411j 0.00173056+0.00300063j 0.00214829+0.00722587j 0.00112327-0.00406775j 0.0159332-0.013249j -0.00088744+0.00066957j -0.00327838+0.00749728j -0.0100628-0.00434235j -0.00803015-0.0166271j 0.0136556+0.0113363j 0.00283779+0.000641669j 0.00850626+0.00492839j -0.0112511-0.00318554j -0.00725674-0.00250954j -0.00590753-0.0046382j 0.00718188+0.00188333j -0.00293769+0.00174939j 0.00597529+0.00124351j -0.0105135+0.0154165j 0.0021324-0.00273569j -0.00721078+0.00585869j 0.0130872-0.00399629j -0.010551+0.0014724j 0.00287264+0.00362813j 
