-0.0124683-0.00180878j -0.00205777+0.0115305j -0.000411339+0.0143044j 0.0103883-0.00432653j 0.00255089-0.00314136j 0.00992706+0.00487407j -0.0106484-0.00142121j 0.00462014-0.00668276j 0.0024481-0.00310343j 0.000174227+0.00329189j 0.0043784+0.00377544j -0.00403535-0.000570178j 0.00618094+0.000971116j -0.0166535+0.0110812j 0.00759433-0.00884917j -0.0083225+0.000685711j 0.00473558+0.00517085j -0.00554194+0.010311j 0.00040067+0.0141585j -0.00567294+0.00524042j -0.000976079+0.0012966j -0.00617526+0.00566253j -0.00134755-0.00144357j 0.0037827-0.00332727j 0.00508127+0.00678715j -0.00339388-0.00017437j 0.00138163+0.00746665j 0.000876394+0.00498279j -0.00544329+0.00388163j -0.00385768+0.00345016j 0.00192614+0.00468403j -0.00388838+0.0030047j -0.00119677-0.00330557j -0.00138827-0.00164481j 0.0109386-0.0139624j -0.00845567-0.0031707j 0.00439203+0.00230063j 0.0148091+0.0110252j 0.00719833-0.0118645j -0.00259005+0.00475414j 0.00400014-0.00285266j 0.0132805-0.0199326j 0.00851678+0.00179593j 0.0359866+0.0172621j -0.0291778+0.000541861j 0.0236221-0.0176205j 0.00490525+0.00257065j 0.00277667-0.00285323j 0.0176023+0.026314j 0.00349682+0.0411019j 0.00189385-0.00412838j -0.00318103-0.000908077j -0.0030519-0.00426066j -0.0106525+0.00333278j 0.0154072-0.00979904j 0.00561208-0.00603358j 0.0150004-0.00322894j -0.00615549+0.0121553j -0.00960479+0.00686717j -0.00145807+0.0155122j 0.00241633-0.0130359j -0.0054093-0.00252797j -0.0011777+0.00443911j 0.00317485+0.0192404j -0.00149375+0.0153626j 0.00388322+0.0275431j -0.0135526-0.0136454j -0.0294096-0.0591766j 0.0590053-0.0324353j 
0.00895-0.00616388j 0.0121522+0.00441801j 0.00949116+0.00776348j -0.0137418-0.00775398j -0.000330096-0.00781146j -0.0179222-0.00870712j 0.011613-0.00128665j -0.000390725-0.0179064j 0.0128748-0.0371155j 0.009712+0.00253225j -0.00168728-0.00842748j 0.00953818-0.0120464j -0.0153982-0.00483958j 0.00901628+0.00321025j -0.0170419+0.0110555j -0.0152631+0.00195373j 0.0138964+0.000231911j 0.0141037+0.0117206j -0.00438582+0.0275018j 0.0298643+0.00630382j -0.0130369-0.0214323j 0.00432713+0.0154234j 0.0121695-0.0169305j -0.0189937-0.00620905j -0.000231204+0.00653096j 0.00628895-0.0118632j -0.00734192-0.00774455j 0.00870659-0.00934571j -0.00621963+0.00638738j 0.000324429-0.00469121j -0.0105616+0.00430671j -0.0091927+0.0112623j -0.00862977-0.0151318j -0.00209954-0.0126561j 0.00102764+0.013172j 0.0114061+0.00768783j 0.0193319+0.00891915j 0.00189873+0.00822845j -0.00515262+0.0176331j 0.00555675-0.00427656j 0.00716295+0.00255777j 0.0160625+0.000249938j -0.00443136-0.00344277j 0.0304764+0.00599873j 0.0106513+0.00246986j 0.00785856+0.0146286j 0.00725364-0.00740799j -0.000407252+0.00768329j 0.0160131-0.00786518j 0.0231884-0.00410877j -0.00466398+0.00177992j 0.00189525+0.0020491j -0.0124022-0.00595372j 0.00566663-0.00647843j -0.0144681+0.00701101j 0.00740454-0.00935974j 0.00301806+0.00404409j 0.0247418-0.00263226j 0.00324321-0.0237084j -9.10215e-05+0.00595383j -0.000751737+0.00662462j 0.00455782-0.00403945j -0.000658159+0.00299927j 0.0017451+0.00581148j -0.00750344-0.011766j -0.00164015+0.00152551j -0.0109494+0.0012953j -0.00965558+0.000191145j -0.0139703+0.00949289j 
0.00632035-0.0116152j 0.0135574-0.000487213j 0.00586921+0.00474106j -0.00259134-0.00434662j 0.00434095+0.00375561j -0.00866888+0.0132922j -0.000371655-0.0187676j 0.0101906-0.0185375j 0.00386104-0.010373j -0.0177006-0.0114098j 0.0029308-0.0016387j 0.00653601+0.0158321j -0.0126997+0.0130796j -0.00679824-0.00870238j 0.00211827+0.0116009j -0.012024+0.001931j 0.0224523+0.00430198j 0.00736893-0.0407413j -0.0128892+0.00565658j -0.00849421+0.00220761j 0.0204743-0.00780943j -0.0106188-0.000376056j 0.00669801-0.00321888j -0.0015571+0.036136j -0.00644663+0.0132473j -3.89729e-05-0.00849302j -0.00404694-0.00259866j 0.00158396-0.0112189j 0.00205631-0.00010279j 0.00297732-3.70736e-05j 0.0104186+0.000778474j -0.0135671+0.0102041j -6.41618e-05-0.00424459j -0.00934074+0.00620456j -0.0159226+0.0235281j 0.00427473-0.00613695j 0.012931+0.0183374j 0.00782727-0.00373004j -0.00643438+0.00443613j 0.00333475-0.00646738j -0.00315332+0.0082047j -0.00847226-0.00205425j -0.00249138-0.0150023j 0.00945435+0.009123j -0.0206768+0.00528036j -0.00178447+0.018427j 0.00325446-0.00284435j 0.00949795+0.00138877j 0.018154+0.00817678j 0.00804894-0.0160253j 0.00183509+0.00123036j -0.0105959+0.00565407j -0.00295663-0.00712895j -0.0147653+0.0102501j 0.00723363-0.00651065j -0.006046+0.000329458j -0.0050227-0.00100722j -0.0206176+0.00326264j -0.00981519+0.0124518j -0.00518888-0.00245522j -0.00968051-0.00934795j 0.000724357+0.00242618j -0.00262689-0.00915772j -0.00081771+0.000717942j -0.00754521+1.40574e-05j 0.00966334+0.00849908j 0.00119937-0.012298j -0.0179815+0.00584044j -0.00484025+0.00808144j 
-0.00860287+0.0048842j -0.00560678-0.00829848j 0.00714226-0.0108228j 0.00580519+0.0127932j -0.0143187+0.00388668j 0.0103062-0.00714344j -0.00210774+0.0144414j 0.0105832-0.0164691j 0.00932478+0.0155521j -0.00852502+0.0151068j 0.017791-0.00807888j -0.00377303+0.000295576j -0.0118602+0.0123758j -0.0228373-0.0107475j 0.00709729+0.00346669j 0.00205013-0.0186155j 0.0187946-0.00583346j 0.00208011-0.0129202j -0.00987243-0.0258884j 0.0114684-0.0010894j -0.00494486+0.00917908j 0.00168459+0.00582102j 0.0120148+0.000750896j 0.00314469-0.010093j -0.00173488-0.00045693j -0.00307234-0.0022116j -0.00658477-0.00405467j 0.0019115-0.0101106j 0.00194059+0.00521357j 0.00142653+0.00210702j -0.000277836+0.00456104j -0.0102466+0.00244377j -0.00545424+0.00172987j -0.00634315-0.00341751j -0.00377335+0.0100988j -0.0086794-0.00595621j -0.0168253-0.00177731j 0.0201106-0.00702682j -0.0059312+0.00663898j -0.00664615-0.00922984j 0.00902669+0.0141147j 0.0256707+0.00550426j 0.000714945-0.0126119j -0.00151114-0.0128976j -0.00829788+0.00865622j 0.0136442+0.0178188j -0.00606102-0.00583233j -0.00154747-0.00638159j -0.00571089-0.0270511j -0.0123094-0.0344793j 0.00229825+0.0020647j 0.00681079+4.07109e-05j -0.00212069+0.00845376j -0.00217913-0.00540978j 0.00259856-0.00181193j -0.00102982+0.00154929j -0.0075082-0.00408161j -0.00317565-0.0024974j -0.0222881-0.00259687j -0.00563938-0.000265917j -0.00554674+0.00258206j -0.000755309+0.000732917j 0.0101003+0.00233058j 0.009931+0.00206454j -0.0226441+0.0020828j 0.00740314-0.0179023j -0.0170349-0.00677871j -0.00713814+0.017365j 0.0168676+0.0121086j 
0.00552615+0.00130662j -0.0035959-0.0028209j -0.00840054-0.0023585j -0.00156219-0.00175457j 0.0110361+0.000442324j -0.000253034-0.0052957j -0.0183284-0.00261224j -0.00390613+0.0150338j 0.00799355+0.0101266j 0.00881872-0.0108942j -0.0049719+0.00616557j 0.00783503-0.00312588j 0.0086238-0.0105994j 0.0230305+0.00232113j -0.0151228-0.00304228j 0.00360664+0.000905856j 0.00955993+0.0222077j -0.0148573-0.0107223j -0.00304652-0.00506442j 0.0173756-0.021397j 0.00166426+0.00650809j 0.00138863-0.00267859j -0.00768519-0.00152714j -0.00245003-0.00569393j 0.0104397-0.00515857j 0.0099319-0.00282662j -0.0234236-0.0300116j -0.000530151-0.00827539j -0.00625805+0.00269211j -0.00282251+0.0121863j 0.00250369+0.017511j 0.00253499-0.00273283j 0.0128748+0.00391956j -0.00213907-0.00822093j 0.00579832-0.00103007j 0.00541072+0.0130146j 0.0107815+0.0102242j 0.0032548+0.0151101j -0.00896562+0.00826283j -0.00928041-0.00387394j -0.00281503+0.00501564j 0.00734356+0.00872797j -0.0143715+0.00188757j -0.0151934+0.00108393j -0.00345451-0.00309711j 0.00431158+0.00531639j -0.00412571+0.000641264j -0.00366884-0.00386583j 0.0151488-0.0121921j -0.0177471-0.00759304j 0.00521628-0.00227791j -0.023749-0.0128672j 0.00631458-0.00546434j 0.00953238-0.00431292j -0.000809838+8.65828e-05j -0.00685665-0.004555j 0.00453955+0.00692684j -0.000899987+0.000374394j -0.00528394-0.00504165j -0.00456072+0.00225272j -0.0197323+0.000317304j 0.00946759+0.00231048j -0.001103+0.00119182j -0.00318636-0.00613477j 0.0123157+0.00362985j 0.00802839-0.00526209j -0.00536173+0.00355009j 0.00303273+0.00209329j 0.00187274+0.00231073j 
-0.00604063-0.00616291j -0.00395065+0.00581925j 0.00402667+0.000858421j 0.00559401+0.00943263j -0.0176688+0.000285192j 0.00872238-0.00131803j -0.00397152-0.0103712j 0.0148142-0.00620362j 0.0047943+0.00791267j -0.0061823-0.000519468j 0.00577883-0.00590928j 0.00688125+0.0084486j -0.000993386+0.0065662j 0.00510798+0.0395985j -0.0085021-0.0113123j -0.00782652+0.00200985j -0.000596031+0.00204576j 0.00730489+0.011819j -0.00559368+0.0362267j 0.00412562+0.00146726j 0.0015949-0.00641605j 0.00185333-0.00462805j 0.00913323-0.0231859j -0.0104289+0.00816797j -0.0100758+0.00175934j 0.00682367-0.0101014j -0.0122442-0.0104288j 0.0014657+0.00174108j -0.00142089+0.000746199j -0.00748286+0.00695014j -0.00909662+0.0145238j -0.00184057+0.0235396j -0.00295512+0.0122617j -0.0070931-0.00280895j -0.000359736+0.00851665j -0.00281-0.00625689j -0.00122563-0.00754183j -0.00971506-0.0149088j -0.000192737+0.00988432j -0.010239+0.00185205j 0.00561889-0.0126249j -0.00116042-0.00564596j 0.0024803+0.00107759j -0.00301392+0.00905224j 0.00180265+0.00845242j -0.0104637-0.00482308j 0.00388372-0.00222332j 0.00784881+0.0122008j 0.00216054+0.00168625j 0.0110694+0.0132899j 0.00548955-0.00205781j -0.0123624+0.00346551j -0.00833991-0.00589227j -0.0054448-0.00170433j -0.0040753-0.00593022j 0.00287411-0.00268105j -0.00343189-0.00446669j -0.0107589+0.00636193j 0.00960253-0.00210557j -0.0116141+0.000665205j 0.0103015+0.00378988j 0.00175084+0.000790156j -0.020804-0.0105929j -0.00445977+0.00744308j -0.00292599+0.00569462j -0.0117998+0.0116545j 0.0171475+0.00799256j 0.00819995-0.0107753j -0.00236549-0.00105868j 
-0.0169552-0.00427406j 0.0123141-0.00893688j 0.00234412+0.00906291j 0.000618304-0.00045665j 0.0131868+0.00261297j 0.0351149+0.00231233j -0.00135168-0.0141454j -0.0047082+0.00505692j 0.00422213+0.000439317j -0.0120498+0.0010878j 0.00990104+0.00685588j -0.00479462+0.00110761j 0.00478054+0.0165037j -0.00604204+0.00375621j 0.000646266+0.00597665j 0.0227354+0.00818547j 0.000781053+0.00251494j 0.0085595+0.000416279j 0.0133362-0.00465378j -0.00194229-9.22597e-05j -0.00744294+0.0018748j -0.00445524+0.00463233j 0.0107223-0.00321098j 0.0131959-0.000288333j 0.00432494+0.0067749j -0.00122166+0.00263159j -0.0103189-0.0150656j 0.0148861+0.00280656j -0.0026901+0.0021418j 0.0112135-0.000948434j 0.00325918-0.00188576j 0.0104767-0.00905274j 0.00348153-0.0100909j 0.0143359+0.015841j 0.00303875-0.00222911j -0.00694955+0.00308154j -0.0121046-0.00294426j 0.00392936-0.0113176j -0.000601041+0.00304702j -0.021929+0.00152361j -0.000100389-0.00697289j -0.00487889-0.0107937j 0.000148092+0.00425575j 0.0143819-0.0156229j -0.00305549-0.000993831j 0.00255208-0.00772624j 0.00207783+0.000276998j -0.0147939-0.00804747j -0.0163272-0.00274076j -0.0183296-0.00577335j 0.00173302+0.00185113j -0.0185587+0.00169175j 0.0248762+0.00325461j -0.0215547+0.00888195j 0.00546619-0.00630254j -0.00545133+0.00480089j -0.000392011-0.00501414j -0.0175166+0.00678536j -0.00309153+0.00604805j 0.00942151-0.000153112j -0.000204658-0.00941264j -0.00425011+0.00348902j -0.0141924-0.00299758j -0.000161219+0.00839195j -0.0013459+0.00269972j 0.000401043+0.00580633j 0.0180234-0.00766128j 0.00180992+0.00309031j 0.00448918-0.00495088j 
0.00682705-0.000381453j -0.00865082-0.00744484j 0.00189091-0.0012767j 0.00483272+0.0026918j 0.00529865+0.00109199j -0.0107106+0.0166236j -0.00920959+0.00458621j 0.0128373-0.0180219j 0.0173765-0.00268556j -0.0044619+0.0210999j -0.00342657+0.00708087j -0.00679196+0.00228258j -0.00119231+0.0343212j -0.0125067-0.0036069j 0.000437545+0.000291288j 0.00492189+0.0125075j -0.000582062+0.00718357j 0.0337745+0.000564852j 3.74099e-05+0.0121293j -0.00777285-0.000374916j 0.0216966+0.00146951j -0.00745203+0.00275201j 0.00930833-0.0159795j 0.00479494+0.0227275j 0.00120736+0.0147558j -0.00563191-0.00640039j -0.0144344+0.00200766j -0.000263262+0.00197988j 0.0109084-0.00299831j 0.00537744+0.0129675j 0.00011796+0.0230895j -0.0218307+0.00897024j -0.0231094+0.0284776j 0.0078282-0.00484302j -0.016696-0.00432578j 0.00371751+0.00656358j 0.0082328-0.005019j -0.0135971+0.00190014j 0.0100035-0.0169638j -0.0118765-0.0239794j -0.017467+0.00597817j -0.0145424-0.00304881j -0.00762163+0.00442322j -0.00145572+0.0151778j -0.01672-0.00240863j 0.00538251+0.00420865j -0.00244779-0.0118627j -0.00433287+0.00284639j -0.00128502+0.000250573j 0.00947091+0.00263077j -0.0133409+0.00454093j -0.00311867-0.000493284j 0.0203759-0.0023832j -0.00800133+0.0042938j 0.00367875+0.00164529j -0.000384891-0.00679922j 0.00598082+0.0033913j -0.00456536+0.00145242j 0.00597172+0.00441796j 0.00602371+0.00787458j -0.0067035-0.00613972j 0.000817119+0.0011137j 0.00735859+0.00918993j -0.0189168-0.00534103j 0.00553387+0.00430995j -0.000244358+0.00414144j 0.00241054-0.0047391j -0.00234809+0.00106281j -0.00606031+0.0017064j 
0.00495316+0.00617619j 0.00162386-0.00210173j -0.00819489+0.00436222j -0.0101031-0.00350907j 0.00766997+0.00123782j -0.00164393-0.00439533j -0.00894312+0.00574247j -0.00165169-0.0256964j -0.000418693-0.00138348j -0.0106941+0.00984958j -0.00864443-0.0156864j 0.00122742+0.0016501j -0.0130915+0.0104035j 0.00347611+0.0219595j -0.00315555-0.0313423j 0.0227029+0.00733794j 0.00243778-0.0152402j -0.00148732+0.0122664j 0.00576619-0.00864931j -0.00321164+0.00479163j 0.021659-0.00397006j -0.0149873+0.00761737j -0.00513873+0.00363264j -0.00364729-0.006699j 0.00607323+0.00515213j 0.00207641-0.00642291j 0.00606133+0.00412226j 0.0133695+0.018697j 0.00303681+0.00203415j 0.00461575+0.00829279j 0.0145139+0.00883675j 0.00156589-0.00882402j -0.00286985-0.00633116j -0.00693392+0.0162735j -0.015025+0.00423988j -0.00544783+0.0109176j -0.0032915-0.0185852j 0.0152138+0.00017519j -0.00133934-0.0136534j 0.00352987+0.0119302j -0.00294604+0.0104218j 0.0091323-0.00604042j 0.00681402-0.00259034j -0.00867647-0.0146604j -0.00507524+0.0237195j -0.0078778-0.0241562j -0.00122822+0.013027j -0.00721576+0.0010224j -0.0194276+0.000356837j 0.0121448+0.00518005j -0.000778729-0.0042981j -0.00743653-0.0048407j 0.00950438-0.00252823j 0.00378321+0.000547873j -0.00886582-0.018004j 0.00533295+0.00306535j 0.00241739-0.000747005j 0.0158909+0.00729998j 0.000503843-0.000444793j -0.00555304+0.00188088j 0.014795-0.00012257j 0.000410059+0.00187796j 0.00164596-0.00203977j -0.00494684+0.00969041j 0.00443633+6.43348e-05j -0.0250274-0.000315328j 0.000341706+0.00295381j 0.00546378+0.00598198j -0.00296867-0.0140576j 
0.0187409-0.0034875j -0.00362332+0.0121129j -0.000175109-0.0106391j 0.00420559-0.00033601j 0.00806844-0.00380863j 0.00831519+0.000228631j 0.0014246+0.0132521j 0.00901372-0.00476471j 0.00213552-0.0229064j -0.0121087+0.0251229j -0.0045601-0.00796928j 0.00272643-0.00417394j 0.00249608-0.000623676j -0.0120369+0.0286135j 0.0117-0.0141684j 0.00494446+0.00682036j -0.00571828-0.0230262j -0.00403518+0.00603789j 0.00960439-0.00668726j 0.00105103+0.0120904j 0.00512402+2.6819e-06j -0.00924921+0.00327372j 0.00539697-0.0214015j 0.0195744-0.0233858j 0.016316-0.00185568j -0.00158699+0.00195432j -0.00572323+0.000604045j 0.00175666+0.00147176j 0.00253703+0.00624309j 0.00460808-0.00214817j -0.00494199-0.00205426j 0.00375005+0.00638579j 8.4105e-05-0.00294626j 0.0159582+0.00211669j -0.00650167-0.000788871j 0.00632284-0.0125633j -0.00247413-0.0104313j -0.000717657-0.00515369j -0.01081-0.00160587j -0.00782184+0.00250578j -0.00540285+0.00657752j -0.0168314+0.013967j -0.000352682-0.00361439j -0.0122271-0.0147601j 0.00667801+0.00866908j -0.0170939-0.00160958j -0.0104048-0.00313672j -0.00917814-0.0031766j -0.0127649-0.00224775j -0.000951576-0.0115143j 0.00103302-0.000871901j 0.0136021+0.00517467j 0.00698956-0.00419594j 0.0223205-0.0133908j -0.00687818+0.00397208j 0.00699696-0.00441361j -0.00562692+0.000183139j -0.00215374-0.00619552j 0.00254573-0.0045035j -0.00255231+0.00213596j -0.00510131+0.00583949j 0.00435774-0.000942346j 0.00926423+0.00475437j 0.00234675-0.00265297j -0.0182089+0.00702176j -0.0120944+0.00397557j -0.00492256+0.0178902j 0.0243651+0.00141092j -0.00704276-0.00378858j 
0.0106676+0.00869118j -0.00184075+0.00543151j -0.00109823+0.00687589j -0.00443874-0.0110839j -0.0220208-0.00617329j -0.0180612-0.0178086j -0.0207505+0.00873705j 4.58435e-05-0.00403074j -0.0055206-0.00865936j 0.0107633+0.0160772j -0.00553278-0.00981599j -0.000913645+0.00307387j 0.00587751-0.0157148j 0.0148582-0.0076634j -0.01841-0.0124611j -0.00452675+0.0203678j 0.0126038+0.00308177j 0.00893081+0.00955768j -0.00595813+0.0142231j 0.000857178+0.0147515j -0.00202356-0.00732176j 0.00954156+0.0170795j -0.00979897-0.0061802j 0.00463249-0.00387999j -0.0109858-0.0020939j -0.0188926-0.00101146j -0.00957804+0.00883861j 0.00664306-0.00736971j -3.00128e-05+0.00338645j -0.00382478-0.00509591j 0.00595774-0.0099346j -0.0255893-0.0102261j -0.00298717-0.0156622j -0.0192673-0.0101464j 0.0217832-0.0126574j 0.000411136+0.000204191j 0.00360006+0.0158971j -0.00351304-0.00244928j -0.012985-0.00186538j -0.00032654-0.0121683j 0.0184647-0.00649213j 0.00983633+0.0016276j -0.00999961-0.0038599j -0.0229172-0.0166104j 0.0122466+0.00752069j 0.000811467-0.014532j 0.00385943-0.0157393j 0.0135189-0.0102697j -0.00761003-0.00272968j -0.0123904+0.0117544j -0.00715637-0.00192389j -0.00944848+0.00656992j -0.00246473+0.00642753j -0.00952655+0.0188034j -0.0149966-0.0227832j 0.00344369+0.00491926j -0.00508037-0.0140899j -0.00401051+0.00587244j 0.00229714+0.00410773j 0.00287697-0.00959713j -0.0076632-0.00963701j 0.00107311+0.00113801j -0.0136873+0.00762888j 0.0116041+0.00843769j 0.00681227+0.0169697j -0.0203511+0.00284266j -0.0120946-0.00626484j 0.0160727+0.00450627j 0.0058119-0.0198706j 
-0.00457278-0.00649427j 0.0028296+0.00443268j 0.000556526-0.000385327j -0.00142557+0.0144659j -0.00443963+0.00590355j 0.0167415+0.00676739j -0.00118201+0.00548182j 0.0262725-0.00285181j 0.0169687-0.00345542j -0.0214955+0.0101621j -0.00102413-0.0201401j 0.0181075-0.000161087j 0.00251682+0.0312615j -0.0101299+0.00278777j -0.00668804+0.00486041j 0.0112446+7.25842e-05j 0.0157016-0.00758807j -0.0184781+0.0107287j -0.0116649-0.00345087j -0.00456857-0.000226504j 0.00445028-0.00885898j -0.00199074-0.00559742j -0.00392214-0.00279736j 0.0116714-0.00507763j 0.00474792+0.00637671j 0.0103152+0.00520808j -0.0159126+0.00788662j -0.0113246-0.0106256j 0.00347738-0.00847278j 0.00232029-0.0187111j -0.00209445-0.025914j 0.00893416-0.00776073j 0.00696905+0.00164784j -0.000332909+0.00646174j -0.00461288+0.00483699j -0.0113828+0.00875269j -0.0166454-0.0091221j 0.00184304+0.00688621j 0.00400164+0.00700297j 0.0171282+0.0108893j -0.0140991-0.00553118j 0.00697385-0.0145614j -0.00142295+0.00144947j 0.00486357+0.0127295j -0.00257374-0.00640178j 0.00396548+0.0110593j 0.000479453-0.00334657j 0.015413+0.00704954j 0.0194645+0.011475j 0.0158142+0.00288779j -0.00785809-0.00056312j -0.00194818-0.00377785j -0.00965527-0.000391893j 0.00590239-0.00707342j -0.00358275+0.015781j 0.000942678-0.00773049j 0.00721742+0.0120977j -0.000745362-0.0131991j 0.00976882-0.002276j 0.00566808-0.0015306j 0.00461456+0.00685178j -0.00198539-0.00125795j -0.00919155-0.00162837j -0.0208484-0.00095225j 0.00546488-0.0136756j -0.00417786+0.00111287j 0.0120099+0.00304985j -0.00754925-0.0069488j -0.0047216+0.00962864j 
-0.00110437+0.000316611j 0.00676985+0.00435255j -0.0018755-0.000494015j 0.0099817+0.00214454j 0.0092025+0.0102988j 0.0114702-0.00294018j 0.0177105+0.0143821j -0.00393784-0.00181066j -0.00482143-0.00452879j 0.00838031+0.00126897j -0.0064376-0.0198251j 0.00124906+0.0146351j 0.00170023+0.00343986j -0.0206734+0.000774232j -0.0056984-0.0102119j -0.00497138+0.00717655j -0.000178223-0.0109347j -0.00128235+0.00580512j -0.0155377-0.000282391j -0.00425515+0.0023813j 0.00168095+0.00350267j 0.0023875+0.0100271j 0.00104561-0.0182301j -0.0131353-0.000447436j 0.00470691-0.00161361j 0.00364037+0.0062115j 0.00482611-0.00190635j -0.017573-0.0144544j 0.003782+0.00114182j -0.00682823-0.00454387j -0.00714283-0.00623314j 0.00145793+0.00330235j -0.0110404+0.000463324j 0.00622474-0.00444109j 0.000387081+0.00357154j 0.00736915-0.00383883j 0.0130445-0.00167756j -0.0160515-0.0130906j 0.00481511+0.0163681j -0.00192228+0.00209066j -0.0134402-0.00980264j -0.0167304-0.00102604j 0.00412309-0.000935537j -0.0206497-0.0179395j 0.00594556+0.0128209j -0.0224149-0.00847184j -0.00164142-0.00487204j -0.0110427+0.000707836j 0.0277687-0.0142768j 0.0167944-0.0153071j -0.00462207+0.000599005j -0.008151-0.000705526j 0.0134853+0.00729712j 0.00114402+0.00253883j 0.00899478-0.00792525j -0.00554209-0.000470527j 0.00969048+0.00412971j -0.0120575+0.000729324j -0.00591043+0.00338995j -0.00994041+0.00522525j -0.012764+0.000663026j 0.00281238-0.000486105j -0.0188877-0.00277932j 0.0137127+0.00370194j -0.0143933+0.0060936j -0.0109299-0.00719746j -0.00670147+0.0154686j -0.00124639+0.00406963j 0.00455306+0.000855824j 
0.00110284+0.00117671j -0.000110308+0.00420087j -0.000777898-0.00801889j -0.00748909+0.00117827j -0.00830084-0.00430668j -0.00952815-0.00377752j 0.013432-0.00561628j -0.00792016+0.00730664j -0.0126188+0.000766383j 0.0068511+0.00339618j -0.00779242-0.00965203j 0.00270324+0.00713855j 0.00783697+0.00979098j -0.0200277+0.00232082j 0.00869361-0.0133229j -0.00517354+0.00585854j 0.00136376+0.0174911j 0.0202316+0.00295972j 0.0161522-0.0059715j 0.0123188+0.00431166j -0.0146406-0.000724775j 0.0110424+0.000184872j -0.000643322+0.00705794j -0.0032402-0.0131595j 0.00252751+0.00133683j -0.00361752-0.00772784j 0.0132119+0.00337934j -0.0104416-0.0090424j 0.00109437+0.00221687j -0.00309133+0.00276761j -0.00229538+0.00791607j 0.0155045+0.00727439j 0.0102523+0.00124473j -0.0111399-0.00202982j -0.0042797+0.00990162j -0.01357-0.00778783j -0.0126394+0.00125306j 0.0142847-0.00224672j -0.0113623-0.00360758j -0.00423563+0.0138811j 0.00898615+0.00665256j 0.0302528+0.00407511j -0.000882872-0.00278132j 0.0137638-0.000590349j 0.00159524+0.00150027j 0.00430764+0.000691755j 0.00229152+0.00631378j 0.013061+0.00566187j 0.00332487+0.0161937j -0.0203517-0.00415513j 0.00367585+0.00282479j -0.0333713-0.00641683j 0.00473573+0.009464j 0.0353731-0.00838285j -0.0105555-0.00423561j -0.0079053+0.00723344j -0.00270048+0.00332911j 0.00910484-0.0115397j -0.0127659-0.00434959j -0.0120089-0.00678379j -0.0105731-0.00457283j 0.00219918-0.000319814j -0.00342592-0.0147368j -0.0102012-0.00522533j 0.0104656+0.00309848j 0.00377124+0.000267452j -0.00120118-0.00344854j 0.00382427-0.00164688j -1.35272e-05+0.000353578j 
-0.00774219+0.00191232j -0.00185191+0.00428938j -0.0126576+0.00673123j 0.00181075+0.00581354j 0.000344788-0.000145946j -0.0167081+0.00601123j 0.0120853+0.0123806j 0.00871018-0.0190424j 0.00959444-0.0138975j -0.00799245+0.0111777j -0.0153294+0.00254523j 0.0128317-0.00742345j 0.00234956-0.00348371j 0.00731307-0.00545573j -0.0057578+0.00494927j -0.0124056+0.0216909j 0.00373335-0.00740943j 0.0208243-0.00676794j 0.0167387-0.00981786j -0.00892769-0.0020832j 0.00423758-0.00730423j -0.00872855+0.00808897j -0.0082013-0.0189906j -0.0137554-0.000300077j -0.0216986-0.00791846j -0.0010973+0.0154352j -0.00291202-0.0100471j -0.00938047-0.0132631j -0.00975734+0.00394006j -0.00886442+0.000240821j -0.00689365-0.00515642j -0.00166841-0.00608235j 0.00819927+0.00459408j -0.00296762-0.00387625j 0.0245875-0.0271805j 0.0110152-0.000930289j -0.00171651+0.00319993j -0.00624692+0.0108256j 0.00341198-0.00998245j 0.0112779-0.00226931j -0.00860466-0.0188291j -0.00260805-0.0114855j -0.00435448+0.0142124j -0.0164026-0.0158049j 0.00248154-0.00477697j 0.0109541-0.0128241j -0.00734798-0.00647962j 0.00301403-0.0157773j -0.0126596-0.000593074j -0.0195447+0.0261526j -0.000742721-0.000991529j 0.00553269-0.00289748j 3.23488e-05-0.0004443j 0.00522895+0.0165552j 0.00453984+0.0041698j 0.000542184-0.00622032j 0.00357297+0.0075974j -0.00798355+0.00105636j -0.0124863-0.00399463j -0.00650832+0.000860562j 0.00397183-0.000408374j 0.00160501-0.00113829j 0.00279089+0.0136828j 0.00243603-0.00379313j -0.00825889-0.00796139j -0.00725848-0.0053564j 0.00297153+0.00870718j 0.0102574-0.000759069j 0.013926-0.0157793j 
