-0.00476234+0.00573029j 0.0041589+0.0065888j 0.00459105-0.00192948j -0.00207116-0.00553848j 0.00347033+0.00600083j 0.011868+0.00314461j -0.0029265-0.00727922j 0.00454581-0.0106907j -0.0119261+0.00694012j -0.00850362-0.00242166j -0.00353111+0.000339772j 0.00982047+0.00563376j 0.00679144-0.00346458j 0.00726288+0.00251629j -0.00806861-0.00783994j 0.000849084+0.0108257j -0.00446693-0.0114035j -0.0119748+0.00707631j 0.000857983-0.00128206j 0.000893461-0.0030842j 0.00604936+0.00871088j -0.000133707+0.00511379j -0.00674554+0.00688454j 0.0138115-0.0145329j -0.00466255-0.00926737j -0.00683491-0.0073665j -0.00114292+0.00893406j 0.00404168-0.00322129j -0.000420542+0.00619706j 0.0016828-0.00183774j 0.00645146+0.002317j -0.00946858-0.00284998j -0.0011473+0.00279085j 0.00667216-0.00183865j 0.00979496-0.00161322j 0.00750389+0.000326306j 0.00147581+0.000545988j -0.00483551+0.00385419j 0.00287898+0.00822306j -0.00023123+0.00644627j 0.00313673-0.00207832j 0.000623638-0.00499262j 0.000732922-0.00814481j -0.00633613+0.00439764j 0.00576966+0.0134377j -0.000579909+0.00521065j 0.00379914+0.0088307j -0.00114395-0.00363639j 0.000240876+0.00420765j -0.00672272-0.00381548j 0.00866856-0.00170298j -0.00140252-0.00117749j 0.00768724-0.0058013j -0.00702152-0.00212494j 0.0039372-0.00029918j 0.00099593+0.00304171j -0.00598402-0.00105697j 0.0019894+0.00194765j 0.00276948+0.000306354j 0.00550206-0.00418302j -0.00426009+0.00131429j 0.00139278-0.000719561j -0.00323349+0.00509195j -0.000758859-0.0047319j 0.00140642+0.00497884j -0.000264667+0.00160074j -0.00446312-0.00095093j -0.00163837-0.00527911j 0.000683965-0.00039252j 0.000317581+0.0037773j -0.00491077+0.000681069j -0.00062012-0.00238229j -0.000185193+0.000752555j -0.00228472-0.00786908j -0.00231237+0.000751958j -0.000216732-0.000202066j -0.00479307-0.00135797j -0.00377953-0.00104866j 0.0027332-0.0010486j -0.00471502-0.00268973j 0.00111833+0.000151739j 0.0017462-0.00461317j 0.00198316-0.00566648j 0.000373568-0.00134681j 0.00145684-0.0013238j -0.00277977+0.000531567j 0.000385891-0.00461559j -0.000221653-0.00152867j 0.00347944-0.00540972j -0.00289704-0.00199051j -0.00478137+0.00268736j 0.00739147+0.00022832j 0.00168327-0.00851764j 0.0170841-0.0121685j 0.00834411+0.0178475j 
-0.00342712+0.00123605j 0.000467578+0.00134409j -0.00182556+0.00178579j -0.00216512-0.00483809j 0.00230565+0.00266096j 0.010974+0.0104013j 0.00103638-0.0023751j 0.00337667+0.0113636j 0.00633911+0.000170194j -0.00733173-0.0044541j -0.00185434-0.00461427j -0.00876359-0.000520034j -0.00779313-0.00815318j -0.00852598-0.00262527j -0.0097642+0.0129781j -0.00242501-0.0150957j -0.00257689-0.000217486j 0.000886291+0.00652812j 0.0016852+0.00212876j -0.00327665-0.00255307j -0.00238701-0.00223585j 0.00440433-0.00461888j -0.00304215-0.00418047j 0.00521275+0.00688294j -0.00134338+0.00618694j -0.00237754+0.00283004j 0.000471639-0.00228274j -0.00430898+0.00358019j -0.00457173-0.00479821j 0.00867624-0.0044351j 0.00375036-0.00323907j -0.00198845+0.000829848j -0.00489635+0.000683646j 0.00363027-0.000416487j -0.00144976+0.00165652j -0.00231163+0.000226163j -0.000747187+0.00401432j 0.00408143-0.00489914j 0.00121796-0.0042483j -0.0032853+0.00430413j -0.00620879+0.000520831j 0.00406815+0.0064188j 0.00438292+0.00023699j -0.00105555+0.00228762j -0.00182131-0.00296997j 0.00520487+0.00168286j -5.96893e-05-0.000992406j 0.00318142-0.000876395j 0.000541623-0.00146766j -0.00536559-0.00411332j -0.0022708+0.00290338j 0.00076532+0.000218187j -0.00118288+0.00206112j 0.00658042+0.000711072j -0.00203631-0.00119462j -0.00344023-0.00256819j -0.0036618+0.00409086j 0.00709101-0.000973922j -0.00452318+0.00689989j 0.00532559-0.00344891j -0.00183384-0.000260702j -0.00652249+0.00105875j 0.00228293+0.00216144j -0.00188648+0.000129223j 0.00664978-0.000999538j -0.00511266-0.00327955j 0.00420513+0.00259564j -0.0086046-0.00318975j -0.00601173-0.00210299j 0.00423832+0.00309286j 0.00141694+0.00543066j 0.0019776-0.00434094j -0.000179919+0.00140621j 0.00350541+0.00580824j -0.0061925-0.00559427j -0.0037612+0.00591663j -0.00584501-0.00638875j -0.00479262-0.00230761j 0.00331822+0.00142828j -0.00422453-0.00330333j 0.00524992+0.00751786j 0.00418216+0.00299729j 0.00189549-0.00205957j -0.000399362-0.00103997j -0.000822111-0.000995849j 0.00139639-1.06634e-05j 0.00517827-0.00108875j 0.0026596-0.00300868j 0.00330096+0.000410643j 0.00161805-0.00496998j 0.00244914-0.00372409j 0.0012354+0.00329362j 0.00341975+0.00457995j -0.0015488-0.000363026j 0.00193328-0.00180729j 
-0.0014432+0.00195616j 2.04711e-06-0.0008077j -0.00146975+0.00138474j 0.00132099+0.00281004j 0.00648442-0.00565996j -0.0039965-0.00164748j -0.000765551-0.000322485j 0.00759795-0.00263263j -0.00141994-0.00473023j -0.000678902-0.00103189j 0.00654085-0.00355145j 0.00148168-0.00504424j 0.0144904+0.00758941j 0.00572325+0.00183008j 0.0103698-0.00541019j 0.0116295-0.00101578j 0.00708888-0.00223877j 0.00440359-0.00672954j -0.00439892+0.00471551j 0.00262151-0.0058343j -0.00343189+0.00423011j 0.0031439+0.00639621j -0.00168055+0.00755638j -0.00300857-0.00452274j 0.00193584+0.0027024j -0.00258094-0.000178179j 0.000752383+0.00121681j 0.00533232+0.000840216j 0.0034401-0.00191078j 0.0037503+0.000609884j -0.00273789+0.00127608j 0.000225725-0.000474024j -0.00107723+0.000120031j 0.000201787+0.00488836j -0.000630364+0.003368j -0.0067801-0.000597507j -0.00145693+0.00453657j -0.00840432+0.00630098j -0.00250294+0.0013618j 0.00231541+0.000572497j -0.00598518-0.00242571j -0.00102476-0.00731543j -0.000298763+0.0033145j -0.00764375-0.0041663j -0.00131647-4.57532e-05j 0.00134274-0.00364425j 0.0123581+0.00192505j -0.0019499+0.00156506j 0.00638454+0.00545565j 0.0109073+0.00514328j -0.00699967-0.00327344j -0.00237555+0.00071602j -0.00170532+0.00193386j 0.00609747-0.00237027j 0.00578912+0.00675997j 0.00197673+7.5868e-06j -0.003412-0.00217198j 0.00158273+0.000531067j -0.000396788+8.16704e-05j 0.00877311-0.000192629j -0.00137695-0.00100511j -0.00314237+0.00499936j 0.000955815-0.002923j -0.00343038-0.00297752j -0.00317893+0.000343844j -0.00568289-0.000815448j 0.00696786+0.00203342j -0.00385638-0.00233944j -0.00244116-0.00126749j 0.0026796+0.00367952j -0.00352034+0.00146694j -0.0040194-0.0023646j 0.0031111+0.000616729j 0.00352226+0.00198607j 0.0020831+0.00183419j -0.00238877+0.00330625j 0.000568798-0.00661758j -0.00419105+0.00170099j 0.000666037+0.00408628j 0.000102906+0.000693242j 0.00149314+0.0042747j 0.00235074+0.00145354j 0.00101747-0.00495402j -0.00045985+0.000315473j -0.00106165+0.00237582j 0.000315767-0.000407235j -0.000160765-0.00120546j 0.00139408+0.00464473j -0.000832405+0.00174096j -0.000707469-0.00436654j 0.00142016-0.00123664j -0.00162621+0.00373443j 0.00156408+7.5539e-05j -0.000787825+0.000279045j 8.2198e-05-0.00051983j 
-5.87691e-05-0.00163905j 0.00185472+0.00540316j 0.00280473+0.00200717j -0.00275627-0.00689438j 0.00133757-0.00552958j 0.000259302+0.00224032j 0.00409432+0.00292371j -0.000222726+0.00348224j 0.00559483-0.00551685j 0.00646545-0.0029113j -0.0079726-0.00288494j -0.00328935-0.00939115j -0.00364047+0.00632913j -0.0090071-0.00558709j -0.01285-0.00562928j -0.00858251+0.000484029j -0.0041087+0.00467989j -0.00240036-0.00122536j -0.00387399+0.0078198j -0.00256838-0.0049784j -0.00230139-0.000630776j -0.000849446+0.00464365j -0.00132521+0.00406863j 0.00244452+0.0066808j 0.00165513-0.00129631j 0.0167748+0.00265074j 0.00832222+0.0022797j 0.00581458-0.000489059j 0.00979955-0.00311962j 0.0042337-0.00112863j -0.00405092+0.000931272j -0.00221735-0.00160054j -0.00781499-0.00644572j 0.00882305+0.00805238j -0.00813522-0.00133302j -0.00225285+0.000186513j 0.00446572+0.00373192j -0.0100035-0.000924441j 0.0008475+0.00521295j 0.00415268-0.00099384j -0.00207682-0.00160035j -0.00120108-0.00147036j -0.000859627+0.00330661j 5.02049e-06+0.00115444j 0.00445491-0.000673328j -0.00461902-0.00439166j -0.000673469-0.00131545j -0.00234419-0.00782859j -0.00344285-0.00518204j -0.00280705-0.00807613j 0.000979179+0.00157829j -0.000572539-0.00327051j -0.00260656+0.00647836j -0.00207142+0.00121314j 0.00199543-0.00219916j -0.0060136-0.00618998j 0.000123625+0.00384754j -0.000316886+0.00176342j 0.00638188+0.000411461j -0.00251168-0.00554308j -0.00430992-0.00137776j -0.00522678-0.00138719j -0.0014425-0.000443094j 0.000963979+0.00139618j -0.00197381+1.89519e-05j 0.00335417+0.00148369j -0.00263548-7.91527e-06j 0.0010622-0.00184849j 0.00296993+0.00185567j -0.00544329-0.00143249j 0.000375648+0.00176047j 0.00120812-0.0019974j -0.00015912+0.00234236j 0.000378661-0.00298279j -0.000495572-0.00038251j -0.00321497-0.00609684j -0.00161633-0.00185751j -0.00371268-0.000249256j -0.00118464-0.0022132j 0.0018234-0.000372398j -0.00330132-0.00371703j -0.00129899-0.00167612j -0.000634545-0.00190088j 5.80384e-05+0.00103277j 0.000289577+0.00220192j 0.00163734-0.00132991j 0.00105761-0.00252392j -0.00151961-0.00127436j 0.00325747+0.00225359j -0.000450605-0.000591805j -8.19553e-05-0.000969874j 0.00120684+0.00537979j 0.00388904+0.00188285j -0.00133241-0.000963016j -0.000776699-0.00160832j 
0.00186945-0.000684324j 0.000103493+0.00435442j 0.000874632+0.000778418j 0.0037608-0.00349103j 0.0110696+0.000148911j 0.00592814+0.00982794j 0.00687142-0.0069678j 0.000568519+0.01059j 0.00463572+0.00590089j -0.00303086+0.00520438j 0.00884792-0.00340631j -0.00582177+0.00633877j 0.0020454-0.00223839j 0.00734564-0.00103246j -0.000420627-0.00285571j 0.0033413-0.0132969j -0.00301198+0.00487883j -0.00340335-0.00272861j -0.00815688-0.00534171j 0.0007637-0.00325082j -0.00378943-0.00892449j 0.0121071-0.00257867j 0.00421434+0.0105331j 0.00258253+0.00143184j 0.0101678-0.00239865j -0.00221451+0.000590017j -0.00315428+0.00545204j -0.00564196-0.00817661j -0.000150091+0.00179774j -0.00434262-0.00254304j 0.00714233+0.00480308j -0.00196558-0.00138568j -0.00584587-0.00616857j -0.00142734+0.00217668j 0.000312262+0.000932347j 0.00688351+0.00156594j 0.00688006+0.00720924j 0.00821283+0.00185148j 0.00376708-0.00122364j -0.00837938-0.00810237j -0.00952718-0.00051521j -0.00027616+0.00340751j -0.00598205+0.00304952j -0.0029542+0.00267392j 0.000658811-0.00123851j -0.00647413-0.00561004j 0.00555277-0.00029115j 0.00273471+0.00645648j 0.00257142-0.00168939j 0.00765369+8.63304e-05j 0.00521656+0.00383858j 0.00564876+0.000900682j 0.00274818+0.000605444j -0.00523806-0.0032553j 0.00746976+0.00110873j 5.39037e-05+6.96252e-05j 0.000745487+0.00268866j -0.00135507+0.00127209j 0.00229147+0.00203632j 0.00519862+0.00249122j 0.000228825+0.00145692j 0.0046294-0.00657908j 0.00198842+0.00361725j -0.00603661+0.000733983j -0.000699108+0.00278232j 0.00686425-0.000338848j -0.000563837+0.000291882j -1.47917e-05+0.00217381j 0.00335609-0.00118452j 0.00257624+0.00485904j 0.000756786+0.000447912j -0.00213931-0.0031187j 0.0041895+0.000721062j -0.00479872-0.00121008j 0.0115606+0.00247602j -0.00367512-0.00444301j 0.00544886+0.00107197j 0.00865942-0.000961604j -0.00194402-0.00483149j 0.00265034+0.00135587j -0.00129743+7.94871e-05j -0.00327759-0.00524294j 0.000419969+0.00412377j -0.00152685-0.000595421j -0.00291663-0.00286653j 0.00237902-0.00225333j 0.00210104+0.00221685j -0.000240849-0.00357163j 0.00204964-0.00110893j -0.00340638+0.00111411j 0.00204353+0.00234099j 0.00543098+0.00347235j 0.00283778-0.00112331j -0.00030759-0.000696179j -0.0010838-0.00238711j 
-0.00128128+0.0032464j 0.000329865-0.000103177j 0.00313342-0.000305585j 0.00192216-0.000631736j -0.00426896+0.0123203j 0.000917516-0.00703459j -0.00529459-0.00473679j -0.00682473-0.00376209j -0.00222306+0.0164441j -0.00120227+0.0135379j -0.00265505-0.010886j 0.00218723+0.0094773j -0.0133934-0.00620594j 0.00169123+0.00993307j 0.00144004+0.00232184j -0.00923878-0.0142984j 0.000523028-0.00717285j 0.000384446-0.00536244j -0.00246103+0.000252311j 0.00237584+0.00154438j -0.0014943+0.00248175j 0.00179001+0.005275j -0.00812586+0.000652007j -0.00804203-0.0103855j 0.00402919-0.00317521j 0.00783877-0.00197525j 0.0124966+0.00468758j 0.000461355+0.00253094j 0.001389+0.00323411j 0.010715+0.00474782j -0.00986855+0.00449096j 0.000739114-0.0026206j -0.00594029-0.00178537j 0.015233+0.00660415j 0.00938887+0.00661507j -0.00214842-0.00579446j 0.00388882+0.00202743j 0.000194299+0.00385924j 0.0026601-0.00534233j 0.00339972+0.00198141j -0.00383605+0.00231114j 0.00845495+0.00367661j -1.43775e-05+0.00369545j -0.00700884+0.000327646j 0.00241543-1.79377e-05j -0.00731081-0.000336477j -0.00249965+0.00315911j -0.00275366+0.00635358j 0.00432386+0.000201136j -0.00469315-0.00330063j 0.000377736-0.00775658j -0.00348174+0.00124961j -0.00438526-0.00324074j 0.000640537-0.00355053j -0.0061555+0.00191388j 0.00039262-0.00267637j -0.00179089-0.00423944j -0.0055827+0.000951719j -0.00340749+0.00207868j -0.00297955-0.0028459j 0.00345483-0.00131304j -0.00140917-0.000276373j 0.0028278+0.00220058j -0.000307348+0.00354084j -0.00402194-0.00432379j -0.00261677+0.00342823j 0.00343541-0.00312441j 0.00138372+0.00241844j -0.000247075-0.000349374j 0.00517648+0.000998263j 0.000541792+0.00122462j -0.00635409-0.00449921j -0.000259891-0.0054662j -0.000264049-0.00285862j 0.00300017+0.000193383j -0.000510834+0.000268543j 0.000107003+0.00437294j 0.00443275+0.00404975j -0.00509559-0.0058426j -0.00420739-0.00555113j -0.00359818-0.000946838j 7.01647e-05-0.00399256j -0.00296673-0.00257547j 0.00103366-0.00167268j -0.000523401-0.00199176j -0.00294638-0.00102162j -0.00188706-0.00347228j -0.00170638-0.00349636j 0.00439622+0.00128501j 0.00028579-0.0010115j 0.00126667+0.00263712j -0.00339041-0.00553213j 0.000494544-0.000842892j 0.000666235+0.000246379j -0.00212252+0.00103621j 
-0.00363236+0.0037004j 0.00551405+0.00329838j 0.00154546-0.00379196j -0.0012392-0.00029023j 0.00242914+0.00127244j 0.00202858+0.00302108j -0.00160759+0.00117926j 0.00663901-0.00461234j -0.00140457-0.00362244j -0.00169819-0.00752641j -0.0025006+0.00469793j -0.00424224-0.00192013j 0.00466366+0.00469285j -0.00161864+0.000973642j 0.0019309+0.00987821j 0.000569862+0.0047171j -0.00121566+0.00984102j -0.000923437+0.00283011j 0.00142779+0.00263172j -0.00883297-0.000793809j 0.00293155+0.0012981j 0.00536637-0.00170557j 0.0020625+0.00214972j -0.00242385-0.00371546j 0.00277562+0.00102706j 0.00153519-0.0078353j -0.000888862-0.00263704j 0.00176206+0.00562174j -0.00856428+0.00204797j -0.00993506-0.00604175j -0.001905+0.00946506j 0.00114724-0.00161223j 0.00616113+0.000316702j -0.00333835-0.0146782j 0.00132961-0.00250739j -0.00129562+0.0107016j -0.000989449-0.00728463j 0.000409438+0.00267519j -0.00225388-0.00330006j -0.00344719+0.00336903j 0.00108575+0.000962528j -0.00319041-0.00364766j 0.00316424-0.0010522j 0.00019877+0.00409208j 0.00235564-0.00215836j -0.00648065+0.000591929j 0.00150521+0.00190446j -0.00575892-0.00161947j -0.00248958-9.3132e-05j -0.00336606-0.00392021j 0.00164754+0.00442142j -0.00544676-0.0058467j -0.00116537+0.00614582j 0.000381412-0.00219858j 0.0018155+0.000617058j -0.00889955+0.000105075j 0.00251653+0.00332339j -0.00494855-0.00411267j 0.00561452+0.00281012j 0.00215004-0.00370427j -0.00174029-0.00302004j -0.00233424-0.00298711j -0.00286146+0.00178571j -0.000434506+0.000803624j -0.00385338+0.00226017j -0.000648416+0.00330833j 0.00189974+0.00116632j -0.000969404-0.00262091j 0.00298842+0.000263407j -0.00304313-0.00335436j 0.000982945+0.000649503j 0.00286475+0.00389796j 0.000758012+0.00489774j 0.00474939+0.00467164j 0.000178861+0.000223363j -0.00417131-0.00345881j 0.00303421-0.00527842j 0.00260143+8.19575e-06j -3.43768e-05-0.000228217j -0.000147024+0.00461346j 0.00201477-0.000623971j -0.0040669-0.000393075j -0.00043893+0.000196508j 0.000252589+0.00067592j 0.00222893+0.00157114j -0.00132305+0.000358384j -0.000883778+0.00283505j -0.0021373+6.32908e-05j -0.00332439-0.00219389j 0.00188897-0.000289741j 0.00245851+0.00162464j -0.00189203-0.00118958j -0.00236567-0.00274698j -0.00239308-0.000783895j -0.00107342+0.00206912j 
-0.000564819-0.0041865j 0.00226609-0.000215489j 0.000314607+0.000806648j -0.00247703+0.0048268j -0.00120577+0.00208441j -0.00151029-0.0122915j 0.00100955+0.00516708j 0.0023282+0.00397815j -0.00120156-0.000984718j 0.00561984+0.016159j -0.00328329-0.00205646j 0.00547307+0.0120731j -0.00240903-0.00854686j -0.0017435+0.00249172j 0.00876551+0.0121591j -0.00390553-0.0139016j -0.00205183+0.00993632j 0.00143527+0.0101223j -0.00170303-0.00567896j -0.00290641+0.00599459j 0.00619104-0.0122227j -0.00132967-0.00901096j 0.0102118-0.00376525j -0.00234919-0.000227229j -0.00843569-0.00233001j 0.00693299+0.00721779j 0.00395069-0.00441049j 0.0030441+0.00334615j 8.7037e-05-0.000912813j -0.000500746-0.00109628j 0.00946096-0.000904733j -0.00298644+0.0017694j -0.00831387+0.00415897j 0.0087893-0.00414405j 0.000503354+0.00161089j 0.00166011-0.00053801j 0.0118298+0.000924238j 0.00663348-0.00114888j 0.00244302-0.00446049j -0.000747651-0.00010241j -0.00293092-0.000382757j -0.000946498+0.00126388j 0.000673716-0.000247458j -0.0026157+0.000742571j 0.000284851+0.0048171j -0.0134369-0.00503973j 0.000112897+0.00451411j -0.00247576+0.00338572j 0.00362162-0.00145314j -0.00237135+0.00141305j 0.00231929-0.000501646j -0.00527566-0.00210734j 0.00114809+0.000934366j -0.00492478-0.00349012j 0.00149942+0.000686542j -0.0041885+0.00014043j 0.00102343+0.000988744j -0.00515519+0.00163j 0.000885528+0.00159373j 0.00453903+0.00142361j -0.000734651-0.000475589j -0.00129932-0.00209722j -0.00402217-0.000953429j -0.00086487+0.00140077j -0.000988714+0.00193058j 0.00359407+0.00843238j 0.00155122-0.00532662j 0.000135-0.00188302j 0.00207231+0.00434765j -0.0039577-0.00588055j 0.00373684-0.00455001j -0.00177309+0.00428907j 0.000661107-0.000160813j 0.000656575+0.000985054j -0.000337243+0.00264409j 0.0026341-0.00219782j -0.00393849-0.00221758j -0.000559594-0.00100579j -0.000817857-0.00105001j 0.00125871+0.00829966j 0.000888323-0.0016267j -0.00321446+0.00100024j -0.00219832+0.00279418j -0.000425543+0.00285677j 0.000751693+0.00582003j -0.000382725-0.00191888j 0.000185477+0.00325712j -0.000732231+0.00332144j -0.00246389+0.0073593j 0.00086853+0.000465402j -0.00314414-0.00205467j 0.00104162+0.00406827j -0.00159336+0.00280367j -0.00174209+0.00392444j -6.51413e-05+0.00119451j 
0.00180788-0.00168941j -0.00217738+0.00207428j -0.00389266-0.00076399j -0.001558-0.0060835j 0.00860156-0.00333509j -0.00144945+0.00734346j 0.00783079-0.00248727j -0.00272639+0.00595898j 0.00895247-0.00306496j 0.00191757-0.00584155j -0.000304299-0.00238167j 0.00169636-0.00678565j -0.00401017+0.00280156j 0.00291868-0.00368284j 0.00245059-0.00634552j -0.00332562-0.000645394j 0.00114321-0.00257209j -0.00321362+6.59348e-06j 0.00621364+0.00352926j 0.000430479-0.00427494j 0.000730949+8.15537e-05j 0.0094004-0.00517198j 0.00105391+0.00341213j -0.00131885+0.0125069j 0.00373354-0.000730799j 0.00673774-0.00385405j -0.00118418-0.00721988j 0.010367-0.00781565j -0.000438206-0.00239059j 0.00386846-0.0103982j 0.00536349-0.00292142j -0.00210533+0.00171344j 0.000866157+0.00364492j 0.00229843-0.0115821j 0.00305063-0.00683005j -0.00132433+0.00466936j -0.00109847-0.00180344j 0.00417495-0.00635712j -0.00280741-0.00185674j 0.00201912-0.00126424j 0.00258682+0.00686442j -0.00162534+0.00104805j 0.0025361+0.00105198j -0.00380805+0.00589046j -0.000186961+0.00156355j 0.00517859+0.00692121j 0.00825993+0.00177633j 0.00695813+0.00518481j 0.00312314-0.00437075j -0.00584453-0.00574875j -0.010243-0.00580515j -0.00356587-0.00219123j 0.000807576-0.000285928j 0.00480376+0.00406591j 0.00457473-0.00127417j 0.000834152+0.00251152j 0.00308792+0.00294316j -0.00298002+0.00558462j -0.0025049-5.88562e-05j -0.00401309-0.000763241j -0.00234757-0.00145902j -0.00101033+0.00299653j 0.00103977-0.00355052j 0.00332038+0.0013452j 0.000900301-0.00480023j -0.000102269+0.00181477j 0.003852-0.00217557j -0.00257948+0.000218028j 0.00112872+0.00250243j 0.000943304-0.00560277j 0.00522055+0.00190271j -0.00331775+0.000244235j -7.05127e-05-0.00246882j 0.00187893-0.00274757j -0.00102385+0.00188495j 0.00337251+0.00435454j -0.00573286+0.00309717j -0.00212028+0.000774083j 0.00181477+0.00728342j -0.000550472+0.0016397j 0.000404758+0.00239335j -0.00111426+0.0010833j -0.000527138-0.00137851j 0.000608931+0.000569848j -0.000557494+0.00248304j 4.95274e-05-0.00067523j -7.08008e-05-0.000180702j 0.000269228-0.00159717j -0.000243804-0.00415644j -0.000459254+0.00218307j -0.00285969-0.00543483j 0.0031789+0.00245809j 0.000553812-0.000507754j 0.000323975-0.00155549j 0.00162757-0.00120399j 
0.000941088+0.00435369j 0.00234826+0.000664223j -0.000431631-0.00545139j -0.006603-0.00455135j -0.00614163+0.00248234j 0.000228464-0.00341032j -0.00557272+0.00574478j 0.00412051-0.00604395j -0.00205559+0.00044498j 0.00313629+0.00157614j 0.0016264+0.00386674j 0.000333484-0.00414271j -0.000122663+0.000300688j 0.00014165+0.00758115j 0.000264805-0.00632742j -0.00375854+0.013341j 0.00964872-0.0062217j 0.00406171-0.0104108j 0.00151833+0.0135985j -0.00435834+0.000180876j -0.00166286+0.0117847j -0.00122538+0.00226948j 0.0141539+0.00156828j 0.00332066-0.000746665j -0.00832261-0.00357204j -0.00324548-0.00152914j 0.0018989-0.00240441j -0.000174922+0.00415408j 0.00682539-0.0064944j -0.000380355+0.000333289j 0.0111893+0.00945359j -0.00381944-0.000101926j -0.0115799+0.0025578j 0.000723331-0.00526107j -0.00211793-0.00294485j 0.00313064-0.00141236j 0.00386887-0.00236868j -0.000269601-0.00374122j 0.00097856-0.000167515j 0.00346814+0.00264662j -0.00490317+0.00457545j -0.00523757+0.00159017j 0.00473552-0.00202082j 0.000463365+0.00134715j -0.00648905+0.00183761j -0.00109585-0.00638969j -0.00374033-0.00206712j 0.00423695-0.00292094j -0.00704287+0.00182426j -0.00454141-0.00566384j 0.00354598+0.00331001j -0.00338938-0.00227725j 0.00978533-0.003232j -0.00390626+0.000839085j 0.00203559-0.00200226j -0.00626693+0.000136458j 0.000578241+0.00756971j 0.00210437-0.00150311j -0.000165201-0.00184561j -0.0100979-0.000244614j 0.000395845-0.00196544j 0.00116002+0.000567112j -0.000398864+0.00346577j 0.0032637+0.00173813j 0.00291755+0.000562048j -0.0012238-0.0067766j 0.00280049+0.000738544j 0.00189234+0.000684473j -0.00299722+0.00277666j 0.0027543+0.000480765j 0.0056314+0.00328089j -0.00306793-0.00202563j -0.000622885+0.00158555j -0.00229017+0.00186595j -0.0044163-0.00279448j 0.00373637+0.00150867j -0.00560429-0.00151397j 0.00145844+0.00180575j 0.000565922+0.00188887j -0.00291321-0.00404516j -0.000309607+0.00150878j -0.00386431+0.00104965j 0.000316286+0.00050672j -0.000729116+0.00124148j -0.000815984+0.0028634j 0.000208136-0.00423379j 0.00100698-0.00359214j -0.00249511-0.000925871j -0.000101742-0.00273272j -0.000813672+0.00211055j -0.00369862+0.00049367j 0.00230423-4.49053e-05j -0.000310646-0.00309735j 0.00553779-0.000434191j -0.000351144+0.00415043j 
0.00151838+0.00172171j 0.00299549+0.00267715j -0.0020103+0.0039341j 0.00201508-0.00231364j 0.00156099-0.00273261j 0.00175914-0.00487576j 0.00406251+0.00295794j -0.00262779+0.000393977j 0.00147085-0.00830952j -0.00330229-0.00117662j 0.00485513-0.0147365j -0.000465944-0.000558324j -0.00386699-0.0111337j -0.00426675+0.00194831j 0.00572816+0.00728192j 0.00408122-0.0139225j 0.00174252-0.00277518j 0.00286463-0.00338357j 0.00451234+0.021513j -0.00194206+0.000352331j 0.00315343+0.007352j -0.00537465+0.00239765j 3.44011e-05+0.00161231j -0.000249864+0.00475542j 0.00569882+7.56183e-05j 0.00137223+0.00701152j -0.000444506+0.00448098j 0.00614599+0.00378451j -0.00279847+0.000478832j -0.0105686+0.0112448j 0.00152378-0.00498778j -0.000591587+0.000897878j -0.00312492-0.00560114j -0.00789272+0.0125114j -0.00104187+0.00716302j 0.00786591-0.00388368j -0.00270548+0.00582477j -0.00300973-0.000661332j -0.003479-0.000729423j 0.000252342+0.000801626j -0.000885685-0.000815801j -0.00695066+0.00505258j -0.00237546-0.00052121j -0.000611158-0.00471872j 0.000960603-0.0005697j -0.000770801-0.00581908j 0.00504474+0.00399608j -0.000490516-0.00186917j -3.34163e-06+0.00706205j -0.00590552+0.00821865j -0.000195815-0.00452886j -0.00974449-0.00497909j 0.00312182+0.00265511j -0.00201301+8.17441e-05j 0.00259308+0.00423526j -0.00299006+0.00155485j 0.00901948+0.0034337j -0.00788547+0.00231144j 0.00128477+0.000582603j 0.00140863+0.000698998j -0.00373502+0.000216734j -0.00376226+0.00435962j 0.00686949+0.00299737j -0.000910691+0.000904896j 0.003928+0.00212174j 0.000265708-0.00373274j 0.00285117+0.000676497j -4.18342e-05+0.00153399j 0.005133-6.08899e-05j 0.0014034+0.00117101j -0.00137443+0.00134473j -0.00696328-0.00465223j 0.00174526+0.00201498j 0.00288959-0.000513808j -0.0104313-0.000676085j 0.000933666+0.00585166j -0.00280356-0.00122492j -0.000562113+0.00495086j -0.00201818+0.00169753j -0.00351993-0.00158733j 0.00586425+0.00358762j -0.00135495-0.00342329j 0.00594979+0.000278721j -0.00174395+0.00049528j -0.00298005+0.00153058j -0.00079295-0.00386662j 0.00152926-0.00073908j 1.47997e-05+0.00108491j -0.00574751-0.00349613j 0.00102024+0.000258266j 0.00240917-0.00462226j 0.00179963+0.00176307j -0.00436704-0.00286786j -0.00120028+0.00283113j -0.000610099-0.000478941j 
