-0.00476234+0.00573029j 0.0041589+0.0065888j 0.00459105-0.00192948j -0.00207116-0.00553848j 0.00347033+0.00600083j 0.011868+0.00314461j -0.0029265-0.00727922j 0.00454581-0.0106907j -0.0119261+0.00694012j -0.00850362-0.00242166j -0.00353111+0.000339772j 0.00982047+0.00563376j 0.00679144-0.00346458j 0.00726288+0.00251629j -0.00806861-0.00783994j 0.000849084+0.0108257j -0.00446693-0.0114035j -0.0119748+0.00707631j 0.000857983-0.00128206j 0.000893461-0.0030842j 0.00604936+0.00871088j -0.000133707+0.00511379j -0.00674554+0.00688454j 0.0138115-0.0145329j -0.00466255-0.00926737j -0.00683491-0.0073665j -0.00114292+0.00893406j 0.00404168-0.00322129j -0.000420542+0.00619706j 0.0016828-0.00183774j 0.00645146+0.002317j -0.00946858-0.00284998j -0.0011473+0.00279085j 0.00667216-0.00183865j 0.00979496-0.00161322j 0.00750389+0.000326306j 0.00147581+0.000545988j -0.00483551+0.00385419j 0.00287898+0.00822306j -0.00023123+0.00644627j 0.00313673-0.00207832j 0.000623638-0.00499262j 0.000732922-0.00814481j -0.00633613+0.00439764j 0.00576966+0.0134377j -0.000579909+0.00521065j 0.00379914+0.0088307j -0.00114395-0.00363639j 0.000240876+0.00420765j -0.00672272-0.00381548j 0.00866856-0.00170298j -0.00140252-0.00117749j 0.00768724-0.0058013j -0.00702152-0.00212494j 0.0039372-0.00029918j 0.00099593+0.00304171j -0.00598402-0.00105697j 0.0019894+0.00194765j 0.00276948+0.000306354j 0.00550206-0.00418302j -0.00426009+0.00131429j 0.00139278-0.000719561j -0.00323349+0.00509195j -0.000758859-0.0047319j 0.00140642+0.00497884j -0.000264667+0.00160074j -0.00446312-0.00095093j -0.00163837-0.00527911j 0.000683965-0.00039252j 0.000317581+0.0037773j -0.00491077+0.000681069j -0.00062012-0.00238229j -0.000185193+0.000752555j -0.00228472-0.00786908j -0.00231237+0.000751958j -0.000216732-0.000202066j -0.00479307-0.00135797j -0.00377953-0.00104866j 0.0027332-0.0010486j -0.00471502-0.00268973j 0.00111833+0.000151739j 0.0017462-0.00461317j 0.00198316-0.00566648j 0.000373568-0.00134681j 0.00145684-0.0013238j -0.00277977+0.000531567j 0.000385891-0.00461559j -0.000221653-0.00152867j 0.00347944-0.00540972j -0.00289704-0.00199051j -0.00478137+0.00268736j 0.00739147+0.00022832j 0.00168327-0.00851764j 0.0170841-0.0121685j 0.00834411+0.0178475j 
-0.00515742+0.00417422j -0.00486413-0.00389833j -0.00357661-0.0160326j 0.0111422+0.00573138j 0.000438695+0.00297696j 0.0075705-0.00623262j -0.00387973+0.00860055j 0.0121463+0.0120469j 0.00326284-0.0118874j 0.00775482-0.0260662j 0.00269527+0.0108479j 0.010134-0.0118488j -0.000553263-0.00156577j -0.000980114-0.00185092j -0.000750729-0.00689522j -0.0199481+0.0201601j -0.00766685-0.00617668j 0.000198922+0.000707173j -0.0110389+0.00744837j -0.00118239-0.000921168j -0.00381516+0.0137117j -0.0028951-0.00335012j 0.00709294+0.00588229j -0.00245623+0.00498482j -0.0035368+0.00976769j 0.00621692-0.00200084j 0.00155627+0.00908026j -0.00190612+0.00846919j -0.00131592-0.00508313j 0.00329705+0.00992858j -0.000141293-0.00142852j 0.00394666+0.00191246j 0.00494648-0.00519085j -0.00694708+0.0023533j 0.0016174+0.000582152j -0.00605223+0.000947809j 0.00133506-0.00217463j -0.00285737-0.00020184j -0.00752423+0.000156929j -0.00174311+0.00155365j -0.00863512-0.000109766j 0.000664961+0.00831427j -0.00277329-0.00388654j -0.00195282+0.000382989j 0.000219621-0.00197688j -0.00409613+0.000778424j 0.00247813-0.00145527j 0.00636476+0.0054526j -0.00305067+0.00570499j -0.000451581-0.000574085j 0.00111695-0.00061617j -0.00257558+0.00426091j -0.00298593-9.58495e-05j -0.00442075+0.0021653j 0.00120982+0.0016246j 0.00044526+0.00224667j 0.00068514+0.00416255j -0.00214113+5.21167e-05j 0.00102278-0.00107142j -0.00624042-0.00109524j 0.00256637+0.00134936j -0.00297896-0.00151981j -0.00119411+0.00443704j -0.00141948-0.00117538j 0.00087551-0.00399157j -0.00751208+0.0029254j 0.00612271-0.00436575j 0.000760156+0.000388926j -0.0046501+0.00255117j 0.00375935-0.00170109j -0.00382074+0.00470742j 0.00117003-0.00295036j 0.00162629+0.00031425j 0.000717928+0.00217876j 0.000955063-0.000566442j -0.000470083+0.00329633j -0.000775456-0.000466562j 5.1159e-05-0.00102776j -0.000885194-0.000258525j -0.00432225+0.00131366j -0.00089893-0.00270219j -0.00247936+0.000750693j 0.00137778-0.000245785j -0.000109008+0.00108991j 0.000699262-0.00131675j 0.000429843-0.000623143j -0.00238917+0.00177932j 0.000495503+0.000850519j -0.000306105+0.00119763j 0.00126609+0.00277758j 0.00015569-0.00244591j 0.00293084-0.00142366j 0.000491574-0.000182952j 0.00268351+0.00136693j -0.000434225-0.000813128j 
0.003096+0.00192393j 0.00282853-0.000287705j -0.00985775+0.00282184j -0.00742418-0.00448702j 0.00348781-0.0121527j 0.00163767+0.0049252j 0.00673844-0.00892154j 0.010784+0.0103215j -0.000161511+0.00835167j 0.00381602+0.019181j 0.00643907-0.0083653j -0.000977128+0.00806563j 0.00689056-0.0017497j -0.000885529+0.00209148j 0.00146615+0.000322912j 0.00762276-0.00498528j 0.00353679+0.00205551j -0.00192474+0.0037501j 0.00381038-0.00473347j -0.0018759+0.00451535j 0.00214322-0.00716165j 0.00532795-0.00999469j 0.00268595-9.81763e-05j 0.00169464+0.00137662j 0.00306203-0.00623498j 0.00281279+0.00292447j 0.000832043+0.00509066j 0.00381138+0.012731j -0.0016452-0.0104381j -0.00503597-0.00333411j 0.00146521-0.00206737j -0.000329936+0.00432014j -0.00266939+0.00823402j -0.00150647-0.00129545j 0.000591386+0.00447474j 0.00296813-0.00298519j -0.00063569-0.00674028j -0.00266507-0.00251606j 0.00497745+0.00244396j -0.000949693-0.000835637j -0.00203992+0.0036493j 0.00429029+0.0087575j 0.00669146-0.00831605j 0.000253884-0.00072059j 0.00166761-0.00472488j 0.00719213+0.00337485j -0.00178397+0.0108149j 0.00195409-0.00726053j 0.000783495+0.00265719j 4.8345e-06-0.00165292j -0.0012879+0.00109673j 0.000542375+0.00198082j 0.000236521+0.00249215j -0.00148328+0.00841425j 0.00327555+0.00206786j -0.000482976-0.000414484j -0.00189557+0.00338257j -0.00317807-0.00162985j -0.00364535-0.000534976j -0.00148558-0.00476597j 0.00114275-0.00439659j -0.00282277+0.00650419j -0.00113433+0.000979131j 0.000554959+0.00359942j 0.000488739-0.00451133j -0.00493649+0.00642952j -0.000923431+0.000767644j -0.000695135-0.00233777j -0.00359013+0.00258228j 0.00245681+0.000582929j -0.00246612-0.000614084j 0.00362528-0.00149048j -0.00200322+0.0022566j 0.00109403-0.00557097j 0.00261157+0.00712734j -0.00182819-0.00168932j -0.00190127+0.00533413j -0.0013698+0.00318603j 0.000331185+0.00130647j -0.000336343+0.00444389j -0.000428195-0.000447719j -0.000269+0.000254745j 0.0032033-0.00316964j -0.000219638+0.00139129j 0.00113082+0.000210962j -0.000646032-0.000724918j -0.00211704+0.0011854j -0.000165018+0.00160084j 0.000302907-0.00218194j -0.000362905-0.000207685j 0.000829778-0.00179518j 0.000182147-0.00271174j -0.000900064-0.0036124j -0.000219513+0.0013576j 0.000214862-0.00274143j 
-0.00377778+0.00243142j -0.00401509-0.000161223j -0.00259628-0.00725359j 0.0103059-0.00385761j -0.0130013+0.0179067j -0.000913102+0.0095182j 0.0126373-0.0112995j -0.00596041+0.00660623j -0.0210477+0.0210976j -0.010222+0.0218706j 0.00965615-0.00392341j -0.00768974+0.000715866j -0.000644469+0.00113637j 0.00252624+0.00534707j -0.01085-0.00737536j 0.0156428-0.00235705j -0.00279521-0.00561813j -0.011103+0.00216367j 0.0110774-0.0110455j 0.00323958+0.00159162j 0.00995134-0.00136414j 0.00146304-0.000413298j 0.00714145-0.00375203j 0.00129964-0.00272027j 0.0101039+0.00344275j 0.00397197+0.00395681j -0.00384211-0.00379405j 0.00400419+0.000713066j 0.00127736-0.00493304j 0.00390995+0.00110095j -6.2676e-05-0.00831101j -0.000878674+0.00179769j 0.000525622+0.00595876j 0.00363448+0.000174972j 0.000300709+0.00500651j -0.00341194-0.00738891j 0.000201524-0.000943685j -0.00121127-0.00684937j -0.00102598+0.00360296j -0.00217945+0.00192561j -0.00493944+0.00603473j -0.00600579-0.00678666j 0.00199447+1.25054e-05j -0.00438374-0.00155727j 0.00139219+0.00243867j -0.0015974+0.00475268j 0.00148948-0.00747527j 0.00513447+0.00201146j -0.00319711-0.00516441j 0.00146776+0.00438961j 0.00237844-0.00230027j -0.0032859-0.00171163j 0.000503617-0.0012392j -0.00116342+0.00153623j -3.26135e-05+0.00310893j 0.000621688-0.00759059j 0.00149059+0.00401131j 0.00182577-0.000910523j -0.000113133-0.00306097j -0.00121357-0.00323539j 0.00343666-0.0028603j -0.00290428+6.29445e-05j 0.000878381-8.4267e-05j -0.00386164+0.00354075j -0.000576603+0.0066724j -0.00178093-0.00293758j 0.00123691-0.00112389j 0.000183673+0.00307438j -0.00711258+0.00341582j 0.00265302-0.000406584j 9.56634e-05-0.00549714j -0.00135075+0.00113989j 0.0013555-0.00228414j 0.00144307+0.00070084j 0.000605495-0.00685469j 0.00173758-0.000346638j 0.000158709-0.00137427j -0.00212306-0.00115233j -0.00115224+0.00308255j -0.00118961+0.00153429j 0.00138634+0.000226868j 0.000478191+0.000260225j 0.000430398+0.00310936j -0.000444468+0.00164363j -0.00212168+0.00487446j -0.00090395-0.00117265j 0.00190039-0.00369407j -0.00248778+0.00295456j 0.00325794+0.000516979j 0.00125432+0.0018015j 0.000664286-0.00101516j 0.00085308-0.000368195j 0.000737512+0.000266895j 0.000891011-0.000196258j 0.00340994-0.00313853j 
-0.00352659-0.000176965j -0.0009543-0.00501489j 0.0182298-0.00174153j -0.0027657+0.00317205j -0.019208+0.00794107j 0.0019643-0.00137024j -2.45462e-05-0.000698273j -0.0151663-0.00601102j 0.0104411+0.00988376j 0.0161818-0.00188599j -0.0120337+0.000501954j -0.00395075-0.00745775j -0.00495728+0.0014542j 0.00152894-0.000959303j 0.00102705-0.00659773j -0.00651421-0.00162717j -0.00159975-0.00900691j -0.000536926+0.000931403j -0.00492882-0.00430916j 0.00376875-0.00445833j -0.00637477+0.000764012j -0.00366464-0.00339472j -0.00311858-0.00750482j 0.000638004-0.0062756j -0.00288549+0.00160497j -0.00260386-0.00713707j -0.011459-0.00697116j -0.00267994+0.00571483j 0.00183401-0.00232591j -0.00947491-0.00465271j 0.00107235+0.00381987j -0.00229012-0.00230922j -5.60208e-05-0.000574403j 0.00318743+0.00550818j 0.000779595-0.00411542j 0.00128672-0.00176512j -0.00415982-0.00331589j 0.00255992+0.0013587j -0.0038585-0.0040189j -0.000249259+0.00254403j -0.00226458+0.00104167j 0.00411792-0.00375883j -0.00273206-0.00586828j -0.000684101-0.00162413j -0.00117594-0.00196667j -0.000504776-0.0023033j 0.00624052+0.000168637j -0.00507152-0.00135382j -0.000169757+0.00147977j -0.0026224-0.0045248j 0.00292258-0.001321j -0.000705757+0.000420018j -5.56538e-05-0.000820252j -0.00199111+0.00282254j 0.000376114-0.00359089j -0.00227792-0.00505986j -0.00280417+0.00656095j -0.00128128-0.000748527j 0.0029718+0.00127178j -0.000622172-0.00018181j -0.00149633-0.0014871j 0.00312362+0.00115248j 0.00239277+0.0031798j 4.07899e-05-0.00344085j 6.00641e-05-0.00162062j 0.00426654+0.00234103j -0.00328952+0.00305771j 0.000381569-0.000760222j 0.00416979-0.00325824j -0.000821188+0.00324891j -0.00345257-0.00216036j -0.00186098-0.00376268j -0.000832682+0.00481909j -0.00573798-0.00287819j -0.00128006+0.00106587j -0.000343415-0.000728764j 0.00266735+0.00571122j 0.000660076+0.00347504j -0.00239727-0.00206379j -0.00239898-0.00164392j 0.00090107-0.00216889j -0.00559192-0.00142495j -0.00186727-0.00114725j -0.000456004-0.000594649j 0.00140949-0.00335153j 0.00123981+0.00143061j 0.00321937+0.000708673j 0.00223877+1.48626e-05j -0.00258555-0.00202481j -0.00107567+0.00146923j -0.000707266-0.00198452j -0.000472725+0.000404304j -0.00365614+0.00132044j 0.0022381+0.00165591j -0.0068542-0.00176263j 
0.006427+0.00053204j -0.00199878+0.0031788j 0.000660487-0.00655135j 0.00160137-0.00462463j 0.0057392+0.0107637j 0.000574411+3.82963e-05j -0.0107316-0.008894j 0.00417435+0.0164171j 0.00550722+0.00894629j 0.0156749+0.00481961j -0.00619563-0.00093296j 0.00499203-0.00141786j 0.00375441+0.00751918j 0.00203711-0.00116561j -0.00824264-0.00345128j -0.00399597+0.000298704j -0.00414835-0.00341357j -0.00134299+0.00475965j 0.00091646-0.00369878j 0.00208311-0.00325619j -0.00106821-0.00439967j -0.0074282-0.00339065j -0.00695999-0.0109067j -0.000534967+0.00320577j -0.000608186-0.00704727j -0.000140776+0.00982588j -0.00619464-0.00347831j 0.00359407+0.00140948j 0.000848648-0.00332918j -0.000191083+0.00406197j -0.00349506-0.00744732j 0.000636434+0.0043218j 0.00618064+0.013249j -0.00321873-0.00165851j -8.41541e-06+0.00430679j 0.00155052+0.00679062j 0.00117547-0.00517114j 0.000480138+0.00380415j 0.000525231+0.000790758j -0.00128901+0.00606378j 0.00240648-0.00346371j -0.0036216+0.00201046j -0.00343692+0.00216851j -0.00152825-0.00357419j 0.00297898+0.00217962j 0.000680415-0.00454612j -0.00414288-0.00557794j 0.00173108+0.00242982j -0.00251913+0.00238949j -0.000269469+0.00305217j -0.00180386-0.00352191j 0.00110262-0.000970766j -0.00112278+0.00170008j 0.000426624-0.00166642j -0.00168878+0.00078148j 0.00092365+0.00195136j 0.0024259-0.000567065j -0.00168755-0.00286706j 0.00322553-0.0033829j 0.000461663-0.00228573j -0.00230648+0.000968489j -0.00045582-0.000672864j -0.00051468+0.00139226j -0.00104704-0.00161125j 0.00354983+0.00452265j -0.00101806-3.4446e-05j 0.000333742+0.00267078j 0.00255364-0.00111839j 0.00564161-0.00435722j -0.00246379+0.00743068j -0.00259754+0.00903617j -0.00102059-0.00443315j -0.00152984+0.00194933j -0.000485896+0.00771452j -0.00596976+0.00169475j 0.000440535+0.0033653j 0.00197792-0.00630863j -0.00222338+0.00498482j 2.14802e-05-0.00290743j 0.000674485-0.00328361j 0.00244101-0.000746027j 0.000488429+0.00117696j 0.00293497+0.00421978j -0.00077175-0.000685642j 0.00130918-0.0040215j 0.00311474+0.000195903j -0.00326228+0.00409117j 0.00321151+0.00201203j -0.00308156+0.00029776j -0.0024622+0.00283552j 0.00280386+0.00139782j 0.00320372+0.00224201j 0.00197933+0.00193421j -0.00093578-0.00152195j -0.000822416+0.00280295j 
-0.010304-0.000880548j 0.0051239-0.00738898j -0.000554125+0.00212835j -0.0116997+0.00369328j 0.00801859-0.00147912j 0.00924063-0.00819933j 0.00706759-0.00888129j 0.0135793-0.0144609j -0.00772055+0.0062116j -0.0048498-0.00709522j -0.00701075-0.0121678j -0.00207415-0.00634258j -0.00734047-0.000768794j -0.00148896+0.00409125j 0.00828594-0.00636282j -0.00431926+0.00666753j 0.00617287-0.00741075j 0.00421509-0.00109451j 0.00258594-0.00529696j 0.00126728+0.00121557j -0.0035051+0.00204711j 0.00122505+0.00540295j 0.00276797-0.00851041j 0.0146425-0.0079263j 0.00412814+0.00150567j 0.00572387-0.0126413j -0.00764033-0.0070729j 0.0023406-0.00102746j -0.00329875+0.000497281j 0.00225526-0.011205j 0.00247155-0.00436205j -0.000821425-0.00301925j 0.00193739-0.00361717j -0.000751501+0.00822037j -0.00426303+0.00271397j -0.00503438+0.00333269j 0.00403822-0.00264983j 0.000642135+0.000572867j -0.00207109-0.00697852j -0.00269258-0.000383245j 0.000653874-0.00408418j 0.00153919-0.00552713j 0.00288946-0.00330523j 0.00738855-0.00244062j -0.000418358-0.00216874j -0.00092179-0.00275646j 0.00591318+0.00276099j -0.00350243+0.00196566j -0.00152626-0.00186906j 0.00790068-0.000279372j 0.00303568+0.00181649j -0.00210554+0.000308348j 0.00295304-0.000130442j -0.00284297-0.0035128j 0.00568859-0.000585685j 0.00394179+0.000291923j -0.00362442+0.00673943j -0.0106151+0.00181932j 0.00201401-0.0018538j -0.00539075-0.00389468j 0.00343516+0.00452873j 0.00346873+0.000199308j -0.00270368-0.000202384j 0.00398351+0.000209374j -0.00744629-0.00201849j -0.000330571-0.00228493j -0.0012919+0.000349671j -0.00159966+0.00156448j 0.00545691+0.00218234j -0.00277998+0.00268215j 0.00704439+0.0069513j 0.000112149-0.00605598j 0.000466973+0.00277241j 0.00377616+0.00333061j 0.00269549-0.00131205j 0.00530134+0.00486395j -0.00246253-0.00268139j -0.000237112-0.000959164j 0.00199372-0.000132911j 0.00199401-0.00161392j -0.00359114-0.00246205j 0.00148547-0.00368265j 0.00198291+0.00262056j -0.000936518+0.000140481j -0.00167884+0.00071882j 0.00314245-0.000532418j -0.00318698+0.000697933j 0.0017066+0.0015803j -0.00119469+0.000505861j -0.00182988+0.0018889j -0.00402553-0.00120989j 0.00188006-0.00102733j -0.00102158-0.000669822j 0.00203764+0.00116112j 0.00610581-0.0026212j 
0.00234332+0.000194497j -0.000145186+0.00199835j 0.00520867+0.000843779j -0.00337788-0.00031556j -0.00723371+0.000366969j 0.00268966+0.00364441j -0.00283814+0.00203624j -0.00305419+0.00138712j 0.00148158-0.00373806j 0.00561834+0.00131424j -0.0192704-0.00238552j -0.00315289-0.00135498j -0.0126139-0.00434057j 0.00963661+0.00233541j 0.00356442+0.00449038j 0.0127343+0.00379275j 0.00976739-0.000325881j 0.00133525-0.00234195j -0.0100204+0.000491911j 0.0015566-0.00261015j -0.00243202-0.00189961j -0.000801119+0.00391838j 0.000636878+0.00623264j -0.00424591+0.00331751j -0.000565573-0.00218838j -0.00210536+0.00667548j -0.00665426+0.00683774j 0.000411245+0.00152729j -0.000114818-0.000593639j -0.00576838+0.00863912j 0.000607691+0.000887572j -0.00359767+0.000921379j 0.00127325+0.00141122j 0.00676629-0.0137238j 0.000519369-0.000440382j -0.00124884+0.00383752j -0.00301921+0.0013272j 0.0014594-0.00308822j -0.00391688-0.00122517j -0.00304911+0.00240039j -2.96141e-05-0.000623125j -0.00123068+0.000161495j -0.00122454-0.000169985j -0.00219724-0.00107434j 0.000621106+0.00101982j 0.000648292+0.00133767j 0.00184945+0.00109629j -0.0011511+0.000773792j -0.00170365-0.00260283j 0.00222719-0.0017712j -0.000700906+0.000926422j 0.00198387-0.00114677j -0.000176088-9.903e-06j 0.00141455-0.00114056j -0.00198339+0.0019896j 0.00498551+0.000748669j 0.00130253+0.000228654j 0.000151682+0.00187824j 0.00199337+0.00274469j -0.00188783-0.000847359j 0.00207083+0.000443619j 0.0015751+8.45175e-05j -0.00203015-0.000867656j 0.000349626-0.00245602j -0.00297294+0.000238482j -0.00332273-0.00380153j 0.00150165+0.00434329j -0.00102794-0.000614837j 0.0046129-0.00969729j 0.00151455+0.00258816j 0.0095593-0.00320343j -0.0039731+0.00500834j 0.000920107+0.0035202j 0.00550273-0.000613358j 0.00475244+0.00837662j 4.62317e-05-0.0041365j -0.00498296+0.00157364j -0.000984685-0.000531401j 0.00162599+0.00056049j 0.00349946+0.00278271j 0.00121034-0.000334725j 0.00127845+0.001102j -0.00210764-0.00223919j 0.000696558+0.000132421j 0.00179104-0.000732906j -0.00182374+0.00103001j 0.00017079-0.000242637j 0.000150342-0.00147438j 0.00051475-0.000570924j 0.000224849-5.13907e-05j 0.00301451+0.000174461j 0.000754479+0.00049678j 0.000553971+0.000410496j -0.000723165-0.000937314j -0.00135954+0.000966848j 
0.00386908+0.00530089j 0.000830026+0.00314157j 0.00605678-0.00652413j -0.00292873+0.00101969j -0.0033205+0.00127369j -0.00183389-0.000529029j -0.00626049+0.00681269j 0.00111582-0.0095784j -0.0084357+0.00295917j -0.00159135-0.0046685j -0.00276308-0.00204492j 0.0117938-0.00551353j -0.00112749-0.00243975j 0.000517741+0.00167398j 0.00428509-0.0016987j -0.0107945+0.0059401j 0.00582271+0.00141646j 0.00140487-0.000988813j 0.000123737+0.00783043j 0.00612418+0.00272891j -0.00557021+0.00368595j 0.00246628-0.000316189j -0.000879495+0.00453479j 0.00562673+0.00877837j -0.00331576+0.00514339j 0.00405946-0.00628248j -0.00387164-0.00670223j 0.00604857+0.0023367j 0.000633693+0.00476823j -4.77121e-05-0.00760792j 0.0025574+0.000796812j -0.000109781-0.00416628j -0.00156633+0.0068007j -7.71111e-05+0.0144798j 0.00312909+0.003762j 0.00126578+0.00244858j 0.000820202-0.00172184j -0.0017508+0.000712974j 0.00053617-0.00837398j -0.00158632-0.003338j -0.000397727+0.00234583j 0.000290299+0.000691859j -0.00064811-0.000716513j -0.00251872-0.00123346j -0.00139528+0.00192193j -0.00559159+0.00586561j -0.00468307+0.00189235j 0.00418291+0.000671379j 0.000244817-0.0024903j -0.00163654-0.000852785j 0.00106928+0.00108786j 0.00376184+0.00250101j 0.0019095+0.000929802j 0.00488093-0.00297039j -0.00208376+0.00185031j 0.0037366-0.00658071j 0.0037225+0.00156864j 0.00547196+0.00179602j 0.00138456+0.00161654j 0.0036897+0.00265924j -0.00178443+2.21317e-05j -0.00180842-0.000984631j -0.00201213+0.00243818j 6.51194e-05-0.000541854j 0.0029875+0.000654042j -0.00071414+0.000749739j 0.00122694-0.00164686j 0.000372338-0.00230563j 0.000875413-0.00122015j 0.000316911-0.000965149j -0.00108414-0.000839122j 0.000238559+0.00293437j -4.50624e-06+0.00123033j 0.000289742+0.00215131j -0.000775029+0.00279949j -0.00623848-0.00165475j -0.000878225-0.000794125j 0.0014199-0.00412426j -0.00341258+0.00337511j -0.00196327+0.00427359j 0.00615833-0.000168114j 0.00480115+0.00310102j -0.00028486-0.000670385j -0.000100994+8.7e-05j -0.000135437-2.42638e-06j -0.00470766+0.000998375j -0.00199277-0.000342556j -0.00525516+0.000397229j 0.000421156+0.000923001j 0.00062656+0.00210846j 0.00984891-0.00259915j 0.0061567+0.000262207j 0.00164709+0.00173372j -0.000446294-0.00248873j 0.00285881+0.000230621j 
-0.00122084-0.00159581j -6.89993e-06-0.00117042j 0.000123016+0.00102713j 0.000645345+0.00752445j 0.00294633-0.00292545j -0.0102605+0.00243016j 0.000508263-0.00145406j -0.0179494+0.00117673j 0.00599646+0.000129773j -0.00792317-0.000905329j 0.00949668-0.00681422j -0.00286529-0.0014038j 0.0105679-0.00545842j -0.00565647+0.00486043j -0.00317384-0.00175958j -0.00985579+0.00689611j -0.00401808+0.00149621j 0.000712986+0.000634472j 0.0058993-0.0093327j -0.00271821+0.000350769j 0.00134468+0.0021607j -0.00418234+0.000596818j -0.00783217+0.00321481j 3.46914e-05-0.00378393j 0.00328009+0.00284077j -0.00954083-0.00169207j -0.00605295+0.00578655j -0.00136419-0.000719224j 0.00243854+0.000208088j -0.00863973+0.00136029j 0.00254275-0.00040247j -0.0013493-0.000913498j -0.00369216+0.00188252j 0.0128801+0.00370385j -0.00250489+0.00111643j 0.00156881-0.00538112j -0.00158362-0.000207846j 0.0022504+6.92001e-05j 0.0039963+0.00162753j 9.88113e-05-0.00176308j 0.00330713+0.00173583j 0.000349141-0.00113938j -1.86816e-05-0.00182109j 0.00364263+0.00327174j -0.000989971-0.00299707j -0.00271968-0.0011199j -0.00283292+0.00251143j -0.00166954-0.00324367j 0.00542604+0.000383326j -0.00358692+0.00329546j -0.000827307-0.000103514j 0.00214929+0.00131442j 0.00060197+0.00134556j 0.00152539+0.00273863j -0.00403969-0.000864069j -0.00740524+0.00371177j -0.00139136-0.00211888j 0.00307777-0.00362359j -0.00365552+0.00124437j 0.00597414+0.00134461j -0.00411876-0.000747347j -0.00220184+0.00149137j 0.00370552-0.000553534j 7.81626e-05+0.0031412j 0.00444144-0.00435292j 0.00856744+0.0014774j -0.0053286-0.00191747j 0.000300456-0.000777891j 0.00483308+0.0117631j -0.00246082-0.00523814j -0.002785+0.00981133j -0.000776909-0.00392524j -0.00282876-0.00290906j -0.00287016+0.00481899j -0.00966748-0.00322722j 0.000843011+0.00391591j 0.00199075-0.00465145j 0.000637906-0.00122342j -0.00187843+0.00189979j -0.003759+0.00243101j 0.00110398+5.52785e-08j 0.000313713+0.00265971j 0.00106527-0.000361319j -0.000160839+0.000794431j -0.000515479+0.0013483j -0.000384998-0.000583876j 0.00246348-0.000930083j 0.000520376+0.00072764j 0.00191943+0.00152657j 0.00161334+0.000908055j 0.000293752-0.000402736j -0.00182194+0.00146174j 0.00116934+0.00199337j -0.00108968-0.0004424j -0.000609883+0.000245427j 
0.000275156-0.000186375j -0.000197649-0.00056939j -0.00745881-0.000452793j 0.00280552-0.00481693j 0.00714133-0.00244497j -0.00338207-0.000286148j 0.00305654-0.00135081j 0.00173871+0.00436195j 0.00180659+0.00120074j -0.00246152+0.00229916j 0.0204194-0.00299279j 0.0013679+0.00105967j 0.0125755-0.00177666j -0.00780301+0.0029115j -0.00554422+0.0023117j -0.00776915+0.0013652j -0.00480438+0.00584634j 0.000271661+0.00245911j 0.00752239-0.0021434j -0.00207504+0.000221229j 0.00354757-0.000728705j -0.00103362-0.00509651j -0.00285004-0.00255407j -0.00159703-0.00220402j -0.000157219+0.000548382j 0.00022348-0.000877195j 0.00239582-0.00762946j -0.00438454-0.000564249j 0.00202539-0.00406843j -0.000453133-0.00775177j -0.00246622+0.00120179j 0.00224038-0.000838443j -0.00147268-0.00125719j 0.000987968+0.00689587j 0.00133568-0.00181117j 0.000527242-0.00195556j 0.00118595+0.00307774j 0.00117247+0.00325444j 0.00119103-0.00463856j 0.00251829-0.00160448j 0.00211706+0.00299208j -0.00206739-0.00153568j 0.00296535+0.00537991j -0.00176262-0.000862205j -8.18316e-05+0.00322148j 0.00131742+0.0024657j -0.00416917+0.000988838j -0.00119074+0.00313743j 0.00134642+0.00290877j 0.000421227+0.00026801j 0.000508097-0.00500723j 0.00106289-0.00237777j -0.00148983-0.000103744j -0.00302535-0.00653883j 0.000184604+0.000205105j -0.00322495-0.000469939j -0.00143966+0.00420056j 8.82962e-06-0.00301933j -0.00208601-0.000576498j 0.0040639-0.000756286j 0.000829347+0.00175911j 0.00207584-0.00139518j 0.00250338-0.000969079j 3.0162e-05-0.00127213j 0.000773144+0.00263033j 0.00366899-0.00610338j -0.0033856+0.0041664j 0.000125047+0.00141708j 0.00223949-0.0167027j -0.00210057+0.00547901j -0.00418114-0.0114373j 0.000245442+0.00595803j -0.0046818+0.00399654j -0.00131788-0.00331456j -0.00657795+0.00683267j 0.00131721-0.00214178j 0.000972956+0.000518045j 0.00124883-0.000570955j -0.000190357-0.0012268j -0.00208386+0.000330315j 0.00134746-0.000409169j 0.00015114-0.00116934j 0.00215602+0.000305961j -0.000633405-2.04931e-05j 4.32769e-06+0.00167291j -0.00015302-0.000424323j -0.00062611-4.34926e-05j 0.000368289+0.00190193j 0.000733264-0.000303204j 0.000640153-0.000656152j 0.000325956-0.0014065j -0.0010319-0.00291206j -0.00124479-0.00210981j 0.00065782+0.00126868j -0.000715478-0.000748166j 
