0.0259328-0.0513206j 0.107686-0.0700099j -0.0581604-0.012265j -0.0948489-0.0148463j -0.0491569-0.034238j -0.045478+0.00695205j -0.0238895-0.0446049j 0.0213604+0.0369995j -0.0188565-0.0107841j -0.045506-0.0516375j -0.0331191+0.0142774j 0.00666965+4.46784e-05j -0.00873168-0.017871j -0.00319255+0.0289238j 0.0100057-0.0229302j -0.00978692+0.026077j 0.0102669+0.023966j 0.0182787+0.0199638j 0.0316945-0.0089895j -0.0762574-0.0126893j -0.0321781+0.0121359j -0.000988106+0.0382435j 0.0147503+0.0370609j 0.0551095-0.0742714j -0.0233208-0.0808853j -0.0534256-0.0173373j 0.011651+0.0016867j -0.0371301+0.0473859j -0.0651165+0.0523566j 0.0452833-0.0611673j -0.0374927+0.00791028j -0.00616078-0.00235523j -0.0389201-0.0133275j -0.0676945-0.0174757j 0.0152797+0.00421265j 0.0123056-0.00407929j -0.0410243-0.00242277j -0.0480078-0.0703847j 0.0116804+0.0108916j 0.00157657+0.0233694j -0.017691+0.00325352j 0.00856305-0.0110378j 0.00361801-0.0120831j 0.00383102+0.0390984j 0.00127149+0.0115651j 0.00658273-0.0207232j 0.00313603-0.033087j 0.0082452+0.0244962j 0.0118745+0.011534j 0.00233043+0.0501894j -0.0129108+0.0218932j -0.00957732+0.0438038j 0.00760621-0.0371182j -0.0247548-0.00124657j 0.0426991-0.0578446j -0.0333701+0.0721533j 0.0210357-0.00689309j -0.0325108-0.0280055j 0.0117771+0.00789293j -0.05823+0.00991332j 0.119721+0.00862923j 0.0621805-0.0774848j -0.0699009-0.0636048j 0.0318639+0.10927j -0.0930931-0.00661801j -0.0545807+0.109919j 0.00481552+0.10542j 0.0323165-0.00835541j 0.0467412-0.00878641j 0.0494442-0.14191j -0.0404261+0.00936874j 0.114796-0.139294j 
0.00827888-0.00972922j 0.0287972-0.0222013j 0.0168658-0.0165464j 0.00108531+0.000339536j -0.0190204-0.0048798j -0.00339548+0.00442032j -0.000817922-6.40411e-05j -0.00407318+0.00860662j -0.004637-0.00819427j -0.00824586+0.00869362j -0.000683444+0.0106734j 5.27312e-05-0.000551311j 0.00790486+0.00263522j 0.00184542-0.00053024j -0.00711921-0.00347315j -0.0023553+0.0103766j 0.00984373+0.00384086j 0.0108047+0.00523542j -0.00775731+0.00842675j -0.00964028+0.00173408j 0.00118788-0.0104842j -0.0112617-0.00733398j 0.0139117+0.0105041j -0.0132481+0.0129239j 0.0124639-0.00603153j 0.00447744-0.00306108j 0.00136517-0.0102603j 0.000532948+0.0150257j -0.010186+0.00689522j -0.0153813+0.0060465j -0.00120651-0.029373j -0.0158221-8.43707e-05j 0.0159543+0.0157643j -0.00380355+0.00281095j 0.0342153-0.000854274j 0.000669397+0.0174669j -0.00121915-0.0127907j 0.00326168-0.028672j 0.0214092+0.0171051j 0.0230783+0.00603934j -0.00191531+0.0182565j 0.0129504-0.0186466j -0.0280359+0.0018924j 0.0380667-0.00768804j 0.0119941+0.00479516j 0.0034359-0.00612199j 0.00438133-0.015941j -0.00453444-0.00457953j 0.020304+0.0251287j -0.0125037-0.0348687j -0.00510067+0.0221681j 0.00870839+0.0178153j 0.0439149-0.0101299j -0.00766665-0.0258681j -0.0076979-0.000579409j 0.00793996-0.0252297j 0.0111299+0.0257885j 0.0222091-0.00925125j 0.0465032+0.0099265j -0.0463646-0.0229468j 0.0091284+0.0199545j -0.0494682-0.00405739j 0.000374196+0.000148721j -0.0105065-0.00105442j -0.00133371+0.0173385j -0.00985179+0.00155759j -0.0149574+0.00940955j 0.0165486-0.0169706j 0.00598682-0.0211833j 0.00877897-0.0146526j -0.0249098-0.00947368j -0.00882744+0.0037936j 
-0.00754281+0.0215939j 0.00180355-0.0289655j -0.00791467+0.000794704j 0.00686264-0.0104207j -0.00710341-0.00344314j 0.00799133-0.0148998j 0.00239196+0.00452354j 0.00404587+0.00483792j 0.00329245-0.015709j -0.00116499-0.006294j 0.00986999-0.000693742j -0.00233992-0.0029649j -0.00266034-0.00425299j -0.000964559+0.0030101j 0.0155534-0.00785022j -0.000315243-0.00160254j 0.00684636-0.0101917j -0.010629+0.00844972j 0.00843442+0.0105475j 0.0150272+0.0062658j 0.012389-0.0186861j -0.00839785-0.00904612j 0.00272819-0.00357422j -0.0040757-0.0177329j 0.0152662-0.0136325j -0.00268496+0.00386919j -0.0134811-0.00438004j -0.000941729-0.0060368j 0.010237+0.0159383j 0.0240371-0.00519197j 0.0131226-0.00163056j 0.00460439-0.016686j 0.00363932+0.00731383j -0.000199112+0.00677453j 0.00467188+0.00413985j 0.00465371+0.0184948j 0.000554133-0.00626481j 0.00788297-0.011686j 0.0143329+2.55788e-05j 0.000260097+0.0151539j 0.00753061-0.00165615j -0.0144166-0.00435948j -0.00121721-0.000197487j -0.00930173+0.0162951j 0.0065563+0.00252554j 0.00056347-0.0138867j -0.0099489-0.015151j 0.00856453+0.0118582j 0.00646238+0.00925266j -0.000377121+0.00703441j 0.00921583+0.00336113j -0.000996596+0.00195053j 0.0147266-0.0250081j 0.0121506+0.00893912j -0.00692613-0.00475517j -0.0368568+0.00883201j 0.00417696+0.021762j 0.0129785+0.0264243j -0.000103744-0.000994754j 0.00704495-0.00516059j 0.0327981+0.00569146j -0.0182078+0.0102787j -0.0235997-0.0183089j 0.0116564+0.0179115j -0.00329491+0.00335486j -0.0303542+0.0161937j -0.0166075+0.0196645j -0.0144366-0.0250963j -0.0194203-0.00461477j 0.021866-0.0108032j -0.00172715-0.0335829j -0.0122721-0.00686763j 
-0.0225649-0.0442306j -0.00867647-0.0319208j -0.000292692+0.0350226j -0.0159698-0.0140644j 0.00226072-0.0026233j -0.00632192-0.010386j 0.0028921-0.0169084j 0.00559802-0.00119401j -0.00473192-0.00456566j -0.00149911-0.0135765j -0.00926062-0.0139599j 0.00121057-0.00593733j -0.00108004-0.0132539j -0.00644179-0.00204031j 0.00629015+0.00380168j 0.00807643-0.00519129j -0.00276877-0.0167852j -0.00512237+0.00297216j 0.0110112+0.0168027j 0.00429031+0.00264885j -0.00250067-0.00364697j -0.00310529+0.0185368j -0.00025193+0.0016479j 0.0095675+0.00327683j -0.00566173-0.0109795j 0.00478564+0.00234226j -0.0115841-0.000525475j 0.00333806+0.0123018j 0.00243368+0.00808637j 0.0168519+0.0123165j -0.00252003+0.00830171j -0.00498184-0.0197604j 0.00301196+0.0144827j 0.0206628+0.01567j -0.0243971-0.00521742j 0.0259152+0.0171022j -0.00946323+0.05018j -0.00752626-0.0290835j -0.015947-0.0164255j 0.0132026+0.0317718j 0.0106231+0.0029756j 0.0346259-0.0044753j 0.0200689+0.0132286j -0.0182855-0.0257964j 0.0148854+0.0127j -0.0201158+0.00360307j 0.0106881-0.00723032j 0.0105831+0.00450448j 0.0020776+0.0298591j -0.0121722-0.0235029j 0.0166542-0.0237325j -0.0189553-0.016471j 0.0243736-0.0289442j -0.0294271-0.0509621j -0.00128746+0.00806061j 0.023548-0.0234879j 0.0110977-0.00302581j 0.004369-0.0275548j -0.0403735-0.0105324j -0.0334888-0.00625498j -0.0457591-0.0026125j -0.0275055-0.0222871j -0.0230662+0.0195994j -0.000702008-0.00540423j -0.0108134-0.000600938j -0.0192115+0.0335695j 0.0088487-0.0250776j 0.0148368+0.0155241j 0.0510142-0.00997597j 0.0179151+0.0235894j 0.0304387-0.00813042j -0.0285148-0.0396285j 
0.00196046+0.00871937j 0.00143947-0.0274759j -0.00228235-0.00287313j 0.000964739-0.0162593j -0.00300592-0.0110173j -0.00664614-0.0170811j 0.00473196-0.00242403j -0.00248676+0.00088929j -0.00522875-0.00367443j 0.00419761-0.0128506j -0.00475332-0.00884849j 0.00872324+0.00161771j 0.000273607-0.00913898j -0.00208096+0.000626311j -0.00174732+0.00139714j 0.00613126-0.00486551j -0.00211404-0.00618256j -0.00669598-0.00145288j -0.0025672+0.00740869j 0.0039174-0.000460841j 0.00298802-0.00308833j -0.00425486+0.0146035j -0.0234318-0.00568671j 9.97243e-05+0.00536296j -0.00100798+0.000958094j -0.00254557+0.0095844j -0.00535917+0.0294912j 0.00156661+0.00146743j -0.00878761+0.00474379j -0.0200819-0.00278153j -0.00477836+0.00404351j 0.0210892+0.0124199j -0.0022121-0.0196269j 0.00492907-0.0186626j 0.0205975-0.00276388j 0.00714554+0.0256873j -0.0042282-0.032437j 0.0040082-0.0290573j 0.01891+0.0235833j 0.00167971-0.00127596j 0.00731243+0.00355579j -0.0119511-0.00244921j -0.0172814+0.00991624j 0.0218062+0.00181058j -0.00363182-0.00353232j -0.00768025-0.0196724j -0.00982851-0.00577983j -0.00716596-0.0205848j 0.00712203+0.00588439j -0.0276442-0.013752j -0.0192827+0.0349466j 0.00580297+0.0250618j 0.0100097-0.00342912j 0.0276442+0.0053158j -0.020452+0.00606294j 0.00471724+0.0124322j 0.00804463+0.0498187j 0.0150261+0.0173481j 0.068529-0.0244843j 0.0176127-0.0313853j 0.0556208+0.0272688j -0.0176926+0.00512236j 0.0263297+0.00461488j -0.000521623+0.0164563j -0.00207577+0.00797575j 0.00138575+0.00296556j -0.00319737+0.00725943j 0.0222184-0.00777989j 0.00469144-0.00379545j 0.0177043-0.00743259j -0.0212887-0.0091971j -0.0027184+0.00149924j 
0.00831527-0.016146j -0.0159963+0.0138434j -0.032306+0.00143734j -0.0109527+0.0040255j 0.0133609+0.0130572j 0.00295629+0.0145327j 0.00673288-0.00591235j 0.00849127-0.0185374j 0.00296948+0.0126065j 0.00297345+0.00339462j 0.00219424-0.00494652j -0.00577777-0.000518033j -0.0139884+0.00508578j 0.00427105+1.16102e-05j -0.00192309+0.000506158j -0.00570285-0.00563244j -0.00301018-0.00273508j -0.0017869-0.0153847j 0.0134346-0.00140932j -0.00466671+0.00718472j -0.00761133+0.00118396j -0.00910036-0.00231103j -0.0114363+0.0101552j -0.000745023-0.00224933j -0.00784567+0.00292359j -0.0115517-0.0122995j 0.008553-0.0144761j -0.00775521-0.00691493j -0.00734443+0.00667152j 0.011582+0.00645952j -0.00988364+0.00812381j -0.00398687-0.00358982j -0.0270933-0.00143677j 0.00521276+0.000560176j -0.0115211-0.00664295j -0.000506491-0.0175969j 0.000595159+0.0241093j -0.0187436+0.0185167j -0.0210423+0.00255426j 0.0132092+0.00453664j -0.00428882-0.0123493j 0.0110409+0.0181112j 0.0111592+0.00229885j -0.0296691-0.00870376j -0.00614377+0.0125732j 0.00921703-0.00293578j 0.0129875+0.00261706j -0.0231821-0.0222554j 0.00255885+0.0201191j 0.0353132-0.0377002j 0.035379-0.0079193j 0.0307291-0.0197484j 0.0247912+0.0143201j -0.0063574-0.00118086j -0.0298884-0.00615835j 0.0170621-0.00586754j 0.0231302-0.0188923j -0.0122895-0.0126761j 0.00276507-0.00478829j 0.0252324+0.0300311j -0.00725442-0.00969153j 0.00669143-6.57843e-05j -0.020322+0.00232061j 0.00671203+0.00772841j 0.00583472+0.01865j 0.00853389+0.0174629j 0.00673906-0.0106537j -0.0026056+0.0103905j 0.0235452-0.0140906j -0.00265293+0.0164652j 0.013699+0.0169444j -0.00121302-0.0198527j 
-0.00116455+0.00547227j 0.0106584+0.00822895j -0.0047807-0.00964208j 0.0205626+0.00395406j 0.00264127+0.00474864j 0.00641502+0.00914582j 0.00513082+0.00378329j -0.000667577-0.0115875j 0.00247039+0.00646477j 0.00415845+0.00532624j 0.00329345+0.00602484j -0.00316966+0.00377838j -0.0103901-0.000816279j 0.00396207+0.0018389j -0.000332535+0.000851826j -0.00359999-0.00666921j 0.00222368+0.00365124j -0.0076759-0.0085683j -0.000751937-0.00656644j 0.00471817+0.00748838j -0.00281926-0.00406173j -0.0121571-0.00498169j -0.00324638+0.00274418j -0.00152439-0.0051378j 0.00164054+0.0103489j -0.00980158-0.00491392j 0.00385723-0.000721859j -0.00652296-0.0168154j -0.0158034+0.0182321j 0.00709144-0.00223101j 0.0165246-0.00119639j -0.00209095-0.00157048j 0.0323906+0.00406141j -0.00892822+0.00298754j 0.0110954+0.00063774j -0.0137203-0.00954778j 0.0242006-0.00555242j 0.0113218+0.0234787j 0.00906981+0.00839053j 0.000646709-0.0107613j -0.00618553-0.0103789j -0.0129293+0.000171923j -0.0264091-0.0210694j 0.00806778-0.01092j 0.00371293-0.00815571j 0.0226381+0.00614203j -0.000159941+0.00980023j -0.015889+0.0127756j -0.00566242+0.00373903j 0.0156687+0.0232968j -0.00167534-0.029781j 0.00610883+0.0138323j 0.0153638+0.00893701j 0.0128092-0.0224299j 0.0115137-0.0423475j -0.0102447-0.0347064j -0.0497616-0.0481868j 0.0087824+0.0102193j -0.0526204+0.0390384j -0.0736671+0.0116548j -0.0311649+0.0007248j -0.000418619+0.00250023j 0.015624-0.000205758j 0.0318745+0.0140063j -0.00646936+0.0276482j -0.0189772-0.0142334j -0.00610516-0.00114j -0.0163816-0.00181893j -0.00100508+0.0118259j -0.00597542+0.00685492j -0.00723911+0.00473414j 0.00888649+0.0108362j 
0.0144648+0.0131964j -0.022624+0.00296452j -0.0167616-0.0123731j -0.00864682-0.00216729j 0.0067509+0.0102162j -0.0107896-0.0071399j 0.0110196-0.0112572j 0.0053112-0.0115376j 0.00538427+0.00638756j 0.00624777-0.00841468j 0.0104079-0.0143533j -0.00132093+0.00393087j -0.00676806+0.00113208j -0.00876686+0.00679403j -0.00382535-0.0131778j -0.00129076+7.36913e-05j -0.0100317+0.0146293j -0.00805998+0.00801153j -0.0116841-0.000503197j -0.0126008-0.00803913j 0.0050853+0.0183711j 0.00062908-0.0108873j -0.00762433+0.00641493j -0.00247251-0.000608926j -0.00101815+0.0196213j -0.00661068+0.00250918j 0.00253982-0.00788741j 0.00163057+0.00400884j 0.00212328+0.00203239j -0.0083462-0.00538605j -0.0260853+0.00481544j 0.0079719+0.017556j -0.0252732-0.00613497j 0.00903541-0.00857131j 0.0036763-0.0168653j 0.00807138+0.0292031j -0.0187445-0.00347298j -0.0124657-0.0188987j -0.00884249+0.000491187j -0.0130498+0.0126886j 0.00868318-0.00426488j -0.00536692+0.0139442j 0.00340174+0.0226779j 0.00234473-0.00802j -0.00868813+0.00230202j -0.0172003+0.00429105j -0.00846834-0.00513955j 0.0177696+0.00653692j 0.00781594+0.00692392j -0.030242+0.0132623j -0.0077565-0.00679043j -0.004956-0.000691262j -0.00047246-0.00382939j 0.0104873+0.00341051j -0.0148265-0.0325659j 0.00623585+0.0385873j -0.0300784+0.0230476j 0.0377247+0.0035045j -0.00814607-0.0275664j -0.0164988-0.0222254j 0.00546051+0.0166131j -0.00810238-0.00512776j 0.00278139-0.0127541j -0.00610193-0.0156648j 0.00920877-0.00903571j -0.0158562+0.00551521j 0.00670577-0.0196752j 0.0345566-0.00162923j -0.0132846-0.0287218j 0.0246878-0.00985113j -0.0133105+0.00330661j 0.00338515+0.00506516j 
0.000613906+0.00553733j -0.00670937-0.00566177j -0.00384499-0.00995052j 0.00464901-0.00659694j 0.00797405-0.00631393j -0.000519804+0.0097279j 0.00210332-0.00514227j -0.00366309+0.00524555j -0.00369753+0.00178526j -0.00668403-0.00164231j 0.00299077+0.0175364j -0.00207177+0.0103336j -0.00484208+0.00646818j 0.0131213-0.00456598j -0.00958913-0.00319356j -0.0130689-0.00329148j 0.00588258+0.00946987j -0.000515722-0.00609569j -0.00433396+0.00538157j -0.00994181-0.00118628j -0.00625669-0.0121908j 0.00278602-0.0232086j -0.00446499+0.00477969j -0.00516921+0.000141047j 0.00796576+0.0132516j -0.0132591+1.33672e-05j 0.0157434-0.0106131j 0.0057981-0.0203146j 0.00242792+0.0205206j 0.00654661-6.89511e-05j -0.000395103-0.0148674j -0.0126414-0.00463307j 0.00637387+0.00592704j 0.0074228+0.00419063j 0.00250505+0.00355087j 0.00181038+0.00283763j -0.0154142-0.000517158j 0.0148938-0.0190503j -0.001814-0.00335143j -0.00885968-0.0110518j 0.0165268+0.0223866j 0.00583915-0.0224664j -0.00506594+0.00707938j 0.00726125+0.00496037j 0.0130182+0.00310088j 0.00252807-0.00870493j -0.0099942-0.0148747j 0.00861298+0.00331405j -0.000573598-0.0111754j -0.0213416+0.00591906j -0.0199269+0.0156552j -0.0252641+0.0108573j -0.0232587-0.0166292j -0.0103545-0.00822401j 0.00896138+0.0380248j 0.0238528+0.0107834j 0.0133209+0.014765j -0.0229518-0.00725593j 0.0209141-0.0135376j 0.0245372-0.00544888j 0.0171814+0.0129362j -0.00921404+0.00569862j 0.0111886+0.0078639j -0.0121582-0.00755934j -0.00166607-0.0317295j 0.000233-0.00768244j 0.00517068+0.00550176j 0.00665392+0.0172562j -0.00893368-0.00848976j 0.0214129-0.00467879j -0.00381433-0.00797978j -0.00678775+0.00733664j 
0.00338929-0.0242283j 0.0177217+0.0113424j -0.010464-0.000695666j 0.000616046+0.0193207j -0.00682509+0.0135005j -0.00140226+0.0101122j 0.0119332-0.00273946j 0.00996689-0.00719989j -0.00393577+0.0134508j 0.00519485+0.00759442j -0.00454336-0.00418896j 0.00427197-0.0146972j -0.00115579+0.00439293j -0.00510941-0.00604368j 0.00710904-0.00472529j 0.0077545-0.00104185j -0.00717235-0.0137546j -0.00133018-0.00998599j 0.0229226+0.000440888j 0.000636855+0.0120717j -0.00745358+0.00451775j -0.000763155+0.00794708j 0.00581668+0.00354572j -0.000421084-0.00432932j 0.0113247-0.00782917j 0.00507603+0.000645177j 0.0119513-0.00859261j 0.00187695-0.00505516j -0.00548488+0.00843397j 0.00578448+0.0011971j 0.00188507+0.00567107j -0.000513592-0.0063046j -0.000667156+0.0115014j -0.00453834-0.00485147j 0.00251228-0.0180619j 0.00126865-0.00201764j -0.00888504+0.0239947j -0.0109608-0.00890063j -0.000993273-0.040886j 0.00187583+0.0237786j -0.012224-0.00881273j 0.013224+0.0262916j 0.00827539-0.0061746j 0.0181357-0.00888437j -0.0016247+0.0106764j -0.0157593+0.05016j 0.0244842-0.0161851j 0.00113691-0.0371105j 0.0110079-0.00258161j -0.0184814-0.0219268j 0.00896892+0.00930684j -0.00326124+0.00333531j 0.00912693+0.00929012j -0.0203287+0.0262044j -0.0143762+0.0190561j 0.0118059+0.00478553j 0.0517251+0.00309806j 0.00467002+0.0300828j 0.0166978+0.0357564j 0.0339989+0.0141197j -0.00559882+0.0359277j -0.0167542-0.0126754j 0.0140803-0.0125588j 0.008094+0.00564864j -0.0254434+0.0154926j -0.0446329-0.000920424j 0.00686299-0.0362847j 0.0262266-0.00499187j 0.00104893-0.0103291j -0.0022271-0.00613998j 0.00311465+0.0101653j 0.00539546-0.0061085j 
-0.0146113-0.00553287j 0.0268294-0.0151707j 0.0262428+0.0174611j 0.0190674+0.00104036j -0.00404753-0.0132864j 0.00399783-0.00818371j 0.00078608+0.00651914j -0.00917504+0.00493937j -0.00739324+0.000601722j -0.00151519-6.93094e-05j -0.00942054+0.00612192j 0.0107039+0.0105771j -0.00664871-0.00520547j -0.00997673+0.00697927j 0.00631906-0.00883876j -0.00272639+0.00320573j -0.0104063+0.00677883j -0.0110831+0.00407378j -0.00667269-0.010081j -0.0232033-0.00111825j 0.00785026+0.0158706j 0.0259813-0.0160905j -0.000106948+0.000673266j 0.0073223+0.00408045j 0.00208395-0.00477608j -0.00339811+0.00693074j 0.00520535-0.00433292j -0.00109843-0.00724805j -0.0159822+0.00188108j -0.0094372+0.0202208j 0.00276937-0.003781j 0.000792744+0.0117j 0.0314564+0.00798601j 0.0080464+0.000103732j 0.0165718+0.0144926j -0.0102326+0.00222317j 0.0195132-0.0173043j 0.00960792-0.00419346j 0.0132918-0.00518745j 0.00287964+0.00226239j -0.00709766-0.00104925j -0.00996696-0.00863369j 0.00895693-0.0315895j 0.00528352+0.00809235j -0.00689374-0.005976j 0.0112204+0.0234777j 0.0157795-0.00341447j 0.0230661+0.00144802j -0.0119861-0.00842759j 0.0224936-0.0205327j 0.0141246+0.0049805j -0.0107329+0.0233634j 0.0361258-0.0014383j -0.00648363+0.00804651j 0.0100277+0.0214835j -0.0140159-0.0166418j 0.0319886+0.00306496j 0.0161211-0.0047764j 0.00137259+0.0243416j 0.00320831+0.00798241j -0.000725336-0.0118372j -0.00599155-0.0124931j -0.0145611-0.000403725j 0.00116619-0.0113587j 0.0017809+0.0165951j -0.00113471+0.00693388j -0.0240228-0.0096068j -0.00709154-0.0192625j -0.00370079+0.01512j -0.00868284-0.000752291j -0.0021608+0.00600277j 0.00590479+0.011188j 
-0.00294961-0.00469099j -0.000186998+0.00104506j 0.0169577-0.00507051j 0.00644426-0.00791856j -0.000745022-0.00510526j -0.000119703-0.00266193j 0.00260442-0.000247127j -0.00123412-0.000289615j 0.00464392-0.00428369j 0.00148858-0.00129546j 0.00551277-0.0105878j 0.00294022-0.008655j -0.0130873-0.00375182j -0.00944586+0.0057309j -0.00658345+0.000429571j 0.00725216+0.00330113j -0.00854398-0.00358007j -0.004001+0.0119624j 0.00767652+0.00541471j 0.011861-0.00491562j -0.00109303+0.010509j -0.00070503+0.0226299j 0.0162234-0.0133434j 0.00604766+0.00904089j 0.000829485-0.00261237j -0.0151304+0.00351907j -0.0139862-0.00828356j 0.000244299+0.0100683j -0.00596096+0.0137196j 0.0019588-0.00388831j 0.0124051+0.00820333j 0.00356976-0.00916044j 0.0270309+0.00386635j 0.00615105+0.00958277j -0.00179475+0.0145018j -0.00318848-0.0105155j 0.0171946-0.00102889j 0.0192349-0.00409293j -0.00302415-0.00248929j 0.00611406-0.0172336j 0.00458994+0.0139392j 0.00326939-0.0259734j -0.00670928-0.00864071j 0.0138913+0.00260334j 0.00798389-0.00695521j 0.00431752-0.00829474j -0.00250429-0.00290662j -0.00364313+0.00722412j -0.00560751-0.0283229j 0.00262725+0.00853545j -0.0057372+0.0122673j -0.0252907+0.00855348j -0.0199659-0.0140682j 0.00235834-0.021195j 0.0195319+0.0335811j 0.00303015-0.00813398j 0.0183924+0.00278859j -0.0162318-0.000935145j 0.00066296+0.0160854j 0.00859671-0.00298409j 0.00510772-0.00526424j -0.00382134+0.00364748j 0.00293186+0.0230688j 0.00395442+0.00735019j 0.000181219-0.00914245j 0.0121316-0.00487659j -0.00200128+0.00730692j -0.0230014+0.00609437j -0.00270232+0.0165934j -0.00250222+0.00499014j 0.0141488+0.00108238j -0.0044687-0.00436272j 
0.00982612-0.0140092j -0.00208064-0.00706781j -0.00701496-0.00774872j -0.00789749-0.00404014j -0.00135461+0.00194526j -0.00131057-0.00555748j 0.00487295+0.000457267j -0.0123584-0.00019983j 0.00482506+0.00455129j -0.00403994-0.0084343j 0.0063111+0.00855796j -0.00687007-0.00483382j 0.0037184-0.00137686j 0.000276822-0.00486934j 0.00743098-0.013656j -0.00252949+0.0167066j 0.0055959+0.00469938j -0.0013207-0.0122666j -0.0275531-0.00362113j 0.00514613-0.00500896j -0.000220124-0.00840993j -0.00898618-0.0116576j -0.0110032+0.00289003j 0.00363418-0.0103215j -0.021326-0.00123114j 0.0113568-0.0201242j -0.0205054+0.00514404j -0.00586927+0.00834606j -0.0120327-0.00507297j 0.00041956+0.00962915j 0.0111229-0.00750151j -0.0129269-0.0110689j 0.0199102+0.00951792j 0.00333194+0.00177309j -0.00516014-0.000521188j 0.00698439-0.00288395j 0.00187216+0.00787266j 0.0197179-0.00749962j -0.00496157-0.0157597j 0.00596674+0.0108987j 0.00968492+0.00432825j 0.00154521-0.00583648j -0.00737172-0.0138921j 0.0113888+0.000573037j 0.0116578+0.00469116j -0.00314645+0.0262403j 0.00397371-0.0151488j 0.000264822-0.000391719j 0.00969511-0.0142896j 0.00668522-0.00899182j 0.00163745+0.00415071j -0.0156703+0.00503142j 0.00240683-0.0150475j -0.0249869-0.00616118j 0.00399306+0.0315506j 0.0104142-0.0163221j 0.0466591-0.00102231j -0.0131757-0.00288903j -0.00592523+0.0336261j 0.0130174+0.0171664j -0.0138686+0.0120252j -0.012108+0.0101941j -0.0139758+0.0144081j 0.00150073+0.00787247j -0.000133292+0.00266062j -0.0105191+0.0066762j -0.00664442-0.014668j -0.000801957+0.00188703j 0.00852334+0.00603305j 0.0100821+0.0121823j 0.00890866-0.00490299j -0.00980789-0.00978185j 
0.00888634-0.00175711j 0.0026655+0.00284388j 0.0296788-0.0152465j 0.00163058-0.00108059j -0.0153571+0.000275542j 0.000246024-0.00705935j -0.00192364-0.00152013j 0.000323287-0.00357832j 0.00325183+4.86608e-05j 0.00512368+0.000906465j 0.00391405+0.00567278j 0.00528573-0.00321825j 0.00365679-0.000304529j -0.00148435+4.16784e-05j 0.0137976-0.00409227j 0.00265382+0.00774158j -0.00925253-0.000272882j -0.00137729-0.00948065j 0.00332172+0.00449577j 0.0175412+0.00568181j -0.00302634-0.00833119j -0.00456113+0.0136029j 0.0079362+0.00904698j -0.012787+0.00150888j -0.00260884-0.00391385j 0.00126841-0.00324382j 0.0124686+0.00277409j -0.0111258-0.0183061j -0.00416185+0.00546133j -0.0116237-0.0106558j 0.0159726-0.000972766j 0.00490091-0.00572728j 0.024314+0.000827515j 0.0218308-0.000133402j 0.0201561+0.0186425j 0.000644644+0.0170777j 0.0194685-0.0293938j 0.00424246-0.0131083j -0.00439726+0.0111719j 0.00731792-0.0029461j 0.00583073-0.0081782j -0.00157085-0.013678j 0.0159329-0.015702j 0.0105622+0.0158256j -0.0116173-0.0174511j 0.00582805+0.0154525j 0.00330807+0.0202625j 0.0354696+0.0410261j -0.0155491-0.00600711j 0.0252473-0.0158873j 0.0281011-0.00572978j -0.033113+0.00495572j 0.0271893+0.00140372j 0.00388201+0.0269237j -0.00440977+0.0112856j -0.0528655-0.00846299j -0.0158535+0.00443149j 0.0153858-0.000901661j 0.00509566-0.0323981j 0.00779416+0.0036852j 0.0146209-0.0148937j 0.0202782-0.016603j -0.0142379+0.00827684j -0.0160882-0.0199822j 0.0251196-0.00933182j 0.01905+0.0194326j -0.0237937-0.0008363j -0.0021691-0.00581793j -0.0221687+0.0100862j -0.000909525-0.0111285j -0.000593941+0.0155555j 0.00582755+0.00906079j 
-0.000503922+0.00532698j -0.00947715+0.021175j -0.000234028-0.00937932j 0.00153723-0.00105413j -0.00601191+0.00830269j -0.00874018+0.00595742j -0.00272674+0.00288372j 0.0129311+0.00495838j 0.00176368-0.00445411j -0.0111513-0.00319043j 0.000334317-0.00719025j -0.00142329+0.00244769j 0.00647521-0.00125176j -0.00484028-0.00448541j -0.00230306+0.0132183j 0.0114587-0.00177829j 0.00565839-0.000492059j -0.00573029+0.0135396j -0.0157588+0.012424j 0.000330914-0.00579307j 0.00577594+0.0078509j 0.00573461+0.00134508j 0.0113858+0.00110809j 0.0094999-0.00533888j -0.00325403+0.006573j -0.0105447+0.00382992j -0.00957903-0.00222548j 0.0128511+0.00239109j 0.000616483-0.0130703j -0.00195741-0.00756774j 0.000184523+0.00632556j -0.00122934-0.000509501j 0.00440306-0.00276523j -0.00619468+0.00495458j -0.00105758-0.0143109j 0.00600699+0.00376497j 0.00977145+0.00544521j -0.0105788+0.0238148j -0.00584261+0.0213037j 0.00492502-0.0015648j -0.0100469-0.00893406j 0.0146174+0.012507j -0.0116779+0.0299344j 0.0107981-0.000972647j -0.0110558+0.0147916j -0.00736884+0.00232639j -0.0143539+0.0388029j -0.0172796+0.013667j 0.00174634+0.00516909j -0.0217485-0.00667137j 0.0309037-0.0278331j -0.00244004-0.0277761j -0.0150794-0.0196113j -0.010338+0.0128076j -0.0451597-0.00759453j -0.0188441+0.000782732j -0.0135536-0.0265004j 0.0166039+0.0239893j 0.0146383-0.0062194j 0.0169361-0.00719291j 0.00180678+0.00596054j -0.00105726+0.012135j 0.00524039-0.0010732j 0.0142692+0.0144421j 0.00839021+0.00599962j -0.00770788-0.00448094j -0.00583815+0.0094786j -0.0156131+0.00379738j -0.00228864+0.00402432j -0.00951976+0.0103666j 0.00259649+0.00748014j 0.0119827+0.0052192j 
