0.0259328-0.0513206j 0.107686-0.0700099j -0.0581604-0.012265j -0.0948489-0.0148463j -0.0491569-0.034238j -0.045478+0.00695205j -0.0238895-0.0446049j 0.0213604+0.0369995j -0.0188565-0.0107841j -0.045506-0.0516375j -0.0331191+0.0142774j 0.00666965+4.46784e-05j -0.00873168-0.017871j -0.00319255+0.0289238j 0.0100057-0.0229302j -0.00978692+0.026077j 0.0102669+0.023966j 0.0182787+0.0199638j 0.0316945-0.0089895j -0.0762574-0.0126893j -0.0321781+0.0121359j -0.000988106+0.0382435j 0.0147503+0.0370609j 0.0551095-0.0742714j -0.0233208-0.0808853j -0.0534256-0.0173373j 0.011651+0.0016867j -0.0371301+0.0473859j -0.0651165+0.0523566j 0.0452833-0.0611673j -0.0374927+0.00791028j -0.00616078-0.00235523j -0.0389201-0.0133275j -0.0676945-0.0174757j 0.0152797+0.00421265j 0.0123056-0.00407929j -0.0410243-0.00242277j -0.0480078-0.0703847j 0.0116804+0.0108916j 0.00157657+0.0233694j -0.017691+0.00325352j 0.00856305-0.0110378j 0.00361801-0.0120831j 0.00383102+0.0390984j 0.00127149+0.0115651j 0.00658273-0.0207232j 0.00313603-0.033087j 0.0082452+0.0244962j 0.0118745+0.011534j 0.00233043+0.0501894j -0.0129108+0.0218932j -0.00957732+0.0438038j 0.00760621-0.0371182j -0.0247548-0.00124657j 0.0426991-0.0578446j -0.0333701+0.0721533j 0.0210357-0.00689309j -0.0325108-0.0280055j 0.0117771+0.00789293j -0.05823+0.00991332j 0.119721+0.00862923j 0.0621805-0.0774848j -0.0699009-0.0636048j 0.0318639+0.10927j -0.0930931-0.00661801j -0.0545807+0.109919j 0.00481552+0.10542j 0.0323165-0.00835541j 0.0467412-0.00878641j 0.0494442-0.14191j -0.0404261+0.00936874j 0.114796-0.139294j 
0.0132338-0.00528702j 0.0130589-0.0273636j -0.0227667+0.00929694j -0.0125819+0.0100975j -0.00867882-0.0180356j -0.0246865-0.00796216j -0.00732162-0.00614233j -0.00903126+0.00919637j -0.00610999-0.00636359j 0.012635-0.0101863j -0.00277684-0.00441681j -0.0045845+0.00103897j -0.00848859-0.00545947j -0.00780391-0.000311269j -0.000520097-0.00356262j 0.0018041+0.00344175j -0.0061679+0.00300073j -0.000641078+0.0133952j -0.00366114+0.00671948j -0.00712961-0.00219713j -0.00448829-0.00224787j -0.0010174-0.00178355j 0.00182772+0.00263852j 0.00487139+0.00520715j 0.0070058-0.0103836j 0.00129972+0.00310993j 0.00082916-0.00315763j -0.0019354+0.00689519j -0.00726908+0.00634311j -0.00709761+0.0125215j -0.00441215-0.0118664j -0.00533212-0.00445302j -0.00924882+0.0106479j -0.00816165+0.00804248j 0.0205198+0.00600302j 0.0468303-0.0182332j 0.016289-0.00515134j -0.00918288-0.0406078j 0.041253-0.0111408j 0.00763936+0.0144429j -1.64978e-05-0.0335067j 0.0493176-0.0248071j -0.0288166-0.00150923j -0.00217429-0.00231488j 0.026735+0.0556966j 0.0228465+0.0346007j 0.0116353-0.00968389j 0.0113697+0.0148852j -0.0227685+0.0122826j -0.0230831+0.01496j -0.00174004-0.00845511j -0.0181712+0.00730174j 0.00427508-0.00678019j -0.0188125-0.00219706j 0.00792906-0.00145995j 0.00435713-0.00528601j 0.00155431+0.00698636j 0.00606695-0.0243034j -0.0119011-0.00532624j -0.00329258-0.00871922j 0.0172859+0.0111768j 0.0147865-0.00698659j -0.0085254-0.00492895j -0.0191089+0.0222414j -0.0191246-0.0101818j -0.00833194+0.0174069j 0.0027747+0.0108547j 0.00581218-0.00874615j 0.00997624-0.0025898j 0.0076119+0.000465474j -0.00846975-0.00247996j -0.0172174-0.0176293j 
0.0066653-0.0252527j -0.0144786+0.000764015j -0.000282679+0.0141467j -0.00965745-0.0218207j 0.0151183+0.0105041j 0.00993538+0.00780771j 0.00323854-0.00777699j 0.0107636-0.00545062j -0.00932389-0.00718841j -0.00127786-0.0133875j -0.0133072-0.000108994j -0.00415751+0.0117305j -0.00750562+0.00713392j 0.00095238+0.00576604j 0.0111152+0.00359331j -0.00796037+0.0018282j 0.00376642+0.00136669j 0.0028931-0.00881328j 0.00369133+0.00158653j -0.00557889-0.00122555j -0.00859495+0.008771j 0.0006635+0.00333298j 0.0023321+0.00282067j 0.00345412-0.00961082j 0.000147045+0.00103891j 0.00517146-0.00517026j 0.00421469-0.00886954j -0.000861633-0.00312177j -0.000259792-0.00680407j 0.000978745+0.00047232j -0.0015886+0.0151018j 0.00529484-0.00553674j -0.0166499+0.0316003j -0.0122127-0.00127118j -0.00956669+0.00361609j 0.00184312-0.00742122j 0.00384401+0.00918417j -0.0141324+0.0260633j -0.0133637-0.0242609j 0.000511238+0.0120664j -0.0315646+0.00299342j 0.00955826-0.0118149j 0.0203298+0.0144649j -0.0326836-0.0104217j 0.0399876-0.0122967j 0.00958671-0.0168278j 0.022879-0.0212937j -0.00794273+0.00177261j 0.00778044+0.0287652j 0.0227666+0.0074274j -0.0172411-0.0128821j 0.00139727+0.0122483j -0.00172915+0.0077853j -0.0095149+0.00244549j 0.00971724+0.0103648j -0.00578886-0.00262665j 0.00832708-0.000388035j -0.0202908-0.0141915j -0.00655322+0.0158157j -0.00147246+0.00188618j 0.0114141-0.000417504j 0.00341151-0.00498245j -0.00775254+0.018627j 0.0226421+0.0187497j 0.00489205+0.0174492j 0.00200301+0.0194441j 0.00689539+0.00340579j -0.00895117+0.00738634j 0.0188981-0.00919315j -0.00436158-0.00470782j 0.0117788+0.0111668j -0.003965-0.0110173j 
0.0126419-0.00873885j 0.0341483-0.0132688j 0.0137185-0.0285529j -0.0103864-0.00983705j -0.0117186+0.0120649j 0.0122861+0.00405055j 0.00446473+0.0105592j 0.00647414+0.0114291j 0.00671483-0.019638j -0.0105003-0.0127906j 0.00215149-0.0122035j -0.00354046+0.00919977j -0.00334745-0.00351237j -0.00756645+0.00744524j 0.00397649+0.00273573j 0.000167996-0.000421289j 0.00313035-0.000254339j 0.00274609+0.00655636j -0.0001374+0.0107577j -0.00358946-0.00579157j -0.000369326-0.00196111j 0.00125296+0.00328271j 0.0120288-5.02922e-06j 0.00176119+0.000855737j 0.00541342-0.00164701j 0.0012214+0.0099553j -0.00478738+0.000372607j -0.000902442+0.000994388j -0.0125024-0.00402541j -0.00652501-0.00343794j 0.00627108+0.000986702j 0.00205327+0.00222509j -0.00346109+0.0228149j -0.0207719+0.00395251j 0.0349718-0.0210424j 0.0217371-0.016916j -0.00526959-0.0372888j 0.0139434-0.0286923j 0.00996647+0.0394061j 0.00569778+0.011317j 0.0163194-0.0119047j -0.00109895-0.00671628j -0.00445019-0.0158964j 0.0153969+0.00774118j -0.0133141-0.0017106j 0.00037279+0.0128903j -0.0147582-0.00630211j 0.00205244+0.00145133j -0.000571706-0.00947266j -0.0139222-0.00128358j 0.00944044+0.0111065j 0.00251609+0.000811825j -0.00343637-0.00223977j -0.00870313-0.00538206j -0.00100833+0.000890861j 0.00386088-0.000154557j -0.00335922+0.00281344j 0.0118371+0.00155149j -0.000696119-0.00730297j 0.00137106+0.000135342j 0.00504989-0.000409445j -0.00123192+0.000760675j 0.00985807-0.012687j -0.0167422+0.000711003j -0.0128533-0.0126308j 0.00178057-0.00296986j -0.00569862+0.00747872j 0.0114935-0.0114759j -0.0107995+0.00776901j -0.00584476+0.00416444j -0.0150662-0.00141342j -0.00623701-0.00595498j 
-0.00734088+0.00609265j -0.0220935+0.0123439j -0.0137694-0.0203097j -0.0309254+0.0165287j 0.0350359+0.00950284j -0.00192227+0.00104821j 0.00253787-0.0085848j 0.00591057-0.00279687j -0.00521404+0.010523j -0.00523383+0.000786554j -0.00578671-0.000927649j -0.00155719-0.00521792j -0.000100667-0.00260928j -2.7095e-05-0.0027548j -0.00812513-0.00326589j -0.00095373-0.003172j -0.00287473+0.0052557j 0.00356556-0.00117074j 0.00297924-0.00490276j -0.00092797-0.00322662j -0.00330337+0.00121041j 0.00128673-0.00606457j -0.00467598-0.000576705j 0.00348228-0.0014748j -0.00434093+0.00412175j 0.00214008-0.000432521j 0.00129037+0.00395243j 0.00641934-0.00862643j 0.00826809-0.00756414j 0.00984714-0.00409457j -0.0179772+0.00169328j -0.0126158+0.0107105j -0.0583038-0.00416566j 0.0339738-0.0457849j -0.0719419+0.000339213j 0.0008846+0.00872317j -0.0132251+0.0534334j -0.00480104-0.0131063j 0.00327149-0.0121236j 0.0318105-0.0192096j -0.00224155-0.00866847j 0.00111307+0.00456654j -0.0234062+0.00225361j -0.00129255-0.00860198j 0.00271321+0.0395238j 0.00547847+0.0196527j 0.025372+0.00255453j -0.00492623+0.000227486j -0.00762168+0.0012703j -0.00844015+0.0029028j 0.00170554-0.0049789j 0.00617662+0.00115398j -0.00577739-0.00717567j -0.00805672+0.0022322j -0.00186906-0.00312345j 0.0145358+0.00262131j 0.0016384-0.00643296j 0.00664149-0.0171496j -0.00324698-0.000123512j 0.000731209-0.00241094j -0.00635133+0.00816382j 0.00314041+0.00136164j -0.0146908+0.00570907j -0.0011543-0.0132613j 0.0112009+0.000419425j -0.0124008+0.0001694j 0.0024896+0.00375545j 0.00988554+0.00655436j -0.00187439-0.00396668j 0.000875986+0.0168162j 0.00219666-0.00443074j -0.000279175+0.011632j 
-0.0297552+0.000244409j 0.0367991-0.0140236j 0.0238475-0.00279721j -0.032949+0.0255455j -0.0342494-0.0232099j 0.00232049+0.0129904j -0.0166006+0.00201173j 0.00609799+0.0165607j -0.00617796-0.00252431j -0.00502084-0.010629j -0.00964642+0.00776024j 0.00384484-0.00173489j 0.0106025+0.00713834j -0.00270634-0.00178795j -0.00089393+0.012147j -0.00254091+0.00283868j 0.00727657+0.00417923j 0.0072569+0.00387526j 0.000816086+0.00183261j -0.00650919-0.00968537j -0.000112413+0.00598764j 0.00717793-0.00104075j 0.00337358+0.00423849j -0.00297464+0.00233764j 0.0119149-0.011878j 0.0039989+0.00282231j -0.00752995+2.69036e-05j -0.00726581+0.00409745j -0.0253893+0.00385852j 0.00124552+0.000600292j 0.00115642-0.00656624j -0.0188325+0.0147452j -0.00452564+0.0044538j 0.0389676-0.0224603j 0.0591221+0.0165986j -0.00208487-0.0759428j 0.0287749-0.0244253j -0.023693-0.0500494j 0.0328961+0.00250476j -0.00832883+0.0155452j -0.032084+0.000228211j 0.0113672-0.00055019j -0.0246633-0.000501166j -0.00409124+0.0391754j 0.0119063-0.00923092j 0.00621324-0.0177157j -0.00193065-0.0140133j -0.0137255+0.0151066j 0.0126674+0.0100906j 0.00969921+0.0014174j -0.0258123+0.00895203j 0.0195849-0.0275927j -0.0161774+0.00692217j 0.000149386+0.0154055j 0.00614839-0.0104031j 0.00328907-0.00152722j -0.00599089-0.0219925j -0.00257893+0.000176419j 0.0236391+0.0121796j -0.00288202-0.00339132j 0.00159298+0.0097107j -0.00310855-0.00784717j 0.015376+0.013726j 0.0132401-0.0098686j -0.012451+0.00650059j -0.00320829+0.0102173j 0.000146804+0.000208826j 0.018719-0.00880605j -0.0173365+0.000358407j -0.0148938+0.00741413j -0.0111932+0.00987712j 0.00723575-0.0095978j 
-0.0154183+0.026031j -0.0333301-0.00178479j -0.0302806+0.00796069j -0.00464544+0.0205479j -0.0151867-0.0103372j 0.00690243-0.0262955j -0.0123276-0.0209602j 0.0228927-0.0137924j -0.00801923-0.00820808j 0.0131367+0.0105592j -0.00484554-0.0101189j -0.00338898+0.0126796j -0.00569374-0.000661848j -0.000593317+0.000603253j 0.00508765-0.000953797j 0.00627673-0.00488019j 0.00366615-0.00500936j -0.00916551-0.00106176j -0.00173177-0.00169736j 0.000939842+0.00652973j 0.0016257-0.00331065j 0.00144344+0.00355443j 0.00563594-0.00604068j -0.00885551+0.00667015j 0.00695831+0.00476826j 0.00243059+0.00256897j -0.00468112-0.000615475j -0.0083545+0.00896789j -0.0147671+0.00917948j -0.00393724+0.0116726j 0.000952822-0.0077457j -0.00128219-0.00391537j -0.0347079+0.0130019j 0.00214872-0.0257838j -0.0362267-0.0135137j -0.0088695+0.0262876j -0.00672561+0.00616346j -0.012982+0.0192211j 0.0201567+0.0140403j -0.0124781-0.00736426j 0.00879641-0.0226647j -0.00238832+0.00789486j 0.0112717+0.00380897j -0.0134808-0.00317519j -0.0104069+0.015129j -0.0104032-0.00684828j -0.00113738+0.0108164j 0.00330451-0.00321496j -0.0026014-0.00259706j -0.00324011-0.000572391j 0.00100511+0.00241083j -0.0127716-0.00291124j 0.00441077-0.00263226j 0.000592249-0.00127349j -0.000267027-0.00329284j 0.00371905+0.00237595j -0.00992462+0.0032982j 0.0105174-0.0016042j 0.00409282-0.00808471j 0.00940917-0.00114646j -0.00451695+0.00589846j 0.00590461+0.00178137j 0.00590721+0.00278872j 0.00532385-0.0101584j 0.00789296+0.00335725j -0.00111828+0.0047254j 0.000357923+0.00115664j 0.000612777+0.00413414j 0.00131118-0.00689733j -0.00173506+0.000463064j -0.00100475-0.00289798j -0.00747817+0.00394608j 
0.0221939+0.0137313j -0.0184921+0.0223923j -0.0240909+0.0115006j 0.00788518+0.0113739j 0.0208761-0.015904j 0.0119021-0.00704948j 0.00595176+0.00644452j 0.0270093+0.0280837j 0.0035094+0.0010253j -0.00502613+0.00579532j 0.0129425-0.00572736j -0.0133913-0.00229297j -0.00341357-0.00872215j 0.00455922-0.00645128j -0.00386053+0.0112967j 0.00707063+0.0052926j 0.00406304+0.00435651j -0.00301786-0.00339626j 7.93086e-05-0.0117397j -0.00395038+0.00456613j 0.00674748-0.00189781j -0.00671073-0.00286999j 0.000819217+0.0014697j -0.0073113-0.00522958j -0.0126196+0.00689427j -0.00165021-0.00280392j -0.0115027+0.00348081j -0.000145612+0.00404033j -0.0104+0.022058j 0.028393-0.00873798j -0.00802961-0.00992744j -0.0125075+0.0158543j -0.00731006+0.00766033j -0.0055479+0.0145368j 0.0133297-0.023767j -0.00549027-0.0172797j -0.00375862-0.0136578j -0.0125627-0.00633315j -0.0230238+0.0203276j -0.00740964-0.0081713j 0.0138284-0.00629615j -0.00294388+0.00821386j 0.00549913+0.00492449j -0.00506598-0.0079982j 0.00142169-0.0052888j -0.00397549+0.00376644j -0.00177929-0.00486011j 0.00682814-0.000418031j 0.00100647+0.00164289j 0.00258815+0.00089636j 0.000221051+1.92365e-05j 0.00839299-0.00508305j 0.00262504+0.000265147j 0.000477924-0.00145043j -0.000690702-0.000884421j 0.00968683+0.000583584j -0.00504803+0.00150998j 0.00295715-0.00011285j 0.00186193-0.00275304j 0.00530343+0.000471131j -0.00316127+0.00444534j 0.00509126-0.00442928j 0.000577285+0.00563773j 0.0063538-0.0132909j 0.0136929-0.00127719j -0.00110284+0.00508946j 0.00377228+0.00397103j 0.00659964+0.0128216j -0.000176576-0.0122556j 0.00678367-0.0078344j -0.012577+0.00408268j 0.00590385+0.000898078j 
0.0572775-0.0279098j 0.00163616+0.0505071j 0.0685197-0.0230152j 0.0195627-0.0306098j -0.0114974-0.0129159j -0.0131342+0.000505661j -0.00162038-0.0130448j 0.00143675-0.0016932j 0.00612192+0.000410163j -0.0184186+0.00277305j 0.00498795+0.00037995j -0.000157583+0.00273071j 0.00213852-0.00308383j -0.00292712+0.00273562j 0.000189223-0.000854402j -0.0041327+0.00448999j -0.000718898+0.00474076j 0.00257893-0.00444892j -0.0113301+0.00669332j 0.000179531-0.00489867j 0.00205409+0.00246898j 0.00187884+0.00060212j 0.00230579+0.00428894j -0.00399849-0.00711351j 0.00532462+0.00538478j -0.0144202+0.00945359j 0.0044934-0.00486146j -0.00407978-0.0136562j -0.00556105-0.0266933j -0.0394692+0.0186668j 0.0388981-0.00989193j 0.00231355-0.0295718j 0.0763164-0.0654016j 0.0486445-0.00496456j 0.00575009+0.060985j 0.0301752+0.0156019j -0.00101189+0.0404297j -0.00560581+0.012039j -0.0210506-0.0262361j 0.0302203-0.0132795j -0.00483536+0.0388148j -0.00957132-0.00858381j -0.0313485+0.00642002j 0.00319108-0.00828322j 0.00683535-0.0156495j 0.023128+0.0107931j -0.00967762-0.0029391j -0.00707716+0.00718184j -0.00367919-0.00523942j -0.00399056+0.00379703j 0.0126652-0.00388139j -0.00490859+0.00907227j -0.0099721+0.00382637j 0.00308293+0.00997713j -0.00948333-0.00257691j 0.00758838-0.00389021j -0.00527255-0.000227225j 0.00145431-0.00752642j -0.00153234-0.00228986j 0.00133685-0.000211379j -0.00419784-0.0102268j -0.0175777-0.004469j -0.000901584-0.01228j -0.0254825+0.00810444j 0.00411863-0.00166389j 0.00546852-0.00649548j 0.00998832-0.00863203j 0.00781216-0.0256738j -0.00501302+0.0227549j -0.00375296+0.023989j 0.00779648+0.00554756j -0.0126633+0.0302318j 
-0.0161281-0.0656053j 0.0232664-0.0450239j 0.0326951+0.0108792j -0.0420815-0.0179735j 0.000153297-0.0111932j 0.00855057-0.0180242j 0.012565-0.0178325j 0.00365533+0.00885417j -0.0103939-0.00664528j -0.00839737-0.00676387j 0.00117448+0.000704937j 0.00292833-0.00261645j 0.00187656-0.00213916j -0.00356721-0.000671778j 0.0102882-0.000513235j 0.00208971+0.00681631j -0.00108546-0.00718135j 0.00425493+0.00522047j 0.00665541+0.00839287j -0.00459397+0.00547431j 0.000144243+0.00229841j 0.00472788+0.00614213j 0.0123923+0.00703581j 0.00121333-0.000547762j -0.000157766-0.0154344j 0.00287505+0.00372805j -0.0165063-0.0157477j 0.000640728+0.0234206j -0.0211056+0.02823j 0.0188271+0.0315327j 0.00450151-0.0312269j -0.035463-0.0153957j -0.0201332+0.00294755j 0.0728984-0.0181492j -0.0126287+0.042667j -0.0159139+0.0592697j -0.0430367+0.0350592j -0.00696331-0.0231285j 0.00662174-0.00902271j 0.004306+0.00589011j -0.00495401+0.00836259j -0.001026+0.00503095j 0.00814705-0.0100512j 0.0249208+0.000358642j -0.000692939-0.0170417j -0.0174618-0.0079777j 0.00492205+0.012296j -0.00849327+0.00496608j 0.00389039-0.0197311j 0.00625374-0.0104155j -0.00292314+0.019509j -0.0237288-0.0126541j 0.00201644-0.00478786j -0.00448645+0.00861957j 0.00296435-0.0127688j -0.0197522+0.00160663j 0.00816396+0.0116123j 0.000485941+0.00564019j 0.002877-0.00278083j -0.0063405-0.00446179j 0.019301-0.00731218j -0.0094002-0.0224651j 0.0131936+0.00658144j -0.011033+0.00107739j -0.0136504+0.0105109j 0.00884751+0.0132835j -0.00259879-0.012287j 0.00146702+0.00433363j 0.00812351-0.0163064j -0.0178235-0.00910118j 0.014606+0.0356562j -0.0109376-0.0122136j 
0.0312617+0.0446149j -0.041743-0.0330214j -0.0205073-0.0441444j -0.0342395-0.0363149j 0.012827-0.0205793j 0.00704824-0.0138358j -0.0044687+0.00720033j -0.00858591+0.017289j 0.00971966-0.0126519j -0.00770141-0.00574335j 0.00792339+0.0044729j -0.00478084+0.00094346j -0.00527333+0.00132623j 0.0114692+0.00764397j -0.012112+0.0109628j -0.00710383+0.000754529j 0.00845835+0.00538577j 0.00221401+0.00582956j -0.00507858+0.000131583j -0.000939649-0.0074432j -0.00652782-0.00806202j -0.00242331+0.00227197j -0.00960757-0.00223784j 0.0101895+0.00729547j -6.24846e-05+0.000517266j 0.00238343+0.00698426j 0.0125675+0.0233555j 0.0169597+0.00181036j 0.0298832+0.0188649j -0.00489189-0.0235352j -0.0279097-0.027144j -0.00354323+0.0198251j -0.0496742-0.0573291j 0.034808-0.0163081j -0.0276165+0.0549742j -0.024273+0.0198185j -0.00461086-0.0189521j 0.0370009-0.0286418j -0.0075995-0.00927038j 0.0169377+0.00934874j -0.0262575+0.0157023j -0.02404+0.00357512j -0.00410487+0.0301674j -0.00948231+0.0192037j -0.00145918-0.0158704j 0.0176075-0.0100539j -0.0302456-0.000740787j -0.0027978-0.00279628j 0.0199023+0.00523614j 0.00511866+0.0102309j -0.0193923+0.00453843j 0.0100006-0.0266448j 0.000434218+0.0145321j -0.00674699-0.00705597j 0.0129207-0.00215763j 0.00577151-0.00730288j -0.0163888+0.00167531j -0.0137874-0.0106398j 0.000997184-0.0140316j 0.0128904+0.00120167j -0.000932927+0.0213977j 0.0137394-0.0118198j 0.00199615-0.00870976j -0.00226649+0.000372551j 0.00309189-0.0198511j 0.00120615+0.0166014j 0.019546-0.00402892j 0.00122858-0.0233601j 0.0210419+0.0128386j 0.0179552-0.00213842j -0.00876187-0.00575776j -0.0281938-0.0137309j 
0.0291491-0.00923843j 0.0675533+0.00604032j -0.053286-0.0462061j -0.0203286+0.0726677j 0.00427813+0.00317062j 0.00372611+0.00064446j 0.0146642+0.011089j 0.00120897-0.00489668j 0.00269395+0.0137262j 0.00272007+0.00521813j -0.00358418+0.00411484j 0.0048179-0.0145755j 0.00721891+0.0021129j 0.000372772+0.000851065j -0.00421579-0.00855919j 0.00584974-0.00374816j 0.00287304+2.29673e-05j -0.0016644-0.00461904j 0.00170327-0.00957213j -0.00967353+5.75094e-05j 0.0043642+0.00550804j -0.00215315-0.0115614j -0.0072784+0.00197173j -0.00803412-0.00498907j 0.00796319-0.0072276j -0.00368639-0.0134225j 0.00700313-0.0170358j -0.0257907+0.0024126j -0.0304893+0.00885633j -0.00674331+0.00530539j -0.00721526-0.00458288j 0.00186815+0.0257528j -0.0907398+0.0303812j -0.00635664-0.114403j -0.0461672-0.0126911j -0.0392877+0.0203953j -0.008948-0.00912904j 0.0111049+0.0207889j 0.0319744-0.00284309j 0.00902345+0.0127467j -0.0236187-0.0252434j -0.00333791-0.0125408j -0.0181991-0.0219923j 0.00733045-0.0064744j 0.01687+0.00868286j -0.0135458+0.0209398j -0.00336144-0.0267004j 0.00790828-0.011729j 0.00874977+0.020247j 0.000444353+0.000984386j 0.00664607-0.00352521j 0.0138673+0.00177183j -0.00729853+0.00109274j -0.00561783-0.00163545j 0.0127353+0.00124651j 0.0029155+0.0114817j 0.00430249-0.0199033j 0.00782798+0.000289462j 0.0109514+0.00634021j -0.00425597+0.0103067j -0.0060778-0.00569189j 0.0121337+0.0196149j 0.00600396-0.00465853j 0.00927549-0.0115039j 0.00774414+0.00134957j -0.00857669-0.0053818j 0.0156202+0.0223401j 0.0372872+0.018511j -0.0198594-0.0191046j 0.016389-0.00678835j -0.026874+0.0121666j 0.00608253-0.0134573j 
-0.00181409-0.0149235j 0.0377884+0.00298464j -0.0196188-0.0174179j 0.0111128-0.0173737j -0.0290719-0.0152086j 0.0195465+0.0211981j -0.0206414+0.0252249j 0.00441896-0.00900715j 0.0163766-0.000261078j -0.00896067+0.0166919j -0.00249825+0.0209243j 0.00961971+0.00405337j 0.0108529+0.00662621j 0.00694242+0.00342734j 0.00426356-0.00749162j 0.00170134+0.00201953j 0.00684689-0.000843279j -0.00708038-0.000388279j -0.00051508-0.00564728j -0.00567479+0.0110137j 0.0108366+0.00216944j 0.00675405-0.000103925j -0.00025862-0.00784819j -0.0112701+0.00171214j 0.000896821+0.00456655j -0.00257222+0.000566203j -0.000372499-0.00524763j -0.0025581+0.0074496j 0.00273154+0.00965277j -0.00326799+0.00873942j -0.00549925-0.000280655j 0.00315268+0.00471183j 0.0176283+0.0149866j 0.000285711+0.00466448j 0.0167946+0.0121508j -0.0247852-0.0157451j 0.017019-0.0118907j -0.00523768+0.0224652j 0.00615624+0.00118345j 0.00231474-0.0098644j -0.0104641+0.0062418j -0.000779798+0.00267449j -0.00203154-0.00547476j 0.00533938+0.000722188j -0.00018814-0.00374782j 0.00165048+0.00556789j 0.000956242+0.00344326j -0.00146731-0.004759j -0.00184185-0.000583274j 0.00185807-0.00767035j 0.00315194-0.00100702j 0.00636421+0.000543007j -0.0046996+0.00409379j -0.0012025+0.00495458j -0.00282213-0.00271145j -0.00211841+0.00145806j 0.00571308-0.00730269j 0.000976474+0.00684105j -0.003288+0.00800128j -0.000774683+0.00185857j -0.00173337-0.00857189j -0.00141478+0.00702316j 0.00204762+0.000914738j 0.00441009+0.00119105j -0.00969489+0.00387498j 0.0068172-0.00139861j -0.00130589+0.00531618j -0.000188003-0.00102204j -0.0147108-0.00205545j -0.0104167-0.00892039j -0.00534398+0.0122726j 0.0103855+0.0126879j 
0.0398201+0.00387892j 0.00403264+0.0150261j -0.0184429+0.00477134j -0.0343034-0.00907404j -0.0093714+0.0142752j 0.0105762-0.0306126j 0.0177394+0.0255661j -0.0138876-0.00697053j 0.00615961-0.0142795j 0.0150977+0.0036613j 0.0266262-0.0022724j 0.00544863-0.00664389j 0.00437202-0.0118345j 0.00279106-0.0062569j -0.00154188-0.00890035j 0.00108776+0.00236399j 0.00068535-0.00682635j -0.00469619+0.00592691j -0.0117836+7.48547e-05j 0.0113121+0.00221963j 0.00477061-0.00969151j 0.000904284-0.00489345j -0.00967889+0.00769042j -0.000611872+0.00694532j 0.00827887+0.00191198j -0.00468389-0.000543575j 0.000156865-0.00934716j -0.0018603-0.000578125j 0.00198143-0.0054337j 0.0051853+0.00947565j -0.00391899-0.00712557j -0.00770212+0.00140735j -0.00197875-0.00148532j -0.00804479-0.0195365j 0.0202504-0.0111747j -0.00382443+0.0172702j -0.0165019-0.0324151j 0.0178366+0.00136237j -0.00158178+0.00442376j -0.00491424+0.000627221j -0.00079282-0.000982743j -0.00812219+0.00533023j -0.00851628-0.00289837j 2.98238e-05+0.00314478j -0.00483755-0.00329093j 0.00497995+0.00670376j -0.00653551-0.00512279j 0.00450069+0.00450583j -0.0016534+0.00452834j -0.00452376+0.00335329j 0.0031629+0.000715298j 0.00224748+0.00388437j 0.00104903+0.00207336j 0.000646681-0.000741988j 0.00407946-0.00017003j -0.00434195+0.00555531j -0.00131226-0.00491938j 0.00238954-0.000778173j -0.000390021-0.000892991j -0.00029346+0.000865581j 0.00181397+0.00202077j 0.00285703+0.00510664j 0.00796591-0.00495099j -0.00572622+4.22939e-05j 0.00987893-0.00658786j 0.00550678+0.00169873j 0.000196419-0.00190943j 0.0144318-0.00212816j -0.0127146-0.0103473j 0.0140752-0.000316902j -0.0117505-0.0115973j -0.00488685+0.010739j 
-0.134454+0.0821973j -0.0380598-0.0650257j 0.00297823+0.0347388j -0.00545639+0.000139737j 0.0181616-0.0252238j 0.0305328-0.00959507j -0.0166782-0.00121035j -0.00583695+0.00594739j -0.00760691-0.0136853j 0.0140612-4.6921e-06j -0.00697973+0.00827968j -0.00261619+0.0215702j -0.00826284+0.00335661j -0.000569775+0.000699515j -0.00682316+0.00484489j 0.00337835-0.00821565j -0.00604971+0.0013201j -0.0011501+0.0136044j 0.0121235-0.00226688j 0.00919128+0.0060008j -0.00251878-0.0117765j 0.00377561+0.0051293j 0.0161235-0.024584j 0.00307999+0.0228459j -0.0130166+0.00796071j 0.0160395+0.0142776j -0.0365716+0.0452195j 0.0257516+0.0122144j 0.00774728+0.035531j 0.0674262-0.0316337j -0.0188798-0.0172184j -0.0446765+0.0360607j -0.0197958+0.0423395j 0.017267+0.0293425j -0.0587573+0.0400805j -0.0473042-0.0348997j 0.0297754-0.0061885j 0.022843-0.0339731j 0.0291198+0.027482j -0.0173037-0.0227962j -0.0113388+0.00630442j -0.0065433-0.00885194j 0.0250422-0.000325655j -0.0132143+0.0135584j 0.00270314+0.042586j -0.00515624-0.0303846j 0.00674418+0.0294167j 0.0225547+0.00116146j -0.0300337-0.00688183j -0.000301848+0.0184243j -0.0103533+0.0031548j -0.00807925-0.0128851j 0.00897286-0.0211008j 0.011942-0.00411904j -0.0170847-0.00357129j 0.00883194+0.00582366j 0.0045449+0.0113847j -0.00531067+0.00690907j -0.015045-0.00343351j 0.000723867-0.00436224j 0.000790421+0.00740666j -0.0139254-0.00911176j -0.0126588+0.00514328j 0.00569329+0.00137179j -0.0124334-0.00899656j -0.00482137-0.0171572j -0.0464653-0.00568955j -0.0381957-0.00501273j -0.00223699+0.0270892j -0.0012302+0.0072403j -0.0112496-0.0527914j 0.0168815-0.00352306j 
