-0.0065102+0.00266966j -0.00442218-0.00464237j 0.00376785+0.00348106j 0.00514089-0.00220254j -0.00147485-0.000870298j -0.000882639-0.00267384j 0.00540502-0.00128957j 0.00178197+0.00289699j 0.00152172-0.000116536j -0.00102907-0.000410058j -1.99065e-05+0.00159694j 0.00409929-0.000800485j -0.000782158-0.00304941j -0.00200053-0.00118597j 0.000868454-0.000877624j 0.000294322+0.000852181j 0.000121254+0.000593683j -4.70875e-06+0.00175156j 0.00192398-0.000784717j -0.000990601-6.99695e-05j -0.000857914-8.42665e-05j -0.00304475-0.000676534j 0.000485988-0.00197553j -0.00111817-0.000929607j 0.000418972+0.000330221j -0.00142979-0.00140679j 0.00231342-4.00015e-06j -0.000458732+0.00088461j -0.000911682+0.000590221j -0.00152661-2.3082e-05j -0.00270488-0.00106396j -0.000474625+0.000805408j -0.000501537-0.000478241j 0.00082712-0.000132681j 0.00132407-0.00218027j 0.00149483+0.000228696j -0.000147358+0.000341555j 0.00141977+0.00172459j 0.00115256+2.44145e-05j -0.000314495-0.000451417j -0.00030593+0.000159875j 0.00295324-0.000456742j 0.000100004-0.00177882j 0.00245922+7.73799e-06j -0.00255419+0.001992j -0.00295309-0.00223807j -0.00248127+0.00198741j 0.00182518+0.0014821j -0.00427138-0.000447952j 0.00228285-0.00511675j 0.00625875+0.0017784j -0.000511665+0.00290972j -0.00835678+0.00791519j -0.0104205-0.00558877j 0.0289382+0.0330109j 0.303655+0.00485671j 
0.00033872-0.000350987j 0.000675806+0.000254969j -0.000620641-0.00256406j -0.00470803-0.000463168j -0.00480981-0.00141165j 0.00644185-0.00163221j -0.00260785+0.00212571j -0.00257749-0.00226067j -0.00121065-0.00208617j -0.00417895-0.00198837j -0.002659+0.00126555j -0.00416674+9.15804e-05j -0.00947103-0.00103906j 0.00217575-0.0014972j -0.00990323-0.00224663j 0.00638935+0.00301824j -0.00238015+0.00306262j -0.00194573-0.00468718j 0.000680764+0.000442209j 0.00163422-0.0034254j -0.00287125+0.000416043j -0.00176999+0.00219725j -0.0147421-0.0005658j 0.0181311+0.00236957j 0.0226553-0.000192908j -0.0198454+0.00130854j 0.00334832+0.0039934j -0.0358005-0.0051888j 0.0775366+0.00404421j 0.00246695+0.000178398j 0.0294913-0.00443524j 0.030869+0.000600965j -0.0771702-0.00231747j -0.0609678+0.00187329j -0.0510707-0.00069871j -0.0343741-0.00077257j -0.0119539+0.00127908j 0.00892875+0.00710805j 0.0356884+0.00127724j 0.0153585-0.00108383j -0.00395609+0.000453039j -0.0322354+0.00743795j -0.0171008+0.000889877j -0.0295964+0.00534962j 0.0111448-0.00261581j 0.00231937-0.00396026j -0.00651945+0.00284633j 0.00176669-0.00296998j 0.00128222+0.00230643j -0.000229046+0.00202564j -0.00168616+0.00510834j -0.00731717-0.00176365j 0.00485003+0.00165775j -0.00514879+0.00315587j 0.00298091-0.000371619j -0.000279224-0.00122742j 
0.00151185+0.000796942j -0.000706995+0.000878863j -0.00281447+0.00180391j 0.00235622+0.00161968j -0.00241247+0.00264367j -0.00468981+0.000232148j -0.00352437-0.00106025j 0.00269789-0.0011029j -0.00199163+0.00106846j -0.00043983+0.000484801j -0.0006915+0.00242975j 0.00311669-0.000291212j -0.00399668+0.00084645j 0.00287274+0.00248059j 0.00251637+0.000921517j -0.00282375+0.000118357j 0.0124698-0.000780021j 0.00658207+0.00315239j 0.00836996-0.00302328j 0.0050998-0.00549847j -0.00737373-0.00272232j -0.00823417+0.00397623j -0.00251605-0.00453288j 0.00929127+0.000459245j -0.00655064-0.000565785j -0.0155048-0.00757083j 0.00191188-0.00143315j 0.00595841+0.00147781j 0.0128787-0.00796104j -0.0138374+0.00508331j -0.00516389-0.00267429j 0.0827624+0.00395312j 0.0135966+0.00147238j 0.00536023-0.00111434j -0.0100234-0.000505859j -0.0494332-0.000678844j 0.0176047+6.4594e-05j 0.0103108+0.000749551j -0.0107718-0.00157918j -0.0459168+0.00321849j -0.0432727+0.00739834j 0.029502-0.00621j 0.0251975-0.00787249j -0.0145499-0.000492413j -0.00885986+0.000709878j -0.0101902+0.00157677j 0.00695979-0.000443689j -0.0107516-0.000106147j 0.00576987+0.000149219j -0.000651871-0.00349626j 0.00785584-0.00131899j -0.00498834+0.0018323j 0.0018631-2.74754e-05j 0.000592865-0.000437466j -0.000179183+0.00126829j 0.00174236-6.27829e-05j 
-0.0017797-0.00189121j 0.00319356-0.000747319j -0.00188639+0.000685287j 0.000573448-4.07721e-05j -0.00589811-0.00321076j 0.00209216-0.000277172j -0.00250427-0.000565073j 0.00592416+0.00157314j -0.00173673+0.00142279j 0.0014735+0.00219109j -0.00374197-0.00110356j 0.000400794+0.000783489j -0.00168283+0.000707108j -0.00550053+0.00204043j -0.00776337+0.00279616j 0.0013781-0.00178482j 0.00138579+0.000404985j 0.00763818+0.00200488j 0.000232539-0.00248285j 0.0040643+0.00415456j -0.0173149-0.00181432j 0.0291104+0.0027954j 0.0239393-0.00301834j -0.00580864-0.00324112j 0.0141182+0.000877888j -0.00505048-0.00196879j 0.0354993+0.0013417j 0.0371296+0.0084215j 0.0229134+0.00337003j -0.0564889-0.00139055j -0.116354+0.000626839j -0.0307567+0.00263752j 0.00542495+0.000629309j -0.0558476-0.00106275j -0.0085077-0.00447786j 0.0221549-0.00142185j -0.0549005+0.00441724j 0.0348625+0.000320661j -0.0607691+0.00808553j -0.0376442+0.00825608j 0.0233451+0.0013312j -0.000902791-3.61877e-05j 0.0217118-0.00148063j 0.00479914-0.0031656j -0.00885969+0.0049634j -0.0184909+0.00268048j 0.00309871-0.00159795j 0.00696181+0.00322483j -0.00586696-0.000722945j -0.00649597-0.00238055j 0.00224047-0.000784287j -0.00757057+0.00195769j 0.00273432+2.01895e-05j -0.00493843-3.35414e-05j -0.00508818+0.000367895j 0.000233134+0.00299534j 
0.00331004-3.61733e-05j 0.000551113+0.00193229j 0.00440369-0.0023145j -0.00477369-0.00259753j -0.00342399-0.00121208j -0.000624666-0.00177008j 0.00333738-0.00193112j 0.00800858+0.00128096j 0.00647633-0.0027054j 0.0072564+0.00165657j 0.00274425-0.00153839j 0.00167144-0.00146327j -0.00227832-0.002846j -0.000695837-0.00357153j 0.00874642+0.000224849j -0.00430094-0.000336219j -0.00443209-0.00180127j 0.00642533+0.0018547j 0.00210876-0.00163953j 0.00793251+0.00161345j -0.000965182-0.00345453j -0.0128544-0.00656413j -0.00186174-4.81779e-05j -0.0100983-0.00852613j -0.00404609-0.00215539j -0.0191291+0.00160986j 0.0160868+0.00222875j -0.00417367-0.00236251j 0.0467649-0.00150861j 0.0276136+0.00280801j -0.0471038-0.00118335j 0.000483497-0.00444727j -0.0942729-0.00237868j 0.0956629+0.00220179j -0.0429622-0.000685878j 0.101838-3.37845e-06j -0.0080784+0.00117865j 0.000489969-0.00193624j -0.00248049+0.00487924j -0.00849207+0.00684335j 0.0233711-0.00141565j 0.0337024-0.00238893j -0.00507497-0.00154822j 0.0230963-0.000269117j -0.00691348+0.00147265j 0.00222214-0.00120371j 0.00058659-0.00176452j -0.0048758-0.00098982j -0.00490945+0.0020414j 0.00118922-0.00263523j 0.00680249+0.0015447j -0.00595647+3.43377e-05j -0.000493644+0.00200849j -0.00438132-0.000274317j 0.000105476+0.00121529j 0.00219872-0.000121693j 
-0.00220133-0.00102351j 0.0012669-0.00117281j -0.000829312+0.000727143j 0.00183103+0.000295089j 0.00327038-0.000965911j 9.97706e-05+0.000568369j 0.00172284-0.000108736j -0.00374974+0.00149598j -0.00513148-0.000411422j 0.00720514-0.00148797j -0.00193798-0.00457816j -0.00605386+0.00115253j 0.00409982-0.000299184j -0.00626466-0.0005383j -0.00823048-0.00266069j -0.00382763-0.00253054j 0.00318347-0.00427405j -0.00490344+0.0021587j -0.00586398+0.000989671j -0.00315871-0.00361996j 0.000917607-0.0021882j 0.0266804+8.73745e-06j 0.00977457+0.00339142j -0.00384949-0.00124709j 0.00802213+0.00381464j 0.0338143+0.00680571j 0.0488618+0.00494569j 0.0108298+0.0018993j -0.00109105-0.00171437j 0.0632346+0.00471778j -0.022533+0.000687304j -0.0181756-0.00192579j 0.0322074-0.000680629j -0.0328914-0.00182654j 0.0263901-0.000456222j -0.0132634-0.00238012j 0.0177443-0.000273075j -0.00574949+0.00206283j 0.000226502+0.000826735j 0.00671469-0.0040776j 0.0292315-0.00380346j 0.00922606-0.00224353j 0.00356024+0.00216272j 0.00230119-0.00187075j 0.00778003-0.00319968j 0.0198274+0.00411213j -0.00172031-0.0070091j -0.00274623-0.00157818j -0.000500628-8.20795e-05j -0.00468809+0.000875205j 4.39077e-05-0.00101319j 0.00196551+0.00203747j -0.00150834-0.000480817j -0.0002396+5.64276e-05j -0.00084528-0.00155026j -0.00243417+0.000425457j 
-0.000125753+0.000570825j -0.00055847-7.26618e-05j -0.00265421+0.00216383j 0.00317543+0.000227652j -0.00543609-0.00291996j 0.00594864+0.000773574j -0.00650561+0.000958627j 0.000429436-0.000122533j -0.00260596+1.69249e-05j 0.00180149+0.00159709j 0.00148796+0.00013638j -0.00223285-0.00256057j -0.0175072-0.00540944j -0.00959386+0.00113255j -0.00469163-0.000581845j 0.00107282+0.00755666j -0.000768146-0.00257555j 0.00152403+2.70099e-05j 0.0047394+0.00252923j 0.00617567-0.00580077j -0.029576-0.00336934j -0.00162356-0.00195115j 0.0025314+0.00109431j -0.0135907-0.00120591j 0.0108341+0.00574886j -0.0230589-0.00359689j 0.0777131+0.00442477j -0.0281389-0.00145987j -0.00463007+0.000580844j -0.0503379-0.00467145j -0.0350722-0.000502911j 0.12499-0.00283123j -0.00911327-0.00190075j -0.0210285+0.00127041j 0.0209779+0.00238661j -0.0349153+0.00387675j -0.00892628+0.00237788j 0.0106911-0.00229472j 0.0101755-0.00108857j 0.0165707-0.00587468j 0.0317838-0.000562121j 0.0252397-0.00668621j 0.00421778+0.00256538j -0.0250231+0.00252225j 0.00248175+0.00142528j -0.0126514+0.00319622j -0.00798101-0.0028229j -0.00627969+0.00236166j 0.0048004-0.00252578j -0.00515416+0.000954183j -0.000715198+0.00229744j -0.00916229+0.000566069j -0.00164655+0.00277226j -0.00828775-0.00126478j -0.00304595+0.000207238j 0.000730521+0.00186758j 
0.00170202+0.000553834j -0.000508539+0.000868376j 0.00121691-0.000491978j -0.00178213-0.000637179j -0.00317265+0.000725153j -0.00248771-0.0022747j 0.00613322+6.14669e-05j 0.000299256+0.00172071j 0.000565676+0.00119083j 0.00461885-0.000481067j 0.00368916+0.000343999j 0.00959271-0.00198018j 0.00258769-0.0055755j 0.00161649+0.00347878j 0.00645869+0.000847757j -6.88191e-05+0.00113302j -0.00893654-0.000342902j 0.0123652-0.00235748j 0.00455973+0.00317735j 0.0169968+0.00713278j 0.0052062+0.000868907j -0.0123013-0.00550782j -0.00574072-0.00558424j 0.0296741+0.00559624j 0.00776077-0.00302234j -0.0744791-0.00711687j 0.0415878-0.000250452j -0.0352304-0.00594888j -0.0663581+0.00218389j -0.0332731+0.000546254j -0.0475605+0.00235134j -0.0702676+0.00128915j -0.00570235-0.00484217j 0.0193301+0.00272098j 0.0146848+0.00156068j 0.0187962-0.00389835j -0.00765-0.000416311j -0.0154012+0.00285176j 0.000714625-0.00115794j 0.0263473-0.00763502j 0.011042-0.000542565j 0.0152639-0.00635978j -0.00648911+0.00618904j 0.0130231-0.000293339j -0.00636889+0.00127213j -0.00681269+0.000233608j 0.00102595+0.00178145j -0.00257456+0.00442708j -0.00351331-0.00101665j 0.000871443-0.0025418j 0.00543816-0.000103959j -0.000873961+0.000447272j -0.00329646-0.000108321j 0.000291947-0.00202406j -0.00308905+0.000760611j 0.000993945+0.00148545j 
-0.000401538+0.00227795j -0.00354788-0.000703782j -0.00336562+0.00286578j 0.00453576+0.00203236j -0.00512438+0.00187091j -0.00165196-0.00262592j -0.000346304+0.00179088j 0.00123664-0.000880224j 0.000840233-0.00110202j 0.00240225+0.00430468j -0.00101909+0.00279319j 0.00423045+0.00242527j 0.00293205+0.00147198j -0.0049371-0.00149881j 0.0167664+0.00129057j 8.20839e-05+0.00407484j 0.0117642+0.00120045j -0.00761757-0.000240503j 0.00999126+0.00486977j 0.0135974+0.00258744j 0.0138194+0.00153127j -0.00698965-0.00326441j 0.0146272+0.00271576j -0.00931366-0.000969369j -0.0485157-0.00818612j 0.0175552+0.00214531j 0.0287358+0.00321146j -0.00266114+0.00134727j 0.0426033+0.00330524j -0.104864-0.00204636j 0.0372322-0.000169226j 0.00759164-0.000320783j 0.0262307+0.000469061j 0.0293431-0.00458598j 0.0547733-0.00373515j -0.0367082+0.00542643j -0.00498662+0.00138786j -0.0360045+0.00315682j -0.0137478-0.000688934j 0.00795279-0.00170811j -0.0135733-0.00328274j -0.0213246-0.000992758j 0.00176701-0.00260381j -0.010463-0.00063006j -0.00585899+0.00843966j -0.0143393-0.000861833j 0.00500737+0.000786393j -0.00551672-2.50664e-05j 0.0108159-0.00444406j 0.00641702+0.00139583j -0.00432956+0.00366927j -0.00595331-0.000536034j -0.000102921-0.000291007j 0.00203998-0.00127705j -0.00187118+0.000215119j -0.000366696+0.00119805j 
-0.00414595+0.0010125j -0.0025365-0.00291829j 0.00495992-0.00028618j -0.00179951-0.000876948j -0.00067801+0.00289945j 0.0072264+0.000290272j 0.00237756+0.00315371j -0.00486417-0.00511006j 0.00266239-0.00171408j -0.00307164-0.00638953j -0.00209137+0.0060554j -0.000366375-0.00531695j -0.00206921-0.000512213j 0.0138828+0.00129732j 0.0256242-0.000658845j -0.0122132+0.000935004j -0.00605213-0.000197801j 0.00732549+0.00285217j -0.0179396-0.00353335j -0.013354-0.00607558j 0.0188982+0.00636675j -0.047038-0.00606297j -0.031483-0.00613933j 0.0242585+1.53762e-05j 0.0133448+0.00312123j -0.000585827+0.00320282j 0.00213995-0.00055655j 0.10586+0.00150432j 0.0149657+0.000929196j -0.00683964-0.00170547j -0.00409098+0.00218585j 0.0345876-0.0027454j -0.0333805+0.00127057j -0.0556841+0.00433233j 0.0573753-0.00563228j 0.00746309-0.00311782j 0.00536859-0.0029624j 0.0016808+0.000675917j -0.0405001+0.00396593j -0.014411+0.000543901j -0.0153772-0.00142202j 0.0298204-8.65193e-05j -0.0181438+0.00275424j -0.000855485-0.000606628j 0.00451409-0.00827673j -0.00273266-0.00398971j -0.00678827+0.00601004j -0.00707883+0.000878166j -0.00403266+0.00528119j 0.0028633-0.00242442j 0.0060764-8.42806e-05j -0.000877913-0.00390861j 0.00361933-0.000786262j 0.00488345+0.00132657j -0.00342342+0.00247227j 0.00342553+0.00155866j 
-0.00351527+0.000101557j -0.000959887-0.0021666j 0.00147199+0.00135486j 0.00297354+0.000475783j 0.00519579+0.00230697j 0.000571028+0.000981013j 0.000352932+0.000224441j -0.00288809-0.00194864j 0.00240957-0.0027006j 0.00235153+0.000300172j 0.00490745-0.00122732j -0.0121408-0.0026882j -0.000698567+0.00215261j 0.00813674+0.000498577j -0.00889318-0.00316564j 0.0043866-0.000491904j 0.00254453-0.00104975j -0.0140848-0.00623416j -0.00593859-0.00357401j -0.000284151+0.000254298j 0.0215486+0.00177567j -0.0133+0.00552666j -0.0424298-0.00458663j -0.0770937-0.00416593j -0.00683059-0.00116749j -0.0356232+0.00371228j 0.0318002+0.000607292j 0.0932585+0.000711793j -0.00793128-0.000521598j -0.0465574+1.16126e-05j -0.00387012+0.00430543j 0.00486173+0.00183712j 0.0791873-0.00385251j -0.0488218+0.00310343j 0.0273955+0.00317113j 0.0206375-0.00109329j -0.018861+0.000512417j 0.0200592-0.00735879j -0.00899274-0.00546963j -0.013619+0.00351784j -0.000161986-0.0025935j 0.00866401-0.0016679j -0.0143286-0.000406247j 0.000942271-0.00352038j 0.0224538-0.000729902j -0.00279333+0.00175748j 0.00148411+0.00106071j -3.15829e-05-0.00266631j -0.00354423+0.00201772j -0.00215936-0.000792363j 0.00110614-0.00100166j 0.00540425-0.00183678j -0.00314171+0.000647692j 0.00185188-0.00132528j -0.00181503+0.00234142j 0.00428223+0.000418376j 
0.000133256-0.0011974j 0.00193213+0.000135613j 0.000799609-0.00197544j -0.00382788-6.59512e-05j -0.00109728+0.00157151j -0.00279841-0.00271939j 0.00350036+0.000722132j 0.00102874-0.00132932j -0.00247953-0.00349397j 0.00801466+0.000578096j 0.00144219-0.00123157j -0.00474596+0.00213838j 0.00685429+0.00506438j -0.00903643-0.00184299j 0.00737054-0.00257757j 0.0140761-0.00466266j -0.00447136+0.00396065j 0.00222262+0.0036044j -0.0117962+0.000181366j -0.00829606+0.00142562j -0.00485435+0.0042645j 0.0241936+0.00272243j -0.0191691+0.000206922j -0.00172862-0.0011862j -0.0579398+0.000962139j -0.056736-0.007874j 0.00234465-0.000312044j -0.00788467-0.00155775j 0.106855-3.93931e-05j 0.0161971-0.00179181j 0.032801-0.00704005j -0.0469475-0.00121171j 0.000244321-0.00296316j -0.0257475+0.000658962j -0.0257137+0.00305437j -0.00321179-0.00471168j 0.0024208+0.00273433j 0.010005+0.00169686j -0.00727797+0.00348276j -0.000556405-0.00244722j -0.0187347-0.00585556j -0.00191153-0.00344184j 0.00387424-0.00210555j 0.0104012-0.00606204j 0.00587714+0.00361593j -5.15925e-05-0.000428234j 0.011386-0.000649677j 0.00540435-0.00353624j -0.00270391+0.0017302j 0.0049987-0.000789009j -0.00208001+0.002889j -0.00179807-0.00190643j 0.00374961+0.000571125j -0.000182242+0.00196434j 0.00187202+0.000137669j -5.81765e-05-0.000892532j 
0.000482802-0.00094348j 0.00144533+0.00073162j -0.000625572-0.00111911j -0.00046832+5.23921e-05j 0.00327319-0.000771576j 0.00337331+0.00331891j -0.00610602+0.000408249j -0.00688421-0.0033318j -0.00805696-0.000129878j -0.00317197+0.000978292j 0.0142309+0.0018678j -0.00169801-0.00649001j -0.000616241-0.00214697j -0.0038684+0.00280168j -0.0186093+0.00154377j -0.0158374+0.00281857j 0.015724+0.000886052j -0.014279-0.000331414j -0.0153662-0.00242161j -0.0038333-0.00136511j 0.031906+0.00633156j 0.0518837+0.00504178j -0.037448-0.00524155j 0.0227585-0.000303229j -0.0370519-0.000975134j 0.0317172-0.0016122j -0.107085+0.00221106j -0.0198391+0.0026179j -0.0434494+0.00240297j 0.00942328-0.00225122j 0.0111486-0.0027133j 0.0554917-0.00692155j -0.0116225+0.0012144j -0.00471705+6.73534e-05j -0.0252555+0.0024436j 0.00383691+0.00223622j 0.0325327-0.00163375j -0.0033849-0.00297678j -0.0135529+0.00136097j -0.0263787+0.00388982j 0.00624545-0.00331547j -0.00881001-0.00394129j -0.0101129+0.000700284j -0.00164847+0.00175347j 0.00233118+0.000199894j -0.0031285+0.00360543j -0.00504027+0.00525561j 0.00167064+0.00186962j -0.00150875-0.00158553j 0.00132447+0.00183386j 0.00356929-0.00226703j 0.00486001+0.0026751j 0.00443949-0.00166225j 0.00309087+0.0035361j 0.00433721-0.000460794j -0.000667837-0.00244371j 
-0.00106523+0.00128978j -0.00229708-0.00101741j -0.000332968+0.00196053j 0.00281177+0.000423008j -0.00248898-0.00115939j 0.0054511+0.000333212j 0.00121478+0.00291856j -0.00286375+0.000910582j 0.00080164+0.00302031j 0.00158665-0.00260852j -0.00898079-0.0019928j 0.00100842+0.00343826j 0.00367423+0.000853574j 0.0154946+0.00612206j 0.0100296+0.00245563j -0.0122078-0.00502667j 0.0247951+0.00690513j 0.0172267-0.000359766j -0.00203774+0.00504416j 0.0020897+0.00081484j 0.0147426+0.00389576j 0.00253205-0.000152737j 0.027303-0.000469711j -0.00948285-0.00302343j -0.0468878-0.0015352j 0.0712407+0.000622578j 0.049089+0.000664747j -0.0209047+0.0051609j -0.0485168-0.0036212j -0.0255971-0.00148219j 0.0999812-0.00769438j -0.00156706+0.00229955j -0.000854817+0.00470257j -0.01439+0.00639593j -0.00394803-0.00353594j 0.0105682+0.000938356j -0.0194106+0.00761922j -0.0109341+0.000206759j -0.00882735-0.00418082j 0.00277101-0.00260834j -0.00496003+0.00218989j -0.00645311+0.000170676j 0.00113758+0.00422754j -0.0130406+0.00644386j -0.00502558-0.00226458j 0.00544251+0.00104866j 0.00821344-0.0011054j -0.00145477+0.000381254j 0.00274266-0.00106929j 0.00706678+7.00926e-05j -0.00530152+0.00253713j -0.00330887-0.00131003j 0.00163649-0.000435082j 0.000711327+0.000540324j -0.00036902-0.001316j -0.00269463+0.000569539j 
0.000617279-0.00213006j 0.00341308+0.000648526j 0.00759581-0.000601676j -0.00102206-0.00274538j 0.00903827+0.000739478j -0.000434537+0.00203355j 0.00388723-0.00030142j -0.000190874-0.00118208j -0.00365077-0.00214095j 0.000957738-0.00326638j 0.00866512+0.0022257j 0.000396258-5.08741e-05j 0.0154798+0.000655413j -0.00432581-0.00310121j -0.0113162-0.00292133j 0.0240372+0.00518125j -0.0110933-0.00607682j 0.00967032+0.00144984j -0.00487617-1.36809e-05j -0.020344-0.00583242j 0.0387746+0.00170805j 0.0149515-0.000649545j 0.0636661+0.00204052j 0.010103+0.00136903j -0.117348-0.00023303j -0.038549+0.000931984j -0.0355742+0.00494941j -0.00900206-0.000438989j -0.0216942-0.000247091j 0.0902638-0.00410183j -0.0311536+0.00255319j -0.00606362+0.00643255j -0.00906696+0.00121059j 0.00737444+9.07575e-05j 0.008519+0.000580458j 0.0221762-0.00165258j 0.0104173+0.00675471j -0.00064185-0.00225837j 0.00760139+0.000432779j 0.00282483-0.00211414j -0.015061-0.00294035j 0.0165266-0.00728561j -0.0202881-0.00272149j 0.0227063-0.00445925j -0.00579677+0.00283853j 0.00215921-0.000916904j -0.00154518+0.000573848j -0.0051692+0.000360863j -0.00461549-0.000185088j 0.00783598+0.00150792j -0.00408255+9.46165e-05j 0.0078154-0.00268271j 0.00215288+0.000293326j 0.00291987+0.00260835j 1.22991e-05-0.000412548j -0.0011247-0.000136789j 
0.00201081+0.000705278j -0.000915062+0.00133587j 0.000871833+1.9215e-05j 0.00179116-0.00071702j 0.000765209-0.00159352j -6.24883e-05+0.000267527j -0.000231924-0.000804252j 0.00016529+7.72257e-06j 0.00187608-0.000574898j -0.00325253+0.0065923j 0.0195406+0.000152331j 0.000718421-0.00318494j 0.00380416+0.00055243j -0.00710901+0.00112105j -0.0240017-0.00206852j -0.0295491-0.00311492j 0.0080113+0.00516432j 0.00830533+0.00184454j 0.0116107+0.000731814j -0.0248162-0.00010127j 0.0191134+0.00174934j -0.0342377-0.000176242j -0.00918377+0.00110482j -0.0100668-0.00185836j -0.0454317+0.00241865j 0.0251117+0.00126411j -0.0511865+0.00379918j -0.00759441+0.000748341j 0.000992379+0.00268393j -0.0530151+0.00562574j -0.037616+0.00643397j -0.0154734-0.000126226j 0.000415197-0.000523897j 0.00938696-0.0036109j -0.00751328-0.00405978j 0.00613176+0.0023407j 0.0157414-0.00242553j -0.00174278+0.00469418j 3.18731e-07-0.000129883j -0.00455572+0.00411031j 0.00838816-0.00451978j 0.00321372+0.000532832j 0.00330978-0.00158021j 0.00915101+0.000501342j 0.0018921+0.00333511j -0.00558101+0.00306856j 0.00525629+0.00268884j 0.00649033-0.00119454j -0.00350828-0.00204563j 0.00474527+0.000516341j 0.000338513+0.00013378j 0.00309062+0.00131809j -0.00171621-0.000328589j 0.00131917-0.000206672j 0.000584977+0.00123359j 0.00224614-0.000578653j 
-0.000531633+0.00222899j -0.00353093-0.000648637j -0.000874998-9.95571e-05j -0.00336024-0.000821828j -0.00504278-0.00110071j -0.000256398+0.00216848j -0.00488278+0.00253805j -0.00222528+0.000882337j 0.000423838+0.00368198j 0.0106511+0.0014147j -0.0179273-0.00296651j 0.0115074+0.00213405j 0.0041262+0.00469097j -0.0151255+0.000979841j 0.00441229+0.0042054j 0.00422101-0.00136829j -0.0315351-0.00828119j 0.0483776+0.0073615j -0.0478412-0.00589712j 0.0368477+0.00254715j 0.00907979+0.00257153j 0.0190655-0.00349273j -0.050654+0.000384458j -0.0362164-2.14247e-05j -0.0346502-0.00107096j 0.0713683+0.00340538j 0.0476973+0.000882865j 0.0843605-0.00642663j 0.0203425-0.00260744j -0.0267637+0.00164848j -0.0227113+0.00171165j 0.0196069-0.000458258j 0.0159031-0.00161022j 0.0149959+0.00210464j -0.032997+0.00414712j -0.0105071+0.000339525j -0.00329986+0.00455361j 0.00272368-0.00220967j -0.0180403+0.00517514j 0.00153624+0.00159242j 0.00749064+0.00207845j -0.00351583-0.00607668j 0.00568481+0.00265791j -0.000754961-0.0031472j -0.00339623+0.00207452j -0.00366896+0.00145332j 0.00302355-0.00269059j 0.00268951+0.00200324j 0.00720678-0.00113716j -0.00324827+0.000371053j -7.51977e-05-0.000208963j -0.00699148+0.00175655j -0.00110412+0.000303935j -0.00161025-0.00160152j 0.0029706+0.001242j 0.00274698-0.00163781j 
-0.00206922+5.44977e-06j -0.000405767-0.00136197j -0.00441102-0.000166617j -0.000664967+0.00217494j -0.00623768-0.000252989j 0.00515227-0.00104413j -0.00414332+0.00304085j -0.00161572-0.00211409j 0.00244406-0.000241745j 0.0028105+0.00133201j -0.00432452-0.000159546j -0.00381843+0.00198371j 0.00893557+0.00126907j 0.00232239-0.00121947j -0.00110964+0.00102762j -0.027715-0.00370211j -0.00405699-0.00619884j 0.0128881+0.00282505j -0.0346469-0.00761269j 0.0117332+0.0025887j 0.102762+2.33181e-05j 0.0732814-0.000350675j 0.0702121-0.00185905j 0.0807763-0.00125449j 0.0253528+0.00358608j 0.0583469-0.00192423j -0.0274669+0.00152092j 0.0168145+0.00209544j 0.0479494+0.00100549j -0.0144411+0.000569997j 0.0229164+0.00133182j 0.0097792+0.00250722j 0.0259478-0.00821118j -0.0197114+0.000188128j -0.00852436-0.00553877j -0.00890408+0.00401585j 0.00273853+0.00217072j 0.000357724-7.48268e-05j -0.00725193+0.00371231j 0.00261893+0.00162905j -0.00711854+0.00047401j 0.00362478+0.000358605j 0.00118295-0.00330835j -0.00502859+0.0022273j 0.00193501-0.00164082j -0.00139481+0.00311391j 0.00895436-0.00179074j -0.0037193-0.00329464j 0.00916969-0.00100532j 0.00131656+0.00265441j 0.000857272+0.000824725j -0.00483318+0.00177908j 0.00568175-0.00227598j 0.00438534+0.00242803j 0.00169416-0.00153649j -0.00338466-0.000712326j 
-0.00142136-0.000851015j 0.000961332-0.000979785j 0.000772551+0.000424586j -0.00115228+0.000165549j -3.59606e-05-0.000724138j 0.00566936+0.0022999j -0.00164197+0.00297192j 0.00182896-0.000718878j 0.0101873-0.000589633j 0.00807204+0.000951863j -0.00420729-0.00203721j 0.00629581-0.00121987j -0.00236596+0.00210899j -0.00440964-0.00383077j 0.0538939+0.00972875j -0.0120553-0.00270267j -0.0336292-0.00413456j -0.0134825-0.00398788j -0.0109015-0.000260717j -0.0163912-0.00086023j -0.0544791+0.00213655j 0.0196772+0.00180733j 0.00437998+0.00205237j -0.0216248+0.00154187j 0.0735517-0.00316309j -0.0217604-0.00126777j -0.0279705+0.00613419j 0.0200114-0.000773509j 0.00516947+0.00780977j 0.0106237-0.00105516j 0.0107091-0.00487539j -0.0119306-0.000419215j -0.00888758-0.000977342j -0.00555669+0.00401573j -0.000842018+0.00563656j -0.00816575+0.000586584j -0.0114725-0.00598775j -0.00638657+0.00029734j -0.00373741+0.00483884j 0.00800179+0.00486019j 0.00196392+0.00215061j 0.00543552-0.000429163j -0.00291449+0.00211279j -0.00197014-0.0018009j -0.00352159-0.000864722j 0.000758717-0.00110386j 0.00246384-0.000493532j -0.000441087+0.00143748j 0.0028905+0.00128938j -0.00408352+0.00114686j -0.0067389-0.00131048j 0.000501671-0.00352428j -0.00194888+0.00139085j -0.00244334-0.00193469j -0.000367612-0.00129959j -0.00200201+0.000480423j 
