-0.0171659+0.0329265j 0.0206163+0.019768j -0.0109168+0.0621858j 0.0451553-0.000352186j -0.00853622-0.0113939j 0.00225627+0.0110357j 0.00759817+0.0350085j -0.0261245+0.0228959j -0.0408791-0.0551223j -0.031451-0.00635657j 0.00770433+0.0139733j -0.0119946-0.0190455j 0.0119056+0.00432113j 0.0244065-0.000885325j 0.0131691+0.0140796j -0.00759071+0.013245j -0.0197372+0.00334652j -0.00932794-0.00856145j 0.017955-0.00423063j -0.0153432-0.0138189j -0.0267035-0.011343j -0.00658247+0.00191863j -0.00114661-0.00894238j -0.00396622-0.01186j 0.000271591-0.0115915j -0.0133773+0.0136806j 0.00721532+0.00161542j -0.00889625+0.00162347j 0.00058019-0.000765453j -0.00512958+0.0090241j 0.00328339-0.0160503j -0.0114259+0.0227863j 0.0293567-0.0030304j -0.0181654-8.12765e-06j -0.0163848-0.0157724j 0.00640366-0.01411j -0.0048356-0.0177133j -0.0239945+0.01163j 0.000430086+4.96408e-05j -0.00363712-0.0126758j -0.0188204-0.0174078j 0.0152726+0.0109093j 0.000873365+0.000513713j -0.00702726-0.0291886j -0.0108132-0.00107268j -0.0277466-0.00947255j -0.0100843+0.00612672j 0.00109043+0.0115749j 0.0237734+0.0167476j 0.0222266-0.0197113j -0.00811415+0.00699437j -0.00724662-0.0112419j 0.0302669-0.012536j 0.00764932-0.0257176j -0.00210337-0.0136481j 0.0141525-0.0312664j -0.000410777-1.94062e-05j -0.00156146-0.00382172j -0.00154605+0.0153083j 0.00512938-0.0345301j -0.00442335-0.0116727j -0.0168124+0.00342768j 0.0220863+0.0173323j -0.00633456-0.0032809j -0.0256842-2.76442e-05j -0.00720791-0.00527761j 0.0104762+0.000826014j 0.0125592-0.00505284j -0.00316206+0.00530771j -0.0123906-0.0116883j 0.0195026-0.0110142j 0.00934463+0.00727066j 0.00958375+0.0111191j -0.00768847+0.0194622j 0.0207088+0.0188107j -0.00762449+0.0145129j 0.0012615+0.0350405j -0.00465016-0.0102637j 0.0192095+0.00233906j 2.03982e-06-0.0217922j -0.0210785+0.00321395j 0.0107127-0.00505614j -0.0186664-0.0018833j 0.0143891-0.00750916j 0.00668173-0.0198796j -0.0115314+0.0276173j -0.0355506+0.0304275j 0.00383102+0.00998061j -0.0629942-0.0679858j -0.00106252-0.0092204j 0.0024981-0.000200508j -0.0465767-0.0122731j 0.0302404+0.0799828j -0.0359076+0.00387587j -0.00344718-0.0370984j 
0.00175968-0.00698651j -0.00704761+0.00334182j 0.00169029-0.0105434j -0.00485566+0.0120764j 0.000860437-0.00369646j 0.000203476-0.0084099j 0.0063187-0.00566628j -0.0031385+0.0166098j 0.00710148+0.0102373j -0.00133176-0.00331978j 0.013063-0.00127037j -0.0280296+0.00197916j 0.00100062-0.00517142j 0.00314595+0.00496922j 0.00718701-0.0110413j -0.000557914-0.0121974j -0.000672169+0.00839624j -0.00615572-0.00399494j -0.00615014+0.0128108j 0.0121053-0.0122152j -0.00511507+0.0250814j -0.00779361+0.00834389j 0.00511321-0.00409521j -0.00510983-0.00747651j -0.016043+0.00158628j -0.00433008+0.000971544j 0.000823987+0.00744362j -0.00169574-0.00572319j 0.00490769+0.011121j -0.000873386+0.00188471j -0.00153406+0.00203792j 0.0078822-0.00480316j -0.0105706+0.0251447j -0.00262372+0.00966323j -0.00607899-0.00302525j -0.00724649-0.00631549j 0.00287143-0.0040858j -0.00719586+0.000341676j 0.00831307-0.00622613j -0.0151129+0.0171922j 0.0124875+0.0012376j 0.000319252+0.00403047j 0.00311814-0.00250434j -0.0130191-0.00572018j 0.00469552-0.0107842j 0.00108214+0.000738116j -0.0133758+0.011656j -0.00368855-0.00304113j 0.00925899-0.0148558j -0.000108503-0.00968931j 0.00151644-0.00662263j 0.00362108+0.000989763j -0.00620588+0.00594585j -0.0155903+0.0103143j 0.00462302+0.00674485j 0.00786161-0.00345725j 0.0129136-0.0118722j 0.0112514+0.0139946j -0.00174373+0.00511253j 0.00241737-0.00868875j 0.011856+0.00139664j -0.00315396-0.0106756j -0.0115431-0.0202665j 0.00226208-0.0099502j 0.00030127+0.00104917j 0.000712921+0.0186827j -0.00831219+0.00289764j -0.0102926+0.0106858j 0.00196777-0.00322446j 0.000779783+0.009812j 0.00433325+0.00563689j 0.00515271-0.011004j 0.0128445-0.00400776j 0.00788071-0.0159719j -0.00822895+0.00660208j 0.0176589-0.00509953j -0.0217896-0.00234339j 0.0138196-0.00176383j 0.00517414-0.00255714j 0.00255622-0.00435632j 0.00152025-0.0111736j 0.0121995+0.0215272j -0.00623745+0.0020871j 0.0108804-0.00615221j -0.0141128-0.00856151j 0.0194448+0.00103681j 0.0106243-0.0216292j 0.008256-0.00719428j -0.00398516+0.00942857j -0.00810893-0.00858404j -0.0033946-0.00154835j 0.000548888-0.0145845j -0.00643996-0.00550888j 0.00111809-0.00201551j 0.00411674+0.00879785j 
0.00181018-0.0126491j -0.00989907-0.00675585j 0.0091826-0.00514047j -0.0123881+0.00185421j -0.0152026+0.0029675j 0.000827233+0.00873667j 0.0177542-0.00419897j 0.00932863-0.00394125j -0.000544086+0.0143782j -0.00270453+0.00984983j -0.0082435+0.00893266j 0.007675+0.000575937j -0.00228146+0.0115704j -0.00136147-0.00975953j -0.00258593-0.00582425j -0.0021311-0.0108471j -0.0109837-0.00138304j -0.00704542-0.005221j -0.00211496-0.0130377j 0.0105785+0.00503429j -0.001294-0.0148215j -0.00520494+0.0036781j -0.00474957+0.00273566j 0.00600656+0.00489045j -0.00152645+0.00769625j 0.00399688+0.00863698j 0.00436052-0.00378648j 0.00222586-0.000181358j -0.00334271-0.00477237j -0.00194242-0.00214599j 0.0121201+0.00201037j 0.00474375-0.00165441j 0.000869735-0.0108537j -0.00200861-0.0167278j 0.0123765+0.0164112j 0.00572088+0.00579248j 0.0204486+0.0136129j -0.00301514+0.0114868j 0.00270375+0.00132044j 0.00127044+0.0174138j 0.015669-0.00289529j -0.013933+0.0083229j -0.000481228-0.0140077j 0.0177237+0.0070297j -0.00967375+0.00775771j 0.00291324+0.00535911j 0.00709846-0.000421239j 0.00621185-0.00701461j 0.00176269+0.0067472j 0.00916901+0.0167491j 0.00941175+0.0145734j 0.0132001-0.0100394j 0.0127829+0.000817926j 0.000908832-0.00767607j 0.00869665-0.000985035j 0.0081267+0.000967036j -0.0109956+0.00851365j 0.00132824-0.00741517j -0.0050457+0.00868691j -0.00348984-0.00612968j -0.00318697-0.000980613j 0.00465264+0.0179138j 0.00502815+0.0124197j 0.000295342-0.0128349j 0.0113599-0.00484469j 0.00137582+0.00267643j -0.00601362+0.011279j -0.00424177+0.0294797j 0.00515009+0.00986211j 0.0209097-0.0187722j 0.00145972+0.00722715j -0.00613304+0.00732319j -0.010429-0.00502617j -0.00126226-0.0213522j 0.0272113-0.00124928j -0.00429131-0.00368465j 0.0177649-0.00575966j 0.00529375+0.0142493j 0.000577318-0.00485867j 0.0150724+0.00234369j 0.0129269-0.0107824j 0.0071089-0.00322722j -0.0100452-0.00783465j -0.00871711+0.00288237j 0.0215967-0.00340856j -0.0035789-0.0140864j -0.000426388-0.00122151j -0.00987813-0.00247809j -0.0062996-9.69554e-05j 0.00641773+0.00529661j 0.00886444-0.00293889j 0.00724151+0.00848119j 0.00718688-0.00367377j 0.00283036-0.00745318j 0.00656589+0.000255516j 
-0.00963648+0.00393181j 0.00129993+0.00917846j 2.20633e-05+0.0181016j 0.00682437+0.00999946j -0.00475445-0.00734725j -0.00266315-0.00156402j 0.0133828+0.0244005j 0.017782-0.00660776j 0.00420441+0.00491563j -0.0040686+0.00342191j -0.00135244-0.00101313j 0.00372444-0.00249547j -0.00308825-0.00664861j 0.011316-0.016932j 0.00263122+0.0040542j 0.0122249+0.0122821j -0.00773782-0.00104467j 0.00259853-0.00588326j 0.00766373+0.0012333j -0.00439626+0.00136022j -0.00563642-0.00768608j 0.0076249+0.00584942j 0.000652449+0.0148045j 0.00109927+0.0122089j -0.00664108-0.00650934j -0.000352584-0.00115981j -0.000618341-0.0103187j 0.00642613-0.00635044j -0.00200223+0.0039899j -0.00108663+0.0013164j 0.0074109-0.00882892j -0.00307902-0.00337617j 0.0104706-0.00473173j 0.00241559+0.0115095j -0.00942848+0.0084328j -0.00174848-0.0240047j 0.00539373-0.0179084j -0.00750786-0.0180564j 0.00103075+0.00527055j 0.00189813+0.00567102j -0.00716518+7.27308e-05j -0.00196152+0.00233322j -0.00682357-0.0127129j 0.0186553+0.00472868j 0.00329333-0.00139164j -0.00127609-0.0130634j 0.00720429-0.00610688j -0.00314577+0.0102272j 0.00724348-0.0044784j 0.00811809+0.00974424j -0.00104818+0.000244205j 0.00252399-0.00193569j -0.000658888+0.000313012j 0.0046799+0.00461622j 0.0048795-0.00648216j -0.00831172-0.00782266j 0.00388766-0.000147437j -0.00295104+0.00384526j -0.000681433+0.00444627j -0.0270387-0.010032j -0.011594-0.0113926j -0.000822239+0.0017144j -0.00212752-0.00446444j 0.0102566-0.00545589j -0.00516277-0.00748913j -0.0056295-0.0031186j 0.000113476+0.00474884j -0.00629327-0.00956192j 0.0113535-0.00348918j 0.00204477-0.00327784j -0.00280356+0.0161872j 0.0135561+0.00393517j 0.0126261-0.00803365j -0.00427945-0.00766884j -0.000108128+0.012074j 0.0125853+0.0139603j 0.000993171-0.019095j 0.0184308+0.00943761j -0.00924753-0.00730919j 0.0158825+0.00152432j -0.0137323+0.0143224j -0.00102561+0.00138659j -0.00480771+0.00771161j -0.000764994-0.00537178j -0.0121304-0.0189393j -0.00743831-0.00183613j 0.00557365-0.0317003j -0.0153179-0.00482512j 0.00285296-0.0150873j -0.00178612+0.00524408j -0.000172409+0.00110292j -0.0124652+0.00500444j -0.0013396+0.0148568j 0.00147726+0.000688976j 0.00247763-0.00330864j 
0.00219403+0.00573317j 0.00540013-0.00226607j -0.00292642+0.00677951j 0.0174764+0.0113397j 0.00440118-0.00951939j -0.0109684-0.00291461j -0.00801789+0.0108627j 0.0159094+0.00124065j 0.00819969+0.00807388j -0.00415699+0.00685494j 0.0132319+0.000563753j -0.00833694+0.0140679j -0.00801051+5.55645e-05j -0.00121943+0.00270092j 0.00703269+0.00362999j 0.0053579+0.00288888j 0.00228557+0.00700757j 0.00478998-0.00347913j -0.00991067-0.00252103j 0.00332482+0.000710449j -0.00183379+0.00264763j -0.00792186-0.0034387j -0.0030328-0.00978375j 0.00717415-0.00719074j 0.00060393-0.00239398j -0.00155119-0.00270175j -0.00704138-0.00462101j 0.0044177-0.00198199j 0.00175527-0.00850743j -0.00861087-0.00383265j -0.00563872-0.0145017j 0.00297636-0.0050305j 0.00789864-0.00258119j 0.0177854+0.00643747j 0.0107372-0.00277874j -0.0111693-0.00158273j 0.0113958-0.00541995j -0.00581406+0.00644493j 0.0022162-0.00916465j 0.00429101+0.0221767j 0.0032595+0.00188062j 0.000161524+0.00374818j 0.00724726+0.0186625j -0.0126774+0.00305988j 0.00333683+0.0122938j 0.000901295-0.00937423j -0.00872832+0.0044553j 0.0116545-0.00336734j 0.0158884+0.00108268j -0.00226964+0.000422082j -0.00194943-0.000439482j -0.00509698-0.00659659j -0.0264987-0.0118535j 0.00809263-0.00132179j -0.00407104+0.00576434j -0.00422194-0.00548977j 0.00217278-0.00406462j -0.014047-0.00521392j 0.00256565-0.00647367j 0.0173368-0.00137551j -0.00309073+0.0140142j -0.00805172+0.00418391j 0.0108933-0.00510964j 0.0060304-0.00439017j -0.00388914-0.0157206j -0.00834459+0.00698002j 0.0160331-0.016539j -0.00112546+0.00362539j -0.0084062+0.0014075j 0.0112737-0.00152566j 0.00660953-0.00915631j -0.0177911+0.00205175j 0.0121779+0.00710138j 0.00542767+0.000454169j 0.00030467-0.00170767j -0.00356124+4.38886e-05j -0.0118145-0.0164043j 0.0247238+0.0122046j 0.00287229-0.00464801j 0.00137676-0.000885273j 0.00395584+0.00890952j -0.00573535+0.0155353j -0.00547024+0.00361168j -0.00197453-0.0130477j -0.0193166-0.009216j 0.000258617-0.00775453j 0.00145852-0.00317376j -0.0143134-0.00830949j 0.0102058-0.000716148j -0.015097+0.00375455j -0.00189723+0.00111279j -0.0148213+0.00749805j -0.00557841+0.0100619j -0.000102522+0.00474468j -0.00125437+0.00294375j 
0.00437092-0.00546928j -0.00522861-0.00474787j -0.00857903+0.000862183j 0.00164396+0.00906446j 0.00441911+0.00936443j 0.00993658-0.00143577j 0.00252392-0.00296076j -0.0295414+0.00710838j 0.00809212-0.0195139j -0.0104831-0.00622437j 0.0108977-0.00241424j -0.00733968+0.0211455j -0.00669304-0.000620674j 0.00466112-0.00947123j 0.0171427+0.000994282j -0.0234336-0.00506712j 0.00401186+0.0172118j 0.00472426+0.0107635j -0.00539587+0.0089539j 0.0152732-0.0113234j 0.00432612+0.00819249j -0.00233895-0.00800328j 0.000193027-0.00903066j 0.00432622-0.0160691j -0.00737754-0.00952658j 0.0173773+0.00439365j 0.000228718-0.00449077j -0.00205509-0.00942262j 0.00298889+0.00897384j 0.009101+0.00160639j 0.0107925+0.00335005j 0.00318779-0.000203652j 0.00667004+0.00541843j 0.0102057+0.0160008j -0.0163653-0.0147643j 0.00208152+0.00607585j -0.00622837-0.0136941j -0.00282711-0.00286819j 0.0135466+0.0144515j -0.0063853-0.010567j 0.0011455+0.000283748j -0.00303678+0.0018343j -0.00408352+0.0159754j -0.00936289+0.0199462j 0.0140837+0.000380587j 0.00970549-0.00544773j -0.0228447-0.00457999j -0.00503129+0.00278266j 0.00647242-0.0255648j -0.0102843+0.00256829j -0.0063412-0.0158036j -0.0032653+0.0326153j -0.00973932-0.00778595j 0.00372374+0.00128464j 0.00497072-0.00421672j -0.00898313-0.00579686j -0.000534259+0.0102321j 0.008958-0.0127646j 0.00258141-0.00847098j -0.00452722+0.0109735j 0.0110227+0.0106699j 0.00526433+0.00367912j -0.0166494+0.000112954j -0.0106418+0.0127746j 0.0104539-0.00304146j 0.00884272+0.00645086j -0.0163287-0.00346353j -0.00668101+0.000210791j 0.0181951-0.0028789j 0.014133-0.0081168j -0.00107897+0.0142404j 0.0102867+0.000298374j -0.0125674-9.53807e-05j 0.00515616+0.0145998j 0.00664516-0.000638275j 0.000890031-0.00937281j 0.00821889+0.0101784j 0.00374813-0.00956018j -0.0102461-0.00120498j -0.0192496+0.0136819j 0.00314184-0.0172985j 0.021718+0.0174106j 0.0142305+0.0208701j 0.00753515-0.0107665j -0.0207466-0.0140373j 0.0054853+0.0314943j 0.00236931-0.00182944j 0.00816301-0.00189972j -0.0115573+0.000213954j -0.0025088-0.023073j -0.0154597-0.000599309j 0.00516062-0.0131287j 0.00702557-0.00744449j -0.00111901-0.015638j 0.00434697+0.00375693j 
0.000943828-0.00330663j -0.00279972+0.0023779j 0.00467449-0.010668j -0.00663032-0.0013116j 0.00118556-0.00433889j -0.00813279-0.00510315j 0.00258535-0.00794464j 0.00638643+0.00236759j -0.00613421+0.0135183j 0.0142521+0.00121671j -0.000508948-0.00350429j -0.00115904+0.000178105j 0.00544775-0.00073009j 0.000510892+0.012633j -0.00601359+0.00458596j 0.0101504-0.00638333j -0.00738962+0.00479836j -0.00631354+0.00734045j -0.00246319+0.0063565j -0.00626905-0.00585972j 0.00310554+0.00226655j -0.00739204+0.016925j 0.0115192-0.0069986j 0.00876686+0.0102463j 0.00090078-0.000702362j -0.000710662+0.00109793j -0.0121867-0.00521797j -0.0141794-0.0186715j -0.00186373-0.00137224j -0.00864706+0.00817142j -0.00226436-0.00427099j -0.00378222+0.00667423j -0.00565636+0.000616703j 7.84181e-05-0.0104811j 0.00846161+0.0158198j 0.00264304-0.000148783j 0.00875438+0.0140059j 0.000902567-0.00315672j -0.00754829-0.011542j 0.00223124-0.00135797j 0.00663752-0.00873459j -0.00310631-0.00595401j 0.00415447-0.00570087j -0.0088767-0.0149921j -0.00371531-0.0082617j -0.00562221+0.00927957j 0.00887038+0.0108396j -0.0137191+0.00156091j 0.00917811+0.00770041j 0.00423125+0.00250847j 0.00428008-0.000503686j -0.00121022+0.00925506j 0.00322838+0.00682999j -0.0189326+0.00531455j 0.00244542-0.00312687j 0.00922403-0.00860712j 0.00582608+0.000602049j 0.0207649+0.0197993j 0.00581729-0.00236437j 0.0075561+0.00846367j -0.00404139+0.0021261j -0.0020024-0.00165268j -0.00782044-0.00459755j 0.0016211+0.00144496j 0.00345356+0.00400946j -0.0124561+0.0139076j -0.0179589+0.0165726j -0.0093223+0.0031536j -0.00215965+0.00595701j -0.0194381+0.0126966j -0.0138248+0.00214528j -0.00314794-0.0118364j 0.00947066+0.0117123j -0.0132052-0.00752855j -0.001546-0.00581626j -0.000333242-0.00585167j -0.0142943-0.0017215j -0.0125648-0.00357249j 0.0172441+0.0101328j 0.000790832-0.00500068j 0.0057335+0.00791226j 0.00552969-0.00778342j -0.0133613-0.00692127j 0.00167373+0.0060784j 0.0157043+0.0249729j 0.012383-0.00956558j 0.00323402-0.00568526j 0.00348831-0.00291966j 0.00536307+0.00273913j 0.0110278+0.0105275j 0.00905585-0.00256321j 0.00887116-0.00323206j -0.00516871-0.00854267j -0.00112145+0.00368629j -0.0037051-5.12992e-05j 
0.00756092-0.00784592j -0.00667869-1.59072e-05j 0.0082616-0.00606449j 0.00728495-1.41951e-05j -0.00457448+0.00885993j -0.0012502+0.00143942j 0.00656126-0.0217514j -0.00475734+0.010672j 0.00789405+0.00286959j -0.0104959+0.00227327j -0.00849356+0.0119077j -0.00450814+0.0046932j -0.00380221-0.0115881j -0.00312788+0.00432027j 0.000261591-0.00433953j -0.000782496+0.00422755j 0.00583786+0.00234038j 0.00428718-0.00507971j 0.0030728-0.013537j 0.000244388-0.00611681j -0.00257598-0.00422617j 0.00632111+0.00455398j -0.00105423+0.00135571j 0.0069985-0.0066785j -0.00270958+0.0133849j -0.00857399+0.00795338j 0.00782073-0.00410785j -0.00829734+0.00983547j 0.00385364+0.00608637j -0.00305747-0.00314625j -0.000523313+0.00370625j -0.0033431+0.0129293j -0.0125495+0.00286987j 0.0127328-0.00359172j 0.00301605+0.00516654j -0.00398913-0.00862469j 0.0157878-0.00417151j -0.00333991+0.00327412j -0.000885356+0.00529575j 0.00622645-0.00440216j -0.00720939+0.00523249j 0.00951929-0.00405774j 0.00332844-0.00107563j -0.0184561+0.00502928j -0.00492069+0.00986302j -0.00958622+0.00559828j -0.000845373-0.00209801j -0.00631993+0.00308079j -0.00325962+0.00548562j -0.000149519-0.0126946j 0.00664908-0.00860567j 0.00935012-0.00975531j 0.0154393-0.00478832j -0.00414304-0.00581719j -0.0229731+0.0139176j -0.00299228+0.00965553j -0.0120622-0.0202831j 0.0023952+0.0018035j -0.026477+0.00437348j 0.0157207-0.00459779j 0.0108204-0.00625217j -0.0021475+0.0103625j 0.0104402-0.00384279j 0.0158036+0.000546064j 0.0134258-0.00250845j 0.00872553+0.00678085j 0.00722212+2.25144e-05j 0.0138388-0.00152283j 0.00430865+0.0218517j 0.00794056-0.0156083j 0.000596947+0.00755315j -0.0056389-0.0147704j -0.000384403+0.000287877j -0.00730159-0.00176732j 0.014978+0.000821153j -0.0087976-0.00843105j 0.0138196-0.0048916j -5.08676e-06-0.00540661j -0.0166923-0.00303212j 0.000305655+0.00590944j 0.00704755-0.0197598j 0.0235802+0.00903874j 0.00728955-0.0179105j -0.00865006+0.00844465j 0.00962625-0.00510298j -0.00873952-0.00337088j 0.00536642+0.00750321j 0.0111033+0.00827487j -0.00192339-0.0110678j 0.00603805-0.00132562j 0.00256951-0.00329373j 0.00366332-0.00292474j 0.00497109+0.0082626j -0.00318333-0.00166323j -0.00156606-0.00279084j 
-0.00724015-0.00405489j -0.00690366+0.00389843j 0.00465372-3.4907e-05j -0.0158646+0.0020497j -0.0149421-0.00836124j -0.00855155+0.012767j 0.0213196+0.00157064j 0.0128391-0.00957985j 0.00336475+0.00266534j -0.00546331-0.000131465j -0.00900453+0.00355238j 0.00792167-0.00186481j -0.00644365-0.00506544j -0.00133415-0.00777655j 0.000501576-0.00189708j 0.0177367+0.00400092j 0.000235628-0.00720748j -0.00611079+0.00638443j -0.00535526+0.00292566j 0.000195592+0.0014722j 0.000137474-0.00110912j 0.00265839+0.00456822j -0.000698673+0.00259593j -0.00364964+0.00727215j 0.00197208+0.00297499j 0.016282-0.000526789j -0.00186117-0.0048829j -0.00244313-8.8707e-05j 0.00395945-0.00918509j -0.00797102-0.000785397j 0.00697276-0.00335111j 0.00418513-0.00424334j 0.00394532-0.00151372j -0.00227282-5.73944e-05j -0.00460658-0.0078285j -0.00156184-0.00909698j 0.0156105-0.00252527j -0.000392205-0.00505972j -0.00733123+0.0204866j 0.00514644+0.00155269j -0.00727068+0.0135219j 0.00151679-0.00133584j -0.00935778+0.000995312j -0.0189139-0.00751967j -0.00954024+0.0051138j 0.00354194-0.00459912j -0.0025702-0.00818273j 0.0129386+0.0156546j -0.00330579+0.0113172j 0.0122473+0.0057056j 0.0159106+0.00465196j 0.0089475-1.13523e-05j 0.00819374+0.00820016j -0.0130819-0.0071171j 0.00896281+0.000282824j 0.0122955-0.00339015j 0.00386601-0.00768872j -0.0183451-0.000827215j -0.00699117-0.0013687j -0.0154237+0.00586744j 0.00681271+0.0149821j -0.0166256+0.00977362j -0.00475084+0.00683151j -0.00898581-0.00451092j -0.0115716-0.0134669j 0.0166578+0.000884945j -0.00447693+0.00539422j 0.021218-0.00413025j 0.00119811+0.0130563j 0.00224854-0.000295844j 0.0116663-0.000833045j -0.00633641-0.00193446j 0.00725797-0.00939864j -0.00457079-0.00985916j -0.00766381-0.00387479j -0.0108113+0.00610433j 0.0223175-0.018242j -0.0064372+0.0113867j -0.00397052+0.0071065j 0.00644137-0.013708j -0.00933118+0.0137666j -0.014569-0.0107369j 0.0220681-0.00233726j -0.00810248+0.0072783j 0.0138214+0.00370685j 0.00591212-0.00847181j 0.0011136-0.0209305j -0.0210907-0.0180212j -0.00416133-0.00948075j 0.00245539-0.00117899j 0.00615504-0.00561482j -0.00726385-0.00464967j 0.00551247-0.00558883j -0.00389642-0.00407848j 0.00159989+0.00282147j 
0.00457238-0.0116415j -0.0089886-0.000865041j 0.0131247-0.0232864j -0.0177156-0.00714988j 0.00115388+0.0100119j -0.000502782+0.00455911j -4.84448e-05-0.0212391j 0.0103969+0.00490377j -0.00178919+0.0102029j 0.00190314+0.00228188j -0.00298335-0.00637993j -0.000249886-0.00612506j -0.00787218+0.0142659j -0.0129786+0.0102705j 0.00254953-0.00412082j 0.00771914-4.34391e-05j 0.0124898+0.00244681j -0.00588208+0.00518382j -0.00912136+0.00346227j 0.00866213-0.00480172j -0.00251281-0.00524102j 0.00315824-0.000986946j 0.0169862+0.00576512j 0.0142679+0.0111158j 0.00503966+0.0111741j 0.00538026-0.00247129j 0.00689017-0.00327814j -0.00987367-0.00116138j -0.00663056+0.00294515j -0.00252982+0.00155935j 0.00998482+0.00522157j 0.00833934-0.0156532j -0.017944-0.00156372j -0.000295485-0.0020733j 0.0173649-0.00122704j -0.0121074+0.00196121j 0.00180478+0.00754347j -0.0126105-0.0161811j 0.0111494-0.012325j -0.0117127+0.00799357j -0.00100863-0.00301448j 0.00156897+0.00368615j 0.00501047-0.0111897j -0.00248035+0.00106469j -2.12554e-05+0.000498476j 0.00148573+0.0192466j 0.000855738+0.00827391j -0.0125759-0.0151084j -0.00522125-0.000154574j -0.00248471-0.005884j 0.00449371-0.0020343j -0.000457519-0.00745594j 0.0112755+0.0111938j -0.0102976+0.0110958j 0.00417266+0.00685116j -0.0095563-0.00472036j 0.0118004+0.0042401j 0.0110792+0.00514981j -0.0122423-0.00334041j -0.000516972-0.000780835j -0.00263135-0.00320673j 0.00715623+0.00323089j -0.00778299-0.00408187j 0.00810746+0.00801505j 0.00245538+0.00369734j 0.00418265+0.00152717j -0.00502751-0.000489474j -0.0103842+0.0118265j 0.00329649+0.011836j -0.00346066-0.00283164j -0.000422235-0.014583j -0.01919-0.00195651j -0.00925815+0.00614449j -0.00887179-0.0155993j 0.00550209-0.00708303j -0.00569116-0.00691545j -0.00608968+0.00334007j 0.000793481+0.00475353j 0.0101247+0.0154783j -0.00193723-0.0153755j 0.00870792-0.00881517j 0.00864937+0.00237346j 0.000618169-0.00933477j 0.0126782+0.00805742j 0.0142057+0.0125811j 0.00873225-0.0133987j 0.0129109+0.00567193j 0.0013197-0.00521232j -0.00472461+0.00337477j 0.0106286+0.00924675j -0.00736009+0.00393727j 0.0229172-0.00731487j -0.00848402-0.0171576j 0.00180264+0.00341852j 0.00353631+0.00537625j 
-0.000972266+0.00444233j 0.000647181-0.000670181j -0.00550569+0.00527261j 0.00877271+0.0117248j -0.0025244-0.00739912j -0.0107038+0.00114903j 0.00253636+0.00204369j 0.0118905+0.00924348j 0.00237439+0.0165344j -0.00515021+0.0136929j 0.00339862+0.00245137j -0.00895085+0.00239167j -0.00346751+0.00955836j 0.00918403-0.00501094j 0.0126687+0.0053979j 0.00190192-0.00202729j -0.00712804+0.00360757j 0.00923542-0.0110216j -0.00993653+0.00464303j -0.000860693+0.000933884j 0.000727952+0.00207113j -0.0130955+0.00613646j -0.0119478+0.000868171j -0.000978124-0.0048431j 0.0160226+0.00317884j 0.00257537-0.00173782j 0.000521548-0.0118312j 0.00526614-0.000469032j 0.00480794-0.00780772j 0.000512901+0.0103059j -0.00728202-0.016468j 0.00188192+0.00670939j 0.00730056-0.00116037j 0.00414707-0.00729401j 0.00525452+0.00737117j -0.00444792+0.00203691j 0.00181049+0.00911581j -0.00514622+0.0120749j 0.0131226-0.0345377j 0.00252103+0.00202489j 0.00942631-0.00997346j -0.00261324-0.0070275j -0.00224837-0.00743445j -0.0202292+0.00829125j 0.00635696-0.00915377j -0.00143086-0.000751198j -0.00644335-0.000239356j 0.00405322-0.0039561j 0.0165757-4.39027e-05j 0.00745194+0.0134582j 0.0105537-0.00200894j -0.00543335+0.00803036j -0.00527635+0.014562j -0.0265659-0.00304968j 0.0107104-0.00485107j 0.0144879-0.00940169j 0.00183375+0.000321127j -0.00319313+0.0186734j 0.0105873+0.00262796j -0.00159991+0.00355417j 0.00156943+0.0137307j 5.49787e-05+0.00703714j -0.00922429+0.00579397j -0.00184242-0.0124822j -0.00365842+0.00264615j -0.00761781+0.0263097j -0.00134732+0.00369812j 0.00446873+0.0238822j -0.0107402-0.00375265j -0.0082091+0.00577238j 0.0118033+0.00269221j -0.00566743-0.0152562j 0.00122632+0.0122144j 0.0010943-0.00253544j 0.00258175-0.00929264j -0.00289488-0.00335457j -0.0114056-0.0008488j -0.0123041+0.000820264j 0.0239365-0.012072j 0.0114204-0.0111081j 0.0140303+0.0148085j 0.00562611+0.0036528j -0.0103713-0.000662465j -0.00653109-0.00331282j -0.00679488+0.000121154j 0.00711694-0.00050755j 0.00352438-0.0103815j -0.00928876-0.00737158j 0.0135663-0.0134484j -0.00623449+0.0021839j 0.00214898-0.00598154j -0.0110049+0.00276673j -0.00298013+0.0104198j -0.00532679+0.00582905j -0.0055993-0.00238288j 
