-0.0171659+0.0329265j 0.0206163+0.019768j -0.0109168+0.0621858j 0.0451553-0.000352186j -0.00853622-0.0113939j 0.00225627+0.0110357j 0.00759817+0.0350085j -0.0261245+0.0228959j -0.0408791-0.0551223j -0.031451-0.00635657j 0.00770433+0.0139733j -0.0119946-0.0190455j 0.0119056+0.00432113j 0.0244065-0.000885325j 0.0131691+0.0140796j -0.00759071+0.013245j -0.0197372+0.00334652j -0.00932794-0.00856145j 0.017955-0.00423063j -0.0153432-0.0138189j -0.0267035-0.011343j -0.00658247+0.00191863j -0.00114661-0.00894238j -0.00396622-0.01186j 0.000271591-0.0115915j -0.0133773+0.0136806j 0.00721532+0.00161542j -0.00889625+0.00162347j 0.00058019-0.000765453j -0.00512958+0.0090241j 0.00328339-0.0160503j -0.0114259+0.0227863j 0.0293567-0.0030304j -0.0181654-8.12765e-06j -0.0163848-0.0157724j 0.00640366-0.01411j -0.0048356-0.0177133j -0.0239945+0.01163j 0.000430086+4.96408e-05j -0.00363712-0.0126758j -0.0188204-0.0174078j 0.0152726+0.0109093j 0.000873365+0.000513713j -0.00702726-0.0291886j -0.0108132-0.00107268j -0.0277466-0.00947255j -0.0100843+0.00612672j 0.00109043+0.0115749j 0.0237734+0.0167476j 0.0222266-0.0197113j -0.00811415+0.00699437j -0.00724662-0.0112419j 0.0302669-0.012536j 0.00764932-0.0257176j -0.00210337-0.0136481j 0.0141525-0.0312664j -0.000410777-1.94062e-05j -0.00156146-0.00382172j -0.00154605+0.0153083j 0.00512938-0.0345301j -0.00442335-0.0116727j -0.0168124+0.00342768j 0.0220863+0.0173323j -0.00633456-0.0032809j -0.0256842-2.76442e-05j -0.00720791-0.00527761j 0.0104762+0.000826014j 0.0125592-0.00505284j -0.00316206+0.00530771j -0.0123906-0.0116883j 0.0195026-0.0110142j 0.00934463+0.00727066j 0.00958375+0.0111191j -0.00768847+0.0194622j 0.0207088+0.0188107j -0.00762449+0.0145129j 0.0012615+0.0350405j -0.00465016-0.0102637j 0.0192095+0.00233906j 2.03982e-06-0.0217922j -0.0210785+0.00321395j 0.0107127-0.00505614j -0.0186664-0.0018833j 0.0143891-0.00750916j 0.00668173-0.0198796j -0.0115314+0.0276173j -0.0355506+0.0304275j 0.00383102+0.00998061j -0.0629942-0.0679858j -0.00106252-0.0092204j 0.0024981-0.000200508j -0.0465767-0.0122731j 0.0302404+0.0799828j -0.0359076+0.00387587j -0.00344718-0.0370984j 
-0.0103637+0.00609596j 0.011236-0.00510472j 0.00558016+0.0190772j 0.0116407-0.00425349j 0.0130508-0.00533632j 0.0040885+0.00769036j -0.0115147+0.024914j 0.0121386+0.00475387j -0.0131859-0.00644103j 0.00393492-0.00629567j -0.00502826-0.00536975j -0.00122551-0.00972092j 0.00174758+0.00925547j 0.00345664-0.00654133j -0.00619962-6.59714e-05j -0.00869036+0.00920245j -0.00866941-0.00196165j -0.000101546+0.00701232j 0.0178438-0.00153065j -0.010801-0.00539997j -0.00533043-0.0132877j 0.00511106+0.00179966j 0.0074008-0.000212013j 0.00185928+0.000336259j -0.00520658-0.00256044j -0.00125087-0.00142262j 0.00366391-0.000809396j 0.00246617-0.00579605j -0.0115796+0.010969j -0.00190854-0.00266967j -0.00298589+0.00376173j -0.00379101+0.00299632j 0.00198241-0.00181091j -0.00217306-0.000614595j 0.00123862-0.00697121j -0.00813661-0.00899696j -0.00752048-0.00637358j -0.00960313-0.00671684j -0.00199302+0.00515984j -0.00577143-0.000913474j -0.00972825-0.0101972j 0.00333263-0.00267473j 0.0033655+0.0136442j 0.00214391-0.0119888j -0.000628487-0.00292786j -0.0193892-0.000597603j 0.00815728+0.00831793j 0.00272077-0.00733712j -0.00898825+0.00448922j -0.00168545-0.00485559j -0.0079062+0.00399808j 0.00858612-0.00756191j 0.00107505-0.0117105j -0.00245384+0.00518441j 0.00256284+0.00148999j -0.000683431+0.00332141j -0.000619185-0.00590262j 0.00720647-0.00270321j 0.00474666-0.00679487j 0.00514712-0.00961997j 0.000607975-0.0111536j 0.00782476-0.00109874j 0.00896399-0.0166735j -0.00117754-0.00153705j -0.00178064-0.0030623j -0.0032544-0.00484305j -0.0016409+0.0075586j 0.00822429-0.00274332j 0.00621037-0.00346369j -0.00972965+0.00471604j -0.00728994-0.0123921j 0.0130621-0.0065013j 0.000982054-0.00693758j -0.00594466+0.00988246j -0.00619762+0.00384534j 0.000546269+0.00377304j -0.0110363+0.00935953j -0.00203377-0.00917953j 0.00257062+0.00457133j -0.00242351-0.00834894j -0.00247711+0.00722152j 7.35998e-05-0.00275596j -0.0085175-0.00273723j -0.00577287-4.78339e-05j -0.00802669-0.00615487j -0.0038239+0.00571335j -0.00512803+0.00837632j 0.00347605+0.00771139j 0.00063214-0.020099j -0.0023921-0.00374421j 0.000476419+0.00238837j -0.0073355-0.00688786j 0.00271663+0.0173885j -0.00443181+0.00225768j -0.00703571-0.0131795j 
-0.00316977-0.00477955j 0.00317202+0.000101326j -0.00415121+0.00563016j 0.00314358+0.00374304j 0.00675387+0.00302682j -0.0217297-0.00382113j -0.00311748+0.00680887j 0.0153364-0.00956619j 0.0106427+0.0114165j 0.00965423+0.00984147j 0.00255027-0.00260578j -0.0107907+0.0113107j -0.00405333+0.00647206j -0.000394224-0.000582923j 0.00798186+0.00107242j -0.00513367+0.0169608j -0.00194279+0.00141285j 0.00975983-0.00308767j 0.000836218-0.00599299j 0.00846825+0.00633308j -0.0120435+0.00785231j -0.00506501+0.00870833j 0.00619936-0.000342013j -0.0043392-0.00187074j 0.00355164-0.00658299j 0.00235517+0.00186671j -0.00838821-0.0019565j 0.00293594-0.00138625j -0.0108966+0.00568188j -0.0133044-0.00787316j -0.0117472-0.00635723j -0.00483708+0.00417741j 0.002655-0.00272232j -0.00334068-0.000904114j -0.00643933-0.00136845j 0.00570002+0.000357883j 0.00314121+0.00344398j 0.0042387+0.00432004j 0.00324678+0.00301627j 0.00607355+0.00111128j -0.00489547+0.00141174j 0.0122495-0.010618j 0.000285728+0.000516545j -0.00271107+0.00439196j 0.0098372-0.000413541j 0.00683893-0.00313183j -0.0088659-0.00124395j 0.00331581+0.000547827j 0.00119773-0.00491j -0.00109671+0.00046588j 0.00489928+0.00318415j -0.00418043+0.0118388j -0.019161-0.00563289j -0.00911363+0.00660865j 0.00181357-0.0061594j 0.00743232+0.00340851j -0.00459482-0.00125322j -0.000959127+0.0140541j 0.0154273-0.0106735j 0.00266214+0.00417132j 0.00554573+0.00632546j -0.00804237-0.0074733j -0.00977418-0.0094626j 0.001391+0.00142497j 0.00448743+0.000268776j 0.000393041+0.00412836j 0.00617336-0.0168358j 0.0104343+0.00929274j 0.00512798-0.0125635j -0.0037501+0.00236085j -0.00722075+0.00193955j -0.00782999+0.000811106j 0.00713816+0.00291466j 0.00628247+0.00986417j -0.00162064-0.00513046j 0.0071079-0.0119327j -0.0112994-0.00508137j -0.0135418+0.00340478j -0.00689374-0.00224884j -0.0043827+0.00294078j -0.00114947+0.0180895j -0.00453843+0.00215364j 0.00633094+0.00668829j -1.8713e-05-0.00555229j -0.00822617-0.000946199j 0.00552531+0.0113747j -0.00223059-0.0165205j -0.0221902-0.00412771j 0.0263115-0.0035017j -0.00324778-0.00398593j 0.000380223+0.00735475j 0.00108717+0.00291324j -0.0140991+0.000389413j -0.00102706+0.00671772j -0.00107166-0.000405853j 
0.00593657+0.00408751j 0.0120442-0.0069511j -0.0198966+0.00558321j 0.00363931-0.000230016j 0.0182529+0.00740354j 0.00299298-0.0153067j -0.0351208-0.00472698j -0.01512+0.00510712j 0.00617163-0.0155566j 0.0130311+0.0123938j 0.0128625-0.00523804j -0.00313826+0.00232544j 0.00618441+0.00235885j -0.00156079+0.00264444j 0.00258625-0.00931536j -0.00965465-0.0015567j 0.00886578+0.018453j 0.0114915+0.00062337j 0.00237593+0.00104226j 0.0020415-0.0127117j 0.00311361+0.0166453j -0.00129187-0.00721338j 0.00304173-0.00647754j -0.00858025-0.0249593j -0.00390375-0.00875611j -0.0093728+0.00744911j -0.0224449+0.0155262j -0.00997457-0.00788015j 0.000405867+0.00196722j -0.00770747+0.00269956j -0.0107512-0.00276411j -0.00433814+0.0218428j 0.00665151-0.00030651j 0.00131056-0.000443015j -0.00284655-0.00460104j -0.00281277-0.00594843j -0.0169773+0.000300767j -0.00020426+0.0118579j 0.00301388-0.0191239j 0.00116713+0.00132406j 0.00322844-0.00351107j 0.0174609-0.00705029j 0.017028+0.016546j -0.0054516+0.00304805j 0.00511198+0.00657784j -0.00386845-0.0100854j -0.00214969-0.00406892j -0.0109749-0.00955203j 0.00649774-0.00999238j -0.000358835+0.0104127j -0.0117287-0.000953243j -0.00356183+0.0139298j -0.0157366-0.00558052j 0.00243373-0.00497167j -0.00549894+0.0142969j 0.00283271-0.0127148j 0.011739+0.00463169j 0.00595791-0.00393356j 0.0021036-0.00302656j 0.0102722+0.0148157j 0.00665628-0.000808723j -0.00195664-0.00988925j -0.00152228-0.00591495j -0.00603285-0.00841239j -0.00157557+0.00455014j -0.00697108+0.0108005j 0.00817838-0.0171261j -0.00249152-0.00842754j -0.0105459-0.0086563j 0.0065451+0.00802674j 0.00250711-0.00808182j 0.00838296-0.00591213j 0.00310404+0.00377575j 0.006808+0.00972538j -0.0107891+0.00637625j 0.0121618+0.0058971j -0.0159577+0.00872903j -0.00217915-0.00427503j -0.00366238-0.0184246j -0.0170268+0.00209571j 0.00291323-0.0246615j 0.0106536+0.029928j -0.0119779-0.00425519j 0.00920042-0.0125639j -0.0126362-0.00957214j 0.00108604+0.0154146j -0.0120585+0.0237294j 0.0297754+0.00600749j -0.00524268+0.00986384j -0.00803124-0.00478363j -0.00296869+0.00224081j -0.00451234-0.00226316j 0.00639693+0.00720309j 0.00302585+0.00239545j -0.00251092-0.00118375j 
0.000104486-0.000625723j 0.0172592+0.011006j -0.00464026+0.0132474j 0.0142299+0.00128378j -0.00359416-0.021147j 0.00834464-0.00187983j -0.00317519+0.0167545j -0.0280731+0.0194345j -0.00822282-0.0213527j 0.00312311+0.00163525j -6.24505e-05+0.00385311j -0.00490696+0.00145447j 0.0072397+0.00544594j 0.0072484+0.00787073j 0.0100949+0.00606912j -0.00645079+0.0121051j -0.00258153-0.00332194j -0.00564162-0.00329201j 0.0133914-0.0110354j -0.00508706+0.00116545j -0.00090362-0.00715811j 0.00189375+0.00391662j -0.00106476+0.000420058j -0.00181265-0.00537209j -0.00540698-0.00253125j -0.00904489+0.00373092j -0.00445974-0.000757006j -0.00525837-4.9835e-05j -0.00258336+0.000475j 0.00484621-0.00659089j 0.00252061-0.0130637j -0.0029007+0.00698087j 0.0056587+0.00529312j -0.00806548-0.0113926j -0.00174849+0.00787561j -0.000299886-0.00213843j -0.00918936-0.00200964j -0.0101285+0.00747768j -0.00959605-0.00463382j 0.000504761-0.0034142j -0.000799304-0.0101722j 0.00408608+0.00938523j 0.00354275-0.00027726j -0.0104062-0.0128253j -4.31248e-05-0.0131199j -0.0218278+0.000773055j -0.00559742+0.0159049j 0.0106333+0.00139915j 0.0180584+0.000650509j 0.00331424-0.0175672j 0.00189662+0.00102049j -0.00172842-0.0080975j 0.0093393-0.00176711j -0.00588453-0.000156701j 0.000351993-0.00218268j 0.0116679-0.00707181j 0.00368632+0.000335078j -0.000205645+0.00882705j 0.0121328-0.00206563j 0.0061348-0.00998644j -0.00463748+0.0108184j -0.0108008+0.00653314j 0.00735312-0.00345892j -0.00860377-0.000326717j 0.000195417-0.00609247j 0.00379977+0.00903251j 0.00690825+0.00258842j 0.00349853+0.00747672j -0.0034923+0.00275437j -0.00456014+0.0123286j 0.00528219-0.00339535j 0.0108928+0.00963512j 0.00719498+0.0257468j -0.0057985+0.0128674j -0.00201496+0.0151243j -0.00229428-0.00832139j 0.00638634-0.00210092j 0.00986071-0.00961004j 0.0150124+0.00471045j -0.0039696-0.0144483j -0.0165447+0.0138286j -0.00598414-0.0115009j -0.000288882+0.0069076j 0.00659056+0.00182691j 0.00295349+0.00801234j 0.00270582+0.00620734j -0.0148325+0.00349147j 0.00696828+0.00173973j -0.0267379-0.00691636j 0.00536285-0.00424241j 0.00505161-0.00247546j -0.0119522-0.0103042j 0.00418829+0.0140629j -0.00982062-0.00403394j 0.00142925-0.0119999j 
-0.0011635-0.00504431j 0.000805995+0.0055272j -0.000207218+0.00666917j 0.011583+0.0119937j -0.0060691+0.00123356j -0.000998098-0.00842537j 0.0195687+0.00695854j -0.0134037+0.00867507j -0.00603385+0.000809752j -0.00517648-0.01326j 0.000983549-0.0166754j -0.0167801-0.00973762j 0.000652909+0.00110448j 0.00880179+0.00797488j 0.00480571-0.014662j -0.00082865+0.00671046j -0.00896734+0.00644731j 0.00539707+0.00883039j -0.00866309+0.00185236j -0.00543957-0.0141517j -0.0151523-0.00583981j -0.00110643+0.00287908j -0.00148309+0.0012238j 0.00759445+0.00748613j 0.00270959-0.000435711j -0.00208313-0.0112242j 0.000279449-0.00260584j 0.00766878-0.00628892j 0.00550776+0.0157475j -0.00156871+0.00449315j 0.00883493+0.00478614j 0.00618739+0.00585893j 0.00552821-0.00108528j 0.00102794+0.0185259j -0.00643116-0.00259533j 0.000374219-0.00209957j -0.00154957-0.00539467j -0.00804884-0.00965024j 0.0135651+0.0145501j -0.00373792-0.00939776j -0.000315315-0.00632458j 0.0021761-0.00192261j -0.00373313-0.00703938j 0.00419429-0.00762722j 0.0148282+0.00262203j 0.0102228-0.00139498j -0.0144215+0.00211306j -0.00595867-0.00879023j 0.013226-0.00579458j 0.00611148-0.00754477j -0.0148148-0.00757786j 0.000636727+0.015383j 0.00348216-0.00488243j 0.00390871-0.0092067j 0.0142113-0.0108552j -0.000467953-0.0073031j -0.00149635-0.00409771j 0.00666511-0.00987796j -0.00360296-0.0100175j 0.00956507+0.00305149j 0.00752326+0.00325542j 0.00509091-0.00129553j 0.00103215-0.00407762j 0.00472866+0.00547426j 0.00694649-0.00489052j 0.00658614-0.00658489j -0.00468149-0.00132826j -0.00246195-0.00265194j 0.0150352-0.0111911j -0.00878569-0.0090854j -0.00222486-0.0145165j 0.0023366-0.00681417j -0.0175212-0.00990953j -0.00365286-0.000796186j 0.000476679-0.00714659j -0.0110206-8.42051e-05j -0.00464282+0.0159092j -0.00133473+0.00305044j -0.00368596+0.0188984j -0.0158021-0.00246745j 0.00582059+0.00349864j 0.0178824+0.00233178j 0.0114438+0.0267385j 0.0182551-0.00840983j -0.00411177-0.00369704j 0.0106432+0.0184743j -0.00168437-0.0071482j -0.0148483-0.0098887j -0.002609-0.00540967j -0.00305372-0.00930769j -0.0103757+0.00643334j 0.010383+0.00247325j -0.00848151-0.00754126j -0.00301831+0.000523273j 0.00797573-0.00474364j 
0.001129+0.00258239j 0.00245521-0.0139492j 0.00544381+0.00337095j -0.00159609-0.00835971j 0.00768599+0.0123376j 0.00944257+0.00645807j -0.0146077-0.0023256j -0.0165539+0.0150339j -0.00265426-0.0120893j -0.0157194+0.00191495j -0.0140958+0.00461454j 0.00134243-0.004552j 0.00254262-0.00122831j -0.00639028+0.0132817j -0.00958626+0.0086062j -0.0131013-0.0106101j -0.000115983+0.00197689j 0.0039755+0.00416747j 0.00562197-0.00503391j 0.0031996-0.00849403j 0.00123275-0.005446j 0.00753672-0.0184036j 0.0102452-0.00179789j 0.00985518-0.00333872j -0.00145058+0.00470605j -0.00255178+0.0102495j 0.0127846+0.00692516j 0.000122475+0.00446977j 0.00473841-0.000793791j 0.0125278-0.00155749j 0.0160903+0.0103999j -0.000724599-0.00295368j -0.00565249+0.00793345j 0.000778157-0.00463796j -0.0027284-0.000650829j 0.000566184+0.0152643j -0.00460619+0.0097053j 0.000820213+0.00479173j 0.00486392+0.00150639j 0.00823659-0.0111226j 0.00150854-0.00290513j -0.000441322+0.00635424j -0.00388266+0.00750844j -0.00568279+0.00213085j 0.00556608-0.00337183j -0.000873917+0.00478864j -0.00110445+0.00304218j 0.00213172-0.0040006j 0.00115712+0.00589394j -0.0179568-0.00974161j 0.00304098-0.00227679j -0.0124074+0.00485607j 0.00310657+0.000121806j 0.00891013+0.00680625j -0.00125167-0.00356631j -0.00347756+0.00784105j -0.00304988+0.00286895j 0.00715993-0.00175012j -0.0074946-0.0149311j 0.00864559-0.00227771j 0.00602558+0.00735061j 0.0108022+0.00298606j 0.000250232-0.00539984j -0.000591702+0.02469j 0.00584339+0.00874346j 0.0103136-0.00241761j 0.0112911+0.0150987j -0.00715267-0.00450524j -0.00689323+0.0174427j -0.0127795-0.000791987j -0.00793341-0.00606993j 0.0115321-0.00639265j -0.0144824+0.0146302j 0.00258718+0.0083933j -0.000381174-0.00652058j -0.0161323+0.00173545j -0.00124784+0.0122208j -0.00794757-0.0152375j -0.00147439-0.000338852j -0.0118425+0.00666019j -0.00288736-0.0144784j 0.0170317-0.00458356j 0.0207817-0.00374808j -0.00213057+0.0144147j -0.00643558+0.00944401j 0.000688104+0.00687946j -0.0118781+0.0303481j 0.0282156+0.00968384j 0.00384548-0.00737444j 0.00788336-0.00744108j -0.00774299-0.00536605j 0.00488888+0.0026533j -0.0043486+0.00566359j 0.00183292+0.00278513j -0.00295407-0.00497794j 
-0.00131708+0.00709284j 0.0084084-0.00273548j -0.0125571+0.0174042j 0.0099935+0.00658177j -0.0034569+0.0058839j -0.000527601-0.00138834j -0.00119729-0.000842345j -0.0130345-0.0140783j -0.014119-0.0228128j -0.00683066+0.00060173j -0.0029659+0.00683621j 0.000942435+0.00959753j 0.0158195-0.00996695j 0.011928-0.00892657j -0.00532101+0.0026185j -0.0134571-0.00459661j -0.00772126-0.000650546j 0.000223491+0.00226122j 0.00858057-0.0119215j -0.00728814+0.000730757j 0.00200276-0.016138j -0.00681541-0.00456473j -0.00572149-0.00117777j -0.0063997-0.000919851j 0.0118214-0.0093622j -0.00327577+0.00238734j 0.00421269-0.00386772j -0.00485421+0.00037645j -0.00486103+0.00223072j -0.0131668-0.0025554j -0.00304375-0.00184429j -0.00930972+0.0103724j 0.0070831-0.0111828j 0.00455285+0.000868988j -0.00881858-0.000119468j 0.0186265-0.0107115j -0.00362199-0.0169898j 0.000735488+0.0129656j -0.00740411+0.00504894j 0.00669097-0.00655385j -0.00151723-0.00806368j 0.00203204-0.00173386j 0.0139934+0.0040784j 0.0115919+0.00185231j -0.000830158+0.00735277j 0.00175568-0.0167145j -0.00914917+0.00016646j 0.00415106+0.0118644j 0.0107195+0.00331101j 0.00694282+0.00152436j -0.0150091+0.00629413j 0.0019394-0.00620734j 0.00542454-0.00660917j 0.0225472-0.0248739j 0.00622078+0.00134317j 0.000808283-0.00400439j -0.00899431-0.000843062j -0.0160844-0.011651j 3.72874e-05+0.00774467j 0.00523105-0.0160103j -0.00895941-0.0128199j 0.00447479+0.00290214j 0.00972825+0.0352967j -0.0119042-0.0201891j -0.0152176+0.00467636j -0.0160362-0.0109715j 0.00271043-0.00576094j 0.00104697-0.0148021j -0.00841817-0.00802676j 0.0102487-0.0109578j 0.0155827+0.00776616j 0.00847725+0.00949704j -0.00771947-0.0104521j 0.00232346+0.0158798j 0.00595799+0.0124338j 0.000352505+0.00699889j 0.0112019+0.00585462j 0.00742925+0.00747599j -0.00574722-0.0209128j 4.03849e-05+0.0246698j -0.00816561-0.00675168j -0.0015285+0.0100458j -0.00191895-0.00161916j -0.00224075-0.00668707j 0.00925535-0.0249538j -0.0104674-0.00402302j -0.00246771+0.0137899j 0.00512218+0.0164917j -0.0235097+0.00681933j -0.00452227+0.00282078j 0.00378091-0.00680603j -0.0266319+0.0121359j 0.019901+0.00611102j -0.00520574-0.00693333j 0.0036241-0.00128098j 
-0.0121815+0.00343036j -0.00213343+0.00637515j 0.00861887+0.0033104j 0.00643819+0.00243201j -0.00569121-0.00293116j -0.000144588+0.00169833j 0.0165577+0.0166107j 0.00897047-0.01163j -0.0125859+0.0112875j -0.00668135-0.00794121j 0.0019162+0.000169822j -0.00311146-0.0169069j -0.00757665+0.00579162j 0.0149569-0.00495023j 0.000639169-0.00259694j 0.0068849+0.0121343j -0.00689331-0.00675323j -0.00274699+0.00111308j 0.00109054-0.00239359j -0.00590826-0.000171845j -0.00992237-0.0101386j 0.00232493+0.00465392j -0.00549212-0.000230686j -0.000176942+0.00750748j -0.00326521+0.00738881j 0.0045954-0.00779873j 0.0017272-0.00321754j 0.00934793-0.0072973j -0.00599537+0.0111393j -0.000439929-0.00350606j 0.00154136+0.00019881j 0.0043879-0.00448828j 0.0039855-0.000570751j -0.00993504+0.00735178j -0.00345069-0.0025463j -0.000639354-0.00890393j 0.00348447+0.000908583j -0.00477869-0.0119227j 0.002337+0.01015j -0.00618673+0.0012958j -0.00523939-0.000671336j -0.00678149+0.00267843j -0.0150715-0.00620102j 0.00682051-0.00965455j 0.00280268-0.000111994j -0.00129867+0.00526334j 0.0062156-0.00460713j 0.000721279-0.00445653j -0.0059297+0.0067981j 0.0126905-0.00256186j -0.00371991+0.000865441j 0.0123299-0.00322167j 0.0073763-0.0042231j -0.00860234+0.00252013j -0.00114815-0.0046943j -0.00266609+0.00147634j 0.00128652-0.00351185j 0.00159779-0.00230602j 0.00406326-5.15553e-06j -0.004279-0.00588248j 0.00130377-0.00626131j 0.00502951-0.00209235j -6.02388e-05-0.00497458j 0.00588023+0.00116825j -0.00263543-0.000916812j 0.00310755-0.00611434j -0.00303123+0.00696372j 0.00466276-0.00271405j 0.00649044-0.00230351j -0.00871446-0.00105237j -0.00233905+0.00223498j 0.00515687+0.00193618j -0.00481232-0.012205j -0.00616478-0.0130811j 0.00169057-0.00660123j -0.00267097+0.00137647j -0.0036926-0.00336058j -0.000530706+0.000963786j 0.000733566+0.00926092j 0.00878021-0.0120937j 0.000605746+0.0159541j -0.00751747-0.0130411j -0.000814456+0.00760102j -0.00117192+0.000156367j 0.00468672+0.00109805j -0.00832978+0.00259346j 0.00680741-0.0182881j -0.0211777-0.00553376j 0.00426984-0.0150241j -0.00301795+0.00139138j -0.00105449+0.00400161j 0.000732037-0.000172298j -0.00559698+0.00512659j -0.0047034+0.00324842j -0.00243391-0.00494965j 
0.00477657-0.00884065j -0.00039073+0.00541765j -0.00070388-0.00174482j -0.0101651-0.0264524j 0.00939825+0.00596302j 0.0100431+0.0026835j -0.00128212+0.00421108j -0.000995471-0.00682579j 0.00303559-0.0058833j 0.00860753-0.0169202j -0.00806886-0.014669j 0.00120958-0.00285707j 0.00599398-0.0127744j -0.00826738+0.020395j -0.0143766-0.0105853j -0.000380191+0.00395391j 0.00457593-0.0179684j 0.00129208+0.0159463j 0.00173857-0.00581901j -0.00933222+0.00200336j -0.00573682-0.0101964j 0.0103361-0.0138996j 0.00814165-0.0091513j 0.000463016+0.0105236j 0.00306167+0.00931422j 0.012202-0.00836678j 0.00880672+0.00170479j 0.00500335-0.00972977j -0.0170122+0.0231023j -0.000193592-0.006711j 0.00116128+0.020903j -0.00493944-0.00306321j -0.0107907-0.0105362j -0.00611144+0.0120121j 0.0108976-0.00433333j 0.00395161+0.00593838j -0.00848592+0.00612948j 0.00613008-0.00946246j -0.00815311+0.0149693j -0.0181917-0.00129181j -0.0154614+0.00436491j -0.0124235+0.000367223j -0.00550407+0.00902916j 0.0108851-0.00367728j 0.00214091-0.000767301j -0.00282047+0.0129592j 0.015311+0.00557455j 0.00443875-0.0026742j -0.00952968+0.00100588j -0.0129386-0.0199301j -0.0165554-0.0100782j 0.0189598-0.0100623j -0.00683401-0.0157677j 0.000598163+0.00774871j -0.00112412+0.00155755j -0.00744625+0.0125629j -0.00411388-0.00194299j 0.00725866-0.0038897j 0.00165345-0.00602184j 0.016185-0.0119386j 0.00869485-0.0207409j 0.016313-0.0185121j 0.00189344-0.0192738j 0.012061+0.00947088j -0.00431163+0.0167866j -3.1234e-05-0.0182903j -0.00298601+0.00937733j 0.00304659+0.00301124j 0.00520549-0.00301655j -0.013796-0.00743934j -0.00770975-0.00585812j 0.0193447+0.0066872j -0.00968279-0.0241544j -0.00524421-0.00144639j -0.0001071-0.00172824j 0.00359312-0.00348134j -0.0103528+0.0189893j -0.0108588-0.00387509j -0.007055+0.00644412j -0.00855428+0.00301998j -0.00871684-0.00845058j -0.011007-0.00999021j 0.0081998+0.00613925j 0.00119648+0.0095989j 0.0169416-0.00469366j 0.00172356+0.00771018j -0.00109205+0.011832j 0.00547189+0.0148116j 0.00564998+0.00474424j -0.00311111-0.00200791j -0.00439944+0.00487403j 0.017926-0.00466096j -0.00671818-0.0148988j -0.000513747+0.00111558j 0.00281526+0.00174273j 
0.00398905-0.00501463j -0.0111688-0.0171438j -0.00199469-0.0101283j -0.0146461-0.00142874j 0.00717963+0.00899578j 0.0110968+0.00856431j 0.00733255-0.0273712j -0.00357964+0.00622882j 0.0188293+0.012667j -0.0098385-0.00555784j 0.00157292-0.00166724j -0.00808041+0.014869j -0.00351091-0.00511786j -0.0199143-0.00620884j -0.000122219-0.00660784j -0.0127919-0.0111354j 0.00813048+0.0121806j 0.00923495+0.00250688j -0.00808771+0.0129301j 0.01389-0.000516988j 0.00635524+0.0118846j -0.00343849-0.00649527j 0.00417536-0.000116647j 0.00620305-0.00195681j 0.00446383-0.00121032j 0.00331814-0.000476244j 0.0042513+0.00793636j -0.00146167+0.00207828j 0.00626189-0.00670715j 0.0176042+0.00246584j -0.00296505+0.0202955j 0.00395116-0.00119286j -0.00302254-0.00322754j 0.00442631+0.0108886j 0.00176834-0.0106002j 0.00032904+0.00852088j 0.00571067-0.000206804j -0.000935648-0.00414879j 0.00464672+0.00180614j 0.000646572+0.00691721j 0.0115979+0.0108773j -0.00401315+0.000408429j 0.0119298-0.000569103j 0.000143175+0.0193885j -0.00285315+0.00116305j 0.0101231-0.00497149j -0.00404193-0.00253793j -0.0138981-0.00541028j -0.00570939-0.00297086j -0.010527+0.0176044j -0.00106145-0.0101602j -0.000517001+0.00934239j -0.00639735+0.00554533j 0.000887269+0.00153647j 0.00365993-0.000722615j -0.000660069+0.00883986j 0.00512006-0.00169428j 0.00069607-0.00458148j -0.0137973-0.00430116j 0.00309661-0.00317015j 0.0120316-0.000569678j 0.0104149-0.00109739j -0.00088674+0.000386088j -0.0059249+0.00287692j 0.00236826-0.00476818j -0.00563581+0.00321768j -0.00852326-0.00764648j -0.00897873+0.00499416j 0.00445455-0.0028959j 0.0133826-0.0189095j 0.00407462-0.0109149j -0.00663296-0.0114372j -0.00415221-0.00257221j 0.00194347+0.000918602j 0.00269754-0.000863651j 0.0037462+0.00282032j -0.00597636+0.00714094j -0.0064135+0.0066653j -0.00474892+0.00213693j -0.0157742+0.0177446j 0.00703891-0.0217795j 0.00950709+0.0192979j -0.00118306+0.000427986j 0.00445486-0.00598172j -0.0127573-0.0101181j 0.0129795+0.0017427j 0.0054681+0.00155624j 0.0144641+0.0027704j 0.00741868+0.012978j -0.0020186-0.00686978j -0.00598373+0.00248445j 0.0133249+0.00099923j -0.00285754-0.0132727j 0.0103104-0.00458339j 0.00516182+0.0110637j 
