-0.122034+0.0855284j 0.0257271-0.0340446j -0.0448338-0.00918616j 0.147231+0.0500751j 0.0389292-0.0128693j -0.0268481-0.0228662j 0.0782581+0.0939282j -0.0431062-0.0415022j 0.000583264-0.0545152j -0.00296936+0.0299432j -0.0175434-0.0219912j -0.0415585-0.071339j -0.0170124-0.0194869j 0.0127452-0.024543j 0.0236435-0.0282809j 0.00666706-0.0576311j -0.00357696-0.00578354j 0.0126698-0.0321123j 0.00145743-0.0158681j -0.0291286+0.00550763j -0.00706001+0.0460392j -0.0149586-0.045502j -0.0100916+0.0269317j 0.00273074+0.023254j 0.000745569-0.00191223j -0.00358843-0.000252593j 0.0311474-0.0247534j 0.0211468+0.0231862j -0.0214496+0.0122045j -0.0212149+0.0295432j 0.00234434+0.0249694j -0.000391415-0.0505292j -0.0192867+0.0335557j 0.0095104-0.0169961j 0.0299181+0.00832286j -0.0222904+0.0367466j -0.00228642+0.00545799j -0.00805611+0.0120029j -0.00323715+0.00536454j -0.0128701+0.00507238j 0.00172945-0.017579j -0.0255983+0.0337988j -0.0317565+0.0303458j -0.0202062+0.0168945j -0.00438561+0.0644893j -0.0070953+0.0483618j 0.0115646-0.021294j 0.0167046+0.0164722j 0.0505303+0.0204236j 0.0592508-0.0155905j -0.00755625-0.0162964j 0.0247456+0.00901068j -0.0101072+0.00261411j 0.0328698-0.00974367j -0.00430818-0.0229532j 0.0420608-0.0788801j -0.0172135-0.0309401j 0.0394436+0.0155083j -0.0295925+0.0490554j 0.0285799+0.0142162j -0.00709745+0.0442199j -0.0347766+0.0860224j 0.0375112-0.013661j 0.0960044+0.00118381j 0.0767506+0.0755115j 0.219021-0.196453j -0.121804-0.196182j 0.173818+0.0718418j -0.0347301-0.0745304j 0.143949+0.0821971j 0.122196-0.0437261j 0.0606388-0.208807j -0.00945473+0.00855589j -0.0439751-0.101745j -0.05966+0.154898j -0.0228243+0.0575158j 0.151225-0.15896j 
-0.00881791-0.00582435j 0.0117915+0.00733775j 0.0203397+0.0566467j -0.0236082-0.0377708j -0.0553841+0.0041862j 0.0632414+0.00847567j 0.010028-0.065973j -0.0126043-0.0319557j -0.0185673+0.0146066j -0.0413385-0.0728314j 0.0150784-0.0957459j -0.0642493-0.0439766j 0.0627755-0.00555865j -0.00727477-0.00501046j 0.0342537-0.0286917j 0.0283083-0.0265653j -0.0295889-0.0112288j 0.0570983-0.0265874j 0.0158253-0.085635j 0.00638682+0.114924j -0.0753789-0.010952j 0.00322091+0.0951593j 0.0161102-0.0727038j -0.00894401+0.0521521j -0.0217421-0.119589j 0.0224123+0.0747547j -0.0138982-0.0517038j -0.0358143-0.00364076j -0.0636546-0.0378788j -0.0671781+0.0825552j -0.0570621+0.0776846j -0.0483198+0.074132j -0.118599+0.0446439j -0.0947531+0.035014j 0.135333-0.119607j -0.0834983+0.0126957j 0.11143-0.164112j -0.0492959+0.0368622j -0.00789287-0.0201431j 0.000614154+0.050692j -0.0673567+0.089617j 0.0382583+0.0772736j -0.0881696-0.105237j 0.0895626-0.162084j 0.0170438+0.0117935j -0.0754584+0.062506j -0.0408966-0.0885891j -0.0325608-0.0702622j -0.0935437+0.100771j 0.0907418+0.0849118j -0.0347378+0.167052j 0.0481619-0.00104162j -0.113913+0.0667936j 0.0268458+0.0590199j -0.0088831-0.0280354j 0.0393389+0.0116866j 0.034376+0.0857485j -0.011872-0.016207j -0.00986078+0.0133163j 0.0420091+0.031243j 0.0308721-0.00332036j -0.00811163+0.00607784j -0.0630868+0.0563388j -0.0105159-0.0179434j -0.0266617-0.0414825j -0.0742709+0.0284278j -0.163513-0.0260857j 0.018037+0.0504209j -0.0127794-0.0215973j 0.0368644+0.0112528j 0.0306812+0.0364081j 0.00562066+0.0120698j -0.0270021-0.0501047j 0.0517397-0.0481421j -0.0129063-0.0394822j -0.0128666+0.0155429j 0.000481927+0.0020974j 
0.0254465+0.0225199j -0.0103825-0.00870566j -0.00187754+0.0230321j -0.0210859-0.0234639j -0.0244408-0.0177033j -0.0113457+0.00339669j -0.0326565+0.0150553j 0.0535717+0.0438632j -0.00804674+0.0478345j -0.0258165-0.0752841j 0.0248054-0.0263169j 0.0391746-0.0641947j 0.045991-0.0418568j -0.0391751+0.0681263j 0.0533517-0.0217499j 0.0526161+0.0228116j -0.0205839+0.0395211j -0.0205444-0.0313648j 0.0111263+0.00369537j -0.0544639-0.0448339j -0.0507756+0.0662422j 0.031882-0.0458639j 0.0309616+0.0413115j -0.000325039+0.00856112j -0.00218503-0.00243995j 0.0791384+0.0350269j -0.0831529+0.0223372j -0.0494523+0.0350776j -0.0672923-0.0774459j -0.126707+0.0696352j -0.0458192+0.076821j 0.063739+0.0233119j 0.0224179-0.0186356j 0.050273-0.0489177j 0.002534+0.0943911j -0.189178+0.0637282j -0.117259-0.0035527j -0.0832476-0.017262j 0.114534+0.111222j -0.234447-0.0922112j 0.112336+0.0466912j 0.117901-0.129823j -0.0578869-0.0913687j 0.0553859+0.0857665j 0.0444352-0.0481887j 0.0987094+0.0687378j 0.103493-0.0396675j 0.0588049+0.0277571j -0.0961907-0.122594j -0.162685+0.191698j -0.0276028-0.069559j -0.023522-0.0474767j -0.0135073-0.00883338j -0.0500497+0.037245j 0.116907+0.134157j -0.105063-0.00811058j -0.152173+0.0979486j -0.032502+0.0693507j -0.0975133-0.0797253j 0.055001-0.0070119j 0.0712762-0.0271604j 0.0232022+0.109759j -0.0160336+0.0595469j -0.0048533+0.0419362j 0.0199292+0.0089214j 0.0193032-0.0643426j -0.0713203-0.0940607j -0.0354941+0.0505812j -0.0476342-0.0755839j 0.00124645-0.000997333j 0.0132285+0.0202842j 0.0162693+0.0132258j -0.0656881+0.0340374j 0.0252698-0.00437403j -0.0220637-0.0165497j 0.018612-0.0149726j -0.0324893+0.0115533j 
0.00948967+0.0223121j -0.00949745-0.00629395j -0.0123625-0.0564274j 0.0595876+0.0637044j 0.0732051-0.0465795j -0.0474654+0.0262398j -0.0133585+0.0557384j -0.0110497+0.00491345j 0.000401453-0.034287j 0.039787+0.0541236j -0.0472973+0.0418202j -0.0114091-0.00871355j -0.0141818+0.0544461j 0.0139997-0.0127756j -0.117066+0.000111482j 0.00958274+0.00643719j -0.0677011+0.0706221j -0.00136481+0.00688726j -0.0607408+0.0381869j 0.0488292-0.0388031j -0.0768263+0.0263122j 0.080744-0.0560188j 0.0366417-0.117551j -0.0552726-0.016909j -0.109719+0.0193083j -0.102505+0.0778977j 0.0284395+0.0917466j 0.0736237-0.023284j 0.0919275+0.101578j 0.119998+0.080356j -0.0511103-0.0295722j 0.03034-0.0509724j 0.0851519+0.0179962j -0.112748+0.012498j -0.0642179+0.12138j -0.0755733-0.0374714j 0.077608-0.0388073j -0.0777726-0.0101985j 0.134004-0.00109009j -0.0185031+0.109844j -0.117756+0.20508j 0.098173+0.135348j -0.158503-0.0389849j -0.0314574-0.0314265j 0.0211097-0.10987j 0.0756977-0.0056597j -0.0999134-0.189871j 0.036797+0.0193314j -0.00557137-0.0743667j -0.0555004+0.110824j 0.0628206-0.0798717j 0.141629+0.0281766j -0.00794524+0.00387245j -0.021687+0.00104155j -0.0695309+0.00148413j 2.25645e-05+0.0833678j 0.0124028-0.0571807j -0.0193261-0.0957489j -0.0265263-0.00274653j 0.0409025+0.0568101j 0.0140032-0.0597735j 0.0735959+0.0515021j 0.065579-0.0203431j -0.0225895-0.00846465j 0.0184706+0.0411374j -0.0136415+0.0866464j 0.139031+0.0419738j 0.0191274+0.00061246j 0.00176327+0.0620649j -0.0551723+0.0197475j -0.00519965-0.0423658j -0.0275447-0.0178415j 0.0636963+0.0593798j -0.0529919+0.0601651j -0.0294237+0.047549j 0.00916655-0.00730236j -0.00344399-0.0113453j 
0.025553-0.0314944j 0.0361226+0.0389662j 0.0494167-0.0119853j 0.0273391-0.0068446j 0.0229732+0.0752797j -0.00494461+0.0322855j -0.0205814-0.081616j -0.0345081-0.0566629j 0.0640918-0.058322j 0.0207637+0.0242779j -0.0147393+0.0594027j -0.0419555+0.0286405j -0.0592332+0.0521491j 0.129048-0.0135986j -0.0439331-0.09719j -0.10601+0.0402782j 0.0365174+0.00147609j -0.0748836-0.0177562j -0.0184608+0.0453482j -0.023776-0.000825476j 0.0521637+0.0361881j -0.0597335-0.00432715j 0.024302-0.0436988j 0.0693104-0.0675602j 0.0388613-0.00358451j -0.0773122-0.0986544j -0.00466657+0.0152943j -0.0223825-0.181866j 0.0244521+0.065572j 0.0600703+0.0269952j 0.0064412-0.130832j -0.201115+0.0892804j -0.024491-0.0159681j 0.0861737-0.00353649j 0.108637-0.181931j -0.117059-0.0180743j -0.0173288-0.0632867j -0.0502494-0.18131j -0.000626799-0.237955j -0.0184395+0.0273761j 0.0665636-0.0964985j -0.0786106-0.00498735j 0.127465+0.131637j -0.0451546+0.0402039j 0.152507+0.0414072j 0.00836021+0.0360207j 0.0315073-0.103674j 0.083079-0.0276936j -0.0304938-0.166406j -0.0301108-0.0572843j 0.018863-0.0616005j 0.0475034-0.0799332j -0.0182822+0.0018163j -0.0980212-0.0459384j 0.0297356+0.0425406j -0.0457399+0.0331559j -0.0969868+0.0705502j -0.0436134-0.0132435j 0.016984-0.0118629j 0.111697+0.00497741j 0.00438006-0.00271813j 0.0855439-0.00262129j -0.0166047-0.0860338j -0.142955-0.0154268j 0.0830062+0.0381065j -0.0386079-0.0186667j -0.0224045+0.0264166j 0.0185399-0.0706405j 0.0764754+0.0533113j -0.036939+0.0630161j -0.0206724+0.0790496j 0.00798752-0.010962j 0.0437587-0.0667437j -0.0351507-0.0134904j 0.034885+0.0145961j -0.0430484+0.0284068j 0.00934558+0.0376075j 
-0.00525396+0.0133349j 0.00924677+0.0135507j -0.00363077+0.00028266j 0.00700669-0.023758j -0.0100872+0.0500335j 0.00330649-0.0446073j 0.0192882+0.0043247j -0.00724276+0.00622056j -0.0188575-0.0326566j -0.0236781+0.0454238j -0.0343704+0.0385176j 0.0304617+0.038541j 0.0279667-6.19214e-05j -0.0791993-0.0105217j 0.0835063+0.0128328j 0.0171359+0.00780478j 0.0278417+0.00254476j -0.00508275-0.0103983j -0.0584544+0.0730501j -0.0213834+0.0189845j -0.0615015+0.148997j -0.0130485-0.0445546j 0.0022281-0.0200676j -0.079021+0.0656702j -0.0864808-0.0197702j 0.0427596+0.206198j -0.0674763+0.0729051j 0.0784391-0.0760236j 0.0707133+0.0573653j -0.104132+0.189745j -0.113477+0.0546755j -0.0398008+0.0719226j -0.0638304-0.00602573j 0.0254249+0.22413j -0.023639+0.0015169j 0.0130971+0.0720844j -0.132708-0.0915101j -0.0265441+0.0242751j 0.0263457+0.0209403j -0.00568752+0.190415j 0.0921779-0.0385049j 0.0690339-0.0746073j -0.0371561-0.00209025j -0.00852249+0.248187j 0.0575354+0.028788j -0.0539142+0.0409762j 0.122816+0.0491481j -0.107211-0.129141j 0.0465917-0.0604678j -0.106426+0.0318246j -0.0864081-0.0658847j -0.00767842+0.224748j 0.0729641-0.083027j 0.0603923+0.00136894j 0.0137137-0.0165164j -0.0160253+0.0355094j 0.041008+0.153178j -0.00678304-0.0216442j 0.0554516+0.0980041j -0.0113311+0.00217491j -0.0221377-0.00906431j -0.0340136+0.0026705j -0.064161+0.0281198j 0.081563-0.0123222j -0.0216048+0.0116333j 0.00779871-0.034782j 0.0257767+0.0208475j -0.0258208-0.0431263j -0.0250665+0.0297585j -0.00787797-0.00380414j 0.0207008-0.0111089j -0.000983361+0.0418102j -0.00895018-0.0558288j -0.00705987-0.0283127j -0.00423135-0.00276519j -0.00945667+0.0163398j -0.00865323-0.0130378j 
-0.00346876+0.0173863j -0.0107562-0.0118827j -0.0172388-0.0435077j 0.0594989+0.0635652j 0.0472043-0.0640432j -0.0421227+0.0276542j -0.00371658+0.0560516j -0.0530567-0.00552495j -0.016699-0.0594171j 0.0366497-0.0236985j -0.147148+0.0402893j 0.0126083-0.0791537j 0.0112405+0.0545057j -0.00576343-0.00316157j -0.0909908-0.00850728j -0.0597361+0.0589859j 0.0106252-0.0493829j -0.0160737+0.0104339j 0.0384325+0.0270919j -0.0184787+0.121476j -0.0488812-0.0996167j 0.0122213-0.016131j 0.0754021-0.0435968j -0.0254387+2.64807e-05j 0.00777382-0.0228563j -0.129472+0.0613994j 0.0902598+0.0829686j 0.00692963-0.0438467j 0.0609599+0.0887242j 0.00732161-0.040986j 0.0732608-0.145868j 0.023198-0.100965j 0.0708588-0.0398527j 0.0392388+0.0318932j -0.152447-0.0144735j 0.0891123-0.103523j 0.13708+0.201476j 0.085409+0.0167244j -0.0964153+0.0455336j -0.0117719+0.109373j -0.0177775-0.0417058j -0.0516269-0.0103697j -0.0890548-0.165804j 0.0931776-0.00510936j -0.0692068-0.0392685j 0.112179-0.0611119j 0.0565287-0.0149642j 0.130011-0.0710533j 0.0135531-0.0209298j -0.142884+0.0985461j -0.0221419-0.100921j 0.113067+0.0778936j 0.0605132-0.00299809j 0.0666642-0.0402986j -0.0101276-0.0821735j 0.0691831+0.0807629j 0.0513484+0.0438898j 0.0583734+0.0615679j 0.0759324+0.0456456j -0.00182611+0.00783132j 0.0619041+0.0597829j -0.0171075-0.0172003j 0.120947+0.0226182j -0.0140799-0.0279248j 0.0416696+0.0500606j 0.0106499+0.0266527j 0.0456402+0.0376333j 0.0483945-0.0600413j 0.00376982+0.0288759j -0.00596219-0.00639481j -0.00720555-0.0633868j -0.0369366-0.0172782j 0.0832549+0.060537j -0.0555566+0.063006j -0.0294561+0.065547j 0.0115335-0.00704303j 0.00867897-0.0212082j 
-0.0354679-0.0167254j -0.000788821-0.00562344j -0.0219891+0.0262745j -0.0171394-0.0171009j -0.0502792-0.0315218j 0.015173-0.00896491j 0.0165786-0.0343921j 0.00934306-0.019399j -0.0394783+0.0627831j -0.0353048-0.0141293j 0.0736616-0.076893j -0.000376815+0.0645699j -0.0431526-0.0333634j 0.018866+0.0320691j 0.00741801+0.0520175j -0.0266213+0.0720033j -0.0369648-0.0397145j -0.0670479+0.0102737j 0.106442-0.109889j -0.070018-0.0141847j 0.161737+0.0825095j -0.115479-0.0825264j -0.0859742+0.180651j 0.048384+0.00568208j 0.00611032+0.0023722j -0.0580863-0.0101529j 0.0930028+0.0787899j 0.224469+0.00734388j 0.0399982+0.234369j 0.0804461-0.0267361j -0.0947182-0.0773558j -0.0944477-0.0724927j 0.0725346-0.112808j -0.0413584+0.094422j -0.0540345+0.0607924j 0.0325452+0.14472j -0.140644+0.0107137j 0.0602386-0.0442749j -0.103625+0.121462j 0.212919-0.0216626j 0.125193-0.026568j -0.196365-0.0639631j -0.00726722-0.0313584j -0.0540125-0.00417286j -0.0340264+0.0166315j 0.0255787+0.0211416j 0.0573531+0.0160019j -0.118027-0.0974389j 0.0244585+0.0417277j 0.0230402-0.00935194j -0.0824061-0.0213687j -0.0204567+0.059384j 0.0265842-0.0399527j -0.0168692-0.02998j -0.0354698+0.0323824j 0.0300746+0.0348491j 0.065546+0.0765286j -0.0507953+0.0308593j -0.0221609+0.0477554j 0.00199462-0.0563721j 0.0254719+0.0223961j -0.0414975+0.0345161j -0.0142498-0.0250061j 0.0304153+0.0792167j -0.0561007-0.0383719j 0.0166558+0.05423j -0.0243193+0.00269453j -0.0227818+0.0825264j -0.0145032-0.0334804j 0.0543044-0.0269262j -0.0267224+0.0112447j -0.0113305-0.0187407j -0.0306706+0.010529j 0.0166417-0.0259908j 0.011824-0.0344189j -0.00204193+0.00675658j 0.0290316-0.0196192j 
-0.00450354-0.00106798j -0.0162448-0.0175387j 0.0168089-0.0356772j 0.0410269+0.0483327j 0.00541373-0.0566103j -0.000398943+0.0187164j -0.0213963+0.0267297j -0.0335445+0.0112298j 0.000978286-0.00726403j -0.00997374+0.0276523j -0.133565+0.0192421j 0.0965564+0.0513996j -0.0210439+0.0349707j -0.0355339+0.0386193j -0.0362746-0.044309j -0.0230955+0.00814385j 0.0288405+0.0150144j 0.0404503-0.0464176j 0.00646471-0.018141j 0.0215842-0.0705209j 0.0302334-0.0855388j -0.051406+0.0287453j -0.0082951+0.0160308j 0.082292-0.0461139j -0.084498-0.020815j 0.0804835-0.0024248j -0.00310649+0.0796578j -0.00768077-0.154001j 0.130482+0.0430831j 0.0460227-0.051521j -0.0922785+0.0973963j 0.0194565+0.0440206j 0.0589114+0.106541j 0.0729956+0.139517j 0.098495-0.0924153j -0.0511956+0.0952435j -0.0610037-0.107707j -0.0663481-0.0231354j -0.0118644+0.0346655j 0.0243073-0.0966964j 0.0943622+0.169552j 0.0815944+0.00994064j -0.122657-0.127148j -0.110736-0.0802686j -0.0356524-0.0262005j 0.0682997+0.0176545j -0.0901787-0.0721309j 0.0170914+0.0574411j 0.018034-0.0168029j -0.00432213+0.0401917j -0.0209618-0.027852j -0.0181317-0.11138j -0.0269176+0.0909087j -0.0059125+0.0204003j 0.0264392+0.0960635j 0.017331+0.0742526j -0.0833342+0.0282093j 0.00565033+0.160052j -0.0144534+0.0811441j 0.0639553+0.0195238j -0.0135345-0.00785149j 0.00851125+0.0102721j -0.0150291+0.0378603j -0.0102351+0.0153734j 0.0540841+0.0172591j 0.0880807-0.0335551j 0.0134313+0.0761785j 0.0302989-0.0572311j 0.0204387-0.00055893j 0.027408-0.035993j -0.00748087-0.0753479j -0.0614034+0.00270465j 0.0546134+0.0137545j -0.013391+0.0274815j -0.0245882+0.0538078j 0.0119888-0.0105989j 0.0132272-0.00652083j 
-0.000702227-0.0113659j 0.0178882-0.0139752j 0.0397525+0.0276375j -0.0130908+0.00469226j 0.0188908-0.0371356j 0.0116293+0.0374597j -0.00928625-0.0599237j 0.0175084-0.0161447j -0.0106068+0.0324333j -0.0216416+0.0229443j 0.0234297+0.0552774j 0.0554772+0.00937829j 0.0140204-0.0410439j 0.0390323+0.104311j 0.0955591-0.0958432j -0.051514-0.00909505j 0.055283-0.029316j -0.0859106+0.0235814j 0.0664625-0.0279195j -0.00112251-0.163009j 0.0759985+0.129898j 0.133321-0.0525111j 0.0874801+0.0789535j -0.0517898+0.0966564j -0.070332-0.0557345j -0.0718804-0.0818431j 0.0692755-0.0520323j 0.0592981-0.133517j -0.0241083+0.0579687j 0.0500746+0.149269j 0.111528-0.0557196j -0.030582-0.0535473j -0.0290111-0.12767j -0.132709-0.0511814j -0.00659459-0.0148241j -0.0871123+0.0749789j 0.0228473+0.0949811j -0.0351009+0.0653672j 0.194436+0.0541207j -0.0591161+0.106158j -0.0993075+0.11878j -0.00830324+0.151723j 0.0785996-0.0347978j -0.0339916-0.0129427j -0.0303804-0.0473416j 0.179149-0.0342588j 0.0170432-0.0715337j 0.124864+0.0670354j 0.0108311-0.00629298j -0.00777996+0.0763808j -0.124229+0.0727444j 0.0409511+0.0338723j 0.0124545+0.0362554j -0.0711467+0.0275659j 0.0152818+0.144561j 0.071407-0.00642332j -0.0668865+0.0178793j -0.0367739+0.0124819j -0.0319531+0.0500217j 0.0223843-0.00169024j -0.0523598-0.03502j 0.0558093+0.0216852j -0.0489167-0.0368797j -0.00319156+0.016817j -0.0116096-0.112151j -0.0470144-0.0629671j -0.0196561+0.0183111j -0.0029308+0.00243522j 0.0129935-0.0186158j 0.00559293+0.00263449j -0.0195316-0.00228876j -0.0187546-0.0406669j 0.0258184-0.0101783j 0.0358178-0.00405399j 0.0083637-0.039375j -0.0020945+0.0248732j -0.00257352+0.0218743j 
-0.0100197-0.00411654j 0.0380992+0.00125691j 0.0144816+0.0351996j -0.00309737-0.042022j -0.0111908+0.0110714j -0.0555217-0.0114066j -0.00282931-0.00579297j -0.0085846-0.00681825j -0.0888436-0.00454548j 0.0810978-0.0577223j 0.0289533+0.0216013j -0.0821844-0.0224305j 0.00779793-0.0438261j 0.0257791-0.0397427j -0.0817317-0.0486299j -0.00634279-0.00609819j 0.0360294-0.0117476j -0.0130459+0.0996482j 0.0115946+0.0274594j -0.0452479+0.182006j -0.0521351-0.0320875j -0.0119518+0.064963j -0.0818535-0.0802812j -0.25917-0.0431373j 0.054221-0.232845j -0.11688+0.127551j 0.138891+0.120707j 0.0720064-0.203089j 0.0448738-0.0499082j -0.0216239-0.0343894j 0.0862597+0.0783098j 0.0628912-0.0911289j 0.000216445-0.0159993j 0.0564857+0.115913j -0.117516-0.0970709j -0.0246897+0.119556j -0.0902868-0.0300237j 0.0945605+0.106646j 0.13284+0.0369006j -0.0841325+0.0204101j -0.0309005-0.0316748j 0.0734982-0.00675484j 0.00706336+0.128598j -0.0132207+0.0357578j -0.0166378+0.00534615j 0.0684637+0.0989908j -0.0781148-0.0231945j -0.0643158+0.00625029j -0.0319126+0.0587171j -0.10457+0.0992984j 0.0745569+0.0336645j 0.0594824+0.093653j 9.97326e-05+0.100624j -0.0528601+0.0412216j 0.0328896+0.0112695j -0.00937863-0.0521571j -0.0238809+0.026403j -0.0865182+0.0200236j -0.0475662+0.0490796j 0.0185821-0.0768764j -0.0252219+0.0538319j 0.0378936-0.0485518j 0.0860599-0.0168806j 0.029685-0.00994526j -0.0167195-0.0547997j -0.0506276-0.00952848j -0.0214413-0.00477334j -0.00313172+0.0193722j -0.0422859-0.0137951j -0.0201379+0.00638938j -0.0338066+0.104j 0.0424007+0.00422413j 0.0192718+0.00559639j 0.00838868-0.0179094j 0.0107396-0.0236294j -0.020736+0.050156j 0.00864279+0.00957739j 
-0.0184183+0.0112359j -0.00175853+0.0153615j -0.0573552+0.0140635j 0.0159464-0.000827873j -0.0308946+0.0214603j 0.0338782+0.0429779j 0.0751986+0.00721555j 0.0089698-0.0549121j 0.0275645+0.000372056j -0.133437+0.0869151j 0.00808132-0.0240232j -0.0261942-0.032973j 0.0284571-0.00801786j 0.0686045-0.0661693j -0.0764408+0.137876j 0.071684-0.00764836j 0.0103015-0.137812j 0.121198+0.139216j -0.0990203-0.0473522j -0.1271+0.101128j -0.045986-0.0965598j -0.0260231-0.182575j 0.0697066+0.0453364j 0.0182066-0.170512j -0.0524945+0.0831405j 0.0381064+0.115364j 0.00345333-0.0155684j 0.0762007+0.0321557j -0.0127282+0.056004j 0.0515366-0.0469656j 0.0535181+0.0472187j -0.0219935-0.0736034j 0.100149-0.0344508j 0.113477-0.148023j -0.0590971+0.111793j 0.00290689+0.120115j -0.174391-0.145035j -0.125731-0.100203j 0.0913448-0.103741j -0.0700078+0.0656736j -0.0573647+0.000342272j -0.0675509+0.0713315j 0.00868071+0.0392359j -0.104101+0.138282j 0.151382-0.144286j -0.00701772+0.0645611j -0.0160332-0.1255j -0.0167553-0.0905787j 0.0366105-0.0207936j -0.0206861+0.0144679j -0.0579167-0.0300396j -0.0264207-0.0321045j 0.0162831+0.00623499j -0.0221394-0.0119068j -0.0411687-0.0240764j -0.0155366+0.0534973j -0.0372174+0.0267262j 0.0233827-0.0470602j 0.0448636+0.00690274j -0.140778-0.118364j 0.0595633+0.00558515j -0.0401477-0.0563289j 0.0054173+0.0303036j -0.0192112+0.00395101j 0.00358678-0.011972j -0.00507572+0.00753762j 0.000987865-0.00206792j -0.000302181+0.000912601j 0.0548479+0.0316574j 0.0697689-0.00227358j 0.0520271-0.0686389j -0.0160802+0.017696j -0.032438+0.0279283j -0.0336783+0.0201698j -0.00992475+0.00275928j -0.00276188-0.0076851j -0.0024633-0.0354286j 
-0.0108509-0.0286071j 0.0259543-0.00866396j -0.011394-0.0124745j 0.0187159+0.00655292j -0.0527918-0.0635946j -0.0641337-0.00796009j 0.0113373-0.00188322j -0.0577309-0.00039505j -0.206739+0.0327873j -0.00130995-0.00716477j -0.0729574+0.0104554j -0.00825906+0.148324j 0.0300413+0.0186617j -0.0772493-0.0477083j -0.00777606+0.0106502j -0.0342614+0.0784199j 0.0501161+0.145687j -0.0219593-0.0740351j 0.0556498-0.0714505j -0.137848-0.0147779j -0.0830469-0.208268j -0.203005+0.0277553j -0.066647-0.161879j -0.114925+0.0535434j 0.084383+0.18924j -0.0861843+0.0550559j 0.0586839+0.182432j 0.0308938+0.0312826j -0.110402-0.0489201j 0.0500548+0.0491285j -0.0496229+0.0302758j 0.0285646-0.147236j -0.0336307+0.020409j -0.064049-0.0563978j 0.0294835+0.0500368j -0.102713-0.0945351j -0.106696-0.10483j 0.0772746-0.0416972j 0.0759332-0.0323241j 0.0269661-0.0102369j -0.0180056-0.106229j 0.211159+0.0721092j 0.00698549+0.0273932j 0.0155294-0.0471355j 0.0145203+0.0244528j -0.0654832-0.0983406j 0.0448862+0.0653422j 0.051298+0.0832809j -0.074506+0.0159409j -0.0144739+0.028395j -0.0315865+0.0620164j -0.00447061+0.00696856j 0.012078-0.0195712j 0.0139917-0.054671j 0.0975351-0.0483938j -0.0360429-0.0341296j -0.0324398-0.0298495j -0.0743902+0.0215891j -0.0118618-0.0266738j 0.0300556+0.0750484j 0.0253265-0.0370472j -0.00893903+0.0239923j 0.0329231-0.0144678j 0.0393727-0.0656113j -0.0278273+0.0283708j 0.0576636+0.0264328j 0.00401351+0.0777148j -0.036345+0.0450535j -0.0541244+0.0339969j 0.0595192-0.0404056j -0.0170054-0.0126825j -0.0463198+0.0121681j 0.016777+0.0589724j -0.0357626+0.0132454j -0.0236171+0.0623947j -0.0148542+0.020961j 0.0400144+0.000181471j 
0.0304715-0.0268938j 0.0265472-0.00149254j -0.0297596-0.0365787j -0.0197008+0.0370359j -0.029706-0.108451j 0.00462466+0.0309425j 0.0835411-0.00412631j 0.00758727-0.00168511j -0.0901464+0.0262342j 0.0592325-0.130005j 0.0609665+0.0970251j 0.0345044-0.102309j -0.0184054+0.093319j 0.0433876+0.0155206j -0.023511+0.0908937j 0.00556315-0.0445589j -0.0648333+0.0183994j 0.065954-0.0320847j 0.0222035+0.233758j 0.097625-0.0567163j 0.0614197+0.0526128j -0.0242459-0.0386434j -0.0996793-0.116656j -0.0313927-0.0246965j -0.00168503-0.120243j -0.00938232-0.0512288j -0.0856962+0.0663857j 0.0760825+0.0242615j 0.0325641+0.118099j 0.0192356+0.0462939j -0.124065-0.0324233j -0.0337704-0.0176255j -0.0425269+0.0287576j -0.11536+0.0287459j 0.000786369+0.131905j -0.0349869+0.058192j 0.0321985+0.0102311j 0.0919195-0.0760303j 0.0170849-0.0481926j 0.00345362+0.104844j -0.0750041-0.164623j -0.112983-0.0337404j 0.0715541+0.0729136j 0.00972467-0.0809247j 0.0301786+0.0624446j 0.000154611+0.0638238j 0.0658008-0.0147324j -0.119672-0.0230686j -0.0621382-0.0584566j 0.072349-0.00658301j 0.0868998-0.0831559j -0.0355538+0.0166384j -0.0377642+0.00997903j 0.00935171+0.0123184j -0.00739328-0.057275j -0.0254905-0.0254466j -0.026871-0.00929574j -0.0375743-0.0384415j -0.0284226-0.0600531j -0.0090004-0.000868912j 0.0106151-0.0120498j 0.0379784-0.0333373j 0.0351602+0.0213402j 0.0293924-0.123317j -0.013149+0.025882j -0.0032678-0.0310359j -0.0143169-0.0498047j -0.00576853+0.0159255j -0.0777489-0.0298941j 0.00313237-0.0456659j 0.000761026-0.069875j -0.0456412-0.084752j 0.0195026+0.0749155j -0.0321402+0.0380276j -0.00160596+0.02121j -0.0147953-0.000841391j 0.00442091+0.0296919j 
