-0.080201+0.0487919j -0.0528639+0.0421771j -0.0959151-0.0221241j 0.0526947+0.0136643j -0.0343711-0.0108127j 0.0220111+0.00436062j 0.0492259+0.0148716j -0.0445999-0.0696505j -0.00367127+0.0217184j -0.000787859+0.00300576j -0.0111768-0.0234787j -0.0285101-0.0224787j 0.00783071+0.0576597j -0.00158935+0.0238554j -0.00378836+0.0239521j -4.7835e-05-0.0120488j -0.00222741-0.0122309j -0.00522951+0.0042661j 0.0155511+0.00214699j 0.0111214+0.0139203j 0.00108721+0.0220525j -0.00571778+0.00440208j -0.0173667+0.0235773j -0.00980953+0.00617882j 0.00259037+0.0166957j 0.00748503-0.0407599j 0.0030636-0.00443844j 0.0106625+0.0460004j -0.00755818+0.00202637j 0.0127672-0.0110129j -0.0159414+0.0308488j 0.0081367-0.0168243j -0.0293887+0.0115782j -0.035111+0.029033j 0.00623633+0.00124414j -0.00856199+0.0279468j 0.0134447-0.00657556j 0.00543211-0.0165738j 0.0422392-0.0651322j -0.0123784+0.00517939j -0.0292243-0.0139108j -0.000163383-0.0387197j -0.0488709+0.0387892j -0.0478833+0.0188141j -0.133536+0.0524963j 0.0542349+0.134269j -0.0970146-0.0338515j -0.00627432-0.0705583j -0.0993682-0.0354428j -0.0617952+0.0725559j -0.0173821+0.114396j 0.00833644-0.00561326j 0.0571546+0.0222212j 0.034922-0.125303j -0.0258545+0.0125405j -0.102356+0.133531j 
-0.0693062+0.0683083j -0.000465363+0.0186949j 0.0459386+0.00476424j 0.0408095-0.02704j -0.015265-0.0884599j -0.0370958+0.033627j -0.0186735+0.101829j 0.0356644-0.00898935j -0.0176769-0.0251247j 0.00952659+0.0519206j 0.0662099-0.0661475j -0.026593+0.030163j -0.00522253+0.0787105j 0.0360017-0.0155974j -0.0338584+0.0287661j -0.0119507+0.00615389j 0.0239198+0.00141563j -0.00784945-0.00618844j 0.00422921+0.00391206j 0.0203577-0.00135721j 0.0147232+0.00338901j -0.0027828+0.00222391j -0.0250733+0.00123523j 0.0387391+0.0058214j -0.051833+0.00326505j -0.0136411-0.0033248j 0.00457944+0.0121717j 0.0271395+0.0390132j -0.00854758-0.017926j -0.0125314+0.00632409j -0.0173599-0.0309669j -0.00347819+0.0143921j 0.0287119+0.0326953j -0.0103814-0.00738965j -0.0404645+0.0637996j -0.0342948-0.0684613j -0.0810887+0.0485834j 0.0135988-0.00866472j 0.0567273-0.014609j -0.0177959-0.0741562j 0.0218648+0.0170255j 0.0644091-0.00855983j -0.0101993-0.0589945j 0.00110773+0.00711539j 0.0117943+0.0647926j 0.0217384+0.011338j 0.0202635+0.0226703j 0.0117275-0.0452302j -0.0228081-0.0411672j 0.00119926-0.0271675j -0.0606722+0.0285841j -0.0136359-0.073235j -0.0538879+0.0700853j 0.00229743-0.0541037j -0.0346112-0.0610999j -0.00217181-0.00441989j 
0.0150891+0.0420191j 0.0322645+0.0998694j -0.0374029-0.00352031j 0.00566799-0.0841889j 0.0348474+0.0210989j 0.0469818+0.108293j 0.0774942-0.0606376j 0.0354431-0.0706961j 0.011167-0.0255861j 0.057169-0.0905292j -0.00740582-0.0927721j 0.0557859+0.00197603j -0.0129255-0.0213691j -0.0316002-0.0237388j -0.0263451+0.0186434j -0.00716496+0.0424257j 0.0147353-0.00451997j -0.0331025-0.0248686j -0.00551095-0.0112908j -0.0224384+0.0106932j 0.00411921-0.0169721j -0.00479285-0.0566165j -0.00518684-0.0317042j 0.0276676-0.0154132j -0.00342387-0.00750558j 0.0277086+0.0345187j 0.00331799+0.0317558j -0.00789026-0.0216076j -0.0100096+0.0052176j 0.00453582-0.00322798j -0.0108519-0.0293011j 0.00265809-0.0313841j -0.00254969-0.0457654j 0.0289028+0.0385893j -0.0105377+0.0144452j -0.00676729-0.0193694j -0.0272198+0.0531745j 0.00706753+0.00992676j -0.0356231-0.0253208j -0.0770381-0.0113657j 0.0726625-0.0403278j 0.00401779-0.0334285j -0.0426982-0.0203307j 0.0345071+0.0686337j 0.00449127-0.0461909j 0.00714924+0.00486507j -0.0114048+0.039811j 0.0135352+0.0291293j -0.0100713-0.00733986j -0.0604115+0.0515272j 0.0103109-0.0357015j 0.0102943-0.00588586j 0.08605-0.0117277j 0.03073+0.0154127j 0.0210087-0.0305052j 0.0858607+0.0661427j 
-0.0792268-0.065544j 0.0329972+0.0641678j 0.0483043+0.0895724j -0.0315859-0.0625656j 0.0322733-0.0401818j 0.0325317-0.0521654j -0.0269208-0.0904798j -0.0556676-0.0139672j -0.0467506+0.0293844j -0.00535872-0.0223705j -0.0793966+0.0124349j -0.0404514-0.0501018j -0.0357272-0.0274285j 0.0568606+0.0443838j 0.0482425-0.00254219j 0.00645778-0.0152446j 0.0279964-0.000404349j 0.0379568-0.0087908j 0.0085775+0.00958221j -0.0251142-0.00829207j -0.00479372+0.0171433j 0.0101567-0.0462414j 0.0195368-0.018597j -0.0226924+0.00417205j 0.0247857-0.00716423j 0.0158556+0.033607j -0.00637668-0.0178458j -0.00350734-0.0488597j -0.00211303+0.0187357j -0.025605-0.0396568j -0.0246568+0.00920273j -0.0376995-0.013099j -0.0150079-0.0106818j 0.0223151-0.00772322j -0.025257-0.0330103j -0.02399-0.0432462j 0.0201171-0.0427344j 0.00101081+0.0186415j -0.0115641+0.0212579j -0.0826282+0.0194812j 0.00877904-0.0139412j -0.0560549-0.0157986j 0.0170415-0.0232647j -0.01445-0.0870159j -0.0171193+0.0221799j -0.00711199-0.0382994j -0.00149713+0.0315743j 0.00356204-0.0338512j -0.0847886+0.0173723j 0.0281165-0.0171194j -0.0126535-0.00463136j -0.0281079-0.0254844j 0.048199+0.0531653j -0.10595+0.0227169j 0.063895+0.0345939j -0.0162379+0.0173193j 
-0.00760903-0.0237991j -0.0530843-0.00955124j 0.0433472+0.0090779j -0.008118+0.0162883j -0.054568-0.0218669j 0.0132202+0.00467166j -0.0296111+0.0287694j 0.000999116-0.0101505j -0.0226897+0.00800779j -0.0307134+0.0340232j 0.00188935-0.0172769j -0.0326579+0.00481835j 0.0277234-0.0229938j 0.013268+0.00401006j -0.00264859+0.0107388j -0.0170014-0.000708615j 0.0278114+0.00391106j 0.0198013+0.0091057j 0.0332039+0.00444412j -0.0309202+0.0110302j 0.0269982+0.0188131j 0.0222166-0.00257151j -0.0142659-0.0161328j 0.00169623+0.0088927j -0.018124-0.0199893j -0.00430004+0.00949996j 0.0122818+0.0114963j -0.0014811+0.0174061j 0.00341344-0.0230736j 0.00183272-0.00639669j 0.00344403+0.0285288j 0.0134068+0.0184358j 0.0651894+0.0153025j -0.0015289-0.00595703j 0.0103003+0.0161104j -0.00372001-0.00285814j 0.023479+0.0435309j -0.0236078-0.0158977j -0.00443702-0.0210821j 0.0271727+0.045547j -0.0169028+0.0195626j -0.00867428+0.0185007j -0.0127039-0.0718002j -0.0332253+0.0154049j 0.00383514+0.00414022j -0.00427536+0.0325596j 0.0544679+0.0319222j 0.0369144-0.00501891j 0.00518038-0.00970577j 0.023759-0.000614123j -0.0153154-0.00614936j 0.0250102-0.00816661j -0.0119016-0.0032279j -0.0174198+0.00612483j -0.0228482-0.000717213j 0.00121502-0.0137716j 
0.0158594-0.0021397j 0.0298499-0.0141528j 0.00411625+0.00316293j 0.0119962-0.0073251j 0.0371754+0.0235805j 0.00572086+0.0129023j 0.00318902-0.0271123j 0.0029361+0.0171019j 0.0324292-0.0248862j -0.000406941-0.0370217j 0.025001+0.00654504j -0.00963201-0.0282543j -0.0239833-0.0295527j -0.00824962-0.00530495j -0.026895+0.00812963j -0.0163068+0.0108098j -0.0170319+0.00577727j -0.00364989+0.00245006j -0.0090084+0.00303754j -0.00758166+0.00409876j -0.0249599-0.0146658j -0.0184804-0.00129272j -0.0298569+0.0140499j 0.00931293-0.0149164j -0.0176255+0.00490737j 0.0197283-0.012457j 0.0190967+0.0128956j 0.0292583+0.00835797j -0.00819669-0.00582566j -0.0016485-0.0345272j 0.0146295+0.0104952j 0.0173234-0.0465738j 0.0334262-0.040101j -0.0124651+0.00119905j 0.0365941+0.0303493j -0.0465454-0.00337732j 0.0093449-0.0208454j 0.00132702-0.0111601j 0.00414897-0.00364288j 0.0620652+0.0106565j 0.0244296+0.0362039j 0.0204182-0.00668762j -0.010654+0.0165481j 0.030101-0.0227172j 0.016107+0.0215869j -0.0106253-0.0114929j -0.0278146-0.0199879j -0.0259182+0.000174118j 0.0180941+0.0129344j -0.0124505-0.00548769j 0.00604471-0.00173222j -0.0340182+0.0100107j 0.014812+0.0112565j -0.00534045+0.0273593j 0.0194391-0.00730098j 0.00791072-0.00246667j 
-0.0416828+0.0402942j 0.00321542+0.0186887j 0.0337669+0.0211286j 0.0192887-0.0267884j 0.000809523-0.035764j -0.00279275+0.00884271j -0.00537367+0.00855705j 0.023579-0.0165116j -0.0316173+0.00910639j 0.0259759+0.00485235j 0.0237395-0.00233076j 0.00733165+0.00427766j 0.00241037+0.0369684j 0.0179225+0.0202818j 0.00557492+0.0112754j 0.00810939-0.0188217j -0.00765348-0.0141419j -0.00494493+0.00739377j 0.00513212-0.0102226j -0.0394731-0.0114176j -0.0203512+0.0041229j -0.000829962-0.00276213j 0.00451069+0.00928517j -0.0117935+0.00613139j 0.0141561+0.0205931j 0.00814906-0.0140505j -0.018606-0.0148118j 0.0124053+0.0124537j 0.00586454+0.0101509j 0.0154039+0.0226619j -0.00467302-0.00776513j 0.00354031-0.00593872j -0.0219561+0.00817488j 0.0147035+0.0131765j -0.0218037+0.0118697j -8.93925e-05+0.0285264j -0.00838961+0.00629709j 0.0181279-0.0264849j 0.00711476-0.0243578j -0.0216985+0.00724026j 0.00956682-0.0154886j 0.0108584+0.0224357j -0.018774-0.0358021j -0.0116345+0.00371799j -0.0177741-0.0237514j 0.0439604+0.000892565j 0.00292677-0.00816792j 0.012591+0.00232024j -0.0143003+0.0030573j -0.0146911-0.00118769j -0.0469679+0.0124534j -0.0188684-0.0312126j -0.00893934+0.0221982j 0.00317728-0.0140138j -0.00804355-0.0254421j 0.00497325+0.0108251j 
-0.00338158-0.00740848j -0.0200697-0.0513383j 0.0197426-0.00499958j 0.00890992+0.026897j -0.0118971-0.013466j -0.0149454-0.0354019j -0.0225732+0.0302739j -0.000189545+0.0234791j -0.00689976+0.00429283j -0.0147504+0.0309209j 0.0261853+0.0210572j -0.0239267-0.00356019j 0.000524605+0.00108569j 0.025615+0.0137582j 0.00685105+0.013976j -0.00591004-0.0211919j -0.0216217+0.000405901j 0.0184018+0.00218944j -0.013477-0.00226364j -0.00388849-0.00357254j -0.0106548+0.00557824j -0.00741825+0.0113846j 0.00390039+0.0093954j 0.0189222-0.00522576j -0.00782244-0.0175705j -0.00329336-0.0260432j 0.015801+0.00066864j -0.00308744-0.00457631j 0.00786357+0.019373j 0.00446412-0.0133933j -0.0104145+0.0213963j -0.0120069+0.0240059j -0.0297215-0.00544025j 0.0134281-0.0220541j 0.00654012-0.0143312j 0.0226283+0.0567713j -0.0191575-0.0260206j -0.0290164-0.019359j -0.0158391-0.0192597j 0.0164008-0.00778682j 0.0182037+0.00310638j 0.018437-0.00741575j -0.0186387-0.0042709j -0.0151066+0.017391j -0.0384986-0.0018473j -0.00533553-0.0194306j 0.00831826+0.00139185j 0.00553285-0.000707808j 0.00151971+0.0187397j 0.0174493-0.0236609j 0.00225891+0.0233595j -0.0199066-0.00382175j -0.0416835+0.0268284j -0.0221142-0.0127694j -0.0212243-0.00284808j -0.0243449-0.0304443j 
-0.0265259-0.0254559j -2.01864e-06+0.029951j 0.0132552+0.0233937j 0.0107039-0.0100336j 0.00793573+0.0091409j 0.012993-0.0105724j -0.0124613-0.047898j -0.0191763-0.000214516j 0.00464866-1.20519e-05j -0.00595852-0.0167608j -0.0298543+0.0106542j -0.0142817-0.0114056j 0.00570106-0.020235j -0.00339909+0.0111936j 0.0155492+0.00927096j 0.0106996+0.00418762j 0.00108349+0.0289762j -0.00182129-0.00639386j 0.00238826+0.00650229j -0.00986474-0.00271125j 0.00158703-0.014753j -0.00188335-0.0204812j -0.0167805-0.0026489j -0.00350786-0.0286152j -0.0094959+0.0159847j 0.0279557+0.0215371j -0.00403683-0.0138038j 0.0012679-0.0134117j 0.0106774-0.00999397j -0.00522449+0.00662455j 0.0344731-0.00389669j 0.0207954-0.00101762j -0.00698163-0.0154958j -0.0256802-0.0186902j 0.00270887-0.0070354j 0.00225493-0.0217657j 0.00787278+0.00601796j 0.00284396+0.0153976j -0.0245557-0.0099248j -0.00592204+0.0303713j -0.00897499-0.00277916j -0.0235032+0.000895048j -0.0211703+0.00910819j 0.0295121-0.0194231j 0.0196461+0.00249954j -0.00223856-0.00579608j 0.00033333+0.0149328j -0.00507824-0.0206211j -0.0146581+0.0338275j -0.0198139+0.00560712j 0.00602794+0.00122507j -0.0216597+0.00330696j 0.0263676+0.0143907j -0.0285653+0.0170966j 0.0212868+0.0106443j -0.0012672+0.0167285j 
0.050054+0.0245335j 0.0036858-0.0109354j -0.0376838-0.0515868j 0.00939405+0.00873073j -0.0170725+0.0190773j 0.0109261+0.0201535j 0.0225163+0.0209632j 0.00962639-0.0168371j 0.00522463-0.00604027j 0.0202429+0.00773235j 0.00242823-0.0092691j 0.0175326+0.00626277j 0.0281908-0.00952429j -0.0164352-0.00231602j -0.00522744-0.0198199j -0.0144528+0.0127222j 0.00173617+0.00401662j 0.00357778-0.0173342j 0.00787127-0.0236167j 0.0086347-0.00139824j -0.00702532+0.0250318j 0.000218372-0.026699j -0.00144724+0.017736j 0.0210361+0.0131318j 0.0177952+0.00449471j 0.0194777+0.0163035j -0.00883032+0.00739475j -0.0253687-0.00619697j 0.0281193-0.0286441j 0.0275237+0.0122031j -0.00651907-0.000549231j -0.000687322-0.000491011j -0.000912014+0.00482838j -0.0040137-0.0204885j -0.00526554-0.00585727j 0.0341722-0.0340004j -0.00920205-0.000540059j -0.0425196-0.00582227j -0.0441145-0.00670139j 0.000416283-0.0240173j -0.00748022+0.00378313j -0.00657479-0.0209277j 0.0182577-0.00482623j -0.0478298+0.0281901j 0.00480153-0.0043995j -0.00866946+0.00380944j 0.0125773-0.012585j -0.00377569-0.0170116j 0.00905182-0.0237946j 0.0158606+0.00910337j 0.00806294+0.01123j 0.0224398+0.00081736j 0.00931065-0.030191j 0.0312789-0.00119169j -0.0122526-0.0134325j 0.0177493+0.00489122j 
-0.0131593+0.00062229j 0.00154599+0.0145968j -0.0141269+0.0157931j -0.0151689+0.00375952j 0.0212294-0.000952452j -0.00247106-0.0167976j 0.00512937-0.0154818j 0.00454001+0.00254846j -0.00898605+0.0162189j -0.00250159-0.0247563j 0.00425333+0.004809j -0.000402115-0.00971029j -0.0183646+0.0106106j -0.0060469+0.00222742j 0.00355507-0.0041713j 0.0179778-0.0045691j 0.00577097-0.00282606j 0.000783983+0.0128971j -0.00829589-0.00387415j 0.0014642+0.0042124j -0.0104266+0.000476423j 0.00139613-0.00828229j -0.0127223+0.0061751j -0.0126339-0.00889523j 0.0147136+0.00425348j -0.00651753-0.0232186j -0.0121714-0.000660825j 0.0143973+0.0170273j 0.0193774+0.0150105j -0.0120935-0.00191742j -0.0163152-0.0158166j -0.0215466+0.0043823j 0.0142548+0.019405j -0.0261851-0.00140226j 0.0147556+0.0095318j -0.0144355+0.00772804j -0.00263064+0.0344073j -0.0142887-0.00728323j 0.0113794+0.0412906j -0.0192882+0.00260175j -0.0334089-0.0241075j 0.00820252-0.00125883j 0.00607094+0.00674263j 0.0169488-0.0031475j 0.0133842-0.00223463j 0.0137425-0.0013737j -0.00586201+0.0180119j 0.00678548-0.0084079j -0.0111577-0.0162584j 0.0130275-0.00838328j 0.0132593-0.001056j -0.00604354+0.013037j 0.00251402+0.0129591j -0.00676946+0.00537626j 0.0105719+0.00137982j 0.00855783+0.00802429j 
-0.0236082-0.00997719j -0.00469849+0.0145767j -0.0145087+0.0227906j -0.0105658+0.00338846j 0.0072207-0.00308525j -0.0149685-0.00895824j 0.004459-0.000839231j -0.0153409+0.00783946j 0.00372306+0.000890062j -0.00528885-0.00288338j -0.0182503-0.0153144j -0.000480458-0.00155759j -0.0150496+0.0157002j 0.00312112-0.0123275j -0.000327904+0.0195498j 0.0168043+0.000412926j -0.000219856+0.0138011j -0.00248491+0.00782016j -0.0188073+0.0160228j 0.0119819-0.0039289j 0.00929811-0.00337076j -0.00385147-0.000420411j -0.0112545-0.00959321j -0.0146718-0.0210295j 0.00422998+0.0030379j -0.0142426+0.00136534j -0.0190922+0.0162795j 0.0157944-0.00843507j -0.00134837-0.0244871j 0.00787221+0.00655605j 0.0441257-0.0229781j -0.0276262-0.00107311j 0.00174724+0.0050907j -0.0286157-0.00928142j -0.0363241-0.0293696j -0.0293885+0.00754012j -0.00774662-0.00623937j -0.00912128-0.00708334j -0.00301762+0.0107009j -0.00345888+0.00570299j 0.00197918+0.0127352j 0.0293176+0.0322162j -0.00686347-0.00333381j 0.00180462-0.00648269j -0.0092045+0.0105028j 0.00369127+0.00856964j -0.00630818-0.00406882j -0.00867936+0.00856852j 0.00326348+0.0183226j -0.00140413+0.0224834j -0.0173489+0.00254056j -0.00190717-0.00877215j 0.000629945+0.00397583j -0.0100577-0.0040423j 0.00726511+0.0160513j -0.0114231+0.00786639j 
0.00279728-0.00428763j -0.0128522+0.00850831j -0.00587091+0.00300996j 0.0143698+0.00707223j -0.00951536+0.0136761j -0.00305902+0.0186927j 0.00510952+0.0104514j 0.00851525+0.00373538j -0.00193247+0.000851173j 0.00327552-0.0194308j 0.00320747-0.00270419j -0.00839246+0.000330544j -0.000498737+0.012134j 0.00741569-0.0256766j -0.00496136+0.0138081j -0.00893113-0.00782795j 0.00166234-0.0015623j 0.00169136+0.00650362j 0.00328208+0.00395056j 0.00103909-0.00657454j 0.0184651-0.0144637j -0.000352098+0.00771863j 0.00375579-0.0100198j 0.0222249-0.00930244j 0.00418755+0.01921j -0.00824609+0.0259476j -0.034865+0.0158913j -0.021449-0.00108382j -0.0155244+0.00371824j 0.0137333+0.0107381j -0.0189748-0.0113597j 0.01536-0.00929511j -0.00412821+0.0135904j -0.022665-0.00878834j 0.00816653-0.00599855j 0.00505119+0.0226299j 0.00694032-0.00181408j 0.0124148-0.0169402j -0.0084114-0.00720258j -0.0219461-0.0118634j -0.00465278+0.00549241j 0.00859464+0.0141622j 0.00055722-0.00283614j 0.00841581-0.0142388j 0.00129849-0.00512502j 0.0105071-0.00567254j 0.023758-0.00100736j -0.00903547-0.0191901j -0.020753+0.011108j -0.036337+0.000821015j -0.0154735-0.0264746j 0.0179431-0.014663j -0.00188072-0.00754974j 0.00743231-0.00584964j -0.00534213-0.000532094j 0.000971167-0.000594194j 
0.00814573-0.0214846j -0.003307-0.0050678j 0.0154914-0.00291441j -0.0114827-0.00683658j -0.0103682-0.00854423j 0.00931472+0.000954152j -0.0121891-0.0123248j -0.0148022-0.00686275j 0.00520465+0.000986376j -0.0195688-0.000112391j -0.0125017+0.010735j -0.00464816-0.00347294j 0.0103865-0.00466188j 0.00828873+0.00222806j -0.00312708-0.0129985j 0.00311574-0.00162252j 0.00281634-0.000473932j 0.00124925+0.0530347j 0.0190086-0.0111106j 0.0129952+0.00244107j 0.00551476-0.0131726j 0.0105096+0.0221776j -0.00506669-0.0234289j -0.0100701+0.0243777j -0.00602347-0.00340716j 0.00740304+0.0155301j -0.00293733-0.00993068j 0.00923803-0.0356176j -0.00467727-0.0218771j 0.0370747-0.00156059j 0.00579853+0.0109221j -0.0258162+0.0255571j 0.0278801-0.011954j 0.00532097+0.0278457j 0.00895562+0.0189593j 0.00877645-0.0187658j -0.00402435-0.0092436j 0.0619627+0.0196654j -0.0100809+0.00425519j -0.00621376+0.0049632j 0.00819792+0.0139953j 0.00516395-0.00547979j 0.00170196+0.00277765j 0.0028373+0.00400634j 0.00142003+0.00665321j -0.00398219-0.00642925j -0.00153351+0.00873101j 0.000515967+0.0129717j 0.0148218+0.00677814j -0.000254906+0.00134204j 0.00604482-0.008635j -0.000550587+0.00191104j -0.00232111-0.0027146j -0.00831932+0.000904282j 0.00375699+0.0120714j -0.00883357-0.00508599j 
0.0147049+0.0186015j -0.00700818-0.0186293j -0.00651966-0.0150289j 0.00271964+0.00227215j -0.00579667-0.0112634j -0.00486232-0.00217281j -0.00171833+0.0377187j 0.0179439+0.00975815j -0.00918131-0.0103739j -0.007257+0.0191934j 0.0212481+0.00435439j 0.00123738+0.00527315j 0.0114287+0.0173472j -0.00107171+0.00907229j -0.00179723+0.010336j -0.00451098-0.0157352j -0.0114486+0.00282031j 0.0145658-0.00695047j -0.0158138+0.00657768j 0.00963018+0.00444468j -0.00493114-0.0122935j -0.0140103+0.00596119j 0.00867916-0.0040427j 0.00360563+0.019845j -0.00204656-0.0150352j 0.0062476-0.0226127j -0.00437489-0.0208166j 0.0133313+0.00351055j 0.0101103+0.00116725j -0.0178036+0.00880645j 0.0306431+0.0129084j 0.0246725+0.0187208j -0.00753229-0.00642375j -0.00337789+0.0103502j 0.00535612-0.0104261j 0.0295023+0.00299869j -0.0176574+0.0116937j 0.0395422+0.0163813j 0.0525434-0.00681511j 0.00884717+0.0127539j 0.012705-0.0236675j -0.00903401+0.00414602j -0.0289917-0.00920725j -0.00235815+0.00916527j 0.00161082+0.023039j -0.00185324-0.00157308j -0.00234019-0.00136263j -0.000860069-0.008195j -9.76986e-05-0.0157183j 0.0217441+0.00970157j -0.0210929+0.0198178j -0.00428637-0.0158392j -0.0131638+0.00392787j 0.00410784-0.00623921j -0.0137842-0.00619543j 0.00185055-0.00848981j 
0.00583521+0.00269921j 0.00472814+0.0114476j 0.0314657-0.0106257j -0.00593119-0.0275773j -0.0126096-0.0236684j 0.0112377+0.0131714j -0.00592466+0.00379407j 0.027803-0.00950188j -0.0237344-0.0101238j 0.00762999+0.0217414j 0.0054822+0.00962644j 0.0239472+0.0142993j 0.00636956+0.00745029j -0.00671198+0.00740562j 0.00258668-0.00518248j 0.00110477-0.016904j -0.00786517+0.0131948j -0.00276857-0.00964018j -0.00538809-0.0067002j -0.00628691+0.0128398j -0.000362232+0.00189171j 0.00197509+0.0167773j 0.0221562-0.00943304j 0.000279569+0.0165622j 0.0039256-0.0346779j -0.0112693+0.00230856j 0.018847-0.0137374j 0.0109064-0.000113331j 0.00682995+0.0188259j 0.015619-0.0270176j -0.000354332+0.00556182j -0.00022437-0.0317536j 0.0122854+0.00722318j -0.00641967-0.00651399j 0.0250635+0.0155732j 0.00477152-0.0192838j -0.0190321+0.00987649j 0.00721572+0.0029718j 0.00935861-0.0135031j 0.0145973+0.00590163j 0.00654106+0.0173587j -0.00958591+0.00877913j 0.00730288-0.00791282j -0.0104436-0.00214852j -0.00467932-0.0208431j 0.00750132-0.00663349j 0.00360868+0.00558657j 0.00984619-0.0125712j 0.014759-0.0176513j 0.00863086+0.0176277j -0.0187833+0.0166748j -0.0215768-0.00685775j -0.00401556+0.00807028j -0.0054833+0.00431007j 0.00646245-0.00365885j 0.00907412+0.000347114j 
-0.000818816+0.0159815j 0.0320098-0.0121074j -0.020959+0.00230317j -0.0162701+0.00533551j 0.0250436+0.0106022j -0.00656637-0.00425814j 0.0169813-0.00517537j -0.0177831+0.00385301j 0.0144612-0.00829755j 0.018327+0.00325101j 0.00310179-0.00898507j -0.0025699+0.000266953j -0.0164342+0.00581717j 0.0143918+0.0138775j -0.00400498-0.0137809j -0.00458405+0.0121943j 0.0219474+0.00342281j -0.00427972-0.0195329j -0.00959039+0.013595j 0.00543472-0.0104891j -0.00145778+0.0191991j 0.000837271-0.0131097j -0.00802224+0.000416132j 0.013677+0.00923944j 0.00658049-3.50312e-05j 0.027553-0.00021255j 0.00206603+0.011148j -0.00252205+0.0120871j 7.46953e-05+0.0205607j -0.014686+3.39546e-05j -0.0281408+0.0137226j -0.00751203-0.0022605j 0.0095781+0.00732627j 0.015244+0.0335451j -0.00225543-0.0227247j 0.0341498-0.0469849j 0.00179752+0.00662696j 0.018292-0.00544267j 0.0241771-0.00397326j -0.00847861-0.0146295j -0.00235872+0.00622637j -0.021519-0.00342776j 0.0284477-0.0157681j 0.00126359+0.00520645j -0.0118999-0.0235253j -0.0026524+0.0104632j 0.0123156-0.00504818j -0.00442197+0.0103908j 0.01152+0.00866939j 0.00325076-0.000972122j 0.00316682+0.0134182j 0.00407038+0.0114315j 0.00664796+0.0012205j 0.00169136+0.00311627j 0.00303242-0.00328301j -0.00446104+0.00136047j 
-0.000350087+0.00750992j 0.00212617+0.0210407j -0.00163364-0.00245619j -0.000557225-0.0161868j -0.00337186-0.010759j 0.0118072+0.0160915j 0.00869827-0.0223056j -0.00507356-0.0260066j -0.000261756+0.00678512j 0.0139979-0.00827213j -0.00369549-0.0169994j 0.0239689+0.00871396j 0.00709159+0.00263049j -0.000736304-0.0219184j -0.0148429+0.0075835j 0.00401126+0.00774365j -0.00885321-0.00738772j -0.0162401+0.0230971j -0.0110511-0.0193447j -0.0176285+0.0161906j -0.00198733-0.00279623j 0.00453916+0.00446414j -0.0302305+0.0083217j -0.017549-0.00672111j -0.00170037+0.00682088j -0.0192195+0.0286612j 0.00471192+0.0055389j 0.0152464+0.00466157j 0.00891148+0.00643584j -0.0149451+0.0120965j 0.0138501+0.029539j 0.00106704-0.0173285j 0.0176949+0.0382397j 0.0111548-0.010361j 0.0268344-0.0153416j -0.00311536-0.0249681j -0.025397-0.00479188j 0.00505399+0.00509794j 0.0110371-0.00594902j -0.0150791-0.000152128j -0.0181475-0.004674j -0.0181293-0.0148175j 0.00825981-0.00318288j 0.000805012-0.00480972j 0.00254674-0.000979578j -0.00028385+0.0104107j -0.012339-0.00438573j 0.010246+0.0109311j 0.00562011-0.00505702j -0.00262359+0.0247008j 0.00385974-0.0150172j 0.0147758-0.00134554j 0.00574661-0.0110508j 0.00717363-0.00901987j 0.00346098+0.000929878j 0.00715902+0.0160619j 
-0.0132485-0.00896576j 0.0142479+0.00472247j -0.0107894+0.0117929j -0.00336946-0.0029042j 0.0268353+0.00178278j -0.0163283-0.0149531j 0.00831241-0.0123981j -0.00435294+0.00539701j 0.00724867+0.00474831j -0.00598333-0.00940102j -0.017398+0.00549114j -8.9111e-05-0.00679018j -0.0148595-0.0102303j -0.00460954-0.00388501j 0.0232692-0.00196122j 0.0057223+0.0114948j -0.000318131+0.00442418j 0.00702247+0.00707152j -0.00896775-0.0089671j 0.0116612+0.00125026j -0.011847+0.0164369j -0.0275747-0.0128493j 0.00399368+0.00449187j 0.0074688-0.0116718j 0.0229648-0.0171219j 0.0021702+0.0151146j -0.00208659-0.0122928j -0.00651066-0.0151406j 0.00640485-0.019419j -0.0228108+0.0180619j 0.00700372-0.000133723j -0.0208663-0.0230614j 0.00119069-0.0262862j 0.0313997-0.00724005j 0.00788092-0.00151449j -0.00592806+0.0290808j 0.00133029-0.00308671j -0.00843468+0.0314068j -0.00544233-0.000525302j 0.00841633+0.00725269j 0.0130985-0.00843758j -0.0209071-0.00816179j -0.00695907-0.0155579j 0.00958811-0.00606937j -0.0117844+0.0022051j 0.00139461+0.00747545j 0.0116237+0.000813828j -0.00647496+0.000866735j -0.00680523+0.0131763j -0.00213308-0.0182988j 0.00636693+0.00728252j -0.00750873+0.0115223j 0.0139788+0.00914678j -0.0131775+0.00686751j 0.0148149+0.00567654j -0.00841613+0.00737271j 
