0.00375859-0.0139008j 0.00289557+0.0149258j -0.0406968+0.0418657j 0.0126256-0.011956j 0.0597692-0.0243249j 0.060609+0.0113131j -0.0346665-0.0309328j 0.0574239+0.0132666j 0.0143776+0.0300623j -0.0062913+0.00216853j 0.00812929+0.0125526j -0.0209331-0.0261158j 0.0187861+0.0331665j 0.0213505+0.0219093j -0.00496514+0.0133611j -0.0279769+0.0824995j 0.0174686-0.000777955j 0.0409936-0.00159698j 0.0141997+0.088643j 0.0142036-0.0155634j 0.00972305+0.0777817j 0.0316789+0.0347756j -0.0262488+0.0374787j -0.0135276-0.0899301j -0.021827-0.0302831j 0.0036759-0.0138126j -0.0344701+0.0576702j -0.0243693+0.0197481j 0.00363431+0.00818411j -0.0120814-0.0179108j -0.00614549-0.00073979j 0.00880546-0.0109775j 0.00374544+0.0124259j 0.00356108-0.00438386j 0.00224633-0.0100353j -0.00330898-0.00426678j -0.0113856-0.00629873j -0.00558314+0.0161142j -0.00601085+0.00385047j -0.00158297+0.0091414j -0.00167705-0.000729321j -0.00643172+0.00163021j 0.00267875-0.000216429j -0.00222684-0.00183057j 0.00049498+0.00463628j -0.00433648+0.00147977j -0.000637282+0.00097001j -0.0025752+0.00416537j -0.00351817+0.00156015j -0.000853156-0.00123646j 0.00078688-0.00438521j 0.000831559+0.00390787j -0.000138977-0.00271513j 0.000221212-0.00151754j -0.00391818+0.00402626j -0.00173663+0.00338323j 0.00278728-0.00447072j -0.00029294-0.000512521j -0.0045194-0.00208595j -0.0037898+0.00422926j 0.00212451+0.00149676j -0.00207186+0.00264429j 0.000248747-0.00032329j -0.00227564+0.00243042j -0.00202416-1.25306e-05j -0.00243724-0.00338218j -0.00230914+0.00241378j -0.00175351+0.00565161j 0.00396417-0.0068889j 0.00298965-0.00112568j -0.00253839-0.000298961j 0.00174632-0.00386484j -0.00612935+0.00054485j 0.00370405-0.00403774j -0.00194051-0.00407833j -0.00205229-0.00142092j 0.00104562-0.000539459j -0.000808963+0.000343161j -0.00313525-0.00104426j 0.00348973+0.00332477j 0.00225923+0.00480412j -0.000233826+0.00498347j 0.000689938+4.2613e-06j 0.000425016+0.00129774j -0.00175649-0.000213876j -0.00192421+0.00110917j 0.00382965+0.00384474j 0.00214901-0.00755209j -0.00219457+0.00180283j 0.000446601-1.15243e-05j 0.00177438+0.00140716j -0.000612829-0.0017647j 0.000449601-0.000299337j -0.00020803+0.000123951j 4.38305e-05+0.000633428j 
-0.0608238-0.0126756j 0.093688+0.130749j 0.110138+0.119975j -0.154818-0.0529526j 0.00802046+0.0393407j 0.0536311+0.0852559j 0.00722026+0.0142277j -0.019195-0.140051j -0.0404788-0.109622j -0.060115+0.0146515j 0.08148+0.0385046j 0.0316215-0.0549712j 0.0262139+0.00957591j 8.07328e-05+0.0619817j -0.0676999+0.0495212j -0.0273628-0.0311842j -0.0421321-0.0097454j -0.0515121+0.129097j 0.00922561-0.042693j -0.0347359+0.0503752j 0.00134776+0.0946655j -0.0239368+0.0930628j -0.0379212-0.0364957j -0.0491401+0.0482245j -0.0487948+0.00279559j -0.0207382+0.0226629j -0.000820346+0.00280801j 0.03251-0.00127841j 0.0318674-0.0255153j 0.00829437-0.0302587j -0.0363156+0.0204969j 0.00131638+0.0249388j 0.0194532-0.017155j 0.0053804-0.00200053j -0.00236748-0.00420686j 0.0136961-0.0202167j 0.011354-0.0140673j -0.00317415+0.0238713j 0.012003-0.0276847j -0.000718956-0.00165295j -0.00738119-0.00778694j -0.017634-0.0187346j -0.00317046+0.000524051j -0.0221874+0.0030824j -0.015203+0.0197262j 0.000637024+0.0126866j 0.0156043+0.0087451j -0.00179783+0.00931682j 0.00610894+0.00117112j 0.00345208-0.00265124j -0.00203485+0.00943281j -0.0022226+0.00443699j 0.00168108-0.00529421j 0.000188365-0.00247895j -0.0070998+0.00224875j 0.00460368-0.00100266j 0.00260772+0.00475661j 0.00461991+0.00719744j 0.0069777+0.00449781j 0.00418155+0.00525487j 0.00624771+0.00205575j -0.00112376-0.0169702j 0.00359332+0.00752338j -0.00296436+0.00314657j -0.00205546+0.00580475j 0.00676167+0.00661434j 0.00221837-0.000745642j 0.00270082-0.000448248j 0.00898987+0.00214859j -0.00463449+0.00216354j 0.00621874+0.00333849j -0.00660182-0.00275832j 0.00594597+0.00296346j -0.0023805-0.00290455j 0.000529012+0.00200269j 0.00474244-0.0023459j -0.00189064-0.00101777j -0.00322142+0.00125448j -0.00244518+0.000162473j -0.00084425+0.0013101j -0.00285078-0.00190842j -0.00565113+0.0105408j 0.000298877+0.0042803j 0.00119566-0.00946516j 0.00106859+0.000255254j -0.000573301-0.00378326j 0.00412731+0.00454761j -0.000433457-0.00354252j 0.000689946-0.000891323j 0.00166605-0.00137254j -0.000521566+0.000846136j 0.00413054-0.00426595j 0.00132558-0.000441594j -0.00191782-0.0010371j -0.000514939+0.00262635j 
-0.0228651+0.0779075j -0.0923879+0.0171321j 0.0354441+0.0317673j -0.0915265+0.0966721j 0.0266571+0.033037j -0.0982895+0.00647022j 0.030178+0.0317332j 0.219546-0.0236708j 0.0132989-0.0406827j -0.167018+0.0189093j -0.0188796-0.0366351j 0.0201171+0.0417487j -0.010577-0.0192597j 0.022398+0.00403784j -0.0458054-0.040228j -0.0532631+0.0489971j 0.0254294-0.0589381j 0.0368727+0.00564103j -0.0415859-0.0595987j -0.0201851-0.0018383j 0.00318443+0.0304207j 0.0520521+0.0176381j -0.0488966-0.100439j -0.0206616+0.0568865j -0.0576058-0.0035949j 0.0434364-0.0264013j -0.0383175-0.0444631j -0.0238519+0.0309463j 0.00196851+0.00995526j -0.0121505+0.0461552j 0.000197978-0.00521799j 0.0116635-0.0112875j 0.00591963+0.0191348j -0.00230114+0.0022214j 0.00660532+0.00590183j -0.0116184-0.014962j 0.0101958+0.012634j 0.0031646-0.0259877j 0.00297016-0.00484193j 0.00461875-0.00788906j 0.0071793+0.00845197j 0.00257211+0.00409547j -0.0029505-0.0118858j 0.00454188-0.00664963j 0.00322935-0.00743567j -0.000530545-0.00584589j 0.00340122-0.00553021j -0.0108388+0.00368114j -0.00280025+0.00275297j -0.000950385-0.00304962j 0.0156192+0.00182706j 0.00264362-0.00433048j -0.00169651+0.00694851j 0.00300227+0.00158965j 0.00362707+0.00635483j -0.00386677-0.00226636j -0.000754241-0.000836287j 0.00530209-0.000407658j -0.00488457-0.00803986j 0.00141703+0.0075107j 0.00105599+0.00153599j -0.0165807+0.00426419j 0.0043575+0.0123476j -0.00259568+0.00451913j 0.0138366+0.00406311j 0.00478535+0.00704856j 0.00712522+0.00370121j 0.00128469+0.00738332j -0.0078489+0.000156398j 0.00615588-0.00189857j -0.00968436-0.00387975j -0.00741796+0.000988375j 0.00624677-0.00246308j -0.00413296+0.000316649j -0.00146623-0.00185543j -0.00641992+0.00138564j -0.00223098+0.00094577j 0.00385174+4.36249e-05j 0.0122151+0.0103713j -0.00157345+1.07498e-05j -0.0011054-0.00223516j -0.00576644+0.00274307j 0.00302265+0.00786313j 0.00213198-0.00705677j -0.000723353-0.0021297j 0.00122771+0.00012j 0.00164872+0.00159427j -0.00185104+0.00158043j 0.00196397-0.0016995j -0.00146932+0.00264375j -0.00200732+0.00292484j -0.000935193+0.000145034j 0.00226983-0.000302007j 0.00137986+0.00081976j -8.55034e-05-0.0014072j 
0.00593691+0.0296691j -0.00498139+0.0150412j -0.149714-0.0275694j -0.210467+0.0939721j 0.111913+0.112884j 0.136126-0.0389639j 0.0474264+0.127964j 0.109217-0.0753393j 0.0402931-0.071112j 0.103688+1.89004e-05j 0.00862322-0.0360463j 0.00429286+0.0357488j 0.0274641-0.0225846j 0.000180353-0.0349696j -0.0713073+0.0017911j -0.0753054+0.0894292j -0.0304319-0.0655221j 0.0548506-0.0726364j -0.043723-0.0186437j 0.00164053-0.0204831j 0.0157898-0.0279531j 0.0273962-0.0407216j -0.0828323-0.0139516j 0.0190696+0.0280605j -0.101965+0.0367481j 0.015365-0.0274759j -0.028454+0.0403388j 0.0127514+0.0746211j 0.0348919-0.00406698j 0.0117479+0.0394397j -0.040548+0.0032397j 0.00290786-0.00836022j 0.0141867+0.0142777j 0.0094412-0.00489959j -0.00169264+0.00832788j 0.00546677-0.00547902j -0.00852356+0.0217276j -0.0542461+0.0124851j 0.00297597+0.00211723j -0.0130211+0.0106162j 0.0176119-0.0085237j 0.0179136-0.0084773j 0.0034653-0.00621301j -0.0235274+0.00440545j -0.0251137-0.0066045j -0.026055+8.47087e-05j -0.0138811+0.000772397j 0.000508762+0.00495514j 0.00464629-0.00244195j 0.0037215-0.00409809j -0.00165445-0.0115852j -0.00366092-0.0046285j 0.0055735+0.000172116j 0.00351984-0.00305291j 0.00391957-0.00468675j -0.00774629+0.00156224j 0.00773163-0.00909614j -0.00626175-0.00162629j -0.00416236-0.00437565j -0.00982552+0.00723564j -0.00358607-0.0111498j -0.000431885+0.0104802j -0.00354708-0.00161204j -0.00988442+0.00451173j 0.00481565-0.000482558j 0.00121726-0.00626015j 0.0091726-0.00639777j 0.00534376+0.000407584j -0.00116786+0.0103375j -0.00877372+0.00192225j -0.00553269+0.00139941j 8.00467e-05-0.00367847j 0.00724005-0.00248039j 0.000961131-0.000294757j -3.74786e-05-0.00507433j 0.00171914-0.00387268j -0.00455177+0.00129394j -0.00388212+0.00284787j 0.0111084+0.00516804j -0.0023975+0.00103816j -0.00416239-0.000555246j -0.0114358-0.0039175j -0.00478864+0.000153874j -0.0010444+0.00486301j 0.00554649+4.60874e-05j 0.00125467+0.00424612j 0.000324884-0.0051185j 0.00571831+0.00122696j -0.00286564+3.95645e-05j 0.00193668+0.00188435j -0.000166805+0.00498215j 0.0086517-0.0029527j 0.00379695-0.00267364j 0.00177705-9.30222e-05j -0.00395084+0.000403365j 
-0.0243149+0.0914243j 0.0870187-0.117705j 0.0522092-0.0148177j -0.0483928+0.0293965j -0.0618507+0.14314j 0.0692219-0.0797036j -0.0202992-0.0181479j -0.100409+0.117115j -0.0697656-0.0416444j -0.0116867+0.00466629j 0.0189734-0.0636566j -0.0073808-0.0273149j 0.00732079+0.022099j 0.033769+0.0308982j 0.0597629+0.0381639j 0.0421601+0.0093073j 0.0194265-0.0629309j 0.00113049+0.0832168j 0.0539016-0.0198906j 0.0104911+0.0532912j 0.0160691+0.0629057j 0.0380675-0.00225912j 0.0108281-0.00190335j -0.0112191+0.0469217j 0.0662936+0.0106334j -0.010428-0.0315572j -0.00830145+0.0276256j -0.0353636+0.0369543j -0.0069212-0.00183669j 0.00556182+0.00173536j -0.0238672-0.00977531j -0.0379417-0.00798691j 0.00741996+0.00496795j -0.0113335+0.00700622j -0.00534149-0.00728321j 0.00578776+0.00712576j 0.018618+0.0119488j -0.0540836-0.0144071j 0.0289108+0.0214994j -0.0140067-0.00779417j 0.0184714-0.0111454j 0.029341+0.0115262j 0.0115649-0.000419144j -0.0265358-0.00939089j -0.0285369-0.0139716j -0.0241867-0.00914672j -0.0126344-0.0063661j -0.00689998+0.00206306j 0.0088822+0.00140623j 0.00871358+0.00405821j -0.0169326+0.000932473j -0.010103-0.00882505j 0.0143083+0.00936245j -0.00275698+0.00315772j -0.00641461-0.0103107j 0.00462362+0.000649093j -0.0184075-0.00822541j 0.00480872+0.00900705j -0.00591849-0.00349959j 0.0103175+0.00191192j -0.00811693-0.00865982j -0.00173258-0.0105229j 0.0045747+0.00351622j 0.00225302+0.000493491j -0.00632523-0.00198718j -0.00734949+0.00566208j -0.00507333-0.00599584j 0.00755058-0.00707059j 0.000412672+0.0121952j 0.00249397-0.00277429j -0.00539241+0.0129141j -0.00156175+0.00759396j -0.00182167-0.000379593j -0.000200423+0.00100524j 0.00266328+0.00568866j 0.00301178+0.00196147j 0.00115473+0.0001841j -0.00156112+0.000463994j -0.000508279-0.00340969j 0.008323-0.0013817j 0.00912788+0.00107633j 0.0110832+0.0087693j 0.00614135+0.00818943j 0.000290327-0.00940342j 0.000877619-0.000512351j 0.00486002+0.000858072j 0.00567439+0.00742492j 0.00450318-0.00184794j -0.00184379+0.00123864j 0.00238523+0.00492695j -0.00173907+0.00353475j 0.00299831-0.00214575j 0.000678472-0.00346012j 0.0049476-0.00238623j -0.00500233-1.14291e-05j 
-0.0186922+0.0251281j -0.00835537+0.0471802j -0.0407528+0.0454269j 0.112047+0.0104077j -0.0873272+0.0274191j 0.00131085+0.0391772j 0.0324692+0.0577456j -0.0957249-0.0113259j -0.010542+0.00365873j -0.0163922+0.0181832j -0.014646+0.0508153j -0.0191748-0.00580389j -0.00820216+0.0530715j 0.0654533-0.0373913j -0.00798666-0.063156j -0.0060394+0.0302758j 0.0212076-0.0566603j 0.0876697-0.0278131j -0.0138485+0.0119637j -0.00445539-0.0256993j 0.062452+0.002507j 0.137663-0.0269525j -0.0939339-0.0601307j 0.00440848-0.00087612j -0.0228124-0.00895746j 0.0587502-0.0499479j -0.0299585-0.00232783j -0.0182787+0.0738577j -0.0198064+0.0187229j -0.0163656+0.00559058j 0.0372197-0.0434572j 0.0179672-0.0196481j -0.0125197+0.00669194j -0.0107728-0.00731283j 0.0019281+0.00493556j -0.00710458-0.00636873j -0.0133342+0.0226843j 0.0339952-0.0223335j -0.017229+0.0230358j 0.016546-0.0104664j -0.00065759+0.00585754j 0.000243816+0.0121386j -0.010479+0.00842966j 0.0234483-0.0112986j 0.0298939-0.0153483j 0.010727-0.0139592j 0.0143168-0.0111003j -0.00986146-0.00594306j -0.00328054+0.0093586j -0.00848413+0.00507116j 0.00253861-0.0132462j 0.00574288-0.00127848j -0.00600486+0.00704276j -0.00322822+0.00388477j 0.00119276+0.00660147j -0.000950137-0.000843461j -0.0019324-0.0115764j -0.00347045-0.00112248j 0.000849409-0.00412959j 0.0039632-0.00717849j -0.00627431+0.00680536j 0.00135678+0.0116486j -0.00469313+0.00252722j 0.000771465-0.00501168j 0.00683251+0.0041177j -0.00524385+0.00438927j -0.00445196+0.00625096j -0.00581946+0.00538858j 0.0036939+0.00305226j 0.00494889-0.00424612j 0.00520658+3.5814e-05j -0.00214399-0.00520538j -0.000583849+0.00425872j -0.00235602+0.000972238j -0.00252592+0.00377786j -0.00319472+0.0114204j 0.00305622-0.00198828j 0.00349992-0.00155148j -0.00497597-0.00238552j 0.000146784-0.000782666j 0.00185783+0.000460913j 0.00182566-0.0012564j -0.00168986+0.0104455j 0.00272553-0.00160944j 5.02838e-05-0.00405884j -0.00285903+0.00398929j 0.00176082+0.000907389j -0.00581092+0.00146867j 0.00138519-0.000122342j -0.0027641+0.00577163j 0.000809446+0.00400783j -0.0059775+0.0021429j -0.00157336-0.00145648j 0.000186919+0.00175635j 0.00225612-0.00299555j 
-0.0806854-0.00498062j 0.0940298+0.0321775j 0.0491119+0.0111873j -0.137053-0.017895j 0.066588-0.093549j -0.10674+0.19243j -0.0450982+0.098312j 0.0144667+0.0472238j 0.0496983+0.0107011j 0.0281903-0.0393355j 0.018029+0.0137383j 0.0494852+0.0196977j -0.0595754-0.00205577j 0.00623178-0.0249102j -0.0267678+0.0413086j -0.0392721+0.0129976j 0.00925827+0.0204444j 0.0328972-0.0101133j -0.0980793-0.0160325j -0.00770599+0.0126678j -0.0305936-0.0196134j 0.0314428-0.0042226j -0.0849779+0.0126518j 0.0816929+0.0236532j 0.0527718+0.0484587j 0.0508776+0.00774586j -0.0504948-0.0267548j -0.00922545-0.0247189j -0.0212131-0.00582969j 0.00182639+0.000560728j 0.0173041+0.0170401j 0.0200287+0.0141561j -0.0092902-0.012623j 0.00311445+0.00292242j 0.00947766+8.90076e-05j 0.018035+0.00527012j 0.00624625-0.0111979j 0.00296785+0.0338327j 0.00442614-0.0153215j 0.00348432+0.00986271j 0.00241468-0.0143661j -0.00249939-0.00324274j -0.0103923-0.0118799j 0.00616296+0.0278883j -0.0135141+0.0164606j -0.00616635+0.0144142j -0.00881671+0.00378142j 0.00381621+0.00804285j 0.00177116-0.00802581j -0.00169771-0.00511008j 0.00315786-0.00239876j 0.00983702+0.00517701j -0.00805062-0.0101899j 0.00434022-0.00337975j 0.0034465+0.00975328j -0.00510633-0.00463033j 0.018342+0.00197696j 0.000850635+0.00162142j 0.00394069+0.00230755j -0.00345599+0.00423016j -0.00195445-0.00663014j -0.0060317-0.00255771j -0.000530952-0.000454481j -0.00107081+0.001847j -0.0107699-0.00382029j -0.0026873+0.00102962j -0.00703639-0.00676279j -0.0010506-0.00844397j 0.00810225+0.0102826j -3.08737e-05+0.00320528j -0.00153958+0.0029312j -2.2903e-05+0.00285062j -0.000652978-0.00524093j 0.00127802+0.00350977j 0.0014467-0.00501122j -0.00233311-0.0117793j -0.00338266-0.00180358j -0.00387908+0.00201242j 0.000923809+0.00958539j -0.00243321+0.00596523j -0.00335358+0.00495951j -0.00210732-0.00101055j 0.00223158-0.00784923j -0.00338416+0.000948213j 0.0015226+0.00859775j 0.00536047+0.00538036j -0.00365217+0.00563904j 0.00288153+0.00499414j 0.00146715-0.00326287j 0.00202773-0.00114903j 0.000380077-0.00224428j -0.00198454+0.00063025j 0.00144345+0.00215792j 0.000388066+0.00338634j 0.00124524-0.000401245j 
0.00718039+0.0218812j 0.0282892-0.0341078j 0.0324673+0.0265661j -0.0991696-0.0274632j 0.0254173+0.0470771j 0.0764281-0.00894177j -0.0668296+0.0948099j -0.00975593+0.00305946j -0.0228882-0.135548j 0.0577754-0.133791j 0.0108818-0.0158186j -0.0282547+0.0160713j -0.00191394+0.0210375j 0.0227853-0.00667736j 0.000754801+0.0368343j 0.0677551+0.0164355j 0.0435619+0.0405241j -0.0137747+0.0426171j 0.0445248+0.0406483j -0.0371291+0.030262j 0.014433-0.01451j 0.0601947+0.0340375j -0.0259853-0.0311749j -0.0710679+0.0109303j -0.00205741+0.0153076j 0.016659+0.000227159j 0.0203328-0.0710326j 0.00694291-0.0425672j -0.00455085-0.0489132j -0.00538003+0.00403395j 0.00985244-0.0402218j -0.00314911-0.0192083j 0.0201087+0.0127584j 0.000433881+0.00520493j -0.00636002+0.0123503j -0.00031254+0.00911151j -0.0123245+0.0101672j 0.0142287-0.03727j -0.00379082+0.00869831j 0.005608-0.0147491j 0.0034194-0.00740895j -0.0103941+0.00221213j -0.00528592+0.00379042j -0.0019664-0.00570529j 0.0222499-0.0171891j -0.00331887-0.01449j 0.0117621-0.00342408j -0.019136-0.0106984j 0.0114243-0.0107622j -0.00680656-0.00433913j -0.00525289-0.0173325j -0.0040467-0.011571j 0.00180736+0.0150507j 0.00282418+0.00167393j 0.00288392-0.00314383j -0.00198761+0.000883796j -0.000363678-0.00234373j -0.000428359+0.000491392j -0.00522005+0.000408477j 0.0150346-0.00126123j -0.0143679-0.00333525j 0.00183053-0.00938774j 0.00326697+0.00322423j 0.00877783+0.00139283j 0.0073702-0.00975615j -0.00345476-0.0022698j -0.00190925-0.00138622j -0.00143513-3.77192e-06j -0.0115578+0.00209912j 0.007007+0.00195023j 0.00152266+0.00157752j 0.00489881-0.00550769j -0.00762524+0.0016666j -0.00193442+0.00158332j -0.0205148+0.0116544j -0.0133945+0.00940731j 0.0040934+0.00183453j 0.00473642+0.0130786j -0.00984651+0.00300224j 0.00116206-0.000323344j 0.00195682+0.000681072j 0.00157148+0.00284308j -0.00189842-0.00209634j 0.00356234+0.000665048j 0.00168295-7.58819e-05j 0.00600082-0.00197445j 0.000943399-0.00174118j -0.00542921+0.00725286j 0.000266965-0.00550468j 0.00381391-0.00461391j 0.00918567-0.0101491j -0.013121-0.00164143j -0.00695763-0.0085997j 0.00845268-0.0101878j -0.00311855+0.00523895j 
-0.0160031-0.108395j 0.0166642+0.00902107j -0.00354208-0.00802198j -0.0347772-0.133869j 0.0402281-0.136905j -0.0241623-0.0321554j -0.0504324-0.154641j -0.00316297-0.00377081j 0.00574208+0.0901585j 0.061816-0.0238283j -0.023656+0.0262197j 0.023054+0.0573015j -0.0514973+0.0230777j 0.0228451-0.0210555j 0.00330875+0.0205081j -0.0164899+0.0286578j 0.115805-0.0205993j -0.010333+0.012777j 0.0498147-0.00197565j 0.00743413+0.0232101j 0.00531714-0.0160609j 0.0742793+0.0120332j -0.029351-0.0247374j -0.10242+0.0206888j -0.0641006+0.0390818j 0.0682957-0.0481958j -0.0990661-0.104627j -0.161869-0.00829383j 0.0434106+0.0455602j -0.0112382-0.0166459j 0.0427409+0.0321026j 0.0194373+0.0359455j -0.0147344-0.0128509j -0.0128885+0.00403757j -0.00137852-0.0045865j -0.0136354-0.0113766j -0.0327886-0.0304751j 0.0649867+0.088349j -0.0207596-0.0163752j 0.0247191+0.0283014j -0.00487543-0.0173426j -0.0334709-0.039365j -0.01843-0.00856284j 0.0235338+0.0313597j 0.044046+0.0289772j 0.0351751+0.0340337j 0.00645362+0.0108943j 0.0363486+0.0271346j -0.0161536-0.0223748j -0.00967555-0.00967432j 0.0191502+0.0203073j 0.011055+0.0107157j -0.0246366-0.0177766j -0.00666969-0.00521468j 0.000718199+0.00544903j 0.000496577-0.000438822j 0.00410308+0.00305864j -0.00182036+0.00456517j -0.00371722+4.78596e-05j 0.0104155-0.00705717j -0.00252245+0.0035145j 0.0154274-0.00214812j -0.000703375+0.00320997j 0.000943719+0.00248722j -0.00337841-0.0121717j 0.00303098-0.00198425j 0.0121917-0.00284959j 0.00596923+0.00176827j -0.00778941+0.00308279j -0.0147422+0.00437963j -0.00919751-0.00403764j 0.0111738-0.0162246j -0.0131444+0.0149749j 0.00300194-0.00210133j -0.00864678-0.0116291j -0.0131704-0.00886776j 0.00151978-0.00250035j -0.0125017-0.0123278j -0.0046529-0.00876827j -0.000511187+0.00214141j -0.00351698-0.00167406j -0.004759+0.00115925j 0.000292621-0.00215141j -0.00389191+0.00032047j 0.00317815-0.00657609j 0.0011729-0.013917j 0.0002938-0.00756868j -7.64564e-05-0.00085434j -0.000780795-0.00133713j 0.000120383-0.0124788j 0.00297667-0.00806931j -0.00418381+0.00336428j 0.00754297+0.0128261j 0.00440002-0.00420314j 0.00191664+0.00291419j 
0.0425315+0.028212j 0.0928299-0.00304685j 0.0269525+0.0606796j 0.135062+0.0380001j 0.0319581-0.0503992j 0.0568076+0.0462501j 0.0707651-0.0501122j -0.0317364-0.0834241j 0.0374338-0.0443634j 0.10801-0.0222509j -0.00892446-0.00192949j 0.027634-0.0413015j -0.0147906+0.00905444j 0.00468543+0.0526081j 0.0196607-0.0383546j -0.00725153+0.0483581j 0.00162976-0.0373871j 0.0242296+0.0343677j -0.0148727+0.0125227j 0.0334967-0.0468027j 0.0450628+0.0883297j 0.0299124+0.0583989j -0.02291-0.00383821j 0.0134465-0.0632118j -0.0301325-0.0582098j 0.0218189+0.0115056j -0.0331613+0.101935j -0.0306667+0.0991796j 0.0227616-0.0157159j 0.0250793-0.0203918j 0.024679+0.00936122j 0.0229655-0.0103788j -0.00685048-0.00114694j -0.0128318+1.68979e-05j 0.00685864-0.0183338j -0.0128494+0.00267326j 0.0147286+0.00343967j 0.0360906+0.0145939j -0.0013429+0.00373822j 0.0319187-0.00605988j -0.00604028+0.00811322j 0.00748558-0.00253517j -0.0227562+0.00905978j 0.025991-0.017956j 0.0140018-0.00598907j -0.00285375+0.0177018j -0.00505153+0.0134539j 0.0107109+0.00447121j -0.00298037+0.0228288j 0.00453406-0.000470281j 0.0126422+0.000828697j 0.000959059-0.0031723j -0.0100867-0.00322734j 0.00659676+0.00472902j -0.00159075-0.00610305j -0.00620316-0.00715885j 0.0033565+0.00301645j -0.00278394-0.0069053j -0.00158236+0.00313293j -0.0220329-0.00623984j -0.00428166-0.0252829j -0.0023059+0.00104565j -0.00172999-0.0057448j -0.00671052-0.0148108j 0.00508659+0.0123932j 0.00756007+0.00478206j 0.000952448+0.000196962j -0.0169778-0.0054256j 0.000263963-0.00655464j 0.00372083-0.00055838j -0.000486135-0.00964757j 0.0111275+0.00573166j 0.00239936-0.0031558j 0.00363208-0.00163205j -0.00582708+0.00228064j -0.0104948+0.0158105j 0.000998339-0.00429862j -0.00780256+0.000660143j -0.00689718-0.00619836j 0.00921333-0.00041358j 0.0106804+0.00116838j 0.012161+0.00277116j -0.00182655-0.000137287j 0.0060632-0.00446256j -0.00349079+0.00710141j -0.0023289+0.00575252j 0.00462787+0.0046773j -0.0178692+0.00623815j 0.0137113-0.00605543j -0.0015498+0.0024995j -0.00129002+0.00441365j -0.00450177+9.03623e-05j 0.00585666-0.00290488j 0.0025212+0.00348664j 0.000568391-0.00247671j 
0.117512-0.021421j 0.0629658+0.00460297j -0.000342759-0.046602j 0.153133-0.00230781j 0.149914-0.10092j 0.103066+0.0570723j 0.126671+0.0390798j 0.0488918+0.033139j 0.0984618+0.0324642j 0.205901-0.0377196j 0.00706026-0.0139389j -0.023156+0.0765825j 0.0754594-0.0635009j -0.0259404+0.00444123j -0.0190857-0.0608146j 0.138517+0.0437623j -0.0245669-0.0691102j -0.045512-0.0749797j 0.0798818-0.0663578j -0.0789101-0.0543232j 0.0407795+0.025646j 0.00190346-0.0226574j -0.0307183-0.0146855j -0.0517286+0.0329729j 0.035205-0.061563j -0.0596465+0.010356j 0.0616018-0.000171589j 0.113544+0.0266916j 0.0314472-0.0210929j 0.00674899+0.0284785j 0.0127435+0.0129553j 0.0159082-0.00966339j 0.0166788-0.00410361j 0.00904584-0.00973299j -0.025872+0.0177204j -0.0196442+0.0108496j -0.0379607+0.0108573j 0.0755602-0.0335111j -0.0340067+0.0113768j 0.0219064-0.00501393j -0.00795154+0.00985001j -0.0212178+0.0114192j -0.00978469+0.00560527j 0.0214813+0.00350808j 0.0360332-0.0418236j 0.0229842+0.00226302j 0.0102722-0.00913967j 0.016951+0.00545874j 0.00977726+0.0016473j -0.00444142+0.0027861j 0.0196058+0.00197243j 0.0103067+0.0025603j -0.0101031+0.00463884j -0.00565276-0.000704464j 0.0120121+0.00217877j 0.00246477+0.00527417j -0.00730854-0.00834112j -0.00539131+0.000826954j -0.00589876+0.00541184j -0.00102759+0.0213078j 0.00435906-0.00576511j 0.0112409-0.00376675j -0.00934669-0.00460146j 0.00240457+0.00309657j -0.000261343-0.00128588j -0.0143293+0.00257689j 0.00328134+0.00684979j 0.0105582+0.00152218j -0.00803975-0.00311583j -0.00859983-0.00582184j 0.0079359-0.00417838j -0.00693676-0.00777464j 0.00611999+0.00533489j -0.00582448+0.00418577j 0.00135441+0.00362435j 0.016181+0.00878103j -0.00621628-0.00334208j -0.00281439-0.00253246j -0.00530092+0.00465086j -0.00694285+0.00205129j -0.00955235+0.0013082j -0.00156857-0.0147514j -0.00368486+0.00120634j -0.000396303-0.00014641j -0.00045721+0.00560212j -0.00304673+0.00625339j -0.0170012+0.013914j -0.00547563+0.00595522j 0.00538091-0.0045326j -0.00331971+0.00465398j 0.00889872+0.00595879j -0.00208712-0.00468439j 0.00171844+0.00158951j 0.00146067+0.00540693j 0.00205555-0.00255161j 
