0.00994119-0.0126906j 0.027852+0.0172186j 0.0107426+0.00632271j 0.00430717+0.0297031j 0.0236972+0.00139691j -0.0200621+0.00435966j -0.00412617+0.0346504j 0.0153915+0.0036995j -0.02739+0.0295161j -0.0103524+0.0213301j 0.00668042+0.00764504j -0.00493944-0.00324348j -0.0012345-0.0046752j 0.00556184+0.00458581j -0.00439272+0.00515746j -0.00468157-0.00185464j -0.000822576+0.00180622j 0.00138347-0.00336939j -0.000677979-0.00346749j -0.0032662-0.0101744j -0.00115887-0.00186456j -9.7366e-05-0.00309729j -0.000219231-0.00211985j 0.00011206+0.00338831j 0.00888073-0.00204098j 0.000173817-0.000236025j -0.00505799-0.00709327j -0.00387765-0.000744283j 0.00517661+0.00562571j -0.00367577-0.000888706j 0.000136311-0.00317196j 0.00353865+0.0138684j -0.00513652-0.00348873j 0.00681673-0.0114456j -0.00796886+0.0116692j 0.00681182+0.00495233j -0.00452069-0.00163916j -0.00273332+0.00134923j 0.0158289-0.000373221j 0.00825331+0.00100285j -0.0161447+0.00292318j -0.00324907+0.00843405j -0.000105784-0.00579865j 0.00382844+0.00838735j 0.003793-0.00503172j -0.00724107-0.00495321j -0.0117361-0.00884489j 0.00509827-0.00876412j -5.23302e-06-0.0104443j 0.000398047+0.00184256j -0.000202946-0.00031765j -0.00147876+0.00314821j 0.001559-0.00195452j 0.00160317-0.00277161j 0.00286761+0.00222314j -0.00308181+0.00110276j -0.000802775-0.00203013j 0.000605111-0.00109551j -0.000669524-0.00246327j 0.00155109-0.000335983j -0.00159609+0.000445519j -0.000305646-0.00192006j -0.000232171+0.0010271j -0.000596584+0.000785285j -0.00089878-0.0018387j 0.000547492+8.8603e-05j -0.000550205-0.000106659j 0.000377342-3.44183e-05j 0.000705461+0.00195439j 0.00080612+0.00220764j -0.000803972+0.000188876j -0.00172911+8.67832e-06j 0.000146806+0.00342322j -0.0030731+0.00056247j 0.0023116-0.00291444j 0.00130213-0.00182863j 0.000386189-0.000575046j 3.9765e-05-0.00133478j -0.000168671-0.000780882j 0.000550157-0.000542641j -0.000327075+0.000303486j 1.63233e-05-0.000950122j 0.000125078+5.80723e-05j 0.00137042+0.000499932j -0.000503488-0.000338079j -0.000108258-0.000298649j 0.000253092-0.000255826j -0.0016061+0.00113103j 0.000423417+0.000669927j -4.13551e-05+0.000534584j 0.000414398+0.00167084j 0.000524038-0.00140388j 0.000117558+0.000569205j -0.000226481+0.000109631j -5.973e-05+0.000268511j 
-0.00190282+0.0259565j 0.0726601+0.00502681j 0.0656089+0.00842197j -0.00201078-0.00159867j -0.0106441-0.039492j 0.0847325+0.0256881j -0.105627-0.0180374j -0.00590138-0.00424272j 0.187835-0.000724338j 0.290649+0.06484j 0.0552106-0.00497879j 0.00636475-0.00167826j 0.0496857-0.00931001j 0.0265684-0.00506694j 0.0284992+0.00169161j -0.00385744+0.0023274j 0.0316536-0.000954814j -0.0125604-0.00935571j 0.0269577-0.0046179j 0.00227564-0.00596916j 0.00300668+0.00160916j -0.0234586+0.0112767j -0.009861+0.00224228j 0.0103334-0.00120661j -0.0177489+0.00274424j 0.042109+0.000970006j -0.00217078+0.00990905j 0.054134+0.00275042j -0.0541866-0.00512562j -0.026445-0.0119431j -0.0190104+0.000145052j 0.00550796+0.00650165j 0.00796244-0.010547j -0.00652409-0.00395365j -0.00484903+0.00224475j 0.00325363-0.000177506j 0.00425539+0.00185472j 0.0120827+0.00659746j 0.00928236-0.0018119j 0.00599083+0.00473725j -0.00850153-0.000932116j -0.000978366-0.00278918j 0.00126631+0.00121774j 0.0100374+0.00154816j -0.00387742+0.0210976j 0.0142971+0.0211019j 0.00727825+3.24644e-05j 0.00643873+0.00472622j -0.02004+0.0138016j -0.00137462-0.00952328j -0.00348272+0.00322708j 0.00583041-0.00448975j 0.0056036-0.000433645j 0.00245027+0.00374623j -0.00281133-0.000515699j -0.00449393-0.00166764j -0.00226422-0.00207269j -0.000781672+0.0029265j 0.00481877-0.00566847j -0.00791819-0.00412135j 0.0101802+0.00415564j -0.00853395-0.000169719j 0.00177536-0.00385487j 0.00430596-0.00512783j -0.0101733+0.000493127j 0.00181351+0.00155855j 0.0037131-0.00160971j 0.00283579-0.00659544j 0.0143037-0.00175193j 0.00151224+0.00981755j -0.00150264-0.00548579j -0.00511066-0.00587811j 0.00682172-0.0198149j -0.00215958-0.00298114j -0.00982008+0.00699288j -0.015502+0.00858845j -0.00641544+0.00147547j -0.00325821+0.00669315j -0.000565193+0.00460681j -0.00130916+0.00183354j 0.00422792-0.00242532j -0.00138463+0.00148567j -0.000744882-0.000145166j -0.0042641-0.0020853j 0.000394814+0.00152921j -0.00407396-0.00354986j 0.00355544+0.000236973j 0.000381796-0.00294309j 0.00359897-0.00464768j -0.00325034+9.72436e-05j -0.000110986-0.00529855j -0.00761135+0.000583563j 0.00965277-0.00500208j -0.000522417+0.00161449j 0.00394953-0.0011304j 
-0.0734742-0.0305242j -0.0110318-0.0195583j 0.0485313-0.00807133j 0.0539728+0.0107792j 0.0884865+0.0498682j -0.108078-0.0306548j 0.00758325+0.0625995j 0.163104-0.0249759j 0.225214-0.0711307j -0.00717874-0.13149j -0.0023837-0.00828183j 0.0637807-0.00234416j -0.0105187+0.00423396j 0.0104755-0.00373899j -0.00621295-0.00184796j 0.036284-0.00936583j -0.00702021-0.000348239j -0.00208758+0.0094387j 0.000578798+0.00522269j -0.0327452+0.00487121j -0.00156371-0.0053288j -0.0114913-0.00574962j 0.00826789-0.0100592j 0.00101547-0.0145988j -0.0343471-0.0106021j -0.00129173-0.0148461j -0.0801885-0.015756j -0.0983496-0.0158046j -0.0393215+0.0362998j -0.0056396+0.0366773j -0.00157889+0.00396432j 0.000657819-0.0111026j 0.0116018+0.00169628j -0.00944725-0.00100481j 0.00317043-0.0056048j -0.00144731-0.00142833j -0.00308328-0.0105014j -0.00619503-0.021843j 0.000340729-0.00746084j 0.013458-0.0017613j -0.00595024+0.002254j -0.00651207-0.0014469j 0.00590372-0.00224063j -0.00201703+0.00794066j -0.00968317+0.00492908j -0.000625854-0.0078382j 0.00279783-0.0142217j -0.00992546-0.00652151j 0.0188414+0.0245062j -0.00379219+0.000322549j -0.00472479-0.00903129j 0.00162859-0.00451153j -0.00324696+0.000698116j -0.00047789+0.00605182j 0.00661464-0.00358409j 0.00515769-0.00150956j -0.00049157+0.00106561j 0.00342558+0.000390649j -0.0064724+0.00939028j -0.00249309+0.0017586j -0.00598917-0.00444307j 0.000182624+0.0059913j 0.00444605+0.0030921j 0.00215257-0.00278053j 0.00313691+0.00192848j 0.000597367+0.0045447j -0.00559521+0.00810481j -0.0121066+0.00373199j 0.00629066+0.0152358j 0.00747863-0.0104413j -0.00601797-0.0037879j -0.0116153-0.00488827j -0.00554565+0.00985374j 0.0142262-0.0159301j 0.0150318-0.00840865j 0.012356+0.0246509j -0.007566+0.00469823j 0.0194966+0.000717275j -0.000461807-0.00243941j -0.00119721-0.00148046j -0.0063517+0.00366033j -0.00318995+0.0015134j -0.00648937-0.00368099j 0.00354831+0.000832561j -0.00593791+0.00443755j -0.00779353+0.000992012j -0.00229797+0.00270675j -0.0033117+0.0021733j -0.00051702-0.00738878j 0.00426343-0.000345984j 0.00780838+0.000158478j -0.000889823+0.0123152j -0.00573352-0.00203673j 0.00116066-0.000617224j -0.00218331-0.00239194j 
-0.0435854-0.00834031j -0.011781+0.0115189j -0.016801-0.064269j -0.0269495-0.0298377j 0.0853223+0.0054011j -0.0186458-0.0370001j -0.0105638+0.00980307j 0.0489364+0.175428j 0.0225201+0.130304j -0.0858608-0.052936j 0.0102958-0.00827519j 0.0265805-0.00502679j 0.019865-0.00929729j 0.00906222+0.00525536j 0.000561656+0.000596745j -0.00216262+0.00251295j -0.00370291+0.0148474j 0.00567354-0.0177157j 0.029726-0.000918844j -0.0071141-0.00207983j -0.0154145+0.00458972j 0.0129882-0.0202959j -0.0140349+0.032215j 0.0187336-0.0290519j -0.00482505+0.0110615j 0.0194447+0.0247138j -0.05573+0.0189265j -0.0197639-0.0277915j -0.019561-0.00295903j 0.000719797-0.00531148j 0.00219959-0.00587021j -0.0078928+0.00530136j 0.00479228-0.00631225j 0.00371354-0.00435302j 0.00596937+0.016687j 0.00534002+0.00852303j 0.00578425+0.01628j 0.0177534+0.0177847j 0.00682003+0.0187923j 0.00224642+0.00438071j 0.00134817+0.0057382j 0.00309665+0.0140635j -0.00960337+0.00416498j 0.00644859-0.027348j 0.0229112+0.0153465j 0.000304128+0.0151516j 0.00680878+0.0206863j -0.00648224+0.023342j -0.00256784+0.0190051j -0.00560085+0.0064593j -0.000100693+0.00293629j -0.00844835-0.00140298j -0.00372411+0.00429587j -0.000877202-0.00442568j 0.00124826-0.00372547j -0.000440102-0.00719512j -0.000122043-0.00758736j 0.00440175+0.00455315j -0.00280334+0.000526016j -0.0022124-0.004372j 0.00288848+0.00548315j -0.0035724+0.002436j -0.000139952+0.000654999j 0.0053246-0.0157286j -0.00445598-0.000192492j -0.0029233+0.00109919j -0.0114283+0.0150444j -0.00335922+0.0157631j -0.0115712+0.0025515j -0.000981349-0.00373441j 0.00658115+0.00400169j 0.0034438+0.00244218j 0.00122401+0.00116638j -0.00107201-0.00775934j -0.00116145+0.000353886j -0.00352504+0.00817826j -0.00794427+0.00235544j 0.00813209-0.00150682j 0.00205626-0.000167232j -0.00341859+0.00457216j 0.00506974-0.00115655j 0.000143736+0.00213767j 0.00761992+0.00711828j 0.00572904-0.0117447j 0.00965974-0.000311825j -0.00184741+0.00198934j 0.00321757+0.00568436j -0.00426949+0.0017855j 0.00227116+0.0035615j -0.00268969+0.0023887j 0.003682-0.000815175j -0.010454-0.000470741j -0.00234866+0.00407505j 0.00345209-0.00168445j 0.00411276-0.000242294j 
-0.0172939+0.027251j -0.0373774+0.0268843j -0.013567+0.0449873j 0.00773905+0.0160711j 0.00876994-0.0942784j -0.089182+0.0512779j 0.040111-0.0197632j 0.0994241-0.067901j 0.0135527+0.0112378j -0.112604+0.182557j -0.0230119+0.00611491j 0.0142626-0.0141234j -0.0197486+0.00277732j -0.00524694-0.0130991j -0.00518798+0.00837843j 0.0185109-0.00235744j 0.00107405+0.00244472j 0.0105225-0.0168186j -0.00609473+0.00148338j -0.0113052-0.0126689j -0.00642635-0.00102702j -0.00915055+0.0243199j 0.013745-0.00247482j -0.00620936+0.0152309j 0.00705946-0.0108157j -0.00337504-0.00415024j -0.000380392+0.0245619j -0.017465+0.0219763j -0.00209933-0.020685j 0.00421644-0.0126545j 0.022444-0.00022328j 0.00485028+0.0224567j 0.00310716-0.00654529j 0.000795563+0.00600286j 0.00446881+0.00197351j -0.00306866-0.00607095j -0.00178881-0.0135761j -0.00158025-0.00891939j 7.41864e-05-0.0209986j -0.00311879+0.00305818j -0.00320449-0.000358059j 0.000238227-0.0314592j 0.00779963-0.000321493j 0.00545763-0.0190735j -0.00292683-0.0178094j 0.00396286-0.0123124j 0.00171887+0.00312119j 0.0152559+0.0051311j 0.000874027-0.0107839j -0.00143126+0.0148976j -0.00069365-8.41543e-05j -0.0143811+0.000275054j -0.00669362+0.000356008j -0.00542396-0.00110061j -0.00236996+0.00267978j -0.00180909-0.00485674j 0.00413267+0.000248159j 0.000627642+0.00468563j -0.00138992-0.00448951j -0.00603493-0.00533617j 0.00170126-0.0076522j -0.00173539+0.00465624j -0.00738554-0.0101236j 0.000496126-0.00657993j -0.00265495+0.00774959j 0.0073023+0.00438973j 0.00129038+0.00793935j 0.00155179-0.00396686j -0.00597721-0.00936062j 0.00216057+0.000998894j 0.00433896+0.00510293j 0.00389078+0.0206176j 0.00154482+0.00509212j 0.000230364+0.00913352j -0.00802435-0.00448132j -0.000106079-0.0176412j -0.00162137-0.00431713j -0.00501236-0.0103168j -0.000316644-0.00228123j 0.00311497-0.000970321j -0.00486642-0.00626931j 0.000432198+0.00473629j 0.000693744-0.00297759j -0.0028519-0.00292045j -0.00167601-9.17187e-05j 0.000589488+0.00291166j -0.0046645-0.00295597j 0.000400165-0.00511194j -0.000410625+0.0104117j -0.0117244+0.00134469j 0.000880606+9.74898e-05j -0.00283706+0.00819447j 0.00140962+0.0101049j 0.000340831-0.00261961j 0.00750377-0.0021096j 
-0.00365944-0.0152294j 0.0271768+0.0152261j 0.0455131+0.0295091j -0.00123053+0.0712738j 0.00397801+0.0291705j 0.100451+0.0769411j 0.0990418+0.207089j 0.012298+0.115559j 0.0188339+0.0922204j 0.0313918-0.0487918j 0.0223775-0.0145006j -0.0137738+0.00399277j 0.0223772-0.00586881j 0.00396574-0.00925847j 0.0209118+0.0019987j 0.0381007+0.00362683j 0.0288694-0.000528438j 0.0148833+0.0138875j -0.023153+0.0121036j -0.0146559+0.0297887j -0.00599067+0.0253419j -0.0277824-0.0222213j 0.00974689+0.0080492j -0.0310522+0.00899471j 0.00989588-0.0429793j 0.0213255-0.0159122j 0.0236353-0.00646619j 0.0550699-0.0208759j -0.00570951+0.0047167j 0.0044218+0.0166077j -0.00047636+0.0143212j 0.00803911-0.0131772j -0.00322369+0.0312923j 0.00299431+0.0113427j -0.00507261-0.0156856j 0.00113772-0.00489721j -0.0023861+0.00679215j -0.00274542-0.0339668j -0.00599596+0.00204246j 0.000153014-0.000539468j 0.0054459+0.00579141j 0.00293484+0.0149373j -0.00580684+0.0198986j 0.00863419-0.0031168j 0.0078039-0.0348262j 0.00924527-0.0351029j 0.00642912-0.0139104j 0.000190316-0.0106703j 0.00562801-0.0171253j -0.00520228+0.0102724j 0.000333078-0.00258992j -0.00304304+0.00259919j -0.0125757-0.00102456j -0.00680605+0.00366944j -0.00409103-0.00417985j 0.00837299+0.00880253j 0.000339573+0.0100679j -0.0103138+0.00149733j -0.000376285+0.0148895j -0.0010705+0.0099262j 0.0134439+0.00559495j -0.00475789+0.00972612j 0.00259687+0.0043029j 0.0165456-0.00278888j 0.000527995+0.00121485j -0.00575886-0.0172811j -0.013378+0.00647179j -0.00433021+0.00762816j 0.00299883+0.000843443j 0.00280578-0.00127691j -0.00382534+0.00386998j -0.00815322+0.00665194j -0.00236204-0.017847j 0.00152139+0.00993567j -0.00987397+0.00343813j -0.007299+0.00522854j 0.000478787-0.00236486j -0.00555884-0.00355546j -0.0032027-0.000980853j -0.00208017-0.0039428j -0.00303291+0.00465047j -0.00454368-0.000676561j -0.00154838+0.000522843j 0.00109395+0.00207995j 0.000124385+0.000998622j 0.00300655+0.000413493j -0.00493815-0.00667485j 0.00297459-0.00304136j 0.000782346-0.0101089j -0.0118836+0.0143232j 0.00326993+0.00924014j -0.00145993+0.00539645j -0.0016172+0.00515333j -0.000395231-0.000471186j 0.00556941-0.00405125j 
-0.0250319+0.00985098j -0.00130124+0.0173463j -0.00664683+0.0406611j -0.0542874+0.0088509j 0.0752777+0.00211809j 0.0712091+0.105604j 0.0554639+0.0759713j 0.0106079-0.0325474j -0.0520558-0.0263155j -0.110177+0.0358839j 0.00832267+0.0113899j 0.0286488+0.00398082j 9.36591e-05+0.00676489j 0.00700061-0.00183848j 0.00268791+0.0095798j 0.00482141-0.00835557j 0.0145073+0.0246378j -0.00330943+0.001742j -0.0148261+0.00367576j -0.0155015+0.0190355j 0.00166444+0.0118465j -0.0122606-0.0127817j -0.00787959-0.00349468j -0.024999-0.00455637j -0.00171686-0.0128966j 0.00610571+0.0120306j -0.0265961+0.0122256j -0.0145628+0.0440427j 0.00715067+0.0058299j -0.0123907-0.0241374j -0.0175494-0.0227101j -0.0197671-0.0441012j -0.00405056-0.014266j -0.00783892-0.0108779j 0.00624257+0.0117011j 0.0120643+0.0225043j 0.00925412+0.0429948j 0.0278882+0.0946104j 0.00571749+0.0392573j -0.0114502-0.0278931j -0.00192647-0.0248383j 0.00494282+0.0358365j -0.00505551-0.0225541j 0.00963478+0.0538525j 0.00437962+0.0618706j 0.0187997+0.0555911j 0.00716151+0.0154788j 0.0158766+0.0125883j 0.00996912-0.0264141j -0.000474331-0.025424j 0.0082605+0.0162792j 0.0145558-0.00493437j 0.0141463+0.0103319j -0.00503329-0.00371025j 0.00171132-0.0117919j 0.00238561-0.00193277j 0.00146019-0.00213839j 0.00341661-0.000586455j -0.0009254+0.00297976j 0.00277285-0.00653368j -0.00640387+0.0108103j 0.00689152-0.000434031j 9.56441e-05-0.00292835j 0.00111129-0.000531092j 0.00700535-0.0105938j -0.001592+0.00774045j -0.00572639-0.0018814j -0.00223149+0.00991623j -0.00788867-0.00193062j -0.000753569-0.000782666j 0.00623377+0.013364j -0.0035087-0.00716909j 0.0012001-0.00055376j -0.00565936-0.00599672j -0.000985572+0.00461389j -0.00243427-0.0252969j 0.00459541+0.0153333j -0.000263583+0.00150258j 0.0149515+0.00335532j -0.00378717+0.00805246j 0.00385073-0.000144391j -0.00286692+0.00655725j -0.000128007+0.00104255j -0.0044603-0.00476972j 0.00844154+0.00280081j -0.0051551+0.00352951j 0.00138547+0.00312434j -0.00854756-0.0117383j 0.0115166+0.0030742j 0.0116331-0.0067275j -0.0144188-0.00664686j -0.00332323-0.0319182j 0.013604-0.0135715j -0.000279633+0.0019888j -0.00621154+0.00929464j 
-0.00822936+0.00678048j -0.0111315+0.014537j 0.0276359+0.0340768j 0.0339009+0.0810334j 0.0417066+0.00441763j 0.0171435+0.0138694j 0.0028393+0.0283513j -0.158427-0.160274j -0.0969063-0.110774j -0.0241884+0.0390644j 0.00508987+0.00191636j 0.0134121-0.00477651j 0.0125602-0.0128418j 0.00465003-0.00834711j 0.015917+0.0217008j 0.0183755-0.00316869j -0.0151236-0.0169759j 0.0120834+0.00754448j 0.00628807+0.00545469j -0.015764+0.0219625j -0.00825813+0.0162047j 0.0162866+0.0140271j -0.029685-0.0115785j 0.00511832-0.00348722j -0.020815+0.000240893j 0.00041668-0.00229233j -0.0560763+0.00636634j -0.0220202+0.00643257j -0.00510706+0.0219663j 0.00748326+0.0131639j -0.00530676+0.0151639j 0.00321103+0.0122897j -0.00528087+0.00483721j -0.00125951+0.00725047j 0.000317719-0.0048908j 0.00194246-0.0136009j -0.00849874+0.0136701j -0.0138357-0.0519163j -0.00210604-0.010857j -0.00305281+0.0248745j 0.0015902-0.00434421j -0.0057169+0.00428651j 0.00485835+0.0165699j -0.0028505-0.0205285j -0.0052648-0.0256668j 0.00247796-0.0214167j -0.00119051-0.0152964j -0.00844049-0.00747966j 0.0109538+0.00150548j 5.16298e-05+0.00717851j -0.00490927-0.00505079j 0.000422958+0.000781097j -0.008571-0.00264161j -0.000685048+0.0063227j 0.00153612-0.00207568j 0.0042739+0.00235108j -0.00253929+0.00855366j 0.00360126+0.00373452j -0.00266875+0.00908284j -0.00011387-0.00532984j 0.0100517-0.0103617j -1.48822e-05-0.00592361j 0.00131015+0.00709428j -0.0142756+0.011684j -0.00233743+0.000795032j -0.00486857-4.55496e-05j 0.00157845-0.0072722j 0.00166872+0.00107941j -0.00234275-0.0112302j -0.00394136+0.00245518j 0.00212776-0.0117221j 0.00807843+0.000144999j -0.000916846+0.00139863j -0.0100354-0.000113665j 0.00639252-0.00343863j 0.00682665+0.00969703j -0.00405446-0.00560461j 0.00522986-0.00233282j -0.00715476-0.000286882j 0.00191459-0.00208077j -0.00694403+0.000719254j -0.00166919+0.000527306j 0.00512+0.00768847j 0.00243693+0.00534332j 0.00938481-0.00541515j 0.00554012-0.00266729j -0.00212603-0.00206442j -0.0024667-0.000875897j -0.00193648-0.00694773j -0.00517437+0.00712325j 0.00298693+0.00999037j 0.00483+0.00848896j -0.00662385+0.00737322j 0.000119666-0.000656402j 0.000914492-0.00270027j 
-0.0569663-0.0209527j 0.00597968-0.00178763j -0.0299365-0.0218564j -0.0857624-0.0258072j 0.165079+0.0722493j 0.0833979+0.0104065j -0.104539-0.0830779j -0.160027+0.060085j -0.0936074+0.0948285j -0.0869952+0.00865243j 0.0377393-0.00389176j 0.038782-0.00313845j 0.0421359-0.00437282j 0.0247561-0.000312943j 0.0136529-0.0163523j -0.00448066-0.00933336j 0.0114683+0.0165305j 0.00241559-0.00657389j 0.00799109-0.00801118j -0.00279767-0.0206006j -0.00332396-0.0182289j -0.00108434-0.00173119j -0.0356966+0.00598748j 0.00237081+0.00259601j 0.00159636+0.00211203j 0.0311547-0.00158658j -0.056408-0.0224661j 0.00838238-0.00653266j -0.0302268-0.0188667j -0.000576316+0.0235687j -0.0112293+0.024143j 0.000707019+0.00529635j 0.00199179+0.00573659j -0.00327591+0.00655132j 0.00128566-0.00995001j 0.0113533-0.00654468j -0.00470097-0.0334549j -0.00289964-0.0242907j -0.00184023-0.0161973j 0.00592457-0.00393323j 0.00202118+0.010126j 0.00299629-0.0149439j -0.00350756+0.000780924j 0.0017336+0.0125073j -0.00505901-0.00966566j 0.00286933+0.00227327j -0.000796662-0.00155883j 0.00490555-0.032514j 2.99952e-05+0.0143226j 0.001946-0.00540578j -0.00575034-0.00644508j 0.00262373-0.00569849j -0.0034342-0.00829813j 0.00664721+0.00499363j 0.00273963-0.00103739j -0.0012472-0.00262908j 0.00603048-0.000307354j -0.00338664-0.00809828j 0.000417011-8.72216e-05j 0.00196494+0.00255139j 0.00592942+0.00444897j -0.000725879-0.00388602j -0.00345876+0.00386427j -0.0077185+0.010317j -0.00238878+0.00304469j -0.0045107-0.00651076j 0.00217685+0.000307504j 0.000390147-0.00190506j -0.0116383-0.000559559j 0.0010782-0.00806678j 0.00866965-0.0050987j 0.00172835+0.0144195j -0.00704077+0.00463851j 0.00177218+0.0116972j 0.00209875-0.0167779j -0.00500044+0.00272132j -0.0105193-0.00641995j 0.00668943+0.00405269j -0.00671375+0.00376842j 0.00118958+0.00112647j -0.0001086+0.00109032j 0.00258776-0.00228554j 0.00176335-0.000112494j 0.0032715+0.00292415j 0.00250709+0.000118804j -0.00261119-0.00254319j 0.00110276-0.00565861j 0.000168947+0.0111394j -0.00027747+0.00364094j -0.00207504-0.00166154j 0.00918552-0.00150502j -0.00267065+0.00507315j 0.000556969+0.000987151j 0.000302403+0.00179116j 0.00217602-0.00199346j 
-0.0236897-0.00326224j 0.000681851-0.0078633j 0.00803957+0.00761922j -0.108744-0.0407628j 0.116911+0.0822357j 0.177949+0.0845488j 0.0757929-0.095025j 0.158329-0.0776669j 0.0410279-0.0416001j -0.0857049+0.0279052j 0.0216766+0.010144j 0.0153142+0.00738829j 0.0170787-0.010334j 0.00471151-0.0071754j -0.0030016-0.00639679j 0.0159293+0.00635279j 0.0299439+0.0023548j 0.0113004+0.011596j -0.0157097+0.000283057j -0.00663717+0.0105872j -0.000646098-0.00166497j -0.0247025+0.0262071j 0.0127147-0.00254156j -0.0334311+0.00834142j 0.00504117+0.00772064j 0.0213737+0.0212629j 0.00832268-0.0127049j 0.0264967+0.0218216j 0.0131568-0.0127434j 0.00269204-0.0113233j -0.000114837+0.0198896j 0.00677569+0.0390838j 0.00269382-0.0116147j 0.00346829+0.00528445j -0.000599753+0.0136645j 0.00706171-0.0160027j 0.0050087-0.00840743j -0.0110983-0.0411234j -0.010796-0.0118097j 0.000807844+0.0181969j 0.00773135-0.000264828j -0.0025503-0.0117857j -0.00133775+0.0186231j -0.00956582-0.0234161j -0.000215859-0.0133107j -0.0135849+0.00630558j 0.00436235-0.0114991j 0.00182165-0.00980527j -0.00106712+0.00987944j 0.00774512+0.0012905j -0.00263304-0.00512387j -0.000849755+0.000825266j -0.00514454-0.0102564j 0.00448244-0.00187928j 0.00125764+0.00479561j 0.00347071+0.00455493j 0.00688836-0.000690851j 0.00450681+0.00182799j 0.00176379-0.00527323j -0.00861287-0.00392611j -0.006625-0.00489752j -0.00353438+0.000491806j -0.00790404-0.0119245j 0.00098633-0.0139388j -0.0011356+0.0001208j 0.00866834+0.00612349j -0.00294333+0.00846967j -0.00536658-0.000648971j 0.000830018+0.01328j 0.00315404+0.00839633j -0.00499464-0.0126337j -0.00284421+0.00889931j -0.0052623+0.000682463j -0.00474668-0.00826405j -0.00166024+0.000773051j 0.00102149-0.00604096j 0.00170765-0.00740311j -0.00535599-0.00180082j -0.00719075-0.000200342j 0.0043219-0.00481618j -0.00472582-0.00532716j 0.00102125+0.000350952j 0.00189045+0.000665084j 0.0040866+0.00112557j 0.00243343+0.00150496j 0.00387324-0.00134318j -0.00166255+0.00126011j 0.000240824-0.000395116j -0.00195342-0.00403887j -0.00119632-0.00147148j 0.00427115-0.000737061j 0.00533114+0.00774483j -0.00219483+0.00488696j -0.000950538+0.000509618j 5.07512e-05-0.0011942j 
-0.0753186-0.0228452j 0.0209184+0.0167619j 0.016426-0.0112204j -0.0182409+0.0830079j 0.0409774-0.0528666j -0.0759037-0.201071j 0.00624032-0.0399441j -0.046794-0.0663807j 0.0257022+0.00227637j -0.0445416+0.0145448j 0.0267413-0.00645487j 0.0289574-0.00320182j 0.0103777+0.000550814j 0.0122294+0.0242912j 0.013682+0.0250273j 0.0183613-0.0154719j 0.0384241-0.026087j 0.00411215-0.0135026j -0.0216918-0.0102163j -0.00016381+0.00858239j -0.00780533+0.0135851j -0.0313963-0.00577294j 0.00304391-0.000543848j -0.0338567-0.0100888j 0.00116783+0.00550522j 0.0218381-0.00238302j -0.00522991+0.0154377j 0.0305102-0.0387866j -0.000663287-0.0149176j -0.00578458+0.00388781j -0.00902947-0.00730794j -0.00576108-0.0184146j 0.00239381+0.0153542j 0.00232702-0.000933894j 0.00872769-0.0121834j 0.00339341+0.0131497j 0.00188725+0.00644065j 0.00967255+0.0233238j 0.00907666-0.00184142j -0.00826185-0.0158909j -0.00237757-0.00246802j 0.00805049+0.00222344j -0.00252428-0.0201846j 0.00830774+0.0195206j 0.00985911+0.00280826j 0.00805708-0.00323387j -0.00289487+0.0125094j -0.00570839-0.00117025j 0.005077-0.000541312j 0.000101274-0.00291516j 0.00538094+0.00259208j 0.0034088-0.00534463j -0.00124209+0.00453586j -0.00505733-0.00195752j -3.80695e-05-0.00874823j 0.00771233-0.00208445j -0.00220627+0.00247652j -0.00554447-0.00412031j -0.00800687+0.0131191j 0.00080952-0.000890043j 0.00520257-0.00195381j 0.000929908+0.00314759j -0.00737929-0.001928j 0.0021028+0.00707802j 0.00583458-0.00209908j 0.00731236-0.00392895j 0.00140928-0.00674566j -0.00210417-0.00963941j -0.00173456+0.0143939j 0.00652317-0.00113127j 0.00184491-0.00179214j -0.0150325+0.0112265j -0.0154462+0.00593231j -0.00299006+0.0058997j -0.00389392-0.00218069j -0.00298822-0.00322003j 6.35369e-05+0.00525195j -0.00203338-0.00153479j 0.00329704+0.000297663j -0.00235656+0.000186399j 0.000186906+0.00259069j -0.00482704+0.00170964j 0.00992646+0.00892791j 0.0060536-0.0046216j 0.00924904-0.00506907j 0.00278515-0.00325487j 0.00125203+0.00134778j -0.0047502+0.000420064j 0.000450802+0.00319797j -0.00081576+0.00241831j -0.00106975-0.000650892j -0.00342853-0.00445625j 0.00346363-0.00265081j -0.000143455+0.000282465j 0.001139+2.32106e-05j 
