0.00994119-0.0126906j 0.027852+0.0172186j 0.0107426+0.00632271j 0.00430717+0.0297031j 0.0236972+0.00139691j -0.0200621+0.00435966j -0.00412617+0.0346504j 0.0153915+0.0036995j -0.02739+0.0295161j -0.0103524+0.0213301j 0.00668042+0.00764504j -0.00493944-0.00324348j -0.0012345-0.0046752j 0.00556184+0.00458581j -0.00439272+0.00515746j -0.00468157-0.00185464j -0.000822576+0.00180622j 0.00138347-0.00336939j -0.000677979-0.00346749j -0.0032662-0.0101744j -0.00115887-0.00186456j -9.7366e-05-0.00309729j -0.000219231-0.00211985j 0.00011206+0.00338831j 0.00888073-0.00204098j 0.000173817-0.000236025j -0.00505799-0.00709327j -0.00387765-0.000744283j 0.00517661+0.00562571j -0.00367577-0.000888706j 0.000136311-0.00317196j 0.00353865+0.0138684j -0.00513652-0.00348873j 0.00681673-0.0114456j -0.00796886+0.0116692j 0.00681182+0.00495233j -0.00452069-0.00163916j -0.00273332+0.00134923j 0.0158289-0.000373221j 0.00825331+0.00100285j -0.0161447+0.00292318j -0.00324907+0.00843405j -0.000105784-0.00579865j 0.00382844+0.00838735j 0.003793-0.00503172j -0.00724107-0.00495321j -0.0117361-0.00884489j 0.00509827-0.00876412j -5.23302e-06-0.0104443j 0.000398047+0.00184256j -0.000202946-0.00031765j -0.00147876+0.00314821j 0.001559-0.00195452j 0.00160317-0.00277161j 0.00286761+0.00222314j -0.00308181+0.00110276j -0.000802775-0.00203013j 0.000605111-0.00109551j -0.000669524-0.00246327j 0.00155109-0.000335983j -0.00159609+0.000445519j -0.000305646-0.00192006j -0.000232171+0.0010271j -0.000596584+0.000785285j -0.00089878-0.0018387j 0.000547492+8.8603e-05j -0.000550205-0.000106659j 0.000377342-3.44183e-05j 0.000705461+0.00195439j 0.00080612+0.00220764j -0.000803972+0.000188876j -0.00172911+8.67832e-06j 0.000146806+0.00342322j -0.0030731+0.00056247j 0.0023116-0.00291444j 0.00130213-0.00182863j 0.000386189-0.000575046j 3.9765e-05-0.00133478j -0.000168671-0.000780882j 0.000550157-0.000542641j -0.000327075+0.000303486j 1.63233e-05-0.000950122j 0.000125078+5.80723e-05j 0.00137042+0.000499932j -0.000503488-0.000338079j -0.000108258-0.000298649j 0.000253092-0.000255826j -0.0016061+0.00113103j 0.000423417+0.000669927j -4.13551e-05+0.000534584j 0.000414398+0.00167084j 0.000524038-0.00140388j 0.000117558+0.000569205j -0.000226481+0.000109631j -5.973e-05+0.000268511j 
0.151953-0.023431j -0.0121331+0.0882285j -0.136752-0.0897279j 0.11663+0.0250644j -0.0749977+0.0199586j 0.0646646-0.0444616j 0.0026559+0.0138511j 0.0715461+0.00305423j -0.0625415+0.024709j 0.00687543-0.0306159j -0.0454293+0.0164743j -0.0118956-0.0101246j -0.0103756+0.00137133j 0.0130292-0.0104211j -0.00979049+0.00669123j -0.0208282+0.0215765j -0.00676254-0.0153744j -0.0348608-0.00700192j 2.91972e-05+0.0199269j 0.00524615+0.00683285j 0.00186038-0.0134567j -0.0116023-0.00293317j -0.0039014+0.0015426j -0.00182932+0.00919633j 0.000522889+0.0102415j -0.00123226-0.00106748j -0.0036125-0.00157351j -0.0105742-0.0152772j -0.00158248+0.00116708j -0.00962813+0.00954262j -0.00561161-0.00208995j -0.000939561+0.00174985j -0.00630245-0.0144756j 0.0103855-0.0108067j 0.00636802+0.00546425j -0.00854173+0.00480986j 0.00848585-0.0165142j 0.00340432-0.00378695j -0.0132967+0.00142048j -3.83214e-05-0.01406j -0.00454037-0.00228733j -0.00753099-0.00162573j 0.00164888-0.0065832j -0.00522123+0.00702768j -0.00909409+0.00972309j -0.000910505+0.000389474j 0.00250376-0.00135476j -0.00392344-0.00966654j -0.00806788+0.0036516j -0.0112144+0.00506004j -0.00627954-0.00774349j 0.0171689+0.00134525j -0.00522403+0.00216546j 0.016224+0.00629268j -0.0026681-0.013428j 0.0132786-0.00140351j -0.00281807-0.0120595j 0.00280123+0.00280501j 0.00166419+0.0130901j 0.00822261+0.00232355j 0.00275074+0.00443789j 0.00456173-0.00126518j 0.0053051+0.0112991j -0.00636554+0.00698842j 0.000278552-0.000727543j -0.00626086-0.00201622j 0.00288153-0.00915465j 0.00248076-0.0104379j 0.00627138+0.00436363j 0.00230757+0.00150378j -0.00094554+0.000747082j -0.00406936-0.00408159j -0.000391778-0.00203577j -0.00178188+0.00452359j -0.0029528-0.00209343j -0.00215751+0.00884955j -0.00145198+0.00213189j 0.00177185+0.00299389j 0.00255083+0.00112071j -0.00333307-0.00712977j -0.00213066-0.000512757j -0.00143173+0.000440605j -0.00266197-0.00566812j -0.00352485+0.00432732j -0.00408507+0.000927904j -0.00129335+0.0013011j -0.00351032-0.00212564j 0.000703765+0.00496048j -0.0014328-0.00156305j 0.00015357+0.00430082j 0.00231165+0.00373405j -0.000552296-0.00511423j -0.000859721-0.00161063j 0.000180449+0.000580077j -0.000868952+0.000184016j 
0.0345614+0.117339j -0.248659+0.00622193j 0.21142-0.0912967j 0.0111491+0.109745j 0.0421714-0.0101273j -0.0619275+0.0400563j -0.0694221+0.00215277j 0.0385533+0.0377814j 0.00633271-0.0111928j -0.0439666-0.000197771j -0.0605565+0.00481171j 0.0199812-0.00368064j 0.00868976-0.0219197j -0.0055466-0.00707218j -0.0073018-0.0149033j 0.00031374+0.024578j 0.0109968-0.0242843j 0.0224099-0.00753746j 0.00183605+0.00299007j -0.00870501+0.0118587j 0.0174457+0.000706434j 0.0108087+0.0147429j 0.00264102+0.00584125j -0.00154451+0.0234422j -0.00352258+0.0182684j 0.000312706-0.00849932j -0.0153136+0.0201315j -0.0198778+0.000661897j 0.00086291+0.0141648j 0.0151573-0.00303611j -0.0120498-0.0134641j 0.00559857-0.0222547j -0.00765428-0.00148969j 0.0195992-0.000687694j -0.0109666-0.0122707j 0.000648235+0.000453017j -0.00674089-0.0112927j 0.00224895-0.00720635j 0.0105911-0.00355346j 0.00733805-0.00641073j -0.00100906+0.00358612j 2.65881e-05+0.00195744j -0.000904209-0.00375764j 0.000754669+0.00420104j 0.000454899-0.00246534j -0.00468966-0.00172291j -0.00283751-0.00908357j -0.00152157-0.00507951j 0.00958022-0.0128472j -0.00110444-0.00889562j -0.00232147+0.00755826j 0.00079405+0.00559894j -7.82385e-05-0.00491605j -0.00120638-0.00368549j -0.00995801-9.58624e-05j 0.00147735+0.00830203j 0.00649015-0.00124627j -0.00130467-0.00345396j 0.00662626-0.00539334j -0.00655371-0.00190594j -0.00758957-0.00197675j 0.00120309+0.00234546j -0.00513834-0.00491338j -0.00256245+0.000210839j 0.00430969+0.00758003j 0.00673647+0.00548412j 0.0051948-0.00543727j -0.000378808-0.00777464j -0.00184926-0.00529574j -0.00430236+0.00459488j -0.00172631-0.00230888j 0.00658948+0.00414044j 0.000145314-0.00451827j -0.00318926+0.00930756j -0.00396415+0.00190564j 0.00272458-0.00332368j -0.00307639-0.00160502j -0.00392301+0.00184312j 0.000126651+0.000491272j 0.0025599+0.00534646j -0.000191027-0.0070692j 0.00333551+0.00351744j -5.64895e-05+0.000144376j 0.000183119-0.00191732j 0.000499474+0.00103691j 0.000924459+0.000814444j 0.000998598+0.00326852j -0.0030119-0.00558008j 0.000565278+0.00535313j -0.00108509-0.00302608j -0.00336545-0.00110974j 0.00224218+0.002332j 4.1627e-06+0.00193458j -0.00025048-0.0013278j -0.00063473+0.000283038j 
-0.148877+0.0827051j 0.147233+0.135094j -0.0147401-0.19428j -0.112837+0.0690213j 0.0282167-0.0513909j -0.0333974+0.0452073j 0.0578869+0.0400166j -0.0681528+0.0326446j 0.037084-0.0208471j -0.00935744+0.0033798j 0.0727321+0.012931j 0.0218646-0.0528642j -0.0101129-0.00414805j 0.000542108+0.00225056j 0.0273445+0.0204162j 0.00934639+0.0184922j 0.0143141-0.0354335j -0.0149694-0.0103757j -0.0108767+0.0345668j 0.0117493+0.0270544j -0.000813507-0.030374j -0.0113767-0.0203619j -0.00531723+0.00120139j -0.00335856+0.0270813j -0.0203661+0.0152001j 0.00130835-0.00329061j -0.00193144+0.0353571j -0.00165874+0.0216174j -0.000660769+0.0180992j 0.00531851-0.0308752j 0.00657595+0.00308095j -0.0101662+0.0152632j 0.0210117+0.000933427j -0.00798235+0.0135248j -0.00356039-0.0118298j -0.00273048+0.0042679j -0.00641027-0.0194395j -0.00255303+0.00145963j -0.00191686+0.00494659j 0.00685879+0.00477365j 0.0118903+0.000943571j 0.00119355-0.00431813j -0.00111692-0.00515914j -0.00560808+0.00622389j 0.00347602-0.0169988j 0.000467213-0.00894224j -0.00193127-0.00453936j 0.000961736+0.00708473j 0.0100708-0.0021842j 0.00207778+0.00790883j -0.00251933-0.00635837j -0.00179755-0.00182209j -0.001977+0.0117218j 0.00163804+0.0010617j 0.00621225+0.00281498j 0.00856992-0.00726981j -0.00489905+0.00342125j 0.00237024+0.0035817j -0.0149702+0.0113904j -0.0056783+0.000991078j -0.000725313-0.012116j -0.00157414-0.00311001j -0.00754149-0.0114127j -0.00160965-0.00144669j 0.0059649-0.00295609j 0.00554676+0.0145078j 0.00125441-0.0051636j 0.0014953-0.00115609j -0.00354054-0.00698559j -0.00334465-0.0021744j -0.00372495+0.00791005j 0.00214363+0.0036667j 0.00178509+0.0021151j 0.0042438-0.00111953j -0.00336255+0.00443086j 0.00264765-0.0111598j 0.00258327+0.000627372j 0.00274255-0.0039215j 0.00133692-0.00280589j 0.0033659+0.000844009j -0.00413777+0.000153536j -0.00233929-0.000457387j -0.00450105-0.00487285j -0.00508907+0.008322j -0.00566769-9.92751e-05j -0.000906738-0.00385178j 0.00101638-0.000748659j -0.000482324-0.00731393j 0.00102214-0.000136924j 0.00178059-0.00511847j -0.00543726+0.00141505j 0.00772033+0.00481292j -0.00325094-7.47539e-05j -0.00129554-0.000174841j -0.00392992+0.000217584j 
0.089686-0.152708j -0.0973538+0.251232j 0.0467968-0.0915188j 0.0360941-0.101041j -0.013448-0.00710107j 0.0235975-0.0328257j -0.041764+0.0781861j 0.0254632-0.0663133j -0.0358299+0.02607j 0.00558072+0.013624j -0.0361049+0.0432545j 0.00587543+0.0224062j 0.00849282+0.0166142j -0.00690947+0.0186662j -0.0143373+0.0638402j 0.00357092+0.00339351j -0.00321717+0.0266882j 0.0183511-0.0174397j 0.00523976+0.0133229j -0.0126773+0.0180747j 0.00628243-0.0319804j 0.0161796-0.0652896j -0.00170184-0.019379j -0.00683808-0.0319041j 0.00579229-0.0232028j 0.000294728+0.025674j 0.00550796-0.0082448j 0.0090894+0.0388175j 0.008777-0.0375956j -0.00437633-0.00520444j -0.00340401+0.0366633j -0.00740111-0.00769849j -0.015143+0.0113169j 0.0116861+0.00978723j -0.00443011-0.00513266j -0.000948954-0.0031091j -0.0025427-0.00502738j -0.00348256+0.00106834j -0.00250137+0.00372472j 0.000580044+0.0122493j -0.00314696-0.0114014j -0.00976254-0.0110343j 0.00318962+0.00440736j -0.0111131+0.0133354j -0.0044376+0.00235368j -8.59334e-05+0.0148039j 0.000282649+0.0164244j 0.00684562+0.0075674j -0.00615349-0.000236179j 0.00589597+0.0035343j -0.0116183+0.0079502j 0.00533219-0.011111j -0.000313663-0.0107472j -0.0106379-0.00710479j -0.00590219-0.00706517j 0.0084796+0.00378316j -0.00207993+0.00794031j 0.00290334-0.000101541j 0.00571525+0.0179227j 0.00747523-0.00273816j 0.000933531+0.00970466j -0.000778173+0.000625734j 0.00474802-9.5207e-06j 0.000237455-0.00402449j -0.00159196-0.00279564j 0.0020219+0.00554541j 0.00148871+0.00589884j -0.00621574-0.000336139j -0.00025005+0.00730668j 0.000837282-0.00564124j 0.0051925+0.00290497j -0.00650128+0.00208913j 0.00275252-0.00368605j 0.00493979-0.00756451j 0.00366736-0.00493452j -0.00285864-0.00541985j -0.00115789-0.00243007j -0.0047466+0.00289356j -0.00491766+0.00293114j -0.00116398+0.000459783j -0.0056278-0.00231794j 0.00751241+0.00947667j 0.00139491-0.000807929j -0.00338514+0.00117286j 0.00278244-0.0010731j -0.000688951+0.00290555j 0.00123809-0.00290213j 0.00386696+0.000655153j 0.00329229-0.00117796j 0.00169555-0.00372866j 0.00249597-0.00616814j -0.000467437-0.00476131j 0.00632926+0.000966933j 0.000164317+0.000432577j 0.000624914+0.00212577j 
0.00264058+0.0304001j -0.0117477-0.00174059j -0.019633+0.00127207j -0.00326686+0.0122625j 0.0140133-0.0178747j -0.00350019+0.0186392j 0.0288879+0.00920138j -0.00923749-0.00579089j -0.0645257-0.0336085j -0.0752139+0.00505482j 0.00630639+0.00265401j 0.00692085+0.0399887j 0.0315757+0.00468266j 0.0161914+0.0201869j 0.00909693-0.0020806j -0.00150935-0.00659282j -0.029273-0.0318064j 0.0128129-0.0118296j 0.0641552+0.0374401j -0.0147092-0.0296668j -0.020481+0.00153589j 0.0169416+0.0125152j -0.0424496-0.0309346j 0.0207078+0.040079j -0.0477101-0.0395756j 0.0151705-0.0027495j -0.112691-0.108391j -0.0717692-0.0745257j 0.0105374-0.0162673j 0.0290025-0.0207186j -0.0118787+0.00292697j -0.0099674+0.00471599j -0.00117351+0.00536315j 0.000989949+0.00475302j 0.00666895+0.00867465j -0.00502911+0.00331314j -0.00796544+0.00043319j -0.0177972+0.0286367j -0.00694745+0.00133523j 0.00253387-0.0144707j 0.00286044+7.05804e-06j -0.00368756-0.0226336j 0.00482017-0.00510799j -0.00802657-0.0188089j -0.00306008+0.0562307j -0.0122562-0.0352235j -0.00566981+0.0185529j -0.0217545-0.0177906j 0.0261798-0.0012165j 0.00731606-0.0138267j -0.00615947-0.00194445j 0.00218174-0.0115429j 0.00366018-0.0108686j -0.00040265-0.00202474j 0.00493912-0.00148602j -0.00112575+0.00597486j 0.00520555-0.0041903j 0.000351956+0.00536644j -0.000315871-0.00405287j 0.00361968-0.00624523j -0.00295723+0.0141913j -0.000281875-0.00531568j -0.00449235+0.00131825j 0.00321529+0.00186674j 0.00678007-0.0019752j 0.000685288-0.000581484j 0.00915679-0.00296885j 0.000725276-0.0124179j -0.000627126+0.00294815j 0.000511567+0.00791825j -0.0053984-0.00676259j 0.00388102-0.0129156j -0.00682286-0.0200031j -0.00657095-0.0069196j -0.00635988+0.0113327j -0.00254645+0.0233002j 0.00377883-0.00171475j 0.00321626+0.0221761j -0.0101823+0.00765699j 0.000944434-0.0153076j -0.000368905-0.00125692j 0.000801408-0.00668784j -0.0026413-0.00190518j -0.00342719+0.00885332j -0.00306982-7.17381e-05j -0.00258099-0.00575044j -0.00112928-0.00376811j -0.000382901+0.0103127j 0.00361276-0.0293905j 0.0119556+0.000173471j 0.00784344-0.00126081j 0.0132715-0.0114671j 0.00522477-0.0210115j -0.00268689+0.0070366j -0.0112185+0.000518801j 
-0.0196545-0.0355691j -0.00533667-0.00364432j -0.0139751+0.0171594j -0.0180753-0.00886822j 0.025887+0.0398301j -0.00593433-0.0153981j 0.0151286-0.017574j -0.0180659-0.00873459j -0.0474282+0.0210584j -0.0581937-0.000832975j -0.00570042-0.00509831j -0.0232321-0.0332124j -0.0245186-0.039729j -0.0131808-0.0229714j 0.000749162-0.000931666j -0.0387577-0.0116383j 0.0362836+0.043584j -0.00596768+0.00397913j -0.019689-0.0578649j 0.016814+0.00794528j -0.010453+0.0033453j -0.0206603-0.0270763j 0.0156603+0.0411851j -0.0608783-0.0442958j 0.0242064+0.0408513j -0.0153052-0.0188869j 0.0850322+0.0945616j 0.0503961+0.0751379j 0.104026+0.0433429j 0.0246803+0.011971j -0.00257987-0.00399278j -0.0185804+0.00206966j -0.0139598+0.00797633j 0.00337114+0.00524983j 0.0114172-0.018282j 0.00875193-0.00321661j 0.00663598-0.0119671j 0.0250216-0.0202094j 0.00752058-0.0120642j -0.0161931-0.00223353j 0.000436898-0.00199876j 0.00926627-0.0146075j -0.0132168+0.00578886j 0.00455578+0.00297525j 0.0253339-0.0613398j 0.0108309+0.0211243j -0.00659837-0.0152027j 0.0168469+0.0535368j -0.00416768+0.0160869j 0.00148321+0.0168812j 0.00875017+0.00878936j -0.00705022+0.0228174j -0.00649921+0.0179366j 0.00545478+0.0109173j -0.00246378+0.00422825j -0.00101573+0.00414962j -0.00228682+0.000233235j -0.000382192+0.0038125j -0.00234854+0.00163008j -0.0030341+0.00902185j -0.00176737-0.013418j 0.00394135+0.00462633j -0.000505342+0.00795274j -0.00691444-0.012358j 0.000343168-0.00897099j 0.00244452-0.00162854j -0.00221741-0.0063792j -0.000624226-0.00495214j -0.00462522+0.0113208j 0.00238892+0.00461459j 0.00719445-0.0039073j -0.00783348-0.0279018j 0.00145122-0.0201201j 0.00992212-0.00877245j 0.00439381+0.0277241j 0.00405453+0.0063851j 0.0182431-0.00122787j -0.0321089-0.00889676j 0.00458513-0.0057508j -0.00103095+0.00227752j 0.00407516+0.00599785j -0.000555448+0.000497055j -0.00261432-0.00241649j -0.00185829-0.00423219j -0.0066155-0.000253391j 0.00317809+0.00655623j 0.000113391+0.0123831j -0.00795032-0.0158234j -0.000885667+0.00224368j -0.00875079+0.0174893j -0.0206483+0.0171026j 0.00839023+0.00483476j -0.00422111+0.019556j -0.00382777-0.00641587j 0.00671971-0.00164035j 
-0.00273354+0.0197456j 0.0252332+0.0219261j 0.00192798-0.00589374j -0.0247016+0.00433371j -0.00887804-0.00867679j 0.0358223+0.0427033j -0.0195109-0.00448144j -0.0611723+0.00151774j -0.0838505-0.0101973j 0.0368103+0.0402675j 0.00276748-0.00524875j 0.0353913+0.0101939j -0.0403129-0.00257401j -0.00414224+0.0096847j -0.0129083-0.0456201j 0.0239192+0.0567282j -0.0384008-0.0689162j 0.00944409+0.0394266j -0.0106007+0.012821j -0.0289207-0.0347148j -0.0207519-0.039884j 0.0348023+0.0190891j -0.020875-0.0107481j 0.00290567+0.00622737j -0.00321628+0.019173j -0.0147442-0.00873136j -0.0679235-0.0824853j -0.0447869-0.0649621j -0.00226396-0.0313276j -0.0272219-0.000789105j 0.00817557-0.0143776j -0.0016506-0.00365569j 0.00877516+0.00555142j -0.00803624-0.00827708j 0.00736964-0.0181747j 0.0125494-0.00121621j 0.00674829-0.00458216j 0.0312303-0.0318683j 0.00989319-0.00662785j -0.00918952-0.00891756j -0.00516905-0.00530663j 0.00110185-0.00226548j 0.000189476+0.0118458j 0.00388747+0.00330085j 0.00921774+0.00121986j 0.0163987-0.0192464j 0.0145789+0.00195883j 0.0205016-0.0443419j -0.0216213+0.00931878j -0.00716251+0.00304648j -0.00402743-0.00775885j -0.0151663+0.0028474j -0.0134201+0.00723017j 0.00309343+0.00702869j -0.00652576+0.00639409j 0.000935487-0.0102286j -0.00348778+0.00295919j -0.00282667+0.0113237j 0.000951534+0.000730316j -0.00274546-0.0019294j 0.00749295-0.00497763j -0.00355848+0.0118247j 2.69214e-05-0.00690049j -0.00704831-0.00716132j -0.0116398+0.0242286j 0.00223263+0.0053289j -0.00123304+0.0102924j 0.00618103-0.00378316j 0.00520407+0.00248013j -0.00118292+0.00508698j 0.00584747-0.00984653j -0.00510892+0.0068108j 0.00995894-0.00628007j 0.00659312-0.0158783j 0.00680904-0.00108093j 0.00206837+0.0201646j -0.00356318+0.00371936j -0.00354187+0.0164356j 0.0103729+0.00677604j 0.000833587+0.012401j 0.00341227+0.00134128j -0.00411947+0.00501997j -0.000484113-0.000625473j -0.00206675-0.012372j 0.00436632+0.00555783j -0.00969349+0.00137628j 0.00110642+0.0144204j -0.00696721+0.00750305j -0.00473891-0.00413708j -0.00817327+0.00339892j 0.0137469-0.0267752j -0.0219659+0.0217246j 0.0188394-0.00517843j -0.00160961+0.00162723j 0.0203538-0.00799422j 
-0.00813948+0.00261153j 0.00720079+0.0483935j -0.0429724-0.0055052j -0.0303083-0.00634512j 0.0200974-0.00825374j 0.00500559+0.0418069j 0.0333061-0.0252676j 0.0683288-0.0202881j 0.0362952+0.00806288j -0.0910145+0.0739979j -0.0479578-0.00544437j 0.00279329+0.0107264j -0.0538495-0.0220493j -0.0163966-0.00292799j -0.0477998+0.00501598j 0.0167108+0.0579511j -0.00729262-0.022942j 0.00222781+0.0175367j -0.0404857-0.000799125j -0.0149912-0.0371128j 0.00534627-0.00492133j -0.0244782-0.00538782j 0.0449318+0.00109319j -0.0445675-0.00526428j 0.0194142-0.041682j -0.0331256-0.00605374j 0.0129313-0.0612635j -0.0570248-0.0555446j 0.00954191-0.00966942j 0.00871177+0.00511223j 0.0335951-0.017703j -0.00697015+0.0106721j 0.0202975+0.000627998j -0.00645918-0.000898725j 0.00440725+0.00619232j 0.0103932-0.00945786j 0.00722154-0.00912498j 0.0151347-0.0079518j 0.00961348-0.0107301j -0.00212598+0.0353024j -0.00375379+0.0133961j 0.00735187+0.000298849j -0.00709181-0.00115215j 0.00628015-0.000304739j 0.0139608+0.00112303j 0.00946396+0.00402384j -0.0036264-0.00608321j 0.00428699-0.031413j 0.00510109+0.0292111j -0.00471847+0.00253068j -0.00436934-0.00441416j -0.0173792+0.0145797j -0.017599+7.56719e-05j 0.00698608+0.00949869j -0.00414514+0.00428278j 6.64938e-05+0.0112753j -0.00334487+0.00251768j -0.00888341-0.00360044j -0.000676102+0.00273755j -0.000733862+0.00773463j -0.00235614-0.00705127j -0.000209453+0.00349541j 0.00242641+0.0112522j -0.00139519+0.0316959j -0.00246567+0.0119441j 0.00366334-0.0299452j -0.00713468-0.0141368j 0.00571931-0.0046642j 0.0192287-0.00520731j -0.0032577+0.00342222j -0.010609-0.00866573j -0.00646203-0.0103038j 0.0107306-0.011714j -0.00272177+0.0175021j 0.00706272-0.00769719j 0.0160857+0.0194164j 0.01401-0.000694035j -0.00925962+0.016182j 0.0099463+0.00176778j -0.00673033-0.00149857j 0.00181795+0.0107496j -0.000531529+0.00454383j -1.43366e-05+0.00145515j 0.00387989-0.00770048j 0.000465732+0.00186156j -0.00451817+0.00386434j 0.00306232-0.00274719j -0.00276877+0.0162217j -0.00422189+0.00245101j -0.00766112+0.0178965j 0.00474849-0.000692551j -0.00534412+0.00128678j -0.00333538+0.00286411j 5.72798e-05+0.000661814j 0.0117923-0.00460311j 
0.0218164-0.00917172j 0.0421545-0.0170636j 0.0250291-0.0269079j 0.0043679-0.0098302j -0.0225293+0.0175918j 0.0463358-0.0332627j -0.0590446+0.0408134j 0.0359247-0.010804j 0.127561-0.0773949j 0.165788-0.125463j 0.015773-0.00832062j 0.00567942+0.00467431j 0.0239341-0.00982709j 0.0260188-0.00184218j -0.00733401-0.00240409j 0.0196869+0.0358497j -0.0128748-0.000878084j 0.00387645+0.0278693j 0.0303473-0.0358336j -0.0384262-0.00930062j -0.0214383-0.0103537j -0.0175874-0.00226742j -0.01924-0.0051953j -0.025058-0.0220947j -0.0307082+0.0288314j 0.0103182+0.00198442j -0.0997067-0.0149142j -0.0709349+0.00885253j -0.00562869-0.00437584j 0.00752904+0.00701534j -0.0173483+0.00809324j -0.00549435+0.0054982j -0.00256925-0.0124184j 6.10311e-05-0.00098487j 0.0124937+0.00508609j 0.000161746-0.00448785j 0.0120441-0.0117261j 0.0244656-0.0138041j -0.00827617-0.0101398j -0.00988346+0.0111976j 0.00379253+0.00906924j 0.00112969+0.000860938j 0.00275688-0.00651214j 0.0074405-0.00188118j 0.00173399-0.0103597j 0.0162563+0.00933393j 0.0321202-0.00162649j -0.0222504-0.00861905j 0.00674089+0.00438577j -0.00689549+0.0007856j -0.000718991-0.000781477j -0.0172608+0.000154769j -0.0131407+0.000413201j -0.000891931+0.00203052j -0.00252605+0.000753328j -0.00411875+0.00202872j 0.00513978+0.00219149j 0.000351791-0.000636144j -0.00895197-0.00103036j -0.00852724+0.0010464j 0.000172521-0.00806208j 0.00374877+0.00665568j -0.0115794+0.000937191j -0.00355497+0.011807j 0.0128696+0.00448148j 0.00423527-0.0115336j 0.00216734-0.00322374j -0.00282631+0.00278874j -0.0378094-0.00411431j -0.00880156-0.00296649j 0.0109116+0.00640864j 0.0176833+0.00113713j -0.0221382-0.00211445j 0.0116982+0.00659872j 0.00829836+0.00699385j -0.00205561-0.0191358j 0.00250325+0.000934703j 0.00377551-0.00182165j 0.0073672-0.000102944j -0.000345175+0.00281833j -0.0053985+0.00352994j 0.00256995+0.00330466j 0.00127602-0.00311307j 0.00383904-0.00181764j 0.00347447-0.00116312j -0.00744878+0.00579649j -0.0116176+0.00190165j -0.0117376+0.00232781j -0.000721398+0.00576669j 0.000300957-0.00330407j 0.00344324-0.00635293j -0.0103924+0.00889745j -0.000862455+0.00442911j 0.0018494-0.00192833j 0.00581147-0.00166091j 
-0.036779-0.0252195j 0.031247+0.0098349j 0.0148156-0.011045j -0.0143628-0.0253773j 0.0107474+0.0141384j 0.0350575+0.0113982j -0.00264287-0.00313472j 0.0018015-0.0124004j 0.0469756-0.013165j 0.0653785-0.0171713j -0.0297791-0.0250105j -0.0152077+0.000693604j -0.0915749-0.0468847j -0.082405-0.0498757j 0.0219895+0.0353123j -0.0574915-0.0410783j -0.0381405-0.0264842j -0.0283628-0.0386249j 0.0184708+0.0506452j 0.0595608+0.0293695j 0.0852164+0.0554524j 0.0690566+0.0573513j 0.0444014+0.0194468j 0.109032+0.122636j -0.0994397-0.108495j -0.0951648-0.038056j 0.124448+0.0275829j -0.0234851-0.0424168j 0.0407559-0.0181719j 0.0227221-0.0075913j 0.0548288-0.0167188j 0.016859+0.00249377j -0.00564047+0.032653j -0.00368043+0.0176955j -0.00652258-0.0107291j -0.0117054+0.00309555j -0.0235993+0.0192667j -0.0592048+0.0166786j -0.0243933+0.0126464j 0.0234581-0.011348j 0.0089934-0.0121043j -0.0161548-0.00433705j 0.00973324+0.00522766j -0.0277481-0.0115193j -0.0472134+0.00079102j -0.0295165-0.0422729j -0.0141325+0.00948385j -0.00214465-0.0123072j 0.00918025-0.00804923j 0.0239684+0.0240701j 0.000248314+0.00604337j 0.00237971+0.0184266j -0.0111864+0.00402465j 0.00480089-0.00207179j 0.00578988+0.000481113j 0.000521687+0.000267746j 0.00637085-0.00308084j -0.00121318+0.00436506j 0.00146859+0.000448641j 0.0182988-0.00216433j -0.0177727-0.00964956j -0.00269511+0.00618531j 0.000402671+0.00402849j -0.0103752+0.00749617j -0.0127932+0.0167361j 0.0034183-0.0129733j -0.00154952+0.00978588j -0.00042085-0.0030399j -0.0156767-0.00477668j -0.00141846-0.00768611j 0.00699184-0.00298553j 0.00789038+0.0233377j -0.00364912+0.0122933j 0.0167605+0.0146579j 0.00888292-0.0156401j 0.000422642+0.0138419j -0.00696206+0.00373371j -0.000131809-0.00628318j -0.000678943-0.00504682j 0.00249458+0.00465273j -0.00474266+0.000366146j 0.000904242+0.00501324j -0.000642143-0.000570145j -0.000353284+0.00179566j -0.00611789-0.0031527j 0.0126909+0.00699168j 0.00334699-0.0179023j 0.0243092-0.0173175j 0.00651464+0.000827617j -0.0121369+0.020791j -0.0152754+0.0177996j 0.00629517+0.000551683j -0.00529786+0.00280268j 0.000128932-0.00329607j 0.000717929-0.00103799j 
