0.0408963+0.0118986j -0.0511033-0.0764835j 0.0920636-0.124647j -0.150109-0.0113344j -0.0220058-0.0807088j 0.206458-0.240894j 0.117688-0.0319382j -0.237937-0.0730432j 0.221299-0.15615j -0.130404-0.00256733j 0.256903+0.0938148j 0.0294043-0.440345j 0.0597549+0.233437j 0.145689+0.0833119j -0.110183+0.0749302j -0.475837+0.302288j -0.0458257-0.255444j -0.481883+0.385193j -0.376653-0.495281j -0.031904+0.260971j 0.574672+0.0263129j 0.0754915-0.475318j -0.715563+0.315015j 0.0740925-0.0109434j -0.676419-0.214845j -0.0725114+0.626239j -0.0132336-0.544914j -0.466785-0.185426j 0.0586763+0.149074j 0.121108+0.551745j 0.151911+0.123445j -0.218238-0.0260362j 0.0971384+0.0787656j -0.353318-0.136857j 0.257906+0.00268743j -0.35368-0.0943317j 0.0146724+0.0381274j -0.0962115+0.363499j 0.406013+0.326078j 0.0272965-0.0167792j 0.50031-0.639419j -0.588451+0.104708j -0.702775-0.149305j -0.0751243+0.0671533j 0.569184+0.793701j -0.36913-0.366681j -0.129004-0.335731j -0.53059-0.502909j -0.0195744+0.0776587j -1.1296+0.413172j 0.353095+0.066204j -0.336728-1.03788j 0.426879-0.0189386j -0.0575423+1.02244j 0.737825+0.180694j 0.646825+0.520048j -0.770284+0.105809j 0.0677529-0.247484j -1.05053-0.151726j 0.349058+0.216288j -0.0681065+1.22462j 0.566423+0.476988j 0.988248-0.539256j 0.0630706-0.246941j 0.076868+0.193033j -0.396112-0.317668j 0.334503+0.280335j 0.379037-0.471017j -0.912162-0.133407j 
-0.634078+0.302697j -0.341582-0.188073j -0.224957+0.220705j -1.19474+0.288314j -0.16699+0.457402j 0.00971963-0.0904472j 0.303032+0.631058j -0.346492+0.468228j 0.588486+0.535792j 0.602335+0.757279j -1.37353+0.460855j -1.38731+0.661246j 0.96397+0.951392j -0.918556+0.731784j -0.329995-1.18642j 0.197361+0.143524j 1.26596+0.381547j -0.411995+0.0705793j 0.919111-0.180634j 0.594488-0.86698j 0.0719535-0.143127j -0.153167+0.172129j 0.508049-0.288073j -0.00386747-0.26696j -0.227699-0.0907455j -0.0423687-0.0282846j -0.560725-0.206773j 0.508767-0.121381j 0.364658+0.188146j -0.201294+0.294206j 0.0676036-0.101365j 0.232385-0.0449918j 0.100383+0.129227j 0.385946-0.104532j 0.628549-0.449981j -0.392884-0.0589907j -0.10544-0.231215j 0.466125-0.0843415j 0.0138453+0.200035j 0.404015+0.158418j -0.410096+0.301094j 0.425522+0.529112j 0.439419-0.0750803j 0.473105-0.089407j -0.240863+0.746768j -0.232015+0.580483j 0.583452+0.195062j -0.441501+0.127361j 0.0262084-0.164256j -0.215342-0.512876j 0.0766844+0.00885022j 0.27625-0.144727j -0.143137+0.0590633j 0.123245+0.201922j 0.276339+0.306176j 0.0238958-0.0252422j 0.445762-0.462905j -0.107823-0.273425j -0.316324+0.217964j 0.154131+0.140658j 0.0983968-0.0186809j 0.0635433-0.0747597j 0.0061173+0.258947j -0.137102+0.0125871j 0.00634729+0.130244j 0.0685528-0.00970056j 0.108395-0.261005j 0.0535957+0.292006j -0.148401-0.0116803j 
-0.470804+0.0159342j 0.150913-0.246168j 0.21115-0.0396022j -0.126793+0.326229j -0.969313-0.0165403j 0.0311104+0.255978j 0.520401+0.0878593j 0.408181-0.696161j 0.475279+1.61932j -0.100602-0.0324636j -0.720145+0.0294386j -1.12013-0.36986j 1.05197+0.0314509j 0.239097-0.0160506j -0.676639+0.587997j 0.494821-0.244598j 0.0416106+0.246159j 0.170708-0.391568j 0.298033+0.0477526j -0.462493-0.241596j 0.247112-0.849776j -0.58876-0.289609j 0.0257947+0.119145j 0.298193+0.251375j -0.197812+0.176991j 0.0737596+0.368216j 0.0867959+0.12163j 0.279338+0.0958027j -0.161247+0.220033j -0.391087+0.0697786j 0.190113+0.519741j -0.0623627-0.096024j 0.0159405-0.292984j 0.284323+0.71629j -0.0697517-0.112028j 0.249947-0.600973j 0.139401+0.0651391j -0.239858-0.0273186j -1.17293+0.638415j -0.182374-0.391396j 0.659704-0.57449j 0.544501-0.289047j 0.359154+1.39604j -0.571541+0.070217j 0.111814-0.00988263j 1.03628+0.665678j -0.447449+0.0138576j -0.610112+0.919872j -0.305813-0.397812j -0.0374311+0.0409099j 0.196409-0.408665j 0.325706-0.423594j -0.790231-0.228391j -0.707208-0.0858597j 0.3967-0.231671j 0.101164+0.0102925j 0.0435701-0.103571j 0.0666873+0.12563j -0.00797698-0.953973j 0.531877-0.351429j 0.0704779+0.269094j -0.178274-0.150647j -0.37537-0.2742j 0.632147+0.222215j 0.0959772+0.310887j -0.219035-0.0200297j -0.0147387+0.0106974j -0.181944+0.103j 0.111277-0.19507j 
-0.281098+0.0975685j -0.129663-0.337156j -0.00947659+0.678887j -1.05738-0.265626j 0.432735-0.0917799j -1.00861+0.406521j -0.171742-0.337689j 0.190211-0.441415j 0.4009+0.0160041j 0.070619+0.0324127j 0.0334879+0.0903529j 0.0188291-0.494596j -0.947741-0.45812j -0.430608+0.0472351j -0.189823+0.431142j -0.432706+0.194557j 0.320892-0.453869j -0.485601-0.0865497j -0.00150762-0.246728j -0.239449+0.0236938j 0.162729+0.138143j 0.162968-0.36358j 0.134826-0.107778j -0.0889821+0.0606063j 0.305925+0.0782793j -0.175757-0.169092j -0.164822-0.331452j 0.0952119-0.0961686j 0.484961+0.345959j -0.0554922+0.100301j -0.421801-0.558534j 0.219256-1.16756j 1.39902+0.0766955j 0.951698+0.115283j 0.602613-0.229963j 1.00268+0.108296j 1.42838+0.112668j -1.0917+1.1901j 0.899099-0.272222j -0.776832+0.373447j -0.430774-0.633272j 0.0142114-0.126051j 0.342302-0.00645045j -0.463984-0.222593j -0.565538-0.754699j -0.0542327-0.767027j -0.175661-0.486165j 0.522017+0.600422j 0.181816-0.533125j 0.757387-0.276513j -0.285438-0.765309j -0.0115041+0.111792j 0.48853-0.100581j -0.479647-0.474691j -0.263232+0.216774j 0.0810799-0.0849737j -0.642166-0.675932j -0.0553633-0.434488j 0.418899+0.16533j 0.21706-0.244365j 0.508565-0.00962057j 0.0660174+0.0068594j -0.000516447-0.132459j -0.116587+0.204986j -0.00130421+0.181755j 0.308326-0.479128j 0.290455-0.209992j -0.0127367+0.0538129j -0.0481227-0.0103581j 
-0.188041+0.0952288j -0.47058+0.620528j 0.437968-0.268821j -0.467873-0.609375j -0.738537-0.318471j 0.400045-0.342996j 0.544254-0.77406j 0.247512-0.0532013j 0.499001-0.233755j 0.462714-0.358472j -0.806926-0.885933j -0.385886-0.464527j 0.625117+0.0131463j 0.0133338-0.412696j -0.103969-0.39886j 0.548764-0.0707846j 0.0326495+0.22714j -0.333656+0.310666j 0.403214+0.558493j -0.177318+0.100438j -0.263504+0.911908j -0.673466+0.00884911j 0.124151-0.443239j -0.134408+0.0501625j 0.287294-0.189407j -0.11674-0.360765j -0.356289+0.158573j 0.328431+0.0613807j -0.15367+0.436687j 0.143683-0.304158j -0.915841-0.254261j -0.124223-0.181991j -0.0487328+0.0491152j -0.440239-0.0435703j -0.180044+0.203132j -0.875963-0.895596j -0.0850454+0.475163j -0.427778-0.0171212j 0.119666-0.153229j 0.000160131-0.644884j -0.134968-0.587198j 0.326495-0.0250453j -0.578811+1.11707j -0.484193+0.167369j -0.234498+0.405377j 0.0773577-0.0948891j 0.0478607-0.275746j -0.448592-1.23519j -0.220267+0.0359666j -0.340656+0.517523j -0.0181753+0.0403701j -0.432298+0.351j -0.325559-0.0734888j 0.0364319-0.305315j -0.261173-0.477019j 0.486744-0.335149j -0.493177+0.339455j 0.483328-0.116711j -0.375666+0.385592j 0.229736+0.119169j 0.230547-0.206631j -0.0882512+0.442147j -0.125514+0.15478j -0.390302+0.0363234j 0.502947+0.240767j 0.192714-0.14436j 0.309756-0.292626j -0.441493-0.200945j 0.0557441+0.308196j 
0.134098+0.0541111j 0.0444583+0.398714j 0.298667-0.263789j 0.662257-0.206885j -0.425104-0.273497j -0.04641-0.708467j -0.459353+1.73061j -0.353821+0.984782j -0.0114626+1.68302j -0.201457+2.59407j -0.207995-0.164186j 0.912073-0.191654j -0.0627623+0.823581j 0.43453-0.160001j 0.125112+0.136344j 0.0263448+0.430445j -0.421331+0.0448969j -0.842156+0.430727j 0.276163+0.2034j -0.0207024+0.00215959j 0.051132+0.14923j -0.170078+0.290234j -0.604057-0.0218331j 0.274028+0.0474463j 0.276457+0.114463j 0.0891581+0.00800798j 0.200894+0.21656j -0.0926193-0.117738j 0.032578-0.0386751j 0.0379182-0.10395j -0.125865+0.0877605j -0.0987693-0.0228488j -0.215367+0.00388837j -0.0824105+0.141517j -0.0351087-0.295109j 0.144586-0.290086j 0.549983+1.68952j 0.0921382-0.334699j 0.0955108+0.513771j -0.0826945+0.777088j 0.250095+0.00771971j 0.0186836+0.678968j 0.0918409+0.341322j -0.124304-0.91248j 0.313955-0.17119j -0.0979302+0.197322j 0.771136+0.275619j 0.302803-0.000429155j -0.199977-0.496402j -0.336037+0.130907j 0.020357+0.122443j 0.0533731-0.0203477j -0.0364671+0.0660651j -0.22078-0.468583j 0.053088+0.0133833j 0.156062-0.0198596j -0.101456+0.314373j 0.0481176-0.406883j 0.0184794+0.00594872j -0.0135025-0.00949372j -0.0829527-0.197494j 0.011028+0.0338419j 0.0200745-0.100673j -0.0119267-0.0947047j 0.1143-0.191907j 0.0173643-0.049177j -0.0459844+0.0200255j 0.0238124-0.061277j 0.0242696+0.0167281j 
0.51947+0.353658j -0.11932+0.485752j 0.137511+0.0690417j 0.503567+0.749983j 0.28959-0.0180706j -0.0295678-0.132298j 0.809742-0.651654j 0.6677+0.176806j 0.720243-0.673588j 0.723165-0.670771j 0.295962+0.806863j 0.731456+0.740383j 0.726355-0.681001j 0.675532+0.31526j -0.660602+0.209403j 0.0460314-0.0994232j 0.257458-0.985699j 0.27187+0.423701j -0.162118-0.593539j -0.693074-0.197732j -0.186021+0.0638139j 0.0202838+0.217702j -0.142695-0.417805j -0.154623+0.0117106j 0.0685987+0.105574j 0.0273246-0.0648791j -0.101305+0.502229j -0.151131-0.404641j 0.465384-0.16321j 0.388075-0.0217428j -0.0417178-0.177905j 0.250048-0.166014j 0.178089+0.00892517j 0.0219648-0.388396j 0.239882-1.24192j -0.782877+0.0140127j -0.338322-0.0140843j 0.285736-0.4788j 0.0893687+0.320553j 0.393646-0.36689j -0.092332+0.680528j 0.854476+0.167129j 0.524854-0.259505j 0.241336-0.544701j 0.386771+1.21962j 0.358225+0.856036j 0.861109-0.0469511j -0.494909+0.405205j -0.244096-0.494246j -0.941414-0.274091j 0.15277-0.139333j 0.362851-0.312307j -0.183227+0.146928j 0.215366+0.293616j 0.621541-0.0131483j -0.0222853-0.229155j 0.194748-0.859707j -0.216411-0.379785j -0.289936+0.487034j 0.302229+0.0428144j 0.227395-0.165811j -0.00326587-0.0880167j 0.197328+0.486433j -0.256757+0.107985j 0.220933+0.256956j -0.0576304-0.101881j -0.0744681-0.461224j 0.248398+0.271906j -0.167257+0.156116j 
-0.64701-0.226398j -0.756914-0.281859j 0.31975+0.636391j 1.16907+1.02274j 0.284524+0.0737401j -0.886033-0.128608j -0.0411699-0.145388j 0.0286252-1.2565j -1.13754-1.06577j 0.592628-0.443216j 0.397153+0.73009j 0.0172368+0.0508632j 0.145616-0.608947j 0.958726+0.100847j 0.343884-0.213269j 0.012135+0.478562j 0.0145547-0.557035j -0.0132849-0.316608j 0.54487-0.231306j -0.254902+0.120689j -0.139135-0.186514j 0.116708+0.46723j -0.12716+0.206892j 0.250329+0.591457j 0.501603+0.113446j 0.0364486+0.106308j -0.11409+0.0377601j 0.635742+0.0371002j 0.236474+0.619111j -0.406416-0.187255j -0.103741-0.11788j -0.522716-0.0324849j -0.533709-0.462858j 0.557814-0.0885653j -1.32587-0.357055j 0.622891+0.165442j 0.23747+0.46401j 0.171261+0.845234j -0.212061-0.550377j -0.198672+0.710436j 0.253205-0.380035j 0.90376-0.0582901j -0.648237+0.368408j 0.304288+0.0729476j 0.101528-0.0915363j -0.525933+0.475989j -0.180854-0.0470462j -0.121066-0.241798j -0.148207+0.225817j 0.275499-0.175893j -0.27526+0.484847j -0.341835-0.323828j 0.223757+0.226706j 0.348185-0.309519j 0.150503+0.152272j 0.0666672+0.11352j -0.140836-0.288129j -0.132885-0.143627j -0.508232+0.232678j -0.282953-0.0735571j 0.0518515+0.14556j -0.253562+0.118382j -0.176528+0.0435371j 0.245604+0.0164281j 0.150366-0.42358j 0.0472536-0.0658485j -0.0370729-0.217479j -0.0676355+0.407937j 0.00315813-0.133906j 
-0.459113-0.0489729j 0.695703-0.052602j -0.543462+0.687022j 0.420238+0.245551j -0.742829-0.719469j -0.159679+0.608448j 0.305271-0.214151j -0.0392551-1.22063j 0.0590605-0.633175j -0.107625-0.303446j -0.666192+0.230662j -0.0833379-0.211529j 0.834566+0.0646863j 0.325915+0.11081j -0.071458-0.288842j -0.35259+0.742962j -0.134022-0.526445j -0.180359-0.336922j 0.357663-0.420883j 0.150707+0.0756411j 0.256375+0.209578j 0.306558+0.0949874j 0.160499-0.167525j 0.167287+0.168853j -0.154158+0.182374j -0.0659809+0.0335961j 0.192244-0.115335j 0.0517688-0.120305j -0.00618061-0.162177j -0.20135-0.018706j 0.488132+0.122466j 1.49771-0.613802j 0.171163-1.01024j -0.702851+0.14699j -0.0440997-0.0804309j -0.802614-0.660483j 0.785842-0.0477919j 0.226396+0.0551734j -2.00104-0.0645071j -0.24868+0.568442j -0.0251416-0.00277112j -0.665202-0.0636436j 0.418027-0.201364j 0.30644+0.562877j -0.176935-0.0501864j 0.325959+0.0595979j 0.383638+0.0238944j -0.514959-0.368486j -0.914564-0.0634892j 0.0721545+0.692937j 0.0694345+0.189936j 0.362233-0.387669j -0.0939465-0.0383287j -0.172115-0.0886068j -0.0181234+0.590732j 0.130446+0.509069j -0.230557-0.122075j 0.0602225-0.392045j 0.457193+0.00275139j -0.0732196+0.0309096j 0.345485-0.0109267j 0.116569-0.00896669j 0.32375+0.0169768j 0.0430684-0.0666484j 0.0164811+0.344101j 0.206214+0.199746j 0.116641+0.278692j 0.157324-0.213466j -0.0589575-0.048014j 
-0.0761965-0.15073j 0.225047-0.200153j -0.368046-0.135995j -0.239641-0.596001j -0.0448889+0.295499j -0.495953+0.229525j 1.07742-0.0245616j 0.590214+0.174778j 1.26047-0.156071j 1.75954-0.335073j 0.0470949+0.10188j -0.330071-0.786538j 0.460806-0.0269503j -0.253149-0.284098j 0.138303-0.111914j 0.205356-0.137573j 0.155126+0.348548j 0.372812+0.44337j 0.068607-0.265649j 0.0484545+0.0327465j 0.0928501-0.086885j 0.290551-0.0733419j 0.15666+0.412162j 0.00154151-0.217461j 0.051009-0.15661j 0.091759-0.0761908j 0.111042-0.237696j 0.0156365+0.152157j -0.0416464+0.0652149j -0.108889+0.0348004j 0.0407999+0.0190907j 0.108506+0.222051j -0.194961+0.173115j -0.0217066+0.369562j -0.282708+0.140488j 0.163192-0.118292j 1.91311+1.30577j -0.136798-0.43373j 0.560181+0.461163j 0.513111+0.882234j 0.42452-0.154871j 0.390005+0.838353j 0.28074+0.436472j -0.819017-1.14054j 0.14126-0.578616j 0.0936449+0.166802j 1.09823-0.0301716j 0.632425-0.341273j -0.494363-0.360392j -0.0569356+0.259006j 0.165575+0.178456j -0.0037427-0.0811308j 0.0936472+0.143104j -0.585431-0.52534j 0.0268921+0.036125j 0.128338-0.0389282j 0.235204+0.430028j -0.195609-0.427341j 0.0414759-0.0739016j -0.138754+0.056349j -0.275+0.00456567j 0.00211463-0.00901208j -0.0747104-0.245793j 0.0173198-0.227242j -0.0628822-0.417064j 0.0586711+0.0663017j -0.0497075+0.181859j -0.0170436-0.0666662j 0.0443871-0.0556618j 
-0.141171-0.262454j 0.066965+0.0530334j -0.933833-0.252246j 0.653465-0.678191j 0.288908-0.298656j -0.112882-0.588206j -0.719611-0.303029j -0.641105+0.516761j 0.332179+0.62594j -0.335685+0.00886321j 0.444757-0.0216206j 0.112203-0.500957j -0.265565-0.235414j 0.00311693-0.329055j -0.450401-0.0118746j -0.600944-0.32494j 0.286801+0.206304j -0.0279518-0.254519j -0.00535669-0.328429j 0.154653+0.0514006j -0.0615824-0.0265099j 0.265128-0.231973j 0.0989518-0.185935j -0.0984324-0.0565993j 0.118088+0.393732j 0.46745-0.195855j 0.095154-0.0409216j 0.392213+0.23594j 0.115159+0.859431j -0.0703152-0.045008j -0.346848-0.684665j 1.3844+0.585094j 0.118895+0.0761813j -0.883972+0.808584j -0.345269-0.428851j -0.456923+0.904966j -0.912927-0.970423j 0.00547714-0.0241854j 0.395812-0.11099j -0.395442-0.237611j 0.749087+0.690975j -0.285063-0.131404j 0.287009+0.928048j -0.208331-0.166926j -0.155101+0.57909j 0.591575-0.752132j -0.110629-0.155026j 0.426448-0.289989j -0.0105068-0.0610183j 0.427712-0.66249j 0.456279-0.266515j 0.130315+0.0747731j 0.0940064+0.229887j 0.0685912-0.614567j -0.0268759-0.0783155j -0.219543+0.263926j 0.159289-0.457358j -0.0707456+0.0535492j 0.0937384+0.0532054j -0.237325+0.283568j 0.511294+0.506351j 0.00207057-0.0196581j 0.0672338+0.0885095j -0.24352-0.1572j 0.272-0.181126j 0.278281+0.249534j -0.000493617-0.201889j -0.27824+0.185795j 0.0495018+0.08639j 
-0.373586-0.634864j 0.556172-0.784223j -1.01248+0.769644j -0.440207-1.35352j 0.0604406+0.875759j -1.04316-1.42232j 0.536452-0.42058j 1.32562-0.10341j -0.136589-0.112189j -0.0428032+0.137156j -0.372911+0.305593j 0.582107+0.0515049j 0.588768-1.52507j -0.146962-0.211413j -0.425024-0.106322j -0.447597-0.249384j 0.771742+0.119974j 0.0368727-0.880804j 0.379865+0.191441j -0.180747-0.514572j -0.135294+0.235193j 0.309123+0.288918j 0.0974348+0.174135j -0.201483+0.107532j -0.0482834+0.47033j -0.00146961-0.321651j 0.371156-0.402936j 0.153934+0.121884j -0.390185+0.147975j -0.245895-0.170712j 0.52024-0.175497j 0.57816-0.355593j 0.154217+1.13406j 0.434738+0.664692j 0.681322+0.505918j 0.20297+0.625203j -0.243127+1.23636j -1.1892-0.806664j 0.234517+0.603183j -0.428379-0.716156j 0.232305-0.63216j 0.212847+0.250506j -0.0525533-0.349909j 0.20673-0.139318j 0.576459-0.47439j 0.233215-0.0179423j 0.207784-0.0473738j -0.552995+0.459923j 0.496829+0.119501j 0.0105429+0.686511j 0.225546-0.323805j -0.0285806-0.0125199j -0.0576363+0.190504j 0.328659+0.0192823j -0.146738-0.127709j 0.151653-0.0558258j 0.42811-0.405527j 0.402835-0.00522683j -0.179978+0.187295j 0.405894+0.0403986j -0.115289+0.0793018j -0.0126284+0.00700574j 0.0967429-0.00257913j -0.137759+0.114866j -0.180393+0.180245j 0.257958+0.12241j 0.256445+0.204227j -0.00825513-0.0984217j -0.0493126-0.0402123j 
-0.0760642-0.692497j -0.0776289-0.500361j -0.222311+0.239832j -0.464847+1.63485j 0.218469-0.25992j -0.334977-0.407562j -0.0199202+0.119966j 0.589428-0.582883j 0.351171-0.870336j 0.44713+0.629481j -0.281106+0.336296j -0.102418-0.335968j 0.134192+0.607259j 0.0471663+0.840111j 0.2818+0.353681j -0.353984+0.00804389j 0.283945-0.0253948j 0.267501+0.126382j 0.219026+0.398254j -0.147037-0.0459421j 0.25568-0.130799j -0.320124+0.0623508j -0.188939-0.0224113j -0.391015+0.289834j -0.0838443+0.22924j -0.121618+0.176281j -0.153164-0.0146751j 0.0570016+0.583428j -0.701499-0.31766j 0.00787342-0.401421j -0.389034+0.0858995j -0.290089+0.293484j 0.679589+0.0881124j -0.41382+0.201564j 1.14965-0.823306j -0.158358+0.484356j -0.822654-0.452056j -0.671132-0.27551j 1.45755-0.0896976j -0.229055-0.822699j 0.0414478+0.619403j -0.496066+0.506004j 0.194278-0.420569j -0.629661-0.208303j -0.0708137+0.252043j 0.153595-0.920028j -0.163435+0.0319287j 0.73081+0.158594j 0.423899-0.298173j -0.229619-0.055894j -0.0523414-0.697746j 0.338143+0.466558j -0.248319-0.0438972j -0.143379+0.440494j -0.328926-0.298317j -0.258586-0.396248j 0.336811+0.393885j 0.0859285+0.360137j 0.269785-0.565539j 0.225723-0.104407j -0.347179-0.0836454j 0.152988-0.25149j 0.000527514-0.124773j -0.27029+0.140486j 0.117159+0.200941j -0.22965+0.0548752j 0.0560609-0.0381561j -0.281837-0.334488j 0.0604542+0.161259j 
-0.200069-0.262477j 0.41333+1.41289j -1.1597-0.963198j 0.062506+0.0683583j 0.859062-1.39791j -0.917595+0.618588j 0.407195+0.461473j 0.91746-0.331837j 0.424944+0.763512j -0.0772818-0.357748j -0.156061-1.18172j 0.439747-0.193691j -0.21415+0.960587j -0.149269-0.0144018j 0.163005-0.256584j -0.876201-0.358482j 0.492666-0.123325j 0.172837-0.260453j 0.628289+0.241349j -0.0636032+0.254108j -0.416016+0.477746j 0.208162+0.267925j 0.440131+0.220486j 0.0862973+0.0410732j -0.308977-0.382285j 0.0567601-0.0506174j 0.231351+0.339648j 0.169095-0.243428j 0.146657-0.0450839j -0.107629-0.0260739j -0.0443092+0.372015j 0.788396+1.46925j 0.807712+0.491746j -0.305825-0.720252j 0.382088+0.292892j 0.420363-0.821036j 0.146606+0.383299j 0.0222271-0.173001j -0.0457497-1.15847j -0.174708-0.298306j -0.241327-0.0385834j -0.208353-0.571334j 0.193587+0.369644j -0.342318+0.0727702j -0.0918154-0.1212j 0.229547+0.141102j 0.0276899+0.220412j 0.281539-0.311539j 0.152606-0.627809j -0.49911+0.141836j 0.0271265-0.0557561j 0.237033+0.416252j 0.038492-0.160916j -0.0953979-0.245856j -0.444178-0.16619j -0.309335-0.0129072j 0.0525659-0.0272643j 0.332487+0.0984041j 0.0923641+0.366397j 0.0566446+0.0181564j -0.0340696+0.266248j 0.0693915+0.135611j 0.000441425+0.217741j -0.0645915-0.122048j -0.319807+0.107413j -0.122218+0.180321j -0.173958+0.144244j 0.234237-0.0511819j -0.0618813+0.0113786j 
-0.357888+0.641938j -0.824613-0.087562j 0.914184+1.05818j -1.47852+0.535136j 0.483133-0.158397j -0.866166+0.956776j -0.373828+0.372421j 0.297903-0.564557j 0.222762-0.230917j 0.0375763+0.1639j 0.170139-0.17627j -0.404458-0.030029j -1.04271-0.0791593j -0.367245+0.153395j -0.0548544+0.485161j -0.010628+0.556969j 0.170911-0.644178j -0.602477+0.117708j -0.167999-0.0895013j -0.286241+0.00240373j 0.0114645+0.0748371j -0.0877541-0.394826j 0.0427076-0.131138j 0.0206866+0.0889766j 0.496106-0.194323j -0.437125-0.188681j -0.429138-0.158091j 0.079013-0.42051j 0.373777+0.410636j 0.0665597+0.299749j -0.0439901-0.365916j 0.699867-1.10699j 0.230795+0.623186j 0.868528+0.691378j 0.271156+0.327889j 0.584624+0.730122j -0.292945+1.04952j -0.970574-0.310484j 0.202158+0.573443j -0.501296-0.178775j 0.236523-0.94277j 0.31412+0.0788695j 0.229973+0.0251479j 0.227161-0.112325j 0.482152-0.302659j 0.0930296-0.265395j 0.148516-0.261793j -0.662302+0.328444j 0.296775+0.226497j 0.236118+0.225099j 0.300763-0.439693j -0.152057-0.159083j 0.189035+0.285367j 0.0962622-0.305455j -0.0270296-0.111494j 0.312001+0.110335j 0.0261319-0.746355j 0.253876-0.0837353j -0.180076+0.281889j 0.330088+0.217533j 0.403844+0.095767j -0.0639578+0.0789369j 0.0931781-0.0450457j -0.239486+0.0837651j -0.126715-0.0431863j 0.533346-0.0796456j 0.121928+0.0533764j 0.0349608+0.180203j 0.0140572-0.0402147j 
-0.0489734+0.209472j -0.958853+0.475114j 0.90665-1.66705j -0.124492+0.144023j 1.50586+0.12087j -0.700743-0.172973j -0.218994+0.00923298j -0.42361-0.16389j -0.582896+0.75204j 0.184491-0.350069j 0.819514+0.170329j 0.240147+0.178187j -0.834437-0.500388j 0.23591-0.158088j 0.0792123-0.0766571j 0.173537-0.788804j 0.10283+0.186049j -0.105696+0.276793j 0.293376-0.0482876j -0.363251+0.207738j -0.241865-0.187887j 0.181269+0.391506j 0.0602769+0.209854j 0.111491+0.123584j 0.11814-0.0117637j 0.102436+0.425234j -0.225402+0.0547286j 0.083624+0.287789j -0.235755+0.329999j -0.0989945-0.0591468j 0.35452-0.5854j -1.62842-0.244866j -0.628504+0.18461j 0.500055-0.219741j 0.0320454+0.283645j -0.266929+0.530033j -0.0373912-0.19922j -0.230454+0.402494j 0.523955+0.696853j 0.126887+0.454734j 0.531043+0.404563j 0.209521+0.350827j -0.362504+0.156827j 0.249586-0.162198j -0.152538+0.104225j 0.0793295+0.0479646j -0.0178822-0.30794j 0.14307+0.516181j 0.0095852+0.402957j 0.59414-0.248559j 0.0583642+0.211558j -0.221973-0.227556j 0.0722507+0.340584j 0.44308+0.104053j 0.280131+0.0349827j 0.0401772+0.0310582j 0.20991-0.200443j -0.418115-0.316899j -0.145875-0.057j -0.21661-0.203039j -0.234986-0.0646197j -0.0875893-0.0589623j 0.113209-0.238225j 0.249635+0.010243j 0.426635+0.134498j 0.137037-0.058937j 0.3526-0.0714535j -0.273866-0.124598j 0.0142876-0.0147284j 
-0.20713+0.3968j 0.321877-0.672368j 0.391719+0.422382j -0.337784+0.234903j 0.0620999-0.517398j 0.340735+0.268801j 0.0783601-0.544491j -0.689633-1.10735j 0.212987+0.276455j -0.0870523+0.0258183j -0.407018+0.412621j -0.044412-0.406183j -0.028393-0.0496267j 0.0736115+0.0999211j -0.23514-0.109148j -0.204393+0.2275j -0.090348-0.338758j -0.562498+0.0624809j 0.242938-0.661832j -0.115699+0.178803j 0.367164+0.264631j 0.402165+0.00073222j 0.290272-0.411822j 0.0354254-0.00720307j -0.314946+0.477267j -0.0930054+0.28544j 0.0739549-0.392184j -0.341744+0.145395j 0.20577-0.210447j 0.025554+0.0696057j 0.666407-0.487343j 0.0946251+0.246279j 0.576159+0.310704j -0.210794-1.01616j 0.679674+0.689863j -0.310798-0.646374j 0.32189+0.413001j -0.335619+0.101789j -0.326881-0.614177j -0.147154+0.152456j 0.0986346+0.316889j -0.0692314-0.540638j 0.115968+0.765792j -0.115015+0.0859479j -0.073059-0.227029j 0.535909+0.370455j 0.143223+0.12408j 0.186441+0.140929j 0.0870988-0.343519j -0.000444441+0.0349334j 0.261384+0.195297j 0.21067+0.211119j 0.200245+0.209578j 0.258368-0.237969j -0.346598+0.0194068j -0.391573+0.181396j 0.265029-0.418442j 0.0836089-0.362449j 0.0411586+0.611586j -0.163496-0.133162j 0.0267271+0.225836j 0.0453193+0.183845j 0.242893+0.117783j 0.178532-0.0941291j -0.0665953+0.351945j 0.128045+0.215534j 0.112043+0.170268j 0.105103-0.13608j -0.0391716+0.0101226j 
