0.0408963+0.0118986j -0.0511033-0.0764835j 0.0920636-0.124647j -0.150109-0.0113344j -0.0220058-0.0807088j 0.206458-0.240894j 0.117688-0.0319382j -0.237937-0.0730432j 0.221299-0.15615j -0.130404-0.00256733j 0.256903+0.0938148j 0.0294043-0.440345j 0.0597549+0.233437j 0.145689+0.0833119j -0.110183+0.0749302j -0.475837+0.302288j -0.0458257-0.255444j -0.481883+0.385193j -0.376653-0.495281j -0.031904+0.260971j 0.574672+0.0263129j 0.0754915-0.475318j -0.715563+0.315015j 0.0740925-0.0109434j -0.676419-0.214845j -0.0725114+0.626239j -0.0132336-0.544914j -0.466785-0.185426j 0.0586763+0.149074j 0.121108+0.551745j 0.151911+0.123445j -0.218238-0.0260362j 0.0971384+0.0787656j -0.353318-0.136857j 0.257906+0.00268743j -0.35368-0.0943317j 0.0146724+0.0381274j -0.0962115+0.363499j 0.406013+0.326078j 0.0272965-0.0167792j 0.50031-0.639419j -0.588451+0.104708j -0.702775-0.149305j -0.0751243+0.0671533j 0.569184+0.793701j -0.36913-0.366681j -0.129004-0.335731j -0.53059-0.502909j -0.0195744+0.0776587j -1.1296+0.413172j 0.353095+0.066204j -0.336728-1.03788j 0.426879-0.0189386j -0.0575423+1.02244j 0.737825+0.180694j 0.646825+0.520048j -0.770284+0.105809j 0.0677529-0.247484j -1.05053-0.151726j 0.349058+0.216288j -0.0681065+1.22462j 0.566423+0.476988j 0.988248-0.539256j 0.0630706-0.246941j 0.076868+0.193033j -0.396112-0.317668j 0.334503+0.280335j 0.379037-0.471017j -0.912162-0.133407j 
-0.11021-0.182358j 0.0467061-0.0267599j 0.115756-0.372855j -0.202738+0.330478j -0.0277037-0.159462j -0.271331+0.280018j -0.190837-0.0311123j 0.539653+0.320708j 0.165999+0.0552315j 0.0479818+0.0473644j 0.0868153-0.234344j 0.0894405+0.324417j -0.590596+0.22084j 0.236953+0.0183861j 0.504386+0.193664j -0.573615+0.23208j 0.0876396-0.631909j -0.637245-0.137439j 0.130556+0.557107j 0.101664+0.640604j -0.388388+0.177444j -0.3614+1.15959j -0.01677+1.14355j -0.3761+0.536049j 0.424577+0.508613j 0.103865-0.620434j -0.713861+0.236389j -0.655677-0.137075j -0.00231276+0.0834527j -0.194853-0.369136j 0.140986+0.0860864j -0.410847-0.124508j 0.496154+0.348718j 0.18465+0.436429j -0.121576-0.118129j 0.2353+0.0384157j -0.070733+0.0440775j 0.415361-0.523428j -0.275509+0.0509454j 0.0253736+0.0272729j -0.436623+0.201998j -0.139269-1.15183j 0.113255+0.250687j -0.382933+0.117762j -0.252944+0.171409j -0.354648+0.916987j -0.0594139+0.101861j -0.505178-0.800408j -0.769024+0.83262j -0.127081-0.167785j 1.0088+0.298505j 0.691049+0.337052j 0.419622-0.440614j 0.417341-0.0695596j -0.154368+0.293499j 0.0549959-0.1774j 0.381392-1.10659j 0.274711+0.368871j -1.284+0.195865j -0.46257-0.493266j -0.147517-0.615427j 0.977881+0.851494j -0.0334924-0.83757j -0.732847+1.46084j 0.184803-0.122786j 0.146851+0.0040638j 0.156608-0.379678j 0.614613-0.144966j 0.331307-0.00568881j 
-0.529848-0.164031j 0.317799-0.0664257j -0.00272788-0.219595j -0.0365268-0.029324j -0.466381-0.40644j 0.169384-0.169488j -0.37778+0.51627j 0.594062+0.283349j -0.601785-0.524857j -0.0917499-0.408725j 0.185722-0.600919j 0.0156141+0.346391j -0.0772732-0.427794j -0.203029-0.69739j -1.25257-0.0489394j 0.622347-0.729154j -0.0684168-0.754206j -1.11068-0.16287j -0.0309685-0.143952j -0.445743-1.42835j -1.0205+0.503903j -0.278052-0.92313j -0.547942-0.103247j 0.166883-1.51748j -0.398135-0.85141j 0.34486+0.0245234j -0.260785+0.128143j -0.415384+0.3193j 0.271383+0.240818j -0.538684-0.739432j 0.363442+0.21359j 0.0177769+0.221438j 0.0748685-0.419889j -0.0109449+0.396676j 0.595132-0.147869j 0.115369-0.474446j 0.170454+0.0205003j -0.379271-0.45721j 0.119887-0.552061j 0.158571-0.457772j -0.317046+0.343679j -0.0677863-0.179942j -0.381129-0.29358j 0.100871-0.503442j -0.200682-0.293851j -0.597772+0.0247026j 0.470889+0.119151j 1.04038-0.21968j 0.330432+0.352183j -0.338394-0.158701j 0.214389+0.268206j -0.00324586-0.623634j 0.653127-0.0389347j 0.242822+0.117461j -0.800284-0.0278335j 0.0960219-0.481417j -0.544239+0.658486j -0.183344-0.685464j -0.292085-0.0555433j 0.880856-0.289881j 0.0610315+0.202697j 0.34728-0.271552j 0.198429-0.292671j -0.478153-0.0104948j -0.512049-0.104728j -0.376978+0.390893j -0.163717-0.0459143j -0.418282-0.403783j 0.43888-0.450587j 
-0.195346-0.317216j 0.0235943+0.172567j 0.12589-0.00159087j 0.0495245-0.0892851j 0.267122-0.513282j 0.16833-0.0830157j -0.300381-0.0680325j 0.170199+0.62029j -0.081166-0.540603j 0.276972-0.00720258j 0.66112-0.126721j -0.164205+0.478732j 0.565154-0.338114j 0.495977-0.155847j -0.10597-0.443289j 0.307133+0.355812j 0.524708-0.33768j -0.601546-0.766748j 0.0543645+0.126876j 0.822086-0.751336j -1.03489-0.566295j 0.549386-0.209154j -0.00894855-0.282506j 1.27783-0.696478j 0.275255-0.50738j 0.123703+0.172018j -0.258836-0.300722j -0.344025-0.150063j -0.169045+0.158968j 0.262037-0.660435j -0.375464+0.230499j -0.120894-0.118368j 0.429516+0.251397j -0.526628-0.198533j 0.0400948+0.415894j 0.30783+0.30307j -0.114368+0.224929j 0.624211-0.188598j 0.316488+0.286402j 0.337373+0.521931j -0.329926-0.553864j 0.589927-0.101774j 0.201193-0.417231j 0.592599+0.28439j 0.28943-0.0415022j 0.00727558-0.363206j -0.463913+0.82021j -0.523403+1.07541j -0.605548+0.391883j 0.0534538+0.0083027j -0.521272-0.0395263j 1.04393+0.262567j -0.110962+0.889089j -0.0473785+0.0376694j 0.276937-0.604305j 0.258347+0.558382j -0.1969-0.960054j 0.701469+0.138746j 0.230477-0.0241874j -0.268849+0.814348j -0.313063-0.332437j 0.0378426+0.617281j 0.336798+0.599651j -0.129639-0.399682j 0.259714-0.390517j -0.141953-0.490634j 0.182384-0.07152j 0.544038-0.131198j 0.242659+0.647136j 
0.0708403+0.391928j -0.348843+0.172733j -0.190033+0.2997j 0.157782-0.351599j 0.508057-0.108356j 0.0490506-0.388635j 0.45106-0.109517j 0.10564-0.0710742j -0.539206-0.0921203j 0.371742+0.605075j 0.126571-0.430468j 0.8688+0.546113j 0.941409-0.358432j -0.0530863+0.655706j 0.615634+1.30199j -1.51213+0.0845173j 0.0176434+0.156109j -0.713647+0.999179j -0.00220668+0.478372j -0.326159+0.336555j -1.21141-0.0809113j -0.196891+0.445067j 0.600363+0.109287j 0.435267-1.13597j -0.301193+0.551551j 0.0253354-0.160674j 0.109088-0.262611j 0.512458+0.0202184j 0.18475-0.2027j -0.0444351+0.50973j -0.436046-0.0398715j 0.280897-0.0329023j -0.129289-0.035204j -0.568347+0.157839j -0.215842-0.382024j -0.324042-0.0233782j 0.175286-0.0934816j -0.259006+0.147064j -0.286257-0.24037j -0.155749+0.265187j -0.040034+0.92932j 1.03608-0.26843j -0.90245+0.264733j 0.294675+0.438597j 0.182636+0.381455j -0.138486+0.264961j 0.476067+0.180013j -0.686724-0.496878j 0.605994+0.416166j -0.455708+0.421269j -0.511064-0.363688j 0.923342-0.470225j 0.200541-0.411407j -0.15133-0.489399j -0.671917+0.347271j -0.150279-0.463966j -0.305891+0.187618j -0.268206-0.121123j -0.508547+0.997597j -0.579199-0.148894j -0.34777-0.0173469j 0.392502-0.488149j 0.00147677+0.197994j -0.994953-0.62885j -0.0160071+0.345918j 0.402543+0.208821j 0.161878-0.00331196j -0.203678+0.312278j -0.236782-0.0529446j 
-0.256011-0.0661737j -0.0474763+0.253875j 0.129202+0.179612j -0.260054-0.598j -0.193726-0.450622j 0.195736-0.359804j 0.486193-0.152994j 0.0949114-0.865321j -0.502549+0.105261j -0.832864+0.715477j 0.209532+0.278341j -0.528224+0.383975j -0.43202+0.37781j 1.27967+0.055317j 0.3377-0.196764j -0.614139+1.09562j -0.347394+0.14386j 0.959853-0.156311j -0.215779+0.140656j -0.200974-0.224359j -1.11482+0.134468j -0.634048-0.625952j 0.82664-0.0404859j -0.204683+0.0807175j -0.0338525-0.353402j -0.102925-0.770022j -0.131541-0.348785j 0.336688+0.480152j 0.198821+0.297403j 0.313946-0.221831j -0.155206+0.678712j 0.159431-0.0733539j 0.0570102+0.106762j -0.407828+0.235316j -0.0999529-0.240919j -0.385191-0.0754703j -0.398272-0.182841j -0.333478+0.298524j -0.361194+0.0743141j -0.232277+0.709421j -0.489495-0.285667j -0.490792+0.550597j -0.02076-0.0274986j -0.796547-0.81688j 0.515597-0.22696j 0.270901+0.726618j -0.610019+0.203728j 0.203057+0.235285j -0.776921+0.764176j 0.0561714-0.0304596j 0.0987987+0.047588j -0.324911-0.429984j -0.783217-0.0107116j 0.0497971-0.608918j -0.629341-0.379461j -0.0307045+0.0273449j -0.272444+0.350549j 0.187781+0.656621j -0.402861+0.252518j 0.340948+0.325583j 0.318728-0.31057j 0.0542696+0.366299j 0.114018+0.441116j -0.0601403+0.216305j -0.271926+0.536555j 0.0778807+0.0175166j 0.196363-0.0772356j -0.507012+0.239628j 0.267367+0.137979j 
-0.132723+0.308503j -0.384122-0.0891686j -0.190982+0.0486363j 0.269112+0.0213326j 0.461778+0.400542j 0.0927322-0.0946143j 0.573761+0.177885j 0.113842+0.170511j 0.194356-0.203869j -0.446431+0.714282j 0.476188+0.0886204j 0.105855+0.894771j 0.78858+0.549671j -0.138765-0.149879j -0.943833+0.0816572j -0.112214-0.784838j 0.456861-0.0730119j -0.996727+0.0158922j -0.37849+0.106448j -0.0972852-0.504625j -0.387195-1.07969j -0.213721+0.0135682j 0.410094+0.43834j 1.08403+0.0832487j -0.589003+0.166767j -0.102043+0.0610282j 0.043118-0.0997839j 0.400726+0.195097j 0.132888+0.0322156j -0.275746+0.323532j 0.0936722-0.447415j -0.170467+0.159328j 0.0399632+0.197885j 0.371823-0.67574j -0.127819-0.423379j 0.00480796-0.299123j 0.0604971+0.117083j -0.299496-0.149619j 0.295615+0.279536j -0.736011-0.0593349j -0.573398-0.440304j -0.190801+1.34614j 0.196032-0.792074j -0.710596+0.0464322j -0.297571-0.129952j -0.0430798-0.507689j -0.370803+0.589569j 1.08159-0.536443j -0.648657-0.0160874j -0.25536-0.409019j 1.0951+0.092773j -0.293462+1.37474j -0.124969+0.420029j 0.0684915+0.178467j 0.425988-0.633303j 0.240551-0.429499j 0.181327-0.644324j -0.164559+0.0790217j -0.710483-0.941806j 0.502877-0.641677j 0.443816-0.109861j 0.0554108+0.408331j -0.491495+0.00702687j 1.10521-0.512132j -0.0632884+0.314649j -0.152572+0.289432j -0.0224549+0.0140461j -0.169366+0.1382j -0.144406-0.178183j 
-0.0677316-0.244087j 0.130509-0.128942j -0.292241-0.132431j 0.25006+0.0500376j -0.0195957-0.0447573j 0.680751+0.00161311j -0.659758+0.0703254j -0.58661-0.166037j -0.402464-0.955065j 0.421853-0.0214901j 0.109843-0.214567j -0.443411+0.17584j 0.25702+0.419741j -1.10878+0.742624j 0.14521+2.01567j -1.25141-0.960156j -0.923697+0.584862j 0.0598877-0.785907j 0.0191816+0.180913j -0.400247+1.27401j -0.19371-0.27427j -0.481159+0.177729j -0.371634+0.0470092j 0.583055+0.113426j 0.386364-0.189323j 0.271189+0.00516174j 0.485155+0.0503127j -0.347918+0.153786j -0.142469+0.227695j -0.00827634-0.178076j 0.298324-0.042636j 0.0403611+0.28587j -0.112692-0.433418j -0.0379345-0.330341j 0.886681+0.76589j 0.207489-0.077346j -0.250139+0.252915j 0.240279+0.469338j 0.0509228-0.839909j 0.518949-0.28245j -0.262236-0.202015j -0.146987+0.555536j 0.0693522-0.259387j -0.408913+0.476599j -0.488806+0.0206707j 0.244393+0.529424j -0.472188-0.954109j -0.506909-0.595596j -0.0475752+0.192628j 0.167502-0.51458j -0.35509-1.0577j -0.363136+0.52576j 0.0201603-0.319285j 0.418116-0.108799j -0.731247-0.462407j 0.131403+0.960737j 0.179343+0.827933j 0.630087-0.12916j 0.105607-0.480779j -0.29402-0.42094j -0.047783-0.381263j 0.00170179+0.38663j 0.0696571-0.15625j 0.591-0.230374j -0.228013-0.668059j -0.216922+0.147023j -0.0486312+0.337857j -0.157695-0.424835j 0.182797-0.0863771j 
-0.130333-0.263657j -0.258071+0.0506256j -0.0702501+0.19814j 0.33424-0.502906j 0.252035-0.255751j 0.415925+0.0210334j 0.330089+0.169562j 0.612022-0.301593j -0.276354-0.444877j -0.742133-0.261858j -0.0191968+0.39534j -0.586645-0.244049j -0.334539-0.0368235j 0.394907+1.01623j 0.201438+0.244632j -1.04886-0.0943762j -0.244471-0.370626j 0.514586+0.548356j -0.301256+0.0100721j 0.205682-0.206685j -0.493742-0.968289j 0.23012-0.758976j 0.391567+0.6112j -0.0464666-0.071722j 0.246759-0.087028j 0.600299-0.33694j 0.250879-0.336974j -0.267275+0.420372j -0.351979+0.117741j 0.384505+0.167433j -0.523082-0.367349j 0.109239+0.229143j -0.152606-0.0171606j 0.0376709-0.54637j 0.202202+0.0441534j 0.172777-0.226083j 0.359997-0.385316j -0.169708-0.399339j 0.149263-0.445488j -0.648515-0.330977j 0.69242-0.467933j -0.416973-0.540828j 0.15393-0.253414j 0.996383-0.370273j -0.0403253+0.730195j -0.943474-0.00547209j 0.0899596-0.617533j -0.365795+0.142639j -0.584964-1.3388j -0.0619171+0.0597426j 0.0495705+0.0262393j 0.569199+0.0935677j 0.585607-0.858604j 0.646325+0.557645j 0.889628-0.313819j 0.10169-0.0596024j -0.09071-0.523642j -0.79622-0.0214362j 0.203605-0.539022j -0.553777+0.0592585j 0.202989+0.430053j -0.497006-0.193814j -0.395299-0.0646684j -0.0642464-0.201868j -0.396728-0.417196j -0.0414858+0.0670519j -0.00368687+0.394072j 0.202846-0.551366j -0.323573+0.118898j 
-0.225802+0.563598j -0.488316+0.0510462j 0.146081+0.101112j 0.0670708-0.275379j 0.145862+0.458596j 0.532349+0.523094j -0.552858-0.410582j 0.124475-0.0511331j 0.97124+0.258111j 0.455132-0.962883j -0.0575092+0.0719659j -1.17512+0.766783j -0.167978-0.58799j 0.635977+0.378826j 0.541161-0.661223j 0.387579+0.682489j -0.309433+0.146074j -0.0073711-0.681314j 0.901511+0.487251j -0.322571+0.469267j -0.216764-0.520515j 0.456827-0.733175j 0.27918+0.234867j 0.513629+0.234385j 0.189517+0.565756j 0.144695+0.162514j -0.0188674-0.275838j 0.406537-0.136j 0.507712-0.221476j -0.472315+0.248858j -0.393377-0.394104j -0.086389-0.128325j -0.353671+0.202215j 0.000244844-0.441247j 0.30452+0.450969j -0.330694+0.295278j -0.337231+0.76582j -0.295933+0.388337j -0.16156+0.364935j 0.00266105-0.556995j -0.774642-0.0682898j -0.0369304-0.862719j 0.626666-0.773866j 0.33928+0.646474j 0.0825888+0.112007j -0.171288+0.705424j 0.588868-0.630541j 0.14625+0.0849974j 0.783571+0.384162j -0.131612-0.384854j -0.0679272+0.99325j -0.587884-0.720718j -0.202094+0.0129585j -0.0263768-0.0687868j 0.131694-0.117033j 0.336465+0.46861j -0.186046+0.18797j 0.755899-0.614984j -0.440992+0.22197j -0.426618+0.0296202j 0.616651+0.476281j -0.122479+0.186287j -0.530751+0.146796j 0.0835181-0.439906j 0.374541-0.12808j 0.441959-0.0970944j 0.218568-0.0894182j -0.00294462+0.281904j -0.21533-0.245988j 
-0.266324+0.211855j -0.216124-0.158595j -0.059222+0.192294j 0.0393121-0.0756433j -0.0981918+0.271699j -0.164673-0.435971j 0.563384+0.728456j 0.0860999+0.556229j -0.594615+0.618932j -0.680514-0.304164j -0.155716+0.195825j 0.0350716+0.524946j 0.168749+0.143605j 1.01463+0.464687j 1.0774-1.01213j -0.0610396+1.00792j 1.00734+0.609972j -0.84645-0.00552088j 0.0152241-0.301782j 1.25917-0.407218j 0.149183-0.12651j 0.249083+0.159532j 0.164487+0.509189j 0.0220586-0.0617498j -0.488706-0.414801j -0.204375-0.253267j -0.13796-0.370315j 0.292068+0.437616j 0.0384198+0.203815j -0.289455+0.102158j 0.179239-0.142044j 0.162085+0.059193j -0.509193-0.111344j -0.0200843+0.122691j 1.1211-0.438456j 0.133321-0.301984j 0.149959+0.327812j 0.549035-0.0786419j -0.832448-0.504088j -0.0165125-0.984407j 0.017457+0.0421269j -0.321334+0.130948j 0.0429035+0.0211422j 0.338055+0.289023j -0.101164+0.184098j 0.609246-0.0840105j -1.30311-0.520893j -0.583166+0.521637j 0.305251-0.299382j -0.10224-0.424742j -1.13892+0.0372616j -0.303393+0.29375j -0.37187-0.156457j -0.0261951-0.369272j -0.633229+0.604076j 0.856459+0.442601j 0.981758+0.574314j 0.0373474-0.627795j 0.18381-0.514718j -0.345506+0.22879j -0.447647+0.169621j 0.176757+0.0751411j -0.135217-0.296181j 0.0921844-0.0532218j -0.822974-0.200307j -0.0236595+0.0992278j 0.293111+0.139758j -0.44663-0.158278j 0.0605618-0.168653j 
-0.610702+0.198482j -0.328046-0.378218j 0.0239376+0.198187j 0.276082-0.115646j -0.434074+0.401867j -0.147297+0.830806j 0.109842-0.543412j 0.0967382+0.197639j 0.0920255+0.933055j 0.979726+0.00628825j -0.0588028+0.0557025j -1.29388-0.563278j 0.423525-0.292665j -0.000942758+0.711167j 0.717597+0.34384j -0.538702+0.575106j -0.19047-0.232731j 0.492993-0.411007j 0.125135+0.933281j -0.537439-0.0383406j 0.441096-0.406152j 0.851081-0.00819815j -0.17629+0.339553j 0.0400452+0.632666j -0.400868+0.460286j -0.0531956+0.148131j 0.217768-0.146225j 0.297858+0.337328j 0.0384495+0.503105j -0.522979-0.279608j 0.420071-0.160909j 0.135162+0.00579233j -0.0865292-0.441122j 0.521519+0.264036j -0.344436+0.0747866j -0.120095-0.550438j -0.581137-0.673233j -0.214755-0.494731j -0.177985-0.445583j 0.531184+0.0467026j 0.351321-0.558112j 0.609874+0.576431j 0.513165+0.890692j -0.823498-0.0781667j -0.231684+0.0499559j -0.664453-0.696118j 0.0447189+0.747608j -0.0123307-0.0873439j -0.553687+0.404483j 0.351808-0.0723479j -0.770999-0.662722j 0.895969-0.0599266j 0.00901263+0.023776j 0.107177+0.133001j -0.169747+0.247778j -0.655908-0.034929j 0.0669508-0.178337j 0.264275+0.929016j 0.0497792-0.557455j 0.174055-0.425107j -0.731312+0.370565j -0.0984673-0.26865j 0.20125-0.522454j 0.337793+0.34642j -0.0101276+0.323301j -0.155308+0.554629j -0.0250688+0.198394j -0.295539-0.106346j 0.26902-0.04094j 
-0.198475+0.101045j -0.341586-0.0612186j 0.211343+0.620673j -0.0642571+0.332093j 0.508625-0.428878j -0.779484-0.253174j 0.171694+0.830513j 0.118316-1.25807j 0.0199545-0.528505j -0.133161+0.364659j 0.0523162-0.337023j -0.385799+0.00722594j -0.030782-0.696272j -0.636179-0.663155j -0.885321+0.177062j -0.0547045-0.63993j 0.950199+0.49375j 0.316639-0.557542j -0.0816116+0.150598j 0.19871-0.130243j 0.0639059+0.334541j 0.784652-0.31172j 0.469798+0.2827j -0.282146-0.24423j -0.061666+0.234798j -0.0787323-0.380474j 0.122512-0.544366j 0.0804092+0.0677778j 0.19271+0.130284j -0.120413+0.0786455j -0.544894-0.193218j -0.0283789-0.466073j 0.253018-0.102404j -0.0752788+0.243692j -0.479623-1.46317j 0.376196-0.585118j -0.869977+0.825818j -0.366034+0.818999j 0.745121-0.314136j 0.905593+0.324614j -0.0913315+0.273398j -0.344122-1.04297j -0.134842+0.138743j -0.0416021-0.43885j -0.420791-0.310081j -0.0754519-0.396064j 0.533969-0.234132j -1.20124-0.0500586j 0.549287+0.507725j -0.0282896-0.22258j 0.569111-0.943425j -0.0538321+0.169328j 0.36386+0.686418j 0.274313+0.128473j -0.476371-0.243587j 0.147241-0.341358j 0.450549-0.974092j 0.474544+0.272323j 0.235431+0.0932684j 0.263563+0.275915j 0.309914+0.631447j 0.0183034-0.0804266j -0.126134-0.0376352j -0.384778+0.142399j -0.232117+0.432968j 0.462821-0.103783j 0.395266+0.000974511j -0.186051+0.00241255j -0.0572933-0.0319553j 
0.200518-0.0930188j 0.380057+0.0323619j 0.0570285+0.634237j 0.512396+0.257961j 0.0666191-0.30188j 0.499808-0.819004j 0.172014-0.0434847j 0.831365+0.250509j -0.0975754+1.39699j 0.205267-0.402492j -0.161982-0.520321j -0.165314+0.390622j -0.18921+1.16858j -0.331381-0.296057j 0.379826-0.450113j -0.579724+0.345812j -0.0780351-0.55237j 0.150488-0.563247j -0.519096-0.330507j 0.264085+0.214945j -0.0585804+0.554865j 0.237227+0.0298792j 0.36604+0.0880781j 0.119837-0.22891j -0.364327-0.125659j -0.00490506-0.0319097j 0.426056+0.0705887j -0.304317-0.325754j -0.530117-0.21839j 0.0292145+0.129082j -0.110783+0.143717j 0.34002-0.232135j -0.192858-0.637526j -0.895858+0.0810042j -0.0881465-0.166672j -0.242127-0.415309j -0.321547+0.557812j -0.568317+0.571287j 0.751519+0.755619j -0.575005-1.01959j 0.105456+0.479734j 0.372935-0.886554j 0.808082+0.426806j -0.814833+0.607226j -0.107178-0.254464j 0.426179+0.660802j 0.302075+1.05068j 0.0188551-0.0137339j 0.00527481-0.389991j -1.02457-0.127068j 0.133991+0.258355j 0.370231+0.217032j -0.0132579-0.415123j -0.0983482-0.285748j -0.311647+0.420224j 0.303102+0.125728j -0.397542+0.212201j 0.336925+0.524048j 0.621723+0.130522j 0.0585822+0.152039j 0.293974-0.185258j 0.244938+0.0420622j 0.172177+0.0779039j -0.230696-0.0950212j -0.28582+0.354552j -0.00191356+0.113928j -0.0435967+0.365429j 0.301586-0.393301j -0.101726+0.0918081j 
0.300502+0.17491j 0.18303+0.48019j 0.537677-0.579131j 0.302867-0.125359j -0.659142-0.287224j 0.230699+0.954199j 0.800492-0.72185j -1.2299+0.595964j -0.550181+0.139383j 0.446596-0.141704j -0.361285+0.0706259j 0.211203+0.420616j -0.699024+0.532801j -0.292429+0.893055j 0.521642+0.775735j -0.413092+0.361787j 0.0670157-1.16958j -0.662467+0.0543343j 0.15766-0.0598088j -0.206861-0.111606j 0.213468-0.177678j -0.682568-0.618383j 0.093635-0.587041j -0.111794+0.301705j 0.30622-0.0685744j -0.358567+0.259467j -0.61787+0.156864j 0.0358441-0.160558j 0.192121-0.066621j 0.202229+0.104119j -0.397468+0.335587j -0.306718-0.13916j 0.0989541+0.0153023j 0.0552895+0.193291j -1.42246-0.231544j -0.464268-0.446256j 0.193236+1.11426j 0.263982+0.516713j 0.19032-0.646686j 0.688571-0.698446j 0.148878+0.232972j -0.983817-0.289342j 0.170142+0.0961662j -0.409822-0.0707452j -0.324612+0.109535j -0.344494-0.146232j 0.0369222-0.528363j -0.575206+1.01765j 0.730923-0.11028j -0.207761+0.0213103j -0.357659-0.895873j 0.10677+0.101932j 0.649722+0.0932694j 0.201011-0.163253j -0.439841+0.178917j -0.136058-0.34892j -0.467876-0.852269j 0.405325-0.2187j 0.144319-0.0206411j 0.29818-0.084815j 0.601692+0.0622699j -0.0266179+0.00313898j -0.0871556+0.0857964j -0.114304+0.312115j 0.140087+0.359991j 0.174522-0.442293j 0.170396-0.271357j -0.0381161+0.119621j -0.0436486+0.0223405j 
0.311761+0.112409j 0.245446+0.388974j -0.522827+0.308923j 0.135987+0.675337j 0.413746-0.0314501j 1.17904+0.0582919j 0.233549+0.312069j 0.354565+0.883435j -1.2111+0.56389j 0.345947-0.167557j 0.502661-0.681985j -0.482338+0.148852j -1.14628+0.238572j 0.0796566-0.414203j 0.578542+0.259642j -0.466312-0.304613j 0.466694-0.250035j 0.629646-0.133658j 0.0817328-0.614013j -0.157757+0.260408j -0.705202+0.142799j -0.0139161+0.215413j 0.0601902+0.455498j 0.327704-0.0120894j -0.0148508-0.45151j -0.0385552-0.0174408j 0.166348+0.515858j 0.184445-0.500295j 0.205616-0.457728j -0.144992+0.158896j 0.0330107-0.106256j -0.12301+0.290173j 0.485465+0.174933j 0.338998-0.956788j 0.276496-0.231779j 0.341647-0.0768242j -0.550959-0.427837j -0.48415-0.853354j -0.965683+0.469282j 1.18324-0.0567489j -0.52822-0.0409399j 0.720461+0.678149j -0.805106+0.351873j 0.0935996-0.719237j 0.433085+0.0126045j -0.74265-0.0614835j -0.821459-0.356138j 0.0929556-0.0185218j 0.263941+0.512293j 0.50662-0.830083j -0.304432-0.0114689j -0.343203+0.0239449j 0.279066+0.0899885j 0.16072+0.0716646j 0.0110162-0.573498j -0.058409+0.0976155j -0.0578622-0.334873j -0.599347+0.104398j -0.519269+0.292648j -0.0844226+0.0205791j -0.049945+0.228322j -0.213352+0.170237j -0.230782-0.00776093j 0.167596-0.141122j -0.101728-0.396488j -0.0875083-0.119131j -0.236682-0.23967j 0.133105+0.3487j -0.0301-0.100291j 
0.402347-0.0745467j 0.411075+0.0738041j 0.589346-0.682115j -0.357839-0.189932j -0.159117+0.470738j 0.71161+0.645122j -0.250857+1.21738j 0.252562+0.317471j 0.581638-0.444257j 0.127621-0.196222j 0.728932-0.351967j -0.602376+0.109988j 0.579329-0.124165j -0.706206-0.069613j 0.266578+0.427867j 0.6263+1.02165j -0.238398+0.0159361j -0.0422699+0.238976j -0.66605+0.0023148j 0.166023-0.427791j -0.0749426-0.134897j -0.523304+0.0907818j -0.266873+0.28051j -0.00176237+0.0750446j 0.219118-0.288126j -0.534355-0.112391j -0.0183914-0.118465j -0.289586-0.310282j -0.581425-0.402256j 0.049648+0.119676j 0.400576+0.573513j -0.51621+0.304877j -0.17255+1.03017j 0.160084-0.532212j 0.795962-0.410658j -0.610869-1.20333j -1.67304+0.0107344j -0.712796-0.588273j -0.271361-0.778443j 0.294927+0.522256j -0.747215+0.677669j 0.481632+0.184386j 0.76637-0.663261j -0.201052+0.732517j 0.223413+0.14814j -0.42486-0.351741j 0.334927+0.178045j 0.00625086-0.449558j 0.118308+0.936437j -0.248506-0.403081j -0.545195-0.388104j -0.0772405-0.328276j -0.00245483-0.513478j -0.766908+0.481355j 0.147252-0.00936434j 0.645468-0.38866j -0.168445+0.432683j -0.333072+0.383816j -0.232028-0.232165j 0.343571+0.045829j -0.0887616-0.838361j -0.00674038-0.0336758j -0.082391-0.0931488j 0.048429+0.298063j -0.379172-0.0142306j -0.14102-0.447958j -0.00167782+0.124559j 0.297301-0.0559208j -0.103554-0.0408368j 
