-0.00828938+0.0119103j 0.00779058+0.0174291j -0.0076089-0.028166j 0.0214289+0.00639775j -0.0354691-0.0176904j -0.0224001+0.0136137j -0.023233-0.0235843j 0.0306756+0.00795839j -4.28527e-05+0.000354203j -0.00407134+0.00893352j -0.0130752+0.0279931j 0.00197272-0.0297715j 0.0030528-0.0151546j -0.0129346-0.000205068j -0.0060369-0.0118064j 0.00169322+0.00044147j 0.0230623-0.0005209j -0.0177619-0.0175564j -0.00835015-0.00292725j 0.0181025-0.0111533j -0.00788279-0.0111155j 0.00627483-0.00242969j 0.0111023+0.0012158j 0.00246751-0.0158472j 0.00260498-0.00759985j 0.00409701-0.00531123j 0.00492195-0.0046742j 0.00666775-0.00258621j 0.00773692-0.00103586j 0.0140088-0.00970528j 0.00150388+0.0203652j 0.0151266+0.00112842j -0.00533811-0.00745198j -0.00125647-0.0159931j -0.00709707+0.00990141j 0.0122546+0.00512456j 0.00167032+0.013568j -0.00555196+0.0233981j -0.0252816-0.0289365j -0.010645-0.00432671j 0.0180845-0.0140304j 0.0225498-0.00681267j 0.0181626-0.00308779j 0.0025824-0.0142517j 0.0264862-0.003846j -0.0277452-0.00658792j -0.0207375+0.00715358j -0.00934615-0.0313333j -0.00843084+7.6721e-05j -0.00117453-0.0287807j 0.0299208-0.00100573j -0.019043+0.0065396j -0.0198409-0.00839814j 0.00669003+0.0113244j 0.00446969+0.0008236j 0.00680656+0.043139j -0.00293781+0.00221459j -0.0195969-0.00904475j 0.00189941+0.00402319j -0.0151893-0.0248684j 0.0112214+0.00316363j 9.50551e-05-0.0144835j 0.0138563+0.0143778j 0.0173962-0.0150443j 0.012916-0.00695621j 0.0223436-0.0354925j -0.024829+0.0146337j -0.040495-0.0741284j -0.00279447-0.00734064j 0.0174799+0.0601808j 0.00731469-0.00407066j 0.00409656+0.0105459j 
-0.00814569+0.00599787j -0.00199255+0.00403876j 0.0106214-0.0138724j 0.00543946+0.00639692j -0.00370493-0.0203525j -0.00677205-0.00465093j -0.0060236-0.00593515j 0.00762831+0.0115468j -0.0111892+0.00540709j -0.00439465-0.00282936j -0.0111743+0.0137275j 0.00277375-0.0104632j 0.0162407-0.00104544j -0.00744353-0.0093213j 0.00622049-0.00487056j 0.00615376+0.00180793j 0.00246522+0.0042754j -0.00630125-0.00783056j 0.000556929-0.00648968j 0.00210227-0.0234335j -0.0134839+0.0102269j -0.000105645+0.0122388j 0.00126452+0.0016174j -0.000594929-0.0204855j -0.00754294+0.011306j -0.00634202-0.00465089j -0.00319617+0.0136686j -0.00147925+0.000621214j 0.00172464+0.00649253j -0.000283585-0.00135734j 0.0137203+0.0116191j 0.00141232-0.0047972j 0.00418-0.00673175j -0.00582302+0.0070585j 0.00913944+0.00219643j 0.00383426-0.00385363j 0.00216802+0.0126984j 0.00289904+0.00412924j -0.0120161-0.0149992j 0.0121711-0.00732919j -0.00292418-0.00612141j -0.00344795+0.00602019j -0.00469858-0.0103173j -0.00577105-0.0134256j 0.00581481-0.0172344j -0.00598382-0.00772573j -0.00957119+0.000316396j 0.00513392-0.00825757j -0.00321139-9.22778e-05j -0.000822474+0.00126209j 0.00563348+0.0125377j -1.31187e-05+0.0093973j -0.0151194+0.00383546j 0.00343141+0.00383715j 0.00342863-0.00626518j -0.010234+0.00123083j 0.00970529+0.0157886j -0.0119955+0.00294105j -0.00405941+0.000290021j -0.00156017+0.0095467j -0.00414077+0.0122546j 0.00664715+0.0031757j 0.00808008+0.00824528j 0.0020325-0.00148031j -0.00778626-0.00228538j -0.00376758-0.00712447j 0.000973852-0.00450646j -0.000269425-0.0186544j -0.0053349+0.000598584j 0.00789123+0.0182479j 0.00227002+0.0037962j 0.005959+0.00747164j 
-0.00736227+0.0112074j 0.00646618+0.000622903j 0.00760424-0.00724651j 0.00310172-0.000374463j 0.0190356-0.0131269j 0.010553-2.94067e-05j 0.00974402-0.0156769j -0.00106738-0.00990575j -0.00776035-0.00623906j 0.00458277-0.00871097j 0.0117255+0.00231285j 0.0027002-0.0159725j 0.00558281-0.00679199j -0.000103751-0.00908649j 0.00308136-0.00410966j -0.00316537-0.00552301j -0.00704281-0.00141366j -0.00613888+0.00124728j 0.00049942-0.00176724j -0.00808029-0.00276063j 0.00713457+0.004194j 0.00213484+0.000929088j -0.0148998+9.39753e-05j -0.0122509+0.00155856j 0.015296-0.000749907j 0.00335247+0.00270528j 0.000520711-0.010488j 0.00392937-0.00384759j -0.00115901-0.0174696j -0.00288306+0.00160556j 4.43251e-05-0.00561342j 0.00124648-0.0134041j 0.00564914-0.0124413j 9.50223e-05-0.00140053j -0.00813989+0.00587926j -0.00565025+2.0703e-05j -0.000118591-0.00119553j 0.00590269+0.0125569j -0.00971217+0.00194974j -0.000240755-0.00208684j -0.00815404+0.00548275j -0.0104347+0.0148846j 0.020756+0.000219448j -0.00136704-0.0106382j -0.00925243-0.0069382j -0.0128916+0.00285597j -0.00934441-0.00616451j 0.00573354+0.00130151j -0.00232852-9.30831e-06j -0.00395946+0.00283203j -0.0182761+0.00394148j 0.00201307+0.010877j 0.0183937-0.0168777j -0.0192667+0.0165173j -0.00811404+0.000193455j 0.00286785-0.00892702j 0.0107213+0.0158207j -0.000147498+0.00273475j -0.000376357+0.00123472j -0.00769498+0.0153091j 0.00301917-0.0231481j 0.00877172-0.00737481j 0.003118+0.00489805j 0.0110752-0.0105777j -0.00323323-0.00196315j -0.00486387-0.0116014j -0.00354226-0.00201181j 0.00130155-0.00407785j -0.00957738+0.0025163j 0.0125139+0.00808822j -0.00242214-0.000206611j 0.00240415-0.00139484j 
-0.00920762+0.0114047j 0.000648486-0.00301501j 0.0113039-0.0202984j 0.00603638+0.00219563j 0.00348875-0.0201459j 0.0073932-0.00576547j 0.00143377+0.00300827j -0.00421069-0.000976582j -0.00988503+0.0125513j 0.00364528-0.00700537j 0.000592529+0.0106337j 0.000911733-0.00875058j 0.0170515-0.00699099j 0.00351477-0.00338578j 0.00379541-0.0103118j -0.00037528+0.0127919j -0.00678804+0.0023806j -0.0023379-0.00916607j 0.00658096+0.00439965j -0.000282764-0.00193025j -0.00964584-0.0076324j -0.00537426+0.00274454j -0.00317095+0.0045352j -0.00152653-0.00652607j 0.00636361+1.36069e-05j -0.0140675-0.00130601j -0.00383684+0.0101169j -0.015879-0.00112464j 0.0135204-0.0198819j -0.00673157+0.019676j 0.026631+0.015375j 0.00224856+0.010605j 0.00828787-0.00145638j 0.00331006-0.0121848j 0.00671178+0.00068473j 0.013886-0.017899j -0.00399647+0.00680301j 0.00710915-0.00843618j -0.00939218-0.00804347j 0.00775261-0.00221063j -0.00931408+0.0132763j 0.00378681-0.00908482j 0.00303893-0.00558379j 0.00152343+0.00465555j -0.00437027-0.0104487j -0.00888614-0.00186315j 0.00318346+0.0137385j 0.00181428+0.00142504j -0.00724934-0.00319591j -0.0032492-0.00855231j -0.00814807+0.0120328j -0.00227704+0.00443924j 0.0116876-0.00870985j -0.0141984+0.0221914j -0.0107035-0.00325162j 0.000556025+0.00130212j -9.82807e-05+0.0184741j 0.000728411-0.0107395j 0.00190593+0.0103174j -0.00832925+0.00692924j 0.0112294-0.0136658j 0.0251189+0.00364268j 0.00385098+0.00526389j -0.00176157-0.0218051j -0.0156287-0.000215137j 0.00389934-0.00935323j 0.00442095+0.00289245j 0.0088409-0.0131944j -0.00491646+0.00448974j 0.00541939+0.00796826j -0.0010597-0.00190112j 0.00150331+0.00371513j 
-0.000480044-0.0028029j 0.00238634+0.000505256j -0.00304326+0.00344274j 0.0104809+0.000390723j -0.00506699-0.000457182j -0.00273713+0.00262628j -0.0015195-0.00208174j 0.0143326-0.0118348j -0.00157944-0.0145482j 0.00412525-0.00780919j -0.00582359+0.0121288j -0.00431218-0.00924974j -0.00751628-0.00454411j -0.0030431-0.000673076j 0.000270011-0.000522794j -0.00144783-0.00276139j 0.00347258-0.00481438j -0.010472-0.00492494j -0.0107558-0.0020469j -0.000468034+0.00904602j -0.00361269+0.00521256j -0.00124559-5.18246e-05j -0.000998115+0.00730926j 0.000494637+0.000410726j -0.0136158+0.0122133j -0.00217451+0.0102413j 0.000519313+0.00562319j 0.00451182+0.00723609j -0.00785154+0.000519303j 0.00802523-0.00423789j 0.00206021+0.0107772j -0.00387931-0.0103762j -0.00121453+0.000842265j -0.00624032-0.0133975j -0.00176678+0.000493529j -6.46718e-05-0.00728614j 0.0101158+0.0106031j -0.00947624+0.0125663j -0.00318107-0.0176774j -0.00617126+0.0104203j 0.00359649+0.00863129j 0.00999203+0.00665539j 0.00748411+0.00103023j -0.00131645-0.00585118j -0.00685699+0.00113431j -0.00392288-0.0110732j -0.0113632+0.0138072j 0.00289169+0.00653769j 0.00788333-9.54373e-05j -0.00945709-0.00985859j 0.0122914-0.0118148j -0.00935909-0.00744551j 0.0162771-0.00917638j 0.00523772-0.00108562j 0.00263886-0.00713165j -0.00309272+0.00549339j -0.00252551-0.0249397j -0.0111628-0.0109087j 0.0041587-0.00650497j 0.00338684-0.00271427j 0.00260405+0.00311413j -0.00337951+0.00121754j 0.00159312+0.00494185j -0.00342272+4.84403e-05j 0.00196406-0.000793131j 0.0015376-0.00813899j 0.0091027+0.00603323j -0.0083973-0.00690045j -0.00419606-0.00269511j 0.0027788+0.00977439j 0.000675903+0.00253318j 0.00204264+0.00204045j 
-0.00207687-0.00264464j 0.000519292+0.00322799j -0.000277948+0.0161579j 0.00151104-0.00110027j 0.00256038+0.0109951j 0.0134298+0.00402068j 0.011789-0.00183263j -0.0125472+0.0101827j -0.00289371+0.0122691j 0.00125765+0.00831694j 0.0126509-0.019516j -0.00929484+0.00603218j 0.0150807-0.00822293j -0.00375127+0.0040473j -0.00281102-0.000459567j 0.00223505-0.00786697j -0.00753397-0.00362606j -0.0120236-0.000475084j 0.00807414-0.000367677j -0.00385004+0.00405732j -0.00880143+0.00142355j 0.00575204+0.010023j -0.0158888-0.00426773j 0.00130998-0.00441306j 0.00651531+0.00457703j -0.00245197+0.00486391j 0.00410098-0.00764424j 0.0231013-0.00996622j -0.0053196-0.0141379j -0.0125574-0.000596125j 0.00204592-0.000299763j -0.0138653-0.00340973j -0.00628274+0.00438791j 0.00207677+0.0017389j -0.013637+0.00134096j 0.00514606+0.00569335j 0.00889298+0.00553173j 0.00288281-0.0091137j 0.00599275+0.0107098j 0.000182871-0.00603914j -0.00290855+0.00360981j -0.0113469+0.0217076j 0.00736448+0.00306352j 0.0119151+0.00363322j 0.015179-0.0150798j 0.00727391-0.00677736j -0.00185273+0.00262499j 0.00786719-9.67229e-06j -0.00751513+0.00337479j -0.00733201+0.0112803j -0.0077428+0.0110819j -0.000271452+0.000526801j -0.000103004+0.00249071j -0.000531974+0.00678302j -0.00327478+0.00240619j -0.00749029-0.00462933j -0.00428609+0.0092483j -0.00419854-0.00103291j 0.0170913-0.00942241j 0.00865312+0.00240157j -0.00585127+0.00463678j 0.00456564-0.00129593j 0.00415204-0.0155215j 0.00414858-0.000811014j 0.00625884-0.00183543j -0.00772576+0.00241428j 0.00238077-0.00300358j -0.00931106+0.0115656j 0.00588153-0.00312118j 0.00251365-0.00650382j -0.00293944+0.00444039j -0.00186508-0.00515191j 
-0.000252033+0.00961332j 0.00600795+0.000720986j 0.000361258-0.0122011j 0.00141778+0.00150913j 0.0229765-0.0154525j -0.00432788-0.0103351j -0.0108455-0.00996486j 0.00877544+0.000796973j -0.00844109-0.0182845j -0.00241216-0.00774658j 0.00829034+0.0110678j 0.0119757-0.00411167j -0.00352186-0.00203425j -0.0114932-0.0167166j -0.00304042-0.00179629j 0.00608631+0.0101964j -0.00176143+0.021167j -0.00998081+0.000970447j -0.0035103-0.0015358j -0.00342045-0.00158972j 0.00299235+0.00367465j -0.000836382+0.0051864j 0.00637102-0.0145429j 0.000968211+0.00102561j 0.00478035-0.0047359j 0.00718186-0.00695379j -0.00328038-0.0104189j -0.0037995-0.00645339j -0.00217822-0.0139378j -0.00228567+0.00785194j 0.00619936+0.00187725j 0.00630816-0.00847991j 0.00121871+0.000926522j 0.00607584-0.00362087j 0.00323452+0.00469435j -0.00191389-0.00237377j -0.00883763-0.00445888j -0.0130119+0.0151321j -0.0147411+0.00672223j 0.00660192-0.00102771j -0.00408714+0.00399022j 0.0128567-0.00540282j -0.00826593+0.0083863j -0.00625466-0.0051381j -0.0279621-0.0113029j -0.00537301-0.00168077j -0.00241009+0.0066836j -0.00777789-0.00116475j -0.00448037-0.0130104j -0.00671534-0.00236757j -0.000721346-0.0143652j -0.00382211+0.00859161j 0.00899983+0.00377083j -0.00402501-0.00602419j 0.00765826-0.00302168j 0.00121688+0.000693146j 0.0180371-0.000482245j -8.64809e-05+0.00358134j -0.0140803+0.00495602j -0.00374288+0.0138055j -0.00722334-0.0162763j -0.00319682-0.011813j -0.00693619+0.00287665j 0.00666566-0.00165244j -0.00705306+0.00406344j 0.0035788-0.00629201j -0.0015668+0.0011117j 0.012866-0.00537831j -0.0115747+0.00381573j 0.00683224+0.0112241j 0.000701562-0.00316516j 0.00449362+0.00251281j 
0.00288929+0.000368095j -0.00227399-0.00273496j 0.000166255-0.0063448j -0.00699642-0.00291155j 0.00369532+0.00644244j -0.00820159-0.00533633j 0.000562612+0.00767724j 0.0178259+0.00097815j -0.00106562-0.00591527j -0.00301441+0.0144602j -0.0114152+0.00561662j 8.91785e-05-0.0164435j 0.0112631+0.00403447j -0.00268928+0.00298267j 0.00487831+0.00733722j -0.0147783+0.00207869j -0.00486769-0.00124331j 0.00177229-0.00232441j -0.0111386+0.00571621j 0.00463067-0.0130432j -0.00393144-0.00603122j 0.00124284+0.00373748j 0.00463314-0.00326181j -0.00185087-0.000415668j -0.00259524-0.00709087j -0.00730833+0.000922628j -0.00295916-0.0117868j 0.00721316-0.00587691j 0.00590479-0.00594996j 0.011574-0.0073465j -0.00287656+0.000431742j 0.0139156-0.00116036j 0.00261138+0.0127849j -0.000804139+0.0143286j -0.0078388+0.00785043j 0.00722357+0.00408673j 0.013124+0.00239108j -0.0126571+0.00475351j -0.00796355+0.00141803j 0.00691752-0.00966732j 0.000840582-0.00990553j -0.00119229-0.00671236j -0.00475895-0.000207707j -0.00567553-0.00452695j 0.00280812+0.018998j -0.00495963+0.00884583j -0.0101882-0.00448083j 0.00191165+0.0164979j -0.0060376-0.00167483j -0.00409356-0.0109593j 0.00680917+0.000477708j -0.00585314+0.00791585j -0.000671106-0.0178871j 0.014406+0.00698832j -0.0028601+0.00141917j -0.00809479+0.000225912j -0.00285483-0.0159814j -0.000962365-0.0053831j 0.00706224-0.00141874j -0.00996719-0.00133648j -0.0117965-0.00770801j 0.00284633+0.00196671j 0.00135868+0.0102034j 0.00302116-0.00392064j -0.00487802-0.00173412j -0.0064547-0.00982999j 0.00709298+0.0024937j -0.00287139+0.0018616j -0.00206557-0.00525453j 0.00524647+0.00469557j 0.00285641+0.00408844j -0.00528346-0.00203805j 
-0.0051237+0.00332286j 0.00574073-0.00590307j 0.00707579+0.000937127j -0.00202469-0.00164492j 0.00880222-0.00270875j -0.000287986+0.00584688j 0.0114865-0.0184633j -0.00911753-0.00989563j -0.00393974+0.00563023j -4.04614e-05-0.0173587j 0.000274782+0.0200003j -0.00655251-0.00221005j -0.0109089+0.0158695j 0.00795567-0.00319239j -0.00818955-0.017804j 0.0110351+0.00207142j -0.00464998+0.00396492j 0.00526822+0.00239714j -0.00664927-0.00624254j -0.0150536-0.000515475j -0.00736046-0.00866777j -0.00941125+0.00212979j -0.0115381-0.00295631j 0.000217257+0.00981175j -0.0131076-0.00168329j 0.0113977+0.0074102j -0.0189993+0.00693115j -0.00805316-0.0120321j -0.00727827-0.00369678j 0.00699778+0.015067j 0.00663137-0.00541453j -0.00825616-0.00713796j -0.00625724-0.0142781j -0.00523468+0.00821127j 0.00347347-0.0218786j 0.0079248-0.003208j -0.00744321-0.0104356j 0.00730074-0.0150723j 0.00685168+0.00686067j 0.00922405-0.0059554j 0.00201449+0.00822812j -0.00589177+0.0228805j 0.0104607+0.0132366j 4.68268e-06-0.00531675j -0.0147737+0.0116304j -0.00166228+0.00859342j -0.0142587-0.0127558j 0.00188822-0.00222991j 0.00665237-0.00458768j 0.00764171-0.00027627j -0.0143491-0.0139523j -0.00915517+0.000161829j 0.0190379+0.000825045j 0.00136497-0.00145877j 0.00749898+0.0012156j 0.00656874+0.00154611j 0.00369446-0.00911768j 0.00595252-0.00638443j -0.00336508+0.00422932j -0.0118792+0.0027544j -0.00620698-0.0113494j -0.00148731-0.00892782j -0.0108561+0.00847884j 0.00460315-0.00970102j 0.00280245-0.00787991j -0.00852896-0.00166962j 0.00212436-0.00658198j 0.0125351+0.00769478j -0.00813282+0.000700526j -0.00281874+0.000250182j -0.000446986-0.00319579j 0.00133091-0.00172796j 
-0.000761742-0.00380628j 0.00750457-0.00440455j 0.00787702-0.00259012j 0.00548077-0.0105928j 0.00562242-0.0115058j -0.0026909+0.00327436j 0.00626033+0.00115485j 0.0117501-0.0189138j 0.00244205-0.00393047j 0.00782133-0.00277491j -0.004436-0.00457023j -0.00235816-0.0102185j -0.00917146+0.00729821j 0.00979016+0.0039633j 0.00113922+0.00102121j -0.0132387-0.00441451j -0.00328055-0.0099157j -0.00236575-0.00355046j -0.00396743+0.00389457j -0.00338833-0.00443864j 0.00566517+0.00437097j -0.00494598-0.00132359j 0.00679472+0.00724945j -0.0101604+0.00620233j 0.0101841+0.00864666j -0.00250967+0.000729991j -0.00304712+0.00326617j -0.00795765+0.004583j -0.000901721+0.00780258j -0.00242527-0.00861034j 0.00075052-0.0026104j -0.00299904-0.000244421j -0.00740235-0.00303419j -0.00177395-0.00377255j 0.00666636-0.00136407j 0.00876021+0.00124586j -0.00113132-0.000711042j -0.00932122+0.0168715j -0.0012675-0.00603509j -0.00974712-0.000855986j 0.00109751+0.00544198j -0.00619428+0.00834662j 0.000584819+0.0081033j -0.00305457+0.000786029j -0.00236845-0.00505192j -0.00442201+0.00575505j 0.00721338-0.0133533j 0.00151298+0.000999478j 0.0110228-0.000471406j 0.000971948-0.00224739j 0.00500867-0.00287878j 0.000253161+0.00642783j 0.00623919-0.00891524j 0.00305192+0.0110527j 0.00453176+0.00706035j 0.00492808+0.000891463j 0.001123-5.28507e-05j 0.00263059-0.00549269j -0.0155708+0.0062659j -0.0103682+0.0102587j -0.0021028-0.00964891j 0.00364281+0.00146924j -0.0105311+0.00771163j 0.00262915-0.00219842j -0.00270936-0.000264842j -0.00512779-0.00252798j 0.000306314+0.00293515j 0.00293407-0.00286309j -0.00267964+0.00243649j 0.00100155+0.000253616j 0.000907133-0.003186j -0.000416035-0.0011547j 
0.000137106+0.00287032j 0.00194198-0.00301398j 0.00669075-0.00490775j -0.0005472-0.00566034j 0.0162409-0.00418938j 0.00431531-0.00244004j 0.00276143+0.0119112j 0.000466747-0.00733088j 0.0040268+0.0155018j -0.0157527+0.010266j 0.00441485+0.00073788j 0.0121959+0.00958657j 0.0139286+0.0136448j 0.0158492-0.0156229j 0.00278372-0.00392209j -0.00756612+0.0101114j -0.0124794+0.0056574j -0.000146782+0.000900179j 0.00606383+0.00771832j 0.00380675-0.0178485j -0.00481339+0.00015772j 0.00197096+0.00192403j 0.0170797-0.0144458j -0.000581608+0.00293186j -0.00439453+0.0249636j 0.00979869+0.00238528j -0.000484657-0.0109272j -0.0161885-0.00645403j -0.00655874-0.00439022j -0.00909383+0.00181925j 0.00414828+0.00299484j 0.00333067+0.0109743j 0.00357224-0.00169086j -0.000743258-0.00344841j -0.00195631-0.0101133j 0.00330745-0.00582279j -0.006252-0.00230847j 0.000422492+0.00306517j 0.0107327+0.010997j -0.00845235+6.52661e-05j -0.00361891-0.00206251j -0.00226155-0.00496279j -0.00552521+6.7344e-05j 0.0119816+0.0104343j -0.00665963+0.00761432j 0.0154878+0.00111256j -0.00154636+0.00354767j -0.000383432+0.00888846j 0.00913976-0.0109826j -0.000698328+0.00607245j -0.02081-0.0075224j 0.00114442-0.00799037j 0.00106872+0.00411475j -0.00452809-0.000495329j 0.00822114-0.00490003j -0.0011788-0.00473877j 0.0125492+0.000973311j 0.00627468+0.00505904j -0.00989579+0.00718657j -0.00296778+0.0142103j -0.000752859-0.0106067j 0.00606426-0.00355686j 0.00473576-0.00282563j -0.000977204+0.00130093j -0.00620058+0.000257083j -0.00765718+0.0033435j 0.00532966-0.00258333j 0.0125391+0.00777433j 0.00351145+0.00300486j 0.00167076-0.00427988j -0.00238553-0.00409998j -0.00131643-0.00395274j 
0.00410247-0.00134169j 0.00723437+0.0013147j -0.00161851+0.00785094j 0.0130004+0.00554668j 0.00766471+0.00263532j 0.0188395+0.00712533j 0.00891584+0.000771424j -0.0016234-0.000785543j 0.00692963+0.00316292j 0.00683767+0.0111885j 0.0143792-0.00761212j -0.000978056+0.0126236j -0.0029043+0.0153808j 0.00195712+0.00762236j 0.000423671-0.00373708j 0.00417971-0.00277092j -0.0101236+0.00718304j -0.00371885+0.00769273j 0.0123144-0.00772698j 0.00235331-0.022822j -0.00589817+0.00490937j -0.00705943+0.00797135j -0.00338429-0.00815053j 0.00154141-0.00383029j -0.0046653+0.0202232j 0.012409+0.00333348j -0.000133963+0.00815194j 0.0143673-0.00928603j -0.00279546-0.00206987j -0.00913189+0.00756679j 0.0157831+0.00463193j 0.00686291+0.00462584j -0.00488579+0.0161132j 0.0120525+0.00683647j 0.00151007-0.0089075j -0.00474957+0.00596764j 0.00655612-0.00626361j -0.0116886-0.00113238j 0.005487+0.00456976j -0.00152595-0.00278829j -0.00748373+0.00336471j 0.00508134+0.0229128j 0.00901071+0.0018126j -3.27116e-06-0.010238j -0.0123805-0.00724579j 0.0032197-0.00181433j -0.00380941+0.00327504j 0.0106771+0.00874553j -0.00734496-0.00271579j 0.0111426-0.00257368j -0.0162608-0.0020693j -0.00288119+0.0116267j 0.00514622-0.00276225j -0.00549544+0.00399174j -0.0134935-0.00155918j -0.00395571-0.0094637j -4.85464e-05-0.00229781j -0.00549024-0.00777742j 0.00688303-0.00496761j -0.00170932+0.0102559j 0.000780568-0.00252172j 0.0144384+0.00423212j -0.00941566+0.00105249j -0.00336505-0.00571349j -0.0063163+0.00227718j -0.00569745+0.00415201j 0.0126792+0.00874143j 0.000514417+0.00839227j -0.00400768+0.000366613j 0.00722243-0.00836397j -0.00319026+0.000545474j 0.000417614-0.00757987j 
-0.00342712+0.00408928j -0.00241161+0.00522922j 0.0111551-0.0181562j 0.00944852+0.00561236j -0.0142774-0.0114501j 0.0112299-0.00726683j 0.00240962+0.00628853j 0.00852899+0.00463505j 0.00527935-0.00261273j 0.00871809+0.00053758j -0.00527753+0.00506733j -0.00654771-0.00793995j -0.00204637-0.0095947j -0.0143496-0.00450646j 0.00711859-0.00490423j 0.00102791-0.00771824j -0.00544065-0.00076868j -0.00357355-0.0185975j -0.00223683+0.00167433j 0.0142139-0.0179514j -0.00961493-0.00419676j 0.00345907-0.00157341j 0.0117409+0.000567405j -5.23727e-05-0.00393358j -0.000857184+0.00182162j -0.000710964+0.00239021j 0.0141113+0.00375526j 0.0041254+0.00802264j 0.00766732-0.00358402j 0.00100843+0.0106238j 0.0210983+0.0132039j 0.00703154+0.0034338j 0.00840031-0.0039242j 0.00947292-0.00943111j -0.00289143+0.00866678j 0.000680098-0.000991024j -0.00420877+0.00332849j -0.00202651-0.00402096j -0.00765025-0.0130432j 0.00440003-0.00328192j 0.000862382+0.000732702j 0.0128543-0.00367303j 0.000148635-0.0142735j 0.00559322-0.0150697j 0.00276631-0.00340834j -0.00131374+0.00380246j -0.0153781+0.0149459j 0.0120167+0.00190778j -0.0114475-0.00642567j 0.0208576-0.0258061j -0.000248734-0.00673109j -0.00208978-0.00592721j -0.00885516+0.00849258j -0.00657+0.0167j -0.0050024+0.00136424j 0.00961397+0.00485552j -0.00349684+0.00432534j -0.0079717-0.0157292j -0.000847174-0.00576958j -0.00752239-0.00479248j 0.00591228+0.00189789j 0.0172653-0.00277322j 0.0054449+9.88445e-06j -0.00129218-0.0170875j -0.00990331-0.00247648j -8.77518e-05+0.000143537j 0.00345632+0.00383378j 0.00219227-0.0221141j -0.0104755+0.00208615j 0.00220117+0.0106366j 0.00158627+0.000714366j 4.03912e-05+0.00506684j 
0.00292188+0.00407789j -0.00332177-0.00359654j 0.00205346+0.0060289j -0.00454568+0.000902629j 0.00796902+0.0161549j 0.0100305+0.00236783j -0.00527897-0.00626782j 0.00231863+0.00464319j 0.00656936-0.0031446j -0.000372766+0.00762643j -0.00401495+0.0178747j 0.00254071-0.00304878j 0.0143001+0.00913287j 0.0164101-0.00374787j 0.0104171+0.00143052j 0.000348234+0.00022541j -0.00718134+0.00868675j -0.0030407+0.010163j 0.012793-0.0039697j -0.00874987+0.0061474j 0.00720692-0.00143791j 0.00215467-0.0155253j 0.00421627-0.00431424j 0.010534-0.00480717j -0.00435029-0.000462569j 0.017183+0.00476491j -0.00916937+0.0150509j -0.00985966-0.00124982j 0.00437661-0.000273111j 0.00677991+0.0088566j 0.00690619+0.00372793j -0.00744524-0.00527501j -0.00417297+0.011706j 0.00538235+0.0168235j 0.00244833+0.00233046j -0.00474243-0.00106188j 0.00383606-0.00976796j -0.0122506-0.0145604j -0.00308693+0.00725556j -0.00650228-0.00157749j -0.00235837+0.0101344j -0.00131141-0.00696159j 0.015633+0.00986886j 0.0064427+0.00333726j -0.00107769-0.00670068j -0.00429058+0.00329678j 0.00106442+0.000102814j -0.00427063+0.00165503j -0.00126732+0.00683127j -0.0101177+0.0086735j 0.000915+0.00282651j -0.0019706+0.00503017j -0.0118609-0.00775883j 0.00256105+0.0110752j 0.00503376-0.00308955j -0.00713371-0.00540336j 0.0033181+0.0097154j -0.00981206-0.000551517j 0.00573716-0.00228764j -0.000123925+0.00834492j 0.00262352-0.00482963j -0.0058399+0.00664068j 0.00183357-0.00142685j 0.00469149+0.00492198j -0.00306287-0.00326549j -0.00237614+0.00102191j -0.00339536-0.000211235j -0.00227464+0.000885312j -0.00380353-0.00302368j 0.00381814-0.00205592j 0.00326008+0.00334106j -0.00178083-0.0043936j 
