-0.00828938+0.0119103j 0.00779058+0.0174291j -0.0076089-0.028166j 0.0214289+0.00639775j -0.0354691-0.0176904j -0.0224001+0.0136137j -0.023233-0.0235843j 0.0306756+0.00795839j -4.28527e-05+0.000354203j -0.00407134+0.00893352j -0.0130752+0.0279931j 0.00197272-0.0297715j 0.0030528-0.0151546j -0.0129346-0.000205068j -0.0060369-0.0118064j 0.00169322+0.00044147j 0.0230623-0.0005209j -0.0177619-0.0175564j -0.00835015-0.00292725j 0.0181025-0.0111533j -0.00788279-0.0111155j 0.00627483-0.00242969j 0.0111023+0.0012158j 0.00246751-0.0158472j 0.00260498-0.00759985j 0.00409701-0.00531123j 0.00492195-0.0046742j 0.00666775-0.00258621j 0.00773692-0.00103586j 0.0140088-0.00970528j 0.00150388+0.0203652j 0.0151266+0.00112842j -0.00533811-0.00745198j -0.00125647-0.0159931j -0.00709707+0.00990141j 0.0122546+0.00512456j 0.00167032+0.013568j -0.00555196+0.0233981j -0.0252816-0.0289365j -0.010645-0.00432671j 0.0180845-0.0140304j 0.0225498-0.00681267j 0.0181626-0.00308779j 0.0025824-0.0142517j 0.0264862-0.003846j -0.0277452-0.00658792j -0.0207375+0.00715358j -0.00934615-0.0313333j -0.00843084+7.6721e-05j -0.00117453-0.0287807j 0.0299208-0.00100573j -0.019043+0.0065396j -0.0198409-0.00839814j 0.00669003+0.0113244j 0.00446969+0.0008236j 0.00680656+0.043139j -0.00293781+0.00221459j -0.0195969-0.00904475j 0.00189941+0.00402319j -0.0151893-0.0248684j 0.0112214+0.00316363j 9.50551e-05-0.0144835j 0.0138563+0.0143778j 0.0173962-0.0150443j 0.012916-0.00695621j 0.0223436-0.0354925j -0.024829+0.0146337j -0.040495-0.0741284j -0.00279447-0.00734064j 0.0174799+0.0601808j 0.00731469-0.00407066j 0.00409656+0.0105459j 
0.0139099+0.006122j 0.00158191-0.0224119j 0.0369798-0.0211001j 0.0298049-0.000440045j 0.0598533+0.0294782j 0.0242228-0.00829633j 0.0329751-0.00612409j 0.0528918-0.0473687j -0.0042235-0.0451616j 0.00211224+0.00333662j 0.0342539+0.0888748j 0.0276088-0.0569434j 0.00849694+0.0578629j 0.0475433+0.0774267j 0.0242346-0.0939265j -0.00939384+0.0811075j -0.0652923+0.00326696j -0.00184337+0.000822245j -0.00419627-0.0460149j 0.0070414-0.0688484j -0.0621753-0.0260798j 0.0535929+0.0212668j 0.0397391-0.0490815j -0.00666001-0.0279559j 0.00973532+0.0318757j 0.0114541-0.0401574j -0.0650705+0.0343855j -0.0106252-0.0124888j -0.0741573-0.0667976j 0.0225595+0.0775592j 0.041096+0.0122642j -0.0189602+0.0417534j -0.00169909-0.0208143j -0.0171438+0.0490247j 0.0167933-0.0736398j -0.0352199+0.0218801j -0.0126934-0.0812144j -0.0793595-0.0179065j 0.0110628+0.0126342j -0.0309755+0.0287416j -0.00656036+0.00776575j 0.0216691+0.052486j 0.0137278+0.0175375j -0.0106261+0.0332844j -0.0773881-0.00160684j -0.00440896+0.0710431j -0.0337181+0.0262411j 0.0256336+0.00437282j -0.00749727-0.0115093j 0.0234712-0.0190838j -0.0177423+0.00442307j -0.0419582+0.032043j -0.00734402-0.0473509j -0.0145226+0.0694197j 0.0451334-0.00750365j 0.0164267+0.0501667j 0.0198786+0.0229435j -0.00792216-0.00917309j -0.0363346+0.0271526j -0.0263498+0.049532j 0.0562082-0.0753485j -0.0189243-0.0225446j -0.0452442+0.0521838j 0.0322862-0.0418657j -0.0386918-0.0241969j -0.0228647-0.0125531j -0.00862252+0.0176433j -0.0231016-0.0145558j -0.0101208+0.0193116j 0.0307919+0.0264543j 0.0060239+0.00750526j 0.0139069+0.0206209j 
-0.0051611+0.00898314j 0.00538516+0.0031338j -0.0101639+0.0133124j -0.00235099-0.0179869j 0.0486504+0.0137464j -0.0365543+0.0140339j -0.0208136-0.0348571j -0.0352725+0.00600596j 0.0226788+0.0333268j 0.016968-0.0186091j -0.0301226-0.0232489j -0.0113262+0.0676006j -0.0681687-0.0409632j -0.0416681-0.106257j -0.0515003+0.109767j 0.055338-0.045108j -0.0331345+0.00914378j -0.0481857+0.054188j 0.0348123-0.00395455j 0.00540091+0.00592875j 0.0115634-0.022475j -0.075203-0.0354495j -0.0768001+0.0246385j 0.0375309-0.015306j -0.0168498+0.0187264j 0.0469139+0.12121j 0.0365197-0.0399138j 0.041641+0.0328008j 0.147278+0.0855937j -0.00403008-0.0822478j -0.0254001-0.0142165j 0.00421047-0.112642j -0.00499955+0.0947025j 0.0964764-0.0634765j 0.0072183+0.0870109j 0.0217359+0.0302368j 0.0240869+0.101339j 0.0293873+0.127239j -0.025977-0.000234378j 0.117683-0.0974482j -0.0302951-0.00439613j 0.0127884-0.0484479j 0.0201138-0.07722j 0.0377377-0.109135j 0.0379465-0.0293813j 0.0553989-0.0564187j 0.010899-0.0393648j -0.069071-0.00784911j 0.0352337+0.0181126j -0.0557364+0.0433942j 0.0284332-0.0409952j 0.0155061-0.0268377j -0.0338548-0.0483222j -0.0216929-0.0192815j 0.0573892+0.0124877j -0.0404602-0.062j -0.00907626-0.0274859j -0.00131455+0.0563272j 0.00235592-0.00380226j 0.0222604-0.0473368j -0.00706617+0.0391582j -0.0335183-0.00637451j 0.0238449-0.0319822j 0.0441248+0.0500248j 0.0467564+0.0229484j 0.0179362-0.0310281j -0.0397984+0.0184441j -0.0103535-0.0528011j 0.0170497-0.0274816j -0.00931398+0.00528741j 0.0109166-0.0196931j 0.0157921+0.000286581j 
-0.00337672-0.00603206j -0.00883015+0.00546979j 0.014187-0.0244446j 0.0287161+0.0193343j -0.0456125-0.0489192j 0.0440881-0.0225224j -0.0409305+0.033297j 0.0320263-0.0141103j 0.0152426-0.0191889j -0.0402852-0.00156039j -0.0736803-0.0203516j 0.0450305+0.0274593j -0.0404937-0.0388544j -0.000415149-0.0380422j 0.125811-0.0351537j 0.0976973+0.016462j 0.0283985-0.0442037j 0.0153757-0.112649j 0.00075334-0.00112256j -0.0343565-0.00285067j -0.0258115+0.149252j -0.0837441-0.0312918j 0.0716282-0.0906643j 0.0300573-0.0492329j 0.00423902+0.0287192j -0.099975-0.103967j -0.013408+0.0318709j -0.119438-0.0190707j -0.102434+0.0447173j -0.0734896+0.038521j -0.0560971-0.0305905j 0.0063852+0.0259561j -0.0149874+0.000283748j 0.0319123-0.0466657j -0.0184741-0.0284899j -0.0272768-0.0485097j 0.00959534-0.0369636j 0.0506452+0.0454585j -0.120451+0.000266929j -0.0535201+0.116439j 0.0348237+0.0531413j 0.0252673-0.00183282j -0.116457-0.0295235j -0.0160525+0.0165218j -0.116908-0.0566129j -0.108671+0.000202395j -0.0209552+0.0417022j 0.0165992+0.00306033j 0.0118986-0.00850883j 0.012898+0.0399009j -0.0519348-0.0206654j 0.0144872+0.00107152j -0.0290493-0.000198693j -0.0715518-0.0304478j -0.0224349-0.023362j 0.0105584-0.0843289j 0.0233241+0.0390287j 0.0671405-0.00731841j -0.0485721+0.0576433j 0.0373226+0.037804j -0.00854674+0.00505679j -0.00334102-0.0446549j -0.0844058+0.0064172j 0.0132875+0.0278221j 0.0424191+0.0232792j 0.00252093+0.0458797j 0.04128+0.011296j 0.0706701-0.0411123j -0.00866649+0.0448582j -0.00483366-0.0126015j 0.0163531-0.0256241j 0.0168521-0.0123295j 
-9.644e-05-0.0111353j -0.00920561-0.00877602j 0.0280698-0.0101722j 0.0191371+0.0170243j 0.00885424-0.0132922j 0.0941424-0.00667025j -0.0192178+0.084798j -0.0103575-0.0571661j 0.0622111+0.022535j 0.0123043-0.054467j -0.0499661-0.0204082j 0.026254+0.071464j -0.0417954-0.0609208j 0.0694051-0.0975925j 0.0759749+0.020943j 0.138166-0.0192255j -0.0296432-0.051116j -0.0452902-0.0348763j 0.0860341-0.10706j -0.0492667-0.000181965j -0.0123225+0.0235996j -0.1716-0.0628155j 0.0184817+0.028808j 0.0108151-0.0159257j 0.0376654+0.116402j 0.0134444+0.052813j 0.0268397+0.13166j -0.11563+0.0324027j 0.0676341+0.0909903j -0.0100726+0.0220622j -0.0198388+0.0610022j -0.0413385-0.0669471j 0.00163682+0.102575j 0.142148-0.0852618j 0.0448251-0.0282977j -0.109257-0.0566856j -0.0170695+0.0830027j 0.0870492+0.10122j -0.097996-0.0702574j -0.0394149+0.0271501j 0.049699+0.10288j 0.0108575+0.00656132j 0.075053-0.0746716j 0.0348221-0.00127705j -0.0673352-0.120806j -0.0157837-0.044253j 0.0200797+0.0262286j 0.00444698+0.0316323j -0.00340109+0.0605893j 0.0241021+0.0298821j -0.0999997+0.000757173j 0.00771193-0.016209j -0.00679254-0.000205453j -0.0596887+0.0628803j 0.026443+0.0277227j -0.0137821-0.112119j -0.0060398-0.0138785j -0.0565436+0.0159071j 0.0120335-0.0307574j -0.0111611+0.0116765j -0.0020673-0.0284372j -0.0144499+0.0244893j -0.0334939-0.0248865j -0.00716795-0.0163806j -0.0264301-0.00764263j -0.0302076+0.0605356j 0.0713273+0.00958118j 0.0164631+0.0283229j 0.0018392-0.00553932j 0.0128956-0.0365345j -0.0174098+0.00937439j 0.0181805-0.00900617j 
0.00503495-0.0244774j -0.0180897+0.0016552j -0.0165319-0.00174994j 0.00165459+0.0117359j -0.106997+0.00453085j 0.0733438+0.0504046j -0.0722431+0.0828102j 0.0236189-0.0976505j 0.102295-0.0386477j -0.0300198-0.085287j -0.052641+0.010764j 0.0292534+0.0109065j -0.10032-0.0454433j 0.127527-0.0302421j 0.014431-0.0124918j 0.00830437+0.0404798j 0.0692603-0.0193388j 0.0519993-0.00989814j -0.0127969-0.152093j -0.0166486+0.0295406j 0.113115-0.00916878j -0.187991-0.057189j 0.116076+0.161802j 0.0304543+0.0481121j 0.0713138+0.0795026j 0.0172665+0.0453343j 0.0264425+0.169473j -0.216655+0.0810421j 0.10168+0.166136j 0.0971737-0.0299814j -0.0796356+0.0981826j -0.0642094+0.0994578j -0.0128465-0.0177064j 0.11546-0.0924275j 0.075494-0.164682j -0.0969765-0.0714171j -0.0440141+0.0409412j 0.087196+0.0485175j 0.0017642-0.13906j -0.176375+0.0726616j 0.106031+0.00682163j 0.0132221-0.114004j 0.0770386+0.0393956j 0.0245389+0.0499451j 0.0439354-0.0290511j 0.0689328-0.00439706j 0.00570784-0.0238886j -0.0547822-0.0821444j 0.0699114+0.0458501j 0.00314625-0.00613761j -0.00498579-0.0473239j 0.00608053-0.0571662j -0.0342343-0.0344855j -0.0144406+0.0371931j 0.0402338-0.00954117j 0.0159242+0.0234679j -0.0442562-0.0372674j -0.0212912+0.0411603j -0.0543575-0.0106671j -0.0872886+0.00960008j -0.00950063+0.0189482j -0.0220626-0.0205042j 0.0319776-0.000406601j 0.0156379+0.0229715j 0.00320537-0.0314957j 0.000981485+0.0337515j 0.052788+0.00900461j -0.023916-0.0603668j -0.000736609-0.00671396j -0.0113528+0.0294337j -0.00159151-0.00978146j -0.00634592+0.0134066j 
-0.0266373+0.00616721j 0.0026546+0.0293334j -0.0105966-0.00727799j -0.00650496-0.000154172j 0.000508152-0.112369j 0.116196-0.00851064j -0.0170644+0.0775744j -0.00426929+0.00253204j -0.0631954+0.0401472j 0.0284846+0.0350323j -0.0091765-0.00908459j 0.0534129+0.0645957j 0.225844-0.0912793j -0.000758158+0.07478j -0.101285-0.0333627j 0.00227499-0.0748117j 0.152807-0.200723j -0.0486266-0.0594956j -0.00811204+0.0130215j -0.0844442+0.172552j 0.213224+0.0459895j 0.127039+0.108212j 0.154821+0.163513j -0.259348+0.0665582j 0.0470172-0.00981186j 0.0567766-0.180792j 0.101615-0.150425j 0.120203-0.0850186j -0.0802514-0.098793j -0.12148+0.0642607j 0.0402366+0.111084j 0.0241061+0.00532262j -0.0488495+0.00509739j -0.120027-0.177909j 0.105699-0.0176985j -0.0488755-0.149903j -0.236935-0.00911121j -0.126682+0.0958678j -0.055873+0.014535j -0.0836489+0.109153j -0.0685728+0.136373j -0.0345533-0.0666518j 0.0150752+0.0357159j 0.179488+0.0941166j 0.000698517-0.0577948j -0.00262586+0.0294215j 0.160246+0.0280139j 0.0374705+0.00285046j -0.066335+0.0169716j 0.0982087-0.00606855j 0.0124352+0.0821117j 0.0243239+0.0294998j -0.0469321+0.036938j 0.0226033-0.00128067j -0.00452703-0.0296902j 0.0177817+0.0164121j -0.0363884-0.0389548j 0.0170417+0.000553341j 0.0535248+0.00854041j 0.00684391-0.00390388j -0.00190114+0.0541378j 0.0204528-0.0113179j 0.0350251-0.0283154j -0.0191682+0.00477017j 0.0370211-0.023327j 0.0340138+0.0236135j 0.01298-0.00544388j 0.00232784+0.004794j -0.0133993+0.0079238j 0.0152676+0.010807j -0.00884874+0.00033433j -0.0031324-0.00476424j 
-0.0119637-0.0120837j -0.0158548+0.0121511j -0.0471262-0.0121111j -0.00746108-0.0446957j -0.0685404-0.0744248j 0.000701675-0.00690765j 0.0102052-0.0115465j 0.0220714+0.0139122j -0.0595341-0.0248499j -0.0610746+0.0665115j -0.0257093-0.128192j -0.0408843+0.00957575j -0.106285-0.0728225j 0.00768702+0.0218862j -0.00560987+0.121299j -0.173355-0.0702476j 0.112657+0.0313723j 0.0712939-0.0306569j -0.134486+0.18164j 0.0100236+0.0704475j 0.17315+0.0561952j -0.0340294-0.0160617j -0.070434+0.11233j 0.00434574+0.066534j -0.0507136-0.15423j -0.106906+0.0376205j 0.125439-0.138769j -0.0170229+0.00370283j 0.0408616+0.0983245j -0.0435351-0.274092j -0.115454-0.0665124j 0.0863754+0.0918966j -0.00740052-0.0594395j -0.088129-0.0453691j -0.0382451+0.00513175j 0.0894141-0.0437575j 0.0745031+0.0569483j -0.0317608+0.0589876j 0.0721126+0.0120211j -0.0556106-0.00135228j -0.00674555-0.00477684j -0.0540808-0.0152768j -0.111719+0.0710551j -0.0984566-0.0156189j -0.0512767+0.0334345j 0.0300433-0.000582834j -0.0161343-0.0787829j 0.0429541+0.0730191j 0.0732779+0.0560136j -0.0641847-0.0949684j -0.0416997-0.0975086j -0.0207723-0.0263427j 0.0160279+0.00468252j -0.0312643+0.0348514j -0.0364564+0.0225908j 0.0411974+0.0276258j 0.00628748+0.0162781j -0.00200655-0.0351271j -0.0680804+0.0159389j -0.0115805+0.0102182j -0.0423554+0.0106771j 0.0707396-0.0281999j 0.0063494+0.0157855j -0.0432826-0.0457757j -0.0394274+0.0126539j -0.00186875+0.0120881j 0.00292777-0.0153432j 0.0111696-0.0058619j -0.0133226+0.0102536j -0.00886406-0.00129417j -0.00394227+0.00916122j 0.0043451-0.00238742j 
-0.00525316-0.0175557j -0.00302018+0.00393748j -0.030641+0.0250276j -0.0248005-0.0314387j -0.0194005-0.0228324j 0.0332213-0.0211639j 0.035673+0.0380112j -0.0123509+0.0177028j -0.0667036-0.004459j -0.00137186+0.04503j 0.0442866-0.0678683j -0.0494427+0.0233948j -0.0110511-0.0606499j 0.0325022+0.0517032j -0.0232222+0.0800415j -0.122407-0.05795j 0.0456955+0.00639489j 0.0196694-0.00945093j -0.0836459+0.110372j -0.0181728+0.01626j 0.114365+0.0295702j -0.0224947+0.0101319j -0.0724163+0.101953j -0.00922355+0.0531348j -0.0394043-0.111j -0.0407589+0.0392972j 0.0925933-0.116036j 0.0109462+0.000492084j 0.0296295+0.0639779j -0.0457337-0.173944j -0.0672442-0.0654451j 0.0337601+0.0553279j 0.017614-0.0246943j -0.0719798-0.0368897j -0.018825-0.016128j 0.03778-0.0289142j 0.0581482+0.0418989j -0.0531096+0.0597302j 0.0468985+0.0234964j -0.017191-0.0187738j -0.0374287+0.00888444j 0.0138831+0.0672332j -0.0327002+0.0184698j -0.0147114-0.0271381j -0.0474677-0.000806022j 0.0952191-0.00219137j 0.00159474-0.040808j 0.0327691-0.0108504j 0.0108766+0.0188979j -0.0450371+0.00619111j -0.0503321-0.0210128j -0.0321045-0.0150369j 0.0262091-0.0737363j -0.0238788+0.11181j 0.0448033-0.0450225j 0.00931834-0.0150332j -0.0293634+0.0895945j -0.0105653-0.0268841j -0.0631567+0.0345063j 0.019231+0.0069494j 0.0433401+0.013614j 0.0567749+0.0178378j -0.0605129-0.0351791j 0.018894-0.0583137j -0.00124463-0.0208577j -0.0418237-0.00591311j 0.04171+0.0129822j -0.0120951+0.0158508j 0.0432113-0.00525905j 0.00663306-0.0397748j 0.000148582+0.00444336j -0.0154387-0.00579828j 
0.0183144-0.0139833j -0.00461653-0.0227268j -0.0133669+0.0273951j -0.0257136-0.0190332j -0.0534213+0.0671689j 0.0147289+0.0212216j 0.0040108+0.0560148j -0.00114003-0.0437222j 0.0295566-0.0463646j -0.0222518-0.0212618j 0.0292381+0.0305848j 0.0466845-0.0833096j 0.0160022+0.0739125j 0.115478+0.160951j 0.0493025-0.128166j -0.093206+0.118071j 0.0177796+0.0284612j 0.163359-5.71482e-05j -0.0320243-0.0434209j 0.0142662-0.000714574j -0.014889+0.0125163j 0.0411965+0.0323631j 0.110858-0.014869j 0.0293599+0.0612728j 0.00993805-0.0407152j -0.0358558-0.126732j -0.0760999+0.119937j -0.118795+0.0409818j -0.121047-0.0444684j 0.0372857+0.0821238j -0.0140388+0.00556063j -0.051275+0.165138j 0.0498005-0.111677j -0.0384146+0.0967606j 0.0140128-0.151358j -0.0411861+0.00357297j 0.00204088-0.1319j 0.0127292-0.165354j 0.0613927+0.00954592j -0.137581+0.0912811j 0.0421704-0.0817535j -0.00920512-0.0799865j -0.0426648+0.104174j -0.0137343+0.123616j -0.0326791+0.0482407j 0.0459389+0.0491099j 0.0397465+0.0222157j -0.00533055-0.0696236j -0.000448278-0.0368052j -0.0595153+0.0262172j 0.0497028+0.0456753j 0.0248316-0.0289987j -0.0360031-0.0339742j -0.00315829-0.0535563j -0.0233431-0.0877297j -0.00154277+0.0918469j -0.0381143-0.0066907j 0.0749136-0.0210974j -0.07924+0.0678578j 0.0372961+0.00332334j 0.0724238-0.00301523j 0.020548-0.0162511j -0.0022723-0.00789887j 0.0133531-0.0191233j 0.0215232-0.0263924j 0.00541645-0.0343936j -0.0146878-0.000200585j 0.013873+0.0321426j 0.0447764-0.00520172j 0.00559231-0.0352913j 0.010159+0.0130772j -0.0177058-0.0134867j 
-0.00258674+0.00592855j 0.0117806-0.0012894j -0.0135097-0.00518248j 0.0084584+0.0156904j 0.00667182+0.0310276j 0.0571549-0.000243399j 0.0389442+0.0573335j -0.0384506+0.00394158j 0.0332919+0.0442953j 0.0627785-0.0270731j 0.0576059+0.0308249j -0.0807492-0.0427097j 0.0318551+0.0786862j -0.0745279+0.020543j -0.0765798+0.0317799j -0.063756-0.0151059j -0.120524+0.0284434j 0.0178013+0.108292j 0.0533635+0.00883086j 0.00946116-0.0901291j -0.0638568-0.109387j 0.0598128+0.00555412j -0.0331096+0.0172646j -0.0356873-0.0245322j -0.0466112+0.0177482j 0.0418203+0.0753664j -0.0463893+0.0174641j 0.0643677+0.0121124j 0.0720208-0.034558j 0.0543328+0.0955844j 0.135058+0.0395709j 9.87961e-05+0.0115241j 0.0678514+0.0169196j 0.0324681+0.077964j 0.0463793-0.0484041j 0.0155416-0.00330062j -0.0258589-0.0429029j -0.0350292-0.130848j 0.0537851+0.0539866j 0.0958328-0.0938343j -0.112825-0.0704238j 0.0158143-0.00954994j 0.0492833-0.0118706j 0.096882-0.0420752j 0.0816463+0.0763764j 0.138323-0.0206557j 0.0182614+0.0153298j -0.0221333-0.0176147j -0.0663574-0.0230281j -0.0253714+0.0254606j -0.0266671+0.0377838j 0.0422839-0.0169401j -0.00272578+0.0177301j 0.0103923+0.0446237j -0.0165339-0.0762459j -0.0141588-0.0773098j -0.0450295+0.0718641j 0.0130105+0.0313975j -0.028761-0.0153766j 0.0211248-0.0216552j -0.0272267+0.0962863j 0.11396-0.0210436j -0.0264007-0.0239897j 0.0383553-0.0313396j -0.030185+0.0102824j -0.00541417+0.0203078j 0.026995+0.00472026j 0.0867519-0.0168694j 0.00530408+0.0216814j -0.00788641-0.0253445j -0.034999-0.0188014j -0.00378133-0.0139529j 
0.00864508+0.0190928j 0.0141529-0.0125815j -0.0104732+0.00359144j -0.0219295-0.0316319j 0.0740656+0.0173393j -0.00482499+0.0309846j 0.00577929+0.0174468j -0.0290229-0.0481682j 0.0152793+0.0219528j 0.0313295-0.0471355j 0.0481975+0.0108245j 0.0181243-0.0103034j 0.0134882+0.0135271j 0.0819828+0.0101651j -0.118822+0.0228407j -0.0562938-0.0126402j -0.0175715+0.0295152j 0.00477714+0.0938973j 0.0236379-0.07122j 0.0258298+0.0367383j 0.0957346-0.144726j 0.009774+0.0375773j -0.012484+0.148567j -0.0484321+0.0689933j 0.0358042+0.0306605j 0.113399+0.104193j 0.0115433+0.0364655j 0.0250353+0.0639619j 0.147559+0.021947j 0.0673868-0.0176617j 0.0012689+0.0831668j -0.034686-0.0108338j 0.00167466+0.00792372j 0.0275869-0.0375403j 0.0633851-0.019567j -0.0373936-0.00752109j -0.0363505+0.0612313j -0.0315188+0.0160582j 0.0705857-0.0328362j -0.013744-0.074815j -0.0153148-0.0174208j -0.0182226-0.0772504j 0.136946+0.0102429j 0.0312055+0.00738873j 0.0734525-0.0197797j 0.107901+0.0150783j 0.0740718-0.0728948j -0.0437248-0.0682842j 0.0162158-0.0186459j -0.0265757+0.00715887j 0.0155249+0.000903784j -0.0114089-0.0327762j -0.0090604-0.0475554j 0.00447187+0.0768443j 0.0858122+0.0208454j 0.00602366+0.0713757j -0.00372125-0.0521042j -0.0398471+0.0353235j -0.00616664-0.0219396j -0.023438+0.0134279j 0.0434341-0.032559j -0.00243734+0.0108091j 0.0892917-0.00683824j 0.0124615-0.0395389j -0.0418635-0.0168779j 0.0018951-0.0566256j -0.0600426-0.0226884j -0.0302836+0.00577958j 0.00397605-0.0304816j -0.0143829-0.000339605j 0.00217465+0.00372614j -0.0170449-0.00387446j 
-0.0295492+0.0148091j 0.0128142+0.0371632j 0.00822543-0.0535758j 0.033232+0.0271721j -0.045654-0.0633181j 0.0149059-0.0434165j -0.00412348+0.0308904j -0.0770597+0.0377564j -0.0184614+0.106933j 0.0310486+0.0132057j -0.0197581-0.0815718j 0.0248179-0.0316713j 0.122284-0.0449522j 0.0160114-0.0267557j 0.0872085-0.0106875j 0.0537271-0.0339079j -0.0163387-0.0148384j 0.00460699-0.0659801j 0.0627297+0.0108296j 0.0147737-0.024168j -0.0939512+0.0060321j -0.0291506-0.0246807j -0.0796312-0.0442918j 0.00381692-0.0298587j -0.00574959-0.00987187j -0.033005+0.00420667j 0.00819977+0.107585j -0.023837+0.037796j -0.00623592-0.0320097j -0.0477674+0.0317404j -0.00115471-0.0053832j 0.0110814-0.0658815j 0.100081-0.00410033j 0.0534696+0.0432564j -0.0636227+0.124822j 0.00184369-0.024214j 0.04713+0.0820104j 0.132074-0.0751399j -0.0625746-0.0425006j -0.000187516+0.0195934j 0.0567654+0.0398829j -0.0310484+0.0227434j 0.0655045-0.0604518j -0.0213516-0.00192308j -0.0302316-0.0744421j -0.146275-0.0476891j 0.0577585+0.112189j 0.000558577-0.0136814j -0.0856854+0.0137534j -0.0103296+0.0137613j -0.0695713+0.116686j -0.00411184+0.0376335j 0.0231654+0.141635j -0.0346688+0.00514616j -0.118469+0.043402j 0.024043-0.0772715j -0.0242709+0.0379734j -0.0807578-0.10803j 0.0298751-0.0708904j 0.0685179-0.00322531j 0.024341+0.0374254j 0.188042+0.0405952j 0.00707092-0.0361722j -0.0477268-0.156163j -0.0448929-0.0188068j 0.00286912-0.0257172j -0.00154001-0.0262415j -0.0262387+0.0798703j 0.0228479-0.00639739j 0.00874715-0.0529752j -0.0156695+0.0283155j -0.0286301-0.0270226j 
0.00724551-0.0127524j -0.00140732-0.00581197j 0.0128784+0.0603398j -0.0490738+0.0118101j -0.0298375+0.0335266j 0.026984-0.0128184j 0.0348997+0.0111675j 0.00195984+0.0162443j -0.00688845-0.0318424j 0.0340254+0.000440214j 0.0565806+0.0840946j -0.0822676+0.0301698j 0.0330782+0.0192054j -0.050897+0.0205486j -0.0274178-0.000134864j 0.0127267+0.00185683j -0.0284502-0.0281368j -0.0664732-0.0010993j -0.0332532+0.000543631j -0.0603876-0.0755933j -0.0192599+0.073281j -0.00691162-0.0169265j 0.0226881-0.0417846j 0.0235545-0.0551287j -0.0433462-0.00329274j 0.0090313-0.017089j -0.00755094-0.122306j 0.0392998-0.0234814j -0.0595178+0.0281847j -0.0494048+0.0589845j 0.0122416-0.0650722j -0.035064+0.0160716j -0.0327647+0.0289319j -0.0413739-0.0520291j -0.0261358-0.0738005j 0.00504975+0.000533572j 0.0250133-0.047529j -0.0685426+0.06726j -0.0536518+0.0468305j 0.0766189-0.0439194j -0.0816763-0.0290015j 0.142094+0.133642j -0.0446929-0.0369006j 0.119298-0.0736469j 0.0322108+0.0157056j 0.0863433+0.0209817j -0.074537+0.010933j -0.0118614-0.129049j -0.020925-0.0517161j 0.00689911+0.130449j 0.0306236+0.00776096j 0.0346907-0.0153999j 0.0365943-0.166689j 0.0455895+0.0494614j 0.0661606-0.133481j -0.0315112-0.0720224j -0.0668795+0.126101j 0.0534005+0.0526592j -0.0691053+0.0290015j 0.0210422-0.0561865j 0.0643115+0.0450961j -0.0781087-0.0064321j -0.138062-0.0455129j 0.136247+0.077943j 0.111334-0.0348382j -0.0312308+0.0514289j 0.0946794+0.090968j -0.0312679-0.0710005j 0.0543417-0.00142343j 0.0137759-0.0198318j 0.0312789-0.00768242j 0.00943627+0.0278797j 
0.00788916-0.0271385j -0.0260614-0.00663604j 0.00720261+0.00249399j -0.00335518+0.0171175j -0.0414257+0.0214259j -0.0175398+0.0221408j -0.0151683-0.01917j 0.0576535+0.00901338j 0.0650038-0.0630864j -0.0355035-0.0133351j -0.059194+0.0319291j -0.0714664+0.015869j -0.125439+0.0626094j -0.129735-0.0873582j 0.00717559+0.0410443j 0.01323-0.0135669j 0.00258011+0.0201395j -0.00509544+0.039854j 0.00219631+0.0486283j -0.0139954-0.000258526j -0.0197547+0.00220152j 0.0167319-0.0261207j 0.0335119-0.0494099j 0.0160332-0.021258j 0.00174652+0.0735879j -0.0337347-0.00334001j -0.000412482-0.000357289j 0.0190775-0.0868605j -0.0124779-0.019706j 0.0606172+0.00969569j 0.0804692+0.031993j 0.0196778+0.0281537j -0.0757418-0.000262579j -0.0068557+0.0582046j -0.00636766-0.0516717j 0.0387946+0.0054189j -0.0572411-0.0797708j 0.00572962-0.0592846j 0.0879396+0.0117832j 0.00458366+0.0102153j -0.0115488-0.0537097j -0.0115796-0.0201095j -0.0768254+0.0346602j -0.033079-0.00602265j 0.0724073+0.145765j 0.00949703-0.032002j -0.107936-0.0479791j 0.0222348+0.190024j 0.0852013+0.0675997j 0.119574-0.113173j 0.0322015-0.0886448j 0.0346862+0.0300074j 0.0172823+0.119528j 0.0781229-0.0933218j -0.126458+0.0364515j 0.00168314-0.0327151j 0.0601402-0.0573239j 0.0520815+0.0660802j 0.0862291-0.0575025j -0.135277+0.0472867j -0.178355+0.0509031j -0.0380395-0.0131021j 0.00884295+0.0700309j -0.0717682+0.136328j 0.0276386+0.0333177j 0.00287511+0.0995601j 0.0709289-0.0176765j 0.0647977-0.00142979j -0.0779051+0.0141701j -0.0179671+0.0636505j -0.0144561-0.0181911j 0.0102466-0.0247126j 
