-0.00705191+0.000354331j -0.00363889-0.0100992j -0.00184624-0.00468647j 0.0119446+0.00340764j 0.019608-0.00917169j 0.000669225-0.015183j 0.0103073+0.00214237j -0.0177255-0.000625126j -0.00865674+0.00456732j 0.00265217+0.013794j -0.00163368+0.00207214j -0.0100531-0.0126326j 0.015572+0.0160787j -0.00636073-0.00747819j 0.00238436-0.00177208j 0.00729237+0.00336346j 0.00655648-0.0119773j -0.0105656+0.00437529j 0.00977659-0.0098556j -0.0186969+0.00540565j 0.012229+0.000232858j 0.00299936+0.00159366j -0.00954361+0.0107833j -0.00525204-0.000846877j -0.00211097+0.00692506j -0.0085677-0.0175414j -0.0167148-0.00994149j -0.0079798-0.00556282j 0.0146987-0.00694896j -0.0117718+2.39371e-05j -0.00511536+0.0223997j 0.00524661-0.00325248j 0.00159396-0.0136649j -0.0144691-0.00158486j -0.00406367+0.00020325j -0.0154428-0.0113247j -0.0207486-0.00356277j 0.00306918-0.00964573j -0.00231216-0.011723j -0.00805296+0.00730242j 0.000928493-0.0228254j 0.0067732+0.00825321j -0.00759344-0.0157827j 0.00063612-0.00322622j -0.00366502-0.00132847j 0.00833522+0.0105792j 0.00146328+0.00323111j -0.00988978+0.00540195j -0.0213487+0.00642419j 0.0110676-0.0213221j -0.0212154+0.0202225j -0.0261578-0.044344j 0.0123335-0.00238775j 0.00778735+0.0315258j -0.00646508-0.00321027j -0.00152501+0.00126823j 
0.00124348-0.000431214j -0.00372877+0.00432638j -0.0026679+0.00761132j -0.00641595-0.000448957j 0.0039181-0.0115596j 0.00297803-0.00826076j -0.0113994-0.0221388j -0.00876943+0.00262319j 0.00285366+0.00277894j 0.0085126+0.00251364j 0.00412835-0.00834672j 0.00792214+0.00220258j -0.0141504-0.00276195j 0.000585422-0.00466596j 0.000343054-0.000791082j -0.0299032-0.00378427j 0.0140483+6.6603e-06j -0.00498877+0.00237942j 0.00598008+0.00602465j 0.0109077+0.00759663j 0.0147042+0.0063213j -0.0105379+0.00309679j -0.00458305+0.012015j 0.00540611+0.0164772j 0.00273269-0.0059398j 0.000128582-0.00689122j -0.000107272-0.00672058j 0.00256215+0.00362314j 0.00197116+0.000889068j 0.00557555+0.00944673j -0.00613479-0.001132j -0.00732597+0.013857j 0.00565878-0.0192462j -0.0118527-0.00725516j 0.0077616-0.00675541j -0.00104871+0.00478488j 0.00505451+0.00510967j -0.00934373+0.0101208j 0.00718435+0.0199339j 0.0152939-0.0202825j 0.0052969-0.00386521j -0.00399878-0.00815655j 0.00623361+0.0233606j 0.0180208-0.00626523j 0.0164301-0.00352001j -0.00597034+0.0084067j 0.00318156-0.00408461j -0.0169479-0.0143269j -0.00881351-0.00998555j -0.0162144+0.00935404j -0.00382213+0.00736456j -0.0110388+0.00782295j 0.00472612-0.0045633j -0.000837615-0.00611418j 0.00422099+0.00620505j 0.00314653-0.00127406j 
0.0014699+0.00107228j 0.00194486-0.00383624j -0.00912462+0.00321773j -0.00138708+0.00526533j -0.00309469+0.00669252j 0.026247-0.00585102j 0.00135665+0.000742808j 0.00626952+0.0043182j 0.00283955+0.00152228j -0.0159901-0.0085904j -0.00343639+0.00874557j 0.00261263-0.0111758j -6.98967e-05-0.0014222j -0.00601936+0.0155266j 0.0203624-0.0053047j -0.0105378+0.0140348j -0.00106521+0.0273387j -0.0093246-0.00882684j 0.01724+0.0121438j -0.0060271-0.0116708j -0.0119859+0.0014804j 0.0151833-0.0116358j -0.0174602+0.026335j -0.00628285-0.00493049j -0.028649+0.00575359j -0.0049732+0.0030486j -0.0171015+0.027714j -0.00617452+0.00110543j -0.00547218-0.00218744j -0.0219841-0.00258091j 0.00777957+0.0123839j -0.0132366-0.0104406j -0.00390084+0.0212509j 0.0093219+0.00328034j -0.0150174+0.00240523j -0.0112559-0.0196543j -0.00177659-0.00517778j 0.00603761-0.00560615j -0.00676337-0.00996623j 0.0157047-0.00155274j 0.00426136+0.0151739j -0.0136034-0.00784863j -0.00267481-0.0215385j -0.0104428+0.00383416j -0.013348+0.00870827j 0.0269158-0.0186959j 0.0123304+0.00117635j 0.00368178+0.0073133j 0.00522224+0.0146146j 0.0196352-0.00155661j -0.0146387-0.00991246j -0.000674212-0.00638428j -0.000547362+0.0016643j 0.00174842+0.00133632j -0.00103533+0.000719649j 0.00143064-0.00120085j 
0.00173219-0.00288405j -0.00266465+0.00262606j 0.00394755+0.00817604j -0.000922589-0.00230731j 0.00205279-0.00603092j -0.0197262-0.000261239j -0.00318069-0.0109829j -0.0079416-0.00221464j -0.0091516-0.00145432j 0.00260902-0.00584117j -0.0054877-0.00631368j -0.0192116+0.0142531j 0.00905287+0.000498417j 0.00428361-0.00924465j -0.0238308+0.00350242j 0.00431418-0.0113939j -0.00896593+0.00641727j 0.00171788+0.0122936j 0.00275478+0.00576124j -0.00370015-0.00613499j 0.00751809-0.00561738j -0.032688+0.0131017j -0.0073577-0.0113808j 0.0122704+0.00402343j 0.0131905+0.00186574j -0.00488066+0.0129578j 0.00274959-0.0115977j 0.0131202-0.0093392j -0.00368281-0.0126355j -0.0105367+0.00776438j -0.0270524-0.00974997j 0.0104441-0.0191597j -0.00494468-0.00332791j 0.00620763-0.00818941j 0.0196828+0.00890229j -0.00757598+0.0230829j -0.00589175+0.000948326j -0.000195586-0.00501578j 0.00980583+0.00902798j -0.00500234+0.00729625j -0.015714-0.00116255j 0.00241572+0.0030927j 0.000721545+0.00245284j 0.00895234-0.0037139j 0.00313577+0.00576913j -0.0105022+0.000322453j -0.0142121-0.0164215j 0.0126981-0.00997001j 0.00620606-0.00825802j -0.00209243+0.00938096j 0.0224631+0.0120762j 0.00189854-0.00753671j -0.00450348+0.00145187j 0.00192869+0.00613415j 0.00125986+0.00180373j -4.05735e-05+0.000816206j 
0.000837387-0.00310424j 0.00449897-0.000589881j -0.00970986+0.0017508j 0.00350061+0.00241782j 0.0122538+0.00903878j 0.0195145-0.0113195j 0.000671214-0.00096418j 0.00836865-0.00851301j 2.60327e-05-0.00563991j -0.0323678+0.00442245j -0.00634965-0.0239113j 0.00728595+0.0176669j 0.00596965-0.000306721j -0.00040244+0.0012586j -0.00506746-0.00703857j 0.00520933-0.00690247j 0.0228147+0.00602384j -0.0120714+0.0125913j 0.0100746-0.0140716j -0.00695982-0.00529779j -0.00794906+0.00243117j -0.00196452-0.014552j -0.0113375-0.0109934j 0.000559539+0.00878197j -0.0037799-0.00379458j -0.00826425+0.00958458j 0.00335936+0.0147325j -0.00511538-0.00909918j 0.0208689-0.0199007j -0.0114497+0.00610237j 0.0221343+0.00405795j -0.00141893-0.0174993j -0.0215026+0.0116827j -0.000854367-0.00628146j -0.011942+0.00318573j -0.000453633-0.0243777j -0.00494116+0.00200634j 0.00804843+0.00668262j -0.00634602+0.00395977j 0.0114461-0.00871514j -0.000930451+0.0149338j -0.015176+0.00154038j -0.000585071-0.00176586j -0.0120099+0.00659326j 0.00394378+0.00163135j 0.00649114-0.00493966j 0.00044221+0.0028946j 0.00528023-0.00339777j 0.000755012-0.00304486j 0.00199964+0.0020917j -0.0217438-0.0124765j 0.0109576-0.0035173j -0.0021901+0.00131842j -0.0082783-0.0042063j 0.000610671-0.00163007j 0.000296605-0.00441018j 
0.002609+0.00132774j 0.00129144-0.00476333j 0.00695646-0.0068117j -0.0102543+0.00521151j 0.00553792+0.0230817j 0.0138945-0.00198762j 0.00152984-0.0134874j -0.0183345+0.000339742j -0.0252098-0.00219196j -0.00158253-0.00136093j -0.00331795-0.00171165j -0.0180703-0.00591797j 0.00502863+0.012883j 0.0156402-0.00993615j -0.00211458-0.0119452j 0.0192418+0.0205854j -0.0181859-0.00834513j 0.00467987+0.00196763j 0.0148046+0.00901474j -0.0204252-0.00394028j 0.0176215+0.0155436j -0.0129974+0.00683064j 0.00771477+0.00496667j 0.0167039-0.0126535j -0.00950136+0.00815939j -0.00252357-0.00452457j -0.00622422+0.0124886j -0.0236175+0.00506512j -0.0113075-0.0311829j -0.00361798+0.00186187j -0.0063825+0.0195911j -0.00374883-0.0124635j 0.00244137-0.016761j 0.00272764-0.00715722j 0.00244352+0.0149544j -0.0108941-0.00939885j -0.00325845-0.0136385j 0.0135287-0.0202231j -0.00796262-0.0188636j 0.00196059+0.0130772j -0.0137817+0.00353702j 0.00824963+0.00711491j -0.0019214-0.0225362j -0.00462374-0.00945136j -0.00369806-0.00400188j 0.00484748-0.00776845j -0.00075024-0.00626725j 0.00741114+0.00221538j -0.00213714+0.00495741j 0.0171131-0.00586633j 0.012928+0.00590189j 0.0144583-0.0244255j -0.00820005+0.00543543j -0.00235157+0.0170149j 0.00226685+0.00224114j -0.00089557-0.0091199j 
-0.000511942-0.00214377j 0.0037505-0.00280727j 0.000256944-0.000995625j 0.00295772+0.00279379j 0.00167996+0.0106753j 0.00710946-0.000366143j 0.008663+0.00717015j 0.00722071-0.00423243j -0.00271105-0.000953129j -0.012346-0.0156151j 0.0046589-0.011782j -0.00435843+0.00128259j 0.00212943+0.00772045j -0.00474476-0.00532397j -0.00882185-0.0151931j 0.00988209-0.00854595j 0.00961605-0.00313692j 0.00374605+0.00574078j -0.000238613-0.000194259j -0.00608783-0.0103277j -0.000191793-0.00409913j -0.00598719+0.016659j -0.00410142-0.00455933j 0.0062052+0.00646229j 0.00990064-0.0112139j 0.00615697+0.000923053j 0.0075302+0.00564788j 0.0121752+0.00256223j -0.00819901-0.0168817j 0.00172278-0.00657715j 0.00643842+0.0126165j -0.0054142-0.0203904j 0.00254+0.00236952j 0.00799334-0.00207817j 0.00659323+0.00220352j 0.000574365-0.00324489j 0.0044422+0.00162684j 0.00822857+0.00388655j -0.00298207+0.00684731j 0.00545772-0.00369461j -0.00270964+0.00463819j -0.00212857+0.00916655j -0.0091773+0.00338059j -0.0077505+0.000884859j -0.00107447+0.00487658j -0.00758527+0.0042467j -0.00723443-0.000590199j 0.00961078+0.00322644j 0.00630497-0.000862937j 0.00136772+0.00255448j -0.00199029-0.00727761j 0.0128318-0.0015837j -0.00803724+0.00231626j -0.00249687+0.000106428j -0.00138727-0.00545715j -0.00199716-0.00131723j 
0.00189942+0.00522975j 0.000324936+0.000598554j -0.00505145-0.00629908j -0.00806769+0.00482894j -0.00561145+0.00118105j -0.00190534+0.00295159j -0.00319196+0.00268217j 0.00793995+0.00180789j 0.00617812+0.00537534j 0.00502781-0.00487689j 0.00686403+0.0135092j -0.0116094-0.0153135j -0.00290346+0.00386463j 0.013762+0.00611679j 0.00161928+0.0044687j 0.0115656+0.00126899j -0.0171129+0.00875076j -0.00305604-0.0199005j -0.0148997+0.00859201j -0.00224774-0.016981j -0.00527603-0.018006j -0.00172789+8.56406e-05j 0.00429206-0.00584903j 0.00322161-0.00182505j -0.00439158+0.000594314j -0.00683294+0.00802615j 0.0198413+0.00768132j -0.0173602-0.013488j -0.0208187+0.00886197j 0.00456574+0.0145971j 0.00192711-0.00721824j -0.00170271-0.0103497j 0.0114548+0.00707611j 0.0035436-0.0038311j -0.00597976+0.0146305j 0.00813923+0.0176734j -0.0104418-0.00541963j -0.00168083-0.0102459j -0.0145186-0.0044362j 0.0101556+0.00488213j 0.00374397+0.0129047j -0.00992164+0.000855144j 0.0159767-0.0114935j 0.00492638-0.00267027j 0.0131932+0.00195809j 0.0120129+0.00263293j -0.0101904-0.00434621j 0.0112165+0.00124456j 0.0138523-0.00627442j 0.0078439+0.00479274j 0.00682611-0.00102969j 0.0138422+0.00129919j -0.00190768+0.00300475j 0.00197521-0.00431962j 0.000584033-0.00205995j 0.000392793+0.00167822j 
-0.000855361+0.000967647j 0.00379235-0.00635918j -0.00894875-0.00975419j 0.00672864+0.00546157j 0.011364+0.0209074j 0.015662-0.00768772j 0.0030539+0.0166855j 0.0132293-0.00449953j -0.00273217-0.00797267j -0.00957564-0.00823544j 0.0104942+0.0093923j -0.00291055-0.0125512j -0.00655441+0.0134509j -0.0111853+0.00728803j 0.0119955-0.000952651j -0.00236576-0.00301914j -0.00666051+0.00658639j -0.00605008-0.0113501j -0.00247329-0.0119733j 0.0141611-0.0024512j -0.00378135+0.00226682j 0.0161168+0.0103841j -0.0132818+0.0288955j 0.0104221+0.00294427j -0.000120604+0.00669683j -0.00232712-0.00543816j -0.0120797+0.00828223j -0.00849542-0.00479834j 0.0113756-0.00285413j 0.0136559-0.00765054j -0.00509947+0.0179124j -0.00495541-0.0160586j -0.00191296+0.0044197j -0.00395276+0.000157338j -0.00270097+0.00893281j 0.00287051-0.00223834j -0.00562837+0.00429188j -0.00234758+0.00619225j 0.0178333+0.00608311j -0.00278774+0.00563253j -0.00158169-0.00541398j -0.00866896-0.0146453j -0.0143552+0.00802255j -0.00456065+0.00842599j -0.00677448+0.0164894j -0.0101663-0.00272979j 0.000440214+0.00489243j -0.00429116-0.00078534j 0.00440018+0.00484139j 0.00200831+0.00123193j -0.00546053-0.00694002j -0.00178708-0.00395114j -0.0101177-0.0020746j 0.0027646+0.00602529j -0.000747423-0.00383558j 0.000676551-0.00217311j 
-0.00447341+0.0023923j 0.00180822-0.00230206j 0.00458551-0.0117257j 0.00640657+0.00535674j 0.000800344+0.0213556j 0.00138141+0.0141641j 0.00360728+0.00897297j 0.000312257-0.00449552j -0.00979796-0.00637934j -0.00279643-0.00486767j 0.00429246+0.0100046j -0.00884296+0.0062021j 0.0186089+0.00183807j 0.0011669-0.00839035j -0.00595398+0.00200552j 0.0147411-0.00269038j -0.00438922-0.0147983j 0.00263851+0.00626566j 0.00827509-0.0060671j -0.0105065-0.0107118j 0.000498135+0.0069592j -0.0108205+0.0130564j 0.00600018-0.0112839j 0.000797379-0.00319747j 0.0035337+0.00866442j 0.00236406-3.76217e-06j 0.00587413-0.0124439j -0.0067374-0.00746102j 0.00051071-0.0211228j 0.0122658-0.00453678j 0.0162304-0.0158779j 0.00796184-0.0134539j 0.00485532+0.00470807j -0.00478849-0.008293j -0.00690955+0.0122837j 0.0145198-0.00152805j -0.0183219+0.00113924j 6.11838e-06-0.00141663j -0.00780281+0.0192846j 0.00180159+0.00785555j -0.00860076-0.00712983j 0.00772718+0.00248336j -0.0146682-0.00922447j -0.00927484+0.0156324j -0.00270728-0.00728579j -0.00658363+0.00772452j -0.0243509+0.0181446j 0.0259002+0.00656962j 0.0182679-0.00571979j 0.00501817-0.00704563j 0.00592566+0.000332531j 0.0174546-0.0108161j -0.0121042+0.00380384j -0.000676318+0.00538602j 0.000813336-0.00559709j -0.00164562+0.000610467j 
0.00404922+0.000266649j 0.00430341+0.00415468j -0.00652881-0.00360443j -0.00778289-0.00256489j 0.000772796-0.00536678j 0.000801612-0.00172923j 0.00436629+0.00497943j 0.0122444-0.00851433j 0.00961216-0.00111375j -0.0132516+0.00831385j -0.0201256-0.0115371j 0.0154979+0.0156348j -0.000200855-0.0153508j -0.00793669+0.00788286j -0.00511153+0.00862791j 0.00719889-0.00682434j -0.00565171+0.00646429j 0.00217343+0.00987844j -0.0102978-0.012807j 0.00299321+0.00508784j -0.0108559-0.0030723j 0.00647189-0.000297638j -0.00452411-0.00430514j 0.00469202+0.00700603j -0.000574511-0.00300162j -0.00899543+0.0107676j 0.00499619+0.00496197j -0.00392308+0.000329827j 0.00789941+0.00206152j -0.0157371+0.000790555j -0.00338062+0.000784978j 0.000545637+0.00823721j -0.0162233+0.00486849j 0.0140919+0.00600835j 0.000408111-0.00120405j -0.00423138-0.00789907j 0.0018821+0.00716129j -0.00453467+0.00186166j -0.00271113-0.00709953j 0.000292705-0.00627143j 0.00770019+0.0146038j -0.00889108+4.32467e-05j 0.010975+0.000682915j 0.0087665+0.00813469j 0.00316462+0.00805798j -0.0017602-0.00187421j 0.00345252-0.00749296j -0.00405537-0.00822282j -0.00513856-0.00350233j -0.00172889+0.00519975j -0.00125041-0.0081889j 0.00342074+0.00911835j 0.00396513-0.000347504j -0.00437025-0.00727375j 0.000686213-0.0022672j -0.000522809-0.000731598j 
0.00128567+0.0050052j 0.00334975+0.00705343j 0.00275528-0.0100413j -0.00844396-0.013547j -0.0024058-0.0121227j -0.00857695-0.00387129j -0.0049045+0.0112303j 0.00387556+0.00854271j 0.00219116+0.00750032j -0.00808868+0.0169587j -0.00799444+0.00183941j 0.00383852-0.00388821j -0.00365518+0.0129136j 0.0152227-0.00621329j 0.00423789+0.0129627j 0.00388914-0.00350289j -0.000308089-0.00546865j 3.31333e-05+0.0125515j -0.0166208-0.0216677j 0.00386179-0.00743908j -0.00952166+0.00195837j 0.0116059-0.00543361j -0.010266+0.00908213j -0.00280079+0.00747886j -0.000915173+0.0072224j -0.00160508+0.00790879j 0.0119836+0.0014765j -0.00487415-0.0126133j 0.00503593+0.00635826j -0.00705704+0.0236153j -0.00416306+0.00207664j -0.0050046-0.0204589j 0.012911+0.00221979j -0.004605+0.00514093j 0.00479097-0.0116776j -0.00180586-0.0124096j -0.0141319+0.0186956j 0.0122967-0.00520482j -0.00671197-0.00611685j 0.0116277+0.0129917j 0.000761142-0.00385814j -0.0030876-0.0170856j -0.00160705+0.00225517j -0.00314305+0.010831j 0.00213417+0.0123106j 0.0107113-0.00122771j 0.00442103+0.00606749j -0.00582176-0.0119315j 0.00316521+0.00161857j -0.00379981-0.00239511j -0.0127863+0.00161665j -0.0175956-0.0117161j -2.93637e-05-0.00605554j 0.00193063+0.00747394j 0.00465617-0.000164182j 0.000747212+0.000189363j 
-0.00171078+0.00385459j -0.00275037-0.00338358j -0.00350417-0.00735966j 0.00200222+0.00410598j -0.00542722+0.0131303j 0.00294135-0.00536877j 0.00053153+0.009694j 0.00314555+0.0120125j 0.000687508-0.000885132j 0.00914064-0.0080568j -0.00586671-0.0157399j 0.00453076-0.0025762j 0.00126094+0.00474909j -0.00126545-0.0181766j 0.00914279+0.00117623j -0.00516216+0.00519241j 0.00317577-0.00120539j 0.000734456+0.00187341j 0.00228262+0.00375343j 0.0123902+0.00434188j -0.00956579+0.00731794j 0.00401203-0.00500919j -0.0100634+0.00791073j -0.0102266+0.0122916j 0.00793605-0.000255101j 0.000576536-0.0015041j -0.00200095-0.0100524j 0.0121555+0.0166548j -0.00057834+0.00567241j -0.00522777-0.0179741j 0.00918894-0.00187684j 0.00453987-0.00504016j -0.00804658-0.00741357j 0.0198707+0.00449873j 0.00586456-0.00229244j -0.0127451+0.00452849j 0.0148887-0.00619265j -0.00983562-0.00903984j -0.0119625-0.00965622j 0.00820907-0.00143054j -0.0014837-0.00912997j 0.0202313+0.0165658j -0.00014176+0.00145556j -0.0063866+0.0115033j -0.0118382-0.00141933j 0.00254446+0.0053816j 0.0102895+0.0116173j -0.00087595+0.00621529j 0.00153334-0.000630494j -0.00213032-0.00627663j 0.00118247-0.000514733j 0.000259728+0.00336149j -0.00151047-0.00132361j -0.00101215-0.00197268j -0.000387696-0.00025571j 0.00251088+0.00106681j 
0.000862606+0.00237459j 0.00068646-0.00118247j 0.00458481-0.0061642j 0.0023435+0.00698958j 0.00550754+0.0131274j 0.00263269+0.0114656j 0.0147063+0.0130601j -0.0101461-0.0141565j 0.00362821-0.00301376j 0.00153734+0.0198677j 0.0116216+0.014872j 0.00413845-0.0231271j -0.00623876+0.0108756j 0.00550434+0.0106669j 0.00529523+0.00622732j 0.0041853-0.000920341j 0.00157027-0.0191781j 0.0125534-0.00188212j 0.00695058+0.01865j 0.00890519+0.000738353j -0.000524116+0.00628111j -0.00596314-0.0213113j 0.0176426-0.00448953j -0.0306478-0.0222513j 0.00252864+0.00508011j 0.00384993+0.0051178j -0.000721795+0.0107401j 0.00133067+0.0109539j -0.0169287-0.00545109j 0.0195131-0.00342775j 0.0124206-0.0166089j -0.0109401+0.0232282j 0.00919807-0.00863843j 0.00054897+0.0151124j -0.00946239+0.00806057j 0.0138852-0.0253611j 0.00639907-0.00105153j 0.0182267+0.00293313j -0.0015481-0.012712j -0.00979234+0.023108j 0.00490449+0.00710418j 0.00880563-0.0111275j -0.0075717-0.0171554j -0.0105854+0.0106894j 0.0012222-0.00424754j -0.0141295-0.0126751j 0.0253223+0.0244399j 0.003852+0.0101829j 0.0172878+0.0026407j 0.00721918-0.0106861j -0.00147336-0.00800035j 0.0178187-0.00204738j 0.000122239+0.00824484j -0.00151614+0.00121287j 0.000737787-0.00486721j -0.00131819-0.00136223j 
-0.000492385+0.00390893j -0.00236945+0.00147023j -0.00454124-0.0014691j 0.00342053-0.00606601j -0.0114717-0.00841442j -0.000378261+0.00426213j 0.00500691-0.00269019j 0.00454218-0.00120225j 0.0127343-0.00490538j 0.00666082+0.00488818j -0.0159886+0.00301364j 0.0315123-0.00470085j -4.63354e-05-0.00655417j -0.0169414+0.0111433j -0.012581+0.0118958j 0.00196686+0.00513393j 0.0186817+0.0152772j 0.00422655+0.00649506j 0.0124493-0.0177682j 0.00180256-0.0267424j -0.00126361-0.00824729j 0.0062382-0.0029148j -0.0210862+0.00666544j -0.0166973-0.00492895j -0.00926944+0.0245756j 0.0102913+0.00736999j -0.00229318+0.00235823j 0.0199183-0.000266003j 0.000684582+0.00157687j -0.00542586+0.0106539j 0.00388475+0.00326111j -0.00962328-0.011682j -0.016382+0.00781957j 0.00843861+0.00197411j -0.0123511+0.00904558j -0.00275215+0.00372679j 0.00170505+0.0124728j 0.0060028-0.00327556j -0.00443226-0.0132541j 0.0167748-0.0023557j 0.00248795-0.00867457j -0.00614129+0.00314613j 0.0211696+0.000230432j 0.00485135-0.00421919j 0.00930361+0.000277022j 0.033732+0.00787323j 0.00181852-0.00722436j 0.00532901+0.00465071j 0.00151924+0.000630692j 0.0050084-0.000355528j -0.0138031-0.00706654j -0.0102996-0.000223702j 0.00595199-0.00439478j 0.000669557-0.00110612j 0.000224594+0.000729575j -0.000527127-0.00241265j 
0.00281044-0.00984607j 0.00512533+0.000907711j -0.000828775+0.0105785j -0.00391149-0.00374579j -0.00195934-0.0168849j 0.0106392+0.00915506j 0.0173929-0.0140594j 0.00603842-0.0192321j 0.00232134+0.00431767j -0.00841104-0.0109973j 0.00828401+0.00129889j 0.0130363+0.00403268j -0.00590974-0.00369393j -0.0133909+0.0162821j -0.0080947-0.0246661j 0.0137855+0.00306072j 0.00560385+0.00411772j -0.0232211-0.0108387j -0.0159985-0.0119076j -0.018608-0.00664405j 0.00787964-0.00608101j 0.0123812+0.00474675j -0.00384596-0.0227644j 0.0219327-0.000291454j -0.00284059-0.00269968j -0.00320972-0.0131157j 0.00411803+0.00888279j -0.00654442-0.00557787j 0.0187954+0.00668755j -0.00456594+0.0140005j -0.0016055+0.0179973j -0.00783589-0.00609497j -0.0069387+0.0166145j 0.00591135-0.0053479j 0.0097887-0.00542106j -0.0041889-0.0063829j 0.00642935+0.00692279j -0.00330851-0.0111838j 0.00300115+0.0112543j -0.00184884-0.0067631j 0.00732516+0.028248j -0.0232135-0.00420384j 0.00644474+0.00419624j 0.0106565-0.0097194j 0.00461158+0.0058494j 0.000974954-0.000922387j -0.0159772-0.0189783j -0.00596411-0.0064405j -0.0194891+0.00425845j -0.00257472+0.0132744j -0.00574528-0.00885388j 0.000250653+0.00371521j 0.000214954-0.000127912j -0.00640877-0.00283658j -0.000432856-0.00188095j -0.00446268-0.00378623j 
1.26771e-05-0.00380222j 0.00719619+0.00622661j 0.00615304+0.00948052j -0.00145807-0.0136217j 0.0178498-0.0149726j -0.00783283-0.0137881j -0.00757574+0.00493236j 0.00891465+0.000168692j -0.00956304+0.0125477j 0.00110304-0.01001j 0.00367467-0.00446241j -0.00584088+0.00619439j -0.00258356+0.000759714j -0.00325233+0.00768235j 0.00317982-0.00497275j -0.012184-0.0121655j -0.0144156+0.0122444j 0.0184673+0.0138178j -0.014708+0.00914156j -0.00979845+0.0166902j 0.00228749-0.00422712j -0.00226743+0.00811162j 0.00592914-0.00480876j 0.0128469-0.0032226j 0.00312756-0.00284599j 0.00942072+0.00824245j 0.00864665+0.00251376j -0.00842637+0.00248917j 0.0101327+0.00518002j -0.00347322-0.00598001j -0.000690578+0.0183104j -0.00328499-0.00411703j -0.000830742+0.00253959j -0.0022398+0.00876134j -0.00463667-0.00333742j -0.0121848-0.0127478j -0.0150349-0.0179579j 0.00698727+0.0085023j 0.0108968+0.00588917j -0.00848243-0.0177344j -0.000496396+0.0029115j -0.0154895+0.0122387j 3.95501e-05+0.00592457j 0.0114274-0.00226816j 0.00530427-0.00673784j 0.00726978-0.000834125j 0.00311928-0.00431361j 0.00186922-0.0106808j -0.00536191-0.00297912j 0.00323247+0.00192262j -0.00271595+0.00185715j 0.0011444+0.00485612j -0.000133279-0.000833994j -0.00293089-5.51499e-05j -0.00289701+1.81181e-06j -0.00362185+0.000580403j 
0.000764423-1.88224e-05j -0.00115919+0.000649072j 0.00131371-0.00235287j 0.00249736+0.00142361j 0.0113677+0.0134398j -0.00180747-0.00580152j 0.00641294-0.0088931j -0.0171934+0.00289147j -0.0223124-0.000404303j 0.013091+0.0042468j -0.00162749-0.000492781j -0.00401887+0.000369959j 0.000299108-0.00378357j 0.0069636-0.00446583j -0.0114374-0.00394878j 0.00820051+0.00188395j 0.0041099+2.40814e-05j 0.0108986+0.0113353j 0.016902+0.00509585j -0.00268901-0.00637027j 0.0103245+0.00127188j -0.000728833+0.0126104j 0.00605466+0.000729669j 0.00153451-0.00334675j -0.00819535-0.00778635j -0.00578662-0.00515893j -0.0130909+3.68304e-05j -0.00437439+0.0107025j 0.0135183-0.0206769j -0.000930967-0.0227867j 0.00170144+0.00427219j 0.0112545-0.00511888j -0.00148656-0.0153871j -0.00256531-0.00668726j 0.00388667+0.00468551j 0.00351531+0.00389546j 0.00440353-0.0175077j 0.000606936+0.00115517j -0.00390041+0.000637516j 0.00162496-0.0150979j -0.00781147-0.0047286j 0.0154979+0.0133193j -0.00307696-0.0103242j -0.0131384-0.00520845j -0.00835504-0.00806513j -0.00580991+0.00583889j 0.00702161-0.00493019j 0.00555342+0.00481859j 0.0018991-0.000261107j 0.00456248+0.00642374j -0.000787325+0.0101662j 0.00415696-0.0122053j -0.00205998+0.00201562j 0.000601746+0.00371179j 0.00180042+0.00320814j -0.0010603-0.000975409j 
-0.000868974-0.00294859j 0.000362362-0.00048791j -0.00470426-0.00471471j -0.00553445-0.00178811j -0.00325291+0.0101644j 0.0170304+0.000922527j -0.00426125+0.000510849j 0.01843+0.00446752j -0.00025366-0.000478982j 0.00560116-0.0179187j -0.00363239+0.00666642j -0.00633564+0.00362481j 0.00447873+0.00245301j -0.00703602+0.0152513j 0.00702733-0.000780091j 0.0102193+0.00964266j -0.0189962+0.00422886j -0.00379693-0.0199201j -0.0104279+0.0117669j 0.00528605+0.000696955j 0.000394499+0.00493149j 0.000283276+0.00580224j -0.000608763-0.00468363j 0.0185943-0.0103921j 0.00763925-0.00313616j -0.00162917+0.00314409j 0.00263585-0.00178156j 0.000674089-0.000288684j 0.000152771+0.00903564j 0.00202185+0.00759629j 0.00835395+0.00470288j -0.00172363+0.0013247j -0.0184499+0.00568115j 0.0117777-0.00138795j -0.00130145+0.0211843j -0.00741005-0.00362915j 0.00508907+0.00586806j -0.00340403-0.014267j -0.000128577+0.00641683j 0.000385713+0.0119354j -0.00535778+0.0166567j -0.00435107-0.00639037j 0.00496685-0.00225149j 0.00451893-0.00346086j -0.0063965-0.005111j -0.00121663-0.0135381j -0.00664888-0.0168869j 0.000992957-0.00220761j -0.00394022+0.0058053j -0.00287208+0.0116651j -0.00103929-0.00448883j 0.00434955+0.00633319j -0.00653704-0.00136452j -0.00244785-0.00413928j 0.000787393-0.000677666j -0.00305425+0.00259312j 
