-0.00705191+0.000354331j -0.00363889-0.0100992j -0.00184624-0.00468647j 0.0119446+0.00340764j 0.019608-0.00917169j 0.000669225-0.015183j 0.0103073+0.00214237j -0.0177255-0.000625126j -0.00865674+0.00456732j 0.00265217+0.013794j -0.00163368+0.00207214j -0.0100531-0.0126326j 0.015572+0.0160787j -0.00636073-0.00747819j 0.00238436-0.00177208j 0.00729237+0.00336346j 0.00655648-0.0119773j -0.0105656+0.00437529j 0.00977659-0.0098556j -0.0186969+0.00540565j 0.012229+0.000232858j 0.00299936+0.00159366j -0.00954361+0.0107833j -0.00525204-0.000846877j -0.00211097+0.00692506j -0.0085677-0.0175414j -0.0167148-0.00994149j -0.0079798-0.00556282j 0.0146987-0.00694896j -0.0117718+2.39371e-05j -0.00511536+0.0223997j 0.00524661-0.00325248j 0.00159396-0.0136649j -0.0144691-0.00158486j -0.00406367+0.00020325j -0.0154428-0.0113247j -0.0207486-0.00356277j 0.00306918-0.00964573j -0.00231216-0.011723j -0.00805296+0.00730242j 0.000928493-0.0228254j 0.0067732+0.00825321j -0.00759344-0.0157827j 0.00063612-0.00322622j -0.00366502-0.00132847j 0.00833522+0.0105792j 0.00146328+0.00323111j -0.00988978+0.00540195j -0.0213487+0.00642419j 0.0110676-0.0213221j -0.0212154+0.0202225j -0.0261578-0.044344j 0.0123335-0.00238775j 0.00778735+0.0315258j -0.00646508-0.00321027j -0.00152501+0.00126823j 
-0.00819733+0.000106409j 0.0039642+0.00459779j 0.0142775-0.00709793j 0.00776539-0.00355884j -0.00439104+0.0127722j 0.0112047+0.00307716j -0.00722476+0.00283199j 0.00135969+0.00979623j 0.0109236-0.0010383j -0.0162297+0.0021141j 0.00139154-0.00461892j 0.0103652+1.13826e-05j 0.0150723-0.0062747j -0.0123226-0.00263096j 0.00427693-0.00272822j -0.00855024+0.0138786j 0.00713591-0.00211308j 0.0165329+0.00548462j 0.00285447-0.0113684j -0.00608772-0.0123652j -0.0179868+0.0092144j 0.0110342-0.0241361j 0.000897752+0.0050144j -0.00606833+0.00637525j -0.00112503+0.0179207j 0.00491319+0.00251213j -0.00552276+0.00444296j 0.00638532-0.00276122j -0.00573384-0.00628456j -0.00656084-0.0056113j 0.0010466-0.00720867j 0.00885631-0.00144464j 0.0111772-0.00190512j 0.00531149+0.0148797j -0.00894983-0.00444523j 0.0122376-0.0010713j -0.00590483+0.00100552j -0.000430134-0.00202953j 0.00443478-0.00801861j -0.00714959+0.00994781j 0.000916197-0.00698701j 0.000715646-0.00492565j -0.00500578+0.000609922j -0.00117731+0.00580766j 0.00126509+0.00655815j 0.00152906-0.00281847j 0.00654441+0.0131827j 0.00616587+0.00433611j 0.0137797+0.00705818j 0.000889801+8.77363e-05j 0.00257921-0.00775129j -0.00467518+0.00561353j -0.00257333-0.00145379j 3.57167e-06-0.00476922j -0.00191681-0.00440483j 0.00114209+0.00214512j 
-0.00625599-0.00453515j -0.0050156+0.00283719j 0.0112517+0.00839131j -7.80225e-05-0.0135731j -0.0156583-0.0182763j -0.013547+0.00702199j -0.00605246+0.0029613j 0.00842883+0.0128034j 0.00904806+0.00474926j 0.001896-0.00548664j -0.00224582+0.00456821j -0.00829969+0.0092774j 0.00335409-0.0164592j 0.000213865-0.000440121j 0.00747675+0.000392974j -0.0235284+0.00236083j 0.0010353-0.00802323j 0.00661586+0.00518904j 0.0032539+0.0127522j -0.00601851+0.00704622j -0.0110991+0.00719075j 0.00841214-0.00371436j 0.0142686-0.00612231j 0.00446897+0.00552453j 0.0106447-0.00655739j 0.00196026+0.0149276j 0.00547902-0.00477698j 0.00167802+0.00932046j -0.00775672+0.0176009j 0.00469542+0.0146413j -0.00215109-0.00495053j 0.00482553+0.014101j -0.00311185+0.0073729j 0.00035292-0.00531545j 0.0132931+0.000392805j 0.00702289-0.00172266j 0.0032065+0.000187091j -0.000545272-0.00233595j 0.00247392+0.00437412j -0.00736784-0.00202996j 0.00578717+0.00529652j -0.00334359-0.0104014j 0.00612616+0.00775933j -0.00570991+0.00101423j -0.00184506-0.0136041j 0.000900072+0.00259694j -0.0103528-0.0108218j -0.00839004+0.00560107j -0.00963087-0.000619746j -0.0012199-0.00461831j 0.00224153+0.00403823j -0.00286308+0.0197315j 0.00443233-0.000130875j 0.00426988-0.00727138j -0.0039408+0.000974991j -0.00149947+0.00605033j 
-0.00607671-0.000872573j 0.00588023+0.0012887j 0.00304235+0.000716008j -0.00540421+0.00217332j 0.0138006+0.00755108j 0.00259445-0.00245856j 0.0044979-0.00421284j 0.0104391-0.00584818j -0.00146779-0.0114918j -0.00041293+0.00411078j -0.0082676-0.0049488j 0.00195683+0.00904763j 0.00889267-0.0157845j -0.0306504+0.00147118j 0.00823069-0.0127906j -0.0182987+0.0127069j -0.0199261-0.0012542j -0.00898325-0.0094899j 0.00171114+0.00313433j -0.0136876-0.00730191j -0.0183903-0.000672133j 0.0141158-0.00824243j 0.00268262-0.00768264j -0.000333149+0.0148486j 0.0024679+0.0285711j 0.00345297-0.0134906j -0.00595972+0.00182408j 0.0013573+0.00837456j 0.0168009-0.0108048j -0.00475272-0.000107684j 0.00555487+0.00856794j -0.00523266+0.00750294j 0.00312848-0.000318289j 0.00650844+0.000308161j -0.00795373+0.00558094j 0.000613948-0.00768192j 0.001128-0.00596103j -0.0143533-0.0172056j 0.00721527-0.00025226j -0.00115213+0.000916647j 0.00604198+0.00268707j -0.00552108-0.00661397j -0.000591294-0.0118213j 0.0110732-0.00542828j -0.0034426-0.00482235j 0.00701047-0.0154956j 0.0121118-0.00602743j 0.000935491+0.00575797j -0.00359782+0.00496039j 0.00367862+0.00580656j 0.00503603+0.000278634j -0.00652193+4.90202e-05j 0.00531999-0.000237015j 0.000599575-0.00317401j -0.000657246+0.000137841j 0.0014158+0.00031271j 
-0.00918803-0.000952235j -0.00851278+0.00608891j 0.016929+0.00535546j 0.0115109-0.0125714j -0.0318673+0.00574333j -0.00214526+0.0171314j 0.00729709-0.00610972j -0.0190953+0.00107919j 0.012255-0.00441802j -0.0137992-0.00542108j -0.000322865+0.00483681j -0.00454779-0.0237375j -0.00382216+0.0135154j 0.0171268-0.0122404j -0.00670051+0.0105236j 0.0141334+0.0112179j -0.00255086-0.00149586j 0.0216851+0.00277551j 0.000240352-0.0125608j 0.00227536-0.00317363j 0.000397253+0.00187478j -0.00735541-0.00720802j -0.000660939+0.00374292j 0.00677411-0.0111089j 0.00245464+0.0138722j 0.00562234+0.0154481j 0.0193411-0.00393021j 0.0076264-0.00132275j -0.00692293-0.0158657j 0.00452456+0.0128783j 0.00903172-0.00506531j 0.00405104-0.0104066j 0.0014073+0.00327094j -0.00927374+0.0116944j -0.00663137+0.00482601j 0.000776381+0.00177182j 0.00314706+0.00814987j 0.00810027+0.0100758j -0.0151766-0.00656628j 0.00624603-0.00115665j 0.015199+0.00125568j 0.0025908-0.00879208j 0.0118234-0.00848937j -0.00610969-0.00530016j 0.00354516+0.0152959j 0.000124845+0.00219874j 0.00380466-0.00167285j -0.00749247-0.00744515j 0.00646051-0.000466318j 0.000183183-0.00657637j -0.00512436-0.00495597j 0.0128347-0.00962771j -0.00429332+0.00537417j 0.00210049+0.00999722j 0.00149758-0.00409612j 0.000782793-0.00236947j 
0.00022612+0.00784527j 0.00737625+0.00178606j 0.0060249-0.0218324j -0.00790939-0.00271628j -0.00523467+0.0213228j -5.59541e-05-7.995e-05j -0.000469894+0.0172288j 0.00433445+0.00917317j -0.00655965-0.000934405j -0.00305317+0.0111593j -0.0036692+0.00399094j -0.006823-0.0137593j 0.00809914+0.00520095j 0.00665761-0.00263639j -0.00949539+0.00431506j 0.0149493-0.0132418j -0.011562+0.00377932j 0.00600432+0.00658735j -0.00140862-0.00190505j 0.00788528-0.0106514j -0.000284288-0.0133897j -0.00359098+0.00276156j 0.00724323+0.00454785j -0.0106655+0.000952932j -0.00627621+0.00540429j -0.00249767+0.00732602j 0.0011498+0.00621375j -0.000992304-0.00451313j -0.00291126-0.00890645j -0.00155687-0.0155945j 0.00211956-0.0122098j -0.00219531-0.00784356j 0.00521954-0.00217681j 0.00522448+0.010233j -0.00518438+0.00720178j 0.01071+0.013334j 0.00202076+0.00260237j -0.0015152-0.000744007j 0.00169457-0.0100943j 0.00667844+0.0182897j -0.00164599-0.00224169j 0.00892833+0.00353719j -0.00173521-0.0074619j -0.00727005+0.0103567j -0.0020059+0.012834j -0.0127946-0.000798572j -0.00309375+0.00765966j 0.0104512+0.00671488j 0.0163333+0.00188577j 0.00155903+0.00144181j 0.00447564-0.00370702j 0.0127906-0.00550927j -0.00743422+0.00538876j 0.000644519+0.00413391j 6.27788e-05-0.00561984j -0.00241111-0.000673031j 
0.000785964+0.000358517j 0.00471971+0.00334728j 0.00116071-0.0120977j -0.00509045+0.000482744j 0.0208604+0.00969391j 0.0116686-0.00580498j 0.000185707+0.0149295j 0.0156396-0.00992516j -0.000384145+0.00812694j -0.00682746-0.0155526j 0.011268-0.00202327j -0.00137266-0.0027082j 0.00387666+0.014874j -0.000142971+0.00305409j 0.00457053-0.00588129j 0.0051093-0.00245547j -0.00198764+0.00316414j 0.0091573+0.00849489j -0.00373195-0.00117659j -0.000638793-0.00323573j 0.0026365+0.0180747j 0.00775201+0.00429336j -0.00664018+0.0075854j 0.00949623-0.00057437j -0.00123541-0.00802361j -0.0049303-0.00492064j -0.00789608+0.00313748j -0.00640703-0.00279187j -0.000852356-0.0125145j 0.00850461+0.000453074j 0.00435897+0.00713995j -0.00222906+0.000603284j -0.00591791+0.00848528j -0.00470272-0.00439024j -0.00821367-0.000545762j 0.00117206-0.013001j 0.00480263-0.000497629j 0.00766539+0.000875265j -0.00597619+0.00363684j -0.00274112-0.00236809j -0.00396032+0.00706862j -0.00499314-0.000942329j -0.00471531-0.00182866j 0.00195203+0.0032657j -0.000451327+0.00260021j -0.00675152+0.00627043j 0.00301435+0.00931869j 0.00369933-0.00482131j 0.00302002-0.000505715j 0.00645939+0.000898816j -0.00309575-0.00741345j 0.00363886+7.47306e-05j -0.000250485-0.000380911j -0.00738791+0.00367275j 0.00348678-0.00316813j -0.0012809-0.00349103j 
0.00097415-0.000523314j 0.00681266-0.000400673j 0.00968157+0.00597254j 0.00612752-0.00124217j 0.014582+0.012481j 0.003115-0.00467396j -0.00516202-0.0099748j -0.0134359-0.00392424j -0.0109467-0.0159835j -0.00780319+0.019812j 0.0116502-0.0069268j -0.00967304-0.000821168j -0.00912236-0.00432522j -0.00922548-0.00160583j -0.0221943-0.022258j -0.00221656-0.011j -0.00449409-0.0134137j 0.0125373+0.00829066j 0.00925965+0.0127674j -0.00274421+0.0136408j 0.00551577-0.000898616j 0.000219122+0.0139419j 0.00927295-0.00531853j -0.00827043+0.0028838j -0.00280679-0.0178125j -0.0021629-0.00599992j -0.00273815-0.0003137j -0.00835886+0.00297974j 0.000617142-0.0021116j 0.00699444-0.00830255j 0.00205815-0.00936631j -0.00564723+0.00088505j -0.0112506-0.00633285j -0.00302725+0.000810143j -0.000569799+0.00917286j 0.00763693+0.00632979j 0.000378993-0.00245647j 0.00256127+0.00261957j 0.00622928-0.00131428j -0.0141088+0.00249823j -0.0131055+0.000410069j 0.0164968+0.004786j 0.00169162+0.00649629j -0.000518393-0.00143928j 0.00181416+0.00276243j -0.0269863+0.00258632j 0.00233899+0.00893835j 0.000714853+0.000232085j 0.00484949-0.000527598j -0.00802409+0.00495268j 0.0001382+0.000367718j 0.0117499-0.0082256j -0.00322401+0.0053785j -0.00235256+0.0021834j -0.00202044-0.00034323j -0.000433015-0.003172j 
-0.011898+0.00301705j 0.00253673-0.00190117j 0.00072289-0.00127316j -0.00582608+0.00222453j -0.0147478+0.0164399j 0.014678+0.0149955j 0.0149219-0.00581369j -0.0120651-0.00586222j -0.00322292-0.0216328j 0.00461047-0.00568798j -0.00935199+0.0073452j -0.00672624-0.00874014j -0.00468997-0.00390328j -0.0126218-0.0123236j 0.00428821-0.00634308j 0.0060133+0.00255569j -0.00463053-0.01378j -0.00511412-0.0161096j 0.0318166+0.000836265j -0.0146566-0.00422005j -0.0153224-0.00705189j 0.00918106+0.0102515j 0.0253546-0.000899626j 0.0041069+0.000577803j -0.00354821+0.00482482j -0.00275932+0.0128577j -0.0103968+0.00383261j -0.00158275+0.0115321j 0.0010997-0.000621328j -0.00553614-0.00195651j -0.00117995+0.00530194j -0.00494504+0.0139142j -0.00824353-0.00233413j -0.00202869-0.000444079j -0.00130073+0.021537j 0.00988758+0.00310965j -0.00528414-0.00503844j 0.0047321-0.00627849j -0.00152092-0.00616154j -0.000399539+0.00725957j -0.00332746-0.000495492j 0.0106199+0.00250125j -0.0116663-0.0136238j -0.0077409-0.00398973j -0.00710584-0.0108807j 0.000271054-0.00169527j -0.00352569-0.00480181j -0.00112801+0.0134486j -0.00104424+0.00899566j 0.0049511-0.00190176j 0.00356158+0.000559947j 0.00466349-0.00410612j -0.0060664-0.00145329j 0.00439784+0.00392027j 0.000209982+0.00197888j 0.00245051-0.00080611j 
0.002582+0.00291434j 0.00395875+0.00559257j 0.00786399-0.0117557j -0.0104311-0.00792559j -0.00221816+0.00299756j -0.00307016-0.0104445j -0.0065278+0.00942445j 0.0119122+0.00648923j -0.00211724+0.00467453j -0.0111501+0.00401724j 0.00250667+0.00546293j -0.00677737-0.00450547j 0.00969533-0.00224208j 0.00887203+0.0102622j -0.0124459-0.00130076j 0.0117017-0.007995j -0.0196949-0.000535234j -0.00223353+0.00790931j -0.00544673-0.00116499j -0.010739-0.00770747j 0.00353111-0.00765185j 0.00316384+0.00737638j 0.000985287-0.00992232j 0.00642569+0.00332901j -0.00501021-0.00892139j -0.00602771+0.0081029j 0.0128929+0.000492662j -0.00939843+0.00656992j 0.00975098+0.00465723j 0.00668589-0.00315618j 0.00211234+0.000948419j -0.00679527-0.0134991j 0.000110468+0.00178398j -0.00729977-0.00332447j -0.0022293+0.00742948j 0.00608492+0.00481989j -0.0108124+0.0127702j -0.0015228+0.00167452j -0.00662158+0.00616776j -0.00350143+0.0158376j 0.00353244+0.00452649j -0.00543649-0.00109683j 0.000919153-0.006865j 0.00646615+0.00359744j 0.00482782+0.0109403j -0.00628639-0.000513233j -0.00995433-0.00620734j 0.00479322-0.00573783j 0.00602843-0.00659985j 0.00089164+0.00276734j 0.00209508-0.000442218j 0.0121711-0.00830029j -0.00413908+0.00509916j -0.000662113+0.00585015j 0.000234062-0.00474233j -0.00403721+0.000549145j 
-0.00620051+0.00494982j 0.00229329-0.00330955j -0.00349001-0.0111275j 0.000230842+0.00671034j 0.00468421+0.0184979j 0.0116859+0.000701391j 0.0130087+0.0106582j -0.00416959-0.00878199j -0.00216824-0.00763348j 2.01161e-05-0.0021101j -0.000545656+0.00434173j -0.006677-0.0153149j -0.0030337+0.0174837j -0.00600282-0.0223135j 0.000930733-0.0110497j 0.0101236-0.00693707j 0.000366393-0.0119079j -0.00439394+0.00471676j 0.0186458+0.000824818j -0.00176759+0.000371298j -0.00397175+0.00745855j 0.00717222+0.00735398j -1.1123e-05+0.0144379j 0.00426707+0.000521843j 0.000552887-0.00678663j -0.00369779+0.00273979j -0.00727643-9.44978e-05j -0.00115928-0.0022049j 0.00295451-0.00626424j 0.00119475+0.000496253j 0.00253637+0.0135668j 0.00525313-0.000557016j -0.00749465-0.00264934j -0.00428452+0.0010548j -0.00954491+0.0084676j 0.00280812-0.0075391j 0.000521101+0.00166935j 0.0123184+0.00112863j -0.00681606-0.00622546j -0.00271029-0.000812055j -0.00135587-0.00554869j 0.0141863+0.00244675j -0.00666304-0.0104439j -0.00984589+0.00311269j -0.00604173+0.000493738j -0.00846864+0.00917408j 0.00304833+0.00627732j -0.00704227+0.00470858j 0.00126217-0.000279194j 0.00795765-0.00877926j -0.00692935+0.000495276j 0.00495171-0.0121419j -0.00631701+0.00148676j -0.0015168+0.00876068j 0.00174567-0.000606127j 0.00337597-0.00270624j 
-0.00510233-0.00288784j 0.00466376+0.00106133j 0.00491684+0.00879534j 0.00319859-0.00474829j 0.00259828+0.00887863j 0.00917185-0.00293797j -0.00828419-0.00304561j -0.00418896+0.00106086j -0.00305248-0.0147471j 0.00370582-0.00120996j 0.0135573+0.0066698j -0.0109313-0.0101405j -0.00392953+0.00693943j -0.0052997+0.00208732j -0.000422635-0.00753174j -0.000749457-0.00208135j -0.011107-0.0122019j 0.0025396-0.013362j 0.0117278-0.00146098j -0.00476802-0.00114602j -0.00886989-0.00621252j 0.0019995-0.000893425j 0.0113176-0.00634528j 0.0111376+0.00241718j 0.000214915+0.00605041j 0.00383948-0.00259904j -0.00615859+0.00557008j -0.00427039+0.00587749j 0.00185102+0.00463376j 0.00802841-0.00297394j -0.00277938+0.00396817j 0.000799597+0.0139417j -0.000505269+0.00547002j -0.000761+0.00362023j -1.6741e-05+0.00805539j 0.00570091-0.00243176j -0.0048626-0.00401727j 0.00125103-0.00492257j 0.00537054-0.00317354j -3.61174e-05+0.0120217j -0.00342014+0.00524976j -0.00809598-0.00647609j -0.0120934-0.00825527j 0.00358447-0.00224833j 0.00175183-0.00242951j -0.00215347-0.0119409j 0.000852402+0.000192981j 0.00263626+0.00554562j 0.00116615+0.0096951j -0.00382774+0.00165473j 0.00800166+0.00145728j 0.00241543+0.00552954j -0.00524199-0.000808698j 0.000540541+0.000533431j -0.00103092+0.000517513j 0.000987671-0.000178422j 
-0.00617851+0.00601386j 0.00331397+0.00643517j -0.000344426-0.00511791j -0.00932189-0.0121486j -0.00417479-0.00437143j -0.000994392+0.00667126j 0.00805121+0.0103769j 0.00289268+0.00808098j 0.00225042+0.0114428j 0.00778601+0.00631348j -0.00632351+0.0119404j -0.0047187-0.0126053j -0.00380281+0.01293j -0.00102351-0.0178259j 0.00513386+0.00738144j -0.000171131-0.00799047j -0.00102926+0.003216j 0.00996256+0.011468j -0.0044661-0.00890179j 0.00613637-0.00678535j 0.00147306+0.00437697j -0.00189507+0.00332291j 0.00124637+0.0116433j -0.0047698+0.00300257j 0.00534523+0.00268623j -0.00275228-0.000320452j 0.00604944+0.00664178j 0.00346693+0.000182056j -0.00499384+0.00350236j -0.00355062-0.00056575j 0.00454617-0.0112586j -0.0072422-0.00775712j 0.00543453+0.000144578j 0.00395179+0.00397953j -0.00752374-0.00850639j -0.0102447-0.0063169j 0.00260118+0.00231291j 0.000607168+0.00769962j -0.000794242-0.00372444j 0.00832588+0.000988244j 0.00697938+0.00780905j 0.00122097-0.00681072j 0.00218101+0.00642548j -0.00915085+0.0112614j -0.00291303+0.00285307j -0.0023743-0.00106862j 0.00143896+0.00864354j -0.00475062-0.00587537j 0.00174581+0.00162197j 0.000898862-0.00358703j -0.0061503+0.000942759j 0.00136681+0.00176955j -0.000760146-8.01637e-05j -0.000102223+0.00327151j 0.00287944-0.000302094j 0.00195086-0.000436101j 
9.24218e-05+0.00179666j -0.000589928+0.00561701j 0.00271826+0.000510394j -0.00085555+0.00640717j 0.0175825+0.00494859j -0.0191076-0.0178677j 0.0025302+0.00750291j 0.00213097-0.0128291j -0.00815989-0.00240008j 0.0032262+0.00206886j 0.00958536-0.0181925j -0.00628169-0.00438319j -0.00554808+0.00606793j 0.0148152+0.0154047j -0.0127599+0.0141945j -0.0178731-0.0158505j -0.00257829-0.00652147j 0.0124465+0.00799478j -0.00939594+0.00574158j -0.00254575+0.00667153j -0.00332222-0.0146858j -0.00562851+9.02837e-05j -0.00353167-0.00140644j -0.0133589+0.00317802j -0.000927812-0.00222014j 0.00849121+0.00473684j 0.0161124+0.0147463j -0.00017949-0.00385803j 0.00608661-0.00159951j 0.00262407-0.0110799j -0.000307883-0.00508932j -0.000462906-0.0036356j -0.00433874-0.00705361j 0.00444027+0.00278052j 0.00479029+0.0125113j 0.0156714-0.000106163j 0.0228892-0.00841311j 0.0049251+0.00521097j 0.00114361-0.0100037j 0.00289792-0.00360183j 0.000372929+0.00250333j 0.00759829+0.00423808j 0.00808897+0.00318009j -0.0094823+0.00199241j 0.0119431+0.0045868j -0.0232272+0.00256073j 0.00701921-0.00382757j 0.00131247+0.00241961j 0.00528075-0.00960492j -8.95956e-05+0.00183817j 0.00662144-0.00211286j 0.0176352+0.00132577j 0.00363327+0.00671593j 0.000667887-0.00226917j 0.0017187-0.00286717j 0.00161964-0.00432276j 
-0.00228438+0.00724799j 0.0120942+0.00040688j -0.00477951+0.00720073j -0.00781097-0.0129611j 0.00799814-0.0183209j -0.0131078+0.00970127j 0.00482923-0.00619821j -0.000104278+0.00268681j -0.00529433-0.00254077j 0.0180811-0.00683697j 0.0105289-0.00261362j -0.0301852+0.0104838j -0.00971996+0.00278998j -0.00370355-0.0164733j 0.0003223-0.016962j 0.011571-0.00729673j -0.00528383+0.00392383j 0.0105797+0.000519481j -0.00101897+0.00941476j -0.0063612-0.000224531j 0.00273181-0.00403708j -0.017079+0.0158383j 0.0130018-0.00635151j 0.0240984-0.00158106j -0.00316208-0.00885078j 0.00340874+5.68737e-05j -0.00535585+0.00332042j -0.00664458+0.00112358j -0.00676806+0.00908777j 0.00150131-0.00241983j -0.0118188-0.00205762j -0.0109058+0.000808257j -0.000575206+0.00262956j -0.00271193-0.00587707j 0.00805166+0.0070467j -0.00661787+0.00568948j 8.04208e-05-0.00183096j -0.00318563+0.00624877j 0.00574091+0.00602989j -0.00661078-0.00677609j -0.00741991+0.0180362j -0.00337049+0.00595078j 0.000947469+0.00822076j 0.00959381-0.000715144j -0.000231644-0.00835615j -0.00676605-0.00131164j -0.0158309-0.0164697j 0.00582421-0.00666399j -0.00626206-0.00138506j -0.00543293+0.011181j 0.00613084+0.0081512j 0.00226724+0.0100549j 0.00450261-3.30225e-05j 0.00054309-0.00686669j -0.0041442+0.00306516j 0.00520794+0.00388987j 
-0.00968134-0.00167968j -0.0108122+0.00916432j 0.000577566+0.00520327j 0.0015596+0.00188258j 0.00454023+0.001049j -0.00663404-0.00859517j -0.00342638+0.00680818j -0.00293973-0.00933932j 0.00292182-0.00369758j -0.00149082+0.00776039j -0.0127961-0.0105372j -0.0109751-0.00251164j 0.00953782+0.0105299j 0.00367221+0.00378797j -0.0174979+0.0313875j -0.00115511-0.00619582j -0.00530901-0.0137285j 0.0101177-4.74308e-05j 0.00155361+0.0062408j -0.0102262+0.00674626j 0.00288458-0.0170838j -0.00845411-0.00308379j 0.000248899-0.00201232j -0.0343525-0.00970821j 0.00215648+0.011908j -0.00805117+0.00215428j 0.0102798-0.00203967j 4.73871e-05-0.000723625j -0.00712435+0.000412934j -0.00181604-0.00633917j -0.00176363-0.0214232j -0.000478824-0.000642694j -0.00215965-0.0141379j 0.00426521-0.00049982j -0.00661007+0.00804652j 0.00211834-0.00353814j -0.00846658-0.00250347j -0.00624535-0.000962432j -0.00120016-0.00759529j 0.00335616+0.0123114j 0.00222174-0.00080051j 0.0191321-0.00189851j 0.00125301-0.0111364j -0.0145025+0.00714044j 0.00354805-0.00261126j -0.00498612-0.000846393j 0.00373646+0.00724537j 0.0027877+0.00856591j 0.00569605+0.00834234j 0.000845166-0.00353131j -0.00391484+0.00173974j 0.00379679-0.0193607j -0.000568139+0.00115687j 0.00238397+0.0125731j 0.00606843+0.00282081j 0.000779196-0.00361343j 
0.00864524-0.00333145j -0.000555148-0.00075998j 0.00489327-0.00752875j -0.00434189+0.00612273j 0.00256497+0.0162448j 0.0124553-0.00322956j 0.00275722-0.00705347j -0.00343035-0.0101983j -0.00938351-0.00423725j -0.0167608-0.000340331j 0.0082-0.0166259j 0.0177345+0.000491441j -0.00526193-0.00229105j 0.0160611+0.0191286j 0.00480795-0.00918321j -0.00855171-0.00742671j 0.0126811-0.000874564j -0.00760252+0.00381809j -0.00317487+0.0121596j 0.00697315+0.000731154j -0.00457988-0.00195174j 0.00832494-0.000342817j -0.00585441-0.00281744j 0.00208387+0.00903731j -0.000708923-0.0127184j 0.000683698+0.00108619j -0.0038843+0.0063617j -0.00527541+0.00667267j 0.000771944-0.0056066j 0.00182748-0.00469391j 0.0132408+0.00374048j 0.000316971+0.00553698j -0.0120528+0.00382783j 0.0034437-0.00598184j 0.0117475+0.0083763j 0.00883259+0.00145954j 0.0249658-0.0037641j 0.00029051+0.00051519j 0.000173686-0.00316027j 0.00315464-0.00298624j 0.000869303+0.00367715j 0.00168115+0.00872653j 0.00337121+0.00552953j 0.00131388-0.00200311j 0.00549392+0.00318026j -0.0103068+0.00619829j 0.00541136+0.00660956j -0.000669093+0.00103784j -0.00214796-0.00933374j 0.00252537+0.00265636j 0.00115211-0.0123762j 0.014946+0.00681288j 0.0027389+0.00269514j -0.00597614-0.00521305j 0.00214466-0.00244657j -0.0043956-0.00586197j 
-0.00172236+0.00639558j 0.0039227+0.00134882j -0.00697995-0.00538002j -0.00435949+0.00209343j 0.00915794-0.0044263j 0.0140247-0.00760465j -0.00167598-0.00310981j -0.0068386-0.00162313j -0.000144377+0.00911931j -0.0145226+0.00363064j -0.00720999-0.00275563j 0.00811498+0.00104637j 0.00255662+0.0122991j 0.00220725-0.015813j 0.00312406+0.00281193j 0.0142287+0.00247412j 0.00417083+0.00129684j -0.0080957+0.0104195j -0.00528829-0.021128j -0.0070789-0.00623073j 0.0125128+0.0126431j -4.97792e-05-0.0021209j -0.0121454+0.0145053j 0.00781934-0.000366689j -0.000469542-0.00682986j -0.0123447-0.00908166j 0.00239139-0.0014648j -0.00525803-0.00520018j 0.0106897-0.00414112j -0.00759204+0.00637937j -0.00186268+0.0155904j 0.00838331-0.0106351j 0.00816668-0.00280256j -0.0125198-0.00210207j -0.00969528-0.016476j -0.0144285-0.0173052j -0.0231943+0.00706903j 0.0136074+0.00488854j -0.00902367+0.00685812j -0.00298846-0.0046653j -0.00491401-0.0035336j -0.00310972-0.000880864j -0.00580746-0.00293595j 0.000159221-0.00054861j 0.000371469+0.00519069j 0.0110712+0.00378903j 0.00626262+0.01118j -0.00654508-0.013408j -0.00161862+0.000922962j 0.000615333-0.00800547j -0.0116961+0.000725104j -0.00995162-0.0194015j -0.0040696-0.00844448j 0.000503515+0.00964059j 0.00335559+0.00344251j 0.00218737-0.00369386j 
-0.0101059+0.000488314j 0.00572871-0.00157359j 0.00570829-0.0138613j 0.00624674-0.00499409j -0.00305963+0.0177604j 0.0072435+0.00701071j 0.00355881+0.0157099j 0.00524971+0.0117194j 0.000337391-0.00490957j 0.010838-0.0183752j 0.00205415-0.00171606j -0.000553563-0.00657043j 0.00490024-0.000672074j -0.0181912-0.0288839j 0.00368593-0.0117235j 0.0139395-0.0092618j -0.0030696-0.00774859j -0.0040387+0.00142133j 0.00938382-0.0250451j 0.00588114+0.00594556j 0.0037218+0.00426179j -9.09904e-05+0.0186125j 0.0108297+0.00945088j 0.00747313-0.00942252j 0.000310027+0.00111335j 0.00588576-0.00584207j -0.013178-0.00585379j 0.00696796-0.00417179j 0.00125438-0.00416835j 0.00506126-0.0075787j -0.00526693+0.00490361j 0.00719412-0.00904844j 0.00688855-0.0107783j -0.00036801+0.00712294j -0.000718604-0.0019497j -0.00172872+0.0124515j -0.00327932-0.00364718j 0.00618459-0.00847489j 0.00237613-0.00190093j -0.00110614+0.00323122j -0.0188808-0.0189762j 0.016037+0.0113202j -0.0235993+0.00501019j -0.00697959+0.00203072j -0.0240605-0.00185962j -0.00459789+0.00591555j -0.00177344+0.0154695j 0.00802708+0.00334125j 0.00709213+0.0171496j -0.00628592-0.000683768j 0.00274691+0.00608012j -0.0191902-0.000265423j -0.00919469-0.0109556j 0.00287363+0.00786403j -0.00115183-0.00208221j -0.00154165+0.00237332j 
