0.0780237-0.0873187j 0.0883762-0.105538j -0.045095-0.0196961j -0.0407002+0.0420409j -0.0763311-0.0112427j 0.0523354-0.0201629j 0.00088409+0.00839367j 0.0360442+0.0397285j 0.00722132-0.0125701j -0.0304265+0.0247598j 0.0136659-0.0275947j -0.00820181-0.0183239j 0.0198732+0.0191375j 0.000932299-0.0206702j -0.00164269-0.0046151j 0.0176617-0.00677134j 0.0267687-0.0203413j 0.00866998+0.0241605j 0.0294733-0.0263393j -0.0221776+0.10323j 0.0185585-0.0217299j -0.0995022+0.0130707j -0.0248216+0.0487637j 0.02259-0.0411413j 0.0261875+0.0616762j 0.0236556+0.00804693j 0.00430566+0.00944591j -0.0385075+0.0226265j 0.0785821-0.0400988j 0.0438905-0.00575069j -0.0111161-0.0441204j -0.0441288-0.0448994j -0.052644+0.0405023j -0.00146758+0.0149912j -0.0237883+0.0660317j 0.0202815-0.0410835j 0.0331028+0.0394985j -0.0457411-0.00355548j 0.017459+0.025818j -0.0685609-0.0203j 0.0177821+0.00535419j -0.00681485-0.015648j 0.00944109+0.00300876j 0.035802+0.0182476j -0.0254093+0.0205506j -0.0331682+0.00284048j 0.0135873-0.0270303j -0.00337269+0.0151264j -0.0301826+0.00617173j 0.00824171-0.0301444j -0.0175449+0.0281406j -0.000164862+0.0270966j -0.016348-0.00371261j -0.0269911+0.0419426j -0.020732+0.0115347j -0.0576313-0.0102028j -0.01354-0.00779796j 0.0152592-0.0190085j 0.0049912+0.0285006j 0.0266055-0.0543173j 0.0370524-0.0517538j -0.0136716-0.0249113j -0.0627591-0.016447j -0.0298352+0.0549551j 0.0123233+0.00661281j 0.0023274+0.024659j -0.0253157-0.0335516j -0.0324186+0.0352335j -0.0144713+0.00478897j -0.000908595-0.0411964j 0.00704267-0.0447236j 0.00666616+0.0283998j 0.00229861-0.0332507j 0.00898185-0.0510112j -0.00581961-0.0159418j -0.0219951-0.0241596j -0.014126+0.016632j -0.00468131-0.025874j 0.0206302+0.00540515j 0.029381-0.0248137j 0.0255147+0.0407025j 0.020687-0.058761j 0.00545019-0.012571j -0.0643817-0.0648697j 0.00476468-0.0818916j 0.0853253-0.109529j 0.108445+0.0353288j -0.0243312+0.051717j -0.0126273+0.0419189j 0.061046-0.212071j 0.0912874-0.149664j -0.188838+0.169451j 0.190869+0.028459j -0.00337455+0.0543695j 0.115374+0.169442j 
0.110141+0.0362105j -0.0456762+0.0414912j -0.00931236+0.0215628j 0.00913421-0.00174483j -0.00725837+0.0118292j -0.0100703-0.0572162j -0.0449838+0.0284401j 0.00456128-0.0016214j -0.00686445-0.000431221j 0.0132294-0.00751336j -0.0243066-0.0120261j 0.0246392+0.00584745j -0.0057838+0.0125088j 0.0276826+0.0191681j -0.0154104-0.0108013j -0.0109674+0.0181581j -0.00600662-0.0156357j -0.00838532+0.0074394j -0.0102386-0.0169338j -0.0229121+0.0185291j -0.0286457-0.0478321j 0.0344614-0.00689483j -0.0235044+0.0419024j -0.0109542+0.0724558j -0.016413-0.0125644j -0.0164065-0.00266076j -0.0203271-0.0151911j -0.00942948-0.0181758j -0.00762458+0.046194j 0.00656238+0.00526115j -0.0192201+0.0417536j -0.0171183+0.00951693j -0.0165314-0.0252884j -0.0976368-0.0634305j -0.0225534+0.0351586j -0.0289324-0.0425436j 0.07405+0.00422148j 0.00271928+0.0181465j -0.0505307-0.102005j 0.0584473+0.0308477j -0.0246581-0.101708j -0.0358992-0.138595j 0.0564355-0.02587j 0.0253344-0.0518069j -0.0134706-0.0163448j 0.0970998+0.0598281j 0.0527282-0.0073476j 0.0260429+0.118211j -0.0533549-0.0279099j -0.0799126+0.0118349j 0.0774002-0.101903j 0.0346071-0.0646194j -0.0526539+0.0138488j 0.0170304+0.0599876j -0.0445638-0.00550355j 0.109974+0.0323573j -0.032479-0.0314253j 0.0197279+0.0805242j 0.0383811-0.0756023j 0.0668748-0.0233776j 0.0546391-0.045897j -0.0764052+0.0818685j 0.0562775-0.0501898j -0.0848865-0.0275009j 0.00266963+0.0384599j -0.0310239+0.0144992j 0.0460727+0.0311289j -0.0505008-0.0550547j -0.0747009+0.0622242j -0.00452254-0.0980363j 0.0628942-0.0871148j 0.0222221-0.021817j -0.066857-0.0209101j -0.056707+0.0345787j 0.0471286-0.046992j 0.088509-0.0599544j 0.0574993+0.00775654j -0.0247267-0.069419j -0.0329901+0.0236659j 0.00634937-0.025821j -0.0374914-0.00908072j -0.0161346-0.0469124j -0.013526-0.0484575j 0.0347653-0.0156839j -0.00311973+0.0325138j 0.0129698-0.0267099j -0.0973684-0.00161661j -0.0307858-0.0134065j -0.0115103+0.00819254j -0.0391978+0.0672379j -0.037163-0.100749j 0.100507-0.00264861j 0.0254879+0.0602859j -0.0394677+0.0287036j -0.0453539+0.0673772j 
-0.0214992+0.0122764j 0.0169486+0.0297429j 0.0033019-0.00520755j -0.0127491+0.00685778j 0.0163227-0.0281051j 0.0150292-0.0270661j -0.0188515+0.0124349j 0.00902251-0.0313212j 0.0138536-0.02527j 0.0136651-0.000414269j 0.0234777+0.0178j 0.0106667-0.0122476j -0.0185978+0.00317062j -0.0286519-0.00836518j -0.012937+0.012849j -0.00253239+0.0101177j -0.00833636-0.00960833j -0.00326338-0.0109482j 0.0129331+0.0211547j -0.00422083-0.0175096j -0.004955-0.0267424j -0.0120435-0.0178029j -0.0200303+0.00425477j -0.0328404+0.0191463j -0.0134293-0.0185816j 0.00604858+0.0109496j 0.0161319-0.0117115j 0.00727671+0.0215107j -0.0123428-0.0278797j 0.000847278-8.34013e-06j 0.00184336+0.0392668j 0.0260545-0.00520799j 0.0482555-0.0573483j 0.00704984-0.0355158j -0.00568328+0.0158015j 0.0570542-0.0416032j 0.0203055-0.00792897j -0.00876609-0.00803642j -0.0190892-0.012995j -0.0153192-0.0174568j 0.0382295+0.0263716j 0.0384059+0.0974823j 0.151818+0.0709997j -0.00431563-0.0241334j 0.0181305-0.0299661j 0.0042728-0.00462522j 0.0774972-0.049708j 0.0147002-0.12268j 0.0258982-0.00532853j -0.0592468-0.0449143j -0.0387383+0.0715358j -0.0963793+0.000295898j 0.106489-0.111061j 0.0362818+0.078876j -0.139726-0.0366661j -0.0714163+0.0429977j 0.019011+0.0138474j -0.0229888+0.031152j 0.0570456+0.0990136j 0.0468233+0.0312281j -0.00475794+0.000873671j 0.0096237+0.0180131j -0.00603144+0.0209408j 0.0275893+0.00851964j 0.106032+0.0326246j -0.111571-0.0366446j 0.0389888-0.000688707j 0.0287178+0.00783686j 0.0725177-0.0167452j -0.0330054-0.0206201j -0.0198362-0.0660849j 0.0102525-0.196713j 0.0271855+0.0127493j -0.00458004+0.0855435j -0.0105531-0.0491734j -0.0581664+0.0856062j 0.0336351+0.0578594j -0.0578197-0.0321925j -0.0679474+0.0773618j -0.0247383+0.0423526j 0.0220245+0.0339642j 0.0296366+0.000466579j 0.063851-0.0156507j 0.0414227+0.00560941j -0.00800749+0.00299674j -0.0599358-0.00513073j 0.0235236+0.00171176j -0.000174584-0.000522314j 0.00735426-0.0043163j 0.0140883+0.0151712j 0.0523446+0.0137293j -0.000127001-0.018395j -0.0346759-0.0105659j 0.00417699-0.00673253j 0.032521-0.0123429j 
0.0236589-0.00814088j 0.0122593+0.0387821j 0.00588858+0.00309598j -0.0137795-0.00205573j 0.0321925-0.0189496j -3.6679e-05-0.0290339j -0.000828474+0.0244331j -0.00836536-0.00471689j 0.0133754+0.0102529j -0.00283622+5.30137e-05j 0.0105651-0.00373564j -0.00347272-0.0157636j 0.00180841+0.0109317j -0.00379453-0.00560637j 0.0132075+0.00432369j -0.0143529+0.00294066j 0.00595364+0.0152892j -0.00331954-0.0298778j -0.000187958+0.0201297j -0.0159587-0.0184491j 0.00327178-0.0446802j 0.016104-0.00619384j -0.000679631-0.00853728j -0.0299997+0.03348j 0.0168581-0.0270296j -0.0112772+0.0136572j -0.00670472-0.00620853j -0.0014126+0.0214406j 0.0115335-0.0325782j 0.00418491-0.00235479j 0.0171238+0.0423133j 0.00536656-0.019892j 0.010989-0.0704677j 0.0747015-0.0181448j 0.0174375+0.021146j -0.00669297-0.0562261j -0.0319599-0.00599075j -0.0102287+0.0189826j 0.0390782-0.0441785j 0.0148407+0.0150994j 0.0330613-0.0273838j 0.00306982-0.0493229j -0.0567132+0.0552581j 0.0280202-0.00173896j -0.023461-0.0487889j -0.0514368+0.0621505j -0.0484587+0.0627608j -0.0590594+0.0282269j 0.0170097-0.006845j -0.0208933+0.00909906j 0.0191182-0.0213459j -0.0253316+0.0629825j -0.0337487+0.0026767j 0.0677463-0.0446668j -0.0831375+0.00739006j -0.0429023+0.00116457j 0.0714677+0.00805251j 0.00457379-0.0510283j -0.0134921+0.041132j -0.0188341-0.020395j 0.00853297-0.0145081j -0.0529449+0.010567j 0.00600535+0.0170269j -0.0329684+0.0045091j -0.121204+0.038129j 0.132596-0.11861j 0.0167004-0.093147j -0.161698-0.131879j 0.133275+0.119398j -0.133871-0.0263795j 0.0928957+0.0157307j -0.00592892+0.0396476j -0.0784317+0.0134196j -0.0134378+0.0212696j 0.0680002+0.0204551j 0.0905363-0.0652706j 0.0149505+0.115131j -0.109294+0.0572518j -0.0551776+0.08745j -0.0553429-0.0780831j 0.0694475+0.0261334j 0.0605015+0.110564j 0.0434587-0.0136721j 0.0408128+0.000154213j 0.0429202-0.0230926j -0.0751968-0.06419j -0.0126387-0.0270116j 0.00770901+0.0123066j 0.0156146+0.000359655j 0.0345323-0.0305628j 0.0138761-0.0120146j 0.0177102-0.00587458j -0.0393472-0.00208113j 0.00181492+0.00981738j 0.0106044+0.00242567j 
-0.0230734-0.0213267j -0.02854+0.0714521j 0.0205991-0.000738946j -0.00108999-0.00906194j 0.0437139-0.0346771j 0.000671489-0.0717517j 0.0036964+0.0295328j 0.0105153-0.00368673j -0.0224525-0.0113559j -0.00850011-0.0299402j -0.0086596+0.00182345j -0.0103278-0.000424085j -0.0118084-0.00944613j -0.0150103+0.00618982j 0.016047+0.00918538j -0.00842597-0.00508434j 0.0134471-0.0117563j 0.00412235-0.0371625j 0.00339244+0.00505173j -0.00673571-0.00941j -0.0158476-0.0345205j -0.0220464-0.0258278j 0.00994875+0.028327j -0.07461+0.0751062j -0.0441344-0.00904311j 0.00602748+0.0241247j -8.73609e-05-0.0383967j 0.0117054-0.0020197j -0.0185321-0.0223038j 0.0176763+0.0221207j -0.0178144+0.0476746j -0.0169351-0.00127039j -0.0616627+0.0379506j 0.00909749+0.0788605j 0.0260263-0.0120079j -0.00128193+0.0315576j -0.0021324+0.0243144j -0.00308365-0.0100247j -0.107005-0.0358147j -0.0172792-0.0213066j 0.0483988-0.0393614j -0.0662751-0.0156124j -0.0290368-0.0396081j 0.0505446+0.049841j 0.0319833+0.063969j -0.0362308+0.0574241j -0.053775+0.055424j 0.00593871-0.0368565j -0.0513887-0.0257032j 0.0584816-0.00982375j -0.0808227+0.0791071j 0.159599+0.0699732j -0.0289618+0.0260332j -0.00299811-0.021169j -0.0705618-0.0391781j -0.078123+0.0531573j 0.0145668+0.00871171j 0.00390545-0.0547187j -0.0431084+0.045284j 0.0440685-0.0318458j -0.074427-0.0581431j 0.0347285+0.0469041j 0.0166462+0.0139837j -0.0115151-0.0386053j 0.0652547+0.0302091j 0.0226522+0.106355j 0.100384+0.0449927j -0.00370306+0.00719042j -0.0255306+0.088267j -0.00466295+0.166415j -0.0558839+0.0366291j 0.011797-0.0505122j 0.0386928+0.035982j -0.00420615+0.0103387j -0.0247657+0.133711j -0.0345299-0.0425466j -0.0761352+0.0188109j 0.041326-0.0325463j 0.0746585+0.00159779j 0.0199083+0.0805607j -0.0407079-0.016222j -0.0593014-0.0239523j 0.0845679-0.0325481j 0.0103974-0.000343875j 0.0233529+0.0341058j 0.00132526+0.0268053j -0.0112581-0.0174072j 0.00970836-0.00704763j 0.00451647+0.00388178j 0.0112107-0.00309521j -0.0334409+0.0210258j -0.00123653-0.0294731j -0.0565893-0.0546988j 0.0378321-0.0173865j 0.0357767+0.000973788j 
-0.0619894+0.0236172j -0.0538488-0.0306927j 0.00702923+0.00419827j 0.0316178+0.0165298j -0.0373525+0.00598189j -0.00422526+0.0152258j 0.0098437-0.0286233j 0.0195477+0.0208731j -0.0295277-0.00616976j 0.0137203+0.0108936j -0.00466051-0.0162018j -0.00683039+0.0057525j 0.0157557+0.0245045j 0.00833062+0.0213447j 0.00670177-0.0144753j 0.0190421-0.00518314j 0.00292515+4.04023e-05j 0.00429632+0.00710157j 0.00252098+0.0128156j 0.0372281+0.00139911j 0.0182165+0.0143258j -0.0230808-0.0244959j 0.0160659+0.0123334j 0.0266923-0.034494j -0.0391962+0.0329109j 0.0399616-0.00872912j -0.0270596+0.0115502j -0.0200097-0.0123369j -0.00902503+0.00573371j 0.0229988+0.00892057j -0.0282275-0.0357997j -0.0292575-0.00544895j -0.0133632-0.00815432j 0.00064698-0.103659j -0.00664417+0.00957997j 0.0167219-0.00446595j 0.0299372-0.0355273j -0.00773966-0.0265464j -0.115987+0.0753992j -0.0416221-0.0676405j 0.00965468+0.0246896j 0.0339966-0.0713274j -0.0349115+0.0134083j -0.0280589-0.00878213j 0.0163162-0.0585453j 0.0350827+0.0748256j -0.0490517+0.0143505j -0.0530852+0.0571943j -0.0247874-0.0416294j -0.0505713-0.0140962j -0.0430963-0.0380463j -0.0530324-0.00184217j -0.0018801+0.00170145j -0.0118083+0.0253368j 0.037927-0.0348863j -0.0313197-0.00360468j -0.0291023-0.0178216j -0.00381063+0.0614622j 0.0651474-0.100173j 0.0335603+0.0425113j -0.132102+0.0290392j 0.152304-0.0527323j 0.156188+0.085009j 0.0497686+0.0216625j -0.117477-0.0104179j -0.0050237-0.0620986j -0.111093-0.0812601j 0.01627-0.0254428j 0.0214824+0.0408249j 0.00716626-0.0222313j 0.106334-0.0248769j -0.0122539+0.0161738j -0.107924+0.0156043j -0.00270195-0.00479492j -0.0359978-0.000392591j 0.00476719-0.015984j 0.0346891+0.0857402j -0.035517+0.0412302j -0.0137492+0.0124285j -0.0292802+0.00701389j 0.0172969-0.0545694j 0.0505667+0.0015738j -0.00884851-0.00785184j 0.01003+0.0410901j -0.0448121+0.0567794j 0.0496921+0.0592508j -0.00472143-0.00753432j -0.0213328-0.0248505j -0.0104894-0.0143013j 0.0126944+0.0803392j 0.00897566+0.039811j 0.0162917+0.0153722j 0.0539138+0.000136429j 0.0110553-0.0158019j 0.0147676+0.0201132j 
-0.0902729+0.099763j -0.110392-0.00215204j 0.0082473-0.0173344j 0.0125142-0.0197248j 0.0209645+0.0978128j 0.0422318-0.0293498j -0.00774151+0.0152359j 0.0643012+0.0263393j -0.0231898+0.00786227j 0.00350857-0.0228266j -0.00158362+0.0510026j -0.00840271-0.0135537j -0.00795518-0.00344884j -0.0188971-0.00798188j -0.0119707+0.00213712j -0.0100385+0.000257312j -0.008207-0.0230408j 0.0337642-0.0194083j 0.00959706-0.00964656j 0.0158643-0.0299723j 0.0729074+0.00622731j -0.0348281+0.0645104j 0.0320055+0.13962j -0.125611-0.17017j -0.0466766-0.0607824j -0.00335912-0.108689j 0.0665641+0.0256832j -0.00177685-0.0275277j 0.0442916+0.0568055j 0.00508833+0.00148329j -0.121102-0.106164j -0.0362609+0.0283341j -0.0687693-0.00864671j 0.0267315+0.042903j 0.0291485+0.0596157j 0.0681433-0.0315553j -0.0212534-0.116144j -0.0610562+0.00777957j -0.129098-0.0146264j -0.0761794-0.101607j -0.0243165+0.0245281j -0.0301823+0.0367212j 0.0370633+0.0201588j 0.0280739+0.0728063j -0.0172982-0.0369612j 0.0128746+0.0674335j -0.0407313+0.0782994j -0.0337353-0.029065j 0.0473581+0.0723975j 0.0486659+0.0952688j -0.0645005+0.0423934j 0.0217038+0.0421522j -0.0380769-0.00558572j 0.0502554+0.0159897j 0.00670318-0.0172896j -0.0358068+0.0238293j -0.0533949-0.0070712j 0.0128036-0.0117663j -0.0193676+0.0598306j 0.0560112-0.039129j -0.00454906+0.00597953j -0.0724503-0.0336537j -0.108282+0.0418945j -0.0395869+0.00704296j -0.0236035-0.0192935j 0.00703028-0.0286459j -0.0624935-0.0670894j 0.0237569-0.00295297j 0.0371395+0.0765662j 0.0304318+0.0578487j 0.122873-0.0744236j -0.0540106-0.0164669j -0.0103217+0.0637017j 0.076069-0.0372926j -0.0323508+0.0176728j -0.0748285+0.0813762j -0.00550277-0.00800997j 0.00971124+0.0750423j -0.00710232-0.0652064j -0.0168856-0.0616568j 0.0259004+0.00961583j -0.00118146+0.00767612j -0.0750489-0.00197245j 0.0196576+0.0745055j 0.0360212+0.0454691j 0.064275+0.0780214j 0.0572429+0.0474863j -0.02495-0.0178646j -0.0493863-0.0201152j 0.0104081+0.00749549j 0.00613934+0.0184954j -0.00395789-0.0191069j -0.000877456+0.0133084j -0.0001235-0.0741786j -0.0136836+0.023884j 
-0.0805358-0.103281j 0.111674-0.0492316j 0.0251796+0.0362352j -0.0116406+0.032395j 0.0486003+0.0188232j 0.0430906-0.00216706j 0.0155774-0.020884j -0.0114937+0.0313526j 0.011652-0.0210997j 0.00687167+0.000188756j 0.0345937-0.000460944j -0.0286226-0.00930281j -0.00398384+0.00872486j -0.0468246+0.00756174j 0.0247269-0.00258299j 0.0134518+0.012665j 0.0291279-0.0166773j -0.000183181+0.00747028j 0.0173055+0.0171397j 0.0162067+0.0122749j 0.079139+0.082231j -0.0160827-0.0531762j 0.00733836+0.00163791j -0.0257821-0.0483905j 0.0215856-0.0204967j -0.0104274-0.000774413j 0.0226628+0.0557761j -0.00433624+0.0168481j -0.00437039-0.0281194j 0.0036629-3.58915e-05j -0.0348485-0.0832859j -0.00999551-0.0579874j 0.0168149-0.0487449j -0.0524486+0.0323958j 0.00337919+0.0124632j 0.0692619+0.0972192j -0.0380456+0.0195604j -0.00276196+0.0338953j 0.100312+0.0783124j -0.110971+0.0271782j 0.0223843-0.0429503j 0.0324052-0.0318j 0.0746598-0.00762684j 0.010188+0.0185589j -0.0532357-0.0754788j -0.0352032+0.0725694j -0.0309394+0.00939412j -0.00430301+0.0768488j 0.100309-0.0372404j 0.0973385-0.00632963j -0.0610326-0.0785838j 0.0236501+0.000867294j 0.0237736+0.00315395j 0.0315277+0.0272345j 0.00797659-0.0593786j -0.0387199-0.0441358j -0.0516595-0.0641558j -0.0273541+0.0860402j 0.0438303-0.0598875j 0.0940947-0.131562j 0.00564819-0.000227062j 0.022553-0.0282055j 0.0126023-0.0194936j -0.0744258-0.0310343j 0.0278426-0.0773404j 0.0222093-0.0726813j -0.0520358-0.0375391j -0.0342014-0.00749149j -0.0776019+0.0329323j 0.0490138+0.0354425j 0.0888083-0.0096968j 0.0227601-0.0527959j -0.0152817+0.0174564j 0.0683198+0.0423846j -0.0262061+0.0392733j 0.0245709-0.000202182j 0.000731378-0.00422453j -0.0137359-0.0337995j 0.0276211+0.00442834j 0.0521052-0.0081752j -0.0292014+0.000953717j 0.046374-0.0229342j 0.0159367+0.0156371j -0.0466312-0.036561j -0.0285512-0.0445012j 0.0398845-0.000409558j -0.037156+0.0247839j 0.0249774+0.0086651j 0.028736-0.00162023j -0.00783643-0.0123437j -0.0191894-0.0298227j 0.0681356+0.0877835j 0.0624009+0.0400479j 0.0578985-0.0780043j 0.0138296-0.00831552j 
-0.0206657+0.0024632j 0.0493576-0.126554j 0.0279646+0.00347536j -0.00432621-0.0151432j -0.0130962+0.0493379j 0.0174217+0.0380606j -0.00591133+0.0123489j -0.0685962+0.00979612j 0.0152362-0.00981731j -0.01421-0.0192283j -0.0168167+0.00983985j 0.0204377+0.00169059j 0.00786477+0.0216328j 0.0201251+0.0188283j 0.00249889-0.0164227j 0.00620375+0.00210114j 0.00575957+0.00343589j -0.0174496-0.00229385j -0.00940885+0.00147761j -0.00131077-0.0122484j -0.0033017+0.0216073j 0.0161574+0.0126894j -0.0984969-0.0380287j 0.0934034+0.0310382j 0.0287127-0.0255848j 0.0399467-0.0287264j -0.051291-0.00115421j 0.0246658+0.0209927j -0.0377852-0.00821177j -0.00257966-0.00386129j 0.116187+0.0185911j -0.00847107-0.0434724j 0.00512503-0.0327901j 0.00661502+0.0697827j -0.0125027+0.017009j -0.0585964-0.0303159j 0.0139533-0.0029225j 0.030099+0.0225709j 0.0693222+0.0520803j 0.0524901+0.188932j -0.000855567+0.000208029j -0.0785734-0.00451103j 0.00201887+0.00936108j -0.0281515+0.0140826j 0.0420954+0.101246j 0.0356404-0.027108j 0.0436595-0.0278477j -0.0359779-0.0523447j -0.0321982-0.0649299j 0.00270166-0.0470897j 0.0300149+0.0237201j -0.0592132+0.0277871j -0.0413849-0.015265j -0.00452783-0.00881999j 0.0500048-0.0297837j -0.0359756-0.00615604j 0.0201061+0.0445829j -0.00497769-0.0679598j -0.0228867+0.0985986j 0.0438084-0.070536j -0.038242+0.0332911j 0.0177648-0.0588487j -0.0116348-0.0350902j 0.0676039+0.102726j -0.152542-0.0492937j -0.0866589-0.00811311j 0.00118332+0.00906705j 0.101837+0.0886992j 0.00708607-0.0117891j 0.00749452-0.00341956j 0.0195242-0.00384219j -0.0167919+0.0163262j -0.00302328-0.0505451j 0.0120721-0.0475372j 0.0345586+0.0121991j -0.0628951+0.0138749j -0.00120154+0.0279709j -0.0531391-0.0075013j 0.0634841+0.0237732j -0.0370986+0.0125628j 0.03575+0.0298776j -0.0552103-0.00136971j -0.0601008-0.059985j 0.040918+0.076059j -0.0763073-0.093652j -0.0330987+0.00829619j 0.0426472+0.00661074j 0.0130114+0.00873599j -0.0103557-0.00546233j -0.0398295-0.0460135j -0.0148611-0.0502036j -0.0416081-0.0886302j 0.0297851+0.0616734j -0.0335805+0.0433584j -0.059059+0.0353666j 
-0.0180376-0.0241622j 0.0287415+0.051184j -0.0253927-0.0102335j -0.0118002+0.0292309j -0.0324659+0.0111241j 0.0394078-0.0834381j -0.0278072-0.0636627j 0.00197467+0.0307173j 0.0155167+0.0204742j -0.000771287+0.0262773j -0.00755462-0.019873j 0.0114453+0.00913783j -0.0127077+0.0270448j 0.00250752+0.0249349j 0.0137493-0.022348j -0.00170867-0.00932641j 0.00467533+0.00162017j -0.00973873+0.00913444j 0.038779-0.0121371j -0.00405725-0.0175707j -0.0143057-0.0216225j 0.0167609+0.0621003j -0.0629551+0.00529484j -0.00315456-0.0231292j -0.0413319+0.0304182j -0.0188234-0.00643791j 0.00141742-0.00190499j 0.0170686-0.0400675j -0.0188727+0.0251632j -0.0195876+0.00798037j 0.0202505-0.0616419j 0.0338563+0.0351404j 0.0885415+0.162022j -0.0162946-0.00958529j -0.0686043-0.0589438j 0.0184654+0.102607j 0.0788405+0.0973496j -0.0260701+0.0602145j -0.0294013+0.0252396j 0.0121572+0.0482047j 0.0519703+0.0684104j 0.0436179-0.00312452j 0.0190758-0.0919825j 0.0492893+0.00599576j 0.0668107-0.124132j -0.0147304+0.0360227j 0.0730731+0.0301642j -0.0462875+0.075009j 0.0255157+0.00748905j -0.0222504+0.0180065j 0.0652327-0.0948299j -0.018992+0.0422411j 0.102317+0.0284587j -0.0754953-0.038516j -0.0217301+0.00130756j -0.0522591+0.066322j 0.193504-0.145322j -0.00282574+0.101376j -0.00655764-0.162401j -0.0190038-0.129769j -0.00840062-0.0781071j -0.00614701-0.0280361j 0.0296657+0.0255426j 0.0647832+0.0571374j 0.000932556+0.0180898j -0.00646732-0.037827j 0.0209842-0.0278981j -0.0531802+0.00474669j -0.0673773+0.0283136j 0.0394111-0.00201707j 0.00541725-0.0730122j 0.000433972+0.0117567j -0.023346+0.0599303j 0.0478767-0.0180388j 0.00552424-0.0170993j 0.0493263-0.0452755j -0.0360243-0.0128879j 0.0170666+0.0141518j -0.00886731-0.023332j 0.0395255+0.0266552j 0.0715151+0.0194653j -0.035642-0.0676915j -0.0523409+0.0225194j 0.0717456+0.0233216j -0.00692897-0.033827j -0.131853-0.0580718j 0.0630925+0.0593341j 0.00427737+0.0110741j -0.0216939-0.007169j -0.0136246-0.0572592j 0.0669769+0.0714935j -0.0640018-0.095503j -0.0609075-0.0726609j 0.00278224+0.0388293j -0.00801113-0.0402184j 
0.0215234+0.0403176j 0.03455+0.0260997j -0.00315844+0.0469118j 0.0234455+0.0285275j -0.0135724+0.0268284j -0.0229592-0.0128936j -0.01288-0.039057j -0.00868385+0.0203689j -0.011551-0.0667556j 0.0105128+0.0152376j 0.0111936-0.00168568j -0.00757538+0.0011443j 0.0158993+0.00125085j -0.00535936+0.00389242j 0.00784831-0.00457659j 0.0107689+0.00242094j 0.0263191+0.0172587j -0.0159348+0.0134739j -0.00544995+0.00253954j 0.00446561+0.00723602j 0.0139072+0.0261524j 0.0172863-0.00587077j -0.000101405+0.0146958j -0.00909417-0.00285923j 0.0272903-0.0378778j 0.00815406-0.0171384j -0.00539321+0.0383713j -0.0191962+0.00672286j -0.00219573-0.024899j 0.00497089-0.00459781j -0.0363961-0.0714109j -0.021642-0.0406286j -0.0162571-0.082653j -0.0224571-0.195586j 0.0203152+0.00914046j 0.00754843-0.0116792j -0.0203185+0.00142574j 0.0334616+0.0538436j 0.0308381+0.00602605j -0.00354685+0.0142967j 0.0703355-0.0304222j 0.12346-0.0278051j -0.104482+0.0511316j 0.0203333-0.0275797j -0.025134-0.0948115j 0.0224763+0.0395577j 0.0596283-0.0539542j 0.0644071+0.00255161j 0.0168446+0.00271809j -0.0166927-0.0306749j -0.0771833-0.0186031j 0.00148041+0.0340784j 0.0825258-0.0250794j -0.0353924-0.00402479j -0.020642+0.0298557j -0.0389104+0.0834505j -0.0720123-0.181356j 0.113671-0.0377115j -0.170369+0.116175j -0.140721+0.0490166j -0.0750565+0.036597j -0.0346851-0.00682496j 0.0506237+0.0319858j -0.0665743-0.0172779j -0.0364591-0.020732j -0.0369119-0.0150817j -0.0748431-0.076386j -0.0581696-0.0503711j -0.0600271-0.00663485j -0.00664743-0.0236966j -0.0669652+0.0226631j 0.00205332+0.00709081j 0.0904793-0.0607968j -0.00346422+0.00162681j 0.0213791-0.0169206j -0.0409018+0.0191975j 0.0796475+0.00348762j -0.0315878+0.00822445j -0.0177346+0.0098456j -0.0372892+0.026472j 0.0883399+0.0326186j -0.234988-0.0171491j 0.107069+0.00281254j -0.0818411-0.0258661j -0.0159742-0.0375016j -0.0481777+0.0306322j 0.124671+0.0214098j -0.0350434-0.010986j 0.00359037+0.00598536j 0.068101+0.0301175j 0.033108+0.0488536j -0.0604369+0.0436395j -0.065857+0.0216458j 0.00120317+0.0426512j -0.0102106+0.0192817j 
