0.0780237-0.0873187j 0.0883762-0.105538j -0.045095-0.0196961j -0.0407002+0.0420409j -0.0763311-0.0112427j 0.0523354-0.0201629j 0.00088409+0.00839367j 0.0360442+0.0397285j 0.00722132-0.0125701j -0.0304265+0.0247598j 0.0136659-0.0275947j -0.00820181-0.0183239j 0.0198732+0.0191375j 0.000932299-0.0206702j -0.00164269-0.0046151j 0.0176617-0.00677134j 0.0267687-0.0203413j 0.00866998+0.0241605j 0.0294733-0.0263393j -0.0221776+0.10323j 0.0185585-0.0217299j -0.0995022+0.0130707j -0.0248216+0.0487637j 0.02259-0.0411413j 0.0261875+0.0616762j 0.0236556+0.00804693j 0.00430566+0.00944591j -0.0385075+0.0226265j 0.0785821-0.0400988j 0.0438905-0.00575069j -0.0111161-0.0441204j -0.0441288-0.0448994j -0.052644+0.0405023j -0.00146758+0.0149912j -0.0237883+0.0660317j 0.0202815-0.0410835j 0.0331028+0.0394985j -0.0457411-0.00355548j 0.017459+0.025818j -0.0685609-0.0203j 0.0177821+0.00535419j -0.00681485-0.015648j 0.00944109+0.00300876j 0.035802+0.0182476j -0.0254093+0.0205506j -0.0331682+0.00284048j 0.0135873-0.0270303j -0.00337269+0.0151264j -0.0301826+0.00617173j 0.00824171-0.0301444j -0.0175449+0.0281406j -0.000164862+0.0270966j -0.016348-0.00371261j -0.0269911+0.0419426j -0.020732+0.0115347j -0.0576313-0.0102028j -0.01354-0.00779796j 0.0152592-0.0190085j 0.0049912+0.0285006j 0.0266055-0.0543173j 0.0370524-0.0517538j -0.0136716-0.0249113j -0.0627591-0.016447j -0.0298352+0.0549551j 0.0123233+0.00661281j 0.0023274+0.024659j -0.0253157-0.0335516j -0.0324186+0.0352335j -0.0144713+0.00478897j -0.000908595-0.0411964j 0.00704267-0.0447236j 0.00666616+0.0283998j 0.00229861-0.0332507j 0.00898185-0.0510112j -0.00581961-0.0159418j -0.0219951-0.0241596j -0.014126+0.016632j -0.00468131-0.025874j 0.0206302+0.00540515j 0.029381-0.0248137j 0.0255147+0.0407025j 0.020687-0.058761j 0.00545019-0.012571j -0.0643817-0.0648697j 0.00476468-0.0818916j 0.0853253-0.109529j 0.108445+0.0353288j -0.0243312+0.051717j -0.0126273+0.0419189j 0.061046-0.212071j 0.0912874-0.149664j -0.188838+0.169451j 0.190869+0.028459j -0.00337455+0.0543695j 0.115374+0.169442j 
-0.00210029-0.040705j 0.0371469-0.0134888j 0.0290276+0.0166903j 0.0055579+0.00228503j 0.00103133-0.0397495j -0.0109167+0.063392j 0.0347302+0.0362001j -0.00544181-0.0319973j 0.0124714+0.00031328j 0.00169563-0.0503528j -0.0134355+0.0239099j -0.0110162+0.0296924j -0.00795244+0.0185424j -0.00786656+0.0456642j 0.00750781-0.0246836j 0.00105274+0.0147921j 0.0168411-0.026713j -0.00808062+0.00382434j -0.0310871-0.0536242j -0.00459261+0.0125866j 0.0120531-0.0203669j -0.0256499-0.024072j -0.0143338+0.0503401j 0.0202982+0.0775175j 0.0148285+0.00322436j 0.0177579+0.00529976j -0.0148203+0.0100513j 0.00779945-0.0342958j 0.0156279+0.0679433j -0.00348121-0.0240683j 0.0108477+0.0202665j -0.0508412+0.00887542j 0.00159716-0.0084267j -0.0213231+0.0264506j 0.00768849-0.0161093j -0.0604559-0.0403164j 0.0446845+0.00385928j -0.0164675-0.0525516j 0.0288895+0.0486014j -0.00185992+0.0293246j 0.0800165+0.0182555j -0.00777018-0.000445886j -0.0461351+0.0289022j 0.0115915+0.0347312j -0.051049+0.0518449j -0.0156609-0.0133924j -0.0604568+0.0125386j -0.00143069+0.0260007j 0.0433475-0.0652267j 0.0844495+0.0234111j 0.025439-0.0389938j 0.0437662-0.0723481j -0.0875735-0.0674312j -0.0384043+0.0958044j 0.0250221+0.0374832j -0.0262648-0.0271826j -0.036778-0.0397017j -0.0672721+0.122245j -0.0278141+0.0891636j -0.0189483+0.0613726j 0.0262028+0.0442576j -0.0458163-0.00794037j 0.0096274+0.00469343j -0.0484957-0.0138849j 0.0110512+0.026684j 0.0297006-0.0690108j 0.0671903+0.0211331j 0.0346616+0.0201855j -0.00300294-0.0385388j 0.0333438-0.0757018j 0.0268649+0.0492897j 0.0688949+0.0673698j -0.12352+0.0980625j 0.0674535-0.0382887j 0.0649405+0.069755j 0.108369-0.0237316j 0.00614648+0.0567684j 0.0544416+0.0472741j -0.0455832+0.0545638j -0.112548+0.0746864j 0.0946066+0.0373799j 0.0122758-0.0490602j 0.0480099+0.0477722j -0.0445217-0.0625953j -0.0195934+0.0894464j 0.0734769+0.0440803j -0.0928999+0.125962j -0.039399+0.115769j 0.00652702-0.0291673j -0.0557674-0.0890249j -0.198212-0.0976103j -0.0178865+0.0610607j -0.116471-0.0317151j -0.0560033-0.0481866j -0.0183099+0.00650544j 
0.013682-0.0197056j 0.00628242+0.0401455j -0.0125099+0.0103284j -0.0057847+0.0252818j -0.0663805-0.0310382j 0.0383632-0.0399791j 0.0238701-0.0534585j 0.0182179-0.010995j -0.0173743-0.0124068j 0.00445885-0.0126433j -0.0225036-0.00911394j 0.00770508+0.019364j -0.0329204+0.0324592j 0.0179256+0.0280827j 0.0235008-0.0153045j 0.00625364-0.00361112j -0.025226+0.0285312j -0.0186289+0.0229084j 0.0400743+0.00918074j 0.0194276+0.0461598j 0.0122412-0.0340083j 0.0211359+0.0115047j -0.0103466+0.0311983j -0.0159903-0.026021j -0.0332341-0.0328906j -0.0275711-0.00543179j -0.0447213-0.0125997j -0.018823-0.0161339j 0.00234049+0.0206184j -0.0400054-0.0363717j 0.042285-0.0376716j -0.0540807+0.0216374j -0.0433701-0.0664614j 0.0366423-0.0720425j -0.0317448+0.00212238j -0.0433164-0.0451366j -0.000392635+0.00612502j -0.0464196+0.014967j 0.0104185+0.00715227j -0.0164344+0.0450139j 0.0209008+0.0539345j -0.0288661-0.0147707j 0.00725066+0.0761218j 0.110243+0.00968993j 0.0271585-0.0146286j 0.0227301-0.0793123j 0.0566286+0.0341222j 0.0408894-0.0538436j 0.0455617+0.0456911j 0.0398108-0.0907341j -0.000336161-0.0161978j -0.146511+0.0505802j 0.099015-0.0785115j -0.113553+0.0105012j -0.093223+0.0404961j -0.025215+0.0620236j 0.0867321-0.00751228j 0.0291351+0.0107583j 0.0384685+0.0397501j 0.0443357-0.0218452j 0.00991445+0.0292348j -0.0148688+0.0351459j -0.00303714+0.0273746j 0.0458201-0.0156826j -0.0186732+0.0404439j -0.0542366+0.0453666j 0.0671158-0.0132828j -0.0297431+0.0147752j -0.0143021+0.0143065j -0.0389175+0.060402j -0.0267556+0.119698j 0.130403-0.0272032j 0.0593781-0.0867466j -0.0126832+0.0102905j -0.0441652-0.0796747j -0.0906989+0.162341j -0.111612+0.0583837j -0.0261398-0.06072j -0.00405066+0.0964957j -0.00919545-0.0273605j 0.028675-0.0958543j -0.0215701+0.100315j -0.00928328-0.0638496j 0.0313919+0.00870899j -0.0551637+0.00848479j -0.0420152-0.047089j 0.0199873+0.136212j 0.0328083-0.00880475j -0.030818-0.0191383j 0.111968+0.00220303j -0.0200925-0.0119487j 0.0648105+0.0646796j -0.0430371+0.0528331j -0.0154967-0.0106081j -0.012872+0.0447038j 
0.0246537+0.00943446j -0.0338818-0.0226799j -0.0171903-0.0192821j -0.00897472-0.00225726j 0.0619558-0.00540449j 0.0660938-7.54351e-05j -0.0241582+0.0657889j 0.0335188+0.109113j -0.00639205-0.0518304j -0.021956-0.0322575j 0.0354332+0.0455179j -0.00982881-0.0304039j 0.0354363-0.0183168j 0.0105531+0.0146091j -0.00936513-0.00743452j -0.0128795-0.00097874j -0.00600345-0.062126j 0.011322-0.00822506j 0.0128789-0.00348725j 0.0114757-0.00430388j 0.0242608-0.0396715j -0.0784769-0.0175156j -0.0403166-0.00123524j 0.0308258+0.0150679j -0.00605743+0.00437503j 0.0252429+0.0164108j 0.121867+0.0180473j 0.0372553-0.0267893j 0.0223841+0.0437567j 0.0172093+0.0130329j 0.0103988-0.0360436j -0.000676618-0.0143723j 0.015204-0.0838728j 0.0411352-0.0563279j 0.0423342+0.0118413j -0.0733071+0.0590579j 0.111325+0.0365897j 0.0212721-0.117385j -0.00464556+0.0644819j -0.0437251+0.0166142j 0.0807449+0.0173803j -0.0240606-0.00227368j -0.00260073+0.0457445j 0.027019+0.0689501j 0.0243101-0.0479308j 0.0458923-0.0379872j 0.0614393-0.0424308j -0.0104035-0.0300047j -0.0340851+0.0289706j -0.00488205+0.0129457j 0.0487587-0.109723j -0.0581731+0.0149449j 0.0208467+0.0210409j -0.0182478+0.0335018j 0.0351643-0.0384748j 0.0820831-0.0350315j 0.00722292-0.0349859j 0.0194964-0.0215442j -0.0103187+0.0952251j 0.00904785-0.0451452j 0.0617765-0.0926828j 0.103271+0.00471037j -0.0156295+0.0654158j -0.0993162+0.0548439j 0.010498+0.083605j -0.0447272+0.066002j 0.0134011+0.0125391j -0.079414+0.00906847j 0.0404611+0.0232254j 0.0850461-0.051999j -0.0494162+0.0272217j -0.0522093+0.0271269j 0.0424264+0.00498656j -0.00812111+0.0843246j 0.0890792-0.0408969j 0.0477661+0.00423395j -0.0242995+0.00457941j 0.0651895-0.0922304j -0.0587947+0.114524j -0.015704-0.0241053j 0.0142037-0.0231121j 0.0578401+0.021184j -0.0380233+0.0612017j 0.0338382+0.0487382j -0.0248613+0.00805063j -0.0449438-0.0832768j -0.00389074-0.00509661j 0.0381085+0.0426783j 0.0363347+0.0301094j 0.0232634-0.00663288j -0.0050839-0.0558698j 0.0437809+0.107225j -0.0290111-0.159619j 0.0769721-0.108463j -0.113359-0.0750541j 
0.0114914+0.0253864j -0.0189715+0.0268905j 0.00672086+0.0199727j 0.0198479+0.00619237j -0.017649+0.10515j -0.0169719-0.0264228j -0.0192713-0.0685026j -0.00143083-0.023456j 0.0303989+0.0225209j 0.0503546-0.0384554j -0.0578385+0.0342265j 0.0142371+0.0178601j -0.0248127+0.0896065j 0.00221474+0.0678938j 0.0152835-0.0283537j 0.0364704-0.00728129j -0.0145393+0.0209554j -0.000754963+0.00458283j 0.0346892-0.00528673j 0.0693137-0.0213399j 0.0163349-0.0214057j -0.0178887-0.0395838j 0.00911473-0.020107j 0.0234597-0.0238244j -0.0660652-0.114319j -0.0115976+0.00586604j -0.0889346-0.0212801j 0.00847198+0.0229092j -0.111058-0.0219979j 0.0418652-0.0529601j -0.0618085-0.0541775j -0.0362818-0.0782017j 0.0508772-0.00950357j 0.0317244+0.0698072j -0.03766+0.0607857j -0.0101907+0.0568003j -0.0291171+0.0149833j 0.00647538+0.0514266j -0.0227525+0.069709j -0.00349902+0.0388732j 0.0132431+0.00506759j 0.016629+0.0209208j 0.0356222-0.0425092j -0.0494449+0.000326564j 0.00646792+0.065157j 0.053346+0.0315526j -0.0267185+0.0344467j -0.0343564-0.035413j 0.0807904-0.077512j 0.0331416-0.0453162j -0.0334429+0.0155331j -0.028742+0.0272202j -0.0227583-0.00445956j -0.00081524-0.041376j 0.0464761-0.014176j 0.0345976-0.0324626j -0.046767-0.00605544j -0.0097707-0.0700086j 0.0458724-0.0548903j -0.114234-0.0795893j 0.0285108+0.0237713j 0.136228+0.164787j -0.127824+0.0932376j 0.00830702-0.0442263j -0.0022962+0.00882843j 0.0209095+0.0246135j -0.0600825+0.101644j 0.0136636-0.0110597j -0.0116519+0.0270811j -0.0260798+0.0052477j -0.00949511+0.0290623j 0.0276226-0.0629756j 0.0617404-0.0121554j -0.0558999+0.0249656j -0.0534822+0.0251082j 0.0268127-0.099632j -0.0915512+0.0139949j -0.00257339+0.0343629j -0.126028+0.0197356j -0.114858+0.0137818j 0.0354038+0.0381171j 0.0562949+0.0441046j -0.0134701+0.071882j -0.127645-0.0231912j -0.0391659+0.0270157j 0.00285268+0.0433962j -0.00486796+0.142629j 0.0220635-0.092311j 0.0604522-0.119138j -0.0372892-0.12264j 0.12134+0.00414757j 0.0549044-0.0144384j 0.0386917-0.0102654j -0.0285328-0.0496801j -0.0587518+0.0409307j 
-0.0146965-0.0741867j 0.05851-0.00522243j -0.0133638-0.0218288j -0.033685+0.0170715j 0.0063619-0.10316j 0.0637667+0.0371304j 0.0146444+0.0298757j 0.0372445+0.0104234j 0.00152964+0.0153644j -0.0015465-0.0279978j 0.000190217+0.00356408j 0.0137334+0.000115439j -0.0443779+0.0184374j -0.00468563+0.0416957j -0.0186191-0.04476j -0.00272533-0.00570533j -0.0390054-0.0252123j 0.0386128+0.0262288j 0.046145-0.0410367j -0.0120584-0.00515876j 0.00825141-0.0242201j -0.00959567-0.0144637j 0.0110445+0.0719997j -0.0137402+0.0801745j -0.0141253+0.00766847j -0.0128025-0.00217073j 0.0322303-0.0271809j 0.00138688-0.0276929j 0.0603799+0.0410585j -0.0350261-0.0119356j 0.0841708+0.0254403j -0.00652579+0.0402019j -0.0412948-0.00834575j 0.00933055-0.0529518j -0.0407324-0.0242351j -0.0620073-0.0918728j 0.0857922-0.00518332j -0.082248-0.0265606j 0.035616+0.00109911j 0.0223425+0.0458317j 0.0401928+0.0895264j 0.0307284-0.0352995j -0.0187763-0.0587234j 0.0421819+0.0739982j -0.0225924-0.0903762j -0.0667005+0.0223532j 0.0276018+0.0677465j -0.016814+0.0341029j 0.0401721-0.0247049j 0.0173254+0.0171008j 0.00846112+0.0319094j -0.0351798-0.00249029j -0.0634895+0.107003j -0.0631039-0.0749103j -0.0605175+0.0106719j 0.0647214+0.0114972j -0.0688896+0.0138817j 0.0766587-0.166783j 0.0203614-0.0753263j 0.103631-0.0249473j 0.0275993-0.0308617j -0.0817362-0.0613063j 0.0707886+0.0195916j 0.0323467+0.0027593j -0.031032-0.0930762j -0.0248513+0.0343732j 0.0129523+0.00413017j -0.0720069+0.000812639j -0.0419902-0.0117871j -0.115227-0.0217676j 0.119142-0.0610868j -0.0709471+0.080196j 0.081015-0.0213362j -0.0418772+0.0483453j -0.130587+0.0257935j 0.0117587-0.0333913j -0.0351844+7.32364e-05j -0.0441918-0.0657835j -0.063194-0.0211858j -0.00277507+0.0529469j -0.0572077+0.0319885j 0.00227445+0.115977j 0.00777749-0.0933434j 0.0555713+0.0201092j -0.0748846+0.0501946j -0.0536199+0.00669506j -0.0304576+0.0573738j 0.0453554-0.118174j -0.036538+0.0615425j -0.0759661-0.0935455j 0.0886151-0.0640485j 0.101404+0.0147362j -0.0664143-0.0284431j -0.0511703+0.00199903j 0.0257779+0.0358603j 
-0.0224134+0.0240345j 0.0198649+0.0413036j -0.0200063-0.020341j 0.000728821+0.00822208j -0.0623005-0.0192171j 0.0161018+0.00225967j 0.0610744+0.00398121j 0.0458083-0.0204643j -0.00703814+0.0191766j -0.0263971-0.0118531j 0.0233382+0.013666j -0.00149133+0.00275658j 0.00491063+0.0110006j 0.0377241-0.000517084j -0.00507742-0.0074244j 0.0230342-0.0173503j -0.0277458+0.000581007j 0.0147317-0.0150164j -0.0512127-0.0150073j 0.047735-0.00495091j -0.00436863+0.00619045j -0.0071618-0.0249658j -0.034083+0.0700755j 0.0732235-0.0228414j -0.0222086+0.027236j 0.0100237+0.00782318j -0.0356415+0.011875j 0.0136583-0.00759373j -0.0565107+0.0423526j 0.0592228-0.0496217j 0.0573708+0.013409j -0.00299801+0.0428667j -0.0455322+0.047717j -0.00513369-0.0107284j 0.0236489+0.0202054j 0.0257407-0.0636741j 0.0710921-0.00686646j 0.0531184-0.051865j 0.031817+0.136346j -0.00327529+0.0637249j -0.0609644+0.0363544j -0.0270356+0.0392801j 0.031314-0.0315436j 0.0252428+0.0548598j -0.0499628-0.0305386j 0.031452-0.0899306j 0.07011+0.0281908j -0.0381263+0.0219513j -0.0420057+0.0365829j 0.0345738+0.00617608j 0.0367973+0.117904j -0.0149656-0.0420337j -0.0475713-0.0432847j -0.00452355-0.0112711j -0.0177048+0.0983615j 0.0736269+0.0307497j -0.0553654-0.011981j 0.0444321+0.0591965j 0.00110037+0.00401889j -0.097782-0.0734154j -0.0193248+0.120249j -0.00474458-0.05197j -0.0216304-0.0456047j -0.0482088-0.0257738j 0.0634079-0.0510589j -0.0325386-0.00419266j 0.0337432+0.0173929j -0.0439641-0.00372178j 0.0159984-0.0511654j 0.0795857+0.00507571j 0.00240656+0.0359029j -0.0965889-0.0494433j -0.0229046+0.00919665j 0.0160168+0.0177401j 0.0156997+0.0185992j -0.0797622-0.000502943j 0.0215965-0.0208499j -0.000398786+0.0146425j 0.0764985+0.0192066j -0.00288992-0.0138151j -0.0061098-0.00536876j -0.00721135-0.0216556j 0.0447625-0.0825597j -0.0659698-0.0198576j -0.0512405+0.0333565j -0.00679126+0.117876j -0.0157106+0.188236j -0.0184105-0.00339029j -0.0658478-0.0773274j -0.0276568-0.00551265j -0.0309336+0.0411029j 0.0239203-0.0687863j 0.00714108-0.0425378j -0.017696-0.0839415j -0.00126877-0.0939698j 
-0.0686362+0.0585955j -0.0391651-0.0288935j 0.019328-0.0194368j 0.0432092-0.00532766j -0.00983336-0.0135794j -0.0430199+0.0277627j 0.011861-0.00354484j -0.0183946+0.0119965j -0.0347485-0.00604799j -0.0195292+0.0292786j 0.0406716-0.00230923j -0.0120065+0.00178289j 0.0348276-0.0475577j 0.0109745-0.0285371j -0.0101631+0.0193563j 0.0111122+0.0274303j -0.0129225-0.00103921j -0.023121+0.0162882j -0.00928316-0.00111603j 0.00846209+0.0364835j -0.0627434-0.0162095j 0.0497041+0.0870184j 0.034265-0.0762947j 0.0443575-0.012173j -0.00289813+0.0448761j -0.0339496+0.0357292j 0.0619534+0.0268607j 0.0487414+0.0122937j -0.0137636-0.00577249j -0.00652216-0.00679725j 0.0293534-0.0196259j 0.0356773+0.047516j -0.0132576-0.00725586j -0.0574096+0.0847411j 0.0566836+0.00730617j 0.0207341+0.0116108j -0.0204272+0.0299443j 0.114417+0.020083j -0.0123163-0.0331403j -0.00388797-0.0320142j -0.00795817+0.0690073j 0.00219184-0.0505193j -0.0202404-0.0217534j 0.0083571+0.141951j 0.0325957-0.0354436j 0.000214805-0.016211j -0.0498074+0.0420765j -0.0932789+0.0305136j 0.00280285+0.0206923j 0.0232285-0.0135364j -0.0198529-0.000744434j 0.0348717+0.0208008j 0.0244927+0.0328053j 0.0377023-0.00589587j -0.0507015-0.0685704j 0.0184053+0.0559272j 0.0372265-0.000415503j 0.0426243-0.0207263j 0.0559708-0.0689666j -0.0406224+0.00378766j 0.027223+0.0675261j 0.0868467+0.0809479j -0.0422511+0.00611246j -0.069936-0.112342j 0.0656439-0.0211504j 0.010055-0.0524682j 0.0362783+0.0600867j -0.189654-0.0834363j 0.0181547+0.0703324j -0.0028445+0.0519639j 0.0496523+0.0502101j -0.141465+0.103784j -0.104316-0.00415287j -0.0100069+0.0756736j -0.0316887-0.0586919j -0.0255831+0.0101065j 0.0145641+0.0711756j -0.0168151-0.0432846j 0.0430451+0.0690783j 0.0372986+0.0247149j -0.0258291-0.105458j 0.0112976+0.0738064j -0.0242417+0.00519112j 0.0902993+0.102103j 0.0569043-0.00390642j -0.055864+0.00417601j 0.0752376-0.000355231j -0.00361107+0.0397873j -0.073101-0.0172378j 0.022068-0.0356934j -0.0233245-0.0596186j 0.0159773-0.0193684j -0.00244259+0.115906j 0.117062-0.0211498j 0.0029187-0.116123j 
0.0692835+0.0012221j 0.0255801+0.053976j -0.0241695-0.00386043j 0.0163143+0.00713507j -0.0629789+0.0128417j 0.0333773-0.0517359j 0.0386617-0.0294845j 0.00469453-0.0143522j -0.0100834-0.0180583j -0.00727172-0.00178833j -0.00790169-0.00566999j 0.00863539-0.00558583j -0.00952486+0.0254731j -0.00528425+0.0139198j -0.011819+0.00122393j 0.0279646+0.000487428j 0.000668468+0.0431761j -0.0056524+0.0084756j 0.0212643+0.0410386j 0.0548687-0.00438635j 0.0393617+0.0221858j -0.0170447-0.0515627j -0.0137581+0.102482j -0.0192571-0.0338584j -0.0118653+0.00872618j 0.0303473+0.00760941j -0.0767205-0.0254069j -0.0645285-0.0364671j -0.0295466+0.0454663j 0.0351799+0.00604746j -0.00808895-0.029189j -0.0534652-0.0412604j -0.0930868-0.0174675j -0.018941-0.0239867j 0.0443271+0.0527843j -0.0361746-0.0532569j -0.0257234-0.0275394j -0.0307357-0.0537305j -0.0208299+0.0139961j -0.00697553+0.0426066j 0.0260455-0.0233218j 0.0083539-0.000732568j -0.093032-0.0653749j 0.023469-0.0318924j 0.0146947-0.0709188j -0.0247645+0.00652446j 0.00311964+0.000106088j -0.00419761+0.0225001j 0.0117193+0.0262693j 0.00834266+0.0143157j 0.020601-0.0388478j -0.00875426+0.0359476j 0.0777346+0.00481699j 0.000361037-0.0425801j 0.0241037+0.0568251j 0.00387036-0.0111666j -0.0295823-0.0473082j 0.016762-0.126507j 0.0797215+0.0106414j 0.0160272-0.0893238j 0.00150614-0.0562461j 0.000806168-0.0226757j 0.000930486+0.0190963j 0.0589223+0.0348314j -0.107162-0.00910691j 0.0934765+0.0726032j -0.0437144-0.0554014j 0.0109772-0.0328261j 0.0502545+0.0730508j -0.0321732+0.0953918j -0.0438456+0.00662404j -0.0668325+0.097094j -0.022661-0.070651j 0.133452-0.00754331j 0.00223561-0.0549362j 0.0235764+0.106994j 0.0449165+0.00079691j 0.000968978-0.00449046j -0.0660194+0.0676659j 0.0608466-0.0708351j 0.0387044+0.0295768j 0.108152+0.0521192j -0.00697868-0.0153385j -0.0708301-0.0502813j -0.0483566-0.0365281j 0.0476237+0.0202775j -0.00653006-0.0189249j 0.0206108-0.0187785j 0.0300236-0.00182619j 0.182545+0.128428j -0.0681149+0.0109845j -0.00640876+0.0102964j 0.0196926-0.0844822j -0.0788266-0.0255899j -0.0237125-0.0157343j 
-0.00691927-0.00259704j -0.0569449+0.00789877j 0.0181507-0.00267095j -0.00923957+0.000568682j 0.0341599+0.0578912j -0.0107217-0.0361602j -0.0189179+0.0160175j 0.00765471+0.0441615j -0.0308342-0.0439658j -0.00961659+0.00219574j 0.0129557+0.0162927j -0.030967-0.0244543j -0.00704224+0.00468619j -0.0476244-0.000657433j -0.00589566+0.0223461j -0.0225085-0.0171847j 0.0400329+0.00671743j -0.0303148+0.000343153j 0.037274+0.0271563j -0.0321006+0.00261056j -0.0229688-0.0366132j -0.012033+0.0543233j -0.0195123-0.0758003j 0.0558367+0.0135707j 0.0225675-0.0266896j 0.00748013-0.0557416j 0.0807138+0.0226266j 0.0149881+0.0349023j 0.0310321-0.056348j -0.00849189-0.0151854j 0.00188189-0.0105772j 0.000620602+0.0374257j -0.000728501-0.0197114j 0.0728358-0.100875j 0.0209624-0.00143921j 0.00911647+0.00596156j 0.0410437+0.00590483j -0.0020197+0.0499539j -0.0262159+0.0267817j 0.0443108+0.0551784j -0.0139707+0.0655415j 0.0450479+0.0122893j -0.0149927+0.00807352j 0.0346478-0.00792713j 0.019295-0.0373931j 0.0624628+0.0188329j 0.0304393+0.017916j 0.0196253+0.045465j 0.0396456-0.0534894j -0.0185925+0.0680053j 0.0212022+0.0298526j 0.0524167+0.0368784j 0.0788977-0.0272249j -0.0921512-0.0392078j -0.0182038+0.0343234j 0.0295206+0.127731j -0.0303301-0.0666019j -0.135122-0.138046j 0.0251077-0.134334j -0.0135942-0.00747737j -0.0145138+0.0299431j 0.00207153-0.049177j -0.0450049-0.0290611j -0.0985062-0.0111308j -0.0670688-0.0644109j 0.0681235+0.067459j 0.143954+0.0631504j 0.115392+0.0782606j 0.0384066-0.0323863j 0.0504882+0.0110881j -0.0224386+0.0447493j 0.234726-0.0727737j -0.12651-0.00317555j -0.0271342-0.00402753j -0.0392933+0.0605528j -0.184078-0.0100197j -0.0340065-0.015653j 0.0304011+0.083059j -0.0296922+0.0244074j 0.0033864-0.0102883j 0.111733+0.0802103j -0.0459854-0.0227108j 0.0642191-0.0417425j 0.0312023+0.00382049j 0.0259999+0.063388j -0.000243804-0.0975563j 0.00426352+0.161595j -0.0400848-0.0160987j -0.0356561-0.0416753j 0.0789547+0.037098j -0.0889778+0.0679456j 0.0697+0.022704j 0.0345434+0.0623806j 0.0548424-0.0202322j -0.030777+0.0334885j 
0.002857-0.00174002j -0.0139941+0.0113952j 0.00505941+0.0198188j 0.0108015-0.0128292j 0.0638555+0.0705571j -0.0436693-0.0160056j 0.0349971-0.0262721j 0.0036966-0.037039j 0.0341864-0.0264056j 0.040142-0.00528315j -0.0248013-0.00791189j 0.000415542-0.00362264j -0.012065+0.0341745j -0.0174554-0.0188827j 0.0154915+0.0221044j -0.00467841+0.0204714j 0.0114354+0.0174778j 0.0115657-0.0403164j -0.0458523+0.0571251j 0.0109631+0.00479816j 0.0454387+0.0299741j 0.00415943-0.0353098j 0.0244035+0.0119881j -0.00687062-0.00263746j -0.0101904+0.00377122j 0.00624874+0.0210384j -0.0426735-0.0161897j -0.0264906+0.00569833j 0.0267473+0.0248797j 0.0462526-0.0386164j 0.00421204+0.0470297j -0.015149-0.0333163j 0.039573+0.0448353j -0.0230714-0.0199902j -0.0755239-0.017159j 0.0535769+0.0369783j 0.0565933+0.0216958j 0.0349893+0.00507332j 0.00143843+0.0462463j 0.0141106+0.0234616j -0.0495616-0.00398075j -0.0698194-0.0216222j 0.035117-0.00305635j -0.0137855-0.0128616j 0.0272031+0.0383671j -0.0280135-0.00717675j -0.0623933+0.0451236j -0.0138978-0.0626786j -0.00108015+0.062612j 0.0167927-0.0946878j 0.0465363+0.0112651j 0.033725-0.113977j -0.0550279-0.00699162j -0.0249099+0.027973j 0.0220838+0.00282546j -0.0492754+0.033054j 0.0479256-0.0121548j 0.0565163+0.0781762j 0.0462593+0.0350674j 0.0154435-0.0159268j 0.0204646+0.0506637j -0.0223088-0.0434188j 0.0147576-0.0228373j 0.0922678-0.0218301j 0.0326715-0.0158232j 0.0239603-0.0368422j -0.0814541-0.0464042j 0.00629296+0.0390823j -0.0523787+0.130043j -0.0319142+0.0470282j 0.165579-0.0941964j 0.158187+0.0399058j -0.0644152+0.0168807j -0.154101+9.62584e-05j 0.0963326-0.0918828j -0.14481+0.0240279j -0.124229+0.0626446j 0.0501586-0.0334456j 0.0149276+0.0269097j -0.0685292-0.179989j -0.00652354-0.21277j 0.123203+0.0350875j -0.0200586-0.0787876j 0.0400471-0.0348239j 0.00528775-0.0219551j -0.0354392+0.00287162j -0.0666741+0.105955j 0.00453067+0.0993745j -0.0250898-0.026271j -0.0474784+0.0977336j -0.00492608-0.0549148j -0.0998725+0.0277379j -0.0258154-0.0294379j 0.0200173+0.0192596j 0.0136954+0.0296363j 
