-0.00430829-0.0901194j -0.00501481-0.0322141j -0.00211155+0.0111973j -0.00250972-0.139504j -0.00518881+0.0638282j -0.00233484+0.0533179j 0.00918431+0.0155135j 0.00159837-0.0150494j 0.00444546+0.025557j 0.00105941-0.0464935j -0.000308531-0.0322933j 7.56232e-05+0.0017305j -0.00190103+0.0236024j -0.00177135-0.0180683j -0.0043524-0.0419559j 0.00554592-0.00843685j -0.00544102-0.0290313j 0.0112106+0.0674768j -0.0116201-0.112989j -0.00902865+0.177477j 0.013319+0.0122257j 0.00240873+0.0092341j 0.00741512-0.0215943j -0.00203271+0.0450835j 0.00299309-0.0270063j 0.00391968-0.00257728j 0.000350255-0.0238139j 0.00221289+0.00248399j 0.00240152-0.0459589j 0.000641117-0.00610598j -0.000659603-0.00563397j 0.00290298+0.0090557j -0.000262347+0.0231296j 0.00378515+0.0283903j 0.00174147+0.0653692j -0.0137722+0.0660064j 0.000789781+0.106748j -0.0169767+0.0395807j 0.00374513-0.0323261j 0.0139685+0.0113573j -0.00406764-0.0298223j -0.0243657+0.0557923j 0.00359714-0.00306737j 0.00629019-0.0690995j 0.0010456-0.0197433j -0.00109496-0.00682474j -0.00484847+0.0267353j -0.0100768+0.0356356j -0.0071669-0.0167392j -0.00895559+0.00946233j 0.0102313-0.0292029j -0.0263149+0.0131197j 0.0278521-0.00543955j -0.0202816+0.0143212j -0.00717354+0.0510439j -0.0219003-0.0124432j -0.0364961-0.0233005j 0.00928256+0.0379659j -0.0059404-0.0136742j -0.00960779+0.0109486j -0.010777+0.0217334j -0.00540378+0.0101259j -0.000886505-0.000101858j -0.0140701+0.023492j -0.00758312-0.0135167j -0.00690942+0.0136613j -0.0140765-0.0391653j 0.00471749+0.0261905j -0.000901842-0.00254856j 0.0129456-0.00724597j -0.0183951-0.000389286j 0.000616531+0.0111305j -0.00436342+0.00760153j 0.00745727+0.00323394j 0.0075256-0.0256765j -0.000225218-0.00456669j -0.00184981-0.00310303j 0.00389438-0.0141378j -0.00317328-0.00950888j -0.00607774-0.0246864j -0.00100558+0.0151481j -0.0211602+0.0207461j -0.006214-0.0211856j 0.0289413+0.0240049j -0.00122036-0.0265229j 0.0664783-0.0116521j 0.0432459-0.031434j -0.0253917+0.00723667j -0.0119107+0.00351712j 0.0462167-0.127693j -0.190974-0.0896051j -0.0461791+0.00816187j 0.00105553-0.120383j 0.211696-0.099643j -0.0978283-0.202565j 
-0.0111343+0.00150063j -0.012922-0.00010423j -0.0130078-0.00381363j -0.0177388+0.0368809j 0.0309526+0.035079j -0.0464712+0.0560135j 0.0349972+0.00926028j 0.0412483+0.00188326j 0.00138233-0.016664j 0.0143494+0.0030987j 0.0201991+0.00636913j -0.00176304+0.0125556j -0.0243201-0.0357739j 0.00747825+0.019819j 0.0180797-0.0311517j -0.0109173-0.018532j -0.0187478-0.0251765j 0.0144549+0.0578696j 0.00263002-0.00164242j -0.00468504+0.0349423j 0.0448197+0.00952189j -0.0301159-0.00137689j -0.0388931-0.00367231j -0.0164227-0.0432078j 0.0353863+0.0942154j -0.0197371+0.0279671j -0.0242976-0.0206335j 0.0951074-0.00562559j -0.0237882-0.0353062j 0.110246+0.196057j 0.0180039+0.0102416j -0.306289+0.0830482j -0.192741-0.00843299j -0.0160738+0.0036364j 0.117016+0.0162603j -0.0478112-0.0388739j -0.0449306-0.0680797j -0.0559107+0.0593816j 0.0576475+0.0212144j -0.0994204-0.013995j 0.00597785-0.0101581j -0.0327164-0.0802021j -0.0290183-0.0165185j -0.0382745-0.00462529j 0.0368358+0.05129j -0.130718+0.0584671j -0.0117797-0.0332742j 0.0467538-0.012383j -0.01349+0.0493438j -0.00049748+0.0313819j -0.00760016+0.0473995j 0.0913985+0.137503j -0.0752885-0.0775486j -0.102288+0.112254j 0.0817274-0.0705715j 0.0573899-0.0217477j -0.0535272+0.00233647j 0.00855488+0.111879j -0.0175018-0.0125134j 0.0582522+0.00766646j -0.124176+0.00221907j -0.092567-0.000215783j -0.0244164+0.0151147j -0.0123118+0.0425121j -0.019795-0.0180555j 0.00666811+0.0179513j 0.0341194-0.00299081j 0.0235906-0.0237219j -0.010697-0.0180308j 0.0283924-0.00246674j 0.0271045+0.0427843j -0.00357065-0.0182457j -0.0181843-0.0496657j -0.000544472-0.0199793j -0.00118337+0.00460428j -0.0467443+0.015248j 0.0186084-0.00612244j 0.011365+0.0227781j 0.0400958-0.0360602j 0.016437+0.00515457j 0.045264-0.0393001j -0.00354887-0.00672417j 0.0261425+0.023618j 0.023171+0.0110827j 0.023754+0.00031295j -0.0224327+0.0241339j 0.00159509+0.0111643j -0.0113137-0.00508446j 0.00744179-0.00136405j 0.00854433-0.000596139j -0.00971594-0.000205363j -0.0118479+0.0169123j 0.0375193+0.0151691j 0.00367195+0.00343837j 0.00310652+0.000569823j 
-0.0169977+0.0234236j 0.0269672+0.0181167j -0.0203459-0.00801912j 0.00318075-0.0535203j -0.051329-0.00471675j 0.000274569+0.0110262j 0.0577921+0.0319353j 0.0156724-0.0195042j 0.0364772+0.0437908j -0.013721-0.0182099j -0.012605+0.00191656j 0.00416252+0.0479183j 0.0330497+0.084461j -0.0312414+0.0378451j 0.00328261-0.0211132j 0.0455256+0.0528527j -0.0161219+0.0685548j 0.032786+0.00364849j -0.0231393+0.000191289j -0.0651495-0.0289012j -0.0068992-0.0282434j -0.0649497+0.00817537j 0.0155554-0.04799j 0.0629855-0.0177585j -0.0449725-0.118469j -0.0147626+0.0451986j -0.0736046+0.11994j 0.119755-0.0975497j 0.115831+0.00789468j -0.29892-0.13288j -0.0624535+0.0563184j -0.130218-0.0278252j -0.0821309+0.0879804j -0.0355173+0.0140185j 0.119764-0.0266928j 0.0139874-0.0271119j 0.03665-0.0114242j 0.0467172-0.0948253j -0.0030553-0.0332149j -0.00594514+0.00286314j 0.0961768+0.00255634j -0.0302277-0.0583651j 0.0125322-0.0440385j -0.073277-0.032343j 0.0287368-0.113968j -0.00651481-0.0449178j 0.0864591-0.0552103j 0.074934+0.0312941j -0.0523308+0.00993153j -0.049225+0.0964381j -0.0443101+0.00612954j -0.0167064-0.101439j 0.00718714-0.0201843j -0.00420282-0.0382651j -0.0798345+0.0461818j -0.0118609-0.0153597j -0.030465+0.00441824j 0.0394972+0.11035j 0.00925268+0.00400877j 0.0905416-0.0579567j -0.0241912+0.00230525j -0.0654436+0.0351376j -0.0485994+0.00167774j 0.0160011-0.0265434j 0.0198085-0.002312j -0.0146535+0.00163479j -0.0518064-0.0112399j -0.00390438-0.00440858j -0.03451+0.0595109j -0.0163117+0.0243647j 0.0136104+0.0125666j 0.0165911-0.0134497j 0.00708614+0.00521742j -0.0337765+0.0178522j -0.00840107+0.0108531j 0.0174873+0.00942967j -0.0202389+0.0235237j -0.00573013-0.034065j -0.0175313+0.0572892j -0.0340743+0.0564359j -0.00777285+0.00693857j -0.0114559-0.0504685j -0.0377366-0.00227366j -0.0533878-0.0100778j -0.00138709+0.0012408j 0.0640957+0.0413779j -0.0338489+0.0365535j -0.00265465-0.0116961j -0.0323823-0.00348211j -0.0125144+0.00445148j 0.0125958+0.0280553j 0.0021272+0.0551448j 0.00408295-0.0126125j 0.00579998-0.00788329j -0.0256296-0.00227988j 
-0.0256445+0.0338794j 0.00993496+0.0043145j -0.0126795+0.00910819j -0.0213448+0.00152335j 0.00874598-0.00469824j -0.0630271+0.0328596j 0.0354064-0.00566683j 0.0661325-0.0485743j -0.0285622-0.0169882j 0.0126736-0.0564032j 0.019834-0.015472j -0.0131401+0.0707033j -0.0452137+0.0243014j -0.000959465+0.0547281j 0.00820223+0.0277682j 0.000306203+0.0678567j -0.0264361+0.0379602j -0.0085212-0.0715577j -0.0172317-0.0356719j 0.0181086-0.00711475j 0.00869715-0.0469215j -0.0476621+0.0130155j -0.04671+0.00430197j -0.00158066-0.0339607j -0.0151926-0.0790975j 0.0470776+0.067496j 0.0439527-0.0556111j -0.0375944-0.0707726j 0.040367+0.0197142j 0.337816+0.0014372j 0.0794764+0.106536j 0.194198-0.005339j 0.0730176+0.0336913j -0.0106675+0.0233518j -0.0100045-0.0460604j 0.13617-0.162092j -0.158292+0.0432056j 0.0296123-0.114429j 0.00380776-0.0186643j -0.135592+0.0729983j 0.0330506-0.013554j -0.0161131-0.0525907j -0.0111524-0.0377007j -0.116243-0.0271501j 0.0109356-0.00811965j -0.00723054+0.0177062j 0.0543226+0.0307248j 0.0168858+0.0134986j 0.0614059+0.0640021j -0.0407522+0.107666j 0.0420735-0.0461281j -0.0234708-0.0473883j -0.0112964-0.000919564j -0.00318004+0.0130631j -0.0407803+0.0493711j 0.0555372-0.0112659j -0.0248692+0.0389088j 0.0453596+0.0352811j -0.00729317-0.0305064j 0.0646104-0.0455703j 0.0293436+0.0207541j -0.0433296+0.0240479j -0.0449484+0.0179195j -0.00538213+0.0217028j 0.0313234-0.0100432j -0.040183-0.0185912j 0.000817906-0.00290727j 0.0110093-0.00638631j -0.0315798+0.0274839j -0.0153688+0.0165034j 0.0283243+0.012925j -0.0146391-0.00600748j -0.0231763-0.0147137j -0.0174365-0.0137555j 0.0070874-8.48028e-05j 0.00480399+0.025023j -0.0239822+0.0244046j -0.00568393-0.00533222j -0.0309276+0.00973746j 0.0167114+0.0276106j 0.0111791-0.021224j 0.0292737+0.011725j 0.021635-0.0160992j -0.0180325+0.00700047j 0.00878154+0.00125765j 0.0233097+0.0549529j 0.0218164+0.0136317j 0.00600405-0.00211721j -0.000370656-0.0162155j -0.0110308+0.00795635j 0.0486562-0.00450003j 0.0284038+0.0693116j 0.0664866-0.0282081j 0.0385632-0.0219585j -0.0555301-0.0101977j 
-0.0251752+0.00969945j -0.00496991+0.000648482j 0.0029636+0.00045969j -0.0251457+0.0326686j 0.0444989+0.00898442j -0.061105+0.0400597j -0.00942826+0.0001583j 0.0293805-0.0110335j -0.0396886-0.0584787j 0.00996181-0.0300993j 0.0243143-0.00081923j 0.0115417+0.0294764j -0.0366726+0.00307798j 0.0297594+0.0148614j -0.017931+0.0175932j -0.0456171+0.0124552j 0.0196003-0.0350704j -0.00366551-0.0324934j -0.0275802-0.0291684j 0.0487038+0.0215977j 0.0564503-0.0207843j -0.0298923-0.00222729j 0.000785837+0.0138959j 0.0371276-0.0281403j 0.00179775-0.0125756j -0.0285177+0.0803292j 0.0702516-0.144865j -0.0468709+0.0216237j 0.108256-0.00989812j -0.411663+0.0897787j -0.0178637+0.073652j 0.119587+0.0509485j 0.026728-0.0250696j -0.0555891+0.0138185j -0.0657344-0.0418322j 0.0852341-0.0968597j -0.177108-0.0137614j 0.0728372-0.027272j 0.0564523+0.0240207j -0.104862+0.0302134j -0.0869057+0.0101464j 0.0299582+0.0129449j -0.0192458-0.00279588j 0.0934556-0.0123133j -0.0214998+0.0260093j -0.0291587+0.0400298j -0.00874886+0.0236051j 0.0415618-0.0795307j -0.027975-0.00733603j 0.0354489-0.0322054j 0.000314878-0.0513052j 0.0665897+0.0846578j 0.0251847+0.0552264j 0.00259398+0.057823j 0.0807398-0.0419511j -0.0909673-0.000842723j 0.0346643-0.022167j -0.0138381-0.0236126j -0.0393177-0.0174549j 0.0214995-0.00662647j -0.0263108+0.00376749j -0.00334232-0.00250391j 0.0422292-0.00899369j -0.0117999+0.0546041j -0.0372062+0.0143796j 0.00476238-0.000766918j 0.0722418+0.0117654j 0.0222429-0.0228917j 0.00832208-0.0368273j 0.021431+0.00472109j 0.0221196+0.0302515j -0.0076234-0.00623273j -0.00059878+0.00753136j -0.0355128-0.00861018j 0.0195448+0.0191849j -0.0194045+0.00214305j 0.0280203+0.0296009j -0.00564616+0.0140603j -0.0106585-0.036718j 0.0247665+0.0136643j 0.0118151-0.00512515j 0.0262661+0.0295502j 0.0599932-0.00877762j 0.00793123+0.010199j 0.0316041-0.000927914j -0.0143388+0.0217718j 0.0279508-0.00210773j 0.0172235+0.00180605j 0.00827294-0.00995419j -0.0253374-0.0121355j 0.0429867-0.01745j 0.00883158+0.0359978j 0.0425416-0.0102889j 0.0447774-0.0129489j -0.0394781-0.0142563j 
-0.00883376+0.0536073j 0.0229384+0.0280212j -0.0275365-0.0138491j -0.00860316+0.0236829j -0.0432574-0.0487501j -9.81211e-05+0.0670805j 0.00782817-0.0667778j 0.0161196-0.0205481j -0.00384307+0.00017637j 0.0287138-0.0468244j 0.0178669-0.0655422j 0.0387199+0.0457061j 0.043454+0.0906056j 0.0328296+0.0329738j -0.0221291+0.0334901j 0.00834769+0.00630058j -0.0121578-0.0274146j 0.0650338-0.0319905j 0.000657459+0.0158894j -0.0284881-0.062784j 0.06237-0.166661j 0.0921885-0.0308434j 0.0332335-0.0280207j 0.0289987+0.00474779j 0.0843685-0.1017j -0.0668732+0.0245938j 0.230863-0.22009j -0.0450693+0.090197j 0.117353-0.106476j 0.0346059+0.0624771j -0.0695666-0.0151706j -0.04425-0.238252j 0.020159-0.113905j -0.0263876-0.00351307j 0.141554+0.0556869j 0.0716335-0.0613934j 0.120678+0.0117575j 0.0245552+0.0304073j 0.0400317+0.015997j 0.0865614-0.0258168j 0.0372445+0.0239973j 0.0208684-0.0463981j -0.00438886+0.0654053j -0.0273291+0.000515308j -0.00849539+0.00290297j -0.00122385-0.0169974j 0.00624687-0.00697359j -0.00934645+0.0412256j 0.0206893-0.0108445j -0.0222677-0.0370106j -0.0171954-0.0154089j -0.011118-0.00887818j -0.0140527-0.0382944j -0.0314109-0.0310324j -0.0287105+0.033309j 0.038315-0.020368j -0.0227814+0.0206474j -0.0282363+0.0233507j 0.00409457+0.0149626j 0.00525044-0.0166597j -0.0207748+0.0418105j -0.00859215-0.00799952j 0.0306742-0.115645j -0.000131582-0.0262473j -0.00237404+0.00618028j 0.030564-0.0133036j -0.00966698+0.00661926j -0.0162516-1.92391e-05j 0.029574-0.0304632j -0.016153+0.0389832j -0.0220275+0.0175745j -0.0171835+0.00333066j 0.012613-0.0123726j 0.0176562+0.00863215j 0.00524881+0.0444359j -0.0266622-0.0301623j 0.0299481+0.0436784j -0.00511874+0.0161871j -0.00178078-0.0135495j 0.0231297+0.0353761j -0.011224+0.00476309j 0.0114434-0.0252371j -0.0193936-0.0141717j -0.00131972+0.00341501j -0.00306452-0.03024j 0.0598354-0.00816404j -0.0240885+0.00764556j -0.00334208-0.012509j -0.0155198+0.00128521j 0.0208734+0.0275035j -0.0584938-0.0103279j 0.00765271-0.0340651j -0.0114521-0.0164186j 0.000103329-0.00130263j 0.0462235-0.00680334j 
7.85448e-05+0.00305837j 0.00201548-0.0095099j 0.018001-0.00315553j -0.0128097-0.00869962j 0.0283057+0.0146185j 0.0319007-0.00193209j 0.0140645+0.019836j 0.00912784-0.0136358j -0.0169783-0.0318286j -0.0106469-0.0146868j -0.000624791+0.0163514j 0.0264293-0.00745992j 0.00524386+0.0309522j 0.0471002+0.0300093j 0.00383+0.0442717j -0.0106091+0.0295172j 0.0208846-0.0137081j 0.0172787-0.0788129j -0.0372255-0.0341428j -0.0205346+0.0238454j 0.0441302+0.0163301j 0.0695215+0.0217792j 0.0765784+0.0245005j -0.00662838-0.0237264j 0.00852252-0.0618758j -0.0178007+0.0777548j 0.0393684-0.0392629j -0.0287398-0.0583152j -0.163236+0.00886371j 0.138176-0.0331661j -0.0440768+0.104546j -0.180907+0.116142j -0.0376838+0.0861774j -0.0545705+0.0553498j 0.0394231-0.0790838j 0.0538591-0.0758153j -0.0367898+0.0542116j 0.12944-0.0945534j 0.055535-0.0175402j 0.16971+0.0596675j 0.101826+0.0186787j 0.0163691+0.0760031j -0.0048365+0.025455j 0.0633361-0.0499581j 0.00124162-0.116943j 0.0235755-0.0376613j -0.0237797-0.101206j -0.0755083-0.144616j -0.0918845-0.180788j 0.176387-0.132454j 0.0206963+0.0445177j -0.00820235-0.0219474j 0.0187956+0.00788647j -0.0327594+0.0351681j -0.00184206+0.014127j -0.0515656-0.035757j 0.0330689-0.0441973j -0.00426592-0.0338725j -0.0457025+0.00454377j 0.0254518-0.0242571j -0.0176944-0.0118447j 0.056121+0.0220228j 0.00454322-0.00632745j 0.0129438+0.0111134j -0.0394093+0.0465376j 0.0154232+0.0114203j -0.00701696+0.0393364j 0.0189208-0.00509594j 0.020034-0.00529251j 0.00511808-0.00567126j 0.0113503-0.00673103j 0.00318447+0.00490769j 0.0580348+0.0887754j -0.0398626+0.0323063j 0.0232302-0.0111454j 0.0389063-0.039087j 0.0052021+0.0278141j -0.0370152+0.0173054j -0.0444666-0.0108664j 0.0036931+0.00134661j -0.0153704+0.0406515j -0.0323283-0.0233497j 0.0462785-0.00468153j 0.00732143-0.0152108j -0.0152562+0.00585673j 0.0262131+0.0109023j -0.0271357+0.0142696j -0.000888826-0.00731848j -0.00947403-0.00586186j -0.0157908+0.00793216j 0.0110742+0.00339096j -0.0186343+0.0181607j -0.0149423-0.00581042j -0.00109459-0.0127836j -0.0207351-0.00368401j 
0.0378056+0.0118576j 0.00621547+0.00614589j 0.0228154-0.016407j 0.034342+0.0342028j -0.00754214-0.0112456j 0.0749616+0.0355018j -0.00379832-0.0754456j -0.0574605-0.0286975j 0.0432071-0.00891011j -0.0327098-0.0411694j -0.0378889-0.054863j -0.0337484+0.0304017j 0.00880397+0.00377764j -0.0472787+0.0091299j 0.03027+0.0234358j 0.0306962+0.0275917j 0.0127414-0.051148j -0.0549402-0.108098j 0.0248548-0.0194489j -0.00752104-0.0154892j -0.105624-0.0559918j -0.014905-0.0564727j -0.0143432+0.062108j -0.0206953+0.0221803j -0.0891481-0.0532818j 0.013954+0.0220946j -0.282062-0.257461j 0.0961406+0.0336438j -0.120068-0.0333178j -0.0420295-0.00532455j 0.0660489+0.0340244j -0.0523489-0.0321698j -0.042139-0.0476751j 0.0814402+0.0489156j -0.0584452-0.0472761j -0.182433-0.179596j 0.116178+0.110489j -0.063558-0.0595951j 0.0728277+0.011163j 0.0377816+0.0691595j -0.0312882+0.000766451j 0.0197574-0.06018j -0.020277+0.0946717j -0.0330947-0.011743j -0.020177-0.0061085j 0.0183109+0.0283193j 0.0486615+0.0600998j 0.0215733+0.00115367j 0.0180403+0.018594j -0.052255+0.0258304j -0.0130922-0.0623981j -0.00538425-0.0125508j 0.00797661+0.0430302j 0.0343434+0.0372806j 0.0383518+0.0210105j -0.038757-0.0545669j 0.0679724-0.0364947j 0.0069268-0.00715635j -0.0394403+0.0119244j -0.0102342-0.0210938j 0.0647518+0.0167356j -0.0373826-0.00760346j -0.0730591-0.0151626j 0.0211681+0.0197757j 0.0190138-0.0138088j -0.0284819-0.0328412j 0.0485736-0.0050193j 0.0163192-0.0180905j -0.0504914-0.0137551j 0.0266565+0.00495612j 0.046169-0.00401016j 0.0135687+0.0184176j -0.0144431+0.00989373j -0.0129352-0.0128745j 0.0175483-0.0440333j -0.00536315+0.0319385j 0.0148013-0.0458917j 0.0157071+0.01309j -0.0196243+0.01941j 0.0289804-0.0753688j -0.0012187+0.0061776j -0.0164389+0.00656696j -0.0319781+0.000241293j 0.0256966-0.00535042j -0.0232425-0.0106719j -0.0246968-0.00807786j -0.000317244-0.00912168j -0.0108927-0.0109898j -0.0146395-0.00115219j 0.0102225+0.0185124j -0.0414954-0.00112827j -0.0126912-0.0118562j -0.0125697+0.00134425j -0.0330187-0.0225485j 0.00556685+0.0167002j 
0.010476-0.0118765j 0.00989702-0.0156049j -0.00575035+0.0140615j -0.000249858+0.0320153j -0.0139079-0.0410977j -0.0136126-0.0335929j -0.00310235-0.0418102j -0.0194215-0.0237385j -0.00739919-0.0359116j 0.00825673-0.0164169j 0.0163646-0.0352383j 0.0229493-0.0217657j 0.0398436-0.0506729j 0.0132185-0.032618j -0.00751065+0.0160668j 0.00724044+0.0219397j -0.0213076+0.00117874j 0.0388768-0.120487j 0.0361782-0.00579656j -0.00795162+0.0111789j -0.00650633+0.0940584j 0.0134789+0.0799595j -0.0163386+0.125913j 0.0463883+0.0460095j 0.0560413+0.0811871j -0.165313-0.0522351j 0.186466+0.0353849j -0.068155-0.0816201j 0.104336+0.08818j -0.0601417-0.11318j -0.00957937-0.00483791j 0.04565+0.128979j -0.00823973+0.0912914j 0.0180329+0.0184185j 0.0927558+0.0222712j -0.0444833-0.0926226j 0.129963+0.240758j -0.0586371+0.0111209j -0.00061307-0.0347932j 0.0404625+0.146161j -0.00329308-0.0120157j -0.00371219-0.0485312j -0.0162379+0.0013678j -0.0224926-0.000238675j 0.0186595-0.02878j -0.0713117+0.0645749j 0.0483151+0.0236377j 0.0197524+0.00890856j -0.0039412+0.0392708j -0.0305729+0.012657j 0.0165129-0.0292095j 0.0251338-0.00454122j -0.010938-0.0675482j -0.0195046+0.0860505j 0.0274098+0.00342052j 0.0964582-0.0401403j -0.000566448-0.00733342j 0.0449919-0.0180962j -0.0691022-0.0804421j -0.0478346+0.00859078j -0.0452501+0.00685761j -0.00296616+0.0029524j 0.0488399+0.0590566j -0.00823557+0.0220075j -0.0190373-0.0187301j 0.0249347-0.00219978j 0.000445866-0.000594577j 0.00312101-0.0185513j 0.0327567+0.0330772j -0.043802-0.018451j -0.034258-0.020953j -0.031153+0.0220771j -0.0159271-0.0095162j 0.0435476-0.00433404j -0.0118779-0.0142835j 0.00410756+0.0195493j -0.0430414-0.0122918j 0.00649764+0.0268374j -0.00747332+0.00298312j 0.00555385+0.0140248j 0.045978-0.0203062j -0.0494244+0.0483681j -0.0517333-0.01843j 0.0293753+0.000125502j 0.0486044-0.0066908j 0.00341965-0.00989831j 0.0185555-0.00583855j -0.0151722-0.00337573j -0.0013998+0.00638961j 0.035691+0.0607366j -0.0640425-0.0373394j -0.0100813-0.0714589j -0.0301175-0.00764122j -0.046034+0.00289974j 0.0506301+0.0109603j 
0.0185828+0.0110852j 0.0037757+0.00106946j 0.00558445+0.000590777j -0.00129735-0.00179688j 0.00730217+0.00933689j 0.0201155+0.0153022j -0.0197435-0.019744j -0.0263716+0.00280193j 0.025739-0.0235193j -0.00607474-0.00334108j -0.00934624-0.0238154j 0.0129224+0.000443825j 0.00560548+0.0301017j 0.00634381-0.0212775j -0.00937217+0.00263261j -0.0140493+0.0114989j 0.0197959-0.00792458j 0.0139644-0.013314j 0.0234583+0.00357811j 0.00816401+0.0130597j -0.0291817+0.00498659j 0.00657472+0.0510039j -0.0201735+0.00800415j 0.160254-0.0314547j 0.267257-0.0250958j 0.500768-0.00978093j 0.0779306-0.0179762j -0.0609142-0.0378594j -0.0576074-0.0474143j -0.0642714+0.00257816j -0.00717656+0.0265315j 0.0199708-0.0334519j -0.129659+0.0221023j -0.0472289+0.00622434j 0.0372824-0.0500329j -0.130264-0.0310563j -0.0286058+0.0349489j -0.0434708-0.0209069j -0.182874+0.0112115j -0.0430684+0.0268172j 0.0457516-0.00791948j -0.0360168+0.00477795j -0.0272755-0.0340084j -0.0471635+0.0190141j 0.011052+0.000648864j 0.0147141+0.0133775j -0.010278-0.00757271j -0.040262-0.0330435j 0.00589555+0.0209672j 0.00334273+0.00962396j -0.0023401-0.0150323j -0.0272916-0.00321354j 0.0191067+0.00767717j 0.0213886-0.00391622j 0.0174734-0.0118848j -0.0168413+0.000729264j 0.00974808-0.00247235j 0.00383359-0.0137661j -0.0363492-0.0203741j -0.0333888-0.0101818j -0.0201199-0.00570541j -0.013235+0.00237867j 0.0347128-0.000235251j -0.019575+0.0031955j -0.00724514-0.0113723j 0.0151855+0.000159532j -0.0117688-0.00407883j -0.0168852-0.00676036j 0.0191596-0.00583483j 0.00872255+0.00678004j 0.0163353-0.00250179j -0.0193803+0.000797322j 0.0135761-0.0069675j -0.00508784+0.0193402j 0.00648935+0.0172365j -0.00618905-0.00517502j 0.0196895-0.00845781j -0.00286101+0.00659706j 0.0190396+0.000701426j -0.00379575-0.00610209j 0.00450803+0.0159122j -0.0169151+0.000121222j -0.0177167+0.00123352j 0.000582975+0.00209732j 0.00174323+0.00463133j 0.0114176-0.0269818j -0.0146946+0.00930073j -0.0108336+0.00376998j 0.000191974+0.00465343j 0.0488904+0.0243701j -0.0286535+0.0144191j 0.00380523-0.029851j -0.0227809+2.68318e-05j -0.0270839+0.00269868j 0.00936917+0.00585838j 
-0.00898497-0.0347461j -0.000686225-0.0119757j 0.0172261-0.00106822j -0.00872707-0.00448886j 0.0327715+0.0141719j 0.0509223+0.00417053j 0.00400713+0.0151554j -0.0255891-0.00294796j 0.00101454-0.0259718j -0.023676+0.0526477j 0.00673298+0.0701481j 0.0117139+0.0150032j 0.000497689-0.105524j 0.0141774+0.0512703j -0.0163462-0.00576844j -0.0286661-0.0401386j 0.0100611-0.05915j -0.00407139+0.00224765j -0.033576-0.0315798j 0.0159154-0.0305246j 0.0527369+0.0133484j -0.0981179-0.11587j 0.0136481+0.0110314j 0.0984146+0.0419044j -0.00961752-0.0723212j 0.127475-0.190598j 0.126414-0.0341792j -0.0696948+0.130538j 0.0300705+0.164772j 0.00234943+0.0209308j -0.0616028-0.0510841j -0.0422169+0.151678j -0.00681889+0.0526065j -0.0430455+0.0740262j -0.0976858+0.065741j -0.00800409+0.0846823j 0.032146-0.012543j 0.0514476+0.0569538j 0.16117+0.0742879j -0.0068402-0.0139871j 0.0110613-0.00579449j 0.000801159-0.0672995j -0.0179909+0.147006j -0.156497-0.0253612j 0.00754314-0.0803834j 0.0155992-0.0496485j 0.0580044+0.116137j 0.008819+0.0675367j -0.0200129+0.00373023j 0.00206349+0.0307791j 0.0536426-0.049303j -0.0206696-0.0407581j -0.0152301-0.0362163j 0.0340572+0.019771j -0.031113+0.0608573j 0.00497372-0.0614797j 0.015479-0.03802j -0.0293947+0.0337976j 0.0307457+0.0711514j 0.073597+0.0258815j 0.0143722-0.00432221j -0.0536224-0.0114501j -0.00781349-0.031593j 0.0110281+0.0297952j -0.0179132-0.00869724j 0.0201726-0.0230702j 0.0137703+0.0495758j 0.00867025-0.0455639j -0.0031336-0.00585265j -0.00815032+0.00193376j 0.0327828+0.0261013j 0.00457141-0.00917031j 0.020004+0.0204941j -0.0516215+0.0129868j -0.0183252-0.00623462j -0.0211653-0.00459239j -0.0321806-0.0183562j 0.00278846-0.0220809j -0.00574065-0.0512724j -0.0189891-0.0276351j -0.0362906+0.00729399j 0.0077598-0.0314885j 0.0538679+0.0111097j -0.010735-0.0235497j -0.0341834-0.0233497j -0.0250977+0.0539666j -0.0157418-0.00703972j 0.00713921-0.0118773j -0.000629241-0.0185876j -0.0647151-0.0273591j 0.00425745-0.00522652j -0.0557163+0.0615034j 0.0392738+0.00686731j 0.0111944-0.00378751j -0.0264923-0.0162868j 
