-0.00430829-0.0901194j -0.00501481-0.0322141j -0.00211155+0.0111973j -0.00250972-0.139504j -0.00518881+0.0638282j -0.00233484+0.0533179j 0.00918431+0.0155135j 0.00159837-0.0150494j 0.00444546+0.025557j 0.00105941-0.0464935j -0.000308531-0.0322933j 7.56232e-05+0.0017305j -0.00190103+0.0236024j -0.00177135-0.0180683j -0.0043524-0.0419559j 0.00554592-0.00843685j -0.00544102-0.0290313j 0.0112106+0.0674768j -0.0116201-0.112989j -0.00902865+0.177477j 0.013319+0.0122257j 0.00240873+0.0092341j 0.00741512-0.0215943j -0.00203271+0.0450835j 0.00299309-0.0270063j 0.00391968-0.00257728j 0.000350255-0.0238139j 0.00221289+0.00248399j 0.00240152-0.0459589j 0.000641117-0.00610598j -0.000659603-0.00563397j 0.00290298+0.0090557j -0.000262347+0.0231296j 0.00378515+0.0283903j 0.00174147+0.0653692j -0.0137722+0.0660064j 0.000789781+0.106748j -0.0169767+0.0395807j 0.00374513-0.0323261j 0.0139685+0.0113573j -0.00406764-0.0298223j -0.0243657+0.0557923j 0.00359714-0.00306737j 0.00629019-0.0690995j 0.0010456-0.0197433j -0.00109496-0.00682474j -0.00484847+0.0267353j -0.0100768+0.0356356j -0.0071669-0.0167392j -0.00895559+0.00946233j 0.0102313-0.0292029j -0.0263149+0.0131197j 0.0278521-0.00543955j -0.0202816+0.0143212j -0.00717354+0.0510439j -0.0219003-0.0124432j -0.0364961-0.0233005j 0.00928256+0.0379659j -0.0059404-0.0136742j -0.00960779+0.0109486j -0.010777+0.0217334j -0.00540378+0.0101259j -0.000886505-0.000101858j -0.0140701+0.023492j -0.00758312-0.0135167j -0.00690942+0.0136613j -0.0140765-0.0391653j 0.00471749+0.0261905j -0.000901842-0.00254856j 0.0129456-0.00724597j -0.0183951-0.000389286j 0.000616531+0.0111305j -0.00436342+0.00760153j 0.00745727+0.00323394j 0.0075256-0.0256765j -0.000225218-0.00456669j -0.00184981-0.00310303j 0.00389438-0.0141378j -0.00317328-0.00950888j -0.00607774-0.0246864j -0.00100558+0.0151481j -0.0211602+0.0207461j -0.006214-0.0211856j 0.0289413+0.0240049j -0.00122036-0.0265229j 0.0664783-0.0116521j 0.0432459-0.031434j -0.0253917+0.00723667j -0.0119107+0.00351712j 0.0462167-0.127693j -0.190974-0.0896051j -0.0461791+0.00816187j 0.00105553-0.120383j 0.211696-0.099643j -0.0978283-0.202565j 
-0.0138154+0.00615083j 0.0152742-0.00741635j 0.00474258-0.013044j 0.00296212-0.00662581j -0.0362505-0.0169296j -0.00395544-0.0716063j 0.000650269+0.034231j -0.0105598+0.0109842j -0.0104008+0.0349993j 0.00182433+0.00667104j 0.00270825-0.046219j -0.00373588+0.0373039j -0.0157452+0.0312561j -0.00946686-0.00975941j 0.00972642-0.00625795j 0.00854566-0.0104938j 0.0123411+0.0352568j 0.0201951-0.0181863j -0.0162462-0.00696797j -0.00896131+0.0532571j 0.00324897-0.0026247j 0.0189287+0.0279864j 0.0285313-0.0200231j -0.00877854+0.0596919j 0.0232881-0.0173353j 0.0448069-0.0199549j -0.0198122-0.00302455j -0.0372548+0.0122475j -0.0746919-0.0479248j -0.00794181-0.0171082j 0.0463273-0.00303306j 0.0325526+0.0873759j -0.000700982+0.0218107j 0.0263717-0.0561974j 0.0223983-0.00321825j -0.0368307+0.00190607j 0.015954-0.0334958j 0.0565452-0.0743108j 0.122513-0.0157712j -0.0167699+0.00299427j -0.0352605-0.0198673j -0.0109624-0.0165098j 0.00501432+0.0896335j 0.00906138+0.0212372j -0.0301548+0.00775353j -0.0790091+0.0479157j -0.0894449+0.0835529j 0.0565261-0.0581158j -0.0224341+0.126819j -0.0815032-0.0347964j -0.0248247+0.0606916j 0.00795663+0.0271736j -0.0160269-0.0207905j 0.0794855-0.0324456j -0.0189118-0.0609503j 0.0372247+0.00852337j -0.0258811+0.0218649j 0.0601718+0.025602j -0.00918133-0.026417j -0.0380296-0.00300985j 0.000665959+0.0466149j -0.0659798-0.0199377j -0.013642+0.0453895j -0.00987614+0.0198685j -0.000783434+0.0306702j 0.0101667-0.113892j 0.0365261-0.0335326j 0.024273+0.0151937j 0.000515674-0.0108167j -0.0183504-0.0499081j -0.0830116-0.105252j -0.00767184+0.0780559j 0.000581352+0.0384381j 0.127865-0.0296495j 0.0245111-0.0472254j 0.100994-0.110752j 0.0600674+0.167133j -0.0626247-0.0779415j -0.0853945+0.0205707j -0.00139116+0.100755j 0.028174+0.0727121j -0.0408166-0.0965234j 0.100119-0.0627284j -0.157886-0.0446286j 0.00614857-0.0388783j 0.111297-0.0342106j -0.0829567+0.0766102j 0.00823536+0.0245865j 0.0378357+0.00563546j -0.00416321+0.00499299j 0.00973351+0.0142051j -0.0582949+0.0390869j 0.00404235+0.0405951j 0.00739373+0.0287332j -0.000755112-0.0322151j 
-0.0448285-0.013267j 0.0155062-0.0359242j 0.0261965+0.012497j -0.0205141+0.0103073j 0.064025+0.0418848j 0.00196446-0.000407308j -0.00791449+0.0330894j 0.00592025-0.000609559j 0.00698223-0.00279265j -0.0155437+0.0171616j -0.00211389-0.00159986j -0.000775212+0.0223712j -0.00453733+0.0414641j -0.00292967-0.0108973j -0.0111169-0.000192526j -0.0101559+0.0385139j 0.00417071-0.0098217j -0.0121885-0.0113235j -0.0025289+0.00408754j 0.00282484-0.0410329j -0.00671391-0.00661573j -0.024535-0.0284429j 0.0651086+0.0104208j -0.0555214+0.00438957j 0.0143243+0.0297314j -0.00108174-0.00251434j -0.0162117+0.0123932j 0.0437172+0.0204039j 0.0409238+0.0371007j 0.0101205+0.0117199j -0.0335286+0.0912729j -0.0102359+0.0260274j 0.00745696-0.0288234j 0.0367794+0.0566549j -0.0539059+0.111336j 0.00492484+0.0023457j -0.0296484+0.0819503j -0.087123+0.0429395j -0.0244648-0.049464j 0.00430114-0.0101673j 0.00234318-0.00844978j -0.020796-0.0709318j 0.00417715-0.0356642j -0.0932559-0.025622j 0.0631292-0.0198502j -0.0944411+0.00275207j 0.0100677-0.0142547j -0.0125976+0.0178083j -0.0500845-0.0109133j 0.0563734-0.00253822j -0.0083054-0.0263011j -0.0224728-0.00380331j 0.0176944+0.0154913j 0.0190828-0.0381797j -0.0445463+0.0313583j -0.0848876-0.0349535j 0.0696955-0.0611555j 0.0287017+0.0263589j -0.0542193-0.0561238j -0.0522017-0.0138556j 0.0326716+0.0893429j -0.0214982+0.0660631j -0.0110182+0.0420424j -0.0969381-0.0177801j -0.0312549-0.0275425j 0.0481051-0.0537738j -0.0344772-0.0359692j -0.0530723+0.0670985j -0.0151683-0.0816555j 0.09163+0.00170421j -0.0938512-0.0528182j 0.0546913-0.00487446j -0.00593604+0.0168668j 0.0961171+0.0117258j 0.0765161+0.122666j 0.0408201-0.145255j 0.132356+0.00742781j 0.0526791-0.0153728j -0.0086207-0.0582596j -0.105064+0.06138j 0.00228477-0.199286j 0.0358543-0.0233842j 0.0715468+0.00111845j 0.0828188-0.0543575j -0.0544834+0.0762706j 0.0538666-0.0789986j 0.138349-0.0230302j 0.0223044-0.00497565j 0.0148915+0.0240838j 0.00460372-0.00607117j 0.0970791+0.035267j -0.016939-0.0462716j -0.0271327-0.0221832j -0.0504342+0.0333537j 0.00661095+0.00786715j 
0.00291245-0.027239j -0.02551-0.0263991j 0.006502+0.00620877j -0.0144517-0.00822457j 0.0228272-0.0160865j -0.0161528-0.0110084j 0.00839834-0.0214502j 0.0184182+0.000312046j 0.0162153-0.0400395j -0.021685+0.000697445j -0.00835063+0.0219092j 0.000172773-0.0176023j -0.0236115-0.0350221j -0.017266+0.0222595j 0.0129568+0.00369818j 0.014777+0.00523862j 0.00506139+0.0168994j 0.00525898+2.10744e-05j 0.00317953-0.00853022j 0.000290388+0.00294913j -0.034274+0.0208269j -0.0222241+0.0328785j -0.00859216-0.0150464j 0.0106877-0.00305385j -0.00508566-0.00961617j -4.22441e-05-0.0275243j 0.00496016+0.000192039j -0.00168068-0.0156948j 0.0128386-0.0250797j -0.00507573-0.00425577j 0.00171657-0.0706062j -0.00898959-0.000127632j 0.0895778-0.0406538j 0.0486307+0.033123j 0.00501653-0.0138243j -0.0244709-0.00896132j 0.0232364-0.0170613j 0.054561+0.0327115j -0.0293348-0.00934083j -0.0326421+0.0322488j -0.00485512-0.0262175j -0.0552691+0.00289344j 0.00428094-0.00643068j 0.0405019+0.00123931j -0.0245185-0.0255649j -0.0150039+0.047495j 0.00366115+0.0102022j -0.0657243-0.00938739j -0.0529118+0.0464186j -0.0179339-0.122214j 0.089033-0.0319334j 0.0432136-0.0692865j -0.184223+0.00710985j 0.0335616+0.052862j 0.0219969-0.0134663j -0.00489067-0.115563j 0.00829636+0.0774095j 0.151837+0.00560705j -0.0140775+0.0164697j 0.0690737-0.0425669j 0.0533576+0.0829417j 0.0497743+0.0458438j -0.0594759+0.0581955j 0.0116163-0.0382342j -0.0208559+0.0174715j 0.0396021-0.00775249j 0.00258139+0.12335j -0.00835404-0.0238526j -0.017122-0.012805j 0.0463104-0.027554j 0.0960675+0.062013j 0.00184141-0.0921239j 0.02029-0.0039182j -0.0618188+0.0556096j -0.00377547+0.0398185j -0.0532302+0.0709151j -0.0106755-0.0404751j 0.00560525+0.04188j 0.00590287+0.00678396j -0.0483709+0.0440832j 0.0598615+0.0219255j -0.0622811+0.0979679j -0.0156957-0.0352939j -0.0179159-0.0177184j 0.0534365+0.0622024j -0.031395+0.00387255j 0.0680498+0.0962138j -0.0339514+0.0067507j -0.00145958+0.0516714j 0.0877585-0.00554195j 0.0139778+0.0282208j -0.0414618+0.0392617j 0.0296345+0.00275898j 0.0173518+0.11041j 0.0254427-0.0724747j 
0.00917973-0.0188687j -0.0164018-0.0039741j 0.0206672+0.0122194j -0.0217505+0.0111927j 0.000800985+0.00292167j 0.00818217+0.0408591j -0.01762+0.0151675j 0.0089115+0.0256808j -0.00203109-0.0218742j 0.00432219-0.0101003j 0.000498037+0.0126675j -0.00245811+0.0146748j 0.0153386-0.00400912j -0.000771936+0.0109328j 0.0071514-0.0107631j 0.0142776+0.00962226j 0.00459525+0.00340866j 0.00767724-0.00799752j -0.0104215-0.00202532j 0.0119828-0.0249089j 0.0105209+0.0085887j -0.0136123-0.0131537j 0.021867+0.0103774j -0.010697+0.0187147j -0.0115827-0.00438234j 0.0180543+0.0105148j -0.00330193-0.0128372j 0.000494344+0.0154794j 0.0040596+0.025155j 0.0257276-0.0218938j 0.00138337-0.0367146j 0.0167808-0.0237939j 0.0029952-0.010762j 0.000928468+0.0162761j 0.0268885-0.00315212j -0.0197679+0.0225795j -0.00809116+0.013408j 0.000192487+0.0430504j 0.0162999-0.0260176j 0.0242946+0.0342351j 0.026595-0.0228473j -0.0338395+0.0270822j 0.0212726+0.0123051j -0.0156417-0.0328572j -0.0308815-0.0280876j 0.0739743-0.00643724j -0.0259482-0.0183791j 0.00194652-0.0327529j 0.0152785+0.00473602j 0.00213432+0.0450489j -0.0415552+0.0560215j 0.238473-0.0977322j 0.118657+0.020805j 0.0674824+0.0576926j -0.139861-0.144636j -0.0313626+0.166085j -0.0432311-0.0273059j 0.0848322+0.0235676j 0.00286903+0.0406514j -0.012399-0.0398473j -0.0273884+0.105648j 0.0206064+0.109913j -0.00109692-0.0539179j 0.0778551-0.00837373j -0.038887+0.0300637j 0.0327172+0.0560944j -0.00438252-0.0735626j -0.0242897-0.0691871j -0.0317742+0.000815408j 0.0193054-0.0381373j -0.00216653+0.00696285j -0.000817787-0.0366005j -0.028809-0.00307118j -0.036942-0.0133481j 0.0115383+0.0326593j -0.0146434+0.0499284j -0.0166024-0.0499348j 0.112221-0.031503j 0.027515-0.0259197j 0.0365007-0.0320022j 0.0120976-0.0577539j 0.00559917+0.0535103j -0.0187385-0.0375972j -0.00539037-0.0579763j -0.0187652-0.122393j -0.0223075-0.0191565j 0.0258394+0.0162374j 0.00749289+0.00650366j 0.00448333-0.0178761j 0.021285-0.0152723j 0.00189959+0.0031604j 0.00519516-0.00141407j 0.0099707+0.00720821j -0.00184652+0.0172678j 0.0109703-0.0133911j 
0.0114501+0.024278j -0.0508813+0.0572468j 0.000363153-0.0018459j 0.00805755+0.0130624j 0.00770756-0.0413109j 0.0175575+0.0113134j 0.0151593-0.0145525j -0.0225282+0.0147458j 0.00472932-0.0198968j -0.00608183+0.000910867j -0.00346232+0.0171191j -0.00832409+0.0123934j -0.0196708+0.0189798j 0.012706-0.00224253j 0.0171367-0.00490232j 0.00216926+0.0106658j -0.00673569+0.00595675j 0.000606642-0.0187599j 0.016639+0.0154332j 0.014595-0.00478816j 0.000146409+0.00192068j -0.0323988+0.0367465j -0.0268777+0.0140096j 0.061833+0.0219747j 0.0252058-0.0156693j 0.0340095+0.0107809j -0.0448697+0.0434666j 0.0100295-0.0141595j -0.00647604+0.0057798j 0.0180588+0.00547558j 0.0878887-0.119032j -0.00839586-0.0212976j -0.00185025+0.0489811j 0.00702105-0.0504825j 0.0271762+0.0366693j -0.0426142+0.0320796j 0.0684225+0.0211847j -0.0218997+0.0177849j 0.0453008+0.029823j 0.00659325+0.0197829j -0.0687729-0.0160932j 0.061068+0.0529785j -0.00538994+0.0662406j 0.0810772+0.00317008j -0.0597798+0.0464092j 0.0556339-0.0337524j 0.0449725+0.0438654j 0.0501951-0.0838766j 0.0129726-0.0411498j 0.0563395+0.00407881j 0.0448837-0.0103675j -0.00926625-0.0385199j 0.0354616+0.0141951j -0.0469344+0.0579098j -0.00537915+0.0815283j 0.0499131+0.00550185j 0.0147442-0.0112048j -0.0270012+0.071602j 0.00176279-0.0650734j 0.0207741+0.0783423j 0.0220054-0.0103242j 0.0127557-0.0198227j -0.0928872-0.0795121j -0.0022348-0.0598668j -0.00790961-0.021517j 0.0378532+0.0142477j -0.123773+0.0254833j -0.00793202+0.017817j -0.0572097-0.015251j 0.0933086+0.0245206j -0.00670386+0.0695646j 0.104713-0.0783565j 0.0499556+0.0418689j -0.0444466-0.0100457j -0.00979651+0.0102277j 0.0503844+0.0362349j 0.0313767+0.171622j -0.010348+0.0592875j 0.0265873+0.0327428j -0.00337876+0.2215j 0.0818069-0.0747506j 0.128658+0.0991409j 0.0661495+0.00036021j -0.0845484+0.0233922j 0.188032-0.0684041j 0.0373937+0.0420017j 0.056815-0.0384334j 0.0156033+0.0107811j 0.0241406-0.0197084j -0.0163761+0.000845527j 0.00282419-0.0126409j 0.0381885-0.0202159j 0.0247922-0.00885473j -0.00647921-0.0105722j 0.0130722+0.0339513j 
-0.0259615+0.0432347j 0.0165839+0.0346042j -0.00228715-0.00222739j 0.00413059-0.00159225j -0.0263166-0.0337065j -0.000101343+0.0214707j -0.0104846-0.00382626j -0.0190978-0.0130763j -0.00418192+0.00379159j 0.0170398+0.00452567j 0.0166988+0.0267085j -0.00611812-0.0183053j 0.00936215+0.0178356j -0.022398+0.00683272j 0.00211117+0.00748165j 0.000119131+0.000353565j 0.000770104-0.0106283j -0.0152866+0.00206034j 0.00451601-0.0119373j -0.00423777-0.00538332j 0.0327032+0.0345481j -0.0203902+0.0071181j 0.000702359+0.0589584j 0.0280505+0.0691941j -0.018933-0.0684727j -0.064855-0.0168316j -0.0366999-0.00138794j 0.0112198-0.0258454j -0.00468532-0.047262j 0.00943897-0.0170344j 0.017034-0.0967946j -0.0484106+0.0423365j -0.0139363+0.0125118j -0.0118434-0.0702205j 0.0028891+0.0356582j 0.00405729-0.048663j -0.0216477-0.0203972j -0.00114218-0.0144225j -0.02395+0.0522783j -0.0385845+0.0279983j 0.0302388+0.0326013j 0.017774-0.00740188j -0.0172946-0.0278648j -0.0693941-0.0365454j 0.0167937-0.0609892j 0.0197062+0.0723282j -0.0148821+0.0235076j -0.0915194-0.0562717j 0.0472519+0.0216594j -0.0339383+0.00196479j 0.0489766+0.0115889j -0.0153211-0.00868835j 0.134323-0.0638549j 0.184337-0.0938723j 0.108419-0.0320072j -0.00792668-0.00942088j 0.0128855-0.0452159j 0.00250176-0.0271999j -0.0449964+0.0094493j -0.00629063+0.00657121j -0.0191716-0.031693j 0.0502458-0.0334685j -0.0361326-0.0227446j 0.0333142+0.0088952j 0.061495+0.0782821j -0.0283211+0.0279299j -0.0807465-0.00501979j -0.00201254-0.0241837j 0.0223131+0.0836636j -0.121456+0.0255462j 0.0320596+0.11807j -0.0804634+0.0768297j 0.0150717-0.0630906j -0.0792512+0.0373112j 0.0680109+0.199967j -0.0479873-0.122544j 0.149383-0.0461522j 0.0529479+0.0448992j 0.128194-0.0699592j -0.119692+0.0187137j 0.0170315+0.0310895j 0.0192493+0.0708039j 0.0814116-0.0140018j 0.0240871+0.0190007j 0.0340019-0.0176439j -0.0255633-0.00183505j -0.0167773-0.0161174j 0.00298773+0.0197152j 0.0153747-0.013841j 0.0281456-0.0139527j -0.00629043-0.00773249j 0.0368805-0.00037945j 0.00771349+0.00204017j 0.0127075+0.00331343j -0.00868232+0.0145128j 
0.0111531-0.00264321j -0.00881565-0.0177128j 0.0302277-0.0106756j 0.0312282-0.00726256j 0.00557493-0.0439112j -0.00154771-0.0504467j -0.00426597-0.00541861j 0.0186287-0.0126487j 0.0164012+0.0239998j 0.0106316-0.0273007j 0.0111821-0.035363j 0.0102719-0.01193j -0.00451457-0.0377948j 0.00191054+0.0310196j 0.00218524+0.00806722j 0.00247568-0.00290883j -0.0205013+0.0227497j -0.00706537+0.0435252j -0.00410707-0.00887061j 0.00471189-0.007439j -0.00307386-0.0521704j -0.018001+0.0523502j 0.00269852-0.0248551j 0.00699889+0.0562027j 8.23935e-05-0.0120749j 0.0119361-0.0470462j -0.00387228-0.0141925j -0.00636381+0.0219968j -0.0126605+0.0347616j 0.0131179-0.014446j -0.00272996-0.00291553j -0.000111381+0.00202459j 0.0219202+0.0119629j 0.0383774+0.0300039j -0.0239166-0.00615264j -0.0112717+0.0312149j 0.0131611-0.000117002j 0.00478215-0.0470511j -0.0269753-0.00631486j -0.0177511-0.0374476j 0.00651829-0.00848752j 0.0276851-0.0227812j -0.0479787-0.0181085j 0.0446532-0.0736195j -0.120336+0.0344075j -0.114594+0.0275419j 0.14614-0.0751367j -0.120543-0.0527668j -0.0166611+0.0206189j -0.0390607-0.0239676j -0.0870905-0.172511j 0.035184-0.00227625j 0.0521744-0.0572024j -0.0460264+0.00259451j -0.0439926+0.0221456j -0.0173485+0.101876j -0.079373-0.0874329j -0.0579086+0.00720137j -0.00420653-0.00334664j -0.0285688+0.042002j -0.00483553+0.00800698j 0.0292177-0.0260174j -0.00820606-0.0309726j -0.0269469-0.0268981j 0.00519205+0.0349136j 0.0492902-0.00495649j 0.00162643-0.0636688j -0.0785186+0.0105109j -0.0506138-0.0245482j 0.0874997-0.0180919j 0.0487297-0.0557013j 0.00727064-0.0912916j 0.0239396+0.045857j -0.00469254+0.0969948j 0.00392946+0.0124211j 0.0256233+0.0357275j 0.0140033+0.0197979j -0.0554253+0.0585286j 0.00351122-0.0219096j 0.00673116+0.0388966j 0.0611426+0.00231683j -0.0892322-0.0101072j 0.0307199+0.0104795j 0.00275215+0.06015j 0.0291066+0.046174j -0.000528872-0.0394041j 0.0268696+0.0829998j -0.00461302-0.0401271j -0.025448-0.00137328j -0.0832546+0.032287j -0.0215806-0.0347807j -0.0123658+0.0418129j 0.00316554+0.0752579j -0.0031952-0.0617544j 0.00334422+0.00383127j 
0.00439063+0.0221666j 0.0330693+0.00835362j 0.00854117+0.0105436j -0.00913002-0.00280992j 0.000117079+0.00822483j 0.0202251+0.0271406j 0.0016454+0.00612022j -0.0131747+0.0145814j -0.00736123+0.013119j 0.00470064-0.00454325j 0.00923737+0.0183303j 0.00906426+0.00917436j 0.00123643+0.0384902j -0.00700927-0.0225094j 0.00191206-0.00973122j 0.0152333+0.0121705j -0.00547157-0.0171822j -0.00923567-0.0158155j 0.00506763+0.01552j 0.0102884-0.00112041j 0.00971183+0.0502805j -0.0161418-0.0243628j -0.032246+0.0789732j 0.0422487+0.0257392j 0.00857064-0.0302664j 0.0122156-0.00117341j -0.0119862-0.0231237j 0.00457002+0.00841921j -0.000181684-0.0143832j -0.0131092-0.00825094j -0.00988518-0.00770395j 0.0668707+0.0425133j 0.00322887-0.00805171j -0.0184358-0.0203673j -0.00911344+0.0271398j -0.00326724-0.0693849j 0.0190438+0.0159973j -0.0252195+0.00986179j -0.00454376+0.0260978j -0.00999276-0.0142025j -0.0610466-0.0504667j 0.0639911-0.0239302j 0.00470881+0.00157718j -0.00676446-0.0601427j -0.0930139-0.00925545j 0.0750141+0.0769413j 0.0492593+0.06073j -0.0696474-0.0511291j -0.12965+0.0171111j 0.0487764-0.0415711j 0.115052+0.0761928j 0.14662+0.0159487j -0.0962848-0.0763034j -0.34953-0.141778j -0.17687-0.0335789j -0.0269573-0.0108464j -0.0244069-0.0676059j -0.0367372+0.0163368j 0.00102464+0.0172049j -0.00530733-0.0153086j -0.0372215-0.0234213j 0.0205928-0.0269547j 0.0595656+0.0186583j -0.0541929-0.0132652j 0.133726+0.0515148j -0.102332-0.00798337j 0.012931-0.0654367j -0.0546634+0.00986211j -0.0650601+0.0281649j -0.0109047+0.0793347j 0.0268511+0.024899j 0.0575183-0.0386798j -0.00929927-0.0653668j 0.0391614-0.0457672j -0.0777208-0.0544964j -0.0904169-0.036897j -0.0155823-0.0108584j 0.015672+0.0331035j 0.0154708+0.0414531j 0.0107072-0.0162794j -0.030719+0.00462562j -0.00124333-0.0169863j -0.0032052-0.00542752j 0.0134854-0.0440104j -0.00970169+0.00408062j -0.00150864-0.0438636j -0.00749977-0.0146736j 0.00658557+0.0054506j 0.0150517+0.00852191j 0.0202596-0.0248659j 0.0243811+0.0140095j -0.0216807-0.0012693j -0.0303916-0.0087016j -0.00406903-0.00168754j -0.0232187-0.000748689j 
-0.000995334+0.0132035j 0.0379631-0.00680521j 0.0101125-0.0229359j -0.00106893-0.00281026j -0.0150782-0.0164175j 0.0039593-0.0186026j 0.000737735+0.00502532j -0.00514785+0.0160038j 0.0144603-0.000912862j 0.0106364+0.0319873j 0.00432878+0.0123764j 0.00887667+0.00916753j -0.00832336+0.0172875j -0.00390193-0.021278j -0.0161784-0.0308529j -0.00315545-0.0166653j 0.00259212-0.00241247j -0.00586484-0.0138728j 0.000128016+0.0101699j 0.0063899+0.0228498j 0.0183535+0.0131321j -0.00478939-0.0198359j -0.00458984+0.0812561j 0.0113921-0.0925554j -0.0204756+0.0581542j 0.0127527-0.0120257j 0.00122611+0.000344118j -0.0103624-0.0520389j -0.000172492-0.0594076j 0.0118314-0.00931805j 0.0175503+0.0784418j -0.00822531-0.0127271j -0.0012155+0.001262j -0.0330009-0.00471208j -0.0269339+0.0408082j 0.0305189-0.0640418j -0.00648194-0.0465187j 0.00665462+0.0172978j -0.0226411+0.0177157j 0.0301085-0.0176663j -0.0301241+0.0015608j 0.0332137+0.0107902j 0.0197219-0.0198664j 0.0179862-0.0428799j -0.0278289+0.110491j -0.0872631-0.14145j 0.0188409-0.144663j -0.0537076+0.0445665j -0.0994915+0.0753578j -0.0604101-0.0884994j -0.0120829-0.149574j -0.0289856-0.153094j 0.00537004+0.0387347j 0.0500816+0.25272j 8.37049e-05+0.0345695j 0.0280629+0.0177582j -0.0482419-0.0445286j -0.0676945+0.0300272j 0.00670304+0.0504799j 0.0440193+0.0863003j -0.0284787-0.00613314j -0.0384446-0.0780586j -0.00434944-0.0322624j 0.0211542+0.0497593j 0.0234473-0.0402607j -0.0103019+0.00581343j 0.0369814-0.00612026j 0.0218359+0.000822143j -0.0327072+0.0211858j -0.0183607+0.0207421j 0.0342001-0.0439234j -0.00789711-0.00513498j 0.0323801-0.0440904j 0.0301672+0.0156413j -0.0374954+0.0547332j 0.00839662-0.0115983j 0.0451027-0.0174683j 0.0584032-0.00601923j -0.0422343+0.0819938j -0.076659-0.025196j -0.0287809-0.00569629j -0.00737999+0.0107517j -0.0474816-0.0267379j -0.0164075-0.0359836j 0.00648988+0.0443875j -0.0229625+0.0110118j 0.0197395+0.00882235j 0.000208005+0.0107411j 0.0179341+0.00966587j -0.00862224-0.00564368j -0.00971791+0.003328j -0.0261585+0.00226714j 0.000145091-0.0050439j 0.00749614+0.00377011j -0.00412092-0.00561167j 
-0.00354797+0.0726696j 0.0326466+0.000603679j -0.00143599-0.00191587j -0.0240846+0.00196219j -0.00536887+0.0171568j -0.0186171+0.0274981j 0.00962136+0.00910834j 0.00153681+0.0360046j -0.00214434-0.0192914j 0.0010673+0.0114153j 0.00560406-0.0341798j 0.0104226-0.0110071j -0.0158139-0.0103479j 0.0149278+0.0121802j -0.00448681-0.0240701j -0.00770807-0.00696015j 0.00246582-0.0181629j -0.00317922-0.00487439j -0.00410945-0.00578061j 0.00844027+0.0466133j -0.0125135-0.00127098j 0.0193091+0.00619276j -0.00490749-0.0174275j 0.00367266-0.0433741j -0.012861-0.00633589j -0.0157637+0.0679838j -0.000793757-0.0192645j -0.00079889-0.0409181j -0.0193612-0.077263j 0.0186972-0.0369425j 0.00339153+0.073667j 0.00431302+0.114474j -0.0039066-0.0122636j -0.0227005-0.0427043j -0.00259843+0.059221j -0.00868819-0.0514275j 0.018352+0.00287356j 0.0136063-0.0266435j -0.028355+0.0276322j -0.00921792-0.0397396j -0.0529925-0.00984162j 0.00981296-0.0289452j 0.0477687-0.0305299j 0.0165344+0.153184j 0.0533344+0.00778204j -0.0548801-0.00373593j -0.0306734+0.0868332j 0.0187845+0.0845784j 0.00865109-0.147815j 0.0165322+0.023542j 0.0364712-0.0519336j -0.00105677-0.0486059j 0.0080216-0.10889j 0.072691-0.201812j 0.00646864-0.232678j 0.0605039-0.0161803j 0.0212333+0.0112358j -0.0276719-0.0138469j 0.0581598+0.0485963j 0.0373789+0.0125684j 0.0312515-0.018768j -0.0767154-0.00674251j 0.105985+0.0271407j -0.0236297+0.00941633j -0.00928522-0.0667211j 0.0257162-0.0571754j -0.000447053-0.0188029j -0.0580957+0.0424677j -0.0155327-0.114402j 0.0504492+0.0643597j 0.0546569+0.0798963j 0.0778164-0.0106575j 0.059101+0.0824215j -0.0699561+0.105598j 0.0571041+0.00428217j 0.0470752+0.0475689j -0.0219538-0.0403977j 0.0252514+0.0481858j -0.0452355+0.120338j -0.0364525+0.0518801j -0.0553327+0.00195804j -0.00802485-0.0144026j -0.0516354-0.0151274j -0.010595-0.0607934j 0.118108+0.000239731j 0.00514851+0.0412847j 0.0286034-0.0382321j -0.0257945-0.0511677j -0.0550719+0.0148677j -0.0130338+0.0180364j -0.0335215+0.0286832j -0.0325798+0.0060377j -0.00706274-0.0033718j 0.00602652-0.00437962j -0.013374-0.00336329j 
