-0.00376693+6.15316e-05j -0.000362359-0.00194254j -0.00188486+0.00254133j 0.00205857+0.00127626j 0.000198254-0.00120129j -0.0020703+0.00199924j -0.00415562-0.00208052j 0.00265464+0.00241357j -0.00640847-0.002026j 0.00229172-0.000563868j 0.00402731-0.00116861j 0.00156834-0.0016676j 0.000642591+0.000271179j 0.000474951+0.00151312j -0.00154111+6.30723e-05j -0.000353065+0.0043824j -0.000262487-0.00052995j -0.00420774-0.000254038j 0.00448647-0.000450787j -0.00130701-6.16879e-05j 0.00253331-0.00208247j -0.00324182+0.00196607j 0.00119961+0.000891039j -0.000136498-0.00124853j 4.74654e-07-0.00110197j 0.00367336-0.00156143j -0.00102245-0.00110723j -0.000718215-0.0011817j 0.000573434+0.00245406j -0.000251344-0.0030427j -0.000824754+4.38691e-05j -0.00304951+0.002399j 0.00216652-0.00187819j 0.00189863+0.00336693j 0.000284529+0.00235365j 0.00204909+0.00222156j 0.000166609+1.82143e-05j -0.000606898-0.000457577j -0.00327395+0.00280879j -0.000391797-0.000748411j 0.00183291+0.000458028j -0.00496671+0.0014603j 0.00425167-0.0013597j -0.00369806+0.00117018j 0.00335504-0.000333249j 0.00372225+0.00139724j 0.00021364-0.00230749j -0.00121335-0.00028754j 0.00280851-6.01883e-05j -0.00264102+0.00293192j -0.00351926-0.000575668j -0.00101112+0.000808026j -0.00406052+0.00042598j 0.000329696+0.00140274j 0.00244907+0.00064852j 0.00287046-0.000322661j 0.00443291+0.010228j 0.0050574+0.00581785j -0.00116882+0.00208432j 0.00249698+0.00560832j -0.00169983-0.000198112j -0.00235133+0.000836422j -0.000115732-0.000599103j 0.00591049-0.00259952j 0.0040366-0.000143519j -0.00032776+0.00181407j -0.000746872-0.000738737j 0.000898873-0.00237074j 0.00108586+0.00219617j -0.000515151-3.24352e-05j -0.00198885+0.00340689j 0.00284224+0.00229616j 0.00416859+0.00433594j -0.000583673+0.000220944j 0.00306536+0.00110585j -0.00137013-0.000843118j 0.000353024+0.00267955j -0.000547438+6.1614e-05j -0.00328227-0.00172377j 0.00352586+0.000284281j 0.000813852+0.00106301j -0.00172805-0.00607587j 0.00167652+0.00139815j -0.00352565-0.00916364j 7.84102e-05-0.000784506j 0.0039251-0.00633855j -0.00191346+0.00427748j -0.00289166+0.0047765j 0.00484631+0.00600855j -0.00472755-0.00221584j 0.00808184-0.0104932j 6.90349e-06+0.00243771j -0.0023459-0.00187344j 0.0070351-0.00935579j 0.00810037+0.00374636j -0.00399575-0.0252491j -0.0274069+0.00449176j 
-0.00146114-0.000807564j 0.00049825-0.00168603j -0.00303321-0.00175503j -0.00244155+0.00218421j 0.00115456-0.000859213j -0.00266064-0.00238906j 0.00423468-0.00374205j 0.00176615-0.00181111j 0.00400477-0.00264857j -0.000876477+0.00272994j 0.001136-0.00258506j 0.00173774-0.00184525j -2.55105e-06-0.00305425j 0.00481183-0.00564687j -0.0118617-0.000925318j -0.00236962+0.00493957j 0.000226583-0.00444712j -0.00201099+0.000355896j 0.00250624+0.000519819j -0.000149956-0.00209461j -0.00344405-0.00163552j -0.00076792+0.00575159j 0.00259755+0.000970341j 0.001692+0.00109919j 0.00223255-0.00100851j 0.00613425+0.00124894j 0.00128266+0.00095636j -0.00503579-0.000598041j -0.000601707-0.00192281j 0.00229042-0.00146611j -0.000629538+0.00468756j -0.00177523+0.000827399j -0.00410282+0.00110919j -0.00341761+0.00444275j 0.000962768+0.00256175j 0.00108259+0.00376287j 0.000658613-0.001507j 0.00352474-3.5424e-05j 0.00238007+0.00190289j -0.00289947+0.00560017j 0.000384944-0.00076063j -0.00189662-0.00113017j 0.00206664+0.000950384j -0.00167871-0.00110999j 0.00273318-0.00468397j -0.00251682-0.00284885j -0.00392232+0.00283829j 0.000150534+0.00124389j -0.00223344-0.00300348j -0.00168051-0.000519852j 0.00135283+0.00250037j 0.003191-0.00488024j 0.00266113+0.00135736j 0.00568922-0.00426506j -0.00107141-0.00245812j 0.00103296+9.9597e-07j 0.00100652+0.000780523j -0.00220786-0.000884896j 0.00493442+0.00408311j -0.00676201+0.00176465j 0.00269814+0.0030954j -0.00163398+0.00232333j 0.00252903+0.000720631j 0.00122611+0.00440124j -0.00393534+0.00232553j -0.00183114+0.00125282j -0.00148877-0.00254208j -0.0038108+0.000274532j -0.0055982-0.00778226j -4.47039e-05+0.00241387j 0.000810578-0.00136151j 0.00325487-0.00287854j -0.00131125-0.00179298j -0.00176573+0.000540773j -0.000397456+0.00298088j 0.00545293-0.00156095j 0.00545351+0.000537409j -0.00291537+0.00633224j -0.00103247-0.00125622j -0.00247662+0.00557809j 0.00249202-0.00204017j 0.00092117+0.00804812j -0.00474807+0.00035947j 0.0028259+0.00235228j 0.00268654-0.00847725j 0.000959486+5.08722e-05j 0.00152374-0.000252865j 0.00171338-0.00500373j -0.0020242-0.000777514j 0.000357567-0.00329431j 0.000862581-0.000632946j 0.0026028+0.00122782j -0.00179972+0.00254969j -4.26579e-05+0.000493943j 0.00043817-0.000669415j 0.00180776+0.00487736j 0.00510444-0.00198142j 
-0.00088976-0.00434721j 0.00484038-0.00015653j -0.00486054-0.00194862j -0.00197808+0.00695023j 0.00256049+0.000378075j 0.00120745+0.00151739j -0.00568666+0.00703429j -0.00609367-0.00233011j 0.000634431-0.00542838j 0.00579395+0.00331423j 0.00932591-0.00226021j -0.000899676-0.0106468j 0.000979831+0.00192338j -0.00194722+0.00038746j 0.0040745+0.0025919j 0.00342998+0.00187093j 0.00504271-0.00553358j -0.0018271+0.00144614j 0.00392091-3.88581e-05j 0.0043152+0.0115306j -0.0025985-0.00306273j -0.00411623+0.00544535j -0.00251791+0.00406468j -0.00564173-0.00289316j 0.00137725+0.00248084j -0.00108035-0.00125554j 0.0021548+0.00525327j 0.00211053+0.00504649j 0.00183458-0.00739336j 0.00144627-0.00282123j -0.00307913-0.00260659j 0.00262617-0.00282456j -0.00108721+0.00555641j -0.00152358+0.00614166j 0.00046697+0.00661761j -0.00409313+0.00578081j 0.00280408+0.00313496j 0.007779+0.00101851j 0.00657988-0.00218545j -0.00724753+0.00117685j -0.00390994+0.00253939j -0.00349504+0.00197811j 0.00179193-0.00403651j 0.00335824-0.00597144j -0.00482195+3.75869e-05j 0.000344171-0.00382349j -0.00226207-0.00313216j 0.00162676+0.00517633j 0.00425711+0.00162569j 0.00499906+0.00413863j -0.000936213-0.000499176j -0.00214121-0.00801184j -0.00170792+0.00195541j -0.00196079-0.00238149j 0.00478115-0.00283691j -0.00556594-0.00108455j 0.00256938-0.00414589j -0.00143559-0.00304554j 0.000451495-0.00167429j -0.00515564+0.00365736j -0.00463709+0.00576366j -0.00466952-0.000591134j -0.00327055+0.00239022j 0.0016405+0.00587819j 0.00428935+0.0019665j -0.0050043+0.00754678j -0.000866706+0.00728234j -0.00427893+0.0016601j -0.00962768-0.00357399j 0.00270763+0.00500872j -0.00176018+0.0035343j 0.00488923-0.00112232j 0.00754589-0.00210382j -0.00447352-0.0058866j -0.00438677-0.00138926j 0.00374927-0.00290784j 0.00239092+0.00550899j 0.00225055+0.00506276j 0.000221499+0.0012864j 0.00201275+0.00515407j 0.00182239+0.00362831j 0.00192562-0.00235159j -0.00222254-0.00185352j 0.000264672-0.00565099j -0.00096332-0.00202558j 9.97268e-05+0.00209556j -0.00207907-0.00194586j 0.000384678+0.000703401j 0.00460493+0.00208011j -0.000882207+0.00257627j -0.00273531-0.00134003j -0.00172464-0.000601509j 0.000237559-0.00122031j -0.00428395-0.00476614j 0.00455828-0.00331816j 0.000178795+0.000321953j 0.000140326+7.27293e-05j 
-0.00187924+0.00157017j -0.00119024-0.00185716j -0.00171322+0.00060609j 0.00114909+0.00270637j 0.00245875-0.00308701j -0.00338514-0.00214892j 0.000721093+0.000207891j -0.00298107-0.00361083j 0.00205194-0.00308249j -0.00222442+0.000775868j 0.00074075-0.00324329j -0.00458925+0.00299707j 0.000362049-0.00716379j -0.00060302+0.00294147j 0.000714944-0.000948162j 0.00140847+0.0014354j -0.00233046+0.00309835j -0.00224206+0.00133352j -0.00211188+0.00316008j -0.0031811-0.00579612j 0.00552962+0.0010578j 0.000305119-0.00164926j 0.000448332+0.00637098j -0.000151921+0.000733787j 0.00382474+4.66798e-05j 0.00221103-0.00136105j 0.00290038-0.00363378j -0.0021649-0.00291839j -0.00111702+0.00124062j 0.00330697+0.0033074j -0.000498355+0.000469636j -0.000523121+0.0027365j -0.00338759+0.000508629j 0.00189846-0.00576985j 0.000840604-0.00233283j -0.00388007+0.000795118j -5.60542e-05+0.000709569j -0.00856894+0.00175363j 0.00152177+0.00161529j 0.00342376-0.00461959j 0.000688756-0.000357589j 0.00302991+0.000221692j -0.00175787+0.00134432j 0.00142167-0.00300617j -0.00163088+0.00208403j -0.00337535+0.00284075j 0.000810719+0.00103248j 0.00167457-0.00084064j 0.00427275+0.00132915j -0.00213682-0.00571502j 0.000820126+0.000919856j 0.000810887-0.00262695j 0.00199915-0.00148851j -0.00292407-0.0035079j -0.00267449+2.17276e-05j 0.000564134-0.00248797j -0.000415218-0.000194403j -0.00051778-0.00232982j 3.14449e-05-0.000566048j 0.00398591-0.00636996j 0.00264537-0.0023277j 9.3877e-06-0.00277467j 0.00107472-0.00239902j -0.00193463-0.00150836j -0.00103485-0.00175091j -3.97073e-05-0.000743553j 0.000284808-0.000602513j 0.000880728+0.00200313j 0.0018198+0.000595985j -0.00142872-0.00307276j 0.00150059+0.00203277j -0.00204076+0.000201757j -0.00060035-0.00398795j 0.00339969+0.000505662j -0.000271771-0.00368734j 0.00266214+0.000874087j 0.00395795-0.00650398j 0.00423837-0.00225503j -0.00181491+0.00142107j 0.00285654-0.00098379j -0.000482151-0.00042559j 0.000379227-0.00257182j 0.00247622-0.00103399j -0.000987677-0.0020392j -0.00343884+0.000699159j 0.000405518+0.00108624j 0.00162246+0.00365578j 0.00149252+0.00324038j 0.00180987+0.000462137j -0.000889984-0.00055965j 0.00257708+0.00331925j -3.63075e-05+0.00237775j -0.00139743+0.000517036j 0.000460653+3.30783e-05j 0.00213461+0.00318929j -0.00124436-0.00342308j -0.00374262+0.00100596j 
0.0017372-0.00222921j 0.00228627+0.00219279j 0.00363771-0.00258337j -0.000942944-0.00563927j -0.00439329-0.00629554j -0.00469529+0.00379868j -0.00292306+0.0045577j -0.000976937+0.000876362j -0.00158884+0.000209867j 0.000218821-0.00695485j 0.00128123-0.00165381j -0.00271571+0.00368123j 0.00444519+0.00553006j -0.00271185+0.00137276j 0.00412331+0.00127892j -0.00594459-0.000803187j 0.010478+0.000126736j 0.00408366-0.00313109j 0.00451643+0.00153593j -0.00109618+0.00602496j -0.00219947+0.00116481j 0.00275184-0.00462125j -0.00799176-0.00582071j 0.000766158-0.00379891j -0.00885865+0.00228803j -0.0018471+0.00235503j 0.00604086-0.00375648j 0.00440578-0.0014367j -0.00683168-0.00215352j -0.00380521-0.00405746j 0.0074296+0.000721706j -0.00537667+0.00660371j -0.00112252+0.00593975j -0.00255022+0.00123753j 0.00107586+0.00261949j -0.000993586-0.000384755j 0.00371981+0.000515281j -0.000583891-0.00175497j 0.00397636+0.00431374j -0.00173481+0.00643526j -0.00139362+0.00183748j 0.00378483-0.00355858j -0.00108501+0.00381511j -0.000684438-0.00389787j -0.000594826+0.00545402j -0.00277786-0.00217485j 0.00304959-0.00242866j -0.00462733+0.00133741j 0.00795738+0.000773231j -0.00176779+0.00188626j 0.0012566-0.00265076j 0.00398436-0.00124674j -0.000634577+0.00254466j -0.00058269-0.000394868j -0.00086159+0.00151294j 0.000665876+0.00258031j -0.00208464+0.00160993j 0.00623617+0.00482953j 0.00631083-0.00124087j 0.00349646-0.00188181j 0.00392501+0.00391906j -0.00147839-0.00372251j -0.00273371+8.66563e-05j -0.00080639+0.00167729j 0.003019+0.00157409j -0.00390315-0.0064326j 0.00152365-0.00127818j 0.00360331+7.74733e-05j 0.00150786-0.0031265j -0.000110891+0.00750255j 0.000422667-0.00316171j -0.00569453+0.00101155j 0.00332035-0.00152137j -0.000575965-0.00413235j -0.00318401-0.00603151j -0.000798474+0.0010425j -0.00735993-0.000479128j 0.00707439+0.00191255j 0.00148437-0.00105956j 0.00201172+0.00105222j -0.000372168+0.00279143j 0.00314135-0.00217895j 0.00449162-0.00339756j 0.00331002+0.00176982j 0.00249151+0.00407815j 0.00284677+0.00261013j -0.000543233+0.000345408j -0.00187674-0.00201277j 0.000494074+0.000672764j 0.00154943-0.000123133j -0.000299837+0.00530911j 0.00020604-0.00390312j 0.00374768+0.00126891j -0.000224184+0.000503248j -0.00182086+0.00193836j -0.00447277+0.00297908j 0.00291656+0.00416144j 
0.0017903+0.0028137j -0.00283591+0.00135383j 0.000584019+0.00114512j 0.000611944-0.00226932j -0.0028218-0.000494282j 0.000131712+0.00205462j -2.19792e-05-0.000674096j -0.002278+0.00218418j -0.000977152+0.000248271j 0.000911063-0.00049551j -0.000222848-0.000854293j 0.000566443+0.00423623j 0.00303955-0.00554139j -0.000185812+0.0031808j 0.0074875-0.00220843j -0.00348698+0.00372826j -0.00348701+0.00476j 0.00454736+0.0020642j -0.0047188+0.0043893j -0.00175689-0.00235734j -5.81765e-06-0.00647453j 0.00198814-0.00433259j -0.00484144+0.0036146j 0.00107299+0.000102414j -0.00210289-0.00140425j -0.00239269+0.000784174j -0.0012553+3.05619e-05j 0.00288395-0.000124021j -0.00232563+0.00364173j -0.0028215+0.000270282j -0.00268913+0.000815607j -0.000604774+0.000970482j -0.000156345+0.00577999j 0.00103079-0.00182076j 0.0011244+0.00135107j 0.00243836+0.00192201j -0.00300868-0.0045048j -0.000623367+0.00121655j -0.00230853-6.89194e-05j -0.00323774+0.00862599j 0.005699+0.000145283j -0.00212358-0.00347057j 0.00463227-0.00188468j -0.00185167+0.00182157j 0.00383195-0.00603568j -0.00131613-0.00230247j -0.00128109+0.00559804j 0.000434668-0.00443957j -0.00702354-0.00213394j 8.83788e-05+0.000998849j -0.000775181-0.000959911j 5.55126e-05-0.000854173j -0.00745124+0.00301263j 0.000425152+0.00154682j 0.00123272+7.62425e-05j -0.00052716-0.000756253j -0.000151836+0.00213778j -0.0018514-0.00330122j 0.00466669+0.00532608j -0.00769369+0.000956923j -0.00243056+0.00214231j 0.000582388-0.00124031j 0.00225081+0.00120205j 0.00431662+0.00365646j -0.00234896+0.00216306j 0.00257637+0.00286881j 0.000476335-3.0497e-05j -0.00347445-0.00471332j 0.000953617+0.00149097j 0.00226136+0.0033745j 0.000816448+0.00136111j -0.000543503+0.0032719j -9.83497e-05+0.00277684j -0.00122644+0.000553693j 0.000528194+0.0023645j 0.00300859+0.000512982j -0.00352007+0.00217912j -0.00461821+0.00364398j -0.00505615+0.00303026j -0.00510083-0.00273561j 0.00582737+0.00322547j -0.000630966-0.00133968j -0.00022277+0.00420701j -0.00143863+0.00391061j 0.00200916-0.00034778j -0.00051418+0.000218249j 0.000860617-0.00350335j 0.00123722-0.00123803j -0.00100467+0.00068421j -0.00126848-0.00170278j -0.000229966-0.00263708j -0.000911675-0.00362292j 0.00350963-0.00184465j -0.000231166+0.00313648j -0.00288296-0.0015395j -0.000513121-0.000374757j -0.000189025+0.000893206j 
-0.00064488-0.00187524j 0.00143985+9.29615e-05j 0.00210979+0.00349564j 0.000731629-0.00256039j 0.00756839+3.96334e-05j -0.00301225-0.00835159j 0.00463088-0.0052116j -0.000609958+0.00129179j -0.00156759+0.00414937j -0.00231436+0.00627851j 0.0008219-0.00079592j 0.00144234-0.00289714j -0.00324102-0.00302489j 0.000580949+0.00485571j -0.000609652+0.00412474j -0.00177388+0.00257246j -0.00242487-0.00789218j 0.00631793-0.006393j -0.00170214-0.00314588j 0.00273726+0.00172385j -0.00361778-0.0055188j -0.00159797+0.00422413j 0.00528696+0.00133772j 0.00177043-0.000944346j 0.00219853-0.000886672j 0.00543386+0.00188231j 0.00298715+0.00218848j 0.000230327+0.0048928j 0.00206471-0.00510102j -0.00599081-0.00201251j 0.00208863+0.000528786j -0.0023339-0.00243318j -0.00442312-0.00202575j -0.00269878-0.000848546j 0.00196673-0.00584227j -0.00558782+0.00133106j 0.00161001-0.00152395j -0.000130483+0.00394245j -0.0014021-0.00556729j 4.51338e-05+6.63014e-05j 0.00315575-0.0045159j 0.00320788-0.00336673j -0.00162299+0.00683553j -0.00303235+0.00352937j -0.00200126-0.000362395j 0.00260543+0.00418742j 0.000912802-0.000259875j 0.00397135+0.00261573j 0.000237683+0.00221355j -0.0021721-0.00323001j 0.00401896+0.000906536j 0.00321733+0.00785237j 0.00720818+0.00423026j -0.000430853-0.00484382j -0.00160456+0.000830771j 0.00465754-0.00197084j 0.00255346+0.00176879j -0.00409923-0.00354322j -0.00118221+0.000528808j 0.00359657-0.00322129j -0.00282608-0.00133303j -0.0032763-0.000593366j 0.000658709-0.0014812j 0.00160319+0.000930555j -0.00283811+0.00411168j 0.00273832-0.00215999j -0.00261417-0.00272102j -1.42882e-05+0.000304621j 0.00142754+0.00149712j 0.00388931-0.00524111j 0.000264931-0.000425803j -0.000728191-0.00230785j 0.00080135+0.00104858j 0.00242299+0.000724262j 0.0060564+0.000947909j 0.00228215+0.00229658j -0.00254518-0.00255222j 0.00300221-0.00086719j -0.000208537+0.00243717j 0.00183541+0.00330901j -0.00540382+0.00237772j 0.0051545-0.0007492j -0.00111243-0.00184234j 0.00138134-0.00138254j -0.000617246-0.000661993j -0.00687955-0.00402811j 0.00499254-0.00316287j -0.0024228+0.00444445j 0.00493132+0.00102867j -0.000254201+0.00364883j 0.00272947+0.000280508j -0.00126618-0.000736425j 0.00141614-0.000118019j -0.00188208-0.00527199j 0.00472463-0.000299947j -0.00213453+0.000816271j 0.000397721+0.00194422j 
0.00129774+0.0020678j -0.00230171+0.00123873j 0.000534773+0.000764906j -4.6948e-05-0.00041936j -4.92821e-07+0.000573856j -0.000396802-0.000265946j 0.00174587-0.00163001j 0.00128592+0.000605265j -0.000486585-0.000123268j 0.000796885-0.000680725j -0.000914585+0.00175932j 0.00142197+0.00147052j 0.00162401+0.00174036j -0.000363132-0.00497435j -0.00214857-0.00155073j 0.00111716-0.00346804j 0.00469068-0.000163658j -0.0037189+0.00207398j 0.00211452-0.00138744j -0.0012449-0.00120867j -0.000191218+0.00158072j -0.0021784+0.00067674j -0.000144247-0.00072973j 0.00054467+0.000796425j -0.000581886+0.00376329j 0.000830651+0.000119725j 0.00248543-0.00108079j -0.00160218-0.000161132j -0.000795731+0.000310227j 0.000530399+0.000209234j 0.00102056-0.00113187j 0.000558534+0.000699874j -0.00214325-0.00162511j -0.000314516+0.00117528j -0.00266236+0.00148016j 0.00193416-0.00210812j 5.78726e-05-0.000752805j 0.00159073+0.000313738j 0.00187184+0.000601541j 0.00044344-0.00178633j -0.00305518-0.00235861j 0.00167327+0.00196673j -0.00184799-0.000680089j 0.00245437-0.00239123j -0.000286625+0.00247992j -0.00104697-7.31529e-07j -0.00237942-0.0015587j 0.00139897+0.00251843j 0.000694338-0.000688331j 0.0022298+0.000369436j -0.00271135+0.000909655j -0.00676384-0.00442333j -0.00285669+0.00297627j -0.00133986-0.00121494j 0.00236604+0.000543609j -0.00532926+0.00407979j 0.00334847-0.00388727j -0.00308836-0.00385667j -0.00156139+0.000609381j -0.0054182+0.00389695j -0.006112-0.00221426j 0.00126292+0.000703833j -0.00058237+0.00146872j 0.000288465+0.00245995j 0.00421302+0.00288952j 0.000731865+0.00637157j 0.0012553+0.00723701j -0.00735242+0.00293249j -0.00717166+0.00150647j 0.000346487-0.000225688j -0.00257418+0.00395414j 0.00442512-0.00337203j -0.00181184-0.000411809j 0.0015317-0.00276095j 0.000510744+0.00288548j 0.0014175-0.00423922j 0.000401462+0.00072079j -0.00189598+0.00256179j 0.00130474-0.00124012j -0.00274257-0.000152027j -0.000280202-0.00239815j -0.00599014+0.000482081j -0.00220816-0.00121862j -0.00121604-0.000167703j 0.00121383+0.00157182j 0.000221824-0.000108454j -0.0020566-0.00160757j 0.000641047+0.00182171j 0.00113695-0.00112491j 0.000942914+0.00131286j -0.000869917+0.0016657j -0.000581812-0.000969955j 0.00132153-0.000234635j -0.000525415+0.000375747j 9.30213e-05+0.00010719j 0.000154736-0.000189476j -0.000182589-0.000406202j 
-0.00436203-0.00451682j 0.00559699-0.00502242j -0.00753385-0.00853425j -0.004564+0.00555002j -0.00465984+0.00128295j 0.00477677+0.00666003j -0.00725211+0.00353123j 0.000789455+0.00144061j 0.00204237-0.00292418j -0.00183437-0.00173996j 0.0041257-0.00613956j 0.00390377-0.00485607j 0.000428533+0.00289187j -0.00298245-0.00110167j -0.0054634-0.00578705j -0.00110218+0.00174954j 0.00208938+0.000494428j 0.00137876+0.00244361j 0.00106063-0.00244958j -0.00117938+0.00363608j -0.00189158+0.0053429j 0.00466864-0.00162227j -0.000228142-0.00636652j -0.000668707-0.00174758j -0.00236377+0.0013211j -0.00102622-0.00336866j 0.00292872+0.000881376j 0.00366014-0.00141325j 0.00345121-0.00100422j 0.00296921+0.000899574j -0.00238467+0.00724593j -0.00180055+0.00161954j -0.00215779+0.00692667j -9.61921e-05-0.00570253j 0.00370029-0.00126374j -0.000579911+0.00710831j 0.0049377+0.00396542j 0.00532026+0.00405125j 0.000680123-0.00131824j -0.0026362+0.0123126j 0.00518077+0.00357073j -0.000585-0.00139736j 0.0014857-0.00529443j -0.00556444+0.00189599j -0.00382706+0.000189611j -0.00253355+0.00113539j -0.000648003-0.00680416j -0.00416205+5.80124e-05j -0.000803902+0.000286079j 0.00183277+0.000478405j 0.000523437-0.00194759j -0.0018286-0.00236178j 0.000765851-0.00112501j 0.000388058-0.00469764j -0.00557806-0.00175282j 0.00108138+0.00406767j 0.000224323+0.00156854j -0.00368634-0.00515363j 0.000252696+0.0026429j 0.00219901-0.00115078j 0.000693231-0.00114605j -0.00226751-0.00393854j 0.00422139-0.00146619j 0.000582467+0.00023407j -0.00230524-0.00491199j -0.000347352-0.000250502j 0.00383435-0.0004223j -0.00355445-0.00148815j 0.000721101+0.00260136j 0.00244634-0.00190418j -0.00111311-0.0028735j 0.00132758+0.00116998j -0.00318602-0.00388859j -0.00212677+0.00393241j -0.00266045-0.00159297j -0.00109551-0.000128874j 0.00306024-0.00115931j 0.00442339-0.000314823j -0.00207778-0.0025801j 0.000845634+0.0022681j 0.00149718+0.00448291j 0.00324947-0.000228441j -0.00217921+0.0010405j -0.00215081-0.00165841j 0.000712637+0.00023851j 0.00237339+0.00218112j -0.000551091-0.000286026j -0.00191346-0.000909491j 0.00263698+0.00416835j -0.000247068+0.00291587j -0.00216677+0.0028939j -3.15585e-05+0.000897572j -0.000568671+0.00025931j 5.4206e-05-0.000516666j 0.00184729+0.000772139j -0.00016111-0.00033308j -0.00087433-0.000133349j 
-0.00523306-0.0014234j 0.00058012-0.00439978j 0.00101136+0.00459361j 0.00339667-0.000193827j 0.000842617+0.000658419j -0.00105873+0.000479953j -0.000835638-0.00294459j -0.00143799+0.0016809j -0.00404305+0.000157801j 0.000423568-0.000484792j 0.0019499+0.00601583j 0.00408035-0.00225283j 0.00218032+0.00272274j 0.00345948+0.00131779j 0.00542871+0.00105316j 0.00420015+0.000344648j -0.0057183-0.000430559j 0.00540292-0.00103329j -0.00330549+0.00124149j -0.00319579+8.23403e-05j 0.00279026+0.000462171j -0.00380704+0.00427185j 0.00670644+0.00231589j 0.00267056-0.000768593j 0.00480802-0.00452712j 0.00145293-0.0016707j -0.00624322+0.00326158j 0.00444529+0.00483086j 0.00139311+7.50153e-05j 0.00389561+0.00316631j -0.000674091-0.00289561j 0.00154717-0.00461715j -0.00363705+0.007399j 0.00129095-0.000266569j -0.00399353-5.0495e-05j 0.00106816-0.000569252j -0.000114247+0.000292948j -0.000218664-0.00320114j -0.00453417-0.000870073j -0.000507157+0.00127245j -0.00120671-0.00213433j -0.00127048-0.000130171j -0.00114557-0.000487304j -0.00312607+0.00168264j -0.000862823+0.000886911j 0.00147722+0.000794027j -0.0014693-0.00288494j -0.000979068-0.00217905j -0.00526097+0.000225102j -0.00197794+0.000215251j -0.00416754+0.000450897j -0.00486651-0.0011797j -0.00340859+0.00185814j 0.000724138-0.00215518j 0.00144987+0.00111371j -0.000557222-0.00102868j -0.00208635+0.00386484j -0.00109188-0.00370134j -0.00131833-0.005896j 0.00088998-0.000759546j -0.00220184+0.000780316j -0.00267958-0.00349735j 0.00128394+0.000382969j -0.00160833+0.000175369j -0.00366949-0.00225185j -0.00144432+0.00117292j 0.00267387+0.00145355j -0.00519084+0.00114967j 0.00113626-0.000167704j 0.00537451-0.00361087j -0.00307941+0.000498124j -0.000393009+0.000467143j -0.00038639+0.0024278j 0.00172343+0.00375044j -0.0038169+0.00257419j 0.00038688+0.000405229j 0.00183706-0.00290472j 0.000446586+0.00377985j -0.00190043-0.00327056j 0.00392038+0.00062226j -0.00252385-0.00471525j -0.00171882-0.000513239j -0.00131703+0.000636829j 0.00237519-0.00191638j -0.00379771-0.00150428j -0.00410797-0.00193287j 0.00310919-0.00202574j 5.54128e-05+0.00261463j 0.00412427-0.000461429j 0.00119454+0.00197811j 0.00558284-0.000615679j -0.000512688+0.00067584j -3.29634e-05-0.000595581j -0.00221411+0.00154279j -0.000444981-0.00389899j -0.00266068-0.00115746j -0.00155992+0.00276819j 
0.00440444+0.00168866j -0.00179037+0.00414873j -0.00525099+0.00286495j 0.00103736+0.00444011j 0.00102593-0.00298016j -0.00390753-0.00258487j 0.0033978-0.00261943j 0.00317452-0.00137931j 0.00219656+0.00136037j 0.000937687+0.000756992j -0.00269267-0.00723047j -0.00630283+0.00459323j -0.00114816-0.00160805j 0.000116608+0.000985382j -0.00318929+0.00115172j 6.81175e-05-0.000120981j 0.00220333+0.000117764j -0.00208412+0.00493081j 0.00222899+0.00282799j -0.000622934-0.00341893j 0.00436547+0.00243347j 0.000898234-0.00250988j -0.00164849+0.00215426j -0.00143376+5.25326e-06j 0.00287843-0.00103207j -0.0029717-0.00299063j 0.00228247-0.00358061j -4.21169e-05-0.00532784j 0.000341972-0.000905941j 0.00469751+0.00200094j 0.00187971+0.00197507j -0.000342378+0.00131189j 0.00667383-0.00128191j 0.00438368-0.00274103j 0.00316991+0.00506436j 0.00212841+0.00253274j -0.00959146+0.00297899j -0.00560263+0.00469762j 0.000649026-0.00420572j -0.00610593-8.27662e-05j 0.00307622-0.002801j -0.00151329-0.00139837j -0.0046074+0.00210687j -3.64702e-06+0.00130866j -0.000500395-0.0032114j -0.00209712-0.00524937j -0.00473334+0.00139766j -0.00230315-0.00787618j 0.00271183+0.00210355j 0.00520532+0.000986964j 0.00167036+0.000172291j 0.00056342-0.00037262j -0.0033647+0.0026317j 0.000922047-0.00249284j 0.00144708-0.0012344j 0.0028193-0.00499455j -0.00168371-0.001533j -0.00176495-0.00298236j 0.00888648+0.00501193j -0.00224467-0.00266915j -0.000788944-0.000246528j -0.00238009-0.00188468j -0.00578554-0.000174929j 0.00621422+0.00171435j -0.00598085+0.00397977j 0.00045331-0.00156331j -0.00323828+0.000256833j 0.00235343-0.00205619j -0.00422234-0.000438661j -0.00217435+0.00349198j 0.00272876+0.00209716j -0.003639-0.00417191j 0.00491474+0.000426765j 0.00294094-0.000668669j 0.000300361-0.00309133j -0.000583402+0.00326075j 0.00261845+0.00106058j 0.00191398+0.000498182j -0.00387478+0.00342955j 0.00126147-0.00549348j 0.0017773+0.00219028j -0.000109819-0.0030769j 0.000488212-0.00178149j -0.000707153-0.00435178j -0.000736164-0.00270074j 0.00357759-0.00142826j 0.00370299+0.00211159j 0.00185777+0.000209883j 0.00533524+0.000160805j -0.000506219+0.00119505j 0.00249516-0.00315503j 0.00178235+0.0007635j -0.000459207+0.000985624j -0.000180657-0.00130674j 0.00308023-0.00189385j -0.00219069-0.00399718j -0.00476086+0.00306301j 
