0.030784-0.0110574j 0.00499735-0.0509968j -0.0386952-0.123089j 0.0656544-0.0831962j 0.0490336+0.0186822j -0.126502+0.0493506j -0.00818691-0.0555403j 0.0696362-0.00429701j 0.0558995-0.0433698j 0.00628953-0.0774021j -0.00749324+0.00234519j -0.086208-0.114276j 0.0907067-0.00287397j 0.030053+0.102062j -0.121462-0.037547j -0.100574+0.0434907j -0.0287405+0.0306809j 0.0902038+0.016794j -0.0395124-0.0587749j 0.0330066-0.128811j -0.00660958+0.0392997j -0.0376948+0.1037j 0.276121-0.0346145j -0.10838+0.0928746j -0.209861-0.144783j 0.0589858-0.170628j -0.0958296+0.0498015j 0.0347689+0.0909172j 0.00755453+0.119258j -0.06386-0.0392085j -0.154473+0.148789j 0.0247065+0.0813705j -0.0473339-0.118995j 0.0234143+0.0699552j -0.0271639+0.077045j 0.189299+0.0400958j -0.114434-0.217645j 0.188817-0.00259733j -0.0410528+0.0857326j 0.0713717+0.0168816j -0.03768+0.0265686j 0.0232583-0.0161625j 0.0353812+0.0054402j 0.0293322-0.0537399j -0.00976231-0.0497665j 0.0452221-0.00930286j 0.0104489+0.02428j 0.00838482-0.046172j 0.00439014-0.00184883j -0.0295632-0.00296502j 0.0019109+0.0221843j -0.04862+0.0220085j 0.0485405-0.0101344j 0.0314827-0.0092039j 0.0304449-0.0166787j -0.0109442+0.050858j 0.0240017-0.0160435j -0.0513953-0.0340069j -0.015511-0.00499548j -0.00483051+0.0215276j -0.0177383-0.00554045j -0.00169883-0.0141596j -0.038479+0.00405359j -0.0529763-0.00354019j -2.98872e-05+0.00734323j 0.0382975+0.0542761j 0.0130719-0.0417903j -0.00604436+0.0132422j -0.00756572-0.035321j 0.0800509-0.00609515j -0.0130644-0.0157727j 0.0108575+0.0346001j -0.0248813-0.045204j 0.0165029-0.0551839j 0.0110461+0.0283166j -0.0306124+0.0332722j -0.00418901-0.00144775j 0.0126627-0.000375616j 0.0467286+0.0106511j -0.0173833-0.0326896j -0.0218386-0.0143621j -0.0105395-0.00229208j -0.0299686+0.0110782j 0.033771-0.0619429j -0.010682+0.0341212j 0.00714864+0.0194708j -0.000877904+0.0309512j -0.00835519+0.032197j 0.0508595-0.112404j -0.123944-0.0328164j -0.0226257+0.03443j 0.00246689-0.0333625j 
0.00118311+0.00382585j 0.00169893+0.000622766j 0.00674007-0.000101336j 0.000893457+0.00416667j 0.000617368+0.000439229j -0.00574606+0.00125243j -0.00214706-0.0035926j 0.00211557+0.00149316j 0.00038177-0.000510205j 0.000712264-0.00121986j 0.00415104+0.0037429j -0.00294633+0.00129606j 0.00438122-0.000450663j 0.000302869+0.00285281j 0.00143892-0.00080318j -0.00437429-0.000267062j -0.00230111+0.00107896j -0.0010795+0.000574512j 0.000683636-0.000296098j 0.00347764-0.00508285j 0.00188128+0.00181564j -0.00114468+0.00329301j 0.00386638+0.00469359j -0.00237407+0.00145402j 0.00315362-0.00721131j 0.00146681+0.00116116j -0.00621732+0.00118899j -0.00192078-0.00450461j -8.73531e-05+0.00273061j -0.0035409-0.00100786j 0.00544835-0.00409617j -0.00318142+0.000795669j -0.0111487+0.00419194j 0.00836659+0.00714277j -0.00899045-0.00852292j -0.0021871-0.0168856j -0.0043515+0.00250375j 0.00287351-0.000868535j 0.00523632+0.00741946j 0.0109229-0.00543193j -0.000483762+0.0109118j -0.00379404+0.0022684j 0.00375589-0.00208488j -0.0159117-0.00458258j -0.00773626+0.00103607j -0.0052603-0.0120678j -0.00619831+0.000217909j 0.00454196-0.00263011j 0.00988538+0.00469345j 0.00877537+0.00352953j 0.00199093+0.00389895j 0.0111695-0.00873895j -0.00185961+0.00713162j 0.00212829+0.00118348j 0.00338916+0.000505262j -0.00175077+0.00137979j 0.00172757-0.00352642j 0.0105126-0.0104921j 0.00202676+0.00564996j 0.00746703-0.0113395j 0.00231641-0.00595286j 0.00168649-0.00867631j 0.00544836-0.00286096j 0.00140452-0.000368708j -0.00224759+0.00261642j 0.0013409+0.00454703j 0.00871719-0.00330247j -0.00838927-0.000430771j -0.00528331-0.00722969j 0.000454612+0.00122796j -0.00638072-0.00622967j 0.00765582-0.00532116j -0.0139664+0.00342695j 0.00274673+0.00365165j 0.00444769-0.012214j -0.0113711-0.00163472j 0.00866185-0.00107222j 0.00558847+0.00249504j -0.0154887+0.00394651j -0.00163375-0.00136181j -0.00840675+0.00979228j 0.00150388+0.0104624j -0.0105937-0.0065057j -0.00527729+0.00263956j 0.016473+0.0016004j 0.00457815-0.00635893j -0.0114407-0.00256556j 0.00607814-0.000422425j -0.00662529+0.00536466j -0.00722271+0.0102517j 0.008125-0.013365j -0.00595475-0.00696611j 
0.00187251-0.00289557j 0.000139544-0.000549244j -0.000856054+0.00609808j -0.00168769-0.000467145j -0.000682783+0.00297541j -0.0028898-0.00193725j 0.00290037-0.00236592j -0.00304813+0.00461776j 0.000842467-0.00043422j -0.00104657+0.0025601j 0.00232154+0.00105392j 0.00148786+0.000467396j -0.00288681+0.000682138j -0.0033968-0.000228204j -0.000256794-0.000536907j 0.00273387-0.00406555j 0.000460051-0.00176975j 0.00121771+0.000595746j -0.00206462-0.00128581j -0.00498661+0.00287518j -0.00354716-0.00159415j 0.000535901-0.0036862j 0.00408178-0.00126496j 0.000508063+0.00158876j -0.00464142-0.00124623j -0.00198912-0.0023774j 0.00178614-0.00197619j -0.00485489+0.00279478j 0.00257857+0.00321466j 0.00100567+0.00764671j -0.00358053-0.000467099j -0.000589269+0.00955803j 0.0025494+0.00233771j 0.00683217-0.00426434j 0.00600955+0.0170414j -0.00846543+0.00376592j 0.0114409-0.00165096j -0.00453003+0.00551899j -0.00968331+0.00731828j 0.0021755+0.00320475j 0.00446433-0.00355453j 0.00297842+0.00863284j 0.00297823-0.00174597j -0.000246725+0.00166136j -0.00519496-0.00617449j 0.00506828+0.00414488j 0.0012728+0.00394527j 0.00276834+0.00235291j -0.00515284-0.00514674j -0.0023888-0.00245776j -0.00135937+0.0112559j 0.00338311+9.99431e-05j -0.00455127-0.00325307j -0.00250596+0.00329261j -0.00477178+0.00392487j -0.00351979-0.00552892j 0.000141361-0.00495154j -0.00392189+0.00183093j -0.00264041-0.0127142j 0.00343619+0.00635635j 0.001667+0.00803633j -0.0127026+0.00132335j 0.00420822-0.00479595j -0.00611634+0.0076161j -0.00441489+0.000993983j 0.00590532+9.89705e-05j 0.00331324-0.00974675j 0.0034714-0.00694446j 0.00668685-0.0133567j 0.00690173-0.00625389j 0.00738315+0.0077121j 0.000484676-0.0124652j 0.0129099+0.000171746j 0.0104985+0.00830666j -0.016081-0.00093555j 0.00115013+0.00667829j 0.00741058-0.00380594j -0.00931956+0.0101379j 0.010094+0.0114274j -0.00928415-0.000561623j 0.00962903-0.00352029j 0.00393861+0.00136027j 0.0160507+0.0142824j 0.000581401+0.0161912j -0.0249188-0.00366954j 0.000328729+0.0168651j 0.0111974-0.00878264j -0.0141639-0.0150075j 0.0111087-0.00166787j 0.0068238+0.00668151j 0.00689657+0.0127628j 0.0066786-0.0053264j 
0.00500713+0.0101001j -0.00120519-0.00287797j 0.00739618+0.00566722j -0.00791732+0.00441902j 0.00135291-0.000877402j -0.000583629+8.51054e-06j -0.00102568+0.0032894j 0.00345622+0.000211694j 0.00130469+0.00272032j -0.000488404-0.00244552j -0.00268817-0.000528836j -0.000377142-0.00227169j 0.00246036-2.42158e-05j 0.00193017+0.00185233j 0.00204361+0.00216946j -0.00128455+0.0026234j 0.000373298+0.000282493j -0.00177343-0.000834569j 0.00140109-0.00300934j 0.0028154+0.000848443j 0.00402364-8.20051e-05j 0.000252808+0.00440702j -0.0012064+0.000893526j 0.000675933+0.000229366j 0.00233666-0.00429475j 0.00401494+0.00252043j 0.00319381+0.00703617j 0.00155943-0.00359628j 0.00238746-0.00627915j -0.00156822+0.00306199j -5.88639e-05-0.0023776j -0.00099622+5.05756e-05j 0.000570487+0.00215589j 0.00586589-0.000416946j -0.00185834+0.00123252j -0.0012003-0.00132832j 0.0025575+0.00253671j -0.000933301-0.00193576j -0.00195833-0.00137488j 0.00245969+0.00505766j -0.00144829+0.00356073j 0.00373547+0.0123376j 0.0151007+0.0052954j 0.00481512-0.00915096j 0.00235642-0.000916758j 0.000874888-0.00151422j -0.00179001+0.00932327j 0.00590658+0.0045438j 0.0029745+0.00197032j 0.00597873+0.00323583j -0.000467976+0.000852992j -0.00218188-0.00619452j -0.00210874+0.00606638j 0.00558669-0.00290269j 0.00650611-0.00451255j 0.00931059+0.00478782j -0.00263396+0.0110343j -0.00255533-0.0137735j -0.00508491+0.00859821j -0.00619945-0.00854293j -0.00196461-0.00416181j 0.0054644+0.0121858j -0.0102599-0.000327803j 0.0094847-0.00681152j 0.00454678-0.000161563j 0.00279564-0.0123262j -0.0153198-0.00934112j 0.00198753+0.0114937j -0.00261466+0.0101282j 0.00728529+0.00844914j -0.0119589-0.00352221j -0.00575687+0.00864253j 0.0285452+0.000815318j -0.000330061-0.0128164j -0.0191221+0.00883036j -0.00895407+0.00280047j 0.000644726+0.000898663j 0.00417479-0.0175641j -0.00197018+0.0117092j -0.000950217+0.0047399j 0.00169784-0.017j -0.0133367+0.00181436j 0.00432242+0.0138375j -0.00219053+0.00831463j -0.00690069-0.00250086j 0.0156764+0.0112034j 0.00378267-0.00244734j -0.0103656-0.000702297j -0.00220326+0.00128522j -0.0121036+0.00441387j 0.00174545-0.00327654j 0.0013067-0.00988032j 
0.00267438+0.00196355j -0.000684426+0.00511189j 0.00394376-0.000500013j 0.00055339+0.00191263j 0.00166466-0.000463119j -0.000441783-0.000453969j -0.000610479+0.000866164j 0.00281614-0.00239432j 0.00253095-0.000377608j 0.0003352-0.00114373j 0.00103758-0.00068398j 0.00186657-0.00188734j -0.00129699+0.000307998j 0.000267643-0.0023069j -0.00141238-0.000131945j 0.00076745-0.000973659j -0.000301795+0.000395183j -0.00121936+0.000504412j -0.0012286+0.00318828j -0.000757677+0.00169653j -0.000900606+0.00185502j -0.00102049+7.5016e-07j 0.000512108-0.00143889j -0.000634559+0.00107933j -0.00308736+0.00253976j -0.00372562-0.00112796j 0.000646035+0.000993029j 0.00438609+0.00551098j -0.000254618-0.000757031j 0.00461372-0.00360545j -0.00184156-0.00231445j 0.00461812-0.00194198j 0.0058285+0.00104402j -0.00484224+0.0031627j 0.00103189-0.000777318j 0.00253197+0.00582515j -0.00326413+0.000342383j 0.00187456-0.00200535j -0.000447844-0.000891009j -0.00112818+0.00697465j 0.000199724+0.00122513j 0.00364455-0.00360192j 0.00652768-0.00393527j -0.00705312-0.00780511j 0.00667875+0.00117424j 0.000288574+0.00549658j -0.0112716-0.000788798j 0.00227161-0.00367096j 0.000384463+0.000591587j 0.00480117-0.00251775j -0.00561931-0.00158113j 0.00639839-0.00333309j -0.00107161-0.000694076j 0.00123107+0.00226421j 0.00311187-0.00518349j -0.00199859-0.00488938j 0.000910666+0.000769737j 0.00331864-0.00221381j 0.00329403+0.00335456j 0.00161746-0.00789232j -0.00648381+0.00548786j 0.00578053-0.00276211j 0.000750672-0.00332006j -0.000422411+0.00606795j 0.00190651+0.00697641j 0.00307225-0.00234027j -0.000808287+0.00461529j -0.007491-0.00586949j -0.00396769+0.000139603j -0.00603388+0.0150815j -0.00172931+0.00310556j -0.0115847-0.00609508j -0.00860135-0.0025167j -0.00153074-0.00532395j 0.00242334-0.000381887j 0.00293695+0.0094466j 0.000674261-0.00590106j 0.0189864-0.00438355j -0.00219915-0.0086089j 0.0104437+0.0127864j -0.00869315-0.0161107j -0.0058036+0.0154759j -0.00143124-0.0103226j 0.00101957-0.000812506j 0.019934+0.00307529j -0.00264144-0.00583081j -0.0126283+0.00862131j 0.0104832+0.00781272j -0.0160382-0.00710805j -0.00101718-0.000184169j -0.00320241-0.00522751j 0.00522661+0.00356464j 
-0.00273938+0.000657032j 0.0105231+0.00697768j 0.0120145-0.00649383j 0.00947091+0.0157203j -0.00248109-0.00302789j 0.000384775-0.00470838j -0.00832262+0.000333545j 0.0020632-0.0102371j 0.00731215+0.00555404j 0.00205348-0.00689855j -0.00660239-0.00164027j 0.00631624-0.00294739j -0.000227659+0.00129577j 0.00725827-0.00199505j 0.000180898+0.003762j -0.00385959+0.0043901j -0.000785396-0.00129672j -0.00459035-0.00145863j 0.00325036+0.00225367j 0.00195501+0.00678367j 0.00144855-0.000734143j -0.000305941+0.00146175j -0.00266692+0.00131036j 0.00410858-0.00227691j -0.00716445+0.00207302j 0.00838458+0.000315719j 0.00075139+0.00326214j 0.00093382-0.00444207j -0.00240514-0.00484037j -0.00120827-0.00135723j -0.00760078-0.00365501j 0.00139837-0.0051885j -0.00318298-0.00814567j 0.00353849-0.00157236j -0.00997257-0.00310766j 0.00890616+0.00911487j 0.0061822-0.000317498j 0.00514074+0.00968984j -0.00393479-0.00568722j -0.003729+0.00904619j 0.00641172+0.0128729j 0.00613042-0.00504621j 0.0026868-0.00460168j 0.000739007-0.00758596j 0.00868822+0.0102823j -0.014964-0.00289138j -0.00492554-0.00456015j -0.00629647-0.00801733j 0.00676905+0.0056135j 0.00972139+0.00838j -0.00387927-0.0123295j 0.00650606+0.00456164j -0.00407272-0.0107961j -0.00269029-0.00434499j 0.00862717-0.000619732j 0.0107362+0.000455882j 0.00434952+0.00919876j 0.0153011-0.00764713j 0.00173572+0.00749775j 0.0180954-0.00588701j -0.00168344-0.0017596j 0.00610406+0.00491605j 0.00293546+0.00141392j -0.00772056-0.000876945j 0.00686281-0.00121481j -0.00191869+9.75107e-05j -0.00102198-0.00705617j 0.000916371+0.00375495j 0.00404824+0.00322557j -0.00351527-0.0145659j -0.0106785+0.00713139j 0.0140126-0.00325431j -0.00377982+0.00590263j -0.00766357+0.00592254j 0.000313055+0.00970123j -0.0125799+0.00677502j -0.00138373+0.00459913j -0.00513596+0.0109702j -0.0135003+0.0122957j -0.0041069+0.00189141j 0.00764869+0.00769174j 0.00323045-0.0140243j 0.00424001-0.00855977j 0.00680741+0.0090529j -0.0131017+0.00123827j 0.0105386+0.0225441j 0.0192685-0.0282004j -0.0283574-0.00616311j 0.00437592+0.0139986j 0.00312261-0.0138194j 0.00063274-0.00378651j -0.00395807+0.00378703j 
0.00609077+0.00277348j -0.000551879+0.000248368j 0.00362139+0.00231723j -0.00386779-0.000163006j 0.000318801-0.00092393j -0.00168463+0.00137675j -0.00203361+0.0024535j 0.00258552+0.000577165j 0.00339642-0.00208029j 0.00179916-0.00214569j 0.00668283+0.000940625j 0.00377023+0.000968128j -6.53116e-05+0.000947733j -0.00195155-0.0058161j 0.00276374-0.00154956j -0.00283075-0.00128715j 0.000147178-0.00134993j -0.00338577-0.00139633j -0.00397211-0.000521369j -0.00426539-0.000478537j -0.00252764+0.00122784j -0.00458171-0.00351779j 0.00583885+0.00543472j 0.000404026+0.00499312j -0.00262401+4.65454e-05j -0.00461766-0.00140315j -0.00276355+0.00630962j -0.00248668+0.00673811j 0.00498671+0.00125562j 0.00188484+0.00570628j 0.00305764-0.00527006j -0.00183721+0.00155353j -0.00234961+0.00292328j 0.00213026+0.003281j 0.00041397-0.00126011j -0.00664709-0.000522759j 0.00340585-0.00122696j -0.00303731+0.00410301j 0.00222353+0.00581683j 0.00686372-0.00119105j -0.0013961+0.00343068j -0.00162444+0.00136905j 0.0104539-0.00431856j -0.00677577-0.00788204j 0.00345851-0.000167133j -0.00472953+0.00542451j -0.0132182+4.25169e-05j 0.00349732-0.0075803j -0.00283491-0.00297941j 0.00919682+0.00197274j -0.0101544+0.00658432j 0.0146651+0.00267646j 0.00219347-0.0114907j -0.00189135-0.00207329j -0.00270842+0.00117961j -0.00323829-0.000808672j -0.000226566-0.00228204j 0.010222-0.00713511j -0.00720595-0.0131525j 0.0143883-0.00410776j 0.000226852-0.00501497j -0.004234-0.00560761j 0.0116422+0.00428791j 0.00088144+0.00889907j -0.00593145-0.0037759j 0.0045621-0.00460626j 0.0191165-0.0100853j 0.00170547-0.00233135j -0.0186152-0.00694861j -0.00611848+0.00542424j -0.0102171-0.00213033j -0.00364402-0.0115835j -0.0133362+0.00417175j 0.00628797+0.00419237j 0.00874472+0.00379961j -0.00539176-0.00313191j 0.00666094-0.0121732j 0.0141687+0.0197022j 0.00866474-0.00550789j -0.000859252+0.0124183j 0.0061845+0.00328961j 0.0100596+0.00345064j 0.00538184-0.0148285j 0.0102961+0.00988841j -0.000983355-0.00357768j -0.00710156+0.015025j 0.0076652+0.00541879j -0.0105032-0.0130491j -0.00619861-0.00471271j 0.010981+0.000810847j -0.000190919-0.00104414j -0.00168268-0.00197919j 
0.00103722+0.00543202j 0.00159964-0.00242186j 0.00480077+0.0010576j -0.0048805+0.00331693j 0.00151501-0.00480035j 0.00126734-0.00574283j 0.000991995+0.00261764j 0.00462515-0.0052044j 0.00150426+0.000868322j -0.00287315-0.00197763j 0.00156064+0.000724873j 0.00185977+2.5288e-05j 0.000277673+0.00311961j 0.00169609-0.00304016j -0.000455443+0.000170854j -0.0023386+0.00122014j 0.00131531-0.000553378j -0.00485323-0.000785251j 0.00297706-0.00102102j -0.000842243+0.00229486j 0.000270674-0.00129171j -0.00440236-0.00227408j 0.000358082+0.00388625j 0.0019075+0.00431081j 0.00205967+0.00373873j -0.00187087-9.78712e-06j -0.000234549+0.0109111j 0.00728512-0.00230631j 0.00399008+0.000368691j 0.00167744-0.0005152j -0.00273181-0.00429408j 0.00528052-0.00365053j -0.000648895-0.00225448j 0.00499246+0.000841277j -0.002003-0.000283034j -0.000784199-0.0011134j -0.000915436+0.00288111j 0.00109094+0.00325111j 0.000962388-0.00389934j 0.00336504+0.00127503j 0.00537932+0.00557082j 0.00449732-0.000381253j 0.0142888+0.00331371j 0.00176531-0.00326692j 0.00336058+0.0001208j 0.000792352-0.00449953j 0.000145432+0.00328956j 0.00377463-0.00281921j -0.000843011-0.00451519j 0.00440776+0.00523514j -0.00170945-0.000751139j 0.00132254-7.4156e-05j 0.0107998+0.00114067j 0.00181691-0.00141873j 0.000281791-0.00193771j -0.00518249-0.00732123j 0.000278599-0.000808354j -0.00135275-0.000689785j 0.00276509-0.0104073j 0.0076807-0.010066j -0.000114776-0.0107571j 0.000382984-0.000815124j -0.00343959-0.00097246j -6.92623e-05+0.00757735j -0.000232575+0.00518039j 0.00702751-0.00450522j 0.00870835-0.0160242j -0.0105401+0.0112374j -0.00395548-0.0057811j 0.00151577+0.0120321j 0.00244425-0.00581099j -0.0044165+0.00252923j 0.00102404+0.0217597j 0.0101287-0.0147056j -0.0127752+0.00214362j -0.00291021-0.00799026j 0.00446246-0.00726028j 0.00578155+0.000229458j -0.0049184+0.0026275j 0.00196452-0.00538587j -0.0112334-0.00813756j 0.00420146+0.00406007j 0.00511971+0.0040889j -0.00465234+0.00683076j -0.0139127+0.000135472j 0.0144625+0.0117847j -0.00339064-0.0021785j -0.0124372-0.0120039j 0.00230954-0.0044973j -0.00743442-0.00545459j -0.00245897+0.00055281j -0.00272105-0.00269981j 
0.00362851-0.00371234j -0.00455538-0.0037956j -0.00564103+0.000740433j -0.00358143-0.00571712j 0.000616228-0.000636223j 0.00163404+0.00668687j 0.000795894+0.00274124j -0.00142322+0.00617576j -0.00308951-0.00280374j -2.31566e-05-0.00209219j 0.00188598-0.00187457j -0.00274315+0.000745669j 0.00327754-0.00458609j -0.00124411+0.00242726j 0.0043241-0.000204833j -0.000231621+0.00247564j 0.00179477-0.000564381j 0.00168858+0.00424661j -0.000586935-0.00195595j 0.00247227-0.00233147j 0.00663889-0.00133585j 0.00167867+0.00157859j -0.000398549-0.00524612j -0.00342686-0.0063047j 0.00673738-0.00715566j 0.000679333-0.00322825j 0.00969537+0.00884496j 0.000561893-0.00965777j 0.00350228-0.00974095j 0.00393923+0.00567611j -0.00511967+0.00094876j -0.00707487+0.0113j 0.00476751+0.00814683j 0.00515357-0.00395499j 0.00681492+0.00209324j -0.00285363+0.00306774j 0.00872916+0.00275766j -0.00254614+0.00356732j -0.00537288+0.0106074j 0.00430465-0.00365656j -0.00834052-0.00236831j -0.00218402+0.0087145j -0.00331005+0.00193895j 0.00580209+0.00623412j -0.00110067-0.00221084j -0.00176183+0.00127238j -0.00166779+0.00372181j -0.000739367-0.00742707j -0.00661877-0.00424059j -0.0110626-0.000847631j 0.00321311+0.00630163j -0.000180401-0.00349489j 0.00303671+0.00749879j -0.00365987-0.00576383j -0.00296406-0.0138809j 0.00516131+0.00831622j -0.00366001-0.00368727j -0.00381047-0.0120017j 0.00164674+0.00271752j -0.00518248+0.00350419j 0.004052-0.00373335j 0.00778182+0.00432099j -0.00831984-0.000661228j 0.00235715-0.00596313j 0.00641419+0.00377508j -0.0056057-0.0129867j -0.014781-0.00311093j -0.0139618-0.00243349j -0.0090437+0.0121263j 0.00939896-0.000441428j -0.00116927+0.00779902j -0.0143823+0.00238206j 0.0105705+0.00782187j 0.00750829-0.00119839j -0.00961084+0.0102813j 0.00353682+0.0056566j -0.0138401-0.00542059j 0.00237746-0.00898863j -0.000203891+0.00809132j 0.0102679+0.00125152j -0.00959775-0.010589j -0.0109616+0.0139557j 0.0118215+0.0081943j 0.00146736+0.00404157j 0.00083978-0.0100965j -0.00126152-0.00333265j 0.0155782+0.0180449j 0.00501447+0.00171824j -0.003069-0.000780323j 0.00328985-0.00783661j 0.00459221+0.000811989j -0.00155284-0.00128785j 
-0.0116083-0.00283024j 0.000501751+0.000917324j -0.00235929-0.00709028j 0.00192755+0.00063218j 0.00559586+0.00197696j -0.00145908-0.00557671j 0.00289202-0.00411823j -0.00142854-0.00727285j -0.00219068+0.00395791j -0.0063749+0.0011289j -0.00326138+0.00265547j 0.000921226-6.44632e-05j -0.0046817+0.00386493j -0.00506888+0.00461982j -0.00583122-0.00247341j 0.00311092-0.00276117j 0.00261483-0.00427946j 0.00223215-0.00506118j 0.00350138+0.00244823j -0.00170734+0.00548886j 0.000357359+0.00226346j -0.00180785+0.000500538j -0.000498185-0.00444675j -4.26212e-07+0.00270172j 0.00238261+0.00869755j -0.00382076+0.00997609j 3.89379e-05+0.00108162j 0.0157569-0.000559013j -0.00296751+0.00050496j 0.00421537-0.00932255j -0.00460441-0.00160094j 0.0178718-0.00216704j 0.00845865-0.00841118j -0.00504506+0.00229183j -0.00287484+0.0042011j 0.0046132+0.00984367j -0.0175481+0.00645633j 0.000736886-0.00111305j -0.00136987-0.0142384j -0.00435388+0.00782061j 0.0258576-0.00921014j 0.00397648-0.0193369j 0.000923227+0.00013852j -0.00191939+0.00095315j -0.00207048+0.000302217j 0.00119553-0.000303579j 0.00370784-0.00107391j -0.00346082+0.00434938j 0.00143005-0.000398565j -0.00275676-0.00504283j 0.004247-0.00445566j -0.000437774-0.00215685j 0.00287165+0.0086732j -0.00172608+0.00422443j -0.00812853-0.0030284j -0.00699175+0.000293841j -0.00631824-0.0049563j 0.00319796-0.000663573j 0.00298012-0.00114133j -0.0034311-0.000145555j 3.33232e-05+0.000705363j 0.00339643-0.002927j 0.000898916+0.00315135j 0.00041586+0.00108518j 0.00142578-0.00507699j 0.000447736-0.000391477j -0.00194074+0.000452295j -0.00142483+0.000288677j -0.0102231-0.00108357j 0.00776159-0.00119141j -0.00413746-0.00146899j -0.000323174-0.000361477j 0.00088693+0.00436633j 0.00430993+0.000805305j -0.00538394-0.00598129j 0.00745749-0.00614459j 0.000598233-0.00134434j -0.00208405-0.00177303j -0.00136643+0.0052648j -0.000125435-0.00724003j -0.00695506+0.00357171j -0.00163438+0.00393935j -0.00484011+0.0112472j -0.0124754+0.00551996j -0.00369357+0.0023562j 0.00430745-0.0129486j -0.0111118+0.0020744j 0.00522961+0.00355307j 0.000704866+0.00465667j -0.000948824-0.000376408j 0.00341427+0.00592437j 0.00299005+0.00111086j 
-0.00307721+0.00229042j -0.00663093-0.000521428j -0.00505275-0.00414628j -0.0030915-0.00183736j 0.00615474+0.000367806j 0.00268946+0.0019905j -0.000498746-0.00168892j -0.000502946-0.00415106j -0.00177452-0.00174153j -0.0014133+0.00467903j 8.44153e-05+0.00560207j 0.00368372+0.000109544j -0.0031819+0.0044468j -0.00168711-0.0042368j -0.010648+0.000287872j 0.00694517-0.00700095j 0.00309001-0.00439915j -0.00100659-0.00127603j -0.00703564+0.000834599j -0.00493232+0.0122715j -0.00848949+0.00104377j -0.00681196-0.00107927j -0.00292893+0.00254289j -0.00806507-0.00176454j 0.0101589+0.000204237j -0.00700392-0.00498282j 0.00494496-0.00262076j -0.00605133+0.0174909j 0.0128955-0.00296796j 0.0148359+0.00539629j 0.00174833+0.00504331j 0.0035221+0.0190917j 0.00148181+0.00276319j -0.00225679-0.00580353j -0.00240858+0.017138j -0.00505543+0.0138255j 0.0134171-0.0179142j -0.00619075+0.00614568j -0.0165485+0.0143561j 0.0083153+0.0156018j 0.00284554-0.0171073j -0.0221984+0.00128629j 0.0039859-0.0044731j -0.00370448-0.00293119j 0.00303311-0.00429291j -0.00250681-0.00253266j 0.000743066-0.00122675j -0.000709811-0.00207737j 0.00393836+0.000559249j 0.00354714+0.00356369j -0.00328003-0.00361815j -0.00605095+0.00606834j 0.00278073-0.00090142j 7.66004e-05-0.00109382j -0.000551006+0.00365022j -0.00819585-0.00282065j 0.000220345-0.0005791j -0.000439441+0.00767079j -0.000577908+0.000491678j -0.00425324-0.00456055j -0.00346136-0.0031263j 0.00252239+0.00149837j -0.0061273+0.00151182j 0.00178427+0.00221194j 0.00402908+0.000642443j 0.000414232+0.00466531j -0.0067319+0.00207912j -0.00456265+0.00456089j 0.0047535-0.00858754j 0.0029077+0.00103768j -0.00538638-0.00408912j 0.00565463+0.0101905j -0.00137507+0.0106182j -0.00561086-0.00744605j 0.00122256-0.00795938j -0.0041466-0.00545157j 0.00484037-0.00044474j -0.00777383-0.00908852j -0.00791263+0.00651205j 0.00127154-0.00677126j -0.00814146-0.00145211j 0.00234757-0.00364677j -0.00894077+0.00160525j -0.00704692-0.0033642j 0.00387401+0.00123j 0.00130641+0.00124638j -0.00399111+0.00149433j -0.000182816-0.000377153j 0.00159814-0.000812326j -0.0100876-0.00879978j 0.00259776+0.00191567j -0.00143122-0.00699656j 
