0.030784-0.0110574j 0.00499735-0.0509968j -0.0386952-0.123089j 0.0656544-0.0831962j 0.0490336+0.0186822j -0.126502+0.0493506j -0.00818691-0.0555403j 0.0696362-0.00429701j 0.0558995-0.0433698j 0.00628953-0.0774021j -0.00749324+0.00234519j -0.086208-0.114276j 0.0907067-0.00287397j 0.030053+0.102062j -0.121462-0.037547j -0.100574+0.0434907j -0.0287405+0.0306809j 0.0902038+0.016794j -0.0395124-0.0587749j 0.0330066-0.128811j -0.00660958+0.0392997j -0.0376948+0.1037j 0.276121-0.0346145j -0.10838+0.0928746j -0.209861-0.144783j 0.0589858-0.170628j -0.0958296+0.0498015j 0.0347689+0.0909172j 0.00755453+0.119258j -0.06386-0.0392085j -0.154473+0.148789j 0.0247065+0.0813705j -0.0473339-0.118995j 0.0234143+0.0699552j -0.0271639+0.077045j 0.189299+0.0400958j -0.114434-0.217645j 0.188817-0.00259733j -0.0410528+0.0857326j 0.0713717+0.0168816j -0.03768+0.0265686j 0.0232583-0.0161625j 0.0353812+0.0054402j 0.0293322-0.0537399j -0.00976231-0.0497665j 0.0452221-0.00930286j 0.0104489+0.02428j 0.00838482-0.046172j 0.00439014-0.00184883j -0.0295632-0.00296502j 0.0019109+0.0221843j -0.04862+0.0220085j 0.0485405-0.0101344j 0.0314827-0.0092039j 0.0304449-0.0166787j -0.0109442+0.050858j 0.0240017-0.0160435j -0.0513953-0.0340069j -0.015511-0.00499548j -0.00483051+0.0215276j -0.0177383-0.00554045j -0.00169883-0.0141596j -0.038479+0.00405359j -0.0529763-0.00354019j -2.98872e-05+0.00734323j 0.0382975+0.0542761j 0.0130719-0.0417903j -0.00604436+0.0132422j -0.00756572-0.035321j 0.0800509-0.00609515j -0.0130644-0.0157727j 0.0108575+0.0346001j -0.0248813-0.045204j 0.0165029-0.0551839j 0.0110461+0.0283166j -0.0306124+0.0332722j -0.00418901-0.00144775j 0.0126627-0.000375616j 0.0467286+0.0106511j -0.0173833-0.0326896j -0.0218386-0.0143621j -0.0105395-0.00229208j -0.0299686+0.0110782j 0.033771-0.0619429j -0.010682+0.0341212j 0.00714864+0.0194708j -0.000877904+0.0309512j -0.00835519+0.032197j 0.0508595-0.112404j -0.123944-0.0328164j -0.0226257+0.03443j 0.00246689-0.0333625j 
-0.00466898-0.00403177j -0.0027296-0.00154076j -0.00707749-0.00470459j -0.00281399-0.000554774j 0.00485905-0.00156554j -0.00234835+5.02833e-05j -0.0022658-0.00105081j -0.00338456-0.00247678j 0.00213742-0.000468356j 0.00322177+0.0103161j -0.00623989+0.0039697j -0.00450497-0.000485882j 0.00112786+0.00231553j -0.00762591+0.00555482j 0.000142733+0.00642427j -0.00350737-0.00187278j 0.00755716-0.00728249j 0.00286709+0.00256051j 0.00141737-0.00264919j -0.00375826-0.0158193j 0.00349357+0.00572138j -0.0119813-0.0143521j -0.00608466-0.00398042j -0.00238906+0.00791777j 0.00343047+0.00671446j -0.00549286-0.0232823j 0.00639908+0.00298775j -0.0115213-0.00732066j -0.0162512-0.00228297j 0.00761568-0.00729715j -0.00285559+0.0023619j 0.0074155-0.00142425j 0.00364895-0.0136893j 0.00251791+0.00777414j -0.00664394-0.00927716j -0.00698277+0.000488351j -0.00184141-0.00227544j 0.00291349+0.00415628j -0.00287055-0.00323138j 0.00406327-0.00435402j 0.00487275-0.00485044j 0.00691918-0.00171465j -0.000469868+0.00534344j 0.00740507+0.00783117j -0.010027+0.00180019j 0.00107481+0.00070578j -0.00372587-0.012795j 0.00627116-0.00952467j 0.00429978+0.00333278j -0.00207869-0.00410354j -0.00380709+0.00453586j 0.0100387+0.0112416j -0.00481759-0.00893379j 0.00790516+0.00253751j 0.000897212+0.024787j -0.0305305+0.00556056j 0.00174751-0.00785413j 0.000445239-0.00205682j 0.00705252+0.0163311j 0.00347075+0.0204045j -0.00830689+0.00120834j -0.0186182+0.00503074j 0.00027666+0.0207095j 0.0253179+0.029376j 0.00204565-0.00326484j -0.0273725+0.0406041j 0.00963192-0.00737388j 0.0130184+0.00616891j -0.0071937-0.0250096j -0.0137179-0.00853597j -0.0201194-0.00097338j -0.0201857+0.0159695j 0.024385-0.0117002j 0.000512743-0.00546452j 0.0104191-0.0111115j -0.009379+0.0122473j 0.0252968+0.00695582j 0.00209158-0.0116009j -0.0174576-0.00146372j 0.00468958-0.0018237j 0.0019217+0.00307932j 0.00164355-0.0117679j -0.00706031+0.00693283j -0.00456279-0.00550884j -0.00738929+0.00664453j -0.00144307+0.00190499j -0.00495769-0.00201352j 0.00497059+0.00276226j 0.00305167+0.00040028j -0.00135781+0.00625375j 0.00484844+0.00505893j -0.00291848+0.00246654j 
-0.00321343+0.0010888j -0.000404356+0.000172549j -0.00394213-0.00464753j -0.00760887-0.000878256j 0.00612315-0.000912934j 0.00568654-0.000838911j 0.00494954+0.0086751j -0.00569285+0.00209357j 0.0137798+0.00808883j -0.0211537-0.00906107j -0.0134988+0.00876813j -0.00711339+0.0102028j -0.00619326+0.00701738j -0.00208+0.00639082j 0.00254398-0.00490289j -0.00691922-0.0112018j -0.00453473-0.00552682j 0.000712118-0.00292552j -0.00659982-0.00516742j 0.0124454-0.0169352j -0.0147098+0.00402371j 0.0113637-0.0106936j 0.00128592+0.011519j -0.00845967-0.0124772j 0.00756633+0.0194815j -0.00732114-0.00589256j 0.0063834+0.0100035j -0.00339415-0.00933898j 0.00948256+0.00108875j 0.00843995+0.0119456j 0.00932827-0.000309469j -0.00149546-0.0100488j 0.0136374-0.0125722j -0.00331154-0.0058072j -0.016423-0.00718906j -0.00699407+0.0052341j -0.00678115+0.0050877j 0.00661502-0.00374681j -0.0022715-0.00371356j 0.00204455+0.00130336j 0.000775758-0.00543409j 0.0105395+0.00379663j -0.00208328-0.00163805j -0.00164713-0.000742669j -0.0068395+3.39368e-05j -0.00452957-0.001669j -0.00485801-0.0077569j -0.00653993+0.00122012j -0.0142576+0.00923258j 0.00950775+0.0131848j 0.0059769-0.00198039j 0.0060753-0.000810384j 0.0219596+0.00602946j -0.0144496+0.00634498j 0.00359945-0.00816994j -0.00353186+0.00898272j -0.00358172+0.0199332j -0.00548645+0.0109812j -0.0183547-0.00509594j -0.0210143-0.00333052j -0.0040678-0.00968278j -0.0121455+0.0262771j -0.0135156+0.00211063j 0.0152371-0.00668677j 0.0120762-0.0184545j -0.00228379-0.0108058j -0.0109828-0.0112433j -0.00699797-0.0152044j 0.0490304+0.0136018j 0.008614+0.00781129j 0.0202319+0.00795164j -0.00684369-0.0297675j 0.0195624+0.0180479j -0.0123193+0.00114248j -0.0118417-0.0153866j 0.012211+0.0168887j -0.00622779+0.00540538j 0.00533104-0.00438261j -0.0100757-0.00212719j -0.008604+0.000980124j -0.00458185+0.00304647j 0.00884262+0.00631425j -0.0059365-0.00323325j 0.00381481-0.00902848j -0.00643083-0.000149708j 0.0113927-0.00544236j -0.00579138+0.00753522j -0.00395151+0.000898545j 0.00353953+0.00187735j -0.00177374-0.00049455j 0.00373727+0.00152112j 0.00190832+0.00333069j 
0.00142526+0.000297787j 0.00431712+0.000611854j -0.00116116-0.00366226j -0.000716859+3.35386e-05j 0.00206139-0.000255736j 0.00187294-0.000578849j -0.00371267-0.00428554j -0.00918648-0.00634987j 0.00447444+0.00920027j 0.00394699+0.000476545j -0.000387297+0.000909525j -0.00646386-0.0045333j 0.00148384-0.00200306j 0.00701489+0.00682839j 0.000835109-0.0065472j -0.00411953-0.00252032j 0.00236605+0.00201988j 0.00495792+0.0257674j 0.00862639+0.000348632j 0.00250883+0.00484016j -0.0105294+0.0102043j -0.00910124+0.00238628j 0.00160294+0.00521084j 0.0235468-0.0125073j -0.0228633-0.00164778j -0.015845+0.00922974j 0.020141+0.0019761j 0.000833755+0.00660404j 0.00727559+0.0124142j -0.000168505+0.0110785j 0.0117685+0.00204128j -0.0123291-0.00594916j -0.00220337-0.00345512j 0.000397489-8.49305e-05j -0.0152385-0.00623465j -0.000938983-0.00315712j -0.00305294-0.00278285j 0.00376961+0.00058413j -0.00135809-0.00153546j 0.000666051+0.00645331j 0.00230401+0.00516419j 0.00352553-0.00535717j -0.0110795+7.41984e-05j -0.00178917-0.00307083j -0.000865984+0.00175407j -0.00875097+0.00455947j -0.00233183-0.00609467j -0.00342542-0.00812072j 0.0139335-0.00868082j 0.00307004-0.0101611j 0.0044968+0.00253364j -0.00335373+0.00845223j -0.0156031+0.00556885j 0.00675612+0.00605307j -0.00955162+0.00998349j -0.0151484-0.0134576j 0.0153084-0.0344356j 0.0150883+0.00826792j 0.00187614-0.00707156j 0.0136118+0.0113817j -0.00371754+0.00237513j 0.0149817-0.0187457j 0.00955599-0.00220629j -0.0104437+0.0204262j -0.0024033-0.00547881j 0.000142504+0.00475732j 0.00253822-0.00288885j 0.0062108-0.0074343j -0.0111993+0.00391495j 0.00360785-0.0267235j 0.00452266-0.000858926j -0.0201737+0.015372j -0.0146135-0.00242264j 0.0112519-0.0020953j 0.000328994+0.0243424j 0.00979657-0.0281092j 0.0065231+0.00106837j -0.0235764+0.000315207j 0.0136733+0.00312084j -0.0015737-0.000869696j 0.00558051-0.00381265j 0.0021486-0.000579457j 0.0109181+0.00145469j -0.0087393+0.00771609j 0.00952876-0.000273496j -0.0102682+0.00410876j -2.73272e-05+0.000605193j 0.000126679+0.00513192j -0.000473076+0.000502459j -0.00870581+0.00528773j 0.00430842+0.00240998j -0.00117345+0.00137374j 
-0.000509752+0.00241129j 0.00268584-0.00389548j 0.00370864+0.00073832j -0.000277916+0.00174641j -0.00126162+0.00192139j 0.0109323+0.000429271j 0.000948357+0.00748408j -0.00115064+0.0094986j -0.000342753-0.00501506j -0.0112857-0.0103209j 0.00396361-0.00514115j 0.00880172+0.00278219j -0.000557002-0.00231184j 0.00728156-0.00648391j 0.00471426-0.00509873j -0.0033855+0.000404332j 0.00544999-0.00934007j -0.00655726-0.0299378j 0.00748495+0.0159434j 0.0060043-0.00653351j -0.00867991-0.00310594j 0.00289757+0.00194456j 0.0213144+0.00795743j -0.00778332-0.00109692j -0.000154757+0.00599094j 0.0029923+0.0148832j 0.00859112-0.0212122j 0.00315968-0.00590636j 0.0125201-0.00139956j 0.00318006+0.00266189j -0.00191875-0.0130757j -0.00911692-0.00129183j 0.000664265+0.00188373j -0.00561266-0.00429971j 0.0029373+0.0122617j 0.00262188-0.000443405j 0.000287048+0.0047685j -0.00330271-0.00606363j -0.00404719+0.00436558j 0.00189994-0.00184324j -3.37621e-07+0.00269211j 0.00167015+0.00397453j 0.00140584-0.00594808j 0.00552327-0.000307193j 0.00129459+0.000850665j -0.000315818+0.00144307j 0.00506856+0.000528439j 8.47156e-05-0.00647966j 0.017792-0.00835149j -0.000294912+0.00233174j 0.00364768+0.000397018j -0.00179115+0.00494232j -0.0138951-0.00502234j 4.66373e-05-0.0003332j 0.00194626+0.0107402j -0.0105693-0.0084648j 0.00825216+0.0130943j -0.00760938-0.00302822j 0.0178836+0.0267212j 0.00716253+0.0129672j 0.00656426+0.0180752j 0.00866987-0.00782175j 0.0123457+0.0134971j -0.00317185+0.0256288j 0.00192744+0.00293688j -0.0174756+0.0277768j 0.0184484+0.00714774j 0.0165492+0.00737562j -0.0241008-0.00500369j -0.00654306-0.0156644j -0.0171458-0.00145097j -0.0149378+0.0171626j 0.00362249+0.00326727j 0.0198738-0.0107589j -0.00822951+0.000344432j -0.0132259+0.016388j -0.000517571-0.00338114j 0.0130387+0.00781884j -0.00461462-0.00617571j 0.0117399-0.00545923j 0.00564765-0.00687244j 0.00117329-0.00693982j 0.00521641+0.00490963j -0.00412252+0.00122499j 0.0100341+0.00116968j -0.00577178+0.00320827j 0.00326194-0.00319757j -0.00202515+0.00127748j 0.00113707+0.00381859j -0.00135135+0.00422221j -0.00221013+0.00295562j -0.00173013+0.00109694j 
-0.00017956+0.00360228j 0.00147144+0.00227917j -0.0020213-0.00236386j 0.00573983+0.00441867j 0.00600322-0.00183965j 0.0153027-0.00082304j -0.00399289+0.0127905j 0.0037323+0.00761571j 0.00724933-0.0106846j 0.00566255-0.00309819j -0.000891207+0.000189355j -0.00194142-0.0054423j -0.0100691-0.00320783j 0.0048827-0.00652346j 0.0117582-0.00920016j -0.00531457+0.00939289j 0.00132251-0.0178685j -0.00957373+0.00502246j 0.0111309-0.00634068j -0.00524585-0.0130509j 0.00749432+0.00297169j -0.0171391+0.00347144j -0.0123556-0.00939067j 0.0105265+0.0171326j 0.00729206-0.00899359j -0.0110474-0.0117682j 0.00659117-0.00651651j -0.00568824+0.00141556j -0.0184799+0.00276608j 0.00226202-0.00412893j 0.00548389+0.00195634j 0.00478177+0.000438422j 0.00381222+0.00107479j 0.00280767+0.00145568j -0.00700395+0.000302739j 0.00604418+0.00320464j 0.00581376+0.00841453j -0.00695298-0.00388753j -0.00112328+0.00588234j 0.00224552+0.00195227j 0.00218196+0.0095847j 0.000993336+0.0044944j 0.000238178-0.00354163j -0.00449974-0.0038185j 0.00633268-5.66649e-05j -0.00706705+0.00388648j 0.00430624+0.00136073j -0.00358918-0.00154906j 0.0100632-0.00457991j 0.00104596+0.00224324j 0.00504162-0.00515018j -0.00431399+4.40593e-05j -0.00355187+0.00279762j -0.0168997+0.0070179j 0.00545562-0.00754361j 0.00848997-0.011152j 0.00741277+0.0171612j -0.00369126+0.00958946j -0.00267211+0.00887421j -0.010596+0.000465239j 0.00627286+0.00994764j 0.0230981-0.00922115j -0.00516918-0.00140446j -0.0171936+0.0129409j -0.00126588+0.0067599j -0.00985515-0.0216643j 0.00549242+0.00709554j -0.00252499-0.000937934j 0.00876204+0.00965837j 0.00501941-0.025946j 0.00995364+0.0060273j -0.00552424+0.00124347j -0.00623485+0.0206044j 0.0109635-0.015685j -0.0180336+0.0123084j 0.00559466+0.00785807j -0.0134442+0.000274207j -4.74722e-05+0.00284675j 0.0059984-0.0087661j 0.00408609-0.00418709j -0.00169851-0.00819107j -0.0013212+0.00281776j 0.0110821+0.00298983j -0.00364721+0.00296703j 0.0114775-0.0052736j -0.00462126-0.00160891j 0.00175657+0.00213777j -0.00442747+0.00408576j -0.0012747+0.00172513j -0.00525976-0.00272651j -4.55014e-05+0.000149173j 0.00397773-0.000271379j 
-0.00189584+0.00286953j -0.00251812-0.00224995j -0.00135496-0.00491069j 0.00195599+0.00494891j 0.00316418-0.00258062j 0.0106188+0.00209824j -0.00468954+0.0104105j -0.00232032+0.00983116j -0.00745476+0.00706434j 0.011223-0.00294475j -0.0034293-0.00672611j 0.00469453-0.0116924j 0.00863795+0.00447399j 0.00350439+0.00315438j 0.00804516+0.00983731j 0.00902448+0.0112437j 0.000760434-0.00614825j 0.0231944-0.0121522j 0.0099241+0.00793306j -0.00708091-0.00882484j 0.00616037-0.00418886j -0.0157054+0.0054855j 0.000310616+0.0272686j 0.0145518+0.00124573j -0.00547099+0.0103598j -0.0103654-0.00600862j 0.0139767-0.00691839j -0.00235444-0.000499207j 0.00317954+0.0109829j 0.00200297-0.00897083j -0.00560739-0.00409448j 0.00425964-0.00576244j -0.0017713-0.00828186j 0.000693094+0.00203544j -0.00487223+0.00493987j 0.000463276+0.00145073j 0.00181159+0.00165475j -0.00898935-0.00229486j -0.00104195-0.000373237j 0.00495735-0.00266735j 0.00346871+0.00357362j 0.000278869+0.00547487j 0.00676233-0.00105291j 0.00568243-0.00215266j 0.00296421-0.00526137j 7.19983e-05-0.0030938j 0.00216774+0.00279969j -0.00309502+0.0028134j 0.00534459+0.0054575j 0.0091885-0.00161857j -0.00240267+0.00203163j -0.00221527+0.00934225j 0.00335278+0.00713681j 0.00707637-0.00551256j -0.0108003-0.000681365j 0.00671773-0.00411527j -0.00941592-0.00106031j -0.000389739+0.00138692j -0.00967498-0.00987692j 0.0118061-0.00504464j -0.0180881-0.0111931j -0.00300461+0.0120562j -0.00526786+0.00140975j 0.0173067-0.0232764j 0.0230122-2.68762e-05j 0.0229617+0.0212277j -0.00724971-0.00234444j 0.000243754-0.000485183j 0.00852166+0.0227276j -0.0115614+0.0284326j 0.00477494+0.000781808j 0.00897013-0.0146426j 0.00682518-0.0116099j -0.0123453+0.0145349j -0.00925695+0.000319232j 0.00139636-0.00281259j -0.016846-0.00631539j 0.000120493+0.0132755j -0.00537674+0.0036051j 0.000492378+0.000700509j 0.00285911-0.00592383j 0.00326766+0.00306111j -0.00432778-0.00402794j -0.00973978-0.00686245j -0.000214753-0.00283089j 0.0032869+0.00303954j -0.00160865+0.00519967j -0.00415689-0.00429316j 0.00296271+0.00216077j 0.00228152+0.00105358j -0.000834083+0.00366591j -2.48676e-05-0.00105581j 
0.00141585+0.000402454j -0.00304065-0.00359335j 0.00510002+0.00326855j -0.000578221-0.00187914j -0.00516702+0.00472637j -0.00144136-0.00916197j -0.00044056-0.0136529j -0.00261819-0.00542612j 0.0034352+0.00858378j 0.0150036+0.000792648j 0.00270561+0.00378018j -0.0128451-0.00200401j 0.00392421-0.0152352j 0.00498128+0.00738486j 0.00670048+0.0046444j 0.0109871-0.00505887j 0.0222893+0.00468739j -0.00279072+0.0129328j 0.0239439-0.00385122j 0.00695396+0.0151165j -0.00388973+0.00878297j -0.022696+0.00267268j 0.000633339-0.0256403j 0.0139749-0.00531294j -0.0126076-0.0103246j -0.00311501+0.00763388j 0.0129858-0.00795904j 0.00812845+0.00967517j 0.00588369+0.00582628j -0.00457407+0.00561673j 0.00681676-0.0109431j -0.0178164+0.00613304j -0.00829252+0.00826428j 0.000521411+0.00207884j 0.00056686-0.00407316j 0.000394131-0.00494846j -0.000592677-0.00703291j 0.00235662-0.00028696j -0.000326138-0.00521316j -0.00524617-0.00267984j -0.0045326-0.00340095j 0.00288883-0.00265601j 0.00206884-0.00210699j 0.000479103+0.00321443j -0.00414036+0.00332246j 0.00115658-0.00476098j -0.0021106-0.0002423j 0.00123053+0.00777242j -0.00833959+0.010386j -0.000432189+0.00776037j 0.00313941-0.0025998j 0.00377864-0.005823j 0.0161859-0.00802813j -0.00814124+0.00324082j 0.00736906-0.00504898j 0.00500075+0.0135546j -0.00494826+0.0284381j -0.0102952-0.00550063j -0.00709195+0.0116084j -0.0250469+0.00244496j -0.00155245-0.000230096j -0.0102496+0.0250089j -0.0171065+0.00837467j 0.00698346-0.0105806j 0.0025121-0.00830852j -0.0131324-0.00781791j -0.00272931+0.00102443j -0.0109446-0.00175569j 0.030375-0.00366429j 0.000733699+0.00833995j 0.00399409+0.00520666j -0.00337347-0.0203398j 0.0244985+0.0105489j -0.00846447-0.00110338j -0.00775724-0.0173901j 0.00355224+0.0254715j -0.000470362+0.00999162j 0.0146196-0.00847659j -0.0136556-0.00328275j -0.0013449+0.00321747j -0.00578764+0.00477542j 0.00103889+0.00183297j -0.00590107-0.00142343j 0.00747661-0.00505045j -0.00786044+0.00136189j 0.0099312-0.00485035j -0.0029803+0.00201484j -0.0006828+0.00027412j 0.00350105+0.000463806j 0.00152377-0.00469915j 0.000413434-0.00126004j 0.00194589+0.00189924j 
0.00478703-0.000640219j -0.00282435-0.00257872j -0.0063134+0.00271188j 0.00688607+0.00255933j -6.31279e-05+0.00067483j -0.00282744-0.00123064j -0.00615758+0.00306402j 0.011389+0.00334497j 0.0140866+0.00466173j 0.0101186-0.00999861j 0.000819545+0.0155401j -0.000518235-0.000480139j 0.0135407+0.00592277j 0.00219295-0.00941094j -0.000374135-0.003061j 0.00301495-0.00187683j -0.00419442+0.0131669j 0.00725204-0.00314759j -0.0193101-0.00166224j -0.0171772-0.000577364j 0.0191146+0.000176448j 0.0176513+0.000167527j 0.00574218+0.0101384j -0.00271718-0.00913692j -0.00517014-0.0212903j -0.00229392+0.0103488j -0.00713555+0.00117032j 0.00958383+0.00270902j -0.00619792-0.00741908j 0.00390363+0.00344419j 0.00237799+0.00320064j 0.0162437-0.00432577j -0.00172801+0.00126888j 0.010541-6.59219e-05j 0.00428621-0.00325413j 0.00483154-0.00566997j 0.00685245-0.00788188j 0.00475947+0.00256491j -0.00252146-0.0017116j -0.00469777-0.000392522j 0.00273069+0.0088529j 0.000542304-0.0032413j -0.000685149-0.00554607j 0.00160809+0.00372623j 0.00362545+0.00269321j -0.00482866+0.00907269j -0.00375536-0.00515171j -0.013991-0.0125077j 0.0187493+0.00468401j 0.00605421-0.0030934j 3.89724e-05+0.00192288j 0.00287076+0.0113193j 0.00363041+0.00854353j -0.0126608+0.0118446j 0.0117756-0.000430814j -0.00873239+0.0068832j 0.0155266+0.0189082j 0.0174007+0.0207251j -0.00708272+0.00496969j -0.0120007+0.0170459j -0.00718818-0.0136259j 0.00918979+0.0054394j -0.00331384-0.00357945j 0.0174238+0.0331949j 0.00809497+0.000478957j -0.0264336+0.00732994j -0.00510035-0.00326697j 0.0032728-0.00544233j 0.0134286-0.00415278j -0.00436532-0.0177025j 0.014813+0.0122777j -0.0259577-0.00344392j 0.0198112+0.0113806j 0.00241451-0.0149157j -0.00396886+0.00682362j 0.0129068+0.0238501j -0.00304264+0.0129839j -0.00118241-0.000534057j -0.00858467-0.00864537j -0.0078-0.00526917j -0.00242696-0.0113506j 0.00493426+0.00505963j 0.0119782+0.00278791j -0.0118479-0.00562578j 0.00442379-0.00184585j -0.000568938+0.000672511j -0.00106561+0.0043217j -0.000137791+0.00841128j 0.00134808+0.00280644j -0.0111818-0.00138207j 0.00832371+0.00210125j -0.001409+0.0035517j 
-0.000868822+0.0003119j 0.00224573+0.00602492j 0.00184482-0.0054486j 0.000969073-0.00212261j 0.00171141+0.000920425j 0.000717592+0.00594995j 0.00125099-0.00157218j -0.00456076-0.00390334j -0.0115165+0.0100941j 0.00668777+0.00473586j -0.00773602-0.00390533j 0.00152683-0.0115809j 0.0169639+0.000839401j -0.00580001+0.0140208j 0.00417466+0.0169307j 0.0172603-0.0029895j 0.00677383+0.0150148j 0.0153378-0.00773519j 0.00252856+0.0135703j 0.00356274+0.00837738j -0.00232812-0.00357936j -0.00450017-0.00176813j 0.00484903+0.00526418j 0.000493108-0.00663387j 0.00116684+0.0165065j 0.00821207-0.00821651j 0.00553305+0.00616051j -0.00340666-0.00330688j 0.00315192+0.00281558j -0.0052607-0.00690556j -0.00929465+0.00388225j -0.000641794-0.00603165j -0.000196598-0.00377651j -0.000437863+0.00133311j -0.00445204+8.88499e-05j -0.00349994+0.0030685j 0.00042576+0.00258173j -0.006482-0.000321163j 0.00522121+0.000935059j 0.0013322+0.00522964j -0.00213126-0.00126501j -0.00209893-0.00121442j -0.00213566+0.00556734j -0.00921585-0.00623227j -0.00134867+0.00207688j -0.000442486-8.16038e-05j 0.00415386+0.001008j 0.0118947+0.00711995j -0.0106389-0.012543j -0.0119012+0.0120001j 0.00864117-0.00774212j -0.00486218-0.0178944j -0.00256437-0.00952918j -0.0149848+0.00561437j 0.0109334-0.0116554j 0.0100188-0.00896403j 0.0127862+0.00944216j -0.0191385-0.00789404j 0.0135816+0.0140459j -0.0171955-0.00382888j 0.0253375+0.0238164j 0.0130464-0.0213245j -0.00213177-0.00141904j -0.0399555+0.0123091j -0.0221224+0.0147318j -0.0193871-0.0401786j 0.0123644+0.00708121j -0.00344008+0.00527465j -0.000292637-0.0145127j 0.0165374-0.0326123j 2.49535e-05-0.00176828j 0.0030749+0.0138968j -0.0146024+0.0271753j 0.0108193-0.0234791j -0.00807365-0.00296515j 2.61025e-05+0.00487734j 0.00232219+0.000481723j 0.0037899-0.0110238j 0.0128769-0.00576009j 0.00715667-0.000933005j -0.00192461+0.00565274j -0.0073217-0.00388317j 0.0026581+0.00261921j 0.0177648+0.00949543j 0.00470315-0.00148362j -0.00389567-0.00368139j 0.00339464-0.00488825j 0.000219172+0.00314721j -0.00269332-0.00131757j 0.00121541-0.00391382j -0.00319618-0.00404066j 0.00482706-0.00308346j 
0.003643+0.000579674j -7.93585e-05-0.00498256j -0.00553369+0.00281857j -0.000543909-0.00090962j 0.000200773-0.000218123j 0.0126385-0.000846356j 0.0003996+0.00619996j 0.00923773+0.000762369j 0.0125321-0.00119043j 0.00548728-0.011776j -0.00167258+0.0110894j -0.00926275-0.00446302j 0.0105633-0.00517749j -0.00357427-0.00310939j 0.0101405+0.00469843j 0.0131103-0.00468243j 0.0235132+0.0122535j -0.000564774-0.00849734j 0.00711167+0.00652965j -0.00391324+0.00384919j 0.00899915+0.00702312j -0.0072079-0.00676591j 0.0078498-0.0223453j -0.00731109+0.00274713j 0.00393677-0.00748793j 0.00370191-0.00265618j -0.000326172-0.00501215j 0.00259566-0.00234267j -0.00696174+0.00222636j 0.00551491-1.30422e-05j -0.000140889-0.00645775j 0.0013215-0.00649799j -0.00670119+0.00276117j 0.00187296-0.00547621j -0.00232073+0.00325344j 0.0057843-0.00462925j 0.00341136-0.00548978j -0.000876985-0.00615245j -0.000518973-0.000920534j -0.00177906-0.00102525j -0.00197095-0.000727146j -0.00575835-0.000694408j 0.00574128-0.00173157j 0.00176971-0.00284721j -0.00463728-0.00306003j -0.00348137+0.00475074j 0.00172608+0.00231813j -0.00500917-0.00305813j 0.00359321-0.00214753j -0.00927014+0.00744003j 0.0104239+0.00560461j 7.6619e-05+9.70883e-05j 0.00053366+0.00866923j 0.00953856-0.0136621j -0.0121794+0.020494j -0.0132868+0.00211865j 0.0003645-0.0126953j 0.0121618-0.00722289j -0.00498226-0.00210057j 0.0125405-0.00572104j -0.02279+0.00475247j -0.00284288-0.0072879j 0.00323605-0.0145142j -0.000346225+0.0111127j 0.010314+0.00808002j 0.00961948+0.0128515j -0.00896733+0.00417387j 0.0125461+0.0146978j -0.00309978-0.00656951j 0.00113649+0.0237579j -9.33154e-05-0.0121682j 0.00203359-9.39564e-06j -0.00459696-0.0117304j -0.00151571+0.00830537j 0.00697885-0.0049988j -0.00562348-0.00775857j -0.00602972+0.00182562j 0.00285029+0.000738687j 0.000907829+0.00562683j 0.000250551-0.00531951j 0.00111942-0.00280602j 0.00446228-0.000220947j 0.00257967-0.00368213j -0.00579899+0.00106447j 0.00202577+0.00344211j -0.000108464+0.00515806j 0.00148124-0.00155822j 5.51937e-05-0.00178402j 0.00248175+0.00446771j -0.000969288+0.00564563j -0.0018326+0.00167309j -0.00511833-0.0014542j 
