-0.118359-0.0305307j 0.0685561-0.000656824j 0.0787199+0.105557j 0.0156463+0.0578584j -0.0279574-0.0392193j 0.00675265-0.0509445j 0.0346476-0.0186877j 0.0079787-0.100989j 0.00518714-0.00548809j 0.00618601-0.0153306j -0.0531719+0.00610585j 0.102664-0.0330658j 0.0156912-0.0251258j -0.0086994-0.00194698j 0.0197545-0.0180657j -0.0364481+0.0293626j 0.0390745+0.0366842j 0.0413991+0.00268444j -0.0129875+0.0513018j -0.0402109+0.077978j 0.0193807-0.0124961j -0.0409887-0.0373068j 0.0857262-0.0145578j -0.0215682+0.0365327j 0.106741-0.112825j 0.0245732+0.00803912j 0.0072747-0.0689356j -0.0446482-0.00595366j 0.0519116-0.00221447j 0.19887-0.081206j 0.0252556+0.175167j -0.0751705-0.00490881j 0.109118-0.097571j 0.0361961+0.0417109j 0.0606264+0.0816259j -0.0367408-0.0204894j 0.0728995-0.0428286j -0.102835-0.0509641j 0.0438749-0.0152649j -0.0508279-0.161101j -0.075541-0.236445j -0.200187-0.0545267j -0.0318094-0.00581544j 0.0547676+0.00320513j 0.0125+0.00316869j 0.0291475-0.0211907j -0.0547112+0.0493459j -0.0041948+0.00276947j -0.0389853+0.024138j -0.00912473+0.0224378j 0.0326127-0.0132879j -0.0288336+0.00970463j 0.0208928-0.0301485j -0.0549952+0.00151077j 0.0125955-0.00528173j -0.0255449+0.0296636j 0.016829-0.00834282j -0.00645857-0.00580529j -0.00928148-0.00222121j 0.0339957-0.0177983j 0.0413234+0.0196562j 0.0311861-0.00101903j -0.046047+0.00606255j -0.0317533+0.0184261j 0.00373122-0.0145833j -0.00765766+0.00589068j 0.0164443+0.00512075j -0.0176986-0.000126209j 0.0167019+0.0221822j 0.0460333-0.0116661j 0.0310966+0.0320617j 0.0458717+0.0265472j -0.027938+0.0177025j -0.0286792-0.0773171j 0.0111623+0.0222413j -0.047751-0.0515756j -0.000576726+0.0229845j 0.0646693-0.0320122j -0.0337806-0.0229872j 0.0513492+0.0237268j -0.104087+0.041087j -0.0558475+0.099014j 0.0907409+0.0735321j 0.0507161-0.120034j 0.0155618-0.0734049j -0.03923+0.0409855j -0.0632049+0.0625771j 0.0685499-0.0477801j -0.0802492-0.0369362j 0.126905-0.12397j -0.218638-0.149445j 0.0818577+0.197445j 
0.0016094-0.000557297j -0.00817441+0.00297352j 0.000585095-0.00656319j 0.00617883-0.00461054j 0.00654197-0.00041807j 0.0127707-0.00633179j 0.000693166-0.00376516j -0.00898098-0.00319809j 0.00631814-0.002691j 0.00286792-0.0062495j 0.00895297+0.000663533j 0.00433287-0.000188277j 0.00352466+0.0010252j 0.00532867+0.000942079j -0.00414977-0.00345492j 0.00111632-0.00205019j -0.00565385-0.0014146j 0.000836081-0.00612268j 0.00501775-0.0117385j 0.00745854+0.00179458j -0.00276927-0.000380086j -0.00284332+0.00141297j -0.00992734-0.00217209j 0.00908693+0.00694473j 0.000229938+0.0143201j -0.00480036-0.0129428j -0.0149367-0.00329298j -0.00426243+0.0044227j 0.000750631+0.00788341j 0.00659107-0.00450851j -0.00853473-0.00146428j -0.000305025-7.75997e-06j 0.0141043-0.000867662j 0.017708-0.0191496j -0.0138134-0.000968886j 0.00954692-0.012128j 0.01049-0.00227672j 0.00595745+0.00635719j 0.0154937+0.00943656j -0.000466692+0.0157598j -0.00747156+0.0191204j 0.0126333+0.00646954j -0.00497197-0.00100908j 0.00727597-0.0026011j 0.0030522+0.000438993j -0.00395122-0.018992j -0.00380637+0.00379359j -0.00697915+0.00745759j 0.0155713+0.00840175j 0.0188773-0.00188919j 0.00108505-0.0139621j -0.0116184+0.00483527j 0.00344816-0.00498088j -0.00221906-0.00153568j -0.00458107-0.00374181j 0.0114221+0.00755719j 0.00320346-0.000581331j -0.00870809-0.0156131j -0.00870927+0.00489228j 0.022564+0.00161012j 0.00173558-0.0087824j 0.0142796+0.00670962j 0.0013523+0.00130722j -0.00701615-0.00452221j 0.00416669-0.0149936j -0.000468584-0.00175211j 0.0161848-0.00500793j 0.00486856-0.0144914j -0.0237727+0.0132641j -0.0105764-0.00665168j -0.0164672+0.016505j 0.01542+0.0102117j -0.0145873+0.00151571j -0.0135105+0.00506322j -0.0037167-0.00777542j 0.00568898+0.0197046j 0.0148254+0.0385711j -0.00360073-0.000243004j 0.00400669+0.000665561j 0.0057232-0.0058238j -0.0090551-0.0113269j -0.0034942-0.00897977j -0.00564829+0.00931529j -0.00199557+0.0147642j -0.00722283+0.00298716j -0.00299084+0.00306874j -0.000400235-0.00163232j 0.0106858-0.00684607j 0.00802551+0.0118571j -0.0059756-0.00351808j 0.00740097+0.00658203j 0.0151281+0.00157408j 
-0.00100837+0.0104399j -0.0136789+0.00938187j 0.00593756+0.00337377j 0.0186868-0.00368144j 0.0197586+0.00216015j -0.00784379+0.00610512j -0.00263717+0.00367228j -0.000293276+0.00265542j 0.000627398-0.00154195j 0.00851713-0.000954204j 4.78159e-05+0.00533474j 0.00468999+0.00191061j 0.00248233+0.00195398j -0.0024413-0.00586813j 0.00109123+0.00530013j 0.00238577+0.0069406j 0.00341554+0.000788401j -0.00556392+0.00812323j 0.00551493-0.000198067j -0.00277175+0.00679525j 0.00677138+0.00590087j -0.0122251+0.0017902j -0.00265383+0.00142021j 0.00266749+0.00493526j -0.00744669+0.0111931j 0.00688868-0.00842722j -0.00754857-0.00464641j 0.00388626-0.0141643j -0.00208233+0.00621953j 0.00425415-0.00944133j -0.000192245-0.00587776j 0.00940069-0.00436918j -0.00537584-0.00266755j 0.0150383-0.00173249j -0.0142824+0.00641366j 0.00179271-0.0106874j -0.00213029-0.0119748j 0.0104798+0.000445484j -0.00204977+0.00471976j -0.011407+0.00640925j 0.004007+0.00302322j 0.00541741-0.0108377j -0.00495473+0.0036611j -0.00945583-0.00276952j 0.00203754+0.00389312j -0.0117195+0.0194453j 0.00795979-0.00450742j -0.00277665-0.0070485j -0.0346011-0.00301554j 0.00563926+0.00683774j 0.00817502-0.000771541j 0.00430094-0.00449979j 0.00398974-0.000902886j -0.00722304+0.00342074j 0.0207399-0.00146629j 0.00636423-0.00584114j -0.0125798+0.000242313j 0.00505131+0.00850283j 0.0166376+0.00900546j -0.022803-0.00453971j 0.00460869-0.0187894j -0.00479852+0.00656204j 0.00745432-0.00681553j -0.00536612+0.00523565j -0.00464197+0.047038j 0.00765807+0.00900201j -0.0333953-0.00367987j -0.0386925-0.0113476j -0.00484299+0.0115284j 0.00338163+0.0312469j 0.0415984-0.0113766j -0.0103671-0.0201328j 0.0371553+0.0154206j 0.0242161+0.00491539j 0.00569694+0.00666847j -0.0409437-0.017641j -0.0175812-0.0147214j 0.00215048-0.00397642j -0.0138983-0.0202237j -0.00499789+0.0182252j -0.00173111+0.00210361j -0.0069339+0.000306934j 0.0149417+0.0172391j 0.0159179-0.00609812j 0.00437313-0.0218548j -0.00953151-0.00619015j 0.0129026-0.0178174j 0.0121973+0.0101592j -0.00758765+0.00381052j 0.00313148-0.00624586j 0.000791547+0.00136864j -0.00331723-0.000529754j 
0.00364944-0.00715846j 0.00560251+0.00700474j -0.00942482-0.0118482j -0.00390095+0.0075515j -0.00197311+0.00114442j 0.0109193+0.00792304j -0.0039205-0.00656991j 0.00253381+0.00509807j -0.00586675-0.00872987j -0.0138558-0.00776905j 0.00305287+0.0136229j 0.00328071-0.0048936j 0.00639945-0.000297465j -0.00175868-0.000586205j 0.00107465-0.00249102j 0.00327226+0.00816479j -0.00177914+0.000404152j -0.000804669+0.00410026j 0.000610949-0.000499408j 0.00560035+0.0108073j 0.00201601+0.00210066j -0.00226196+0.00315085j 0.00435831-0.00462029j 0.0040899-0.00327161j -0.000862244-0.00309966j -0.00437581-0.00466593j 0.00172313-0.00922796j -0.00216244+0.00293947j 0.00232164+0.00499885j 0.00461296-0.00049834j 0.00326955-0.0106456j -0.0034958+0.00274794j 0.00394973+0.0103377j 0.00348714+0.00118555j -0.0153128+0.00354332j -0.0154298-0.0109365j 0.00422041+0.00124862j 0.0125521+0.00477315j -0.00730181-0.0212964j 0.0237666-8.75674e-05j 0.0006381+0.00460871j 0.00644002+0.006927j 0.0111821-0.0266846j 0.0124576-0.0100649j -0.0188772+0.0116772j 0.018175+0.00706442j -0.00579699-0.0095945j 0.00541026-0.0116357j 0.00715012-0.0173973j -0.0362654-0.00530179j -0.00450826+0.0175383j 0.00356698-0.0218499j -0.0110622-0.00420669j 0.00721461+0.000961466j 0.00110917+0.00329166j -0.000257214-0.00549823j 0.0194463+0.00386542j 0.000898846+0.0253599j -0.0120072-0.00837994j -0.0122417+0.00481314j -0.00549051+0.0174926j -0.0262268-0.0246615j -0.00166137+0.0187048j 0.0199909+0.00462711j -0.00373921-0.0160666j -0.00432027+0.00272126j 0.0152058+0.0325312j 0.028991+0.0247152j 0.0286027-0.0408638j 0.0171399+0.00130089j 0.0159571+0.00650201j -0.0062952-0.00278491j -0.00706548+0.00169148j -0.0123691-0.00767482j -0.0192853-0.00967421j 0.0310028-0.0117283j 0.00953904-0.0153051j 0.00750282-0.0138933j 0.0195016-0.0107958j -0.00512802-0.0279317j 0.00736213+0.00901159j 0.00809418+0.0106427j 0.0149573-0.00298543j -0.00350275-0.000518703j -0.0178997+0.0127547j -0.00290519-0.0155813j -0.00544185+0.00988999j -0.0123838-0.00943376j 0.00532872+0.0194608j -0.0235456+0.00644046j 0.0156387-0.0107364j -0.0123727-0.00878956j 
-0.0102113-0.00422759j 0.0172357-0.0223749j 0.012388-0.00849517j -0.00481894+0.00346641j -0.0142946-0.000279538j 0.0197679+0.00149162j 0.01021-0.00797231j -0.0075813-0.00414254j -0.00259351+0.00671701j 0.00491734-0.00835918j -0.00535647-0.00522974j 0.00677307-0.000643752j 7.98169e-05-0.000958333j 0.00717517+0.00961387j -0.007772+0.00400511j 0.000688752-0.00665128j -0.00899019+0.00168905j 0.00499307-0.00685726j -0.00128142-0.00864849j -0.00273689-0.00122038j -0.00913189-0.0081301j 0.0068726+0.00273704j -0.0110802-0.00256977j 0.00792964+0.00393693j 0.0139299-0.00161649j 0.00282402-0.00316175j -0.000670131+0.0149778j -0.00211133+0.00860962j -0.00302884-0.00449486j -0.00252412+0.000338185j 0.00118331+0.00663594j -0.0160475+0.00257411j 0.00910097-0.0129039j -0.00469433-0.00774262j 0.00547186-0.0140842j -0.00105496+0.00338317j 0.0113622+0.000423079j -0.0115651+0.00877758j 0.0128841+0.00797964j -0.00453239-0.0020298j -0.0221309+0.00228022j 0.00777151+0.0200918j 0.00806034-0.00518856j -0.00267863-0.0113539j -0.00135843+0.00620464j 0.00151512+0.0105824j -0.00287307-0.00603605j 0.007264+0.00762021j -0.0068099+0.0112791j -0.0237967+0.00109945j 0.00298948+0.000556258j 0.0150011-0.0117241j -0.00616161-0.00340997j -0.00767459+0.00901359j 0.00758381-0.00167099j -0.00378325-0.0112104j -0.019411-0.00427193j 0.0115161+0.0032979j -0.00739757-0.00341882j -0.0138008-0.00356277j -0.00474983-0.00517607j -0.00834616-0.0112409j 0.00365812-0.00522105j 0.0039596+0.00193585j 0.000750825+0.0180163j 0.000679896+0.00330323j -0.0147429+0.00590145j 0.0069716+0.00477671j 0.00645964-0.00773083j 0.00637612+0.00854965j 0.0196347-0.0137361j -0.0096736-0.0174489j 0.00566775-0.00141259j 0.00864905+0.00343409j 0.00290086+0.0135865j -0.00234984-0.00783696j 0.0153834-0.0156463j -0.0101259+0.0143058j -0.00676622-0.0108785j 0.00362084-0.0142848j -0.0079572+0.000645814j 0.00937385+0.00443328j 0.0200502+0.00776941j 0.000608773-0.0138778j -0.00332746+0.00590334j 0.00747792-0.000115049j -0.0013297-0.0031977j -0.0108418-0.0110209j 0.00530664-0.00170496j -0.00188351-0.00862423j -0.00460998+0.0025937j 0.00135085-0.00542306j 
-0.0256584+0.0204908j 0.00184411-0.011603j -0.000203623-0.00891682j 0.00260278+0.00688917j -0.000749322-0.00616383j 0.0194402+0.000491614j 0.00157066-0.00354424j 0.00863261-0.00410792j -0.0147288-0.000993889j -0.0033038-0.0069767j 0.00405669+0.00864149j 0.0100091-0.00290191j 0.00493159-0.00284354j -0.00493548+0.00801063j -0.000990212-0.00861392j 0.00138719+0.0021433j -0.00671061-0.000240556j -0.00280449+0.00882871j -5.12603e-05+0.00548547j 0.00381189+0.0135296j -0.00240788+0.00334507j -0.00798004+0.00941282j -0.000876712-0.000453986j 0.00288704-0.0132342j 0.00720871-0.00160579j -0.00599926+0.000782526j -0.00491006-0.00531564j 0.00653735+0.0113221j 0.00236523+0.00307133j -0.00563939+0.00025298j -0.00759969+0.00544642j -0.00902431+0.00386928j 0.00342934+0.0051759j -0.0175932+0.00122955j 0.00822808-0.00334457j -0.0172767+0.00440433j 0.00320739+0.0127546j -0.0103969+0.017632j -0.00879289-0.00167672j 0.00652179-0.0099749j 0.00770593-0.00290367j 0.00287945-0.0171651j -0.000265439-0.0118191j -0.0186121+0.00560989j 0.00281878-0.00466246j 0.00909233-0.00146532j 0.00803313+0.0127874j 0.00275143+0.0113739j -0.0207686+0.0130465j -0.028304-0.00623991j 0.0206694+0.0134542j 0.0273899-0.00148142j -0.0161982-0.00255762j 0.00265376+0.00708966j 0.00472307+0.00501257j -0.00576395-0.0022566j -0.0309635-0.013943j 0.00255955-0.00302332j -0.0053114-0.0117455j -0.00500779-0.00824108j -0.0123155+0.0011295j -0.0116023+0.00687434j -0.00442394-0.0252394j -0.0171037+0.00562569j 0.0291155+0.0243885j 0.0117944-0.0387435j -0.0132811+0.0155089j -0.0043671-0.027719j 0.0076894+0.0120034j 0.0131534-0.000134497j -0.00663531-0.0228556j -0.0213401-0.0115391j -0.0224684-0.0288937j -0.014742-0.0256032j -0.00973868-0.0156864j -0.0290444+0.00323263j -0.00574077+0.0158165j -0.0184868+0.0114747j 0.00966879-0.00278344j 0.00360574-0.0219453j -0.0251325-0.00447571j -0.0214764-0.00332776j -0.0105104-0.00487854j 0.0249455-0.0286463j 0.00628134+0.0206071j -0.0160344-0.0177275j 0.00857269+0.0223762j -0.0201959-0.00700457j -0.000735464-0.00655024j -0.00265523-0.00353144j -0.0113427-0.00995852j 0.00294233+0.00889713j 
-0.00397249+0.0145272j -0.00915257+0.000238546j 0.000425414+0.00920661j 0.01049-0.00403051j 0.00297733-0.00262314j 0.00808362-0.00102j -0.00194755+0.00604499j 0.000463326-0.00564458j 0.00243488+0.00570683j 0.00152473-0.00271527j 0.00171048-0.00324452j 0.000425685+0.0125744j 0.00555984+0.0016342j -0.000415303+0.00838797j 0.0122396+0.00138471j -0.000234581-0.00508474j -0.00735044-0.0064919j -0.00460635+0.00726095j 0.000780087+0.00691681j -0.00307033-0.00838039j -0.00127452+0.00740655j 0.00489242-0.00566728j -0.00582148+8.37041e-05j 0.00541322-0.00211834j -0.000340294+0.0187632j -0.00193981+0.0015896j -0.0123266-0.00617435j -0.0111192+0.0274864j 0.00720267-0.00408563j -1.71166e-05+0.0055253j -0.0105327+0.00122557j 0.00274118+0.0100625j -0.00978016-0.0113825j -0.0230578+0.022803j -0.00331657-0.00558725j -0.0061266+0.0195576j -0.00376787+0.0140039j 0.00203204-0.015678j 0.0230426-0.0111764j 0.00825265+0.00500535j 0.00662291+0.0122731j 0.0115757+0.00549319j -0.00310376+0.00622868j -0.0049195-0.00107495j 0.00402252+0.000242536j -0.0128901+0.00318432j 0.00120259-0.00193411j -0.00809339-0.0091981j -0.0110625-0.00270392j 0.0177097-0.00377568j -0.00246856-0.00168666j -0.0138495+0.00723963j 0.0119113+0.00668162j 0.00151788-0.00350347j -0.00174511-0.00417266j 0.0012644+0.003295j 0.00672278+0.00488981j 0.00395103+0.00508847j 0.0223827+0.0029117j 0.00415637+0.00742159j 0.00385791+0.00257481j 0.00702739+0.002721j 0.0038275+0.00160253j -4.60713e-05+0.00243024j -0.0157932+0.00293609j 0.00355747+0.0153314j -0.00466106-0.0149272j -0.0188845+0.00471051j -0.0081428+0.00512075j 0.00975013+0.00666003j -0.00162184-0.00320733j -0.000469337+0.00144582j 0.0152656+0.0106327j 0.0072611+0.0129775j -0.0143594+0.0140247j -0.00313448+0.00320556j -0.0113045+0.00972657j -0.0140086-0.0126597j -0.00885556+0.00360926j 0.0063991+0.0173943j -0.00162022-0.000556223j 0.00479426-0.0102427j 0.0135053+0.00423384j -0.00452194+0.00472117j 0.00083342-0.015438j -0.00413107+0.0149098j 0.00440004-0.00527217j 0.00355581+0.000169718j -0.0117141-0.00476423j 0.0161025-0.00373716j 0.00340182-0.000693023j 0.00521001-0.00554336j 
0.00681831-0.0183121j 0.0170199-0.0214011j 0.00669207+0.0163559j -0.00166827-0.00795954j -0.000775418+0.00239289j -0.0123824-0.00725783j 0.00355441+0.00233804j -0.00563788-0.00735246j 0.0103546+0.00965595j -0.00682486+0.0032354j -0.00835444+0.000999843j 0.000800914+0.00694517j -0.00224306+0.000367506j 0.00858798+0.00055362j 0.010852+0.00721135j -0.000314714-0.00437003j 0.0027689+0.00457919j 0.00341602+0.00684573j 0.00142148+0.00135257j -0.00481992-0.0112859j 0.00514386+0.0100711j 0.00750604-0.00181353j -0.00124955+0.00314647j -0.00135053+0.00707609j -0.000245042-0.00077346j 0.00226409-0.0016147j -0.00429125+0.0118189j 0.000195333-0.000498221j 0.00561165-0.0122749j 0.0220744-0.00754456j -0.000215703-0.00309101j 0.0170503-6.17056e-05j 0.000230053-0.00140403j 0.00998922-0.00202824j 0.000724272+0.00235779j 0.0177046+0.00435067j -0.0114005+0.00222431j 0.00637001-0.0251399j -0.00210177+0.00771116j -0.00362211-0.00127045j 0.00278337+0.0291321j 0.0100522-0.008134j 0.0183375-0.00216573j 0.00300069+0.00350342j -0.00890464+0.000151846j -0.00227343-0.0092316j 0.00174102-0.00239847j 0.0102725+0.0186554j 0.034917+0.0157819j -0.0100291+0.0126376j -0.0159955-0.0131111j 0.0188221+0.000696436j 0.00240043-0.0143917j -0.01516-0.000197958j -0.0127094+0.0110197j -0.0173466-0.00368442j -0.021879-0.0169066j -0.00707781-0.0194994j -0.0352449+0.00558393j -0.0135413-0.00567263j 0.00487804-0.00523697j 0.0135479+0.0119038j 0.00128358-0.00819906j -0.00870999-0.0150396j -0.00595571-0.00979374j -0.0112523-0.00976394j 0.00357331+0.0119732j 0.0469381-0.00345038j -0.00103716-0.00701645j -0.0317818-0.0138477j -0.0160418-0.0252429j 0.00190463+0.00413292j -0.00645236-0.01384j -0.00505078-0.00558925j 0.0107981+0.0056661j -0.0187043-0.00367392j -0.00311632+0.0146901j -0.0193697+0.0177534j -0.0175381+0.0118588j 0.00300622+0.00247349j -0.0179353-0.00173071j -0.00379261+0.0162943j 0.00267575+0.00074294j -0.0120936-0.00465835j -0.00327841-0.000942807j 0.0182031+0.00663929j 0.00442638+0.00836674j 0.00995245-0.00704166j 0.0114427-0.00579753j 0.00877065+0.00370865j -0.00486089-0.00551038j -0.00392058+0.00214716j 
-0.0170213+0.0193349j 0.00206581-0.00970632j 0.000621284+0.00806495j 0.0111293+0.00696859j 0.00119571-0.00403971j 0.00479911+0.000545647j 0.00377385+0.0105323j 0.00176606+0.00131116j -0.011274+0.0066875j 0.00510449+0.00305976j -0.00561877+0.00278822j 0.00172583+0.00618152j 0.00162818+0.000385395j -0.000243219+0.00235849j 0.00263022+0.0101341j 0.00486196-0.00279473j -0.00444356+0.00138679j 0.000730408+0.00539406j -0.00137758+0.00295577j -0.00659391-0.00449856j -0.00297926-0.00419813j -0.00210089-0.00116268j 0.00183435+0.00152366j -0.00188852+0.00584209j 0.00165692+0.0094075j 0.00559132+0.00135633j -0.00454908+0.000395241j 0.0128954-0.00907408j -0.013039+0.00994962j 0.0106924-0.0073127j 0.00353013-0.0045628j 0.00779286+0.004431j -0.000508568-0.00389852j 0.0112945+0.000702493j -0.0062691-0.000729722j 0.00323385-0.00200171j 0.00537206-0.0174533j 0.0125413-0.00877688j 0.00431126+0.00402024j -0.0177015+0.0206773j -0.0046942-0.00972933j 0.00848388-0.00478158j -0.00561409-0.0183023j -0.00637629-0.00548701j -0.00626201+0.00131004j 0.0165049+0.0155193j 0.00321172+0.00738909j -0.0138922-0.00673887j -0.0346458+0.00274042j -0.0245786-0.00536442j 0.0315845+0.0228079j 0.00593398+0.00118582j -0.00832751+0.0148834j 0.0203311+0.00427692j 0.00698823-0.00115211j -0.000790049+0.000381833j -0.00486173+0.00156082j 5.77965e-05+0.0145194j 0.0199184-0.0174746j 0.00854428-0.00740408j -0.0165438+0.0293057j -0.0238836+0.00172787j -0.0114352-0.00856062j 0.0110436+0.0246026j 0.0233859+0.0106582j 0.0214413-0.0294909j -0.0291829+0.0166467j -0.0271743-0.0135179j 0.0346205+0.00646954j 0.0317786+0.00396321j -0.003237+0.0102988j -0.0118028-0.0058129j -0.00955657-0.027253j 0.00312049-0.0284841j -0.0285221+0.00452261j 0.0154955-3.63866e-05j 0.00281348+0.000909903j -0.0291479-0.00650094j 0.0286089+0.00496583j -0.00978217-0.0234495j 0.0103553-0.00579503j -0.00564642-0.000419942j -0.00359153+0.00343171j -0.00355252-0.00659526j -0.0174578+0.0163304j -0.0183152-0.0263786j 0.0094267+0.00224618j -0.00928244+0.00104736j 0.010969+0.012116j -0.0115801+0.00523718j -0.00583347-0.0022034j 0.00257635+0.00127603j 
0.00217952-0.00857763j 0.00781523-0.00721608j 0.000827247+0.00350648j -0.000756869-0.00327894j -0.00505461+0.00609597j -0.00349219+0.000933383j 0.00307154-0.0103428j -0.00449764-0.00135302j 0.00954099+0.000119927j -0.00166597-0.00398273j 0.00244641-0.00398439j 0.00393916-0.00187614j -0.000691698-0.00105497j -0.000720543-0.00406776j -0.00361696+0.00232635j -0.00675186+0.000416505j 0.00157639+0.00154128j 0.00229801-0.00130341j 0.00335052+0.00465747j 0.00285749-0.00574937j -0.00157527+0.00324248j 0.00220679+0.000125782j 0.00193339-0.00173583j 0.000478615+0.00176772j 0.00443544-0.00525168j -0.00586755+0.00523084j -0.000109825+0.00119297j -0.00782381+0.000984709j 0.00536832-0.00172192j 0.00191954+0.00414147j 0.0035918+0.00162433j 0.00152613-0.00834996j 0.00644418+0.00251017j 0.00274601+6.1036e-06j -0.00079144-0.00207187j 0.000479075-0.00449314j -0.0021374+0.00973777j -0.01011-0.00165396j -0.00301908+0.000632944j 0.00258678-0.00663074j -0.00144102+0.00916183j 0.00132414-0.00134962j 0.00776614+0.00265835j -0.00605831-0.00715892j -0.00508377+0.00920033j -0.00560305+0.00161612j 0.00345054-0.0154799j 0.0117224+0.00900159j 0.0180174+0.00105828j -0.00232104+0.00186924j -0.00816803-0.00938367j 0.00381316+0.00559509j -0.00972257-0.0115386j -0.0225007-0.0034403j 0.0171537+0.00979673j 0.000995306-0.0101468j 0.00427116-0.0123352j -0.00519261+0.00679935j -0.0303991+0.00808281j -0.0175636+0.00382298j -0.0242123+0.00221402j 0.0168107+0.0316595j -0.00986306+0.0111246j -0.00536064-0.0190208j 0.0166584-0.0167479j 0.021265-0.0108563j 0.00901793-0.0234576j -0.00793494-0.0160906j 0.0202264-0.0122288j -0.0703236-0.0265478j 0.0184175-0.00366099j -0.0124089-0.0305549j -0.00234286+0.00875844j -0.0148312-0.0174111j 0.0231715+0.0122187j 0.0373926-0.0126569j -0.010365+0.00129375j -0.0128446-0.00879678j 0.0371007-0.00224837j -0.0179662+0.0191067j 0.02009+0.0137229j -0.0113386+0.0307702j -0.0241958+0.00163093j -0.0202251-0.00373529j -0.00575414-0.0102194j 0.0238859+0.00998782j -0.00775604-0.00441093j -0.00250773-0.00656201j -0.00243732-0.00164751j 0.00268883-0.00121406j -0.00245766-0.0031949j -0.0109612-0.00456098j 
0.00519647+0.00438867j -0.00165314-0.000253668j -0.00473989+0.00934741j 0.00205178-0.0114524j 0.000619126-0.00463486j 0.0100678-0.00256684j -0.00190425-0.00301736j 0.00403996-0.00301245j 0.00961755-0.00517065j -0.00776778+0.00216821j 0.0084861-0.00210573j -0.00477286-0.00198214j 0.000739382-0.00368756j 0.00361226+0.00259369j 0.00566254+0.00471709j 0.00371296-0.000443781j 0.00148676+4.50072e-05j -0.000567858-0.00901134j 0.00354511-0.0011808j 0.0106211+0.000291773j -0.00568391-0.00850733j -0.00741462-0.00487552j 0.00307471+0.00123053j -0.00628789-0.00536963j 0.00348942-0.0133797j 0.00168301-0.00227312j 0.0197469-0.00756261j -0.0119887-0.00810349j -0.00133838+0.000162357j 0.00181627+0.00221779j 0.00405815-0.0274986j -0.00687965+0.0105345j -0.00233042+0.00567212j 0.0126256+0.000111664j 0.00132834+0.00373757j -0.00817303-0.0124998j 0.00630469-0.0115208j 0.0067919+0.00864997j -0.0081164-0.00671249j 0.00194872-0.0106311j 0.00102482+0.00282286j 0.00403508-0.000553254j 0.00356032+0.00278065j -0.0134088-0.00907786j -0.00274494+0.0043301j 0.0118892+0.00286695j -0.00144409-0.000855893j 0.00648737-0.00241973j 0.0208027-0.0092096j -0.00682529-0.00941739j -0.00291009+0.00686623j -0.00498086+0.00626984j -0.000952748-0.0212776j 0.00366678-0.0106309j -0.000565696+0.00639831j -0.00851824+0.00332742j 0.00316792-0.00153189j 0.00235027+0.00401587j -0.0149082+0.0189712j -0.0135447-0.00655771j -0.000274026-0.00795414j 0.0135578+0.00669649j -0.00446943-0.0258398j -0.0114786+0.00592098j -0.00194875-0.00201183j -0.00954453-0.0180913j -0.000185542+0.00405393j -0.010416-0.00843119j -0.0184985-0.0038583j -0.0317598+0.00553608j -0.0129219-0.0300471j -0.0120097-0.00919842j 0.00868584-0.00887439j 0.00299557+0.00966261j 0.00802548+0.00232134j -0.0386843-0.00443054j -0.0119653+0.0101337j 0.000409509+0.0197092j -0.0177411-0.0229743j -0.00653127+0.016386j 0.00238114+0.0113189j -0.0265623+0.00154149j -0.0191836-0.0227549j 0.00549441+0.00168993j 0.00141866-0.00572757j 0.0125174+0.00433773j -0.00647447+0.0027118j 0.00256926-0.0122657j -0.00783559+0.000983795j -0.007301-0.0038595j 0.000158933-0.00203181j -0.00558708-0.00670868j 
