-0.118359-0.0305307j 0.0685561-0.000656824j 0.0787199+0.105557j 0.0156463+0.0578584j -0.0279574-0.0392193j 0.00675265-0.0509445j 0.0346476-0.0186877j 0.0079787-0.100989j 0.00518714-0.00548809j 0.00618601-0.0153306j -0.0531719+0.00610585j 0.102664-0.0330658j 0.0156912-0.0251258j -0.0086994-0.00194698j 0.0197545-0.0180657j -0.0364481+0.0293626j 0.0390745+0.0366842j 0.0413991+0.00268444j -0.0129875+0.0513018j -0.0402109+0.077978j 0.0193807-0.0124961j -0.0409887-0.0373068j 0.0857262-0.0145578j -0.0215682+0.0365327j 0.106741-0.112825j 0.0245732+0.00803912j 0.0072747-0.0689356j -0.0446482-0.00595366j 0.0519116-0.00221447j 0.19887-0.081206j 0.0252556+0.175167j -0.0751705-0.00490881j 0.109118-0.097571j 0.0361961+0.0417109j 0.0606264+0.0816259j -0.0367408-0.0204894j 0.0728995-0.0428286j -0.102835-0.0509641j 0.0438749-0.0152649j -0.0508279-0.161101j -0.075541-0.236445j -0.200187-0.0545267j -0.0318094-0.00581544j 0.0547676+0.00320513j 0.0125+0.00316869j 0.0291475-0.0211907j -0.0547112+0.0493459j -0.0041948+0.00276947j -0.0389853+0.024138j -0.00912473+0.0224378j 0.0326127-0.0132879j -0.0288336+0.00970463j 0.0208928-0.0301485j -0.0549952+0.00151077j 0.0125955-0.00528173j -0.0255449+0.0296636j 0.016829-0.00834282j -0.00645857-0.00580529j -0.00928148-0.00222121j 0.0339957-0.0177983j 0.0413234+0.0196562j 0.0311861-0.00101903j -0.046047+0.00606255j -0.0317533+0.0184261j 0.00373122-0.0145833j -0.00765766+0.00589068j 0.0164443+0.00512075j -0.0176986-0.000126209j 0.0167019+0.0221822j 0.0460333-0.0116661j 0.0310966+0.0320617j 0.0458717+0.0265472j -0.027938+0.0177025j -0.0286792-0.0773171j 0.0111623+0.0222413j -0.047751-0.0515756j -0.000576726+0.0229845j 0.0646693-0.0320122j -0.0337806-0.0229872j 0.0513492+0.0237268j -0.104087+0.041087j -0.0558475+0.099014j 0.0907409+0.0735321j 0.0507161-0.120034j 0.0155618-0.0734049j -0.03923+0.0409855j -0.0632049+0.0625771j 0.0685499-0.0477801j -0.0802492-0.0369362j 0.126905-0.12397j -0.218638-0.149445j 0.0818577+0.197445j 
-0.00364549-0.0199099j 0.0112418+0.0433135j -0.0289833-0.0344971j -0.0360085+0.02064j -0.0428817+0.0235336j -0.0291809+0.0729406j -0.0441715-0.08063j -0.0451358+0.00278775j 0.0493382-0.0888789j -0.222782-0.00891881j 0.0691938-0.030311j 0.0451994+0.0839591j 0.0895299-0.125579j -0.0817115-0.0118375j -0.0395975-0.000563459j -0.0818997-0.0293j 0.170783+0.0160891j 0.0722223+0.128128j 0.23234+0.0579085j 0.0244419-0.138231j 0.0109019+0.0695222j 0.239221-0.0775739j -0.0444641+0.0435604j 0.259929-0.0678832j -0.241082-0.136115j 0.11019-0.175008j 0.2376-0.166705j 0.0947381+0.125906j 0.051733+0.106033j 0.0435496-0.0580091j -0.105172+0.0955069j 0.132163-0.0209j -0.0913097+0.0852722j -0.0225629-0.041504j -0.00264681-0.00808731j -0.030502+0.0869485j 0.0188961-0.0528059j -0.00884366+0.00149303j -0.000452518-0.00223516j 0.030161+0.0367616j -0.0249147+0.0306775j -0.00541762-0.0364142j 0.0106523+0.0161797j -0.0254117-0.0160376j 0.00845493+0.000459062j 0.00367092-0.00613095j 0.0102515+0.0247932j -0.0162636-0.0151591j -0.0360681-0.01149j -0.00429038+0.0193616j 0.00165034-0.00183982j 0.0223941-0.00559799j -0.00614145-0.0291968j -0.00507697-0.0091149j -0.00526448-0.00836025j 0.0173302-0.00578021j 0.0281037+0.02483j -0.0105848+0.00993564j -0.000192688+0.0193274j -0.00500349+0.0265624j -0.0143968+8.8976e-05j -0.0328583-0.0299582j -0.00406341+0.0247183j -0.0260708-0.0261449j 0.00290919+0.0138421j 0.00293644-0.00367753j -0.00327977+0.0149513j -0.0169931+0.0152101j 0.00354313-0.0398906j 0.00381648+0.00253519j 0.0170917-0.00279023j 0.0288017+0.006512j -0.00229904+0.0196369j 0.00512959+0.019296j 0.0227434-0.00940798j -0.0338054-0.00301735j -0.00979519-0.00538645j 0.00386831+0.00954213j 0.00127458-0.0212771j -0.00820182-0.00367658j -0.00790618-0.00668054j 0.00371399+0.00152963j 0.00389459+0.000513704j -0.00172265-0.00425439j -0.0147354+0.00481815j -0.00451788+0.00685427j -0.00213759+0.00453626j 0.000133876-0.00309714j 0.00064137+0.00214279j -0.00430217-0.00479648j -0.000359218-0.00197664j -0.00459499-0.00840447j 
-0.000905301-0.000563462j 0.01474-0.0304121j 0.00612178+0.0305527j -0.00747128-0.0227648j -0.00435373-0.0118289j 0.0433363-0.0478753j -0.021624+0.0229847j -0.0272151+0.0118404j 0.117209-0.127669j -0.0628126-0.0189483j -0.0529423-0.0403438j -0.0849885+0.0918312j 0.180845+0.104162j 0.0704479-0.0493034j 0.0264876-0.175507j -0.128634-0.0204328j -0.0509002+0.159753j 0.272593-0.173885j -0.130375+0.118757j 0.0705576-0.0224828j 0.0619456-0.0712767j -0.0957926+0.00352369j -0.101801-0.331454j -0.0304598-0.139658j -0.0569749+0.162741j -0.046205-0.00713565j 0.0141014+0.059827j -0.000642373-0.0467096j 0.0938678+0.012959j -0.0162332+0.0894465j 0.128861-0.0239426j -0.104656+0.0799312j -0.0158552-0.102753j -0.0297354-0.0266821j 0.0208952+0.00406725j 0.0609312+0.00640748j -0.00305486-0.0134588j -0.0352431+0.0261937j 0.0193316-0.0309866j -0.0156898+0.00222822j 0.023218+0.0221564j 0.00861781+0.0122365j -0.0106489-0.0247935j 0.000790171-0.00360955j -0.00113583+0.00416611j -0.0089488+0.004002j 0.00542176-0.00529817j -0.0043413+7.11293e-05j -0.00853253+0.0087091j -0.0132975+0.0079659j 0.0190755-0.00315763j 0.00829766-0.00190942j -0.0109986+0.00733249j -0.0164763-0.0245129j -0.00971332-0.0228285j -0.00116209-0.00510672j 0.0328657-0.0248097j 0.00720746+0.00982615j 0.0234244-0.0136766j 0.00224738+0.0185957j 0.016671-0.0131551j 0.0115688+0.0189324j -0.000562445+0.00263192j 0.0212458+0.0215141j -0.00740281-0.0285551j 0.0213604-0.0286308j -0.00131408-0.0185528j -0.000842678+0.00473152j -0.00780043-0.00115692j -0.0327647-0.0126286j 0.00260446-0.00062087j -0.00938625-0.0112507j -0.0278377+0.00373667j -0.0281642-0.0219448j -0.000510645-0.0115305j -0.0209933+0.00197781j -0.00305458+0.0054577j 0.00845322+0.00395031j 0.00902773+0.00483569j 0.00641039-0.00213244j -0.0127172-0.00701658j -0.000256564+0.000460019j 0.0103951+0.00790424j -0.000426858+0.00507781j 0.00299089+0.000695568j -0.00261443+0.0012131j -0.00308138-0.0010231j 0.00222863-5.22698e-05j 0.00519983-0.00242955j 0.00958052-0.00150335j -0.0122562-0.0069666j 0.000268996+0.0060224j 
0.000415349+0.0100955j -0.0468918-0.0431082j -0.0569747+0.0743345j 0.0945617-0.00347822j 0.0365139-0.0143364j 0.0427325-0.116941j 0.0155364-0.123163j -0.16541-0.120442j 0.11213-0.0583287j 0.0464445-0.135948j -0.0208497-0.0883346j 0.053158+0.00926693j 0.0216871-0.0827841j 0.0391954-0.211008j -0.00653113-0.162459j -0.0980742+0.0924147j 0.105146-0.00761777j 0.00184544+0.0609026j 0.198973+0.0510704j -0.186724-0.118238j -0.207142-0.0187152j 0.213424+0.0451344j -0.0127034+0.130256j 0.0286102-0.0159029j 0.0207155+0.325424j -0.110931+0.162642j 0.0514992+0.0516705j -0.104534-0.00744559j 0.14098+0.0777031j 0.0761823+0.0790953j 0.192074-0.0084526j 0.224331-0.052949j -0.0397999-0.0346177j 0.0864293-0.0456816j -0.0425273+0.012718j 0.103749-0.0558375j -0.073296+0.0169027j -0.0554475-0.0261978j 0.0194963-0.0397701j -0.0504038-0.0868155j 0.015092-0.075765j 0.0422441-0.00694797j 0.0391795-0.0159341j 0.00427479+0.0403244j -0.0171062-0.000806335j -0.0168457+0.010958j -0.0262029+0.00229327j 0.00138168-0.0636926j -0.0197269+0.0244453j -0.0123847+0.0292852j -0.00446072+0.00730924j -0.0339726+0.000276851j -0.0011984+0.00194916j -0.000184066-0.000534953j -0.00235187-0.0142204j 0.00926685-0.00206937j 0.0143779-0.00793186j 0.0350083-0.0366011j -0.0050475+0.00535016j 0.0157897+0.00566738j -0.0244734+0.0224514j -0.00858576+0.0168951j -0.0224197-0.00989737j 0.012779-0.0188797j -0.005254+0.0158877j -0.0286676-0.00740285j -0.00146841-7.91593e-05j -0.00595055-0.0129013j 0.0152328-0.000887962j 0.00296368+0.00659077j 0.0006762-0.00475885j 0.00635306-0.00949306j -0.00125084+0.0201219j 0.00530105-0.00248148j -0.0110946-0.000744262j -0.0160021+0.00869499j -0.0128565-0.0124959j -0.0159913+0.00337238j -0.00542395-0.0121363j -0.00512058-0.010888j 0.00186555-0.0219856j 0.00154239-0.013403j -0.00519314+0.0229544j -0.0129265-0.00930949j 0.0134448+0.00983567j -0.0103018-0.00127071j -0.00479291-0.00835502j 0.000188492+0.0078869j 0.00667714-0.00382979j 0.0124855+0.00596988j 0.0042914-0.000177136j 0.0135773+0.012345j 
-0.0335841+0.0133136j 0.0103805+0.00978523j 0.0495436-0.0090064j -0.038787+0.0158158j 0.00529794+0.0331854j -0.122304+0.0486568j 0.0131417+0.0384722j 0.113875+0.00898138j -0.159208+0.0120576j -0.0925457+0.144791j -0.0329352+0.143191j 0.106045+0.0546684j 0.133255-0.0553533j 0.00289412-0.00518993j -0.175839-0.0845487j -0.181927+0.0393184j 0.246611+0.167739j 0.039458-0.118663j 0.104033+0.0579406j 0.0427955-0.0513714j 0.104876+0.0723856j 0.107033+0.0673865j -0.0871104+0.249066j -0.0395877-0.00604695j 0.0232205-0.0723919j -0.0413733+0.0267597j 0.0121094-0.0512795j 0.0510997-0.0352751j -0.0756017-0.00403683j -0.0681165+0.0164521j 0.0203349+0.09788j -0.00739328+0.0620634j -0.0904299+0.0273498j -0.0268428+0.0730722j -0.0446297+0.0120337j -0.0673936+0.023473j 0.0560898-0.050191j -0.0231557-0.0413394j -0.0110278-0.0200543j 0.031212+0.00142341j -0.0119541+0.0241752j -0.0346142-0.0430844j -0.0352079-0.00801155j 0.0133375+0.0111517j 0.0056142-0.0149138j 0.0448284+0.00258467j -0.00366971+0.00242112j 0.00170861+0.00733113j -0.00879781-0.000240488j 0.0430909-0.000699555j -0.00576136-0.0324903j -0.00544448+0.00563673j -0.000445517+0.017782j -0.0187359+0.0193191j -0.0442076+0.000738465j -0.0101384-0.00830621j -0.0111206+0.00059098j 0.0291323+0.0124996j -0.00963099-0.0173856j 0.0186792+0.00519614j -0.0289933-0.0384024j -0.0166083-0.00320572j 0.0134055-0.0259878j -0.0351745-0.00571184j 0.0274211-0.0194567j 0.00300392+0.00872366j -0.0190095-0.00357673j -0.0307621+0.0199173j 0.0190965+0.0134351j -0.0101703+0.0110271j 0.012869+0.00362208j 0.00211539-0.00296541j 0.00487517+0.00389215j -0.000142101-0.00601185j -0.000454058+0.00391765j 0.00691702-0.00386917j 0.0161302+0.00869019j -0.000407679-0.00383603j 0.000497419-0.00275646j -0.00802174+0.00625117j -0.00423875-0.000416691j -0.00553048+0.00627652j -0.00927431-0.00472134j 0.0112885+0.000953788j -0.00178233-0.00697782j 0.000455702-0.00724261j -7.63847e-05+0.00457027j 0.00119865+0.0030704j -0.00898935+0.00146679j 0.0018183+0.0023691j -0.00571982+0.00393315j 0.0132572+0.0099517j 
-0.0338759-0.00692033j 0.0482999-0.0312725j 0.0305253-0.0124564j -0.0292324+0.0204094j -0.0866426+0.0712182j -0.135154+0.104378j 0.0937065-0.0838291j 0.110852+0.101307j -0.0666982+0.00802535j 0.0696287+0.025954j -0.0779011-0.0560661j 0.00943064-0.0796916j -0.206688+0.249915j -0.0292662+0.0265126j -0.100862-0.142374j -0.0983848-0.194701j -0.102095+0.181231j 0.205843+0.174626j 0.123652-0.119414j -0.0643675+0.0719083j -0.140669+0.112485j 0.082799+0.0646017j -0.0820009+0.141148j 0.0586593+0.0879536j 0.00998678+0.0371516j -0.0570082-0.0369061j -0.0915105+0.0556305j 0.150381+0.00625176j 0.0195793-0.0664676j -0.161786-0.0473261j -0.0233082+0.0748003j 0.139019-0.111557j -0.0385752-0.0462849j 0.0194084+0.0300496j 0.0136188-0.078892j -0.0815877+0.0116412j 0.062412-0.0146079j -0.0252467+0.0194446j 0.00743125-0.0476585j 0.00453291+0.0446185j 0.0268469+0.0559835j -0.0274295-0.0135818j -0.0324454-0.00352266j -0.000967989-0.00733026j 0.0388708-0.020258j 0.0560243+0.000694186j -0.0355068+0.0405101j 0.00208262+0.0198411j -0.0093006+0.0220848j 0.0195137+0.0139905j 0.0167256-0.0121751j -0.0302182+0.0119386j -0.00503383+0.000627058j 0.0292648-0.0100183j 0.00405194-0.013694j -0.0370543-0.0206782j 0.00303804+0.00467523j -0.0236304+0.00684556j 0.00969331+0.0216874j 0.0200414-0.0176553j -0.00879472+0.0189138j -0.0108589-0.00733118j -0.000933289+0.0467175j -0.0141466-0.0202938j -0.00226649+0.0122756j 0.00449954-0.00125938j 0.016871-0.0172054j 0.0170165+0.0127009j 0.0246124-0.00985481j -0.0130713+0.00706196j 0.00214607+0.00751958j -0.00791366-0.00810496j -0.0105918-0.00840748j 0.00790404+0.00136386j -0.00568703-0.00288825j 0.0030281-0.0126932j -0.00593145+0.00970717j -0.0123894-0.00819852j -0.00518491-0.0094838j -0.00625919+0.00373028j -0.0122276+0.000350225j -0.010524+0.00774818j -0.000601701+0.00454483j 0.00712332-0.00632888j -0.00135876-0.00297216j -0.00690072-0.00183978j -0.0112647-0.00328317j 0.0117138+0.00399901j -0.00542013-0.0047205j 0.0135489+0.00225917j -0.0258536-0.0027197j 0.00992923+0.016837j 
0.0137748+0.0241946j -0.0646972+0.0457452j 0.0102857+0.0380963j 0.0361388+0.013347j 0.160247-0.00713215j -0.0885945-0.161965j -0.00581772+0.122215j 0.0679143-0.0987936j -0.262692-0.0188862j 0.104466+0.178097j 0.0785684+0.344288j 0.203092-0.0951275j -0.00812258+0.0928594j -0.0744675-0.0631761j 0.046751-0.127479j -0.148809+0.104522j -0.165+0.0333182j -0.0526372+0.14529j -0.0504673-0.0681593j 0.122078-0.0410723j 0.0158892-0.103377j -0.042233-0.0766829j -0.0492223+0.0392339j 0.111096-0.104648j 0.121435-0.0265669j 0.0593802+0.124098j -0.169043+0.153828j -0.0452956-0.0151207j 0.0196174+0.0742635j -0.0582459-0.0212591j 0.0905161+0.0135511j 0.0226149+0.139843j -0.0319916+0.0163483j 0.0469025+0.0576962j -0.0971316+0.0466922j 0.0199309-0.0124856j -0.0284693-0.0280346j -0.0409485-0.100634j -0.0262378+0.039094j 0.0115595-0.0811154j -0.047275-0.0678796j 0.0142297-0.0306644j 0.0121481+0.000713698j 0.0165014+0.0476344j -0.0438049-0.00924168j 0.00655167+0.0305721j 0.01244-0.0509837j 0.0271172-0.0168683j 0.0270867+0.0119214j 0.0310154-0.026991j -0.0553815-0.0366773j -0.0117908+0.0394024j -0.00184978+0.02681j 0.025148-0.0230604j 0.00624831-0.0239861j -0.00749826+0.00391077j 0.0417564+0.00232602j 0.0247277-0.00073043j 0.00850176+0.0146872j -0.0322098+0.0289767j -0.0103204+0.0081731j -0.00909859+0.00918782j -0.0185223+0.00779943j 0.0248832-0.0221542j 0.0147022+0.00613933j 0.0220937+5.99067e-05j 0.00410153+0.0114467j 0.00900137-0.00853146j -0.00704231+0.00854783j -0.000106851-0.00760122j 0.0139217-0.0172598j -0.000399523+0.014906j 0.000459025-0.00153781j -0.00150033-0.00800786j 0.00585164+0.00214135j -0.00665712+0.000584762j 0.0131795+0.01315j 0.000988529-0.0102456j 0.00249042+0.00480034j 0.00314191+0.00691897j 0.0114189-0.0135071j -0.00122511-0.0031416j -0.0137239-0.00804485j 0.00218722-0.00243296j 0.00307018-0.00282107j 0.00770062-0.0111003j 0.0198676+0.00437884j -0.0130507+0.00421451j -0.000116884+0.00813734j -0.0134553+0.00891886j 0.0287715+0.00608415j 0.00325901-0.00642616j 
0.047183-0.00245351j -0.000594508+0.0117393j -0.0101653+0.0933722j 0.0559928+0.0151484j 0.171471-0.0865956j -0.182788+0.0237157j -0.0858247+0.134756j -0.102068-0.0285896j 0.111117+0.0529484j 0.0078819-0.166673j -0.00122398-0.0276755j -0.128515+0.0582967j 0.30648+0.137652j 0.121721+0.138266j 0.0870423+0.119141j -0.134042+0.0820694j -0.008173+0.0291338j -0.159981-0.154329j -0.0151513-0.107835j 0.0135576+0.0682618j -0.199107+0.195329j -0.0975024-0.132312j 0.0859526+0.181773j 0.150922-0.121154j -0.0603866-0.10619j -0.0661884-0.0165513j -0.0136624-0.0634822j -0.0378056-0.00158483j -0.0377818+0.0690277j -0.040242-0.0628256j 0.0240572-0.0212765j 0.0426274+0.0152095j 0.0554778-0.107819j 0.0173938-0.0418284j -0.126177+0.0288725j 0.0471767-0.0129331j -0.0425727+0.0287191j -0.0709318+0.0125838j 0.0125037+0.0277136j -0.0331312-0.0229526j 0.0194894-0.00361484j 0.0444634+0.021187j 0.0282982-0.010993j -0.00878861+0.0533195j -0.0581285+0.000340108j 0.0500809-0.0202663j 0.0154082-0.0245603j -0.0301102-0.00662042j -0.0372516-0.0291192j -0.0274159+0.0353591j 0.0260962-0.00367576j 0.00110253-0.0228283j -0.0215747-0.00329173j -0.0126466+0.00324745j 0.00579728+0.00299191j 0.0197704+0.0429701j -0.0144229+0.0165686j -0.00623377-0.0172846j 0.00649035+0.00218055j -0.0101491+0.00251408j 0.00801808-0.00464901j -0.00294977+0.00944734j -0.00333949+0.00820884j 0.00400312+0.00596862j -0.0144588-0.0148683j -0.0129537+0.00249047j 0.00886351-0.0137429j -0.0189279-0.00759937j -0.0119262-0.0233616j -0.0150704+0.00717284j 0.00999413+0.00901082j -0.00598514+0.00205522j 0.00438852+0.000795549j 0.0185003-0.00590838j 0.0133877+0.00386408j 0.00133083-0.00810589j 0.0161613+0.00830479j -0.00245064-0.00589524j -0.00219815+0.000999863j 0.00803609-0.00127905j -0.00317898-0.00830312j -0.00223951-0.00195777j -0.0030365-0.00505812j -0.00641334-0.00551471j -0.000307528-0.00593345j -0.0053088-0.00867285j 0.0126623+0.000865969j 0.00451379+0.00575953j 0.00647209+0.00100039j 0.00359369+0.00970291j -0.00394009-0.0104302j -0.0121526+0.00321502j 
-0.0592398+0.0580507j -0.0220626-0.0574773j 0.181408-0.025739j -0.00986295-0.135276j 0.0332184-0.0434189j -0.0560626+0.0668277j 0.0295554+0.0750153j -0.00753155-0.0509304j 0.0533722+0.118287j 0.235197+0.0381989j -0.0584531-0.0891276j 0.051417+0.198416j -0.0774257-0.20573j -0.0270318+0.110303j -0.247464+0.140044j 0.0676766-0.165685j 0.0560813+0.0818116j 0.0253503-0.011424j 0.144037-0.193589j 0.013447+0.00581189j 0.0987586+0.0742542j -0.119113+0.0704189j -0.0620058-0.0223664j -0.0231992-0.0736701j -0.123377+0.102104j 0.143825+0.0693469j -0.0823383-0.0172359j -0.112083+0.00249592j 0.0375266+0.0163174j -0.147417+0.218607j 0.0172859+0.0385221j 0.00934867+0.0740613j -0.035941-0.0343037j 0.0109551+0.0320456j 0.0145195-0.0758997j 0.0999287-0.0520324j -0.0608507-0.0119821j -0.00424617+0.0112553j -0.0312841-0.0969651j 0.029972-0.0354295j -0.00274938+0.0732551j -0.0107595+0.0030418j -0.074448-0.098834j 0.0930619-0.0571778j -0.0032434+0.0135478j 0.0120874-0.0390905j -0.0352039+0.0216432j 0.0221528-0.00288137j 0.0261738-0.0045282j -0.0384505-0.0127838j 0.0009886+0.0210866j -0.00952654+0.0177733j 0.0218692-0.00755335j 0.0121077-0.00026027j 0.0106192+0.0398974j -0.022929+0.0164138j -0.00825627-0.0111423j -0.00547262+0.0281219j -0.00114115+0.0101666j -0.00303336+0.00646925j -0.020472+0.0151351j 0.0269303-0.0119352j 0.00549551-0.00567129j -0.000726502-0.0217836j 0.00240091-0.000939603j -0.00253721+0.0088741j -0.0131833-0.00657422j -0.0126286+0.00671004j -0.0185332+0.00649334j -0.00132573-0.0154817j 0.0109526-0.014502j -0.00531265+0.0154777j -0.00983749+0.001176j 0.00899975+0.00268349j 0.0164498-0.00764809j -0.00391161-0.00638337j 0.00310691-0.00104488j 0.00927375+0.00127945j 0.0141025+0.00208352j 0.00188921+0.00576328j -0.0141688-0.0193378j 0.00206562+0.0142694j -0.00313476+0.00129751j 0.0171461-0.00674106j 0.0144131-0.00914793j -0.0029019-0.0189003j 0.00565598+0.00375882j 0.000124321+0.00733942j 0.00218474+0.00793062j 0.0134499+0.00146854j -0.0198707-0.00172663j 0.0241343+0.0244378j 
0.0198788-0.0484051j 0.0445794-0.0525775j 0.0253969-0.0690156j -0.192656+0.031166j 0.109688-0.0965182j -0.245662-0.163814j -0.129317+0.240184j -0.238189+0.0414374j 0.0499158+0.0589941j -0.06517-0.128384j 0.101111+0.117037j 0.199073+0.0129668j -0.125615+0.0278027j 0.0304759+0.193748j 0.202103-0.0597203j -0.209932-0.0587233j 0.142286-0.0825143j 0.0130953-0.00242072j -0.00212178-0.0670995j -0.106427-0.106539j 0.0571031-0.123339j 0.022418+0.164959j -0.0873813+0.0126378j -0.0243131-0.138999j -0.0611448-0.0869417j 0.083018+0.0594125j 0.00821876-0.00882628j 0.0139424-0.00759711j -0.0308544-0.0408017j -0.0286673+0.0373606j -0.0368907+0.0907007j 0.00034888-0.0297216j 0.0603765+0.0514397j -0.0181999-0.092584j 0.0609878-0.0736994j -0.0230593-0.00950165j 0.00223925+0.0695175j -0.0245518+0.0354178j -0.00284645+0.0151418j -0.000802933+0.0746161j 0.0140355+0.0234793j 0.0490833+0.0781146j -0.0977122+0.0432563j -0.0414788-0.0713191j -0.0324833+0.0444557j 0.0911871+0.00933587j -0.0198644-0.0550679j -0.0608629+0.0621541j -0.0147033-0.0110408j 0.00809681-0.0266191j -0.0270756-0.0266625j 0.0112743+0.0191158j 0.0164205+0.0122488j 0.00715185+0.0113598j 0.0212659+0.00402753j 0.0147482+0.0371175j -0.0231564+0.0182667j 0.0124302-0.00141685j -0.00126151+0.0022615j -0.0043969+0.00956381j 0.00739796+0.0108111j -0.020279-0.00739177j 0.012317+0.00100624j 0.0120154-0.00667727j -0.000171947-0.00271381j -0.0054487-0.00348625j 0.00247252+0.0133396j 0.00628042+0.00857533j 0.00270109+0.00821943j -0.0143151+0.0103609j 0.00105893-0.0110265j 0.015461-0.0133137j -0.000269463+0.00868598j 0.000531866-0.00562424j -0.00244959+0.00819023j -0.00177338+0.00097499j -0.00272439-0.00337448j -0.00479186-0.000411319j 0.00499317+0.00409927j 0.00083946+0.00579114j -0.020807+0.00122352j 0.0128118+0.000341512j 0.0208735-0.00215635j -0.00225024-0.00628774j 0.00245111-0.0125767j -0.0105714+0.000396384j 0.00834729+0.00395297j 0.0124665+0.000782916j 0.0164964-0.00566966j 0.0147726-0.00393914j -0.0313442-0.0215607j -0.0260727+0.00702957j 
0.113784-0.00199029j -0.178261+0.25389j -0.0414829-0.0145343j -0.0237405-0.117073j 0.00530015+0.0319505j -0.102753+0.0758427j -0.0448029-0.0866512j 0.0110602-0.0622448j 0.36939-0.184391j 0.10966+0.249936j -0.0358052+0.138624j -0.149458-0.0930921j -0.0416204-0.111494j 0.0447253-0.0346315j -0.0335025-0.0710885j -0.0461409-0.0829195j 0.106827+0.178845j 0.0190056+0.0708818j 0.00783075+0.00732324j 0.0055421+0.127889j 0.0448703-0.0181464j -0.0668144-0.0306436j 0.0188108+0.0314872j 0.00755883-0.0399291j 0.008646-0.12324j 0.0381691+0.0400722j 0.019139-0.00322863j 0.0772914+0.0960917j -0.0671835-0.0525378j 0.153039+0.00100354j -0.0225667+0.0978982j -0.0241788+0.0173167j 0.178198+0.0930965j 0.0511438-0.0786735j 0.0541582+0.0535683j -0.00859996-0.0361943j -0.033074+0.0700077j -0.0800606-0.0524805j -0.151643+0.214815j -0.0336505-0.0599464j -0.137388-0.076025j 0.12488-0.163238j -0.00312884-0.00512119j -0.00287937+0.0199199j 0.0156827-0.00591335j 0.00662327-0.0475124j -0.000262135-0.01067j 0.0167715-0.0208053j 0.000946247+0.0613293j -0.0304787-0.012967j 0.0336182-0.0241358j -0.0115027-0.00562842j -0.000504582+0.0177359j 0.0193665+0.0411063j 0.00466103+0.0353635j -0.00978436+0.00996507j 0.0122763-0.0112329j 0.0184683+0.000497209j 0.0153273-0.00370999j 0.0145002+0.0326658j 0.00218054-0.0115968j -0.0022659-0.0278087j 0.00771568+0.00988662j 0.00761903-0.00462024j -0.000779159+0.00176567j 0.00394857+0.0016006j 0.00544593-0.00855112j 0.00385778+0.00507209j -0.00229734-0.00115798j -0.0117047+0.000129672j 0.000771238-0.000133204j 0.000545343-0.0111623j -0.000783694-0.00529232j 0.0129142+0.00777655j -0.0124625+0.0160432j 0.00514681+0.0167429j 0.00130108-0.0047968j -0.00932068+0.00619292j -0.0072367+0.00792283j -0.00437613+0.00256897j 0.00507362+0.00204511j 0.0311695-0.0246581j -0.0146108-0.0176244j -0.0324316+0.00738793j -0.0108408+0.00342353j 0.000440436+0.00352587j 0.0337803-0.00657294j -0.0172552-0.00198618j 0.0209349-0.00765206j -0.021875+0.00511954j 0.0461229+0.00123928j -0.0397729-0.0490429j 
