-0.0189314-0.0299349j -0.0319254-0.0827428j 0.0300229-0.0864091j -0.040762-0.0435456j 0.0528136-0.00089286j 0.103857-0.0418006j 0.0178965-0.025338j -0.0897004+0.0719985j -0.0245353+0.00796058j 0.0413688-0.0172593j 0.0640138-0.0441119j 0.00424039-0.0185034j -0.0408618+0.0276533j -0.0470804+0.0347625j 0.0135822+0.00756438j -0.0440573+0.0533788j 0.0170083+0.0201854j 0.0120972+0.00466861j 0.0394183-0.00862757j -0.0672066+0.0473901j -0.00881317+0.0258193j -0.00276348+0.0102926j 0.0504179-0.0215055j 0.114631-0.0856582j -0.0262758+0.0242402j 0.0265967+0.0306124j 0.0456917+0.00690092j 0.0150535+0.0244483j -0.00736677+0.0735493j -0.112585+0.184506j 0.290854-0.119428j -0.0301361-0.137183j 0.102963-0.222512j -0.184669+0.0466199j -0.0417297+0.0173156j 0.0235221-0.0106109j 0.031725+0.0562221j -0.0977795+0.0925615j 0.00193934+0.0135484j -0.0150558-0.00525865j -0.0692921+0.057471j -0.029967-0.0191489j 0.0416523-0.0291021j 0.00667898-0.0235862j -0.0300729+0.00804661j -0.0347083+0.0144077j -0.0191494+0.0180976j 0.0064815+0.0219252j 0.00276242+0.00208593j -0.043581+0.0288509j 0.0117064+0.00294489j -0.0090461-0.00918813j -0.0109101-0.00820992j 0.0291152-0.0167752j 0.013433-0.00975744j 0.00978974+0.0105048j 0.000709384-0.000237037j -0.00991573+0.00881671j -0.00756695+0.0206888j 0.0113794+0.00177869j -0.0122775-0.00400882j -0.0387819+0.0343595j 0.0107269-0.00755291j -0.00941182+0.00334456j -0.0123718+0.0315295j -0.0311014+0.0254627j 0.0280416-0.034542j -0.0270298+0.00330039j 0.0648313-0.11978j -0.0948973-0.0104238j 0.0778902-0.112287j -0.076675+0.0307991j 
0.00828943-0.036221j -0.0089766+0.0172722j -0.0997497+0.0739128j 0.0285252-0.0479337j -0.0189732+0.0565362j 0.123491-0.0145259j 0.0689891-0.17397j -0.0267149+0.0301659j -0.0347666-0.0563858j -0.0216709+0.0532926j -0.00624972+0.328571j -0.0445669-0.0674321j 0.00593617+0.202698j -0.128995-0.0379657j -0.0149483+0.0389791j 0.0191696+0.053349j 0.017963+0.0845519j 0.0752116-0.029455j -0.0323711-0.0302001j 0.143006-0.0704261j 0.0245275-0.111652j 0.0679382+0.0832022j -0.0186553+0.0106988j 0.112243-0.0972956j -0.0893403-0.0697615j -0.0365142-0.0646053j 0.0550097+0.0710082j -0.0178434+0.0293736j 0.123592-0.03096j -0.0478632-0.103126j -0.072963+0.00696803j 0.0238699-0.0136605j 0.0126165+0.0253743j -0.0226401+0.0444445j -0.0149847+0.0254618j -0.0295364-0.00730474j -0.0288015+8.83249e-05j -0.0277099-0.0143384j -0.0198267-0.0160686j -0.0137216-0.0105735j -0.0139013-0.0186233j 0.0152806+0.00352827j 0.0126198+0.00198761j 0.0393647+0.0260455j 0.0214899+0.0290953j 0.0155396+0.038881j -0.0370077-0.0207718j -0.018081-0.0144555j -0.0049307+0.00687026j -0.0337986+0.00752064j -0.00972593+0.000792577j 0.0179748-6.76812e-05j -0.00988125-0.00215559j -0.0121777-0.00634018j -0.00255637+0.00222081j -0.0180194+0.00350269j -0.0127645+8.18513e-05j -0.00258406+0.0153657j -0.0207319-0.0417434j 0.00922533-0.0212738j 0.0129971+0.0186948j 0.00932165+0.0110376j 0.0153066+0.00309785j 0.0134543-0.0405364j 0.00774196+0.00756073j 0.00184845-0.0416865j 0.0310359-0.00938711j 0.0227562+0.00133239j -0.00894847-0.00105358j -0.0150595-0.00215939j 0.00906199+0.00867557j 0.00953985+0.00300916j 
0.00754045-0.000911674j 0.0220749+0.022129j -0.0559474+0.0159822j -0.0232821+0.0474369j 0.143809-0.0335162j -0.0266022-0.061691j -0.147326+0.0579407j -0.00499735-0.0660726j 0.00973458-0.0865813j -0.179885-0.191109j -0.0804956+0.0607112j -0.191305-0.0409948j -0.0342398-0.0228146j 0.0419232-0.0508839j 0.179216+0.025042j -0.059759-0.0148983j 0.122537+0.011451j -0.0505519-0.119437j -0.068132+0.0633163j -0.0317666-0.0462422j -0.0370688+0.00561802j 0.0566331+0.0503825j 0.0764151+0.0260084j -0.00522747+0.0370456j -0.0970823+0.0237252j 0.165637+0.191828j -0.109804-0.188835j -0.0193672+0.0124264j -0.0292484-0.0128869j 0.10869+0.0245088j 0.0913102+0.0232756j 0.0756558+0.0743378j -0.0152342+0.0381922j -0.0212048-0.0221278j 0.0313556-0.0213221j 0.0112897+0.0503666j 0.0630482-0.0247468j 0.0203996-0.0167801j 0.0183446+0.0134539j 0.00642233+0.0198441j -0.000205049-0.0300094j -0.0143145+0.00269323j 0.0413323+0.0374989j -0.00933902-0.000805197j -0.0215949-0.0115839j 0.00337212-0.00111723j -0.068048-0.0132069j 0.031078-0.00506765j 0.00142952-0.0214186j -0.018438-0.00621312j 0.000248645-0.00148095j -0.0124584+0.0111977j 0.0147336+0.0230079j -0.0145498-0.00957971j 0.0118094-0.00557221j 0.00244031-0.00736913j 0.00229417-0.00282443j 0.00768228+0.0234088j 0.0102262+0.0305916j 0.024763+0.0180586j -0.00456256+0.008835j 0.00716213-0.00659821j 0.00234809+0.00940529j -0.00399939-0.0175097j 0.0190281-0.0059361j -0.0303946+0.00134114j -0.0165115-0.0241755j -0.010027-0.0215168j 0.00291763+0.00392642j 0.0112502+0.00757788j -0.00240923+0.0170477j -0.0209153-0.0027061j 
0.0251819-0.00941139j -0.00642339-0.0289295j -0.112122+0.0239195j -0.0237643+0.0699352j 0.149889+0.0137213j -0.0598444-0.0491847j -0.167005+0.0459189j 0.124655-0.0212214j 0.0826671-0.00213938j -0.120414+0.0558006j -0.0166659-0.105709j 0.113143-0.0624326j 0.0445388-0.169665j 0.0108627+0.102857j -0.117072+0.0113262j 0.0432585-0.0538873j -0.0881844+0.0937815j 0.0137134+0.00727777j 0.0748164-0.115652j 0.17789+0.0687773j -0.0665775-0.196308j 0.162352+0.00660229j 0.00145947-0.0483707j 0.129405+0.0754301j 0.202167+0.0331977j 0.110047-0.0102231j -0.107403-0.0212166j 0.00417384+0.0451768j -0.0113477-0.0572304j 0.0488559+0.020438j 0.0202536+0.0365789j 0.0265395+0.0338824j -0.038049+0.035952j 0.0131413-0.0263075j 0.0263638+0.00218667j 0.00483228+0.030433j 0.0420095-0.00449656j 0.0569393-0.00658396j 0.015438-0.0140773j 0.0155312+0.0118965j -0.00651782-0.0344153j 0.00939924-0.0370835j 0.0060619+0.00670042j -0.00567256+0.000188196j 0.0118775-0.000876315j 0.00748057-0.0118615j 0.044283-0.025655j 0.00561346-0.00222106j 0.00581193-0.00574775j 0.028517-0.0133051j 0.0276864-0.000493344j -0.0182559-0.0453304j 0.00262841-0.00498894j -0.00898685+0.00311893j -0.0306365+0.0159499j 0.0298818+0.0278277j -0.0142615+0.026846j 0.0307639-0.0224878j 0.0059176+0.0151886j 0.024978+0.0492396j -0.0133561+0.0422918j -0.00699124+0.00752403j 0.00056534-0.0111536j 0.0143717+0.00287445j 0.0191586-0.0004914j -0.00518626-0.0134711j -0.000701735+0.01505j -0.0152398-0.00226998j 0.0158617+0.00323806j 0.00401027+0.0130148j -0.0198082+0.0135796j -0.00559178-0.0131614j 
-0.0222901+0.012987j -0.0139487-0.0437794j -0.0335065-0.0166472j -0.11022-0.0448883j 0.119101+0.0897084j 0.0764848+0.0495019j 0.158408+0.0925808j 0.0138389+0.0918325j 0.0141565-0.0316242j 0.0753558+0.100627j 0.00899251-0.0593605j -0.0110537+0.163719j 0.0962895+0.0264305j -0.0679572+0.00407326j 0.0581054-0.116059j 0.0458712+0.147868j -0.0856331+0.0407071j -0.0523878+0.0926566j 0.0175215+0.114891j -0.0809672+0.0182307j 0.141257+0.161067j -0.0214111-0.048449j -0.0511835-0.213928j -0.0888876+0.0501246j -0.156307-0.095418j -0.102155+0.0609823j 0.123178+0.133034j -0.112711-0.0361896j -0.0378538+0.0306637j 0.154986+0.122478j 0.014889+0.0540618j 0.0623732+0.027252j -0.0215808-0.0302749j 0.0428558+0.00491849j 0.0288429+0.034818j -0.000475374+0.0366977j -0.0606169+0.00133683j 0.0370539+0.036036j 0.00958866+0.0215166j -0.0371441-0.0360849j -0.00767333+0.013082j 0.0233186+0.00369519j -0.00560033-0.0156407j 0.0154877-0.0131264j 0.00221891+0.0268366j 0.0211058-0.0104324j 0.00378382+0.000424116j 0.000657253+0.044188j -0.0177939+0.0178413j 0.00305418+0.00367396j 0.0382559+0.0118808j 0.00676619+0.00574532j -0.029337-0.0127457j -0.0187103+0.000192378j 0.0111299-0.00116686j -0.00405178+0.00468764j 0.042747-7.58211e-05j -0.0345325+0.0172113j 0.0264562+0.0109435j -0.0242283-0.00225864j 0.0120159-0.00806654j 0.00437819-0.00905284j -0.020482-0.00780182j 0.0151316+0.0126649j 0.0231762+0.0108733j -0.000557903-0.0062522j 0.0090693+8.5344e-05j 0.00572825-0.00586622j 0.0127423-0.0130028j 0.019867+0.0160167j -0.0145087-0.0144468j 0.0134533-0.0132718j 
0.00603841+0.0104147j 0.000521755+0.0286405j -0.00664553-0.00985952j 0.029909+0.0149259j -0.0278217+0.0624198j 0.0173136-0.0531216j -0.169856-0.0643655j -0.0284192-0.113472j -0.0796245-0.100392j -0.0718029+0.0936429j -0.0747943-0.0174038j -0.00800426+0.00757735j -0.03921+0.105845j -0.18463+0.0588182j -0.0988197-0.0185146j -0.0769988+0.0313231j 0.0430596+0.0440746j 0.276124+0.0661542j -0.0125266-0.0272891j 0.120704-0.18322j -0.0583375+0.00639106j 0.0959653-0.00060485j -0.120691-0.0651156j 0.0377093-0.0267835j 0.0611409-0.169729j -0.0703891+0.0367791j 0.122915-0.0209166j 0.0108996-0.0676873j 0.0531974-0.0093967j -0.0389001-0.0530528j 0.0236988-0.0398567j -0.00933592-0.0072707j 0.0188306-0.00628731j 0.00288224+0.0173668j 0.0130924+0.00434814j -0.0139041+0.0342288j 0.0588642-0.00286275j -0.0420422-0.0455575j 0.0328387+0.0229583j -0.000140734-0.017065j -0.00650795+0.00779062j -0.0280558-0.00435621j 0.0175323-0.0279117j 0.0505132+0.0031211j -0.0417343+0.00425458j 0.00284006-0.00934369j -0.0214155-0.0281104j -0.0219766-0.0368498j 0.0153356-0.0148906j 0.0108182-0.011694j 0.027407+0.00377853j 0.00445169+0.018866j -0.0138968+0.0342275j 0.00729516-0.016225j -0.0148345+0.0107854j -0.00958592-0.0277689j -0.0226943+0.00779687j -0.0242306-0.00750826j -0.00667731-0.0180572j 0.0113588+0.0400215j 0.00824299+0.0202976j 0.0020115+0.00855904j 0.00576229+0.0138222j -0.00718075-0.0241669j -0.00411219-0.00342389j -0.00558442+0.0179527j -0.0136789-0.0133919j -0.0055538-0.00367762j -0.0151347+0.00735932j -0.00524615-0.0207177j 0.012091+0.00811799j -0.0104908+0.0115906j 
0.00434638-0.0296622j 0.00856698+0.0197938j -0.0694569-0.0104222j 0.0285718+0.107093j -0.0103393-0.137738j -0.130472+0.0490683j -0.0952715+0.0385432j 0.130004+0.0637677j -0.0646872+0.115901j 0.014415+0.0243368j -0.0239648-0.0997045j 0.247829+0.154068j 0.0110586-0.0922396j 0.0426763-0.0758421j -0.0649441-0.0342557j -0.176042-0.00180369j -0.0968836-0.135368j 0.0893138+0.0654486j 0.105738+0.0563186j -0.0967986+0.017829j -0.00213685+0.136944j -0.011247-0.0814242j 0.0967084+0.0601229j 0.0514639+0.00917193j 0.0955942+0.0460667j -0.0366681+0.0181143j -0.0350428-0.0227306j -0.0165799+0.0722634j 0.0248307-0.0593234j -0.144514-0.0530211j -0.110639-0.0284148j -0.0727066-0.0496975j -0.0144901-0.00182305j 0.0143492-0.0453868j -0.00604283-0.051796j 0.0323408-0.0547547j 0.0482669-0.0296788j -0.00494578-0.0121393j 0.0169851-0.0201239j 0.00148709+0.0098752j -0.00289744-0.00499766j 0.0103031+0.0164313j -0.0116099-0.00324509j -0.0124997-0.0135245j 0.00984879-0.0212796j 0.00202304-0.0448066j 0.0119273-0.010317j -0.0210446+0.0458419j -0.00711551-0.012287j -0.011198-0.0276073j 0.000342162-0.00651408j -0.00921757+0.00885395j 0.0361366-0.0170768j 0.0128089-0.0295595j 0.037926-0.00825318j 0.00726257+0.00210148j -0.00271275-0.00566584j -0.000131345+0.0394283j 0.00575781+0.0153627j 0.0031614-0.00828124j -0.00944317+0.0238643j -0.00593259+0.00820397j -0.00179834-0.00493784j 0.00777245-0.00686726j -0.0170512-0.00660347j 0.0138834+0.00276893j -0.00331536+0.0269446j -0.00694519+0.0148039j -0.00243792-0.002174j -0.0137652-0.00122601j -0.00744205+0.00336069j 0.00886016-0.00508924j 
0.00210482-0.0519929j 0.00530485+0.0517866j 0.040352-0.141969j 0.0259372-0.111942j -0.0386925+0.0496476j -0.13455+0.0161853j 0.0555107+0.0815179j -0.100805-0.134364j -0.0827857+0.0628849j 0.0651638-0.0184115j -0.0828768+0.0993186j -0.0307421+0.0113533j -0.0224626+0.179665j -0.05526+0.0247758j -0.0263816-0.054291j 0.0337632-0.0479844j 0.0218906+0.0852054j -0.156565+0.0764057j 0.0378864+0.0565723j -0.00746282-0.0525011j -0.0133174+0.0718951j -0.0724252+0.147133j -0.0603134+0.111286j 0.164146+0.0204155j -0.0487744+0.0561395j -0.00108614-0.19529j -0.0585958+0.0894285j -0.00259342-0.10748j 0.0184007+0.048512j -0.0147217+0.0326461j -0.0359977-0.0227883j 0.0229016+0.0575246j 0.00127395-0.0521819j 0.00347122-0.0273468j 0.00606075-0.000767543j 0.0325032-0.00374649j -0.0208064-0.0407803j -0.0532514-0.0473772j -0.0121898-0.0296305j -0.0290787+0.0299776j -0.0174708+0.0346158j 0.0236519-0.00122876j 0.0287491+0.0146759j 0.00361397-0.0102934j 0.0223696+0.00714892j -0.01777+0.0191526j -0.0103864+0.0139905j -0.0134217-0.0307177j 0.00980839+0.0122317j -0.00435462-0.00664033j -0.00721243+0.00505935j 0.0119526+0.0120728j -0.0067086+0.01231j -0.00049385-0.0154567j -0.00622236-0.0223837j -0.031521-0.0303917j 0.020491+0.0208427j -0.0300328-0.00251555j -0.00668207+0.00996174j -0.00354867+0.00315588j 0.00215207-0.0053018j 0.0167921+0.00260226j -0.0247181+0.0211572j 0.00286409-0.00932657j -0.00684931-0.00886334j 0.0113437+0.00416585j 0.00756745+0.0158992j -0.00867265+0.00800208j 0.0057486+0.00237365j -0.0116475+0.0121703j 0.0128684+0.0100818j 0.000329673+0.00813769j 
-0.0384422-0.0235627j 0.0184537-0.0419892j -0.00177854-0.00149917j 0.0857803+0.0256458j -0.0716768+0.0288328j 0.0445521-0.038987j -0.0447561-0.0882202j -0.0944753-0.027504j -0.0370652-0.041388j -0.202002+0.173919j -0.167118+0.127069j 0.108741+0.136256j -0.0477738+0.0431333j -0.11308-0.0803593j 0.0266541-0.157756j -0.0382754+0.081399j -0.109931-0.101689j 0.0221228+0.036155j 0.0383992+0.10961j -0.0184856+0.0245132j 0.0253525+0.0530872j -0.0907358+0.198483j -0.115644-0.0450759j -0.0771241-0.0056377j -0.138348+0.116195j 0.129346+0.03837j -0.0186376-0.0695711j 0.022112+0.103842j -0.106094-0.0221959j -0.033596-0.0229529j 0.0106584-0.0507452j -0.0305083-0.0392468j -0.00325433-0.015173j 0.0157093+0.00581112j -0.024361+0.0132962j -0.0291949+0.00741305j 0.0102814+0.0355857j 0.00596051-0.0339647j 0.0275834-0.0369927j 0.0103483-0.0486842j 0.0128148-0.00585605j 0.0334486+0.00420946j -0.0382842-0.0155575j 0.0131576+0.0154355j -0.0222386+0.0423518j 0.0199383+0.000895817j 0.0317926-0.00369115j -0.00874133+0.0169787j -0.0119562+0.0243402j -0.000510902+0.0202093j 0.0190803+0.0177885j -0.00596134-0.00488966j -0.00439611+0.00432243j 0.0037994+0.0147159j 0.035674+0.0117358j -0.00597165+0.00335602j -0.0032932-0.00561205j -0.00272553-0.00439373j 0.00929149+0.000191241j -0.0109695-0.0120397j -0.0181075-0.0143004j -0.00990785-0.0181797j 0.0102505-0.0260313j -0.0134607-0.00799462j -0.00649444-0.00907538j -0.0249235+0.0230228j -0.0191786-0.0241168j -0.0073284+0.000623328j 0.00673039-0.00651422j 0.0111999-0.00846034j -0.00338696+0.000664499j -0.000188884+0.00934702j 
0.0631733+0.0170221j -0.0346274+0.0169609j 0.0236559+0.083032j 0.133357-0.0798592j -0.026321-0.126002j -0.0861349-0.0201023j -0.0533483-0.0875632j -0.00105509-0.136005j -0.0974204+0.110694j 0.0371037-0.0510931j 0.0429335-0.0583097j -0.0879288+0.00584199j -0.0288431+0.0976636j 0.0300187+0.0206898j 0.0241328-0.00261697j -0.0636772+0.00626207j -0.0553025-0.0707394j -0.116207-0.00493914j -0.0279988+0.0110386j 0.0352739-0.0322911j 0.0303365+0.0391233j 0.0289137+0.0550814j 0.0233624+0.0876023j -0.0221083-0.0201156j -0.0517229+0.0103028j -0.00129646+0.0133212j 0.00426061-0.0618388j -0.017049+0.0893342j 0.137588+0.0978223j 0.0202209-0.137127j -0.0669785+3.38861e-05j 0.0318111-0.0251107j 0.0923326+0.0181733j -0.0678819+0.104166j 0.055761+0.0119708j -0.0218062-0.00463347j 0.0246699-0.025584j -0.0563424-0.0222519j 0.0116552-0.00460219j -0.0183158+0.00526847j -0.000321629-0.00297072j -0.0132719+0.019106j -0.00623407+0.00625939j 0.020663+0.0184108j -0.00106856+0.0144522j -0.0265976-0.00513885j -0.00893121-0.0242975j -0.0164997+0.00423737j -0.00163196-0.0119299j 0.00475318+0.00566322j 0.0141914-0.000342035j 0.0194676+0.0285855j -0.0133329+0.00423257j -0.00792657-0.0226088j -0.00434579-0.00676971j -0.0435049-0.0281703j 0.00495949+0.00965916j -0.0136996-0.00386011j -0.021686-0.0129401j -0.00558568-0.00611265j 0.00801364+0.0119218j -0.0184596+0.0137849j 0.00968996-0.0282413j -0.00934582+0.0119364j 0.020835+0.00489341j 0.0122866-0.00987094j -0.0188967+0.0113459j -0.0014867-0.0172195j -0.00946763+0.00903445j -0.0165022-0.0177496j 0.0327488+0.00315471j -0.00452869+0.0288484j 
-0.0370747-0.0568451j 0.0342493-0.0282828j -0.0539666+0.0197844j 0.0813273+0.0522177j 0.0154454-0.0359601j 0.0508476+0.0959804j 0.117623-0.177328j -0.0117537+0.137691j 0.153288+0.0021476j 0.0043175-0.0645276j -0.169044+0.0746036j -0.120266+0.0483867j 0.0303515+0.049358j 0.038978-0.0124065j 0.00274259+0.131024j -0.0167373-0.0932384j 0.0391053+0.0257072j 0.0391011+0.0106652j -0.163384+0.00285809j -0.0543571-0.00250828j -0.08811-0.00489651j -0.0192352-0.00632942j 0.0479557+0.172418j 0.134879-0.0367202j -0.0687905-0.0957412j -0.0239588-0.0528205j -0.0680954-0.0253908j -0.0297984+0.00284524j -0.0277048-0.0252219j -0.0585578-0.00116425j -0.060105-0.0545265j -0.0068066-0.0423918j 0.0110813+0.00180295j -0.0137578+0.00185475j -0.0072958+0.0192565j -0.0178072-0.0735824j -0.0400602+0.0311301j 0.0255775+0.0118016j -0.0153557+0.0217608j 0.0159948-0.0127148j 0.0141451+0.000595806j 0.00430996+0.0196977j 0.0236478+0.0230975j 0.00381029+0.000938071j -0.00368325-0.00959226j 0.00705359+0.0345329j -0.0168709-0.0309652j -0.0171445-0.0259073j 0.020575-0.0253251j -0.0249572+0.0131835j -0.0051137-0.00691648j -0.0212106-0.00392059j -0.00562031+0.0103737j 0.0192359-0.0152126j -0.0221445+0.00832923j -0.0009226+0.0382069j -0.00906465-0.00352786j -0.0361866-0.0178622j -0.0142179+0.0145182j -0.0304027-0.00362653j 0.00735759-0.00308446j -0.00671919-0.0049977j -0.0050597-0.0131605j -0.00178741-0.00167026j -0.00641748-0.00918499j -0.000569034+0.0101073j -0.00836624-0.000481362j -0.00931261+0.012591j 0.012655-0.00748653j -0.00227184+0.00168595j 0.000940685-0.00486342j 0.00907437+0.00911854j 
-0.0167232-0.0276457j -0.0186372-0.00125932j -0.0537064-0.103421j -0.0231112+1.37138e-05j -0.00129249-0.0437386j 0.0318605+0.0243126j 0.0762913+0.00624678j 0.105607+0.0287661j -0.203073-0.0480885j -0.0733118+0.106j 0.00779697+0.0200157j 0.0480852-0.0523063j 0.0516582+0.107744j -0.0231363-0.109824j -0.00751849-0.106666j 0.0104835-0.0102078j -0.0235286+0.0629039j -0.0339007-0.0423687j 0.0590787+0.0682208j 0.0458854-0.0668846j -0.103014+0.00309463j -0.0281725+0.142528j -0.0892872-0.00880305j 0.0704159+0.0807874j 0.00106069+0.0908051j 0.0823426-0.0223149j -0.0447285-0.0422032j -0.0195342-0.0801649j -0.0249239-0.0472689j -0.0229398+0.10443j 0.000510707-0.0115677j 0.0727982+0.108445j -0.0129354-0.0439962j 0.00091584-0.065991j 0.0271374-0.0246174j 0.0153502-0.0160577j -0.0138892-0.00104044j 0.00844448-0.0189471j 0.0394915+0.0279511j 0.0261069-0.0273565j -0.0265786-0.00859978j 0.0123153-0.0192925j -0.00609031-0.00317064j 0.00817756+0.0446903j 0.0021985+0.000704499j 0.0238977+0.00419794j 0.0062442+0.0029426j 0.00549302+0.0116472j -0.00215019+1.76929e-05j -0.0125028-0.00820895j -0.00398759-0.0235785j -0.0260258-0.00822408j 0.00533977-0.00406362j -0.0362033+0.00480425j -0.00693245+0.00919181j 0.00514894-0.00523027j -0.0132355-0.0204354j 0.00203451+0.00111636j 0.0185657-0.0171664j -0.00266316-0.00106966j 0.0147734+0.00273063j -0.0176047+0.00293506j -0.0101322-0.0212556j -0.00644076-0.00865837j 0.00894215-0.00204197j 0.00762771+0.0168229j -0.00891233+0.022944j -0.0138389+0.0099576j 0.0205538+0.000132998j -0.00683867+0.020152j -0.00148913+0.00916398j -0.00275038-0.0102893j 
-0.0514087+0.0252285j -0.0295208+0.0227864j -0.0724419+0.07439j 0.0999319+0.136198j 0.0560904+0.0396592j -0.198431+0.054202j -0.0379815+0.0461208j -0.130649-0.032028j 0.0181611+0.118595j 0.0328831+0.00737975j 0.0268027-0.138189j -0.0378246+0.0814137j -0.0151664+0.083104j -0.106886+0.00773652j -0.0135422-0.0701529j -0.0483622+0.0882437j -0.0976499+0.0537336j 0.0634996+0.185278j -0.0655799-0.0115006j 0.00719297-0.118766j -0.0842015+0.120085j 0.109008+0.0320739j -0.0123314+0.0508066j 0.0278108+0.0738227j -0.0182956-0.0957047j 0.00938451+0.0158493j 0.0158443-0.163901j 0.141872-0.0801275j 0.0360603-0.0207035j -0.0697739-0.00390124j -0.00885523+0.00401056j -0.0488074-0.096359j -0.00279584+0.0547822j -0.0812175-0.00737952j 0.00586511+0.0282842j 0.0401309+0.0214965j 0.0340771-0.0403041j -0.048807+0.0185017j -0.0091441+0.00113578j -0.0222515-0.000111563j -0.0425246-0.00992043j -0.0275252+0.00387909j -0.0104317+0.00135579j 0.027686+0.014796j -0.0122914-0.022197j -0.00242068-0.00682138j -0.00868227+0.0148357j -0.0154295+0.00112347j -0.00946572-0.00681738j -0.0393965-0.00874203j -0.0159737-0.0237514j 0.0228895+0.0115695j -0.0106185-0.00150347j 0.0300498+0.0124231j -0.00692836+0.0021675j -0.00373464-0.0136409j -0.021885+0.0162186j 0.00717562-0.00108216j -0.00993681-0.020433j 0.00605079+0.00180326j 0.0177246-0.00505842j 0.014569+0.0155799j -0.000394838+0.0236537j -0.00478695-0.0195062j -0.000719539+0.012341j 0.00156545+0.00478595j -0.00313614-0.00157755j -0.0133505-0.0114327j 3.5957e-05+0.00790338j -0.0143744+0.000865629j 0.00164117+0.00308542j -0.0175868+0.00275276j 
0.0555345-0.000659993j 0.0449063+0.0259469j -0.104642+0.0981648j -0.0251948+0.0970616j 0.103092-0.0528569j -0.112573+0.0435207j -0.0249661+0.0601592j -0.075072+0.0487605j -0.0867713+0.0489142j -0.0407894-0.0899108j 0.04521-0.0283742j 0.0942737+0.0624155j 0.0302677+0.0182549j 0.0413501-0.240464j 0.0893658-0.026968j 0.026279-0.0612704j 0.0967885+0.0251244j 0.0869+0.0122772j 0.0580184+0.0693986j 0.106448-0.173904j -0.063381-0.0478691j -0.202938+0.0351049j 0.0687401-0.0278626j -0.00954649-0.16263j 0.036362+0.0636271j -0.176727+0.0773312j 0.0868412-0.0576107j -0.0858536+0.0259431j 0.0249791-0.0954901j -0.0070496+0.017507j -0.041305+0.00578264j -0.00101073-0.0381935j -0.00919054+0.0530494j -0.018342+0.0345296j -0.0178318-0.0173162j 0.0369001-0.00635248j 0.0365119-0.0446801j -0.0444351+0.0121916j 0.0386607+0.0087998j 0.00944194-0.0157283j -0.0107363+0.0120158j 0.0157988+0.0344816j 0.0173641+0.0231776j 0.0033155+0.0400598j -0.0144012-0.00791236j -0.00547823+0.00433879j 0.02928-0.00373944j 0.00673424-0.00675845j 0.0187867+0.0105376j -0.00716396+0.0221259j -0.019937-0.00348833j -0.00422439+0.0110834j -0.0240295+0.000439422j 0.0128054-0.00599991j 0.0286706+0.0036991j -0.0155816+0.00111063j -0.0028375+0.00460091j -0.0125033+0.0122401j -0.0129365+0.0148083j -0.0287511-0.0276308j -4.44666e-05-0.00215523j 0.003164+0.00836235j -0.00238899+0.00927774j 0.00414522-0.0164644j -0.00851283+0.00697174j 0.00396966-0.0136707j 0.0117722-0.0101358j 0.0104833+0.00367986j -0.00420257+0.00680546j -0.000159758+0.000791054j 0.00199171-0.00515476j 0.00452484+0.00611313j 
0.0339993-0.0233138j -0.00902127+0.0740466j -0.0191715+0.0678677j 0.152678+0.0462154j -0.0395817+0.0836404j -0.00695044+0.0504985j -0.0841983-0.0959125j 0.0261659-0.133667j 0.0536149-0.0535097j -0.0263995-0.184751j 0.148264+0.108649j 0.198934+0.0112187j -0.0576079+0.00301741j -0.0592653+0.187508j 0.089788-0.0011507j -0.00301934+0.029003j -0.0594224-0.100628j 0.0869237-0.128368j 0.0363138-0.00570033j 0.138737+0.212012j 0.0994301+0.0207116j -0.109461+0.104283j 0.168254+0.0188755j 0.0372748+0.0728752j -0.114136-0.0548168j -0.115246+0.0550899j -0.0164086+0.0717251j 0.0290365-0.0909542j 0.0824024-0.0148224j -0.0915882+0.00659398j -0.0769077+0.011673j -0.0393899-0.0558722j 0.0706503+0.0266834j -0.0645556+0.0359116j 0.00658224+0.0534059j -0.0461682-0.00809507j 0.00653744-0.0293392j -0.0539184-0.0336775j -0.0244059+0.00204473j -0.0078898+0.0356287j -0.0376094-0.0145776j 0.0251785-0.0101544j 0.0105485-0.012489j -0.010621-0.00158881j -0.00147665+0.0182386j 0.000712286+0.0276105j 0.00620421-0.00438836j 0.0102506-0.00221908j -0.0136481+0.0341695j -0.00937654+0.0222031j -0.00795629-0.0173077j 0.0127428+0.0130224j -0.0263103+0.0343797j -0.00781752-0.00233775j 0.022709+0.0166245j -0.0251826-0.0100897j 0.0149137-0.0240524j -0.0172246+0.025587j 0.00218265+0.0126922j -0.0176603-0.00611044j 0.000685433-0.0147607j -0.0163961-0.00131761j 0.00213669+0.0104616j 0.00620707-0.000178652j -0.0106218+0.00521751j 0.00729984-0.00254915j 0.00608034+0.00685477j 0.00272914+0.00629515j -0.0016844-0.00210491j -0.0127059+0.00156273j 0.020936-0.000260189j 0.00155363+0.014806j 
