0.0915105+0.0450084j 0.156448-0.000429535j 0.126771+0.140528j 0.0244778-0.00175637j 0.0657442+0.0732847j 0.0242032+0.050786j 0.0503432-0.0836907j -0.00200783-0.0481182j -0.0362063+0.0761208j -0.0708297+0.087634j -0.106137+0.0319916j 0.0405269+0.0120322j 0.0308558-0.0754589j -0.0151102+0.00564867j -0.049364-0.00224536j 0.0503534-0.0925613j 0.199014-0.216586j 0.0785198+0.0186294j -0.266546-0.0122447j 0.0991976-0.087761j 0.00543623+0.13157j -0.114864+0.235978j -0.100793+0.0538593j 0.0454599+0.16241j -0.0481702-0.0462006j 0.149941+0.0376657j -0.0422109-0.13604j 0.0953558-0.117219j 0.284995+0.39697j -0.0154088-0.0841558j -0.155173+0.0037775j 0.0498214-0.00249218j -0.00486426+0.0239314j -0.0139678-0.0110256j 0.0456264-0.0275585j -0.033015+0.0171937j -0.0173642+0.037508j 0.0144595+0.010472j 0.0230515-0.00563033j 0.0431427-0.00218109j -0.0176441+0.00823444j -0.00903623+0.0222442j -0.00700597-0.00626695j 0.0232912-0.0240122j -0.0341281+0.00768996j -0.0248852-0.00802764j 0.00610488+0.00500909j -0.00402805-0.0210277j 0.00128831-0.00385926j -0.0269493-0.038231j 0.0578948+0.037468j -0.0211371-0.0411724j -0.0222203+0.00847392j 0.0156953+0.00328641j -0.0249528-0.0149179j 0.0363074-0.0195815j 0.0292099+0.0116001j 0.0509233+0.010682j -0.0873645+0.05103j 0.0352639+0.0223498j 0.00702537-0.104212j -0.0305495+0.063879j 0.00626891-0.0190888j 0.0485702-0.0274708j -0.0300225+0.0219442j 0.084934-0.00147929j -0.0523935+0.0814569j 0.132241+0.0787647j 0.072114+0.15887j 
0.011901-0.00314318j 0.000190112-0.00753432j 0.0150455+0.00527359j 0.0130526+0.00649716j 0.00465718-0.0149474j 0.00230654-0.0173153j 0.0135886+0.00845724j -0.0159757+0.0149791j -0.0115433+0.00736604j 0.00822315-0.000525813j -0.00976901+0.00258399j 0.00398465-0.0082814j 0.00359206+0.0086898j -0.00421028+0.00802263j -0.00463649-0.00568708j 0.000532144+0.00464138j -0.00215559+0.0039132j -0.00100499+0.00415921j -0.00335595-0.00274576j -0.00535277+0.00351815j -0.00477975-0.00597543j -0.00720437+0.00485332j 0.0061948+0.00126606j -0.0030197+0.00327271j 0.00109729-0.00320626j 0.00357262+0.00610466j -0.00672905-0.00287946j 0.00576126-0.00538769j 0.00860714+0.00582675j 0.007752+0.0147136j 0.017072+0.00309397j -0.0463678+0.0367901j 0.0123786-0.000744232j -0.00102104-0.0102709j -0.0204164+0.0224882j 0.0269206+0.0108066j -0.00247486-0.0257723j 0.0568091-0.0163112j 0.0154412-0.0253246j -0.012279+0.0038266j -0.0175952-0.0191562j 0.00497786+0.0250157j -0.0187181+0.0295371j -0.013109-0.020356j -0.0150956+0.00770607j -0.0231672-0.0089584j -0.0119831-0.00920223j 9.73325e-05+0.017613j -0.00913235-0.0253527j -0.00342385-0.021227j -0.00295408-0.0130917j 0.0223711-0.00695934j 0.0176738-0.0119712j -0.00342687+0.00719156j 0.0161774-0.0183037j -0.00579233+0.0039379j 0.00141513+0.00643038j -0.0134048-0.0124849j -0.00855038+0.0062068j 0.0123784+0.00847139j -0.00846659-0.00477431j -0.00399571+0.0218566j -0.00848891-0.00382572j -0.00379225-0.0194225j -0.0124318+0.0029734j 0.0101724+0.00389083j 0.00636991-0.00737903j 0.0124982-0.0036132j -0.00920711+0.000856111j 
0.00327662-0.0160573j -0.0163093-0.0136077j 0.000882377+0.00529245j -0.0122666-0.0204024j 0.033041+0.00479916j -0.0129025+0.00800513j -0.0190522-0.0304554j 0.00105359+0.0122009j -0.0149807-0.0218732j 0.000300353-0.00743135j 0.00147049+0.000134921j 0.013297+0.00343775j -0.0057236-0.00243173j -0.0031672+0.00319137j -0.000530772-0.00157245j 0.00214192+0.0021228j -0.000821556+0.00283389j -0.00346914-0.00411866j 0.00345866+0.00254729j -0.00414419+0.00225453j -0.0024001-0.00560893j -0.00138035+0.00178252j 0.000140734-0.00103778j -0.00128528+0.000120103j 0.00589321-0.00114147j 0.00657253+0.00144449j -0.00390229+0.000603834j -0.00375992-0.00499167j 0.00508595+0.00531747j 0.01279-0.0016543j 0.00641123-0.00241616j -0.00779947+0.00659403j 0.0114918-0.017629j -0.00172865-0.00585083j 0.0229218+0.0135313j 0.00581834-0.0129177j -0.00336098-0.00310448j 0.0147737+0.0146587j 0.0056981-0.00738116j -0.00653716-0.0226133j 0.00147177+0.0061106j -0.00295124-0.00450299j -0.0049797-0.00481761j 0.00562442-0.0140906j -0.00118633-0.0195093j 0.00458422+0.0107335j -0.00256759+0.000348737j 0.00284177-0.00453754j 0.00360832+0.00285549j -0.00694325+0.00461565j 0.00390863+0.0053896j -0.00446266+0.00355982j 0.0022373+0.00637394j 0.00528877-0.00394238j 0.00623939+0.00712214j 0.000250796-0.00440451j -9.02707e-06-0.00256331j 0.00411577+0.00358912j -0.00111035+0.00458184j -0.00133563+0.00204081j 0.00224274-0.0022455j 0.00593009+0.00161737j 0.00195695+0.00181006j -0.00143216+9.3252e-05j -0.00139758-0.00286233j -0.000956156+0.00278374j 0.00640662+0.00152684j 0.000809059-0.00356834j 0.00134251-0.00563111j 
-0.0133463-0.00675412j 0.00633535+0.0189886j 0.00131723-0.0109947j 0.0174258-0.00305532j -0.0021898+0.00850347j -0.0104073+0.0108691j -0.00313014-0.0152663j -0.0140245-0.0187879j 0.0151754-0.00781179j 0.02231+0.00690099j 0.00392453-0.00351249j 0.00404242-0.000496018j -0.000945908-0.0104622j 0.00146869+0.000873149j -0.00151101+0.00159393j -0.00306915+0.000623097j -0.00171926-0.00501828j 0.000572629-0.0168212j 0.00170109+0.00495757j 0.00592676+0.00112063j 0.00718336+1.43747e-05j 0.00996561+0.00142646j -0.00195604+0.00553138j -0.00368063+0.0041867j -0.00637517+0.00932513j -0.00104779+0.00133292j 0.00491563-0.00227046j -3.76568e-05-0.0052496j -0.00582554-0.00204753j 0.00318748+5.65383e-05j -0.016242+0.0101546j -0.0155054-0.0154993j -0.0182762+0.0139116j -0.0167489-0.0174091j -0.0248544-0.00984006j 0.00967181+0.00969259j 0.00727781-0.01025j -0.00889887-0.00519706j 0.00094867-0.00747049j 0.0084296+0.0101943j -0.0112784-0.0118558j -0.00789045+0.00192452j 0.00936863+0.00820183j -0.00142657+0.0123205j -0.0159886+0.0191308j -0.00262547-0.0072918j -0.000989808-0.00937941j 0.0123536+0.00182984j -0.0118263-0.00849454j -0.00998364-0.00966955j -0.0196504-0.00397425j 0.0101541-0.00447258j -0.00784462+0.00258426j 0.00189559-0.00352728j -0.00158884+0.00389511j 0.00508708+0.00267059j 0.00543541+0.00159489j -0.00982832-0.00650926j -0.00587101+0.0143509j 0.00350632+0.00566051j 0.00429007+0.00710875j 0.00807898-0.000840279j -0.0012766-0.000799158j 0.00674791-0.00585584j -0.00180382+0.00791707j 0.00171232-0.00515976j 0.000176335-0.00560297j -0.00131691+0.0059151j -0.00376921-0.00161726j 
-0.0139746+0.0170772j -0.0122877+0.00437728j -0.00656664+0.00400363j 0.0174573-0.00843219j 0.00659694-0.00264345j 0.00781461+0.00966753j -0.00236621+0.000800402j 0.000931056+0.00838347j -0.00293849-0.00492271j -0.00609955-0.00729371j 0.000821827+0.00320822j -0.000213145-0.00236325j 0.00188502+0.0100148j 0.0044122-0.00439j 0.00199838-0.00526697j -0.00195209+0.00190573j -0.000330772+0.00676084j 0.000102952+0.00488502j 0.00131821-0.000120432j -0.00283023-0.00258734j -0.00107806+0.000767994j 0.00127996-0.0052727j 0.000254325-0.00775786j 0.00227472-0.00280973j 0.00378483-0.00530897j -7.18142e-05+0.00451219j -0.00191027+0.00426002j -0.00356513+0.000294362j -0.00258248+0.000106005j -0.00430235+0.00924067j -0.01123+0.0106801j 0.0265929-0.0024015j -0.062368+0.00927822j -0.00998261+0.00141653j 0.000918232-0.0468151j 0.00440443-0.0105227j 0.00375324+0.016563j -0.018806+0.00391003j -0.0160621+0.0245784j -0.00735303+0.0191326j -0.0147554+0.0135647j -0.0426242+0.0188599j 0.0513416+0.0426138j 0.00536581+0.00776458j -0.0313948+0.0385407j 0.00034366-0.0088968j 0.0181486+0.000935456j 0.000204293-0.00563706j -0.0130356+0.00838518j -0.0171741+0.0153506j -0.0235084+0.0067474j 0.0176573-0.00803665j -0.0143879-0.00353277j 0.00342581+0.0103035j -0.0126463+0.0254229j -0.00444925+0.00968216j 0.00599461+0.00183265j -0.00962802+0.00977283j -0.00525589+0.00492736j -0.0160236-0.00516893j -0.00728483+0.0146479j 0.00676656-0.0155294j 0.00355868+0.00293577j 0.00177389-0.00286273j -0.00423881-0.0031091j 0.000530147+0.00552889j -0.00271988-0.0116365j -0.0173518-0.00191633j 0.00242808+0.00878664j 
0.0114203-0.0113914j -0.00558246+0.0153543j -0.0126274-0.00345673j -0.0105547-0.0129062j 0.00831769-0.00695068j 0.00165734-0.0026888j -0.00171337-0.00445288j -0.00177503+0.00772822j 0.000283601+0.00508238j -0.00627971-0.00419297j -0.000165366-0.00800671j -0.00199849+0.0032582j 0.00317326-0.00555112j -0.00630509-0.00134091j 0.00165127-0.00529323j -0.0020873+0.00395599j 0.00926014-0.00104485j 0.00381516+0.000266264j 0.0023492-0.000957144j -0.00276552-0.00233922j -0.00191606+0.00493495j -0.00335415-0.0020839j -0.00335899-0.00291503j 0.00354078-0.000358937j -0.0044197-0.000949781j 0.00583922+0.00269919j 0.000448939+0.000539462j -0.00319203-0.00614644j 0.0088996+0.00162515j 0.0153499-0.0168066j 0.00882355+0.00812689j 0.0248059+0.013202j 0.0347384+0.0206195j 0.0186666-0.0431875j -0.0181555+0.0201476j 0.00739883-0.0356754j -0.0129903-0.00725303j 0.0212059-0.0100105j 0.0106622+0.00352347j 0.00756673-0.0157716j 0.0197122-0.00759896j 0.0252974+0.0102862j 0.0600154-0.0333445j -0.0132496+0.00209385j 0.0387202+0.0391112j 0.0219489+0.00155338j -0.00939526-0.0300057j 0.00782775+0.0151283j -0.00949451-0.0148058j 0.0204602+0.00323187j -0.00645215+0.00726293j 0.0133029-0.0168696j 0.00857739+0.0147324j 0.0142519-0.0147842j 0.0136061+0.00968331j 0.0187775+0.00410542j -0.0103145+0.00310482j 0.00935616-0.00549101j -0.00440067+0.00865351j 0.00625158+0.0136508j 0.00846733+0.00202398j -0.0217838-0.015763j 0.00832971-0.000137396j -0.00980182-0.00630752j -0.0088213+0.00324396j 0.00332613-0.0123757j -0.00631932-0.0152275j 0.00709043+0.00302522j 0.0133321-0.00217139j 
-0.0242997+0.0104296j 0.016156-0.00827877j 0.0125503+0.0271902j 0.0172304-0.0195969j -0.00579951-0.0041108j 0.0154654+0.0022839j 0.000667294+0.0143253j -0.000629096+0.00400031j -0.00275823-0.00696348j -0.00713899-0.0121237j -0.00841447+0.00336826j -0.00600097+0.00114434j 0.00147099+0.00328579j -0.00114113+0.00289739j 8.38545e-05-0.00109733j 2.942e-05+0.00342901j -0.00155623+0.00578239j -0.00295458-0.0025472j -0.00419173-0.000441297j -0.00481832+0.000626571j -7.15258e-05-0.0115733j 0.00011457-0.00336305j 0.0106042+0.000232211j -0.00462552+0.00704707j -0.00104952-0.000653389j -0.000249005+0.00801189j -0.00908492-0.00119751j 0.0110249+0.002351j -0.00547647+0.00768833j -0.0265409+0.010912j 0.00462855-0.00859914j -0.0380839-0.0565056j -0.0592264+0.0718336j -0.0614809+0.022548j -0.047172-0.0194413j -0.0365575+0.0506825j -0.00246586-0.00448473j 0.000770366-0.0233628j -0.0101113-0.051992j -0.00511329-0.0073746j -0.00868962+0.00275778j 0.0146-0.0103193j -0.0179237-0.029657j -0.0286361+0.0262194j 0.0133448-0.00128554j 0.0111961+0.00112807j -0.0152344-0.0165354j 0.0027264-0.0073013j -0.00656544+0.00215146j -0.0220973-0.0143216j -0.0214994+0.00619547j -0.0015994-0.00947856j -0.00649375-0.00295079j -0.0144866+0.00623657j -0.00362911-0.000941948j -0.00592645+0.00988374j 0.00293446-0.00309224j -0.00431316+0.0141903j 0.0160215+0.0135044j 0.016589-0.0148205j -0.00244344+0.0235447j 0.0101899+0.0105832j -0.00204776+0.013484j -0.018123+0.0019092j 0.00963563+0.0217601j -0.00849412-0.0164749j -0.00360222-0.001774j -0.00775823-0.000699591j -0.0142989+0.0102597j 
-0.00290688+0.0219505j 0.0403133-0.0145125j 0.0188706+0.0199479j -0.00856389-0.00865264j -0.00333561+0.00846156j 0.0317384-0.0275839j -0.0167271-0.0181554j -0.00415298-0.00815836j 0.00780051+0.00352823j -0.00627998-0.00667988j -0.0101285-0.00148335j -0.00354877+4.23144e-05j 0.00345402+0.00644718j 0.00565506+0.00253223j -0.00536885-0.00460477j -0.00284023+0.00117807j 0.0005938-0.0030699j 0.00273318+0.00710067j -0.0109501+0.00670926j -0.000706593+0.00105302j 0.00398049+0.00388975j -0.000238463+0.00482963j 0.00301405-0.00724992j -0.00162298+0.00390853j -0.00568765-0.0057383j -0.00282399+0.00811431j -0.00062933-0.00131681j 0.00229033+0.00283606j -0.0111151+0.00588589j -0.000858974+0.0024983j -0.0130802+0.028196j 0.0125633+0.0051136j 0.00930695-0.00695896j 0.00650481-0.00678522j -0.00301742+0.0254991j -0.00139026-0.00376747j 0.00156233+0.00436269j -0.019653+0.00472658j 0.013113-0.0259089j -0.0150316-0.00245488j 0.00136088-0.00647754j 0.00069816-0.00229517j -0.00345601+0.00408966j -0.00227621+0.00476261j 0.00289824+0.00832771j -0.000555287-0.00780201j -0.000467385-2.18881e-06j -0.00371079+0.00496056j -2.72101e-05+0.000765051j 0.00546157+0.00509515j 0.0022557-0.0039261j -0.00230837-0.00235829j 0.00282511-0.00138919j -0.00279121+0.00477953j 0.000700484-0.00397581j -0.000505037+0.0011931j -0.00122003-0.00154483j 0.0016872+0.0046729j 0.00359957-0.00122642j 0.00285982-0.00284413j -0.000840037+0.00477853j -0.00486719+0.00917443j -0.00275629+0.00230486j 0.000201655+6.74815e-06j -0.00156281+0.00307184j 0.00251361+0.00188408j -0.00963877+0.00352761j 0.00665744+0.00720306j -0.0020507+0.00544002j 
0.0364386-0.0176584j 0.00372455-0.0151008j -0.00677687-0.00902978j -0.0112927-0.0214618j -0.0033182-0.0275588j 0.0150816+0.0142807j 0.0304503-0.0188275j 0.004167-0.00982076j -0.0116535-0.00243636j 0.00932944+0.00240486j -0.00899146-0.0150518j -7.9385e-05+0.00058948j -0.000186396+0.00198864j -0.0036138+0.0064487j 0.00492232-0.00823483j -0.00108351-0.000939529j 0.000850306-8.25695e-06j -0.00235929+0.000507234j 0.000876744-0.00401844j 0.00519634+0.00015597j 0.0040538+0.00407874j -0.00548062+0.00151807j 8.55161e-05-0.00551569j 0.00307889-0.00252869j -0.00388236-0.00360823j 0.00232891+0.000628125j -0.00607102+0.00776302j 0.0114644-0.00436774j -9.2989e-05+0.00351597j -0.0217823+0.0258493j -0.00697729+0.00591035j 0.00476855+0.00489265j 0.00443796-0.00481421j 0.00975631-0.00714859j -0.0117739+0.00342151j 0.00780029-0.0186989j -0.0141236+0.0038913j -0.00315379-0.0187456j 0.0261967+0.00827023j 0.0104613-0.00231235j 0.00157921-0.00237685j 0.000398288-0.00592497j -0.00249553-0.00220347j -0.0075182+0.00480189j -0.00616986-0.00651053j 0.00637273-0.00122906j -0.000437995-0.00201658j 0.00143252-0.00191024j -0.00269577+0.000575715j 0.00731627+0.00415769j 0.00168006+0.00539859j 0.0024228-0.00485893j 0.00507109+0.00239899j -0.00241224+0.00227516j 0.00435122+0.00654936j -0.00158201+0.00262959j -0.00121142+0.00271062j -0.000430227+0.00205991j 0.00450333-0.0007635j 0.00287366-0.002304j -0.00158104+0.00208997j 0.00056323-0.00631228j -0.00362661+0.00531374j -0.00341623+0.000912828j -0.000213326+0.00368538j 0.00871955-0.00493661j 0.0028533-0.00100768j 0.000168312-0.00223191j 0.00650139+0.00784312j 
-0.0611592+0.0149571j -0.0256879+0.0546979j -0.00853587+0.010106j -0.0115051+0.00585786j 0.0122856-0.010531j 0.0108541+0.00150693j -0.00233092+0.0107925j 0.00257346+0.00557206j -0.00142829-0.0141544j -0.00891791-0.00300497j 0.0098329+0.00494559j -0.00214687+0.00303308j 0.00137826+0.00214982j 0.00134371-0.00250522j 0.001173+0.00151075j -0.00103603+0.00255184j -0.00320881+0.00687245j -0.00428196-0.00250224j -0.000291745-0.000779j -0.00608148+0.00351125j -0.00394646-0.00973965j 0.00410266-0.0070005j 0.00949586-0.000784724j -0.00642491+0.00758142j 0.00461191-0.00118342j -0.00652525+0.00799049j -0.00227458-0.00388347j -0.00292498+0.0104239j -0.0124711+0.000487894j -0.0748811-0.000646199j -0.0355592+0.0826625j 0.034026-0.0362799j 0.0523226-0.0390635j 0.0389002-0.0329739j -0.0367362+0.017081j 0.0192464+0.00926172j -0.026336+0.00408116j -0.0497462+0.0448209j -0.0143013-0.0317891j 0.0114957+0.0356051j 0.0476128-0.0301233j 0.00873045-0.00731072j -0.00573024+0.00400197j -0.00121439+0.0253766j -0.0103838+0.0116154j 0.00531387-0.0264689j -0.0182149+0.00598399j -0.00677248+0.00463899j -0.000591872-0.00317857j 0.00161706-0.0203022j -0.00293779+0.00390986j 0.00324762-0.00428088j 0.00739748-0.0136969j -0.0105711+0.0101697j 0.00811844-0.0149995j -0.00377707+0.0075169j 0.00190209+0.00326996j -0.00444419+0.000687953j 0.0187954-0.00504636j 0.000894892-0.00934808j 0.0003571+0.0211241j -0.000106797-0.00168138j 0.0011212+0.001484j -0.0145176+0.014076j 0.0125362+0.00274577j -0.0117041-0.00223634j 0.00105894-0.0155707j -0.0206213+0.0103821j 0.00886077+0.00944065j 
0.0223971-0.0610391j -0.065507+0.0207461j 0.0210053+0.0108246j -0.00013177+0.00621834j -0.0275077-0.00430212j 0.0214727+0.00312477j 0.000726315+0.0168144j -0.00518361-0.00463029j -0.0163259-0.00520569j -0.000843767-0.00116268j 0.00629843-0.00697118j 0.00208024+0.00328697j 0.00311911+0.0104298j 0.000860966-0.000718653j -0.00382975-0.0035277j 0.00123899+0.00138904j -0.00289024+0.0114672j -0.000979741-0.000882882j 0.00011984-0.00875027j -0.0028791+0.00598385j -0.00314901-0.00459194j -0.00306339-0.00179825j -0.00226256+0.000910132j -0.00347301+0.00238293j 0.00153137-0.00490094j 0.00155962-0.000860222j 0.00524574-0.00116012j -0.01568-0.00360971j 0.00625345-0.0109262j 0.0508271-0.0910785j -0.0887682-0.000688222j -0.0451905-0.0215548j 0.00532967-0.0414399j -0.0748399-0.0132859j -0.0264459-0.0217642j -0.00333183+0.0232366j 0.0468374-0.00407629j 0.0384104+0.0288395j -0.0496621-0.0102626j 0.0315339-0.0129981j -0.0180474-0.0566684j -0.00493511-0.00799357j -0.00130104-0.00880176j 0.0199799+0.000945218j 0.00404648+0.0330539j -0.011779-0.00720577j 0.00695142+0.0156245j -0.00657874+0.0122996j 0.00529795+0.00538369j -0.0189099+0.00625618j -0.00140592+0.000132141j -0.00251819-0.00698014j -0.0185748-0.00156345j 0.00578506+0.0137092j -0.00933628-0.00438131j -0.00127918+0.00454545j -0.00167688-0.00812545j 0.0105996+0.0123021j -0.000655789-0.0248286j -0.00035077+0.00206211j 0.025053+0.00631455j 0.0100637-0.00293959j 0.00450136+0.014304j 0.00335018+0.0121792j 0.0101902-0.014975j -0.00474872-0.0061386j -0.00111764-0.00428316j 0.0131713+0.0099229j 0.0256951-0.00824818j 
-0.0823834+0.0543106j -0.0291756+0.0479779j 0.00719552-0.00851557j 0.0279634+0.0201722j 0.00476804+0.00324393j 0.024208-0.010431j -0.0147983-0.00701156j -0.0168066+0.0117036j 0.00482237+0.00708306j -0.0122222+0.00788059j 0.00845547+0.0116564j -0.0022747-0.00404721j 0.00967755-0.00719415j 0.00599064-0.00681465j -0.0038113+0.00956261j -0.001613-0.000995893j -0.00247438-0.00999547j -0.00172678+0.00463521j -0.00446056+0.0123433j -0.0029805+0.000768621j -0.00233234+0.00829066j 0.00791937+0.00382984j 0.00885181-0.00217622j -0.00544105-0.00138674j 0.00346679-0.000986065j -0.0111079+0.00139569j -0.000294117-0.00200444j 0.00106386+0.0212139j -0.024216+0.00379062j -0.0556668+0.0432546j -0.0720716+0.0806988j 0.00676826+0.00744892j -0.0578354-0.0448773j -0.0181974-0.0265191j -0.0686502+0.00633461j -0.023893-0.0589267j 0.0384844+0.0196386j -0.0121956+0.0152296j -0.0623018+0.0151327j -0.0075672+0.02619j 0.00424875+0.0548163j 0.00609526+0.0113317j 0.0180952-0.0100644j 0.0010283-0.00968361j 0.00527608-0.0149147j -0.0173918+0.00866667j -0.00274658-0.0214294j -0.0128721+0.0110481j 0.00970812-0.0108869j -0.0045477-0.0160876j 0.00728818-0.00787065j -0.00462847+0.0154778j -0.00400457+0.00522086j -0.00555267-0.0153013j -0.0109206-0.00855575j -0.00280372+0.000612316j 0.00660779+0.00522125j -0.00427726-0.0309406j 0.00957435+0.0109984j -0.0096606-0.00206326j -0.0205179-0.0139913j 0.00761788-0.00569549j -0.00872016-0.0284475j -0.0122463-0.00325427j 0.00332279-0.00263487j -0.00275294+0.0251654j 0.0206417-0.00617842j -0.0384498+0.00116682j -0.0173743+0.0124325j 
-0.0274966+0.0522562j 0.0807602-0.0578835j 0.0318053+0.0270776j 0.000527667+0.00752675j 0.0116791+0.000314164j 0.0182335+0.00997117j 0.0151443-0.00482509j -0.0114272-0.0208719j -0.00319314-0.00539166j -0.0138212-0.00823697j -0.0193269-0.00261198j -0.00164257+0.00161963j 0.012868+0.0104221j 0.00478864+0.00275034j -0.00383966-0.0038719j -0.00171701+0.0018319j 0.0111961-0.000947689j 6.38933e-07+0.00405176j -0.0148861+0.00416918j 0.00499819+0.000751239j -0.00404418+0.00120506j -0.00624883+0.00480142j 0.00455215-0.00238333j 0.00812544-0.000382291j -0.00680941-0.000835872j 0.00799649+0.000162133j -0.0115253+0.00340302j 0.0243217-0.00354138j 0.000755884+0.0182431j -0.0648604+0.0889955j 0.0556531-0.0547788j -0.06051-0.0492382j -0.0214053-0.00469962j 0.0469877-0.0031568j -0.038116-0.0622227j 0.0425348+0.00742944j -0.00740539+0.0519194j -0.0193698-0.00259471j -0.0130976-0.0566016j -0.0431008-0.0275163j -0.0337779-0.0065216j 0.00188867-0.000821567j 0.0122577+0.0188396j 0.0130816-0.00868598j 0.0209668+0.0167079j -0.00431808-0.0116869j 0.0220573-0.00240341j -0.0187733+2.57841e-05j 0.00724488+0.00256886j 0.0030528+0.0120362j -0.00423465-0.00555035j -0.0151857-0.000820255j -0.0190607+0.0041938j 0.00802375-0.00384441j -0.000543304-0.0130121j -0.00444865-0.00666507j -0.0103777-0.00470654j 0.0394234+0.00176341j -0.00619164+0.00627994j 0.00241925-0.000264155j 0.00226024-0.0111252j 0.00999761+0.0249719j 0.0187863-0.00424925j -0.00839907-0.0146826j 0.00140546+0.0018636j -0.014719+0.0149716j -0.00404095+0.0311268j 0.0166061-0.0138526j -0.0357198+0.00631933j 
