0.0915105+0.0450084j 0.156448-0.000429535j 0.126771+0.140528j 0.0244778-0.00175637j 0.0657442+0.0732847j 0.0242032+0.050786j 0.0503432-0.0836907j -0.00200783-0.0481182j -0.0362063+0.0761208j -0.0708297+0.087634j -0.106137+0.0319916j 0.0405269+0.0120322j 0.0308558-0.0754589j -0.0151102+0.00564867j -0.049364-0.00224536j 0.0503534-0.0925613j 0.199014-0.216586j 0.0785198+0.0186294j -0.266546-0.0122447j 0.0991976-0.087761j 0.00543623+0.13157j -0.114864+0.235978j -0.100793+0.0538593j 0.0454599+0.16241j -0.0481702-0.0462006j 0.149941+0.0376657j -0.0422109-0.13604j 0.0953558-0.117219j 0.284995+0.39697j -0.0154088-0.0841558j -0.155173+0.0037775j 0.0498214-0.00249218j -0.00486426+0.0239314j -0.0139678-0.0110256j 0.0456264-0.0275585j -0.033015+0.0171937j -0.0173642+0.037508j 0.0144595+0.010472j 0.0230515-0.00563033j 0.0431427-0.00218109j -0.0176441+0.00823444j -0.00903623+0.0222442j -0.00700597-0.00626695j 0.0232912-0.0240122j -0.0341281+0.00768996j -0.0248852-0.00802764j 0.00610488+0.00500909j -0.00402805-0.0210277j 0.00128831-0.00385926j -0.0269493-0.038231j 0.0578948+0.037468j -0.0211371-0.0411724j -0.0222203+0.00847392j 0.0156953+0.00328641j -0.0249528-0.0149179j 0.0363074-0.0195815j 0.0292099+0.0116001j 0.0509233+0.010682j -0.0873645+0.05103j 0.0352639+0.0223498j 0.00702537-0.104212j -0.0305495+0.063879j 0.00626891-0.0190888j 0.0485702-0.0274708j -0.0300225+0.0219442j 0.084934-0.00147929j -0.0523935+0.0814569j 0.132241+0.0787647j 0.072114+0.15887j 
0.0018122+0.0109322j 0.0109593+0.0259727j -0.0130288-0.00256881j 0.00814708-0.0108569j 0.00978131-0.0047094j 0.028485-0.0144105j -0.0108699-0.0162343j -0.0107454+0.00850333j 0.0280852-0.00750456j -0.00769407+0.0178291j -0.0228765-0.0316769j 0.0165239-0.00844616j 0.0299275-0.00933154j -0.0209746-0.00110706j -0.0181161-0.0238941j -0.0149978-0.00415943j -0.0327305-0.00783021j 0.0205385+0.0212757j -0.0017869-0.0260379j -0.000493892-0.00433879j -0.011828+0.00175053j 0.012733+0.0050932j 0.00725558-0.0133014j -0.00190848-0.00380116j -0.00606126+0.00239688j 0.00888553-0.00191615j -0.00578546+0.00275943j 0.00221668-0.00465221j 0.00777822+0.000694497j -0.00800474-0.00845522j -0.000928671+0.0593254j 0.0229041+0.00886458j -0.0159084+0.0294802j 0.0299873-0.0215236j -0.0339933+0.0569683j -0.0239144-0.057689j 0.0856899+6.92784e-05j -0.218152-0.0215321j -0.0112737+0.119436j 0.0324033-0.0121791j 0.0342116-0.100063j -0.100209+0.0956212j -0.157246-0.0688098j -0.0409393+0.00108421j 0.118203+0.0138197j -0.184932-0.040449j 0.04437+0.0954996j -0.277963-0.0327499j 0.0337945+0.0753155j -0.020642+0.113879j -0.297645+0.0754691j 0.0354874-0.0623451j 0.235481-0.0508714j -0.181128-0.0838837j -0.116353+0.0807331j 0.163038-0.169453j 0.120062+0.135967j -0.0948864+0.0559063j -0.0181475+0.034192j -0.156959+0.0535876j -0.00247828-0.108356j 0.0830393-0.0579422j 0.00297291-0.0952926j -0.0267702-0.0325054j 0.00415572+0.0423273j 0.00939566-0.0217381j -0.0159943-0.0131226j -0.0100625+0.013399j 0.00211528-0.0346564j 
0.00620941-0.00707576j 0.00549018-0.0217553j 0.00444821+0.0122666j -0.00166195+0.0102879j 0.00228926-0.000657663j -0.0135527+0.0143523j 0.00329442+0.0174088j 0.0159285+0.019609j 0.013351-0.0274213j 0.0117522+0.0400695j -0.00874243+0.00846161j 0.0142371-0.0168761j 0.0151906-0.0169845j -0.00886667-0.0527034j -0.00368783+0.000150231j -0.028542-0.0182772j 0.00464728-0.00609159j -0.0166343+0.0199013j -0.00579886-0.0178331j -0.0078657-0.0088276j 0.00565231-0.00564061j 0.00874971+0.0232391j 0.0119232-0.0093175j 0.0157451+0.0190355j 0.00643235+0.000948965j -0.00401023+0.00670632j -0.00612643-0.00314837j 0.0041696-0.00728285j 0.00467165+0.00108285j -0.0135333+0.0192222j 0.0210764-0.0266265j -0.0181976-0.0320398j -0.0126986-0.0280577j 0.00440979+0.00485957j 0.0603521-0.069191j -0.0298224+0.023773j 0.0126292-0.00161848j -0.0686762+0.00183224j -0.0800933+0.126722j -0.061066+0.00883412j 0.120792-0.0307194j -0.171714-0.103244j 0.00898763-0.137155j 0.0744405-0.167089j 0.104181+0.0778737j 0.10671-0.137365j 0.282331-0.172702j 0.153046-0.054065j 0.0938109-0.076257j -0.0854455+0.0144697j 0.0599539+0.0829848j 0.0494642+0.349584j -0.00199401-0.0531004j -0.0162316+0.0310251j 0.0166702+0.0021072j -0.00281939+0.0689637j 0.0265961-0.0125151j 0.0963394-0.0109642j -0.00203404-0.0866531j 0.146258-0.103295j -0.054093+0.0210445j 0.0279536+0.0838115j -0.0303971+0.00865042j -0.0130635+0.000543013j 0.0451987+0.0186808j -0.00873885-0.0232604j -0.0339865+0.0335817j 0.00860742+0.0120088j -0.0126749-0.0266148j 
0.00335712-0.00417514j 0.0443097+0.0288007j 0.0491259-0.0396671j 0.0317672-0.00601031j 0.0121991+0.00429312j 0.0252431-0.0544632j 0.0268244+0.0267575j 0.0346181+0.00375193j -0.0151197-0.0274556j -0.00958123+0.00405311j -0.0103499+0.0335814j -0.00957293+0.0451954j -0.0220464+0.0330896j -0.0286962-0.00556292j 0.00425729-0.00996188j -0.0188936-0.00907517j 0.00243614-0.0107024j 0.0107941-0.00389188j 0.000916365+0.0223528j -0.00628501+0.0224026j 0.0200814+0.0116152j 0.0155124+0.00908719j -0.0162871+0.00978155j -0.00841076+0.00306745j -0.0032804-0.00353809j 0.00678959+0.00569642j -0.0107367-0.00691256j 0.0145434-0.011464j 0.00349684+0.0109579j -0.0130185-0.0447289j 0.0396988+0.0640466j -0.0993204+0.0691941j -0.0835929-0.0129788j 0.0707957+0.0312555j -0.137079+0.128457j -0.0241835+0.0859486j -0.147629-0.181396j -0.0487378+0.114351j 0.131496-0.0568224j -0.0246758+0.13083j 0.0643529-0.00373171j 0.039337-0.103576j -0.0576801+0.232748j -0.043485+0.104335j -0.0599856+0.122378j 0.0925162-0.0370047j 0.0023536-0.0314621j 0.141781+0.107929j 0.185126+0.0796615j -0.169936-0.130323j 0.118599-0.0369114j -0.0133983+0.0038088j 0.0176644+0.00762898j 0.0488495-0.293623j -0.0959863+0.013782j -0.0403807-0.121123j 0.0107887-0.0251864j -0.18151-0.126236j 0.138492+0.10505j 0.137156-0.0108465j 0.222476-0.102888j 0.0355549-0.069256j -0.0882506-0.000768461j 0.0469446-0.0172201j -0.0726217+0.0332253j 0.112948-0.017393j 0.0476636-0.0495883j 0.0237141-0.0515813j -0.0286075-0.0803248j 
-0.0191216+0.0176749j 0.00327228-0.0146844j -0.00508762-0.00292958j -0.0119783+0.0107513j 0.00123742+0.0115432j -0.0152385+0.00463314j -0.00581708-0.0104534j -0.00017771+0.00824518j -0.0282602+0.0201817j 0.0149489-0.0214317j 0.024323-0.00986379j -0.0378311-0.0152334j -0.0312035+0.00187669j -0.00774407+0.0264517j -0.0233561+0.0263445j -0.0327014-0.0081806j -0.0111214+0.0115755j 0.00172584-0.00656111j -0.00118207+0.00696498j -0.0117882+0.00496985j -0.0215158-0.00097455j 0.00444321-0.00475359j 0.0115351+0.00180941j 0.00856131+0.0148208j 0.00124571-0.00264394j -0.00782518-0.00261478j 0.0050097-0.00086019j 0.00684799+0.00511698j -0.00502217+0.0109672j -0.0376576+0.0152798j -0.0184107+0.00483j 0.0266762+0.00728199j 0.020189-0.00907155j 0.0123086+0.0219941j 0.107444-0.00746411j 0.0198583-0.0244048j 0.0589834-0.0147775j 0.0815921-0.0808818j -0.140502+0.0185711j 0.0117915-0.143275j -0.00958859+0.0627302j 0.152325-0.096633j 0.123269+0.0180244j 0.107139+0.135359j -0.225262+0.0284996j 0.238155+0.15143j 0.00324131+0.121922j 0.0510699+0.0857857j -0.102067-0.0472382j 0.0117564-0.0755576j 0.079314+0.028671j -0.0697249+0.2443j 0.0646124+0.0309743j -0.0366821-0.0151291j -0.0795365+0.065214j -0.0258813+0.0110825j 0.0193603+0.0181014j 0.0341104-0.0344275j 0.000563187+0.0256953j -0.00538441+0.031849j 0.0226759+0.0882854j -0.0621328+0.0286499j -0.00478706-0.0300309j 0.0522584-0.0128653j 0.0348754+0.00348002j -0.056217+0.0335821j 0.0142773+0.0404149j -0.0263026-0.0436104j -0.0111528-0.0069089j 
0.0258095-0.0095198j 0.0130482-0.00288698j 0.00812157+0.00121936j -0.010762-0.0144434j -0.00252164-0.0363491j 0.025328-0.0028068j 0.0342648-0.0140442j 0.0421555+0.00567766j -0.0360894+0.00300514j 0.0110313-0.00393871j 0.00408947+0.0106188j -0.0235875+0.0101182j 0.0168816+0.0202815j 8.546e-05-0.0408535j 0.0164113+0.011267j -0.0122467-0.00542913j 0.0102583+0.00792905j 0.00169713+0.00069505j 0.00483509+0.0298291j 0.00198484-0.00980366j -0.00227241+0.0018232j -0.0202064-0.00405884j -0.00588305+0.00151518j -0.0124982-0.01808j -0.00123118+0.00332602j 0.00691989+0.00737426j -0.00624257-0.00421721j -0.00546615-0.00815257j 0.00849382-0.00659907j 0.0257391+0.00302944j 0.0290261-0.013493j -0.0137584-0.0148283j -0.010501+0.0187965j 0.0251492-0.0628356j -0.181591+0.0273223j 0.0461413-0.0597566j -0.138612-0.0477973j 0.0879713+0.118817j 0.149326-0.00771381j -0.0322422+0.115264j -0.14695+0.228659j 0.165205-0.170826j -0.132908-0.162198j 0.0893401-0.165283j 0.160235+0.137564j 0.0884261-0.126083j 0.148822+0.221605j -0.108516+0.0799589j -0.108059+0.0544848j 0.0294991-0.0384699j -0.0860757-0.0537289j 0.0689534-0.158212j 0.0572979+0.027341j 0.104488+0.0660636j 0.117395-0.000739461j -0.159258+0.14426j 0.0651956-0.00358474j -0.0217917-0.0094535j 0.104113+0.05032j -0.127815+0.0470424j -0.0633598-0.0329501j 0.0389309+0.00212291j 0.061369+0.0469742j -0.0393128-0.0480909j -0.0726226+0.000140221j 0.0648666-0.0204213j -0.0257451-0.0279096j 0.032506+0.035402j 0.000764608-0.00862387j 
-0.0381456-0.00104446j -0.052942+0.0474635j 0.00547333+0.0242866j 0.0339712-0.0193362j -0.0465606+0.0139447j 0.0261562+0.0438591j -0.00610323+0.0483751j 0.00603498-0.0313324j 0.011921-0.00383434j 0.00356937+0.0323203j -0.00349558+0.0335724j 0.0524241+0.00701877j -0.0386424+0.0124329j 0.000289007+0.016362j 0.0135596-0.0162058j -0.0167148+0.0113179j 0.00263454+0.00324531j -0.00725645-0.0194557j 0.0243153+0.0044991j 0.0111009-0.0111114j 0.0143974+0.0003286j 0.015741-0.00620261j -0.00401291+0.00735578j 0.00914401-0.0167844j 1.8658e-05+0.0168756j 0.00500773-0.0167707j 0.0115935+0.00567389j -0.0138889+0.0182096j -0.0120793-0.00911734j 0.0243659-0.0324882j -0.0764856+0.0205307j 0.0194608-0.0028803j 0.0130888+0.00784027j -0.197638+0.00694306j -0.0488479-0.228934j -0.0561178+0.199818j -0.0250888+0.0987956j 0.0862345+0.128814j 0.242657-0.090978j 0.184136+0.290292j -0.12872+0.0630655j -0.0491983+0.0694271j -0.0370055+6.27191e-05j 0.142753-0.103333j -0.0117148-0.122454j 0.0659347+0.0984037j -0.137616+0.0800869j 0.0922142-0.010098j 0.0550939-0.138261j -0.153004+0.0897185j 0.0974758+0.0695679j 0.0259551+0.0461005j 0.105298-0.110765j 0.105711-0.0184516j -0.0578094-0.162302j -0.0690493+0.0826906j -0.0686586+0.0359799j 0.0587022+0.0628731j 0.0117652-0.0114903j 0.0243954-0.16217j -0.0552885-0.0471989j -0.0249226+0.00727207j 0.0098553+0.0336067j -0.107887+0.0270197j 0.0401004-0.0273395j -0.0423904-0.027647j 0.00302258-0.0653984j -0.0368119+0.0276548j 0.0383653+0.0908996j 
0.0464609-0.0140626j -0.00480307-0.00659834j -0.0169308-0.0470113j 0.0130995+0.0216476j 0.0494642-0.0194868j -0.0411761+0.011098j 0.0228651-0.0320417j 0.00915675+0.0377155j -0.00930061-0.0163481j 0.00514878+0.0322551j -0.0156109+0.00167592j 0.0128788+0.00341567j -0.0149195+0.0291164j 0.0362399+0.0220495j -0.0160139-0.00061973j -0.00320836-0.00218392j 0.00357159+0.0014922j 0.00584605+0.00787766j 0.000805093-0.00422791j 0.0058389+0.000512905j -0.015388+0.0119375j 0.012849+0.00423059j -0.0055569-0.000721464j -0.010129+0.00379647j -0.0130357-0.0177705j 0.00427728+0.00330611j -0.00146718+0.00824671j -0.00466964-0.00375511j 0.00206881-0.00470672j 0.0338623-0.00962401j 0.0288734+0.00800497j -0.0517678+0.0933209j -0.0474429-0.0236908j 0.209184-0.0657733j 0.144088+0.0105183j 0.0915981-0.152147j -0.0970968-0.0236038j -0.0257123+0.161199j 0.14187+0.0245203j 0.00230702+0.0395755j -0.186796+0.00984165j 0.27495+0.199541j -0.118786-0.167785j -0.0983146+0.0309623j -0.137658+0.0446817j -0.0368198-0.00788882j 0.121898+0.109696j -0.0247313-0.159062j 0.201485-0.175091j 0.0286502+0.0394739j -0.0136153-0.122509j 0.108348+0.190725j -0.123313+0.0729404j 0.0508981+0.0640388j -0.0698323+0.0315659j 0.00961176+0.0480651j 0.0573392-0.0258784j 0.0169425-0.047674j -0.0195905-0.0652703j 0.0367094+0.04467j 0.040208-0.0278075j 0.0894002-0.125044j -0.0101099-0.015042j 0.149252-0.0199128j -0.00630715-0.0199781j 0.0522119+0.00466679j 0.0480342-0.0127927j 0.0239501+0.00286768j 0.00842329-0.0299323j 
-0.0528077+0.0756003j 0.0416511+0.0236845j -0.070712+0.00904424j -0.00229198-0.0513259j 0.0231672-0.0168059j -0.00581336+0.0114246j -0.0133412-0.00281674j 0.0391434-0.00062129j 0.0271376+0.0491268j 0.00653752+0.00633952j -0.0020092+0.0258942j -0.0043757-0.0140215j 0.0189383+0.00113074j 0.0132078-0.0034579j -0.00103308+0.00225053j -0.0150735+0.00285435j -0.00882242+0.012503j 0.0243241-0.0104124j -0.0110604-0.000947646j -0.0143007-0.000479895j -0.00216407-0.00572081j 0.00963649+0.00741892j 0.00379922+0.0145531j -0.00827675-0.0162731j 0.00318861-0.00335823j -0.00260543-0.00917915j 0.00812694-0.00849073j 0.00524559+0.0181549j -0.0236794+0.0105741j -0.092172+0.019012j -0.0310534+0.0785447j 0.161748-0.00449853j 0.0076482+0.173271j 0.0403546-0.0704969j 0.0517898-0.107193j -0.0265878+0.00614825j 0.025928-0.0937474j -0.229551+0.00856356j 0.121659+0.0128249j 0.0394047+0.0214087j 0.121524+0.212385j -0.0670914-0.115175j 0.0815705-0.113832j 0.230351-0.110113j -0.114021-0.152986j 0.017666+0.149899j -0.0465748-0.034757j 0.116575-0.184945j -0.0898522-0.0822166j -0.0179641+0.0293191j -0.140277+0.0340841j -0.0211879+0.00620273j -0.0459711+0.0640685j 0.0380694-0.131685j 0.164754+0.0546803j 0.0925812-0.0423899j 0.0687161-0.0374432j -0.049064-0.0371822j -0.122154+0.228422j 0.013168+0.0716899j 0.0243136+0.0100479j -0.00924396-0.0347746j 0.0122557-0.078546j 0.0173793+0.0468982j -0.086713+0.052094j 0.0345631+0.0178152j 0.0208029-0.0474389j -0.0636141-0.0517886j 0.00403925+0.0611628j 
-0.00917151-0.027612j -0.0464114+0.0649097j -0.0348842+0.0337441j -0.0806627+0.0447517j 0.0169623-0.0227604j -0.0492746-0.0343848j 0.0300457-0.0385727j 0.0172663-0.00781869j 0.0412184-0.0403084j -0.000164177+0.00342545j 0.0176636+0.0147327j -0.017143+0.0240107j -0.00171672-0.00410265j -0.00342425-0.000784661j -0.00778346-0.0103441j 0.00590135+0.00658582j -0.00702815-0.00590048j 0.00645376-0.002954j 0.0149088+0.00719994j -0.0158609+0.0108985j 0.00277315+0.0166441j -0.00736607+0.00746217j -0.00981488-0.00772593j -0.0024359-0.0151131j -0.000685553+0.001248j 0.0134112-0.00567039j 0.00277793+0.0146927j -0.0226498+0.00948638j 0.00616525-0.0199243j 0.0398459-0.065968j -0.0606757+0.0180185j 0.0214159-0.123714j 0.198978+0.000587315j 0.102709-0.103489j 0.238271+0.139929j 0.118881-0.194827j -0.308365+0.111591j 0.119224+0.154657j 0.0390027+0.0206062j -0.117975-0.0861062j 0.116006+0.00992869j -0.0734353+0.0480312j -0.0780145-0.114308j -0.190933+0.0360565j -0.162264-0.150057j 0.193422-0.0844041j -0.0478885+0.01232j 0.00188322-0.0793333j -0.0669629+0.0816991j -0.0997474-0.103906j 0.0237454+0.191489j -0.0592723-0.0141418j 0.0103681+0.101419j 0.0129347+0.00251231j 0.106188+0.0913544j 0.00996885+0.013484j 0.00773643+0.0251184j 0.0197795+0.00237616j -0.0316804+0.0601576j -0.00994909-0.052942j -0.0106968+0.0635952j 0.0067467+0.024432j 0.0262125+0.0662138j -0.0513767+0.0693044j 0.0292993+0.0124653j -0.00934503-0.0665412j 0.0262112-0.0292441j -0.00588271+0.0715786j 0.0590461+0.0316745j 
0.0858383-0.216897j -0.160763+0.111507j -0.0304435-0.0121108j 0.00790738-0.0157088j -0.0504883+0.0165872j 0.00341482-0.03093j -0.0581769-0.00586465j -0.00550702+0.0254362j -0.01669+0.00440319j 0.0238324-0.000587204j 0.0245487-0.00834156j 0.00271026-0.0129565j -0.000190245+0.00209219j -8.97625e-05-0.00952665j -0.00807008+0.00565634j 0.00222483+0.000373405j -0.0158376+0.0060684j -0.00671406-0.00568416j 0.0240809-0.0124332j -0.00579332+0.00159722j 0.00294458+0.0025975j 0.0173874-0.00397551j -0.0119484+0.0203189j -0.0208906-0.015962j -0.00365838+0.00337119j 0.00867446-0.0198885j 0.0147404+0.00737736j -0.0490136+0.0249693j -0.00282756-0.0520061j 0.175863-0.352501j -0.173622+0.0904174j 0.0915591-0.0171698j -0.00726666-0.015746j -0.0676591+0.0811937j -0.0199095-0.06132j -0.10827+0.0308242j -0.0439107-0.129279j 0.128594-0.0290154j -0.220731+0.36291j 0.270149+0.1097j 0.133981-0.0137482j 0.0649368-0.006493j -0.0239091-0.103146j -0.0220895+0.0253107j 0.00480697-0.0250903j -0.0415837-0.0317919j 0.0187403+0.0175645j 0.0182207-0.0161348j 0.0235998-0.0227396j 0.0655061-0.179457j 0.0370132+0.025929j -0.0355671-0.0126953j 0.0109898-0.00286152j -0.0125086-0.0338869j 0.0324628-0.00543357j -0.00891217-0.0136709j 0.0298985+0.073162j -0.0523681-0.123043j -0.0396741-0.01991j 0.0510194-0.0261332j -0.01275-0.0772402j -0.0523429-0.122192j 0.00272971+0.000870399j 0.0383118+0.0800244j -0.0086303-0.0386204j 0.0393301-0.0457278j 0.00616811-0.108387j 0.0407321+0.106963j 0.0595398+0.0216534j 
0.174645-0.110408j 0.094322-0.209685j 0.00666746-0.00611177j -0.031424-0.0191673j -0.00345386+0.0215461j -0.0613806+0.00371121j -0.00343042+0.0356241j 0.0341467+0.00555478j -0.00525968+0.0125528j 0.00381426-0.0130441j -0.0141652-0.00917532j 0.0083793-8.72847e-05j -0.0100349-0.00018776j -0.0189402+0.00907701j 0.00237883-0.00805451j 0.0128789-0.00290906j 0.000232033-0.0104263j 0.0151071-0.00776635j 0.00945637-0.00986119j -0.0043458-0.00522571j 0.00951641+0.0103735j -0.0233419+0.00813874j -0.0267216-0.00806482j 0.00416427-0.0106847j -0.00704603+0.00525561j 0.0249397-0.00229452j -0.021952+0.0165903j 0.00933175-0.05914j 0.0469354-0.0322233j 0.176826-0.0796829j 0.183195-0.346948j -0.0282927+0.0416962j 0.0847896+0.0335162j -0.0703021+0.0498579j 0.0133121-0.0893514j 0.0931864+0.0123607j -0.0469314-0.135169j -0.0140418-0.315938j 0.307921+0.0735445j 0.196438-0.0751093j -0.0780547-0.167745j -0.0717028-0.173836j -0.113471+0.00230582j 0.00212769+0.0693262j -0.0859869-0.0839501j 0.0349228+0.0831751j 0.00499676-0.0524186j 0.0545817-0.0121843j -0.0340371+0.0068082j 0.112684+0.047631j -0.0180286+0.0166302j -0.0180257+0.0300963j 0.0573732+0.0752315j -0.0121371+0.0444101j 0.0677602+0.0783841j -0.0227102+0.0241452j -0.022906-0.0123953j 0.0370031+0.0260887j 0.0569164-0.0288894j -0.00318812-0.0544533j 0.0138061+0.054742j 0.0858561-0.0128339j 0.0246554+0.138125j 0.0074738-0.0120535j 0.00690309+0.0408007j 0.0261109-0.0989421j -0.0217498+0.03318j 0.0607114+0.0418016j -0.0405993-0.11016j 
0.0141985-0.0362648j -0.0577149+0.0213843j -0.0250931-0.00641236j -0.00373487-0.00705082j -0.0108363-0.00124178j -0.00573422-0.0069966j -0.018236+0.0101182j 0.00494127+0.00294323j 0.00798466-0.00603998j 0.00825614-0.00622245j 0.0153807+0.00363585j -0.000882418+0.00434825j -0.00720544+0.00218597j 0.00398095-0.00186107j 0.00230323+0.00128794j -0.00536124+0.00326395j -0.00914133+0.017303j 0.000373398-0.00974501j -0.000988101-0.00747071j -0.0113269-0.00460396j -0.000426742-0.0235371j 0.00534721-0.00953692j -0.0115121+0.00825909j -0.000107634+0.0291192j 0.0284399-0.00526673j -0.00153101+0.0123151j 0.0089125-0.00939146j -0.00482032-0.00391478j -0.013774+0.00485492j 0.0844919-0.0803008j -0.0685267-0.0302307j 0.0553139+0.0450583j 0.0657553+0.00520121j -0.0301664-0.0216107j 0.0264945-0.00116878j 0.0175278+0.0420695j -0.0192599-0.0408067j 0.061669+0.00884149j 0.0144861+0.00150612j 0.0300501+0.00389341j 0.0467798-0.0714889j 0.0243897-0.0208959j 0.00340577-0.0175987j 0.0057621-0.0249727j -0.0238207+0.0408314j 0.0213323+0.00519549j -0.0221618+0.0452753j 0.000515734-0.0103048j -0.00398169+0.0155951j -0.0196468+0.10649j 0.00391449+0.0273817j 0.0334724-0.0288664j -0.0202269-0.0235743j 0.0118011+0.0430205j 0.00996132+0.00474465j 0.00969393+0.0452919j 0.0249399-0.0131736j -0.108715+0.0613943j 0.0707532-0.113411j -0.0756514+0.00578909j 0.13012+0.166643j -0.00132162-0.0727958j -0.0543478-0.0378347j -0.00692364-0.00370085j -0.00104073+0.0237426j 0.0307402-0.0126391j 0.0724916-0.0100794j -0.122684-0.167299j 0.109509-0.0714838j 
0.0683185-0.0228553j 0.0205101-0.0365835j 0.0125808+0.0130306j -0.0214704-0.00931859j -0.00706065-0.00213295j -0.0181735+0.0113859j 0.013344+0.0136746j -0.0010336-0.00995258j -0.015996-0.0128961j 0.00394924-0.00687388j -0.00546008-0.00701655j 0.00881532+0.00348093j 0.000168826+0.00910275j -0.00348371-0.000487652j -0.00136958-0.00683632j 0.0063235+0.00434245j 0.00614505+0.00568677j -0.00656918-0.00550027j 0.00746236-0.00504541j -0.000381846-0.000984539j -0.0132089-0.0074615j -0.0109963-0.0022207j -0.00876783+0.0238089j 0.0293972-0.0162689j 0.000151458-0.0135248j 0.0182466-0.01608j 0.0084262-0.00217969j -0.00840644+0.00655864j 0.00383989-0.00361273j 0.0810006+0.0314038j 0.0934525-0.0793435j -0.0810017-0.0194349j 0.0365562+0.0517156j 0.021649-0.00520334j -0.0269181-0.0159194j 0.0303029+0.0484759j 0.0227374+0.0677112j 0.0188557-0.0314751j 0.0550213-0.0126577j -0.0243145-0.0455728j -0.0412926-0.0558143j -0.00706935-0.00964079j -0.0201439+0.0119801j 0.00842452-0.0364336j 0.0146245+0.0461435j -0.0317691-0.018796j 0.0454392+0.0300035j 0.00468021-0.0372231j 0.0100781+0.0253502j 0.0238728+0.00890532j 0.0399913+0.0197634j -0.0431849-0.0218884j -0.0447557+0.0306365j 0.0795933-0.0384113j 0.00144595-0.044123j 0.0525906-0.024044j 0.020208-0.0287409j 0.0190946+0.0792667j -0.159997-0.0151861j 0.028059+0.100083j 0.141948-0.0758088j -0.0851746+0.0512126j -0.0482813+0.00467418j 0.037519+0.0504401j -0.031033+0.0132716j 0.0902644-0.0180296j -0.0267507+0.0165451j 0.107468-0.0594653j 0.125041+0.16122j 
-0.0494949+0.0268032j 0.000584695+0.0103605j -0.00905821-0.0157156j 0.0163597+0.0195359j -0.00375152+0.000524194j 0.00305347-0.0105419j -0.00446131-0.0207822j -0.00856762+0.0221699j 0.00268859+0.015771j -0.00204755+0.00228207j -0.00134067+0.0203444j 0.000713623+0.00144777j 0.00188803-0.0173772j 0.00195266-0.00567748j -0.0013224+0.0080034j -0.00599638-0.000901354j -0.0184545-0.00622022j 0.00256495+0.0034823j -0.00299476+0.0130766j -0.013668-0.0165894j 0.0060919+0.000303403j 0.0139665+0.00226572j 0.0139714-0.00146772j -0.0219121-0.0111336j 0.00223925+0.0289874j 0.0114811-0.0200398j -0.0195006-0.00915464j 0.00873224+0.0267741j -0.00285083+0.0140998j -0.0286543+0.0193779j 0.0166472+0.0244677j -0.0168564-0.0119449j -0.014442-0.00392339j -0.000199788-0.00489927j 0.00666872+0.0038095j -0.00557934-0.010994j 0.0329449+0.009698j -0.0138216-0.00469341j -0.00739273+0.000883431j -0.00955457+0.0404264j -0.00648364+0.0261225j -0.0146036+0.00231118j -0.000552058-0.00443043j 0.00821136-0.0202041j -0.00476098-0.0328584j 0.00232961+0.0254141j -0.00716967-0.0169929j -0.0117086+0.000846596j 0.00757175-0.00350731j 0.0239056-0.0119071j 0.0161364+0.00770294j -0.0142337+0.0252623j -0.00378212+0.022672j 0.0155833-0.0348176j 0.0135245-0.000819078j 0.00156016-0.0175963j 0.0131313-0.0161274j 0.0122843-0.0424589j 0.00439943+0.00313777j -0.0257294-0.0212453j -0.0109137-0.0105685j 0.0143791+0.0172055j 0.00239521-0.0310317j 0.000405486-0.0149086j -0.00221293+0.0262362j -0.0220589+0.00403408j 0.000111804+0.0015075j 0.0295157+0.0388946j -0.0471868-0.00659618j 
-0.00575325+0.0152683j 0.0436186-0.0217514j 0.02453+0.0216267j 0.00758164+0.00938739j 0.00168456+0.00851937j 0.0148934+0.0134702j 0.00933752-0.00738409j -0.00599893-0.00762166j -0.00724985+0.00605793j -0.0120801+0.00115268j -0.00934609+0.00459856j 0.00584707+0.000741491j 0.00982133-0.00417593j 0.0013896+0.00243663j -0.00561985-0.00286156j 0.00322013-0.00457514j 0.0183055-0.0154658j -0.00165282-0.0047117j -0.0237792+0.00129934j 0.00360145-0.00771966j -0.0153849+0.00716347j -0.000965163+0.012717j 0.00474471+0.0125055j -0.00375649-0.0151472j -0.0190061-0.0124099j 0.0150185+0.0132277j 0.011755-0.016823j -0.000402727-0.00204566j 0.0022141+0.0172549j 0.00939123+0.0288955j 0.0280061-0.017902j -0.0188834-0.0154915j -0.00140823+0.00384421j -0.008527+0.00434381j -0.0383306-0.0147306j -0.0048206+0.0155519j 0.0136973+0.0146716j -0.0145678+0.00148909j -0.00425807-0.0360498j -0.0206735+0.00275996j -0.0132653-0.0243016j -0.0137791-0.00836575j 0.00390751+0.0101073j 0.010493-0.0237352j 0.00136371+0.0133071j -0.00634452+0.00723019j 0.00727654+0.0055495j -0.00467442-0.0306152j 0.00717932+0.0248375j 0.050617+0.00502926j 0.00361413+0.0176344j -0.0292422+0.00189114j -0.032038+0.0127634j 0.0259925-0.0203533j -0.0181846-0.00241802j 0.00184884-0.0167324j 0.0169198+0.0127747j 0.0272736-0.0311302j 0.0267389-0.0181405j 0.0502743-0.0364036j 0.0171309-0.0117804j -0.0356202+0.00805051j 0.0181027-0.0104497j 0.039599-0.0100523j -0.0403725-0.0106513j -0.00235305-0.0219739j -0.0157583-0.000397328j 0.0451523-0.00291622j 0.0270669+0.0325541j 
