0.0292838-0.038269j 0.158644-0.07731j -0.406361+0.103787j -0.236175-0.0711541j 0.268932-0.0677902j -0.378611+0.211582j 0.489388-0.146715j -0.297775-0.356391j -0.113263-0.183201j -0.531157-0.0403355j 0.253435-0.173455j -0.255832-0.61221j -0.658708+0.7405j -0.63219+0.293344j -0.378951-0.21023j -0.955582-0.298249j -0.613242-0.325116j -0.128866-0.102145j 0.744946+0.345475j 0.814242-0.732695j -0.454908+0.496544j -0.270202+0.275014j -0.688996-0.840494j 0.00051302-0.544171j 0.456939+0.78033j -0.984106-0.20448j 0.447178+0.461266j 0.401064+0.084941j 0.0309446-0.604322j -0.622009-0.0563463j 0.411971-0.110536j 0.215162-1.46322j 0.636065+0.433434j 2.05524-0.939242j 0.0492843-0.704104j 0.259439+0.15859j 0.397157-0.704076j 0.653568+0.710508j -0.407334-0.492799j 1.04341+1.19499j -2.14103+0.0155886j -0.501068+0.114129j -0.00760127-0.664534j 0.627161+2.38268j 0.31118-0.477033j 0.0557972+0.378651j -0.18396+0.836588j -0.223297+0.284397j 0.661524-0.760615j -0.818554-0.242844j -0.00805999+0.281159j -0.161129+0.276074j 0.321955-0.140053j 1.00759+0.450449j 0.625625+2.00302j 0.408664-0.836088j 0.583867-0.837487j -0.204522-0.093397j -0.214615+0.469508j 1.05733-0.443213j -1.04136+0.410288j 1.81048+0.640082j -0.746273-1.61199j -0.52597+0.185035j -0.64719+1.29779j -0.452712+0.586396j 0.559677-1.1731j 0.684371-0.692178j 0.884149+1.63695j -0.0893359+0.40559j 0.335785+0.109084j -0.814646-0.0809103j -1.07363-1.4188j 0.290226+0.278231j 0.71279+0.44031j -1.08933+0.217191j -0.0668864-1.24926j 0.230523-0.525465j 1.16266-1.32068j -0.93897-1.66126j 0.369674+0.9149j 1.88608+0.360606j 0.579777+0.00975948j -0.346661+1.61628j -0.226137-0.926159j 0.633498-1.40495j 0.412996+0.106694j 0.385293+0.166022j -0.403333+0.301114j 1.64859+0.156321j -1.34568+2.2893j -2.61584-0.904377j 
-0.236477-0.154144j 0.213169-0.477518j -0.131435+0.334909j -0.141673+0.722165j 0.0702253+1.28526j 0.527812-0.635924j 0.0978384+0.291489j 0.797063-0.0620089j 0.438248+0.0305078j 0.0319415+0.491113j 0.172744+0.289703j 0.132306-0.877457j -1.07012+1.16154j 1.42846-1.19936j -0.698483-0.678012j -0.701553+1.55497j 1.4377-0.350779j 0.461389+0.491034j 1.42067+0.477502j 0.29882+2.00736j 0.980449+0.444993j -0.536908-1.70556j -1.16032+0.332006j 1.58952-0.0733824j 0.890491+0.220453j 1.43515+1.60749j 0.00121325+0.725819j -0.252577+0.304004j -0.0467552+0.146481j -2.61179-1.01627j -0.750187-1.02171j 1.2066+0.470057j -1.85786-1.82411j 1.0391-1.22419j -2.26188+1.55019j -0.378941+0.312312j 0.541927-0.671741j -0.340466+1.09696j 0.0162851-0.145434j 0.255389-0.408976j -0.32868-0.616957j -0.0400491-0.200019j -0.569065+0.28811j -0.463948-0.18639j -1.01886+0.522533j 0.0904358+0.458756j -0.233836-0.39569j -0.0885575-0.102857j 0.375456+0.696042j -0.525616+0.133404j 0.343671-0.481694j 0.0453562+0.344308j -0.0698875-0.322814j 1.23402+0.599896j 0.41635+0.0394715j 0.216992-0.90722j -1.68994+0.949399j -0.835984-1.12042j 0.251615+0.700307j 0.743432-0.1585j 0.925592+0.135933j -0.829423+0.901226j 0.505671-0.327374j -0.187816-0.574308j 0.201333+0.506988j -0.892996+0.736127j -0.0922937-0.0259037j 0.733681+0.39955j 0.195841-1.30226j 1.20634+0.115509j -0.459392-0.0168939j 0.460304-0.268394j -0.378333-0.41415j -0.328708+0.128872j 0.167537+0.438656j -0.204006-0.232259j -1.25437+0.0621555j 0.20154-0.0709095j 0.718024-0.0289681j 0.179114+0.931438j -0.986114-0.312781j 1.09645-0.908264j -0.607175+0.391121j -1.49401-0.116381j -1.47697-0.406008j -0.606049-0.00128097j -0.243524-2.13673j 0.452406+0.60914j 0.151088+0.072572j 0.175203+0.0439704j -0.157684+0.0201539j 0.268886+0.0377638j 
-0.67317-0.722884j 1.05036-0.78373j -0.602187-0.0368591j 0.246927+1.7042j -0.104534+0.699653j -0.646981+0.210721j 0.170424+0.0323485j -0.546368+1.28569j 0.134845+1.24002j 0.311868+1.21621j -0.177908-0.775692j 1.82903+0.0490513j 0.68988+0.744397j 0.408792+0.275928j -1.25682-0.128463j -0.834626-0.0680929j -1.92698-0.47041j -0.722427-1.75337j -1.21506+0.497147j 1.04859+0.0652378j 2.23821+0.503907j -1.04234+0.626441j 0.781265-1.33491j -1.79091+0.476518j 1.07555+0.96123j 1.62846-0.559527j -0.713754+0.000566224j -0.430136-0.196029j 1.22261+1.04149j 0.441498+0.18565j -0.428615+1.4908j -0.0400547+1.24293j 0.433404-0.91377j -0.289716+0.016805j -0.266399-1.38842j -0.497654+0.614843j -0.594726-0.570771j -0.450103+2.19454j 0.433732+0.504405j -0.107186-0.182587j -0.948285-1.03748j -0.514435+0.315344j -0.437165+0.0472556j 0.751225-0.527407j -1.34565+0.997156j -0.503501+0.00677523j 0.923083+0.180078j -0.22438+0.867602j -0.965602+1.05689j -0.498568-0.330316j 0.0972609-0.110009j 0.0776388-0.955662j -0.181763+0.227361j -0.0701034-0.209205j 0.183803+0.561591j -1.22121-0.702676j -0.410266-0.463936j 0.432434+1.588j -1.12802+0.703887j -0.910618-0.42557j -0.347399+0.11417j 0.737439+0.286168j 0.22833+0.0774622j -1.00854+0.489903j -0.916682+0.172912j 0.562343-0.0217018j 0.045667-0.0901641j -1.17264+0.139176j -1.1017+0.212071j 0.593019+0.138305j -0.341221+0.644087j -0.393131-0.114794j 0.641606-0.710195j -0.812482-0.354416j -0.341895-1.6128j 0.301759-0.315342j -0.838503+1.40789j -0.368695+0.622517j -0.32303+0.122678j 0.0646675-0.534645j 0.24857+0.698572j 0.0309046+0.288108j 0.865305-0.494255j -0.883369-1.0564j 0.593543-0.339044j -1.07089+0.145354j 0.183931+0.174052j 0.944584+0.345314j -1.05114-0.66511j 0.272531+0.31386j -0.366172+0.636097j 0.295315+0.538897j 
-0.186459-0.296248j 0.888407+0.203562j -0.408139-1.74206j 1.0291-0.264176j 0.415653-1.49158j 0.105127+0.28975j 1.34063+0.54064j -0.0176195+0.384756j 0.279874-1.60334j -1.04799+0.556039j 1.15997-0.11765j 0.989096+1.24407j -0.998377+0.582127j 1.68426-1.66995j 0.88763+1.32961j 1.33623+0.281281j -1.53666+0.45558j -1.93459+0.352065j 0.802005+1.17786j -1.07783+1.00308j -0.66755+1.76802j -0.550608-0.102045j -0.40156-0.00728385j 0.425089-0.929208j -0.492474+1.08983j 1.36297+0.029405j 0.71238+0.74714j 0.173367-0.0973856j -0.988748-0.73591j 0.813748+0.661424j 0.242155-0.0371723j 0.273664-1.04316j 0.411599+0.281167j -1.29124-1.20181j -0.885286-1.27356j -0.913807-0.414043j -0.613277+1.55336j -0.514726-0.35567j 0.0643714+0.735348j -0.587716+0.195535j -0.44706-0.291865j -0.788302+0.940106j 0.636335-0.468489j 0.770344+0.0519509j 0.511228+0.175237j 0.322128+0.58994j -0.428055+1.54226j 1.12627-0.455699j 0.988206+0.256786j 0.066688-0.926723j -0.931954-0.866865j 0.0840371-0.380707j -0.783491+0.645242j 0.956625-0.130991j -0.431912-0.255128j 1.25202+0.633547j -1.02471+0.460289j 0.954691-0.846195j -0.365122+1.14782j -0.777131-0.682996j -0.802733-0.768812j -0.393776+0.483553j -1.42825+0.8252j 0.363707+0.48206j -0.214648-0.378485j -0.0968297+0.12265j 0.599025-1.2924j 0.14949+0.825906j 0.541382-0.25385j 0.734007-0.10025j -0.231894-0.535506j 0.237164+0.0987084j 0.516093-0.0382239j 0.184998+0.446257j 0.975122+0.151219j -0.902981-0.216617j -0.638927+0.130047j -1.04354-0.779342j -0.296362-0.260816j 0.426052-0.534662j 0.511338+0.124982j -0.191821-0.262868j -0.504227+0.225825j 0.495371+0.35938j 0.0340504-0.311823j -0.852252+0.81127j 0.136585+0.232329j -1.132-0.32112j -0.522173-0.0359265j -0.42745+0.167952j -0.236803+0.533247j -0.153058+0.371764j 
-0.0552354+0.509829j -0.668831+0.272487j 0.192232+0.404578j -0.407139-0.275809j -0.457134-0.09063j 2.31261+1.34788j 0.60144+1.13776j 0.0231064+0.848157j 1.80171-1.10286j -0.334498+0.826624j 2.30314-1.00766j -0.267303-0.72821j 0.474949-0.837653j -0.250671+0.238191j 0.661736-2.30647j -0.265266+0.274062j -1.44638-0.641438j 0.000343528-0.781141j -0.341761-1.86285j -0.00756976+1.53977j -0.286449-0.313732j -1.31679+0.524424j 0.489935-1.23161j -2.19702+0.218705j -0.576423-1.57477j -0.378279+1.10607j 1.34858+1.12387j -1.88993-0.945323j 0.357648-0.494823j -0.0787553+0.904421j 0.12584-0.258177j 1.41623+0.583828j -0.215726-0.140403j 0.479251-0.200227j -0.58801+0.267532j 0.485657-0.195001j 0.411365+0.81161j -0.217975-0.618604j -0.127773-0.57693j 0.240791+0.409991j 0.149635+0.780947j 0.487215-0.243607j 0.291007-0.205281j -0.211961-0.444448j -0.220743-0.882033j -0.223554+2.14647j -0.536471-0.749712j 2.00716+0.201766j 0.539402+0.274159j -1.08319-0.0559769j -1.08156-0.25336j 1.29869-0.705655j 0.392344-0.836713j -1.09746-0.0254218j 0.349549-0.0585163j 0.949699-0.716734j 0.078341-0.221436j -0.19608+1.1311j 0.403175-0.0976564j -0.5094+0.2455j -0.211102-0.282935j -0.229458+0.159707j -0.409686+0.0481237j -0.559385-1.6402j -0.767375+0.626809j 1.24089+0.482209j -0.172702+0.318274j -0.521792+0.0521579j 0.0520587-0.365821j -0.801586-0.0326999j -1.13084-0.588834j -1.45352-0.518537j 0.00402027+0.351088j -0.355825+0.748875j 0.551563-1.20106j -1.2985-0.905577j 0.314782-0.599525j 0.759088+0.350654j -0.894451+0.771341j -0.251115+0.509784j -0.591816+0.778206j -0.0687279-0.491263j -0.44202-0.220518j -0.625359+0.436755j 0.313165-0.510144j 0.24229-0.0281378j 0.310724-0.454198j -0.688208-0.188472j 0.305627+0.166419j 0.252923+0.0287341j 0.267784-0.069325j 0.0121449-0.211079j 
0.600971-1.32452j 1.05691-0.279595j -0.891515-0.0963495j -1.56446-0.709044j -0.521371+2.14644j -0.981402+0.0313407j 0.644652+0.158484j 0.292326-0.103883j 1.97208-1.62969j 2.05438-0.358325j 0.544604+0.972344j 0.0986297+1.52832j 0.82571-0.126489j -1.35306-0.47794j 1.38852+0.134915j -0.259698+1.39028j 0.202394+1.80174j -0.770146-0.480561j 0.517853-1.19522j 1.1165-0.38984j -1.21949+0.333794j -0.907883+1.11637j -0.0694814-0.0758831j 0.239545+0.770314j -0.358523+0.0772514j -0.519955-0.0896723j -0.456172+0.19391j 0.290808-1.18908j 0.690568-1.32081j -0.708738-2.03761j -0.392823+0.874086j -1.9654+0.202628j -0.146535-0.0941473j -0.371227-0.731679j 0.264353+0.741678j -1.21529+0.30687j -0.319367+0.516161j -1.40817+0.960002j 0.365186+0.45964j 0.603252+0.0266243j -0.185364-0.879113j 0.0547633-0.389046j -0.763034+0.411755j -0.492118+0.859641j -1.71987-0.82576j -0.901216+0.0599595j 0.263861+0.000723367j 0.975319-0.0849027j 1.663-0.497513j 1.35062+0.41316j 0.487512-1.09328j 0.0408824-1.06122j 0.648781+0.131462j -0.497484-0.242839j 0.825019-0.118019j -0.025425+1.17039j 0.22399+0.766579j -0.581459-0.203417j 0.144018-0.371186j 0.525105+0.772611j -0.616211-0.843234j 1.24155-0.56031j -0.586662+1.17256j 0.530655-0.344309j -0.0941194+0.751922j -0.0942222+0.798643j 0.996994+0.470958j 0.255972+0.469767j -0.363827+0.342013j 0.205501-0.561114j -0.198182+0.754053j -0.210583+0.782351j -0.442002+0.746598j 0.641688+1.01925j -0.139485-0.263334j 0.0425995-0.190408j 0.41773-0.196081j 0.0880588+0.00553421j -0.596597-0.471933j -0.0816665+0.00894182j 0.295683+0.0411437j 1.19395+0.804209j 0.0131321-0.558983j 0.168525-1.06488j -0.488463+0.742625j -0.913965-0.00541481j -0.480681-0.558265j -0.208403+0.134636j -0.151585-0.658063j -0.30507+0.25819j -0.215085+0.146125j -0.0119015+0.0768239j 
1.21537-1.34948j -0.0881873+0.884203j 1.20061-1.2609j 2.64148+1.35131j -1.02934+1.00918j 0.13696+1.21805j 0.987499-0.597186j 0.00420265+1.39395j -1.90626+1.07536j 0.248186-0.758278j 1.88648+0.51563j -1.20683-1.10093j 0.185182-0.126058j -1.28656-0.617266j -0.274662-1.48418j -0.824086+0.0678539j 0.943111+0.796678j -1.12386+1.11819j 0.352692+0.111674j 0.322827+0.412593j 1.21558-0.100072j -0.726315+0.793155j 0.291888+0.4905j 0.237213-1.38611j -0.854203+0.383932j 0.204393-0.601911j -1.98931+0.614258j -0.178438+0.33445j -0.782722-1.40731j 0.64539-0.376728j -0.500431+0.828397j 0.157115-0.622101j 0.124828-0.0812181j 0.663265-0.311702j 0.0673775-0.353983j -0.992681-0.739286j -1.13771+0.633182j 0.0390133-0.226514j -0.76628+0.793109j -0.0211686-0.104188j 1.03133-0.318146j -1.76014-0.412221j -0.591305-1.31527j -0.427405-0.453754j 0.831901+1.42518j 0.159032+1.29384j 1.30208-0.765179j 0.0285045+0.450458j -1.06135-0.258311j 0.0587006+0.293157j -1.18762-0.16196j -0.0999583+1.76805j -1.32197-0.440952j 0.0320414+0.0473229j 1.14442+1.10618j 0.183013-0.341751j 0.173461-0.421574j -0.274033+0.185499j 0.121072+0.0802567j -0.304648+1.22671j -0.282067-0.153511j -0.00186441-0.242757j 1.16269-0.221547j -0.336939-0.359178j 0.0995274+0.413114j -0.345203+0.232665j -0.819762+0.228502j 0.457452+0.968574j -0.430219-0.166919j 0.0766173-1.24542j -0.427905+0.126964j 0.0507753-0.0486425j 0.32653+0.0861697j 0.33674-0.263424j 0.489583-0.151427j 0.309199-0.180621j -0.00195142+0.418189j -0.524233-1.37977j 0.115484+0.0255229j -0.0874088-0.489397j 0.536776+0.105723j 0.0787078+0.700408j -0.461633+0.596916j -0.102678-0.193494j 0.0222104-0.0826684j -0.378846-0.50136j -0.150199-0.188154j -0.0424353-0.625778j -0.403523-0.323291j -0.415486-0.187369j -0.329739-0.272732j -0.0939658-0.086992j 
3.08706+0.440382j -0.169941-3.2872j -1.41247-1.47088j -0.281267+0.859738j 1.20145-0.80477j 0.877624-0.48256j -1.30256+0.349203j 0.373853-0.411417j 0.8402+0.568558j -0.47007-0.901594j 1.04273-1.63838j 0.19026+0.900558j 1.07858-0.32565j 0.466209-1.0288j -1.35634+0.658504j -1.69058-0.565689j -0.0174138+0.227006j -0.0286725+1.13596j -0.263749-0.787822j -1.54971-0.901145j 0.502018-0.698974j -1.14802+0.569007j -0.597261+0.266061j 0.798005-0.590758j -1.03006+0.846033j 0.104524+0.339953j -0.539296-0.725207j -0.55533-0.933563j -0.176156-0.844742j -0.197259-0.156701j -0.956152+0.0959814j -0.309905+0.59434j -0.0686484-0.0505651j 0.492091+0.975043j 0.404556+0.797899j -1.64036-1.89992j -0.449135-0.501465j 0.210291-0.0825506j 1.75963-1.73128j 0.700366-0.376016j 0.0438733-0.485709j 0.698255+2.22701j 0.796655-0.497388j 0.248034+0.092221j -0.50361+0.943622j -0.441543-0.195995j -1.89038+0.698953j 0.37796+0.0447915j -0.753028-0.569424j -0.639458-0.501697j 0.51798+0.144785j 0.59462-0.178831j 0.433727+0.936675j -0.261765+0.140253j 0.129117-1.17669j 0.111893-0.564007j -1.03396-0.229368j -0.0786085+0.472746j -0.564486+0.721707j 0.544207+0.768814j -0.132365-0.976876j 0.557131+0.00177864j 0.153244-0.124484j -0.459585+0.824827j -0.00887255+0.0230434j 0.209945+0.652157j -1.04194+0.320613j 0.0452972+0.642891j 0.136481+0.345004j -0.252896-0.45824j 0.95823-0.148054j 0.287562-0.0684556j -0.313959+0.103662j -0.170895-0.135538j 0.0229613-0.328131j -0.107526+0.432037j 0.0405631-0.489979j 0.275788-0.59938j -0.422416-0.0279963j 0.0980581-0.0493552j -0.0836458-0.125883j -0.109102+0.0825203j -0.51705+0.0823109j 0.125331-0.375511j -0.051593+0.275995j 0.137447-0.351543j 0.109116-0.196339j 0.317945-0.0197442j 0.23116-0.247934j -0.070113-0.0888232j 0.106104-0.130368j 0.164887-0.056781j 
-0.253533-0.0170056j -0.020476-0.0396961j 0.255249+0.433094j 0.0590033+0.371744j -0.039018-0.323551j -0.00596171+0.497333j 0.148365-0.505765j -0.359634-0.0657424j -0.199172-0.0429923j -0.437311+0.463656j 0.107469-0.249365j -0.141934-0.465863j -0.00468373+0.68559j -0.278205+0.277224j -0.340516-0.152049j -0.874064-0.336734j -0.450485+0.10295j -0.0943566+0.213368j 0.473324-0.345577j 0.335313-0.716889j -0.174188-0.617712j -0.00819-0.0530002j -0.649125-0.168454j 0.181398-0.396524j -1.18738+0.534835j -0.802353+0.133905j 0.749944-0.449572j 0.0683589-0.924848j -0.874628+0.954719j -0.960832-1.5195j -0.873143+0.0389471j -0.0467398+1.20583j -0.536793+0.592586j -2.2984-0.54154j -0.343784+0.301655j -0.145813-0.23533j -0.48795+0.648194j 0.343037-0.996156j 0.275263+0.381088j -0.642876-0.604196j 3.21005+0.721259j 0.924352+0.273349j -0.727037+1.88504j 1.28741-2.98572j -0.382273+0.46792j 0.0197875-0.0408753j 0.399359+0.101209j 0.00467276+0.0617816j 0.0061066-0.0855717j -0.0920376+0.185531j 0.00521561+0.0345931j -0.087112+0.0983116j 0.0667608-0.183325j 0.0130197-0.184775j 0.415933+0.0767594j -0.252867-0.193102j -0.134698-0.208099j -0.0510885+0.0236984j 0.203628-0.243669j 0.0195771+0.0204497j -0.0108655-0.0280496j 0.34121-0.244631j 0.243654-0.34064j -0.114604+0.17842j 0.168275+0.0785279j 0.0407234+0.0751396j 0.464379+0.155198j 0.0209436+0.0522884j 0.252594+0.00522005j -0.171216-0.0296885j 0.0297152-0.423329j -0.0782672-0.165837j 0.175369-0.337571j 0.346312+0.241402j 0.239614+0.122134j 0.139549+0.0710489j -0.691662-0.0488202j 0.277863+0.372314j -0.0819464+0.263773j 0.343544-0.373756j -0.120182+0.0669828j -0.477326-0.11586j -0.00584724-0.0551339j -0.111637-0.528757j 0.0865545+0.0567495j 0.203435+0.227614j -0.136781+0.0904285j -0.19267+0.158681j -0.0686786+0.0205345j 0.1583+0.40807j -0.872634-0.960918j 1.24097-0.830527j 
0.00471525-0.122908j -0.0809047-0.076317j -0.186443+0.294297j -0.25148+0.0708736j 0.095075-0.151366j -0.274474+0.174453j 0.376519-0.0528571j -0.114345-0.311229j -0.024891-0.155335j -0.232356-0.0768961j 0.228407+0.0257853j 0.219888-0.14112j -0.389545+0.157272j -0.140397-0.21437j -0.0398199-0.240348j 5.7212e-05-0.550367j -0.0606181-0.0594827j -0.193856-0.00175256j 0.257099+0.112688j 0.455759-0.172112j 0.449449+0.0686751j -0.138799+0.0897206j -0.133224-0.367581j 0.38-0.142659j -0.101716-0.619857j -0.446781-0.463662j 0.723541+0.184502j 0.706792-0.33554j -0.730941-0.529615j 0.80857-0.896153j -0.0203789-0.692375j -0.956302-0.221592j -0.467244-0.363038j 0.0457135-1.73356j -0.459268-0.265445j 0.173815+0.116242j -0.968678+0.0296551j 0.741615+0.529785j -0.348524+0.481349j 0.334395-0.87369j 0.534361+2.90377j 0.0817498+0.710996j -1.41423+0.254844j 2.46504+0.530669j -0.311409-0.258253j -0.054911+0.209802j -0.11676+0.749921j -0.17689+0.155592j 0.50516-0.343843j -0.202505-0.607082j -0.0692486+0.0922701j -0.0698445-0.0737903j 0.147586+0.253189j 0.33544+0.374363j -0.598578+0.92922j 0.510238-0.214393j 0.581228-0.0157694j 0.0539915-0.0433668j 0.225668+0.687899j 0.189011-0.190813j -0.0535553+0.119717j 0.324549+0.983514j 0.188895+0.6728j -0.463921-0.319135j -0.501947+0.131412j -0.533802+0.102263j -0.911904+0.624786j -0.0299219-0.14192j -0.545308+0.718011j 0.100456-0.0707162j 0.425924+1.05727j 0.237845+0.103203j 0.281971+0.455946j -1.27927+0.145106j -0.643558+0.262934j -0.182626-0.267983j 1.11133-1.11146j -1.08532-0.814357j 0.0826736-0.628617j 0.0123767+1.11762j -0.104176+0.555916j 1.51732-0.361287j 0.848395+0.55743j 0.835199+1.17364j 0.411697-0.258614j -0.731024+0.640478j 0.973665-0.512257j 0.778811+0.157272j 1.0192-0.580278j -0.60923-2.08064j 2.10766+2.81377j -2.50002+2.05262j 
0.177997+0.0645744j -0.696684-0.0171529j 0.49626+0.273483j -0.0452651-0.199551j -0.8153-0.16078j 0.285355+0.310055j -0.123576+0.061785j -0.148603-0.343106j -0.0404579-0.191972j 0.986249+0.118004j 0.246951+0.135465j -0.342193+0.622223j 0.244323-0.296141j 0.631504-0.498198j 0.0923901-0.334004j 0.425169-0.0610025j 1.13158+1.00771j -0.265896+0.123274j -0.745184-0.365696j -0.251736-0.148545j 1.1586+1.23241j -0.910016+0.514705j 0.371409+0.87484j 1.11813-0.804632j 1.64246-0.888914j -0.487458-0.727215j 0.609996-0.848115j 0.16393-1.11138j -0.136681-0.061752j 1.7349-0.427736j 0.664829-0.649891j 0.0796752+0.235164j -1.19074-1.07719j -0.866485+0.100794j 0.102446-0.923109j -0.129638-0.0500148j -0.453195+1.15003j 1.22898+1.55946j -1.26896-0.328327j 1.697-0.0487887j 1.07641-0.713394j 0.379966-0.679726j 1.26474-0.225789j -2.27262-0.30643j 0.220481+0.2444j -0.247553-0.057518j 0.200574-0.488046j -0.0378792+0.0620375j 0.101079-0.209646j 0.429656+0.0166676j 0.00925073-0.0604948j 0.0538694+0.268247j -0.324027-0.180006j -0.31435-0.102949j -0.0497982-0.301004j -0.532267+0.0361041j -0.283277+0.0147708j 0.137996+0.107572j 0.516051-0.0524033j 0.303062-0.252255j -0.0777576+0.180356j 0.50805-0.318494j 0.163372+0.315199j -0.421271+0.252192j -0.101787-0.503914j -0.430194+0.0333963j -0.809458+0.340063j -0.0872352-0.23517j -0.275853+0.271762j 0.382017-0.233411j -0.5521-0.0797546j -0.209874-0.0970645j 0.559931+0.305635j -0.0970438-0.129658j -0.30414-0.121813j 0.213941-0.285366j -0.522523+0.164997j 0.419821+0.150543j -0.150895+0.254222j 0.759198-0.0513905j -0.504001+0.0848507j 0.259906+0.261312j -0.252424-0.0920589j 0.162478-0.359755j -0.371355+0.204223j 0.284674+0.214764j -0.0727734-0.204136j -0.325794-0.11547j -0.488239+1.02395j -0.844609-0.266052j -0.93892-0.593147j -0.267623-0.826799j 
-0.0697111-0.0490875j 0.244171+0.416745j 0.0248428-0.431776j 0.0282563+0.119868j 0.119433+0.520912j 0.0912498-0.152488j 0.0951517-0.0145707j -0.143342+0.221152j -0.0773038+0.0679659j -0.219377-0.559206j 0.0369234-0.245682j 0.147598+0.0651721j -0.342805+0.095998j -0.698813+0.155215j -0.274229-0.0215171j -0.257952-0.261873j 0.390515-0.947292j 0.064726+0.0357157j -0.0762165+0.489453j -0.0110507+0.443684j 0.786277-0.940085j 0.556516+0.683921j 0.453875-0.13714j -0.741876-0.630265j -0.954278-0.910253j -0.355662+0.583646j -0.783591-0.254658j -0.87493-0.131833j -0.255096-0.175915j -0.638631-1.23347j -0.508598-0.366952j -0.138975+0.0975078j -0.777988+0.835618j 0.155862+0.832463j -0.535549+0.225256j -0.048261+0.0731609j 1.16775+0.00943318j 0.898121-1.73471j -0.342396+0.99301j -0.753284-1.2097j -0.655536-0.552401j -1.07562-0.48971j -0.91169-0.904862j -0.417539+1.3868j 0.0888087+0.209609j -0.352293+0.176911j -0.775189-0.605776j 0.0301059-0.0399578j -0.219535-0.199732j 0.673596-0.491515j -0.27168+0.570943j 0.283473-0.0463147j -0.554666-0.0948733j -0.292725-0.0805142j -0.71222-0.0249646j -0.678553-0.112604j 0.0501734-0.144187j 0.25405-0.0670742j 0.772755-0.138162j 0.384187-1.01184j -0.186703+0.60798j 0.307896-0.195563j 0.8361+0.598092j 0.0516787+0.310023j -1.08227-0.494097j -0.335476+0.179814j -1.36315+1.32004j -0.75565-0.373751j 0.0743181+0.215771j 0.986618-0.411429j -0.187635-0.378741j -0.33901+0.301772j 1.08767+0.510632j -1.03272+1.02208j -0.979229+0.301483j -0.405698-0.38675j -0.720242-0.345205j 0.323452-0.231798j -0.0287032-0.793095j 1.55172-0.391933j 0.0163119+1.1123j 1.10602+0.351648j 0.196929-0.41404j 0.292943-1.23273j -0.679642-0.205091j 1.15459+0.614567j -0.9121-0.50653j -0.714077-0.505131j -1.00304+2.79894j -1.90966-0.968313j -1.072-0.68498j -1.44651+0.0424447j 
0.046144-0.577526j -0.067676+0.730516j -0.109537-0.245626j -1.00863-0.27568j 0.342361+0.504837j 0.386074-0.228888j 0.206801+0.565231j -1.16795+0.581387j -0.782593+0.00915898j -0.288007-0.642415j -0.559216-0.461501j 0.362364-1.18608j 0.665157-0.17003j -0.389252-1.14962j 0.507695+0.663418j -0.514969+0.60757j -1.13158+0.0813832j 0.426178+0.185895j 0.880654+0.748225j -1.56508-0.796516j -0.420711+0.103421j -0.592719-0.566054j -1.30334-0.824976j -0.00845018+0.864289j -0.175687-0.436818j 0.941922-0.335015j 0.165635+0.210374j 0.97716-1.03539j 1.43399-0.257104j 0.165692+0.907383j 0.446329-0.51807j 0.0788308-1.16825j 0.565548-1.81945j -0.284636-1.6245j 1.6887-0.11887j -0.0281493-0.299785j 1.77064+1.70134j 1.66357+0.275686j -0.650966+0.70576j 0.308399-1.14243j 1.41124-1.6492j -0.16765-0.266571j -0.9529+0.249952j 1.09294+0.0993862j -0.0480158+0.0240467j 0.516698+0.271191j 0.111253+0.150137j 1.04336-0.124755j -1.41447-0.260122j -0.412134+0.134044j -1.51146+0.877585j 0.626277+0.116188j 0.872797-0.161811j 0.792357-0.294186j 0.748391+0.492797j 2.51685+0.0270093j 2.07009+0.390971j -0.131553-0.247948j -0.726779+0.603328j 0.0137045+0.193124j -0.485868+0.366993j -3.39369+0.298253j -0.119004-0.193074j 2.68175-0.67842j 0.329689+0.448711j 2.48104-0.426284j 0.741148+0.0875327j 0.296268-0.0890899j 1.74196-0.443593j -0.213012-0.0646088j 2.67523-1.31738j -0.0295176-0.318995j -0.810356+0.898505j -0.679115+0.312785j -0.0727195+0.0581545j -1.22565+0.800165j 2.52551-1.06399j -0.742924-0.0602112j 0.697805-0.458523j -0.427527+0.940968j 0.81839-0.0641945j -1.72213+0.776624j -0.805784-0.545422j -0.29388-0.0147325j 0.0817272-0.245795j -0.314989-0.208705j -0.542155+1.05978j -0.0638756+0.946372j 0.313634+1.05229j -0.602419+0.130271j -0.992032+0.265744j 0.547752+0.332092j 
