0.0292838-0.038269j 0.158644-0.07731j -0.406361+0.103787j -0.236175-0.0711541j 0.268932-0.0677902j -0.378611+0.211582j 0.489388-0.146715j -0.297775-0.356391j -0.113263-0.183201j -0.531157-0.0403355j 0.253435-0.173455j -0.255832-0.61221j -0.658708+0.7405j -0.63219+0.293344j -0.378951-0.21023j -0.955582-0.298249j -0.613242-0.325116j -0.128866-0.102145j 0.744946+0.345475j 0.814242-0.732695j -0.454908+0.496544j -0.270202+0.275014j -0.688996-0.840494j 0.00051302-0.544171j 0.456939+0.78033j -0.984106-0.20448j 0.447178+0.461266j 0.401064+0.084941j 0.0309446-0.604322j -0.622009-0.0563463j 0.411971-0.110536j 0.215162-1.46322j 0.636065+0.433434j 2.05524-0.939242j 0.0492843-0.704104j 0.259439+0.15859j 0.397157-0.704076j 0.653568+0.710508j -0.407334-0.492799j 1.04341+1.19499j -2.14103+0.0155886j -0.501068+0.114129j -0.00760127-0.664534j 0.627161+2.38268j 0.31118-0.477033j 0.0557972+0.378651j -0.18396+0.836588j -0.223297+0.284397j 0.661524-0.760615j -0.818554-0.242844j -0.00805999+0.281159j -0.161129+0.276074j 0.321955-0.140053j 1.00759+0.450449j 0.625625+2.00302j 0.408664-0.836088j 0.583867-0.837487j -0.204522-0.093397j -0.214615+0.469508j 1.05733-0.443213j -1.04136+0.410288j 1.81048+0.640082j -0.746273-1.61199j -0.52597+0.185035j -0.64719+1.29779j -0.452712+0.586396j 0.559677-1.1731j 0.684371-0.692178j 0.884149+1.63695j -0.0893359+0.40559j 0.335785+0.109084j -0.814646-0.0809103j -1.07363-1.4188j 0.290226+0.278231j 0.71279+0.44031j -1.08933+0.217191j -0.0668864-1.24926j 0.230523-0.525465j 1.16266-1.32068j -0.93897-1.66126j 0.369674+0.9149j 1.88608+0.360606j 0.579777+0.00975948j -0.346661+1.61628j -0.226137-0.926159j 0.633498-1.40495j 0.412996+0.106694j 0.385293+0.166022j -0.403333+0.301114j 1.64859+0.156321j -1.34568+2.2893j -2.61584-0.904377j 
-0.15327-0.0944153j 0.186597+0.490235j 0.0178055-0.238834j -0.0338501-0.107462j -0.113127+0.442975j -0.484537+0.333589j -0.118609-0.0277172j 0.212323-0.0506767j 0.371869+0.046834j -0.120949-0.0175987j 0.402002-0.0518159j 0.231056-0.236058j 0.0933516+0.0352283j -0.345252+0.376246j -0.313162-0.477557j -0.344224+0.000162127j -0.335772-0.18101j -0.468162+0.148997j 0.0736759+0.413372j 1.25681+0.185271j -0.141833-1.43747j 0.315704-0.298421j -0.359536+0.0119505j 0.816901-0.0390042j -1.05468+0.118004j 0.587443-0.667897j -1.5212-0.267923j 0.857479-0.426607j 0.582348+0.223365j -1.15207-0.286803j -0.26566+0.300089j 0.91783-0.116239j 0.745298+0.197837j -1.84216+0.561462j -0.412301+0.309401j -0.0626415+0.0750582j 0.387745+0.668637j -0.522647+0.59732j -0.106545-0.0359362j 1.49236+0.607392j -0.92364+0.723268j -0.0182602+0.458604j 0.0925862+0.0738161j 0.934308+0.469052j -0.241192-0.237019j -0.386385+0.620102j -0.562932+0.208241j -0.543551+0.259898j 0.85813-0.354503j -0.327907+0.424931j 0.875959-0.440212j -0.868372-0.155621j -0.559405+0.17986j -0.520241+0.72068j -0.190799-0.087653j -2.56729+0.512589j -1.84147+0.12977j 0.370981-0.680742j 0.309818-1.10473j -0.0778747+0.353099j 0.596627-0.556015j 3.24784-1.15464j -0.721438-0.656181j -1.36864+1.92188j 0.230172-0.543493j -2.1279+1.58304j 1.14319+0.00976559j 0.440856-0.546064j -1.14067+1.05336j -0.0529311+0.683901j -1.38035+0.766921j -1.10752-0.457248j 0.170348-1.19259j 0.253172-0.551711j 0.651806-0.721734j 0.543618-1.94928j -3.13065+1.36398j 0.461564-0.51822j -0.649662+0.202099j -0.225735-0.626511j -0.938736+1.20085j 0.862722+0.569781j -0.963521+1.24715j -0.218905-1.18638j -0.630749+1.52146j 1.26697+0.0348891j 0.515652+0.0299259j 0.843831+1.29533j -1.19891+0.731685j 0.470602-2.17862j 1.54334-0.254634j -0.322225+0.553194j 
-0.0836326-0.220923j 0.107999+0.365099j -0.378919+0.0824631j -0.931601+0.329158j -0.144582+0.167472j -0.039438+0.814751j -0.127155+0.22057j 0.655892-0.85472j -0.30857+0.0868015j 0.171872-0.224702j -1.59621+2.02008j -0.3864-0.587951j 1.86235-3.02503j 0.670517-0.947274j -0.586847+1.412j -0.921111+1.90196j -0.865537+0.806397j -0.714288+1.09742j 1.56284-0.156327j 2.8056-2.68151j 0.981639-0.617618j 0.139662-1.96257j 1.184-0.782499j 0.770039-0.481718j 1.24305-1.87871j 1.95771-2.51094j -0.421122+0.840248j -2.4147+2.19113j 0.0519893-0.387169j -1.14676+1.68501j -1.6961-0.0760323j -0.0848663+2.21352j -2.10184+0.586538j -1.35355-0.158229j -0.607774+0.403106j -0.709461+0.35774j 1.51345-0.587455j -0.633786-0.460609j -0.59267+0.772614j -0.594054-0.981086j -0.824937-0.845413j 1.18338-0.702823j 0.72077+0.481296j 0.177327-0.354689j -2.38708-0.731014j -2.86085-0.0891094j 1.1394+0.355181j -3.58925-0.704863j 4.0787+1.7644j 2.0933+0.513465j 6.52384+0.201618j -4.06176+0.225854j -2.44468-0.4024j -5.41056+0.602745j -1.73117-0.39913j -11.0916-0.346978j -8.4645+0.753475j -0.460902-0.980983j 3.66323+1.43157j -0.430343+0.0104409j 4.26073+0.0386629j 12.8482+0.904009j -2.15192-0.220891j -10.8196+0.634922j -0.753625-1.42571j -8.68536+0.973055j -3.57175+0.671233j -0.701506-0.0337262j -9.4495+1.71606j 0.758024+0.179831j -12.8064+1.16842j -0.948221+0.485003j 3.08703+0.275866j 3.00729-0.166967j -0.18513+0.646713j 4.97616-0.8891j -10.9302+0.811409j 1.77136+0.925612j -4.00024-0.0073625j 3.73734-1.1745j -2.68158+1.93151j 5.2862+0.497241j -1.30219+1.804j 1.636+0.255698j -3.28215+0.576689j -0.370977+1.53952j 1.61424+0.366315j 2.81275+0.546345j -1.3863-0.301109j -1.38028+0.0124257j 0.9651+0.621256j 0.00916628-0.767134j 
0.00229309+0.247952j 0.484936-0.664211j -0.459916+0.126723j -0.090125-0.100032j 0.534671-0.209822j 0.865775+0.531312j -0.117261+0.257251j -0.420309-0.281952j -0.0868129-0.58172j 0.207096+0.246442j 0.224962-0.915707j -0.670652-0.0350376j -0.164826+0.460851j 0.886821+0.630993j -0.363292+0.516521j 0.132014+0.564974j -0.0364959+0.427859j 0.475816+0.725736j 0.409906-0.0784577j -0.689653-2.00568j -1.71543+0.280723j -1.05438-0.577643j 0.158388+0.445783j -0.400593-1.0022j -0.00229296+1.18178j -1.64622-0.214936j -0.0496546+2.29569j 0.052296-1.08517j 0.212559-0.577453j 0.35772+1.45725j 0.428056+0.360244j 0.443717-1.04078j 0.0461533-0.440926j 0.746972+2.4068j 0.694064+0.0376274j 0.149586+0.519714j 1.18242-0.572836j 1.01393+1.39711j -0.592883+1.06589j 1.88107-2.18154j 1.45527+1.30581j 0.436259+0.632932j -0.0731991+0.574556j 0.450783-0.430619j -0.0166182-0.269562j 0.133373-0.125404j -0.351633+0.23158j 0.21894-0.228817j -0.0705547+0.488992j -0.146042+0.287824j -0.400021+0.421171j 0.254963-0.582263j 0.112309-0.357866j 0.228101-0.310334j 0.00235829-0.285496j 0.442869-1.40599j 0.190972-0.985494j 0.269087-0.00792576j -0.139284+0.167305j 0.00746842+0.148357j -0.066534+0.253285j -0.0983355+1.4088j -0.286666-0.298666j 0.335046-0.635445j 0.143628-0.330661j 0.182034-0.978196j 0.582855-0.224775j 0.293743-0.257361j 0.531923-0.982123j -0.213621+0.430935j 0.774087-1.59681j -0.146434-0.320401j 0.123389+0.144403j -0.240502+0.0616187j 0.436364-0.281755j -0.0881126+0.364074j -0.068939-1.66225j 0.205036+0.378781j 0.682346-0.684197j -0.15918+0.248186j -0.1104-0.229623j -0.45519+1.03858j -0.557902-0.116112j -0.0210802+0.323719j -0.076079-0.518291j 0.0558544+0.151157j -0.275876+0.336188j -0.333668+0.334135j -0.420432-0.36962j 0.459135-0.334649j 0.256458+0.192814j -0.196399-0.258723j 
0.245112-0.298625j -0.547522+0.234508j 0.160039+0.0456498j -0.0250038-0.453159j -0.478921-0.022835j 0.263283-0.254956j -0.0048797+0.259158j -0.646449+0.0925554j -0.110839+0.0102275j 0.244161-0.244387j 0.743618-0.33505j 0.135439+0.436051j -0.553212+0.436792j -0.021295-0.168243j 0.300931-0.295406j -0.0356109-0.770258j 0.275608-0.419557j 0.148883+0.262665j -0.534813+0.334482j -1.24109-0.652963j 1.38648-0.437777j -1.41047+0.265223j -0.379746-0.570226j 0.488394-0.000396605j -0.921063-0.938511j -1.62677+0.295443j 0.350764+0.406118j 1.4+0.142296j 0.258388+0.265337j 0.620121-0.62669j 1.17081-0.108133j 1.63862+0.158251j 0.394135+1.79223j -0.111593-0.255151j 0.773019-0.282736j -0.163478-0.179865j 0.798679+1.05249j 0.0412186+0.371382j -0.550532-0.027715j 0.910269-1.61453j 0.459346-0.189374j 0.522822-0.53765j -0.15711-1.10161j 0.237884+0.137603j 0.0998354-0.26539j -0.488011-0.209733j -0.18207-0.246962j -0.623721+0.420399j 0.892318-0.419069j 0.464018+0.0711006j 0.598632-1.27136j -0.215573+0.685808j -0.389848-0.00892792j -0.552721+0.618702j -0.909988+0.207459j -0.991107+0.825571j -0.813906+0.558745j 0.476957+0.450517j 0.412408+0.304001j -0.128571-0.134732j -0.002918-0.548876j 2.39074-1.06384j -0.74432+0.863851j -1.46496+1.64326j -0.262424-0.706979j -1.36745+1.11035j -1.07222+0.396224j 0.111097+0.521611j -0.770722+1.03736j 0.532268+1.24312j -0.755618+2.31184j 0.537325+0.709933j 0.77899-1.51442j -1.12525-0.716185j -0.363312-0.018226j 0.477155-1.63892j -1.86428+1.36189j 0.487376+0.150038j 0.329717+0.666838j 0.667985-0.669743j -1.27021+0.303164j 1.18005-1.38132j 0.918918-0.843683j 0.171151-0.872798j -0.104273-0.902349j 0.301728-0.740427j -0.785013-1.43203j -1.73052-0.88617j -0.985564-0.770973j 0.59599-1.05859j 0.727132-0.727892j -1.05897+0.110739j 
0.266321-0.114318j -0.408723-0.0266917j -0.075605-0.48645j -0.416687-1.32558j -0.254492+0.015556j -0.682159-0.461814j -0.37484-0.0711453j 0.746505+1.20904j -0.113532-0.189248j 0.0358791+0.108947j -1.95068-2.29257j 0.74963-0.744108j 2.94296+2.8403j 1.05465+0.527667j -1.70784-0.932826j -2.28804-1.06755j -0.620304-1.04254j -1.02664-0.712994j 0.198792+1.80866j 2.26046+3.24468j 0.511243+1.19508j 1.94313+0.201895j 1.1687+2.23107j 0.588493+1.23761j 1.63207+1.04208j 3.74479+2.33662j -0.444107-0.0434988j -1.20845-2.76677j 0.429247-0.19303j -3.00142-1.14496j -0.0951639-1.55186j -1.65934-0.479903j -2.37699-3.04966j 0.437856-1.48868j -0.70836-0.178792j 0.0822025-0.529458j 0.819371+1.84606j 0.611276-0.411984j -0.734935-0.131159j 1.34235-0.617321j 0.986134-0.324929j 0.589449-0.518893j -0.330964+0.0106157j 0.547471-0.0385187j -0.107451+0.5536j -0.913481+0.546497j -0.396756+0.0569294j -1.13617+1.0903j 1.62929-1.32772j -0.00335729-0.0233917j 1.64565-2.19252j -0.854627+1.31927j -1.15994+0.826173j -0.636828+0.813007j -0.588234+0.346824j -3.41771+3.74705j -2.31138+3.34773j -0.408571+0.595331j 0.870215-1.36231j 0.107369-0.181136j 0.492564-1.35782j 2.69013-4.68595j -0.028313+1.12709j -2.41868+4.13688j -0.435945+0.129353j -2.63327+3.82559j -0.99622+1.53216j -0.0462743+0.866409j -2.95042+4.36442j -0.089915+0.534071j -1.87263+5.9848j -0.416726-0.482144j 0.449181-1.53875j 1.53668-1.66314j -0.256072-0.417996j 1.34439-3.02448j -2.09786+6.65541j 0.578351-1.06548j -1.79861+2.33994j 2.06725-2.93299j -0.665797+2.20179j 1.07483-3.55951j 0.78191+0.251308j 0.715653-0.0834634j -0.973515+3.87765j 0.207314+0.155139j 0.346014-1.64025j -0.360009-1.20071j -0.777636+0.688728j 0.18979+0.237692j 0.180367-0.854827j -0.446644+0.192546j 
-0.153626-0.0946397j 0.164071-0.252368j 0.099597+0.569817j 0.548712+0.760782j -0.10752+0.538801j 0.791432-0.526172j 0.115671+0.161432j -0.912007-0.116821j 0.23692+0.340162j -0.575472+0.116054j 2.35461+0.774091j -0.0942639-0.0445532j -3.65905+0.140834j -0.757794-0.842624j 1.14227-0.240771j 1.48213+0.415301j 1.33647+0.258377j 1.06374+0.312592j -0.0954252-1.33162j -3.60112-1.09696j -0.855532-0.095703j -2.1091+0.651222j -0.736198+0.183895j -0.701209-0.179741j -2.0062-1.28193j -1.61116-0.626486j 1.65903-0.0571495j 3.99967+0.775214j -0.630508-0.584599j 0.903865+0.131324j -0.0680972+1.80516j 3.45318-1.32308j -1.27118+0.298514j 0.112086+0.531754j 1.1387+0.0122j 0.141569+0.636952j -0.500278-1.60949j -0.375089+1.61376j 0.715844-0.0561534j -1.07395+0.151374j -0.555223+0.472448j -0.828613+0.370361j -0.102367+0.277062j -0.505378+0.724789j 0.746834+0.225604j 1.52868+0.0746345j -0.266671-0.117039j 2.08421-0.171189j -2.23339-0.193127j -1.19751+0.640948j -3.70989+0.9098j 2.36431-0.2746j 1.41277-0.595328j 3.29076-1.41309j 1.35479-0.35419j 5.98715-1.85517j 4.34611-0.486727j -0.458268+0.399374j -1.60104+0.556931j 0.1056-0.19847j -1.69081+0.568652j -7.15741+2.32709j 0.546926+0.490204j 5.8957-2.31541j -0.206615+0.127064j 4.81626-2.46941j 2.05562-0.372494j 0.647115+0.145196j 3.33254-1.48368j -1.17409+0.936701j 7.62541-3.89036j -0.257091-1.04043j -1.76978+1.76223j -0.595133+0.49279j 0.509283-1.22144j -2.92641+2.145j 6.09484-2.71939j -0.834219+0.609454j 2.05926-2.79232j 0.344572-0.134228j 1.74466-0.632207j -3.26682+1.23779j 0.332063-0.573865j -1.04016+3.39431j 1.53158+0.331096j 0.0855332-0.249947j -1.11717+1.19981j -0.53374+0.293525j 0.175923-0.357891j 0.519083-0.235712j -0.27209+0.148825j -0.000552799+0.0808308j 
-0.0868972+0.39337j 0.228553-0.463803j 0.136054+0.107185j 0.449689-0.458073j -0.176639-0.333602j 0.714676-0.414554j 0.201517-0.00708663j -0.504738+1.1729j 0.22716-0.183341j 0.311904+0.0364365j 1.19045-1.71692j -0.380426+1.13132j -2.4434+2.21518j -0.889557+1.08649j 1.7314-1.36894j 1.43489-1.39948j 0.841602-0.432875j 1.64312-1.08897j -1.36899+2.11718j -2.69226+3.17001j -0.667645+0.748562j -1.05311+1.27517j -0.0271891+1.40719j 0.306787-1.00335j -1.44886+1.44294j -0.373667+2.15372j 1.56918-0.987707j 2.6413-2.32332j -0.728062+0.101264j 1.71499-2.51968j -0.570418-1.67059j 2.67705-1.23356j 0.710759+0.619633j 1.33821+0.482433j 1.08987+0.414635j 0.191052-0.240566j 0.474674-0.846066j -1.34959+0.790789j 1.21518-0.823811j 0.279546-0.127057j 0.882784+0.752345j -0.943938+0.269733j -1.00715-1.14574j -0.682012-0.295032j 1.85767+0.778713j 3.82334+0.640811j -1.18726-0.81337j 3.82552+0.554326j -4.50886-1.87117j -0.763488-0.921024j -6.71281-0.820467j 4.8664+0.426811j 2.90102+0.702218j 6.37569+1.19286j 2.15057-0.242641j 13.8981+1.12134j 10.394-0.610467j -0.0801401-0.38392j -3.81449+0.0382793j 0.931712+0.0280807j -3.60605+0.509446j -13.5042-0.617751j 2.7845-0.263466j 11.1076-1.06914j -0.724454-0.152363j 10.0965+1.15317j 3.46207-0.0525022j 1.02142-0.771661j 9.00148+0.597905j -1.25424-0.592977j 13.8599-0.65766j -0.331114-1.36664j -1.72462-0.128424j -1.97423+0.126557j 1.15926+0.488231j -6.41379+0.951829j 12.9457-1.05708j -2.54231+0.497522j 5.80037-0.551929j -3.39766-1.05923j 1.37384+0.432028j -6.11491+0.724103j 1.58912+1.29317j -2.71954+1.18088j 4.75119-1.10712j 0.80104-1.95114j -4.72344+0.209242j -0.900499+0.41177j 2.2904-2.41642j 1.43274+0.60652j -1.10236-0.692117j -0.376277+0.268552j 
0.217415-0.126437j -0.563882-0.0795925j 0.189098+0.283291j -0.05013+0.139118j -0.0935762-0.295419j 0.24745-0.540569j 0.198206+0.197264j -0.196177+0.0765828j -0.346049+0.108932j 0.173146-0.197499j -0.420569+0.296352j 0.15704+0.414087j 0.185644-0.551438j 0.198591-0.83054j 0.458644+0.383331j 0.408775-0.147448j 0.303971+0.0326779j 0.390745-0.0864024j -0.328687-0.548188j -1.42695+0.0129539j 0.418573+1.18406j -0.389636+0.564328j 0.141836-0.282976j -0.494852+0.41195j 0.737867-0.361783j -0.269609+0.645456j 1.65451+0.126597j -0.596212+0.452265j -0.265344-0.117393j 0.913103-0.247484j 0.550996+0.0123441j -0.651911-0.0868116j -0.426104+0.0186685j 1.62582-0.513561j -0.223939-0.067804j 0.266796-0.47358j -0.669304-0.410843j 0.949668-1.18779j 0.978018-0.0638731j -1.77343-1.73991j 0.792993-1.04732j 0.735249-0.485191j 0.57961-0.281785j -0.151945-0.588516j -0.427725+0.0378994j 0.317882-0.121493j 0.187812+0.552822j -0.198588-0.100572j 0.157237-0.106601j 0.539058+0.462649j 0.430405-0.0183825j -0.812121+0.204815j -0.180357+0.112417j -0.0257731-0.083254j -0.494872-0.0873265j -1.24864+0.621086j -1.31601+0.464326j -0.601785-0.456491j -0.583427+0.00348377j 0.31127-0.0238148j -0.0324802-0.400668j 1.09789-1.17525j -0.972863+0.344762j 0.144646+0.158171j -0.642431-0.392178j -0.134908+0.738747j -0.090247-1.62208j -0.637708-0.565229j -0.428542+0.0411989j 0.708264+0.55115j -1.45485-0.363738j -0.836856+0.803297j -0.382047-0.456287j -0.214734-0.0873873j -0.592985-1.16605j -0.692804-0.17191j -1.18804+1.34189j 0.105653-0.0610392j -0.431493-0.31692j -0.261154+0.429788j 0.289209+0.793115j 1.84861+0.546804j 1.03937+1.6309j -0.584418+0.156512j 0.717452+0.328868j 0.207576-1.03973j 0.474358+0.0425189j 1.52645-0.382987j -0.103043+0.974132j -1.81215-1.50105j 0.392751-1.24362j 0.0214865+0.566217j 
0.0778331+0.015453j -0.516659-0.123095j 0.137771-0.125309j -0.454719-0.620884j 0.283706+0.183096j -0.945683-0.545375j -0.0323032+0.131105j 1.22961+0.554091j 0.0630443-0.168945j 0.28809+0.405145j -1.74611-1.24249j -0.282626-0.367598j 3.15565+2.06604j 0.242794+0.223987j -1.32137-0.505163j -1.02956-0.279621j -0.818212-1.07276j -0.853388-0.867467j 0.798574+0.719488j 3.23315+2.68955j 1.41643+1.02323j 1.2161+0.33928j 2.7471-0.727907j 0.719875+0.357301j 0.776467+1.02377j 1.90339-1.93977j -0.661863-1.65134j -2.87151-3.62069j -0.691069+0.576629j -1.75917+1.24274j -0.0174257+0.811416j -2.42046-2.21654j -2.4274+3.16897j -0.358135-0.938502j 0.130304-0.468599j 0.345063-0.114034j -0.446486-0.0134889j 1.29629+0.155599j -0.14014-0.30881j 0.107474+0.162456j 0.416359-0.269884j 0.472193-0.321702j -0.16674+0.130044j 0.170662+0.00809753j -0.276335+0.187252j -0.68247+0.387726j -0.104843+0.0909287j -0.712249+0.442942j 1.01532-0.326158j -0.0236536+0.0399151j 1.32924-1.09373j -0.730934+0.60992j -0.733412+0.684687j -0.565019+0.414447j -0.21591+0.287477j -2.21248+2.2239j -1.66228+1.8336j -0.189869+0.112973j 0.443688-0.721917j 0.237896+0.0471653j 0.41951-0.444751j 1.87787-2.80611j -0.167029+0.417113j -1.62076+2.44121j 0.00429365+0.158398j -1.67035+2.50389j -0.825015+0.877738j -0.101092+0.317514j -2.00769+2.35867j -0.222097-0.158094j -1.50526+3.8054j -0.0961994-0.218665j 0.287857-0.69583j 0.984841-0.737022j -0.194175+0.333136j 0.507061-2.02165j -1.45414+3.97667j 0.229603-0.725924j -0.713986+1.82675j 1.23622-1.01605j -0.645483+1.15557j 0.426287-1.98472j -0.0808492+0.404086j -0.291909-0.772144j -0.893684+1.96554j -0.00429575+0.294287j 0.400707-0.75664j 0.0225653-0.466764j -0.0362761+0.669041j -0.106418+0.191537j 0.00385077-0.454762j -0.0930078+0.133374j 
-0.393844+0.0232209j 0.569282+0.747985j 0.0173314+0.0013217j 0.342175+0.988783j 0.869434-0.299572j 0.229325+1.75434j 0.154779+0.234996j -1.25062-1.90616j 0.214304-0.216967j 0.382767+0.521885j 1.85866+2.50851j -1.04524-0.311932j -1.21947-4.54969j -1.66877-0.760287j 0.843917+2.94744j 1.84304+2.29561j 0.662938+1.2015j 1.31014+2.62644j -2.29026-3.032j -3.83679-4.75987j -0.66665-1.03607j -0.846147-1.93562j 0.237944-0.712012j 0.788453+0.687836j -2.8098-1.13427j -1.70075-1.81854j 1.01566+1.54789j 2.61842+3.1133j -0.223625-0.0278207j 1.67094+3.00586j 1.88392+0.14919j 0.197664+1.87379j -0.902501+2.29862j -0.262997+1.10552j -1.74224+1.34179j -0.490426-0.0567113j 0.00500572+0.966623j -0.0416492-1.74567j -0.654512+0.437696j 0.103726+0.524448j -0.724704+0.440514j -0.0047163+0.359482j 0.727234+0.383796j -0.0499721-0.163278j -0.740347-0.991939j -0.820869-1.22978j 0.459235+0.211044j -1.26167-1.34251j 1.14875+1.73032j 0.667709+0.47388j 1.60651+2.19481j -1.60593-1.30959j -0.302727-1.74613j -2.23362-1.22214j -0.656443-0.614248j -4.2693-5.27393j -2.82257-3.71601j -0.334397-0.340482j 1.24051+1.46564j -0.479373-0.763882j 1.47723+0.553667j 3.7482+5.97738j -0.158703-0.541925j -3.72587-4.97484j -0.80475-0.518653j -3.35867-5.46131j -0.477465-2.05928j -0.541236+0.260797j -3.66422-3.99552j 0.462873+1.11465j -4.90176-6.62895j 0.0158662-0.51298j 0.409044+0.971998j 0.571969+1.53627j 0.449616-2.04582j 3.04934+3.90088j -4.78486-6.22453j 0.167253+1.28571j -2.25368-3.8111j 2.00875+1.76537j -0.844733-1.42185j 3.18704+3.43097j 0.33791-0.613301j 1.38215+1.32282j -1.75977-2.2661j -0.0142781+0.0568078j 0.322371+0.80318j 0.381896+0.579948j -0.762362-0.945047j -0.184687-0.366265j 0.388992+0.993623j 0.37764-0.460602j 
-0.132198-0.21106j 0.192142+0.196279j -0.484857+0.234409j -0.607402+0.674929j -0.145641+0.00748184j 0.168113+0.758666j -0.0566348+0.333704j 0.32019-0.797341j -0.055974+0.172318j -0.0212309-0.0551178j -0.656495+2.10241j -0.589005-0.368434j 0.191427-3.23592j 0.231915-1.03918j 0.0993877+1.47357j 0.0673373+1.84711j -0.202257+0.928108j 0.0216512+1.18222j 0.81793-0.34545j 0.93705-2.73358j 0.200993-0.494079j -0.69595-1.87226j 0.661665-0.684221j 0.888912-0.692136j 0.636961-1.82044j 0.703377-2.3449j 0.343902+1.01169j -0.574007+2.53406j 0.0419468-0.8424j 0.269393+1.94631j -1.22895-0.184536j 1.17532+2.58843j -1.75498+0.63348j -1.23444+0.112968j 0.149747+1.21233j -0.818663+0.0311266j 1.67734-0.583682j -1.2078-0.485999j 0.177906+0.469476j -0.384998-1.31195j -0.540894-0.575573j -0.23913+0.420797j 0.0531456+0.374114j -0.453349-0.319938j 0.752847-1.18j 0.691898-0.727986j -0.0713344+0.690136j 1.56999-0.922541j -2.33337+1.02453j -0.749878+1.015j -2.36522+2.0545j 1.01077-1.21793j 1.16809-0.64507j 1.0103-1.66271j 0.926419-0.330965j 3.94185-3.16339j 2.39038-2.79276j 0.858806-0.285128j -2.47285+1.24656j -0.0763957-0.189339j -1.48374+1.81214j -5.24291+4.97865j 0.838305-1.10168j 3.7102-4.26767j 1.15073-0.411264j 2.53522-3.31398j 0.899411-1.75922j 0.663248-0.0826696j 2.16092-4.30706j -0.0795334+0.00550327j 4.53989-5.44873j 0.113036-0.779475j -2.10096+1.57853j -1.36649+1.4134j -0.487702-0.24494j -1.77854+1.88619j 4.4121-4.58149j -1.86912+0.609136j 2.59568-1.16128j -0.46529+2.04093j -0.189889-1.72618j -2.66845+1.72246j -1.13737-1.39869j -1.73271+0.216252j 1.8271-1.30417j -0.674048-0.338286j -1.93519-0.457825j -1.4669+1.8043j 1.39583-0.204932j 0.329667-1.0172j -0.689332+0.527851j 0.765918+0.0338471j 
0.644127+0.0883778j -0.589288+0.522048j 0.0202545-0.335797j -1.18229+0.324069j -0.0898844+0.298362j -0.37612+1.02843j -0.140694-0.268041j 1.36531-2.56061j -0.244175-0.626259j 0.378418-0.869015j -2.3049+2.37241j 1.23519-0.0295517j 3.60365-2.86753j 1.39035+0.144153j -2.5882+0.71658j -1.99444+0.529836j -0.449759+0.487785j -1.45583+0.685534j 3.38575-1.18229j 4.49954-3.61128j 1.53452-0.491364j 1.99418-2.0296j 3.31604-1.66306j -1.03859-0.205349j 1.18678-0.320862j 2.86963-3.07256j -1.45081+1.37962j -3.41988+2.8236j 0.496192+1.67082j -4.24278+1.61923j -3.17714+1.82219j -1.87982+0.429955j -0.253519+0.636879j 0.510561-0.607247j -1.23383+1.91542j -0.271246-0.109796j -0.499581+0.755507j -0.084777+0.0348136j -1.4068+0.0586627j 0.164575+0.318734j 0.00507836-1.49786j 1.54526-0.501114j 1.06577+0.503653j 1.01373-0.224698j -2.53621-1.51547j -4.67146-1.31749j 0.755905+1.01997j -5.88266-1.08353j 6.51253+2.12602j 2.45951+0.401364j 9.67485+0.65026j -6.94453-0.725765j -3.91288-0.941111j -9.16759-0.102015j -3.20098-0.351441j -19.395-2.28594j -13.7829-1.8224j -0.30241-0.567382j 4.96878+0.476293j -1.02683-1.0413j 5.84794-0.266127j 18.9044+1.87954j -1.11382-0.278194j -16.6367-1.02203j -1.14234-0.999277j -15.0707-1.14685j -4.88452-1.0755j -1.63296+1.10319j -14.8091+0.153837j 1.83827+0.898344j -20.4542-0.0852781j -0.525997-0.501105j 3.08413-1.56328j 4.49242+0.129105j -0.849633-1.56478j 9.62024+0.269786j -18.0173+0.705435j 1.67728-0.0797383j -8.50702+0.100632j 6.03583-0.392757j -4.53605+0.930152j 10.0071-0.164405j -0.102757-0.0658723j 3.97551-1.84343j -6.15592+1.45311j -0.447578+1.12425j 3.17663-2.38142j 1.2562-0.196443j -2.15939+1.30328j -1.37215-0.437721j 0.914387+0.567j 0.463591-0.0680229j 
