0.0111677+0.0302952j 0.0514552+0.0044894j -0.122719+0.0389252j -0.0825446-0.0654868j -0.0190857+0.0515781j 0.0491021+0.124739j 0.0556128-0.00615852j 0.00179187+0.0672394j -0.043794-0.056149j -0.0776326-0.00767645j -0.000669916-0.00828894j -0.114374+0.0856071j -0.00419077-0.0915177j -0.102467+0.0293969j -0.0386741+0.114027j 0.0397781+0.1054j -0.0291318-0.0300812j -0.0157029+0.0912798j 0.0593227-0.038979j -0.128256-0.0350246j -0.0394533-0.00689873j 0.101028+0.0340427j -0.0359403-0.275853j -0.0932143-0.107206j 0.144996-0.20818j -0.172313-0.0607342j -0.0447605-0.0933264j -0.0874656+0.0353427j -0.117675+0.0109899j -0.0426634+0.0615903j 0.14627+0.1546j 0.078641-0.0244102j 0.117272-0.0428136j 0.0720313-0.022465j -0.0795978-0.0288796j 0.0460693-0.191272j 0.21425-0.106609j -0.00349343+0.184521j -0.0902465-0.0362604j 0.0119009-0.0780019j -0.0276439-0.0389011j 0.0152082+0.0227417j 0.00469611-0.0359691j -0.0534062-0.0285895j -0.0502346+0.0107826j -0.010221-0.0451854j -0.0248292+0.00989588j -0.0463405-0.00917875j -0.00228095-0.00454946j -0.00330329+0.029357j 0.0226756-0.00127891j 0.0215733+0.0491267j 0.00980046+0.0489489j -0.0094325-0.0324829j 0.0181841+0.0305484j -0.0503497-0.0107459j 0.0164834+0.0243131j 0.0350287-0.0513443j 0.00591299-0.0156572j -0.0223408-0.00478145j 0.00542495-0.0188591j -0.0135213+0.00198717j -0.00443732-0.0402091j 0.00333557-0.0525199j 0.00819051-0.00133563j 0.054736-0.0387489j 0.0422674+0.0130059j -0.0111305-0.00724496j 0.0359316-0.00858466j 0.00639427+0.081079j 0.0151361-0.0135259j 0.0348915-0.0112487j -0.0461582+0.0246218j 0.0562639+0.0175775j 0.0286731-0.0128598j 0.0342511+0.0304626j -0.000708366+0.00585686j 0.000490799-0.0112076j 0.0111082-0.0472406j -0.0339164+0.0171039j -0.0150617+0.0226869j 0.00434202-0.0114725j 0.0111713+0.0307291j -0.0626653-0.0351442j 0.0357031+0.0119156j -0.020964+0.00706996j 0.0327883+0.000676783j 0.0331632+0.00703012j -0.112374-0.0567574j 0.0376968-0.123784j 0.0352425+0.0237285j -0.0331295-0.00185789j 
-0.000236072-0.0022159j -0.0028912+0.00059658j -0.000461943+0.00128655j 0.00244948-0.00196194j -0.00672346+0.00234244j 0.000253678+0.00129783j 0.00175962+0.00426943j 0.00697121-0.000628873j -0.0078203+0.00805953j 0.0119716+0.00581826j 0.00583246-0.00251393j -0.00673288-0.00554689j 0.00481408+0.00765716j -0.00231436-0.0101539j -0.00516745-0.00447415j 0.00562455+0.00758482j 0.0100746-0.016381j -0.00646185-0.0128387j 0.00887795+0.000875124j 0.0052596+0.00197426j -0.000129399-0.00296558j -0.000258044+0.00456362j -0.00877191+0.0062j 0.000630471+0.0025214j 0.00498514-0.000216215j -0.0033357-0.00265034j -0.0067937-0.00524931j -0.00483239+0.00148476j 0.00273018-0.000783631j -0.00179595+0.000558478j -0.000751485+0.00364774j -0.00026337+0.00146786j -0.00578307+0.000207686j 0.0040724-0.000789601j 0.00601249+0.00119672j 0.00229062+0.00175144j 0.000348038-0.00194146j -0.00269231-0.00276931j -0.00110194+0.00145339j 0.00200785-7.36141e-05j 0.00036391+0.000215733j 0.00341875-0.00228803j -0.00290922+0.00216033j -0.000897349+0.00407091j 7.5468e-05+0.00154636j -0.000520881+0.00469497j 0.00530861+0.00333445j -0.00027639+0.000295868j 0.00232799-0.00582058j 0.00284815+0.00976532j 0.000770354+0.00112834j 0.00346776-0.00192743j -0.00713818+0.00203846j -0.00790811+0.00320663j -0.00851555-0.00456358j 0.000669299+0.00113264j -0.00338083-0.021902j 0.0012715-0.00580958j -0.00232755+0.0046829j -0.00108841+0.0107998j 0.00851029+0.000472427j -0.00687161-0.00407668j -0.00650602+0.00659795j -0.00237956+0.000267225j -0.0139062-0.00351416j 0.0033292+0.00395808j 1.54289e-05-0.00243071j 0.00649626+0.00599328j -0.0024454+0.00247347j -0.00443636-0.00230687j 0.00266066+0.00258479j 0.0015093-0.00667676j -0.00110804-0.00030007j 0.00316637+0.00522875j -0.00776243+0.000139442j 0.00449864-0.00156578j 0.00127356+0.0018276j 0.00377086-0.0041506j -0.00286885+0.000814448j -0.000946351+0.00124799j -2.49651e-05-0.000414078j -0.00293968+0.00265572j -0.00157121-0.00887439j 0.00168833-0.0036711j -0.000904995+0.00201312j 0.00281721-0.00370059j -0.00426805-0.00290431j 0.00110523-0.00172587j 0.00600817+0.00228232j -0.000412154+0.000852403j -0.00262816-0.00148509j 0.00148501-0.000588605j 
-0.000305355+0.0031819j -0.00205925-0.0014868j -0.000351414-0.00116526j -0.00200814+0.00233822j -0.00276232-0.000258315j -0.00169345-5.83054e-05j -0.00576801+0.00340778j 0.00131248+0.00278927j -0.00367225-0.00150638j 0.00240264+0.00197118j -0.00322477-0.00416256j -0.00247899-0.00132836j 0.0106017-0.00586825j 0.00217613-0.000261031j -0.00835794-0.00596586j 0.00554124+0.00513184j 0.00239885-0.0124716j 0.00692057+0.00374159j -0.00337487+0.00368982j 0.000350997+0.00415776j 0.0063453-0.00563227j 0.000463327-0.00805526j 0.0051906-0.00904532j 0.0116661+0.00511812j 0.00774976-0.00188137j 0.00941584+0.00399995j 0.00370879+0.00819791j -0.003985+0.0013546j -0.00473501+0.00526513j 0.00322831-0.00102625j -0.00563079-0.00151481j -0.00373945+0.00630435j 0.00165734-0.00186438j 0.00108096-0.00078066j -0.00231409+0.000784668j -0.00221002-0.00109776j 0.00274169-2.58921e-05j -0.00226986+8.68851e-05j 0.00054374+0.00224782j 0.00208569+0.0022408j -0.000177393-0.00497195j -0.00207997-0.000842909j 0.000567293-2.80453e-05j -0.00104028-0.00241639j -0.00176546-0.000278686j -0.000922278+0.000856403j 0.00510722+0.0024206j -0.00638164-0.00533183j -0.00515005-0.00462877j -0.00145098+0.00377399j 0.00525614+0.00641369j 0.00657548-0.00242237j -0.00447231+0.00739853j -0.00314513+0.00441799j -0.00836185-0.00169326j 0.0040713-0.00328247j 0.00260898-0.0109118j -0.000309745-0.00603541j -0.00352772+0.00260212j 0.00524366+0.00612118j 0.00340104-0.000452419j -0.00149126-0.000236038j -0.00761284-0.00468933j -0.00016627+0.00256465j 0.000752657-0.00656984j 0.00904625+0.00155615j -0.0046384+0.00232661j -0.00544387+0.00119721j 0.00505667+0.00544558j -0.00885196-0.00136102j 0.00522295+0.00273003j 0.00588495-0.00473588j 0.000357524-0.00333126j 0.00506952+0.00565374j -0.00593168+0.00163307j 0.00283964+0.00672903j 0.00159993-0.00298092j -0.00132627-0.00296509j -0.0037129+0.00162553j -0.00294936+0.00213858j -0.00544175+0.00442798j -0.00119461-0.000387499j -0.000647192-0.00385439j -0.00126604+0.00180922j 0.00189867+0.00325191j 0.000139649+0.00159456j -0.00116414+0.00392733j -0.000418686-0.00306288j 0.000585392-0.00170739j 0.00143784-0.00423361j 0.00092987+0.000969203j 0.000330399-3.80409e-05j 
0.0019957-0.00308889j -0.000431975+0.00110943j 0.00216015+0.000169788j -9.84409e-05-0.00094606j -0.00658447+0.00279366j 0.00224776-8.79306e-05j 0.00265631+0.00391702j -0.000541569-0.00199545j -0.0107227-0.00693531j -0.00306252+0.00855473j 0.00166645+0.00769745j 0.00556695+0.00413671j 0.00947386-0.00121544j 0.0023917+0.0036879j -0.00160419-0.00895152j 0.000733009-0.00188835j -0.000524671-0.00585273j 0.00466945+0.0105377j 0.00496136-0.00378759j 0.00168298+0.00196855j -0.0066531+0.00163982j 0.00710767+0.00085624j 0.00553157+0.000123287j 0.00693784+0.00168311j -0.00442144-0.00166398j 0.00131694+0.00843544j 0.000534886+0.0015234j 0.00249014-0.00137853j -0.00111902+0.00663213j 2.86379e-05+0.000268174j -0.00164625+0.000921537j 0.00637842+0.00218332j -0.00559196-0.00136397j -0.00130742+0.000682289j 0.00168251+0.000451105j 0.000481193+0.00109634j -0.00140632-0.000911632j 0.00133694-0.00249642j -0.000423725+0.00204002j -0.00156232+0.00187791j 0.000840961+0.0027293j 0.000607302+0.00031097j -0.00147785+0.000948067j 0.00509412+1.42611e-05j -0.000405792-0.000606475j -0.00384425-0.00175693j 0.00375684-0.00154773j -0.00361863+0.0106417j -0.00731851+0.00144676j -0.00412895+0.00698332j 0.00953541-0.00188248j -0.00155095-0.00558281j 0.00484167+0.00417271j 0.00285284+0.00144496j 0.00248947+0.00191998j 0.000812075+0.000111614j 0.00687671+0.0090405j -0.00568644-0.000359413j -0.00370712+0.00842275j 0.00574287-0.00986393j -0.0111642+0.00402492j 0.00479061+0.00380306j 0.000923443+0.00422354j 0.00455052+0.00752707j 0.007926-0.00470183j 0.00617009-0.00729444j -0.00286421-0.00534196j -0.0041942+0.00635029j 0.0045747+0.00552954j 0.00342137+0.00946857j -0.0030458+0.000176799j -0.00103205+0.00256452j 0.00397212+0.000944327j -0.00374277+0.00555589j -0.00106618+0.00401642j 0.00220939-0.000482017j 0.00482515+0.0013711j 0.00327158+0.00191218j 0.00815494+0.00733539j 0.00513609+0.00182105j -0.00328413-0.000929043j -0.00143656-0.00321699j -0.00162985-0.00236456j 0.000803004+0.00480049j 0.00081657+0.00347647j 0.000504285+0.00246921j -0.00247412+0.00163014j 0.00113552+0.0016494j -0.00134954+0.000306418j 0.0018841+0.000918187j 0.00141823+7.76218e-05j 0.000387493+0.00115558j 
0.00415748-0.00276085j 0.00141928-0.00161813j -0.00848467+0.00135619j 0.000464868-0.00389303j -0.00286977-0.000933721j -0.00207373+0.00323095j -0.00279292-0.0037666j -0.00492436-0.00521502j 0.0145794-0.0164933j -0.0106979+0.00568387j -0.00357024-0.0033469j -0.000225758+0.00455686j 0.00733898-0.0178791j -0.0156265+0.00325078j 0.00404396-0.00368808j -0.00757712-0.00598005j -0.00530476-0.00714085j 0.00138189+0.0112974j -0.00719247+0.00783521j 0.00137686-0.00488362j -6.29415e-05+0.00676748j -0.017127-0.00340447j 0.00849282-0.00736418j -0.00197638+0.00464051j -0.00518987-0.00248403j 0.00859069-0.00150579j -0.00559262+0.0015468j -0.0053754-0.00814132j 0.000900418+0.00511938j -0.00612722+0.000585981j 0.00101265-0.000367863j 0.000987165+0.0066056j -0.00235272+0.00399427j 0.0021551+0.00416889j -0.00182902+0.00279572j 0.00375454-0.000207308j -0.00376002-0.00191219j -0.00190573+0.00209445j -0.000694391-0.00297951j 0.000273774-0.00122188j -0.000713102+0.0032989j 0.000998213+0.00235285j 0.00347563-0.00234535j -0.00182354-0.00148667j 8.01347e-06-0.00159094j -0.00320229+0.0047623j 0.00712291-0.00177598j -0.0111329-0.0021063j -0.00187586+0.0135455j 0.00613745-0.00165404j -0.00134142-0.00299818j 0.00230203-0.00133817j -0.0052027+0.0085585j 0.00202112+0.00370767j -0.00637656-0.00590098j 0.00419476-0.00445188j 0.00655709-0.0111896j 0.00487714-0.00407759j -0.00075974-0.00513914j 0.00872856+0.000357983j 0.0086776+0.00377301j -0.00825384-0.00604417j -0.00684795+0.00339267j -0.00502644+0.00150862j 0.00178045-0.00193903j 0.00637319-0.00414955j -0.00338523-0.000957081j -0.00793484-0.00538957j -0.00510587+0.00200823j 0.00139499-0.00108199j 0.00114704+0.000317752j 0.00512864+0.00162378j -0.00287528-0.00472711j 1.25818e-05+0.00569898j -0.00267168-0.00734358j 0.000281056+0.00219584j -0.00105115-0.00761042j 0.00281198+0.000407577j -0.00456351+0.00237825j 0.00420076+0.00201103j -0.000422932+0.00070659j 0.00267404-0.00184989j -0.000495534+0.000644817j -0.0035851+0.00340642j -0.00221742+0.00608412j 0.00205594+0.00161193j 0.00316892-0.000527754j 0.000517454-0.00141269j 0.00438553-0.000474664j 0.00318549+0.00146557j -0.000855508-0.00224829j 0.00273491-0.000487777j 
-0.00133008-0.00379257j 0.00152737-0.00353655j -0.00717272+0.00323869j -0.00205846-0.00398552j 0.012536-0.0063059j 0.00378666-0.00342779j 0.00457862-0.00102028j 0.00128363-0.00261811j -0.00116381-0.00102919j -0.00593367+0.00451218j 0.00401465+0.0157889j 0.00798565-0.00291339j -0.00294384+0.00324178j 0.00821854+0.00653787j 0.00105635+0.0110065j 0.00864242-0.00787512j -0.00486104-0.00241511j -0.00340507-0.00235906j -0.00266214+0.000176611j -0.00158883+0.00288349j -0.0124847-0.00231117j 0.0106625-0.00547156j 0.00705276-0.00504577j -0.00479415+0.0112739j 0.000397453-0.000573586j -0.00177387+0.00346522j 0.00273635-0.00422656j 0.00277475+0.00291243j 0.00138352+0.00106512j 0.00445971+0.00247112j 0.00440286+0.00146714j 0.00265542-0.00201281j 0.00115915-0.00239233j 0.00186561-0.000157125j 0.000439608+0.00493115j 0.000279109-0.00284849j 1.91387e-06+0.00260365j -0.00298373+0.00376042j 0.00106043-0.00260076j 0.00226683-0.00217677j -0.000231191+0.00253518j 0.00106452-0.00492267j -0.0045649+0.000514078j -0.000802366+0.0040642j 0.00437176-0.00413349j 0.00717646-0.00354449j -0.00145029-0.00116129j 0.00171492+0.00890514j -0.00275776+0.00834916j 0.00511249+0.00747341j -0.0014549-0.00765692j -0.0119134+0.00150181j -0.00565654-0.00107525j -0.000586448+0.00094448j -0.00594983-0.000621871j -0.00628795+0.00364671j 0.00166777-0.00207534j 0.0014465+0.000193543j -0.000230838-0.00320288j -0.0116755-0.00538278j -0.00100083+0.0033899j -0.0018322+0.00123692j -0.000448135+0.00582658j -0.00688849+0.00610058j -0.0140165+0.00827562j -0.0038969+0.00269698j 0.0038165-0.00797923j 0.000310485+0.00189431j 0.00392328+0.00311265j 0.000552663+0.00144159j -0.00755471+0.00425616j -6.35155e-05-0.00319771j -0.00448659+0.00930524j -0.000895587+0.000395567j -0.0026096+0.0016675j -0.00458153-0.00833066j -0.00225951-0.00308082j -0.00017189+0.00435867j -0.00077768+0.00132391j -0.00480938+0.00119847j 0.00742875+0.000371841j -0.00107181+0.00256682j -0.0023086-0.00559051j 0.00227087-0.00775021j -0.000842113-8.28693e-05j 0.00165781-0.001207j 0.000625628+0.000628908j 0.00178148+0.00255084j 0.000589689-0.0012271j 0.000425641+0.00044048j 0.00118385+0.000800651j 0.00167903-0.000779779j 
0.000448734-0.00142734j -0.00125071+0.00323342j -0.00336644-0.000366848j -0.00419919-0.00499263j 0.0039171-0.00520163j 0.00346935-0.00842633j 0.00420171+0.00193843j 0.000742657+0.00222593j 0.00366366-0.00677698j 0.00113975-0.00162471j -0.00556178+0.00456903j 0.000410283+0.00207877j -0.0133207+0.00160759j 0.0113393-0.00747321j 0.00758103+0.00602403j 0.0054636+0.0076018j -0.00146806+0.00905992j 0.000909651+0.00382906j -0.00298681+0.000892577j -0.00069924+0.00214918j -0.00311573+0.00280834j 0.00849561-0.00077015j -0.0019154-0.00333192j 0.00400539+0.00591746j 0.000366095+0.00475248j -0.00118876+0.00131498j -0.00277759+0.00248789j 0.00558651+0.00651621j -0.00108604+0.000744531j 0.00366776-0.0067485j -0.00172325+0.00102701j 0.00664011+0.00235303j 0.00245674-0.00483907j 0.00176121+0.00086212j 0.00230889-0.000910826j -0.00477872-0.00372542j 0.00342734+0.00310527j -0.00199735+0.00062859j 0.000414209+0.000613262j 0.00210006+0.00205439j -0.00319797-0.00420364j 0.00140992-0.00200197j -0.00487137+0.000883298j -0.000940987-0.000704519j 0.000749898-0.00643656j -0.00274988+0.00210232j -0.00151053-0.00366033j 0.00150636+0.00649933j -0.00377508+0.00252779j -0.000167015-0.00692128j -0.00411931+0.000407927j -0.00218079+0.00495248j -0.000985884-0.000723969j 0.00609678-0.0076832j 0.0004504-0.00531514j 0.000859228-0.00119588j 0.021722-0.00077958j -0.00457721+0.0159574j 0.00494869-0.00340975j -0.0073427-0.00858465j 0.00100909+0.012457j 0.0050342-0.00693829j -0.0036391+0.00233381j 0.0044965-0.00166544j -0.0086663-0.00371149j -0.00652193-0.00900606j -0.00285241-0.000403845j -0.00206543+0.00415544j 0.00237237+0.00197603j 0.000487707+0.000999154j 0.000415818+0.00199098j 0.000459992-0.00304409j 0.00306244-0.00358549j 0.00130328-0.000107801j -0.00739851+0.0061299j -0.00192906+0.00557684j 0.00195032-0.00783729j -0.000737407-0.00195003j -0.0039327+0.00224208j -0.000568315-0.000747534j 0.00516451-0.000936837j 0.00469053-0.00487611j -0.0021812+0.00197036j 0.000438414+0.00881243j -3.60925e-05+0.00200551j 0.000592948+0.00167362j 0.000735708+0.00296447j -0.000493911+0.00376727j 0.00255411+0.00286141j 0.000277506+0.000994451j -0.00232161+0.000880628j 6.1699e-05+0.00170672j 
0.00429617+0.000519529j -0.00393684+0.00110416j 0.00594479-0.0109679j 0.0130603-0.00128745j -0.0160539+0.00117816j 0.00437324+0.00904793j -0.00230108+0.00797312j -0.00100958+0.00283982j -0.004088+0.0109889j 0.0149337+0.000214809j -0.000267024-0.00588463j -0.0105578-0.00396143j 0.00630088+0.00310204j 0.00790012+0.00103346j 0.00100556-0.0132474j -0.0146836+0.0160087j 0.00463157+0.000738053j -0.00253265+0.00554861j 0.00248705-0.0027614j -0.00421823-0.000184503j 0.0103018-0.0083004j -0.00422471+0.00358014j -0.00498397+0.000452688j 0.00705582-0.00751468j -0.000876602+0.00502718j -0.00677422+0.00794066j -0.0102909+0.000449188j 0.00105582-1.90058e-05j 0.00138179+0.00134774j -0.0050842+0.00220135j 0.00672102+0.00193175j -0.00381992+0.00199148j -0.00106824-0.00212938j -0.00382363+1.73751e-05j -0.00263297-0.00141076j 3.17519e-05+0.000290674j 0.000420176+0.000645162j 0.00515897-0.00501168j 0.0021803-0.00139952j 0.000479223+0.00637948j 0.00262593+0.0012194j -0.00336705+0.00251375j 0.00362402-0.000409781j 0.00324043-0.00675543j -0.000967386+0.0085255j -0.00402406+0.00627158j 0.0117204-0.000675307j -0.00189909+0.00440658j -0.000110647+0.00861547j 0.00662495+0.000788787j 0.00989032-0.0029672j -0.00378241-0.00683203j 0.0040337-0.00873598j -0.00226792-0.00572067j -0.00435947+0.000633229j -0.00602597+0.00147855j 0.00972302-0.0064875j 0.000167253+0.00917654j 0.000691117-0.000284438j -0.00946227-0.010673j -0.00133003+0.0068767j -0.00102022+0.00392093j 0.000489713+0.00492753j -8.1789e-05-0.00565878j -0.0065746+7.92564e-05j -0.00160504+0.00175403j 0.00635766+0.0022215j 0.000486774+0.000431518j -0.00150853+0.00410473j 0.00248303+0.000434332j 0.00103898-0.00589777j 0.00323245+0.00270638j -0.00137253+0.000825303j -0.00342144+0.00181097j 0.00491223-0.0013303j -0.00551027-0.00623725j 0.00500142-0.00245682j 0.00262172+0.00721512j 0.000939794+0.00243513j 0.00242787-0.00278243j -0.00169546+0.000230606j 0.00140887-0.0047597j -0.0037884-0.00105413j 0.000433047-0.000834171j -0.00415645-0.00258617j -0.00388335+0.00034364j 0.00183768-0.00310049j 6.8013e-05-0.000206934j 0.00176501-0.00108034j 0.00031397+0.00130719j -0.00189483+0.00161365j 0.0016373+0.000364866j 
-0.00601091-0.000299709j 0.00219285+0.00412336j -0.00706788+0.00585092j -0.00523071-0.00742478j 0.000621537-0.0102401j 0.00480948-0.00661478j -0.00386706-0.000253363j 0.00539898-0.00186361j 0.00391288-0.00567034j -0.00797309+0.00194581j 0.00280464+0.00138112j 0.00107883-0.00308366j -0.00481345-0.00453705j 0.00430501-0.00808656j 0.00136957+0.00508891j -0.00405376+0.00506165j 0.00305306+0.0046483j 0.00606529+0.00503213j 0.00841575-0.00559388j -0.000482232-0.00183464j 0.00107875+0.0138267j 0.00303917+0.0084428j 0.00149096+0.00669138j -0.0051371-0.00204751j 0.00118211+0.00509642j 0.0024996-0.00355223j -0.00714358-0.000669302j 0.00212395+0.000238197j 0.0017375+0.000921428j -0.00225484-0.00130896j -0.00791716+0.00314276j 0.00625686+0.00257999j -0.00238568+0.00259998j 0.00265761+0.0033893j 0.00606041+0.0028658j -0.00132873-0.00222068j 0.000840817+0.00102341j 0.00107439-0.000224425j -0.00149026+0.00238207j -0.00335579-0.0049134j 0.000866385-0.00451202j 0.000819613+0.000383239j 0.00107213-0.00166485j -0.00481912+0.00331559j -0.00287569-0.00355611j -0.0076528-0.000422996j -0.00498078-0.000391542j 0.00590959-0.0025297j -0.00152513-0.00489683j -0.00496009-0.00160073j -0.00214871+0.0021048j 0.0005818+0.00212525j -0.00603121-0.00739706j -0.000610547-0.00554249j 0.00881581+0.00332382j 0.00637603+0.00399238j 0.00020427+0.00791337j 0.00197945+0.00032142j -0.00374114+0.00166479j -0.0119466-0.000655486j 0.00171271-0.000467086j 0.00140598-0.00727857j 0.0101357-0.00110481j -0.00550236-0.0162j 0.00373145+0.00631064j -0.00367915-0.00152025j -0.00591396+0.00342515j -0.000271145-0.00725776j -0.00470873+0.00424333j 0.00336376+0.00110991j 0.000599529+0.00130802j -0.00498068-0.00222698j -0.00357839-0.0008422j -0.00293289-0.00302823j 0.00496501+0.00368042j 0.00212813+0.00466858j -0.00204099+0.000462106j 9.77366e-05+0.000324671j -0.00194297+0.00156903j -0.00219771+0.000442749j 0.00107294-1.61342e-05j -0.00353318-0.00218253j 0.00245486+0.00355315j 0.000456217-0.00201224j -0.000857049-0.00509097j -0.00179772+0.000814973j 0.000968244-0.00206994j -0.00176084-0.000923622j -0.00292386-0.000126073j -0.00304487-0.00425311j 0.000168705+0.000474871j -0.00318494-0.000594647j 
-0.00319185+0.00280148j -0.000443476+0.000637017j -0.00395898+0.00141106j -0.000782685-0.00385043j 5.40701e-05-0.00968078j 0.00544618-0.00232613j -0.0105044+0.00495716j 0.00385247+0.000620593j 0.0031724+0.00412745j -0.00312179-0.00014571j -0.000866996-0.00428052j -0.00440703-0.00743443j 0.00480767-0.0110995j 0.0151605+0.00260421j -0.00708637+0.000529937j -0.00757618+0.0112965j -0.000675142+0.000144702j 0.00971042+0.00878359j -0.000997548-0.00268299j -0.00287339-0.000366994j 0.00891418+0.00232918j 0.00137682+0.000324321j 0.00520163-0.0034734j 0.00198518-0.00433958j 0.00562301+0.0035056j 0.00168736+0.00277029j -0.000833577+0.00384713j 0.00229314+0.000768025j -9.28655e-05+0.00115114j 0.00130972+0.00267634j -0.0036493+0.00206953j -0.00059054+0.00368123j -0.000120962+0.00277895j 0.000439516+0.00108562j 0.00161371+0.00495832j -0.00346132-0.00437839j 0.00280312+0.00329833j 0.00179644+8.57865e-05j -0.00176916+0.000682711j -0.000209788-0.00184111j 0.000632195-0.00575819j -0.00116362+0.0022886j -0.00214129-8.13759e-05j 0.00123603-0.00227135j -0.00327579-0.0055141j -0.00342394-0.00700368j -0.00313781-0.000753672j 0.00164137+0.0031884j 0.00691862+0.00314872j 0.00194852-0.00102458j -0.00572173-0.00158258j -0.000893599+0.00160722j 0.000431367+0.00390522j 0.000516636+0.00736313j -0.00151776+0.00938112j 0.00078987-0.000187323j -0.012106+0.00172698j 0.0016271-0.00990725j -0.00657639-0.0021543j -0.00337817-0.000879322j -0.000611261-0.0043j -0.00351203+0.00379934j 0.00393914-0.00339274j -0.00338704+0.00806176j 0.00612085-0.00135597j 0.00547798-0.00329247j -0.00388788-0.00135744j -0.00263617+0.00271206j 0.00890109+0.000309183j -0.00201958-0.00044419j 0.00139626+0.00253727j 0.000224379-0.00141382j -0.00484114-0.00269501j -0.00219201-0.00527283j 0.00438716-0.00517873j -0.00234098-0.00720841j -0.00332886-0.00212082j -0.00154863+0.00364957j 0.00316518-0.00337835j -0.00314068+0.00357442j -0.00263618-0.000405926j -0.00134918+0.00243034j 0.00588385+0.00208276j -0.000845829-0.00158912j 0.00570686+0.00300938j -0.00011367+0.00295444j 0.000179631+0.00308862j -0.00115692-4.91077e-05j -0.00306298-0.00104836j 0.00291668-0.00306313j 0.00235672+0.000643109j 0.00169063-0.00209747j 
-0.00264976-0.0009586j -0.000838202-0.00133255j 0.00101608+0.00590637j 0.00351277+0.00161638j 0.00393879-0.00273516j -0.00514157-0.000320181j -0.00446683-0.000939542j 0.00718701+6.61703e-05j -0.0100676+0.00853533j 0.00523355-0.00200422j 0.00994138-0.00360501j -0.000617027-0.00765463j 0.0100456+0.00718758j 0.00762048+0.0157169j -0.0144976-0.00245857j -0.00358737-0.000635076j -0.000942291-0.00814148j -0.0102912-0.00532604j 0.00745125-0.00324612j 0.00168147-0.000550631j 0.00510217-0.00850709j 0.00522147+0.00380203j -0.00446123-0.000335563j -0.0011203+0.00324351j 0.00278358-0.00235505j 0.000937945+0.00338184j 0.00233022-0.00296749j -0.00260368+0.0036148j -0.00040607-0.00329756j -0.00312506+0.00106824j -0.00591243+0.0012088j -0.00269866+0.000323038j 0.000387995+0.00200209j 0.000436718-0.00346999j 0.00149799+0.000580347j 0.00313335+0.00141804j 0.00077518+0.000699345j -0.000254268+0.00425815j 0.00113973-0.000667543j -0.00259587-0.00276144j 0.00131174+0.00388968j 0.00259405+0.00144571j -0.000492202+0.00432231j 0.00475646+0.00322103j 0.00206391-0.00100511j -0.00479086-0.0145369j 0.00102568+0.00140487j 0.00724898+0.00685882j 0.00808644+0.00385484j -0.000982886-0.00478459j -0.00173204-0.00597596j -0.00253631+0.00216205j -0.00451874-0.0055704j 0.00445808+0.000726167j -0.000892938-0.00548631j 0.00363082+0.00661228j -0.00251935+0.00815217j 0.00577624-0.000343807j 0.00797955-0.00901518j 0.00131281-0.0150501j -0.00672856+0.0013178j 0.00589913+0.00272516j -0.00411358+0.0117133j -0.00427424+0.00105105j 0.00900136+0.0110666j -0.00399084-0.00578552j -0.00165736-0.00866283j -0.013294-0.0083661j -0.00429563+0.00928866j 0.00510316+0.0010788j -0.00777735-0.000549008j 0.000319491-0.00019989j 0.000634128+0.00382361j 0.00274717+0.0022709j 0.00483547+0.00101375j 0.00163626+0.00463827j -0.00304417-0.00263258j 0.00614808+0.000224049j 0.000828196+0.00489951j 0.00253281-0.00115028j 0.00311332-8.60005e-05j -0.00256095-0.00180323j 4.18289e-05-0.00192091j 0.00299093+0.00632376j -0.00171701+0.00247933j 0.00040109-0.000979351j 0.00419039+0.0027722j -0.00329645+0.000956805j 0.00189135-5.2777e-05j -0.00210985+0.00509216j -0.000773092-0.0024427j 0.00193143-0.00124968j 
