0.0111677+0.0302952j 0.0514552+0.0044894j -0.122719+0.0389252j -0.0825446-0.0654868j -0.0190857+0.0515781j 0.0491021+0.124739j 0.0556128-0.00615852j 0.00179187+0.0672394j -0.043794-0.056149j -0.0776326-0.00767645j -0.000669916-0.00828894j -0.114374+0.0856071j -0.00419077-0.0915177j -0.102467+0.0293969j -0.0386741+0.114027j 0.0397781+0.1054j -0.0291318-0.0300812j -0.0157029+0.0912798j 0.0593227-0.038979j -0.128256-0.0350246j -0.0394533-0.00689873j 0.101028+0.0340427j -0.0359403-0.275853j -0.0932143-0.107206j 0.144996-0.20818j -0.172313-0.0607342j -0.0447605-0.0933264j -0.0874656+0.0353427j -0.117675+0.0109899j -0.0426634+0.0615903j 0.14627+0.1546j 0.078641-0.0244102j 0.117272-0.0428136j 0.0720313-0.022465j -0.0795978-0.0288796j 0.0460693-0.191272j 0.21425-0.106609j -0.00349343+0.184521j -0.0902465-0.0362604j 0.0119009-0.0780019j -0.0276439-0.0389011j 0.0152082+0.0227417j 0.00469611-0.0359691j -0.0534062-0.0285895j -0.0502346+0.0107826j -0.010221-0.0451854j -0.0248292+0.00989588j -0.0463405-0.00917875j -0.00228095-0.00454946j -0.00330329+0.029357j 0.0226756-0.00127891j 0.0215733+0.0491267j 0.00980046+0.0489489j -0.0094325-0.0324829j 0.0181841+0.0305484j -0.0503497-0.0107459j 0.0164834+0.0243131j 0.0350287-0.0513443j 0.00591299-0.0156572j -0.0223408-0.00478145j 0.00542495-0.0188591j -0.0135213+0.00198717j -0.00443732-0.0402091j 0.00333557-0.0525199j 0.00819051-0.00133563j 0.054736-0.0387489j 0.0422674+0.0130059j -0.0111305-0.00724496j 0.0359316-0.00858466j 0.00639427+0.081079j 0.0151361-0.0135259j 0.0348915-0.0112487j -0.0461582+0.0246218j 0.0562639+0.0175775j 0.0286731-0.0128598j 0.0342511+0.0304626j -0.000708366+0.00585686j 0.000490799-0.0112076j 0.0111082-0.0472406j -0.0339164+0.0171039j -0.0150617+0.0226869j 0.00434202-0.0114725j 0.0111713+0.0307291j -0.0626653-0.0351442j 0.0357031+0.0119156j -0.020964+0.00706996j 0.0327883+0.000676783j 0.0331632+0.00703012j -0.112374-0.0567574j 0.0376968-0.123784j 0.0352425+0.0237285j -0.0331295-0.00185789j 
0.0146232-0.0159497j -0.0206778-0.00120325j -0.0273565+0.0141562j -0.0138575-0.0525073j -0.0236914+0.029464j -0.00298219+0.0425597j 0.0438666-0.00963993j -0.0257584+0.0211943j -0.0124497-0.0109996j -0.0343364-0.0017774j -0.0269929+0.00942728j -0.0407823+0.0181484j -0.0221753-0.0366779j -0.0633635-0.0226195j -0.0579887+0.0525806j -0.012525+0.0370642j -0.00303619-0.0236252j -0.0195497+0.0644486j -0.011729-0.0178138j -0.0811827-0.00621909j -0.0411207+0.00166785j 0.0581794+0.0331216j -0.00870932-0.134541j -0.00519421-0.0318241j 0.0605171-0.0565496j -0.0685376-0.0523156j -0.0213324-0.0747993j -0.0120307+0.0136107j -0.0768283-0.0318987j -0.0016286+0.0420352j 0.0527235+0.0541409j 0.0234828-0.0360918j 0.0398722-0.0256519j 0.0318541+0.00644278j -0.0151363-0.00720903j 0.00515612-0.0850608j 0.0570032-0.0911785j 0.00949505+0.0635076j -0.0510077+0.00678842j -0.0347226-0.0115142j -0.0484542-0.0346618j -0.00479385+0.0165366j -0.0498765-0.0481329j -0.127135+0.0433708j 0.00799993+0.035115j -0.0621628-0.0434517j 0.0482442+0.0535779j 0.009729+0.0167593j 0.0124562+0.0359125j 0.0418567+0.0102866j -0.0420736-0.0384549j 0.00747645-0.0503253j 0.0300775-0.0501009j -0.0448918+0.0229599j 0.013404-0.0193919j 0.0406406+0.0822566j -0.0206606-0.0328153j -0.0537448+0.019031j -0.0270237+0.0254115j 0.0393556+0.00992398j -0.0150865+0.0185678j 0.00657432-0.0341255j -0.0111248+0.0995143j -0.0311356+0.0487523j 0.00490235-0.0517695j -0.101722+0.022865j -0.029375-0.0257232j 0.0112958+0.0328522j -0.059291+0.0247989j 0.0438268-0.111167j -0.0376024+0.0428585j -0.0358628-0.00337918j 0.104082-0.0499214j -0.0627603-0.0966771j -0.0646944+0.0919969j -0.0771905-0.0747472j 0.0294041-0.0219689j 0.0180927+0.0532854j -0.0479738+0.0444132j 0.0775938-0.0108833j 0.0382091-0.0536889j -0.00698449-0.00416441j -0.0361004-0.102099j 0.116603+0.0836211j -0.105655+0.0385169j 0.0664935-0.0788789j -0.060253+0.00989157j -0.00654396+0.0378735j 0.197505+0.0209447j 0.0207017+0.22313j -0.0390475-0.0384647j 0.0753998+0.0257492j 
0.018392+0.00368133j 0.0138754-0.0163645j 0.00372002+0.0633608j -0.0228325+0.0360746j 0.0529847+0.0286028j 0.0476444-0.0499978j 0.00301665-0.0160877j 0.0256585+0.0119334j -0.00692212+0.0403962j 0.00123191+0.0528883j 0.00782202+0.00289954j 0.0615064+0.0290915j -0.0148152+0.00596984j 0.0109992-0.0519359j -0.042304-0.00193756j 0.0113456-0.0342722j 0.0230184+0.0732895j -0.0520846+0.000403972j -0.0348364-0.0051691j -0.0312094+0.022205j -0.0424148+0.00628606j 0.000305538+0.0299117j 0.075935+0.00548275j 0.0642201-0.0187227j -0.00272174+0.101731j 0.0557734-0.0412557j 0.0093675-0.0236842j 0.0534938+0.0196135j -0.0459788-0.0691337j 0.0558847-0.00354816j 0.0233098-0.032383j 0.00706154-0.00477742j 0.00979225-0.0240752j -0.0210874-0.0359013j 0.0307138+0.0641097j -0.0867299+0.032257j -0.0506024-0.0762732j 0.0714818-0.0557414j 0.0289875+0.0153763j -0.0435171+0.0230497j -0.00102363+0.0330878j 0.0309153+0.0515358j -0.119201+0.053499j 0.0734185+0.0573693j 0.0479113+0.0144624j 0.0374792+0.0617602j 0.0598575+0.0267968j -0.0772543+0.0107629j 0.0168693+0.0349909j -0.0356123-0.0404173j -0.0104403+0.00778989j 0.0489515+0.050778j 0.0452474-0.0226366j 0.00599644+0.0747629j 0.0337329+0.0152739j 0.0141805+0.0313387j -0.0080836-0.0283377j -0.0247485+0.048246j 0.0134095+0.00823813j -0.0470154+0.0348418j -0.0230952-0.0997748j 0.0484592-0.023781j -0.0583981+0.0493171j -0.0406686-0.0570766j 0.0232118-0.0444998j -0.0386062-0.0291053j 0.0183865-0.0518169j 0.0438766+0.00122593j 0.0623752-0.0881633j 0.073969+0.0225438j -0.0748857-0.00282923j 0.112781-0.0614203j 0.0653006+0.0599703j 0.0349083+0.0157832j -0.0115263-0.122405j 0.0707962-0.0794451j 0.00665822+0.0311122j 0.00266881+0.115349j -0.0396163-0.0342819j -0.0238163-0.0247006j -0.0229578+0.00663694j 0.101902-0.0202386j -0.066685-0.0316742j 0.00173358-0.0601438j 0.0224053+0.150913j -0.0304599-0.0561686j 0.0803216+0.0173396j 0.0791774-0.0100292j 0.0089475-0.213086j 0.221939+0.00545466j 0.0957696+0.0289714j 0.0439009+0.0495652j 
0.036534-0.0235842j -0.025853-0.0167694j -0.0157573+0.0197717j -0.00897586-0.0302954j -0.00736009+0.0223752j 0.018541-0.028673j 0.00252434-0.0139318j -0.0121498-0.00361833j -0.0274593+0.0177175j -0.0124695-0.000785811j -0.0220386+0.0350875j 0.00178372-0.00222225j -0.0160356+0.00301801j 0.0464243-0.00959605j 0.00219207-0.00737747j -0.0193807-0.0117171j 0.0123961-0.010723j -0.0274579-0.00844528j -0.00488489-0.000351927j -0.0174199-0.0136217j 0.00577723-0.00995436j -0.0097757-0.0247712j 0.00650582-0.00751398j -0.00982214-0.0365873j -0.0134144-0.0154899j -0.00128766-0.0104835j -0.0174107+0.0574563j -0.0335287-0.00971898j -0.044607+0.0108232j -0.0177406-0.00671366j -0.0182995+0.0133519j 0.00104454+0.0507701j 0.0348396+0.0316982j 0.0293687-0.00985898j -0.0123094+0.00701498j -0.013998+0.00816251j 0.00415154-0.0210239j 0.0287574+0.00469578j -0.0254205-0.0309894j -0.0145823+0.0192911j 0.0141789-0.0144966j 0.0315587+0.0144101j -0.0476818+0.0362148j 0.0265317+0.0927772j 0.097213-0.00313875j 0.0173923+0.0182393j 0.0285051-0.0496298j -0.00736757+0.0132886j -0.00610529-0.0459199j -0.0946123-0.0848279j -0.126619-0.0118583j -0.00448316-0.0580175j 0.00569932+0.0852819j 0.0637735-0.0175192j 0.0219696+0.0980988j -0.0683479+0.0472389j -0.0381103-0.0343155j 0.06798+0.170036j -0.0660035+0.0900731j 0.0747979+0.0585245j 0.00037866-0.0351662j -0.0868268-0.0381406j 0.0010203-0.00280281j 0.0582539-0.0317715j 0.0578618+0.000640298j 0.0515743+0.0379422j -0.146117+0.176879j -0.0970412+0.00695561j -0.165857-0.109062j -0.0579479-0.0520789j -0.0710609+0.0170038j 0.0208539+0.0126811j -0.0565719+0.0788257j -0.0119603-0.0737873j 0.0138231-0.0792577j 0.0180623-0.0847483j 0.160352+0.093164j 0.0195205-0.182595j -0.179126+0.115081j -0.0647684-0.0575894j 0.00508167+0.120718j -0.0369915-0.0283761j -0.0218988+0.180926j -0.00384744+0.173175j 0.0348979-0.103683j 0.231255+0.0833198j -0.0918113+0.242368j 0.170483-0.0733971j 0.047304-0.0125744j 9.46579e-05+0.0704895j -0.0454969-0.0456296j 0.0580897-0.00557144j 
0.00809471+0.017898j 0.0279134-0.00662655j 0.0153162+0.0166055j -0.0171075+0.0148887j 0.0208783-0.0254715j 0.0068278-0.00447314j 0.00758655+0.0105723j -0.00229089+0.0153335j 0.00316253+0.00664213j 0.0043124-4.36448e-05j 0.0380207-0.0211123j 0.0232577+0.00477786j -0.00281266-0.00776015j -0.0245482+0.00164072j 0.0119282-0.00735563j 0.029222-0.00510418j 0.0156146+0.0123554j 0.00928664+0.00498881j -0.00577094+0.0156347j -0.0275711+0.00689776j 0.0119393-0.0128039j 0.0216356+0.0361488j 0.00902244+0.00302048j 0.0192792-0.0428346j 0.00239105-0.0339923j 0.0508843+0.0122233j -0.0455454-0.0245864j 0.00442832-0.0156179j 0.00932354-0.0334218j 0.00324362+0.0208475j 0.00715684-0.0166887j 0.017855+0.0206646j 0.0181555-0.0460465j -0.036199-0.0124481j -0.0291691+0.00679347j 0.00627118-0.0373651j -0.0174043+0.00607626j -0.00610977-0.0271172j 0.0169261-0.00387276j -0.0229129-0.0355614j 0.00639766-0.000650906j -0.00168522-0.00699088j 0.0308744+0.0512907j 0.0332897-0.0458639j -0.0993114+0.00574946j 0.00834316-0.0346179j 0.0160479+0.0589178j 0.0241272-0.00918039j -0.0290589+0.0167879j 0.00317481+0.0629698j 0.0634502+0.0540228j 0.0220884+0.0462693j 0.00417334-0.0184082j -0.0200253+0.0211508j -0.00602073-0.127848j 0.00246305-0.105139j 0.0443678-0.0202904j -0.0906216-0.0652595j 0.0937272-0.0213547j -0.117545-0.0983606j -0.0731276-0.153467j -0.0184858+0.051427j -0.0467485+0.104447j -0.0647696+0.0769917j 0.0106462+0.0881615j -0.0963427+0.0174498j -0.152064+0.0670165j -0.0108283-0.107545j 0.0416333-0.152518j -0.108726+0.0291787j 0.0798628-0.0391605j -0.0218263+0.100205j -0.0536162-0.0219983j 0.00195998-0.0359552j -0.152327-0.0523327j 0.134952-0.0786245j 0.0557222+0.115155j 0.0139455-0.0110704j -0.140021+0.129721j -0.0603614+0.162841j 0.117984+0.126368j 0.0081724+0.0809395j 0.0549378-0.081021j 0.177623+0.0754916j -0.0648508-0.00851699j 0.0999476-0.211685j 0.223546+0.0192088j -0.0233201-0.121816j 0.011118-0.0432952j 0.0199143-0.00518584j 0.0420728+0.0292744j 0.00340884+0.0360167j 
-0.0192054+0.0142379j 0.00358618-0.00536496j 0.0147995-0.0132539j -0.00647999+0.0215897j 0.00557154+0.0011353j -0.0092072-0.0265876j -0.0204015+0.0179012j -0.00416764+0.00885448j 0.00775872+0.00875644j 0.00348356-0.00609863j -0.00410971-0.00608825j -0.000819238+0.0129591j -0.000423581+0.0110545j 0.0140254-0.00324535j 0.0314794-0.01551j -0.0335791-0.0495726j -0.0153791-0.0117685j -0.00560842+0.00810982j -0.00189252-0.032045j -0.00174013+0.0100112j -0.00341587+0.00258553j -0.000614247-0.0110783j -0.000909434+0.0174332j -0.0245661-0.0107003j -0.0190624+0.0332995j -0.00479827+0.00134286j -0.0373944+0.00972338j -0.0215326-0.00676909j 0.0101212-0.0495637j 0.019964-0.00410184j 0.0122567-0.0108186j -0.0242948+0.0044924j 0.0075067-0.0100475j -0.00010856-0.0149614j 0.0156767-0.00612292j -0.00686248+0.0231363j -0.00161171+0.0238794j 0.0124585-0.00402989j 0.0022323+0.0139486j 0.00702766-0.0064276j 0.00997649+0.0071927j -0.000752297+0.0103268j 0.0569529-0.0290387j -0.0059021-0.0210938j 0.00226644+0.00292687j 0.0119692-0.0763485j -0.0265008+0.0102441j 0.0246135-0.00762826j -0.0492433+0.0194523j 0.0347636+0.0735805j 0.0101287-0.0509106j 0.0480744+0.0401637j -0.00489811+0.0959607j -0.00591333+0.0188366j 0.0613478-0.0222951j -0.15434+0.146233j 0.0224543-0.0566656j 0.0867876-0.138233j 0.123814+0.0424707j 0.0682172-0.217664j 0.08636+0.0460732j 0.0787824-0.152465j -0.065326-0.12973j 0.123806-0.005864j 0.0737844-0.0730285j -0.100909+0.0781232j 0.098428+0.000669238j 0.0274754-0.0132455j -0.0253162+0.046521j -0.195732-0.0874611j 0.0701686+0.0195208j 0.0382602+0.0203514j 0.203121-0.376897j 0.171238+0.048254j 0.148409+0.0270587j -0.101517+0.038189j 0.133147+0.0747458j -0.101608+0.0940139j -0.0740836-0.168583j 0.00612362+0.0593158j -0.182058+0.0421459j -0.0880146-0.144753j 0.0146449-0.161244j 0.045622+0.030205j 0.0406686+0.113697j -0.0113708+0.0857976j 0.0748302+0.00823846j 0.0223977-0.08757j -0.0298948-0.0472399j 0.0226483-0.0324451j -0.0207869+0.00642887j -0.00850552-0.0194285j 
-0.0147961+0.0102464j 0.0163582+0.00972696j -0.00503584+0.0139186j 0.00803803+0.0388563j 0.0179116+0.0108581j 0.000833823-0.000486562j -0.0197907+0.00054241j 0.0185398-0.0166429j 0.019297-0.00119726j 0.0141196-0.000330697j -0.00573478-0.0289977j 0.00289519+0.0127358j 0.00577328-0.00938946j 0.0173927-0.0263374j -0.00580062-0.00617813j -0.000903085+0.0053773j -0.0258695+0.000549436j 0.0222387-0.0323708j 0.0005529-0.00705622j -0.00395009+0.000917805j -0.0240323+0.0138542j -0.00716684+0.00133071j -0.0147429+0.0426953j 0.00873361+0.00263008j 0.0223312-0.0266081j -0.00410257-0.00431292j -0.00314635-0.0134329j 0.00011824+0.00336354j -0.0209076+0.0191636j -0.0312105-0.00592255j 0.0316402+0.0232997j 0.0265582-0.0301884j -0.0092263-0.00283021j 0.000687856+0.00275684j -0.00206649+0.0155555j -0.0293498+0.014451j -0.00130773+0.00824251j 0.00328125-0.00395891j 0.00970966+0.0154371j 0.00665126-0.0159007j -0.00171096-0.0030474j -0.00402107-0.0113024j 0.00491143-0.0188755j 0.0163829-0.0582174j 0.00444773-0.0202965j 0.0116714+0.0262865j -0.0184947-0.0188852j -0.0353403+0.0274535j -0.00227991-0.00399707j 0.050826+0.0798197j 0.0779083-0.080552j 0.000901994+0.144264j -0.0203454-0.022226j -0.011113+0.0280561j 0.0881506+0.0932384j -0.0639336+0.162794j 0.0109203-0.0295247j 0.0777887+0.00521002j -0.127509-0.0172552j -0.102604-0.140111j 0.0278504+0.0910075j -0.0626385+0.041876j 0.0844165+0.0728292j 0.0550208-0.10292j 0.0529335-0.0683077j 0.167386-0.0332218j -0.258689-0.134383j 0.0867985-0.120697j -0.0134302+0.0642191j 0.170686-0.0822731j 0.121428+0.029829j -0.0521309+0.0776322j 0.0677175-0.078921j -0.0802121-0.0311429j 0.00497244-0.275261j 0.297479-0.0280775j 0.289184+0.140624j 0.103542-0.0497556j 0.108953-0.0150447j 0.0762743+0.147033j 0.052713-0.134021j 0.147637-0.105899j 0.106356-0.114325j -0.0841354-0.0367378j -0.0584313+0.0539216j -0.0327934-0.0725405j -0.0390927-0.0404983j 0.0834699-0.0491156j 0.0608826+0.00757724j 0.0451347-0.0342395j 0.0136822+0.0361929j -0.0205211+0.0123513j 
0.0329802+0.00268561j 0.0207724-0.0343675j 0.0156658+0.0351904j -0.0202117+0.0169533j 0.0112159+0.00922175j -0.0105894-0.0402946j 0.0126283+0.0136697j -0.00831087+0.00975922j 0.0104933+0.038945j 0.000757979-0.00962438j -0.0137622+0.0220393j -0.00663092+0.0102438j 0.00368142+0.00640613j 0.00416026-0.0174868j 0.0240517+0.0260215j -0.00176077-0.0255426j 0.00256934+0.0248431j 0.0269537+0.0165745j 0.0238532+0.00956442j 0.00569778-0.00420326j -0.0379003-0.0163288j -0.0134487-0.0146631j 0.00924996+0.00220927j -0.00236293+0.00201985j -0.00539293+0.00751457j -0.0292553-0.00809701j -0.018123+0.0115072j -0.0133887-0.0213516j -0.0409816-0.0228291j -0.0249469+0.023285j 0.0267821+0.0231866j -0.000354874-0.012959j 0.0302145+0.00951624j 0.00547035-0.0175746j 0.00788146+0.00173195j -0.00813059-0.000915457j 0.00462058+9.46498e-05j -0.010234-0.0252499j -0.000360857-0.0158911j -0.0252119-0.00917002j 0.0197376+0.00471924j 0.00237029+0.0124457j 0.0304709+0.0453729j 0.0215139-0.0417087j -0.0549313-0.0420285j 0.00781999-0.133882j 0.044987+0.0743291j 0.0199612+0.0179325j -0.0722451+0.0601444j -0.0220561+0.160201j -0.129201+0.00623329j 0.0601106-0.0451436j -0.0225313-0.0111081j -0.0341377-0.0833487j 0.0316231-0.141477j 0.0366754-0.113203j 0.00796913-0.0788404j -0.0376469-0.0436186j -0.0661906-0.0920175j -0.0109189-0.196277j -0.00340722+0.0480248j 0.0682564+0.180318j 0.0526986-0.0418375j 0.0263056-0.182526j 0.00693689-0.0871522j 0.16685+0.139722j -0.0676441-0.147258j -0.133943-0.0257391j -0.0171059-0.1315j 0.015477+0.032625j -0.198279-0.0421268j 0.245389+0.128625j -0.113191+0.0423499j -0.119314+0.117882j -0.0455792+0.153264j 0.0142606-0.0679573j -0.104846-0.0609288j -0.0820225+0.117239j 0.13386-0.215437j -0.258392-0.19928j 0.00384655+0.00703344j 0.0536152-0.0716531j 0.0820604-0.0235359j -0.0518915+0.131455j -0.066085+0.0442748j 0.0189664-0.0201856j -0.0114316+0.0204347j 0.0802117-0.0307175j -0.0099821-0.0372028j -0.0200332+0.0269796j 0.0181314-0.012314j 0.0207926+0.00703286j 
0.0172982-0.00607835j -0.0233583-0.0187826j 0.0267323+0.00573129j 0.0054936-0.0327661j -0.00381676-0.017188j -0.014504-0.00150022j 0.0107719+0.00654402j -0.0137168+0.00748853j 0.00118623+0.0224233j 0.0166375-0.010873j 0.00690978-0.0131077j 0.00382955+0.015024j -0.00814361-0.00361266j 0.0387897-0.00153955j -0.0129132+0.000453585j -0.0319768-0.0112133j 0.0284018+0.0107359j -0.0293786-0.0379903j 0.00470865+0.0164411j 0.011203+0.013328j 0.0124749-0.00810706j 0.0270801-0.0540067j -0.0078203+0.00469446j 0.0194516+0.00288062j -0.020647+0.0211015j 0.00753752+0.0247009j 0.00532923+0.0117761j 0.000878954-0.00032132j 0.00881023+0.0243006j -0.00265297-0.00925841j -0.0138955+0.0288771j 0.00351623-0.00109832j 0.00393239-0.00279114j 0.0046503-0.00319411j -0.00929046-0.00452145j 0.00862528-0.00814466j -0.000642062+0.00519514j -0.00857118-0.00415881j -0.0127534-0.0176569j -0.00674038+0.0139845j 0.011138+0.00484286j 0.0133332+0.0165232j 0.00189951+0.0462186j -0.0566583+0.00787704j -0.0268558+0.0214769j -0.036266-0.0268471j 0.0225095+0.0339737j 0.0470385+0.0222718j -0.0760102-0.00428896j 0.0167742+0.0330151j 0.0371117+0.0486111j -0.0650517+0.0263112j 0.0800801+0.058363j -0.13824-0.11691j 0.0668386+0.140226j 0.150044+0.0873313j -0.0562836-0.0120606j -0.123007-0.120432j 0.0265365+0.16716j -0.0358692+0.0819306j 0.0525835+0.105484j -0.116752+0.0241036j 0.376143+0.069757j -0.0979815-0.0475489j 0.172139+0.0309318j 0.0406158+0.304333j 0.0106164-0.00488518j 0.0240672+0.183434j 0.167649-0.124484j -0.119199+0.060934j -0.167074+0.203292j -0.0499708+0.0756262j 0.139106-0.0327616j -0.0514289-0.00135383j -0.130338+0.033345j 0.0196419+0.00481842j 0.0467363+0.00796855j 0.253588+0.188616j -0.00438307+0.0258758j -0.0577534+0.093847j -0.0774775+0.0387893j 0.0412341+0.0858414j 0.030329-0.0081065j -0.0614084-0.00225833j -0.0294241-0.0507502j 0.0416839+0.0386015j -0.0551545-0.0497723j 0.0179536-0.0263064j -0.0431219-0.0271345j -0.0335835-0.0129208j -0.037437-0.0429896j 0.0317571-0.0240277j 
-0.00333335+0.000629581j -0.0171445+0.0196318j -0.0101797-0.043206j 0.0239431-0.0105762j -0.0049437-0.00474856j -0.0263482+0.0301411j 0.0155976+0.00939567j 0.0124713+0.0128295j 0.00311219-0.0357552j -0.00543593-0.00799623j -0.022834+0.0226261j 0.0225087-0.00711114j -0.0105013+0.00122086j 0.0177312-0.0236377j 0.0109705+0.00394877j -0.0214553+0.000176561j 0.00779949-0.0385892j -0.000997546-0.00936565j 0.00881467+0.00918109j 0.00827081+0.00949326j -0.0175052-0.00160495j -0.0164207-0.0399002j -0.00975335+0.0204994j -0.000461898-0.0245873j 0.0380734-0.00693157j 0.0208342-0.00295665j -0.0109934+0.00170361j -0.00761562-0.0153277j 0.0047125+0.00872786j -0.00176703-0.00142283j -0.000154743-0.0151359j -0.0124718-0.00116579j -0.0109479-0.00425576j 0.00383069+0.0136255j -0.00467285-0.0189688j 0.0158199-0.00719447j 0.00598609+0.00511177j -0.00450802+0.0140464j 0.00295181+0.000636726j 0.00792431+0.0049134j -0.0032402-0.00667244j -0.00342597-0.00425047j -0.0406826-0.0603265j -0.0215357+0.0574559j 0.00615056+0.0180336j -0.0536851+0.058107j -0.038148+0.0219327j -0.0170529-0.0939019j 0.0264044+0.0334272j 0.0342316-0.150322j -0.0625323+0.149221j 0.0479746-0.041565j 0.168032-0.0101744j -0.0954523+0.119603j 0.107225-0.111121j 0.017052-0.0591581j -0.104525-0.0854935j -0.06667-0.072293j 0.0215637+0.03013j 0.258605+0.167247j -0.22559+0.183802j 0.171981-0.0271042j 0.0314699+0.234612j 0.012292-0.279194j 0.0486303+0.0826594j 0.0355351+0.0127778j -0.0993905+0.0390286j -0.0146651-0.0688149j 0.136043+0.052386j -0.0635279+0.0125856j 0.257534+0.189311j 0.0473869-0.0630856j 0.0197702+0.00315123j -0.0153945+0.0702877j -0.00420816-0.181839j 0.0692841+0.110781j -0.0840642-0.204093j -0.13575-0.129615j 0.109398-0.153477j -0.0370304+0.119491j 0.00961047-0.0014565j 0.0170661+0.0300247j -0.0116786-0.00125924j -0.0349406-0.0353756j 0.0707588-0.035941j 0.0490159+0.0290457j -0.0306466-0.0314414j -0.0589853-0.0378569j -0.0360808+0.0321994j -0.0299658-0.0106981j -0.0203217-0.0172772j 0.0207644-0.0215676j 
0.0154221-0.00302213j 0.0184148-0.0202619j -0.00540396+0.0156111j -0.0142426-0.0162923j -0.0150196+0.0120006j 0.0187232-0.00733159j -0.00759163-0.0107738j -0.0163485+0.0147784j -0.0149815-0.0236538j -0.0156487-0.000396741j 0.0059084+0.0063134j 0.000136968+0.0147021j -0.0233947+0.0280068j -0.00178412+0.0043497j -0.0215208+0.0125781j -0.019053-0.018997j 0.0258545-0.0359338j 0.0108417-0.00666003j 0.0393522+0.0204722j -0.00210573+0.00355235j -0.0215885+0.00309681j -0.00412986+0.0194202j 0.0329084-0.0474344j 0.0138124-0.00388485j -0.0154341+0.000372956j 0.00197433-0.0110799j 0.027347+0.0171739j -0.0188991-0.0077152j 0.00628246+0.00870069j 0.00592832+0.0165748j 0.0112534-0.00140893j -0.00849999-0.0113965j 0.0117454+0.000722737j 0.00903032+0.00177692j 0.00481191+0.000746795j -0.014246-0.00744633j 0.0083213-0.0102184j 0.000169067-0.00432923j 0.000222658-0.0111484j -0.00769962-0.0026403j 0.00270053+0.00642084j -0.00907323+0.015646j -0.00125925+0.057116j 0.0176259+0.0126517j 0.0365899-0.00723189j 0.0896711-0.0231949j 0.0286901-0.029019j 0.073774+0.00906854j 0.0246285-0.0416027j 0.0139179+0.0134521j -0.0101407+0.0292446j -0.115384-0.00469607j -0.0844186+0.172703j 0.18309+0.0311641j 0.291622-0.130486j -0.0632817+0.11677j 0.0421368-0.0495047j -0.113846+0.0230119j -0.0416616-0.105621j -0.217282+0.0337104j 0.0835963-0.0459829j 0.192613+0.123445j 0.023136+0.0139595j -0.108394+0.05306j -0.110358+0.219212j 3.78797e-05+0.162493j -0.0181794-0.0688973j -0.114385+0.0378492j 0.192537+0.141149j -0.174643+0.043037j 0.202073-0.0535424j -0.119868-0.00510193j 0.0998673+0.136019j -0.0327274+0.0832563j -0.105691+0.0453121j -0.055697+0.00169301j -0.114769+0.202408j 0.107155-0.25048j 0.0035144+0.0383462j 0.00757988+0.0793714j -0.0785001-0.101953j -0.0919504-0.0130511j 0.00883594-0.0182147j 0.0656203-0.0150712j -0.070732+0.024142j 0.00845234+0.00548737j -0.0217448-0.00222763j 0.0244678+0.0162791j -0.0096481-0.0269693j -0.0405926+0.074295j 0.0318617-0.0241152j 0.00857315+0.0218222j 
0.00091494-0.0111746j -0.00395273-0.010932j 0.00988873+0.0340632j -0.00582586-0.0104371j 0.0337778+0.0150511j -0.0126577-0.00209486j -0.00922298+0.0037641j 0.0160056-0.00313764j -0.0639565+0.0199842j 0.0144132+0.00848402j 0.0165455+0.0102682j -0.0126651-0.0173575j -0.0376667-0.0205862j 0.000968599-0.0152069j -0.0304313-0.0134307j -0.0358929-0.0304952j -0.0134427-0.00442462j -0.0280175-0.0408344j 0.0224675-0.0330078j 0.00389671+0.00244904j -0.0425131+0.00973918j -0.00516767-0.000510637j 0.00245127+0.0113956j 0.0177578-0.00436273j 0.000555063-0.00802157j -0.00311313-0.00325209j -0.0193993-0.0217938j 0.0043636+0.0115782j -0.00921913+0.00565371j -0.00863731+0.00389j -0.00634982+0.00121791j 0.00397162+0.0140276j 0.00757089+0.00160361j 0.00485228-0.00212259j -8.65477e-05+0.00960642j -0.00553513-0.00304595j -0.00232208-0.00272306j 0.00588693-0.0042207j -0.00779802-0.00183622j -0.000490347+0.00233093j -0.00475516+0.00149814j 0.00967229+0.00104783j 0.0131009+0.062837j -0.00552292-0.026126j -0.0937331-0.0876575j -0.108664-0.0264115j -0.00375799-0.00945078j -0.00698536+0.0103544j -0.127468+0.00411186j -0.138366-0.0132321j 0.148661+0.0753834j -0.029995-0.0796162j 0.0291557+0.00153067j 0.168939+0.141539j -0.10954-0.0311701j 0.22415+0.0203842j 0.272753-0.07137j -0.0139241-0.216651j -0.118251-0.0740092j -0.00127658-0.0259921j 0.08042-0.04288j 0.0644744-0.143435j 0.112767-0.00615802j 0.0908555+0.0519147j -0.0139278+0.0861124j 0.300885-0.0522344j -0.252804+0.0518513j 0.148507+0.0648843j -0.0422667+0.313501j 0.189986-0.0210225j -0.0619021-0.00820203j -0.0435794-0.182333j 0.0267149+0.0600952j -0.161461-0.0628324j -0.0366905+0.0182502j -0.103207+0.0341164j -0.00216119-0.0616968j -0.0641575+0.0951746j -0.0175434+0.00668466j 0.0848254-0.0172936j -0.0519618+0.076967j -0.0103961-0.0271827j -0.0263403+0.026428j -0.0261741+0.00849836j -0.0708763+0.00373032j 0.0184642+0.0124801j -0.0356945+0.00423131j 0.0401561-0.00975387j 0.0179126-0.0445395j -0.0121609+0.0186572j 0.00561453-0.00617341j -0.00417354+0.00927994j 
