-0.032638+0.035573j -0.0456156-0.0191682j -0.0930316+0.0337145j 0.0500302-0.0527004j -0.0667173-0.00272239j -0.0357419-0.0128578j -0.0828731-0.0333528j 0.0448818+0.0235693j 0.0427156+0.0264585j -0.0197782-0.0269611j 0.0458975+0.0177846j -0.0190365+0.0190904j 0.017743+0.0618986j -0.0150497-0.0740443j 0.0169731-0.0314242j 0.0521658+0.0350471j -0.00358487+0.0069731j -0.0542552-0.00424602j -0.0275094+0.00706436j -0.00500759+0.0524482j -0.0534505-0.0366693j -0.0333991+0.0952232j 0.00866852-0.0485697j 0.0155151+0.06506j 0.0244432-0.0222864j 0.0335171+0.0197489j 0.00243125+0.0200963j -0.0228977+0.0324717j -0.0271209-0.056877j 0.0310407-0.0148682j -0.00154246-0.027818j -0.0278973+0.0329885j -0.0451984-0.0010952j -0.00589295+0.0524363j -0.115522-0.00272196j -0.00370756+0.0523084j -0.00208644-0.0367399j -0.0596609+0.0194432j -0.00103957+0.0744265j 0.00407084+0.094791j -0.0132537+0.00795571j -0.0470838+0.0457194j 0.134155+0.0120779j -0.0353981+0.0104013j -0.151886+0.0664808j -0.0214555+0.033343j -0.000650981-0.116556j 0.0321457-0.0625098j -0.109829+0.0798765j -0.0447022-0.0489857j -0.00326542-0.0405879j -0.0570249-0.0652912j 0.000688167+0.00787921j 0.0488834+0.0753833j 0.0520405+0.0505972j 0.00494137+0.0257604j -0.0546071+0.0513855j -0.0476962-0.013253j 0.0560919-0.0908895j -0.0548548-0.0410411j -0.00101889-0.0750557j -0.123709-0.120212j 0.0850243-0.00298862j -0.035544+0.0603812j 0.0749056-0.0157323j -0.00787961+0.00335986j 0.108224+0.273803j 0.230188-0.0868313j 0.0648776+0.0719079j 0.115313+0.0341302j 
-0.00102268-0.00320317j 0.00473111-0.00225672j 0.0101884-0.0037283j -3.13239e-05+0.00771382j 0.00793116+0.00106162j -0.00546101-1.69178e-05j 0.00289042-0.00840127j 0.00449216-0.00327069j 0.00528456-0.00941529j -0.0155737-0.00421907j -0.00531921-0.00386582j -0.019808-0.0092822j 0.000845265-0.00504445j -0.00241325-0.000577808j 0.00552012+0.00502599j 0.00948128-0.0111024j 0.0111097+0.00731938j -0.0122867-0.00519646j 0.0140305-0.00129318j 0.000473608+4.16426e-06j 0.00823639-0.00875533j -0.00269937-0.00578865j -0.000413101-0.00168694j 0.00312815-0.00609055j -0.00781366+0.012109j 0.00679215-0.000762228j -0.00184644-0.00751579j 0.0104067-0.0144786j -0.0220951-0.002123j 0.00494364-0.00169813j 0.00329774+0.000169656j 0.00180077+0.00957818j 0.00569141+0.0138346j -0.0124764-0.00237201j 0.00377325+0.00448489j 0.00179993-0.00233676j 0.0131042-0.0016246j -0.0057126-0.00837484j -0.00152036+0.00911537j 0.00173445-0.00289062j 0.00172381+0.00255912j 0.00486324+0.00138494j -0.00525875-0.000359026j -0.00205421+0.00357075j -0.00410792+0.00464299j -0.0064946-0.0063742j 0.00441198-0.00483022j -0.0066946+0.00244317j 0.0137377-0.00445429j -0.000267931-0.000645066j -0.00260456+0.00730032j 0.00378267+0.0043282j -0.00209328+0.00337852j 0.00258736-0.00561952j -0.00459122-0.00284821j 0.00383004+0.004576j -0.00112556+0.00016348j 0.00262599+0.00759933j -0.00511388+0.00223883j 0.00147056+0.0029605j 0.0052503+0.00468096j 0.00109484-0.00242951j -0.00385023-0.0028666j -0.00174986-0.000700053j -0.0025759+0.000517528j -0.00434529-0.00189998j 0.00131149-0.00482955j -0.00392454-0.00389184j -0.00382608+0.00132886j 0.00263895+0.000614599j 
-0.00181281-0.00195068j 0.000420946-0.00274614j 0.00318899+0.00241709j -0.0037431-0.000617571j 0.0036732-0.000286922j 0.00573696-0.00627003j 0.00693779+9.2836e-05j -0.000327962-0.00200413j 0.002803+0.00406806j -0.00311556+0.00601743j 0.00625799+0.00444395j -0.000346559+0.00810576j -0.00710512+0.00464142j -0.000609609-0.00497461j -0.00937295+0.010192j 0.0143289+0.00158925j 0.00804708+0.0132569j 0.00592417-0.00258307j 0.0023563+0.0030092j 0.00820915-0.01081j -0.00552015-0.0123879j -0.00406255-0.00654976j 0.00950693+0.0021432j 0.00185285-0.00185466j -0.0156533+0.00538974j 0.00877825-0.00331383j -0.00343019+0.00282303j -0.00452787+0.00252987j -0.00481224+0.0049158j 0.00276345-0.0077514j 0.00267176-0.00263959j -0.00885775-0.00430285j 0.00367689+0.0035168j 0.000820339+0.0158793j 0.00724278+0.00429982j 0.00585484-0.00961529j 0.010492-0.00143161j 0.00536122+0.0032595j 0.003404-0.00490991j -5.84857e-05+0.00859927j -0.00197717+0.00588547j 0.00194591-0.00174584j 0.00207222+0.00683516j 0.00477446+0.00519323j 0.00177052+0.00171046j 0.0040067-0.00335548j -0.000754631-0.00239761j 0.00043089+0.005514j 0.000657761-0.00247729j 0.000544697+0.00243723j 0.00164416-0.000836598j -0.000616774-0.00326462j 0.000823494+0.00135858j 0.00184335+0.00218269j -0.000229504+0.00265137j -0.0014952+0.0032762j 0.00112947-0.000825222j 0.000212164+0.00100063j -0.000527429+0.00134428j 0.00242155+0.0011689j 0.00222338-0.0048684j 0.00113078+0.00331007j -0.00248305-0.000988917j -0.0017062-0.00137036j 0.00239276-0.00302383j 0.000722841+0.00104173j 0.00246793+0.003894j -0.00363069+8.46096e-05j -0.000481218+0.000596282j 0.00110418-0.000548336j 
1.17936e-06+0.00265917j 0.000363167+0.000308073j 0.00223112+0.000761075j 0.000995815-0.000536225j 0.00316048-0.000178146j 0.00186161-0.00138616j 0.00372704-0.00439867j 0.00335735-0.00534148j -0.00652668-0.00625677j 3.60745e-05+0.0100233j -0.0101496-0.0027587j -0.00134304+0.0068367j -0.00144313+0.00128833j 0.00469353-0.0021999j -0.00216503+0.00167308j 0.00577798+0.00590304j -0.000725788+0.00599312j 0.00350026-0.00341877j 0.00198987-0.00623999j 0.000516628-0.00432096j -0.000729344-0.00138124j -0.00147889-0.000938231j 0.00568338+0.00113515j 0.00213625-3.05587e-05j -0.00673849-0.00246539j 0.00450064+0.00200123j 0.000382047+0.000867724j 0.0041121-0.00966211j 0.00144266+0.00696806j 0.00438299-0.00385351j -0.000503554+0.00382973j -0.000766906+0.00386536j -0.00674681+0.000249851j -0.0014704+0.000578126j 0.00116149+0.0016716j 0.00210343-0.00348583j 0.00445605+0.000696055j 0.000323616+0.00115155j 0.00365424+0.00817498j 0.00365517+0.00206978j 0.00213607-0.000189512j 0.0011161-0.00223425j 0.00183646+0.000383895j -0.0015563+0.00390119j 0.00362747-0.00192603j -0.00172849-0.00111536j -0.00191822+0.000219556j -0.000359591-0.000230672j 0.000258462+0.000229298j 0.00177015-0.00396315j -0.00222202-3.32951e-05j 0.000417242+0.00422823j -0.00152114+0.00391293j 0.000758345-0.0035218j -0.000684019-0.00505344j 0.00273914-0.00164754j -0.00201341+0.001146j 0.000436037+0.0030308j -0.00240378+0.000657928j -0.00170962-0.00113992j -0.00149803-0.000573339j 0.00154112+0.00277026j -0.000515153+0.00139139j -0.000330213+0.00111271j 0.000990062-0.000151293j 0.000554431-0.00262235j -0.00265632-0.00132668j -0.00100355+1.17322e-05j -0.000815827-0.000882305j -0.0030105+0.000410267j 
-0.000305277-0.00198422j 0.00366631+0.000347067j 0.00261037+0.00568775j -0.00133057+0.00218657j 0.00530386+0.00571597j -0.00204254-0.0142804j 0.0182633+0.0023771j 8.93257e-05+0.00689923j 0.00361612+0.0122781j -0.0119873-0.0246554j 0.0143202-0.0126113j -0.00402579-0.00466122j -0.00281976+0.00360644j -0.00632373+0.0153449j 0.0108939+0.0083934j -0.00634101-0.00717722j -0.0006039-0.0175987j 0.00832183+0.0109002j -0.0137123+0.0156396j 0.00921827+0.0075205j 0.0066462+0.000864667j -0.0063346-0.00463481j -0.00625292-0.00456759j 0.00338524-0.00104288j 0.00172741+0.00515482j -0.00326589+0.00619453j 0.00179147-0.00834363j -0.00259731-0.00473772j -0.00604217-0.00811717j -0.0192095+0.00795885j 0.00237658+0.00424429j -5.18571e-05-0.00653874j 0.00730335+0.00633476j -0.00467406-0.000966188j -0.00316437+0.00565594j 0.000678112+0.00753728j -0.00499606+0.00194865j -0.010922-0.00676022j 0.00559855+0.0038049j 0.00487487-0.00609948j 0.00162283-0.0010124j -0.00125988+0.00436048j -0.000261578+0.0101011j 0.00323996+0.0099277j 0.0021714+0.00356434j -0.00263232-0.00164598j -3.90284e-05+0.000106057j -0.000855263-0.000408547j 0.0013946+0.00130506j -0.00504131-0.00226739j 0.00513682+0.000915781j -0.00253311-0.00168899j -0.00255724-0.00568126j 0.0049505-0.000550405j -0.00775321-0.00252073j 0.00709854+0.00327529j -0.000197631-0.00454258j 0.00138345+0.000929164j 0.00284266-0.00404892j 0.00557278-0.00202507j 0.00536898+0.00914373j 0.0020792+0.00645325j 0.00127235-5.60716e-05j -0.00117014-0.00598354j -0.00460555+0.000951773j 0.00279781+0.00318034j -0.000836493+0.00222216j -0.00519292+0.00116379j -0.00101138-0.00105581j -0.00133592-0.000213487j 
0.00203418+0.00324191j -0.00122271-0.000795259j -0.00121484-0.00262593j -0.00111315+0.00567129j -0.00185008+0.00328292j -0.000309189-0.000923753j -0.00392195-0.00795374j 0.000325981-0.00250816j -0.0037103-0.0144829j 0.00154474+0.00861106j -0.00397418-0.00846879j -0.00675935-0.00322643j 0.00529268-0.00304069j -9.15247e-05-0.00640651j 0.00604208+0.0010726j -9.88671e-05-0.00509793j 0.00254872-0.002036j -0.00391816-0.00743948j 0.00103849-0.00723579j -0.00777078+0.0061736j 0.00239557+0.0131706j 0.00117481+0.0091031j 0.00439304-0.0107558j -0.00584523+0.00131874j 0.0029705-0.0131836j -0.00980788+0.00104115j 0.00519373+0.00122532j 0.00780837+0.000530892j 0.0134079+0.00936066j 0.00231046-0.0076402j -0.00305132+0.00372611j -0.00362883+0.00490609j -0.0131888-0.00938299j 0.00680366-0.00445924j -0.00477493-0.00157611j -0.00573761-0.00152938j -0.00290593-0.0042602j -0.00294603+0.00739734j -0.00749573+0.00459849j -0.00152967+0.00220132j 0.00385517-0.00761602j 0.00373429-0.00436664j -0.00339227-0.00155338j -0.00134354+0.00109507j 0.00446846+0.000927931j 0.00266369-0.00056104j 0.00225792-0.00210101j 0.0013629+0.00527859j 0.00279166+0.00445989j 0.000559594-0.0095535j -0.0063998+0.00150449j 0.0031666-0.00245562j 0.0050824+0.00603247j -0.00172153-0.000748587j -0.00194294+0.000881021j -0.000333824+0.00248887j -0.0014618+0.00103531j -0.000747888+0.00417325j -0.00400319+0.00280351j 0.000922863-0.00406935j -0.00244235-0.000956994j 0.00047046-0.00284516j -0.000497753-0.000471911j 0.00521655+8.09278e-05j 0.00212907+0.00369321j -0.00340293+0.000609645j 0.00280139-0.00335378j 0.000679144+0.000586162j 0.000334031-0.0018733j 0.0015282+0.000286948j 
-0.00254221+0.00144414j -0.00368265+0.00089838j -0.00501822+0.00185936j -0.00386556-0.000728484j 0.00180066-0.00235547j 0.00765475+0.00347172j 0.00261891+0.00159107j 0.00102565-0.00249254j -0.00279737+0.00526915j 0.00572181+0.0110667j -0.000658711+0.0152842j 0.00761873+0.00572909j 0.00244629+0.00393218j 0.00706601-0.00616773j -0.0125995-0.00642525j 0.00652163+0.00875414j -0.000622475+0.0142117j 0.0116649-0.00248348j 0.00258659-0.00263893j 0.00325686-0.00842187j -0.00534734-0.00447018j -0.00588693-0.00667361j 0.00590899+0.000525388j -0.00416796+0.00440148j -0.00626121+0.00104551j -3.39036e-05-0.00221458j -0.012975+0.00518141j -0.00407098+0.00218848j -0.00726029+0.00424042j 0.0065951-0.00337536j 0.00284162-0.00766568j -0.00054636-0.00809542j 0.00328273-0.00548802j 0.00630648+0.00950685j 0.00842389+0.0017519j 0.00299735-0.004822j 0.00127291-0.00547148j 0.00398861+0.00247148j -0.00195259+0.001431j -0.00119829+0.00345749j -0.00930274+0.0045168j 0.00104132+0.00165973j -0.00381231+0.00117436j -0.0043509-0.00407954j 0.00505452+0.00120243j -0.00291782-0.000269837j -0.00673742-0.0048946j 0.00464688+0.00203519j -0.00599979-0.00119145j 0.00558955+0.000737106j 0.00172507+0.000789484j 0.00124118-0.0012654j 0.00136834+0.00178853j 0.000383544-0.000816234j 0.00204674+0.00251391j -0.00286086-0.00197159j 0.00147771-0.00193355j 0.00469137-0.00280592j 0.00359838-0.000373708j 0.003123+0.00912708j -0.00428367-0.00394477j -0.00210628+0.00416446j -0.00375696+0.000278514j -0.00190064+0.00365576j 0.00359136+0.000981287j 0.00359547+0.000520909j 0.000973768+0.00312285j 0.00166339+0.00104465j -0.000553707+0.000796735j -0.000633808-0.000478298j 
0.00139154-0.000724657j 0.00270841-0.00220519j 0.0035819-0.00494421j 0.0030547+0.00228616j -0.000168168-0.00113079j -0.00331535+0.00021873j -0.000401459-0.00292835j 0.0040565-0.00490752j -0.000275981-0.00667387j 0.00118583+0.00427905j -0.00515792-0.00121634j -0.00349502-0.00032277j -0.00406869-0.00283264j -0.000813965-0.0039205j 0.00223462+0.00272177j 0.00313198-0.00218635j 0.00371406+0.00284397j -0.00160769+0.00139872j 0.00413359-0.00369689j -0.00863461-0.00397504j -0.00367768+0.00259353j 0.00374599-0.00133837j 0.00290458+0.00248025j -0.00174384-0.0008049j -0.00287875-0.00198259j 0.000590621-0.0075659j 0.00098109-0.00502237j 0.00698222+0.00296703j 0.00464756-0.000365522j 0.003828-0.000184984j -0.00138846+0.0018379j -0.00266913+0.00353393j -0.00349723-0.00204451j -0.00111689-0.00130176j -0.00074959+0.00233412j -0.000487669-0.00173744j 0.00884627+0.000909255j -0.000202351+0.00105123j -0.00358824-0.00091659j 0.00498848+0.00447455j 0.00172224+4.01039e-05j 0.00251612+0.00139424j -0.00275285-0.00329636j 0.0016804-0.00251363j -0.00193573+0.00332211j -0.000500443+0.000818022j 0.00160618-0.0002337j -0.00169434+0.000956113j 0.0027783-0.00169797j -0.000525971+0.000271652j -0.00351587+0.000929967j -0.000775111+0.00200198j -0.00108975+0.00312774j -0.00139651-0.000938822j -2.56111e-05-0.00169386j -0.00182792-0.000921184j -0.000205168+0.000816199j -0.00271709+0.00170144j -0.00243848+0.00330072j 0.00024051+0.00134298j -0.000665781+0.000111189j 0.000909894-0.00250685j -0.000589869-0.00068234j -0.000118348+5.29932e-06j -0.000947296-0.000504382j -0.000484102-0.000640648j -0.000811288-0.00264953j -0.000758628-1.54478e-05j -0.00101452-0.000682933j -0.00046097+0.000289111j 
0.000963786+0.00281169j 0.00295991-0.00083061j 0.00186258+0.0107245j 0.00677407+0.00495849j -0.00274137-0.0112323j -0.0104706-0.0221377j 0.0195403-0.0107741j 0.0208239-0.0143227j -0.00214991-0.0082836j -0.00475694+0.00330609j -0.0159172-0.00760122j 0.00367544+0.0105784j -0.0125404+0.0150797j -0.00670548-0.00277654j -0.00352114+0.0117898j 0.0181769+0.00709513j -0.00226191-0.00684325j 0.0035593+0.00814948j -0.014862-0.00524044j -0.00523327-0.01611j -0.00662219-0.00127942j 0.000833643-0.010496j 0.00465313+0.00330553j 0.00238304+0.0037869j -0.000677527-0.0202411j -0.00222599+0.00849227j -0.00242844+0.00123536j 0.00458831-0.00350021j 0.00358548+0.00405726j -0.00706957-0.0096221j -0.00523262+0.0077265j -0.00740718-0.00415529j -0.00430521-0.00698835j -0.000658281-0.00277239j -0.00274025+0.00357401j 0.00793856+0.00244029j 0.00400727-0.00084976j -0.0128505+0.000225017j 0.00131949+0.00485288j 0.00829445+0.0112282j -0.000481319+0.00107115j -0.00174873+0.000661351j 0.00573942+0.00501462j -0.00545427+0.00311162j -0.0089207+0.00386758j -0.00285568+0.00104161j -0.00651461+0.00563054j 0.0056481-0.000169911j -0.00439857+0.0031362j 8.70246e-05-0.00658375j -0.00164853+7.616e-05j 0.00405971-0.000893173j 0.00257792+0.00805239j 0.000430367-0.000868034j -0.00354443-0.00296489j -0.0010979-0.0056923j 0.00257397-0.000975199j 0.000651231-0.00162681j 0.000363006+0.0038093j 0.000160027+0.000438396j 0.00299749+0.00141627j -0.00240921+0.000713356j 3.26865e-05+0.00453089j -0.00463862+0.00180104j -0.00236096-0.0058287j 0.000140384-0.000516781j -0.00864472+0.00625712j 0.0025093-0.00120298j 0.00393866-0.00134889j -0.00463234-0.000643401j 
0.000914081+0.00295618j -0.000680194+0.0100625j 0.000195948+0.00565548j 3.34874e-05-0.0117604j 0.00815364+0.00876278j 0.0164523-0.0018292j 0.00626798-0.00550684j -0.0135654+0.00899585j -0.00627484-0.0104444j -0.00648888+0.00328669j 0.00935381+0.00690027j -0.00520595-0.0124274j 0.0114333-0.0117036j -0.00889423+0.00684854j 0.0137719+0.00202777j -1.90708e-05-0.0150973j 0.0108725-0.00746468j -0.00158714+0.00952049j 0.00185302+0.00637382j -0.00889662+0.00128405j -0.0042777-0.0136136j 0.00924015+0.00431123j 0.0144151-0.00110415j -0.00567225-0.0084449j -0.0205896-0.00300583j 0.00716677+0.00510154j -0.00321639-0.00471729j 0.00404766+0.010698j -0.00594733+0.0167173j 0.001149-0.00224725j -0.0119717+0.00241151j 0.00163957+0.00475699j -0.0136816+0.000646639j -0.00426357-0.000627058j -0.000453939+0.0103933j 0.00200872-0.00423658j -0.0103767+0.00339901j 0.00252416-0.00330074j -0.00375335+0.00108464j 0.00224908+0.00237937j 0.00377095+0.00552523j 0.00367478-0.00549315j 0.00871943+0.0107706j -0.000309006+0.0109422j 0.00838584+0.000422013j -0.00469248+0.00179124j -0.00303202+0.00321436j 0.00631-0.00153058j -0.012704+0.00832268j -0.00273621-0.00775681j 0.00493759-0.00103213j 0.00707246+0.00463057j 0.00388722+0.00500998j -0.00126453-0.00425275j -0.0033903-0.00141832j 0.00189614-0.00553848j 5.99644e-07-0.00382925j 0.00806364-0.00330123j 0.00614745+0.000365791j -0.0034951+0.00495718j 0.000650256-0.00282604j 0.00141245+0.00380347j 0.000847209+0.00453086j -0.00368996+0.00410524j 0.00518467-0.000822377j 4.57483e-05+4.18745e-05j -0.00424631+0.00275657j 5.03508e-05+0.00255708j -0.000540869-0.00063245j -0.00481665+0.00412934j 
0.00321458+0.00688971j -0.00163865+0.00352726j -0.00738275+0.00134043j 0.000104691-0.00444932j 0.00994877+0.00864356j 0.00690216+0.0128274j 0.0126957+0.00807163j 0.00468557+0.00684577j -0.00582499+0.00195731j 0.000986317+0.00213136j -0.00187646+0.00559937j 0.000344805-0.000616637j 0.00700767-0.00241508j 0.0107319+0.00732619j 0.0105332-0.0031688j 0.00208662+0.0113192j 0.00284827+0.0105322j 0.00864306+0.00249966j -0.0047188-0.0127868j 0.0103453-0.010866j 0.00420213+0.00276696j -0.0117592+0.00887113j 0.0152832+0.00199595j 0.00752224-0.00394644j -0.00391537-0.00384708j 0.0089885-0.00676453j 0.00267511-0.0137579j 0.00109824-0.0143361j -0.0167309+0.00600059j 0.000105195+0.00196586j 0.00516763-0.0120766j -0.00023554+0.00655253j -0.00434317-0.00118273j -0.00404493+9.4204e-05j -0.0074496+0.00299216j 0.00102911-0.000883601j -0.0046218+0.00140009j 0.00048822-0.00430475j -0.00534455+0.00148182j 0.00388064-0.00709605j 0.000454655-0.000707035j 0.000987592-0.002228j -0.000654051-0.0025705j -0.00147859+0.00126287j -0.000239901+0.00367942j -0.0019413+0.00229908j -0.0063613-0.000396275j 0.000668867-0.00325764j -0.00320443+0.00227821j -0.0027573-0.00214253j -0.00072013+0.00463066j -0.0032036+0.00139121j -0.0092568-0.00192681j 0.0027212-0.000236026j 0.00200163+0.00139936j -0.000899259-0.00555289j -0.00173392-0.00382601j 0.00215667+0.000945432j 0.00350396-0.00187553j 0.00414364+0.00570429j 0.000400218+0.00556508j 0.000295533+0.000915895j -0.000396416+0.000471663j -0.0017339+0.000933496j 0.00107713+0.00678225j 0.00277628+0.000378916j -0.00437551-0.00321372j 0.00258139+0.00424998j 0.000620242-0.00321396j -0.00580264+0.00101424j 
-0.00433656+0.00510527j 0.00299131-0.00411632j 0.000120069+0.00845292j 0.000469971+0.0134675j -0.000511926-0.00513292j -0.00205775-0.00374656j 0.00598535-0.00418311j 0.00901021-0.00366531j 0.00152113+0.000810123j -0.00504058-0.000804533j -0.00211168-0.00612077j -0.00212238+0.0038914j -0.0014833+0.011389j -0.00616264-0.00475873j 0.00151559+0.00625984j 0.0103561+0.000162893j -0.00274009+0.000655184j -0.00318797-0.000970475j -0.0113876-0.00804853j 0.00772555-0.00859103j -0.00116026+0.00219285j -0.013335-0.000152703j 0.00832117+0.0014095j 0.0020989-0.00260556j 0.00764171-0.0106296j -0.00467856+0.000451492j -0.00265633+8.83062e-05j -0.00430692-0.0106133j -0.00509785+0.00297734j -0.00195468-0.00855974j -0.00088676+0.000618551j -0.00682076-0.00443849j -0.00128527+0.00120411j 0.00233869+0.00532333j -0.00813754+0.00232098j 0.00446832-0.00148729j -0.0047762-0.00938559j -0.00521491+0.000466071j 0.00223028+0.000885103j -0.00495773+0.0011422j -0.00331428-0.0016728j -0.00261245-0.00303509j -0.00318547+0.001765j -0.00493521+0.0030289j -0.00555368+0.000466805j -0.000740131-0.000655152j -0.00442823+0.000246516j 0.00599128+0.00343089j -0.000423554+0.000654207j -0.00181997-0.00905753j 0.000164237+0.00378826j 0.00269191-0.00611608j 0.00347641+0.0024208j 0.00517664+4.09148e-06j -0.0034551+0.0061986j -0.00293296+0.00322286j 0.00187276+0.00189859j 0.00240127+0.00255945j 0.00101681+0.00196738j 0.00556451-0.00521469j 0.00313872+0.000418483j -0.00323434-0.00128095j 0.000979515+0.000116274j -0.00194366+0.000978173j -0.000953162+0.00407547j -0.000664345+0.000107669j 0.00259326+0.00295271j 0.00259364-0.00638516j 0.00255375-0.000505973j 0.00520656+0.000886486j 
-0.00108672+0.00661575j -0.00614905+0.0060743j -0.010254+0.00360362j -0.00316902-0.00348512j -0.000524826+0.00454719j 0.00507958+0.0129988j -0.00126698+0.00723891j -0.00339048+0.00930572j 0.00220967+0.00388455j 0.000906743-0.0015432j 0.00876117-0.00220128j 0.00672345-0.00247672j 0.00575042-0.00178853j 0.00406071+0.00061356j 0.00713801+0.00164356j -0.00197494+0.0111516j 0.00020244+0.00690322j 0.00690092-0.00425685j 0.00138813-0.00619069j 0.00572017-0.00148001j -0.00399569+0.00570959j -0.00504948+0.0156786j 0.0103548-0.000521423j 0.00392705-0.00719396j 0.00302581-0.00566018j 0.00169824-0.00256868j 0.00134951-0.00650396j -0.00312576-0.00257539j -4.63036e-05+0.00409894j 0.00422794+0.00025232j 0.000788152-0.00816427j -0.000803157-0.000576243j -0.00798119-0.00844879j 0.00195106-0.00143281j -0.00651039-0.00257552j 0.00225223-0.00193894j -0.0122436+0.00318994j 0.00701979-3.37627e-05j -0.005819-0.00430486j -0.0019803-0.00505218j 0.000395579-0.00488995j -0.00179263-0.00549645j 0.00172005-0.00493835j 0.0012205-0.0027127j 0.00188543-0.00320896j 0.00177718-8.56541e-05j -0.00234038-0.00197478j 0.00271756-0.00559122j -0.00712447+0.00792987j -0.00243051-0.00301393j -0.00186971+0.0012746j -0.0022631-0.00178401j -0.00219775-0.0038092j 0.000851181+0.00247216j 0.00259561+0.00599992j -0.00441299-0.00159885j -0.00161397-0.0023223j -0.00281424-0.00117098j 0.00390197-0.00650751j 0.00189353-0.00256217j -0.003298+0.000153195j 0.00189163-0.00136406j 0.00192238-0.000889096j 0.00264328+0.000968252j 0.00626131+0.00770152j 0.00180951+0.000753065j 0.00234135+0.00196263j 0.00588745+0.00497044j 0.00473578-2.3082e-05j -0.00123212+0.000438409j 
-0.000860496+0.00902837j -0.00218866-0.000348105j -0.00128058+0.00476231j -0.0141458+0.00151959j 0.0128132+0.0246172j -0.000803259-0.0200207j 0.0153713+0.00322202j 0.00862655+0.0203718j -0.0204438-0.00919979j 0.00414476+0.0208313j -0.00391744+0.00778313j -0.00696907-0.00085608j 0.0178961-0.0108234j 0.00338065-0.00486761j 0.00169961+0.0066839j -0.00101576+0.00417067j 0.00265834-0.00170518j 0.0062479-0.0106028j 0.00604114-0.0108818j 0.00783114+0.0177812j 0.00972374+0.00366542j -0.00784745+0.0074833j -0.00472804+0.00952759j -0.00852416+0.0141529j -0.00269132-0.0020839j 0.000255853-0.00579665j 0.0144031-0.000924455j 0.00923893-0.0038444j 0.00366616-0.00187677j 0.00547593+0.00326673j 0.000294637-0.000109226j -0.00385773+0.00917551j 0.00312624+0.000153397j 0.00249613-0.00263445j -0.00561711-0.00397181j 0.00189904+0.00365824j 0.00276907+0.00435433j -0.0108086+0.00455184j 0.00801995-0.00823824j 0.0134499+0.00402766j 0.000860516+0.00260042j -0.00238404-0.000760563j -0.00302795+0.00380015j -0.0019847+0.00554181j -0.00723388+0.00680365j -0.00428302-0.000476505j 0.00358158-0.000192172j 0.000495584+0.00319961j -0.000473081-0.000872654j -0.0044202-0.00648249j 0.000245134-0.000650617j -0.00263197-0.000817307j 0.00315705+0.00214592j 0.00372728-7.71462e-05j -0.00918771+0.00289347j 0.0027096-0.00332676j 0.00165242+0.00149053j 0.00359283+0.000544924j 0.00183737+0.00407921j 0.00308653-0.00144991j 0.0028373-0.00102324j -0.0056956-0.00752257j -0.00302707-0.00325548j 0.000113373-0.00228322j 0.00114534-0.00111439j 0.000910292+0.00767582j 0.00276208+0.00620408j 0.00373239+0.00708457j 0.00223475-0.00193415j -0.00148986-0.00100186j 
0.00290497-0.00301766j -0.00268684+0.00151815j -0.000885947+0.000961145j -0.000407989-0.00389039j -0.00499494-0.00496694j -0.00232289-0.00899351j -0.00224849-0.00339845j -0.000304687-0.00735609j -0.00417326-0.00921756j 0.00800926+0.0040564j -0.00528105+0.00304497j 0.00395382+0.00404751j -0.00540848+0.00686625j -0.00268981-0.00765404j -0.00899986+0.000244746j 0.00589436-0.00405551j 9.39876e-05-0.00520867j -0.00425833-0.00186948j 0.00171291-0.00179764j -0.011051+0.00293976j -0.00691538-0.00299934j 0.00634665-0.00828742j -0.00842038-0.00613601j -0.00604529+0.00400971j -0.00233464-0.00488447j -0.00422759+0.00777288j 0.00105738+0.00526373j 0.0020147+0.00381476j 0.00843186-0.000983982j -0.00183179-0.00425953j 0.0016483+0.00564936j 0.00086738-0.00210655j -0.00256453-0.00150692j 0.000538604-0.00216388j 0.00500981-0.00227298j -0.00122989-0.000309651j 0.0062927-0.00215453j -0.00139662+0.00058099j 0.000377019+0.00640529j 0.00296774+0.00526602j 0.000962929+0.00118954j 1.39877e-05+6.56092e-05j 0.000972541+0.000768216j -0.00149071-0.00122741j 0.000790382-0.00266583j -0.000222711-0.000558931j 0.000819104+0.00204599j -0.00127375-0.00132119j 0.00193251+0.000347229j 0.00444041+0.000776684j -0.00114671+0.00131513j 0.00412438+0.00334261j 0.00416263+0.00497366j -0.00492264+0.00126426j 0.00283958-0.00797691j 0.00017812-0.000645539j -0.000602229+0.00116588j 0.000390601-0.00126492j -0.00233641+0.00282408j -0.00503068-0.000115399j -0.00389634-0.00366263j -0.00221397+0.000216178j -0.00184651+0.00354461j 0.00203565+0.00289665j -0.000835393-0.00541185j -0.00367262-0.000785962j -0.00274543+2.28847e-05j -0.000872448+0.000965472j -0.000165189+0.000679473j -0.00245383-0.001336j 
