-0.032638+0.035573j -0.0456156-0.0191682j -0.0930316+0.0337145j 0.0500302-0.0527004j -0.0667173-0.00272239j -0.0357419-0.0128578j -0.0828731-0.0333528j 0.0448818+0.0235693j 0.0427156+0.0264585j -0.0197782-0.0269611j 0.0458975+0.0177846j -0.0190365+0.0190904j 0.017743+0.0618986j -0.0150497-0.0740443j 0.0169731-0.0314242j 0.0521658+0.0350471j -0.00358487+0.0069731j -0.0542552-0.00424602j -0.0275094+0.00706436j -0.00500759+0.0524482j -0.0534505-0.0366693j -0.0333991+0.0952232j 0.00866852-0.0485697j 0.0155151+0.06506j 0.0244432-0.0222864j 0.0335171+0.0197489j 0.00243125+0.0200963j -0.0228977+0.0324717j -0.0271209-0.056877j 0.0310407-0.0148682j -0.00154246-0.027818j -0.0278973+0.0329885j -0.0451984-0.0010952j -0.00589295+0.0524363j -0.115522-0.00272196j -0.00370756+0.0523084j -0.00208644-0.0367399j -0.0596609+0.0194432j -0.00103957+0.0744265j 0.00407084+0.094791j -0.0132537+0.00795571j -0.0470838+0.0457194j 0.134155+0.0120779j -0.0353981+0.0104013j -0.151886+0.0664808j -0.0214555+0.033343j -0.000650981-0.116556j 0.0321457-0.0625098j -0.109829+0.0798765j -0.0447022-0.0489857j -0.00326542-0.0405879j -0.0570249-0.0652912j 0.000688167+0.00787921j 0.0488834+0.0753833j 0.0520405+0.0505972j 0.00494137+0.0257604j -0.0546071+0.0513855j -0.0476962-0.013253j 0.0560919-0.0908895j -0.0548548-0.0410411j -0.00101889-0.0750557j -0.123709-0.120212j 0.0850243-0.00298862j -0.035544+0.0603812j 0.0749056-0.0157323j -0.00787961+0.00335986j 0.108224+0.273803j 0.230188-0.0868313j 0.0648776+0.0719079j 0.115313+0.0341302j 
0.0195119+0.00710889j -0.00544851+0.0349877j -0.0199163+0.0298971j 0.00871419-0.0128572j -0.0270882-0.00198936j 0.0635445+0.0639226j 0.023708+0.00844016j -0.0256462-0.032087j -0.0192893-0.0814215j -0.0180798-0.053811j -0.00242107-0.0694531j 0.00434397-0.0111302j -0.0470888+0.0100573j -0.0914314+0.0177595j 0.0274416+0.118199j -0.0198247-0.0652884j -0.0152939-0.0674811j -0.0801501-0.0653533j -0.0361541+0.0956255j 0.115397-0.0822535j -0.0627856-0.0533794j 0.0122922+0.138186j 0.0938443-0.193694j 0.00245313+0.019541j 0.0425333-0.0566711j 0.00310427+0.236878j -0.00557098-0.128775j -0.100471+0.0220347j 0.0325186-0.0284642j -0.0437949+0.0320278j 0.164469+0.0252379j -0.0305866+0.0192714j 0.0271829+0.169123j -0.093144+0.0266804j 0.00950877+0.116792j -0.299252-0.00632495j 0.0144821-0.0234407j -0.0104528-0.00888874j -0.0211783+0.0121988j -0.123455-0.00280113j 0.296921+0.0636168j 0.0292779+0.0933095j -0.0115665+0.000634355j -0.0484761-0.0761324j -0.00548652-0.211913j 0.0818377+0.0211419j 0.076969-0.0603475j 0.107416+0.19419j 0.0882569-0.0963704j 0.0577257-0.0165596j -0.17802-0.131942j 0.0487882+0.0162045j -0.0675083-0.00369333j 0.0442165-0.0696238j 0.0408971-0.0423471j 0.0800105-0.179192j -0.0414429-0.116697j 0.0470061-0.0592319j 0.00787258-0.0204012j 0.0118382+0.0111051j -0.00435418-0.0554493j -0.0641322+0.0177305j -0.00785271+0.0549206j 0.0301519+0.0274452j 0.0497998+0.0179038j -0.00677994+0.0117186j -0.0323959-0.00117898j 0.0313489-0.00488233j -0.0108405-0.00657129j -0.00230198+0.0154639j 
-0.0133082-0.00146971j 0.0200899-0.0268784j 0.0136463+0.00803925j -0.0145943+0.0285399j 0.0204548+0.0157132j 0.000429589-0.0408863j -0.0172272+0.024667j 0.022772+0.0202122j 0.0194228+0.0313131j -0.00577272+0.0410896j -0.00911159+0.00729818j 0.01789+0.0404325j 0.0718826-0.044587j -0.027252+0.0235604j 0.0650387-0.0742367j -0.12039+0.0332001j -0.0125616-0.0757436j -0.036423+0.0258901j -0.0851542+0.145904j -0.0440818-0.187071j 0.0622411-0.177167j 0.135076-0.0477774j 0.17595-0.160812j 0.0200292-0.0924685j -0.0288583+0.0551031j -0.051028-0.187743j 0.212612-0.0774397j 0.145342+0.0573661j 0.149515-0.108926j -0.0201414+0.237272j 0.0335156-0.152106j 0.135042-0.0418732j -0.0658592-0.0875134j 0.0813994-0.0342554j 0.121968-0.0238361j -0.0441004-0.106503j 0.0849408-0.00890175j 0.0518262-0.081558j 0.182614+0.168059j -0.0383112-0.11379j 0.0521923-0.0141663j 0.0255247-0.103297j 0.183713-0.041875j -0.0260453-0.0882841j -0.0188155+0.134329j 0.166397-0.0362899j -0.12144-0.043339j 0.0615357+0.178591j 0.0100613+0.0286527j -0.0833684-0.0898648j 0.0673547-0.0835098j -0.217563-0.0375458j -0.108085+0.104058j 0.0271677+0.0171293j 0.0516438-0.00970544j 0.0500894-0.0924607j -0.0106798+0.0104428j -0.0555387-0.000757426j -0.0453503-0.0105812j -0.0517836-0.00440931j 0.00815415-0.00244573j 0.0132364-0.0388526j 0.0446869-0.0380615j -0.00930376-0.011299j -0.0137552-0.0180323j 0.00543412+0.0158346j -0.0110485+0.0276906j 0.0101946-0.0406992j -0.0251278+0.0119091j 0.00121606+0.0146348j 
-0.0137139+0.0230109j -0.0295482-0.0211073j 0.0720083+0.00503004j 0.0540665-0.0272719j 0.010045+0.0168879j -0.0211708-0.109807j 0.0728555-0.0580015j 0.0554077-0.0396512j -0.0699273+0.0881835j 0.0636286+0.143504j 0.0428389+0.0890143j 0.0685733-0.0446599j -0.0042176-0.0705932j 0.0581238+0.168327j 0.0937227+0.0629885j -0.0301417+0.0234544j -0.0112837-0.0911642j 0.0194127-0.0222663j 0.0516368-0.067545j 0.198735+0.019872j 0.0150145+0.075414j 0.0883395-0.095288j 0.122464-0.0324454j -0.03912-0.0824517j -0.00226283+0.0973461j -0.0314323+0.0612824j 0.0651373+0.171069j 0.00414423+0.0568679j -0.182687+0.11773j -0.254137+0.0365999j -0.0291826+0.000610083j -0.0672949-0.0855014j 0.0523806-0.0608747j 0.140901-0.0966005j -0.120061+0.105972j -0.137681+0.0350271j 0.107093+0.0971826j 0.03998+0.100623j -0.00027677+0.0403663j -0.135423+0.0496302j -0.183074-0.0869146j -0.0603984-0.103483j -0.0988261+0.0321381j -0.0208893-0.0256398j -0.0443621-0.0909517j -0.173043+0.0382301j -0.0431697+0.0894234j 0.13087+0.0145817j -0.0437821-0.0014157j 0.0461591-0.040541j -0.0729037-0.0215192j -0.0939043-0.159829j -0.032783+0.110749j 0.0509851-0.0743206j -0.0511106-0.0353935j -0.0257468+0.0502968j -0.0380336+0.0237925j -0.0226974+0.10317j 0.00969845-0.0472835j -0.0120022-0.00312785j 0.0630462+0.0718886j 0.00520979+0.0683576j 0.018571-0.0234927j 0.0132877+0.0104751j 0.0168569-0.0374336j 0.00747763-0.0492092j -0.000485438+0.0316707j -0.055462-0.019833j 0.0233245-0.0387176j -0.026662-0.0237452j 
0.0226018-0.0194297j 0.0216747+0.028077j -0.0166876-0.0402991j 0.00929233+0.039479j 0.03617-0.0605176j 0.00915038+0.0107494j -0.0240191-0.0294819j -0.0242936-0.0091914j 0.00690396-0.0305427j 0.0124134+0.0450093j 0.00773032+0.0860097j -0.0490583+0.0136137j -0.0143243+0.0797838j 0.063696-0.0131447j -0.139316+0.083944j 0.023622-0.0688043j -0.255831-0.0292905j -0.0185682+0.0932191j 0.0881141+0.0263716j -0.0487604-0.0292292j -0.155046-0.0862164j -0.0145207+0.0071551j -0.033672-0.0340764j -0.106943-0.057661j -0.230537+0.0840013j 0.0421328+0.0928144j 0.106095-0.0474307j 0.0245479-0.106546j 0.0479186+0.142968j -0.225317-0.0101657j 0.112929-0.115527j 0.298885-0.0762958j -0.124752-0.228023j -0.263734+0.140313j -0.0245696-0.0359359j 0.111476-0.0148641j 0.117447+0.0572839j -0.147249+0.281255j 0.0915725+0.0311655j -0.085554-0.0306607j -0.088902+0.106409j -0.0742382-0.0551961j -0.0810598-0.104675j 0.0689944+0.0550275j 0.0748771-0.111358j -0.0346921-0.0982489j 0.00682254-0.0565896j -0.0174697-0.0189618j -0.077604-0.0128302j 0.0456171-0.0738407j 0.0196453+0.0694788j -0.0311675-0.0782706j 0.0124121+0.0189857j -0.00948559+0.0455434j 0.0498931-0.0243586j -0.0652892+0.0425196j -0.0178578-0.00630742j 0.0128405-0.0145214j -0.0500137+0.0378544j 0.0548089+0.00653009j -0.0488953-0.00993903j -0.022816-0.0336648j -0.00162757+0.0355634j 0.057769+0.0241847j -0.000456402-0.0165266j 0.0261702+0.0163491j 0.020786-0.0631332j 0.0431739-0.0123858j -0.0220859-0.0269539j -0.0123468+0.0207337j 
-0.00920988-0.010058j 0.0219908-0.0183162j 0.0096733+0.0135532j 0.0136857+0.0701401j 0.0381295-0.0260344j 0.036735+0.0043636j -0.0240127+0.0232235j -0.0136848+0.0630703j -0.0856485+0.0516703j 0.061677+0.0493788j -0.072068+0.0692809j 0.0886651-0.0123433j 0.0846636+0.187189j -0.19659+0.112159j -0.0608291-0.0379603j -0.0741791-0.00502931j -0.0374237+0.193003j -0.0168259+0.0454059j -0.0104434-0.10491j -0.0371722-0.0322027j -0.129271-0.0538152j -0.0123367+0.00185521j 0.19017+0.227178j -0.0113381-0.0673922j -0.103918+0.0546096j -0.0266936-0.0281575j -0.036025-0.0454365j 0.0766435-0.0177472j 0.131737-0.161249j -0.0054517-0.156283j 0.0417225-0.0784897j 0.00201258-0.0393962j -0.110029+0.0272822j 0.0832355+0.000857815j 0.198588+0.188438j -0.105808+0.0156509j -0.220793-0.136351j -0.0897979-0.162356j 0.0671085+0.127392j 0.00347163-0.105936j -0.0281486-0.00392095j -0.157502-0.0600312j -0.057074+0.0396613j -0.0316349-0.0591195j -0.0328955-0.044052j -0.0339642+0.0657784j -0.0260427-0.0771658j 0.0341111-0.0137483j -0.027246-0.0117475j -0.0426394-0.0135422j 0.0553436+0.0466318j 0.059492-0.00579936j -0.0771064+0.0406965j 0.0503293-0.0140108j 0.00500682+0.0779095j -0.032929+0.0652289j -0.0775646+0.0294485j -0.0027136-0.0063913j -0.0432388+0.0252816j 0.0402907-0.00721834j -0.0291218-0.0400868j -0.0227097-0.0327577j 0.0325164-0.0153697j -0.00238141+0.0253027j 0.0206884+0.0295513j 0.0684786+0.0168062j 0.00221726-0.0128315j 0.0501461-0.0334333j -0.024918+0.0136452j 0.0117692+0.0298342j 
0.0352231+0.00680984j -0.0107188+0.043235j -0.0266196-0.0479396j 0.0206781-0.0714256j 0.0346431-0.0193354j -0.0945115-0.00510005j -0.00810219-0.0939921j -0.0136304-0.0630837j -0.0434255+0.0235881j 0.0628623-0.0491906j 0.0485539-0.0755562j -0.0731333-0.00451299j -0.0466377-0.0737559j 0.0528134+0.104247j 0.0893847-0.0312416j 0.0412861-0.000900287j 0.0424341+0.0805871j -0.0830173-0.0621882j -0.019641-0.111134j 0.00944815-0.323653j -0.0595277+0.00462189j 0.0171846+0.0986892j -0.0203965+0.0667415j -0.132932+0.0477048j -0.0700262-0.0652418j 0.0327905+0.0450219j -0.0497924-0.0620397j 0.0498514-0.0756964j 0.107601-0.0293383j -0.182289-0.0130754j 0.000706196-0.072662j -0.159059+0.118573j 0.0424484-0.00454272j 0.0632252+0.0387701j 0.229422+0.08276j -0.114416+0.0855531j -0.114328-0.169454j -0.045271+0.0417012j -0.100901-0.17408j 0.130204-0.131664j 0.0890206+0.0211434j 0.0963158+0.0478109j -0.106533-0.0440216j -0.03637-0.0335962j 0.0396515-0.0216016j 0.0154418-0.0608261j 0.00739592+0.0564964j -0.0767618+0.0137482j -0.0373907-0.0495061j 0.0567456-0.0038245j 0.0304289-0.00724594j -0.0421417-0.00285096j 0.0224913+0.00856506j -0.00746819-0.0269728j 0.0937311-0.0736928j -0.08744+0.00220553j 0.0435027-0.0355704j 0.0181552+0.0187957j -0.0494205-0.0272859j -0.0339488+0.0563933j 0.048558+0.0680958j 0.0363679+0.0745354j -0.0378634+0.0192801j 0.0349408-0.0160778j -0.0121511-0.0515173j -0.0436948-0.0613307j 0.0152351-0.0366346j -0.0183239+0.0113759j 0.00775804-0.0523036j -0.0361417-0.0285953j 
-0.0117187+0.0144917j -0.028463-0.0200016j 0.0282682+0.045807j 0.0220121-0.0307636j 0.0507977+0.0314643j -0.0985104-0.0284613j -0.00095936-0.0390035j -0.00244468-0.0654384j -0.127097-0.0112178j 0.00156692+0.105478j -0.106959-0.00707887j 0.0458307+0.125206j -0.190547+0.0110355j -0.121108-0.137242j 0.0463994+0.00136322j 0.0219167-0.039048j -0.116849-0.0785002j -0.24079-0.106766j 0.0482468-0.0623465j -0.0605142+0.14352j -0.0451222-0.0714495j 0.244157-0.265518j 0.186888-0.00167375j 0.0529001+0.118162j 0.00341668-0.0943984j -0.1115+0.159573j 0.168457+0.00511542j 0.0336599-0.000658306j -0.202054+0.0648225j 0.00167054+0.0971767j 0.0319663+0.0274981j -0.176994-0.0659174j -0.0917112+0.171168j -0.0224648+0.174412j 0.173848-0.0738127j 0.0492974+0.00907622j -0.137027-0.111183j -0.0344267+0.00806975j 0.00309993+0.0605527j -0.0156332+0.116744j -0.00278316+0.063457j -0.0392391-0.0963113j 0.149627-0.0698026j 0.014693+0.047348j -0.0340582-0.0459561j -0.0405071-0.0185232j 0.0846839+0.0651678j -0.0216672-0.00806959j -0.0208674-0.0291088j 0.0331844-0.0689068j -0.0277221-0.0261245j -0.0136563-0.0316651j 0.0242731-0.0533723j 0.0275355-0.0093035j 0.071878-0.0271003j -0.0683613+0.0289579j -0.059965+0.0480773j -0.0295025+0.0611583j 0.0194513-0.0210778j -0.0571533-0.0112885j 0.0199773+0.0349611j 0.0439375+0.0271705j 0.0408348+0.00414702j -0.0298069+0.00162616j 0.0617663-0.0161447j -0.0146657-0.0485787j -0.0240183+0.012957j -0.018855-0.0285804j 0.0202903+0.00677851j -0.00465231-0.0133479j 
0.0225028-0.0187574j 0.0253004+0.0135505j 0.0179519-0.110123j -0.00494121+0.132112j 0.153168+0.0219055j 0.00860501-0.187128j 0.0564443-0.118206j 0.144687+0.0635643j -0.0278332-0.097288j -0.0567161+0.0922269j -0.109198+0.00829255j -0.152009-0.131038j 0.165787-0.171484j -0.0417168-0.00209707j 0.0316473+0.0459491j 0.0127198-0.118851j 0.0371882+0.118744j -0.185583+0.0106605j -0.0873871+0.0296961j 0.0964914+0.120939j 0.241587+0.0153104j -0.0576161+0.00128616j 0.0117912-0.202464j 0.144794+0.0463534j 0.0273282+0.0441445j -0.0007115-0.0204755j 0.0223426-0.158117j -0.0628824-0.00622022j 0.0930121-0.00587076j 0.164778-0.011657j 0.116956+0.023273j -0.0962687-0.146055j -0.0377473-0.202166j -0.0326598-0.0608017j 0.0610161-0.128602j -0.0278547+0.100416j 0.0106846-0.0124035j 0.0640343+0.0235168j -0.18938-0.0216611j 0.0242696+0.0749576j -0.0242502+0.109964j 0.0254356+0.00376059j 0.00823234-0.143737j -0.0444535+0.0491408j -0.0852829+0.0113498j 0.0207538-0.110968j -0.0482604-0.113937j 0.0201553+0.0555062j -0.052489-0.0344635j -0.0455934+0.0641135j 0.0323837-0.00681903j 0.137725-0.0906112j -0.0638725-0.0530149j -0.0131583+0.0248017j -0.0099727-0.00164869j 0.0440631+0.0752724j -0.0196238+0.0423988j -0.065811+0.0524788j -0.0791423-0.00382765j 0.030186+0.00784735j -0.00271906-0.0466042j 0.0392128-0.0162568j 0.0258772-0.0574188j 0.00721977+0.0178514j -0.0434346-0.056958j 0.029196+0.036402j 0.0257639+0.0197576j 0.00682394-0.0332617j -0.0375481-0.0255671j -0.000110533+0.0510561j 
-0.0217583+0.0341374j -0.0464959+0.00147934j 0.0192605+0.090725j -0.0896714+0.0770868j -0.00955862+0.106546j 0.123862-0.0210393j 0.0972862+0.0240338j 0.0280363+0.16564j 0.0598463+0.0302406j 0.00368987-0.019318j 0.0544567+0.0132623j 0.0526808-0.133636j 0.0935368+0.235064j 0.0499549+0.0475014j 0.120965-0.160951j 0.139357+0.00945185j -0.222437-0.0771331j 0.0668214-0.181945j -0.0466584+0.106375j 0.0508894-0.124967j -0.0560991-0.15185j -0.164654-0.0661087j -0.118481-0.0630261j -0.177428-0.078277j 0.153941-0.130436j -0.0411389-0.0402753j 0.00419276+0.11435j -0.0700127+0.0420235j -0.0446133-0.125314j -0.0166009-0.0829307j -0.00647089-0.0884505j -0.046645-0.0769124j -0.10708+0.00613244j -0.00994122+0.0723058j -0.0243844-0.0429134j -0.0793908-0.023425j -0.0390764+0.135479j 0.078768-0.0537334j -0.0324261-0.0236522j 0.0850066-0.106108j -0.0203394+0.0477793j 0.0674671-0.0134866j -0.0490078-0.0310026j -0.100916+0.0369617j 0.00217469+0.0452689j -0.0468768-0.0098133j 0.00378851+0.00134852j 0.0450442-0.000748771j -0.0341403+0.0122417j -0.00776627-0.0968108j -0.00486901+0.101654j -0.0418313-0.0468843j -0.0440577+0.0435943j 0.0355414+0.0704927j 0.0123883-0.0248369j 0.0464252-0.00306395j -0.00782641+0.0136781j -0.0113171+0.00702972j 0.0504532-0.0427061j -0.00932964-0.0482133j -0.0070366-0.0212972j -0.00942876-0.0802876j 0.000775775+0.0143218j -0.0829851+0.0447155j 0.0309798+0.038939j -0.00865554+0.0364945j -0.00430878+0.0624367j 0.0110134+0.0282795j 0.0263102+0.0357563j 0.0235765-0.000690598j 
0.0488946+0.0219855j -0.115589+0.115427j -0.184123+0.125933j -0.206465-0.182977j 0.0344912-0.100555j -0.178019-0.0737135j 0.165218-0.0536086j 0.0290033+0.167122j -0.057437-0.192921j -0.0397911+0.128879j 0.0880507+0.0795518j 0.0719354-0.00220442j 0.0906973+0.0262517j 0.0644982+0.134386j -0.115749-0.155447j -0.0333573+0.0461227j 0.111149-0.0811188j 0.0335237+0.0665717j 0.0817987-0.0115246j 0.035009+0.0583958j -0.111571+0.0643458j 0.087833+0.0414509j 0.131858-0.00103299j -0.0567357-0.0202784j -0.00971824+0.0532002j -0.035194+0.154175j 0.0945522-0.00430863j -0.185545-0.111439j 0.12975-0.00783165j 0.057467+0.0148123j 0.171009-0.0752987j -0.0293026-0.0451419j -0.0188497-0.0509388j -0.0331268-0.147554j 0.0562473-0.0563533j 0.122304-0.0641006j -0.016619-0.0705642j -0.0052538-0.0619481j -0.0906561+0.0176245j 0.0168266-0.0771826j 0.0233803+0.0537165j -0.0252918-0.0130322j -0.0581806+0.00558242j 0.0270825+0.0645187j 0.00128911-0.0678552j 0.0187543-0.00222122j -0.0354375-0.0915988j 0.027891-0.0287121j 0.0237281+0.060163j -0.0753042+0.0422143j -0.00164255+0.017962j -0.00282691+0.000438159j -0.00691252+0.0922562j 0.00584938+0.00717271j 0.00636625-0.120884j -0.00443463-0.0645159j 0.0834109-0.0576083j 0.0558593-0.0411331j 0.0317837-0.0653429j -0.0361551+0.0161515j 0.0625239+0.00463459j 0.0406645+0.0191622j -0.110131+0.0538781j -3.31957e-05+0.0203607j -0.0042184+0.00332795j -0.0817629-0.0120937j 0.00309157-0.036223j -0.0468701+0.091031j 0.0493174-0.0207173j -0.0498083-0.046066j 
0.109904-0.0908164j 0.0378517+0.0165872j -0.178625-0.211826j 0.153845-0.144251j 0.137938+0.0469838j 0.085594-0.0880411j 0.0872252+0.155381j -0.162069+0.0118291j 0.195643-0.160729j 0.0429536-0.0913701j -0.0641109-0.0727913j 0.0649179+0.0166806j -0.0139671+0.0794827j 0.0452816+0.128772j 0.0287741+0.0318474j 0.0532984-0.237589j -0.111304-0.122691j 0.0538086-0.0112753j 0.0193336-0.0325531j 0.0590197+0.036497j 0.0147981-0.0454428j 0.134601-0.0665295j -0.0292504-0.111297j -0.00832945+0.0981768j 0.0745915-0.0108768j 0.185841-0.034092j 0.0182915+0.0206609j -0.199147+0.0676043j -0.135346-0.0990769j 0.00168263+0.0134759j -0.0493773-0.154806j -0.00438224+0.0868943j -0.195424-0.0399443j 0.0726549+0.0301542j -0.0459329+0.0023856j -0.0686029+0.0012184j 0.0190362+0.0111419j -0.0542001-0.00923457j 0.0765819+0.070865j -0.0327002+0.0604238j 0.00986137-0.0167792j 0.0195474+0.0236719j -0.0269466+0.0492886j 0.0275548-0.00520687j -0.00969331-0.0477443j 0.0384093-0.0361882j 0.0154623-0.0295306j -0.0256298-0.0150717j 0.0313466+0.00880707j -0.024757+0.113389j 0.027201-0.053022j 0.0915502+0.0281605j -0.00590867+0.00925184j -0.0616726-0.0305053j -0.0219707+0.010513j 0.00501091+0.00749169j 0.0528204-0.0600484j 0.0506072-0.059937j -0.0760549+0.0606443j 0.0573876+0.0352644j -0.0201554-0.0223099j -0.0229711+0.0434295j -0.0482365-0.0152268j 0.0944735-0.0220082j -0.060723-0.0426595j 0.026422+0.00698945j 0.0629077-0.0829211j 0.0104499-0.0247313j -0.0394218-0.0415321j -0.0425105+0.0170839j 
0.0320276+0.029288j -0.054261+0.0358544j -0.145718-0.0109463j 0.0675957-0.17349j -0.054718-0.03513j -0.107974-0.0200595j -0.00142924-0.0378158j 0.0206063+0.00986791j 0.0455282-0.0325953j 0.00953518-0.0283197j 0.0723683+0.0122507j 0.0445802+0.0520873j -0.000559209+0.0279514j 0.044591-0.0102891j -0.0237336-0.0340488j 0.0673643+0.0272186j 0.0313052-0.0423332j -0.0308576+0.000263586j 0.0134483-0.051669j -0.00247318+0.0580992j -0.0587583+0.0324968j 0.0438396+0.0898269j 0.0120069-0.0177975j 0.02612+0.102729j -0.0139925-0.0114853j 0.067747+0.0532873j -0.0110518+0.0272234j -0.0652087+0.00818355j -0.0218189-0.0405978j 0.00900046-0.0284599j 0.0176952-0.0551921j -0.0161572+0.0225392j -0.0198058-0.0177713j 0.00037657+0.047092j -0.121865+0.0142525j 0.0358507+0.0770694j -0.00452866-0.0621604j -0.0643355+0.00729678j -0.00169241+0.0649606j 0.0124073+0.0502697j 0.00765909+0.0117965j -0.0472782+0.0608163j 0.104435+0.00459016j -0.0280755+0.0282025j -0.104307+0.0703978j -0.0143141+0.0632998j 0.0131349-0.0993457j 0.0342946-0.10468j -0.0673606+0.142855j -0.0493126-0.0271549j -0.00130009-0.0333333j -0.054224-0.071058j 0.0212449+0.0185374j 0.0286921+0.0653795j 0.0961007+0.0278083j -0.00139093+0.0138608j -0.0351739-0.00492158j -0.0239114-0.0304631j 0.0468002-0.070056j -0.0690441-0.046926j 0.0407972-0.072226j -0.0920181-0.0833893j 0.0480187+0.0258032j -0.00265081+0.0285206j 0.0605795+0.000868311j -0.057382+0.00499628j 0.0625384+0.182484j 0.164349-0.0231476j 0.0358238+0.00956128j 0.0280393-0.0466246j 
0.0484817-0.0298538j 0.0349941+0.0310857j 0.0637994-0.151873j 0.15528+0.0216155j 0.0629391-0.0159658j -0.00480665-0.052342j 0.0929861+0.0204526j 0.0230405-0.042734j 0.0101499-0.0211119j 0.0761785-0.00351379j -0.0356309+0.0105835j 0.0493208+0.0372156j 0.0365089-0.0496275j -0.00133681+0.0503072j -0.0285555+0.0336229j -0.0306792-0.0318712j -0.0333826-0.01643j -0.0170546+0.038548j 0.040096-0.041916j 0.0318572+0.0140838j 0.0632222+0.0393208j 0.0558623-0.0928779j -0.0136206+0.0328162j 0.0327641+0.0611705j -0.0462604+0.0210884j 0.0797944-0.0915123j 0.0214889-0.041414j 0.0564105+0.0751764j -0.0224268+0.056429j -0.0348562-0.0243558j -0.0483303-0.0269252j 0.0240885-0.0371636j -0.00153043-0.0232839j 0.0215804+0.0670496j 0.0329861+0.0667393j -0.0195562-0.0287505j -0.00988794+0.10934j -0.0401241-0.0245174j 0.0394346+0.0334608j 0.0801526-0.00109995j 0.0280196-0.0340892j 0.026889+0.0420229j 0.0951411-0.083725j 0.0411284-0.0394712j 0.0857606+0.0807869j 0.0692211-0.0145492j -0.0702313+0.0593036j -0.0580299-0.0407873j 0.0302985+0.0534695j -0.107101+0.0572675j 0.00978778+0.0064781j 0.0252178+0.0421864j -0.0352864+0.0119074j 0.03485+0.0215543j 0.0125284-0.0449447j -0.0151991-0.100305j 0.0110501+0.0148648j 0.0100192-0.0677358j -0.0323059+0.0474103j -0.033313+0.0154848j 0.0905752+0.0643966j 0.041371-0.0282601j -0.000831854+0.101002j 0.0318395-0.0171034j -0.000827136+0.0120204j -0.0313125-0.0114926j -0.184975+0.0163742j 0.0667121+0.155934j 0.0376266-0.044729j -0.0308561-0.0133123j 
-0.0100006+0.0134662j -0.0223829-0.0105712j -0.0110124+0.0435794j -0.0381284-0.0125545j -0.0188198+0.01526j 0.00215534+0.00362059j -0.0093987+0.0139556j 0.000447945+0.0230198j -0.018127-0.0146721j -0.0448946+0.00935225j 0.0299358-0.0175441j -0.0225163+0.00282098j -0.0091672-0.0183678j -0.00979267-0.00922959j 0.00692801+0.0029731j 0.00293061+0.0383243j 0.039555-0.0107449j 0.018359+0.0247116j -0.00405093-0.0223847j 0.0167307-0.00594641j -0.0246614-0.015225j 0.0110574+0.0362036j -0.0103126-0.0327933j -0.0189174-0.00372415j 0.00883275+0.00562143j 0.00166054+0.0186984j -0.0156694-0.0355513j -0.00136218-0.0409384j 0.022418+0.0111587j -0.0112626-0.00580073j 0.0161613+0.00292562j 0.0113559+0.0149001j 0.00949651+0.0149008j 0.00647492-0.0248718j 0.0177018+0.000236018j 0.00187511+0.0124067j 0.0274095+0.0257289j -0.0211565+0.0398128j 0.0335146-0.0532321j 0.0357865+0.0358994j 0.0113307-0.00616226j 0.00696111-0.0112418j 0.0349901+0.022432j 0.0278599-0.0106263j -0.0141804-0.0137331j 0.00578301-0.0330389j 0.0173453-0.0245569j -0.039496-0.0119095j -0.00395027-0.0511669j 0.0335284-0.00864492j 0.0520321-0.0153554j -0.00216828+0.011035j 0.0443302+0.0162124j -0.0231719+0.0297286j 0.00365929+0.0367025j 0.0175697-0.0537717j -0.0266497+0.0381879j 0.0491145+0.0177695j -0.000547609+0.00869164j 0.00266604+0.0291349j -0.0237715+0.0476074j 0.0203116-0.0481037j -0.013408+0.0304078j -0.0377484-0.00841661j 0.0230949-0.0372355j 0.0372394+0.00695168j 0.0291662+0.00881809j -0.00554293-0.0134528j 0.0113322+0.0130445j 0.0124384-0.00363184j 
