0.00760558-0.0116946j 0.0148672-0.00116308j -0.0172079+0.00185329j -0.0053731+0.010921j 0.00114081+0.00508276j 0.00739438-0.00403598j 0.00739993+0.00136089j -0.00303272-0.00689696j 0.00625452+0.000259357j -0.00128236-0.0001755j 0.00401142+0.000125348j -0.00077589-0.00378356j -0.00261674+0.00189241j -0.000889088+0.00233163j -0.012435+0.00365758j 0.000987043-0.000501042j -0.00458874+0.00376618j -0.00504784+0.00495188j 0.00460869+0.000225894j -0.00414175-0.00717939j -0.00300732+0.00266653j -0.00495572+0.0011625j -0.00201837-0.000623674j 0.0111913-0.00259728j -0.00169065+0.00610588j 0.00034026+0.00399744j -0.00651973+7.3331e-05j -0.00853149+0.00973392j -0.0172336+0.0079581j 0.00116593+0.00125682j 0.00483671-0.00213802j 0.00185131+0.00282242j -0.00129387-0.00348046j 0.0083981-0.0015708j -0.00474513-0.000791423j 0.00385502+0.00218956j -0.00410873-0.000614211j 0.00200446-0.00253937j 0.00133737-0.00844066j -0.0121875+0.00208311j 0.00270024-0.0044127j -0.0100131-0.00647014j 0.00433288-0.00143186j -0.00308041+0.00477497j -6.23247e-06+0.0038783j -0.00171787+0.00245067j 0.00336622-0.0014345j -0.000921082-0.00534346j 0.00402428+0.00157211j 0.00323735-0.00415941j 0.00606042+0.00113432j -0.00721082-0.00216418j -0.00622288-0.00273441j 0.00205787+0.00117277j -0.003556+0.00202974j -0.0035695+0.0011894j -0.00180624-0.0102879j 0.00669675+0.00644258j -0.00562326-0.00105985j -0.00263149-0.000182502j 0.00335302+0.00299122j 0.00253219+0.00190637j -0.00580466-0.00754857j 0.00581283+0.00268708j -0.0087689-0.00180802j -0.00330531+0.0106789j -0.00370959+0.00280196j -0.00365397+0.00602343j 0.00520927+0.00679406j 0.00175399+0.00326099j -0.00379555-6.72354e-05j 0.0017752-0.00471953j -0.00445127-0.00490513j 0.0136131+0.00429649j -0.000979382+0.0139259j -0.00169599+0.0173195j 0.0174661+0.00968831j 
0.00155213+0.00169966j -0.0010377-0.00147191j 0.00114724+0.000836575j -0.000789517-0.0038705j -0.000667907-0.00513062j 0.000884259+0.00151741j -0.00161734-0.000888392j 0.00348133+0.0023983j -0.000764169-0.000835309j 0.000724539-0.00364974j -0.00145783+0.00168821j 0.00551596+0.00367082j 0.000642633-0.00458954j -0.00424512+0.00384665j 0.00103662+1.64242e-05j 0.00248675+0.000676335j 0.00829351+0.00393109j 0.000270827+0.00343597j -0.00429764-0.00792192j -0.00336192+0.00533232j -0.00193416+0.00367794j -4.30709e-05-0.00573262j -0.00633543-0.00357163j -0.00416818+0.00656614j 2.70241e-05+0.0107542j -0.00128286+0.00441514j -0.00741454-0.0051094j -0.00654797-0.00785461j 0.00705712+0.00866644j 0.000601111-0.00842206j -0.000904524+0.00183895j -0.00444197-0.00675317j 0.000568303+0.00101112j 0.00842506+0.00979829j 0.00687057-0.00104317j 0.00787661+0.00462776j 0.00419527+0.00534444j -0.0143062+0.000285026j 0.00150937+0.00336792j -0.00797381-0.00213504j 0.00424446+0.0113015j 0.00120265-0.00902355j -0.0060566-0.00951177j 0.00784833-0.00548413j -0.004914-0.0176219j 0.00397131+0.00201788j 0.00331389-0.00123938j 0.0049062-0.00157305j 0.00329203+0.00454498j -0.00539174-0.00185828j 0.00310699-0.00979455j 0.00263137-0.00592355j 0.00878415-0.00147198j 0.00358435-0.00692112j 0.00433829+0.0020965j -0.00121874+0.00196409j 0.0077526-0.00640465j 0.00660252-0.00990827j -0.00749546+0.0067519j -0.00215874+0.014729j 0.00115113-0.00764953j -0.00373417-0.00143042j -0.000359305+0.00381982j -0.00415365-0.00197926j -0.00187991-0.00309864j -0.00228758+0.00369859j 0.000305227+0.00570202j -0.00414543+0.00053503j -0.00336821+0.00473054j -0.000506931-0.00138326j 0.0038151+0.000156586j -8.1056e-05+0.00146983j -0.00215409-0.00107369j 0.00178917-0.000849629j 0.00125605+0.000408122j 0.000773784-0.00111585j 0.00105947-0.00449162j 
-0.000456821-0.000865614j 0.000972584-0.000841735j -0.00164151+0.000214041j 0.000629407+0.00673645j -0.000155444+0.00507022j -0.000983762+0.00465261j 0.00287453-0.0042051j -0.00446339-0.00545773j 0.00307461+0.00330014j -0.00295654+0.00388092j 0.00147019+0.000875929j 0.00270252-0.00606535j 0.000660003-0.00237387j -0.000561265-0.0019582j -0.00243898+0.00872688j -0.00269753+0.0105313j -0.00111998-0.00886512j 0.0030854-0.00581427j 0.000630267+0.00134291j 0.00483051-0.00246948j -0.0017278+0.00132149j 0.00343602-0.00792044j 0.00313557+0.00147491j 0.00662467-0.00113191j 0.00295171-0.00149082j 0.00086886-0.00807197j 0.00694885-0.00169703j 0.00607065-0.00321909j -0.00781609+0.0147642j 0.0033822-0.00366695j -6.6488e-06+0.0136312j 0.00153697+0.00375958j -0.00243085+0.00747296j 0.0106018-0.0057228j 0.00238456-0.0150685j 0.00758114-0.00385282j 0.00406428-0.000843419j -0.00548849+0.0105798j -0.00904138-0.00398859j -0.00902557+0.0107511j -0.00669537+0.00788772j 0.0123698-0.00700471j 0.00554562-0.00412474j -0.00311751-0.000736198j -0.00792021-0.00190566j -0.00426629-0.00177546j 0.00186829+0.000586608j -0.00152202+0.000234851j -0.00107002+0.00253168j -0.00691667+0.00725235j 0.00489655+0.00896759j 0.00782177-0.00269328j -0.00301849-0.0021364j 0.0058941-0.00397128j -0.00545004-0.00210884j 0.00313897-0.00472126j -0.00688249-0.0025234j -0.000972841-0.00242874j -0.00430689+0.00294711j -0.00266065+0.00277767j 0.00129273+0.00276905j -0.00754058+0.00403466j 0.00160778-0.00157867j -0.000794509-0.0009457j 0.00422146-0.0041423j 0.00524727-0.00669869j 0.00481471-0.00234636j 0.000326949+0.00232391j 0.00371486-0.0031979j -0.000809081+0.00175696j -0.00371434-0.00088092j 0.00150869-0.00193692j 0.00364813-0.000428142j -0.00438154+0.00253325j 0.000253307-0.0014735j -0.00223815+0.00118661j 0.000205688+0.00298689j 
-0.000942237+0.00180409j 0.00094031+0.000128783j -0.00138098-0.0006552j 0.000972155+0.000539861j 0.00207971+0.00230991j -0.00158433+0.00348018j 0.00301212-0.00199266j -0.00167052+0.00163589j 0.00116901+0.000303342j -0.00222388-0.0018786j -0.00069326-0.00117292j 0.00225312-2.47163e-05j 0.00578131+0.00107323j 0.000649105-0.00159985j -0.00448926-0.0053677j 0.00739804+0.00388681j 0.000174159-8.48134e-05j -0.00512908+0.00207213j 0.00129176-0.00476237j 0.011778+0.00427596j 0.00334778+0.00569506j 0.00697689+0.0040907j 0.000514483-0.00526445j 0.00747787-0.00256291j 0.0112919-3.92231e-05j -0.00186302+0.00358295j -0.00106839-0.00109784j 0.00398463-8.60075e-05j -0.00639559-0.00348699j 0.00596325+0.00869443j 0.00211818-0.00272738j 0.00681123-0.000126756j 0.00100233-0.00393036j -0.000146887+0.010204j -0.0210588-0.00369339j -0.0155376+0.00732194j 0.00234793+0.00805097j 0.00929593+0.00277518j -0.0187167-0.00108825j 0.010821-0.00100599j 0.00682674+0.00227824j 0.00115143-0.0028709j 0.00889108+0.00395365j -0.00159948-0.00836333j 0.0019764+0.00159486j -0.00513097-0.0100654j -0.000746097-0.00207594j -0.00835793+0.000143307j -0.0157789-0.00303716j 0.000394082-0.00561173j 0.00650289-0.00402607j 0.00565955+0.000483251j -0.00937401-0.00122698j 0.00436535-0.00385404j -0.00108309-0.000626879j 0.00477082+0.000685943j -0.0026974-0.00374225j -0.00273423-0.00692124j 0.00858075+0.0093517j -0.00360283-0.00347j 0.00417939+0.00147572j -0.00399051-0.0026706j -0.000111734+0.000761852j -0.00584603-0.00285088j -0.00266708-0.000792552j 0.00110503+0.00260334j -0.00374858+0.00478138j -0.00208002-0.00490235j -0.000861728+0.00017515j 0.000240075+0.000336173j -0.00134019-0.00302615j 0.00231297+0.00279122j -0.000423784+7.23241e-05j -0.00112381+0.00325832j -0.00119336-0.00128452j 0.0011198+0.000864798j 0.00221481+0.00179662j 
0.00255013-0.0028555j -0.00013368+0.000219652j -0.00158278-0.000643208j -0.00124728+0.0013365j -0.000717465+0.00392502j 0.00661417-0.00270333j 0.00186348+0.00663983j 8.50559e-05-0.000747303j 0.00195386-0.00101773j -0.000961192+0.00367828j 0.00265767-0.000726633j 0.00214112+0.00537862j 0.00104178-0.00157118j 0.00577991-0.0054906j 0.0077943+0.00841872j -0.00581468-0.00592053j 0.00477772+0.00651946j -0.00339817-0.0014381j 0.00533486-0.00150828j 0.00259344-0.00560619j -0.00298849-0.00119574j -0.00666021-0.00361599j -0.00254558+0.00740125j 0.0129154+0.00320259j 0.00802555-0.00720454j 0.0159626-0.00571358j 0.000177153+0.00137358j -0.00506464-0.0053782j -0.00406677+0.0062484j -0.00337233+0.000859276j -0.00400625+0.00211362j 0.00927421+0.00255828j 0.00574717+0.00100445j -0.000468765+0.00320585j 0.00542664+0.00147275j 0.0111303+0.00105201j 0.00538149-0.00100435j 0.00757226-0.00383299j 0.00205235-0.00429129j 0.00348696-0.00322165j -0.0090831+0.00535129j -0.00620709-0.00347234j -0.00749277-0.0131325j -0.00259475+0.00477014j -0.00151264-0.005533j 0.0116047+0.0014064j 0.00855897+1.2315e-06j -0.00607343-0.00207502j -0.00330793-0.00189256j 0.00735599-0.00245906j 0.00184696+0.00253368j 0.011854-0.00314923j -0.0013831-0.00386955j 0.00539821+0.00175243j -0.0111092-0.00326217j 0.00368008-0.00336005j -0.000457919+0.0065755j -0.00107013-0.00389369j 0.00101906+0.00335901j -0.00597343-0.00143308j -0.00430924+0.000416535j 0.00241697+0.000993166j -0.00102644+0.00130418j 0.00431019-0.00808321j 0.000935958-0.0087186j 0.00243176+0.00339696j -0.00202082+0.00160989j -2.88582e-06-0.000797901j -0.00141591+0.00182535j 0.000699902+0.00263264j -0.000248196+0.0027984j -0.00607439+0.000233827j 5.47431e-05-0.00398226j 0.00194844+0.00381479j -0.00256942-0.0018396j -0.00109709-0.00096069j -0.00228661-0.00108026j 
0.00127752+0.00112187j 3.5367e-06-0.00152885j 9.75735e-05+0.000706049j 0.000657219-0.000711542j 0.000204346-0.002084j -0.00314614-0.00317019j -0.00252679-0.000998009j -0.00314054-0.00166368j 0.000698813+0.00119563j -0.00515011-0.00145697j 0.00355804+0.000771991j -0.0031682+0.000175196j -0.00924306+0.00317354j -0.000503131-0.00228655j -0.00284868-0.00725022j -0.0038708+0.00369219j -0.00539587-0.0034619j 0.00183619-0.00730951j 0.00444365-0.000573019j 0.00500961+0.00201446j 0.00257746-0.000652001j -0.00470377+0.00335672j 0.0111763-0.000200721j -0.0113407-0.00124854j 0.00469749+0.00029849j -0.0127285-0.00148502j -0.00180255-0.00297466j 0.00159635-0.00460379j -0.00439113-0.000202303j -0.00791823-0.00103542j 0.000417072-0.00187693j 0.00694565-0.00602858j 0.00861759+0.000675897j -0.00947482+0.00197232j 0.00597432-0.00833142j 0.00473367-0.00542491j -0.0163056+0.00178069j 0.00550792-0.000259303j -0.0037599-0.00727761j 0.00033105+0.00979218j -0.00352967+0.0120905j 0.000904194-0.00303518j 0.00201531+0.0050514j -0.012686-0.00151852j 0.00894703+0.0102385j -0.0153317-0.00716224j -0.016822-0.00183792j 0.00229799-0.00288941j 0.00229823+6.85393e-05j 0.000971576-0.00235658j 0.00145623+0.00211337j -0.00340658+0.00069546j -0.00350031-0.00265131j -0.0059512-0.000682904j -0.00326456+0.00149621j -0.00169503+0.00458999j -0.00126359-0.00322848j 0.00183141-0.00359453j -0.00873002-0.00326855j -0.00618214-0.000942964j -0.00116585-0.00193575j -0.00742928-0.012036j -0.00199268+0.00204485j 0.00723312+0.00306239j 0.00214229+0.00673016j -0.00685735-0.00407198j -0.00071456-0.00133784j 0.00641087+0.0076994j 0.000126664-0.00433127j -0.000128892-0.00173108j 0.00451634-0.00204157j -0.00247333-0.00175591j -0.00158972+0.00265406j 0.00044237-0.000415514j 0.00179131+0.000839621j -0.0026648-9.80333e-05j 0.00159494+0.00110188j 
0.00144485+6.62702e-05j -0.000791838-0.000740649j -0.00212943-0.00229346j -0.00240513+0.00155529j -0.00197203+0.00611566j 0.0073595+0.00807569j -0.00118996-0.00378591j 0.000847923+0.00161433j 0.00117341+0.000378777j -2.75409e-05+0.000447546j -0.000661063-0.000587635j 0.00158915-0.00818833j 0.000211471+0.00115313j 0.00277867-0.00295926j 0.00624141-0.00683305j -0.0102672+0.00584437j 0.00700198-0.00681426j 0.00895062+0.00794047j -0.000376746-0.00565234j -0.00274392+0.012799j -0.00416248+0.00464299j -0.00234921+0.00520241j -0.00423421-0.00783319j -0.000797606+0.00246601j -0.00270951-0.00262532j 0.0103221-0.00235942j 0.00211509+0.00367771j -0.00601856+0.00688363j -0.00208781-0.00169124j 0.00221971+0.00757549j -0.0067125+0.00232763j 0.0095361-0.00320906j -0.0058698-0.00942187j -0.000491035+0.00125794j 0.0206265-0.0088903j 0.012075-0.00225146j -0.00893519+0.00579626j -0.00829762-0.00282994j 0.00529257+0.00475328j -0.00757836-0.00082434j -0.00842869-0.0106163j -0.00156496-0.00296525j -0.0111291+0.00963769j 0.001606-0.00424416j -6.78882e-05-0.000382744j 0.00862266+0.00480058j 0.00485858+0.00137057j -0.00352627+0.00572962j -0.0043145-0.00339992j -0.00517928+0.000902628j 0.00796429-0.00274208j -0.00803674+0.00900256j -0.000866116+0.00972584j 0.0124675-0.00227717j -0.00129846-0.00426263j -0.00315235+0.00135021j 0.0092363+0.000564927j -0.0023916+0.00651416j 0.000631512-0.00600224j -0.00508657-0.00446333j -0.00454443-0.00447165j -0.00433214+6.8088e-05j 0.00277847-0.00372253j -0.00384294+0.00257175j -0.00293618-0.000558036j 0.000722956-0.00116867j 0.00429038-0.00140677j -0.00108082+0.00163905j 0.00116613+0.00236802j 0.00186968-0.000575335j -0.00187871+0.00746862j -0.00148854-0.00286104j 0.000142334-0.00361643j -0.000239536+0.00344781j -0.000823971-0.00208403j -0.000611328-0.00205679j -0.00139203-0.00199258j 
-0.0017308+0.000258471j -0.000652129+0.00399769j -0.00121675-0.00798458j 0.00045758-0.00692308j 0.0029992-0.00568356j -2.50885e-05-0.00425322j -0.00109799-0.00605781j -0.00508071-0.00454777j -0.000119512-0.00877306j 0.00267458-0.00370539j -0.00413853-0.00802965j -0.00206334-0.0050398j 0.00499651+0.00604158j 0.000423784-0.00451765j 0.000737997+0.00521176j -0.00225081+0.0076341j -0.00688165-0.00748601j -0.000314395-0.014164j -0.0053909+0.00324138j -0.00233058+0.00438461j -0.00233105-0.00640867j 0.0067281-0.00339921j -0.00421034-0.00271291j 0.000970877+0.000323229j -0.0118004+0.00166702j 0.00226515+0.00743192j 0.00842325-0.00786216j 0.00654448-0.00263279j -0.00306515+0.0168384j 0.00460216-0.00545054j -0.000595313+0.000451944j -0.00119833-0.00587314j -0.00123543-0.00623475j -0.0039839-0.00732366j -0.00678802-5.78828e-05j -0.00119681+0.00144061j 0.00810634-0.0004945j -0.00299794-0.0131691j -0.000471829-0.00152402j -0.0047856+2.58808e-05j -0.00174789-0.00231787j 0.0102638-0.00344688j 0.00410201+0.00171072j 0.00252785+0.0138552j 0.00823483-0.00288428j 0.00148385+0.00558785j -0.000169316+0.00858474j 0.00296768+0.00224932j -0.00308716+0.00410563j 0.00174233+0.00217957j 0.00373569+0.00657319j 0.00582108+0.00309458j 0.00493907+0.00384989j 0.000744343-0.00266855j 0.000853623+0.000119129j -0.00417419+0.000648858j 0.000957362-0.00023789j 0.00573582+0.00748917j -0.00537602+0.00236569j -0.00521203+0.000926231j -0.00131525+0.00476153j 0.00121763-0.0011282j -0.000134208-0.00115632j -0.00248725+0.00123908j -0.00132852+0.00388975j -0.00424386-0.001028j -0.00386211-0.00497418j -0.000959514-0.00108682j -0.00690797+0.00496628j 0.000721708+0.00296133j -0.00205608+0.00226819j 0.00237997-0.00231134j -0.00631926+0.00277201j 0.00369809+0.00136688j -0.00123324-0.00211976j 0.00239441+0.00124363j -0.000184344+0.00341259j 
-0.00127262+0.00250183j 0.00238447-0.000904855j -0.000581467+0.00476715j -0.00013412+0.00318736j -0.00184669+0.00350305j -0.00272399+0.00580571j 0.00081211+0.0039034j 0.000536391+0.00146498j 0.00249252+0.00434308j 0.00814055+0.00821534j 0.00115666-0.000409527j -0.00908042+0.0034338j 0.00579468+0.00313723j -0.00636768+0.00184471j -0.00418459+0.000479668j 0.00355565+0.000484086j -0.00127207+0.0130166j 0.00222943+0.0110909j 0.00479148-0.0045829j -0.00251088-0.00590177j -0.00711349-0.00560912j 0.00109664-0.00376704j 0.00228761-0.00346545j -0.00220946+0.00549281j -0.0128058-0.00218319j -0.00462194+0.00096875j 0.00514084+0.001818j 0.00468517+0.00176759j 0.00194462+0.000190528j 0.00745705+0.00445124j -0.00189944+0.00547361j -0.00550855+0.00196759j -0.010301+0.00186655j -0.00640253+0.0044294j -0.00131747+0.0032354j -0.00706904-0.00145008j -0.00355716+0.0079702j -0.003002-0.00588203j -0.0030198+0.00282495j 0.00347017-0.00583994j -0.00829392-0.0068968j 0.00708801+0.0017083j 0.00980835-0.00287577j 0.00705703+0.00859878j 0.00611098-0.012181j 0.00614666+0.00905742j 0.00383144+0.00587033j -2.71644e-05+0.0041907j 0.0019268-0.0029421j -0.00134501-0.00123435j 0.00612516+0.00290897j 0.000795048+0.00422954j 0.00225372+0.00388125j 0.00411053+0.000421051j -0.000559745+0.00313664j 0.00183092-0.0015456j 0.000969638+0.00232133j 0.00456756+0.00801358j -0.00598142-0.0106286j -0.00354705+0.000190766j 0.00456982+0.000861221j 2.22903e-05+0.0105638j -0.00337943-0.00190085j 0.00477323-0.00258735j 0.00502251-0.00412315j -0.000439264+0.000207441j -0.00269296-0.00620283j 0.000231369-0.00743496j -0.000160462-0.00308067j 0.000158683-0.000217733j 0.00102847+0.00291536j -0.00181278+0.00101938j 0.00521774+0.000750517j -0.00470274-0.00496254j 0.00228648+0.00215794j 0.000538392-0.0008055j 0.00276547+0.0010641j 
7.91192e-06+0.0017706j 0.00187212+0.00240217j -0.00176581-0.00377536j -0.00400912-0.00452018j -0.000401414+0.00210247j 0.00441374+0.00327079j -0.00221756+0.000884416j 0.00259675+0.000480909j 0.00440657-0.00131068j 0.00709407+0.00395965j 0.00156456-0.00432544j -0.0108581-0.0100581j -0.00349563+0.00401545j -0.00336278-0.000578898j 0.0112568+0.000897754j 0.010014+0.00665427j -0.00238391-0.0014034j -2.97704e-05+0.00167128j -0.00314003-0.00173823j 0.00123263+0.00584902j 0.00117743-0.00367982j -0.0139394-0.00533712j 0.000646981-0.000808867j 0.00528484+0.00522544j 0.000897261+0.000521025j -0.00935752+0.00432847j -0.00415809+0.000814372j -0.00382927+0.000770187j 0.0241677+0.00645214j -0.00486966-0.00033865j 0.0113567+0.00503668j 0.000763102+0.00251562j 0.0034037-0.00204839j -0.00671977-0.0080545j -0.017328-0.0109865j -0.00456801-0.00695499j -0.00212077-0.00266167j 0.0160813+0.0084684j -0.00431453+0.00151246j 0.0116759+0.0105845j 0.00930102-0.00162202j -0.011837-0.0151294j -0.00773897+0.00117471j -0.00824555+0.00152551j -0.00582861-0.00132184j 0.00587001-0.000616092j -0.00204177-0.00282553j -0.00400303+0.00184102j 0.00790596-0.00439962j 0.0061711+0.00338665j 0.00333325-0.00408178j -0.00627404-0.00483004j -0.00186173-0.00371024j -0.00540891-0.0103557j 0.0043079-0.00236198j -0.00310228-0.00220711j -0.000629402-0.00576791j -0.00458092-0.000337836j 0.000642623+0.00371012j 0.00314309+0.00600478j -0.00315796-0.00655454j 0.00142852+0.0107853j 4.149e-05-0.00137294j 0.000984075+0.0026225j -0.00246185-0.00832628j -0.00606428-0.00386765j 0.000942333-0.00717003j -0.00111221-0.00269705j -0.00422801+0.00294469j 0.00153082-0.000128161j -0.00090245+0.00975528j -0.00225798-0.00286014j 0.00019071+0.000474523j 0.0009043-0.00415902j 0.00106102+0.00191748j 0.00219299-0.00491275j -0.0011013+9.61384e-05j 
-4.18383e-05+0.0021486j 0.000831016-0.00251922j -0.00358303+0.00463062j 0.00121233-0.00118589j 0.00650287+0.000966705j -2.29401e-05-2.8335e-05j 0.000711182+0.00616529j 0.00579102-0.00457358j -0.0020975+0.00927249j -0.00807921+0.00184042j -0.00660067+0.00183231j -0.00233548-0.00843604j 0.00112454-0.00238803j -0.00843578-0.00819131j -0.00358539-0.0045759j 0.0101854-0.000875719j -0.00459388+0.00191741j -0.0102285+0.00240363j 0.00439236+0.00122859j 0.0105206+0.0033084j 0.00550232-0.00704034j 0.0116186-0.00598876j -0.00295013+0.00333011j -0.00581024+0.00283688j 0.00707932-0.00525561j 0.00270622-0.00418523j -0.00405747+0.00311167j 0.00394656+0.00277781j -0.00516787-0.00157559j 0.0101968+0.00570257j -0.00545556+0.00089602j -0.00190047-0.000416499j -0.00888379-0.00642016j 0.00744264-0.00525497j -0.00821052-0.00740414j 0.004624+0.00156724j 0.00396493+0.000928775j -0.00181791-0.00194538j 0.00468601-0.00532687j 0.00360086-0.00174006j 0.00601165-0.00288407j -0.000958994-0.000514595j 0.00439688+0.00941094j -0.00732553+0.00229857j 0.0083624-0.00424506j -0.0128362+0.00226017j 0.00208147+0.000740807j -0.000899428+0.00128327j -0.000748822+0.000984431j -0.00614249-0.00477609j -0.00490054-0.00426301j 0.00139723+0.0011301j -0.00108565+0.0029521j 5.16564e-05+0.000313316j -0.00200178-0.0024156j 0.00134798-0.00232521j -0.00318245+0.00288069j -0.00103978+0.00181702j 0.0116945-0.00349707j -0.00312919-0.00234139j 0.00370428-0.00446579j -0.0103999-0.00226113j 0.00257874+0.0018186j 0.00219337-0.00264146j 0.00115674-0.000272793j 3.98353e-05-0.000841443j 0.00827352+0.00302582j 0.00147511-0.000598306j 0.00186528-0.00189098j -0.00520351-0.000534664j 0.00117997-0.000690505j -0.000631666+0.00168742j -0.00134673-0.00158382j 0.00307477+0.00190635j -0.000302884+0.0017261j -0.000743122-0.00181981j 0.0011555-0.000239301j 
-0.000320985+0.00619036j 0.000620511-0.000769321j 0.00125716+0.00574243j -0.000283261-0.00234042j -0.00143813+0.00420684j -9.88381e-05+0.00223133j 0.00235916+0.00400514j -0.000333385-0.0071127j -0.00147267+0.00900469j -0.00278046-0.010112j -0.0110508-0.00641385j -0.000678532-0.00522224j 0.00390712-0.00452328j -0.00127153-0.00966401j 0.00730459-0.0071076j 0.00381587+0.00630258j 0.00398806+0.000853581j -0.00511528-0.00373793j 0.00299316+0.00296858j -0.00670219+0.0131973j -0.00590874-0.000359165j -0.00178244-0.00479307j -0.0019831+0.00855214j -0.000316811-0.00072305j -0.002683+0.00988852j 0.00390155-0.00669806j 0.00527115-0.0105093j -0.00283679-0.00088921j 0.00470143-0.000260933j -0.00560148+0.000325609j -0.00276074+0.00245547j -0.00295768+0.00448647j -0.00612842+0.00314201j 0.00305691-0.00567404j 0.00542532-0.00588622j 0.0017037-0.00213985j -0.000385134-0.00562202j -0.00616828-0.0026567j 0.00483556-0.0114932j 0.00441316-0.00217362j -0.000647405+0.00511807j 0.007711-0.0074156j -0.00873266+0.00625308j 0.0085712-0.00112321j -0.00482231-0.00551406j 0.00810159-0.0059833j 0.00770489-0.00554024j 0.000219497+0.000659906j 0.000933286-0.00247604j -0.000872011-0.00223678j 0.00198125-0.00146292j 0.00241029-0.00431779j 0.0016298-0.00253804j 0.00249213+8.65107e-05j -0.000596756+0.00179029j -0.00109852-0.00226988j 0.00106824+0.00439992j 0.00739398-0.00175271j 0.00162141+0.000502434j 0.000798453+0.00149036j 0.00827027-0.00371192j 0.000619259-0.00176549j -0.00379074+0.00325188j 0.0025638-0.00655963j -0.00295174-0.00216714j -0.00177384+0.00261992j -0.0025889+0.000812483j -0.00363391+0.000547136j 0.00471223+3.22682e-05j -0.00129774+0.000864503j 0.00589725-0.00189672j 0.000230536+0.00105937j 0.00120497-0.000256707j -0.00316547+0.00135846j -0.00160848+0.000621377j 0.00194084-0.00161155j 0.00294178-0.00149234j 
-0.000443743-0.00275626j 0.00299023+0.00293241j -0.00257118-0.00609838j -0.00223751-0.00236604j 0.00758466-0.000997j -0.000415914-0.00493475j 0.0030791+0.0028876j 0.00783772+0.00521672j -0.00065431-0.000997246j 0.00272823+0.00507373j 0.00196948+0.00700309j 0.00238463-4.7385e-07j 0.00145547-0.00125507j -0.00719765+0.00186532j -0.00432495+0.00343009j 0.0010695+0.00584318j 0.00214595+0.000342443j 0.00154221-0.000896834j 0.000230247+0.000892377j 0.00729313+0.00283899j 0.00339096+0.00294316j 0.00980383-0.000825209j 0.00188373-0.00133616j 0.00341531+0.00454226j 0.00195576+0.00546172j -0.00204542-0.00274455j -0.00545731+0.00108999j 0.0122522+0.00199506j -0.0061454+0.000427667j 0.0150266+0.002828j -0.000969632+0.00472374j 0.000474019+0.00832436j -0.00397303+0.00305791j 0.00212449+0.00318464j -0.00284544-0.0140818j -0.00306202-0.000332327j 0.00811907+0.00258637j -0.00800802+0.013501j 0.000793048-0.00705818j -0.0139288+0.00885699j -0.00589376+0.00642908j 0.00192636+0.00118022j 0.00866267+0.00273569j 0.00190802-0.0073048j 0.000228303-0.00421647j -0.00012535-0.00755774j 0.00091756-0.00265147j 0.00116647-0.00236504j -0.000556585-0.00268708j -0.00271263-0.00505691j -0.00140169-0.00384371j 0.00613907+0.00146605j 0.00557806-0.00504625j 0.00273931-0.00199272j 0.00543967-0.000751306j -0.00168345-0.000926341j 0.00274788-0.00531727j 0.00398261+0.00136325j -0.00514785+0.00244896j -0.00409415-0.00212163j 0.00113941-0.00103396j 0.000738352-0.00646876j 0.00577599+0.00103189j -0.00335944-0.00132381j 0.003636-0.00495941j 0.0019161-0.00177233j 0.00164905+0.00466994j -0.00218821-0.00549928j -0.00466078+0.00144515j 0.000263001-0.0028165j -0.00200055+0.00543974j -0.00076357+0.00189474j -0.00203092-0.000797625j 0.00459192-0.00297342j 0.000535915+0.00333781j 0.000815948-0.00378674j -0.00291202+0.00230256j 
