0.00760558-0.0116946j 0.0148672-0.00116308j -0.0172079+0.00185329j -0.0053731+0.010921j 0.00114081+0.00508276j 0.00739438-0.00403598j 0.00739993+0.00136089j -0.00303272-0.00689696j 0.00625452+0.000259357j -0.00128236-0.0001755j 0.00401142+0.000125348j -0.00077589-0.00378356j -0.00261674+0.00189241j -0.000889088+0.00233163j -0.012435+0.00365758j 0.000987043-0.000501042j -0.00458874+0.00376618j -0.00504784+0.00495188j 0.00460869+0.000225894j -0.00414175-0.00717939j -0.00300732+0.00266653j -0.00495572+0.0011625j -0.00201837-0.000623674j 0.0111913-0.00259728j -0.00169065+0.00610588j 0.00034026+0.00399744j -0.00651973+7.3331e-05j -0.00853149+0.00973392j -0.0172336+0.0079581j 0.00116593+0.00125682j 0.00483671-0.00213802j 0.00185131+0.00282242j -0.00129387-0.00348046j 0.0083981-0.0015708j -0.00474513-0.000791423j 0.00385502+0.00218956j -0.00410873-0.000614211j 0.00200446-0.00253937j 0.00133737-0.00844066j -0.0121875+0.00208311j 0.00270024-0.0044127j -0.0100131-0.00647014j 0.00433288-0.00143186j -0.00308041+0.00477497j -6.23247e-06+0.0038783j -0.00171787+0.00245067j 0.00336622-0.0014345j -0.000921082-0.00534346j 0.00402428+0.00157211j 0.00323735-0.00415941j 0.00606042+0.00113432j -0.00721082-0.00216418j -0.00622288-0.00273441j 0.00205787+0.00117277j -0.003556+0.00202974j -0.0035695+0.0011894j -0.00180624-0.0102879j 0.00669675+0.00644258j -0.00562326-0.00105985j -0.00263149-0.000182502j 0.00335302+0.00299122j 0.00253219+0.00190637j -0.00580466-0.00754857j 0.00581283+0.00268708j -0.0087689-0.00180802j -0.00330531+0.0106789j -0.00370959+0.00280196j -0.00365397+0.00602343j 0.00520927+0.00679406j 0.00175399+0.00326099j -0.00379555-6.72354e-05j 0.0017752-0.00471953j -0.00445127-0.00490513j 0.0136131+0.00429649j -0.000979382+0.0139259j -0.00169599+0.0173195j 0.0174661+0.00968831j 
0.00133047+0.000219282j 0.00143543+5.84179e-05j 0.000504322-0.00118221j -0.000254846-0.00212138j 0.0032693-0.000793419j -0.00178595-0.00314995j 0.00118774+0.00104415j 0.0010072+0.00269093j 0.00116597-0.00120679j -0.00450238-0.000134104j 0.00466934+0.00236333j -0.00115321-0.00211087j -0.00290565-0.00219526j -0.00165278-0.00418591j 0.00054854-0.00251531j 0.00460625-0.00090173j -0.00237981+0.00177676j 0.00135122+0.00258628j -0.00256987-0.00375529j -0.000457271+0.00205763j 2.40992e-06+0.00104896j 0.00351938-0.00262401j -0.00193882-0.000563506j 0.00697733+0.00131105j -0.00407665+0.000895375j 0.0125586+0.00354576j 0.00539213-0.000280453j -0.00371054-0.00360476j -0.00371982-0.000568931j -0.0032685+0.00101316j 0.00239477-0.00211314j 0.00745155-0.00102862j 0.00846152-0.00314366j -0.000324636+0.00208927j 0.00850588+0.0054629j -0.000670917+0.00382983j 0.0114911+0.0114368j -0.00670345-0.0116052j 0.00376717+0.00314599j -0.00482238-0.0135742j 0.00124879-0.0060081j -0.00451802-0.0119864j -0.021115-0.0183671j 0.00273323-0.00638502j -0.00874764-0.0136856j 0.00683751+0.00283091j -0.000790294+0.00288194j -0.000800935-0.00152862j -0.00804492-0.0105116j 0.00792037+0.00581342j 0.00281396-0.00223153j -0.00591166-0.00834277j -0.00374402-0.0100078j -0.00623502-0.0146061j 0.00145212+0.00308311j -0.00800781+0.00325234j 0.00949367+0.00957464j 0.00491933+0.00327143j -0.00353905+0.00315481j -0.00413912-0.00877391j 0.00617074+0.00411875j 0.00573411+0.00662456j -0.00258293-0.00685604j -0.00360238-0.00548252j -0.00584022+0.00642665j -0.00299355-0.00542679j -0.00266571-0.00748244j 0.00463254+0.00300782j -0.00480632-0.00953799j 0.000679411-0.00428242j -0.000586263-0.00460562j -0.00058755-0.00077225j 0.000740596+0.00482988j 0.00406328-0.00297903j 0.00126081+0.00738628j -8.2017e-05-0.00411961j -0.000802888+1.16907e-05j 
0.000344562+0.000512704j 0.00195399+0.00190527j -0.000725817-0.00281824j 0.00060488-0.00113586j 0.0039472+0.00199041j 0.000319921+9.50957e-06j 0.00151918-0.000291321j 0.000501381+0.00327101j 0.000609392+0.000759449j -0.00230199+0.000916216j 0.000286784+0.000808848j -0.00365747-0.00755962j 7.66239e-05-0.00179239j 0.00352779-0.00163317j -0.000461117+0.00170876j 0.00138613-0.00174559j -0.000318393-0.000683021j -0.00626803-0.00162649j 0.00378611+0.00371407j -0.00335722+6.27217e-05j 0.00185265-0.000264198j 0.00266922-0.00218812j -0.00713534-0.00312981j 0.00510888-0.00205148j -0.00442351+0.00496136j 0.00422377-0.00466861j -0.00319918-0.00103303j 0.000109351-0.00142078j -0.00647596-0.00174392j -0.00575962-0.00328962j -1.33788e-05-0.00501369j 0.00392525+0.00139856j 0.0126388+0.000654853j 0.00607147+0.00100777j -0.00291422+0.00845419j -0.00530246+0.00554404j -0.0057265-0.00875024j 0.0142855+0.0069479j -0.00158302-0.000801711j -0.000260514-0.00931105j 0.000449255-0.0116524j 0.00404276-0.00477273j -0.000930857-0.00842758j 0.00353541-0.00467112j 0.0196644+0.00483577j 0.00683935+0.0106727j 0.00663388-0.00500496j 0.00259233-0.000708977j 0.00546178+0.00352309j -0.0124221+0.000738252j 0.00381232+0.00548491j 0.00146334+0.000138702j 0.0112572+0.00449311j 0.00487297+0.0130569j 0.00557267-0.000317859j -0.000938514+0.00404031j 0.00412439+0.00570048j 0.0046281+0.00332885j 0.00499683+0.000447124j 0.00802824+0.0129985j 0.00715191+0.000479394j 0.00368152+0.0101261j 0.00102015-0.00292143j -0.00864169+0.00049699j 0.000460941+0.000843975j 0.00279519-0.00208447j -0.0029683+0.00410413j -0.000222266-0.0111696j -0.00352624-0.00788828j -0.00146754-0.0021724j -0.0031919-3.71374e-05j -0.00018319+0.00368853j 0.00028635-0.00116988j 0.00224375+0.00226908j -0.00131781+0.00354902j 0.00130028-0.00365198j -0.000692121+0.00295859j 
0.000652616-0.0011263j 0.000162431+0.000906924j 0.000159731-0.00071531j -0.00183864+0.000458054j -0.00151143+0.000332557j -8.33866e-06-0.00119757j 0.000573101-0.00166256j 0.00223464-5.77287e-06j -0.00139098+0.00270083j -0.00022548-0.000874712j -0.0029228+0.00158365j 0.0036096-0.00270611j -0.000656815-0.00115715j 0.000295528-0.00157402j -0.00350319+0.00373662j -0.000354962+0.00158192j 0.00434983-0.00885679j -0.00463054+0.00350836j -0.00216785+0.0025187j -0.0023559-0.00513336j 0.00512709-0.00249495j -0.00287084+0.00805759j 0.000651275+0.00222905j -0.00126257-0.00426252j -0.00138407+0.00181792j 0.00363724-0.00593362j -0.00387727+0.0100495j -0.00523347+0.00884019j 0.00439347-0.000463251j 0.000233132-0.00362053j -0.00209712+0.000108303j 0.00207064-0.00392494j -0.00606626-0.000705937j -0.00502689+0.00414838j 0.00114869+0.00333309j -0.00675706+0.00490185j 0.00103562-0.00210743j 0.00152439-0.000281261j 0.00905583-0.00490493j 0.0102091-0.00189211j 0.0065409+0.00116338j -0.00971613+0.0103531j -0.00160114+0.00415807j 0.0012403-0.00280696j -8.99562e-05-0.00644201j 0.000502578-0.00259845j 0.00171074-0.0034239j -0.00165218+0.00292497j -0.00630916+0.00940813j -0.00262045+0.00863709j -0.0155721+0.00233038j -0.00564145+7.61165e-05j -0.00461672+0.00458327j -0.000973145+0.0066895j 0.0102281-0.00153756j 0.00328778-0.00261682j 0.00797462-0.000373452j 0.00879437+0.000322794j 0.0047994-0.00224315j -0.0106877-0.00548797j -0.00712662-0.00037244j -0.00332798-0.00152174j 0.00298478-0.00588219j -0.00190088+0.000877566j 0.00725483-0.00266771j 0.00608827+0.00311857j 0.00716549+0.00251137j -0.00584458-0.00141729j 0.0021982+0.00101688j -0.00154659-0.000436188j -0.00131622-0.00128901j 0.00362942-0.00118779j 0.000713099-0.000537805j 0.00136562-0.00102324j -0.0014185+0.00108429j 0.001097-0.000295218j -0.00131092-0.00153004j 
-0.00022073-0.00010699j 0.0021879-0.00278957j -0.00229623+0.00121867j 0.000516386+0.00149307j 0.00472361-0.00294918j 0.00135062-0.00527815j 0.0029436-0.00110047j 0.00143188-0.00375157j -0.00200933-0.000382148j -0.00124491-0.00129509j 0.00147311+0.00305347j -0.00408395-0.00116369j -0.0034483+0.00300847j 0.000690985+0.000601015j 0.00152623-0.00733198j -0.00177957+0.00338573j 0.00276409-0.00470096j 0.00199559-0.00646062j 0.000730973-0.00241818j 0.00359758-0.000142856j -0.00245899+0.00108363j -0.00592527+0.00684863j -0.00466522-0.00395829j 0.00927447-0.000514938j -0.00170992-0.00211469j 0.00912953-0.00330571j -0.00168058+0.00250254j -0.00333992-0.00186772j 0.00106842-0.00592102j -0.00171318-0.00441412j 0.00221989-0.000425829j 0.012917-0.00482127j 0.00229043+0.00298563j 0.00411817-0.00303028j 0.0109542-0.0139987j 0.0115127-0.00924561j -0.00197984+0.00181914j -0.00781223+0.0062153j 0.0131422-0.00776155j -0.0151726+0.0101877j -0.0130788+0.00955368j -0.00964033-0.00144131j -0.0213024+0.00832644j -0.00959417+0.00871852j -0.00472023+0.00701832j -0.00246131+0.00278292j -0.00497514+0.00227043j 0.0010169+0.0013934j -0.00842739-0.00114447j -0.0135785-0.000167387j -0.00483635-0.000474991j 0.000168545+0.00284176j -0.00378058+0.00312742j -0.0126192+0.00438325j -0.00225046-0.00195469j -0.00430477+0.00413239j 0.00203551+0.00341815j 0.00599087+0.00343703j -0.000598755+0.000626144j -0.00373144+0.00703408j -0.00553718+0.0028676j -0.0022309+0.00211255j 0.003676-0.00447904j -0.00322755-0.00398019j -0.00419849+0.00147251j -0.00308694-0.00141804j 0.00131621-0.00138755j 0.00102125-0.000940681j -0.00146917-0.00431465j -0.0028123-0.00192745j 0.00814383-0.000490505j -0.0013973+0.00351378j -0.00355497-0.000662384j 0.00205564+0.000645739j 0.000677569+0.00307098j -0.00386881-0.00234015j -8.75307e-05+0.00238658j 
0.000641542-0.000327877j -0.000308908+0.00026465j 0.000558835+0.000216953j -0.00265969-0.00241134j -0.00193742-7.64546e-05j 0.000735063-3.05825e-05j 0.00270562+0.00262322j -0.000620609+0.00166082j -0.00106941+0.00153624j -0.00210261-0.000146471j 0.00287232+0.00144001j 0.0053198-0.000214182j -0.00177657+0.000205643j 3.26927e-05+0.000947044j -0.000278149+0.00149911j 0.000858089-0.00119336j 0.00167764+0.00162316j 0.00294045+0.00427893j -0.00291069-0.00300049j 0.00292897-0.00352462j 0.00444759+0.0031711j -0.000623074+0.00173216j 0.00383427-0.0013736j 0.00307449+0.00522225j -0.0113669-0.00291669j 0.00681702+0.000173768j -0.00356398+0.00393407j 0.0027369+0.000712617j -0.00201526-0.00490245j 0.00441029-0.000198195j 0.00670794+0.00269832j 0.00330248+0.00463772j 0.00997167+0.00439249j -0.00679666+0.00483561j -0.00887394-0.00162079j 0.00454797+0.00216289j 0.00310557+0.00282626j 0.00455946+0.00821322j 0.000573091-0.00213536j 0.0124382+0.00522916j 0.0116207+0.0061728j -0.000255261-0.000925989j 0.0147821+0.00659433j 0.00817133-0.00443997j 0.0115947+0.00485578j -0.00813147+0.00514317j 0.00427611+0.00853822j 0.00476811+0.00453575j 0.0111253+0.00201133j -0.00816913-0.00854646j -0.00130703-0.00237325j -4.15303e-05+0.00158944j 0.00244522+0.00774185j -0.00993378+0.000346886j -0.00263795-0.00239308j -0.0106071-0.00917764j -0.00040391+0.00262878j 0.0040635+0.00491335j -0.00312399-0.00322287j -0.00766515+0.00346315j 0.000173756+0.00908231j -0.00443532-0.00548464j 0.00590459+0.0096904j -0.00186887-0.00922162j 0.00457-0.000573572j -0.00200678-0.00125857j 0.00238841-0.00117617j 0.00378009+0.010143j 0.00242183+0.00284788j 0.000879542+0.00127446j -0.00298497-0.00184723j 0.000558417-0.00425197j 0.00314505+0.00647912j 0.0016211-0.00187361j -0.00135994-0.00014401j 0.000916145-0.00198487j -0.00120129-0.00186204j 
-0.00227586-0.00117517j 0.00032617+0.00233858j -0.000200744-0.00274212j 0.00245486-0.00184189j 0.00172504-0.000242086j 0.00176352+0.00356672j 0.0010709+0.00250061j -0.00111569-0.000879663j -0.000600302+0.00168062j 0.000149568+0.00508677j -0.00174095+0.00278883j 0.00123624-0.00318257j -0.00335594+0.00522807j 0.00151695+0.0025056j 0.000231163+0.00670119j -0.00795889-0.00397574j -2.2394e-05+0.00472989j 0.00208027+0.00683837j 0.000201441-0.0025375j -0.000280167+0.00142396j -0.000877756-0.0090606j -0.00443774-0.00325048j 0.00343863-0.00557079j 0.0011046+0.0175659j 0.0028786-0.000451587j 0.000850922+0.0117938j -0.00217151+0.0089976j 0.00192356+0.000269746j 0.00662834+0.00286847j -0.00158657+0.001774j -0.000428228+0.000187505j -0.00410098+0.00760405j -0.00703696-0.0058796j 0.00561246+0.00480037j 0.00894221+0.00492028j 0.00896001+0.0114211j -0.00342831+0.00635423j -0.00922856-0.00511698j 0.00964792+0.00184092j -0.0124035-0.0118475j -0.00469667-0.0152618j -0.00321573-0.0028322j -0.0112936-0.0171891j -0.0172734-0.00237948j -0.00099324-0.0192857j -0.00861658+0.0113343j -0.00650428+0.00221615j -0.00250639-0.00512341j 0.00365063-0.00781361j -0.00634431-0.00650171j -0.00221851+0.00480984j -0.00348297+0.0053442j -0.00610869-0.00486811j -0.0044117-0.00744148j 0.00596664-0.005419j 0.00213238-0.00467425j -0.00422092-0.00666064j 0.00221689-0.00036705j 0.00214452-0.000543143j -0.00302036+0.00119793j -0.00575363-0.00375504j -0.0106558-0.00107439j 0.00658203+0.00652342j 0.0022851+1.78615e-05j 0.0125617-0.00281178j 0.000789467-0.00651386j 0.00571623+0.00129015j 0.00317445-0.00390964j -0.00146017-0.00129856j -0.00313557+0.00538475j -0.00635966+0.00451975j 0.00114798+0.000132867j -0.00226022-0.00170471j 0.000644826+0.00377295j -0.0017507-0.00424616j 0.00165828+0.000938861j -0.00127528+0.00388335j 
0.00105499-0.00197582j -0.000359982+0.000831975j 0.000797157-0.00175203j -0.00103527+0.000602137j 5.40706e-05+9.82385e-05j -0.00190676-0.00184088j 0.000451972-0.00164538j 0.000737397-0.00118205j 0.00135856+0.00177778j -0.0031863+0.00134684j 0.00184366+0.00304222j 0.00327168-0.00832871j -0.00219905-0.00109207j -0.00199639-0.000792852j -0.000878948+0.00213005j 0.00159775+0.00241147j -0.00260955-0.0108231j 0.00240187-0.000478548j -0.00505897+0.00700071j -0.0024082+0.00162841j 0.00123327-2.16997e-05j 0.00552042+0.00225611j -0.00025712+0.00488201j 0.00195826-0.00395726j 0.00110322-3.03582e-05j 0.00379838-0.00631592j 0.00400299+0.00469468j -0.00128843+0.00894482j 0.000772607-0.00477603j -0.00248329+0.00275773j 0.00109326+0.00205937j -0.00722156+0.00358812j 1.67199e-05-0.00124111j 0.0113687-0.014231j 0.00465991-0.0082962j 0.00524255-0.0094527j 0.00923881-0.00375332j -0.00690371+0.00807276j 0.00113463-0.00543099j -0.00834114+0.00533686j 0.0104019-0.00391613j 0.000979192+0.00502864j -0.00826135+0.0108026j 0.00335143-0.00201683j -0.0166692+0.00350045j 0.00216546-0.000389556j -8.25055e-05-0.000599395j 0.00194049-0.00165078j 0.00748398-0.00082799j 2.9441e-05+0.0131784j -0.00476085+0.00420842j -0.00809263-0.00379926j 0.00189372-0.00206693j -0.000638525+0.00227465j 0.00250048-0.00220369j -0.00416779-0.00143114j -0.00261136-0.000677436j -0.00624487-0.00233808j 0.00377637+0.00162947j 0.0128822-0.000305245j 2.18112e-05+0.00331486j 0.00183732+0.00497786j 0.00344774-0.00445197j -0.00522016+0.00263146j -0.00371558-0.00159754j 0.00321277-0.003236j 0.00676919-0.00401493j -0.000315728+0.00417134j 0.00147129-0.00212994j -5.22144e-05-2.40022e-05j -0.00398096-0.00276157j 0.00214796-0.0027419j 0.0005329+0.00162206j 0.0015572-0.00215381j 0.0008591+0.00242467j -0.000764272-0.000853007j -0.00252303-8.95875e-05j 
-0.000643281-0.000558579j 1.81077e-05-4.17235e-05j -0.000424796-0.00030129j 6.27114e-05+0.00205497j 0.00111995+0.000858011j -0.000950863-0.00314932j 0.000343174+0.000152279j -0.00022331-0.0035692j 0.000273732+0.00132355j -0.00125986-0.00443856j 0.000824961+0.00267008j -0.00324326+0.00295301j 0.000133074+0.000103934j 0.00172915-0.00479047j 0.0031085-0.00181817j 0.000119179-0.00116876j -0.00647302-0.00278356j 0.00289866+0.00639957j 0.000488759-0.00147841j -0.00269101+0.0050505j -0.00141529-0.00352794j 0.00622569+0.00758603j -0.0017023+0.00230842j 0.00144717+0.00121688j 0.00115007+0.00636143j -0.00347031-0.00504525j 0.00962855+0.00814277j 0.0079701+0.00772389j -0.00191022-0.00718173j -0.00658694+0.000430489j 0.00251053-0.00119703j -0.000491354-0.00901059j 0.00418462+0.00252127j 0.00163179+0.0177074j -0.00298247+0.00343823j -0.000262704+0.0119545j -0.00484647+0.00678285j 0.00641122-0.0106488j -0.00364568-0.0157216j 0.00473203-0.0216581j -0.000429263-0.00622812j 0.00203215+0.0132703j 0.00129238-0.00043753j -0.00106115-0.00496523j -0.000124328-0.00942052j 0.00415585-0.0080456j -0.000944334-0.00703052j 0.00405778+0.00266426j 0.00624908+0.00668195j 0.00663444+0.00297823j 0.00113733+0.0149678j 0.00261789+0.00840661j 0.00517622+0.0029908j 0.00561664-0.0028318j -0.00305015-0.00940846j 0.000258611-0.00129323j 0.00700788-0.0140311j 0.00883484-0.0136491j -0.00381944-0.00218105j -0.00822561+0.0146845j -9.53381e-05+0.0105003j 0.0025031+0.00179611j -0.00945402-0.00236914j -0.000964196-0.00075838j 0.000775757-0.0060382j 0.00502137-0.00714314j -0.000317537-0.00364314j -0.00392218+0.00641141j 0.00174964-0.00254444j -0.000880265+0.000615759j 0.000856069-0.00204082j 0.00106453-0.00243628j -0.000641429+0.00126892j -0.000759709-0.000658391j 0.000507816+0.00140722j -0.00136718-0.000449646j -0.0014101+0.00150517j 
-0.00233689+0.000357373j 0.00130912-0.000370458j -0.00341505+0.00228416j -0.00244802+0.00246668j -0.00271904-0.0006905j 0.00177781-0.00135781j 0.0045051-0.00252418j -0.00312195-0.00464916j -0.00555272-0.00052821j 0.00294432-0.00449464j -0.0016975-1.9284e-06j 0.000523783+0.000267771j 0.000933603-0.00685149j 0.00332574+0.00153444j 0.00172278-0.00501194j -0.00864882-0.005839j 0.00879665-0.00144691j 0.0098714+0.00591672j -0.00760507-0.000776978j 0.00861201-0.00569588j -0.00148743+0.00200654j -0.0127223-0.00574043j 0.00130865+0.008726j 0.0128486-0.00825728j -0.00374233-0.00248701j 0.00757735-0.00758981j 0.000662493+0.0016051j -2.07594e-05-0.00216177j 0.00782575+0.00085001j 0.00514492-0.00926353j 0.00438458+0.00284201j 0.00593142+0.00105922j -0.00907679+0.00414178j -0.00207074+0.00178473j -0.00481978+0.0163862j 0.0030359+0.0040502j 0.00237271-0.0120838j -0.00444253-0.00231961j 0.00236046+0.00472478j -0.00701253-0.00337862j -0.0104689-0.00536911j -0.00825984-0.0023968j -0.00494189-0.00390934j -0.00157777-0.00681274j -0.0124755+0.00153657j 0.00107123-0.0124591j 0.00177369-0.0116422j -0.00201417+0.00532133j -0.0123648+0.00753624j -0.0109224-0.00645216j -0.00358833-0.00538865j 0.000862359-0.00946998j -0.00857563-0.00403084j -0.0139696-0.0146344j -0.00471765+0.00435018j -0.000352551-0.000901417j -0.00378486-0.00411246j 0.00142319+0.00403907j 0.00671573-0.00496475j -0.00437464-0.00218712j -0.0018528-0.000412342j 0.000945609-0.00431796j 0.00307588+0.00158266j -0.00560414+0.00642167j -0.000586206+0.00927248j 0.00491598-0.00273307j -0.00123839+0.002189j -0.00371489+0.00325135j 0.00895218+0.00481596j 0.00194043+0.000996798j 0.00338778+0.00170241j 0.00347235+0.00137873j -0.000759312+0.00523478j -0.0020524+1.76948e-05j -0.00304981-0.00332477j -0.0007447+0.000713259j 0.000970119+0.00338107j 
-0.000753584+0.00118304j -0.00081577-0.000603784j -0.000870948-0.000249147j 0.00236578+0.00229458j 0.00094531+0.00250029j 0.00498232+0.00129101j 0.0013048+0.00074775j -0.00429897-0.00466412j -0.000794016-0.000883941j 0.00289416-0.00785932j -0.00290439+0.000368659j 0.00271382+0.00476148j 0.00453989+0.00287074j 0.00624859+0.00492593j 0.00292431+0.00103483j -0.000621546+0.00269012j 0.001751-0.00146594j 0.00159961-0.00688796j -0.00146647+0.00533152j 0.00296739+0.0100829j -0.00731607+0.00273824j -0.00232856+0.00740125j -0.00327192-0.000933143j 0.0107466+0.00873034j 0.0022779+0.0104903j 0.0110385+0.0109613j 0.0037517+0.00233938j 0.00377769+0.00189058j 0.0035654-0.0131651j -0.000870689+0.00214768j 0.00738849-0.00131821j 0.00184407+0.0156294j -0.00350419+0.00389905j -0.00443362-0.00472032j -0.00498543-0.0082463j -0.00260318-0.00313949j 0.00490113+0.00513052j -0.0066587+0.00720103j 0.00822575-0.00963156j -0.00149203+0.00869154j -0.00498514+0.000347872j 0.00176785+0.000940513j -0.00254708+0.00531756j 0.0104093+0.00178204j -0.0121172+0.000858183j 0.00635364+0.000264284j 0.00700668+0.0058612j 0.000156568-0.00691649j -0.00531112-0.0162002j -0.00188415+0.00492464j 0.000983146+0.0041725j 0.00447507+0.00989821j -0.00224397-0.00480804j -0.00314812+0.00298692j 0.000128077-0.00889103j -0.00125398-0.00165749j -0.0102857+0.000223348j 0.00630194+0.000379982j -0.00235875+0.0128414j 0.0074939-0.00889044j -0.00490647+0.00686866j 0.00472114-0.00197986j 0.00449226+0.000242826j 0.000779529-0.00632986j -0.000343602-0.00534916j -0.00356236+0.000624435j -0.00369357-0.00365014j -0.00210667-9.35516e-05j 0.0018589+0.00121589j -0.00139889+0.0034867j 0.00356687-0.00102214j 0.000939589+0.00100814j -0.00115001-0.00167817j -0.0050551+0.00707338j -0.00126256-0.00603762j -0.000604456+0.0018802j 0.00081538+0.00163499j 
0.00133298+0.00133466j 0.000506783-0.00382325j -0.000676129+0.0016892j 0.000842371+0.00305559j 0.00156871-0.00171238j 0.00165308+0.00531629j 0.00151571-0.00351973j 0.000642108-0.0049358j 0.00263511-0.00115066j -0.00171666-0.00229002j -0.00068961+0.000594037j 0.00422424+0.00382638j 0.00265912-0.00176347j -0.000429525+0.00453287j 0.00348787+0.00566572j 0.00477613-0.00850515j 0.000902456+0.0018218j -0.000274284+0.00375933j 0.00071421-0.00154419j -0.00147941-0.00478136j -0.0024715-0.00463199j 0.00650158-0.00195501j -0.00182973-0.00767909j 0.000545477-0.000494191j 0.00522397-0.0079021j 0.00585555+0.0157282j 0.00281042+0.00271791j 0.00199083-0.00904401j -0.00516276-0.00294496j 0.00429652-0.00344522j 0.00155136-0.00509086j 0.00508403+0.00258183j 0.00487603+9.57421e-05j 0.0113366+0.00163827j -0.00335687+0.0185422j 0.0111714+0.0170118j 0.0048654+0.00229649j 0.00199571-0.0130768j -0.00558853+0.0121083j 0.000495162-0.0110381j 0.0084892-0.0039381j 0.00509074+0.00189517j -0.000633666-0.0130024j -0.000728591+0.00669054j -0.00503749-0.00294847j -0.0131746+0.00978048j -0.00199169+0.00919618j 0.000312816+0.00367739j 0.00138019-0.000518262j -0.00394126-0.000942527j 0.00282864+0.00381026j -0.000720527-0.00263606j -0.00490391+0.00630065j 0.00159147+0.00373549j -0.00408188-0.00727472j -0.00363692-0.00654774j -0.00883948+0.00489224j -0.0071245-0.00117046j 0.00423566+0.00190022j 0.00229507+0.00504032j -0.000894261-0.00272089j -0.0020719+0.000968016j 0.00204792+0.00137397j -0.00279201-0.0050227j -0.00718287-0.00775451j -0.00180804-0.00137714j 0.00533992+0.000430624j -0.00490706+0.00601516j -0.000950708+0.00130613j -0.00214582+0.00143897j 0.000610015+0.00146124j 0.000519805-0.00250811j 0.00147303-0.00423156j -0.00367154+0.00361317j 0.00259016-0.0014005j -0.00235364-0.00087896j 0.00146292-0.00243798j 
-0.00055764-0.00141171j -0.00135674-0.0015556j -0.0001963+0.00274218j -0.000746641+0.000203162j -0.00323644-0.00384493j -0.00292008-0.00340925j 0.00145885+0.000406178j -0.003426-0.00230637j -0.000252134+0.000410494j 0.00265419+0.00397893j 0.00304487-0.00176384j -0.00103878+0.000584917j 0.0044497+0.00826396j 0.000211975+0.00171782j -0.00645965-0.00394853j -0.00110402+0.00274996j 0.00205592-0.00140909j -6.78528e-05+0.000244325j -0.00770742-0.00506572j 0.00407072-0.00643999j -0.0030745-0.00160694j 0.000371471+0.00615997j -0.00553447-0.00269191j 0.00829086+0.00342298j -0.00367595-0.00571439j 0.0015394-0.00209822j 0.00301731+0.00693697j -0.00612738+0.0047709j 0.00204462-0.000874957j -0.00157021+0.00245614j -0.00196552+0.00171018j -0.00491381-0.0126071j -0.00502203-0.00402323j 0.00398423+0.000985342j -0.0119474-0.0111582j -0.00143376-0.0165026j 0.00588674+0.0090113j -0.00211331+0.00280574j -0.00453721-0.0075996j 0.00282571+0.00655135j 0.0062782+0.00470601j -0.00630198+0.0075129j -0.00242043+0.0128384j 0.00111124+0.0168354j -0.00359059-0.00582954j 0.00310204+0.0114116j 0.00100339+0.00982436j -0.00233574-0.000616582j -0.00709498+0.00103544j -0.0110098+0.00292387j -0.0023144+0.000291902j 0.00362761+0.00207761j -0.00192294+0.00251347j -0.00457856+0.00207145j -0.00484051+0.0029899j 0.00378982+0.00380959j -0.00290007-0.00435341j -0.00133298-0.00439409j -0.0012456+0.00252644j 0.00505092+0.0110825j -0.00487612+0.00779725j -0.0100511+0.0109336j 0.00233071-0.00231365j -0.00199973-0.00194425j 0.000450515+0.00117382j -0.00203531+0.00610778j 0.000697515-0.00433017j 0.00381676-0.00519634j 0.000959231+0.00248747j -0.000398698+0.00319566j 0.00465782-0.00643576j 0.000785725+0.00585383j -0.00398338+0.00519421j 0.00135951-0.00347211j 0.000621868-0.00178106j -0.00299591+0.00372476j 0.00114371+0.00203635j 
