-0.0586083-0j -0.00845938-0j -0.0480466-0j -0.00849351-0j -0.000707793-0j -0.0292381-0j -0.0295411-0j -0.00487302-0j -0.0029841-0j -0.00492352-0j -0.000609127-0j -0.00301503-0j -0.00061544-0j -3.58932e-05-0j -3.62651e-05-0j 0.0423249-0j -0.0262569-0j -0.0153165-0j 0.00683016-0j 0.0055768-0j -0.00423718-0j 0.000804942-0j -0.00247169-0j 0.0006971-0j -0.00345965-0j 8.2154e-05-0j -0.000499357-0j -0.00201813-0j -0.000432456-0j 3.7498e-06-0j -0.000291291-0j -0.000252266-0j -5.09654e-05-0j -2.32624e-06-0j -2.97298e-05-0j -1.35697e-06-0j -0.0166698-0j 0.0387931-0j -0.0119095-0j -0.00263573-0j -0.0170171-0j -0.0070192-0j -0.00208373-0j 0.00613373-0j -0.00138915-0j -0.00030076-0j -0.00188306-0j -0.00269064-0j 0.00484914-0j -0.000347288-0j -0.00110983-0j 0.00323276-0j -0.000122785-0j -0.00148869-0j 0.000699913-0j -2.89407e-05-0j -0.000992458-0j -0.000214874-0j -0.00212714-0j -3.06962e-05-0j -0.00141809-0j 0.00080819-0j -0.000307026-0j -0.0008774-0j -2.55802e-06-0j -0.000248115-0j 0.000285738-0j -0.000584933-0j 6.73491e-05-0j -0.000126642-0j -9.53317e-08-0j -8.77217e-05-0j -2.06762e-05-0j 7.14345e-05-0j -0.000354523-0j -2.19304e-05-0j -0.000125343-0j 5.95288e-06-0j -0.000146233-0j -2.95436e-05-0j -3.13357e-05-0j -1.82754e-06-0j -5.17013e-05-0j 2.21851e-07-0j -1.21861e-05-0j -2.61131e-06-0j -6.81083e-08-0j -1.29253e-05-0j -9.73178e-08-0j -1.07711e-06-0j -4.01415e-08-0j 
4.41373e-05-0j 0.0873419-0j -3.51533e-05-0j 0.000894283-0j 0.32864-0j 2.20189e-05-0j -2.22381e-05-0j -0.000528115-0j 2.2473e-06-0j 0.000533372-0j 0.00628915-0j -2.26966e-06-0j -0.00635175-0j -0.0708557-0j 0.071561-0j 1.59796e-05-0j -1.92109e-05-0j 1.05636e-05-0j -0.000371095-0j 2.1055e-06-0j 0.000446134-0j 0.00416651-0j -0.000245319-0j -3.78747e-05-0j -2.53125e-06-0j -0.0196838-0j -0.00500902-0j 1.39188e-06-0j 4.55333e-05-0j -0.00937566-0j 0.00275435-0j -2.50378e-05-0j 0.0236641-0j 0.0112715-0j -0.0130124-0j -0.00619795-0j -3.78888e-05-0j -1.42292e-05-0j 8.96892e-06-0j 0.000862114-0j -1.28102e-05-0j 2.52394e-05-0j -4.7361e-06-0j 0.000323769-0j -3.1574e-06-0j -0.00937211-0j -0.000204077-0j 0.000291481-0j -1.77866e-06-0j 0.000113593-0j -0.000574293-0j -1.18577e-06-0j -2.79077e-07-0j 1.12112e-06-0j -0.00351972-0j 0.0417445-0j 7.4741e-07-0j 0.00221854-0j -1.60128e-06-0j -0.000956537-0j -1.06752e-06-0j 4.26604e-05-0j -0.00316872-0j 3.15493e-06-0j 0.0152405-0j -2.68895e-05-0j -1.04808e-07-0j 2.10329e-06-0j 0.0156773-0j 0.00624319-0j 0.00288496-0j 6.60623e-08-0j -0.00988163-0j -0.00035923-0j 3.8406e-05-0j 0.000226429-0j -9.43562e-08-0j 0.00572362-0j -7.56697e-05-0j 0.0141138-0j -0.000323406-0j -0.00360769-0j 1.85906e-07-0j 0.00108346-0j -0.0278079-0j 0.00515283-0j -0.00068292-0j 0.000637193-0j 0.000975408-0j -0.0101524-0j -0.0019218-0j 
-0.00214055-0j -0.000308961-0j -0.248464-0j 0.000301377-0j 2.51147e-05-0j 0.00316932-0j 0.00107849-0j -0.0769829-0j 0.000323468-0j -0.0261965-0j 6.60276e-05-0j 0.000110073-0j 2.24685e-05-0j 3.89071e-06-0j 1.32397e-06-0j -0.000774971-0j -0.00276514-0j -0.000512309-0j -0.00012506-0j 0.0148817-0j -0.000446223-0j 0.00214799-0j -8.26735e-05-0j -1.27639e-05-0j 0.0530989-0j -1.50424e-06-0j 0.00766416-0j 0.00983783-0j -4.55424e-05-0j -6.86589e-08-0j 0.00141997-0j -8.43782e-06-0j -5.36723e-06-0j -2.44979e-07-0j -9.94407e-07-0j -4.53883e-08-0j -0.000608831-0j 0.000690082-0j -0.000407284-0j -9.62646e-05-0j -0.00184386-0j -0.00122405-0j -7.61038e-05-0j 0.000109112-0j 0.0148392-0j -1.09846e-05-0j -6.43972e-05-0j -0.000291539-0j 8.62602e-05-0j 0.00184856-0j -0.000193539-0j -0.0168196-0j -4.48446e-06-0j -5.09105e-05-0j 1.24506e-05-0j 0.000154047-0j 0.00992687-0j -7.34829e-06-0j -0.000230482-0j -1.12112e-06-0j 0.044941-0j -0.00209526-0j -3.32672e-05-0j -0.000153006-0j -9.34263e-08-0j 0.00123662-0j 5.08293e-06-0j 0.0298341-0j -0.000174605-0j -2.20845e-05-0j -3.48179e-09-0j -2.99993e-06-0j 0.000103051-0j 1.27073e-06-0j 0.00559841-0j -7.49982e-07-0j -1.35813e-05-0j 1.05894e-07-0j 0.00371652-0j 0.000466534-0j -3.39532e-06-0j -6.24985e-08-0j -9.01596e-06-0j 3.94645e-09-0j 0.00030971-0j -2.82943e-07-0j -2.32918e-09-0j -2.25399e-06-0j -1.05447e-08-0j -1.87833e-07-0j -7.00011e-09-0j 
0.058843-0j 0.00843951-0j -7.13644e-06-0j -0.00574155-0j 1.5129e-05-0j 0.000300209-0j 0.000299489-0j -0.00236677-0j -0.00592662-0j -0.0023611-0j 0.0575309-0j -0.00591241-0j 0.057393-0j -7.08374e-05-0j -7.06676e-05-0j 0.000441666-0j 3.83742e-06-0j 0.000312834-0j -0.00337142-0j -0.00559913-0j -2.92926e-05-0j -0.000803051-0j -0.00238799-0j 0.0665574-0j -4.86481e-05-0j 0.0118699-0j -6.97731e-06-0j -0.00396589-0j 0.000578284-0j -9.41117e-06-0j -0.000568805-0j 0.0471429-0j 0.000103132-0j -8.1769e-08-0j 0.00840753-0j -6.66598e-06-0j -0.000173952-0j 5.762e-06-0j 0.000368844-0j 0.00130102-0j -0.000169753-0j 0.000215568-0j 0.00209207-0j -4.30951e-05-0j -1.4496e-05-0j 0.000300054-0j -0.00275865-0j 0.00126961-0j -6.92982e-05-0j -0.0164934-0j -0.00161228-0j 4.80167e-07-0j 0.000372392-0j -0.00443599-0j -9.93903e-06-0j 4.346e-05-0j 3.0737e-05-0j -0.000636228-0j 0.00204158-0j -0.00592356-0j -1.41461e-05-0j 0.00054633-0j 0.000292811-0j -0.00259259-0j -0.000493646-0j 0.0349723-0j -1.23352e-05-0j 1.7964e-05-0j -1.43958e-06-0j -0.000371839-0j 2.87313e-07-0j -0.000789614-0j -9.21518e-05-0j 0.000196213-0j -0.0160953-0j 0.0125602-0j 0.000363404-0j 1.63516e-05-0j 0.0204393-0j 4.2411e-05-0j -0.00578058-0j 0.00104672-0j -0.000461484-0j -9.517e-09-0j -5.38575e-05-0j -0.000481731-0j -6.09213e-07-0j 0.00734072-0j 2.80378e-07-0j 0.000611747-0j -3.5605e-07-0j 
0.0208041-0j 0.00298382-0j -0.000177262-0j -0.142614-0j 0.000375787-0j 0.00053416-0j -0.000108988-0j -0.00421119-0j -0.0105452-0j 0.000859236-0j 0.102364-0j 0.00215161-0j -0.0208861-0j -0.000126041-0j 2.57169e-05-0j -7.82839e-05-0j 0.000479695-0j -5.65083e-05-0j 0.000597573-0j 0.000992428-0j -0.00366171-0j 0.000142338-0j 0.000431351-0j -0.0117971-0j -0.00608124-0j -0.00210391-0j -0.000872196-0j 0.000716373-0j 0.0722882-0j 1.6681e-06-0j 0.000102745-0j -0.00851559-0j 0.012892-0j -1.02215e-05-0j -0.00151868-0j 1.2041e-06-0j -6.15012e-05-0j -7.17514e-05-0j -0.000558582-0j 0.000459979-0j 0.000310891-0j -2.58964e-05-0j 0.000739659-0j 0.000536642-0j -5.1251e-06-0j 0.000106085-0j 0.00417774-0j -0.00232521-0j 0.000862936-0j -0.00583129-0j 0.000193684-0j -5.97928e-06-0j 0.000131661-0j 0.00671793-0j 0.000123766-0j 1.53654e-05-0j -4.65485e-05-0j 0.000963513-0j -0.00373901-0j -0.00209429-0j 2.59076e-05-0j -0.00680318-0j -0.000536264-0j 0.00031145-0j -0.00017453-0j -0.0529625-0j 0.000153604-0j -2.15804e-06-0j 1.79263e-05-0j 4.46694e-05-0j 1.0158e-07-0j 0.0011958-0j 0.000139556-0j -0.00244334-0j 0.0294774-0j -0.0190213-0j -0.000665549-0j -0.000203619-0j -0.0024554-0j -7.76729e-05-0j 0.0105867-0j -0.00158516-0j 5.54386e-05-0j 1.1851e-07-0j 6.46996e-06-0j 0.000882257-0j 9.226e-07-0j -0.000881849-0j -5.13493e-07-0j -7.34898e-05-0j 4.27727e-08-0j 
5.09654e-05-0j 0.100854-0j 5.94703e-07-0j -1.5129e-05-0j -0.00555974-0j -2.50174e-05-0j -2.49574e-05-0j 0.000600033-0j -2.55333e-06-0j 0.000598594-0j -0.0071456-0j -2.54721e-06-0j -0.00712847-0j 0.0805047-0j 0.0803117-0j -3.68055e-05-0j -3.19785e-07-0j -2.60695e-05-0j 0.000854734-0j -4.84955e-06-0j 7.42636e-06-0j -0.00959662-0j 0.000605412-0j 8.72359e-05-0j -4.21353e-08-0j 0.0453373-0j -8.33803e-05-0j -3.43496e-06-0j 7.57949e-07-0j 0.0215947-0j -0.00679733-0j 6.17896e-05-0j 0.000393914-0j 0.000187626-0j 0.0321126-0j 0.0152956-0j 1.4496e-05-0j -4.80167e-07-0j -3.0737e-05-0j -0.000329838-0j 1.41461e-05-0j -1.7964e-05-0j 1.812e-06-0j 1.09256e-05-0j 1.208e-06-0j 0.0035857-0j 0.000699383-0j -0.000321877-0j -6.00209e-08-0j -4.346e-05-0j 0.00040875-0j -4.00139e-08-0j 1.06773e-07-0j -3.84212e-06-0j -0.000118773-0j -0.0159711-0j -2.56142e-06-0j -0.00760306-0j 1.76826e-06-0j 0.000365964-0j 1.17884e-06-0j 1.43958e-06-0j 0.00349915-0j -2.2455e-06-0j -0.00583091-0j 9.21518e-05-0j -3.53676e-09-0j -1.497e-06-0j 0.00052903-0j -0.00444355-0j -0.00110377-0j -2.26399e-07-0j 0.0338649-0j -1.21223e-05-0j -4.2411e-05-0j -0.000775984-0j 1.04196e-07-0j 0.000193144-0j 5.38575e-05-0j -0.0155856-0j 0.000357131-0j 0.0123638-0j -1.32318e-07-0j 3.65613e-05-0j 0.0197921-0j -0.00569017-0j 0.00234041-0j -0.000453518-0j -0.00107712-0j 0.00722591-0j 0.00136783-0j 
-0.0343251-0j -0.00492305-0j -0.000572445-0j -0.460555-0j 0.00121356-0j 0.000177977-0j 0.000164682-0j -0.00140313-0j -0.00351356-0j -0.00129832-0j 0.0341068-0j -0.00325111-0j 0.0315592-0j -4.19955e-05-0j -3.88585e-05-0j -0.000257638-0j -0.000312834-0j 0.000360994-0j 0.00196666-0j 0.00326616-0j 0.00238799-0j 0.000468446-0j -0.00275561-0j -0.0388251-0j 0.00396589-0j -0.00692413-0j 0.000568805-0j -0.00457642-0j -0.0471429-0j 5.48985e-06-0j -0.00065637-0j 0.0544004-0j -0.00840753-0j 6.66598e-06-0j 0.00970184-0j -7.69218e-06-0j 0.000101472-0j 0.000462195-0j 7.24949e-05-0j -0.000758926-0j 9.48652e-05-0j 4.97163e-05-0j -0.00122038-0j -0.00345685-0j 8.45598e-06-0j -0.000175031-0j -0.000542203-0j -0.000709514-0j -0.00555871-0j 0.00962114-0j -0.000371837-0j 3.85163e-05-0j -0.000217229-0j -0.000871878-0j -0.000797253-0j -2.53517e-05-0j 6.04124e-06-0j -0.000125048-0j -0.00114092-0j 0.00345541-0j 7.90543e-06-0j 0.0438235-0j -0.000163635-0j -0.000597925-0j 0.00028796-0j 0.00687368-0j -0.000989459-0j 4.14302e-06-0j -0.000115475-0j -8.57569e-05-0j -1.67599e-07-0j -0.000155196-0j -1.81121e-05-0j 0.0157391-0j 0.00899473-0j 0.00246866-0j -0.000203085-0j 0.00131163-0j 0.0047139-0j -2.37011e-05-0j 0.00323043-0j 0.000205729-0j -0.000106432-0j -7.634e-07-0j -1.24211e-05-0j 0.000269212-0j -1.19739e-07-0j 0.00169298-0j -1.56687e-07-0j 0.000141087-0j -8.21155e-08-0j 
0.00124865-0j 0.000180227-0j 0.439059-0j -0.000532561-0j -4.43801e-05-0j -0.000612926-0j 0.00300507-0j 0.014888-0j -6.25565e-05-0j -0.0729931-0j -1.27693e-05-0j 0.000306703-0j 6.26055e-05-0j -7.52438e-07-0j 3.68907e-06-0j 0.000452066-0j 0.00161995-0j 0.000379698-0j 7.29519e-05-0j -0.008681-0j 0.000261418-0j -0.00125299-0j 6.12736e-05-0j 7.44562e-06-0j -0.0311078-0j 8.77475e-07-0j -0.00449003-0j -0.00729132-0j 2.66809e-05-0j 4.00511e-08-0j -0.00105241-0j 6.25371e-06-0j 3.14437e-06-0j 1.4352e-07-0j 7.37006e-07-0j 3.36396e-08-0j 0.000355151-0j -0.00121944-0j -0.000753056-0j 5.61543e-05-0j -0.0017033-0j -0.00210912-0j 4.43939e-05-0j -0.00019281-0j -0.00865622-0j 6.40771e-06-0j -0.000119069-0j -0.000269315-0j -0.00015243-0j -0.00107833-0j -0.000333481-0j 0.0297218-0j 2.61594e-06-0j -9.41321e-05-0j -2.20013e-05-0j -8.98607e-05-0j 0.0183545-0j -1.35868e-05-0j -0.000212912-0j 6.53984e-07-0j 0.041515-0j 0.00370252-0j -3.07312e-05-0j -0.00026364-0j 5.44987e-08-0j 0.00228647-0j -8.98201e-06-0j 0.0514062-0j 0.000308543-0j -3.80531e-05-0j 2.03105e-09-0j -5.54678e-06-0j 0.000190539-0j -2.2455e-06-0j 0.00517164-0j -1.3867e-06-0j -1.2546e-05-0j -1.87125e-07-0j 0.00640381-0j 0.00043097-0j -3.13649e-06-0j -1.15558e-07-0j -1.55351e-05-0j -6.97375e-09-0j 0.000533651-0j -2.61374e-07-0j -4.30659e-09-0j -3.88378e-06-0j -9.74084e-09-0j -3.23648e-07-0j -1.20617e-08-0j 
1.8019e-05-0j 0.0356572-0j 1.47718e-05-0j -0.000375787-0j -0.138098-0j -4.45133e-05-0j 9.08234e-06-0j 0.00106763-0j -4.54312e-06-0j -0.000217836-0j -0.0127141-0j 9.26962e-07-0j 0.00259414-0j 0.143242-0j -0.0292265-0j 6.52365e-06-0j -3.99746e-05-0j 4.70902e-06-0j -0.000151499-0j 8.59567e-07-0j 0.000928329-0j 0.00170097-0j -0.000109358-0j -1.54623e-05-0j -5.26711e-06-0j -0.00803589-0j -0.0104229-0j 6.20468e-07-0j 9.47472e-05-0j -0.0038276-0j 0.00122782-0j -1.11613e-05-0j 0.049241-0j 0.0234541-0j -0.00580061-0j -0.0027629-0j 5.1251e-06-0j 5.97928e-06-0j 4.65485e-05-0j -0.000116615-0j -2.59076e-05-0j 2.15804e-06-0j 6.40637e-07-0j -0.000136051-0j 4.27092e-07-0j 0.00126774-0j -0.00105916-0j 0.000589496-0j 7.4741e-07-0j -1.53654e-05-0j -4.91035e-05-0j 4.98273e-07-0j 3.77499e-08-0j 5.81857e-06-0j 0.00147903-0j -0.00564664-0j 3.87904e-06-0j 0.0115142-0j -3.23845e-06-0j 0.000129388-0j -2.15896e-06-0j -1.79263e-05-0j -0.00640846-0j 2.69755e-07-0j -0.00206154-0j -0.000139556-0j 4.40416e-08-0j 1.79836e-07-0j -0.00658775-0j 0.000533809-0j -0.00039024-0j 3.42862e-07-0j -0.0512855-0j 0.000150952-0j 7.76729e-05-0j 0.00117516-0j -1.90827e-07-0j -0.00240513-0j -6.46996e-06-0j 0.028544-0j -0.000654061-0j -0.0187238-0j 1.58954e-08-0j -0.00045528-0j -0.00237765-0j 0.0104212-0j -0.00354434-0j 5.44816e-05-0j 0.00197268-0j -0.000868056-0j -0.000164319-0j 
-0.0364073-0j -0.00522168-0j -0.000301377-0j -0.24247-0j 0.000638907-0j -0.000560262-0j -0.000190652-0j 0.00441697-0j 0.0110605-0j 0.00150305-0j -0.107367-0j 0.00376378-0j -0.0365358-0j 0.0001322-0j 4.49863e-05-0j 0.000136997-0j 0.000488813-0j 9.05642e-05-0j -0.00104575-0j -0.00173675-0j -0.00373131-0j -0.000249092-0j -0.000691314-0j 0.0206449-0j -0.00619683-0j 0.00368184-0j -0.000888774-0j -0.00114811-0j 0.0736622-0j -2.91918e-06-0j -0.000164667-0j 0.0136477-0j 0.013137-0j -1.04158e-05-0j 0.00243395-0j -1.92977e-06-0j 0.000107627-0j -0.00012199-0j 7.19983e-05-0j -0.000804963-0j 0.000325951-0j 0.000216383-0j -0.0012944-0j 0.000912389-0j 8.96892e-06-0j -0.000185649-0j -0.000538489-0j -0.00243785-0j 0.00146715-0j 0.0102048-0j -0.00161837-0j -1.01659e-05-0j -0.000230406-0j -0.000865905-0j 0.000210424-0j -2.68895e-05-0j 5.99986e-06-0j -0.000124192-0j -0.00392013-0j 0.00366501-0j 2.71626e-05-0j -0.0115666-0j -0.000562241-0j -0.00260238-0j 0.000305428-0j 0.00682659-0j 0.000261155-0j 1.80319e-05-0j 3.0478e-05-0j -0.000373245-0j -1.77766e-07-0j -0.000154132-0j -1.7988e-05-0j -0.00415413-0j 0.0309053-0j 0.00245175-0j -0.000697789-0j -0.000346188-0j 0.0205166-0j -8.14354e-05-0j 0.0110996-0j 0.000204319-0j -0.000463229-0j 2.01489e-07-0j -5.40611e-05-0j 0.000924995-0j -1.18918e-07-0j 0.00736847-0j -5.38367e-07-0j 0.000614059-0j -3.57396e-07-0j 
-2.97298e-05-0j -0.0588314-0j 4.77037e-05-0j -0.00121356-0j -0.445971-0j -1.48314e-05-0j -1.37235e-05-0j 0.000355725-0j -1.51372e-06-0j 0.000329154-0j -0.00423622-0j -1.40065e-06-0j -0.00391979-0j 0.0477267-0j 0.0441616-0j 2.14699e-05-0j 2.60695e-05-0j -3.00828e-05-0j -0.000498595-0j 2.8289e-06-0j -0.000605412-0j 0.00559803-0j 0.000698612-0j -5.08876e-05-0j 3.43496e-06-0j -0.0264468-0j 0.00679733-0j -3.96376e-06-0j -6.17896e-05-0j -0.0125969-0j -0.00784375-0j 7.13018e-05-0j -0.0321126-0j -0.0152956-0j 0.0370562-0j 0.0176503-0j -8.45598e-06-0j -3.85163e-05-0j -6.04124e-06-0j 0.000192406-0j -7.90543e-06-0j -4.14302e-06-0j -1.057e-06-0j 0.000876392-0j -7.04665e-07-0j -0.00209166-0j 0.000137461-0j 0.000179879-0j -4.81454e-06-0j 2.53517e-05-0j 9.42695e-05-0j -3.20969e-06-0j -6.22842e-08-0j -7.55156e-07-0j -0.00952733-0j 0.00931649-0j -5.03437e-07-0j -0.00149435-0j -9.88179e-07-0j -0.000213479-0j -6.58786e-07-0j 0.000115475-0j -0.00195547-0j -5.17878e-07-0j 0.00340136-0j 1.81121e-05-0j -2.83699e-07-0j -3.45252e-07-0j 0.0424358-0j -0.00102481-0j 0.000643863-0j -4.4498e-08-0j 0.00665602-0j -0.000972379-0j 2.37011e-05-0j -0.000152517-0j -5.8229e-08-0j 0.0154929-0j 1.24211e-05-0j 0.00870991-0j -0.00019958-0j 0.00243005-0j -3.05163e-08-0j 0.00293274-0j 0.00456463-0j 0.00317991-0j 0.000459998-0j -0.000104594-0j 0.000601943-0j 0.0016665-0j 0.000315462-0j 
-0.000325742-0j -4.70168e-05-0j -0.191268-0j 0.000232001-0j 1.93334e-05-0j -0.000162504-0j -0.00300839-0j 0.00394722-0j -1.65855e-05-0j 0.0730738-0j -3.38549e-06-0j -0.000307042-0j -6.26747e-05-0j -1.99492e-07-0j -3.69314e-06-0j -0.000117933-0j 0.000717207-0j 0.00376574-0j -1.90313e-05-0j 0.00226465-0j 0.000115739-0j 0.000326874-0j 0.000607693-0j -1.94237e-06-0j -0.0137725-0j -2.28911e-07-0j -0.00198789-0j -0.0723132-0j 1.18125e-05-0j -1.04483e-08-0j -0.0104375-0j 6.20224e-05-0j 1.39212e-06-0j 6.35414e-08-0j 7.30941e-06-0j 3.33628e-07-0j -9.26499e-05-0j 0.000531227-0j -6.61923e-05-0j -1.46492e-05-0j -0.00173298-0j -0.00126388-0j -1.15812e-05-0j 8.39943e-05-0j 0.00225819-0j -1.67161e-06-0j -1.04659e-05-0j -0.000274008-0j 6.64033e-05-0j 0.000281308-0j -0.000199837-0j -0.0129478-0j -6.82431e-07-0j -8.27404e-06-0j 9.58449e-06-0j 2.34424e-05-0j 0.00161333-0j -1.19425e-06-0j -0.000216622-0j -1.70608e-07-0j 0.0422385-0j -0.00161294-0j -3.12667e-05-0j -0.000157985-0j -1.42173e-08-0j 0.000200976-0j 3.91285e-06-0j 0.0308051-0j -0.000134411-0j -2.28032e-05-0j -5.29848e-10-0j -4.87552e-07-0j 1.6748e-05-0j 9.78213e-07-0j 0.00526176-0j -1.21888e-07-0j -1.27646e-05-0j 8.15178e-08-0j 0.00383747-0j 0.00043848-0j -3.19115e-06-0j -1.01573e-08-0j -9.30938e-06-0j 3.03799e-09-0j 0.000319789-0j -2.65929e-07-0j -3.78542e-10-0j -2.32734e-06-0j -9.91059e-09-0j -1.93945e-07-0j -7.22792e-09-0j 
0.0212376-0j 0.00304598-0j 0.000532561-0j 0.428467-0j -0.00112901-0j 0.000108351-0j -0.000531226-0j -0.000854214-0j -0.00213903-0j 0.00418805-0j 0.020764-0j 0.0104873-0j -0.101802-0j -2.55666e-05-0j 0.000125348-0j -7.99148e-05-0j -0.00028637-0j -6.71218e-05-0j 0.000610023-0j 0.0010131-0j 0.00218598-0j 0.000145304-0j 0.000512369-0j -0.0120429-0j 0.00363039-0j -0.00214774-0j 0.000520686-0j 0.000850924-0j -0.0431548-0j 1.70285e-06-0j 0.000122043-0j -0.010115-0j -0.00769629-0j 6.10206e-06-0j -0.00180392-0j 1.43026e-06-0j -6.27825e-05-0j 0.000215568-0j 0.000133123-0j 0.000469562-0j 0.000301103-0j 0.000372843-0j 0.000755069-0j -0.00161228-0j -5.23187e-06-0j 0.000108295-0j -0.000995651-0j -0.00225201-0j -0.00259259-0j -0.00595278-0j -0.00278856-0j 1.7964e-05-0j 0.000134403-0j -0.00160103-0j -0.000371839-0j 1.56855e-05-0j 1.10936e-05-0j -0.000229627-0j -0.00362129-0j -0.00213792-0j 2.50919e-05-0j 0.0204393-0j -0.00051938-0j -0.00448408-0j -0.000178166-0j 0.0126222-0j -0.000461484-0j 3.10702e-05-0j -5.38575e-05-0j -0.000643126-0j 1.03697e-07-0j -0.000284987-0j -3.32594e-05-0j 0.00734072-0j 0.0285494-0j 0.00453322-0j -0.000644596-0j 0.000611747-0j 0.0353514-0j -7.52275e-05-0j 0.0102534-0j 0.000377781-0j -0.000798174-0j -3.5605e-07-0j -9.31509e-05-0j 0.000854481-0j -2.19877e-07-0j 0.0126964-0j -4.97327e-07-0j 0.00105807-0j -6.15817e-07-0j 
-3.15332e-05-0j -0.0624001-0j 2.51147e-05-0j -0.000638907-0j -0.234792-0j 4.66885e-05-0j 1.58877e-05-0j -0.00111981-0j 4.76513e-06-0j -0.000381059-0j 0.0133354-0j 1.62153e-06-0j 0.00453791-0j -0.150241-0j -0.0511257-0j -1.14164e-05-0j -4.07344e-05-0j -7.54702e-06-0j 0.000265123-0j -1.50424e-06-0j 0.000945974-0j -0.0029767-0j 0.000175264-0j 2.7059e-05-0j -5.36723e-06-0j 0.0140628-0j -0.010621-0j -9.94407e-07-0j 9.65481e-05-0j 0.00669829-0j -0.0019678-0j 1.78878e-05-0j 0.050177-0j 0.0238999-0j 0.00929648-0j 0.00442803-0j -8.96892e-06-0j 1.01659e-05-0j -5.99986e-06-0j 0.000204077-0j -2.71626e-05-0j -1.80319e-05-0j -1.12112e-06-0j -0.000231312-0j -7.4741e-07-0j -0.00221854-0j 0.00013652-0j 0.000618052-0j 1.27073e-06-0j 2.68895e-05-0j 0.000410295-0j 8.47155e-07-0j -6.60623e-08-0j -7.49982e-07-0j 0.00251461-0j 0.00988163-0j -4.99988e-07-0j -0.00148412-0j -3.39532e-06-0j -0.000226429-0j -2.26355e-06-0j -3.0478e-05-0j -0.00671889-0j -2.25399e-06-0j 0.00360769-0j 1.7988e-05-0j 7.48787e-08-0j -1.50266e-06-0j -0.0112004-0j -0.00446035-0j 0.00068292-0j -4.41931e-08-0j 0.00661042-0j 0.000256647-0j 8.14354e-05-0j -0.000151472-0j -2.00071e-07-0j -0.00408915-0j 5.40611e-05-0j 0.0299267-0j -0.000685744-0j 0.0024134-0j -1.32818e-07-0j -0.000774059-0j 0.0198669-0j 0.010926-0j 0.000456847-0j -0.000455232-0j 0.00206824-0j 0.00725322-0j 0.001373-0j 
-0.00554034-0j -0.000794618-0j -0.000232001-0j -0.186654-0j 0.000491832-0j 2.87269e-05-0j 0.000531813-0j -0.000226476-0j -0.000567116-0j -0.00419268-0j 0.00550511-0j -0.0104989-0j 0.101915-0j -6.7784e-06-0j -0.000125487-0j 2.08477e-05-0j -0.000126786-0j -0.000665695-0j -0.000159139-0j -0.000264293-0j 0.000967807-0j -3.7906e-05-0j 0.00508152-0j 0.00314168-0j 0.0016073-0j 0.000560291-0j 0.000230525-0j 0.00843921-0j -0.0191061-0j -4.44231e-07-0j 0.00121039-0j -0.100318-0j -0.00340741-0j 2.70159e-06-0j -0.0178908-0j 1.41849e-05-0j 1.63783e-05-0j -9.39085e-05-0j 1.17013e-05-0j -0.000122497-0j 0.00030635-0j 0.000223425-0j -0.000196978-0j 0.000702359-0j 1.36486e-06-0j -2.82514e-05-0j -8.75159e-05-0j -0.00229125-0j 0.00112941-0j 0.00155293-0j -0.00167104-0j -7.82571e-06-0j -3.50624e-05-0j -0.000140728-0j 0.000161985-0j -4.09196e-06-0j 9.75105e-07-0j -2.01838e-05-0j -0.0036844-0j 0.00055773-0j 2.55292e-05-0j -0.00890402-0j -0.000528431-0j -0.00268708-0j 4.6479e-05-0j 0.00110947-0j 0.000201037-0j 1.86188e-05-0j 2.34621e-05-0j -0.000385392-0j -2.70518e-08-0j -2.50498e-05-0j -2.92344e-06-0j -0.00319786-0j 0.0290469-0j 0.000398462-0j -0.000655828-0j -0.000266497-0j 0.0211843-0j -7.65384e-05-0j 0.0104321-0j 3.32062e-05-0j -0.000478304-0j 1.55107e-07-0j -5.58204e-05-0j 0.000869371-0j -1.93268e-08-0j 0.00760827-0j -5.05993e-07-0j 0.000634043-0j -3.69027e-07-0j 
