0.00735596+0.028308j 0.00899908-0.0350277j 0.0108695-0.017569j 0.00615195+0.0258745j 0.0224517-0.00411852j -0.0173835-0.000885299j 0.00337742+0.0120185j -0.000448541+0.0032663j 0.015815+0.0280399j 0.00604651-0.0144089j 0.0139433-0.00662802j -0.00600024+0.000542132j -0.00860338-0.00675383j 0.00580581+0.000113873j 0.00349843-0.00695781j 0.0110915-0.00252105j 0.000575796+0.0104319j -0.0171341+0.00232321j -0.00435049+0.0056863j 0.000105216-0.0119989j 0.0078816-0.00166074j -0.00434499-0.018923j -0.0110408-0.0101684j 0.00043119-0.0140556j -0.00835677-0.00811082j 0.000933044+0.00963202j -0.0024085-0.00564548j -0.00397528+0.00391609j -0.00780689-0.0136755j 0.0039531-0.00106064j 0.00224129+0.00895899j 0.0237318+0.00162846j 0.0098303-0.002695j -0.00143264+0.00874172j 0.00449796+0.0142772j -0.00640654+0.00229827j 0.00861753-0.00191894j 0.00470539+0.00355261j -0.00637312+0.0025246j 0.00426999-0.0166293j -0.00276825-0.0133701j 0.0100597-0.0119359j 0.00903503-0.000294696j -0.00531993-0.00198762j 0.00776021-0.00226167j 0.00459606+0.00392548j -0.0106333-0.00840786j -0.00644138+0.002088j 0.00673013-0.0289621j -0.013713-0.00394008j 0.00394627+0.00176982j 0.00788698-0.0078926j 0.00834062+0.000288636j -0.0004458+0.00337993j -0.000562019-0.00508843j -0.00673023-0.0106723j -0.00414135+0.012346j -0.0050778-0.0120728j 0.00242902+0.00428709j -0.000207733+0.0131428j 0.0171244+0.014789j 0.00371352+0.00207097j -0.00231447-0.0166425j 0.00732188+0.00785911j -0.00270186-0.00336682j -0.00798156+0.000343531j 0.00677398+0.0199757j 0.0033887-0.00910168j -0.0173723-0.00362641j -0.0090486+0.00460933j 0.00196727-0.0113599j -0.0185019-0.0316662j -0.0156071+0.0216298j -0.0114412+0.00320871j -0.00514827+0.0069393j -2.48509e-05-0.0217962j 0.00277363-0.00542356j 0.0111224-0.0171841j -0.015523-0.0204111j 0.00579337+0.00825071j 0.0116812+3.34597e-06j -0.0077109-0.00780767j -0.0282303-0.00711116j 0.000388329-0.0105533j 0.0025058+0.00657089j -0.0249558-0.0104564j -0.013908-0.00573576j -0.0363115-0.00486062j 0.0283673-0.00540227j 0.022457+0.00544768j 0.0121999-0.00392846j 0.225897+0.000666402j -0.0140296+0.00468973j -0.0169445-0.0027785j 0.030369-0.0154684j 0.113583+0.0224248j -0.00272107+0.20646j 
0.0370109-0.103176j -0.0120496-0.0847825j -0.0252561+0.0883492j -0.00264232-0.00589376j 0.11028+0.0103971j 0.0617735-0.0511166j 0.0344533+0.0578652j 0.0467837+0.0511509j -0.0150454-0.0602375j 0.00178952+0.0248721j -0.0448521-0.0291022j -0.0177558+0.0210566j -0.0328119+0.0142634j -0.0728994+0.0244151j -0.00521122+0.00154364j -0.0285795+0.0165673j -0.0215923+4.81092e-05j -0.00626702-0.0412313j -0.0121313+0.0130877j 0.007486-0.00674281j -0.0218935-0.00960902j 0.0422151+0.00555118j 0.00583722+0.00811385j -0.00591671-0.0175918j -0.00567727+0.012201j -0.00435737+0.00118051j 0.00280087+0.0088519j 0.0245235+0.00460271j 0.0551748+0.00600913j -0.00689587+0.0303819j 0.0476308+0.0119338j -0.0103552-0.0144988j -0.0356215-0.0150455j -0.0105829-0.0383963j 0.000771032+0.029988j 0.0155309+0.00828609j 0.00354667+0.0382126j 0.00945349-0.0452609j -0.0229909-0.0180958j -0.00749796+0.00936365j -0.00401836+0.00226422j -0.00185183+0.0128507j -0.01286-0.00183938j -0.0257802+0.0190786j 0.0140519-0.0121577j -0.00212036-0.0246527j -0.0278534-0.0371464j -0.00615684-0.020458j 0.0309568+0.00572634j 0.0071562+0.0439921j -0.0147997+0.00329964j -0.0199917-0.0193331j 0.0337188-0.00470925j 0.00726543+0.0580316j 0.023805-0.00250472j -0.0316445-0.00169333j 0.0218451+0.0133538j 0.0025034-0.0300706j 0.0534724+0.013953j -0.0146421-0.0099241j -0.0790963+0.000159931j 0.0213599+0.0151446j 0.0305396+0.00570039j 0.0126509-0.00502172j -0.00655095-0.0515049j 0.00457152-0.00445866j -0.000890876+0.0111991j -0.0267639-0.000335265j 0.00107734+0.00143579j 0.0248556-0.000672462j 0.00120824+0.0105086j -0.00935353+0.00388487j -0.00715247+0.00503026j 0.00340704+0.00923973j 0.0316871-6.2533e-05j 0.0356756+0.00288278j -0.0125007+0.00918934j 0.0393613-0.00203977j -0.0125258+0.0281988j -0.0203153-0.0124787j -0.00061546-0.0154829j -0.024331+0.00695669j -0.00433767+0.0121774j -0.0273062-0.0122912j -0.0102624+0.00312032j 0.0142583+7.31788e-05j 0.00505854+0.000446477j -0.0101855+0.00678797j 0.022815+0.022972j -0.00836111-0.0264294j 0.00923866+0.000664984j 0.0268155-0.00356193j -0.0110484+0.0109221j -7.61192e-05+0.0125134j 0.00988688+0.00383755j 0.00612943-0.0062263j 0.00354667+0.0190497j 
0.0140078+0.0144464j 0.0241088-0.0772106j 0.00404665+0.0300201j 0.0121284-0.0242402j 0.0629915-0.0420344j -0.0545775-0.0209991j 0.0207591+0.0374772j -0.0127795-0.0228992j 0.0371594+0.025431j -0.0118061-0.0144192j -0.0237528-0.0155193j -0.0371708-0.0455472j -0.0119114-0.00270243j 0.0169049-0.0358366j 0.0273606-0.00236754j 0.0428894+0.0128535j -0.043136+0.0123995j 0.0310273-0.0272205j 0.00293809+0.0307525j -0.0138501+0.00473156j 0.0173716-0.0113794j 0.0298136-0.0264375j -0.041655-0.0129025j 0.0116608-0.00895255j -0.021196-0.0412032j -0.0158855+0.0300335j -0.0087669-0.0269376j 0.0260271-0.0197791j 0.0410746-0.0274643j -0.00904377-0.0570256j 0.0047294+0.0264251j -0.0114984-0.0268219j -0.0281975-0.00388451j -0.0025173-0.0170731j 0.00925196-0.0217116j -0.00963208+0.0121858j 0.000212526-0.00519132j -0.00151672+0.0215045j -0.015547-0.000390455j -0.0106651+0.00902532j 0.00413199-0.034298j 0.000861161-0.0274206j -0.0466993-0.0103347j -0.0108825-0.022057j -0.00888935-0.0405668j 0.00295695-0.00268055j 0.0256257-0.00480169j -0.0118408-0.0280904j 0.0127042+0.0288815j -0.028843-0.0351117j -0.00701999+0.029253j 0.0253518+0.00266871j -0.0435108-0.0119119j 0.0540962-0.0062986j -0.0855958+0.0137887j -0.0106515-0.0347663j -0.00114263+0.00076119j 0.00894973+0.0270711j -0.0436095+0.00728116j 0.0132132-0.00865784j 0.00422661+0.0107619j 0.00377803+0.0138462j 0.0148856+0.0109666j -0.00081099+0.000589741j -0.0169613-0.0182184j -0.00386493+0.00373748j 0.012358-0.00588572j -0.00189005+0.00505893j -0.0220136-0.00889303j 0.0124221-0.0193211j -0.00616076+0.0171157j -0.0139815-0.0178197j -0.0301559+0.00268247j 0.0158659+0.00212959j -0.0116372-0.00805755j 0.0285125-7.01904e-05j 0.018031+0.00648026j 0.0067855+0.00958526j 0.0127571+0.00012921j -0.00438765-0.00440618j 0.00417472+0.00850422j -0.00405789-0.0147876j -0.0257142-0.000453504j -0.00532526+0.00242789j -0.00959713+0.00112155j 0.00958833-0.0094156j -0.0010342-0.0273565j 0.01247+0.00254864j 0.00837261-0.0139345j -0.00575351+0.00659611j 0.00652957-0.0128673j -0.00211212+0.000123285j -0.00150157-0.0141255j 0.0016331+0.0129975j -0.00399048-0.0259266j 0.00203459-0.0123048j -0.00157611-0.00357471j 
0.0046968-0.0372475j -0.0114763+0.0364483j 0.00171196+0.0881617j 0.00292216+0.0234078j -0.00410137+0.0263653j 0.0460817-0.00245622j 0.00343873+0.0492201j -0.00184661-0.0446651j -0.00884753+0.0191699j 0.021244-0.0379792j -0.0222756-0.0508612j 0.0419359+0.00786451j 0.026315+0.0548246j -0.03472+0.0177725j 0.0184021+0.0104463j -0.00568152+0.0212629j -0.0348189+0.0225275j 0.0424053-0.011255j -0.0300727+0.0173213j 0.0265944-0.0215029j -0.00878258-0.0117305j 0.0421175-0.0172893j 0.0248221-0.00104571j -0.0197755-0.0510659j -0.00804181+0.0502143j 0.00391684-0.0181228j 0.0265992-0.0148553j 0.0288048-0.0282289j 0.0394864+0.0329988j -0.0118805-0.00772253j 0.0559613+0.0174059j -0.0072167-0.0372862j -0.0252855+0.001489j -0.0150568-0.00379933j 0.0254702+0.00200393j 0.0319044+0.0134524j 0.00914133-0.0334255j 0.00363992+0.0180836j 0.0129684-0.000318273j 0.00444162-0.00327383j 0.0108524-0.0203384j 0.0122519-0.0107706j 0.0113638-0.0183437j 0.00279724+0.0418515j -0.0050042+0.0209269j 0.0126307-0.0234911j 0.0128373+0.00386272j -0.00273755-0.00885836j 0.0165686-0.00693843j 0.0131929+0.002931j 0.039132+0.014896j -0.0864075-0.00811243j 0.0518251+0.00257665j 0.0765723-0.0139931j -0.000892709+0.000895053j -0.020305+0.0220869j -0.00459421+0.00975938j -0.00161511-0.00606271j 0.00434361+0.0116681j 0.0475399+0.0439465j 0.0416385+0.00777139j -0.0449561-0.0125815j 0.0057156+0.000364226j -0.0124834-0.0119104j 0.00261191-0.00184686j -0.0142034+0.00514868j 0.0187574-0.00856772j -0.0217198-0.0151409j 0.0113086-0.0178356j -0.00286913-0.0078271j 0.00836863+0.00837647j -0.00656579+0.0100998j 0.00739251-0.0325012j -0.00688396+0.00116546j -0.0051273+0.00683391j 0.0157462+0.0127125j -0.011599-0.00479282j 0.00586273+0.011882j 0.00117717-0.00819158j 0.0239697-0.0057189j 0.0148443-0.000940418j -0.00168394+0.0146798j 0.021287-0.00562865j 0.00534004-0.0126603j -0.0065375+0.000553807j 0.0267531-0.00126232j 0.00617122+0.0101427j 0.0257485-0.0250215j -0.00827795-0.00777198j 0.00352999+0.0046474j -0.000974967+0.0209931j -0.0195655+0.00381984j 0.0044089-0.00373544j 0.0020048+0.00529126j -0.0118203-0.0309535j -0.0015224+0.00640713j -0.00236059-0.0199669j 
0.0259673-0.0218174j 0.00642919-0.163953j 0.0104783-0.0315106j 0.0261862+0.0438721j 0.110028+0.0322534j -0.0100617-0.0223533j 0.0597001-0.0154277j 0.0106988-0.00212468j 0.0073651+0.0283311j 0.0215578-0.0204661j 0.0122541+0.025623j -0.019325+0.0141546j 0.0249141-0.0060596j -0.0399311+0.0441464j -0.00702277-0.0334325j 0.0204108+0.0293246j 0.0239647-0.0243199j -0.081153+0.0304878j 0.0138089-0.0322459j 0.0310216+0.00124905j 0.027186+0.0382286j 0.0446496+0.00277415j 2.94637e-05-0.0297909j -0.0327473-0.0423915j 0.0234713+0.0138682j -0.0389836-0.0356113j -0.0549224-0.00914593j -0.00174963+0.0166755j 0.00994464-0.0106547j -0.000828596+0.0110934j -0.0363015-0.0182053j -0.000613659+0.0169746j 0.0226388+0.0088034j 0.0198408-0.024804j 0.0107555+0.00334659j -0.0106985-0.0309034j -0.00128112+0.00100024j 0.0038158-0.00334771j 0.00529936-0.0181999j 0.0172742-0.00330127j 0.00578972+0.00815017j 0.00121607+0.00280602j 0.0116649+0.00794735j 0.03398-0.01554j 0.0250002+0.0319639j -0.0129002+0.00407308j -0.0086164+0.0324256j 0.00118502-0.0070939j 0.0298534+0.000405808j 0.0418149-0.00739894j 0.0152312-0.0132704j -0.0162854+0.0527859j 0.0343545-0.0320708j -0.0253664-0.023284j 0.0528105+0.00611069j -0.00652813-0.013959j -0.0072056+0.0242714j -0.0164559-0.0087481j -0.0248668-0.0066646j -0.0114128-0.0133463j -0.0190159+0.0306609j -0.0106971+0.00578664j -0.00125419-0.00994451j -0.0141525+0.0054754j -0.0222771+0.00632822j -0.00789896-0.00121349j 0.000736495+0.0169906j 0.00333969+0.0133763j -0.000964783+0.00217695j 0.00383916+0.00639498j -0.0219257-0.00351273j -0.0153825+0.0102478j 0.00810763-0.00375669j 0.0160337+0.00583711j -0.00759331-0.00358526j -0.00101978-0.00088537j -0.0084925-0.00428584j -0.0042427+0.00419321j -0.00546454-0.00242484j 0.0066972+0.00789339j -0.0119944+0.00696243j -0.0143444+0.00276316j -0.00758423+0.00393891j -0.00951198+0.00338988j 0.0133035+0.00666758j 0.012652-0.000186831j -0.00301798-0.00590612j 0.00512311-0.00538189j 0.00703806-1.89529e-05j 0.0160453+0.00466842j -0.00248817+0.00537208j -0.0052699+0.00521438j 0.0158504-0.00102993j 0.00996246-0.018225j -0.00249442-0.0214972j -0.00332357+0.00760665j -0.013339-8.29147e-05j 
-0.0400724+0.0158389j -0.0136068+0.160952j 0.0124655+0.00648953j -0.0124901+0.0389531j -0.128906-0.00841396j 0.0378747+0.0586358j -0.083068+0.0340744j -0.032083-0.0451987j -0.00562152-0.0378018j -0.0177352-0.009455j -0.00525036+0.00773086j 0.0525311-0.0318467j 0.0518025+0.0239504j 0.0669756+0.00492636j 0.0375791-0.0147937j -0.0107918+0.00628469j 0.0114531-0.00695779j 0.0484063+0.00178286j 0.00782142+0.021852j -0.00378641+0.026981j 0.0131784+0.0118907j -0.0119488-0.0326806j 0.0348838+0.00299416j -0.000637618-0.00028364j 0.0388921+0.0166116j -0.0167415-0.0241619j 0.0290744+0.00328139j 0.00399849+0.0139037j 0.00163951+0.00418061j -0.00985733+0.0117882j 0.053498+0.0104501j 0.00344046-0.0103299j 0.00480399-0.00458738j 0.0207267+0.0272815j 0.0434435+0.0124976j -0.0290341-0.020652j 0.0102725-0.0158794j 0.0121845+0.00811359j -0.0215383-0.0161874j -0.0303538-0.00927676j 0.0260632-0.0169919j 0.0202662-0.0134253j -0.0462509-0.0206527j 0.00690883+0.00388263j -0.025233+0.00885958j -0.0013168-0.000399127j 0.00253898+0.0136262j -0.00610119+0.0174395j -0.02367-0.0142809j -0.011+0.000348048j 0.00579026+0.0166164j -0.0318156+0.029908j 0.0331592-0.00662508j 0.00122664-0.000972599j 0.0184497-0.019141j 0.019399-0.00461567j -0.0135138-0.0197057j 0.00851767+0.033681j -0.0371668+0.00509463j 0.0294879+0.00334882j 0.0372984+0.0134512j 0.0202528+0.00478427j -0.0133998-0.011287j -0.0222678+0.00387551j 0.00306909+0.00859784j -0.00844415+0.0116589j 0.0066026+0.00341315j 0.0251152-0.00328206j -0.0184771-0.00131415j -0.013849+0.012166j -0.0165603-0.0060595j 0.0107217+0.00140423j 0.00956199+0.00348035j 0.00418039-0.00217623j 0.00340437+0.00862652j -0.0123497+0.0026291j 0.0103519-0.000132294j 0.012181-5.26074e-06j -0.00635536-0.00508249j -0.0061817-0.00769234j 0.00818986-0.0175439j -0.00218609-0.0074533j -0.0189866-0.00817407j 0.00262176+0.0113182j 0.0018726+0.000967586j 0.0223401+0.00203616j -0.00256087+0.00278068j 0.0122999-0.01234j -0.00863749-0.00809138j -0.0136162-0.0210414j 0.0122667+0.00157562j 0.00647705+0.00755521j -0.0158121+0.00676555j -0.0132642-0.00291514j 0.000129074-0.0221655j 0.00497772-0.013666j 0.00884826+0.00899014j 
-0.00291143-0.19621j -0.0479108+0.104j -0.0400226+0.000293596j 0.0083788-0.0307244j -0.0493597+0.0485144j 0.174625+0.0525785j 0.0192526+0.0602889j -0.0483741+0.0256557j -0.0685929+0.0134786j 0.0355871+0.000878162j -0.0774936+0.0148054j 0.042252-0.00771537j 0.0360479-0.0346812j -0.0557059+0.0104257j 0.0307091-0.0332157j -0.0371126-0.0314743j 0.0146791+0.000991184j 0.0367671-0.0165695j 0.0228705-0.000432347j -0.00994686+0.0117012j -0.0363455+0.00624397j 0.0170531+0.00412223j 0.0388472+0.01268j 0.0264629-0.00870347j 0.0347956+0.00796115j -0.0209223-0.0235865j 0.0322137+0.0139963j 0.00920522+0.0105921j -0.00929372+0.00606523j -0.0179184-0.00166318j -0.00641512-0.0145264j -0.0429096-0.0121777j -0.0298559+0.0125481j -0.0124143-0.00272299j 0.013046+0.00679432j -0.00883883+0.0223522j -0.0173911+0.0247095j 0.0183445-0.0357879j -0.0247846-0.0417066j -0.00605894-0.00520018j 0.019695+0.00180208j -0.0272447+0.00595816j -0.0102255-0.00505652j 0.0463929+0.02084j 0.0190835-0.00511911j -0.0419343-0.0125654j -0.00830891+0.00124098j -6.19205e-05-0.00145874j -0.0160565-0.0130644j -0.00715066+0.0251486j 0.0116409-0.00398724j -0.0225268+0.0313745j 0.0297555+0.00176297j -0.0544307-0.00290591j -0.00261494-0.00396911j 0.00684166-0.0350853j -0.00330878+0.0167911j -0.00231457-0.019033j -0.00150729-0.0104574j 0.0122717-0.0224882j -0.0398169-0.0150691j -0.0341993+0.0159768j 0.00501459+0.00396644j 0.0107068+7.34767e-05j 0.000331124-0.0209833j -0.00921051+0.00417357j 0.000465949+0.00106975j -0.00642201-0.0100814j -0.0157466+0.0186269j -0.00505141-0.00393258j -0.0370471+0.0178783j -0.0163978+0.00454077j 0.00235653+0.00859539j 0.0101122+0.00133341j 0.00808763-0.0058453j 0.0218069+0.00455027j -0.0103048-0.00212244j 0.0337852+0.00914623j 0.00348812+0.02322j -0.000881585-0.00747043j 0.000914567-0.0219189j -0.028003+0.00248228j -0.00745674-0.00333002j -0.00266068-0.00526164j 0.0103233+0.0045607j 0.030115-0.00271884j 0.000185172+0.00660701j -0.0271665+0.00357903j 0.0153725+0.00877865j -0.0135198-0.00778781j 0.0188731+0.0122687j 0.0317724-0.00627417j -0.00368845+0.0135019j -0.00420215-0.0165971j 0.0221045-0.00894616j 0.0168103-0.00394566j 0.00239874+0.0237635j 
-0.0284231+0.177184j 0.0342555+0.0243623j 0.0240067+0.082789j -0.0232066-0.0390802j -0.053678-0.0588318j -0.144725+0.030655j -0.0497029-0.0343585j -0.0258747+0.0338331j 0.046601-0.00650518j -0.0155852-0.0140185j -0.0332392-0.0120139j 0.0287888-0.0522249j -0.0270335+0.0160775j 0.0530706+0.0238637j -0.0538827+0.0169158j 0.0358599-0.0446897j -0.0198689+0.0338758j -0.000446084-0.0249129j -0.0543383-0.0277486j -0.00941461-0.00188002j 0.0159449-0.0133723j -0.021684-0.0277639j -0.0380561+0.00465509j -0.047801-0.0172583j -0.0373671+0.0175673j 0.0143997-0.00597037j 0.011006+0.0216832j 0.0354111+0.0106927j -0.0230213-0.00602771j 0.0131652+0.0240865j 0.0289041+0.00681218j 0.00472192+0.00172815j -0.0261264-0.0339568j 0.00619627+0.0158904j -0.00888941+0.0123076j -0.00227609+0.0170935j -0.0138492+0.017156j -0.035693+0.00775634j 0.00434632+0.0028416j 0.00556745+0.0050087j -0.00783264+0.00110172j 0.0188041-0.00581681j -0.020438-0.0324351j -0.0026539+0.00473011j 0.0037191+0.000401761j -0.0426417-0.0114701j -0.0334304-0.0333121j -0.0147386-0.00350856j -0.0238494-0.0381359j -0.028406-0.0177269j -0.0106608-0.029616j 0.00051119+0.0360028j 0.00928466+0.00437614j -0.024616+0.0168146j 0.0350305+0.01419j -0.0273261-0.0158533j 0.0123271-0.0208583j 0.0301214-0.0195455j -0.0186528-0.00473798j -0.00510198-0.00782014j 0.0140034-0.00722965j -0.0139896+0.0176197j -0.0159137+0.000201563j 0.0356449+0.00485698j -0.0177605-0.00427972j 0.0244013+0.00786004j -0.0105452-0.015043j 0.0139867+0.00509429j -0.012317-0.00618416j -0.0125052-0.0170543j 0.00702852-0.00359279j 0.0080362-0.0155388j -0.0172792+0.0062646j -0.0316973-0.0116367j -0.00681668-0.00552149j 0.0124108-0.024537j -0.00702998+0.00285997j 0.0410788-0.0229197j -0.0138416-0.00109127j 0.0242643-0.0145353j -0.0043728+0.00443589j -0.000429187+0.0222713j 0.0277495+0.00278078j 0.00223273+0.0049518j -0.0211776+0.00415759j -0.0298152+0.00716306j 0.0133195+0.0242332j -0.0421157-0.00176175j 0.0177535-0.00463548j -0.0084827+0.0153147j -0.00495461+0.0216791j 0.0150463-0.00881154j -0.0309437+0.00936746j 0.001821-0.00898755j 0.0107648+0.0355763j -0.00323204-0.0261176j 0.0172213+0.0212409j 
-0.0385685+0.0283313j -0.0101649+0.176417j -0.0265503-0.000438483j -0.016282-0.0620237j -0.145953-0.020154j 0.00444149+0.077776j -0.0693774+0.0300014j -0.0411877+0.0148097j -0.0378452+0.0994449j 0.0216899+0.0262568j -0.0317695+0.0111614j 0.0251515+0.0286808j 0.0333601+0.0162376j 0.0273132-0.0189462j -0.0286661+0.00420399j 0.00166583-0.0259843j -0.00765371-0.0377389j 0.0389974+0.0235098j -0.00583355+0.00174378j -0.0210361-0.00589924j -0.0107811-0.0121368j -0.0695718-0.00392429j -0.00464472-0.000200835j 0.00382743+0.00531989j 0.0460171+0.00425076j -0.0390669-0.00166125j 0.0320881+0.00232216j -0.00367097+0.00333378j -0.0241783+0.0103461j -0.0120449+0.0102142j -0.0251749-0.0330719j -0.0444146-0.0208527j -0.0506703-0.0127809j 0.00211547+0.0309299j -0.0129881-0.00549404j -0.0324461+0.00628222j 0.0435586-0.00768939j 0.0418203-0.00578934j -0.0125287+0.0008647j 0.0178589-0.00965284j -0.030752-0.0119598j -0.0177051+0.0268053j 0.0821407+0.0232256j 0.00494646+0.0171102j 0.00466252+0.00564738j -0.0087107-0.00971012j -0.02211+0.0171063j -0.00471569+0.0221306j -0.0231065-0.0135267j -0.0051877+0.0297214j 0.0183149-1.49291e-05j -0.0233264+0.000573035j -0.00219448+0.00747073j -0.0151385-0.0113971j -0.0203787-0.000121952j -0.0134151-0.0056564j 0.00063166+0.0106526j -0.0145721-0.00423j 0.00353002+0.013401j 0.00625116+0.000861261j 0.0106931+0.00877069j -0.00454778+0.00110736j -0.0177629+0.00721178j 0.00127859+0.00281672j 0.0266373+0.00420658j -0.0363382-0.00319743j 0.0250147-6.31398e-05j -0.00211092-0.00810004j -0.00165975+0.00976604j -0.0119965+0.00724038j -0.0106563-0.000178536j -0.00137829+0.0176999j 0.00764993-0.00503953j -0.0131412+0.000131632j -0.00341806+0.00797037j -0.0115953+0.00504833j -0.00115983-0.0014232j 0.0115944+0.00577264j 0.00585628+0.00233634j 0.0181672-0.00407986j 0.000571112-0.00317444j -0.0102538+0.00617972j 0.0254214+0.0020428j 0.0227812-0.00137466j 0.00970655-0.0179915j 0.0284836+0.00167196j -0.00404831+0.0126313j 0.00413989-0.00776074j -0.0207596+0.0146058j 0.00173056+0.0085859j 0.00753705+0.00862209j -0.000340718+0.00404951j -0.00651988+0.00511458j -0.0139518-0.0059278j -0.00184945-0.0217381j 0.00324268-0.00476401j 0.00645693-0.00207311j 
0.0244422-0.0670003j -0.00644308-0.0746599j 0.00137158-0.0373988j 0.033599+0.0555478j 0.0544148+0.030209j 0.0415451-0.0236624j 0.059722-0.0355676j 0.0412941-0.00065497j -0.00525212+0.0409263j -0.0156573-0.0538246j 0.0164813+0.00406913j -0.00230238-0.0600805j -0.0554373+0.0410985j 0.0135984+0.00516168j 0.00103398+0.0182643j -0.0419603-0.0703933j -0.0256896+0.00976432j -0.0561316-0.00305044j 0.0116308-0.0221707j 0.0101944+0.0340474j -0.0120975+0.00203914j 0.0611837+0.0132302j 0.0377465+0.0261628j -0.00213051-0.00321859j 0.00697184+0.00248283j -0.0307701-0.00162492j 0.0148872-0.0215399j 0.00439848-0.00538763j -0.0248803+0.0156887j -0.00563432-0.00298247j -0.0265339+0.00468323j 0.0147742-0.00278227j 0.0164676-0.0227609j -0.0158958+0.011531j -0.00732456-0.011201j 0.00145107+0.00331448j -0.0109203+0.0291344j -0.0234748+0.0184294j 0.014956+0.0390788j 0.000595239+0.00093338j 0.0360958-0.0108161j 0.0504698+0.0260453j 0.0327019-0.0176629j 0.0402894+0.0207522j -0.0394529-0.000831295j -0.0206597-0.00575032j -0.0199188+0.0520031j 0.00726621+0.0127698j -0.0464955+0.00662081j -0.0272858+0.0185596j 0.025+0.00470823j 0.0188799-0.00428503j 0.0713808-0.0215378j 0.0175969+0.0208687j -0.048223-0.03302j -0.00653994-0.027373j -0.028446+0.0361929j 0.0054567-0.00826124j 0.00266497+0.00272369j -0.0129312+0.0239085j 0.0343706-0.00568065j -0.0218935-0.0266715j -0.0057638+0.00887335j 0.0119393-0.0156501j 0.0179989+0.00590292j 0.00855342-0.00481999j -0.00577636+0.000610687j 0.0331202-0.0271857j 0.00924921+0.00186832j -0.0216198-0.00151953j -0.0088415+0.00651937j -0.00822709+0.0145017j 0.011547-0.0352384j -0.0216107-0.000432234j -0.0402032+0.00295448j -0.0216262+0.0222562j -0.000755001+0.0022442j 1.65802e-05+0.0172859j 0.0269909-0.00544216j 0.0137512-0.000343196j 0.0137136+0.00941406j 0.0152426+0.0012667j 0.00909728+0.004007j 0.0419787-0.00375428j 0.0243668-0.0264384j 0.0222969-0.000425525j 0.00609095+0.00895557j 0.0128915-0.0195103j -0.0285246-0.0141932j 0.00697128+0.020483j 0.00334328+0.00496996j -0.011399+0.000611506j 0.0238717-0.00390281j -0.00188301+0.00918634j -0.0166397-0.027739j -0.00382037+0.0182056j -0.0112354-0.0188527j 
0.0220445-0.142171j -0.0223161-0.00287204j -0.0531912+0.0874182j -0.0206064-0.0266506j 0.0480226+0.0774572j 0.119375-0.0147948j 0.023295-0.0433824j 0.0379246-0.0704741j -0.0304944+0.0432691j 0.0310973+0.0617813j -0.0665347-0.0052074j -0.00380533+0.0306057j -0.00226925+0.00619761j -0.0321221-0.045909j -0.0109645+0.0335175j -0.0121688+0.00256938j 0.0061942-0.0013742j 0.029786+0.00564012j 0.0139237+0.0163871j -0.0146049-0.0257219j 0.00601554+0.00326227j 0.0438417+0.0392184j 0.00849783-0.012414j -0.00189145+0.00299231j -0.015177-0.0173988j 0.00218616+0.00191226j -0.001452-0.017091j 0.0192431+0.0195734j 0.050414+0.0528572j -4.16618e-05-0.0215314j -0.0307127+0.00844529j -0.0261767-0.000447106j 0.00916797-0.0105531j -0.00169223+0.0247393j -0.00450179-0.00683019j 0.00283104+0.0109227j -0.0242563-0.0117657j -0.00664027+0.00435626j 0.0309275-0.0123379j -0.0317456+0.0085502j 0.0247943+0.0158227j 0.0310441+0.0376602j 0.015212-0.0507975j 0.0440013+0.0140991j -0.000837639-0.0126375j -0.0183822-0.0377913j 0.0702812-0.019883j 0.0394565-0.0127723j -0.00927861+0.0200188j 0.0431026-0.0296109j -0.017734-0.0065737j -0.0900483-0.00310656j -0.0876518-0.0267424j 0.0516271+0.0159825j -0.0470345-0.00732757j 0.0199913-0.00634795j 0.0189467-0.0189351j -0.00539219+0.0143622j 0.00782541+0.00904963j 0.00364363+0.00205065j -0.00191489-0.0183154j -0.00815914+0.00644407j -0.0273225+0.0109337j 0.0145019+0.0112756j 0.00730285-0.000585456j 0.0107571-0.0205098j 0.0299911+0.0030375j 0.00599961-0.0130627j 0.0080011-0.00873913j 0.0127946+0.000369872j 0.0135438-0.0152235j 0.0136843-0.00628118j -0.00820178+0.00745326j -0.00168982-0.00419954j -0.00992168+0.0123139j -0.00438949-0.00672156j 0.0184942+0.00864099j -0.018771-0.0109631j 0.0240592-0.00536372j 0.00486259+0.00579252j -0.0143987+0.0192696j 0.0221394-0.0048041j 0.0156637+0.00187103j 0.00990067+0.00231932j -0.0159122-0.0118882j -0.0221048-0.00871008j -0.00674273-0.0103334j -0.0119436+0.0129846j 0.00741561-0.00306721j -0.00512438+0.0338736j -0.00793312-0.0232003j -0.0107256+0.00517471j -0.030923-0.0100114j 0.00796599+0.00243937j 0.0109964+0.0329286j -0.000768691-0.022608j 0.00587562-0.00392011j 
