0.00735596+0.028308j 0.00899908-0.0350277j 0.0108695-0.017569j 0.00615195+0.0258745j 0.0224517-0.00411852j -0.0173835-0.000885299j 0.00337742+0.0120185j -0.000448541+0.0032663j 0.015815+0.0280399j 0.00604651-0.0144089j 0.0139433-0.00662802j -0.00600024+0.000542132j -0.00860338-0.00675383j 0.00580581+0.000113873j 0.00349843-0.00695781j 0.0110915-0.00252105j 0.000575796+0.0104319j -0.0171341+0.00232321j -0.00435049+0.0056863j 0.000105216-0.0119989j 0.0078816-0.00166074j -0.00434499-0.018923j -0.0110408-0.0101684j 0.00043119-0.0140556j -0.00835677-0.00811082j 0.000933044+0.00963202j -0.0024085-0.00564548j -0.00397528+0.00391609j -0.00780689-0.0136755j 0.0039531-0.00106064j 0.00224129+0.00895899j 0.0237318+0.00162846j 0.0098303-0.002695j -0.00143264+0.00874172j 0.00449796+0.0142772j -0.00640654+0.00229827j 0.00861753-0.00191894j 0.00470539+0.00355261j -0.00637312+0.0025246j 0.00426999-0.0166293j -0.00276825-0.0133701j 0.0100597-0.0119359j 0.00903503-0.000294696j -0.00531993-0.00198762j 0.00776021-0.00226167j 0.00459606+0.00392548j -0.0106333-0.00840786j -0.00644138+0.002088j 0.00673013-0.0289621j -0.013713-0.00394008j 0.00394627+0.00176982j 0.00788698-0.0078926j 0.00834062+0.000288636j -0.0004458+0.00337993j -0.000562019-0.00508843j -0.00673023-0.0106723j -0.00414135+0.012346j -0.0050778-0.0120728j 0.00242902+0.00428709j -0.000207733+0.0131428j 0.0171244+0.014789j 0.00371352+0.00207097j -0.00231447-0.0166425j 0.00732188+0.00785911j -0.00270186-0.00336682j -0.00798156+0.000343531j 0.00677398+0.0199757j 0.0033887-0.00910168j -0.0173723-0.00362641j -0.0090486+0.00460933j 0.00196727-0.0113599j -0.0185019-0.0316662j -0.0156071+0.0216298j -0.0114412+0.00320871j -0.00514827+0.0069393j -2.48509e-05-0.0217962j 0.00277363-0.00542356j 0.0111224-0.0171841j -0.015523-0.0204111j 0.00579337+0.00825071j 0.0116812+3.34597e-06j -0.0077109-0.00780767j -0.0282303-0.00711116j 0.000388329-0.0105533j 0.0025058+0.00657089j -0.0249558-0.0104564j -0.013908-0.00573576j -0.0363115-0.00486062j 0.0283673-0.00540227j 0.022457+0.00544768j 0.0121999-0.00392846j 0.225897+0.000666402j -0.0140296+0.00468973j -0.0169445-0.0027785j 0.030369-0.0154684j 0.113583+0.0224248j -0.00272107+0.20646j 
0.00682261+0.0128941j -0.000476095-0.0489825j -0.016233-0.0355816j 0.0101062-0.0400955j 0.024366+0.00199243j -0.0128715+0.0323843j 0.007378+0.0730042j -0.0112627+0.0248986j 0.040711-0.012977j 0.0341105-0.0743496j -0.016611-0.015292j 0.0294449-0.0868088j 0.0125681+0.004163j -0.00325187+0.0829905j 0.0268344-0.0701448j 0.0277928+0.00869865j -0.000137137+0.0339734j -0.0307219-0.0648993j -0.00896736+0.00184316j 0.036046-0.0146153j -0.0199939+0.0280129j -0.00920811-0.0755043j 0.0162898-0.0178356j 0.0164051-0.057887j -0.00867816+0.0358975j -0.0642319-0.0384955j 0.0507506-0.0613542j -0.0228348+0.0121972j 0.000174186-0.117359j 0.00941896-0.0406629j 0.00878968+0.0466056j -0.0218194-0.00936397j -0.0527981-0.0387863j -0.0643521-0.000108315j -0.00351729+0.0832708j 0.0392422-0.156681j -0.0211731-0.0223499j -0.0244854-0.0285273j -0.0034925+0.0500395j 0.0156137-0.049428j -0.000284679+0.0735476j 0.0275589-0.0723718j -0.0201394-0.0254496j -0.0955974-0.0184302j 0.0015827+0.0478647j -0.0414252+0.0334591j -0.0528317-0.0477979j -0.120929+0.0688764j 0.0593884-0.112307j -0.0546329-0.0267381j 0.0273419+0.0263961j 0.0365049-0.0788955j 0.147626+0.0743094j -0.0243381-0.124559j 0.0867558-0.0959555j 0.164319+0.0844088j -0.0423953+0.0942007j -0.147077+0.0271811j 0.0563984+0.0330671j 0.15286-0.00679042j 0.161599+0.047151j 0.0205841+0.0338006j 0.198134-0.0231586j -0.0192968-0.131734j 0.0457683-0.101264j 0.0128214+0.105979j 0.0444523-0.00486663j -0.123058-0.0398738j 0.0447723+0.00620847j 0.0134457-0.0518035j -0.0134713+0.0577271j -0.0549975+0.00811921j -0.0699204-0.0878825j 0.0347932+0.0756334j 0.0382367-0.029794j -0.0220903+0.0920381j 0.0277524-0.070145j -0.00788774+0.0515128j -0.0371928+0.0196553j -0.0860313-0.0277712j 0.000512114+0.0133693j 0.0584941-0.0778193j -0.106101-0.0217978j -0.0220443+0.00762083j -0.0582865-0.0572048j -0.0617596+0.02244j -0.0293177-0.061408j 0.0450371+0.0478162j -0.00275866+0.0148871j -0.00596072-0.0609223j -0.0123699-0.104542j -0.00825002+0.000840845j -7.72151e-05-0.0138913j 0.00434526+0.0508019j -0.00296653+0.0227239j -0.00898043-0.00353441j 0.00125092-0.00527804j 
0.0120988+0.00428018j -0.00218161-0.0403914j -0.0366209+0.0429645j 0.0175436-0.0388884j 0.0101888+0.0178085j -0.00749258+0.038101j 0.029578+0.0737312j -0.0110331-0.0126338j -0.027837+0.0306561j 0.0477412-0.0496053j -0.0446721+0.040821j -0.0244128-0.0635826j -0.00589706+0.035432j 0.061195+0.0485215j 0.0191803+0.00863147j -0.0464966-0.0830815j -0.0677727+0.0088523j 0.00437042+0.0380144j 0.0254132-0.077889j 0.00123498+0.0556551j -0.0288614+0.0539964j -0.0113339-0.0147055j 0.0115906-0.0159904j -0.0130583-0.0184683j 0.00199309-0.00349715j -0.00592618-0.0570636j -0.024642+0.00933652j 0.00800911+0.0731671j 0.00193889-0.0645888j -0.000257157+0.0720029j -0.0182965-0.0171523j -0.0612605-0.0111742j -0.0336478-0.0774975j -0.0100783+0.0217556j 0.00536915-0.0128369j -0.0460686+0.0429662j 0.0106246+0.0574249j 0.0325851+0.108654j -0.00971301+0.0970723j -0.0320501+0.0433649j 0.0289295-0.107368j 0.0690005-0.0489855j -0.0139514+0.0260772j 0.0107039+0.0297328j -0.0859577+0.0394704j -0.044599-0.0662267j -0.0913659+0.0698575j 0.00519801-0.0953895j -0.023585+0.0229818j -0.021916-0.101584j 0.00713165+0.0808024j 0.0178131+0.00255947j 0.0429418+0.0320471j -0.0243074+0.114395j -0.0242587+0.0792959j -0.101775-0.0827921j -0.0889655-0.0412549j 0.150791-0.0245173j -0.255351+0.0623915j -0.0367273-0.00320413j -0.0270285-0.00954817j 0.0386298+0.152265j -0.0631414-0.0942651j -0.00893929+0.158285j 0.121654-0.0198727j 0.0468537+0.0756793j -0.0477305+0.0102219j -0.117196-0.00661391j 0.033805+0.0696469j 0.0270414+0.0235648j 0.00352812+0.0439051j -0.0341137-0.0179653j 0.0253219+0.00164891j -0.0079833+0.0768457j 0.0768224-0.04469j 0.0333593-0.000779345j -0.0958423-0.0162983j 0.0734392+0.0378932j -0.139862+0.0316236j 0.018215+0.0327678j 0.020321-0.0825578j -0.0756169+0.0110338j 0.0116252+0.00748398j -0.0576139-0.082624j 0.0275409+0.00542144j 0.00356272+0.030679j 0.0857389-0.00480082j 0.0688394-0.00961551j 0.0362197+0.059525j 0.0156995-0.0883288j 0.0143806+0.0896198j -0.0241793-0.00192472j 0.0431929-0.00932463j 0.0240984+0.0804362j -0.0212751-0.0263356j 0.00172731+0.0261541j -0.0104889-0.0250425j 
-0.0167212-0.00923905j -0.00476859+0.038684j -0.0136204+0.0715686j -0.0228772-0.0139199j -0.0373878-0.0107293j 0.0202099+0.0646319j -0.0445437+0.0227427j -0.0240957+0.0826864j 0.0169574-0.0191031j -0.0105418+0.0103623j -0.0562377+0.00587091j 0.0409509+0.0286727j 0.00631834+0.0134876j -0.0830271+0.0882172j -0.0593232-0.0448933j -0.0340076+0.00925971j 0.0273053-0.0620183j 0.0108954+0.00243087j -0.038495-0.0177629j -0.0235422-0.0161706j 0.0394487+0.019137j -0.051009+0.0543189j 0.0198489+2.36258e-05j -0.0060303-0.00197928j 0.0121494+0.0408875j -0.00214502-0.0648279j 0.0351807+0.0398331j 0.0169445+0.032625j 0.0106384+0.0179404j 0.00510684+0.0997052j 0.04745-0.0106231j -0.0283537+0.0675943j 0.0192244+0.0230673j -0.022143-0.11638j -0.00244563+0.00640947j 0.0266861-0.0538621j 0.00502974+0.0236082j -0.00473056-0.0728711j -0.045106-0.0827842j 0.0560139-0.0469276j -0.043297+0.0639158j -0.0902824+0.0586832j 0.0368095-0.0359067j 0.00460541-0.000231407j 0.0252612+0.0607817j -0.00444339+0.0104251j -0.030903-0.073885j 0.0264492+0.0124218j -0.00485474-0.0330698j 0.0526552+0.0779849j -0.009787-0.152117j -0.0966583+0.0114401j 0.0293787+0.023699j -0.177454+0.0516231j 0.154909+0.0516634j -0.0441804-0.0517558j 0.0294214-0.00129194j 0.0187243-0.0370286j 0.115469+0.0466759j -0.0616373-0.0505308j -0.12205+0.0149576j -0.0286399+0.0487953j 0.018675-0.036353j 0.0488567+0.0363723j 0.0224662-0.083289j 0.0506828-0.0125248j 0.148727+0.0239169j 0.112491-0.112157j 0.0566453+0.0413843j -0.0157254+0.00472923j -0.00767326-0.145873j -0.027715+0.0291282j -0.000521557-0.0335157j -0.102805-0.0585758j -0.0164715+0.0695846j 0.0300577-0.060006j -0.0283363-0.0161741j 0.0458112+0.0399118j -0.0057461-0.0273445j 0.00499266-0.0446908j 0.0520296+0.0528472j -0.0249986+0.0729421j 0.0517032+0.0767068j 0.0413433-0.0324821j 0.0385512-0.000497338j 0.00859641+0.00215092j 0.04127-0.0175914j 0.0569028-0.0406999j -0.0231434-0.0243006j 0.0364174+0.0241377j 0.0238671+0.0729931j 0.008462-0.0100881j 0.0504946-0.0095042j 0.0154868+0.0438798j -0.0346453-0.039911j 0.0110667+0.0392644j -0.0163891-0.00115343j 
-0.00497933+0.0168653j -0.00324298-0.0333785j 0.025981-0.0406096j 0.0140575+0.0999675j -0.0110431+0.00359798j 0.00509965+0.0259087j 0.00796433-0.0357959j 0.0186264+0.00356224j 0.00716863-0.00222803j -0.0225676+0.048885j 0.03479+0.046951j -0.00993626+0.0487609j 0.065793-0.0190212j 0.0127906+0.0143375j 0.0421101+0.00542037j 0.0410937+0.0493322j 0.0165375-0.00223174j -0.0151404-0.00890276j 0.00770333-0.0246317j 0.0137176-0.0292888j 0.0311848+0.0305217j -0.00668022+0.0163102j 0.0218296-0.0749306j 0.0412707+0.020876j -8.75376e-05-0.0285922j 0.0316604-0.0213806j -0.0240402-0.0903992j -0.0384745+0.0720936j -0.0222919-0.0774137j 0.0190372-0.0118006j -0.0748108+0.0547358j 0.0165736-0.0175746j 0.0245337+0.00822917j 0.0118759+0.0082752j -0.0461164-0.0792606j 0.0010573-0.068005j 0.0148721-0.0265216j 0.0246889+0.0694023j 0.0324817+0.0295674j -0.0166109-0.0291021j 0.016803-0.0183635j -0.0486346-0.0592547j -0.0117113-0.0797479j -0.00189732-0.00889356j 0.0864746+0.0390466j 0.0384496-0.114069j 0.0199448-0.0263305j -0.00480639-0.0743219j 0.0219279+0.0297096j 0.0552982-0.0660741j -0.027987+0.0191577j -0.0245149-0.153878j -0.0665652-0.0852345j 0.115933-0.109788j -0.0254137-0.125651j 0.130854+0.0382193j 0.0045906-0.0571007j -0.0451663+0.0107938j -0.055326+0.0446068j 0.087762-0.0315352j 0.0968935+0.00853077j 0.0315884+0.0477832j 0.0735539+0.00579166j 0.0258098-0.0204225j -0.0344267-0.019965j 0.0943775+0.000932927j -0.00418132-0.0167734j -0.0345104-0.0266583j -0.0858575+0.04502j -0.109306-0.0370939j -0.0592654+0.0128058j 0.124327-0.0318565j 0.0738934+0.0420211j 0.0751826-0.097573j 0.00621782-0.031977j -0.00104586+0.0492808j 0.00441655+0.10011j 0.00104563-0.023587j -0.0260216-0.0644042j 0.114684+0.0514031j 0.0794998-0.0932246j -0.0334172-0.0282111j -0.0589768-0.0823539j 0.00233171-0.02443j 0.0691824-0.00731474j 0.0400149-0.0375748j 0.0546479+0.0199013j 0.0212472-0.0501632j 0.0117019-0.0953275j 0.0127948-0.0496049j 0.0389397+0.0650049j 0.000857182+0.0206059j -0.00246773+0.00211959j -0.00126462+0.00894002j -0.0235196-0.0519672j -0.00187063-0.0196704j -0.00213311+0.013874j 
0.0183656-0.0185905j 0.00496187-0.00899967j -0.00746058+0.0325503j 0.0136838-0.0373457j 0.0309486+0.0214497j 0.00280138-0.0606514j 0.0132336+0.0177497j 0.066463-0.12076j 0.00812825-0.0681921j 0.0282187+0.0486554j -0.0106036-0.00324491j 0.035488+0.044812j 0.0283413+0.0681991j -0.0369215+0.00242474j 0.0127575+0.0235747j -0.031837+0.0691586j 0.0291427-0.00276253j 0.00630497+0.0192222j -0.0200553-0.0348905j 0.0114133-0.00485878j -0.0259993+0.0302183j 0.00847653+0.0607627j -0.0128622+0.00732161j -0.0313969-0.0232557j -0.0565292+0.0765176j 0.0435179-0.0882031j -0.0146891-0.0261504j 0.028792-0.0196249j 0.00916406+0.167981j 0.0168103+0.0784785j -0.0238668-0.0181667j 0.0201285+0.0681631j -0.052908-0.0133687j 0.0123882+0.0334539j 0.043709-0.0283143j -0.00655189-0.0303695j 0.00805664-0.0315991j 0.0305157+0.0122392j 0.0363142-0.073431j 0.0230458+0.0999388j 0.0220699+0.129237j 0.0378658+0.0315427j -0.0264574-0.0624949j 0.018424+0.0958237j -0.124766+0.0888803j -0.0144365-0.0842781j 0.0803214+0.11704j 0.0423006-0.0109607j -0.00589445+0.0297841j 0.133283+0.09085j -0.0120374+0.0929465j -0.296503+0.0426779j 0.0934621+0.0451787j 0.0352196-0.0043959j 0.0885648+0.0202922j 0.00242754-0.0581705j -0.00239542-0.0262896j 0.035711+0.0040608j -0.119836+0.0354926j -0.0885068+0.0674384j -0.0210844-0.0165189j 0.0185309+0.0348385j 0.0573901-0.0635401j 0.00530981-0.0276539j 0.00491806+0.0620342j 0.118916+0.0738099j -0.110774-0.036843j -0.00963685+0.034687j -0.0761928+0.0344746j 0.0803292-0.059121j -0.0699224+0.0502457j -0.00834389-0.0811913j 0.0249388+0.106871j 0.0469239+0.0152838j -0.0529174-0.00785896j 0.00828397-0.000496233j 0.0473502+0.0721989j -0.0740889+0.0378644j 0.0445325-0.010472j -0.100211-0.0491152j -0.0985993+0.0380996j 0.0472782-0.00532483j -0.00280135-0.0213372j 0.0103033+0.0554114j 0.00664154+0.0410457j -0.063043-0.0240716j -0.0192262-0.0851896j 0.0130058+0.0710417j -0.0228223+0.0246273j 0.0295424+0.0549665j -0.00108203-0.0492833j -0.0111034-0.0109971j -0.0285994-0.00888419j 0.00753787+0.0136563j -0.0018161+0.0446033j 0.0052373-0.0180221j 0.00658949-0.00640378j 
-0.00748138-0.0230187j -0.00988085+0.0487615j -0.0290309+0.0897634j -0.0104082-0.0475532j -0.0260389+0.0289198j 0.0314997+0.0330616j -0.00637252-0.0197542j -0.0198339+0.00306291j 0.0133414+0.0200695j -0.0230763+0.0276054j -0.0759394-0.00779856j -0.000439454+0.0480456j 0.039778+0.00739053j -0.0114764+0.000824535j 0.0401903+0.00343065j 0.00817228+0.00512191j -0.042637-0.00814785j 0.0188966-0.025684j -0.0014701-0.017447j -0.0109504-0.00454652j 0.0103967-0.0300646j -0.0245408+0.00701667j 0.0337289-0.014422j -0.0011259-0.0200069j -0.0471879+0.0332382j -0.00503942-0.0440602j 0.0137804+1.9688e-06j 0.0246725+0.0169029j -0.00146781+0.0241811j 0.00319218+0.0412261j 0.0510889-0.0116063j -0.0591463-0.0209788j -0.00697547-0.0397287j -0.0316672-0.0304907j -0.0344981-0.0996963j 0.0127314+0.022988j 0.0142047-0.00459272j -0.00702768+0.0913328j -0.0436346+0.0310506j -0.0154077-0.0312323j 0.0177606-0.147536j -0.00531405+0.0362184j 0.0336405-0.0607837j -0.0213836+0.116425j 0.063531+0.0415186j 0.00239444-0.0879703j -0.0668287+0.102975j 0.0250153+0.0564578j 0.00898588+0.103058j 0.05693+0.0116042j 0.0259817+0.150085j -0.117932+0.0593825j 0.04941+0.0395769j 0.12013+0.0350039j -0.0627102+0.00643697j -0.0672587+0.0248339j -0.0434236-0.014414j 0.0604355+0.0322411j -0.18299-0.00414255j -0.0493084+0.0217461j -0.0109234+0.0207575j 0.00952853+0.0336051j -0.0311373-0.0519386j -0.0294401-0.00394272j -0.00789282+0.0293255j 0.027079+0.030173j 0.0543569-0.0134888j 0.124257-0.0235091j 0.0970046-0.0244956j -0.0867743+0.0296118j -0.0401767-0.0977142j 0.0381018+0.0396082j -0.0505092-0.016026j 0.0345548-0.0943496j -0.0443899+0.0320373j -0.11048-0.0633803j 0.0155233-0.0771679j -0.0148378-0.065865j 0.0344293-0.0252388j 0.0373386-0.0327108j 0.00465052+0.00955729j 0.0936484-0.0245003j -0.0217605-0.034077j 0.0530789+0.0999845j -0.0039999-0.0395418j -0.0412354+0.0186195j -0.0147938+0.0488733j -0.0461471-0.00790502j -0.0207101-0.0945757j -0.0208495+0.0416476j -0.015475-0.0662489j -0.0153065+0.00354632j -0.0104813-0.00904726j -0.00545765-0.032238j 0.0147806+0.0551825j -0.00643365+0.00194002j 0.00322592-0.00123159j 
0.0214937+0.00692469j 0.00941028-0.0570514j -0.000782025+0.0151251j -0.0102586-0.0209171j 0.062911-0.00159925j -0.0273141-0.00696233j -0.00798697+0.00275305j 0.0297783+0.0765128j 0.00573066+0.0850969j -0.0105145-0.00734316j 0.00373891-0.0299878j 0.00441818+0.0178899j 0.0469064-0.0301451j -0.0390884+0.00894227j 0.00315258-0.0891201j -0.00911239+0.0677638j -0.0525874-0.00457193j -0.012803+0.0409623j -0.0138148+0.0146102j 0.029719-0.024531j 0.0363739+0.00888465j 0.0484275-0.0343707j 0.0141246-0.0271455j 0.0456805-0.0380012j 0.0131388+0.0432395j -0.00335129-0.0563765j -0.00737078+0.0177499j -0.00527324-0.00979725j -0.00199023+0.00544658j -0.00899832-0.0381415j 0.0319078-0.0614717j -0.023447-0.0710024j -0.00644839+0.0662284j -0.0520677+0.0164963j 0.0315422+0.0335393j -0.0235488+0.0483j 0.0374363-0.0955578j 0.0551453-0.00611051j -0.0200982-0.125918j 0.0296544-0.0285969j -0.00630593+0.0352315j -0.0360193-0.0510174j 0.0811451+0.0103711j 0.0128379+0.102765j 0.110622-0.0298453j 0.04862+0.0727958j -0.0749415+0.0950086j 0.0219885-0.00709507j 0.0250253-0.0154516j 0.0386784-0.053557j 0.021721+0.0390049j -0.0698455+0.00793471j -0.00408389+0.0493907j -0.012137+0.0189216j 0.0045596+0.0312247j 0.0522344-0.024165j -0.0569351-0.0501348j 0.0415843+0.0257974j -0.0968596-0.0369535j 0.0853983+0.0327858j -0.03062-0.0200213j -0.0322983+0.0214299j -0.0552276+0.00039926j 0.0542313+0.024905j 0.042851-0.0788607j 0.0610897-0.0423957j 0.145182-0.0138051j -0.0162971-0.0831134j -0.0267721+0.0125173j -0.0992402-0.0118064j -0.0404781-0.0973451j 0.00498884+0.0100973j -0.0213407-0.00343898j -0.00883998-0.099773j 0.0948008-0.0361662j -0.0237021+0.0773206j 0.0150506+0.00844849j 0.0133209-0.00551514j -0.0102477+0.0630734j 0.0367947+0.0289174j -0.000648704-0.0453707j -0.0299371-0.0564797j -0.0595549-0.0397654j 0.0133476-4.20824e-06j -0.0579421-0.0586938j 0.00639365+0.0292019j 0.00578414+0.0319397j 0.0352223-0.023172j 0.0220261+0.000573068j -0.0524671-0.0421057j -0.0155769-0.00164971j 0.011464+0.000870164j -0.00964433+0.00290026j 0.00325546+0.0451082j -0.00546139-0.00960928j 0.00316829-0.00888093j 0.00754077-0.00373534j 
-0.0145541-0.0193649j -0.00306787+0.0246338j -0.0373064+0.0314546j -0.0133065-0.0305905j -0.0528604-0.0301742j 0.00180827+0.0822646j -0.00974046-0.014585j -0.0208899-0.0245193j -0.0176247+0.0640759j 0.00736061-0.0472545j -0.0576157-0.0216382j 0.00428168-0.0246737j -0.0100226+0.00930091j 0.024423+0.0268491j -0.0155099-0.0168195j -0.0088342-0.0414692j -0.0248366+0.0264275j 0.0229393-0.0625973j -0.0255828+0.0154652j 0.00440388+0.0284539j 0.000498861+0.0179886j -0.0211038+0.0132572j -0.00147358+0.00124914j -0.0240652-0.0192219j -0.000680832-0.00825614j 0.000447909-0.000330817j 0.0347905-0.108653j 0.0349751+0.0151617j -0.0011027+0.020975j 0.0085004-0.0374907j 0.0113086+0.0316382j -0.0471758+0.0418736j -0.0116098-0.0198663j -0.0365132-0.112183j -0.0485003-0.00144608j 0.00815204-0.0319211j -0.0100762+0.05657j -0.032119-0.058838j 0.00789744+0.022474j -0.0480219+0.0553051j 0.0279212-0.0733644j 0.0409314+0.0728925j 0.0172416+0.00190744j -0.0163828-0.022114j -0.0497537+0.0223077j -0.0477572+0.00507882j -0.0137692+0.0673863j -0.0495765-0.107179j -0.0127245-0.0395846j -0.0167788+0.0501956j 0.0223494+0.00258793j -0.0436937-0.0229771j 0.0614804+0.00174262j 0.0410707-0.056244j -0.00493515-0.0445102j -0.0445684-0.0300664j -0.0039103+0.0164765j -0.015051+0.0495139j 0.0339785+0.00715581j 0.015628+0.0311351j 0.0352671+0.0505194j -0.00157265-0.00738766j 0.057556-0.0293503j -0.0371675-0.0231318j 0.00923661-0.0189479j -0.0331949+0.0413383j 0.040442+0.00785393j 0.0901217-0.0140214j 0.0812861-0.0104904j -0.0607755+0.0405126j -0.0208647-0.05167j -0.0169277+0.0272055j 0.00165601-0.0703682j -0.0309936-0.0360552j 0.0252668-0.0369724j 0.0374718-0.0188387j -0.055052-0.0451429j -0.0464592-0.038356j -0.0268969+0.0632125j -0.035948+0.00378623j -0.0106178+0.00472858j 0.0459734+0.0179607j -0.0234877-0.00406551j -0.0668171-0.0491124j -0.031293+0.0707886j -0.051626+0.0157081j 0.00393013+0.0132432j -0.0687087+0.0677517j 0.0604239+0.00865043j -0.0268572-0.0329572j -0.0269918-0.0623715j -0.00738017-0.0143221j 0.0356244-0.0134837j 0.00947546-0.0236502j 0.054551+0.056465j 0.00441011+0.0253868j -0.00505032-0.00604808j 
0.0374366-0.0075334j 0.0175252-0.089683j -0.0387061+0.116793j -0.00261199-0.0483207j 0.0949911-0.00132522j -0.0306813-0.0582748j 0.035591+0.0441667j 0.0658391+0.0123333j -0.00597047-0.0362171j 0.00623331+0.086924j -0.0659548-0.0253204j -0.0177242-0.0709768j -0.0209925-0.0474249j 0.0013143-0.0479105j -0.070975+0.0100115j -0.0237466-0.0152759j 0.0249419-0.0446812j 0.025891+0.0617491j 0.0148087-0.0397056j 0.0336854+0.0483339j 0.0168013-0.00913785j 0.0368911-0.0444174j 0.0147589+0.00102935j -0.0203749+0.0794781j -0.0192263-0.0901267j -0.0279533-0.000503347j -0.00634753+0.0913182j 0.0493277+0.0402654j 0.0893192+0.00623846j -0.00284809-0.0079652j 0.0669059-0.0298922j -0.0558509+0.00452801j -0.0278145+0.00432028j -0.00568136+0.0533374j 0.0342092+0.0166678j -0.0554728+0.03107j 0.0200821+0.0288381j -0.00969534+0.0764134j -0.0141653+0.00878141j 0.0459321-0.0762443j -0.0354228+0.0530361j -0.0209499+0.0195135j -0.0658846+0.0190384j 0.0268982-0.078188j -0.0441583+0.0157305j -0.0155104+0.0649172j 0.0116888+0.00462234j -0.00283074-0.0242817j 0.0214848-0.0942512j -0.0345396+0.0167544j -0.0461524-0.0810525j 0.141955+0.0283414j -0.106986+0.0721246j -0.132364-0.00251475j 0.0857398-0.0421128j 0.0877494+0.0903255j -0.00765411-0.0399818j 0.0199863-0.0328885j -0.027718+0.032572j -0.0371473-0.0385913j -0.013569-0.0551215j -0.046044+0.0614896j -0.139631-0.0278045j 0.0550586+0.101431j 0.0834675+0.0269397j 0.0152731-0.0236812j 0.0999966-0.00956286j -0.0561706-0.00233279j 0.0408949+0.0324331j -0.0482586+0.0314667j 0.0238781-0.0813654j 0.0137614+0.0710708j -0.0204965-0.0182808j 0.0109853-0.00599708j 0.0229491-0.0208979j -0.000953459+0.0116283j -0.00175286-0.00135728j -0.0206212-0.00346232j 0.0278815+0.00885444j 0.0193431+0.0418525j -0.0224976+0.0106375j 0.0573102-0.0232232j 0.0240651-0.0020077j -0.00058335-0.0251416j -0.0370217-0.0256845j -0.00796891+0.0341799j 0.0084271-0.00984286j 0.0529817+8.63401e-05j -0.0233019+0.0137543j 0.0124304+0.0358184j -0.013013-0.0513942j -0.0238302+0.0214873j -0.0335096-0.021361j 0.00328364+0.0439216j -0.0186246-0.00638212j -0.00491219-0.0273521j 0.000609825-0.0129553j 
-0.0159772-0.0616169j -0.0307489+0.0592026j 0.00602583+0.0622596j -0.00597791+0.0661743j -0.0376306+0.0141683j 0.0839309+0.0713176j -0.0301363+0.070669j -0.0447339+0.0230333j -0.0460989-0.0237401j 0.0401477+0.0137769j 0.0082016+0.0268302j 0.0414484-0.0264234j 0.00489121-0.0382077j 0.00337195-0.0314061j -0.0462446-0.0661206j -0.00858371-0.0585626j 0.0248468-0.0923918j 0.0588815+0.0933681j 0.0523469-0.0842418j -0.0335139+0.0803444j -0.034559+0.0387332j 0.0123616+0.0152296j 0.0399593+0.0138952j 0.0116233+0.0723816j 0.0752452-0.0670264j -0.00467616-0.00114241j 0.0153602+0.0656208j 0.0196633+0.0792872j 0.0198594-0.102491j -0.0496023+0.0753677j 0.0605801-0.0528641j -0.0152673+0.0289434j -0.0408998-0.0347563j 0.0145291+0.0287853j 0.109324-0.0263419j -0.0271281-0.0792945j 0.0470625+0.0649119j 0.0677866-0.0165808j 0.00208443-0.0426684j 0.0105938+0.0407778j -0.0453555+0.0737152j -0.0217029-0.0203079j -0.0535093+0.0924193j 0.0760929-0.152459j -0.0628398-0.0597643j -0.047225+0.0807172j -0.0565237+8.83171e-05j -0.0420378+0.00383439j -0.0424145-0.0404023j -0.037685-0.0129981j -0.0607418-0.0399132j 0.172102+0.0507501j -0.145665+0.0221919j -0.165078-0.0585316j 0.0855296-0.0384645j 0.0688657+0.0519924j 0.0141191-0.034118j -0.010982+0.00645537j 0.0128797-0.0216647j -0.0309676-0.0453374j -0.0342108-0.0112286j 0.0646446+0.0137185j 0.0317848+0.0105102j -0.00268064-0.00654417j -0.024596-0.00328551j 0.0407332-0.00144388j -0.0732094+0.00847788j 0.0788482+0.0187964j -0.0388146-0.0168962j -0.0219719+0.00533233j -0.10971+0.00354651j 0.0411189-0.0424304j 0.00934776+0.109099j 0.0513971-0.0587854j -0.0162057+0.0120439j -0.0464285-0.026654j -0.00325537-0.0133337j -0.0337117-0.0115409j -0.012393-0.0138148j -0.0341311-0.0362661j -0.00541463-0.0354474j -0.0340035-0.016788j -0.0619588-0.0521109j -0.00393317+0.0725956j 0.0290913+0.0594014j -0.0489752-0.0172825j -0.0112967-0.0131038j -0.0462999+0.0245316j 0.0189255-0.0361021j -0.00759081-0.0413849j -0.0060465+0.0182328j -0.00605603-0.0173773j 0.01344+0.00280658j 0.0187798-0.0422973j 0.0103072+0.0582149j 0.000791595+0.0108836j -0.00543104+0.00274071j 
