0.00181908+0.0069299j -0.00703797+0.00235759j -0.00549011+0.00160126j -0.00162134-0.00545868j -0.00159043+0.000483577j -0.00346872-0.000352921j -0.000202342-0.00501904j 0.00441603+0.000457427j 0.000372255-0.00152405j -0.000617547+0.000606858j 0.00146863+0.000493879j -0.000960634+0.00302663j -0.0038078-0.00216469j 0.00309933-0.000182461j -0.000395021-0.00101891j -0.00160455-0.00108861j -0.000409788-0.000518851j 0.00162411-0.000507124j 0.00162943+0.00213543j -0.000460916-7.56548e-05j -0.000146572+0.000839901j 0.00193404-0.00161654j -0.00225808-0.00198862j -0.0013731+0.000153616j -7.42165e-05+0.000235593j 0.00275685+0.00032309j -0.000827593-0.00194645j 0.000720238-0.00144681j 0.000486663+0.000964698j 0.000701797-0.000368787j -0.00247313+0.000660783j 0.000618995+0.00157103j 0.000984351-0.000606519j 0.000414579-0.000733169j -0.00228905-0.00270273j -0.00100057+5.86366e-07j -0.00104313-0.00164039j 0.00226676-0.000138433j 0.00122127+0.000486098j -0.00118424-0.00028989j -0.000611324+0.00107201j -0.000465533+0.00260553j -0.00231051-0.00197008j 0.000725615-0.00212214j -0.000804061-0.00231555j -0.00476083-0.00165143j 0.00119253+0.0039568j -0.00230266+2.61913e-05j -0.00139538+0.00386519j 0.00708624+0.00414697j 0.00290839-0.00262966j -0.00379941-0.00241816j -0.0101205-0.0104538j -0.00834869+0.00409003j 0.0490059-0.0370639j 0.00696872-0.362827j 
-0.000512405+0.000258551j 0.000297027-7.03333e-05j 0.00356636+0.00123958j -0.00105563+0.00428179j -0.00236669+0.00248599j -0.000334022-0.00666064j 0.00305757+0.00327553j -0.00359591+0.00442176j -0.00354964+0.00102406j -0.00249742+0.00446873j -6.88438e-06+0.00214108j -0.000462101-0.00275382j -0.000428852+0.0158241j 0.00204493+0.0025448j -0.00231501+0.00909258j -0.00714319+0.00954225j -0.00131614-0.00523801j -0.00420879+0.00524846j -0.00498882-0.00278126j -0.00399398+0.000592276j 0.00230602+0.0042828j -0.00289641-0.0031241j -0.00102867+0.0256598j 0.00561349-0.00689006j -0.00125209+0.0158621j -0.00536415-0.0250147j 0.0108503-0.0331285j 0.00579793+0.000231698j 0.00632207-0.0686092j 0.000411331+0.0120945j -0.00335939-0.0464555j -0.000380974-0.0508999j 0.00609813-0.0863206j 0.00268949+0.0747257j 0.00312233+0.0769452j 9.95524e-05-0.0340137j -0.00399428+0.0102404j 0.00606198-0.0568907j 0.0054771+0.0213303j -0.00268745-0.0374182j -0.00676448-0.018962j -0.00932281-0.0269885j 0.00840224+0.0370744j 0.00788389+0.0434566j 0.00716887+0.0211416j -0.00393058-8.07354e-05j 0.00304878+0.00922859j 0.00387937+0.00143209j 0.00314586-0.00261292j -0.00508262+0.00162238j 0.00773325+0.00657008j 0.00371112-0.00631753j -0.00260975+0.00533506j 0.005024+0.00684132j -0.00141004-0.0054865j -0.00236046+0.00131972j 
0.000866269-0.00161107j 0.000895681+0.000348778j -0.00134427-0.00296488j 0.00233947-0.00294268j 0.00173336+0.0052717j -0.00088151+0.0010147j -0.00110989+0.00366626j -0.0016778-0.00339433j 0.000396487+0.0051927j 5.01001e-05+0.00158183j 0.00426313+0.00252286j -0.00110247+0.00267837j -0.00016733+0.00747206j -0.00287428+0.0078187j 0.000453243-0.00474651j -0.00152639-0.000514365j -0.00257139+0.0120434j 0.00137308-0.0123357j 0.00256794+0.00530443j -0.00743609-0.00209261j -0.0059965+0.00932105j -0.00277276-0.012287j -0.00695187-0.00992716j 0.00186342-0.016149j 0.00321692-0.000734992j 0.0133139-0.0193421j -0.00220118-0.0155325j -0.00131701-0.0196677j -0.00987793-0.0285902j -0.00578262-0.0454357j -0.00682297+0.0458171j 0.00592563-0.083155j -0.000302163-0.027029j 0.000664137+0.00464022j -0.00249436+0.00809281j -0.000702186-0.0517767j -0.00279953+0.0144456j 0.00491427+0.000636106j 0.00180043-0.0325622j 0.00386393+0.0594773j 0.0102213+0.0472704j -0.00209342+0.0037334j -0.0153023-0.0509474j 0.000688497+0.028934j -0.00160905-0.0148584j -0.000617167+0.0140695j -0.00103986-0.00172323j -0.00053738-0.0107277j 0.0010404-0.00632162j 0.00596581-0.000148593j -0.000747436-0.0129328j -0.00310236-0.0125965j -4.22734e-05+0.00438758j -0.00014502+0.00124641j 0.00215695+0.00167882j 0.000871191-0.00220438j 
0.00327003-0.00166062j 0.000385262+0.00394872j -0.000210034+0.00216691j 0.00059499-0.000168702j 0.0061212-0.00403418j -8.12362e-05+0.00517232j -0.000457337-0.00173233j -0.00214422+0.00325964j -0.00179498+0.000701506j -0.00212609+0.000899169j 0.00186855-0.00159473j 0.00113393+0.00475069j 0.000451546+0.00172389j 0.00154997-0.00114839j -0.00220838-0.0121289j -0.000580141+0.00257711j 0.00081709+0.00812034j -0.000461715+0.00352798j -0.000591722-0.00297643j -0.0063201+0.0106057j 0.00221905-0.0259699j 0.00197398-0.0319641j 0.0031781+0.041309j 0.00497787+0.00799964j 0.00104818-0.0109745j -0.00323266+0.000836375j 0.0110487+0.00215127j -0.00413904+0.045364j -0.00737555+0.0164122j -0.00652416+0.0530662j 0.00182666-0.130434j -0.00344096-0.0649917j -0.000585827+0.0294624j 0.000547786-0.0749413j 0.00568846-0.0037934j -0.000494275-0.0311014j 0.00659819+0.0655942j -0.00577899+0.0164535j 0.00669606+0.0767562j -0.0106709-0.0425722j 0.00219026+0.0517407j 0.00301273-0.0335005j -0.00124447+0.0157854j 0.00243051+0.0113871j 0.00760709+0.0102012j -0.00114211-0.0167261j 0.00230522-0.0084416j 0.00394819-0.0153554j 0.000391859-0.0122264j -0.00151411+0.00881758j -0.000300381+0.00094454j 0.00143935+0.00926532j 0.000836265-0.00318601j -0.000142104-0.00894859j -0.000310878-0.00707641j -0.00466271+4.64616e-05j 
0.000833626-0.00253384j 0.00264055-0.000133677j 0.00249006+0.0046803j -0.00439546+0.00421131j -0.00234561+0.0035945j -0.00297524+0.000879205j -0.00111486-0.00468929j 0.00246622-0.0080814j -0.00301976-0.00947489j 0.00233512-0.0064282j -0.00234908-0.00575005j 0.000951455+0.00340053j -0.00335868+0.000942285j 0.00554026-0.00258798j -0.000147341-0.00857946j 0.00222053-0.017424j 0.00271674-0.0110042j -0.000898163-0.00330365j 0.00360599-0.0109749j 0.00210491-0.0203439j -0.0039556-0.00895366j 0.00993168-0.0218531j -4.14126e-05-0.0128207j -0.0139544+0.0098353j 0.000894298-0.00127108j -0.00354839-0.00453316j 0.00241042-0.00018916j 0.0057047-0.0307182j -0.00124379-0.059172j -0.00547999+0.0333218j 0.00040134+0.0341321j -0.00847252+0.0197518j 0.00429906-0.115068j 0.00380626-0.114907j -0.000628942+0.0241226j -0.000229118+0.115611j -0.000681058-0.0114004j 0.00346149+0.0045357j -0.00440649+0.0203357j 0.00968536-0.00122225j 0.000135406-0.00291419j 0.00410293+0.056982j -0.000263944+0.0072033j 9.03446e-05-0.0347957j 0.00034039-0.012562j -0.000368968-0.015398j -0.00380578-0.00433951j 0.00194748-0.010252j 0.00278941+0.00691007j 0.00282119+0.00432632j 0.00239187-0.00804804j 0.000734299-0.00744923j -0.00295265-0.00089683j -0.000667832+0.00566316j 0.00169951-0.000600588j -0.000321022-0.00259943j 
-0.00166276+0.00151707j -0.00119314-0.00153177j -0.00195606-0.00370912j 0.00195193-0.00288239j -0.00148803-0.0024209j 0.0019063-0.00144376j -5.37893e-05+0.00164674j 0.00169565+0.00647339j 0.00134385+0.00618985j 0.000197191-0.00920234j -0.0062655-0.00486652j 0.000567404-0.00784779j -0.00325478-0.000421915j -0.00159426-0.0057621j -0.00257785+0.00758476j 0.00193976+0.0095456j 0.00582734+0.0109171j 0.00246123+0.00812772j -0.000998265+0.00654573j -0.00559952-0.00971824j -0.00583742+0.018871j -0.00333823+0.0413949j 0.00384219-0.00243825j -0.00105262+0.00824652j -0.00970066+0.0300415j -0.00500806+0.0146246j -0.0034032-0.00679794j 0.00648478-0.0701863j -0.00124167+0.0253322j -0.00659998+0.0505005j 8.65776e-05+0.0453874j -0.002805-0.0374753j 0.000212896+0.0586589j -0.00287288+0.0428668j 0.000172652-0.026961j 0.00369393-0.0441289j 0.000679577+0.0216615j 0.0020026-0.0092705j 0.00218626-0.00869879j -0.00877347-0.0106462j -0.00121671-0.0332668j 0.00812694+0.0323538j 0.00480563-0.00973019j -0.00199013+0.00855033j -0.000597219+0.0185293j 0.0132469-0.00968211j -0.00847842+0.00344191j 0.00203998-0.00583826j -0.00231207-0.00399891j -0.000901105-0.0132483j -0.00186379+0.000252108j -0.00388493+0.000299073j -0.000500551-0.0027963j -0.00115141+0.00391952j -0.00230678+0.00230078j 0.00124341+0.00264253j 
-0.00181452+0.00119799j -0.000182468-0.00149134j 0.00227935+0.00265724j -0.00117369+0.00465802j 0.00324714-0.00573579j -0.00155122+0.00812142j -0.000877762-0.00669801j 0.000936845-0.00212893j -0.000654745-0.00412552j -0.00317906+0.000524776j -0.00239034+0.00510046j -0.00124276-0.00336235j 0.00632691-0.0155523j 0.000126201-0.00413622j -0.00286095+0.0071536j 0.00904934+0.0043062j -0.00535713+0.00129691j -0.00173128+0.00649787j 0.00528176-0.00893868j 0.00531835-0.000122504j 0.00468285-0.0362691j -0.00444891+0.0213009j -0.00283001+0.00377701j 0.000598121-0.0193424j 0.00530929-0.0129634j -0.00758924+0.0201745j -0.00433564+0.0529187j -0.00481743+0.0626342j -0.000923132-0.0207523j -0.00696269+0.0863849j -0.00117347-0.0191247j 0.00629849+0.137614j -0.00343125+0.0351039j -0.00161787+0.0179128j -0.00591432+0.0235858j 0.00595448+0.0250702j -0.00122493-0.000854989j 0.00417989+0.0187265j 0.00261085-0.0023684j 0.00769003+0.0171069j -0.0054497+0.0321378j -0.00676593-0.0414396j -0.000513102+0.0113316j -0.00579669-0.0395384j 0.00439193+0.00841107j -0.00116967-0.0146757j 0.00203257-0.0142576j 0.00409154+0.00824572j 0.00497277+0.011701j 0.00160477+0.0036408j -0.00407016-0.00306669j -0.000991687+0.0121452j 0.004027+0.00176379j 0.00238826-0.00917755j -0.000705273-0.00270398j -0.00215157+0.00171516j 
-0.00117699+0.00102053j -0.00063513-0.000817789j -0.000334638-0.00204884j 0.00138738-0.00256071j -0.000543134-0.00407676j 0.00298502-0.000342786j -0.000919246+0.00453309j -0.00257168-0.00185754j -0.00158022-0.00185682j 0.00252875+0.0035023j -0.0020039+0.00541294j -0.00119574-0.00950595j 0.00807979+0.0190895j 0.00271529-0.00777723j -0.000665774+0.00977119j 0.00102238+0.0144017j -0.00285949+0.0151544j 0.000933839+0.00551764j 0.00259603+0.0065143j -0.00947951+0.0225643j -0.00455803+0.00429297j -0.0107494+0.0308487j 0.00781378-0.00322333j -0.00934591+0.0559656j -0.00567295-0.0146549j -0.00899512+0.0641453j -0.00778439+0.0275382j 0.000434792+0.0477216j -0.00228772-0.0915793j -0.000654631+0.0222737j -0.00635222-0.022308j -0.00204426-0.088968j -0.00914581+0.0288364j -0.0053254+0.00600838j -0.00418488+0.0337955j -0.0056296-0.0187103j -0.00147068+0.0225911j -0.0025208-0.00780056j -0.00179058-0.024128j 0.0119885+0.0350097j -0.00407341+0.00915809j -0.00833659-0.0261458j -0.00876475-0.00466151j -0.000666516+0.0213209j -0.00217345+0.0109365j 4.1354e-05-0.00221058j -0.00238844-0.00160595j 0.00896288+0.00628282j 0.000984525-0.00417981j -0.00329324-0.000779059j -0.000313056+0.00545819j -0.00109494-0.00062252j -0.00032431+0.0042736j 0.00292384+0.000923955j -0.00150758-0.00444122j -0.00229038+0.00184031j 
-0.00276231+0.000213947j 0.00155421-0.00325647j 0.00313885+0.00428003j -0.00348881+0.00526324j -0.00232063-0.00502509j 0.00395429-0.000735302j -0.00256154-0.00154049j 0.000722645+0.00221517j 0.000488715-0.0014126j -0.00513713+0.000996984j -0.0028386-0.00477931j 0.00363593-0.00365532j -0.00416981+0.00444842j -0.00207747-0.00135494j -0.0023187+0.0245332j 0.00270236+0.00388355j -0.0028398-0.00269857j -0.00360084-0.00119804j 0.00588906-0.00669702j -0.00577022-0.000339807j -0.00135394+0.0207427j -0.00517498-0.0111404j -0.00732464+0.0227131j 0.00114917-0.00182646j -0.0119986+0.046385j 0.00450356-0.0271146j -0.000815615+0.0183668j -0.00628466+0.0450119j -0.0052404+0.0448273j -0.00316146+0.109761j 0.000494348+0.0529283j 0.000569782-0.00600483j 0.000209103-0.0358813j 0.00534065+0.0238776j 0.00269918+0.0579174j 0.00518308+0.0521103j 0.00228484+0.0119464j -0.00385281-0.0477614j -0.00221009-0.015609j 0.00476027+0.0262389j 0.00500277+0.0270646j -0.00485304+0.0374336j 0.00401531-8.89773e-05j 0.00106906-0.0176572j 0.0125954+0.0140605j 0.00682615-0.0144076j 0.00119505+0.00774862j -9.85538e-05+0.00274228j 0.00811962+0.0159627j 0.00283464-0.00808381j -0.00588976-0.00642604j -0.000895815+0.00785857j -0.000650516-5.36324e-05j 0.00206143+0.00365938j 0.000164703-0.00241861j -0.00197688-0.00134584j 
0.000219273-0.00569553j 0.00476977-0.00143195j 0.000492757-0.00602727j 0.00102947+0.000185295j -0.00297907+0.00166754j -0.000723652+0.0104073j -0.00419237+0.00317848j 0.00724538-0.00785329j 0.00704516+0.00133101j 0.00905143+0.0004218j -0.00702546-0.00418068j -0.00391748-0.00104766j 0.00227541-0.0082878j -0.0013553-0.00675759j 0.00043994+0.0191046j 0.00421005+0.00687018j -0.00070667-0.00265556j 0.000729649-0.0185837j -0.00523042-0.0010877j 0.0144495-0.0302096j -0.0126605+0.0251533j -0.0068954+0.0357956j 0.00825852-0.0111049j 0.0016135+0.0115602j 0.0054077+0.00830282j 0.00315925+0.00893796j 0.00438331-0.117679j -0.00166366+0.00117524j -0.00303433+0.0222242j -0.00377175+0.00340734j 0.000542967-0.00682041j 0.00401129+0.0639799j 0.00211004+0.0335708j -0.00283482-0.0900976j 0.00576799+0.0669912j -0.000682598+0.00591283j -0.000817473-0.000229926j -0.00432518-0.0478188j 0.00180156+0.0538261j -0.000267867-0.0180798j 0.00381442-0.0399134j -0.00411344-0.0265073j -0.00468509-0.0263135j 0.00171227-0.00362743j -0.0127412-0.0131579j 0.00201816-0.00687251j -0.00897181-0.0144643j 0.00245748+0.0121417j -0.00864855-0.00721468j -0.00133255-0.00393352j -0.000713093+0.00679668j -0.00650877-0.000452355j -0.000839936-0.00558446j -0.00382079+0.00612644j -0.00349972-0.00458522j -0.00230195+0.00406431j 
-0.000437848+0.00342006j -0.00280446+0.000362679j -0.00211049+0.000505112j 0.000839825-0.0038759j 0.00363711-0.00658055j 0.000632019-0.00106705j -0.000834408-0.00368738j -0.00189245+0.00454443j -0.0034505-0.00740096j 0.00230448-0.0033035j -0.00111295-0.0023993j 0.00445028-0.00540024j 0.000790446-0.0027583j -0.00096628+0.00292894j -0.00507149+0.0206414j -0.00341377+0.0208805j -0.000475372+0.0072677j -0.00723345+0.00779914j -0.000281703+0.0288406j -0.000545007+0.0157737j 0.00145178-0.0257043j -0.00963902-0.00344657j -0.00752355+0.0277558j -0.00571448+0.077231j 0.00145641-0.0290027j -0.00358716-0.0651033j -0.00136232+0.0785178j 0.00151378-0.0401607j -0.00216564+0.013815j 0.000923348-0.0719601j 0.00579152+0.037175j 0.0039142+0.00412571j 0.00520306+0.0916965j 0.00291845+0.051747j 0.00184701-0.0447272j -0.000693086+0.0126749j 0.000371417-0.0407661j -0.0151157-0.00732062j 0.00124221-0.0294432j 0.00558686+0.0272068j 0.00124002+0.0176326j 0.00654821+0.020179j -0.00358185+0.0161763j -0.00623801-0.00274039j -0.00226001+0.0274855j 0.000194572+0.0186829j 0.00230619+0.00343625j 0.00421603+0.00271625j 0.00218494+0.00528211j 0.00118578-0.00381393j -0.00103649-0.00164919j 0.00174135+0.00663572j -0.00138862-0.00518441j -0.00221379-0.00248895j 0.00364473+0.00285526j 0.000583375-0.00615406j 
0.00201365+0.000531043j -0.0014458+0.00243075j -0.00292015-0.00182723j 0.00128006-0.00456168j -0.00114438+0.000349681j 0.0036504-0.00459995j -0.000810805+0.00331715j 0.000582388+0.00465389j 0.00417476+0.00147459j -0.00161708+0.00474576j 0.00328728+0.000238904j 0.000291432+0.00683689j -0.00623575+0.00915407j -0.00122351+0.0161219j 0.00404685-0.00169921j -0.00423526-0.0100296j 0.0076431+0.00775685j -0.00478835-0.00319842j -0.00244279+0.0141624j -0.00229427-0.0127472j -0.00589579-0.00674815j 0.0049583-0.0320432j -0.00191961-0.00709325j -0.00104625+0.00821991j 0.000677016+0.0889833j -0.0121709+0.0705441j -0.00492171+0.0312863j -0.0012475+0.0126118j 0.000563937+0.115559j -0.0031977-0.0324254j 0.00897222+0.0233491j 0.00255252-0.0531896j -0.00668525+0.00661734j -0.00117998-0.0225099j -0.00589253-0.0382511j -0.00708381+0.000475035j 0.00618649-0.00241225j -0.00472471+0.0087905j 0.00279714+0.00849542j 0.0010569+0.00742822j 0.00541806-0.0213268j -0.0100365+0.00809257j 0.00373579+0.00220384j 0.00952392+0.0198926j 0.00603054-0.00493276j 0.00275159-0.00436973j 0.00206261+0.016411j -0.00530854-0.00999176j -0.00206603-0.00813253j -0.000725789-0.00815683j -0.00439414-0.00146165j -0.00220055+0.00120793j 0.00104586-0.00419235j -0.00318788-0.000917193j 8.71071e-05+0.00280293j 0.00142021-0.000743055j 
0.000575754+0.000917589j -0.00127929+0.00070499j -0.00101008-0.000920069j -0.000162581+0.000128818j 0.00188301-0.000678467j -0.00480569+0.00576068j 0.00035676-0.00598563j 0.00344754-0.00280962j -0.000188836-0.00932341j -0.00016995-0.00125265j -0.00251718+0.0126453j -0.00526714-0.00100125j 0.00702474-0.0144616j 0.00407673+0.0106544j -0.00333922-0.0253703j 0.00490402-0.0011295j 0.00174611-0.034069j -4.19954e-05+0.00205532j -0.000112378+0.0178417j 0.0015859-0.00910365j -0.00944421+0.0373113j 0.00693106-0.0468464j 0.00653585-0.0442477j -0.000591418+0.0203792j -0.00359091+0.0614143j -0.00392582-0.057607j 0.00479108+0.0406306j -0.00392882-0.110038j -0.0010863-0.0615198j -0.00342207+0.00486585j 0.00560215+0.0229195j 0.00850256+0.0668119j 0.00232552+0.00528748j 0.000791173+0.00241452j -0.00247557-0.0357891j 0.0051845-0.0330087j -0.00136853-0.0494036j 0.00423453-0.0246743j 0.00203428-0.00704864j -0.00453471-0.0409259j -0.00121973+0.000440016j -0.0083141+0.00685036j 0.000283035-0.0146443j -0.00597842-0.00716906j 0.00390344+0.00207758j -0.00326331-0.00399377j -0.00823385-0.00908662j 0.0033508-0.000607689j 0.00345594-0.00213788j 0.00263284-0.00327897j 0.00253378+0.00585831j 0.0049109-0.00426776j -0.00241545-0.0052148j -0.00576987+0.00331319j 0.00103393+0.00527175j 0.00327768-0.00171692j 
0.00125275+0.00123761j -0.00230733+0.00201487j -0.00283661-0.00100352j 0.00149101-0.00288417j -0.00149592+0.00340891j 0.000949599-0.00522789j 0.00480988-0.00160229j 0.000598702+0.00318335j 0.00277607+0.00146802j -0.004528+0.000307369j -0.00489336+0.0101873j -0.00646688+0.00225543j 0.00260869+0.00816135j -0.00851535+0.0298559j 0.00115912-0.026264j 0.00672174-0.00722971j -0.00920507+0.0261824j 0.00338851-0.00723497j -0.00793559-0.0223753j 0.00398795+0.000383015j 0.00571999+0.000688786j 0.00204505+0.0136834j 0.00319854-0.0312515j -0.00227158+0.0266295j 0.00218289-0.0169689j -0.00195522+0.0803867j -0.00571207+0.00558653j 0.000693595-0.0734379j -0.00732543+0.038784j 0.00333055-0.00971822j -0.00976618-0.131003j 0.002292+0.00415845j -0.00603293+0.0315805j 0.0109097+0.028759j -0.00248801+0.0170333j -0.00202178+0.0146288j -0.0105105-0.038146j -0.00579223+0.00602091j 0.00331404-0.00473262j -0.00770483-0.0149993j 0.0025841-0.0064241j -0.00271283-0.0158065j 0.00659722-0.00227005j 0.0100257+0.0278841j 0.00357279+0.00244704j 0.0036377-0.00331778j -0.00336921-0.0165068j 0.00127947-0.00125384j 0.000351131-0.00491179j 0.000449859+0.0081566j 0.00431337+0.0100192j 0.00356455-0.00359382j 0.000459426+0.00168723j 0.000104573-8.2215e-05j -0.00237527+0.00137999j 0.00172251+0.00415107j 
0.00270248+0.00114916j -0.00227899+0.00429534j -7.86637e-05-0.00691583j 0.00370284-0.000373172j 7.80581e-05+0.0100547j -0.0021304-0.000743086j 0.00259661+0.00382454j -0.000276199+0.00502828j 0.00217299+0.000740261j 0.00313959-0.00530706j -0.000816363+0.00936652j -0.000414016+0.0108076j 0.000780181+0.00636408j -0.00591524+0.017025j 0.00436332-0.0371198j 0.0054293-0.0147032j -0.00811873+0.00326862j -0.000974972-0.00615717j 0.000820332+0.0182756j 0.00968415-0.0269508j 0.00221737+0.0494812j -0.000144733-0.00613434j -0.00452512+0.101104j -0.00153732+0.0306946j 0.00308892+0.113517j 0.00121266+0.00893241j -0.00103936+0.0593717j -0.00749889-0.0439191j 0.00148848-0.0438288j -0.00440679-0.111319j -0.00237377-0.0291257j -0.00958452-0.0112602j 0.00093343+0.00596267j 0.000673295+0.0193236j 0.00144094+0.023804j 0.00119746-0.0233972j 0.00892413-0.0198565j 0.00226313+0.00785634j 0.00156943-0.0224012j 0.00411502+0.0188211j 0.00142826-0.0397169j -0.00921361-0.0143035j 0.00723633-0.0235188j 0.00337214+0.0291247j 0.00295557+0.00745911j 0.00171614+0.00765571j -0.000191725-0.00176964j -0.000496119+0.00786044j 0.00136799-0.0108095j 0.00358091-0.00904206j 0.000357672-0.00277208j -0.00200596-0.0126993j 0.000353911-0.00151639j -0.00466321+0.00378936j 0.000848418-0.000663691j -0.00022285-0.00195676j 
-0.00218055+0.00150187j -0.000822046-0.00194779j 0.000511543+0.000461252j 0.000197516+0.00280628j 0.0026366-0.00314906j 0.000171611+0.00160522j 4.30234e-05+0.00126999j -0.000272964+0.00198987j -0.00150423+0.00363005j -0.00902264-0.000791474j -0.00213739+0.0150031j -0.00286174-0.00239911j 0.00138106-0.0011788j 0.00188564+0.00988069j 0.00165386-0.0282139j -0.00267555+0.0367238j 0.0103031-0.0192948j -0.00214784+0.0189099j -0.000854763+0.00297748j -0.00305264-0.0331181j -0.00236463+0.0466587j -0.000292414+0.0359162j -0.000335815-0.00065845j 0.00376208-0.00368094j 0.003375+0.030534j 0.00157862-0.0591041j 0.00276462+0.0137405j -0.00424332-0.0365306j -0.00576363-0.00190728j 0.00783665+0.0804607j -0.00648192-0.0232601j -0.00204148-0.036276j 0.000170103-0.0072651j 0.00356363-0.00338097j 0.00979126+0.000739268j 0.00603051-0.00235099j -0.00202859-0.0231721j -0.00667789-0.0140921j -0.00729264-0.00760453j -0.00560099-0.00678799j 0.0072305+0.011251j -0.000650186-0.00550876j 0.000518165+0.00498105j -0.00279389+0.00673711j 0.00608062+0.00142755j -0.00169747-0.00908955j -0.00454364+0.00349139j -0.00238667-0.0100199j 0.00412434-0.00140864j 0.00112881-0.00609477j -0.000737039+0.00096651j 0.00316435-0.000825109j -0.00114856+0.00223861j 0.00060935+0.00272439j -0.00175815+0.000421713j 0.000605794+0.00258436j 
0.00192468+0.00167738j -0.00156491+0.00273667j -8.63954e-05+0.00314785j -0.00209708+0.00471423j 0.000716272+0.00296256j 0.00451163+0.00215405j 0.00322647+0.00351353j 4.60996e-05+0.00293124j 0.00512956-0.00909896j 0.000569022-0.0148535j -0.00125971+0.0213256j -0.000581768+0.0144095j 0.00574137-0.00963668j -0.00731472-0.00972542j 0.00755864-0.0139828j 0.00707783-0.00040277j 0.0113315-0.0310199j 0.00185294-0.0260311j 0.015176-0.0736014j -0.00237829-0.00799332j 0.00322638-0.0112695j 0.00331164+0.0362396j -0.00190226+0.0107139j -0.00259225+0.0364769j -0.00186012-0.0683476j -0.00454213+0.0473612j 0.0031694+0.111246j 0.00188867-0.0487218j -0.00389641-0.00642594j -0.00293345-0.0232311j 0.00547189+0.0631011j 0.00234381-0.0232458j 0.000659185+0.0259149j 0.00147301-0.0224472j 0.00386105+0.0386065j -0.000961517-0.00784169j -0.00971383-0.0043297j 0.00277212+0.0159043j -0.00925347-0.0292051j 0.00227989+0.00618928j 0.0112125+0.00288736j 0.009402+0.00869197j 0.00168122+0.000451466j -0.00634621-0.00616262j -0.00517472-0.00917901j 0.00289652+0.00566492j -0.00419364-0.00754048j -0.00312227+7.24946e-06j -0.000765641-0.00996484j -0.000389852-0.00189052j -0.00118144-3.57111e-05j -0.000830951-0.00814697j -0.0004318-0.00115682j -0.00250282-0.000441315j 0.00183053-0.00362203j -0.00247448-0.003368j 
-0.000845071+0.00224805j -0.00221252+0.000492074j 0.00109693-0.00383859j 0.00335258+0.00209019j 0.000850567+0.00712994j -0.00135664-0.003504j 0.00424642+0.0082546j -0.00363148-0.00282536j -0.000375608-0.00633209j 0.00135697-0.00688334j 0.000450563+0.00698578j -0.0015313-0.00946291j 0.00145619+0.011791j -0.00045892+0.000805227j 0.00139896-0.00698473j 0.00566325-0.00813292j 0.00514178+0.00386587j -0.00538272+0.0130962j 0.0118638-0.0502463j 0.00220314-0.00515611j -0.00140262-0.0976836j -0.000916224+0.111655j -0.00411305-0.0695324j -0.000593454-0.0968747j -0.00474363+0.0495661j 0.00418819+0.043029j -0.00460889+0.0317362j 0.000454153+0.0393297j 0.00108269-0.0531893j 0.00166782-0.0256495j 0.0017384-0.0147369j 0.00349595-0.0319984j 0.0109048+0.0414354j -0.000447082+0.0338344j -0.00807408+0.0293106j -0.0067921-0.00909137j -0.00369156+0.00880162j 0.00335072+0.00190824j -0.00455217-0.0143108j 0.00183379-0.0039312j -3.31614e-05+0.0123227j -0.0025171-0.00155549j -0.00392705-0.000697193j 0.00220015+0.00719564j 0.00103645+0.00360535j 0.00676623+0.0118132j -0.000861736-0.00928655j 0.00567493-0.00231869j -0.000615046-0.0116463j -0.00347724-0.001032j 0.000217061-0.00413121j -0.00302065-0.00783668j 0.00325609+0.00749529j 0.003262-0.00551814j -0.0018973-0.00204151j -0.0010877+0.00401694j 
-0.00190396+0.00148372j -0.000891415-0.00172081j -0.00120085+0.00202805j -7.96917e-05+0.0021771j 0.00123243-0.00509455j 0.00639615-0.00274828j 0.0034379+0.00330123j -0.00222942+0.00386839j 5.21893e-05-0.0116475j 0.00234762-0.0101021j -0.00202209-0.00189856j 0.00528589+0.00364248j 0.00410773-0.00579147j -0.00216818+0.00552364j 0.0127212-0.0452754j 0.00839443-0.03928j 0.00392763-0.00771373j -0.0103221+0.0281589j -0.00256153+0.00981425j -0.00257114+0.0181342j 0.00368092+0.0658646j -0.00744701+0.0271733j 0.00206258-0.0184047j 0.0025146+0.0326782j 0.00317677+0.061727j -0.00102613-0.0466102j 0.000157837+0.0456673j 0.00804759+0.0723219j 0.0112478+0.0212854j 0.00279067+0.0196592j -0.00410316+0.00409781j -0.00171524+0.0247768j 0.00269394+0.00058054j 0.00443883-0.00234606j 0.00728681+0.0159305j 6.00468e-05-0.0154911j 0.00633313-0.0173005j 0.00768006+0.0110673j -0.00330019-0.0038474j 0.0121049+0.00207984j 0.008199+0.0126821j -0.00149069+0.0101187j 0.00269733+0.00568097j -0.0038342-0.00190167j 0.000115932-0.00698929j 0.000828123+0.000531051j -0.000392056-0.0077028j -0.00340203-0.00317182j 0.00247724-0.00461543j -0.00250731-0.00572177j -0.00444034+0.00993257j 0.00593752+0.00468495j -0.00198378-0.00329249j -0.00351951+0.00133602j -0.00216769-0.000152495j 0.000147383+0.00255091j 
