0.0560065-0.0754207j -0.0248358+0.0555509j -0.0033647-0.00327451j -0.0311931-0.096763j 0.00557259-0.0149203j 0.00815113-0.0373427j 0.0211589+0.0201719j -0.0544056+0.00217257j 0.023685+0.0469567j -0.0190657-0.0320897j -0.00682683-0.0200746j -0.017315+0.0191445j 0.00306953+0.0134137j -0.0037548-0.027185j -0.00597042+0.00972769j 0.00610664+0.0193452j 0.00648884+0.0118915j -0.0210649+0.00331359j 0.00351878-0.0162589j 0.0103688-0.00419069j 0.0033989-0.026345j 0.0100291+0.00532699j 0.00633358-0.0127141j 0.00879534-0.000979238j -0.00186326-0.0173417j 0.000756771+0.0157533j 0.0109436+0.00162107j 0.00338405+0.0175069j -0.0146966-0.00843069j 0.0206872-0.0121981j 0.0135273+0.00409657j 0.0257731+0.0186577j 0.00913775-0.0170871j -0.00204254+0.00776557j -0.0022731+0.0128296j -0.00657213-0.0228301j 0.00304494+0.011522j 0.0206425+0.00485522j 0.0170526-0.0052946j 0.00298607-0.00387036j -0.0218174-0.0148547j -0.00550673+0.0130337j -0.00278518-0.0119037j -0.0048625+0.0257673j -0.00271142-0.00842048j 0.0165345-0.00280913j 0.00493195-0.0148901j 0.000796473+0.00432395j -0.00820035+0.000801435j -0.00245193+0.00902065j 0.0167845-0.0155642j 0.00786161+0.0110425j 0.0166364+0.0132801j 0.000561688+0.0107416j -0.000507806-0.00116523j 0.00459729-0.00331476j -0.0153242+0.00467314j -0.00108861-0.000628843j -0.0205481+0.00454159j 0.00564553-0.000784417j 0.00604616-0.00316712j 0.0097873+0.0107772j 0.0137095+0.00230493j 0.00964527-0.038133j 0.0259171-0.0194055j -0.0174729+0.00186201j -0.00723216+0.0123259j 0.00393079+0.00438858j 0.00687025-0.00860466j 0.00113154-0.0255925j -0.0111345+0.00438806j -0.0157477+0.00633962j -0.00919608-0.00729761j 0.00298782+0.0101795j 0.0175478-0.00919756j 0.05458-0.0187517j 0.0310333-0.00076734j 0.0522106-0.00178242j 0.0221343+0.0154967j -0.0200914-0.0393262j 0.0028123-0.0825443j 0.0483105-0.00974336j -0.000304336+0.0884327j 0.0126246-0.00843942j 0.122024+0.051706j 0.00827073+0.0236853j 0.0266702-0.0386318j 0.0357099-0.0198414j 0.0348219-0.0753507j -0.101045-0.00247325j -0.0181103+0.0369646j 0.017994+0.0107591j -0.0176809+0.00766379j 0.0079387+0.039193j 0.147138-0.0707963j 0.0117805+0.0397712j -0.1384+0.131699j 
0.0246242+0.00259535j -0.0168052+0.0226595j -0.0436366+0.0145896j -0.00028864+0.0163857j 0.0322805+0.0274873j 0.0225565-0.0384106j 0.0189023+0.0272114j -0.00447779-0.00113018j -0.0445646+0.0243303j 0.0137071+0.0175871j 0.00892626+0.0343616j 0.0151946-0.0328764j -0.00394805+0.0270997j -0.00643502-0.0138897j 0.00672011-0.0167516j -0.00798044-0.0071964j -0.0100909+0.00707005j -0.00833301-0.0494435j 0.000431289-0.0260355j 0.00131136+0.00772186j 0.00887339-0.015891j 0.00593287+0.00673737j 0.0189526-0.00249828j 0.0222843-0.0301841j 0.0228971+0.00176796j 0.0233791+0.00484059j 0.00161795-0.00894959j -0.00331991-0.0105463j 0.00137+0.0402214j -0.00445256+0.00065326j 0.0185921+0.0325877j -0.00138192+0.0189635j -0.00976717+0.000702752j 0.00511488-0.0188142j 0.00025552-0.0371756j -0.0164216-0.000234066j 0.00611944+0.0191856j 0.01606-0.00602536j -0.00399254-0.00235675j 0.0181664-0.0161327j -0.0097883+0.0245431j -0.00544325-0.0173899j -0.0144351-0.00626068j -0.00488643-0.00603517j -0.00524283-0.0217051j -0.00428115-0.00874654j 0.00211187+0.0098087j -0.00885452+0.00483949j -0.0142789-0.0165999j -0.00642326+0.00500901j -0.0218606-0.0244069j 0.00333371-0.00230369j 0.0393672-0.0237973j 0.00894253+0.0286212j 0.0225862-0.0203541j -0.00223266-0.00752982j 0.00517525-0.0223942j 0.0110352+0.00667915j -0.00805637-0.016656j -0.0222123+0.0197291j -0.00406902+0.0313695j -0.0082761+0.0070919j -0.0164778-0.0124651j 0.0220829-0.0304742j -0.000410996-0.023832j -0.0157891+0.0142054j 0.00395569+0.00858834j -0.00660185+0.013658j 0.0122807+0.00136954j 0.00423847-0.0136204j -0.00408649-0.000267363j -0.0231571+0.00027208j -0.0117364-0.0068878j -0.00562588+0.000700128j 0.00185737-0.0148617j -0.00991351-0.00072854j 0.00952858+0.0321806j -0.00369274-0.0111685j -0.012983+0.0178582j -0.00516664-0.00192822j -0.00263962-0.047757j -0.0174958+0.0033245j 0.00096336+0.0102812j 0.0158023-0.00757145j 0.0149348+0.0160051j -0.0157834-0.0198412j 0.00945537-0.0264725j -0.00257633-0.0132092j 0.0151512-0.00303334j -0.022223-0.0175843j 0.00981338-0.00769092j -0.00929291+0.0226043j -0.0321956-0.0217473j 0.00562762+0.00732754j 0.0220533-0.014624j 0.0029187-0.0102039j -0.0347981+0.00951571j 
-0.0155113+0.0317501j -0.0474502+0.01325j -0.0434514+0.0211515j -0.0171013+0.0597293j 0.0598544-0.0474551j 0.0272573-0.0256184j 0.00686274+0.0579828j -0.0135318-0.000746255j -0.0237529+0.0219708j -0.0125179-0.0651671j 0.0109336-0.00260567j 0.00236765-0.0196101j 0.0175922+0.018464j 0.0175491-0.00195381j 0.00935916+0.0431038j 0.0223114+0.0182237j 0.0295141-0.0279778j 0.0216255+0.013963j -0.0195025+0.013975j -0.0117066+0.0148374j -0.00934829-0.00444207j -0.0106434-0.0338392j -0.0434114-0.0205118j -0.0111984-0.00189652j -0.0290957-0.0083223j 0.0185971+0.0114812j -0.000685832+0.0103418j 0.0328778+0.00105474j -0.00986452-0.00643964j -0.0412748+0.0218413j -0.0357193+0.0269943j -0.00466423-0.0262963j 0.0119783-0.0433889j -0.0370154+0.00999028j -0.0165868-0.00945634j -0.0102405+0.0329149j 0.013504-0.0298011j -0.0240766-0.0129183j -0.00637459-0.0183261j -0.0146746-0.00837553j 0.00342912+0.0201655j -0.0142387+0.0160358j 0.0568818+0.00944394j 0.0175754-0.0193458j -0.00585089+0.0272361j -0.00254026-0.0547044j -0.0472469-0.0236156j 0.0172789+0.0432199j -0.0292131-0.0089187j 0.0317249+0.0016194j -0.0215265+0.0230631j 0.0328005-0.0253205j -0.021467+0.00127676j 0.0265302-0.0018144j 0.00879315-0.0115925j 0.011388-0.0284837j 0.00526813+0.00351355j 0.0091005-0.027818j -0.00874535-0.000179898j -0.00201836-0.030478j 0.00527489+0.0332356j 0.00200907-0.00142j 0.0180355-0.0298414j -0.0249573-0.0208416j -0.00360717-0.0334246j -0.0236964+0.0187774j 0.0108392+0.0361417j 0.00431111-0.0410946j -0.00482825+0.0196957j -0.0110834-0.0395589j -0.0184856+0.0274993j -0.00550564+0.00334453j 0.013371-0.00517169j 0.0205835+0.00738993j 0.021145-0.0334479j -0.0140667-0.000316391j 0.0279921+0.012699j -0.0216389+0.00881638j -0.011648-0.00828698j 0.00231258+0.00779564j -0.0464101+0.00232169j 0.00394388+0.00661563j 0.00292983+0.00426339j -0.00519101+0.012616j -0.00647207-0.0291674j -0.0105803+0.00568799j -0.022612+0.00692149j 0.0137091-0.0190847j 0.00211786+0.00903445j -0.0354689+0.0338526j 0.000950324-0.0140196j -0.0241238-0.014241j -0.0391664+0.0167237j 0.0110434-0.0244374j 0.0339374-0.0111727j 0.017034-0.0122832j 0.00629689+0.00834389j 
-0.0600539+0.00895111j -0.0174987+0.00652408j 0.0361372-0.00833577j 0.0222471-0.00806761j -0.0434096-0.0313726j 0.0509132+0.0251576j -0.0493473+0.0670594j 0.0107895-0.032275j -0.0204988-0.0319394j -0.012059-0.0441447j 0.0081473-0.0935623j -0.00359771+0.0144084j 0.0485126-0.00380538j 0.0299539-0.045064j -0.01764-0.016836j 0.0262843+0.0147095j -0.00679774+0.000552312j 0.0393526+0.0153366j 0.020304+0.0153763j 0.00193497-0.0163253j -0.020918-0.000870233j -0.0054225-0.0085928j -0.0105824-0.000891285j 0.0150406+0.0388287j -0.0253956-0.0416538j -0.000320939-0.0293779j 0.00588879+0.00994583j 0.0154467-0.0374871j -0.0115591-0.019709j -0.00725506+0.00519011j 0.0111621-0.00150079j -0.0218997-0.072072j -0.0235439-0.0280545j -0.046202+0.0890007j 0.0134054-0.00371444j 0.0331237-0.00356313j -0.00101751-0.0259886j 0.00405787+0.00210412j 0.00310985-0.0036573j -0.0228865+0.0140505j -0.0233071-0.0104254j -0.018515+0.0122023j 0.00293527-0.0499352j -0.0143424-0.0103023j 0.0303414+0.0417327j 0.0117739+0.0327603j -0.0350046+0.014155j 0.0330777+0.0395342j 0.0156661-0.0320547j 0.02062+0.000670832j 0.0306061+0.00706056j -0.00529664+0.00838064j 0.00199573+0.0201732j 0.0132115-0.0375746j 0.00337356-0.00414437j 0.0114726+0.0308208j 0.0113734+0.0287071j -0.0270482-0.0161j -0.0273443+0.0274973j 0.0223939-0.0219433j 0.0415149-0.0139124j 0.0369928+0.0133465j 0.000325242-0.010312j 0.00184152+0.0395899j -0.0186102-0.000129948j -4.82223e-05+0.00139863j 0.0167953-0.0317094j -0.0276277+0.00157252j 0.0109292-0.0216661j 0.00101844-0.0173358j -0.000204238+0.0178357j 0.0133387+0.021882j 0.00380566+0.0101287j -0.00211534-0.0299032j 0.00241283+0.00654097j -0.0101939+0.0187803j 0.00641019+0.0155846j -0.0017335+0.0284648j 0.0304333-0.0418018j -0.00727381+0.00157822j -0.0214652+0.0358899j 0.0118398-0.00266999j 0.0244906-0.00026362j 0.0188225+0.0430972j -0.0114058+0.0202056j -0.00339616+0.0459833j -0.0238143+0.0195764j -0.00348738+0.0231534j 0.0152871-0.00149414j 0.00803849+0.032064j -0.0174412+0.000966186j -0.0251052-0.0160479j 0.0290266+0.0164522j 0.00178429-0.0302959j 0.0421395+1.63996e-05j -0.00997614+0.00550755j 0.00920061+0.0478149j 
0.00661309-0.0219093j -0.0550397+0.0256496j 0.0372822+0.0468352j 0.0593137-0.0841189j -0.0304531+0.0243412j -0.0178303+0.0686998j 0.0570624+0.014714j 0.01843+0.0396746j 0.00694843+0.0707265j -0.0247972+0.0360676j 0.0625255+0.012594j 0.0243236+0.059974j 0.0154077-0.0364132j 0.0116154+0.0360424j 0.0189061+0.00525156j 0.00214556+0.0361209j 0.0277801+0.0188054j -0.0123123-0.00819154j -0.0109688-0.0109536j -0.00131823-0.0140969j -0.0233591+0.00347738j 0.0203902+0.00285233j -0.0209958-0.0146431j 0.0329553+0.0194328j 0.0427844-0.00232315j 0.0907668-0.0214866j 0.0139173-0.00640399j 0.0284634-0.00222281j -0.0625019+0.0195159j -0.0134993-0.0253986j 0.044566-0.051476j 0.0380126+0.0138806j -0.0013908-0.00494239j -0.0276712+0.0182825j 0.0180659-0.020256j 0.00217137+0.0480271j -0.00166736-0.0157781j -0.0380787-0.0544514j 0.0396033+0.033683j 0.0180272-0.0209244j 0.0111461-0.00543513j 0.00121325-0.0187383j 0.0308146+0.00737609j -0.0487696+0.00346753j -0.0495634-0.021116j -0.0205209+0.0219499j -0.0172517-0.00831475j 0.00102703+0.00647484j 0.00432409+0.0061978j 0.0121353+0.0170827j -0.0330495+0.0367587j -0.0039573-0.0369368j -0.0305274+0.0288775j -0.0109952-0.0429911j 0.00759908+0.0116465j 0.00228112-0.0099584j -0.04338+0.0158227j -0.0191872-0.020615j -0.0229454-0.00408417j 0.029304+0.0185448j 0.0171766+0.0529082j 0.000261338+0.00697347j 0.0180557+0.00123658j -0.0688917+0.0165538j 0.0153142+0.0125514j 0.00414171-0.007168j 0.0118524-0.0191772j -0.0218416-0.0311935j -0.0140124+0.0336727j 0.0105137-0.00563993j -0.00447374+0.0319849j -0.0300443-0.0125899j 0.0239712+0.0132285j 0.000819451+0.00323813j 0.00457904+0.0226238j 0.01335-0.0386442j 0.0113734-0.00303764j -0.00134919+0.0241115j 0.00650788-0.0117548j 0.0121105-0.00269944j -0.012711-0.0118041j 0.022573-0.0285292j 0.00458617-0.0181867j -0.0220472-0.0267537j 0.0234255-0.0319914j -0.0193256+0.0288932j -0.009805-0.0684002j -0.0300448-0.0310767j -0.0309462+0.00832727j -0.0103449+0.00384996j -0.000467411+0.0137585j -0.00769437+0.0110967j -0.00741587-0.0437661j 0.00024686-0.0134951j -0.00763573+0.00478213j 0.0409884+0.0164063j -0.00439859+0.00700429j 
0.00723607+0.00771398j 0.0160628-0.0484952j -0.0294125+0.0383913j 0.0196794-0.0829973j -0.0388931+0.0351032j 0.00441841+0.00569097j -0.0226808-0.0622343j -0.0503291+0.0435757j 0.034355+0.00630388j 0.0298674-0.0454359j 0.0115217-0.0417453j -0.00475256+0.0223211j 0.0200735+0.0321709j -0.0235188+0.0243129j -0.0424049-0.0405802j 0.00823296+0.0207859j 0.0166423+0.0341321j 0.00120568+0.0185724j -0.010066-0.0170078j 0.00190542-0.0138007j -0.0104048+0.000305701j 0.0281296-0.0206471j 0.00298883-0.0260635j -0.0250708+0.0125936j 0.0191568-0.0376026j 0.0133694+0.0175918j 0.00909177+0.00887862j 0.0179412+0.0392395j 0.0100352-0.0121748j 0.00359941-0.0186992j -0.000252224+0.0040808j 0.0196097-0.0384748j 0.00645595+0.0357375j -0.00518421+0.0417621j 0.0101087+0.00482439j 0.00180444-0.0132915j -0.00461262+0.0291895j 0.016065-0.0429445j -0.00691844+0.025272j -0.023961-0.0140526j -0.0133529+0.0132101j 0.0131584+0.0149691j 0.000389738+0.0141822j -0.036059-0.0137267j 0.00190961-0.0110188j 0.0238511-0.0183904j -0.0183455-0.0427654j -0.0105442-0.0124637j -3.58277e-05-0.00409399j 0.0125686-0.00648534j 0.00380555-0.023487j 0.021273-0.00040744j -0.0169115+0.0113604j 0.00588714-0.00864461j -0.0114892+0.0140014j 0.0100546+0.00392855j -0.018291-0.00844689j 0.0119283+0.00803258j -0.0108338+0.00928252j 0.0284071+0.0174032j -0.0141855-0.0109248j -0.00230018+0.0253036j -0.00393735-0.00578403j -0.0177061-0.0303218j 0.015796+0.0105202j 0.00517695+0.00167401j 0.00632893-0.0190496j 0.0234867+0.0106755j -0.0222147+0.0172656j -0.0146529+0.00975479j -0.025481+0.00956623j 0.0127761+0.00547926j -0.0175811-0.0200898j -0.00282468-0.00177351j 0.00694781+0.00431868j 0.0394407-0.0145101j 0.0141109-0.0413861j 0.0150213-0.0319157j -0.01345+0.00492738j 0.0027057+0.000132356j -0.00646996-0.012806j 0.00631992-0.0119642j 0.018705+0.0250132j 0.00416282-0.0181827j 0.020692+0.00075371j 0.000457284-0.0140783j 0.00768367+0.0169391j 0.00673802+0.0149922j 0.0161737-0.022498j -0.0255242+0.0108392j 0.00953357-0.00411105j -0.0108116+0.00672758j 0.00954933+0.00299128j -0.014426+0.0222868j 0.0172307-0.0487528j 0.0143787-0.00117144j -0.0300726+0.00308585j 
-0.00984661+0.00452053j -0.0270005+0.0598972j 0.00607196+0.0467116j 0.0241495+0.00173617j 0.010417-0.0146725j -0.0124416-0.0858323j -0.0110943+0.0876013j 0.0417761-0.0378166j -0.0629038-0.00449928j 0.0137304-0.00209505j 0.0347525-0.0701714j -0.0350648-0.0325419j 0.0144573+0.0162948j 0.0658243+0.00756611j -0.0413537+0.00150691j -0.0124994-0.0307786j 0.0357422+0.0198593j 0.0785592+0.0170887j 0.00954514-0.00515388j -0.0200697+0.0157004j -0.00763805+0.012806j 0.0545071+0.0562832j 0.0301253+0.0195348j 0.0293419-0.0174732j -0.014774-0.0144421j -0.0292284-0.00184296j 0.0209336+0.0236415j 0.0353025+0.0122997j 0.0238269-0.024891j -0.00828965-0.0430888j -0.0404023-0.00357305j -0.0439328-0.0342193j 0.0115341+0.0204794j -0.0106721+0.00614774j -0.00773995-0.0156513j -0.000821917-0.0117469j -0.0145233+0.00355475j 0.00402325-0.00183271j 0.0327431-0.0208245j 0.0198716+0.00146863j -0.00936104-0.000996005j 0.00544237+0.00200626j -0.0392709-0.0423538j -0.0398667-0.0187128j 0.0528116+0.0057703j 0.0127057-0.02339j 0.00483922-0.00319482j 0.0012097+0.0121176j 0.00331336-0.0389787j 0.0137389+0.0253725j -0.00511365-0.0274084j 0.0363526+0.0285193j -0.00171398+0.0330409j -0.02415-0.0149113j 0.0282589+0.0121299j 0.019942-0.00259338j 0.0321355-0.000500423j -0.0165679+0.0182453j 0.0131909+0.00167936j 0.003246-0.0248041j -0.0272198+0.0109969j -0.03227-0.0214876j 0.0123699+0.00451694j 0.0254979-0.0195674j -0.0134607-0.00640963j 0.0088412-0.0189231j -0.0220889+0.00741597j -0.00606971-0.00170128j -0.0199276+0.0230531j 0.0315198+0.00620641j -0.0247154-0.00351203j 0.0122358-0.00689217j 0.0236809-0.0290853j 0.00837493-0.00135372j -0.00285343+0.021138j 0.00992648+0.0153939j -0.0238925-0.0109134j 0.0114352+0.001539j -0.0155645-0.0206299j -0.00119295+0.0280238j -0.00451491-0.010989j 0.00348745+0.0261972j 0.0215741+0.00801873j -0.0261485-0.0184858j -0.0161202-0.0061367j -0.0331226+0.00231087j 0.00257276-0.00356625j 0.028537+0.0400212j -0.0292025-0.00374608j -0.0289812+0.00303485j 0.0214958-0.0164969j 0.00917958+0.0218118j -0.000624168+0.026397j 0.00221591-0.0295843j 0.0359027-0.0138453j 0.00638793-0.0157844j 0.00261915+0.0544321j 
-0.0104154+0.0663219j 0.00898955+0.0402511j 0.0160331-0.0147991j 0.102015-0.0625508j 0.00975209+0.0511063j 0.0265786-0.0136224j 0.0115943+0.0507602j -0.0502396-0.0264795j -0.070092+0.0210928j -0.0135491-0.0170786j 0.026711+0.0172912j -0.0984429-6.40829e-06j -0.0143348+0.0144411j 0.00323438-0.0198835j 0.0100248+0.00965019j 0.0210005+0.00118388j 0.011721+0.062108j 0.0120213+0.022963j -0.00364987+0.00675348j 0.0515096+0.0107196j 0.0245661+0.000424444j 0.0347541+0.00392303j -0.0127889-0.0194817j 0.00804203+0.0109098j 0.047146+0.00216382j -0.0103854-0.00386834j 0.0110268+0.00241428j -0.00489728-0.0180613j 0.0103694+0.0145832j 0.00562795-0.0203519j -0.0253318-0.00926183j 0.00694927-0.0336972j -0.0231462-0.0438909j -0.0104317-0.0363224j 0.0475283-0.0319738j 0.00536977-0.0433016j 0.018113-0.00988826j -0.0162182+0.00305026j -0.00974604+0.0157029j -0.00185369-0.043845j -0.0114694+0.0188321j 0.0212428+0.0181199j -0.0301792+0.0154336j 0.00644706+0.00774815j -0.00134741-0.0203748j -0.00199487+0.0234191j 0.0554366+0.0132586j -0.0221117-0.00501013j 0.0161397-0.0140518j 0.0201028+0.00749794j 0.0417153+0.00195372j 0.00814785-0.000981456j -0.0197842+0.0216961j -0.0302096+0.0383056j 0.011368+0.0289854j 0.0178301+0.0131034j 0.0142708+0.00534395j -0.0162439+0.025741j -0.00301867+0.0302956j -0.0513575+0.0126717j -0.00716113+0.0214575j -0.0270462-0.042244j -0.00194753-0.0404795j -0.0209859+0.0114816j -0.00401449+0.0186309j 0.00472402+0.0019728j 0.00824588+0.0156771j 0.0215714-0.011101j 0.0164102-0.0208582j -0.03573-0.0129265j 0.0159336+0.0102342j 0.00614652-0.0160307j 0.00590477+0.00192714j 0.0166547-0.0079576j -0.000428152-0.0070141j -0.0195681-0.00754739j -0.00760773+0.0160682j 0.0234102-0.039526j -0.0251591-0.00718027j -0.0131622-0.00954917j -0.000183235-0.00982937j -0.00935413-0.00715941j 0.00339412-0.000824052j 0.0159864+0.0186706j -0.0410671+0.051265j -0.0122451-0.0222613j -0.00175222-0.00515449j -0.00195331+0.0133319j 0.00735423-0.0338808j 0.0276554+0.0263887j 0.0377348-0.00644443j 0.00219491+0.0265362j 0.00380391-0.0093253j -0.0385512+0.00620957j 0.0385349+0.0145088j -0.0380305-0.030885j -0.0206451+0.0398246j 
-0.0187235+0.0373958j -0.0534467+0.0631169j -0.0298458-0.0627146j 0.0116023+0.0282667j -0.01201-0.0944643j -0.0597021+0.00831145j 0.0568978+0.0888119j -0.00326994-0.101111j -0.0553649+0.0619056j -0.0380005-0.00252413j -0.00680806-0.00037976j -0.0129502-0.00714204j 0.00510205+0.00398342j -0.0355809+0.00085023j 0.0233653+0.015357j -0.0323025+0.0325036j 0.021581+0.0123721j 0.0507473-0.0260455j -0.000230669+0.015581j 0.0116078+0.00668319j -0.0107116+0.0112271j -0.00165251+0.0156134j -0.000965723-0.0138392j 0.0562912-0.0407936j -0.00874232+0.019073j 0.00547314+0.00804855j 0.0139425+0.021214j -0.00579197-0.00165023j -0.00687038+0.0229402j 0.0132437-0.0154089j 0.0356023-0.0384805j 0.00192307-0.0185565j -0.0140036-0.0352509j 0.0290606-0.0227937j 0.0381425-0.0209956j -0.0297773-0.0227002j 0.0103633+0.00855169j 0.0186964-0.023015j -0.00039862+0.00960554j -0.00115136-0.0110093j -0.0174733+0.0276879j -0.0149882+0.010241j -0.0199355+0.0163255j 0.0111644-0.0175839j -0.0181844-0.00460068j 0.0204384-0.021874j 0.0311848-0.000227591j 0.00551289-0.00230636j -0.0238004-0.0123064j 0.024395+0.00808841j -0.02403+0.0233274j -0.0101176+0.027371j 0.00469176-0.0242034j -0.0255899+0.00588647j 0.00728656+0.0155244j 0.0107829+0.0133983j -0.00580245+0.00192621j 0.0126596-0.0231685j -0.0146773+0.0263358j -0.0326614-0.0236836j -0.0152813-0.00459704j 0.0261308-0.0282257j 0.0159817-0.0281338j 0.000995797-0.0224155j -0.0198884+0.0240765j -0.00448436+0.0296255j 0.00278944+0.00498774j 0.0119245+0.0184876j 0.0113236-0.0216315j -0.0169856-0.0186572j -0.00551317-0.00234925j 0.0105886+0.0214236j 0.00802357-0.0115449j 0.00449834+0.0317526j 0.0333784-0.00555196j -0.00667321+0.0252209j 0.0159188-0.0151712j 0.00888552+0.0262398j -0.0254573-0.0195651j -0.0347835+0.00474122j -0.0482416+0.0023951j -0.0231205-0.0108135j 0.035331+0.00694782j 0.0044189+0.018465j 0.00771804+0.0198459j 0.00259128+0.00644616j 0.00261786+0.00600639j 0.0182087-0.000363771j 0.00629543-0.00698648j -0.0460971+0.0152127j -0.0129074+0.000859703j 0.0270425-0.00885277j -0.0149942+0.00634392j 0.0165758-0.0246018j -0.000451981+0.0128247j 0.0168868-0.0151665j -0.00310177+0.0244081j 
-0.0109248+0.00279031j -0.0254449+0.0286038j 0.0213199-0.0200452j 0.018223+0.00717663j -0.0432832+0.0215014j -0.041786+0.0603918j -0.0181258+0.0489093j 0.0104846-0.0383725j -0.0553211-0.0343305j -0.014561+0.0176711j 0.0421481-0.00789332j -0.0054531+0.0116814j 0.0091338-0.0385026j 0.0260322-0.00661987j 0.00765112+0.00364283j 0.00139033+0.0251699j 0.016563-0.00626456j -0.0400367+0.0131258j -0.00356725+0.0131739j -0.00414929-0.0023625j -0.00182676-0.000820321j 0.0379499+0.00357106j -0.00692157+0.00516348j 0.00419893+0.014169j -0.011197+0.0270948j -0.0225955+0.00912872j 0.00271676+0.00683477j -0.0128343-0.00804878j 0.000747375-0.024718j 0.0265047-0.0129133j -0.00190598-0.0108806j -0.0135269-0.00320981j -0.0196537-0.0246087j 0.00113434-0.00756919j -0.0252794+0.0231985j -0.00165477-0.018311j 0.00701533-0.00133966j 0.0142196-0.00487296j -0.0146969+0.00404394j -0.00160508-0.00537408j 0.00189586+0.00114399j -0.00294329-0.0143674j -0.00499254-0.00332388j 0.00488207-0.00265497j 0.00677658-0.0316219j -0.0190742+0.0103739j 0.0225806+0.00903976j 0.00179759-0.000257391j 0.00878958+0.00437031j 0.00480371+0.00642434j -0.000419414+0.00371699j -0.0071435-0.0132932j 0.0169791-0.00309775j 0.0109059+0.00227233j 0.00644529+0.0114534j 0.0124521+0.000158749j 0.000217801-0.00826871j 0.00695186+0.00806966j 0.00227151+0.0102479j -0.0152834-0.00679885j 0.0217115-0.00488241j 0.0108646-0.0111864j 0.0159361-0.012667j 0.00400078+0.00127571j 0.00500349+0.0139095j -0.0112686+0.00208645j 0.00838739-0.00597005j 0.00320328+0.00834308j 0.0231204-0.00936921j -0.0171022-0.0068091j 0.00614986-0.00433137j 0.0123241+0.000832869j -0.00364162-0.0125997j -0.0049583+0.0091202j 0.00548892-0.000794933j -0.00988942+0.00682184j 0.0038606+0.0082523j 0.0025452-0.00110933j -0.00515541-0.00638783j -0.0146421-0.000462367j -0.00234875-4.13112e-05j -0.00716636-0.00686866j -0.00287178-0.0128958j 0.00100035-0.0129731j 0.00212719+0.0228415j 0.0105195-0.000672093j 0.00824559-0.00478377j -0.00432402-0.0172357j -0.00812846-0.00601756j -0.00224034-8.18608e-05j -0.00996604-0.0117461j 0.00225879+0.00291797j 0.0104118-0.000902788j 0.0167845-0.00592094j -0.000512153+0.0140007j -0.00346269-0.00844465j 0.00125271+0.0122016j 
-0.0261734+0.0416639j -0.00217064+0.00286542j -0.038667+0.0254148j 0.0464464-0.0266883j 0.0446259-0.0448258j -0.0242521+0.0139437j -0.015227-0.0319041j -0.0181812-0.0385909j -0.0257484-0.00363593j 0.00611745-0.04856j -0.0471579-0.0216129j -0.0198622+0.00903181j -0.0276438+0.0199181j 0.0189302+0.0102936j 0.0188224+0.000523973j 0.0127101+0.00136326j -0.0122377-0.00668875j 0.0223086+0.0442615j 0.0254754+0.0144841j -0.0145965+0.000952914j -0.00968807-0.0155212j 0.00909485-0.0307837j 0.00909805-0.00735587j -0.014027+0.0031423j 0.0124409-0.00912353j 0.0131082-0.00394786j 0.00715163+0.00360677j -8.09205e-05-0.00839336j -0.00450431+0.00762371j -0.00452278-0.0250335j -0.0203796+0.00567882j -0.00382602-0.00444484j -0.0175764+0.0182888j -0.00244602-0.009767j 0.0222805+0.00912639j -0.00594148-0.0183588j 0.00363763-0.00858185j -0.00935316-0.0122701j -0.00462693+0.00145445j -0.00825622-0.0133446j -0.011368+0.00900138j -0.000258555-0.0112878j -0.00887536+0.00310574j 0.00321374+0.00760356j -0.0122552+0.00305153j 0.0209447+0.0137j -0.00446685-0.0286979j -0.00756671+0.00603508j 0.00823504-0.0116756j 0.000696015+0.00763393j 0.0059884-0.00866636j -0.00727527+0.0192548j -0.0159683-0.00140681j 0.0162971-0.00258799j 0.00783453-0.00846086j -0.0138508-0.00784825j -0.00908206+0.00394687j -0.000989044-0.000610091j 0.0119484+0.000979747j 0.00411226+0.0127106j -0.00635421-0.0110693j 0.00187227-0.000831512j -0.00474268+0.00192615j -0.0088725+0.00362029j 0.00280848+0.00205147j 0.00249462-0.00796784j -0.00250524+0.000967874j 0.00325837-0.00379007j 0.00228351-0.00176383j -0.00336287-0.00231542j 0.00199811-0.01159j -0.00476035-0.00385641j -0.0102367-0.000271118j 0.00118686-0.00448282j 0.00984968-0.0103804j 0.00708415+0.00066845j 0.00182889-0.021367j 0.00296126+0.00513158j 0.00589171-0.00505387j -0.00250919+0.0120776j -0.00597923+0.00555233j -0.00229414-0.00899493j -0.00392438+0.00997693j -0.00312026+0.00916142j -0.00761293+0.00327033j 0.00583849-0.0104352j 0.000985492+0.0247951j 0.0108869+0.0104124j -0.000502646-0.0198083j 0.00451031+0.00553855j 0.0163691-0.00834993j 0.00198416-0.000963203j 0.00212351-0.00300422j -0.00805127+0.0175585j 0.00334155-0.0113383j 0.00144248-0.0107854j -0.00934941+0.00389635j 
