0.0560065-0.0754207j -0.0248358+0.0555509j -0.0033647-0.00327451j -0.0311931-0.096763j 0.00557259-0.0149203j 0.00815113-0.0373427j 0.0211589+0.0201719j -0.0544056+0.00217257j 0.023685+0.0469567j -0.0190657-0.0320897j -0.00682683-0.0200746j -0.017315+0.0191445j 0.00306953+0.0134137j -0.0037548-0.027185j -0.00597042+0.00972769j 0.00610664+0.0193452j 0.00648884+0.0118915j -0.0210649+0.00331359j 0.00351878-0.0162589j 0.0103688-0.00419069j 0.0033989-0.026345j 0.0100291+0.00532699j 0.00633358-0.0127141j 0.00879534-0.000979238j -0.00186326-0.0173417j 0.000756771+0.0157533j 0.0109436+0.00162107j 0.00338405+0.0175069j -0.0146966-0.00843069j 0.0206872-0.0121981j 0.0135273+0.00409657j 0.0257731+0.0186577j 0.00913775-0.0170871j -0.00204254+0.00776557j -0.0022731+0.0128296j -0.00657213-0.0228301j 0.00304494+0.011522j 0.0206425+0.00485522j 0.0170526-0.0052946j 0.00298607-0.00387036j -0.0218174-0.0148547j -0.00550673+0.0130337j -0.00278518-0.0119037j -0.0048625+0.0257673j -0.00271142-0.00842048j 0.0165345-0.00280913j 0.00493195-0.0148901j 0.000796473+0.00432395j -0.00820035+0.000801435j -0.00245193+0.00902065j 0.0167845-0.0155642j 0.00786161+0.0110425j 0.0166364+0.0132801j 0.000561688+0.0107416j -0.000507806-0.00116523j 0.00459729-0.00331476j -0.0153242+0.00467314j -0.00108861-0.000628843j -0.0205481+0.00454159j 0.00564553-0.000784417j 0.00604616-0.00316712j 0.0097873+0.0107772j 0.0137095+0.00230493j 0.00964527-0.038133j 0.0259171-0.0194055j -0.0174729+0.00186201j -0.00723216+0.0123259j 0.00393079+0.00438858j 0.00687025-0.00860466j 0.00113154-0.0255925j -0.0111345+0.00438806j -0.0157477+0.00633962j -0.00919608-0.00729761j 0.00298782+0.0101795j 0.0175478-0.00919756j 0.05458-0.0187517j 0.0310333-0.00076734j 0.0522106-0.00178242j 0.0221343+0.0154967j -0.0200914-0.0393262j 0.0028123-0.0825443j 0.0483105-0.00974336j -0.000304336+0.0884327j 0.0126246-0.00843942j 0.122024+0.051706j 0.00827073+0.0236853j 0.0266702-0.0386318j 0.0357099-0.0198414j 0.0348219-0.0753507j -0.101045-0.00247325j -0.0181103+0.0369646j 0.017994+0.0107591j -0.0176809+0.00766379j 0.0079387+0.039193j 0.147138-0.0707963j 0.0117805+0.0397712j -0.1384+0.131699j 
0.00298625+0.0197472j -0.00505809-0.0193256j -0.00989531-0.0242853j -0.0102179-0.0290544j -0.0433667+0.00891499j -0.00159038+0.0208346j 0.00381404-0.0328584j -0.0257723+0.00445994j 0.00800809+0.0279715j -0.00345634-0.0151357j 0.00729186-0.045031j -0.0531785+0.0483056j 0.00316566-0.00972681j -0.00893568-0.00901873j -0.0216662-0.00811789j 0.021753+0.0200308j -0.00608602+0.0416969j 0.0116996+0.0148807j 0.0140558+0.00904711j 0.00501161-0.0014863j -0.014227+0.00578547j 0.0432145-0.0135668j -0.00723815-0.0237524j -0.0408771+0.0144252j 0.0114478-0.0172691j -0.0107616+0.0281653j 0.00938414+0.0188129j 0.0237106-0.00869626j 0.0117483-0.0151842j 0.0146408-0.00448117j -0.0430373-0.00499099j 0.0333354-0.0527666j -0.0245645+0.0304055j -0.0206401+0.00533257j 0.0521673-0.0293463j -0.000582422-0.0356402j 0.0111767-0.0100311j -0.00479404-0.0301596j -0.0253039+0.0280885j 0.00502654-0.0450417j 0.0192747-0.0318574j 0.0158556+0.00932125j -0.0281538+0.024493j -0.0338379+0.00646521j 0.0310761-0.0333305j -0.0124725+0.00028152j -0.0288551-0.00665057j 0.0182942-0.0189207j 0.0135053+0.00331169j -0.036228-0.0177958j 0.00774228+0.0184781j 0.0470635+0.0200776j -0.0694479+0.0255794j 0.027095-0.0514555j -0.0584573+0.104465j 0.0190136-0.0201946j -0.0096668+0.0160205j -0.0189663+0.0181778j -0.0299848+0.0467626j 0.045887+0.00130568j -0.039995-0.0271405j -0.0172389+0.0280904j 0.023153-0.0709634j -0.0125431+0.0678419j -0.0682536+0.0251905j -0.0188284-0.051279j 0.0165419+0.023862j -0.0264574-0.0399803j -0.0498451+0.0240432j -0.0519284-0.0170301j -0.054987+0.0373284j -0.0316597-0.0521469j 0.0102985-0.0346907j 0.0916132+0.0169751j 0.0305554+0.0224771j -0.0131965-0.0400729j -0.0280212-0.0588714j -0.0154015-0.000433642j -0.0103702-0.0289735j 0.0130309-0.0368041j -0.0366754+0.00378164j 0.0133575-0.00481733j -0.0592578+0.0364625j -0.0329527-0.0217273j -0.0439239-0.0433092j -0.0546043+0.0245604j -0.00384731-0.0208576j -0.00552465+0.0409314j -0.0114051-0.00891215j 0.0327586-0.0378981j 0.0216261-0.00569504j 0.00299359+0.0264803j 0.000634677+0.00527297j -0.0148283+0.047629j -0.00457724+0.00193336j 0.00195378+0.0145925j -0.000740019-0.0156653j 
-0.00885905+0.0200429j -0.0160934-0.00848904j -0.0489765+0.0210892j -0.00270126+0.00825909j 0.00420394-0.0177025j -0.0165319+0.00793153j -0.00649561-0.00886403j -0.00297663-0.00660281j -0.00753259+0.00356836j -0.0151621+0.00718702j -0.0286844+0.00216179j 0.051076-0.0131665j 0.00252045+0.0119781j -0.0423762+0.0222419j 0.00399915-0.0399572j -0.00894151+0.0460587j 0.0279795-0.0150462j -0.00331768-0.0225193j 0.0150624+0.0181796j -0.00888183-0.00127367j 0.0265802-0.00839197j -0.0545098+0.0157963j -0.0149479-0.0105595j 0.0156481-0.00658742j 0.00840435-0.0165842j 0.0326288+0.00285493j -0.00551322-0.00906889j -0.0219346+0.00923011j -0.00576634+0.00553167j -0.0129593+0.00386268j 0.0348695+0.0118951j -0.0394584+0.00466783j -0.00125771-0.0183094j 0.025424+0.0335581j -0.0430949+0.0205963j 0.0118582+0.00966792j -0.0004427-0.00280274j 0.00692662+0.00846776j 0.012656+0.0300755j -0.0482052-0.00270818j 0.0322959-0.0281801j -0.0286702+0.0074731j 0.0391953-0.0305674j -0.00541909-0.0240728j -0.014756+0.0154001j 0.0133651-0.012623j 0.0198704-0.0297515j 0.0333809-0.0217084j -0.0216139+0.0120609j 0.0131671-0.0371344j -0.0132677+0.00922591j -0.0989829+0.0589781j 0.0745611-0.0192443j -0.0361693+0.0192308j 0.0796246-0.0560536j -0.0185082+0.0386259j 0.000370324+0.024097j 0.00888717-0.0660743j 0.0156404+0.0150684j 0.0240427-0.0333813j 0.00319076-0.041742j 0.0602776+0.0108833j -0.0118354+0.0686495j 0.0438569-0.0442912j 0.021168-0.0388852j 0.0429758+0.0839992j 0.0032929-0.0257538j -0.012197+0.0457292j 0.0254804+0.0192783j 0.0424345+0.0242895j 0.0126483-0.05258j 0.0928633+0.0437992j -0.0199993+0.00638897j -0.0277225+0.0491435j -0.00886697-0.0112372j 0.0149895-0.00710892j 0.0290442-0.0217961j 0.0124873+0.0544654j 0.0267794+0.0349238j -0.0302474+0.0395615j -0.00447594+0.0122898j -0.0264513+0.0124783j 0.0715-0.00338858j 0.0199117-0.00329425j 0.0280023+0.0205209j 0.0166755-0.0182588j 0.0223135+0.0141747j 0.0120389+0.002319j -0.00605635-0.0173948j -0.0536223-0.000357725j -0.0103035-0.00591706j 0.00910493-0.00914216j -0.00759754-0.0119401j 0.01771+0.0101013j -0.0175284-0.00302439j 0.028718-0.00905126j 0.00558254-0.0162378j 
0.00431833-0.0233279j 0.0175509+0.0146767j 0.0115712-0.0373635j 0.0450903-0.00450213j 0.120534-0.132098j -0.100439-0.0194708j 0.0168103+0.0038126j 0.0698641-0.0219894j 0.00557952+0.015538j -0.0543688-0.0004753j -0.0816211+0.0340004j 0.0342092+0.0177011j -0.0321859-0.0177967j -0.0374564+0.0315683j 0.0340777+0.0597196j 0.00289243-0.0317674j 0.0126761-0.0406687j 0.0677165+0.0167781j -0.0253733+0.0579156j 0.00465852-0.0227224j 0.00527782-0.0107865j -0.09853+0.0301975j -0.0372539+0.0445792j 0.0539061+0.0139837j 0.00164357+0.0128208j 0.0232243-0.033356j 0.0712222+0.00256778j 0.00789787-0.0285971j -0.0135118+0.0651922j 0.022858+0.0146026j 0.0123206+0.0106584j -0.019828+0.0249771j 0.0370004-0.0828102j 0.0751408-0.0360829j 0.0220628+0.041241j -0.00897769+0.0036172j -0.00359652-0.00937634j -0.0130431+0.049294j 0.049844-0.0396683j -0.0200228+0.00373812j -0.0309195-0.00225903j -0.0630618+0.0347536j 0.0111246-0.0646151j 0.138194-0.0331701j -0.0723374+0.0219969j 0.0405369+0.0174685j -0.00167931+0.0328913j 0.0198903-0.00586898j 0.0233778+0.0519106j 0.0263053-0.006646j 0.0353295-0.00965951j -0.0396474+0.0429655j 0.0227122-0.0753208j -0.114416+0.0634359j 0.105466-0.0757874j -0.0394851-0.0183424j -0.00356754+0.0393565j -0.0239053+0.0159102j -0.0437009-0.00454501j 0.00227542-0.0260411j -0.0654192+0.0442348j -0.0551521+0.0224623j -0.0650114+0.0137623j -0.00966478+0.00737709j -0.00606367-0.0450913j 0.00164577-0.0632198j -0.0387337+0.0252797j 0.0159597+0.0130304j -0.00912113-0.0513465j 0.0343087-0.0308372j -0.0077213-0.0407489j -0.0572993+0.0164915j 0.0211262+0.0413883j -0.0406708-0.0322661j 0.00831288-0.0268029j -0.0149501+0.0604618j -0.0257426+0.0756688j -0.0414356+0.0257187j -0.0147834-0.0124454j 0.0215595+0.0101222j 0.0208048+0.0471628j -0.00130975-0.0055343j -0.0167445+0.0276224j 0.0230665+0.0446365j 0.0133526+0.00466642j 0.0128425-0.000971504j 0.00616183+0.0164649j -0.0109562-0.0216209j 0.00518304+0.0460844j 0.0107716-0.000761567j 0.022813+0.0102463j 0.0430876+0.0250914j -0.0890381-0.00945267j -0.0410991-0.0280497j 0.0442279+0.0306097j -0.0320352-0.000436606j -0.0174227+0.017581j 
-0.00825389-0.0156985j 0.0326367-0.0200813j -0.067861+0.0742119j -0.0348056+0.0812449j 0.113344+0.053739j 0.065769-0.064401j -0.00712728+0.0275803j -0.0278982+0.0530102j -0.0532336+0.0100349j -0.0172229+0.0345679j 0.0414573+0.0453412j 0.0228937-0.0599642j -0.00751477-0.00982441j -0.0434744+0.00773795j -0.0278783+0.0253633j 0.0295621-0.0395966j -0.00425844-0.00911538j -0.075024+0.0070169j -0.0314942+0.00911203j 0.0171193+0.0256475j 0.0303011+0.00849748j -0.0805298+0.0413659j -0.0365629+0.0542023j 0.0336216+0.00838162j -0.0216922+0.0438897j -0.0038382+0.00773704j -0.0183686-0.00972156j -0.0135855+0.00354997j -0.0011917+0.0455586j -0.013708-0.00411095j -0.0147806+0.0291827j 0.0279829-0.00624548j 0.0502772-0.0618881j 0.0578143-0.045262j -0.0452518-0.033223j -0.0451567+0.103276j -0.00738674+0.0207834j -0.0344245+0.0263358j 0.0415143-0.036839j 0.00260276+0.00938338j 0.0423695-0.0160748j 0.00414639+0.0819521j 0.0877047-0.118303j -0.00296297-0.0641545j 0.0125528+0.0837751j -0.0316104-0.062423j -0.0152764+0.011886j -0.00808184+0.0219034j -0.00237262+0.0546874j -0.0199567+0.0205922j 0.0114522-0.0420411j -0.0478109-0.0404656j 0.0671244-0.0972762j -0.0398853+0.0295551j 0.0436247-0.026621j 0.0272706-0.0478597j 0.0956082-0.0689963j -0.0472414+0.0344182j -0.0648946+0.00385719j -0.0316673+0.0126101j 0.0160153+0.0519422j -0.0511064+0.0705333j -0.0310237-0.0104011j 0.0501853-0.00347643j 0.0568862+0.000474728j -0.0383184+0.0219015j -0.103852+0.0293278j 0.0553001+0.0282633j 0.00929762-0.00270434j -0.00842429+0.0139366j 0.000485546+0.0505358j -0.0314875-0.0225248j -0.0295901-0.0182232j 0.0420593-0.0139076j -0.0242849-0.0192739j -0.00455491-0.047385j 0.00418036-0.0363374j -0.0107233-0.0907821j -0.0520935+0.0705878j 0.0328468+0.0103761j 0.0193554-0.0371385j -0.0263532-0.00164369j -0.0199331-0.0127513j -0.0238008-0.0851034j 0.0162507+0.0128563j 0.00376144-0.000408319j 0.033909-0.0193055j -0.0103247-0.0537081j -0.0208402-0.0349311j 0.00643138+0.0332739j -0.0343612-0.0570988j -0.0421018-0.0107351j 0.00298417-0.0320143j 0.04142+0.0173555j -0.01869-0.0324573j 0.0318773-0.0153424j 0.0195747-0.0340851j 
0.0424724-0.0368176j 0.0193417+0.0582795j 0.00825832-0.0855376j -0.0331768+0.018715j -0.0212306-0.0889285j -0.084985+0.0168838j -0.00918319+0.089459j 0.0155916-0.0415173j -0.00569166+0.0112806j -0.0356467+0.0607097j -0.00255122+0.0206631j 0.0199727+0.0203631j 0.0444275-0.0316995j 0.0302231-0.0656873j 0.0061319-0.000764344j 0.00697291+0.0254588j 0.0242192-0.0028015j 0.00246824-0.0135127j 0.0202042+0.0100337j 0.0130295-0.00431406j -0.00800877-0.0173963j -0.000904801+0.0244478j 0.00730599-0.0170147j 0.033735-0.0289464j -0.0206208+0.0452964j -0.0116379+0.0537699j -0.0164302-0.00515522j 0.0050758+0.00583847j 0.0290634-0.0200166j -0.0389025+0.0273596j 0.014892+4.55484e-05j -0.0400756-0.0214423j -0.0304858-0.0465677j -0.00474744-0.00480351j -0.00998176+0.0191996j -0.0474262-0.0312672j 0.0436124-0.0555725j 0.0315083+0.0316835j -0.0251163+0.00427477j -0.00435298+0.0187247j 0.0215214-0.0228333j -0.0324643-0.00686206j -0.0191058+0.0562703j 0.0280375-0.0301851j 0.0237878-0.0929903j 0.0341155+0.0448681j 0.0205207+0.00510187j 0.0300822-0.0145823j -0.0457187+0.011089j 0.0382511-0.0309622j -0.0296849+0.0468437j 0.0644649-0.00599332j 0.0230292-0.0457626j 0.0176121+0.00174452j 0.00962131+0.0299861j 0.0114012-0.0436998j -0.0621318+0.0108354j 0.0752229-0.033714j 0.0496104+0.0235767j 0.0277858-0.0578665j -0.0408087+0.00329138j 0.00616528-0.0124177j -0.0102432+0.0248861j 0.0714018+0.00623643j -0.0185372-0.0322714j -0.0337141-0.00435012j 0.0127435+0.0439991j -0.0293702-0.0466303j -0.00795199-0.0254663j 0.00424782-0.0196022j -0.0161812+0.0420794j 0.000511882+0.0183051j 0.0228594+0.0385551j 0.0456946+0.0950671j 0.0313414-0.0261862j 0.0268918+0.0703357j 0.00570977+0.0584513j 0.0108838+0.0559047j -0.0146113-0.0609668j -0.0311505-0.00256548j -0.0245264-0.00519311j -0.00683605+0.0183383j 0.0134188-0.0102214j 0.0201703+0.0642646j 0.0181111-0.00674793j -0.00123434+0.0218439j -0.0106297-0.0605556j -0.00627927+0.0119644j 0.0045085+0.0187299j 0.000979243-0.0294865j -0.0148606+0.050106j 0.0511013+0.00605811j -0.0187299+0.0173023j 0.0252608+0.00873376j -0.00861823+0.0637915j -0.010116+0.0163148j 0.0103081+0.0287197j 
-0.0438988+0.00791918j 0.0815779-0.0444266j -0.0463096-0.0386565j -0.0151578+0.015284j -0.00202363-0.0288315j -0.0163506+0.0163801j -0.0660139+0.00688611j 0.00173085+0.000768744j -0.0280381+0.0406661j -0.0195886-0.00318113j -0.0168119+0.0110977j 0.0031757-0.00283625j 0.00606901+0.0216663j 3.51774e-05-0.0132652j -0.024972-0.0148118j 0.040294-0.01529j -0.0149728+0.0226765j -0.0120319+0.000521611j 0.00773229-0.0309728j 0.0343606-0.0273865j 0.0242841-0.0193342j -0.041456+0.00352393j -0.0135883+0.0242507j 0.0122896+0.00127809j -0.00318529-0.042998j -0.0156701-0.0213845j 0.00321415+0.0380287j -0.0243665-0.0075679j 0.0547967+0.034859j 0.00356941+0.0225396j -0.0122499-0.0055439j -0.0470553-0.0569363j -0.039956-0.0246915j 0.0387556-0.00714488j 0.00293321+0.0236252j -0.0150168-0.0512273j -0.0224861-0.0296178j -0.0445499+0.00553039j -0.0321838-0.0188069j -0.0243335-0.021306j 0.0219092-0.0251176j -0.0453576-0.016102j -0.0111999-0.0217754j 0.0502173-0.0299994j 0.0467657+0.0302689j 0.030426+0.0339907j 0.0146079+0.0325486j 0.0405127+0.0376865j 0.0382459-0.0171988j 0.0242042+0.0217009j 0.0163387-0.0133577j -0.0260767+0.013201j 0.010618-0.00120447j 0.0121443-0.0193901j 0.0469321-0.0252883j -0.0445876+0.00496022j 0.0597137+0.0209447j -0.0650782-0.0282257j -0.0246657+0.0428894j 0.0300943-0.0392812j 0.0528289-0.0478395j -0.0495326+0.0277892j 0.00729737-0.00872301j 0.0191431+0.0155488j -0.0246492-0.0237456j -0.0156124-0.0182908j -0.034657-0.022213j -0.0466884+0.0424449j -0.0249397-0.0385045j 0.0348281-0.0403488j -0.0425032-0.0563582j -0.0411525-0.0178805j 0.0319372-0.0038735j -0.0326598-0.0534276j 0.0534162+0.0749057j -0.0153539+0.0599042j -0.0231166-0.0153911j -0.0323389+0.0709169j -0.0203943-0.00758407j 0.0265988-0.0397544j 0.0330589+0.0105025j 0.00932689-0.0336234j -0.00161537+0.0153424j -0.00522139+0.0456652j 0.0181099-0.0152864j 0.0195583+0.00990648j 0.00254463-0.0178008j 0.0198641+0.00427464j -0.0176404+0.0151668j 0.00165794-0.0518232j -0.00875271+0.0143362j 0.0364255-0.0249214j 0.0376702+0.021696j 0.0210882+0.0592551j 0.0184301+0.0699445j -0.0638514-0.0143924j 0.0084046+0.0252679j 
-0.0450486+0.0525994j -0.0224371-0.00115535j -0.0739474+0.0077805j -0.00129474+0.0196826j 0.0584449-0.0712119j -0.0741029-0.010614j 0.0169393-0.0166224j 0.0278875-0.0356028j -0.00952187+0.0166673j -0.0210715+0.0358802j -0.0326018+0.0490392j -0.019061+0.00144454j -0.0434183+0.00732325j 0.00740444+0.0750599j 0.060079-0.0285858j 0.00651152-0.0206622j 0.0130288+0.0134296j 0.0405072-0.0149225j 0.0134364-0.00524922j -0.00431713-0.0392699j 0.0350908-0.0119465j -0.0242429+0.0298969j -0.0247679+0.0085087j 0.0325835-0.00149389j 0.0236887+0.00450948j 0.0318404-0.0337051j 0.0580479-0.00154926j -0.0264036-0.00989414j -0.0132324+0.0407779j -0.0107388-0.00010972j -0.0382316-0.023964j -0.0502309-0.012679j 0.0066226+0.00791684j 0.0402189-0.0303999j 0.00172774+0.00163128j -0.00170528-0.0277303j -0.00477709-0.0250535j -0.0386606-0.036192j 0.023657-0.0171451j 0.00917797-0.0054109j 0.00560091+0.00932324j -0.0309601-0.0441374j -0.0219915-0.0289195j 0.0757111-0.0515526j -0.0743948-0.0270116j -0.00148362-0.00012656j 0.0214241+0.0181854j 0.01449-0.0317879j -0.0299209-0.0168492j 0.0332104-0.0562693j -0.062152+0.00462922j -0.0226975+0.0712857j -0.0442617-0.0093162j -0.0418316+0.0151029j 0.0965684-0.0211786j -0.0443177-0.051809j 0.00452275-0.00470455j -0.0588691-0.0274318j -0.00589877+0.00320382j 0.00433132-0.00103125j -0.0659276+0.0484156j -0.0520345+0.0258349j -0.00237791+0.0353705j 0.0194713+0.0498178j 0.0278668-0.00273958j 0.0361736-0.0116915j -0.0157027+0.0373282j -0.0417147+0.0276647j -0.0238459-0.00698102j -0.00339185-0.0528551j -0.0455031+0.0210327j -0.0529582+0.00261855j 0.0272719+0.0456536j 0.017267-0.00461913j 0.0118696+0.0492964j 0.0512135+0.0374348j -0.042324-0.0588501j 0.0203943+0.0202878j -0.0124285-0.0282657j 0.0384636+0.0200469j 0.00720839-0.0137308j 0.0102015-0.0238692j -0.0203081+0.0120232j 0.00734197+0.0586175j -0.0115393-0.00962136j -0.0394011-0.00145497j -0.0226132-0.0718329j 0.00278365+0.0171176j 0.00574467+0.000715954j 0.02289-0.00369416j 0.0131288+0.0111262j 0.0109193-0.012085j -0.048308-0.0470118j 0.00956273+0.0347471j -0.00539971+0.0247071j -0.0300207+0.0188975j 0.0603453+0.0391596j 
0.00425547-0.054883j 0.107069-0.0014378j 0.0109425-0.0584338j -0.0486162+0.0547742j -0.00252464+0.000491021j 0.00628144-0.0079508j -0.0185589+0.0695473j -0.0467019-0.0215287j -0.0795382+0.0385598j -0.0278714+0.0121743j 0.0229099-0.0115549j -0.0283777-0.0196582j 0.0185052+0.00161585j -0.0133988-0.0796301j -0.0437298+0.012654j 0.00865946+2.42754e-07j -0.0253736+0.0162144j -0.0512542+0.0341111j 0.000587095-0.00194609j 0.0147298+0.0257414j 0.0183201-0.0103143j -0.0300675+0.0340608j -0.0356138+0.00502318j 0.0127582-0.0360712j -0.058756+0.0277556j -0.0681187+0.0455859j -0.0522047+0.0167067j -0.0215832+0.0106369j 0.0750262-0.0213028j -0.0282751+0.0145274j 0.00816673+0.00947523j 0.00273122-0.0150395j 0.0134312+3.20414e-05j 0.0158018+0.0163759j -0.00436055+0.00107986j -0.012458-0.0403994j 0.0200636-0.0164762j -0.013504+0.062331j -0.0401217+0.0117788j -0.0167494+0.00096462j 0.0595289-0.049219j -0.0530151+0.0917421j -0.0118855+0.0148353j -0.0181064-0.0352448j 0.0602514-0.0118586j 0.0246374+0.000645355j 0.0294562-0.01081j -0.0146171-0.000744417j -0.0460182+0.0245011j 0.000339992+0.0245132j -0.00743583+0.0377877j 0.046946-0.0161747j 0.0305473-0.0441141j 0.00890392-0.00278767j -0.0205353+0.0191117j 0.0229189-0.00490474j 0.0515491-0.00701906j 0.0232363-0.00618091j -0.0376414+0.0693242j 0.00316901-0.0314379j 0.00114354-0.0373792j -0.0251076-0.0093967j -0.0105989-0.0159854j 0.0198876-0.0548034j -0.0308444-0.0297186j 0.00655162+0.00727005j -0.0608643+0.0116496j 0.028384-0.00594779j -0.00727578-0.0542527j 0.0146347+0.00426158j -0.02936+0.0841195j 0.0213639-0.00331991j 0.024602-0.0330688j 0.0151475+0.00830018j 0.0183604+0.0400387j -0.0195318+0.0388311j 0.0266057+0.0210137j -0.00743204+0.0324377j -0.0500479-0.0143403j 0.00664388-0.0400845j -0.00897124+0.00332803j -0.0126684-0.01512j 0.0187978+0.000476489j -0.037354-0.0524406j 0.0107703+0.026125j 0.00832854+0.0537712j 0.0226406+0.00265433j 0.0131036-0.000779613j -0.0331194-0.00325866j -0.0291476-0.0306108j -0.00883926-0.00823297j -0.00138885-0.015056j 0.0555795+0.0224006j 0.024432+0.01545j -0.00331819+0.0390867j -0.0286537-0.0436288j -0.0228529+0.000513845j 
0.0420165-0.00989772j 0.0172927-0.000630293j 0.00287935-0.0257154j -0.0288482-0.0256304j -0.0972902+0.0471863j 0.0195198+0.0572786j -0.0624563+0.0254947j 0.000478565-0.000465583j 0.0166131-0.00565033j -0.00716832+0.0365477j 0.0529721+0.00751105j -0.0125076+0.0539196j -0.00788626-0.0142486j 0.0403776-0.0243559j 0.0110266+0.00504158j -0.0160781-0.0354619j -0.00695315+0.0351202j -0.0306383+0.0257121j -0.000160334-0.0293942j -0.0356458+0.00698871j -0.0220984-0.00627573j 0.0463416-0.0202684j 0.0287345-0.0191614j -0.00152876+0.0212851j -0.0511436-0.0163919j -0.0608091-0.00625226j -0.0551653+0.0253344j -0.00480522+0.00866456j 0.0416825-0.00480998j 0.0185222+0.0232032j -0.00535989-0.00539396j 0.0195746-0.00915248j -0.0415818+0.033408j 0.000663436-0.0422692j -0.00172654+0.0117063j 0.0134712-0.0541463j -0.0279691+0.00682834j -0.0151955+0.00603301j -0.0295702-0.0128432j 0.00914041+0.00924253j -0.025807-0.00627703j 0.0234742-0.0523751j -0.0252509-0.00602186j 0.031392+0.0632279j 0.0857823-0.0278046j -0.0203776+0.0173908j 0.0168251+0.0431317j -0.00303867+0.00036947j 0.0535032-0.0195411j -0.0269152+0.0432147j 0.0463948-0.0332966j -0.00446241-0.0262443j 0.0102276+0.026993j 0.0350016-0.0155448j -0.0536801+0.0430477j -0.0116383+0.0159187j 0.000821503+0.0111512j -0.0236868+0.0262443j 0.0502173-0.0150383j -0.00191348-0.00814705j 0.0942004-0.0437807j 0.0230897+0.00504978j 0.0116567-0.0163033j -0.00696856+0.00498972j -0.0271688+0.0197134j -0.0527047-0.0109451j 0.0321829+0.00603223j -0.0160111+0.0420792j 0.0212089-0.0371258j 0.0490374+0.0195392j 0.00794195-0.0691429j 0.0177622-0.00388352j -0.00855876-0.0435308j -0.0129575-0.0542745j -0.00190609+0.0375139j -0.00862025-0.0417949j -0.00865074-0.0115942j -0.0274385+0.0107915j -0.00360835-0.000418705j 0.0107154-0.0435172j -0.023699-0.0284376j 0.000502334-0.00826781j 0.00252397-0.0210285j 0.00446412+0.00206628j 0.0417453-0.00674654j 0.0145921+0.00291482j -0.0103634-0.00968843j 0.0114123+0.0433907j -0.00824603+0.010756j -0.0269755-0.0118513j -0.0205496-0.000754172j 0.0393126+0.00924125j 0.0373576+0.0187898j 0.020693+0.0306688j -0.0129277+0.00227858j 0.00880634+0.00335356j -0.0158209-0.0122285j 
0.0165846-0.00139736j 0.00203407-0.0239947j -0.03061+0.00357156j -0.0283604-0.0243962j 0.0285733+0.00306202j 0.0042374-0.0626513j 0.0399246-0.0173435j 0.0260958+0.0273639j 0.0158394+0.00965938j 0.00789441+0.0113502j 0.0200236-0.0307125j 0.00744946-0.024307j 0.0154373-0.0258325j 0.00269258+0.0107139j -0.0411448-0.00805906j 0.0220248+0.00349118j 0.0135466-0.0359913j 0.0464154+0.0138848j 0.0181237-0.0147413j 0.00240586-0.0255055j -0.0229477+0.0108372j -0.00730383+0.0434312j 0.027437+0.0126269j 0.0207066+0.00294721j -0.00953367-0.0096963j -0.0286885+0.00834801j 0.0324418-0.00711503j 0.0188927+0.0346911j 0.00106512+0.00502523j -0.0134788-0.010329j -0.0490792+0.00355956j -0.000686027-0.0297082j -0.0189996+0.0463266j 0.0429264-0.00341666j 0.0289024-0.0278116j -0.00879611-0.0246385j 0.00175837+0.0276833j 0.0186828+0.0202072j 0.0283096-0.0229183j 0.0140367+0.0327513j -0.0139069-0.0176835j -0.00177641+0.00916272j -0.0494922-0.0394303j -0.00407214-0.0289489j -0.0211308+0.0327171j 0.0164789-0.0236536j 0.0150426-0.0315239j -0.0254083-0.00764341j 0.0339637+0.00261228j -0.0532731-0.0203625j 0.00385344-0.0358876j 0.0575987+0.0961942j -0.0274039+0.000671464j -0.0337654+0.00833527j 0.0238971+0.0216203j 0.0242734+0.0215386j 0.0376727-0.00553177j -0.0797758+0.0264475j 0.000553284-0.0200061j 0.0207321+0.000120924j -0.0765484+0.00694227j -0.0413595-0.0495501j 0.0228336-0.00672043j 0.00984154+0.00767869j -0.0200342-0.0153262j 0.0743166-0.0581499j 0.0056633+0.051354j 0.00892729+0.0231693j -0.0378329+0.0435672j 0.0333781+0.0233989j -0.0416254+0.0127396j 0.0135951-0.0466991j -0.00888889-0.010064j 0.0126575-0.0260086j -0.0122969+0.0613884j 0.00943427-0.00532052j -0.0546093-0.0346098j -0.0113298-0.0355068j -0.0274607+0.00891136j 0.00353761+0.0325573j 0.0165185+0.00919012j 0.0430025+0.0290295j -0.0379907+0.0302645j -0.00642642-0.0280087j -0.0139621-0.0141078j -0.0440996-0.0166205j 0.00316501-0.0126694j 0.0106397+0.0209365j -0.00383233-0.0226181j 0.00750668-0.0261769j 0.0193207-0.00552038j -0.014786+0.0103641j -0.00215319-0.0153947j -0.00533167+0.0376956j -0.00987043-0.0159173j 0.00881337+0.0104592j -0.0132295-0.0192171j 
