0.0114055-0.0209754j -0.0051246-0.00605475j 0.0130803+0.0379021j 0.0490594-0.0578592j 0.00694308+0.0143724j 0.00317924-0.0152409j -0.013864-0.010241j -0.0151037+0.00452216j 0.0250928+0.0129002j 0.00124503+0.037843j -0.00474164-0.0144682j 0.00913717-0.00755847j -0.0067538+0.0306017j 0.0121358+0.00328215j 0.00679114-0.00397319j 0.0197587+0.0533281j -0.00985333-0.0174371j -0.105727+0.024846j -0.087493-0.0793159j 0.0209865-0.0949997j 0.00455914+0.0206971j -0.0272847-0.0210067j -0.00628826-0.0336997j -0.0212649+0.0046391j 0.0149591-0.0362268j 0.00356143-0.00912912j -0.010602+0.00157549j 0.0283359+0.0136226j 0.0240007-0.0264552j 0.00406851-0.0101728j -0.0103245-0.00571226j -0.00196568+0.00464537j -0.0193483+0.0212682j 0.00375427+0.0120669j 0.0175026-0.033213j -0.00195624-0.037391j 0.0426539-0.0203702j 0.0141111+0.0302701j 0.0134809-0.00268101j -0.0345936-0.0231196j 0.00710569-0.0172873j -0.00284555+0.0162628j 0.00874869+0.000730671j 0.00992407-0.0187123j -0.0017187-0.00448566j -0.0070794-0.000389822j -0.0123844-0.00301085j 0.00291808-0.0017876j 0.00355187-0.0046188j -0.00777719-0.0110295j 0.0011818-0.0168973j -0.000753518+0.00895469j 0.00229717+0.00653011j 0.00117349-0.00973176j 0.00595233-0.00831147j -0.00990034-0.00130269j -0.00196088+0.00808462j -0.0222956-0.00139611j -0.00272052-0.00866813j 0.00328602+0.00286153j 0.0119324+0.0161232j 0.00683956+0.00540204j -0.00301878+0.0027201j 0.00925858-0.00962056j 0.00287128-0.000283791j 0.000592853+0.00500413j 0.00358823-0.00846496j -0.0023568-0.00301355j -0.00108572+7.52585e-05j 0.000631636+0.00435382j -0.0069771+0.00351938j 0.00646805+0.00244266j -0.00114241+0.000982879j -0.00515432-0.001926j -0.00797763-0.00939644j 0.00515347-0.00276415j -0.00198605+0.00170672j -0.00527384+0.00470803j 0.00490047+0.00019039j -0.00243708+0.0065275j -0.00792304+0.00196195j 0.00437162-0.00885845j 0.00274143-0.00356426j -0.000140261+0.0091897j -0.00529523+0.0216695j -0.00783053-0.0108923j 0.00843599+0.0064306j -8.20847e-06-0.00431769j -0.000319977-0.00216531j -0.00546349+0.0225725j 0.0170573+0.00134907j -0.000595149+0.00331498j -0.00725839-0.00594503j 0.000781662-0.0463823j 0.041781-0.00564722j 
0.0689037+0.0316567j 0.000731036+0.0833865j -0.00507806+0.0519087j -0.0471646+0.0350924j -0.0132405+0.0168745j 0.0218016+0.0440227j -0.0179249-0.0159645j 0.00921013+0.0346886j -0.197185-0.0660711j 0.039749+0.0621506j -0.0177821-0.0288874j 0.0313369-0.0137453j -0.0684906+0.0376635j 0.0347893-0.00889264j 0.0288754-0.0115649j 0.0624874-0.00487519j 0.125655-0.0387426j -0.158903+0.108181j -0.0417871+0.0230896j 0.113704-0.0343516j 0.0202959+0.0157674j -0.0254895+0.0225791j 0.024295-0.0179489j 0.00308955+0.00223964j 0.0285506-0.0267817j 0.000368204-0.00664379j -0.00325396+0.0168935j 0.0877176-0.0208968j 0.0946439-0.0190563j 0.00918458-0.00637247j -0.00321449+0.0271359j 0.0268836-0.00221792j -0.0100985+0.00674633j 0.0171838+0.0397426j -0.0450365-0.000542j 0.0263815-0.0148749j -0.00580605-0.00679776j 0.00216818-0.0186244j 0.00492469-0.00982974j 0.0194398+0.0164061j -0.00360701-0.0127829j -0.0119601+0.00319458j 0.00799485+0.00220231j -0.00213604-0.00807284j -0.0144181-0.000478015j -0.00114117+0.0116332j -0.00257665+0.00247919j 0.00523508+0.00133816j 0.00173805-0.0066032j 0.00820734-0.00289898j -0.00941851+0.000397725j -0.0102224-0.00175499j -0.0100061-0.00375848j 0.0174175+0.00418683j 8.96974e-05-0.0065116j -0.00237029+0.01208j 0.00223582-0.00101916j -0.00338589+0.0116085j 0.000673453-0.00786744j -0.000439374+0.009601j 0.0012776-0.0198189j 0.00587046-0.0214051j -0.0122168+0.00744719j 0.0137744+0.000328625j 0.0035861+0.000526882j 0.00367968+0.00225945j 0.00364349-0.000234227j 0.00179827+0.00331456j -0.00244746+0.00179081j 0.00419789+0.00036636j -0.00948855+0.0139113j -0.00174618-0.00668444j 0.00134318-0.00332125j 0.000390869+0.0080394j 0.000842528+0.00157176j -5.90453e-05-0.00452594j -0.0116583-0.000311447j 0.000879372+0.00347627j -0.000959629+0.00374461j 0.0105995+0.00227966j -0.00606119+0.000989764j 0.00244562-0.00495163j -0.00553384-0.00805117j -0.00104889+0.014777j -0.00358118+0.000318125j -0.00105391+0.0116225j -0.0018342-0.000260299j 0.00119205-0.00159134j -0.00192483-0.00210377j -0.00362102-0.00052429j 0.00870211-0.0134252j -0.00632673-0.0139219j -0.00248337-0.00353406j 0.00573714+0.0054668j 0.0125208-0.0218191j 
0.0436242+0.00158351j 0.0367821+0.062249j 0.0114897+0.0201406j 0.0639797-0.0277653j 0.0244738+0.0382961j 0.0704584+0.0357439j 0.0235816-0.0304812j 0.000565118+0.0286043j -0.134318-0.109437j 0.0386168+0.0740823j -0.0613944-0.0473421j 0.0371937+0.0128798j -0.00193536+0.0208183j -0.00720753-0.00221557j 0.00498083-0.000909284j 0.20792-0.0427311j -0.0123187-0.00114953j 0.139084-0.0590162j 0.0345827-0.0407864j -0.13809+0.0376288j -0.0204979+0.00267166j -0.0159831+0.0149579j 0.00284801+0.00505123j 0.0172932-0.0160095j -0.00462737+0.00128171j -0.00360418-0.00233346j -0.0451224+0.0142984j 0.0846306-0.00361441j 0.0294807+0.0117419j 0.00607466-0.00640436j -0.0127063+0.0106074j 0.0298443-0.0126158j 0.000608106-0.00837832j 0.0307259+0.0241776j 0.0224785-0.00185154j -0.0101739-0.0165289j 0.0276225+0.0169841j -0.015884-0.0202229j 0.00867529-0.00194296j -0.0194574+0.0129398j 0.000110605-0.0158067j 0.000443662+0.00473365j 0.010503-0.00278988j 0.00697761-0.021696j 0.00520105+0.000773963j -0.000498501+0.00453832j -0.000910934-0.00287498j 0.00792759-0.00793384j -0.00528201-0.00386658j 0.00246285-0.00894296j -0.00519928-0.000908643j -0.000573111-0.00348824j 0.00399875+0.00051813j -0.00514858-0.00235804j 0.00264379+0.0128443j -0.000913442-0.0116726j -0.0151871-0.000205046j 0.00179779-9.84459e-05j -0.00342337+0.00420582j -0.00252988-0.0133391j -0.00175007+0.000218655j -0.00341488-0.0135044j -0.00699075-0.00345968j 0.00500889+0.0210917j 0.00200542-0.00488002j 0.00267274+0.00223035j 0.00587255-0.00890699j -0.000755453+0.00805916j -0.00283813-0.000448736j 0.00191275+0.00420956j -0.00141369-0.000714557j -0.00234995-0.00630146j 0.0034126-0.00774781j -0.000295322+0.00567683j 0.00455131+0.000887585j 0.00158303-0.00921319j -0.00525206-0.00233322j 0.0124403-0.00230617j 0.00848753+0.00529575j -0.0010581-0.00633036j 3.61688e-05-0.00143455j 0.00237655+0.00163304j -0.0015245-0.0164398j -0.00448737-0.000791873j 0.00514135-0.0116662j 0.00424054+0.00685707j -0.00573629+0.0124999j 0.00292095+0.00270547j 0.00654407+0.00430084j 0.00289917-0.0116766j 0.00577311+0.000456401j 0.000616468+0.0103776j 0.00111309+0.00195518j 0.00276976+0.00247728j 0.00617243+0.0026617j 
-0.0203576-0.00749576j 0.000246054-0.0229535j -0.00922235-0.00757407j 0.0108105+0.00552081j 0.0103989-0.0167778j -0.0304691-0.0317922j 0.0123393-0.0014929j -0.00819548-0.0177994j 0.0619106+0.0320358j -0.00610523-0.00856486j 0.0110838+0.0348454j -0.00784115-0.00173436j -0.117131+0.00773255j 0.00237479+0.00842798j -0.344438+0.0513061j 0.126879-0.0246796j 0.0662152-0.0165925j -0.03347+0.00959077j 0.118818-0.0572595j 0.0131724-0.00484124j -0.0169761+0.00602954j 0.015816-0.016003j -0.00233909-0.00310154j -0.0118314+0.00475473j -0.00484331+0.00496708j 0.00553547+0.00228786j 0.00139173+0.0100915j -0.0102753-0.0246253j -0.0377371-0.0104252j 0.00084332-0.00496858j -0.00564825-0.00390224j 0.003234-0.00830474j -0.00337297+0.00388291j 0.00160553-0.0120262j -0.00400845-0.001447j -0.00370154-0.00216524j -0.0147532-0.00402748j 0.0209984+0.00486021j 0.000487742-0.000884249j -0.00160846-0.00423879j -0.00793828+0.0128192j 0.00615547-0.00195611j -0.00236467+0.0022663j -0.00949944+0.00790714j -0.000594754+0.000289017j -3.7081e-05-0.0044575j 0.00139983+0.000750372j -0.00709902+0.000848029j -0.00145873+0.00119508j -0.00122959-0.00664244j -0.00595653-0.00135517j 0.00586015-0.00288447j -0.000986814+0.00030162j -0.00451261-0.00282226j 0.00421705-0.00103539j -0.000173964+0.00422808j 0.00172693+0.00330957j 0.0160015-0.00571029j 0.00814697-0.00502005j 0.00863571-0.00410769j 0.00534128+0.00888747j 0.0029914+0.0207113j 0.00209599+0.00345884j -0.00497532-0.0101995j 0.00407367-0.00173229j -0.000262759-0.00330457j 0.00548155+0.0012307j 0.00395951+0.00119469j -0.00874585+0.000327859j 0.00124168+0.00830965j -0.00091176+0.00533097j 0.00609898-0.00474925j 0.00906237+4.91205e-07j -0.00454717+0.00176562j 0.00523666-0.00928396j -0.000600854-0.00388981j -0.000809759-0.00439258j 0.019633+0.00322198j 0.0201428-0.00130538j -0.0113429-0.00821608j -0.0103992+0.0052351j -0.00442854+0.000735167j -0.00211879-0.0255719j 0.000147247-0.0260127j -0.00253367+0.00748737j -0.00111218-0.00824216j -0.000152079+0.0108769j -0.000332721+0.0011034j -0.00294804+0.00358185j 0.00207008+0.00324582j -0.00683557-0.00315928j -0.00138077+0.000419865j 0.000344022+0.00078605j -0.0015451-0.00786956j -0.0078685+0.00500692j 
0.0730121+0.0487894j -0.0133264+0.0407016j 0.0882252+0.0349879j 0.0254763+0.0169101j 0.0177049-0.0169547j -0.00140598+0.0275103j 0.0875933+0.0215692j -0.103892-0.0390981j -0.107857-0.0951386j -0.0828315+0.0602078j -0.0917637+0.000667032j -0.0473015-0.0226469j 0.0710704-0.00975542j -0.0210247+0.0186118j 0.0282256-0.0231364j -0.0378274+0.00308925j -0.0175094+0.0158283j 0.131111+0.00468251j 0.0165129-0.0432398j -0.0012665+0.0167503j -0.0193491+0.0302459j -0.0200358+0.00988016j -0.000850678-0.00694066j -0.000803173+0.015859j -0.0183744-0.00692545j -0.0182009+0.00813254j -0.0112271+0.0661125j 0.0202609-0.0910655j 0.0157932-0.0283429j 0.00327536+0.00145726j -0.0136301+0.00108145j 0.00320607-0.0124477j 0.00639941+0.0105619j 0.010509+0.0284303j 0.00797894+0.00733672j 0.0168206-0.0104553j 0.00614313+0.00938439j 0.0100822+0.00360683j 0.0147424-0.0211389j 0.00728787+0.0264835j -0.00388007+0.0201225j -0.0071225-0.00407662j 0.00584152+0.00846313j -0.0176127+0.00220865j 0.00158802-0.011736j -0.00514514-0.0140576j -0.00119705+0.0159059j 0.00192641+6.50695e-05j -0.00630526-0.00769707j 0.00228871+0.000195542j -0.00604933+0.0135464j -0.00674554-0.00189209j 0.00477322-0.0106824j -0.00125016+0.000141582j -0.00078408-0.00582524j -0.00967917-0.0015494j -0.00548799-0.00473468j -0.00282351+0.00773786j -0.00434266-0.0130485j 0.0156372+0.00633887j 0.0022791-0.00228671j 0.0038305-0.00129051j -0.000442664-0.00895813j -0.00361276-0.0182906j -0.0106103+0.0285639j -0.00495867+0.00665154j -0.00970095+0.0164799j -0.0148317-0.0199586j 0.00230105-0.0030827j -0.00737423-0.00120722j 0.00311576+0.0105801j 0.00635479-0.00229314j -0.00181413+0.00495175j 0.000101848+0.00847509j -0.00440871+0.00419536j 0.00589466+0.00558361j 0.0160315-0.010838j 0.00742267-0.00243455j 0.00221212-0.00800514j 0.0026638+0.00171461j 0.00126986-0.0033877j 0.011147+0.00168332j -0.0022082+0.00318538j 0.00169797-0.0152194j -0.00917048+0.00640845j -0.00111573-0.021267j 0.00499294-0.0110849j -0.00267096+0.000330824j -0.00683454+0.00501534j 5.40328e-05+0.00132723j -0.000198942-0.00247001j -0.00452688+0.00831901j -0.00423921-0.00708602j 0.000194429+0.00485539j -0.00526001+0.00539239j 
0.0094766+0.00109061j 0.00143967+0.02409j -0.0115407+0.0090083j -0.0113758+0.0043083j -0.0155963+0.00741934j 0.0123231+0.00742538j -0.0349996+0.0159103j -0.0108494+0.0343387j -0.0653495-0.0114182j -0.00753981-0.0030792j -0.0210514-0.0151336j 0.160995-0.00388818j 0.138347-0.00661326j -0.292332+0.0411878j -0.091039+0.0285823j 0.0387484-0.0117087j -0.128516+0.0448445j -0.0849262+0.0471177j -0.0568312+0.0273777j 0.00650267+0.00113807j 0.00124224+0.00459336j -0.000236967+0.00906923j 0.000429744-0.00161821j 0.00922073-0.00652678j -0.0216064+0.00192156j -0.0202505-0.00275828j -0.00819314-0.0384777j -0.0351696+0.0699534j 0.0074659+0.03572j -0.00198797+0.00560406j 0.0126848-0.00609693j -0.0126723+0.00986553j -0.0121093-0.00225631j -0.00516089+0.0102632j -0.0167905-0.00456926j 0.00715304-0.004461j 0.00105995+0.00799032j -0.0117458-0.00523547j 0.00607373+0.00128841j 0.00411095+0.00198974j 0.00840065-0.0149386j -0.00446852+0.00417848j -0.00229977-0.00156294j 0.00187947-0.00722045j -0.0102751-0.00111755j 0.00473392+0.00593712j -0.0163706+0.00623987j 0.00768609-0.00213645j -0.00974421+0.00974581j 0.0143477+0.0178534j 0.00404096-0.00215923j -0.000585764-0.00637437j 0.00915061+0.00432247j -0.00649426+0.00639865j 0.0017744+0.00533537j -0.00473219-0.00498271j 0.000168909-0.00375254j 0.00354258+0.00365735j 0.00701588-0.00117778j -0.00671257-0.00116319j 0.00297468+0.00315965j 0.00511315-0.0122083j -0.00689228+0.0104249j 0.00222258+0.00587342j -0.00151817-0.00642984j 0.00768388-0.00415654j 0.00262905+0.0065576j -0.000937568+0.00631678j -0.00305323+0.000527779j 0.00470967+0.000972048j -0.0056562+0.00812666j 0.000906968-0.00623609j -0.000654564-0.00245366j 0.00188985-0.00106533j -0.00398251+0.000559105j 0.000607806-0.00623271j -0.00228396+0.00231449j 0.00737243+0.00372669j 0.00463844+0.00025575j 0.00760941-0.000914528j -0.00424951+0.0059698j -0.00527998-0.00204091j -0.000685361-0.0074504j -0.00304593+0.00174691j -0.000932777-0.00817565j -0.000140634+0.00696377j -0.000931016-0.000353019j -0.00128142+0.00420872j 0.00436012-0.00385577j -0.0015179-0.00543188j 0.00224991-0.000315556j -0.00137066-0.00418939j 0.00375237+0.00109656j 0.00231878+0.00725156j 0.00564615-0.00727937j 
-0.010349-0.0111155j 0.0218488+0.0328918j -0.0447615+0.0192081j -0.0141838-0.0110599j 0.0206944+0.0452525j 0.146359+0.018176j 0.0560212-0.0159222j 0.0113924+0.0120675j 0.0109723-0.00214236j 0.124349+0.00876586j -0.184355-0.022679j -0.109564+0.0547477j 0.0931326-0.0230747j 0.0431989+0.000377576j -0.00772339+0.0444713j -0.0157001+0.0135467j 0.0400514-0.0759036j -0.121804+0.0240243j 0.027244+0.0390536j -0.0474917+0.0139765j -0.0696004-0.0286775j 0.0186764-0.0293275j -0.0188801+0.0423677j -0.0403028+0.0143376j 0.00934871-0.00378424j 0.00865613-0.0118453j 0.013603-0.0541886j 0.00684922+0.109607j 0.0203903+0.0559021j 0.00646581+0.00441047j 0.0390505-0.0380105j -0.00942379+0.0111894j -0.0244254-0.0182626j -0.00843641+0.015592j -0.00787699+0.0011566j 0.00867334-0.0060598j -0.00376074+0.0137136j -0.0140742+0.0128413j -0.0117154+0.00411j -0.0164825+0.0328136j -0.00846501+0.00542871j 0.00222606+0.00779914j 0.00710419-0.00687961j 0.0137336-0.0177271j -0.00936721-0.00535088j 0.0119654-0.00204534j 0.000520977+0.00264632j 0.00607821+0.00224364j -0.00435757+0.0044364j -0.0070054-0.00189354j 0.00239356-0.00768826j 0.011285+0.00465283j -0.00412467+0.00873655j -0.00824716+0.00660184j 0.0120168-0.00421686j 0.00730356+0.0023889j 0.000748022+0.00102684j 0.0139201-0.0042344j -0.00764171-0.00241054j -0.00512892-0.000801849j 0.0115019-0.000776309j -0.00286909+0.0240434j -0.00478697-0.00597751j 0.00275675-0.0109509j 0.011563+0.00221735j -0.0220399-0.00517166j -0.0095265+0.010839j -0.0173313-0.00933837j 0.00923906+0.00422695j -0.00908907-0.000776135j 0.00902802-0.0033134j 0.00065789-0.00275677j -0.00494669+0.0108958j 0.00552417+0.00955745j 0.0114159+0.00352067j -0.00329661-0.00277422j 0.00742655+0.000294483j 0.00409349+0.00263636j 0.0152196+0.00137225j -0.00941077-0.00327485j 0.00895319+0.00961095j 0.00352424+0.0129838j -0.000679257-0.00316195j 0.00406145-0.0131391j -0.00301629+0.00276834j 0.005026-0.009025j 0.00332712-0.016128j -0.000822078+0.00313281j -0.000336184+0.00138047j -0.00270688-0.0077823j 0.00891376-0.00423354j 0.00176213+0.0112645j 0.00295301-0.00608606j 0.00360811+0.00821414j 0.00648137-0.00548619j 
0.01237-0.0434199j 0.0388545+0.00730013j 0.0638852-0.0121214j 0.0410379-0.0269653j 0.0238698+0.0127284j -0.0765642-0.0175914j 0.00213086+0.0239868j 0.0733435-0.00186138j -0.0238337+0.00938421j -0.143015-0.0289591j -0.10322-0.0301604j 0.0383709+0.0170864j -0.0258044+0.0228291j 0.0569728-0.0129421j 0.00747331-0.0115256j 0.0193268-0.0378905j 0.106754-0.0236232j -0.00205477+0.0231015j -0.0444156-0.024228j -0.0154494+0.0133231j 0.0272178+0.0120964j 0.0140725-0.00235925j -0.0112652-0.0119549j 0.0102603-0.0211656j -0.0277343+0.0427943j -0.0038367+0.0182767j 0.0964336-0.131343j -0.147003+0.195183j -0.107438+0.109184j -0.015954+0.0166966j 0.015832-0.0566523j -0.0172709+0.0171887j 0.0110881-0.0216818j 0.0131608-0.010661j 0.0246459-0.0294878j 0.00111267-0.0216096j -0.0326119+0.0237088j -0.00680114-0.0111401j -0.000784851-0.0140042j 0.0087112-0.0162851j -0.0106352+0.00441456j 0.0170298+0.0124977j 0.00978246-0.00180725j -0.0186332-0.0175192j -0.00342516+0.00258726j -0.00966069+0.0141359j -0.00443876+0.00112082j 0.0016818-0.00128952j -0.00723184+0.00437041j 0.00544477+0.0018415j -0.00357718+0.00532015j -0.00701168-0.00401857j -0.00251861+0.00636261j -0.00674229+0.00790306j -0.00444476+0.0165928j -0.0073415+0.000119098j -0.000295718-0.00288815j -0.00156731+0.0012007j 0.0069137+0.00899756j 0.00126865-0.00791467j 0.000242839-0.0114841j -0.00217491+0.0156452j 0.00518603+0.00149793j 0.000965563-0.00556248j 0.0148419+0.0235348j -0.0183932+0.0118759j -0.0152331+0.000590008j -0.00356916-0.00394015j 0.0108948+0.00484052j -0.00980778-0.00270745j 0.00456106+0.00826849j 0.00817552-0.00421337j -0.00130846-0.00361831j -0.00341507+0.0082778j -0.00284842-0.000941976j 0.00716899-0.0145147j 0.00223503-0.00672213j 0.00742691-0.00867043j -0.00223036+0.0066185j -0.00102498-0.00503944j -0.00835751+0.00679204j -0.000256659-0.00304165j -0.00227188-0.00141492j -0.00044213-0.00740439j -0.0015128+0.000553004j -0.00275179-0.00594946j -0.00335047+0.00182933j 0.000226509+0.00123108j -0.00171084+0.00276047j 0.00460167-0.00428529j -0.00596131-0.00279848j -0.00137013+0.0034773j 0.00602959+0.00387487j 0.00250802-0.00660877j -0.0062834+0.00381967j 
-0.0164897-0.022473j 0.0214641+0.00563525j 0.0105142+0.0185273j -0.0166595-0.00711924j 0.00712651+0.033639j -0.0269068+0.00500911j -0.0684825+0.0396522j -0.0555843+0.00240637j 0.00192336+0.0239942j 0.0805901-0.0139617j 0.116-0.0504144j -0.0327236+0.00290009j -0.0728249+0.0299368j 0.0340569-0.0132165j -0.0583499+0.0237497j -0.0198787-0.0131784j -0.0689035+0.0144318j 0.0358389+0.00737905j -0.0324681+0.0372919j 0.0260328+0.00670458j 0.0117872-0.0115256j -0.0201206+0.0239162j 0.0150363+0.0139001j -0.010631-0.0181395j 0.0371151+0.0468772j 0.00925814+0.0130408j -0.0214715-0.0754854j -0.013564+0.103469j 0.0468667+0.0704174j 0.010673+0.0179196j -0.00772804-0.0416211j -0.0111028+0.00570858j -0.0390954-0.0254876j 0.00599395-0.00272648j 0.0248352+0.0119549j -0.0143334+0.00714618j 0.0122172+0.0163316j 0.0157813+0.0215316j -0.0058657+0.0090939j 0.0213776+0.0268854j -0.0060025-0.00938112j 0.0113656+0.00882606j 0.00209803+0.00193544j -0.0102972-0.00471107j -0.00981086-0.00499003j 0.00710901+0.00528527j 0.00629113-0.00661457j -0.0129143+0.0103162j 0.00790586-0.00897376j -0.00723102-0.0151035j 0.0105327+0.00107163j 0.00270651+0.0095336j 0.00601548+0.00635288j 0.00230553+0.00484856j 0.0007842-0.00661947j -0.00177965-0.00138087j 0.0189338-0.00484102j -0.000251987-0.000780667j -0.00408881+0.00577826j 0.00916454-0.00102254j -0.00858036+0.00806598j -0.00216509-0.00919332j 0.00814054+0.00649762j -0.0114799+0.00151259j -0.00323526-0.00635003j -0.000900416-0.00545401j 0.00237204-0.0069222j -0.0107785+0.00283062j 0.00553743+0.00680299j 0.000982715-0.00585809j 0.0251612-0.000886024j 0.000350675+0.00172423j -0.0054578+0.00224908j -0.00495986-0.00815543j 0.00406764+0.0100165j 0.0168777+0.0163517j -0.00636996+0.00287667j 0.00430408+0.0057007j -0.0105825-0.00773556j 0.0103829+0.00301457j 0.0043955+0.0016955j -0.0120271-0.00472713j -0.000815842+0.00473943j -0.00317126+0.0152037j -0.0049385+0.00206826j -0.000854716+0.0144737j 0.00456935-0.00373639j -0.00116844-0.00251255j -0.00115943-0.00224456j -0.00701698-0.00370105j 0.00855297+0.00961685j 0.00447193+0.00693624j -0.00792116+0.012117j 0.00278537+0.00180809j -0.00401006+0.00128246j 
0.0066609+0.00126622j 0.000704981+0.0136267j 0.0118406-0.00717554j -0.0118381-0.00267705j -0.0266088-0.00432056j -0.0255546+0.0170493j -0.109692+0.0099414j -0.0478633+0.0467192j -0.0642883-0.00209309j -0.0759937+0.00644258j -0.0399668+0.00815777j -0.320971+0.0802496j -0.0175062-0.0130751j -0.0400447+0.0116088j -0.0792726+0.0348622j -0.0277364+0.0141474j -0.0650862+0.0346696j -0.00721019+0.0142235j -0.0845254+0.0322771j 0.00922863+0.000645142j 0.0243261+0.00873761j 0.0127449+0.0162884j -0.0117852-0.00839911j -0.00551731+7.31389e-05j -0.0385681-0.00246015j -0.0198115-0.00513429j -0.038436+0.0126659j -0.0101951-0.0125504j 0.00736853-0.00720887j 0.00650957-0.00384992j 0.0174575+0.0143118j -0.00578586+0.0051692j -0.00828642+0.00868737j 0.00229721+0.00125432j -0.0242514-0.00413928j 0.000498201-0.0100047j -0.000256902+0.00648863j -0.0210546-0.0096548j 0.0141601+0.00102559j -0.00232935+0.00854864j 0.00435736-0.0107083j -0.0240322+0.00217073j -0.0138293+0.00196635j -0.00035179+0.0131873j -0.00186216-0.00231588j -0.0106819-0.0019513j -0.00209423-0.00560263j 9.51893e-05+0.00200088j 0.00403915+0.00531322j -0.00186236+0.00213065j -0.0035272-0.00166321j -0.00284065-0.00232792j 0.0110423-0.00411439j 0.0034932-0.000487138j -0.00418713-0.00371682j -0.00789876-0.00772283j -9.0783e-05-0.00677372j -0.000986631+0.00376889j 0.00673186-0.00236901j -0.0109507+0.00379307j 0.00310352-0.00998117j 0.00451356+0.00383262j -0.00255313+0.00191572j -0.0014397+0.00361473j 0.0155249-0.00317847j -0.00753969-0.00447607j -0.0090962+0.00381734j 0.00279295+0.00770734j -0.00427819-0.00101026j 0.00488396-0.000374289j -0.00222596+0.00448397j 0.00115038-0.00506094j -0.00171336-0.00140987j -0.00606471+0.00257778j -0.00594718+0.00715245j -0.00142913+0.000236338j 0.00176509+0.00225782j 0.00255576+0.00361461j -0.00176607-0.00109828j 0.00517616-0.00310927j -0.00152592+0.00367876j 0.00276116-0.000730776j -0.0023181+0.00315457j 0.00102601+0.00279298j -0.00102272-0.00152651j -0.00305604+0.0050988j -0.00251834-0.00288781j 8.49637e-05+0.00385704j 0.00666581-0.0030541j 0.00150678-0.00270797j -0.00115377+0.00209549j -0.000644145-0.00666038j 0.00240919+0.000590527j 0.00186052+0.0074307j 0.0036114-0.00321752j 
0.00767686+0.00765622j -0.00484499-0.0218895j -0.0253594-0.0021464j 0.0119666-0.0114945j -0.0329623-0.00356162j 0.0461348+0.00961252j 0.0221726+0.0376159j -0.0391387-0.00809568j 0.0112118-0.0137897j 0.0558774-0.0147191j 0.0473233+0.00534482j -0.021897+0.00438028j 0.00285915+0.000133399j -0.00575542-0.00965914j 0.0168986-0.00290422j 0.0246417-0.015398j -0.00742324-0.00449458j -0.0125472+0.00222242j 0.036221+0.00516983j -0.00908894+0.00596773j 0.000473846-0.0126563j -0.00509418-0.016418j -0.00359358+0.00392027j -0.00402898+0.011566j -0.00468928-0.0287065j 0.00244545-0.0181085j 0.0263289-0.00691248j -0.0564465+0.054138j -0.0395529+0.0253673j -0.00576756-0.00165308j -0.00286297+0.00755701j -0.0135087+0.0154372j 0.0152421+0.00283966j -0.00328428-0.00519406j -0.00760595-0.013264j 0.00556064+0.00728121j 0.00775306+0.00825144j -0.0197+0.0137307j 0.000283801+0.0109908j -0.0167516-0.011252j -0.0104163+0.0106207j -0.00953892+0.00327662j -0.0051541-0.00242136j 0.000986598-0.00112433j 0.0015012-0.0109472j -0.00574481+0.00873494j -0.00341564-0.00147381j 0.00947786+0.00676079j 0.00599159+0.000504276j 0.00069618+0.00965482j 0.000496336-0.00434684j -0.00177863+0.00530027j -0.00498788+0.00532131j -0.00172395-0.000326371j 0.0102583+0.00389431j 0.00072677+0.00698762j -0.00901753-0.00789572j -0.00688617-0.000781249j 0.00215924-0.00811294j -0.0029918+0.010372j -0.00687858+0.00248601j 0.0157446-0.000140443j -0.00885926+0.0109247j 0.00173131-0.000466195j 0.0137135+0.00546446j 0.00839927-0.0231418j 0.00913848-0.00981852j -0.0104961-0.00411648j -0.00403503+0.0175448j -0.00538429-0.00349171j -0.00953583+0.0106155j 0.00367923+0.00305418j -0.000249019-0.00688554j -0.00685328-0.00349477j -3.19312e-05+0.00556836j 0.00735501+0.00962089j -0.00268175-0.010385j 0.00406994+0.00097764j -0.00174814-0.00380655j -0.00530269+0.00489397j 0.00336336-0.00777282j 0.00155873-0.0095533j -0.0039973-0.00481642j 0.00345986-0.00207698j 0.00621201-0.00204245j 0.00933969+0.000870669j 0.00807345+0.00201652j -0.00217488+0.00184317j 0.000120069-0.00033541j 0.00321289+0.00269562j 0.00748773-0.00307842j -0.00745281-0.0027862j 0.00885618-0.00616376j -0.00110664+0.0020116j 0.00795722-0.00670471j 
