0.0114055-0.0209754j -0.0051246-0.00605475j 0.0130803+0.0379021j 0.0490594-0.0578592j 0.00694308+0.0143724j 0.00317924-0.0152409j -0.013864-0.010241j -0.0151037+0.00452216j 0.0250928+0.0129002j 0.00124503+0.037843j -0.00474164-0.0144682j 0.00913717-0.00755847j -0.0067538+0.0306017j 0.0121358+0.00328215j 0.00679114-0.00397319j 0.0197587+0.0533281j -0.00985333-0.0174371j -0.105727+0.024846j -0.087493-0.0793159j 0.0209865-0.0949997j 0.00455914+0.0206971j -0.0272847-0.0210067j -0.00628826-0.0336997j -0.0212649+0.0046391j 0.0149591-0.0362268j 0.00356143-0.00912912j -0.010602+0.00157549j 0.0283359+0.0136226j 0.0240007-0.0264552j 0.00406851-0.0101728j -0.0103245-0.00571226j -0.00196568+0.00464537j -0.0193483+0.0212682j 0.00375427+0.0120669j 0.0175026-0.033213j -0.00195624-0.037391j 0.0426539-0.0203702j 0.0141111+0.0302701j 0.0134809-0.00268101j -0.0345936-0.0231196j 0.00710569-0.0172873j -0.00284555+0.0162628j 0.00874869+0.000730671j 0.00992407-0.0187123j -0.0017187-0.00448566j -0.0070794-0.000389822j -0.0123844-0.00301085j 0.00291808-0.0017876j 0.00355187-0.0046188j -0.00777719-0.0110295j 0.0011818-0.0168973j -0.000753518+0.00895469j 0.00229717+0.00653011j 0.00117349-0.00973176j 0.00595233-0.00831147j -0.00990034-0.00130269j -0.00196088+0.00808462j -0.0222956-0.00139611j -0.00272052-0.00866813j 0.00328602+0.00286153j 0.0119324+0.0161232j 0.00683956+0.00540204j -0.00301878+0.0027201j 0.00925858-0.00962056j 0.00287128-0.000283791j 0.000592853+0.00500413j 0.00358823-0.00846496j -0.0023568-0.00301355j -0.00108572+7.52585e-05j 0.000631636+0.00435382j -0.0069771+0.00351938j 0.00646805+0.00244266j -0.00114241+0.000982879j -0.00515432-0.001926j -0.00797763-0.00939644j 0.00515347-0.00276415j -0.00198605+0.00170672j -0.00527384+0.00470803j 0.00490047+0.00019039j -0.00243708+0.0065275j -0.00792304+0.00196195j 0.00437162-0.00885845j 0.00274143-0.00356426j -0.000140261+0.0091897j -0.00529523+0.0216695j -0.00783053-0.0108923j 0.00843599+0.0064306j -8.20847e-06-0.00431769j -0.000319977-0.00216531j -0.00546349+0.0225725j 0.0170573+0.00134907j -0.000595149+0.00331498j -0.00725839-0.00594503j 0.000781662-0.0463823j 0.041781-0.00564722j 
-0.00724238-0.0301594j 0.00283823-0.00792247j 0.0227286-0.128871j -0.0330561-0.0120801j -0.0145628+0.0119854j 0.00682707-0.0421716j 0.00124773+0.0102265j 0.0134062-0.0161739j 0.0273697-0.0141752j 0.0279142-0.0173968j -0.00885415+0.0357185j 0.0180056+0.00467875j 0.00477362-0.00541374j 0.00637737+0.00507004j -0.0114165+0.0139722j 0.0193883+0.024654j -0.00971217+0.0361648j 0.00587427+0.00321478j 0.0373509-0.00980569j -0.00636616-0.0132307j 0.012894+0.00706527j 0.00557161+0.00573624j -0.0153455+0.00420791j 0.0106534-0.0103385j 0.00726194-0.00189459j 0.00798355-0.00537598j -0.00343969+0.0166002j 0.00563967-0.0264651j 0.0203751-0.0142585j 0.0165122-0.0002527j -0.0109495-0.00567778j 0.00219933-0.0047665j 0.00217614-0.00760266j -0.00333255-0.014593j 0.00290603+0.00713504j -0.00278591+0.00243915j 0.00266302-0.00202559j -0.00512474+0.000341743j 0.00368617-0.00761239j -0.00286143+0.00643752j 0.00574704-0.00483184j 0.00327299-0.00155064j 0.00541226-0.0168606j 0.000950649+0.0103462j 0.00756673+0.011719j 0.00577528-0.00195458j 0.00240146+0.000479862j -0.0214226+0.00993854j -0.00119638-0.00426454j 0.00854306+0.0119694j -0.00568529+0.00371352j 0.00178748-0.0151383j 0.00355464-0.00209145j 0.00231454+0.00552212j -0.00660816+0.00128414j 1.36975e-06-0.000710211j 0.00136746+0.00541217j 0.00524776+0.00142317j -0.00221261-0.00019056j -0.00537993+0.00264503j 0.00785961+0.00102818j 0.00512329-0.00130153j -0.0116114+0.0108652j -0.00261919-0.00344694j -0.00202271+0.00412729j -0.00308125+0.000936288j -0.000165623-0.00366595j -0.00218222-0.000678759j 0.00159016-0.00222818j -0.0012533+0.00367376j -0.00304965+6.17025e-05j 0.00776592+0.0126141j 0.000552766+0.0067478j 0.00821073+0.0135051j 0.00338289-0.0048676j 0.00136165+0.00079299j 0.00395894-0.00178806j -0.00413718+0.00169304j -0.00554264+0.00831547j 0.00235877+0.00502522j 0.00618956-0.00429808j 0.00105203-0.00696574j -0.00563046+0.00649724j 0.00201107+0.00259699j -0.000462095-0.00337618j 0.00426672+0.00259939j 0.00968824+0.000540534j 0.011873-0.00421012j -0.00428317-0.00911303j -0.00616176-0.00898558j -0.00594483+0.000677129j -0.000298908-0.000721793j 0.00847378+0.000965625j 0.00232741+0.00463984j 0.000632155-0.00339545j 
0.00808586-4.43612e-06j 0.0112193-0.020967j 0.0635088+0.0516203j 0.0270893-0.00405119j -0.0388799-0.0178548j 0.00107212+0.0122023j 0.00469631+0.00951845j 0.0119257-0.00238501j 0.024898+0.0298835j -0.0281228-0.0204074j 0.0101319+0.0295529j -0.0171165+0.0101354j 0.0125347-0.0227522j 0.00528159+0.0126649j -0.0125534+0.0129076j -0.0116082+0.0249568j -0.0137636-0.00729676j -0.0226086-0.0102919j -0.0280599-0.0253163j -0.00863434-0.0120005j -0.0044127-0.00286951j 9.68205e-05+0.000319196j 0.0088772+0.0172884j -0.00280834+0.000952988j -0.00336442-0.00421012j 0.000137415-0.00280732j 0.00999573+0.000563594j 0.00631657-0.00727942j -0.00498864-0.0115957j -0.00255291+0.00230044j -0.00371552-0.0123409j 0.00180436-0.0102061j -0.000668063-0.00281939j -0.0119583-0.0144904j -0.00333882-0.00922277j -0.00893089-0.00804893j 0.0024224+0.00222237j -0.0039531-0.00508191j -0.00593035-0.0131946j 0.00716455-0.0036675j -0.00382077+0.002093j -0.00859109-0.00791656j 0.0283721+0.012256j 0.000415056+0.00180858j -0.0104812-0.0164594j -0.000641498+0.0121398j 0.00129926+0.0128511j 0.0154766+0.00577661j 0.00388621+0.00326835j -0.00180066-0.00153901j -0.015298-0.00670401j 0.00635312+0.00799823j 0.00564014-0.00210832j -0.00866492-0.0107777j 0.0141881+0.00312357j 0.00316536-0.00197746j -0.00107647-0.000198925j -0.0021541-0.0054978j -0.0050543-0.000117155j 0.00638292-0.00410349j -0.00684947+0.000970456j -0.000470883+0.00411457j -0.00826463+0.0069836j 0.00403867-0.000146323j -0.000471794-0.000128758j 0.00651429+0.00492191j -0.00251976-0.000474723j 0.0204077+0.0100264j -0.00913712-0.00144351j 0.00349732+0.00684322j -0.000685822-0.00230959j -0.0101346-0.000830517j -0.00503061-0.00144411j -0.00650518-0.00796451j 0.0102138-0.00247318j 0.0045234+0.00538496j -0.000825177-0.00428986j -0.0042267-0.00612767j -0.00929853-0.00056334j -0.00300736-0.00292165j 0.00890692-0.00490463j 0.00459296+0.00967583j 0.00162384+0.00231135j 0.00582041+0.00624175j 0.0084851-0.00175232j -0.0081279-0.00655587j 0.00263547-0.000437131j -0.00372328+0.000495049j 0.000219947-0.000270853j 0.00347765+0.0107327j 0.00053563+0.00762492j 0.00716321+0.000236529j -0.00946596+0.00260408j 0.00460074-0.00488172j 0.00520085+3.4753e-05j 
0.0094273-0.00225544j 0.0259599-0.000852957j 0.00284659-0.00215205j 0.0493836+0.0594412j 0.0201343+0.0133486j -0.0292885-0.00272832j 0.0112259+0.0202844j 0.0110809-0.0435412j 0.0112524-0.0163255j -0.00216093+0.00994117j -0.0186638+0.00695118j 0.00318719-0.00326549j 0.00934749-0.0084841j -0.00478472+0.0133194j -0.029652-0.0102408j -0.0429677-0.0425736j -0.0206524-0.000559411j 0.0199837-0.0112082j -0.000894111-0.0203858j 0.00862289+0.0229794j 0.00141578-0.0220378j -0.00179417-0.0141157j -0.0113503+0.00683862j 0.00522145-0.00455502j -0.00807755+0.014546j 0.00302716+0.016693j 0.00958465-0.000463269j 0.0105898-0.00550156j -0.00369271+0.0043703j 0.00720228-0.00282649j -0.0148617-0.0180243j -0.0145977-0.00446702j -0.00832556-0.00930306j 0.00451245+0.00991276j -0.000636107+0.00834711j 0.0100124+0.0242791j 0.00366294+0.00888127j -0.0190351+0.0344008j 0.00499134+0.00965363j 0.00575807+0.00183592j 0.00952151-0.00655764j -0.000362113+0.00982924j 0.00184613+0.0204269j -0.00328908-0.000206701j -0.000754725+0.0059953j 0.00116013-0.00789167j -9.13408e-05-0.00336231j -0.00212391-0.00911484j 0.00337177+0.0106511j 0.0043593-0.00397038j -0.000153646-0.00436725j -0.0206408+0.00464435j 0.000288784+0.0165645j 0.00481724+0.000591006j 0.00125557-0.00732941j -0.0135484-0.000694011j 0.00481294+0.00907648j 0.00110245+7.21271e-06j 0.00277822+0.00142892j -0.0122671+0.00382892j -0.000197174-0.00188226j 0.00234746-0.00428417j 0.00771926-0.00572353j 0.002133+0.00824477j -0.00209522+0.00505715j -0.00236309+0.000596896j 0.00103684+0.00351015j -0.00564354+0.00020783j 0.00568992-0.00134413j 0.00014618-0.00453303j -0.0105832+0.00869587j 0.000358208-0.000881566j -0.011132+0.0126665j -0.000601301+0.00269362j -4.32598e-05-0.00391956j -0.00297309-0.0037368j 0.00152486+0.000754222j -0.00412331-7.64899e-05j 0.012788-0.00134571j -0.00495592+0.00528867j -0.00576508+0.00745841j -0.00164008-0.00322499j -0.00163486-0.00540879j 0.00931185-0.00406338j -0.0116941-0.00543139j 0.00149867-0.00775402j -0.0038624+0.000817792j 0.01077-0.00797099j -0.00294-0.00604697j 0.00118119-0.0134678j -0.00965554-0.00237139j -0.000337133-0.000205577j 0.00387224-0.00240693j 0.00560273-0.00265637j 0.00213172-0.00455523j 
0.00807433-0.0112058j -0.0264057-0.00139525j -0.00496315-0.00597733j -0.0360044-0.00663035j -0.0188884+0.00138582j 0.0160026-0.0069005j 0.0254678-0.00180237j -0.00413484+0.0153433j -0.0237976+0.0231264j -0.0262946-0.00993185j 0.00145928+0.00874556j 0.0117118+0.0164941j -0.0146099-0.0168481j -0.00765028+0.0186683j 0.0287667+0.0118652j 0.00197661+0.00713217j 0.0439689+0.0148337j -0.0454343+0.0298387j 0.000282077-0.00611815j 0.0122686-0.0212692j -0.0164468+0.000899407j 0.0156178-0.00366832j -0.00664167-0.00657251j 0.0021791+0.00965577j -0.00389286-0.0342953j -0.00638417-0.00624725j -0.00753834-0.00853256j 0.0207115+0.00413171j 0.031309-0.0132038j 0.0197279-0.00730851j -0.00408573-0.00234106j 0.00350358+0.00773555j 0.00600538+0.0122462j -0.00164785+0.00517755j -0.00100239-0.0163467j 0.00291039-0.0262142j -0.00134079-0.0100924j -0.00678698-0.0176251j 0.0141165+0.00505938j -0.00411147-0.0140808j 0.00296208+0.00187718j -0.00228094-0.00534841j -0.00383927-0.00231623j -0.00653142-0.0103988j 0.000795264-0.00226512j -0.00307976+0.00144327j 0.00472425-0.00323789j 0.00560716-0.00618392j 0.00330761-0.00676779j 0.00786758-0.00422755j 0.00488141-0.00421399j 0.0028907+0.000957042j 0.00156364-0.00314934j -0.00421506-0.00270536j 0.00575401+0.00293451j 0.00911826-0.00619628j -0.0131777-0.0106875j 0.000885728+0.00206832j 0.00335892+0.00207937j 0.0129698-0.00270506j 0.00077171+0.00496641j -0.00570667-0.00273029j 0.00107948+0.00141422j -0.00779851-0.0026061j -0.00140969-0.00226404j 0.00084267+0.00370799j 0.00776094-0.0126478j -0.00123688+0.00519395j -0.00284063-0.00240415j 0.00390048-0.00374774j -0.00256364+0.00276421j 0.0029995+0.00539867j -0.0150346+0.0141867j 0.00351984-0.00137196j 0.00282762-0.00443473j -0.00235672+0.00893698j 0.00178321-0.00754937j 0.00340054-0.00485751j -0.00409055+0.000333706j -0.00254551-0.00380511j 0.00624409-0.0148798j -0.00423742+0.0147399j 0.00146801-0.00304044j -0.00466239-0.00638971j 0.00211716-0.00490598j 2.23108e-05+0.00123577j -0.00192377+0.00976098j 0.0137371-0.014096j 0.00800405-0.00331484j 0.00949629+0.00975101j 0.0185009-0.00851376j -0.00372072+0.00752403j -0.00287131+0.00361762j -0.000247629-0.00723925j -0.00100052+0.0027674j 
-0.0116893-0.0377337j -0.00617557+0.0131076j -0.0192092-0.0901666j 0.00389015+0.0290114j -0.00870066+0.0245101j -0.00392032-0.0369024j 0.00660108+0.0039844j 0.0127358+0.000236857j 0.00409938-0.0387387j 0.011726-0.0379161j 0.0094388-0.00122907j -0.0156116-0.00560742j -0.00472187+0.0250667j -0.00374505-0.0247688j -0.0113391+0.0232345j 0.00195215-0.0577525j 0.0516251-0.0140027j -0.0664745+0.0709961j -0.0401248+0.0204243j -0.0133347+0.0248264j 0.00571632-0.024707j -0.014134+0.0287874j 0.00765331+0.0177642j -0.00993181+0.023003j 0.00945309+0.0115192j -0.000230019+0.0268247j -0.00460358-0.00648996j -0.00663889-0.0352197j 0.00625013-0.00425459j -0.00761014-0.0152153j -0.00176169-0.0232926j -0.000976928+0.00334613j -0.00426346-0.00797306j -0.00564812-0.00145112j -0.00127635+0.0180233j -0.00480349+0.000244172j 0.0117942-0.0177146j 0.00274104-0.00569031j 0.011997+0.0145891j -0.00680857+0.0234319j 0.00371228-0.00450006j -0.00533517-0.000715398j -0.00189993+0.00126223j -0.0141313-0.000422812j -0.00124956+0.00346854j 0.00676578+0.00334136j 0.00705435+0.00224007j -0.0129435-0.00966631j 0.00267141-0.00161716j 0.0153303+0.000486437j -0.0107553-0.00485216j -0.00258602-0.00272731j 0.000155995+0.00337845j -0.00175595+0.00282149j 0.00657729+0.000740878j -0.0108044-0.007297j -0.00117571+0.00497795j -0.0040499-0.00530845j 0.000373629+0.0090967j 0.000136059+0.00104035j 0.00704104-0.0157494j -0.0101674-0.0132565j 0.000576202+0.003824j 0.00255095+0.00186061j 0.00146636+0.00326765j -0.00217708+0.00668194j 0.00880177-0.00613501j -0.00256729+0.000685049j 0.000728329+0.00263913j -0.000927672+0.00220722j 0.0035674-0.0142943j -0.00736256+0.00399473j 0.00176833-0.00476692j -0.00738319-0.00651989j -0.0006718-0.00524711j -0.00431619+0.000265788j -0.00276977-0.0048808j -0.0108096-0.00239306j -0.000968648-0.00245331j -0.00418839-0.00639345j 0.004149-0.00490172j 0.000275033-0.00507548j -0.00218734+3.86959e-05j 0.000989219-0.00699634j -0.0124842+0.00141409j -0.00119179-0.00683845j -0.007013+0.00870757j -0.00655947+0.0102399j 0.000711035+0.0101178j 0.0148938-0.0158365j 0.011787-0.0210644j -0.00372035+0.0113269j 0.00317786-0.00187849j -0.00800698+0.0070834j 0.00106584-0.000244585j 
0.00294781+0.0226015j -0.0201406+0.0148893j 0.0499623+0.0584119j 0.020519+0.0414616j -0.00407711-0.0149716j 0.0215677-0.0155408j -0.0171583+0.000412797j -0.0122466+0.0144367j 0.0614151-0.012485j -0.0164294+0.0174465j 0.0237303-0.00308843j 0.0171236-0.0305483j -0.0165446+0.0414468j 0.00498721-0.023005j 0.0337156+0.00176619j 0.0889726+0.00267591j -0.0421496+0.0238954j -0.0108599-0.0419626j -0.0358074-0.05528j -0.0516521-0.000530148j 0.0141796+0.012142j 0.00507404-0.00288087j -0.00252339-0.00741175j -0.0144983-0.0183814j 0.00419289+0.0198809j 0.00488411+0.0100764j -0.00709794+0.0115287j 0.0162864-0.00463171j 0.0129385+0.0228413j 0.00375211+0.00259601j -0.00815133+0.00673061j 0.00149346-0.0026798j -0.00443775-0.0104207j -0.000891522+0.0116536j -0.0199364-0.0127944j 0.00692707+0.0257127j 0.00538549-0.00430843j 0.0204927+0.00915557j -0.00849047-0.00830896j -0.0160438+0.0155041j -0.0088164-0.009002j 0.00592032+0.00913179j 0.00676129+0.0126403j -0.000252333-0.00687397j -0.0138856-0.00100515j 0.0155288-0.00273339j 0.00104007-0.012084j -0.0109755-0.0160446j 0.0019654+0.00197487j -0.00622711-0.00741119j 0.00180963+0.00740314j 0.0259165+0.00193354j -3.25412e-05-0.00285026j -0.011649-0.000371125j -0.00819969+0.00185341j 0.00275136+0.00324539j 0.0127771+0.00341805j -0.00197379-0.00318499j -0.00614723-0.00445652j -0.00407647+0.00574767j 0.00815053+0.000771594j 0.00832783-0.00194447j 0.00293101-0.00755804j -0.00654653+0.0150841j 0.00527065-0.00414993j 0.000232783-0.00920021j 0.00936936+0.012767j -0.00549858+0.00388578j 0.00113415+0.00607625j 0.00173372-0.00721067j 0.00187137+0.00214397j -0.00272054-0.0077089j 0.00116403+0.00564611j 0.00431333+0.00186925j -0.0101678+0.0125651j -0.00669401-0.00412381j -0.00243283+0.0062908j 0.00708822+0.0135041j -0.00620267-0.00640284j 0.00861794-0.00652428j -0.00225952+0.0168972j 0.00208585-0.0122968j -0.00504999+0.00650901j -0.000196207-0.00620522j 0.00673928+0.0174965j -0.00201886-0.00561722j -0.00563449-0.00862496j 0.00232752-0.00535746j -0.0011618-0.0012767j 0.00967529+0.000576303j 0.00869376+0.00116065j -0.00470524+0.00260627j 0.000116914-0.00782607j -0.0162527+9.40149e-06j -0.00361046-0.00559651j 
0.0226498+0.0306999j -0.017216+0.0130145j 0.0225961+0.0494094j -0.00949499-0.000386635j -0.0406395-0.000945094j -0.0141029+0.0250065j -0.0140607-0.0187825j 0.0453839+0.04027j 0.00148415+0.0424384j -0.0139881+0.000305322j 0.0142822-0.0012014j -0.0157249+0.0048635j -0.0159335-0.0120036j -0.00947376-0.0081085j -0.00909288-0.00716322j -0.0119007-0.00743731j 0.0822723-0.0137433j -0.0794715+0.0606503j 0.00642148+0.0633538j 0.0387501-0.00798504j 0.0215025-0.0203007j 0.00116455-0.0150951j -0.0032423+0.0013883j -0.00293319+0.0159114j -0.0062388-0.0228236j -0.00186987-0.0128484j -0.00450867-0.00264393j 0.00638155-0.00355971j 0.00935345-0.0199637j 0.0019933+0.0033847j -0.00255649+0.00878193j 0.00803384-0.0016388j 0.00965471+0.0149197j 0.0209835+0.0107357j 0.0183809+0.00676439j -0.00373094+0.0113221j 0.0372889+0.00976283j 0.00101938-0.032045j 0.00821323+0.000125502j -0.0170175-0.00474474j 0.00946933+0.00998334j 0.0048314+0.000111404j -0.00695047+0.0162347j 0.0132659+0.00119658j 0.00250298+0.00307725j -0.00526141-0.0172464j -0.0119477-0.0135762j -0.0114962+0.00520284j 0.00184599+0.00576234j -0.00924373-0.00495562j 0.0147764+0.00911729j -0.000985405-0.0161196j 0.00174407+0.00273133j 0.00330554-0.000961531j 0.00391167+0.0128079j 0.00213181-0.00162131j -0.0211119-0.0192677j -0.0057618+0.010453j 0.0068729-0.000849214j 0.00625771-0.00451349j 0.00740986-0.00617562j 0.000665398+0.0012351j -0.00519346+0.00438665j 0.00124943+0.000284224j -0.00768385-0.00170223j -0.00521581-0.00276159j -0.00347206+0.00498636j -0.00259413+0.00356144j 0.0024607+0.00676927j -0.0125531+0.00146591j 0.00225877+0.0031198j 0.00644478-0.0018491j 0.00478471-0.00290435j 0.00186739-0.000520112j 0.00435344-0.00169579j 0.0010608-0.00151785j 0.00423855+0.00225592j 0.00342623+0.00497139j 0.00852555-0.000844003j 0.00165484+0.00605417j 0.000520741-0.0135689j 0.00314816+0.00620783j -0.00506808+0.00693865j -0.0028096-0.00207516j -0.0154716-0.0119751j 0.000688608+0.0166025j 0.0120105-0.00284692j -0.00182467+0.00329869j -0.00102361+0.00301226j -0.00900552-0.00586313j 0.0123779-0.00902062j -0.00101988+0.00314127j 0.00351767+0.00377098j -0.00603811+0.0162028j 0.0159129+0.00711829j 
0.0208928+0.0414131j 0.0114141-0.0156202j 0.058908+0.0650923j -0.0409618-0.0291931j -0.0359974-0.0541907j 0.00105347+0.0116841j -0.0060127-0.018854j 0.0676969+0.0317085j -0.0109608+0.0115593j -0.0149433-0.00773542j -0.00334922+0.0198315j -0.0257915-0.00390301j 0.00337958-0.00560908j -0.00474591-0.0137526j -0.0292538+0.0467899j -0.0342725+0.0284717j 0.0936039+0.0521161j -0.0638817-0.0697523j -0.00466172+0.0198661j 0.0176615+0.0342534j 0.00220501-0.0154742j 0.0191557-0.0252846j 0.000775268+0.0344569j 0.000756029+0.0109845j -0.0107548+0.0279298j -0.0068875+0.00579572j -0.012818-0.00373831j 0.0215334-0.0259501j 0.00243721+0.0379253j 0.00415031+0.0178006j 0.00427746-0.0142871j 0.00539852-0.0192429j 0.00206849-0.0293454j 0.0139715+0.00796415j 0.0236547+0.0407765j -0.0110821+0.0287832j 0.0285439+0.0280898j -0.00528625+0.0180301j 0.0213382+0.00189108j -0.00112999+0.0270631j -9.25738e-05+0.0103549j -0.0094402+0.00625197j -0.0007314-0.012716j -0.00390015+0.00686401j -0.0264393+0.00169874j 0.00562912-0.0145864j 0.00310262+0.00302936j 0.0185588+0.00663322j -0.00158042+0.00950747j -0.00387623+0.00871735j -0.00405941+0.00486696j -0.004034-0.00204538j -0.00853971+0.00673012j -1.36057e-05-0.0122178j 0.015236+0.0224516j -0.0113582-0.00149125j 0.00750428+0.0039595j -0.0088631-0.0240294j 0.0053185+0.00383211j 0.00873127+0.024206j -0.00496986-0.00597693j -0.00472514-0.0120031j -0.0117012-0.00168301j 0.0124021+0.0129941j 0.00145749-0.00840326j -0.00216481-0.0100741j 0.003224+0.0118483j 0.00831826+0.00330829j -0.0062616-0.00242288j 0.000353888+0.000121988j -0.00387401-0.00187775j -0.00314166-0.00571588j -0.000188336+0.00618943j 0.00657951+0.00533619j 0.00368784+0.0113136j -0.00391605-0.00112476j -0.00430963+0.000408035j -0.011577+0.00375382j -0.00811317+0.00176087j -0.000404441+0.0005669j -0.0080969+0.0110632j 0.00777942-0.00778873j -0.0120397+0.000989054j 0.000136633+0.00326607j -0.00893102-0.012539j 0.00270429-0.00750377j 0.00417946+0.0111561j 3.70976e-05-0.00150141j 0.000287427+0.000181696j 0.0112148-0.00972863j -0.00960512+0.00757735j -0.00607495-0.0140708j -4.71033e-05-0.00693869j 0.00704989+0.00405508j 0.0108804+0.0134754j 
-0.0140805+0.027194j -0.0113547+0.0273236j 0.0207824+0.0783495j 0.00521319-0.00724992j 0.019443-0.0440953j 0.0303398+0.0218906j -0.0177132-0.00342175j -0.0227919+0.0754428j 0.00548915+0.0674712j -0.000510712-0.0262815j -0.0165879+0.00862327j 0.0407612-0.0205255j -0.0484254+0.0113898j 0.0207399-0.0454281j -0.000578743-0.0598828j -0.00707114-0.0504987j -0.0400574+0.00506286j -0.0613737+0.0957303j -0.0144014+0.191461j 0.0210945+0.00685589j -0.0111444+0.00809619j 0.017074+0.0335421j 0.0111127-0.0100489j -0.0047141+0.000732901j 0.00769472+0.00548239j 0.00108568+0.00811062j -0.0116843+0.00122415j 0.0265549-0.0222841j -0.0115108+0.00691929j 0.00137039+0.00770362j -0.00865538+0.0248154j 0.00123855+0.00788905j -0.00556192+0.000908196j -0.00588085-0.00731567j 0.00334072+0.0211195j -0.00916273+0.0151726j 0.0238881-0.0110342j 0.0224218-0.0563145j -0.000214562-0.013987j -0.0176592+0.0265173j -0.00865728+0.00930474j 0.000268765-0.020389j 0.00210062-0.0040554j -0.00515191+0.0133818j 0.0025931+0.00880737j -0.00186116+0.00795485j 0.00976825+0.000805767j 0.0133799+0.00873876j -0.00274766-0.00271213j -0.00796883+0.0230821j 0.00217163-0.000239269j 0.0177315+0.000841988j 0.000969421-0.00982171j -0.00475257+0.0053822j -0.00494114+0.0064207j -0.0080825+0.0124525j -0.00228613+0.00372911j -0.00784022+0.0117661j -0.00961895+0.00204768j -0.0107327-0.00586625j 0.00932877-0.0190055j 0.0135905-0.00473044j -0.00731121+0.0111697j -0.005876-0.00717765j 0.0040971-0.00201049j 0.00493587-0.00495923j 0.00313942-0.000614091j 0.00509629-0.000203911j -0.0078972+0.00221548j 0.00409505-0.00450866j 0.000494129-0.000289378j 0.000982038-0.00975888j -0.00591598+0.00471624j -0.00227759-0.00391904j 0.00258887+0.0125182j 0.00612215+0.00389152j 0.00090844-0.00425332j 0.00352275+0.0046715j -0.00109774-0.0160646j 0.000548604-0.00871586j 0.0017977+0.00440893j 0.0041938+0.00678496j 0.00237761+0.00266564j 0.00380972-0.00123169j -0.00224109+0.0214153j -0.00751323+0.0112802j -0.00969339-0.00158488j 0.00950799+0.000710272j 0.0047059+0.00216842j -0.00334036-0.0240876j 0.0086605-0.0121477j -0.000582283+0.00268711j -0.00145761-0.00845728j -0.0147238+0.0386451j 0.0118158+0.00520172j 
0.00406946-0.00373925j 0.0205402-0.017412j 0.0744671-0.00508841j 0.0572013+0.0176289j 0.0187743-0.00678461j 0.00454963-0.0220211j -0.0258611-0.020825j -0.0113725+0.0394824j 0.03595+0.0470286j 0.0139826-0.062016j -0.0124237+0.0320195j -0.00291691-0.0058154j 0.0196562-0.0151399j 0.00578345-0.0174878j 0.0321203+0.04627j 0.0172047+0.00908773j -0.0688804+0.0744836j 0.0270843-0.0222778j -0.0450034-0.0211505j -0.0110562+0.0273064j -0.00362522-0.0112777j -0.0105602-0.00478056j -0.00689563-0.00462637j -0.00804419-0.00714059j 0.0349945+0.00225151j 0.0202828-0.0115058j 0.00621951+0.00403443j 0.0189276-0.0103055j 0.00813333-0.00405166j -0.000721565+0.0041194j 0.0112371+0.00600264j -0.00203537-0.0132822j -0.0146998+0.00922641j -0.0121644-0.00909904j -0.00699285-0.0224162j 0.0104254+0.0101201j 0.00169553-0.00163804j 0.0128406+0.000623142j 0.0221375-0.00518218j 0.0239961+0.005223j -0.00339224-0.00884865j 0.00345789+3.2685e-05j -0.00806688+0.00127705j -0.00971008-0.0084091j 0.00555068-0.00435939j 0.00102107-0.00972738j 0.000900785-0.00937348j -0.00807151+0.00870171j -0.00301707+0.00786769j 0.000228552+0.0010198j -0.00318247-0.00598327j 0.003059-0.0120056j 0.0059524+0.00409543j -0.00104482+0.00467577j 0.000252948+0.000367783j 0.0102334+0.00326128j 0.00968097+0.00472902j -0.000415582+0.00135055j -0.00877551+0.0041139j -0.0135582-0.00590571j 0.00343347+0.00601172j 0.00702017+0.00448486j -0.00752195-0.00091029j -0.0106288-0.00193591j 0.00148189-0.00216362j 0.000747137-0.00010279j -0.00211638-0.00227671j -0.00223342-0.000116251j 2.58133e-05+0.00789358j -0.00228073+0.00287387j 0.00402442-0.00598144j -0.00164804-0.00272824j 0.00677769+0.00241703j 0.00774669-0.00157063j 0.0041174+0.000240245j 0.000575722+0.00150544j 0.000994193-0.00377325j -0.00495871+0.0025619j 0.0015431+0.00461819j -0.00262435-0.00230657j 0.00731976-0.00397207j 0.00178289-0.00179425j -0.00631762-0.00235294j 0.00256037+0.00131006j 0.00893328+0.00722777j -0.00665993-0.00294302j 0.00562742-0.00826979j -0.0058349+0.00128912j -0.00462451+0.00151394j 0.00148258+0.00397987j 0.00543855+0.00314334j 0.00646939+0.00503421j 0.00191055-0.00612473j -0.00375858-0.00344672j -0.00201425-0.0009267j 
