-0.0979076+0.101136j 0.146326+0.0937083j -0.095105-0.232353j -0.177361+0.0744217j -0.0436748+0.142209j -0.160268-0.0356403j 0.0234293-0.148971j -0.104246+0.118087j -0.145107+0.16529j -0.0579735-0.00297345j -0.143233-0.172102j 0.0738952+0.0703704j -0.0800739-0.104694j 0.0906534-0.13871j 0.112761-0.0365832j 0.0545413+0.136423j 0.00709422-0.0998278j -0.0172062-0.043457j 0.00099601-0.076412j 0.092095+0.0270921j -0.0447192-0.0794706j 0.0329194+0.0350291j 0.1023-0.0503091j 0.0465293-0.100287j -0.121993-0.00194607j -0.190066+0.174703j 0.0338727+0.055926j 0.0770696-0.0898441j -0.0101111+0.01116j 0.0286842+0.00422333j -0.0462308-0.122545j 0.0837401+0.121106j -0.0473854-0.0384188j 0.0493263-0.0130727j 0.0989972+0.1001j 0.132116-0.0932187j 0.0190064-0.235161j -0.157994-0.0103956j -0.0543949+0.164382j 0.155157+0.144993j 0.140907-0.0583203j 0.142642+0.0950879j -0.0752699+0.133457j -0.13661-0.0843814j -0.0329225+0.0439508j 0.0413467+0.0316375j -0.00223016+0.0331702j -0.0149693+0.017931j 0.0148569-0.0259896j 0.045109-0.00646362j -0.00801964+0.0153261j 0.0220517-0.0335219j -0.0475646-0.0200495j 0.0362322-0.00400322j -0.0265245-0.0116385j 0.00971919+0.033301j -0.00479227-0.0147805j -0.0027184+0.0108329j -0.00420258+0.0140686j 0.000950808-0.0244391j -0.0166714-0.00847359j 0.00730139+0.0133392j 0.00192148-0.00355839j -0.00394504+0.00362201j 0.0192141+0.0240295j 0.00188852+0.00819421j 0.00653972-0.000260597j 0.000521895+0.00624409j -0.01529-0.0147965j 0.00365201-0.0118631j 0.0128313+0.02169j 0.00161917+0.000785945j 7.15199e-05+0.00164355j -0.0103065-0.0129026j 0.0103137-0.0144259j 0.0149688-0.00252469j 0.0139016-0.0131233j 0.00254217-0.00805722j 0.00836726-0.0209249j 0.00436936-0.0143075j -0.00771372+0.0131109j -0.018568+0.00545038j 0.0309244+0.0128263j -0.0142218-0.015293j 0.00749666+0.00560081j -0.0191623+0.00877943j 0.0306738-0.000282496j 0.00513166+0.0071112j -0.00825729+0.0211023j 0.00868141+0.0271463j 0.0356252+0.0369665j -0.0320784+0.018671j 
-0.000536447+0.000631743j 0.00113995+0.00150513j -0.00213258+0.00062996j -0.00221345+0.00261509j 0.000715996+0.0036801j 0.0056791-0.00236095j -0.00279291-0.00319948j 6.4542e-05-0.00227585j -0.00266611+0.00059853j -7.62602e-05+0.000727494j 0.00148887+0.00268054j 0.000603188-0.000358367j -0.00129764+0.000916636j 0.00740322-0.000249103j 0.00271091-0.00361171j -7.30133e-05-0.000403767j -0.00126209-0.000911886j 0.00016314-0.00209197j -0.000401281-0.000584428j -0.000279302-0.000135437j -0.00017028-0.000976397j -0.00448969-0.00361295j -0.000905471+0.00381318j -0.0014802-0.000939847j 0.0012808-0.00416206j 0.00111914+0.00159136j -0.0010344+0.00172814j -0.000336893+0.000738283j -0.000581824-0.00131974j -0.000332853-0.00421862j -0.00089556+0.00306364j 0.000377819+0.00174555j 0.00176954-0.00168022j -0.00100553-0.00287769j -8.36654e-05-0.00281762j 0.00142999+0.00198863j 0.00077905-0.00127811j 0.0034757+0.001881j -0.00291754-0.00254148j 0.00412587+0.000594158j 0.00191086-0.00137288j 0.0023739-0.000269886j -0.00030617+0.000188343j 0.00146225+0.00167554j 0.000569952-0.00130637j -0.00159073+0.000364445j 0.00165429-0.000204159j -0.00203212-0.00115712j 6.08334e-05-0.000218471j -0.00280877+0.00193344j 0.000660768+0.00578461j -0.00348841-0.00227109j 0.0031182-0.00121743j -8.30777e-05+0.000670109j 0.00232938+0.0014736j -0.00117992-0.00134302j 0.000467122+0.000884468j 0.00230657+4.43888e-06j 0.00197637-0.000457568j 0.00741755-0.00559849j 0.000226463-0.00205178j -0.00178736+0.000409985j -0.00321573-0.000927331j -0.00218898-0.00124473j -0.000574684-0.0018839j 5.1544e-05-0.00176262j 0.00635773-0.00438925j 0.00406555+0.00527264j -0.00395614+0.00153245j 0.00246844+0.00169464j -0.0023345+0.00683779j -0.000508563-0.00641234j 0.00276898+0.00361898j 0.00191029-0.0011094j 0.00358662-0.000743165j -0.00294191+0.00355774j -0.00499056+0.00146254j 0.00017159+0.00360739j -0.00293047+0.00381249j -0.00784494+0.00212917j 0.00469196+0.00252533j -0.0019747+0.00267467j 0.00734286+0.00285749j 0.00123736+0.00246225j -0.00172291-0.00296371j 0.00566482-0.00201306j 0.00431989+0.00393458j -0.000428731-0.000560536j -0.00126959+0.00207427j 0.000471439+0.00191214j 0.000563531+0.00169449j -0.00162921-0.0010618j 
-0.00204242-0.000143351j -2.00385e-05+0.00141766j -0.000727751-0.00198998j -0.00119017+0.00267084j -0.000763652-0.000555783j -0.00217165+0.00379204j -0.000297722+0.00137907j 0.00142181-0.000628676j 0.000299265-0.00100465j 0.00167204+0.00287663j 0.00449112-0.000430628j -0.000247813+1.62035e-05j 0.00284074-0.000494737j -0.00173451-0.00117253j 0.000715024+0.000410337j 0.00431932+0.00625711j 0.00214047+0.000585798j 0.00206189+0.00134414j 0.000992671+0.00402948j 0.00581686+0.00059177j 0.00175687+0.00181129j -0.00431344+0.00108253j -0.00109404+0.00141583j -0.000516918+0.00324491j 0.00492465+0.000537671j 0.00188673+0.0043178j 0.0104029-0.00205592j 0.00267873-0.00184466j 0.00248155+0.0121876j 0.000949711-0.00224831j -0.000350792+0.000540163j -3.06392e-05+0.000651745j -0.00424482-0.00525165j 0.000944763+0.00271643j -0.0020203+0.00134581j -0.0026047+0.00215607j 0.00315893-0.0057334j 4.55975e-05+0.00599868j -0.00683502-0.00304582j -0.000141052-0.00419485j 0.00564876+0.0023333j 0.00114891+0.000492637j -0.00131146-0.000326528j 0.000837074+0.00171274j -1.49246e-05+0.000872027j -0.00123908-0.00241446j 0.00275635+0.00240967j -0.00112757-0.00197812j 0.00102048+0.00281537j 0.00173415+0.000191616j -0.00155013+0.00516029j -0.00164875-0.00193138j 0.00278998+1.0112e-05j -0.00141471+0.000278805j -0.00142835-0.000488816j 0.00022648-0.00101135j -0.000266438-0.000885377j -0.00558972-0.000256123j -4.39938e-05-0.0031184j 0.000136361-0.00459091j 0.00317532-0.00468007j -0.00128377-0.0052349j -0.00833997-0.000110955j -0.000468046-0.0015776j -0.00255066-0.000469794j 0.00121102+0.00233052j -0.00190497-0.0103789j 0.00364625+0.00255983j 0.00154807-0.00238271j -0.000386249+0.00347258j -0.00333858+0.00422138j -0.000102628-0.00362238j -0.00426961-0.002612j 0.0042697-0.00377589j 0.010069-0.00323517j -0.000214858+0.00962225j -0.00700088+0.00802674j 0.00480934+0.00462243j -0.0103327-0.00146529j -0.00977883+2.83359e-05j 0.000973816+0.00746247j -0.00375933+0.00461848j -0.000556574+0.00120534j 0.00153895+0.00365184j 0.00056629-0.000102559j 0.00740064+0.00249799j 0.000885209+0.0048692j 0.000678585+0.000633067j -0.00151912+0.00244059j 0.000234288+0.001965j -0.000283073-0.000277307j -0.00215121-0.000199063j 
0.00323127+0.000188598j 0.000526489-0.00152799j 6.9228e-05+0.00121484j 0.000464422-0.00114452j 0.000410359-0.00503989j -0.00243411+0.000301497j 0.0042154+0.00138555j 0.00215762+0.000388671j 0.00219642+0.000279852j 0.00136495+0.00042155j 0.000325371-0.00238262j 0.00237598-1.13717e-05j -0.000184205-0.00116614j -0.00449627-0.00126243j -0.00488305+0.00185928j 0.000959008+0.00197582j 0.00174949+0.00148929j 0.00189191+0.000698857j -0.00325878+0.00349609j -0.00567712+0.000106525j -0.00213876-0.00234575j 0.00360435+0.00525508j 0.000614406-0.00386672j 0.00469388-0.000151023j 0.00106388-0.00474414j 0.00197825-0.00155326j -0.00112548-0.00375072j 0.00239001+0.000790536j -0.00447008-0.00233115j -0.0067369+0.00218866j 0.00297493-0.00146533j 0.00432273+0.00124654j -0.00243511-0.000278368j -0.00229376+0.00424711j -0.00587799+0.00130184j 0.00302195-0.00638304j -0.00592722+0.00595596j -0.00710972-0.00609774j 0.00538339+0.00403913j 6.66805e-05+0.0029812j -0.00425528-0.00327662j 0.000763008+0.00223986j 0.00190199-0.00234402j 3.44675e-05-0.00189843j 0.00344179+0.000350817j 0.00168206-0.00403505j -0.00241132+0.00212131j 0.000332828+0.000774795j -0.00235119+0.000582304j -0.00123526-7.86229e-05j -0.000755342-0.00234946j 0.00112798-0.00255904j 0.00271826-0.00133216j 0.00285431-0.00164772j -0.00335924-0.00210074j -2.92144e-05+0.00866915j -0.000153779-0.000630404j -0.000759324-0.00258533j 0.00349188-0.00669352j -0.00601717+0.00312104j -0.00593093+0.00162044j -0.00321768+0.00014653j -0.00123171+0.00413362j 0.00595403-0.00136445j 0.00243094-0.00135523j -0.00235488+0.00852138j 0.0115184+0.00437321j -0.00514824+0.000196042j -0.0037447+0.00478012j -0.00287817+0.01172j -0.0023381-0.01012j 0.00104323+0.00266154j -0.0064927-0.00107226j -0.000458099-0.00632156j -0.00515221-0.00109555j -0.00340337-0.00207596j 0.00679276-0.00912257j -0.00804225-0.000154533j 0.00719629+0.0105547j 0.0100162+0.00022923j 0.00601328-0.000272505j -0.00107745+0.00294826j -0.00310167+7.23138e-06j 0.0029486-0.00677404j -0.00196486-0.00160014j -0.0031961-0.00389596j 0.00577144-0.0068286j -0.00960198-0.00222332j -0.00137528+0.000216361j -0.00272413-0.000809103j 0.000751883-0.000372813j 0.00274545+0.00104763j 
0.000858672-0.00327148j -0.00635194-0.000642469j 0.00361018+0.00134003j 0.000370745-0.0056721j -0.00215743+0.00101651j -0.00230021+0.000756503j 0.00345839-0.00338049j -0.00371455+0.00439404j -0.000816495+0.000342683j -0.00390244-0.00159227j -0.00225218+0.00688599j -0.00356959-0.000190912j 8.96736e-05-0.00150009j -0.00245774+0.000527139j -0.00173055+0.00194813j -0.000899387+0.00403776j -0.00188374-0.00650896j -0.000867017-0.000650889j -0.000677291+0.00481444j -0.00868512-0.00436729j 0.00234366-0.00153707j 0.00884295+0.00354493j -0.00405825-0.0072692j -1.69908e-06-0.00934208j -0.00462769-0.0132656j 0.00025545-0.00054774j -0.0083578+0.00484802j -0.00322971-0.00977639j -0.00796842+0.00189233j -0.009847+0.00639786j -0.0120488-0.00821949j -0.00053519+0.0024045j 0.00428853+0.00268337j -0.00608892+0.010465j -0.00674586-0.00341286j 0.00881578-0.0108586j -0.0157755-0.00552501j 0.00348272-0.0184435j 0.00438175+0.0095466j -0.0108604-0.000486618j -0.00975269-0.00607268j -0.00875818-0.00594461j 0.00300794-0.000938507j 0.00513583+0.000573711j -0.002101-0.00334376j -0.000909023+0.000764877j -0.0030034-0.00148046j -0.000310531-0.00166221j 0.000308024+0.00127382j 0.000447446+0.00188152j 0.000302066+0.0053584j -0.00519782+0.00283551j 0.000737099+0.00164532j -0.00290745-0.000767829j 0.00134197+0.000719601j 0.00110138-0.00433781j -0.00189714-0.000577402j 0.00212318+0.00123582j 0.0008401+0.00482251j 0.00167908-0.00277694j 0.003744-0.00189964j 0.00184105+1.22409e-05j -0.00096273-0.00302035j -2.09778e-05-0.00173724j -0.00114245-0.00101258j 0.00468549-0.00289018j 0.000553709+0.000769909j 0.00480375+0.00340968j 0.00387218+0.00501579j -0.00358728-0.00124579j 0.000690749+0.00754522j 0.00218709+0.000345746j 0.00354259-0.000267149j -0.000702693+0.00781424j 0.0092373+0.00114047j -0.00295523+0.00821269j -0.00207782+0.00103208j -0.000907703+0.000734403j 0.00270378-0.00194396j -0.00849515+6.44047e-05j -0.00143044-0.00143026j -0.000983972+0.0013167j 0.00269082+0.000335267j 0.00595282-0.00364844j -0.00014746+0.00518308j 0.00169157-0.00373572j 0.00412466+0.00870323j 0.00356072-0.00485583j 0.0035469-0.00591348j 0.00753525+0.00226429j -0.00674985-3.75979e-05j 0.00146224-0.00042234j 
-0.00480904-0.00272412j -0.00416385+0.00171868j 0.00110557-0.00512565j 0.000325645-0.0003356j -0.00341718+0.00329977j -0.00558236+0.0034223j -0.00333057-0.000952782j -0.0039695+0.00222922j 0.000949111-0.00186615j -0.0013409-0.00196305j -0.00205378+0.00140234j -0.00824742-0.000881144j 0.00454001-0.00109654j -0.00200021-0.000487662j 0.00247754-0.000270565j -0.00406173+0.00156012j -0.00298716-0.00456014j -0.00280883-0.000205457j 0.0065231-0.00378847j 0.00866183-0.00396566j 0.00338532+0.0041256j 0.000512222-0.00292985j -0.00369912-0.000174696j -0.00670086+0.000907225j -0.000328447+0.00855097j -0.00648861-0.000616637j 0.00875105+0.00533022j -0.00476087-0.003396j 0.00223485+0.0132194j 0.00760085+0.0019995j -0.00710326-0.000344209j -0.00324432-0.00658885j -0.00137662+0.00209118j 0.00454671+0.000316644j 0.0113972+0.000604265j -0.00169082+0.00787449j 0.00446793-0.0144594j 0.00715775+0.00233501j -0.00774467-0.00143281j -0.0114458-0.00649494j 0.00438106+0.00198027j -0.00710795-0.00579349j -4.03089e-05-0.00059681j 0.00398564-0.00140672j -0.00201014+0.00139622j -0.00139758+0.00194237j -0.000363172+0.0016519j -0.00141772-0.00142795j -0.00160476+0.00145534j 0.00140021+0.0016012j 0.00337068+0.00179891j 0.00119213+0.000469395j 0.00102203-0.00163326j -0.00510102+0.00280221j -0.00244116-0.000317059j -0.00454846-0.00237795j -0.000114039+0.00100755j -0.000938822+0.00170498j 0.00139373+0.00260591j -0.0028191-0.00309868j 0.00251352+0.00258135j 0.00616276+0.00466504j 0.000945369-0.00497222j -0.00652692-0.00160117j 0.00381486-0.0017062j 0.00530671-0.00651234j -8.01828e-05+0.0042612j -0.000815704+0.00315855j -0.00437919-0.00267104j 0.00451373+0.00463752j 0.000189158+0.00168579j 0.00655831+0.000121438j 0.00275818+0.00752334j 0.00212163+0.00352842j -0.00134505+0.00101171j 0.00478714-0.00566059j -1.14861e-05+0.00137201j -0.00268105+0.00207548j 0.00108762-0.00446518j -0.00206812+0.00702883j 0.00431227-0.00412463j 0.00345574+0.0013933j 0.00676583-0.00594677j 0.00446833+0.00305245j -0.00711269+0.00224225j -0.000404224-0.00664997j -9.3099e-05+0.000904269j -0.000916107-0.00117542j 0.00419089+0.00520487j -0.00136479+0.00582888j -0.00339754+0.000471196j -0.00377923-0.00113092j 
-0.000164013-0.000826456j -0.00357217+0.000617919j -0.000325784-0.00106728j -0.000724375-0.00258588j -0.00226274+0.00359743j -0.00221474+0.000594541j -0.000333757-0.000516985j -0.00171628+0.00176771j -0.00399904+0.00169703j -0.00188946-0.0014159j -0.00417622+0.00500588j -0.00624957-0.000527294j 0.000837386-0.00136955j 0.00461731+0.00341607j -0.00379476+0.00402376j -0.000140316+0.00655219j 0.000138137+0.000196861j -0.00137912-0.00402894j 0.00344586+0.00205539j 0.00896583-0.00335677j -0.00257478+4.45875e-07j -0.000860046-0.0096258j -0.00226494-0.00165033j -0.000591755+0.00544241j -0.0005281+0.00235786j -0.00499587-0.00331154j 0.00793848+0.00782363j -0.002665-0.00333667j -0.00649557+0.00881235j -0.00202587+9.90837e-05j -0.00606588+0.00905385j 0.004281-0.00574496j -0.00165945+0.00393357j 0.00265453-0.000560963j 0.012041+0.00057618j 0.00167144+0.00711566j 0.00210228-0.010882j 0.0107906-0.00353895j -0.00261802-0.000953481j -0.00462786-0.00294823j 6.3761e-05+0.00112032j -0.00615678-0.00627741j -0.000532903-0.000946758j 0.00142858-0.000865008j 0.00145112-0.000928679j 0.00279345+0.00207757j -0.00363433+0.00167248j 0.000206236-0.00213106j -0.00150781-0.000970081j 2.24933e-05-0.00238813j 0.000243932-0.00515526j 0.000861515+0.0040303j 0.0012001-0.000593548j 0.00180271-0.00124566j 0.00131883-0.000103499j 0.00511453+0.00635467j 0.000814191-0.00123807j -0.00279603-0.00147985j 0.00416671-0.00249364j -0.00185651+0.00285433j 0.00187303-0.00359835j -0.00507692-0.00141503j -0.0033639+0.000141109j 0.0051406+0.00161446j 0.00358891+0.000964459j -0.00227552+0.00469299j 0.00360113-0.00220352j 0.00236733-0.00157605j 0.0070912+0.00103459j -0.00199403+0.00549119j 0.00142813-0.00831072j -0.00405128+0.00934829j -0.00431358-0.00612613j -0.000738352-0.00581354j -0.00218085-0.00381702j 0.00348658+0.00312379j 0.00628856-0.00117821j -0.00388388-0.00141119j 0.00312205+0.0059589j 0.0090002-0.0044787j 0.00105507+0.00118085j -9.96934e-05+0.00476889j -0.00241897-0.000800969j 0.000886661-0.00430924j -0.00286007+0.000683918j 0.00129461+0.000471869j -0.00213765-0.000702284j 0.000406167+0.0019744j 0.00392915+0.00166561j 5.57243e-05+0.00265724j -0.00253945+0.000276515j -0.00174409-0.000145729j 
0.000153707-0.000786683j -0.00157908-0.0012955j 0.000734969+0.0021892j 0.00246437-0.000466595j 0.00193717-0.000248754j -0.00270437+0.00141945j -0.000517428-8.49678e-05j -0.000276064+0.0002119j -0.00107997+0.00385219j 0.00319722+0.00035863j 0.00250326-0.00151004j -0.00421295-2.4084e-05j -0.000141182-0.00424908j 0.00520206+0.00112647j -0.00614552+0.00061011j -0.00281485+0.00382369j -0.000288129+0.00369868j -0.00224059-0.012738j -0.000266286+0.00140356j 0.0011236+0.00121834j -0.000439592+0.00167445j 0.00700173-0.00661876j -0.00785295+0.00222919j 0.00544688+0.00254557j -0.00120469-0.00396428j -0.00118088+0.0055719j 0.00247847-0.00090454j 0.00181613+0.000442015j -0.00435534+0.0120977j -0.00441853-0.00119287j -0.00265754+0.00630163j 0.00568923-0.00243897j -0.00245562-0.00224365j -0.000165072+0.000802448j 0.00113641+0.00265281j 0.00152435+0.00161964j -0.00173335-0.00381989j 0.0013204-0.00133251j 0.000388576-0.00103737j -0.00295541-0.00166596j -0.000604004+0.000486928j -0.00272399-0.00148331j -0.00122238+0.00077787j 0.00180477-0.00397777j -0.00110382-0.00250442j 0.00179882-0.00253787j -0.00253022-0.00195997j -0.000881297+0.00201652j 0.00348846-0.00352187j -0.000691771+0.00144687j -0.00273934+0.00528612j -0.00182929-0.000434557j -0.00264235+0.00284418j 0.0036894-0.00463254j -0.00748055-0.00574397j -0.00616228+0.00660919j -0.00279708-0.000910247j 0.00660838-0.000615117j -0.00908161-0.000761017j -0.00553518-0.00249804j -0.00410651+0.00259595j 0.00650972-0.00759863j -0.00776333+0.0141636j -0.00256554-0.00484921j -0.00329726+0.0067824j -0.00589115-0.00329969j -0.00442766+0.000741725j -0.00770036+0.00190016j 0.00242918+0.00694168j -0.00232667-0.00265438j -0.0051235-0.00882406j -0.00124408-0.00626551j 0.00374367+0.00725342j 0.00375493+0.000606299j 0.00229435-0.00616743j 0.000239811+0.000500503j -0.000555966+0.00525879j -0.0125536+0.00621095j -0.00346007-0.00521583j -0.00636106+0.00256295j -0.000817257-0.000114118j -0.00153628+7.66388e-05j 0.000905248+0.000222155j 0.00258965-0.00116268j 0.00325987+0.000147806j -0.000335492-0.000549654j 0.00406625-0.000407848j 0.00152286-0.00194784j 0.00115854-0.00111916j 0.0018447-0.00228728j 0.000307013-0.00195474j 0.00104164+0.000302897j 
0.000477728+0.00142464j 0.00132136-0.000101062j -0.00175852+0.00153767j 0.0011503+0.00220273j 0.000754602+0.000643492j 0.00455142+0.00150155j -0.00154619-0.00290239j 0.00216203-0.00320945j -0.000461653-0.00101172j 0.00180128+0.0014157j 0.00153764-0.00232838j 0.00165126-2.05761e-05j -0.00111417-0.0011534j 0.00435344-0.00148769j -0.00341479-0.00307628j -7.74659e-05+0.00282744j -0.00133501-0.000698605j -0.000611371-0.00612591j -0.00237845+0.000739445j -0.0027939+0.0014813j -0.000416935+0.00132585j 0.000478182+0.000930521j -0.00262917+0.00256821j 0.00195255-0.00090795j 0.00264288-0.0086689j 0.00400833+0.00137211j 0.000151814-0.00321808j 0.00316692+0.000256181j -0.00200579+0.00527969j -0.00528903-0.00256406j 0.000223435+0.00045318j 0.00278469+0.00217176j -0.00282365-0.00163942j -0.00110227+0.00373429j -0.00540369+0.00212772j -0.00123977-0.00150481j -0.00147883+0.000691572j -0.00297012+0.000676166j 0.00128417-0.00054152j 0.000720178+0.000366442j 0.00144725-0.000117823j -0.000220844+0.00355426j -0.000417357-0.000421986j -0.00114564+0.00215881j -0.000374363+0.00431037j -0.000603581+0.00216588j 0.00279348+0.000790788j 0.000380459-0.00128752j -4.79487e-05-0.00137462j 3.59848e-05-0.0020824j 0.001461-0.00129773j 3.51655e-05+0.000577374j -0.00432181+0.000165187j 6.23994e-05+0.00215503j -0.00584083+0.00402018j -0.00595352-0.00327143j 0.00133024-0.00018644j -0.00192589+0.00435689j -0.00268045-0.00412522j 0.00381679+0.0015882j -0.00305555+0.00470765j 0.00109878-0.00257298j 0.00409652+0.00393084j 0.00498074+0.00469206j 0.00304212+0.00352663j -0.0025956+0.00619663j -0.00104202-0.00348014j -0.000812552-2.28452e-05j -9.02901e-05-0.00371128j 0.00216877-0.000842952j -0.00315076-0.00283258j -0.000228852+0.00186397j 0.00181967+0.00326053j -0.000780066+0.000427265j 0.00466395+0.00408734j 0.00037298+0.00193778j -0.00328225+0.00731689j 0.00165203+0.00189508j 0.00212072-0.00137236j -0.000557714-0.00201939j 0.000297196-0.00374013j 0.00504888+0.00145962j -0.00230935+0.00104068j -0.00299026-0.00426902j 0.00202964+0.00086369j -0.00443561+0.00168494j -0.00412739-0.00538471j 0.00261223+0.00725349j 0.00123152-4.96759e-05j 0.000821154+0.00193257j 0.00258362-0.000927011j 0.000644376+0.00174889j 
-0.00430606-0.00185847j -0.00520321+0.00272047j 0.000264112+0.000894362j 0.00354579+0.00192242j 0.000759116-0.000323634j 0.000326407+0.0068094j 0.00292817-0.00262618j 0.00478068-0.00258913j 0.00371114-0.00693571j 0.000549676+0.0049961j 0.000672897-0.00381226j 0.0050835+0.000427124j 2.2192e-05+0.000269704j -0.00527917-0.00271405j -0.00872071+0.00119926j -0.0012941+0.00831282j 0.00166375-0.00299304j -0.00234599-0.00186019j -0.00565803-0.00177804j -0.000817736+0.0004244j 0.00153826+0.00665193j 0.00097191+0.0111565j -0.000138205-0.0051144j 0.00458511+0.00396117j 0.00845769-0.00112394j 0.00508635+0.000398915j 0.0116164-0.0090943j 0.00580238+0.00350087j 0.00483322+0.0130804j -0.000460079+0.000838391j 0.00178717-0.0058194j 0.00383751+0.00214445j -0.00639293-0.00109227j 0.00317369+0.00396737j -0.00178496+0.00884893j -0.00509897+0.00489413j -0.000736723+0.000483358j -0.00609937+0.00479012j 0.00339504+0.00455412j 0.00133237+0.00251092j 0.00276617+0.00130893j 0.00201361+0.00107191j 0.00325478+0.00166396j 0.000653472-0.00106024j -0.00234817+0.00131214j -0.00634052-0.00208463j -0.00176946-0.00228282j 0.00376239+0.000323808j 0.00138072+0.00236743j 0.00216538+0.00423345j 0.00275222+0.0063183j -0.00445807-0.00167998j 0.00129972+0.00120442j -0.00320167-0.000195867j 0.000567861+0.00187733j -0.0012486-0.00424337j -0.00175216-0.000811026j 0.00117431+0.000159804j 0.00268199+0.00233616j -0.00305993-0.00139352j -0.00247229-0.00538475j 0.00019119+0.00217574j -0.00558188-0.00166513j -0.00387226-0.000550548j -0.00572441-0.0019214j 0.0043097-0.00454576j -0.00222981-0.000892101j 0.0051904+0.00423419j -0.00603764+0.00375491j 5.86594e-05-0.00209489j -0.00179244+0.0153981j -0.000758446-0.0120094j 0.00201263+0.000326192j 0.0030707+0.00147626j 0.00725038+0.00086853j -0.00618568+0.00428107j -0.00141529+0.00265863j 0.0101962+0.00187208j -0.00800728+0.0023581j -0.00997937+0.00797348j 0.00525473+0.00522653j -0.00444994+0.000675356j 0.00427109+0.00128762j 0.00550225+0.0023614j 0.00104346-0.00144186j 0.00266094-0.00266689j 0.00622168-0.000230383j -0.00183315-0.00577233j -0.00294859+0.00137188j 0.00202332-0.00616963j -0.00290282+0.00148611j -9.96111e-05-0.00264117j 
-0.000241307+0.000297338j -0.00351597-0.00240176j 0.00260479-0.00156454j 0.00102812-0.00273395j -0.00146806-0.000881853j -0.000961055+0.00106264j 0.00193195+0.00342464j -0.00219006+0.00537953j -0.00716423-0.00289242j -0.00192316+0.00256496j -0.000547201+0.0035067j 0.00247055+0.000401311j -0.00451288+0.00213269j 0.00239013+0.00764272j -0.00113904+0.00126502j -0.00145067-0.000984379j 0.00691095-0.00076194j -0.00824948-0.00123245j -0.00128034-0.000285001j -0.000808343+0.00313933j 0.00850162-0.000933893j 0.00593242-0.00553155j 0.00192697-0.00542123j 0.00114611-0.00272283j -0.00568754+0.00613168j 0.00649951+0.00420811j -0.00108356+0.00228236j 0.00155814+0.0010238j 0.00862433-0.00277216j 0.012259-0.00359398j -0.00807379-0.00471886j -0.00636654+0.00316582j 0.00467751-0.00195652j -0.00505446-0.00173908j -0.0012488-0.00482334j -0.000395889-0.00198683j 0.00331246-0.00210437j 0.00521251+0.00274803j 0.00136592-0.00499822j -0.00329167-0.000271138j 0.00131794+0.00177505j -0.00141965-0.00265672j 0.0015943-3.97998e-05j 0.00157556-0.00426533j -0.0020957-0.00195209j 0.00137944-0.0024513j -0.000467377+0.000511466j 0.00206721+0.00181992j 0.000138799-0.00205811j 0.00410056+0.000554939j -0.0040961-0.00301824j -0.000492368+0.00186979j -0.00469367+0.00493506j 0.00100055-0.00445831j -0.00872598+0.00134548j -0.00454904+0.00264688j 0.00277478-0.00322662j 0.00454984-0.000386936j -0.00828877+0.00219221j -0.00717417+0.00568757j -0.0041401-0.00110543j 0.00410652-0.00149409j -0.00815774+0.00591658j 0.00512832+0.00192902j -0.00168849+0.00697116j -0.0073707-0.00165642j -0.00363084-0.00141466j -0.00569448-0.000560526j 0.000804507+0.00410961j -0.000223439-0.00466854j -0.00977341-0.0049191j -0.000642968+0.00215347j 0.00186122+0.00595874j 0.00128636+0.000297393j 0.00348908-0.000170628j -0.00254196-0.0012229j 0.00325337+0.00461506j -0.00403978+0.00186632j 0.00172994-0.000496222j -0.00386913-0.00450018j -0.00392454-0.00367491j -0.00280591-0.000123152j -0.00109406-0.000977397j 0.00104612-0.0013002j 0.00254131+0.00250626j -0.00236334+0.00241026j -0.00291719-0.000951244j 0.00225071+0.000425065j 0.000977089-0.000860149j -0.000126309+0.00018613j 0.00113686-0.00266873j 0.00165575+0.000898259j 
