-0.0979076+0.101136j 0.146326+0.0937083j -0.095105-0.232353j -0.177361+0.0744217j -0.0436748+0.142209j -0.160268-0.0356403j 0.0234293-0.148971j -0.104246+0.118087j -0.145107+0.16529j -0.0579735-0.00297345j -0.143233-0.172102j 0.0738952+0.0703704j -0.0800739-0.104694j 0.0906534-0.13871j 0.112761-0.0365832j 0.0545413+0.136423j 0.00709422-0.0998278j -0.0172062-0.043457j 0.00099601-0.076412j 0.092095+0.0270921j -0.0447192-0.0794706j 0.0329194+0.0350291j 0.1023-0.0503091j 0.0465293-0.100287j -0.121993-0.00194607j -0.190066+0.174703j 0.0338727+0.055926j 0.0770696-0.0898441j -0.0101111+0.01116j 0.0286842+0.00422333j -0.0462308-0.122545j 0.0837401+0.121106j -0.0473854-0.0384188j 0.0493263-0.0130727j 0.0989972+0.1001j 0.132116-0.0932187j 0.0190064-0.235161j -0.157994-0.0103956j -0.0543949+0.164382j 0.155157+0.144993j 0.140907-0.0583203j 0.142642+0.0950879j -0.0752699+0.133457j -0.13661-0.0843814j -0.0329225+0.0439508j 0.0413467+0.0316375j -0.00223016+0.0331702j -0.0149693+0.017931j 0.0148569-0.0259896j 0.045109-0.00646362j -0.00801964+0.0153261j 0.0220517-0.0335219j -0.0475646-0.0200495j 0.0362322-0.00400322j -0.0265245-0.0116385j 0.00971919+0.033301j -0.00479227-0.0147805j -0.0027184+0.0108329j -0.00420258+0.0140686j 0.000950808-0.0244391j -0.0166714-0.00847359j 0.00730139+0.0133392j 0.00192148-0.00355839j -0.00394504+0.00362201j 0.0192141+0.0240295j 0.00188852+0.00819421j 0.00653972-0.000260597j 0.000521895+0.00624409j -0.01529-0.0147965j 0.00365201-0.0118631j 0.0128313+0.02169j 0.00161917+0.000785945j 7.15199e-05+0.00164355j -0.0103065-0.0129026j 0.0103137-0.0144259j 0.0149688-0.00252469j 0.0139016-0.0131233j 0.00254217-0.00805722j 0.00836726-0.0209249j 0.00436936-0.0143075j -0.00771372+0.0131109j -0.018568+0.00545038j 0.0309244+0.0128263j -0.0142218-0.015293j 0.00749666+0.00560081j -0.0191623+0.00877943j 0.0306738-0.000282496j 0.00513166+0.0071112j -0.00825729+0.0211023j 0.00868141+0.0271463j 0.0356252+0.0369665j -0.0320784+0.018671j 
0.00205863-0.00344705j 0.00146394+0.000177076j -0.00143799+0.00401085j -0.00270194+0.000503022j 0.00300798-0.00222778j -0.00230804-0.0066477j -0.00599333+0.0038608j -0.00137859+0.000380776j 0.00372926+0.000816355j -0.000521708-0.0040811j 0.00174112-0.00606252j 9.8302e-05+0.00208545j 0.001863+0.000730609j 0.000477245+0.00052847j 0.00278958-0.00223315j -0.00121753-0.00178832j 0.000754481+3.58139e-05j 0.00298284-0.00377957j 0.0051632-0.00206471j -0.000112118+0.000190037j -0.00021172+0.000380395j 0.00182965-0.000466497j -0.00132786+0.00104367j -0.0021007-0.0017752j -0.00479949-0.00268038j 0.00235167+0.00208442j -0.00453731-0.000115439j -0.00178614-0.00118209j 0.000613778-0.000575571j -0.0020381+0.00205209j 0.00377619+0.00219875j 0.000139876+0.00109212j 0.000209043-0.00018006j -0.00101014-0.00075225j -0.00254138-0.00137309j -5.50379e-06-0.00348314j -0.00346073+0.0036256j -0.00181658-0.00125487j -0.00401884+0.000524095j 0.00190626-0.00221052j -0.00297268-0.0007011j 0.00173868+0.00134231j -0.000762581-0.000113222j -0.00051391+0.0019725j 0.000804045-0.00423517j 0.00217128-0.00386246j -0.00634282+0.000585652j -0.00204893+0.00173147j 0.00161314-0.00616229j -0.00359426+0.00242264j 0.00142847-2.1576e-05j -5.93069e-05+0.00384425j -0.00660097-0.000945736j 0.00122138+0.00240429j -0.000745045+0.00331253j -0.00522971-0.00260386j 0.00080189-0.00370273j -0.00163766-0.00105757j 0.000715435+0.00133966j 0.00375676-0.00385849j -0.000118244+0.00606503j -0.000256337-0.00398671j 0.00245805-0.00081825j -0.00310262-0.00113442j 0.00394815-0.000893178j -0.000113197+0.000905009j 0.00181199+0.00204861j -0.0021496+0.00132985j -0.00088442+0.000322856j -0.00284097+0.00197906j -0.00145521-0.000637229j 0.00120421+0.00103154j 0.00442579+0.0035026j 0.00191979-0.00171994j -0.00201845-0.000789507j 0.000147288-0.00252884j -0.00136857+0.00237859j -0.00239159+0.00292141j 0.000333671+0.000736257j 0.0030909-3.69659e-05j 0.00178401-0.00345919j 0.000648159-0.00282776j 0.00469583+0.0013303j -0.00163366-0.00187618j -0.00165129-0.00194412j 0.000817852-0.000191229j 0.000822367+0.000968664j 0.000344034-0.00129131j -0.000720261+0.000710649j -9.28271e-06-0.00156389j -0.00142549-0.000387367j -0.000437572-0.00104864j 
0.00152266-0.00150214j -0.00303892+0.00186438j -0.000612954+0.00155994j -0.000525106-0.00141475j 0.00218032-0.00132497j 0.000609485+0.00046883j 0.000824697-5.14135e-05j 0.00253036+0.000683282j -0.00814929+0.00186657j -0.000946861+0.00251514j 0.00187332+0.00482003j 0.00604503-0.00340077j -0.00562833+0.00195079j 0.00700719+0.00340344j -0.0014458+0.00211601j 0.00349054+0.00424938j 0.00564436-0.00116218j -0.00523804-0.00461895j 3.19523e-05+0.000138952j 0.0019734+0.00194756j -0.000347079+0.000922777j -0.00476789-0.00381107j 0.0021159-0.00172634j 0.000787007-0.00194606j -0.00142423-0.00693659j 0.00914694-0.00162823j -0.000606889+0.000342179j 0.00255592-0.000679625j 0.00108734+0.00181538j -0.000304383-0.00221477j -0.00243277+0.00189229j 0.0026406+0.00520719j 0.000747697-0.00145643j -0.00454353+0.000766017j -0.00223461-0.00131384j 0.000975971-0.00162286j -0.000802705-0.000231647j 0.00388755-0.000757504j -6.1749e-05-0.00288759j 0.00446174+0.000643885j -0.000110756+0.000341987j -0.00119975-0.00161678j 0.0011558+0.000601543j -0.00197461+0.000541342j -0.00323488+0.00208643j -0.00237512+0.00532511j -0.00219209+0.000570127j 0.000205497+0.00299551j -0.000126392+0.0028943j -0.00607901+0.00520093j 0.00673748-0.00518168j -0.00311199-0.00309774j 0.00269399-0.000472347j 0.00393075-0.00283242j 0.00397941+0.00336754j -0.00542689-0.0103785j 0.00344836-0.00475615j -0.000163907+0.00055284j 0.00278082+0.00399801j 0.0090669-0.00617563j -0.00534214-0.0027549j -0.000335648+0.0054475j 0.00224008-0.00440368j 0.000377657+0.00129373j 0.00296609+0.00200432j -0.00791448-0.00657585j 0.00880518+0.00312297j 0.00263129-0.00603935j 0.00302519-0.00303354j 0.00235632-0.00607641j 0.00549292+0.00367056j -0.0050759-0.000439054j 0.0114208+0.000221034j -0.00079764+0.0031521j -0.00521359+0.00521233j 0.0026741-0.000511793j -0.00526125+0.00470891j 0.0015529+0.00383428j 0.00346118+0.000158151j -0.00170675+0.00064725j 0.00445301-0.00286573j 0.00248454+0.00149141j 0.00966882-0.0020356j 6.30062e-05+0.00182949j -0.00237195-0.00184433j 0.00320996-0.00207548j 0.0019534-0.00371415j 0.00190888-0.00182816j 7.74007e-05+0.00254649j -0.0014416-0.00138048j -0.000597796+0.000182749j 0.000275355-0.00245065j 
0.0037309-8.27886e-05j 0.00139232+0.00183535j -0.00322986+0.00471092j -0.00250943-0.000447245j 0.00423427+0.00602712j 0.007605-0.00848014j -0.00896988-0.00485907j -0.00152937-0.00445192j 0.00253147-0.00530427j -0.0018152-0.00431502j -0.00216024+0.00102136j 0.00223326-0.000342067j 0.00617265+0.00294962j 0.00740184-0.00460516j 0.0031323-0.00864094j -0.000148669-0.0022304j -0.00184733-0.00148071j 0.00202111-0.00340767j 0.000403846-0.00138384j -0.000661331+0.00121899j 0.00478182+0.000653513j -0.00219761+0.00357456j 0.000965317-0.000811056j -0.00437661+0.00135831j -0.0052432-0.00251738j -0.000679724-5.8462e-05j 0.00474322+0.00401333j -0.00204855+0.00185007j -0.00070211-0.000379237j -0.00168681-0.00274733j 0.00146784+0.000395845j 0.000449783+0.00108446j 0.00344269+0.00255514j 0.000337664-0.00144414j 0.00222245+6.32791e-05j -0.00120528+0.0052932j 0.000685312-0.00115567j 0.00363581-0.00242327j -0.00130295-0.00197292j 0.00490963-0.00109725j 0.000855135-0.00123347j -0.000457478+0.000499935j 0.00310675-0.00160427j 0.00174189+0.00165689j -0.000237206-0.00265819j -0.00421228-0.0037445j 0.00173548+0.00306835j 0.00338487-0.00340286j -0.00726669-0.00196628j 2.27959e-05-0.000760668j -0.00512389+0.00436081j 0.00469706-0.00434266j 0.00191298+0.00225111j -0.000526297-0.00323807j -0.00403148-0.00562302j 0.00401273+0.00183402j 0.00425082+0.000846528j 0.00579418-0.00779028j 6.63251e-05+0.000761503j 0.00210355+0.00399066j -0.00682742-0.00227602j 0.00204302-0.00172704j -0.00175461+0.00938015j 0.0050169+0.00362647j 8.15858e-05+0.00528815j -0.00442824+0.00468588j -0.00495799-0.00144701j -0.000543251-0.00203964j -0.00271781-0.000379517j 0.00074686+0.00270568j -0.0026345+0.000935262j 0.00284347+0.00215598j 0.00291092-0.0017626j -0.00373581-0.00668403j -0.00507215-0.00172737j -0.000149122-0.000764312j 0.00455616-0.00318035j -0.00676331+0.000335501j 0.00266445+0.00212816j -0.00255156+0.000233517j -0.00140393+0.000646131j -0.00318005+0.00253793j -0.000216127-0.00127728j 0.000418455+0.00302684j -0.0005763-0.00113339j 0.000444139+9.893e-05j 0.0034662+0.000289296j 0.0001946-0.00388457j -0.00321226+0.00107257j -0.000477571+0.00194569j 0.00177652-3.49081e-05j 0.000342648-0.000159661j 
-0.00199187+0.00237845j 0.00024133-0.00474816j 0.00492208-0.00508177j 0.00333753+0.00593183j -0.00140706-0.0012815j 0.00059553-0.000845263j 0.000565677+0.00183721j 0.00242157-0.000193808j -0.00527295-0.00189631j -0.000794489+0.00209031j -0.00250907+0.00371005j 0.00457617+0.00357206j 0.000753492+0.00376031j 0.000203128-0.0014099j -0.00135498+0.00599918j -0.000437286+0.0058722j -0.002372-0.00194403j 0.00142934+0.00109722j -0.00101229+0.00403877j -0.00130717-0.000353478j -0.000624339-0.000508124j 0.00174786-0.00310165j 0.000382807-0.0031762j -0.0010641+0.000667657j 0.00174302-0.00271142j 0.00150393-0.00326438j 0.00068843+0.000402333j -0.00170157-0.000454546j 0.00141489-0.000945405j -0.00138036-0.000714036j -0.00116886+0.000496719j -4.53706e-05+0.000766628j -0.00157394-0.000309767j -0.00180518+0.000217168j 0.000456978-0.00211563j 0.00109419+0.000362006j 0.000116063+0.00130539j -0.00145064+0.000928563j -0.000151044+0.000244787j -0.00284831+0.000979235j 0.00112093-0.000296744j 0.00205468-0.000530048j -0.000646967-0.00408809j 0.000322246+0.00486612j -0.00389442+0.0063289j -0.00456635-0.00754732j -0.00144343+0.00637797j -0.00732237+0.00275195j -0.00324737-0.00411259j -0.00375594+0.00332155j 0.00573411+0.00101114j 0.00346652-0.00278615j 0.00034486+0.00455298j 0.00474118+0.00154609j 0.00261993+0.000145564j -0.0118047-0.005301j 0.00458661-0.0014323j -0.00134499+0.00229576j -0.00227782-0.00398985j 0.00926589-0.00953715j -0.00247731-0.000916869j -0.00170557-0.00211015j 0.00557987+0.00327797j 0.00559434+0.00354709j 0.00401357-0.000755442j -0.00180282+0.00527726j 0.000871891+0.00124987j -0.000429625-0.00380948j -0.00457505-0.00440391j 0.00160181+0.0021556j 0.00244866-0.000479191j 0.00245855+0.000196818j 0.0087327-0.00123542j -0.00222948-0.00226272j -0.00193771+0.0036085j 0.00164991-0.00218742j -0.00169209+0.00627236j -0.00155222+0.00281888j -0.00150066+0.00263341j -0.000793341+0.00088237j 0.00290294-0.00159946j -0.00144489-0.0008963j 0.0040786-0.00103607j -0.00175307+0.00190107j -0.00122235+0.00145279j -0.000155325-0.000872705j 0.00281718-0.00062657j -0.00198471-0.00162633j -0.0027157+0.00270524j -0.00201156+0.00148441j 0.00187325-0.00106981j 0.000975514+0.0011377j 
-0.00247988+0.00216076j 0.000674109+0.00200435j -1.42459e-05-0.00214803j 4.64397e-05-0.0016662j 0.00137571+0.00142399j -0.00391022+0.00159631j 0.00213654+0.00300328j -0.00457706+0.000854522j 0.00273139+0.00194273j 0.00262833+0.000216202j 0.00273981-0.000666657j -0.00420166+0.000754453j -0.00294887+0.000322935j -0.00254581-0.00171189j -0.00238757-0.00144168j -0.00127686-0.00508296j -0.00290006-0.000351316j 0.00106678+0.00339846j -0.00232667-9.95549e-05j -0.00168371+0.00133991j -0.00200407-0.000128414j 0.00199228+0.00196916j -0.00248393+0.00323547j 0.00184463-0.00152605j 0.00185247+0.00382379j -0.00273174+0.00106704j -0.00315103-0.00278037j -0.00022452+0.000231527j -0.000979801+0.00032862j 0.00196924+0.00237851j 0.00157888+0.000424582j -0.000493712-0.00114008j 0.00115651-0.000826974j 0.00281502+0.00156824j -0.000790089+0.000136098j -0.000446963-0.00187058j 0.00105195+5.11012e-05j -0.00152849+0.00108387j 0.00148376+0.00226658j -0.00250212+0.000495849j 0.000959767-6.22322e-05j -0.00108883-0.00124677j 0.00378163+0.00316761j 0.00610981-0.00554678j -0.00131637+0.000788812j 0.00158412+0.0048605j 0.0105948-0.000766063j 0.00219904-0.000992858j -0.00131826+0.00393652j 0.00568397+0.000546586j 0.000490294+0.00475463j 0.000256591-0.00105847j 0.00253208-0.000978422j -0.00180362-0.00139421j -0.005738-0.00351204j 0.00123698+0.00333291j -0.00532268+0.00592883j 0.0032895+0.00518375j -0.0048906-0.00101992j -0.00243013+0.000311792j 0.00317027+0.00377023j -0.00175571-0.00170093j 0.00201656+0.00244084j -0.00130844+0.00281813j -0.00411336+5.41842e-05j 0.00341808-0.00315828j -0.00602819-0.00310871j -0.00083535+0.00108946j -0.00156661-9.93673e-05j 0.00512938-0.00342089j 0.00241318-0.000112506j -0.00567845-0.000655094j -0.00477845-0.0054061j -0.00220254+0.00322236j 0.00354577+0.000615721j -0.000805162+0.00247526j -0.000211431+0.00132996j 0.00282844-0.00201891j -0.00109379+0.000417043j -0.00506728-0.00101022j -0.00291776+6.12846e-05j -0.000916557+0.000544934j -0.00376833+0.00169756j 0.00140525+0.000636823j 0.00189152+0.000976312j -0.00292737-0.00388937j -0.0019657+0.00213648j -0.000832701+0.00168928j 0.000359301+0.000416201j 0.00175592+0.000170505j -7.50217e-05+0.000275859j -0.000126826+0.00105999j 
-0.00224538+0.00323098j 0.00134817-0.00108596j -0.00156458-0.00271854j 0.0027405-0.00135136j -0.00164489+0.00213851j 0.000479257+0.00243271j -0.00595694+0.00256428j -0.00039296-0.00347681j -0.00305034-0.00138912j 0.00276041-0.000854518j 0.000436182+0.0001013j -0.00243416+0.00389413j 0.00124776+0.00102786j -0.00101837-0.00329963j -0.00320919+0.000634778j -0.00433988+2.4509e-05j -0.00390762+0.00132402j 0.00152626+2.62612e-05j -0.00150388+0.00433141j -0.00309837-0.000206192j -0.000955045+0.000580024j 0.0035217-0.000833977j 0.00146007+0.000619141j -0.000350634+0.00152257j 0.000826982-0.00113134j -0.00159717-7.22152e-05j -0.00134067-0.00139702j -0.00126111+0.00119501j 0.000531758-4.18137e-06j -0.00100114-0.000625941j 0.000583382+0.00173758j -0.00109492+0.000163304j -0.00123766+0.000612424j -0.000464703+0.00026694j 1.34473e-05-0.00199249j -0.000302088-0.000961774j 0.00107281+0.00184071j -0.00104269+0.00244088j -0.000130282+0.000585246j -0.00321424-0.000946162j 0.00176465+0.00163823j 0.00202202+2.08023e-05j -0.00493198+0.00647598j 0.0101055+0.00687776j -0.00214911-0.00316093j -0.00685841+0.00734161j -0.00330479+0.0102212j 0.00821443+0.00161514j -0.010188-0.00704358j 0.00357232-0.00434927j -0.0056342+0.00333657j 0.00421935+0.0050728j -0.00579095+0.00405427j -0.00985335+0.00629403j -0.00909679+0.00447426j 0.000882703-0.00110687j 0.00413019+0.00126964j 0.00261862-0.00877794j 0.00686317+0.00852078j -0.0065746+0.00584089j -0.00139934+0.00480795j -0.000380479+0.00109588j 0.00258407-0.0014753j 0.00183121+0.00397217j -0.00247163+0.00653067j -0.00285947-0.00070875j -0.00502875+0.00821689j -0.00251366-0.00262687j -8.6877e-05+0.00215797j -0.00750989+0.00196677j -0.00238478+0.00131502j 0.00182061+0.00422189j -0.00441505-0.000558756j -0.000288878+0.00112506j 0.00244727-0.00650088j 0.00314613-0.000497412j 0.00127908-0.00525229j -0.00160067-0.000108476j 0.00152079-0.000666013j -0.00171539-0.00103256j -0.00693886-0.00316303j -0.0011518+0.00475117j -0.00230819-0.00120425j 0.000748583-0.000581584j 0.00185199-0.00265117j 0.000638851-0.00086906j -0.00164819+0.000872357j -0.000256172+0.00159344j 0.00146519-0.00122689j 0.000390807+0.000458907j -0.000201937+0.00164604j -0.00239095+0.000947321j 
0.00151731-0.00368736j 0.00511424-0.00245392j 0.000781776+0.00645474j -0.00649286+0.00320735j -0.00339751-0.00423179j 0.000563425+0.000393218j 0.000271575-0.00146816j 0.00140258-0.00108745j 0.000744995+0.000508591j -5.50539e-05-0.00127597j -0.00200252-0.00174469j -0.000449185-0.000254945j 0.00708345-0.00395317j -0.00251936+0.00124662j 0.00522227-0.000323803j 0.00155462+0.0023098j -0.00141207+0.00286477j 0.00189057-0.00419573j 0.00515807-0.00236403j 0.00229832-0.00361148j 0.000590635-0.000108292j 0.000254381+9.592e-06j -0.000207129-0.000234216j -0.00189341+0.00252112j -0.00270458-0.00127721j -0.00245423+0.000299175j 0.000345657+0.00115525j -0.00136036-0.000486497j 0.000421372-0.00136116j -0.00235665-0.00038272j 0.000470032-0.000422776j -0.000260016-0.00157029j -0.00140251+0.00106364j -0.000287489-0.00316823j 0.000417213+0.00102357j -0.000306439+4.5055e-05j -0.00159785+0.00179088j -0.00110489-0.00141553j -0.0027865+0.000878743j 0.00147402-0.00284453j -0.00174718+0.00118488j 0.0018004+0.000855756j -0.00116094+0.000592147j 0.000559082+0.000804274j 0.00163622-0.00303863j 0.00404687-0.00381236j 0.00145712-0.00311619j -0.00208046+0.000849985j 0.000415248-0.000842249j -0.00277811-0.000529239j -0.000138254+0.003235j -0.00202148-0.000250265j 0.000865526-0.00443517j -0.000564258-0.000257196j -0.00176267-0.00340812j 0.00415114+0.004257j 0.00150105+0.00582698j 0.00578274-0.00421176j 0.00108429-0.000570851j 0.000499154-0.00210025j 0.00171817+0.00173856j 0.000615236-0.000907318j 0.00279178+0.00079568j -0.00103119+0.000757862j -0.000698759+0.000485654j 0.00061592+0.00381592j -0.00151483-0.00354505j 0.000424977+0.00373717j -0.00368272+0.00170978j 0.000125352-0.00015948j -0.0009554-0.00360209j -0.00199024+8.22017e-06j -0.00180311-0.000388556j 0.000383139-0.00227527j -0.00139216-0.000828075j -0.00116357-0.000569673j 0.000827223-0.00219228j -0.00238829-0.000539401j 0.00120798+0.00126714j 0.000556968+0.000418053j -0.00177774+0.000124709j 0.000268474-0.000501585j -0.000453216+0.00138976j -0.00136067+0.00134064j -0.00143456-0.000592802j -0.000166938-0.000258388j 0.00181025+0.0024086j -0.000755973-0.000913119j -0.00210513-0.001481j -0.000175013-0.000874068j 0.000814807-0.000585255j 0.000154666-5.74738e-06j 
-0.00169471-0.00230403j 0.00204039+0.00140135j 0.00119295+0.00767535j -0.00732643+0.00206408j -0.00457329+0.000236811j 0.0012977+0.00415113j 0.0052764-0.000734254j -0.00286078+0.0012053j 0.000135116+0.00162209j -0.00104389+0.00158098j -0.00099572+0.00300364j 0.00165748+0.000454856j 0.000488807+0.000488163j 2.51923e-05+0.00300873j 0.00129151+0.00158465j 0.00390157+0.00280578j -0.000415343-0.000408126j -0.000291034-0.000426394j 0.000632915-0.000191377j 0.000748978-0.000340846j 0.000717666+0.000610734j -0.00195424+0.000284915j -0.00103527-0.00104396j 0.00154824-0.000305991j 0.000919503+2.71454e-05j 0.00126858-0.00049204j 0.000120581+0.00015885j 0.00103726-0.00191809j 0.000134269+0.00032297j 0.000233085+0.000138832j -0.000135999-0.00134718j 0.000216697+0.000278819j 0.00100611+4.91848e-05j -0.000666952-0.00128984j -0.00147931+0.00109222j -0.00187248-0.000285452j 0.000407298-1.39355e-06j 0.00202585+6.65402e-05j 0.000899492+0.00165255j 0.00204418-0.000681085j 0.000671722+0.00164666j -0.00185067-0.00390617j 0.00943309+0.00524906j 0.00505152-0.0125509j 0.00195236-0.00298116j 0.0117184+0.00471431j 0.0114059-0.00944798j 0.00568528-0.00360767j 0.00526259+0.00868503j 0.00452618+0.00444589j 0.00287485+0.00425819j -0.00315067+0.000303283j 0.00462673-0.00849724j 0.00106045-0.00945278j -0.00375993-0.00542849j 0.00519828+0.00497107j -0.0125267+0.00939669j 0.00829991+0.00620521j -0.00453171-0.000673723j 0.00621967+0.00200488j 0.00311316+0.00766658j -0.0027033-0.000255268j -0.000327809+0.00408792j -0.00894078+0.00291797j -0.00198348-0.00195244j -0.00210706-0.00618789j -0.0010456-0.00916374j -0.000214871+0.00504896j -0.000206377-0.00342557j 0.00967517-0.00879964j 0.00425254-0.000262164j -0.0115901-0.000702461j -0.000252179-0.00391502j -0.000538695+0.00347411j -0.00141862+0.00505742j -0.00307246+0.00247076j 0.000848925+0.00466099j -0.00113078-0.00288054j 0.000781082-0.000279618j -0.00502369+0.000586481j 0.000127138-4.87617e-06j 0.00268058-0.00180276j 0.000905291+0.00283737j 0.00258276+0.00205302j 0.000610398-0.00117512j -0.00300961-0.00626447j 0.000805397+0.00036746j 0.000859485+0.00133586j -0.00137375+0.00198284j 0.00103615-0.00217322j -0.000416823+0.000741578j 4.98479e-05-0.00101964j 
-0.00358074-0.00339873j -0.000444636-0.00729784j 0.0126938+0.000999619j 0.00182205+0.0140115j -0.00507847+0.00139766j 0.00349874+0.000215332j -0.000864742-0.00160246j 0.00442542+0.00265217j -0.00223725+0.00290394j -0.000560411-0.00104036j -0.00195607+0.00105554j 0.00213589+0.00154116j 0.00430939+0.000565187j -0.00404629+0.00106989j 0.00112968+0.00774087j -0.00279463+0.0066658j -0.00341552+0.0026062j 0.00417836-0.00316786j 0.00193671+0.00150573j 0.000407745-0.00249923j -0.000524307+0.000218802j 0.00182739-0.00225483j 0.00132233-0.00114155j -0.00172137+0.00407749j 0.00188492-0.00415524j -0.00208494+2.51956e-05j 0.000658098-0.000190955j -0.00143106-0.000130377j 0.00302891+0.000683918j -0.00379538-0.00207952j -0.00222509-0.000551094j 0.000200663-2.72012e-05j -0.00391228-0.00154143j -0.00317118-0.00258032j 0.00237062-0.000918708j 0.000141342+0.00352888j -0.00254553+0.00132232j -0.001436+0.00252485j -0.00479196+0.000883103j -0.00231075+0.000250422j 0.000600438-0.0014288j 0.00103773-0.000861615j 0.00523654-0.0119375j -0.0142644-0.0029074j -0.00107806-0.00245988j 0.00146681-0.0162627j -0.0100146-0.0133643j -0.00637275-0.00804837j 0.013757+0.00214869j 0.000738733+0.00097944j -0.00363085-0.00558156j -0.0010152-0.00514684j 0.000951677+0.00048095j 0.010459-0.00966183j 0.00975008-0.00132105j 0.00597594+0.00226675j -0.00410782-0.0103114j -0.0056712+0.00239475j -0.00811165-0.00526767j 0.00265163+0.0021125j -0.00100555-0.00826998j 0.00251875-0.00391641j -0.00960143+0.00589445j -0.00126257-0.0122743j 0.00477123-0.00400263j 0.00236191-0.00119708j 0.000486445-0.00225093j 0.000570986+0.00482241j 0.00563428+0.00317291j 0.00100267+0.000374294j -0.00692085-0.000500351j 0.00680578-0.00127782j 0.000356555+0.00670681j 0.000243008-0.00683517j -0.00350287+0.00272796j -0.00311258-0.000977551j 0.00596523-0.00214706j -0.00044783+0.001356j 1.2976e-05+3.82477e-05j 0.00233698+0.0014998j 0.0096856+0.00112433j -0.00419506-0.0055977j 0.00328796-0.00217112j -0.000632576-0.00210494j -0.000917803+0.00220608j -5.48434e-05+0.00404474j 0.000842222-0.00286408j 0.00129547-0.00524642j -0.00215046+0.00292941j -0.000857645+0.00263642j -0.00157845-0.00106528j 0.000187956-0.00236193j 
-0.000745469+0.00629825j -0.00358484-0.00494469j 0.00140566-0.0117421j 0.0115674-0.00355802j -0.0010252+0.00373509j 0.00337413+0.00388698j 0.00293827-0.000544575j 0.00315682-0.00140762j -0.00378935-0.00313281j 3.7024e-05+0.000961374j 0.00151635+0.00326832j -0.00175037+0.00207851j -0.00251454+0.00468857j -7.76915e-05-0.00322637j -0.00518858+0.00367451j -0.00261672-7.29927e-05j -0.00218683-0.00159973j 0.000805449+0.00632918j -0.00626704+0.0051486j -0.00298856-3.30545e-05j -0.00143913-0.000237887j 0.00212117-0.00101781j 6.895e-05-0.000811778j 0.000919467+7.4237e-05j 0.00497402+0.00134205j -0.00130464-0.00305462j 0.000411717-0.00142752j -0.00165201+0.00187002j 0.00027068-0.000447134j 0.001893-0.000594152j -0.00159236+0.000453485j -0.000698713-0.000925634j -0.00042459+0.00110539j 0.00109089+0.00435743j 0.00225576-0.0016282j 0.000240851+0.000538038j 0.0025443-0.00167757j -0.000597264+0.00162508j 0.00377371-0.00181814j -0.00674139+0.00329187j 0.00119818-0.000476255j 0.00075968+0.00170507j -0.00972099+0.00015097j -6.67893e-05+0.00984616j 0.00370073+0.00349372j -0.000205442-0.0027383j -0.0037804+0.00325178j -0.00969447+0.00917972j 0.0014218-0.00484953j -0.0103703-0.00446549j 0.000654158-0.00421195j -0.00730872+7.85985e-05j 0.00133314-0.00428864j -0.00290338+0.00525122j 0.00450942-0.00233203j 0.00147414-0.0022858j 0.00942178+0.00425943j 0.000342752-0.00345668j 0.00294368+0.000346281j -0.0042575-0.00707146j 0.001766-0.00564073j -0.00101898+0.00495204j 0.00268798-0.00531902j 0.00233621+0.00127174j -0.00290882-0.0032548j -0.00019429+0.00622722j 0.00315681-0.0029665j 0.00356746-0.00575593j -0.00140478-0.000207295j -0.00377865+0.00508226j 0.00267057-0.00471618j 0.00279954-0.00109871j 0.000194723+0.00166756j 0.00223921-0.00169521j 0.00164542-0.00256872j 0.00258148+0.000602514j -0.00436721-0.00176335j 0.00125173-0.000314419j -0.000270656-4.25242e-06j 0.00277259-0.000876117j -0.00394848+0.000839614j 0.00231632+0.00241076j -0.00389501+0.000332076j -0.00242428+0.000823417j 0.000341999+0.00346478j 0.00420858+0.002824j -0.00151028+0.00110071j -0.00361454+0.00227627j 5.04789e-05-0.00468298j -0.00213353+0.00132199j 0.00131484-0.002393j 0.00177626+0.00221091j 
