0.0927481-0.107595j -0.186381-0.0815997j 0.0150363+0.243279j 0.214272+0.091485j -0.019995+0.0794847j 0.0917112-0.0746976j -0.0311111-0.26888j 0.204178-0.131954j 0.00621989-0.0812722j 0.0591885+0.079123j 0.0598841+0.045235j -0.174776-0.019555j 0.201773+0.0129088j -0.101741+0.0267471j -0.0329719+0.0209907j -0.00108864+0.047191j 0.0291223-0.0505272j -0.0752142+0.0562157j 0.00292961+0.00869754j -0.12566+0.0689813j 0.0367362+0.121271j 0.0927391-0.0839256j 0.00273691-0.075474j -0.0803405-0.0222246j -0.0207468-0.186247j 0.0421598-0.0584843j -0.0493244-0.0748544j -0.0077005-0.052012j 0.0281728-0.129535j 0.0148405+0.0125387j -0.0955455+0.146713j 0.0131252-0.0657907j 0.0407869-0.00334923j 0.121301+0.00396537j 0.060297+0.0150349j -0.0671377+0.0819952j -0.0490459+0.0603472j 0.0599354+0.0321483j 0.0281459+0.00498836j -0.0136294+0.0497628j -0.0105735-0.0113094j 0.0908943+0.000735568j -0.0316441+0.0606865j -0.0927009+0.02906j -0.0321147+0.130838j 0.150414-0.0378501j -0.0366516+0.136603j 0.198065-0.0423506j 0.06057-0.174321j 0.122339+0.153992j -0.118496-0.198854j -0.18097+0.0331831j 
-0.00528765+5.15383e-05j 0.0027117+0.00414402j -0.000364102-0.00573059j -0.0037189-0.00265746j 0.00184998-0.00341021j -0.00317645+0.00213056j 0.00307215+0.000704699j -0.00410375+0.0047123j 0.00134437-0.000849109j -0.00231398-0.000231738j -0.00488632+0.00265504j -0.00555429+0.00224581j 0.00212545+0.000369596j -0.00183967+0.000275897j 0.000128071+6.06143e-05j -0.00204197-0.00151483j 0.00176916+0.000984375j 0.00121103-0.00114907j 0.00202807-0.00405234j 0.00619973-0.00255231j 0.00397498-0.00409547j -0.000702157+0.000139477j 0.000504479+0.0014191j 6.18735e-05-0.000410923j 0.000143304+0.00133435j -9.59701e-06-0.0013032j 0.00229587+0.00140234j -0.00227797+0.00216506j -0.000609174-0.00368646j -0.00207307+0.000321228j 0.00139139-0.00102474j -0.0117497-0.00377124j -0.00108056-0.000775162j -0.00479225-0.0130838j -0.00308649+0.00917594j 0.00578205-0.0127259j -0.00138011+0.00768479j -0.0097822-0.00222374j -0.0125538-0.00297367j -0.00232223-0.001322j -0.00152631+0.00145713j 0.000504684+0.00193245j 0.00308906-0.000882931j -9.59341e-05-0.00130861j -0.00801436+0.0015286j -0.00398722+0.000714597j -0.00440562-0.000949294j -8.88221e-05-0.0118911j -0.0149291+0.00135286j -0.00341751+0.0127618j 0.00474504+0.00148222j 0.0170412+0.0119272j 
-0.000533116-0.00149018j -0.0028917-0.000297764j 0.000469397+0.00131084j 0.00187013-0.00107516j -0.000205493-0.000836122j -0.000114127+0.000311451j -0.00101547+0.000574666j -0.000400524-0.0005892j -0.00119688+0.000863548j 0.00270391-0.0009586j 0.00065999+0.00086868j 6.60939e-05-0.00144587j -0.000285239-0.00129295j 0.00142981-0.000171284j 0.000404449+0.000379314j -0.000225268-0.00119909j -0.000501562+0.000551781j 0.000526267+0.0024691j 0.000312979+0.000190342j -0.0013477-0.000756893j 0.000189997-0.000837746j 0.000526197-0.00208102j -0.0011836-0.00180084j 8.81168e-05+0.00282842j 0.0015315+0.000969962j -0.000456087+0.00304668j 0.0019383-0.000660166j 0.0031939-0.000422888j -0.00143915-0.00123345j 0.00266258-0.00471095j -0.00161545+0.00195502j 3.06272e-05-0.00297766j -0.000596115-0.00246718j -0.000259992-0.00150641j -0.00312098-7.65003e-05j 0.00351676+0.00154705j -0.00138008+0.000658609j -0.000489022-0.00401505j -0.000315445+0.000300816j -0.00279523-0.000928411j -0.0029037-0.000327442j -0.00323995-0.00137937j 0.00230487-0.00521686j -0.00542493-0.000751218j 0.00218898+0.00184153j 0.000306831-0.000779158j -0.00375527+0.000185869j -0.00105015-0.000750492j -0.000491101+0.00323261j 0.0030117+0.00314295j -0.00321017-0.00353916j 0.00109438+0.00181352j 
-0.00307261-0.00167502j -0.00235307+0.00184266j -0.000891929-0.00158101j -0.00091238-0.00289739j 0.0019344-0.00333666j -0.00254039+0.00145116j 0.00106484+0.00174986j -0.0019736+0.00117388j -0.000378314+0.000441766j 0.000777176-0.000752077j -0.00357865+0.00277987j -0.00238339-0.000948684j -0.000359562-0.00143528j 0.000805983+0.00123416j 0.00101714-0.000702793j -0.00370454+3.8601e-05j 0.000732413+0.00119822j 0.000356142+0.00348827j 0.000146227-0.0029129j 0.00256136-0.00121101j 0.00144141-0.00243041j 0.000140431-0.000161124j -0.00201059+0.000369568j -0.000775871+0.00135648j 0.000369077+0.00204029j -0.000165762+0.00183749j 0.000792172-0.00099819j 0.00162519+0.000906031j -0.00269543-0.00188612j 0.00278455-0.00168626j 0.00102453+0.00395074j -0.00583493-0.00428154j -0.00089595-0.00242547j -0.00142999-0.00653832j -0.00239772+0.0018756j 0.00771006-0.00510245j -0.00262285+0.00500715j -0.00732532-0.00466223j -0.00520136-0.00382001j -0.00134358+0.000190503j -0.00186198-0.000589215j -0.0025086+0.00157202j 0.00221211-0.00303885j -0.00279741-0.00179647j -0.00414157+0.00347546j -0.00298782-0.00114096j -0.00538062+0.000371999j -0.00105321-0.00537546j -0.00676271+0.00623045j 0.000888106+0.00764071j -0.0034703-0.00328943j 0.00886206+0.00655114j 
-0.00190697+0.00124649j 0.0015112+0.00154331j -0.00241556-0.00156584j 9.07145e-05+0.00323477j -0.000394585-0.0031529j -0.000240536-0.00108199j 0.00310994-0.000914377j 0.00180258-0.000165837j 0.000614269-3.55265e-05j -0.00376001-0.0013343j -0.00177114-0.000132774j -0.00014498+0.00235775j 0.00309867-0.000223285j -0.00270363+0.000337936j 0.00410843-0.00385554j -0.00571864+0.00294515j 7.37465e-05-0.000801809j -0.00373749-0.00303073j -0.00115718-0.00144381j 0.00518033+0.000570865j -0.000138346-0.000977409j -0.000876314+0.00253595j 0.00239181+0.00360259j 1.58486e-06-0.00122745j -0.00234667+0.00163722j 0.00182185-0.00290101j 4.80895e-06-0.00072782j -0.00282121+0.00494913j -0.000160458-0.000588657j -0.00187229+0.00221492j 0.00576743+0.00471756j -0.000172351+0.00275471j -0.00435584+0.000891762j -0.00309837-0.00231392j 0.00118002+0.00344175j -0.00140134-0.00610103j 0.00183199+0.000156854j -0.00408065+0.0058414j 3.72248e-05-0.000524706j 0.00197743+0.00371798j 0.00239311+0.00240979j 0.000608171+0.00234567j -0.00214996+0.00189353j 0.00568782+0.00112998j -0.00468904-0.00119739j -0.0033828+0.000573494j 0.0018025-0.0057539j 0.00566813-0.00559193j -0.0020407-0.00100087j -0.00678585+0.00065757j 0.00596305+0.00578484j 0.00168349+0.00171488j 
-0.00126017+0.00156968j 0.00222679+0.000734214j -0.00178871-0.00167911j 0.00194281+0.00314732j -0.000310755+0.00123609j 0.00118323+0.00326077j 0.00286658-0.00242484j 0.0022807-0.00183385j 0.000573201+0.00311909j -0.00203938+0.00103737j 0.00202153-0.000572575j 0.000200863+0.00298051j 0.00235813+0.000433158j -0.00348559+0.000782927j 0.001454+2.42636e-05j 0.00213371-0.000234846j -0.000242566+0.000492522j -0.00228461+0.00100043j 0.00398983+0.000447722j 0.00353085+0.000675373j 0.00547477+0.00315318j 0.00172332+0.00214793j 0.00429988+0.00446992j -0.00419448+0.000904977j 0.00588345+0.0018303j 0.000516629+0.00216153j 0.00107024-0.00169047j -0.00287781+0.00198727j -0.00354572+0.00491808j -0.00461869+0.00322285j 0.00816419+0.00541504j 0.00333266+0.00893839j -0.00752941+0.00245548j -0.0012222+0.00408063j 0.0029853+0.000594309j -0.0111626-0.00526318j 0.00955624-0.00553831j -0.00233037+0.0145207j 0.00121983-0.000142628j -0.00435726-0.000628415j -0.000871855+0.00244593j -0.00368123-0.000530127j -0.00172522-0.00356433j 0.00498919+0.00096276j -0.00473494-0.0116813j 0.00505787-0.0052261j 0.0131023-0.00790472j 0.00577534+0.00381929j 0.00353908-0.00795541j -0.00884154+0.000944799j 0.00869694+0.00836136j -0.00225518-0.000769918j 
-0.00273379-0.00142708j -0.00298051+0.00172616j -0.000359016-0.0013247j 0.000305894-0.00215032j 0.00098786-0.00267106j -0.00222579+0.00205934j 0.000821746+0.000672504j 0.00165268+0.000840811j -0.000332641+0.00258207j 0.00267178-0.000894063j -0.0022203+0.00259268j -0.00110099-0.000436832j 0.00165811+0.000756924j -0.000432605+0.000693169j 0.000815176+5.27763e-05j 0.00324792+0.000122193j -0.00175297+0.00272742j -0.00260374+0.00460399j 0.00190019-0.00336606j 0.00169265-0.00198747j 0.00221033+0.000271536j 0.00320171+0.00130229j -0.000872441+0.0018098j -0.00042396-0.000468236j 0.00134617+0.00468402j 0.00174389+0.0006403j -0.00112439-0.00254629j -0.00240501-0.000873483j -0.00664248+0.00311393j 0.00111981-0.00100781j -0.00118764+0.00721686j -0.00428958-0.00177427j -0.00333708-0.00200534j -0.00477757-0.00458155j 0.00285239+0.00358162j 0.00292348-0.00346235j 0.000926122+0.0100945j -0.0108693-0.000304725j -0.00410088-0.00301564j -0.00061905+0.00111036j -0.00183298-0.00133639j -0.00197512-0.00123936j 0.00158769-0.00282111j -0.000232005-0.0011608j -0.00517091+0.00204987j -0.00239297-0.000523839j -0.00733708-0.00601411j 0.000643031-0.00467486j -0.00441221+0.00324792j -0.00475792+0.0047472j 0.000418456+0.0015994j 0.00489347+0.00637305j 
-9.49201e-05+0.000867149j 0.00396887+0.00026856j 0.000122489-0.00202016j -0.000603843-0.00075418j -0.000269374+0.00224653j -0.00111097-0.000856876j 0.000189473-0.000398162j -0.00226713+0.00198595j -0.00114531-0.00151062j -0.00379113+0.00390151j -0.00196946-0.00296905j -0.00128696+0.00177378j 4.53871e-05+2.19567e-05j 0.000302198+0.000334633j -0.00452657+0.00172425j -0.00250617-1.39798e-05j 0.00395341-0.00102203j -0.00284496-0.00631766j 0.00237851+0.00224831j -0.00178275+0.000812527j -0.000854473-0.00515339j -0.00268102-0.00339718j -0.000794576-0.00190666j 0.000447819-0.000328128j 0.000507897-0.00131453j 0.00181907-0.00106886j 0.00362168+0.000995024j -0.00120856-0.00100019j 0.00401584-0.0035777j 0.000389338+0.000420454j 0.00184615-0.00557755j -0.000932451+0.00314974j -0.00205086-0.00193852j 0.00405565-0.00104749j -0.00198086+0.00419529j 0.00191919+0.000889483j -7.05554e-05-0.00467605j 0.00784248+0.00410797j -0.000257469+0.00536943j -0.000611898+0.000324993j -0.003879+0.0012985j 0.00209189-0.00216146j 0.00281975+0.00353969j 0.00148415-0.00142278j 0.000650002-0.00182389j -0.00049247+0.000883507j 0.00264718+0.00183269j 0.000340733+0.000538329j 0.000505926-0.00427979j 0.000268213-0.000854157j 0.00108646+0.0018104j -0.000215973-0.00203515j 
0.00209071+0.00072057j 0.00100295-0.000549757j -7.40479e-05+0.0011998j -0.00117184+0.00203099j -0.000450255+0.000298263j 0.00195337-0.0014568j -0.000165137+5.38214e-05j 0.0011533-0.00125137j 0.000486799-0.00106411j -0.000603026-0.00148052j 0.0015089+0.000441252j 0.000952396-0.000635233j 0.000333871-0.000426078j -0.00113025+0.000233959j -0.000424542-0.000190661j 0.00173417-0.000718331j 0.00171634+0.000245842j 0.00209669-0.000278936j -0.00177107+0.00151896j -0.000728595+0.000674489j -0.00119928+0.00252494j -0.00070211+0.00204997j -0.000233499-0.000892064j 0.000500989-0.0050411j -0.000673775-0.00163766j -0.00122699-0.00115078j -0.00226566+0.00249389j -0.00102738+0.00201059j 0.000663163+0.00256159j 0.000289157+0.00408788j -0.00140669-0.00247579j -0.000385418+0.000763102j 0.00413461+0.00212062j 0.000558642+0.00260538j 0.00123191-0.00411669j -0.00134539+0.0034023j -0.00297169-0.00147214j 0.00185004-0.00373605j 0.0016718-0.000145673j 0.00331453-0.000939039j 0.00395447-0.00159916j 0.00412023+0.000836927j -0.00121042+0.00294586j 0.00168631+0.00104101j 0.00198432+0.00123001j 0.000292736+0.00132194j 0.000829415+0.00336507j -0.00110815+0.000688718j 0.00193128+0.00126429j 0.00204831-0.00370769j -0.000597794-0.00181274j -0.00191076-0.00329615j 
0.0025517-0.000775548j -0.000817567-0.0012576j 0.000847946+0.00152178j 0.000694298-0.00251301j 3.73604e-05+0.00515318j -0.00162625+0.00455256j -0.0033327+0.000647659j 0.0012245-0.000613364j 0.00022724-0.00231132j -0.000551399+0.00144272j 0.00147901-0.00213068j -0.000242588+0.000596697j -0.00364479+0.00114059j -0.000633414+0.0042299j -5.64666e-05+0.00240999j 0.00740799+0.00146275j -0.00201105-0.000643731j 0.00408266+0.00650954j 0.000260507-0.000276024j -0.00186125-0.00200807j 0.00200286+0.00436198j 0.00232665+1.06827e-05j -3.54528e-05+0.00225682j -0.0069134-1.23815e-05j 0.00261443-0.00119201j -0.00427329-0.000772299j -0.00417912+0.00208366j 0.00484922-0.0033971j 0.00500408-0.00262856j -0.00136948+0.00198933j -0.00118126-0.00339689j 0.00328785-0.00044189j 0.00802709+0.00282926j 0.000204468+0.00123053j 0.00272569-0.00350601j 0.000529689+0.00162686j -0.00244913+0.00590042j -0.00319039-0.00158935j -0.000790037-0.00256099j 0.000353588-0.00257366j 0.00175841+0.000688671j -0.00142442+0.000146174j -0.00354472-0.000177251j -0.00205861+0.00186585j 0.00149516-0.00089927j 0.0032468+0.00174494j 0.000487211+0.00399125j -0.00469497+0.00239481j 0.00233579+0.00100155j 0.00304403+0.000805957j -0.00224084-0.00405353j -0.00144409-0.000169031j 
0.000550494+0.000153635j 0.00193275+0.00048916j 0.000322686-0.00200026j -0.00274111+0.00116162j -0.000132934-0.000969119j 0.00102143-0.00188255j 0.00277709+0.00016615j -0.000672612-0.000197762j 0.000482809-6.67733e-05j 0.000683087-0.000315719j -0.00157332+0.00161331j -0.000496279-0.000506549j 0.0029072+0.0011738j -0.00113063-0.000415289j -0.00237037+0.00190792j 0.00413061-0.00154123j 0.00477008+0.00481478j 0.000507026-0.00166198j 0.00302142+0.000796912j -0.00064112+0.000482014j -0.000167137+0.000170377j -0.000138163+0.00201851j -0.000873446-0.000799101j 0.00101519-0.00582727j 0.00200406+0.00460006j 0.000595738+0.000133105j -0.000679624+0.00135133j -0.00582009-0.0012524j -0.00437421+0.00380849j 0.000260033+0.00710164j -0.00092658+0.00192314j -0.00689731+0.00391557j -0.00150122-0.000626918j 0.00165877+0.0011215j 0.0017551-0.00156134j 0.000268134+0.00357882j -0.0001787-0.000930409j -0.000644138+0.00256313j -0.00112742+0.00270876j 0.0017295+0.000442895j 0.000523096-0.0031226j 0.00463413-0.00142712j 0.00175976+0.00346254j 0.00319799-0.000300248j -0.00196317+0.00129899j -0.00085036-0.000827009j 0.000402978-0.00190946j 0.000485588+0.000485586j -0.000639383+0.000189829j -0.00285959-0.00391748j 0.000658344+0.00214682j 0.000395355-0.00151504j 
-0.00175253-0.000264938j -0.000769753+0.00119966j -0.000406281+0.00259462j 0.0024135-0.000552035j -0.000122751-0.000708353j 0.0013226+0.00293009j -0.000419921+0.000773292j -0.00104648-0.000877542j -0.00110961+0.00408123j 0.00237324-3.00216e-06j 0.00197021+0.00031518j 0.00106915+0.00128866j -0.00123801-0.00282479j -0.000476308-0.000487766j -0.000359678-0.00125917j -0.000639127+1.08727e-05j 0.00107747-0.000982036j 0.000756936+0.00241554j 0.00411546-0.000363002j -0.00234639+0.000486304j -0.000820941-0.00195526j 0.00233245-0.00182125j 0.00105827-0.00301163j -0.00277803+0.00541212j 0.0074253+0.00135949j 0.00530975+0.00312158j 0.000154916-0.000839003j 0.00568559-0.00278257j -0.00291045+0.00264929j 0.000376964-0.00321364j 0.00268807+0.00126447j 0.00150959+0.00058908j -0.00469403+0.00124492j -0.00193476+0.00234833j -0.00207737+0.00712904j 0.000243874+0.00270184j -0.00637367+0.000859553j -0.00173416+0.0015919j -0.000428031+7.57676e-05j -0.00445381+0.00262375j -0.00504572+0.00459517j -0.00608516-0.00133515j -0.000885703-0.00852934j -0.00722247-0.000414023j 0.00120891-0.0037138j -0.000999103-0.00325786j 0.00126133-0.00451978j -0.000101769-3.98611e-05j 0.00220825-0.00025969j 0.00192985+0.00398903j -0.000926869+0.000164581j 0.00036641+0.000404894j 
0.000205576+0.000896582j 0.00196893+0.000249571j -0.000119009+0.000422028j 7.7028e-06+0.000336986j 0.000354709+0.0010453j 0.00228236-0.000751086j 7.108e-05+0.000525698j -0.00126065-0.000299261j -0.000655798+0.00298059j 7.69229e-05+0.00162795j 0.00135124-0.000698197j 0.00082475+0.00114088j -0.00102194-0.00176494j -0.000737411-0.0013868j -0.003661+9.20215e-05j -0.00191229-0.00263183j 0.00133497-0.000589041j 0.000699464-0.00153122j 0.00262337+0.00127555j -0.00247289+0.00159859j -0.000348309-0.00139731j -0.000657081-0.00140506j -0.000304729-0.00400023j -0.00146497+0.00141005j 0.000786481-0.00270024j 0.0038987-0.000568656j 0.00129426+0.000126108j 0.00278989+0.0014898j 0.000914329+0.00556735j 0.00127534-0.00402314j -0.00107493-0.00178642j 0.0010923-0.00158513j -0.00114855+0.000720419j -0.00212787+0.00307374j -0.00370063+0.00470529j -0.00205763+0.00305484j -0.00417353-0.00225963j 0.000423663-0.00253259j -0.000949796-6.77364e-06j -0.00335462+0.00078354j -0.00389051+0.00124439j -0.00087995-0.00180905j 0.000356945-0.0025577j -0.00195927-0.00254896j 0.0021211-0.00207567j 0.000196159-0.000518861j 0.00173798+0.00118568j -0.000837886+0.00106153j 0.000760565-0.00227267j 0.00278507-0.000317903j 0.000190513-2.77759e-05j -0.000225802-0.00181484j 
-0.000717515-9.31476e-05j -0.00199594-0.000513674j 0.000525546+0.000287468j 0.00116089+6.92815e-05j -0.000510256-0.00157113j 0.000475488-0.000670737j -7.28308e-05-0.000264105j -0.000161483+0.00102872j 0.00134274-0.00109385j 0.00219021-0.00265211j 0.00161139-0.00174795j 0.000758798-0.00108072j -6.70053e-05-0.000546693j 0.00196526-0.000593022j 0.00449815-0.00194586j -0.000493248+0.00144673j -0.00180427-0.00185868j -0.000487099-0.0013323j -0.00217924-0.000658276j -0.000781114-0.000941739j -0.00314907-0.000608305j -0.000378951-0.00206038j 0.000508161-0.000511595j 0.00584096+0.0030606j 0.00199476+0.00189866j -0.000903661+0.00203491j 0.000524028-0.000931607j 0.000636578-0.00513732j -0.00229229-0.0102204j -0.000835668+0.000696634j -0.00214473-0.00146959j 0.00155073+0.00051114j -0.000778195-0.00187724j 0.00117331-0.00441014j -0.000387196+0.00185903j 0.00289178-0.000122269j -0.00119454+0.00259907j 0.0021557-0.000217212j 0.00310275+0.003951j 0.00172835+0.00331816j 0.000847333+0.00471534j -0.00468571-0.000179949j 0.000668612-0.00360442j -0.00471127+0.00329792j 0.00455495+0.00224095j 0.000434041+0.00281336j -0.00443405+0.000988158j -0.000383781-0.00203065j -0.00135094-0.000472562j 0.00075264+0.0010995j 0.00109348+4.47652e-05j -0.000494479+0.00206382j 
-0.000338271+0.00106857j 0.000503491+0.00119929j -0.000928294+0.00210101j 0.00208477+0.00288361j -0.00169129-0.00116216j 0.00122856+0.000951797j 0.00185368+0.000810144j 0.000870986-0.00121737j 0.00102239+0.00251433j -0.000326435+0.000478874j 0.000711618+0.000625912j 0.00289547+0.00107271j 0.000326219-0.00315493j -0.00199621-0.000927671j 0.00110166-0.00502318j -0.00464645+0.00192469j -0.00132065-0.00370936j 0.00248229+7.6788e-05j -0.00183664-0.000418227j -0.000735875+0.00524755j -0.000346147+0.00112442j 0.000764833+0.00494071j 0.00559453-0.00125614j -0.00247681+0.00032909j 0.000940161-0.00168888j 0.000115663-0.000806387j -0.00317086+0.0065334j 0.00151192+0.00334694j 0.00139247+0.00458523j -0.0032904+0.005389j 0.00286404-0.000338259j -0.0032662-0.00191679j 0.000761097+0.00495754j -0.000714821+0.00390687j 0.00307384+0.00135472j -0.00473119-0.00140849j -0.00605478-0.00362491j -3.59383e-05-0.0025036j 0.000782545-0.00487043j 0.0012036+0.00171003j 0.0039264-0.000379449j 0.00280388+0.00461196j -0.00405033+0.00101517j 0.00149944+0.000217438j -0.00149968-0.00558408j -0.000524458-0.00190471j 0.0054968-0.0017675j 0.000314796-0.00101818j 0.0023265+0.00118005j 0.00247227+0.00108494j -2.5433e-05-0.000936845j 0.000672061-0.00148467j 
0.00388765+2.69546e-06j 0.00202447-0.000971006j -0.000884626+0.000845984j -0.00140419+0.00264499j -0.00292662-0.00128029j 0.000930157-0.00231889j 0.00184981-0.000171092j -0.00115225-0.000842334j -0.00036008-0.00401447j -0.000440164-0.00262161j -0.000501398-0.00178868j 0.000749951-0.000696178j 0.00165817+0.000412742j -0.00118105+0.000819785j 0.00114631-0.0026245j -0.00145859+0.0023256j 0.00174652-0.000152777j 0.00410011-0.00476721j 0.00165401-0.00202092j -0.000165275+0.000388827j -0.00262076+0.0026606j -0.00290525-0.00112651j 0.00477641-0.000586175j -0.00265805-0.0042707j -0.0011538-0.00058508j 5.82075e-05+0.000583621j -0.00201189+0.006184j 0.000317351+0.00100031j -0.00101363-0.00594234j 0.00383642+0.00453922j -0.00347282+0.00227536j 0.0015451+0.00236588j 0.00457234-0.00142266j -0.00224798-0.00395011j -0.00334387-0.00128653j 0.00558856+0.00551459j -0.00486478+0.00475552j -0.00302952-1.13742e-05j 0.00157662+0.00287599j 0.00454759+0.00345224j 0.00436158+0.0025023j 0.0019251+0.00198522j -0.00284418+0.00272087j 0.000952796+0.00380798j 0.004546+0.00483196j -2.69394e-05+0.00320305j -0.003342-0.000882848j -0.000590662-0.00315944j -0.000860202+0.00113017j -0.000502493-0.00432456j 0.00257071+0.000380991j -0.000962822-0.000322012j 
-0.00130044-0.000950834j 0.000574389+0.00124432j -0.00102025+0.00123696j 0.00194443+0.000648402j -0.00247383-0.00179543j -0.000218157+0.00394526j 0.00266295+0.00186178j -0.00207663-0.00316538j -0.000181524-0.00386747j -0.00392935-0.00140228j -0.00169272-0.00190037j -0.00364809+0.00026801j -0.00345181-0.000633986j -0.00208687+0.00619006j 0.00220275-0.000397856j -0.000498912+0.00302388j 0.00585692-0.00113935j 0.0034634-0.000524026j -0.000667348-0.000103707j 0.00668563-0.00074636j 0.000457266-0.00102097j -0.00256452+0.00262415j -0.000124777+0.00265903j -0.00781697+0.00269272j 0.00675525-4.02761e-05j -0.00122725+0.000640472j 0.00425486-0.000821986j 0.00371961-0.00187264j 0.00154633-0.00585844j 0.00280309+0.0047038j 0.0109529-0.00241915j 0.00275241+0.00789119j -0.000465537+0.0056545j 0.00180814-0.000342483j -0.00321058+0.000138875j 0.00485823-0.00475165j -0.00500495-0.00175953j 0.00147834+0.00533361j 0.00312001-0.00390739j -0.000317797+0.00153372j 0.00275659+0.00402416j -0.00304923+0.00660481j -0.00861982-0.000981073j 0.000959768+0.00559503j -0.00398471-0.00507274j -0.00128489-0.00352235j 0.00810036-0.00646324j 0.00080559+0.00045721j 0.00254617+0.00222189j -0.000548219+0.00297295j -0.00211909-0.000376877j 0.00166241-3.85436e-05j 
0.00293932+0.00114385j 0.00260472-0.00152128j 0.000515914-0.00143831j -0.00126349+0.00168193j -0.00104871+0.00129614j 0.00251225-0.00298499j 0.00202048-0.0011887j -0.000477038+0.00118536j 0.0019719-0.00238889j 0.00195464-0.00158849j 0.00248344-0.00387327j 0.000899257-0.00166508j 0.00154861-0.000489261j -0.000348467-0.00195323j -0.000706623+0.00157549j 0.00349711-0.0033963j -1.70489e-05+0.00165317j 0.000374561-0.00713946j 1.3061e-05+0.00268794j -0.00373812-0.00054285j -0.00598393+0.00173633j -0.00163959-0.00311852j -0.00136197-0.00530488j 0.00119404-0.00452998j -0.00119701+0.00062985j 0.000787712-0.00353257j -0.000217936+0.00354144j -0.000144081-0.00352962j 0.000174134-0.00536436j 0.003212-0.000614834j -0.0123422-0.00186985j -3.99491e-05+0.00200832j 0.00443368-0.00184367j -0.00333909-0.00531009j -0.00182853+0.00511855j 0.00286732+0.0114537j -0.00792569+0.0121856j -0.00365067-0.00610486j 0.00106114+0.0083881j 0.00564017+0.00329331j 0.000868794+0.00302502j 0.00206177-0.00674072j 0.00625761-0.000240566j -0.00359821+0.000876221j 0.0109683+0.00626026j 0.00247168+0.0094394j -0.00964544+0.00604584j -0.00425895-0.00436777j -0.00275194-0.00420405j -0.000124784-0.00588995j 0.00513763+0.00222093j -0.00189702+0.000508572j 
-0.00126804-0.00079545j -0.00231354+0.000191112j -0.00107693+0.000560962j 0.00020265-0.00189413j 0.000866801-0.00226451j -2.15401e-05-0.000122011j -0.00156664+0.000263389j -0.00205864-0.00104056j -0.00128022+0.00222702j 0.00215826-0.0023511j -0.000619953+0.0032297j -0.0009734-0.00118879j -0.00145569-0.000294182j 0.00161946-0.000406446j 0.00157655-0.00102416j -0.00347738+0.00153736j 0.00138425+0.000809129j 0.00219101+0.0040579j 0.00382205-0.00343098j 0.000494986-0.00184798j 0.00422714-0.00235644j -0.00147844-0.00425203j 0.00201561+0.00182798j 0.00450012+0.0063438j 0.00479563-0.00125861j 0.00417142+0.0124628j 0.00239253-0.00331552j 0.00326078-0.000441979j -0.00796261-0.00165353j 0.00123263-0.00216989j 0.00721372+0.00538015j 0.00438751-0.0016814j -0.00777497-0.0052166j 0.00241602+0.000240876j -0.00775162-0.00476425j 0.00305986-0.00278811j 0.00473356-0.0121331j 0.00376351+0.00707742j 0.0011854+0.0009555j -0.00922036+0.00151148j -0.00498979+0.00499719j -0.0102285+0.00430188j -0.0049585-0.00797874j -0.00403712+0.00271491j -0.00483874-0.00245086j -0.000638664-0.00804819j 0.00478443-0.00477328j 0.00400833+0.00350948j 0.000118376+0.00211291j 0.00237818+0.00493231j -0.00273625-0.00224799j 0.00165429+0.000645999j 
0.00115108-0.000369095j -0.000705344-0.000242675j 0.000608283+0.000797804j -0.000274963-1.46205e-05j 1.59555e-05-0.000420174j 0.00203853-0.00170412j -0.000372742-0.000119806j 0.00028215-0.00195407j 0.000825443+0.0013193j 0.00158602-0.00199115j 0.00168539+0.00187491j -0.000512996-0.00114709j -0.000696794+0.000660346j -0.00121591-0.00118861j -0.000409057+0.00096455j 0.00330767-0.0037019j -0.000558705+0.00466789j 0.00323939+0.00305754j 0.00219834-0.000984821j 0.000870172-0.00210339j 0.00276458+0.00328946j 0.0013553-0.00120822j -0.00155166-0.00137101j -0.00402564+0.00106395j -0.00129212-0.00158319j 0.00254254+0.000650746j 0.00114386-0.00281768j 0.00422231+0.000884641j -0.00176053+0.00743307j 0.00314583-0.00656375j -0.00127201+0.00548558j 0.00393089-0.000455541j 3.98525e-06-0.00012342j -0.00517299+0.00282202j -0.00478713-0.00332543j -0.00114805+0.00378521j -0.000212795+0.00309227j -0.00817835-0.00134148j -0.00298424-0.00307459j -0.0040684-0.00161066j -0.00239195+0.000458526j -0.00384469-0.00134063j -0.00241633-0.00376982j -0.00339565-0.00027111j -0.000546176+0.00134336j -2.98089e-05-0.000712046j -0.00106101-0.000936698j 0.000992229+0.00105851j -0.000223102+0.00101928j 2.36851e-05-0.000945293j -7.10649e-05-0.000336085j -0.000478269+0.000320491j 
