0.0927481-0.107595j -0.186381-0.0815997j 0.0150363+0.243279j 0.214272+0.091485j -0.019995+0.0794847j 0.0917112-0.0746976j -0.0311111-0.26888j 0.204178-0.131954j 0.00621989-0.0812722j 0.0591885+0.079123j 0.0598841+0.045235j -0.174776-0.019555j 0.201773+0.0129088j -0.101741+0.0267471j -0.0329719+0.0209907j -0.00108864+0.047191j 0.0291223-0.0505272j -0.0752142+0.0562157j 0.00292961+0.00869754j -0.12566+0.0689813j 0.0367362+0.121271j 0.0927391-0.0839256j 0.00273691-0.075474j -0.0803405-0.0222246j -0.0207468-0.186247j 0.0421598-0.0584843j -0.0493244-0.0748544j -0.0077005-0.052012j 0.0281728-0.129535j 0.0148405+0.0125387j -0.0955455+0.146713j 0.0131252-0.0657907j 0.0407869-0.00334923j 0.121301+0.00396537j 0.060297+0.0150349j -0.0671377+0.0819952j -0.0490459+0.0603472j 0.0599354+0.0321483j 0.0281459+0.00498836j -0.0136294+0.0497628j -0.0105735-0.0113094j 0.0908943+0.000735568j -0.0316441+0.0606865j -0.0927009+0.02906j -0.0321147+0.130838j 0.150414-0.0378501j -0.0366516+0.136603j 0.198065-0.0423506j 0.06057-0.174321j 0.122339+0.153992j -0.118496-0.198854j -0.18097+0.0331831j 
0.00447511-0.00146706j -0.00688197+0.00920952j -0.0100497+0.00235945j -0.00412926-0.0102105j -0.00325991+0.00779632j -0.0132971-0.00529714j -0.00668641-0.00230563j -0.00338391+0.012099j -0.00706324-0.000238523j 0.00175012-0.000818581j 0.00179349-0.00233707j -0.00204912-0.000783997j -0.00252154+0.00156854j -0.00325618+0.00214563j -0.001788+0.0141358j 0.00747617+0.00635261j -0.00890634+0.000762897j 0.000867624-0.00185262j 0.000741624-0.00393245j 0.00536268+0.00196493j 0.0045021-0.0108472j -0.0059658-3.50135e-05j 0.00506607+0.00267071j 6.51297e-05+0.00346326j 0.0020692+0.000675107j 0.00203241-2.08783e-05j 0.000578006-0.00175313j -0.00416786+0.00186867j 0.00341625+0.000360856j -0.00348645+0.00406516j -0.000180937+0.000401423j 0.00412555-0.000101344j -0.0020595+0.000607238j 0.00267493-0.000696286j -0.000313604+0.00380829j 0.000626758+0.00159867j 0.00280162-0.000154258j 0.00218888+0.00207933j 0.00180789-5.72546e-05j 0.000584002-0.000868217j 0.000357283-3.11146e-05j 0.000786592-0.00339387j 0.00239384+0.00319014j -0.000437816+0.00131435j 0.00176079+3.59895e-05j -0.00280689-0.00180465j 0.000391158+0.00181627j 0.000494006+0.000885044j 0.000238622+0.00165527j -0.000568178+0.00134679j -0.00323669+0.001236j 0.00056337+0.000738326j 
0.00514416-0.00794015j 0.00674103-0.00471821j 0.00759158+0.00610587j -0.009271+0.00190174j 0.00680547+0.00680777j -0.00387162+0.00688023j -0.000713783+0.00222156j 0.0075178+0.00258001j 0.000267417+0.00299486j 0.00223223+0.00191993j -0.000333824+0.000776241j 0.00165471+0.00337819j -0.000553741+0.00176089j -0.00429368+0.000554119j -0.00921386-0.00504681j -0.00247514+0.00844411j 5.53728e-06-0.00594098j -0.001493+0.00713701j 0.00567439-0.00823764j -0.00408466+0.000507105j 0.00463266+0.000489478j 0.000617022-0.00713497j -0.00169284+0.000827432j -0.00512066+0.00173413j -0.00402281-0.000165759j 0.00134664-0.000813182j -0.00309138-0.000315836j 6.98392e-05-0.00264847j 0.000566768+0.00148216j 0.00129135-0.00199834j 0.00327473-0.00101962j -0.00227121-5.30526e-05j 0.00273087+0.00116436j -0.0020971-0.00336828j 0.00438426+0.00042474j 0.000317608-0.000126271j 0.000245999+0.000324554j 0.00167083+0.00117671j -0.00363801+0.00154318j -0.00611581+0.000856411j 0.00296097+0.00058618j -0.00303997-0.00387112j 0.00160798+0.00138777j 0.00203589-0.000702569j -0.00195704+0.00015218j 0.00214609+0.00270592j -0.000361052-0.000980642j -2.14953e-05+0.00239077j -0.000188925-0.000539971j -7.87935e-05-0.0022714j -0.000857754-0.00066955j -0.00235139+0.000389184j 
-0.00173803+0.00152806j -0.00266223+0.00118125j -0.00208395-0.00106401j 0.00170417+0.00125617j 0.00014817+1.14375e-05j -0.000848606-0.00206803j -0.00156741-0.00156201j -0.00285552+0.00203823j -0.000543671-0.00122173j 0.00254773-0.00227584j 0.00238851-0.000507452j 0.000623348-0.00057105j -0.000246761+0.00287968j 0.0031229-0.00460642j 0.00807601+0.000676696j 0.00273224-0.00420231j -0.00432913+0.00233729j 0.00457697+0.00291224j -0.00363593-0.00109121j -0.000820568+0.001864j -0.000601064-2.04469e-05j -0.00034472+0.0018131j 0.00205216+0.00165618j 0.00367963+0.00486741j 0.00043878-0.00111554j -0.00129939+0.00175094j -0.00136976+0.0030301j -0.00250457+0.000856354j 0.00328368-0.00162282j -0.00141733+0.00204237j -0.00550005+0.00275516j 0.00328029-0.00403294j -8.21662e-05-0.00211146j 0.00131122+0.000991694j 0.00115977-0.0059408j -0.00208744-0.00185255j 0.00600237+0.00169547j -0.00167044+0.000138133j 0.00190405+0.000542778j -0.000435773-0.00111136j 0.00040689-0.000428781j -0.000490684+0.00229587j -0.000962795-0.00126305j -0.00165063+0.00249592j 0.0013619+0.000525919j 0.00101526+0.000254312j -0.000304557+0.00323343j -0.00092866+0.000696133j 0.000824466-0.00105981j 0.000607002+0.00153286j 2.52581e-05+0.000133106j 0.000210179+0.00106174j 
0.0120622-0.00924657j -0.00144094+0.00543645j -0.0028993+0.0131695j -0.0107949-0.00232759j 0.000245341+0.0078278j -0.00505174-0.00287407j -0.00134579+0.00134333j 0.0057146+0.00289911j -0.00366725+0.00110778j 0.00377192+0.000410334j 0.00131591-0.00103138j 0.00328319-0.000351494j 0.00318359-0.00215943j -0.00962769+0.00194818j -0.00564178+0.00423436j 0.00263139+0.00658462j -0.00724012-0.00833816j 0.00308474+0.00562061j 0.000400476-0.00954034j 0.00203164+0.00187082j 0.0106132-0.0059308j -0.00135197-0.000138075j 0.000140359+0.000374843j -0.000239459+0.00401394j -0.00043875+0.00119212j -0.00130824+0.00139378j -0.000103172+0.00136736j 0.00166717+0.00137939j -0.00147227+0.000344238j -0.00198768+0.00102111j 0.000639827+0.00167297j -0.00347747-0.00203444j 0.00198899+0.00141164j -0.00317823-0.00238461j -0.00128563+0.00261894j -0.00229973+0.00111313j -6.23778e-05-0.00173782j -0.00173212-0.00205902j -0.00137261-0.00180196j -0.00241484-0.000404488j 0.00707949+0.00151924j -0.00341205-0.00268874j 8.12748e-06-0.00161852j 8.45704e-05+0.00121473j 0.00173272+0.00177842j -0.000189626+0.00176471j -0.00191814-0.0018898j 0.00115819+0.00094724j 2.77591e-05+0.00363643j -0.000605169-0.00122909j -0.000836887-0.00169683j -0.00259861+0.00225152j 
-0.00943524+0.00936521j -0.00293426-0.00130652j -0.00186159-0.0113446j 0.00978235-0.00125096j -0.00184423-0.00742704j 0.00476126+0.000516596j 0.000606827-0.000635721j -0.00504038-0.00231171j 0.00179604-0.00159919j -0.00220027-0.00128782j 0.00216177+0.0011071j -0.00379275-0.00122089j -0.00251453-0.000898724j 0.00669186-0.00228323j 0.00592835-0.000842074j -0.00193005-0.00360606j 0.00307342+0.0075857j -0.0051355-0.00666352j -0.00198675+0.00906478j 0.00094375-0.00101929j -0.00643957+0.00309399j -0.000730975+0.00110147j 0.000922372-0.00228765j 0.000404622-0.00407368j -0.000248899+0.000584706j 0.00186919+0.000268084j 0.000800387-0.00244884j -0.000413353-0.00106388j 0.000717161+0.00059234j -0.000641874+3.38645e-05j 0.000520836-0.00112132j 0.00382956+0.0019541j -0.00312692-0.000924779j 0.00126229+0.00280362j 0.000170871+6.1015e-05j 0.000765439+0.000859062j -0.00366434+0.000269186j 0.0016315-0.000177638j 0.00179001+0.000553564j 0.00266539+0.00234295j -0.00585491+0.00028134j 0.00228693+0.00164001j 0.000264633+0.00146557j -0.0016301-0.000778737j -0.0012307-0.000827754j -0.00209271-0.0019632j 0.00124042+0.00109169j 0.000325304-0.00240011j -0.000187619-0.0019422j 0.000428708+0.00236852j 0.000500498+0.0017692j 0.00256617-0.00152311j 
0.00073108+0.00434673j -0.0126862+0.0113208j -0.0108899-0.000700907j 0.00102089-0.012047j -0.00485002-0.00308629j -0.0010395-0.00723873j -0.00423724+0.00412809j -0.00263826+0.00340332j -0.00580079+0.00172486j -0.00020209+0.000753051j 0.00032663-0.000908764j 0.00251702-0.00270352j -0.000828722-0.00327129j 0.00232091+0.0023269j 0.00543804+0.00725934j 0.00381185-0.00262579j -0.0125804+0.00224545j 0.000578927-0.00763749j -0.00442081+0.00493183j 0.00412454+0.00234038j 0.00229597-0.00669365j 0.000804631+0.000111557j 0.00572706+0.000575892j -0.000136387+0.000610286j 0.00389661+0.0022423j -0.000448003-0.000609254j 0.00202197+0.00115092j 0.00120564+0.000213801j 0.000188766-0.00193624j -0.00634791+0.0027709j 0.000234225+0.000268252j 0.00371847-0.0014977j -0.00350822-0.00218223j -0.000478868+0.00146929j -0.00100192+0.00524723j -0.00388871+0.00085275j 0.00316063-0.000411063j -0.000549868+0.000887016j 0.00328819-0.000624756j 0.00457025-0.00211844j -0.00067863-0.000746874j -0.00321545-0.00341944j 0.0014228+0.0013908j -0.00266268-0.000113744j 0.00316144-0.00140807j -0.00578406-0.00342189j -0.000471261+0.000314879j 0.0015102-5.09299e-06j 0.000229601+0.00396506j -0.00104829+0.00167881j -0.00252907+0.00221876j 0.000181378+0.00108092j 
0.00146008-0.00228742j 0.000814466-0.000874498j 0.000924851+0.00194911j -6.02019e-05+0.00305232j 0.00168409+0.00373652j -0.00329616+0.000483918j 0.000352717-0.0025398j 0.00135121+0.00233937j 0.00360418-0.00239922j 0.00120462-0.00568275j 0.00470625-0.00445134j -0.0028666-0.000188276j -0.00130942+0.00442228j -0.000382112-0.00211332j 0.00284719-1.64299e-05j 0.00182135-0.000470315j -0.00065952-0.00109273j 0.00181855+0.00446409j -0.00289031-0.00421165j -6.92979e-05-6.06206e-05j 0.00262683+0.000725277j -0.000302156+0.000806672j -0.000126611-0.000962047j 0.00249124+0.00325087j -0.00296897-0.0008789j -0.000641562+0.00211088j -0.000418211+0.000858681j -0.00239006+0.00163787j 0.0021008+0.00116464j 0.0009339+0.000408123j -0.00503775+0.000736898j 0.000415466-0.00208195j 0.00193746-0.000868171j 0.00200813-0.00100199j 0.000128462-0.00447623j -0.0013573-0.00101628j 0.0039409+0.00186804j -0.00193715-0.000319763j -0.000484656-0.00118921j -0.00306887-4.79278e-05j 0.00306064-0.00029907j -0.000119028+0.00192207j -0.00145837-0.00212284j -4.98436e-05+0.00319787j 0.000431329+0.000395527j 0.00427839+0.00177657j -0.000922632+0.00177642j -0.00201334+0.000838736j 0.000703563-0.00194368j 0.000914685+0.000202833j 0.000387331-0.00114105j -5.64371e-06+0.00136909j 
0.000667938+0.00180965j -0.00733011+0.00678643j -0.00326045-0.0013242j -0.0019622-0.0123782j 0.000843174-0.00131074j 0.000698085+0.00438028j -0.00378075+0.00828025j 0.00330646+0.00113503j 7.7293e-05+0.00064637j -0.00667449-0.00110402j -0.000374621-0.0057398j -0.000638823-0.00340084j -0.00458576-0.000324685j 0.00310052+0.00730163j -0.00141397+0.00453759j 0.00224215-0.000157176j -0.00937163-0.00186271j -0.00275379-0.00460529j -5.38128e-05+0.00259139j 0.00200466-0.00219878j 0.00374833-0.00398421j 0.00337524-0.00540857j 0.00261262+0.000384471j 0.000679858-0.00227701j 0.000453481-0.00182086j 0.00016716+7.73906e-05j 0.00150048-0.000357301j -0.000891038-0.00068579j -0.00280447+0.00202853j -0.00236645-0.00174111j 0.00230292-0.0054902j 0.00196332+0.00108446j 0.0011446-0.00235494j 0.000152775-0.00186317j 0.000652653+0.00464737j -0.00228113-0.00119714j 0.0052939+0.00329232j 0.000206011+0.00327518j -0.00101301-0.00164007j 0.00123595-0.00153722j 0.000588347-0.000593374j -0.00494306-0.00366906j 0.000343295+0.00169465j -0.000183236+0.000391152j -0.00105531-0.00407888j -0.00327123-0.00268531j -0.001145-0.00231503j -0.00232931+0.00381498j 0.00105397+0.00174926j -0.00144927+0.000690465j -0.00287236+0.00248764j 0.000320143+0.00159472j 
-0.00869037+0.0045317j -0.000423427-0.00426417j 0.00322808-0.00812264j 0.00402766-0.00304958j 0.00507993+0.000787826j -0.00465748+0.00969014j -0.00729114+0.000830839j 0.00163198+0.00435538j 0.00117404+0.00310407j 0.0014422-0.00359298j 0.000336917+0.0040526j 0.000237015+0.0010645j -0.00573162+0.0045473j 0.00493694-0.00288074j 0.00068361-0.00367433j 0.00126726+0.00657262j -0.00292888+0.00622828j -0.00396291+0.00164841j 0.00101903+0.00258183j -0.00133316+0.000519934j -0.00639161+0.00174033j 0.00129345-0.00513067j 0.00357339+0.00158183j 0.000854279-0.000782431j -0.000872706-0.000233664j 0.00527057-0.000803566j -0.00523172-0.00288597j -0.00223354-0.00305424j 0.00058582-8.21265e-05j -0.00162967-0.000265362j 0.00330387-0.000314811j 0.00606893-0.0018168j -0.00237507+0.000511151j -0.000847604+0.000148717j 0.00754118-0.000576236j 0.000459261-0.000159088j -1.68711e-05+0.00340649j 0.00205911+0.00252192j 0.000862678-0.000216573j -0.000515972+0.00174191j -0.00486486+0.00187031j -0.00161919-0.000379906j -0.00012068+0.000998733j -0.00166375-0.0019299j -0.0032866-0.00134002j -0.0025361-0.00209903j 0.000251952+0.000828631j -0.000318158-0.000942145j 0.000138157-0.00080763j 0.00081031+0.00140988j -0.00125839+0.00173983j 0.000972647-0.000642733j 
0.000567933-0.000766064j 0.00305035+0.000754105j -0.00120764+0.0015275j -0.000559365+0.000833788j -0.00136967+0.000912786j -0.000278029-0.00263479j 0.00166052-0.00325517j -0.00210592+0.000389143j -0.00179928-0.00315421j -0.00363305+0.00405995j -0.00445814-0.00114708j -0.0037485+0.00317767j 0.000425168-0.000220896j 0.00014099+0.00137729j -0.00206282+0.00327862j 0.000111312-0.000946834j 0.00516309-0.00103368j -0.0014632-0.0027596j 0.00217692-0.000436988j 0.000373249-0.000405014j -0.00193081-0.000783444j -0.00217051+0.00251024j -0.00227981-0.00172086j -0.0032336+0.00269621j 0.00132876-0.000460915j -0.000996656-0.00247673j 0.00220178-0.000889157j 1.01824e-05+0.000794261j 0.000976546-0.000955074j 0.003114-0.00025353j 0.000336425-0.00164605j -0.000881143+0.00345843j 0.000442014+0.000959157j 0.00236837-5.26246e-05j -0.00142401+0.000869993j 0.00347676-0.000561528j -0.00239625-0.000654131j 0.00375518+0.000958811j -9.01938e-05-3.42248e-05j 0.000864957-0.00115345j -0.00134759-0.000707715j 0.00407356+0.000297593j 0.000591806+0.00266315j 0.00161221+0.000216083j -0.00105201-0.000102715j -9.48257e-05+0.00100652j 0.00235879+0.00178631j 0.000812492-0.000175296j 0.000413824-0.00159804j 0.000463678+0.000523449j -0.000816154-0.000433238j 0.000719153-0.00141785j 
0.00121715+0.00123547j -0.0012459+0.0023091j -0.00155429-0.000146655j -0.00131384-0.00194105j -0.00228577-0.00169777j 0.000414016-0.00195394j -0.00166189+0.000112683j -0.00115894+0.000407076j -0.000259825-8.83812e-05j -0.00172452+0.00185954j -0.00101265-0.000692444j 0.000727845-0.00186792j 0.00211157-0.000879733j 0.00122076-0.000481847j 0.00310867-0.00022571j 0.00174834-0.00438251j -0.00216565+0.00119132j 0.00292244-0.00178701j -0.000519304+0.00115055j -0.000438246-0.000665217j -0.000762922-0.00106103j 0.00148169+0.00235757j 0.00053914+0.000629988j 0.000508812-0.000929912j 0.00178952+0.000270187j -0.00117827-6.35103e-05j 0.00150645+0.00186096j 0.00125673-0.000595642j 0.000874835-0.00197951j -0.000678098+0.000133964j -0.00202841+0.000257536j 4.35978e-05-0.00217939j -0.000105418-0.000936126j 0.00034395-0.000135528j -0.00207693-0.00124549j -0.000355899-0.00011802j 0.00140234-7.76476e-05j -0.00152932+0.000431584j 0.00186227+0.00106372j 0.00238697-0.0016924j -0.00102281-0.00202294j -0.00111998+0.000511796j -0.000322121+0.0002984j 0.00018281+0.000198875j 0.00161888+0.000922598j -0.000872126-0.000847281j -0.000447118+0.00115238j 6.87602e-05+0.000691315j -0.00107766+0.00112241j -0.000832639-0.0013979j 0.00065302+0.000226895j -0.00042624-0.000191537j 
0.00419615-0.00541149j 0.000575574+0.00357097j -0.000352414+0.00527009j -0.00440767+0.00187089j 0.00046973+0.00541431j -0.00195981-0.00246465j 0.00126816+0.002343j 0.00220986+0.000367374j -0.0024241+0.000253104j 0.000810019-0.000288932j 0.000344012-0.00242205j 0.00102344+0.000928778j 0.00134502-0.00106027j -0.00366719+0.00305044j -0.00073483+0.0044854j 0.0035913-1.64963e-05j -0.00320937-0.00255992j 0.00287478+0.00184174j -0.00201029-0.00384608j 0.00103891+3.68988e-05j 0.00477471-0.00460658j -0.00175427+0.00104018j 0.000218589+0.00121704j 5.43908e-05+0.00264893j -1.36813e-05+0.000290678j -0.000737109+0.00180943j 0.0012146+0.00268914j 0.000256535+0.00260712j 0.000239625-3.55798e-05j -0.000590656+0.00126767j -0.000769317-0.000334342j -0.00154445+1.51553e-05j 0.00114795-0.000687358j -0.00143593+0.000249058j -0.00170451+0.000935816j -0.00160993+0.000243504j 0.000830749-0.00157932j -0.000250214-0.000606369j -0.00146067-1.12068e-05j -0.00175575-0.000488727j 0.00363395+0.00101359j -0.000874167-0.00101152j 0.000599946+0.000375133j 0.000698815+0.000817402j 0.00104669-0.000881955j -3.91727e-05+0.00140447j 2.84997e-05+0.000260186j -0.000983822+0.00046628j 0.00171242+0.000834463j -0.00100585-5.64334e-05j -4.35815e-05+0.000212656j -0.000667761+0.00128933j 
0.00102678+0.00215913j -0.00283428+0.00515171j -0.00273104+0.00082994j -0.00083908-0.00468198j -0.00462368-0.000306446j 0.000364934-0.000682932j -0.00446153+0.00391312j -0.000204377+0.00136678j -0.00202799+0.000515511j -0.00118133-0.000728816j -5.23658e-05-0.00181668j -0.00123135-0.000373194j -0.000878184-0.000535038j 0.000653896+0.00129862j 0.00387438+0.00383933j 0.00277843-0.00352177j -0.00384359+0.00202973j -0.000895096-0.00338948j -0.000460904+0.00314567j 0.00109316-0.00040986j -0.000343042-0.00344173j 0.000774175+0.00114679j 0.00342058-0.0015478j 0.00111646-0.000922202j 0.000580509-0.00135263j 0.00076692-0.000434705j 0.00234088+0.00086017j 0.000134191-0.0006952j -0.000226067-0.000387517j -0.00246664+0.00043092j -0.00037465-0.00170621j 0.00211842-0.000184767j 0.000417657-0.000540968j 3.49378e-07+0.000971242j -0.000177452+0.00207042j -0.00114934+0.00131791j 0.00145424-0.00071092j 0.00124279+0.000937506j 0.00117581-0.00111906j 0.00267-0.00121776j -0.00185809+0.00129264j -0.000620097-0.00113184j -0.000540763+0.00121064j -0.00101638-0.000266211j 0.00248217-0.0010269j -0.00229469-0.0027164j -0.000455429-0.000568281j 0.000463474-0.000617029j 0.000226101+0.00160589j 0.000695333-0.000391456j 0.000121271+0.00105462j -6.51395e-05-0.00102576j 
-0.00207703-0.000214236j 0.000473264-0.00345632j 0.00128084-0.00322421j 0.00251014+0.00155728j 0.00258676+0.00293344j -0.00275427-6.36732e-06j -0.00165883-0.00192148j 0.000671544+0.00262701j -0.00281337-0.000598334j -0.00048761+0.00178297j -0.000495334+0.000732602j 0.00158189+0.00323669j 0.000719901+0.00286181j 0.00119081-0.0014095j -0.00161761-0.00164947j 0.000783809+0.00253034j 0.000461693+0.00157346j -0.000601783+0.00201553j 0.00293175-0.000398173j -0.0025845+0.00173353j -0.0012773-0.000538289j -0.00115571-0.00340758j 0.000193034+0.00263346j -0.00330248+0.0027795j -7.24883e-05+0.000881116j 0.00156873-0.00130302j -0.00115334+0.000939868j -0.00156795-0.000320956j 0.00225428-0.000769526j 2.7351e-05-2.00818e-05j 0.000615292+0.00158582j 0.0011118+0.000137641j -0.00149038-0.000257207j 0.00102248+0.000668736j 0.00266607-0.0012686j 0.00111469-0.000150632j 0.00101368+0.000348144j 0.00194259+0.00183174j -0.000778709+0.00231615j -0.00223333+0.000450676j -0.000637645-0.000671093j 0.000984548-0.00115377j 0.0015699+0.00184278j 0.000652894-0.000529686j -0.00152734+3.15297e-05j 0.000536719+0.000514941j 0.00148457+0.00221147j 0.00036964+0.000775754j 0.00136595-0.00104092j 9.68653e-05+5.75254e-05j -0.00127312-0.000196529j -0.000611026-0.00106369j 
0.00136643-0.00445432j 0.00472897+0.00011496j 0.00183206+0.00288526j -0.00426247+0.00308507j 0.00216159+0.00594746j -0.00233622+0.000214265j -0.00107685-0.00105535j -0.000620055+0.0012533j -0.00254113-0.00215871j -0.00233847+0.00161114j -0.00230994-0.000225313j -0.00138059+0.00329806j 5.12631e-05-0.00025488j -0.00220015+0.0022911j -0.00474676+0.00414252j 0.00189667+0.00120024j 0.00305305-0.0016177j 0.000583255-0.000744872j 0.00205606-0.00282781j 0.00113781+0.00109392j 0.000122863-0.00276695j -0.0028754+0.00125248j -0.00158446-0.00137105j -0.00222709+0.00309698j 0.000784984-0.000381505j 0.000514604-0.00153957j 0.00182943-0.000214895j -0.00146635+0.00176441j 0.00210763+0.000350748j 0.00210829+0.00172156j 0.00166771-0.001367j -0.00055111+0.00298759j 0.00126456+0.000441731j 0.00105477+0.000398319j -0.000674951+0.000830568j 0.00214936-0.000144435j -0.000256215-0.00116572j 0.00380608+0.00235013j -0.00116079+0.00117464j -0.000681992-0.000805269j 0.000168159-0.000567223j 0.00259117-0.00103918j 0.0010992+0.00310414j 0.00187902-0.000518985j 7.46109e-05-0.000620922j -0.000358242+0.000334376j 0.00275602+0.0017567j 0.00056911+0.00134012j 0.00060458-0.00104066j -0.000236974-5.87062e-05j -0.000292917-0.000345091j -1.2688e-05-0.00119974j 
0.0018545+0.00208965j -0.000152561+0.000782701j -0.00168208-0.00209695j -8.6625e-05-0.00256918j -0.00380621-0.00180298j 0.00177064-0.00302506j 0.00346691+0.00066567j -0.000287643-0.00220096j 0.00287279+0.00100714j -0.000760306+0.000692804j -0.00124695-0.000343329j -0.000303731-0.00246506j 0.000197152-0.0024852j -0.000160537+0.00151527j 1.75886e-05-0.00167355j -0.00178982-0.00199642j 0.000751236-0.0015635j -0.000604238-0.00189682j -0.00073743+0.00115241j 0.000883698-0.00229721j 0.000893202+0.00112033j 0.000889869+0.00212536j -0.00190322+3.51376e-05j 0.000316699-0.00124002j 0.000830143-9.422e-05j -0.0016943+0.00204066j 0.00167081+0.00110221j 0.00231466-1.99154e-05j -0.00222171-0.000663874j 0.00146684-0.0017695j 0.000545187-0.000852093j -0.00158499+0.000213249j -2.42306e-05+0.000466427j -0.000483132-0.000736905j -0.00275991+3.2174e-06j 0.000491004-0.000538715j -0.00249666-0.00058469j -0.0020738-0.00132653j 0.000581317-0.000798904j 0.00124196+3.07149e-05j 0.000454413+0.000290004j -0.00106538+0.000849282j -0.00105382-0.000934669j 0.00100946+0.000164031j -0.000385512+0.000735667j -0.00053536+0.000150677j -0.00113371-0.00102109j -0.00101897-0.00095476j -0.00162948+0.00108141j -0.000799714-0.00212068j 0.00130627+0.000467816j 0.000589634-3.05537e-05j 
-4.06574e-05-0.0032234j 0.00205189-0.00224987j 0.00434086-0.000207358j -0.00162082+0.00663097j 0.00326381-0.00146381j 0.00260733-0.00325143j 0.0039048+0.00219264j 0.000798486-0.000952006j 0.000204303+0.00146241j 0.00164304-0.00245061j 0.000287299+0.00145475j 0.00380295-0.00210222j 0.000295593-0.00168626j -0.00279152-0.000588536j -0.00390664-0.00303181j -0.000837065+0.00367845j 0.000775482-0.00302046j 0.00167464+0.00222344j 8.1412e-05-0.00263531j 0.0017453-0.000180451j 0.00214068-0.00110701j -2.48347e-05+0.000723342j -1.79263e-05-0.000106099j 0.00221212+0.000816523j 0.000458617+0.00198882j 0.00069297+0.000882563j 0.000447348+3.54963e-06j 0.00178534+0.00155661j -0.00418252+0.00124593j -0.00127922-0.00106314j 0.00304523-8.80385e-05j -0.00429765+0.00180621j 0.000376486+0.00114109j -0.00394196-0.00104374j -0.00146144+0.00128702j -0.000291804-0.00138843j -0.00301923-4.44492e-05j -0.00359633-0.00231347j -0.00195844-0.000984879j -0.00107465+0.000572407j 0.00460976+0.00155181j -0.00128457-0.000464943j -0.00108416-0.00331468j 0.00146848-0.000759041j -0.000993259-0.000141584j -0.00100303+0.00231529j -0.000485571-0.00294897j -0.000283064-0.00274067j -0.00198522+0.00295806j -0.00143822-0.00186178j 0.00154623+0.000606429j 0.00100837+0.00155442j 
-0.00379069-0.00221551j 0.000249515-0.00648996j 0.00384943-0.00273697j 0.0067141+0.00503568j 0.00430511-0.000239399j -0.00232944+0.00170745j 0.0023759-0.00427426j 0.00219434+0.00262528j -0.000373628-0.00256544j -0.000154947+0.000955115j 0.000553077-0.00129875j -0.00182669+0.00128695j 0.000203043+0.0043173j 0.000831319-0.00140323j -0.00380611-0.00183071j -0.000941053+0.00435j 0.00476876-0.000441716j -0.0010085+0.00449728j 0.00223859-0.00328827j -0.00282263+0.00100213j 3.62773e-05+0.00159647j -0.00235561-0.00364606j -0.00122733+0.00168458j -0.00270503+0.00399281j -0.00157142-0.000294649j 0.000480434-0.00172179j -0.00109478-0.000555985j -0.00239057-0.000217486j 0.0009914+0.000556936j 0.00251643-0.00214242j 3.80394e-05+0.000595289j -0.00185194+0.00160122j -7.98128e-05+0.00052234j 0.00324198-0.00112209j 0.00215314-0.00245312j 0.00265674-0.0019865j -0.000444883+0.00234192j 0.000961183-0.000465144j -0.00180332+0.000349797j -0.00450953+0.00123701j 0.00106186-0.001582j 0.00230058+0.000647043j 0.00142966-0.000140375j 0.000775933+0.0014659j -0.00469111-0.000375004j 0.00367471+0.0033083j 0.00054495+0.00133588j -0.00086733+0.00120336j 0.00235262-0.00281609j 0.000633204+0.00286405j -0.00322473-0.00198894j 0.000330396+0.00140158j 
