-0.104288+0.00623211j -0.0389553-0.110117j -0.102406+0.0230596j 0.0971851+0.121859j 0.0495795-0.130967j 0.121271-0.036691j -0.145758-0.130798j -0.0720099+0.194504j -0.0473549+0.107467j 0.00551985+0.0262366j -0.0653798-0.0520191j 0.0835379-0.256688j -0.182357+0.0591488j 0.154718-0.0717602j -0.00226284+0.0806619j -0.0528348-0.1092j -0.0412817+0.00727567j 0.0693763+0.000740591j -0.0448159+0.0674048j -0.027001-0.112064j -0.0018479-0.0295343j 0.00589555+0.0268232j 0.0286313-0.041911j 0.202106+0.122909j 0.0218019-0.0610848j -0.108265-0.104158j -0.0332074+0.0137317j -0.0487998-0.0600436j 0.0161146+0.034376j -0.0728575-0.0465843j -0.115321+0.00367879j -0.125987-0.0174242j -0.0778042+0.0403483j -0.0791356+0.073135j -0.0383363+0.0564222j 0.00882145-0.115074j -0.00239528-0.00993219j -0.0930199+0.0524113j 0.105054+0.12826j 0.100266-0.0146464j 0.0137018-0.0284943j 0.00931523+0.0834817j 0.0108189+0.0961296j -0.0230254+0.0807821j -0.0543513-0.0209597j 0.0666112-0.179489j -0.0217582-0.0179831j 0.0929309+0.0108615j -0.0433569-0.0300138j 0.0532493+0.0680378j 0.084006+0.00760365j 0.0963903+0.0131433j -0.0176994+0.0427511j 0.039108+0.0564621j -0.0283928-0.013195j -0.00435565-0.00600593j -0.0161695+0.0321291j 0.0386596+0.0213495j -0.0730299+0.0288201j 0.102012+0.0214351j -0.0765575+0.047596j -0.20566+0.0326993j 0.093997-0.133929j -0.126748-0.0031914j 0.00219749-0.103198j -0.180509+0.00817208j -0.039565-0.126832j 0.0737659+0.0436179j -0.0576524+0.153416j 0.130173+0.106492j 
-0.00141029+0.00210218j -0.00218965-0.00171313j 0.00319829+0.00121634j 0.00306074+0.00236839j -0.000224121+0.00309805j 0.00380644-0.00661621j 0.00909293+0.00417777j 0.00335601+0.00242938j -0.00365995-0.00636567j -0.000164782+0.00648807j 0.00159161+0.0036431j 0.00264021-0.00223357j 0.00572414-0.000461011j -0.00888235+0.00194036j 0.00303764+0.00894187j -0.00543162+0.00375668j -0.00354163+0.00256803j 0.0107496-0.00690826j 0.00992001-0.00196079j 0.0172174+0.00527381j 0.00121397-0.00154461j 0.000166799+0.0038408j -0.00573805+0.00158164j -0.0022171-0.00988126j 0.00631711-0.00273541j -0.00165119-0.000989443j 0.00219962-0.00084491j 0.00290941+0.0082316j 0.00270148+0.00635341j 0.00285412-0.0112431j 0.00776995-0.00320474j -0.000349221-0.0180746j -4.96769e-05+0.00315635j -0.00386126+0.00830648j -0.00574684+0.013726j -0.00641219-0.00313457j 0.0094661-0.00990253j 0.000723637-0.0013246j 0.0075568-0.00981372j 0.0105098+0.0117939j -0.00111752+0.00442358j -0.00267683+0.00282816j 0.00506338-0.00102227j 0.001931-0.00698157j -0.00178974-0.000529834j 0.00377979+0.000190917j -0.00239387+0.00127461j 0.00284409-0.00128996j 0.00011277-0.000363398j 0.00259859+0.0019221j -0.00252858+0.00118842j 0.00145331-0.00303352j -0.00389567+0.00213767j 0.00245671+0.000687428j 0.000833989+0.00835538j -0.000614377-0.00658947j 0.000311489+0.000373894j -0.00436999-0.00212856j 0.00463806-0.00299048j -0.000560311-0.0040917j -0.00404831+0.00613374j -0.00263207+0.00129679j -0.000745164-0.000550383j 0.000791546+0.00215327j 0.00352324+0.0013784j 0.00619315-0.00259809j -0.00187276+0.000416809j -0.00139524+9.34401e-05j 0.00335122+0.00167936j 0.00203476-0.00268717j 
-8.69325e-05+0.00108499j -0.00202754+0.000298266j 0.00128045-0.000362995j -2.22313e-05+0.000625128j 0.00307419-0.000249402j -0.00106988+0.00229403j 0.000318813-0.000305346j 0.000406662-0.000890599j -0.000915516+0.00108039j 0.00081885+0.00156369j -0.000131575+0.00401947j 0.00385476-0.00153778j -0.00130122+0.00288502j -0.00797438+0.00550552j -0.00573178+1.04346e-06j 0.00255691-0.00143104j -0.00206287-0.00438063j -0.00636452+0.00436825j -0.000671873+0.00244808j 0.0137259+0.00476156j -0.00315745-0.00663297j -0.0104439-0.00420669j 0.00660451-0.00442785j 0.00354512-0.00699949j -0.00605102-0.00629128j -0.0036608+0.005205j 0.00290989-0.00145777j 0.00187797-0.00216081j -0.00452492+0.0050695j -0.00118796-0.0134844j 0.00294269+0.00501027j -0.00114253+0.00788933j 0.00677112-0.000897714j 0.000839641-0.00496268j -0.00641376-0.00146379j -0.0022737-0.0124701j -0.000135182+0.00698239j -0.00986908-0.00184544j 0.00512174+0.00114792j -0.000133035-0.00458398j -0.00206623-0.000776317j -0.00139418+0.000417218j -8.72829e-05-0.0111999j 0.00509642+0.00185198j 0.00718332+0.00167736j 0.000930988-0.00337124j -0.00163203-0.00366316j -0.00588303+0.00323793j 0.00351292-0.00357155j 0.000850117-0.00033861j 0.000575969-0.00359732j 0.00300803-0.00461397j -0.00401482-0.00296176j 0.000203601-0.000729977j 0.00453242-0.00123805j 0.00324045+0.000788404j 0.00181007-0.000457212j 0.0048894+0.00273411j -0.000695765-0.00149558j -0.0042824+0.00251283j -0.00148782-0.00155253j -0.00197391-0.000925326j -0.00274828-0.000381264j -0.000820143+0.00184674j 0.00165893-0.000236693j -0.00111772+0.000578017j 0.00184512-0.000427898j -0.000713695+0.00056887j 0.00172114-0.000412028j -0.000197602-0.000773178j 
-0.00037991+0.000268957j -0.000308208-0.000685885j 0.00111055+0.000591215j -0.000547612+0.00132203j -0.00110843+0.0016705j 0.00108042+8.22724e-05j 0.0017042+0.000509803j 0.000340372+0.00269086j -0.000634939+5.21517e-05j 0.000377108+0.00030058j 0.00137716-0.000405391j 0.0055686+0.000255202j 0.00192649+0.00199548j -0.00303353+0.00224802j -0.00207617+0.00347285j 0.00431213+0.00407223j -0.00443032+0.00421567j 0.00194814-0.000961576j 0.00224099-0.00627578j -0.00141886+0.00563123j -0.00595344+0.00640959j -0.00456907-0.00692419j 0.000210402-0.00209207j -0.00301276+0.00528271j 2.62355e-05+0.00341142j -0.000119361+0.00213933j -0.0044178-0.00703644j -0.00173972-0.00330394j -0.00081879-0.00706157j 0.010447+0.00122229j -0.00636205+0.003042j 0.00217736-0.00427985j 0.000720808+0.00369077j 0.00327817-0.00230505j -0.00466293-0.00272779j -0.00977225-0.00537159j 0.00184156-0.0053161j 0.00277451+0.000852177j 0.00470434-0.00571174j -0.00417699+0.00196953j -0.0030593-0.00227555j -0.00215318+0.000930167j -0.00204106-0.00672951j -0.00359097-0.0043178j -0.00189911-0.00211621j -0.0071607-0.00400909j -0.000770982+0.000476712j 0.00122777+0.00279185j 9.85073e-05+0.000496775j -0.00272341+0.000316655j -0.000145335-0.00352612j 0.00465284+0.00393668j 0.00459438-0.000345391j 0.00329383-0.00114026j 0.000575597-0.0013239j -0.005379+0.00274948j 0.00151169+0.0010827j -0.000597165-0.00128405j 0.000385982-0.000298406j -0.000936994+0.00121786j 0.0013032-0.000742858j 0.000888657+0.000452431j 0.000601055+0.000614939j 4.54149e-05-0.000541558j -0.00118586+0.000591217j 0.000936448-0.000998394j -0.000595999+0.00146515j -0.000376558-0.000283875j 0.000610263+0.000752156j 0.000328727+0.000125296j 
0.000826621+0.000648411j -0.000856818+0.001453j 0.00439966-0.00261758j -0.00207054-0.00194332j 0.00421758+0.0011269j -0.000588103+0.00217011j 0.00136433-0.000928029j -0.000766841+0.000174739j -0.00079548+0.00618675j 0.00547311-0.0008229j 0.00124601+0.00324824j 0.00308743-0.00341276j 0.00266744+0.0108348j -0.0048015+0.00636246j 0.00542975-0.00656016j 0.00285382-0.000619831j -0.00986325+0.004093j -0.00922226+0.00721329j -0.00476842-0.00428073j 0.00967925-0.0037057j -0.00243916+3.46076e-05j -0.0130209-0.0154192j -0.00224776-0.00858637j 0.00203913+0.000124811j -0.00547496-0.00192803j 0.0108767+0.00507476j 0.00220249-0.00591451j 0.00270132-0.00308779j 0.00545365+0.0120618j 0.00713393+0.00416563j 0.0021799+0.000804877j -0.0029594+0.0115697j 0.00908635+0.00354515j 0.00629257-0.00182621j -0.00225433-9.3894e-05j 0.00220675-0.00252555j 0.00104122+0.00403888j 0.00223948-0.000983023j 0.00595558+0.00399206j 0.00595392+0.00485812j 0.00257912+0.00112812j -0.00407943+0.00637252j 1.82064e-05-0.00763911j -0.000407807+0.00140938j -0.00603981+0.00546612j -0.00070307+0.00709303j 0.00168698-0.00589555j 0.000549023-0.00427037j -0.00296618-0.00586413j -0.0042822-0.00129483j 0.000743156+0.00742744j -0.00272691-0.00133259j 0.00229712-0.00224694j -0.00470217+0.00164807j 0.00304119-0.00232567j -0.00349786+0.00136741j 0.0024906+0.00617858j 0.00369423-8.35573e-05j -0.00252079-0.00320248j -0.0013371+0.00155505j 0.00205962-0.000940861j 0.00264248-0.000982583j -0.0013455-0.000736299j -0.00185844+0.00158668j -0.00176678-0.00338765j -9.67132e-05-0.00174192j 0.00096283+0.00124016j -0.00194209+0.000863305j -0.000168045-0.00165584j -0.000639174+0.000453284j 
-0.00049702-0.00104119j 0.00171395-0.00139224j 0.000998631+7.06758e-05j 0.00103971-0.000153004j -0.00234023+0.00409254j 0.00539679-0.00619195j 0.00277722+0.000799654j 0.00580257+0.000873706j 0.0036669-0.00317206j -0.00638595-0.00329962j 0.00424683-0.00615159j -0.00689022-0.000589979j 0.00699773-0.0107706j 0.0109544-0.00121771j 0.00041454+0.000134952j 0.00920993+0.00216213j 0.00557405-0.00832288j 0.00293293-0.0144164j -0.00217123+0.00245956j -0.00764766-0.00248815j 0.00169419+0.00146245j 0.0100028+0.011058j 0.00680712+0.00578446j -0.0115601+0.00621362j 0.00223625+0.00637051j -0.00740963-0.00458509j -0.00138306+0.0105029j -0.000708404-0.00450938j -0.0058494-0.0130946j -0.0091966+0.00338969j -0.00561972+0.00556253j 0.00600401-0.00477912j -0.00557901-0.00343663j -0.00735241-0.00566996j 0.00499631+0.00610321j 0.000811151-0.000318689j 0.00605097+0.00139076j -0.00440647+0.00142156j 0.00164224+0.00159352j -0.0139812-0.00199313j -0.0040197+0.000417409j 0.00500946+0.0053668j 0.00535206+0.00650631j -0.00593011+0.00388846j 0.00227089+0.000389793j 0.00106283+0.00107779j -0.00644754+0.002756j -0.000679392-0.00135516j 0.00179576-0.00514562j 0.000106382+0.00286443j 0.00455345-0.00121703j 0.000374753-0.00193756j 0.00647559-0.0013774j -0.0025793+0.00349168j 0.00721611+0.00195965j -0.00185993-0.00377841j -0.0015211-0.00106011j -0.00262527-0.000148533j -0.000565838+0.000204323j -0.000729309-0.00370291j -0.00228539+0.000389022j -0.000152709+0.0013995j -0.00131387+0.00253818j -0.000381309-0.00276768j 0.000488164+0.000322157j 0.0028965-0.00217229j -0.00109936-0.000444987j 0.000585511-0.00297242j -0.000601928+0.00028906j 0.000531461+0.000330273j 
5.36572e-05-0.000478773j 0.00144089+0.000500307j 0.000527278+5.7998e-05j 0.000123505+0.000647962j 0.000532106+0.00150475j 0.00186424-0.000511169j -0.00309017-0.000435293j 0.00121698+0.000292862j 0.000889245-0.000547184j -0.00197765+0.0012494j 0.00446189-0.00426279j -0.00109104+0.00355085j 0.0045768-0.000117943j -0.00312056-0.00547545j 0.00366149+0.00128675j 0.00129167-0.00566701j -0.000631463+0.00689198j -0.00202443-0.00124362j -0.00063185-0.00173932j 0.00310574-0.0013349j 0.000216749+0.00181418j 0.000528828+0.00689151j 0.0026786+0.0100081j -0.00253694+0.00498855j -0.00108703+0.00449881j 0.00132197-0.00302273j 0.00311534+0.00126815j -0.00268225-2.84069e-05j 0.00632778-0.00162726j -0.00431746+0.00499543j -0.0030612+0.000623678j -0.00445873-0.00440986j -0.00550972+0.00252569j 0.00843088+0.00692706j -0.00252078+0.0101408j -0.000270099-0.0105594j 0.00443497-0.00566693j 0.00813498-0.000793301j -0.00190919+0.00173126j -0.00251819-0.001997j 0.00557967+0.00264392j 0.00224372+0.0013594j -0.0022943+0.00302453j 0.0027916+9.54573e-05j -0.000504617-0.00137384j -0.00139173+0.0035701j -0.00389628-0.00218598j -0.00415579+0.00149126j 0.0025566-0.000477396j -0.00454744-0.00172882j 0.00534537-0.00164062j -0.00313113-0.000337705j -0.00149577-0.00452033j 0.00194785+0.00053022j 0.00130897-0.00262509j 0.00395426+0.000696081j 0.000587983-8.06141e-06j 0.000568089+0.00103526j -0.00078501-0.00041652j -0.00188019-0.00111587j -0.00167673-0.000650293j 0.00041858-7.13292e-05j 0.000507945+0.000489216j -0.000782524-0.00143224j 0.000915238-0.000775727j 0.000470208+0.000287049j 0.000811332-0.00138196j 0.000895716-0.00120766j -0.000348533-0.000760073j 7.71655e-06-0.000182428j 
-0.000166984-0.000444082j 0.00105992-0.000107271j -0.0020343+0.00144948j 0.00589239+0.00409085j 0.00353713-0.00586261j -0.00583602-0.000758366j -0.00285108-0.0011628j 0.00505169-0.0030513j -0.00820299+0.00239082j 0.000250718+0.00704808j -0.00334544+0.00673307j -0.00266315+0.00971151j -0.00476831-0.0049221j -0.00274247+0.0059873j 0.00348873-0.00273639j -0.00592635-0.000613804j 0.0095988-0.00135947j 0.000816254+0.0121147j -0.00182611+0.00294405j -0.000799303+0.00224367j -0.000707698-0.00447328j 0.00555101-0.000167262j -0.00923423+0.00152741j 0.00277339-0.00238389j -0.00418964+0.00503278j 0.00374813-0.00061868j -0.0132861+0.00302438j -0.00458485+0.00297412j -0.00346625-0.00734776j 0.000614157-0.00307625j -0.000113182-0.00738429j -5.46292e-05+0.00438421j -0.00353295+0.00320424j 0.00123397+0.00528696j -0.00852452-0.0109965j 0.0046591+0.00359497j -0.00297911+0.00508549j 0.0024325-1.54111e-05j -0.00796431+0.0096074j -0.000879444-0.00250765j 0.0106103-0.00458956j 0.00169352-0.000522601j -0.00657854+1.62826e-05j -0.0017498+0.00170154j -0.00299371+0.00143025j -0.00961228-0.003124j -0.00656781+0.000895988j 0.00693897+0.00449493j -0.00882791+0.00272366j 0.00113592+0.00083431j -0.00187999-0.00445186j -0.00231249-0.00893422j -0.00587616+0.00368616j 0.00345369+0.00138354j -0.00264117-0.00334342j -0.000879594-0.000714305j 0.00458544+0.00172425j -0.000568878-0.000399732j 0.0019427-0.000298263j 0.00364158-0.0011766j 0.00213785+0.00356547j 0.00239653-0.0041213j -0.000269414+0.00306945j -0.00197576+0.00249896j -0.00364289+0.00112394j 0.0040185-0.00157869j -0.001594-0.000821722j -0.000479383+0.00110609j 0.000110781+0.00134704j 0.0020149-0.00076736j 
0.0020787+0.00121021j -0.000924857+0.00183614j 0.00532499+0.000893936j -0.00816598-0.00280845j 0.00137302+0.00855063j 0.0127735+0.00293552j 0.0027297+0.00801293j -0.00758751+0.00834441j 0.0100304-0.0010337j -0.00844924-0.0025899j -0.00685198-0.00472565j 0.0071359-0.00497233j 0.00781583+0.0155328j -0.00289828-0.00331911j -0.00125934-0.00393417j 0.00166907-0.00637494j -0.00417681+0.00379701j -0.00601163+0.000714163j -0.00266632+0.000939396j -0.0143336+0.00714767j -0.0027367+0.0115397j 0.00287626-0.00104559j 0.00748109+0.00450142j 0.00442369+0.00760737j -0.00953431+0.00177695j 0.00391722-0.000835135j 0.00800422+0.00650719j -0.000884603-0.00477701j -0.00156971+0.0105083j -0.00250712+0.0123767j 0.000215793+0.00467715j 0.0103884+0.00101539j 0.0134039-0.00194436j 0.00766711+0.000233464j 0.00514903+0.00124288j 0.00323498+0.00377919j -0.0050115+0.00733319j 0.000599021+0.00352637j -0.00492746-0.00597846j -0.0028587-0.00136536j -0.000145134-0.003414j 0.000323167-0.00260516j 0.00442426+0.00291892j -0.0018759+0.00295181j 0.00099888-0.00362182j 0.00685185+0.00365543j 0.00891274-0.00604967j -0.00128947+0.000633554j 0.000211134-0.000811813j -0.00693614-0.00511098j -0.00138067+0.00205269j 0.00205192+0.00850479j -0.00293105-0.00489081j -0.00144969-0.00104143j -0.00313383-0.00526915j 0.000683985+0.0037759j -0.00251288+0.000632879j -0.000619943-0.00289769j -0.000723604-0.00277793j 0.00108528+0.00328613j 0.00114476+0.00125029j 0.00142083+0.00265692j 0.00201734-0.00085323j -0.00199177+0.00209087j 0.00216705-0.00331345j -0.003832+0.00407343j 0.00184412-0.0026038j -0.000970057-0.000420545j 0.00104837-0.00245375j -0.00314136-0.00101574j 
-0.000171176+0.000775704j -0.000548267-0.000673052j 0.00109971+0.00110915j -0.0040918-0.00314173j -0.00356442+0.00470451j 0.00585736+0.00685792j 0.000684601+0.00551124j -0.00566582+0.00339216j 0.00328645+0.003193j -0.000490274-0.00270596j 0.00189751-0.00221349j 0.00805136-0.00184105j 9.30865e-05+0.00649536j -0.00193203+0.000222201j 0.00512655+0.00622267j 0.00335248+0.00401508j 0.00224387-0.00214332j 0.00427378-0.000464588j -0.00471847-0.00438152j 0.000112286+0.00554774j 0.00385157+0.00923924j 0.00311759-0.00565491j 0.01022-0.00383585j 0.00193146-0.00038662j 0.00313877+0.00742482j 0.00243247+0.000174354j 0.00173378+0.00131733j -0.00221846-0.00547727j 0.00249824+0.000757086j 0.000979318+0.00706114j -0.000227308+0.00217491j 0.0025964-0.00395515j 0.00546239-0.00048143j 0.00563719+0.00201371j 0.00429123+0.000655846j -0.00163235-0.00447104j -0.00529244+0.0022438j 0.00217632+0.00506453j 0.00191376-0.00660763j 9.04071e-05+0.00312804j -0.00026635-0.000874104j -0.000203738+0.00527822j 0.00313321+0.000128741j -0.00158926-0.0030977j -0.00148401-0.00182961j 0.00378311+0.00182869j 0.00152352-0.00128128j -0.00179744+0.000936624j 0.00154388-0.000172663j -0.00116833-0.000374076j -0.00144489+0.000249899j 0.00147853+0.00326306j 0.000322301-0.00244527j -0.00120383-0.00170312j 0.000652342-0.00241708j 0.00043274+0.00362637j -0.000373756+0.00152772j -0.00173461-0.00130023j 0.000992577-0.00157151j -0.000381746+0.000481508j 0.00120451+0.000255577j 0.00138744+0.00223708j 0.0010426-0.0018794j -0.00162278-0.00156471j 0.00262111-0.000286297j -0.00166417+0.000267425j -3.4663e-05+0.000467914j 0.000142773-0.00124927j 0.000218033-0.000531715j -0.00124296-0.000189734j 
0.000999465+0.000986588j -0.000607084+0.0021823j 0.00504234+0.000440532j 0.00179171+0.00482426j 0.00943983+0.00077419j -0.000102831-0.0115717j 0.00474179-0.00644934j 0.0112638+0.00330988j 0.000606514-0.0102844j -0.00323334-0.000785946j -0.00175789-0.00352784j -0.00889575-0.00465214j 0.0182184-0.00520279j 0.0053596-0.0064654j -0.0105556-0.00882193j -0.00300378-0.0106591j -0.00830852+0.0146929j -0.0109921-0.00744654j 0.00847214+0.00320305j -0.0105538-0.00169493j -0.0104588+0.00339895j -0.00333921+0.0100844j -0.00508478+0.00837516j -0.00462683+0.0112572j -0.00812679-0.0135249j -0.00423192+0.000950226j 0.00962082+0.000370865j 0.00221317+0.0076134j -0.00897459+0.00451125j -0.00367255+0.00104j -0.00647066+0.000905243j -0.00271145+0.000579955j 0.00023046+0.00936198j 0.00297951-0.0011589j -0.00083176+0.00200288j -0.00348286+0.00791814j 0.00729431+0.00162404j -0.00255172-0.00704684j -0.00303144-8.87214e-05j -0.00549345-0.00474242j 0.00120981+0.00222364j -0.00149834-0.00664754j -0.00105562+0.00656079j 0.0016058+0.00478878j 7.73012e-05-0.00161957j -6.71384e-05+0.00256439j -0.000881849-0.00155982j 0.0018002-0.00230851j 0.00073824+0.00242763j -0.00569236+0.00206505j 0.00532099-0.00127848j -6.87968e-05+0.0031652j 0.00318046+0.00196067j 0.00352564-0.000628975j -0.00268402+0.00115318j 0.000981185-0.00425081j -0.000800704-0.000651389j 0.00042925-0.000549348j -0.0017187-0.00306952j -0.00240934-0.000585715j -0.00135904+0.00140142j -0.00266906+0.000384321j -0.000993542+0.000174904j 0.00224347+0.00488951j 0.00246295-0.00104306j 0.0017196+9.27252e-05j 0.000802882-0.000776198j -0.000796075+0.00118163j 0.00161543-0.000322768j 0.000341993-0.0009598j 
-0.000457441+0.000780131j -0.000576416+0.000577398j 0.0015753+0.000924287j 0.000585188+0.000549042j 0.00133519-0.000623689j -0.000710309+0.00188059j 0.00293775-0.00139825j 0.00480783+0.00265206j 0.00278055+0.001844j 0.00158016-0.00342885j 0.00540393+0.000458298j -0.000204996-0.00423409j 0.0123446-0.00139234j 0.0051391+0.000471223j -0.00185783+0.00298997j 0.000797152+0.000173503j 0.000527283+0.00773321j -0.00214346-0.00030452j -0.00227089-0.00100094j -0.000538752+0.00308198j -0.00257398+0.010082j -0.00566829-0.00254687j 0.00716131-0.00776301j -0.00208728+0.00463146j 0.000778585+0.00124355j 0.000149152+0.00286279j 0.00575533-0.00288678j -0.00160998-0.0017183j -0.00406573+0.00282558j -0.00200616+0.00639907j -0.00622439+0.000325764j -0.00171-0.00160139j 0.00259397+0.00735181j 0.0064428+0.00126399j 0.000574801-0.0067247j -0.00162243-0.00154521j 0.000464213+0.00801733j -0.0014794+0.00551972j 0.00343601-0.00578332j -0.00448992+0.000481522j 0.00252294+0.00340252j -0.00328517+0.00553189j 0.000335848+0.00154508j 0.00075784+0.000453487j -0.00177984-0.000727863j 0.00105222+0.00369066j -0.00123434-0.000682411j -0.00165299-0.00022469j 0.000723399+0.00154977j -0.0021674+0.00168697j 0.00274959-0.00045274j -0.00191615+0.000173457j 0.00295717+0.000560187j 0.000885904-0.00217398j 0.000515479-0.00208259j 0.00337183+0.00208354j 0.00210084+0.00162789j -0.00112136-0.000899816j 7.74464e-05-0.0014517j -0.00229948-0.00121537j 0.00058406+0.000159432j -0.000386464-0.000172572j -0.000102132-0.00185668j 0.000707575+0.00069434j 0.00333248+0.000433452j 0.00112513-0.00224789j 6.13053e-05+0.000733799j 0.000434438-2.61846e-06j 0.000810109-0.000167068j 0.000233402-0.000409619j 
-0.000333505-0.000553886j 0.00141938-0.00107029j -0.00119442-8.2174e-06j 0.000259029+0.000316353j -0.00304577+0.00148365j 0.000127716+0.000838506j -0.00656622+0.000792405j -0.00173552-0.00241273j 0.00190358+0.00102197j -0.00334069+0.000564164j -0.000719817-0.00390379j -0.00155311+0.00529485j -0.00755554-0.00445412j 0.0010584-0.00738186j 0.000616463+0.000929631j 0.00238099-0.00169768j 0.00259326-0.00641797j 6.94893e-05-0.00262436j 0.000931755+0.00264987j -0.00557719+0.00170344j 0.00412624-0.00370255j 0.00921581+0.00487118j 0.00427635+0.00469869j -5.73108e-05+0.00274805j 0.00345138+0.00250932j -0.00435637-0.000837889j 0.00272283+0.00422669j -0.00167255-0.000679596j -0.00112222-0.00532055j -0.00253147+0.00257357j -0.000476596+0.00160273j -0.00193441-0.00349027j -0.0072528-0.00306774j -0.00418883+0.000242595j 0.00314545+0.0031702j 0.00406036-0.000586798j -0.000597366-0.00355314j 0.00127871-0.000540013j -0.00229672+0.00429674j -0.00391455-0.000328656j -0.0014697-0.000514513j 0.00241714-0.0026239j 0.00147222+0.00382619j 0.00108965+0.00128429j 0.00141143-0.00118566j 0.000307546-0.000945067j -3.81734e-05+0.00240948j -0.00195761-0.000667106j 0.00290359-0.000110268j 0.000344055-0.0019264j 5.04941e-05-0.000900185j -0.00109533+0.000948307j 0.000281418-0.00257992j 0.000369752-0.000147308j -0.000471793+6.54048e-05j 0.00264986-0.000598348j -0.00236261-0.000867079j -0.000269309+0.00173254j -0.000902063+0.00249567j -0.000133791+0.000164682j -0.00190118-0.00270401j 0.000117241-0.000315045j 0.00114179-0.000392879j -0.000150487-0.00317986j 0.000200941-0.000257234j -0.00193246+0.000672469j 0.000771999-0.000952682j 0.000775997-0.00140863j -0.00131349+0.000684531j 0.000351463+0.000608034j 
-0.000292868-0.000316189j 0.000280509+0.000257679j -0.00366322+5.13323e-05j 0.00180294+0.00073778j -0.00367691-0.00257426j -0.00528335+0.00598002j -0.00587979-0.00280335j -0.00158813-0.0033078j 0.00262039+0.00539173j 0.00307371-0.00507558j 0.00491766-6.51144e-06j -0.000360243-0.00211645j -0.00199413-0.0032309j 0.00245109-0.00114824j -0.0026786+0.00542289j 0.00162416+0.00198629j 0.00270876+0.00169765j -0.000912144+0.0039621j -0.00448157+0.00116088j 0.00275146-0.0020698j 0.00484656-0.000319109j -0.00645898-0.000162394j 0.0070277-0.0108726j 0.00116891+0.000222724j 0.00694657+0.00208054j -0.00195752+0.00172256j 0.00342272-0.00712467j -0.000801004-0.00315978j 0.00193022-0.000777865j 0.000324514+0.00200185j -0.00150799+0.00160481j -0.00679506+0.00076404j -0.00506192+5.45234e-05j -0.000850686-0.00293048j 0.00357763-0.00499678j 0.00194764-0.00423672j -0.00226862+0.0012256j -0.000848511+0.00397125j 0.00557438+0.000475379j -0.0013506+0.000303274j -0.00111676+0.00324127j -0.00209628+0.00286384j -0.000593194-0.00169524j 0.00490244+9.71017e-05j 0.00118587+0.00173024j 0.0026533+0.00160059j 0.0009147+0.00189684j -0.00536429-0.00197024j 0.00471422-0.000239009j 0.00177468-0.000177304j 0.00141707+0.00119216j -0.00172253+0.00190653j 0.0022719+0.000169002j -0.00124242-0.00259532j 0.000742249-0.000651906j 0.00556083+0.00310726j -0.00075591-0.00110682j 0.00075378+0.00189951j -0.00201895+0.00345003j -0.00264287+0.00163839j -0.00176343-0.00514122j -0.00241316-0.000603674j 0.0014961-0.00198265j 0.0021909-0.00529922j 0.00171273+0.000870875j -0.00234794+8.61814e-05j 0.00206415-0.000657414j 0.00291311-0.000558681j -0.000845332+0.000681056j 0.000559061+0.00112327j 
-0.000225504+0.00123311j -0.000911943-0.000658908j -0.00317531-0.00240793j 0.00363951+0.00173312j -0.000650905-0.00659347j -0.00201511+0.00563515j -0.0106057+0.00107989j -0.00526845-0.00134776j 0.00393325+0.00723767j 0.00298234-0.000478794j -0.00131391+0.00365297j 0.00180336+0.000563308j -0.00817149+0.00478387j -0.000179361-0.000926599j -0.00255534+0.000909942j -0.00688286-0.000747536j 0.0049874+0.00289524j 0.00311738+0.0125915j -0.00207955+0.00387378j -0.00281494+0.000344784j 0.0019146-0.0025571j -0.00304099+0.00199022j -0.00048675-0.00367463j 0.00695808-0.00442943j 0.00224314+0.00194513j 0.00035575+0.000428578j -6.94458e-05-0.00129089j -0.000663163-0.00201559j 0.00433028+0.00265233j 0.00161996+0.00100094j 0.00173421-0.00275127j -0.00299106+0.00205365j -0.000693983-0.00316046j -0.000537385+0.000579458j -0.00136346-0.00379367j 0.00451613+0.000762047j -0.00420456+0.00311856j 0.00326868-0.000258985j -0.00219955+0.00546684j 0.00411157+5.37899e-05j 0.00272188-0.00149904j -0.00192733-0.00367586j -0.00471922+0.00190891j 0.00358039+0.00227717j -0.00108165+0.000935349j 0.000405325-0.000228577j 0.00335644-0.000147058j 0.00175791-0.00146743j -0.000605491+0.00342961j -0.0013306-0.00105129j -0.0020345+0.000294341j -0.00108477+0.00229733j -0.00373792+0.0042586j 0.000607092-0.00254681j -0.00516409-0.00151826j 0.00573697+0.00237692j 0.000478927+0.000942605j 0.00274502+0.00133722j -0.00142695+0.000913684j 0.00112363+0.0032008j -0.000334954-0.00303512j -0.00201431-0.00324712j 0.0023572-0.00323928j 0.000603672-0.000565418j 0.000401725+0.000755618j -0.00401849+0.000503919j 0.00209979-0.00206922j 0.00137578+0.00277486j -0.00152327+0.00225806j 0.00183688+0.000915984j 
