-0.104288+0.00623211j -0.0389553-0.110117j -0.102406+0.0230596j 0.0971851+0.121859j 0.0495795-0.130967j 0.121271-0.036691j -0.145758-0.130798j -0.0720099+0.194504j -0.0473549+0.107467j 0.00551985+0.0262366j -0.0653798-0.0520191j 0.0835379-0.256688j -0.182357+0.0591488j 0.154718-0.0717602j -0.00226284+0.0806619j -0.0528348-0.1092j -0.0412817+0.00727567j 0.0693763+0.000740591j -0.0448159+0.0674048j -0.027001-0.112064j -0.0018479-0.0295343j 0.00589555+0.0268232j 0.0286313-0.041911j 0.202106+0.122909j 0.0218019-0.0610848j -0.108265-0.104158j -0.0332074+0.0137317j -0.0487998-0.0600436j 0.0161146+0.034376j -0.0728575-0.0465843j -0.115321+0.00367879j -0.125987-0.0174242j -0.0778042+0.0403483j -0.0791356+0.073135j -0.0383363+0.0564222j 0.00882145-0.115074j -0.00239528-0.00993219j -0.0930199+0.0524113j 0.105054+0.12826j 0.100266-0.0146464j 0.0137018-0.0284943j 0.00931523+0.0834817j 0.0108189+0.0961296j -0.0230254+0.0807821j -0.0543513-0.0209597j 0.0666112-0.179489j -0.0217582-0.0179831j 0.0929309+0.0108615j -0.0433569-0.0300138j 0.0532493+0.0680378j 0.084006+0.00760365j 0.0963903+0.0131433j -0.0176994+0.0427511j 0.039108+0.0564621j -0.0283928-0.013195j -0.00435565-0.00600593j -0.0161695+0.0321291j 0.0386596+0.0213495j -0.0730299+0.0288201j 0.102012+0.0214351j -0.0765575+0.047596j -0.20566+0.0326993j 0.093997-0.133929j -0.126748-0.0031914j 0.00219749-0.103198j -0.180509+0.00817208j -0.039565-0.126832j 0.0737659+0.0436179j -0.0576524+0.153416j 0.130173+0.106492j 
0.000659651+0.00164184j -0.00150034+0.000780871j -0.00103654+0.00182161j 0.00115855+0.00294152j 0.00259113+0.00301898j -0.00151737+0.00146265j 0.00136405+0.000137227j 0.000675182+0.00104969j 0.00209213+0.00164956j -0.000634887+0.00219451j 0.000284651-0.000750749j 1.50286e-05+0.00157527j 0.000208378+0.00038373j 0.001465+0.00105855j 0.00362776-0.000808009j 0.00218331-0.00154008j 0.000945477+0.000867753j 0.000225176+0.000482313j -0.0024207+0.000802057j 0.000950193-0.00105857j 0.000147611-7.6928e-05j 0.00261739-0.000953492j -0.00141585-0.000352471j 3.17319e-05-0.000137018j -0.000188948+7.82447e-06j -0.00217457-0.000573218j -0.00159678-0.00118412j -0.00296411+0.00167062j -0.000273908+0.00198183j -0.00137302+0.000857949j -0.00234284-0.000536892j 0.000304498+0.000865708j -0.00183726+0.00175359j 0.00241747+0.00185933j 0.000839988-0.0041943j -0.00125371+0.00162783j 0.00105678-0.000133518j 0.000690156+0.00121552j -0.00191316-0.00230948j 0.00104759-0.00361363j -0.00105536-0.00143699j -0.00142575-0.000755452j -0.00231986-0.00249484j 0.00150016-0.00428976j 0.00402109+0.000455949j -0.00372043+0.000918624j -0.00149994-0.00168286j -0.00316948+0.00567612j -0.00599913+0.00312323j -0.000406705+3.41371e-05j -0.00410014-0.000915307j -0.00129654+0.000138818j 0.0025545-0.00233044j 0.00122243-0.00175663j 0.000641613+0.00139155j -0.000721736-0.000771219j 0.0018696-0.00109292j -3.95104e-06-0.00214049j 0.000350938-0.00246879j 0.00241784-0.000988403j 0.00287889+0.000304796j -0.00249701-0.00206026j 0.000272102+0.00155541j -0.00324106+0.000682895j -0.00231771-0.00176065j 0.00329244-0.00322958j 0.00539355-0.000852007j 0.000611507-0.00102583j 0.00215459-0.00106827j 0.000250375-0.00192726j 
0.000883768-0.000380937j -0.000102341+0.00123585j -0.00367113+0.00172632j 0.00156211+0.00352449j 0.0010817+0.00107715j -0.000444406+0.00300486j 0.00355966-0.000221482j 0.000113948+0.00361209j 0.00292781-0.00059851j 0.00103128+0.000215473j -0.000664511-0.000912782j -0.00125612-1.27027e-06j 0.000816235+0.00155231j 0.00157692-0.00126916j 0.00341622-0.000552619j 0.00127704-0.000514261j 0.00171199-0.000415818j -0.00233201+0.00236704j 0.000239533-0.00182757j 0.00108859-0.00190416j 0.00420045-0.000283137j 0.0024827-0.000500169j -0.00207225-0.00137349j -0.00206777-0.00279388j -0.00333767+0.000490329j -0.00123357-0.000423294j -0.000647643-6.09884e-05j 0.000941542+0.00269723j 0.00073234+1.87683e-05j 0.00131704+0.000995094j -0.00214991+0.00191253j -0.00223141+0.00409244j -0.0034306+0.00116757j 0.000255048+0.00308091j -0.00337482-0.00129725j 0.000933085-0.00305512j -0.00400834-0.00222128j -0.00689096-0.00297308j 0.00232301+0.00116275j -0.00340413+0.00192134j -0.00309357+0.00355064j -0.00509197+0.00635464j 0.000334186+0.00523662j -0.00294577-0.00224366j 0.00291726-0.00120031j 0.00075675+0.0046123j -0.00299844-0.00198585j 0.00442408+0.00266879j -0.00471178+0.00120886j -0.000638975+0.00440069j 3.62968e-05+0.00810443j 0.000126696-0.000248885j -0.00102334-0.00338939j -0.00226332+0.00251355j 0.0005794+0.000108737j 0.000460397+0.00115142j -0.0050973-0.00128826j -0.00199611+0.000953811j -0.00291942+0.000852711j -0.000327449-0.00188343j -0.00118164+0.00236088j 0.0029948+0.000176235j -0.0036817+5.94586e-05j -0.000280827-0.0037103j 0.00303867+0.00181208j 0.00176696+0.00151391j 0.00130666-0.00564697j 0.00284337+0.00588754j -0.000446799+0.000655572j -0.000483072+0.000333295j 
-0.00305498-0.000143836j 0.00166118-0.00350376j 0.00196749-0.00170068j -0.00111508-0.00417133j 8.76323e-06-0.00582424j 0.00435846+0.00332387j -0.00257683+0.00278896j 0.00170909-0.00175544j -0.00291048-0.000915474j -0.00187772-0.00316601j -0.0030585+0.000634277j 0.00101151-0.00337478j 0.0033783+0.000182082j -0.00214898-0.00126485j -0.00404826+0.00317007j -0.00774672+0.000874576j -0.000205656+0.00339253j 0.00431388+0.00200788j 0.00521136+0.000428793j -0.00471576+0.000854457j -0.00114057+0.00205157j -0.000271637+0.00515199j 0.000367464-0.00012638j 0.00133864-1.14457e-05j -0.00246605-0.00140439j -0.00102372+0.00108041j 0.00326942+0.000933079j 0.00655739-0.00128025j -0.00167102+0.00464481j 0.00219429+0.0021965j 0.00235727+0.00254854j 0.00554137+0.00385679j 0.00437961+0.00215528j -0.0049945-0.00235286j -0.00120924+0.00533646j -0.00550417+0.0047996j 0.0022713+0.00074736j -0.0016146+0.00441504j -0.00141987+0.00492162j 0.00498627+0.00604116j 0.00381284+0.000341414j 0.00422319-0.00108371j 0.000789671+0.000534853j -0.00368634+0.00243871j -0.00651056+0.000299147j -0.000410314-0.00339735j 0.00465408+0.00657206j 0.00395944-0.000309461j 0.000538694-0.00175523j 0.00201259+0.00323508j -0.000509215-0.00214792j -0.000318753+0.00184988j -0.00107739+0.0125678j 0.00340637+0.00269809j -0.0027854-0.00144389j 0.000137529-0.00247672j 0.00452729+0.0015714j -0.00424251-0.000376646j 0.00121225-0.00710965j 0.00111301+0.00323783j -0.0048816-0.000493546j 0.00142249+0.0014923j 0.0027174-0.00855562j 0.00339179+0.00305971j 0.00400874+0.00769843j -0.00254522+0.001043j -0.00291969+0.00327914j -0.000430772-0.00334048j -0.0030501+0.00112509j 0.00152383+0.00172743j 
-0.00194367-0.00338177j 0.00386163-0.00226434j 0.000407261-0.00324264j -0.000590301-0.00586573j -0.00292155-0.0031788j -0.000341173+0.00142451j -0.00195351-0.000387379j 0.00150754-0.00496949j -0.00126022+0.000678008j 0.00133292-0.00653937j 0.00243689+0.000147039j -0.00175151-0.00260326j 0.00355725-0.0028278j 0.00091193-0.000221472j -0.00484302+0.00257555j 1.37439e-05+0.000464798j -0.0037641+0.00194498j -0.00404218-0.00213629j 0.00142064+0.00164235j 0.00295861+0.00179488j -0.000742954-0.00407086j -0.00729134+0.00102642j 0.0069512-0.000879695j -0.000708488-0.000915041j 0.00525323-0.00120689j -0.000892924+8.29725e-05j 0.00420227-0.000478337j 0.0027407-0.00227412j -0.00189176-0.00249143j -0.00056198-0.00641624j -0.000875405-0.000667536j -0.00265694-0.00246671j 3.30054e-05-0.0016975j -0.00191383-0.00295695j 0.00689696+0.00572928j 0.000799994-0.00312175j -0.00236943+0.00340633j -0.00231917+0.00265685j 0.00525913-0.00062848j 8.22555e-05+0.00146152j 0.00021346-0.00232305j 0.00600571+0.000570875j 0.00150897-0.00450227j 0.00271221+0.00725456j -0.000464375+0.00305907j 0.00546558-0.00411895j 0.00253553+0.00353275j -0.00808794-0.0113812j 0.0064105-0.00581288j 0.00401885-0.00151913j 0.00466568-0.000440535j 0.00192781-0.0022532j -0.000482309+0.00248786j 0.0026254+0.00107932j 0.000752479-0.00222309j 0.00180547+0.00409894j -0.00367976-0.000996785j -0.00149491+0.00533592j -0.00218599+0.00254937j -0.00524228-0.000671794j -0.0070378-0.00491851j -0.00145308+0.00253102j 0.000312145-0.00514328j 0.00552135-0.00189102j 0.00316513+0.00630549j -0.00350812+0.00325638j -0.00409417+0.00445741j 0.000133325-0.00434312j -0.00306377-0.000482874j -0.000379078+0.002161j 
-0.00219499-0.000765725j 0.00198296-0.00203611j -0.00114922-0.00232475j 0.001159-0.00109181j 0.0010599-0.00331752j -5.2801e-05+0.0036148j 0.000537207-0.000134346j 0.00113192+0.000299582j -0.000965787+0.00149409j -0.000702793-0.00232253j 0.000734785-0.00011201j -0.000858817-0.00183251j 0.00289252-0.00130766j 0.00321933-0.00179384j -0.00042932+0.00233909j -0.00170364+0.000340198j -0.00118616+0.00156914j 0.000114083-0.00132953j 0.00133442+0.000522785j -0.000836226+0.0010617j 0.00231865-0.000856543j -0.00279042+0.00121166j 0.00203583-0.000177464j -0.00152329-0.00289433j 0.000660892-0.000927831j -0.00315548-0.00161747j 0.00166005-0.00175347j 0.000166599+0.00326653j 0.00175562+0.00302827j -0.000529581-0.000804113j -0.00532608-0.000166557j 0.00549135+0.00523342j 0.00305091+0.00197201j -0.00183844+0.00353865j 0.00400684-0.00145789j -0.00428435-0.00185734j -0.00459436-0.00162639j -0.00851191+0.00722336j -0.000640911-0.00273415j 0.00300807+0.000751148j -0.000590332-0.00362085j 0.00131803+0.00734627j 0.00230376-0.0023541j -0.00195396-0.00459433j 0.00194595-0.000598015j 0.00449783-0.0036978j 0.00102405+0.00269465j -0.00379966+0.00257079j -0.0126657+0.00121972j 0.00669214+0.00393507j -0.00411483-0.000742807j 0.000846859-4.90268e-05j -0.00176257+0.000301857j 0.00548638+0.00996455j 0.00238872-0.00187042j -0.000931949+0.00357426j -0.000566399-0.00597111j -0.010419+0.00355143j -0.00233665-0.00671278j 0.000733645-0.00407963j -0.00189893-0.000269734j 8.87769e-05-0.00157518j 0.001932-0.0074333j 0.00378197+0.00215781j 0.00205592+0.00674922j -0.00254803-0.00196778j -0.00127728+0.00191126j 0.00162823-0.000741103j -0.00243483-7.66793e-05j 0.00111565+0.00103602j 
0.000659491+0.000636985j -0.00151199-0.000166986j -0.0011306+0.000559549j 0.000646468+0.00257428j 0.00424591-0.00102034j -0.00200553+0.000948427j -0.00229047+0.00418373j -0.000182472+0.00164475j 0.00485561+0.000660324j 0.00231133+0.00189798j 0.000688229-0.00191536j -0.00115453+0.000329348j -0.000699096+0.000370386j 0.00143908-0.00214809j -0.00149382-0.00341624j -0.00286371-0.00078238j 0.0037673+0.00070041j -0.00189743+0.00456922j 0.00257011+0.00175005j 0.0058605-0.000720782j -0.00344928+0.00161617j 0.00138783+0.00190499j -0.00110207-0.00163672j 0.00265883-0.000763252j -0.00156229-0.00248641j -0.00284402-0.000842902j 0.00321789-0.00670227j -0.000726903+0.00685455j -0.00111081+0.00745908j 0.00294096-0.00225839j -0.00755454+0.00375411j 0.00314676+0.00193987j -0.00314928+0.00492686j 0.00812462-0.00260417j -0.0029499+0.000697617j 0.00168798+0.00888994j 0.00373703+0.000580995j -0.00371649-0.0101099j 0.00326007+0.00188146j -0.00669477-0.000947422j -0.00376156-0.00142244j -0.0120263-0.00345423j -0.00229961+0.00987292j 0.0080817+0.000822201j 0.00492864-0.000307176j -0.0058928+0.0121948j -0.00458544-0.0135653j 0.00673616+0.00791674j 0.00404882+0.0105474j -0.0100523-0.00255816j -0.0105172+0.00391448j -0.00697739+0.00502978j 0.0130433-0.00718167j -0.00557488-0.0174345j -0.00421409+0.0104332j 0.0110087-0.0100185j -0.00459631-0.00407437j 0.0170008+0.00578121j -0.0102624+0.00394594j 0.00204155-0.00276145j 0.00437118+0.000559639j 0.000530505-0.00745045j -0.0120807+0.00113622j -0.00608182-0.00630461j 0.00233133-0.0110721j 0.00778678+0.00236882j 0.00453242-0.0069391j -0.00243306+0.00260461j -0.000468504+0.00208609j 0.000519416+0.000335837j 
-8.10081e-05+0.00169933j -0.00160536+0.000202576j 5.61995e-05+0.000915243j 0.00211556+0.00188375j 0.00170623+0.000344996j -0.00136516+4.2837e-05j 0.00131835-0.000172802j -0.000357387+0.000634935j -0.000665305+0.00107476j -0.000594703+0.000651289j 0.000608076+0.00152854j -0.000163898+0.00169483j -0.000821211+0.00165061j 0.00114156-0.000267949j 0.00207571-0.00120212j -5.96319e-05-0.000572357j 0.000944804-9.10327e-05j 0.00243753-0.00158693j -0.00222924+0.00183024j -0.00177317-0.00265509j 0.000139648+0.00265178j 8.53504e-05-0.00236124j 9.19341e-06-0.000286801j 0.00177509+0.00102132j 0.00083982-6.39176e-05j -0.00106488-0.000287899j -0.000969259+0.00149259j -0.00250021+7.31158e-05j 0.00111077+0.00299517j -0.00182154+0.00271057j 0.00178183+2.32801e-05j 0.00298232-0.00140041j 0.00174043+0.00293671j 0.000745768+0.00545295j 0.0012617-0.00826769j 0.00149002+0.00102514j 0.00117155+0.000274689j 0.00222335+0.00327213j -0.00369041-0.00153632j 0.00201641-0.00284224j 0.00276533+0.000532288j 0.00141259-0.000526796j -0.00163413+0.000243468j 0.00184529-0.002476j 0.000940632-0.00133657j -0.00106139+0.00356869j -0.000234475-0.000120468j 0.000912029+0.00673065j -0.00361708+0.00268553j 0.000724817+0.000397029j -0.00282763+0.000485973j -0.00163314-0.000269346j 0.000453618-0.00296963j -0.00151879+0.00021657j 0.00175851+0.000335039j -0.00140001-0.00168515j 0.003933-0.00237722j -0.00129673-0.00434297j 0.00216669-0.00201406j 0.00241469-0.00249j 0.00508631+0.00143337j -0.00174083-0.00156257j 0.00267215+0.00278572j -0.00210491+0.00318529j -0.00261209-0.000131987j 0.00119356-0.00420729j -0.000899492-0.000203461j -0.000325575+0.000985518j 0.00148776+0.000135758j 0.000439643-0.00140097j 
-0.00237652+0.00098828j -0.00177019-0.0015362j 0.00203817-0.0038162j -0.00201232-0.000596305j -0.00418959-0.00231928j -0.00353885-0.00480409j -0.00177135-0.00185743j -0.0036415-0.000685483j -0.000698157+0.00251699j -0.000984513+0.00151343j 0.000847523+0.00179554j 0.00179057+0.0039012j -0.00358661-0.000469546j 0.00135924-0.000286002j -0.00303159+0.00445269j 0.000452851+0.00494251j -0.0024506+0.000381416j -0.000293899-0.00247868j 0.00109195+0.0073015j -0.00055861+0.00138514j -0.00598627+0.00476002j -0.00281542+0.00016769j 0.00297145+0.00131833j 0.00710579+0.00178681j 0.00617566-0.00541986j 0.00253474-0.00189172j -0.000668066-0.00122141j -0.00728582+0.00201112j 0.000166847-0.0041887j -0.000150101+0.000755097j -0.00479972-0.00306284j -0.00163159-0.00892955j 0.0023188-0.00901361j -0.00630517-0.00924904j 0.00677695+0.0038229j -0.000437721+0.000455978j 0.0100381-0.00202095j 0.0123168-0.00533746j -0.00598898-0.00268487j -0.00262906-0.0056166j -0.00394988-0.0144118j -0.00358152-0.00836193j 0.00121917-0.00556964j 0.00596988-0.00289825j -0.00495091+0.000370365j -0.00203483-0.00855416j -0.00021757-0.00854239j -0.0132465-0.00325762j 0.00176425-0.00350694j -0.00326788-0.0165381j -0.00865235-0.0102857j 0.00598336-0.00237492j 0.00186467-0.00394271j -0.000416051-0.00510289j 0.00271853+0.000991459j 0.00133273+0.000351729j 0.00289191+0.00120936j 0.0106175-0.0105832j 0.00921499+0.00677419j 4.7947e-05-0.00258001j 0.00542677-0.00623589j -0.00571247+0.00102756j 0.006489+0.00545338j -0.00284728+0.00735608j -0.0112191+0.000652735j -0.00492474-0.00660901j -0.00665078+0.00513008j -0.0067013+0.00200992j 0.000971781+0.00107897j 0.00103387-0.000831235j 
-0.0031686+0.00238037j -0.00232803-0.00266207j 0.00126381+4.02284e-05j 0.00417735+0.00169553j -0.000914984-0.00308345j -0.00268293-0.00120965j 0.00108492+0.00205612j -0.000115164+1.45703e-05j -0.00129953+0.00199672j -0.00195533-0.0021522j 0.001604+0.0040383j -0.000746025+0.00392374j 0.00182133+0.00229166j 0.00173453-0.000535662j -8.00477e-05+0.00205763j -0.00105384+0.00365832j -0.00165033+0.00183135j 0.00226349-0.00426063j -0.000529163+0.00726792j -0.0021143-0.00319891j -0.00486462+0.00694171j -0.00173768-0.000629851j 0.00327123-0.000727526j 0.00628996+0.0041561j 0.00547801-0.0035523j -0.00460369-0.00128381j 0.00146055-0.00188386j -0.00331935+0.000353576j 0.000591487+0.00614666j -0.00350475+0.00187083j -0.00181973+0.00304482j 0.00653639-0.00445492j 0.00220365+0.00132558j -0.000549771-0.0020303j 0.00532215-0.00548919j -0.00249463+0.00474946j 0.00416222+0.00243568j 0.00883146+0.00737501j -0.0110437+0.00157069j 0.00397643-0.00665712j 9.52221e-05-0.00757853j 0.000362687-0.00876389j -0.00151687-0.00375513j 0.00948244-0.00459234j -0.00143563+0.000474913j -0.0071154+0.00415787j 0.000727006-0.00301878j -0.00365592+0.00672012j -0.00125948+0.0027815j -0.000823264-0.00580329j -0.0125446-0.0020888j 0.00054034+0.000876279j 0.00648589-0.00216927j -0.00537167-0.00193861j 0.00530624+0.00418028j 0.00265893-0.00644101j 0.00365035-0.00570964j 0.00264904-0.0114661j 0.00483023-0.000117192j 0.00300401-0.00581883j 0.00796296-0.00316946j -0.00726607-0.00358028j 0.00649337+0.00378136j -0.00192821+0.00626244j -0.00660836+0.00306248j 0.00303003-0.00868214j -0.00627771+0.00253247j -0.00384292-6.31316e-05j 0.00245026+0.00235495j 0.00260444-0.00250143j 
0.00222695-0.000378539j 0.000711565+0.00166573j 0.00100901+0.00200851j -0.00124247+0.00258967j 0.000166034+0.0015895j 0.00503469-0.00327032j 0.0014491+0.0016396j -0.000774906+0.00265089j -0.00261419-0.00485359j -0.000626875+0.0035932j -0.00588201+0.000178419j 0.00126186-0.0024115j -0.00165092+0.000145547j -0.0026147+0.00351887j 0.00143809-0.000549572j -0.00303821+0.00352226j 0.00146639-0.00349087j 0.00596826+0.00147393j 9.8964e-05-0.0076057j -0.00291045+0.0030979j -0.000345041-0.00132846j 0.00935947+0.000333169j -0.00885514+0.00385138j -0.00367863+0.00193016j -0.00743361+0.00543818j 0.00318329+0.000818862j -0.00505501-0.00259854j 0.00417193+0.000743824j 0.00229005+0.000374088j 0.00684699+0.00644452j -3.2574e-05+0.00238331j 0.00590666+0.0102131j -0.000743506+0.00116786j -0.00599981-0.00631695j -0.00726148+0.0100782j -0.00679552+0.00366592j -0.000304081-0.00351511j -0.000148-0.00123531j -0.00109598+0.0083377j 0.00148233+0.0056987j 0.000356727+0.0033535j -0.00361911+0.00551923j 0.00376834+0.00135738j -0.01195-0.00390176j -0.00438676-0.000701996j -0.00511628-0.00334548j 0.00519306+0.0017125j 0.00850193+0.00179678j -0.00618202+0.00032103j -0.0010787+0.00503167j -0.00353169-0.00312486j 0.00280939+0.00477218j 0.000469348+0.0111088j 0.00579926+0.00492913j -0.00515623+0.00266672j -0.00325022-0.00324206j -0.000110849+0.00386582j -0.00577728+0.000817641j -0.00155557-0.00610079j 0.00618386+0.00531351j 4.70573e-05+0.00631709j 0.00448338+0.00274999j -0.00124603-0.000119508j 0.00367691-0.000880914j 0.00103812-0.00240149j 0.00169727+0.00563648j 0.00282884-0.00352259j 0.0017173+0.000483827j -0.000726856+1.04082e-05j -0.000115115+0.000938766j 
0.000862943+0.00104097j -0.0017709+0.00147096j 0.000804879+0.00221437j 0.00131207-0.00113554j 0.000250591+0.00191983j -0.00135403+0.0017492j 0.000906418+0.00100088j 0.00137259-0.000737157j -0.00135133-1.22513e-05j 0.000370835-0.00295606j -0.00161043-0.000139449j 0.000201915-0.000767488j -0.00108828+0.00126091j -0.000434369+0.000435016j 0.00370148-0.00258502j 0.0025549-0.00327623j -0.00185022+0.00115445j -0.00543867+0.0029022j -0.00570844+0.00288102j -0.00464736-0.00117662j 0.00387862-0.00180252j 0.000149072-0.00128741j -0.00314251-0.00414704j 0.00171258-0.0031655j 0.00329988+0.00403004j -0.00181425+0.0011419j -0.00435276+0.000204668j -0.00530003-0.0034145j -0.00124034+0.00256471j -0.00929845+0.00233869j -0.000500799-0.00105824j -0.0039207-0.00412608j -0.010423-0.000965782j -0.00145089-0.00286696j 0.00559039+0.00537017j 0.0017821+0.00974392j -0.0106775+0.0113523j 0.00613301+0.0039853j -0.00676281+0.00298964j 0.000678375-0.00323001j 0.00191613+0.00537037j -0.0075458+0.000908891j -0.00339927-0.0017735j 0.00200655-0.00032193j 0.00631184+0.00239935j 0.00222+0.0069211j -0.00250276+0.00264429j -0.00108692-0.00782807j -0.00024168-0.00239653j 0.000894324+0.00172833j -0.00310742+0.00020469j -0.00189991+0.00231975j -0.00314251-0.0030401j -0.00117623+0.00826905j 0.00396451-0.00564292j 0.00384412-0.00091168j -0.00585301+0.00216238j -0.000576321+0.00148088j 0.000706074+0.00229768j -0.000905319+0.00125733j 0.00250498+0.000171281j -0.00391221+0.000211806j 0.000662547+0.00171061j -0.00295733+0.000221898j 0.000135376-0.000947368j 0.00089001-0.000742956j -0.000113823+8.10269e-05j -0.000209002-0.000923354j 0.00262408-0.000907192j -0.000522284-0.00156067j 
-0.000287188+0.000780463j -0.00110165-0.000385446j 0.00407703+0.00189334j -0.000534566-0.00331984j -0.00365828-0.00134766j 0.0021164-0.00202858j -0.00138978+0.00280101j -0.000627187-0.00314777j -0.00286379-0.00370456j -0.00151459-0.00183277j -0.000156647+0.00430651j 5.84295e-05+0.00181996j 0.00337307-0.00177867j -0.00289588+0.00159893j -0.000397902+0.00154837j -0.00423703+0.00135281j 0.00154668+0.0016822j 0.00606544+0.000676328j 0.000565346+0.00218676j -0.00666204-0.000615384j -0.00104166+0.00448242j 0.00230719+0.00271111j -0.000848826+0.000347506j 0.00781181+0.00194917j -0.00180413+0.00204036j 0.00413413+0.00261351j 0.00413717+0.00378163j 0.00265168-0.0118137j -0.00455364+0.00632881j 0.000869934+0.00131132j 0.0157218-0.0044457j -0.000761349-0.00196596j 0.00257942-1.75591e-05j -0.0081362-0.000234318j -0.00388725+0.00845031j 0.000495534+0.00368064j 0.00586062-0.00172392j 0.0113017-0.0051696j 0.00326694+0.00854283j 0.00643733+0.00344201j 0.0108854+0.00646093j 0.00361527-0.016254j -0.00349248+0.00370171j 0.0019711+0.012307j -0.0083675+0.00706979j -0.00303324+0.00791051j 0.00926063+0.00652823j 0.00714761-0.00924744j 0.0150052-0.0138443j -0.00469313+0.00327238j 0.008945-0.00483361j -0.00188976-0.00191818j 0.00480389+0.0146254j -0.00851017-0.00566971j -0.00600286+0.00124833j 0.00154041-0.0046704j 0.0123844+0.00422717j -0.00487565-0.0124479j 0.0097509-0.00131966j 0.00354236+0.0076829j -0.00445049+0.00281109j 0.00432815+0.00499494j 0.00588138-0.00182803j 0.00315053+0.00115427j 0.00434338+0.00474286j 0.0020658+0.00478065j -0.00302334+0.00328651j -0.00264721-0.00190416j 0.00207718+0.000996172j 6.34552e-05-0.00108659j 
-9.32287e-05-0.00134775j 5.47464e-05-0.000689711j 0.00052045+0.00177626j 0.0024035+0.000159708j -0.00138733+0.000994993j 0.00143855-0.00583408j 0.00206127-0.000360797j -0.00210958-6.86818e-05j -0.00282216+0.000604363j -0.00157335-0.00111181j 0.000987653+0.000462086j -0.00198895+0.00113844j 0.00180646+0.000368794j -0.00241662+0.00673317j 0.00367272-0.00054057j 0.00385095+0.00126733j -0.00464669-0.00166503j -0.00435705-0.00452243j 0.00225996+0.00130433j 0.0027653-0.00679598j -0.00584847+0.000487441j 0.00104525-0.00487234j -0.00121862-0.00495526j 0.00114453+0.00574027j -0.000130591-0.0066911j 0.00611303+0.00380503j -0.00275975-0.00312777j -0.000821709-0.00455808j -0.00441205-0.0077557j 0.00135343-0.0019347j 0.00225771-0.00397215j -0.00856164+0.00485448j 0.00185445+0.00174198j 0.00367687-0.00238065j -0.00159975-0.00247012j -8.17551e-05-0.0033803j 0.00488211+0.00170597j 0.00602938-0.00254712j 0.00520109+0.0100073j -0.00108942-0.00196173j 0.00413827-0.00734801j 0.0056873-0.00844868j 0.00028734-0.0032766j 0.00119664+0.0064756j -0.009564+0.00434596j -0.0046021-0.00198682j 0.0010236-0.00229624j 0.00184235-0.00600341j 0.0110876-0.0148034j -0.0015532-0.00428007j 0.00825853+0.00494637j 0.00420574-0.00359553j 0.00715601+0.00266996j -0.0088266-0.0034735j 0.0042689+4.71252e-05j -0.00668488-0.00524649j 0.000477189+0.00444909j 0.00204594-0.00656521j 0.0021266+0.00579842j -0.00219677+0.00178469j -0.0049848-6.00161e-05j -0.00120983+0.00622068j 0.00281464+0.0035167j -4.57038e-05-0.00413315j -0.000607648-0.0014705j 0.00214841-0.000912427j -0.00113356-0.000604579j -0.00331788-0.00156798j 0.00108617+0.00179985j 0.00111875-0.000265348j 
-0.00112619+0.00222272j -0.00183108-0.00205854j 0.000601513+0.000366727j 0.00209085+0.000722815j 0.000862583-3.77317e-05j -0.00239916-0.00138113j -0.00109587+0.00152282j 0.00127696-0.000847162j -0.00196316-0.000882023j 0.0016-0.000615311j 0.00197868-0.0011339j -0.00023651+0.00152062j -0.000191058-0.000526875j -0.000384973+0.000402112j -0.00616717-0.00364922j 0.00165677-0.00221836j -0.00391772+0.000356831j 0.00476772-0.000774732j 0.00485481-0.00467112j -0.00202544-0.00325526j 0.00203219+0.000322367j -0.00120385+7.50458e-05j 0.00316508-0.00470295j 0.000663553+0.00116184j 0.00901759-0.00715665j -0.00192877+0.00355884j 0.00454372-0.00339811j -0.00294143+0.00180045j 0.00113824+0.00070231j 0.00314115-0.00331563j 0.00707801+0.000926451j 0.00278273+0.00372022j -0.00411909+0.00120652j -0.000532457-0.00688445j 0.00501436-0.00443106j -0.00813623+0.00556779j -0.00220495+0.000312653j 0.00451154+0.00291719j 0.000916903+0.00545467j 0.00861362+0.00140827j -0.0101787+0.00268973j 0.00113529-0.0107772j -0.00281281+0.00388763j 0.00803684-0.00644101j -0.00166181+0.000446599j -0.00136936+0.00455569j 0.00128221+0.00770058j -0.00119538-1.54334e-05j -0.000345444+0.00406754j 0.00663905+0.00530506j 0.00665273+0.00443243j 0.00188763+0.0039333j 0.00393503+0.0035233j 0.0017095+0.00429301j -0.00282837+0.00176892j -0.00144203-0.00278211j 0.000909624+0.000816397j 0.000557378+0.000469709j -0.00230936-0.000640772j -0.000150938+0.00282807j 0.000437201-0.000273436j -0.00191024-0.000331448j -0.000622638-0.00286807j 0.000513974-0.00024809j 0.00203134-0.000120288j 0.00149742-0.00110355j -0.000357358+0.00196443j -0.00162281-0.00104191j 0.000943574+0.00213406j 0.0013488-0.000913883j 
