0.0508052-0.0627618j 0.108631-0.122243j -0.109744+0.0162021j 0.0817474-0.0154645j 0.0230082-0.0179296j -0.00594785-0.00489992j 0.0637861+0.014183j -0.0318859+0.0335519j 0.0973639+0.00600446j 0.00111838-0.0185592j 0.0168144-0.00644037j 0.00181752-0.00404509j -0.0242288+0.0341219j -0.0378172-0.0248311j 0.0296158+0.0107924j 0.00498097-0.0256985j 0.00890297+0.0104707j 0.02949+0.00121204j -0.0362145-0.0206847j -0.0206725+0.00286397j 0.00725135+0.0135882j 0.00947658+0.0189315j -0.00726895+0.00633086j 0.0246736-0.0184128j 0.000483032-0.00273244j 0.00664785+0.00531059j -0.00656125+0.00095204j 0.0129027-0.0124532j -0.00460036+0.00892005j 0.00703303-0.0072781j -0.00106004-0.00549624j 0.00796058-0.00796533j -0.0166664+0.000541594j -0.00151455-0.00147594j 0.00305721+0.00366278j -0.0160396-0.000737973j 0.0184765-0.0211785j -0.0165336+0.00549608j 0.00215325+0.0014298j -0.0143141+0.0190434j 0.0208478-0.0146614j 0.000514353-0.0132822j -0.00317739-0.0116069j -0.0087513+0.0133372j -0.00367888-0.015118j -0.0024662-0.00586313j 0.00352657+0.00508736j 0.00083311+0.00982561j 0.00134969+0.00479842j 0.00429098-0.00368454j 0.0017796-0.00977596j -0.00908496+0.010818j -0.00161228+0.0153814j 0.000844998-0.00562817j -0.0267295+0.0145432j 0.0178034-0.00864391j -0.002957-0.0072506j 0.0220759-0.0121327j -0.0198282+0.00945445j 0.01798-0.00614973j 0.00175728-0.00127271j -0.0047948-0.00225167j 0.00982236-0.00801366j 0.00529703-0.021521j 4.58438e-05-0.00741539j 0.00971039-0.00292761j -0.00802284-0.00611077j 0.0179632-0.00279265j -0.00982253+0.00591124j -0.00415238+0.000934114j -0.00473291-0.0117429j 0.021197-0.00903969j 0.00358619-0.0367944j -0.0107925-0.0281018j -0.00963101+0.0148255j -0.00126051-0.0307017j 0.0234057-0.00059449j -0.0262065+0.0261172j -0.00714472+0.00718329j 0.0111307-0.00230081j -0.034143+0.00187957j -0.010639+0.0333667j 0.0211326-0.0252115j 0.0488936+0.0548916j -0.0117909+0.0127174j -0.0188019-0.0136515j -0.0781143+0.0181993j -0.0498717-0.00598356j -0.0314954+0.109407j 0.0299783-0.0840796j 0.0280091-0.00991698j -0.124901+0.375433j 0.338369+0.0453692j -0.0778961+0.0312707j 0.105574+0.192321j 
-0.00456827+0.00112317j -0.0183501+0.00455265j -0.00306306-0.0122127j 0.0328324+0.0100381j -0.00347748+0.0135064j -0.0121265-0.000647326j -0.00945198-0.0089479j 0.00205258+0.0187821j -0.0303381-0.009428j -0.0436571+0.011603j 0.00418236+0.0353362j -0.00198212+0.0327219j -0.0111435+0.0467849j -0.0251397-0.0425137j 0.00725322-0.000479146j -0.0242364-0.0119984j 0.00380518+0.017967j 0.0388558-0.00101901j -0.0135631-0.0280756j -0.0248436+0.0352528j -0.0459513-0.00784654j 0.0285265+0.0536261j -0.00238122-0.00399795j -0.0160493+0.00621866j 0.0728223-0.0396982j 0.0555774-0.00596229j -0.0262679+0.0317391j 0.0586613-0.0340907j 0.0193706-0.000181441j -0.000616077-0.0248647j -0.0605911-0.0099085j -0.0634707-0.0170622j 0.0311397+0.0662267j -0.0111454+0.0512476j 0.0372334+0.0142244j -0.0154631-0.0577267j -0.0191039+0.0191506j -0.0374792+0.0735429j 0.0102638-0.0293539j 0.00401514-0.0227218j 0.00783081-0.0179853j 0.0756671-0.0141531j 0.00279506+0.0921968j 0.0603267-0.0496377j 0.043773+0.0318314j 0.0581644-0.00952744j -0.0254782-0.0261793j 0.0264908+0.0346596j -0.00394221+0.00155443j 0.0802323-0.0764341j -0.0946047+0.0334702j -0.0528796-0.0185474j -0.0216559+0.06258j -0.0170988+0.0666008j -0.00721045+0.0199618j -0.0845063+0.0523628j -0.00309719+0.0630104j 0.0730754-0.0183846j 0.0430007-0.0198956j -3.0236e-05+0.0294877j -0.251655+0.0706412j -0.0491701+0.0569035j -0.0856273-0.0111034j -0.106785+0.0540247j 0.0490224-0.0335529j -0.124326+0.0492234j 0.0939788-0.0437893j -0.0258948+0.00862543j -0.0772981+0.0136547j -0.0665344-0.00965712j -0.0799721+0.0863305j 0.0424887-0.0773828j 8.52167e-05+0.0720523j -0.0549653-0.0133899j -0.0515153+0.00327557j -0.0771843+0.147332j 0.0361055-0.00817962j 0.0125132-0.00215239j 0.000898824-0.00971494j 0.0299135-0.0153565j 0.03175+0.0141168j 0.0247504-0.0959657j 0.0184179+0.0363029j -0.0660177-0.0216888j 0.0120463+0.00875385j 0.029407-0.0151891j 0.0151611+0.00519945j 0.045448+0.00248853j -0.000334712-0.0120846j -0.0239977+0.0238752j -0.0331423+0.0541627j 0.000659439-0.0266794j -0.00503734+0.0448047j -0.0229593-0.00996565j -0.00596628+0.00956205j 
0.010675-0.00361812j -0.0178374-0.00284307j -0.028718+0.0113951j 0.00221191+0.00993426j -0.022682-0.0133984j -0.0033242-0.00439876j -0.0176769-0.0107946j -0.0303376-0.0316134j -0.0750171-0.00552481j -0.0172935-0.0196996j 0.00163043+0.00753424j -0.0186704-0.035408j 0.0194446+0.0626898j -0.00591215+0.0259449j -0.0272524-0.0185333j -0.0245991-0.00133996j -0.00977342+0.00237535j -0.00843171+0.0498334j 0.00629316+0.0736202j 0.0242351+0.0975963j -0.0235777-0.0262082j -0.0800869-0.0290972j 0.0383885-0.0405957j 0.00494964-0.098659j -0.00651531-0.0460699j 0.0267861-0.0415212j 0.00104115-0.0163503j 0.0423463+0.0437965j -0.0333905-0.0372362j -0.0117842+0.0147579j 0.0252564+0.0145467j 0.0369368-0.0098396j 0.0211286-0.0231033j -0.0588116+0.0222641j 0.0403009-0.0301797j 0.0537614-0.00601943j 0.0183341+0.0873714j 0.0147054-0.0992154j -0.0332262-0.0128686j -0.0132399+0.0256057j 0.0142259-0.0652925j 0.0281728+0.0445616j -0.0164398-0.0478758j 0.0197006-0.0543536j 0.0366159-0.0262463j -0.025726-0.130591j -0.00227376+0.0708697j -0.0286439-0.00266304j 0.0509663+0.0252957j -0.0143499-0.039749j 0.0117753+0.0953949j 0.077098+0.0590058j -0.116285-0.00489043j -0.138177-0.0246618j 0.028971+0.0839289j 0.0548361-0.017918j 0.00371476+0.075354j 0.0897433+0.110766j 0.0620905-0.0734862j 0.0550429-0.00760849j -0.0243164-0.0221342j -0.0219597-0.0188077j -0.0210461-0.00802595j 0.0481391-0.0184428j 0.0134619-0.0156768j 0.101334-0.0978011j -0.00571707+0.0138576j 0.121522+0.154098j 0.00419193+0.00999222j 0.0155055+0.025327j -0.0434349-0.054385j 0.155849-0.0357686j -0.000760818-0.00952118j -0.0322995-0.0802971j 0.143533-0.029182j -0.0570467+0.152841j 0.0264096+0.0947149j 0.0215879+0.0809575j -0.0236315-0.127559j -0.00274871-0.0232802j 0.0334768+0.0756475j -0.0541954+0.0611282j -0.147823-0.0603077j 0.0773237+0.0151722j 0.0572332+0.00069687j -0.00741992-0.00601739j 0.0453737-0.0688648j 0.0685594-0.00219629j 0.011974-0.0819584j -0.0410595-0.00213053j -0.0349582+0.034042j -0.00604718-0.00545804j 0.0207088+0.000965273j 0.00124137-0.0106287j -0.0204729+0.0201875j 
-0.00276489-0.00623944j -0.0181634+0.00616764j -0.0273952+0.0237736j 0.00909153+0.0167446j 0.0417194+0.00582729j 0.0109561+0.00416161j -0.00619753-0.00331361j -0.0152288-0.0174769j -0.0120107-0.0101288j 0.0184147+0.00682901j -0.0282071-0.0183107j -0.0417634+0.0233678j 0.017315+0.0311785j 0.00826686+0.0247914j 0.0753416-0.00707321j 0.00831967-0.0302729j -0.0288128+0.0166429j -0.00145215+0.0269756j 0.0192072-0.06487j 0.0130515-7.57338e-05j 0.0458362-0.0207322j -0.0307727-0.0955015j -0.0395222-0.0023471j -0.0372587+0.0054935j 0.0226462-0.0484595j 0.0548433-0.0757827j 0.0699719+0.029446j -0.00731515+0.0217191j 0.0205586-0.018787j 0.0513662+0.0659291j -0.0667239+0.0232002j -0.000161548-0.012085j 0.0141595+0.0313197j 0.0663655+0.0168101j -0.0442753-0.053047j 0.040596+0.0463633j 0.0425896+0.0365275j -0.0120549-0.00507401j 0.0269722+0.0104287j -0.0568732+0.0204495j 0.0626194-0.0464204j 0.00216666+0.0359002j 0.0107963-0.0831348j -0.0197817+0.0867779j -0.0061051-0.0814188j 0.0661317-0.0550596j -0.0188322-0.0230666j 0.08497+0.0462417j -0.0817619+0.0830298j 0.0576618+0.0249145j -0.0160206+0.0354065j 0.0402162-0.0364367j 0.149517-0.00432513j 0.0369851-0.114939j 0.0387363-0.0474637j -0.0513622-0.017621j 0.0395362-0.0386687j 0.0100555+0.052365j 0.00225269-0.0604822j 0.0946556+0.02656j -0.0387529+0.0631671j 0.0600154+0.0201315j -0.117144-0.071611j 0.0882836+0.00228365j 0.0759089-0.0449348j 0.011917-0.0927105j -0.0395302+0.0867336j -0.111611-0.0823308j 0.0181233+0.00570791j 0.0221456-0.0303239j -0.0471008-0.0276397j -0.00533522-0.16664j -0.0491098+0.0030152j -0.146327-0.0261531j 0.0192935+0.073617j -0.0785615+0.113385j -0.0879381+0.00498904j -0.00562617-0.137031j 0.106468+0.127609j 0.0288602+0.055339j -0.0816495-0.00876639j -0.155186+0.0509851j 0.0355537-0.0325553j 0.0324507+0.0419387j 0.0383644-0.0198098j -0.0105903+0.00915534j 0.00238087-0.067264j 0.0169813-0.00830903j -0.00370052-0.0551948j 0.00899186+0.00405959j -0.00725542+0.0457514j -0.0188683-0.0385769j -0.0165171-0.0330385j 0.0345723-0.00235592j 0.00246911-0.0137161j 
0.00684414-0.00709778j 0.0108838+0.00661451j 0.0129945-0.00143206j -0.00433986-0.0134983j -0.0410829+0.0151171j -0.0126885+0.00738163j -0.00222064+0.0131519j -0.00716468-0.0404981j -0.0236497-0.039169j -0.0110497+0.00616295j -0.00202668+0.0185228j 0.0430107-0.00834894j 0.0029838+0.0469j -0.00722788-0.0129213j -0.0123899-0.00673327j 0.00768617-0.0206725j -0.0133998-0.0273956j 0.027346+0.0202148j 0.00015802+0.0235182j 0.000404368+0.0367518j -0.00953202+0.0311726j 0.0214338+0.00629922j 0.0400549+0.0281797j -0.0322725+0.0437324j 0.0262885+0.0165376j 0.0424176-0.0859147j 0.0526275+0.0172952j 0.0338885-0.0340564j -0.05509-0.0554662j 0.0255871-0.00851011j -0.0438519+0.0693251j -0.00642266-0.00463827j -0.0285485-0.0643812j -0.00176806+0.0211881j -0.0208791+0.0905497j 0.00833891+0.0373182j -0.0143466+0.0814432j 0.0243883+0.00510634j 0.0693701-0.0235559j -0.0286786-0.010867j 0.0274871-0.0548868j 0.000350589-0.0606838j 0.010844+0.0779615j 0.0459798-0.067734j -0.106324+0.00444585j -0.0310706+0.00868011j 0.0790383+0.0363991j -0.0134155-0.0656741j -0.0277903-0.0210028j -0.0615776-0.0769914j 0.00961225-0.00824908j -0.0720395-0.000786277j 0.0559454+0.0575848j 0.0940688+0.000968273j 0.00686531+0.00548579j -0.0899873+0.00849028j 0.0557323-0.0543571j -0.0690499+0.0895294j -0.0114158+0.00130165j 0.0270116+0.0409779j -0.00931946+0.0155841j 0.0351621-0.183502j 0.0277777-0.0404511j -0.132876+0.103371j 0.0324469-0.0297772j 0.147266+0.0434612j 0.049824-0.126955j -0.00926293-0.0748209j -0.0357504+0.00564209j 0.113687+0.0869793j -0.0142786-0.080911j 0.0589801+0.026083j -0.00329793+0.0037315j -0.123891-0.0047373j 0.0213061+0.0923267j 0.0366157+0.135443j -0.0251982+0.0322408j 0.0146483-0.12043j 0.0432911+0.0775611j 0.0252451-0.0392688j -0.0200651+0.0156247j 0.0720805-0.0387362j -0.0258881+0.0773278j -0.0305437-0.0164877j 0.0103275-0.0123094j 0.010582+0.0242916j -0.00699971+0.0576339j 0.0346591+0.0358188j -0.0416621-0.00522138j -0.0371851-0.0241149j -0.0151318+0.023801j -0.0179418+0.0112473j -0.00493244+0.0121834j 0.00208291+0.000604904j -0.00264494-0.000160069j 
0.0164153+0.0106741j 0.0227703-0.0148818j -0.00688088-0.0127601j -0.0211231-0.00895453j -0.0237689-0.00585235j -0.00855845-0.0214053j -0.00237673+0.00902166j -0.0348957+0.00205499j -0.02065+0.0217896j 0.0100657-0.0141206j 0.0151733+0.0232894j 0.0428885-0.00025911j 0.0114426+0.0646938j 0.0227021+0.00384333j -0.0721458-0.0132202j 0.0419831+0.0318094j -0.0587758-0.0209565j -0.0720863-0.0117076j -0.0304828-0.0404739j -0.074178+0.0353249j 0.00689015-0.0121019j -0.0083866+0.0311761j 0.0039084-0.00728023j 0.0947572+0.00985123j -0.0335599-0.00154991j 0.0310845-0.0018082j -0.0474212-0.0128769j 0.0412542+0.0229083j -0.000533778+0.0460619j -0.0270198-0.0135104j 0.0669084-0.0118864j 0.00888242-0.0796833j -0.090769-0.0331299j -0.00808042-0.0712846j -0.0222211-0.00517649j 0.0460043-0.00418327j 0.0800677-0.0189507j -0.0458325-0.00314705j -0.00987877+0.0474313j -0.0292684+0.0111285j -0.0292215-0.00557127j 0.00125518+0.0225505j 0.026684+0.00808141j -0.0799337+0.0276947j 0.0222507-0.0299084j 0.0277705+0.146365j 0.117041-0.00425746j -0.071163+0.0356925j 0.0741385-0.00811665j -0.0772503-0.0648761j 0.0951518-0.0703079j -0.0310219-0.0089578j -0.0625241-0.00866847j 0.00310373+0.006872j 0.0537738-0.0154287j -0.0695818+0.0464656j 0.0596143+0.0349838j 0.0373966+0.0128979j -0.0106462+0.0429788j -0.0112625+0.00273755j -0.0177664-0.0472504j 0.00546767-0.130827j -0.0251498+0.0652535j 0.24493-0.011726j -0.0481846+0.0759068j 0.0267309-0.00780551j -0.143246+0.14101j 0.0363142-0.0959518j 0.0576901+0.096057j 0.0405927-0.0535244j -0.00750613+0.0173739j -0.0356973+0.0160688j 0.0198103+0.0238639j -0.211501-0.092794j -0.0469666+0.0693556j -0.0821972+0.0217101j 0.0416698-0.0400791j -0.0250061-0.151892j 0.0390706+0.0213223j 0.0498901+0.130377j -0.128799+0.0119085j 0.107878-0.0312414j 0.00757032+0.0121163j 0.0699912+0.000206255j 0.0523573+0.00131049j 0.0388702+0.00295021j 0.0264701+0.0440511j -0.013491+0.00685524j -0.0276238+0.00645422j -0.0369224-0.0282277j -0.0127948-0.0303909j 0.0073727-0.00967237j 0.0232221-0.015665j -0.0157112+0.0118764j -0.0137167-0.00796354j 
-0.0117801-0.00339951j 0.00263126-0.000118367j -0.0234539+0.0113967j -0.00490747-0.00363791j 0.036232-0.0140612j 0.0207404-0.00560292j 0.0244659+0.00571282j 0.00691607-0.0222884j -0.00310082+0.00820678j 0.0302015+0.0257167j -0.0240512-0.0329445j 0.00473157+0.0122492j 0.0143373-0.0363959j -0.0256723+0.0669297j 0.0370443-0.00779535j -0.0480091-0.00377101j 0.0314785+0.0184209j 0.0433334-0.0608699j 0.0414818-0.0420575j 0.0255051+0.0175587j -0.0210335-0.0136691j 0.0182205-0.00290413j 0.0287634+0.01136j -0.0443044-0.0324922j -0.0987744+0.0217517j 0.0876122-0.0269184j 0.00961063+0.0327683j 0.0716404-0.0777716j 0.0847019+0.0542578j 0.0301968-0.00578039j -0.0699767-0.00187503j 0.0702646+0.0127557j 0.0103719-0.0436979j -0.0708547-0.00694986j -0.0232865-0.0557842j -0.010881+0.00340086j -0.0203619+0.0543075j -0.0185438-0.01362j 0.000917907-0.0408329j -0.0259027+0.0418928j 0.0249615-0.00204703j 0.0652506+0.0178828j 0.0541044-0.0815061j 0.0268569-0.0450363j -0.0412751+0.0449573j -0.00418487+0.0486692j -0.0552395-0.0221556j 0.0144402+0.0196969j 0.0501626+0.0818876j -0.0272046-0.0163769j -0.0297856-0.0282356j -0.075914+0.0247889j 0.0316245-0.0722653j -0.0408016+0.0367311j -0.104772+0.0181183j 0.0292666+0.0541444j -0.0709026+0.0901642j 0.0150815-0.00223534j 0.0835648-0.00331896j -0.0683534-0.0607564j -0.194152+0.00990643j -0.0687504-0.00526883j 0.0721432+0.047841j -0.0834042+0.164125j 0.0874392-0.123394j -0.0227083+0.07856j -0.00922755-0.0993509j 0.0353013+0.0673992j -0.0220081-0.0537948j -0.00258173-0.0352155j 0.00419463-0.0531104j -0.143971+0.0872671j 0.00868064+0.0806948j -0.112481-0.0385523j -0.049805+0.011069j 0.0236298+0.0920642j 0.0853523-0.0351968j -0.0600319-0.00697932j -0.130182-0.0560405j 0.00961624+0.134284j 0.0354464-0.00623675j -0.0392294+0.0288177j -0.0217366+0.0386698j -0.0550506+0.0465868j 0.00639523-0.0103644j -0.0886391-0.000454108j 0.0252379-0.0115903j 0.0295642+0.0223901j -0.00787786-0.0111374j 0.0444201-0.00325336j -0.0106332+0.0183414j -0.000570017+0.00083783j -0.00373031-0.0229376j -0.00634712-0.0130924j -0.00786278-0.00730202j 
-0.0265799-0.00160228j 0.00760566-0.00234453j -0.00157352-0.00584882j 0.000192387+0.0251081j 0.00153145-0.00472892j -0.0088504+0.00221213j 0.0111625+0.00416867j 0.0150368-9.20052e-05j -0.0297441-0.0200043j 0.0281889-0.01048j 0.0117398-0.00856488j 0.0527265+0.0385127j 0.0351953+0.00793791j -0.0339993-0.0699253j -0.00200823+0.0128744j -0.0523537-0.0128852j -0.0349074+0.0224942j 0.0166182-0.00965006j 0.00954661-0.0343238j 0.00826251-0.0098623j 0.0362735+0.0432551j 0.0672798+0.0548136j -0.0157697+0.0370726j 0.0434545-0.0364935j -0.0780428+0.0305406j 0.00175008+0.0127675j 0.0175769-0.11184j 0.0157098-0.0138824j -0.0382676+0.051871j -0.0354472+0.0924632j 0.00938504+0.0020137j 0.0409231-0.0992944j -0.00584131-0.0143676j -0.00958705-0.0107273j -0.0502492-0.00526094j 0.020104-0.020513j -0.0227662+0.00113928j 0.017828-0.0463031j 0.0124701+0.0135189j 0.0474736+0.028186j 0.0174087+0.0204578j 0.00884212+0.077515j -0.0229211-0.0429282j 0.0335696+0.0677523j 0.0205672+0.0137263j -0.080134-0.0930377j 0.118632+0.0806472j -0.044141-0.0715788j 0.00523031-0.0857679j 0.0541386+0.0220939j -0.0114419-0.0745067j -0.0420084-0.0504883j 0.0311631-0.0337926j 0.0117861-0.131123j -0.0734764-0.13327j 0.0384146+0.079029j -0.0615905+0.059021j -0.0164727-0.0949637j -0.0204698+0.0877616j 0.0552389+0.108321j 0.180976-0.0672452j -0.0492932-0.101106j 0.0662214-0.0418382j -0.150895+0.104021j -0.0130751+0.0376979j 0.00234666+0.0588219j -0.0556999-0.0108112j 0.00516093+0.123856j 0.0730509-0.147959j -0.0112894+0.00325741j 0.0876558-0.10735j -0.0744386+0.0351149j -0.0345814+0.00488718j -0.0285445+0.0608991j 0.0130859+0.0160596j -0.0242064-0.106916j 0.11017-0.0105057j 0.00905775-0.153467j 0.0353593-0.0388042j -0.0948899-0.0267986j -0.0155623-0.00466527j -0.00283364-0.0293432j -0.0332073+0.0463397j -0.0681487-0.0498777j -0.0471511+0.0410983j -0.00233636-0.00251917j -0.0264755+0.0313742j 0.0166738-0.021753j -0.0411641-0.0309854j 0.000311871-0.0161616j -0.0191863-0.0153957j 0.0143059-0.0200487j -0.00607054-0.00905029j -0.0084304-0.00395869j 0.0144537-0.0313115j 
-0.0124227-0.00254206j 0.0239154-0.00271882j -0.0254864+0.00666994j -0.0138811+0.0101403j -0.0206479-8.20383e-05j 0.015689+0.0213823j 0.0337505-0.00153855j -0.00175006+0.00315404j -0.0481982+0.0035166j 0.0259049-0.0207597j 0.0116357+0.00304546j 0.0122034-0.0146409j -0.00771942+0.0349072j -0.0568775-0.0512661j -0.0330701+0.0426566j -0.0487156-0.0675502j 0.0608289+1.57823e-05j 0.00952685-0.0237605j -0.0383389-0.0234931j 0.00492881+0.0579583j -0.00716814+0.0685619j 0.0249958+0.0195436j -0.0122674+0.0131777j 0.0203727+0.0300792j -0.00144056-0.0799855j -0.00656903+0.044795j -0.0188883+0.0378237j -0.00293272+0.0167181j 0.00471799-0.0701665j -0.0870528+0.0892468j -0.0306933+0.0117137j -0.0406092+0.0640534j 0.0330267-0.0672624j -0.0298401-0.0217524j 0.0419395+0.0617091j 0.0265617+0.018845j 0.0313838+0.046305j -0.0992018+0.0186014j 0.0210628+0.0327888j 0.0469269+0.0276227j 0.0151377+0.0208303j 0.0994378+0.0418566j 0.0258953+0.049939j 0.0514144-0.0413756j 0.028598+0.0163756j -0.0692408+0.0510903j 0.139077-0.123585j -0.0671748+0.0329785j -0.0842495+0.0192635j 0.0468407-0.0834696j 0.0558901+0.0855056j 0.0353681-0.0365459j -0.0592594+0.0292839j -0.152328+0.0434125j 0.00561445-0.0589975j -0.0831708-0.0746223j 0.0106555+0.0329422j 0.0828053+0.0296444j -0.147917-0.0344037j -0.0184014+0.0321959j 0.0164073-0.00419449j -0.0892721+0.0671348j -0.0950483+0.0765248j -0.0278879+0.149855j -0.00906214+0.0973471j -0.120205+0.0777444j 0.0252923+0.0861911j 0.0631914-0.0618618j 0.0249918+0.00495913j -0.0226205-0.032959j -0.0360295+0.0188075j 0.0838065-0.0127802j -0.000946167+0.0270861j -0.03436-0.030207j -0.00534036-0.0533958j 0.00716681+0.0146353j 0.0375434+0.0380652j -0.00126727-0.00802429j 0.0336287-0.0131881j 0.00355813-0.0733768j 0.0855932-0.0367921j -0.0609469-0.0221736j -0.054892-0.0090862j -0.0479461-0.0189094j 0.0655588+0.0337801j 0.0252153+0.0420664j 0.0046582+0.000932975j 0.0384536-0.0519153j -0.0113042-0.0297687j -0.00170608+0.000636964j -0.0362292+0.00998115j 0.0227201-0.0148713j 0.0299095-0.0158192j -0.0122415-0.00986807j -0.0121141-0.0179048j 
0.000586685+0.00365027j 0.011819+0.00844309j 0.00379727+0.0350294j -0.0201426+0.0084176j 0.00732884-0.00212597j -0.0153961-0.0207621j -0.0129269+0.0550946j 0.030814-0.0557251j 0.04304+0.0106841j 0.00417468-0.0140777j 0.016771+0.00318802j 0.0206467-0.0241959j 0.0139014-0.0455383j -0.00670662-0.0123687j 0.0248695-0.0239465j 0.0185162+0.00984408j -0.0269224+0.0136167j -0.0768311-0.0571285j -0.0820423-0.0575999j -0.0162944+0.014668j 0.0542766+0.029303j 0.0107681-0.0609694j -0.016595+0.0183038j 0.0342306-0.02999j 0.0254306-0.0127246j 0.0144205-0.00670022j 0.058615-0.0238829j -0.0258442+0.0317451j -0.0907402+0.0107518j 0.0174547-0.0224893j -0.0285538+0.00541798j 0.0674065+0.00888691j 0.00708622-0.00785307j -0.0114149+0.0102865j -0.0519423-0.117583j 0.0208434+0.0021396j 0.0525233+0.0038616j 0.041615-0.0891994j -0.0339969-0.0195982j -0.0414343+0.010219j -0.00487336-0.00354062j -0.0155078+0.100856j 0.0818953-0.01083j 0.0902299+0.00853136j -0.0160792-0.000394576j 0.00185462+0.0573808j -0.0821898+0.0116683j 0.0796068-0.00159946j 0.0493017+0.0700035j 0.0964915-0.104228j -0.0359553+0.0146469j 0.013824-0.0690657j 0.0319029-0.0432897j -0.0846625+0.030633j -0.0950627-0.0490976j 0.0683349-0.0864337j -0.117692-0.129613j -0.15048+0.0933798j -0.0904964-0.0257809j -0.101825-0.148384j 0.0555185-0.165867j 0.126546+0.0193541j -0.0571893-0.0437093j 0.0132597+0.0485747j -0.00477184-0.0664007j -0.0461153+0.0425328j -0.0387919-0.0447581j 0.0118444+0.0219664j -0.0918327-0.0188779j 0.0686793+0.123512j -0.00114875+0.00247078j 0.00286289-0.0231513j -0.0451976+0.031326j -0.0230856-0.110763j 0.0241832-0.0528209j 0.0372466-0.0256614j 0.0114558+0.0437152j -0.0232137+0.0291702j -0.0138166-0.0101659j 0.0630783+0.0497693j 0.0910796-0.0354534j 0.05197-0.0191116j 0.0232787+0.0317919j 9.85923e-05-0.0182529j -0.0942682+0.0204073j 0.0193786-0.00857132j -0.0284899+0.0830595j -0.0512688-0.0262069j 0.001333+0.0305407j 0.0141917-0.0117711j 0.00450989-0.0143009j -3.58178e-05-0.000834946j -0.0349149+0.036711j 0.0218212+0.0273084j 0.00938316-0.0175487j 
0.0257169+0.0113616j -0.0135388-0.0140629j 0.0273305+0.0251182j 0.0198066-0.00333608j -0.0181828+0.0125785j 0.00213434-0.0058071j -0.0104769+0.024918j -0.00422694-0.0358829j 0.0214934+0.0386878j -0.00310903+0.000390053j 0.0207405+0.0551907j -0.00477181-0.0433586j 0.00796752+0.0377704j 0.00401612+0.0251141j -0.0358625-0.0401359j 0.0233999+0.0294003j 0.0380864-0.0548254j -0.0461664+0.0531915j -0.0127941+0.0249594j -0.0217824+0.0565949j 0.0220247+0.0167129j 0.0285386-0.0464663j -0.031865-0.104488j -0.0104645-0.0731053j -0.00298644+0.0388452j -0.00341177-0.0164706j 0.0202199+0.0168834j -0.0360711-0.0458647j 0.0354275+0.00917104j 0.0849786-0.00163862j 0.0399539+0.0154651j -0.0644918-0.0491619j 0.053215+0.0147781j -0.0420338-0.0665412j -0.0245877-0.0291691j 0.0419154+0.0166081j -0.0471757+0.0743543j -0.0279433+0.0539346j 0.0177189+0.00171035j 0.016501+0.0478712j 0.00687475+0.000944612j 0.0745991-0.0460004j 0.0553307+0.0120387j -0.0028259+0.025622j 0.0298104+0.024862j 0.0403885+0.0334307j 4.13555e-06+0.049983j -0.0339644-0.0515014j -0.0948771-0.048856j -0.118674+0.0880566j 0.0681933-0.0390297j 0.0553694-0.0436285j -0.00288008+0.0448109j 0.0290151+0.0124095j 0.0541053-0.12571j 0.0917199+0.0681653j -0.0472504-0.109887j -0.082484-0.024767j 0.0208393-0.04886j 0.0134796+0.0402506j 0.0293965+0.0305776j 0.0991672-0.0335738j 0.00153392+0.0237672j 0.0206024+0.0257901j -0.0072459+0.1164j -0.142584+0.0456647j -0.0216949-0.00181348j 0.0410151-0.0442081j -0.037808+0.0964564j -0.0439882-0.016399j 0.15368-0.075217j -0.0192488-0.00826811j -0.111793-0.0856013j 0.074852-0.164842j 0.109396+0.0361535j -0.141158-0.00231199j 0.0645881-0.00845584j 0.0357635+0.0248595j -0.0258927-7.26921e-05j 0.0418222+0.0563142j -0.0359384+0.000230965j 0.0630436+0.103365j 0.0255298-0.0479471j 0.0666486+0.0507039j 0.00341051-0.00661116j -0.0473745+0.010814j -0.0160373-0.0174986j -0.0412245-0.0270648j -0.0167862+0.0135884j 0.0222961-0.00026186j -0.0428602-0.011404j -0.00481826+0.0108048j 0.00504301+0.0275845j 0.0155879+0.021731j -0.0125133+0.00168321j 
