-0.00373847-0j -0.000603293-0j -0.000492587-0j -7.10988e-05-0j -6.15734e-05-0j -7.25649e-06-0j -3.31212e-07-0j 1.00534-0j -0.000543484-0j -0.000429662-0j -0.000286441-0j -6.20163e-05-0j -7.16103e-05-0j -2.53181e-05-0j -5.96752e-06-0j -6.32951e-06-0j -5.27459e-07-0j -1.96573e-08-0j -0.00224318-0j -0.00226642-0j 0.102285-0j 0.103345-0j -0.000270889-0j -0.000273697-0j -3.90995e-05-0j -0.000247287-0j -3.95047e-05-0j -0.00024985-0j -4.37146e-05-0j -2.91431e-05-0j -4.41676e-05-0j -3.64288e-06-0j -2.52386e-05-0j -2.94451e-05-0j -3.68063e-06-0j -2.55002e-05-0j -5.15181e-06-0j -2.57591e-06-0j -5.2052e-06-0j -3.03574e-07-0j -3.718e-07-0j -2.6026e-06-0j -3.0672e-07-0j -3.75653e-07-0j -2.39996e-08-0j -2.42483e-08-0j -7.55916e-10-0j -7.6375e-10-0j 
-0.00232239-0j -0.000374775-0j -0.000306002-0j -4.41676e-05-0j -3.82503e-05-0j -4.50784e-06-0j -2.05754e-07-0j 0.0020613-0j 0.000325921-0j 0.000257663-0j 0.000171775-0j 3.71905e-05-0j 4.29439e-05-0j 1.51829e-05-0j 3.57865e-06-0j 3.79574e-06-0j 3.16311e-07-0j 1.17882e-08-0j -0.0013935-0j 0.00140709-0j -0.000217249-0j 0.000219369-0j -0.000168281-0j 0.000169922-0j -2.42892e-05-0j -0.000153618-0j 2.45262e-05-0j 0.000155117-0j -2.71562e-05-0j -1.81041e-05-0j 2.74211e-05-0j -2.26301e-06-0j -1.56786e-05-0j 1.82807e-05-0j 2.28509e-06-0j 1.58316e-05-0j -3.20038e-06-0j -1.60019e-06-0j 3.23161e-06-0j -1.88584e-07-0j -2.30968e-07-0j 1.6158e-06-0j 1.90424e-07-0j 2.33221e-07-0j -1.49089e-08-0j 1.50544e-08-0j -4.69586e-10-0j 4.74168e-10-0j 
-0.000354678-0j 0.00269873-0j -4.67329e-05-0j 0.000642842-0j 0.000275438-0j 9.87589e-05-0j 7.53379e-06-0j -0.000326104-0j 0.00243118-0j -4.0763e-05-0j -2.71753e-05-0j 0.000560722-0j 0.000320336-0j -2.40198e-06-0j 8.12164e-05-0j 5.72285e-05-0j 9.58812e-06-0j 5.36925e-07-0j -0.0708083-0j 0.0736384-0j -0.00151986-0j 0.00158061-0j 2.49683e-05-0j -2.59662e-05-0j -0.000343456-0j 2.27928e-05-0j 0.000357183-0j -2.37038e-05-0j -0.000189983-0j -0.000126655-0j 0.000197576-0j -4.81673e-05-0j 2.32628e-06-0j 0.000131718-0j 5.00925e-05-0j -2.41926e-06-0j -4.52543e-05-0j -1.11949e-05-0j 4.7063e-05-0j -5.36125e-06-0j -4.91605e-06-0j 1.16423e-05-0j 5.57553e-06-0j 5.11254e-06-0j -5.30358e-07-0j 5.51555e-07-0j -2.34144e-08-0j 2.43503e-08-0j 
0.000358353-0j -0.0027267-0j 4.72172e-05-0j -0.000649504-0j -0.000278292-0j -9.97823e-05-0j -7.61186e-06-0j -0.000318066-0j 0.00237126-0j -3.97583e-05-0j -2.65055e-05-0j 0.000546902-0j 0.000312441-0j -2.34278e-06-0j 7.92146e-05-0j 5.58179e-05-0j 9.3518e-06-0j 5.23691e-07-0j -0.0736384-0j 0.0743569-0j -0.00158061-0j 0.00159603-0j 2.59662e-05-0j -2.62196e-05-0j -0.000357183-0j 2.37038e-05-0j 0.000360668-0j -2.39351e-05-0j -0.000197576-0j -0.000131718-0j 0.000199504-0j -5.00925e-05-0j 2.41926e-06-0j 0.000133003-0j 5.05812e-05-0j -2.44287e-06-0j -4.7063e-05-0j -1.16423e-05-0j 4.75222e-05-0j -5.57553e-06-0j -5.11254e-06-0j 1.17559e-05-0j 5.62992e-06-0j 5.16242e-06-0j -5.51555e-07-0j 5.56937e-07-0j -2.43503e-08-0j 2.45879e-08-0j 
-0.000270889-0j -4.37146e-05-0j 0.00341242-0j -5.15181e-06-0j 0.000857565-0j 5.02696e-05-0j -2.39996e-08-0j 0.0728469-0j -3.93808e-05-0j 0.0029765-0j -2.07555e-05-0j -4.4937e-06-0j 0.000496083-0j 0.000529845-0j -4.32406e-07-0j 8.81545e-05-0j 3.654e-06-0j -1.42436e-09-0j 0.000157913-0j -0.000164225-0j -0.00720059-0j 0.00748839-0j -0.00182318-0j 0.00189604-0j 2.7525e-06-0j 1.74083e-05-0j -2.86251e-06-0j -1.81041e-05-0j -0.000294214-0j 2.05159e-06-0j 0.000305973-0j 2.56449e-07-0j -0.000341505-0j -2.13359e-06-0j -2.66699e-07-0j 0.000355155-0j -3.46734e-05-0j -5.23728e-05-0j 3.60593e-05-0j 2.13707e-08-0j -5.03085e-06-0j 5.4466e-05-0j -2.22249e-08-0j 5.23192e-06-0j -1.61525e-07-0j 1.67981e-07-0j 5.32144e-11-0j -5.53413e-11-0j 
0.000273697-0j 4.41676e-05-0j -0.00344778-0j 5.2052e-06-0j -0.000866452-0j -5.07906e-05-0j 2.42483e-08-0j 0.0710514-0j -3.84102e-05-0j 0.00290313-0j -2.02439e-05-0j -4.38294e-06-0j 0.000483856-0j 0.000516785-0j -4.21748e-07-0j 8.59817e-05-0j 3.56393e-06-0j -1.38926e-09-0j 0.000164225-0j -0.000165827-0j -0.00748839-0j 0.00756145-0j -0.00189604-0j 0.00191454-0j 2.86251e-06-0j 1.81041e-05-0j -2.89044e-06-0j -1.82807e-05-0j -0.000305973-0j 2.13359e-06-0j 0.000308958-0j 2.66699e-07-0j -0.000355155-0j -2.1544e-06-0j -2.69301e-07-0j 0.00035862-0j -3.60593e-05-0j -5.4466e-05-0j 3.64111e-05-0j 2.22249e-08-0j -5.23192e-06-0j 5.49974e-05-0j -2.24417e-08-0j 5.28297e-06-0j -1.67981e-07-0j 1.6962e-07-0j 5.53413e-11-0j -5.58812e-11-0j 
3.90995e-05-0j -0.000601324-0j 5.15181e-06-0j 0.00330563-0j -6.13723e-05-0j 0.00103391-0j 0.000158965-0j -0.0105145-0j -0.000541709-0j 4.4937e-06-0j 2.9958e-06-0j 0.00288335-0j -7.13765e-05-0j 2.64794e-07-0j 0.000850259-0j 0.000294281-0j 0.000151363-0j 1.41813e-05-0j -2.27928e-05-0j 2.37038e-05-0j -0.099049-0j 0.103008-0j -2.7525e-06-0j 2.86251e-06-0j -0.00176612-0j -2.51267e-06-0j 0.00183671-0j 2.6131e-06-0j 4.23315e-05-0j 2.8221e-05-0j -4.40234e-05-0j -0.000504266-0j -2.56449e-07-0j -2.93489e-05-0j 0.000524421-0j 2.66699e-07-0j -0.000232707-0j 2.49441e-06-0j 0.000242008-0j -8.46354e-05-0j -5.14665e-05-0j -2.5941e-06-0j 8.80181e-05-0j 5.35235e-05-0j -1.11907e-05-0j 1.16379e-05-0j -7.42774e-07-0j 7.72461e-07-0j 
-3.95047e-05-0j 0.000607555-0j -5.2052e-06-0j -0.00333989-0j 6.20083e-05-0j -0.00104463-0j -0.000160612-0j -0.0102554-0j -0.000528357-0j 4.38294e-06-0j 2.92196e-06-0j 0.00281229-0j -6.96172e-05-0j 2.58267e-07-0j 0.000829302-0j 0.000287028-0j 0.000147632-0j 1.38318e-05-0j -2.37038e-05-0j 2.39351e-05-0j -0.103008-0j 0.104013-0j -2.86251e-06-0j 2.89044e-06-0j -0.00183671-0j -2.6131e-06-0j 0.00185463-0j 2.6386e-06-0j 4.40234e-05-0j 2.93489e-05-0j -4.44529e-05-0j -0.000524421-0j -2.66699e-07-0j -2.96353e-05-0j 0.000529537-0j 2.69301e-07-0j -0.000242008-0j 2.5941e-06-0j 0.000244369-0j -8.80181e-05-0j -5.35235e-05-0j -2.61941e-06-0j 8.88769e-05-0j 5.40457e-05-0j -1.16379e-05-0j 1.17515e-05-0j -7.72461e-07-0j 7.79998e-07-0j 
0.0588282-0j -3.90995e-05-0j 0.00460875-0j 0.000665216-0j -3.99058e-06-0j -4.70294e-07-0j -2.14659e-08-0j -0.000222771-0j 0.0085522-0j -2.78464e-05-0j 0.00537858-0j -4.01929e-06-0j 0.000670002-0j -1.64087e-06-0j 5.58335e-05-0j -4.10217e-07-0j -3.41847e-08-0j -1.27399e-09-0j 0.000141242-0j -0.000146887-0j 2.202e-05-0j -2.29001e-05-0j -0.00414134-0j 0.00430686-0j -0.00059775-0j -0.00224781-0j 0.000621642-0j 0.00233765-0j 2.7525e-06-0j -0.000531649-0j -2.86251e-06-0j 2.29375e-07-0j -0.000229416-0j 0.000552898-0j -2.38542e-07-0j 0.000238585-0j -4.68294e-05-0j 1.62192e-07-0j 4.87011e-05-0j -2.75945e-06-0j 2.34105e-08-0j -1.68675e-07-0j 2.86974e-06-0j -2.43461e-08-0j 1.51114e-09-0j -1.57154e-09-0j 4.75964e-11-0j -4.94987e-11-0j 
-0.000165885-0j 0.0103828-0j -2.18573e-05-0j -3.15483e-06-0j -2.73216e-06-0j -3.21988e-07-0j -1.46967e-08-0j -0.000152521-0j -2.41157e-05-0j 0.00739453-0j -1.27101e-05-0j 0.00106731-0j -3.17752e-06-0j -1.12342e-06-0j -2.64794e-07-0j -2.80856e-07-0j -2.34047e-08-0j -8.72241e-10-0j 9.67018e-05-0j -0.000100567-0j 1.5076e-05-0j -1.56786e-05-0j 1.16779e-05-0j -1.21446e-05-0j 1.68555e-06-0j -0.00413469-0j -1.75292e-06-0j 0.00429995-0j -0.000730917-0j 1.25634e-06-0j 0.00076013-0j -6.09097e-05-0j 1.08802e-06-0j -1.30655e-06-0j 6.33442e-05-0j -1.13151e-06-0j 2.22091e-07-0j 1.11046e-07-0j -2.30968e-07-0j 1.30868e-08-0j 1.6028e-08-0j -1.15484e-07-0j -1.36099e-08-0j -1.66687e-08-0j 1.03461e-09-0j -1.07596e-09-0j 3.2587e-11-0j -3.38895e-11-0j 
-0.0594378-0j 3.95047e-05-0j -0.00465651-0j -0.00067211-0j 4.03193e-06-0j 4.75168e-07-0j 2.16883e-08-0j -0.000217281-0j 0.0083414-0j -2.71601e-05-0j 0.00524601-0j -3.92022e-06-0j 0.000653488-0j -1.60042e-06-0j 5.44573e-05-0j -4.00106e-07-0j -3.33421e-08-0j -1.24259e-09-0j 0.000146887-0j -0.00014832-0j 2.29001e-05-0j -2.31235e-05-0j -0.00430686-0j 0.00434888-0j -0.000621642-0j -0.00233765-0j 0.000627707-0j 0.00236046-0j 2.86251e-06-0j -0.000552898-0j -2.89044e-06-0j 2.38542e-07-0j -0.000238585-0j 0.000558292-0j -2.4087e-07-0j 0.000240913-0j -4.87011e-05-0j 1.68675e-07-0j 4.91762e-05-0j -2.86974e-06-0j 2.43461e-08-0j -1.70321e-07-0j 2.89774e-06-0j -2.45837e-08-0j 1.57154e-09-0j -1.58687e-09-0j 4.94987e-11-0j -4.99817e-11-0j 
0.000167604-0j -0.0104904-0j 2.20838e-05-0j 3.18752e-06-0j 2.76048e-06-0j 3.25325e-07-0j 1.4849e-08-0j -0.000148762-0j -2.35213e-05-0j 0.00721227-0j -1.23968e-05-0j 0.001041-0j -3.09921e-06-0j -1.09573e-06-0j -2.58267e-07-0j -2.73934e-07-0j -2.28278e-08-0j -8.50742e-10-0j 0.000100567-0j -0.000101548-0j 1.56786e-05-0j -1.58316e-05-0j 1.21446e-05-0j -1.22631e-05-0j 1.75292e-06-0j -0.00429995-0j -1.77002e-06-0j 0.0043419-0j -0.00076013-0j 1.30655e-06-0j 0.000767546-0j -6.33442e-05-0j 1.13151e-06-0j -1.3193e-06-0j 6.39622e-05-0j -1.14255e-06-0j 2.30968e-07-0j 1.15484e-07-0j -2.33221e-07-0j 1.36099e-08-0j 1.66687e-08-0j -1.16611e-07-0j -1.37427e-08-0j -1.68313e-08-0j 1.07596e-09-0j -1.08645e-09-0j 3.38895e-11-0j -3.42201e-11-0j 
-0.0103994-0j -0.000325903-0j -0.00053955-0j -7.76305e-05-0j 0.00639335-0j 0.00114021-0j -9.09792e-07-0j 3.93808e-05-0j 0.0712843-0j -0.000470626-0j 3.28173e-06-0j -6.77137e-05-0j 0.00369841-0j -8.37758e-05-0j -9.80781e-06-0j 0.00132836-0j 0.000110699-0j -6.48398e-08-0j -2.49683e-05-0j 2.59662e-05-0j 0.000183541-0j -0.000190877-0j -0.0699917-0j 0.0727892-0j -0.0100704-0j -2.7525e-06-0j 0.0104729-0j 2.86251e-06-0j -0.00219343-0j 1.52951e-05-0j 0.0022811-0j 5.81675e-06-0j 5.39967e-05-0j -1.59064e-05-0j -6.04924e-06-0j -5.61549e-05-0j -0.000522479-0j -0.000390451-0j 0.000543362-0j 6.47432e-07-0j -0.000114109-0j 0.000406057-0j -6.73309e-07-0j 0.00011867-0j -6.1232e-06-0j 6.36793e-06-0j 2.82756e-09-0j -2.94058e-09-0j 
0.0105072-0j 0.00032928-0j 0.000545142-0j 7.8435e-05-0j -0.0064596-0j -0.00115203-0j 9.1922e-07-0j 3.84102e-05-0j 0.0695273-0j -0.000459026-0j 3.20085e-06-0j -6.60447e-05-0j 0.00360726-0j -8.17109e-05-0j -9.56607e-06-0j 0.00129562-0j 0.00010797-0j -6.32417e-08-0j -2.59662e-05-0j 2.62196e-05-0j 0.000190877-0j -0.000192739-0j -0.0727892-0j 0.0734993-0j -0.0104729-0j -2.86251e-06-0j 0.0105751-0j 2.89044e-06-0j -0.0022811-0j 1.59064e-05-0j 0.00230335-0j 6.04924e-06-0j 5.61549e-05-0j -1.60616e-05-0j -6.10826e-06-0j -5.67028e-05-0j -0.000543362-0j -0.000406057-0j 0.000548663-0j 6.73309e-07-0j -0.00011867-0j 0.000410019-0j -6.79878e-07-0j 0.000119828-0j -6.36793e-06-0j 6.43006e-06-0j 2.94058e-09-0j -2.96927e-09-0j 
0.000866621-0j 8.26276e-05-0j -4.70294e-07-0j -0.00092476-0j 8.43315e-06-0j 0.00435454-0j 0.00207441-0j -3.28173e-06-0j -0.018073-0j -4.10217e-07-0j -2.73478e-07-0j -0.000806627-0j 9.80781e-06-0j -2.41722e-08-0j 0.00358105-0j -8.2326e-05-0j 0.00130754-0j 0.000247525-0j 2.08069e-06-0j -2.16385e-06-0j -4.6534e-05-0j 4.83939e-05-0j -6.10077e-05-0j 6.3446e-05-0j -0.119962-0j 2.29375e-07-0j 0.124757-0j -2.38542e-07-0j -5.81675e-06-0j -3.87783e-06-0j 6.04924e-06-0j -0.00212382-0j 2.34105e-08-0j 4.03283e-06-0j 0.00220871-0j -2.43461e-08-0j 6.51005e-05-0j -3.42755e-07-0j -6.77025e-05-0j -0.000731119-0j -0.000216762-0j 3.56455e-07-0j 0.000760341-0j 0.000225425-0j -0.000146033-0j 0.000151869-0j -1.62341e-05-0j 1.68829e-05-0j 
3.90995e-05-0j 0.0575462-0j -0.000743734-0j 0.0102306-0j -3.03642e-05-0j -1.08871e-05-0j -8.30522e-07-0j 3.59496e-05-0j -0.000268013-0j -0.000869207-0j -0.000867964-0j 0.0119565-0j 0.00509802-0j 2.64794e-07-0j 0.00129253-0j -6.30885e-06-0j -1.05699e-06-0j -5.91904e-08-0j -2.27928e-05-0j 2.37038e-05-0j 0.000167549-0j -0.000174246-0j -2.7525e-06-0j 2.86251e-06-0j 3.78624e-05-0j -0.0701638-0j -3.93757e-05-0j 0.0729681-0j -0.00405109-0j -0.0040453-0j 0.004213-0j -0.00102709-0j 3.70219e-05-0j 0.00420698-0j 0.00106814-0j -3.85016e-05-0j -0.000720203-0j 1.23412e-06-0j 0.000748988-0j -8.5322e-05-0j 5.41944e-07-0j -1.28344e-06-0j 8.87322e-05-0j -5.63604e-07-0j 5.84664e-08-0j -6.08033e-08-0j 2.5812e-09-0j -2.68437e-09-0j 
-0.000875601-0j -8.34839e-05-0j 4.75168e-07-0j 0.000934343-0j -8.52054e-06-0j -0.00439967-0j -0.00209591-0j -3.20085e-06-0j -0.0176276-0j -4.00106e-07-0j -2.66737e-07-0j -0.000786745-0j 9.56607e-06-0j -2.35765e-08-0j 0.00349278-0j -8.02968e-05-0j 0.00127532-0j 0.000241424-0j 2.16385e-06-0j -2.18497e-06-0j -4.83939e-05-0j 4.88661e-05-0j -6.3446e-05-0j 6.4065e-05-0j -0.124757-0j 2.38542e-07-0j 0.125974-0j -2.4087e-07-0j -6.04924e-06-0j -4.03283e-06-0j 6.10826e-06-0j -0.00220871-0j 2.43461e-08-0j 4.07217e-06-0j 0.00223026-0j -2.45837e-08-0j 6.77025e-05-0j -3.56455e-07-0j -6.8363e-05-0j -0.000760341-0j -0.000225425-0j 3.59932e-07-0j 0.000767759-0j 0.000227625-0j -0.000151869-0j 0.000153351-0j -1.68829e-05-0j 1.70476e-05-0j 
2.39435e-05-0j -0.000747379-0j -0.00060639-0j 4.5536e-07-0j 0.00720865-0j -8.93297e-06-0j 2.12129e-09-0j 2.20145e-05-0j 3.4808e-06-0j 0.102309-0j 1.83454e-06-0j -7.68278e-05-0j -8.81545e-05-0j 0.00898594-0j 3.82197e-08-0j 0.000741023-0j -6.4932e-07-0j 1.25897e-10-0j -1.39577e-05-0j 1.45156e-05-0j -2.17604e-06-0j 2.26301e-06-0j 0.00032398-0j -0.000336929-0j -2.43289e-07-0j 0.000297626-0j 2.53013e-07-0j -0.000309522-0j -0.0101128-0j -1.81337e-07-0j 0.010517-0j 4.38445e-06-0j -0.00287068-0j 1.88584e-07-0j -4.55969e-06-0j 0.00298541-0j 6.16151e-06-0j -0.00088822-0j -6.40777e-06-0j -1.88892e-09-0j -4.22891e-05-0j 0.000923721-0j 1.96442e-09-0j 4.39793e-05-0j 2.87032e-08-0j -2.98504e-08-0j -4.70353e-12-0j 4.89152e-12-0j 
-3.95047e-05-0j -0.0581425-0j 0.000751442-0j -0.0103366-0j 3.06788e-05-0j 1.1e-05-0j 8.39129e-07-0j 3.50635e-05-0j -0.000261407-0j -0.000847783-0j -0.000846571-0j 0.0116618-0j 0.00497237-0j 2.58267e-07-0j 0.00126067-0j -6.15335e-06-0j -1.03094e-06-0j -5.77315e-08-0j -2.37038e-05-0j 2.39351e-05-0j 0.000174246-0j -0.000175946-0j -2.86251e-06-0j 2.89044e-06-0j 3.93757e-05-0j -0.0729681-0j -3.97599e-05-0j 0.07368-0j -0.004213-0j -0.00420698-0j 0.00425411-0j -0.00106814-0j 3.85016e-05-0j 0.00424803-0j 0.00107856-0j -3.88772e-05-0j -0.000748988-0j 1.28344e-06-0j 0.000756296-0j -8.87322e-05-0j 5.63604e-07-0j -1.29596e-06-0j 8.95979e-05-0j -5.69103e-07-0j 6.08033e-08-0j -6.13965e-08-0j 2.68437e-09-0j -2.71056e-09-0j 
2.25741e-05-0j 3.64288e-06-0j 0.0823891-0j -0.000124385-0j -7.14638e-05-0j -4.18914e-06-0j 1.99997e-09-0j 2.07555e-05-0j 3.28173e-06-0j -0.000248041-0j 0.072092-0j 3.74475e-07-0j 0.0119774-0j -4.41537e-05-0j -1.044e-05-0j -7.34621e-06-0j -3.045e-07-0j 1.18697e-10-0j -1.31595e-05-0j 1.36854e-05-0j -2.05159e-06-0j 2.13359e-06-0j 0.000151931-0j -0.000158004-0j -2.29375e-07-0j 0.000420305-0j 2.38542e-07-0j -0.000437104-0j 2.45178e-05-0j -0.00712597-0j -2.54977e-05-0j -2.13707e-08-0j -0.00824528-0j 0.00741079-0j 2.22249e-08-0j 0.00857483-0j -0.000837152-0j 4.3644e-06-0j 0.000870612-0j 5.15973e-07-0j 4.19237e-07-0j -4.53884e-06-0j -5.36596e-07-0j -4.35994e-07-0j 1.34604e-08-0j -1.39984e-08-0j -4.43453e-12-0j 4.61177e-12-0j 
-2.41916e-05-0j 0.000755124-0j 0.000612674-0j -4.60079e-07-0j -0.00728336-0j 9.02555e-06-0j -2.14327e-09-0j 2.14719e-05-0j 3.39501e-06-0j 0.0997876-0j 1.78933e-06-0j -7.49341e-05-0j -8.59817e-05-0j 0.00876445-0j 3.72777e-08-0j 0.000722758-0j -6.33315e-07-0j 1.22794e-10-0j -1.45156e-05-0j 1.46572e-05-0j -2.26301e-06-0j 2.28509e-06-0j 0.000336929-0j -0.000340217-0j -2.53013e-07-0j 0.000309522-0j 2.55481e-07-0j -0.000312542-0j -0.010517-0j -1.88584e-07-0j 0.0106196-0j 4.55969e-06-0j -0.00298541-0j 1.90424e-07-0j -4.60417e-06-0j 0.00301454-0j 6.40777e-06-0j -0.000923721-0j -6.47029e-06-0j -1.96442e-09-0j -4.39793e-05-0j 0.000932733-0j 1.98359e-09-0j 4.44084e-05-0j 2.98504e-08-0j -3.01417e-08-0j -4.89152e-12-0j 4.93925e-12-0j 
-4.88744e-06-0j -0.0145391-0j 6.15675e-05-0j -0.000413204-0j -0.00147455-0j 0.0123559-0j -1.98706e-05-0j -4.4937e-06-0j 6.77137e-05-0j -0.0103876-0j -3.74475e-07-0j 0.0697152-0j -0.000852994-0j 9.55956e-06-0j -0.000106282-0j 0.00707048-0j 0.00180888-0j -1.77266e-06-0j 2.8491e-06-0j -2.96298e-06-0j -4.23315e-05-0j 4.40234e-05-0j -3.28941e-05-0j 3.42088e-05-0j 0.000220765-0j -6.07527e-05-0j -0.000229589-0j 6.31809e-05-0j -0.0978529-0j -3.52762e-06-0j 0.101764-0j -0.0121924-0j -6.16151e-06-0j 3.66862e-06-0j 0.0126797-0j 6.40777e-06-0j -0.002781-0j 9.00528e-05-0j 0.00289215-0j 1.05794e-05-0j -0.00123655-0j -9.36521e-05-0j -1.10023e-05-0j 0.00128597-0j -0.000133736-0j 0.000139081-0j 9.28467e-08-0j -9.65577e-08-0j 
-2.28081e-05-0j -3.68063e-06-0j -0.0832429-0j 0.000125674-0j 7.22044e-05-0j 4.23255e-06-0j -2.02069e-09-0j 2.02439e-05-0j 3.20085e-06-0j -0.000241928-0j 0.0703151-0j 3.65245e-07-0j 0.0116822-0j -4.30654e-05-0j -1.01827e-05-0j -7.16514e-06-0j -2.96994e-07-0j 1.15771e-10-0j -1.36854e-05-0j 1.38189e-05-0j -2.13359e-06-0j 2.1544e-06-0j 0.000158004-0j -0.000159545-0j -2.38542e-07-0j 0.000437104-0j 2.4087e-07-0j -0.000441369-0j 2.54977e-05-0j -0.00741079-0j -2.57465e-05-0j -2.22249e-08-0j -0.00857483-0j 0.00748309-0j 2.24417e-08-0j 0.00865849-0j -0.000870612-0j 4.53884e-06-0j 0.000879106-0j 5.36596e-07-0j 4.35994e-07-0j -4.58312e-06-0j -5.41831e-07-0j -4.40247e-07-0j 1.39984e-08-0j -1.4135e-08-0j -4.61177e-12-0j 4.65677e-12-0j 
-3.25829e-06-0j 5.01103e-05-0j 0.000124385-0j 0.0798109-0j 5.11436e-06-0j -8.61594e-05-0j -1.32471e-05-0j -2.9958e-06-0j 4.51424e-05-0j -3.74475e-07-0j -0.0104056-0j -0.00024028-0j -0.00172331-0j -2.20661e-08-0j 0.0205286-0j -2.45234e-05-0j -1.26136e-05-0j -1.18178e-06-0j 1.8994e-06-0j -1.97532e-06-0j -2.8221e-05-0j 2.93489e-05-0j 2.29375e-07-0j -2.38542e-07-0j 0.000147177-0j -6.06658e-05-0j -0.000153059-0j 6.30906e-05-0j -3.52762e-06-0j -0.0980225-0j 3.66862e-06-0j 4.20222e-05-0j -6.19168e-06-0j 0.10194-0j -4.37018e-05-0j 6.43915e-06-0j -0.00561846-0j -2.07867e-07-0j 0.00584303-0j -0.00204343-0j 4.28887e-06-0j 2.16175e-07-0j 0.0021251-0j -4.46029e-06-0j 9.32556e-07-0j -9.69829e-07-0j 6.18978e-08-0j -6.43718e-08-0j 
4.93809e-06-0j 0.0146898-0j -6.22055e-05-0j 0.000417486-0j 0.00148983-0j -0.012484-0j 2.00765e-05-0j -4.38294e-06-0j 6.60447e-05-0j -0.0101315-0j -3.65245e-07-0j 0.0679969-0j -0.00083197-0j 9.32394e-06-0j -0.000103663-0j 0.00689621-0j 0.0017643-0j -1.72897e-06-0j 2.96298e-06-0j -2.99189e-06-0j -4.40234e-05-0j 4.44529e-05-0j -3.42088e-05-0j 3.45426e-05-0j 0.000229589-0j -6.31809e-05-0j -0.000231829-0j 6.37973e-05-0j -0.101764-0j -3.66862e-06-0j 0.102757-0j -0.0126797-0j -6.40777e-06-0j 3.70441e-06-0j 0.0128034-0j 6.47029e-06-0j -0.00289215-0j 9.36521e-05-0j 0.00292037-0j 1.10023e-05-0j -0.00128597-0j -9.45658e-05-0j -1.11096e-05-0j 0.00129852-0j -0.000139081-0j 0.000140438-0j 9.65577e-08-0j -9.74997e-08-0j 
2.87995e-07-0j 0.00172244-0j 3.79467e-08-0j 0.000150282-0j -9.08843e-07-0j -0.00145144-0j 0.0157823-0j 2.64794e-07-0j -8.022e-06-0j -6.40231e-06-0j 2.20661e-08-0j -0.0253554-0j -1.05699e-06-0j 1.95039e-09-0j -0.00119362-0j 1.33787e-05-0j 0.00481348-0j 0.00284996-0j -1.67885e-07-0j 1.74595e-07-0j 5.01499e-06-0j -5.21543e-06-0j -2.02741e-08-0j 2.10844e-08-0j -8.02922e-05-0j 3.57989e-06-0j 8.35013e-05-0j -3.72297e-06-0j -0.000121255-0j 4.17916e-07-0j 0.000126101-0j -0.136928-0j -1.88892e-09-0j -4.34619e-07-0j 0.142401-0j 1.96442e-09-0j -1.05794e-05-0j 3.69389e-08-0j 1.10023e-05-0j -0.00269148-0j 7.22501e-05-0j -3.84153e-08-0j 0.00279905-0j -7.51378e-05-0j -0.00111103-0j 0.00115544-0j -0.000250188-0j 0.000260188-0j 
-3.99058e-06-0j 3.03642e-05-0j -0.0145901-0j -0.00104415-0j 0.0566492-0j -0.000213577-0j 8.47648e-08-0j -3.66909e-06-0j 2.73539e-05-0j 8.81545e-05-0j 8.85862e-05-0j 6.30885e-06-0j 0.10001-0j -0.00149766-0j -0.000131918-0j 0.0117702-0j -2.07354e-05-0j 6.04109e-09-0j 2.32628e-06-0j -2.41926e-06-0j -1.71004e-05-0j 1.77839e-05-0j -5.39967e-05-0j 5.61549e-05-0j -3.86432e-06-0j -3.70219e-05-0j 4.01877e-06-0j 3.85016e-05-0j 0.000410859-0j 0.000412871-0j -0.000427281-0j -5.41944e-07-0j -0.0690702-0j -0.000429373-0j 5.63604e-07-0j 0.0718308-0j -0.0141285-0j -0.00698008-0j 0.0146932-0j 8.70814e-06-0j -0.00101108-0j 0.00725907-0j -9.0562e-06-0j 0.00105149-0j 1.14696e-06-0j -1.1928e-06-0j -2.63443e-10-0j 2.73972e-10-0j 
3.29206e-06-0j -5.06296e-05-0j -0.000125674-0j -0.080638-0j -5.16736e-06-0j 8.70523e-05-0j 1.33843e-05-0j -2.92196e-06-0j 4.40298e-05-0j -3.65245e-07-0j -0.0101491-0j -0.000234357-0j -0.00168083-0j -2.15223e-08-0j 0.0200226-0j -2.3919e-05-0j -1.23027e-05-0j -1.15265e-06-0j 1.97532e-06-0j -1.99459e-06-0j -2.93489e-05-0j 2.96353e-05-0j 2.38542e-07-0j -2.4087e-07-0j 0.000153059-0j -6.30906e-05-0j -0.000154553-0j 6.37061e-05-0j -3.66862e-06-0j -0.10194-0j 3.70441e-06-0j 4.37018e-05-0j -6.43915e-06-0j 0.102935-0j -4.41281e-05-0j 6.50198e-06-0j -0.00584303-0j -2.16175e-07-0j 0.00590003-0j -0.0021251-0j 4.46029e-06-0j 2.18284e-07-0j 0.00214584-0j -4.50381e-06-0j 9.69829e-07-0j -9.79291e-07-0j 6.43718e-08-0j -6.49998e-08-0j 
