0.00366508-0.00846896j 0.00353417+0.00782914j 0.00156676+0.0052404j 0.00200662-0.00887665j 0.00174361+0.00133858j -0.000140759+0.00428034j 0.00249393-0.0071201j -0.000864913-0.00397197j -0.000693824+0.000687573j -0.000838005-0.000866838j -0.00109864-0.000610626j 0.00164108-0.00879082j -0.00125044+0.000207413j -0.00130056+0.000540385j 2.28763e-05-0.000344586j -0.000296016-0.00103181j -3.74396e-05+0.00232102j -0.00102392+0.00614528j 0.000117435-0.000358513j -0.000388942+0.00340864j 0.00179426-0.00271373j -0.000122783+0.00035072j 0.000255555+0.00186631j 0.000532545+0.000444694j -0.000116053+0.00151219j -0.000141219-0.00267615j -0.0017253-0.0023883j 0.000116689-0.000953612j 0.00135734-0.00298716j -0.000154119-0.000975741j 0.000417958-0.00340846j 0.00191314-0.00439341j 0.000637439-0.00409565j 0.000144797-0.000102225j 0.000223266+0.000768337j 0.000159264+0.00136908j -8.75537e-05-0.00174029j 0.00102006-0.00424983j -0.00200604+0.00481929j 0.000622984+0.00019635j -0.00186228+0.00065277j -0.00106649+0.00325608j 0.00262216-0.00497008j 0.000719263-0.00442855j -8.13033e-05+0.00260552j -0.00441072+0.0039832j 0.000239366+0.00134703j -0.00416336+0.0104826j -0.00344742-0.00113055j -0.00186264-0.0202337j -0.0151937+0.0514208j 0.000438478+0.931986j 
0.000223426-0.00342955j 0.000690522+0.00538638j -0.00132175+0.00200119j 0.000431066-0.00189828j 0.00101575+0.000792079j -0.000606045-0.00649754j -0.00260016+0.00919529j -0.000311741+0.0258809j 0.000396598-0.0277082j -0.00263798+0.0101107j -0.00268726-0.00485084j 0.00211636-0.0120686j 0.00133181+0.00483555j -0.00039503-0.00269629j -0.000875168-0.0171658j 0.0036075-0.00496417j -4.55509e-07-0.0147383j 0.000278701-0.0442855j 0.00116287-0.0417562j 0.00173427+0.00856722j -0.00258142+0.0217358j -0.000614601-0.017262j 0.00115797-0.0111379j 0.00111213+0.0617512j 0.00431714-0.0919337j -0.029736+0.0221194j 0.0517375-0.0187751j -0.00210468-0.110126j 0.00128038+0.065187j -0.00199464+0.212153j -0.000670532+0.176477j 0.000272816-0.0399176j 0.00263031-0.0253906j -0.00183371+0.146237j 0.000977338-0.0706328j -0.00434765-0.0822012j -0.00100312+0.006692j -7.47534e-05+0.0809203j 0.011025+0.00226407j 0.00197903+0.037371j 0.00134565+0.0904479j -0.000826438-0.087514j 0.00312147-0.0719377j -0.00181825-0.130828j 0.000488939-0.0162378j -0.00237957-0.0492454j -0.00402082-0.00583705j 0.00134203-0.0256533j -0.00235488+0.00671213j -0.00243913-0.0180271j 6.09679e-05-0.000619024j 0.00100047-0.00211915j 
-0.000991921+0.00422944j 0.000313616-0.000852048j 0.000562935-0.00486597j 0.000603875-0.00698016j 0.00187754+0.0172796j -0.00278661+0.0199687j 0.00507422+0.00218978j 0.000851823-0.0294631j -0.000780953+0.0239998j -0.00108237-0.00783093j 0.00324846+0.00395965j -0.00240683+0.0120912j -0.00198402+0.0117722j -0.000626421-0.0262937j -0.00264655+0.0316726j -0.00142993-0.0313866j -0.00159757-0.018122j -0.002585+0.0612303j 0.000553841-0.040602j -0.00211868+0.0572423j 0.000821632-0.0180112j -0.00168238+0.0266351j 0.00227448+0.00872441j 0.00143998+0.0606395j -0.00444254+0.160082j -0.0558852-0.0928349j -0.0479659-0.0776714j -0.00531323+0.14634j -0.00205649-0.187552j -0.00173469+0.302176j 0.00318687-0.380942j 0.00447081-0.0548059j 5.90153e-05-0.0404791j 0.00247076+0.212155j 0.00151436+0.179905j -0.000374321+0.00375911j 0.00180736+0.115052j -0.00147048-0.056012j -0.00161677+0.0308329j -0.00360861-0.0511885j 0.00530545+0.0806762j 0.00128693-0.000572242j -0.00160436-0.000365649j -0.00417844-0.019328j -0.00717077+0.0403056j -0.00129058+0.00401146j -0.000811103+0.0716506j -0.00639582-0.0201367j 0.000543001-0.00985386j 0.00330849+0.00791046j 0.00114828-0.0123624j 0.00252973+0.00594218j 
0.0026012-0.00279483j -0.00063434+0.011481j -0.00238335-0.00620497j -0.00337023+0.0222891j -0.0022305-0.00292451j -0.00164943+0.0126014j -0.00112753+0.0310065j 0.0043955+0.0211278j -0.000729704-0.0201141j -0.00268492+0.0575872j -0.000935796+0.007222j -0.00426834+0.0475728j 0.00511255+0.05049j 0.00049153+0.00208346j 0.0018883+0.007237j 0.00139975+0.0175031j -0.000927459-0.00905464j 0.00206649-0.108424j -0.00400832+0.0858822j -0.00175584+0.0492233j 0.0017671+0.0305578j 0.00231751-0.0460253j 0.000850208+0.0274814j 0.00174091-0.0554143j -0.000533262-0.0288818j 0.0670425+0.104588j 0.0402289+0.091173j -0.00255999+0.194741j -0.000831095-0.172368j 0.00392834-0.0677875j -0.00544694-0.181919j -0.000861021+0.0299445j -0.0025682+0.139876j 0.00178836+0.142204j 0.000686089-0.23317j 0.000247341+0.085353j 0.00133013+0.074732j 0.00417694+0.0392896j -0.00581968-0.00528142j -0.00269436+0.0508281j 0.00098491+0.0252477j -0.000708056+0.00865455j -0.00967063-0.100547j -0.00206313+0.100517j 0.00955358-0.000692687j -0.00376968-0.0552205j -0.00298283-0.0234721j 0.00314809+0.00935266j -0.00336817+0.0277417j -0.00775129-0.0301048j 0.00155729-0.000794914j 0.00202597+0.00249144j 
-9.20906e-05+0.00968117j -0.00161357+0.00515378j -0.00245738-0.000750895j 0.000362308+0.00886093j 0.0005176-0.0114881j 0.00212815-0.0015474j -0.000336371-0.0050479j -0.000279862-0.000964439j 0.00271227+0.00546581j 0.00150889-0.0337983j 0.002993-0.0112363j 0.0028192+0.010495j -0.00110101-0.0283606j 0.00116639-0.0209661j -0.00107435+0.0112182j -0.00227511+0.0178166j -0.000274098-0.0176032j 0.00232494+0.0397248j 0.00202466-0.053121j 0.00359324-0.0651608j -0.00350569+0.042178j -0.0017319+0.0240284j -0.00658459-0.0803239j -0.00157953-0.0122215j -0.000769689-0.0872573j 0.0501728+0.10988j 0.069361+0.0705462j -0.00111822+0.222881j -0.000517814+0.445891j -0.00316636+0.0668255j 0.00191377-0.00694288j -0.00444664-0.108543j -0.000388148+0.0601882j 0.00349459+0.0190863j 0.00269286-0.0246549j -0.00186661-0.0156142j 0.000522203+0.038873j 0.00928251+0.0172523j -3.78897e-05-0.0291658j -0.00115092-0.0644464j 0.00603656+0.0425679j -0.00670061-0.0871636j -0.00267147+0.0794817j 0.00697207+0.0423439j -0.00149617-0.016111j 0.00131071+0.0362163j 0.00295117-0.0184006j 0.00645113+0.00804903j -0.000682119-0.000931487j 7.73914e-05-0.0113865j 0.0020194+0.00336789j -4.64214e-05+0.00985425j 
0.000935519-0.00883116j 0.000726239+0.00105518j -0.000160526-0.00156846j -0.00162441+0.00266212j -0.00164539-0.0050414j 0.001657-0.00854853j -0.00224294+0.00170288j 0.000106858+0.0110547j -0.00152637-0.0227949j -0.00225191+0.0253738j -0.00122196-0.000184839j -0.0018502+0.0158068j 0.00365486+0.0306998j 0.000323851-0.0106471j 0.0032056-0.034817j -2.97411e-05+0.0164709j 9.80897e-05+0.0247719j -0.00155161-0.0561433j 0.00211791+0.0495435j -0.00139968+0.0156025j 0.00327993-0.0594314j 0.0022692-0.045475j 6.72328e-05+0.0856406j 0.00158491-0.0572192j -0.000721336+0.0596103j -0.00688289+0.151384j 0.144167+0.0423373j -0.00151976-0.0209713j -0.00144421+0.0866094j -0.00322308+0.134454j -0.00215967+0.146154j 0.00386706+0.0753708j 0.00184611-0.0243422j -0.00206662-0.0637948j 0.000815131-0.0650341j 0.00240296-0.0477049j 0.00148421+0.107116j -0.00485688-0.0540128j 0.0034967+0.150656j 0.00193591+0.0390045j -0.00368351-0.0258153j 0.000420007-0.00734969j 0.00308483-0.0397021j -0.00257234-0.0224534j 0.0046095+0.00315451j -0.000602164-0.0341241j -0.00205287-0.00603784j -0.00203106-0.00268561j -0.000654092+0.0162843j -0.00300956-0.00694508j -0.0017535+0.00251484j -0.000117942-0.00843145j 
-0.000582984+0.00182544j -0.00100662-0.0073821j 0.000315331-0.0129487j -0.00233206+0.00148441j -0.00186202-0.0101933j 0.00300096-0.00361046j -0.000209656-0.0125314j 0.000370283-0.00846864j -0.0017978-0.00839267j -0.000855523+0.0167238j 0.00107481+0.0135837j -0.00399228+0.00544196j 0.000897176+0.023943j 0.00277577-0.0161956j 0.000893803-0.00150042j -0.00281711-0.00704562j -0.000977689-0.0114396j -0.00281195+0.000873136j 0.00238961+0.0399335j -0.00320256+0.0759625j 0.00231364-0.0606425j -0.00104954-0.0245554j 0.000687977+0.0644258j 0.000460576-0.0957115j 0.00335932+0.0168762j -0.108111+0.10418j 0.177365-0.0520524j -0.00717474+0.177662j 0.00460918+0.184672j 0.000473926-0.0120733j 0.00240231-0.0873693j 0.00220188+0.153116j -0.00251676-0.137856j -0.00404049-0.0471031j 0.00304173+0.11641j 0.000126696-0.0740551j -0.00350215+0.0156894j -0.00437139+0.0795215j -0.0042306-0.0321652j 0.00116202+0.00558951j -0.00227062+0.0283816j 0.00395831+0.0877152j 0.00349055-0.0133116j -0.00734874-0.0370713j -0.000864098+0.0129859j -0.000926924+0.0108622j 0.00255333+0.0238032j 0.000580219+0.0123849j -0.000774894+0.0132202j -0.00215896-0.00186476j 0.000472518+0.00969676j -0.00238143-8.55994e-05j 
-0.00143903-0.00338745j 0.0012495-0.00830445j 5.33444e-05-0.0164837j -0.00274192+0.00163142j -0.000613917+0.00165975j -0.000796874+0.00112994j 0.00160159+0.0118218j 0.00256676-0.00375647j -0.00070875-0.0116979j -0.0035519+0.0259589j -0.00114888+0.0244377j -0.00470222+0.0238048j -0.000930767+0.0323493j 0.00179832+0.0406974j -0.00305424+0.0309865j 0.000298493-0.00567353j 0.00374794-0.0508974j 0.00114587-0.050071j -0.00163798+0.012751j 0.00108475+0.0874441j 0.00474747-0.116846j 0.000967448+0.0238449j 0.00321534-0.0621733j 0.0018659+0.11792j 0.00482962-0.0369729j 0.0354207-0.13694j -0.161621-0.0119665j -0.000217072-0.0600961j -0.00530229+0.357477j 0.00494768+0.126875j -0.000216659+0.092219j 0.000411325+0.171377j 0.00414037+0.000853663j 0.0022197+0.0834285j -0.000410718-0.127551j -0.00377532-0.0636407j -0.00725894-0.0615002j -0.00178352+0.0177895j 0.00373825-0.035356j -0.000103555-0.156337j -0.0066567-0.0362237j 0.00561699+0.0824906j -0.00380537-0.046989j -0.00548726+0.00636582j 0.00241658+0.016919j -0.00294267-0.0175023j -0.00184362+0.0100609j 0.00274469-0.00926811j -0.00284389+0.00365718j -0.0026388-0.014299j 0.000934086+0.0150521j -0.00313844-0.00136885j 
-0.000167165+0.00812884j -0.000924993+4.6604e-05j -0.00270055-0.0105752j -0.00147761+0.0191844j 0.000379587-0.00904772j 0.000407764+0.00532665j 0.00201905-0.000628499j 0.00372547-0.00822898j -0.00049136-0.010778j -0.00134833-0.00112954j 0.00439696+0.0151726j -0.00192763+0.012718j -0.00130158+0.00438128j 0.00347105-0.0157557j 0.0012724+0.0253694j -0.000520664+0.00741375j -0.00175743-0.0037613j -0.00116958+0.0340739j 0.00232681+0.00688289j -0.00172181+0.0817807j -0.000341506-0.0312938j -0.00423542-0.0159705j 0.000506666-0.0848713j -0.00553481+0.0182116j 0.00115199-0.00309772j -0.106243-0.0812327j 0.00642614-0.108163j -0.00127709+0.0618732j -0.00394652+0.176476j 0.00149961-0.208599j 0.000772541-0.207265j 1.9543e-05+0.0668999j 0.000510254+0.0332263j -0.00210315-0.0276799j -0.00588325-0.136851j 0.00146932+0.0119727j -0.00122416-0.081264j -0.00650858+0.0849041j -0.00254737+0.0108143j -0.00495914+0.0607343j -0.00447903-0.0115138j -0.00350724+0.0498447j -0.00273495-0.000809627j -0.00474168-0.00758734j 0.000587577+0.0219664j 0.0022446+0.00324689j 0.00294253-0.0058366j 0.00355814+0.0121541j 0.00084719+0.0227004j -0.00298446+0.00274913j 0.00393958+0.0042101j 5.58228e-05+0.0132462j 
-0.000584697-0.00344929j 0.000465106-0.000205105j -0.000954722-0.0122597j -0.00200696+0.00935978j 0.00164116-0.00391258j 0.0010808+0.0299369j 0.00286259-0.00329746j 0.00242159+0.00289609j -0.00119914-0.00500773j -0.000411272+0.0129339j 0.000956019+0.012132j -0.00165312+0.0109418j 0.000502155+0.00457488j -4.42529e-05-0.00773852j 3.29529e-06+0.0311914j -0.00128955-0.0193915j -0.00255439-0.00877433j -0.00405836+0.00472581j -0.00175418+0.0235605j -0.000844515+0.0841447j -0.0010819-0.0388002j -0.00374077-0.0321664j 0.00589551-0.103217j -0.000335624+0.0612434j 0.000464693+0.100819j -0.0343786+0.0787199j 0.103374-0.00298004j 0.00419463-0.0809389j -0.000367606+0.358497j 0.00161351+0.326116j 0.00035613-0.103562j 0.00141169-0.0860357j 0.00119146+0.0495531j 0.000675253-0.00406293j -0.00101786-0.00678124j -0.000453212-0.00402195j 0.00217574+0.0269473j -0.00706741-0.118902j -0.00541402-0.0705535j -0.00132408+0.10904j 0.000666664-0.0161641j -0.00107598+0.0161526j -0.000944581-0.0216726j -0.00620443+0.0461467j -0.00180665+0.0182317j -0.0026005-0.0120892j 0.00253952+0.0358315j -0.00321644+0.0178316j -0.000806546+0.0219725j -0.00199883-0.00134038j -0.000539607-0.000304224j 0.000891341-0.00174208j 
0.00123582+0.00264002j -0.000743659+0.00584338j -0.00201183-0.00686948j -0.00165454+0.0096928j -0.000846207-0.00614427j -0.00104494+0.00637778j -0.00120104+0.0144063j 0.0018187+0.0179405j 0.00124937+0.00591229j 7.90354e-05+0.0130045j -0.000273759-0.00104268j -0.000639924+0.023225j 0.00330044+0.0108462j -0.000972928+0.005681j -0.00312694-0.00753598j 0.00204156-0.00891503j -0.00175214-0.0159698j 0.00202099-0.0580249j -0.00242316-0.0284172j 0.00454996-0.00497273j -0.00122054+0.0716792j 0.00331808-0.0235009j 0.0012406-0.0615914j 0.000250222-0.0748709j -0.000570677-0.215474j -0.205079-0.139169j 0.0260005-0.198811j -0.00560871+0.102101j -0.000103414+0.0389223j -0.00266125-0.092805j -0.00130222+0.0168157j 0.00167632-0.0157424j 0.000420839+0.0729016j 0.000325453+0.0923965j 0.00440639+0.0426902j -0.00150608+0.0834482j 0.00028075+0.000696037j 4.42751e-05-0.0850316j 0.00351298+0.00366044j 0.00152293-0.00248644j 0.00315565+0.0553762j 0.0035498-0.0286522j -0.00367337-0.0261086j -0.000405921+0.0225112j 0.00191554-0.00985182j -0.000950093-0.00490524j -0.00151448-0.00701015j 0.00187456+0.000539511j -0.00101977+0.00813421j -0.00325201-0.0125831j 0.00218655+0.00060949j 0.000827092+0.00746024j 
0.000976971-0.00831249j 0.000888601+0.00234468j 0.00238789-0.0114551j -0.00265594-0.00704288j -0.00137993+0.00890939j -0.00245074+0.0181176j 0.00340919+0.00927253j 0.00293989-0.0177269j 0.00194718+0.00677528j -0.000998011-0.00483933j 0.00519465-0.0106489j -0.00501635+0.0583095j 0.00354681+0.00381301j -0.000696656-0.0102556j 0.000237276+0.0159461j 0.00202818-0.00178345j -0.000606054+0.0407368j 0.00310516-0.0775855j 0.00243126+0.015824j 0.00257199-0.0147319j 0.00367176-0.0694793j 0.00653535-0.016281j 0.00354766-0.0929389j 0.0026392-0.00776297j -0.0021972+0.199636j 0.0779541-0.0892609j -0.152464+0.0366719j 0.00229629+0.0987972j 0.00635905+0.207677j 0.003989+0.190177j -0.00305588-0.0101573j -0.00154298-0.0908032j -0.00114477-0.00788242j 0.000161934-0.0470625j 0.00412016+0.0397572j 0.0100247+0.0343061j 0.000259264-0.109614j -0.00227716-0.0331779j -0.00262349+0.0332974j 0.000992087+0.00545053j -0.00168596-0.0457344j -0.00538266-0.0467615j -0.00513865+0.00999499j -0.000190497+0.00538901j 0.00379067+0.0516351j 0.00332985-0.0168285j -0.00432217+0.00043802j -0.00302964-0.0228741j -0.00135185+0.00536328j -0.000829931-0.00637592j -0.000243053+0.00172259j -0.000150382-0.00353622j 
0.00108856-0.00801791j 0.00186422+0.00204424j 0.00218271-0.00343142j -0.000820447-0.00843281j -0.000769003+0.000553434j 0.00141573+0.00367166j 0.003115-0.010298j -0.000447219-0.0300387j -0.000326432-0.0202857j -0.0041386-0.00659197j -0.000182364-0.00278598j -0.000162276-0.0158272j -0.00413491-0.00672344j 0.00199598-0.00879111j 0.00272694+0.0136505j -0.000942277+0.000786345j -0.00416958+0.0226881j -0.00120298+0.0238999j 0.00131824+0.13469j -0.00664253+0.0865824j 0.00784394-0.124155j -0.00286599+0.0978778j -0.00558902+0.0266664j -0.000829295-0.0944042j 0.00634274-0.299403j -0.0118844+0.0331344j 0.0367686-0.00547167j 0.00501349+0.069094j 0.000272488-0.143313j 0.00629366+0.352897j -0.000503147+0.00799256j -0.00380974-0.0119938j -0.00120562+0.0284326j -0.00107452+0.0549285j -0.00344294-0.0795993j 0.00429495+0.0909025j -0.00348586-0.0328726j 0.00553867+0.085386j -0.00533327+0.0258475j 0.000595998-0.0644892j -0.00360666-0.0662952j -0.00427394+0.0107828j 0.00376204+0.041064j 0.00118972-0.00948932j -0.000616812+0.0128689j 0.000483756+0.00110376j -0.000645035+0.00663325j -0.000391474-0.00644636j -0.00130661+0.00117636j 0.00114408-0.00409203j -0.002101-0.00614795j -0.000222351-0.0092219j 
-0.000375321-0.00799092j 0.00176547-0.000144088j 0.0023687+0.00101478j -0.000117651-0.0118905j 0.00112226+0.0146881j -0.00202764+0.012525j 0.0026257+0.00600999j 0.000777457+0.000710449j -0.00183078-0.00598008j -0.00176888+0.0173488j -0.000855606+0.00593881j -0.000350501-0.0363539j -0.00164813-0.021476j -0.000860345+0.0114471j -0.00222563+0.0178348j 0.00430545-0.0294143j -0.0012822-0.034668j -0.00242639-0.0280684j -0.00121295-0.00872817j 0.00228803+0.0815523j 0.00133861-0.0340818j -0.000185237+0.00235151j 0.00224558-0.263839j -0.00344338+0.181831j 0.00590976-0.148257j 0.146754-0.0761516j -0.189365+0.09632j -0.000463547+0.26572j 0.00228718-0.241949j -0.000365825-0.0814155j -0.000231996-0.00622228j 0.00169265-0.0585752j 0.00209338+0.000819913j 1.68258e-05-0.070382j 0.00136048+0.0171114j -0.00543782-0.0217853j 0.00468245+0.0705041j -0.00350814-0.0364212j 0.00136439-0.0103741j 0.00094885+0.052671j -0.00163499-0.00906529j -0.000613079+0.0157511j 0.00424915-0.0163437j -0.00225806-0.0372607j -0.000438551+0.00833904j 0.000611895-0.0218973j -0.00342267+0.011304j -0.00442464-0.014252j -5.39638e-05-0.00601051j 0.0021079+0.00240537j -0.00203275-0.00570439j 0.00122642-0.00857726j 
-0.00165079-0.00323691j 0.000521697-0.0072809j 0.00161814+0.00843539j 0.0026356-0.01027j -0.00092621+0.0203281j -0.00185676-0.0142588j -0.000230762+0.00800604j -0.00267667-0.0165381j -0.00300252+0.0093097j 0.000339574+0.00181506j -0.00219187+0.00890207j 0.000524502-0.00823268j -0.00134935-0.0322041j -0.000903852+0.00329225j 0.00510378-0.0034335j 0.00327328+0.0154847j 0.000946501+0.0171224j 0.000213923-0.0236263j -0.00739322+0.0704807j 0.00238538+0.00287599j -0.00165111+0.163661j -0.000989752+0.0708319j -0.00276032+0.027214j -0.00851949+0.102382j 7.18786e-05+0.221605j 0.101889+0.0235076j -0.0626159+0.0890387j -0.000781724-0.295025j 0.00455224+0.0570577j -0.00372584+0.202663j -0.000975267-0.00902951j 0.0010131+0.0510884j -0.00522917-0.0121513j -0.0022771+0.0436494j 0.00237013+0.00867929j 0.000814511+0.0842454j 0.00459882+0.0676589j 0.00790978+0.0681685j -0.00368263+0.00938398j 0.0012819-0.00788044j 0.000712053-0.016094j -0.000695869+0.00492847j 0.00102078-0.00116402j 0.0007463+0.00563576j 0.000269346+0.000412551j 0.000907911-0.0109002j -0.00252494-0.00766773j -0.0012098-0.0130939j 0.000392463-0.0159438j 0.00344582+0.00991842j -0.00160173+0.00233703j -0.00137036-0.00323425j 
-0.00588601-0.00250629j 0.0152707-0.00601042j 0.00678036+0.0011457j 0.015484-0.00431868j 0.00822167-0.00497204j 0.013689-0.00195032j 0.0235738-0.00955417j -0.0170073+0.00576868j -0.0269388+0.00348993j 0.000951993+0.000988953j -0.0120001-0.00420133j 0.0633278-0.0227685j -0.0303469+0.011548j -0.04446+0.0252765j -0.0275144+0.00477298j -0.0443131+0.00527092j 0.0777665-0.0199407j 0.0401897-0.0113164j -0.024139+8.0081e-05j -0.0956368+0.00849412j -0.0584474-0.0046706j 0.0172332+0.0168611j 0.0867465-0.0227235j -0.0792029+0.0403163j 0.107712-0.101028j -0.0376271+0.27466j -0.237182-0.00857489j 0.106849-0.10242j -0.0800285+0.0383239j 0.0829969-0.0308788j -0.0159408-0.0191556j -0.0584347-0.00162047j -0.0968759+0.0165774j 0.0213313-0.00772855j -0.0403184+0.011535j -0.0753178+0.0212343j 0.04253-0.0065904j -0.0278292+0.00537551j -0.0467827+0.0215479j 0.0294714-0.0131128j -0.0608578+0.0237743j -0.0073631+0.00841722j -0.000618279+0.00257763j 0.026916-0.00608991j 0.0146455-0.012814j -0.0253498+0.00845843j -0.0105314+0.0100727j -0.00772007+0.00605581j 0.0163089-0.00304796j -0.00577697+0.00551781j -0.0153597+0.00463374j 0.00353212-0.00524611j 
-0.000119774+1.27705e-05j 0.00155769-0.00273705j -0.00469868-0.00326393j -0.00502838+0.00718655j 0.011276-0.017997j 0.00569247-0.00703269j 0.00169005-0.0148356j -0.0203178+0.0256432j 0.00579669-0.0101177j -0.0022022-0.00767327j -0.00215838-0.010113j 0.0186718-0.0262811j -0.0121013+0.027495j -0.0198017+0.0567257j 0.0121402-0.00599429j -0.00510615-0.00774827j -0.00700378+0.00337541j -0.0291403+0.0032034j 0.0166592+0.0183978j 0.0584779-0.0704384j 0.0523083-0.0911432j -0.0445395+0.101183j 0.00356888-0.013852j -0.00586703+0.074732j -0.0127914-0.25878j -0.124822+0.00968143j 0.0579004+0.0308932j -0.0142442-0.261351j -0.0068336+0.073307j -0.0030055-0.0158488j 0.0530443-0.0966447j 0.0463646-0.0944463j 0.0417579-0.078699j -0.0230445-0.0201741j 0.0283255-0.0056507j 0.0174585+0.000148518j -0.00288509+0.000860374j 0.0112898-0.0061987j -0.0241841+0.05932j 0.0116718-0.0270961j -0.00950603+0.0293554j 0.00354659-0.0064139j -0.00178258+0.00683968j 0.000173264+0.0135289j 0.019687-0.0261547j -0.00870312+0.00972149j -0.00132003+0.00841126j -0.00886742+0.0207073j -0.00273068+0.00739972j -0.00140392-0.00128105j 0.00026376+0.00379462j 8.02444e-05+0.000463248j 
-0.0037949+0.000677324j 0.00745994-0.00372753j -0.00143068-0.000478356j 0.00167021-0.00598237j 0.0235713+0.000154217j 0.00377682-0.00338346j 0.0225407-0.00988046j -0.0438031+0.0197236j -0.0222856+0.0165425j 0.0062037+0.0102743j -0.00339245+0.00540799j 0.05651-0.0239335j -0.0455641+0.00587244j -0.0624986-0.00139539j -0.0113858-0.0151319j -0.0834074+0.000530048j 0.0342575+0.00240857j -0.0369142+0.0386945j -0.0212085-0.0754226j 0.00167046+0.000111743j 0.00711956+0.00480045j -0.0167352+0.00987803j 0.0543091-0.0111878j -0.0169541-0.0253177j -0.225494+0.19793j -0.0029702+0.177495j -0.0208019+0.323608j -0.23045+0.194045j -0.0198739-0.02849j 0.0534298-0.0167983j 0.0179235-0.00822298j 0.00780428+0.000114527j 0.00268058-0.00184208j 0.0227496+0.0641117j 0.0325249-0.0427708j -0.036563+0.000967225j 0.0766459-0.0131127j -0.0116053-0.0121019j -0.0549923+0.00632773j 0.0454074-0.0030581j -0.0576761+0.0237505j 0.00290783+0.0194941j -0.00258416-0.00877252j 0.0215854-0.0101462j 0.0403553-0.0232481j -0.0270743+0.00263447j -0.00244195+0.0099021j -0.0205558+0.00728969j 0.000323518-0.00573176j 0.000845933-0.00410359j -0.0076181+0.00461417j 0.00185938-0.00375611j 
-0.00142763-0.00164473j 0.00373505+0.0015301j -0.000920483-0.00144159j 0.00108277+0.00627216j 0.00987955-0.00673857j 3.44619e-05+0.0172728j 0.0145312-0.011855j -0.0144822-0.00629928j -0.0122397+0.0115455j 0.00199182-0.0194003j -0.00051027-0.0228572j 0.0240059-0.0070533j -0.0201722+0.0327977j -0.0234493+0.0283332j -0.0160693+0.045114j -0.052455+0.095173j 0.027269-0.0465434j -0.00844378-0.0358354j -0.0337934+0.153419j -0.0256251+0.0456418j -0.0195819+0.0500272j 0.014847-0.0671572j 0.0311957-0.0285067j -0.00263525+0.0206383j -0.171503+0.118184j -0.346293-0.137188j 0.0801078-0.190017j -0.165644+0.117178j -0.000248655+0.0194545j 0.0306195-0.0304907j -0.021099+0.0655912j -0.0232949+0.0484815j -0.0185817+0.048883j 0.0202038-0.159774j 0.0122992+0.0344485j -0.0257149+0.0465557j 0.0547394-0.0996986j -0.010828+0.047409j -0.0244947+0.0326391j 0.0248244-0.0308465j -0.0287379+0.00478522j 0.00114322-0.0162324j -0.00456718+0.0207007j 0.0183086-0.00886314j 0.0175538+0.00475041j -0.0101073+0.0100415j 0.0025071-0.0142112j -0.00753355+0.0102894j 0.00238266+0.00618946j -0.00019757+0.000438311j -0.00343466-0.00144525j 0.00165348-0.000161731j 
-0.00137036+0.00323425j -0.00160173-0.00233703j 0.00344582-0.00991842j -0.000392463-0.0159438j -0.0012098+0.0130939j -0.00252494+0.00766773j 0.000907911+0.0109002j 0.000269346-0.000412551j 0.0007463-0.00563576j 0.00102078+0.00116402j 0.000695869+0.00492847j 0.000712053+0.016094j 0.0012819+0.00788044j 0.00368263+0.00938398j -0.00790978+0.0681685j 0.00459882-0.0676589j 0.000814511-0.0842454j 0.00237013-0.00867929j -0.0022771-0.0436494j 0.00522917-0.0121513j -0.0010131+0.0510884j -0.000975267+0.00902951j 0.00372584+0.202663j -0.00455224+0.0570577j 0.000781724-0.295025j 0.105705+0.0198532j -0.0586482+0.0881779j -7.18786e-05+0.221605j 0.00851949+0.102382j 0.00276032+0.027214j -0.000989752-0.0708319j 0.00165111+0.163661j -0.00238538+0.00287599j -0.00739322-0.0704807j 0.000213923+0.0236263j 0.000946501-0.0171224j 0.00327328-0.0154847j -0.00510378-0.0034335j 0.000903852+0.00329225j -0.00134935+0.0322041j 0.000524502+0.00823268j 0.00219187+0.00890207j 0.000339574-0.00181506j -0.00300252-0.0093097j -0.00267667+0.0165381j -0.000230762-0.00800604j -0.00185676+0.0142588j -0.00092621-0.0203281j -0.0026356-0.01027j 0.00161814-0.00843539j 0.000521697+0.0072809j -0.00165079+0.00323691j 
