-0.0246632+0.00822958j 0.010009-0.0227061j 0.0413097+0.00493876j -0.00561515-0.00514066j 0.0215604+0.0121786j -0.0255265+0.0204556j -0.0233463+0.00433806j 0.00535288-0.032991j 0.0516409+0.0238894j 0.00480413-0.0156469j -0.0510578+0.0225632j 0.00329889+0.0277673j 0.0108781+0.00659668j 0.0106453+0.00485382j -0.00512447+0.0384454j 0.00177567-0.00872958j 0.0111859+0.00884582j -0.0295652-0.00989522j -0.0133036-0.00357181j -2.64148e-05-0.0327138j 0.0102241-0.0114198j -0.0130142+0.0393386j -0.0279982+0.0344088j -0.00837549-0.0212113j 0.00963899+0.0158756j 0.0131786+0.00120548j -0.0123779-0.0147303j 0.000932684-0.0212469j -0.0376171+0.0146413j 0.0352294-0.00504151j 0.031562+0.00185926j 0.0332589-0.0483239j -0.0162041+0.0160345j -0.0226748-0.00914246j -0.000361306-0.00423698j -0.00338218-0.0319106j -0.0227104+0.0662426j 0.0209825-0.0286453j 0.0401724-0.0245065j -0.00562521-0.0646837j -0.0443852+0.00388743j -0.0466352+0.0399886j -0.0454802-0.0242565j -0.0829701-0.0401601j -0.0304653+0.0102749j 0.00595773+0.0305726j -0.00392935-0.00160207j 0.0180844+0.0168021j 0.0316475+0.0124087j -0.0245556+0.00499872j 0.0358084+0.0112925j -0.000913593+0.0190845j -0.028008-0.0244038j 0.0169666-0.0363964j 0.0325113-0.0416007j -0.0574376-0.00582825j 0.0654825+0.0249107j 0.0316839-0.019839j 0.0197968+0.0549977j 0.0542672+0.0414683j 0.0199663+0.0727592j 0.0352623-0.0263055j -0.0260922-0.064987j -0.109668+0.0917238j -0.0153541-0.0047027j -0.00740077-0.0118072j 0.0327385-0.002781j 0.00950297+0.0640855j -0.0124049+0.0217305j 0.131669+0.0918686j 
-0.00646089-0.00591026j 0.000178479+0.0082589j -0.00434089+0.006273j 0.00924233+0.00139662j 0.00022712+0.0028463j 0.00349682-0.00978425j 0.00948204-0.00521639j 0.00797463+0.00482671j -0.00299492+0.00379339j 0.00383405-0.00238872j 0.0219729+0.00132022j 0.0107882-0.00675203j -0.00096514+0.00377915j 0.00668577+0.0173059j -0.0070574-0.00238447j 0.0126361-0.00318448j 0.0131311-0.0123451j 0.00201632-0.000313343j 0.0104472+0.00145639j -9.57817e-05+0.00474492j -0.0029194-0.00955453j -0.00208962+0.000836068j -0.00713115+0.0120693j 0.00841967+0.00351027j -0.00906741-0.00303771j -0.00551663-0.0033811j -0.000994704+0.00653949j 0.0050455-0.00358534j 0.00188463+0.00282816j 0.00410188+0.00563097j 0.00298544-0.00499732j -0.00261625-0.000182952j 0.00281699+0.0019545j -0.00358533+0.007889j -0.00557788+0.0180969j 0.00166513+0.0090201j 0.013775-0.019158j -0.00183529+0.0271377j -0.00765628+0.002938j -0.00289853+0.0030418j 0.00196869-0.00944554j 0.00486665-0.00225153j 0.000134546+0.00949677j 0.00426007+0.00917895j 0.00775431-0.00911738j 0.000110248+0.0118993j 0.000944485+0.000114694j 0.00709977+0.008664j -0.00400316-0.00824986j -0.0148773+0.0159424j 0.00179067-0.00377989j 0.00976379+0.00629371j 0.00644296+0.00367814j -0.00734853+0.00105673j 0.00578483-0.00609364j 0.00331785+0.0182054j -0.0157935-0.00159708j 0.00102607+0.000955568j 0.00375905-0.0034183j -0.00639743-0.00745829j -0.00391712-0.00234287j -0.0216233-0.00351625j -0.00657416+0.0139197j -0.000374543-0.000582022j 0.000756515+0.00342068j 0.00491084+0.00285192j -0.000738041+0.000422484j -0.00536414+0.016824j 0.00529883+0.00200453j -0.010137+0.00228664j 
0.00445868-0.00704112j 0.00233765+0.00693783j -0.00632576+0.00860512j -0.00327327-0.00150728j 0.000845934+0.00702292j -0.0154003+5.15516e-05j 0.00274663+0.00691427j -0.0055549+0.0104248j -5.12914e-05-0.00541878j 0.00856715+0.0158082j -0.00201053+0.00280994j -0.00755755-0.00974024j 0.00267475-0.00819464j -0.00186501+0.00205709j 0.00674591-0.00526368j 0.00286207+0.00176423j -0.00109633+0.00954562j 0.00876531-0.00381746j -0.000448811-0.00563298j -0.00984149-0.00601965j 0.0103984+0.00214879j 0.0042527+0.00139346j -0.00746514-0.011147j -0.00319324+0.01163j 0.000127338+0.00158252j -0.0186289+0.0113007j -0.0146381-0.000137085j -0.0136329+0.00192912j 0.0070688-0.010289j 0.00270646-0.0153647j -0.0181522-0.0167299j -0.0039959-0.00102655j -0.00998148-0.0160904j -0.00561446+0.0174318j 0.00520512-0.00310763j 0.000163616-0.0127586j -0.00909367-0.00841535j -0.00545806+0.0204277j -0.00197819+0.0245945j -0.00162177+0.0172644j 0.015215-0.002835j -0.00737849-0.000106348j 0.0020466-0.0117555j -1.9725e-06+0.0100363j 0.00706282+0.00437842j -0.0033699-0.00833158j -0.00306273-0.00580541j -0.00860988-0.00745507j -0.007141+0.00240184j 0.00641467-0.00576835j -0.000881515+0.00471218j 0.00811675-0.00766166j -0.00341637-0.00456313j 0.00132667+0.00811642j 0.00846909-0.00381551j -0.00423973-0.00576901j 0.0199445-0.00644209j 0.00267969+0.00682622j -0.00436787+0.00474814j 0.000277575+0.00584129j -0.00395202-0.00734267j -0.0145865+0.0115495j 0.00191063-0.0027444j 0.00432508-0.000729251j -0.00184604+0.00414913j -0.00717392-0.00308774j 0.0028713-0.00907815j 0.00650893-0.00637133j 0.00202255-0.00369095j 0.0031209-0.00753667j 
0.000954791+0.0054336j -0.000352345-0.00093031j 0.00682504+0.00108921j 0.0118482+0.00242103j 0.00675697-0.00188705j -0.00089534+0.00114555j 0.0084315+0.000140012j -0.0133941-0.0135156j -0.00222224-0.0132779j 0.0052066-0.0116839j -0.00136019+0.00167208j 0.0123435+0.00253564j -0.00899053-0.00740248j 0.00430725+0.0104677j 0.0043349-0.0215428j -0.0102553+0.0126559j -0.0157251+0.00450511j 0.00101543+0.00182114j -0.00255415-0.00250665j 0.013421-0.00201751j -0.00922473+0.0126189j 0.00456258-0.00714817j 0.00135692+0.00168615j -0.00630707+0.00606019j 0.0142656+0.00225169j 0.00992797+0.0151887j -0.00353422+0.0031198j 0.00511855+0.00766263j 0.00252711-0.000228066j -0.00557515+0.0056598j -0.00281073-0.00844566j 0.00470613+0.0101019j 0.0127232-0.0148005j 0.00805696+0.0115996j 0.000547014-0.00265385j -0.0010869-0.000236751j 0.00205638-0.00623689j 0.00831992+0.0153371j 0.0123805+0.00357137j -0.0122532+0.000354826j -0.00250779-0.0086428j -0.00631835-6.35214e-05j -0.00884179+0.013248j 0.00474764-0.0106824j 0.00433257-0.00445197j 0.00639192-0.00351103j 0.000763334-0.000809173j -0.00623484+0.0159041j -0.0043318-0.00343372j 0.0129145-0.0033188j 0.0015727+0.00321997j 0.0115582-0.00461694j 0.0210201+0.00530646j -0.0149419-0.00178703j 0.00354334+0.0139511j -0.00410326+0.00212305j -0.000991914+0.000835774j 0.00218096+0.00639702j 0.00518901-0.0046636j -0.00152244+0.0117312j -0.00882575+0.000684084j 0.0131359-0.0212385j -0.00174137-0.0022895j 0.0163076-0.00329762j -0.00904496-0.00378389j -0.000870354-0.00638756j -0.0025427+0.00247582j -0.0095627-0.0200649j 0.00610543-0.00228313j -0.00455427-0.00805305j 
0.00205829+0.00193088j -0.000397997-0.000842599j 0.00314868+0.000392189j -0.0115532+0.00274852j -0.0034266+0.0026383j -0.00447109+0.00387006j -0.00876773-0.00260856j -0.00176219-0.000381484j 0.004219+0.00412269j 0.00234968-0.00285294j -0.0065657+0.00348256j -0.00702621-0.00428853j 0.00248633+0.000373518j -0.000618915-0.00263211j 0.0028061+0.00288806j -0.00128738-0.003942j -0.00032576+0.00284365j 0.00189953-0.00493363j 0.00116088-0.00413612j 0.0040288-0.00136342j 0.014851+0.0128512j -9.1345e-05-0.00525002j 0.00707288-0.00691352j -0.000174612+0.00130328j -0.00499289+0.00344481j -0.00934072+0.00457159j -0.00310187-0.00623525j 0.00700599-0.00346858j -0.00761802-0.0148471j 0.00512035-0.000738671j -0.00122148-0.00993879j -0.00245871-0.00721483j -0.00504063-0.00924272j -0.00571264+0.00476068j 0.012725-0.0072861j 0.00608039+0.00957225j 0.00421797+0.00710948j 2.44723e-05-0.0111752j -0.00125251-0.00169681j 0.00777783-0.00620099j 0.000917802+0.00723081j -0.00219699+0.00756384j -0.00406168+0.00309307j -0.0120402+0.00581386j -0.00675726-0.00543922j -0.00967355+0.0122834j 0.00141081+0.00137951j -0.00340139-0.00421122j 0.00426155-0.00321998j -0.0197086-0.00424808j 0.00423973-0.000748204j 0.00432705+0.00748532j -0.0126465-0.00904301j 0.00628877+0.000203512j -0.00329356-0.00100377j -0.00258157+0.000813737j 0.0060264-0.00172846j -0.00146282-0.00330411j -0.00648494+0.00266209j 0.0112152+0.00483932j 0.00809233+0.00296484j -0.00355547+0.0221665j 0.0115576+0.00281945j -0.00392374+0.0060899j 0.00192503-0.00181687j 0.00212909-0.0215256j 0.00119161-0.000664081j 0.0147186+0.010087j -0.00183408+0.00518736j 0.016411+0.00759949j 
0.00402918-0.00420643j -0.00163615-0.000400207j 0.000711107-0.000311325j 0.00800059+0.00687533j -0.0090246-0.0110795j -0.00192636-0.00970561j -0.00317837-0.000944288j 0.0153012-0.00257133j -0.00355531+0.0026344j -0.00499206+0.00567359j 0.00185494+0.00143215j -0.0127649+0.00400751j 0.00770754-0.00610047j -0.00809137-0.00839993j 0.013262+0.000170682j 0.000410533-0.00239645j -0.00382374+0.00503199j 0.00200388+0.00389412j -0.00576935-0.00572901j -0.00211491+0.00476287j 0.00603207-0.00928333j 0.00248406-0.00174763j -0.00150768+0.0101618j -0.00419318-0.00252035j 0.00242936+0.00131464j 0.0117469+0.000858974j -0.00763893-0.0031457j -0.00126252-0.00255047j -0.00131022+0.00701732j -0.00969893+0.00641494j -0.00411807+0.00442515j -0.0102922+0.00711453j 0.00545264+0.00303369j 0.00653558-0.00548346j -0.00264426+0.00950988j -0.00110624-0.00916037j -0.000544445+0.00060849j -0.00164829-0.00832661j 0.00668407-0.013086j -0.00580467-0.0122253j -0.00511274-0.00704876j -0.00756677-0.0108628j -0.00166898-0.00494809j -0.0051151+0.00434728j -0.00100983+0.00417634j -0.00102454-0.00709055j -0.00807326-0.00206023j -0.0133392-0.000299178j -0.0100548-0.0021597j 0.00683924-0.00321376j 0.00108734+0.00298911j 0.001795-0.00836044j 0.00512072+0.00730528j -0.0107801-0.00289523j 0.00293286-0.00429713j 0.0135739-0.00379628j 0.0049564+0.0040229j 0.00643518+0.019934j -0.00523381-0.00516205j -0.00216032-0.00090581j -0.00271857-0.00849039j -9.03708e-06-0.00680272j 0.00325824-0.00398603j 0.00443937+0.00510855j 0.00480512-0.000260631j 0.00298449+0.00389828j -0.00515579+0.00655724j 0.0053573-0.00411189j 0.00184823-2.4434e-05j 0.00123473-0.00771103j 
0.0019947+0.0070455j -0.00130043+0.000386631j 0.00614646-0.00309635j -0.0110795+0.000462083j -0.00307787-0.0108378j 0.00259813+0.00821993j -0.00649186-0.00410709j -0.00885989+0.00424691j 0.00755697-0.00159535j -0.0086052-0.00473543j -0.00702987-0.00632438j -0.00696245+0.00810181j -0.00259276-0.00823712j -0.00506222-0.00813935j 0.00756796+0.00890153j 0.00877093-0.00360021j 0.00291297+0.00468108j -0.00960329+0.00173566j -0.00465859-0.00602263j 0.0195686-0.00659379j 0.00365823+0.00323515j -0.00182883-0.014965j -0.00872801+0.00516387j 0.00504115-0.00104307j -0.00818183-0.00570616j 0.000795861+0.00861533j 0.0162448-0.00971729j 0.000736916-0.00365422j -0.00348032+0.00489757j -0.0212746-0.0144789j 0.009223-0.00164415j -0.00840954-0.00157221j -0.00862581+0.00417506j -0.0121893-0.00121537j 0.0040169-0.00203583j 0.000359657+0.00962988j -0.00798761-0.00188927j -0.00333088-0.0114558j 0.00285622-0.00355086j -0.00431136-0.00545617j -0.0185775-0.00268528j -0.00368735-0.00280737j -0.00376644-0.0262886j -0.00655006+0.000429881j -0.0184748+0.00132048j 0.012989+0.00719787j -0.00989701-0.00182651j 0.0044205-0.0191688j 0.00753296-0.000439648j 0.00366439-0.0107516j 0.00373478+0.00743916j -0.0221274+0.00412432j -0.00705388-0.00413136j 0.00645497-0.00303258j 2.5951e-05+0.00120574j -0.000435735-0.00114668j 0.00527403-0.00213837j 0.0160895+0.00915312j -0.000475758-0.00744287j 0.0103961-0.0090061j 0.00586196-0.0093417j 0.00570884-0.00579248j 0.00960128+0.00630681j -0.00597503+0.00118685j -3.60917e-05+0.000801338j 0.000137244-0.0305013j -0.00596572-0.000948307j 0.00388481+0.0140238j -0.0033025+0.000531924j 0.00117571+0.0089514j 
0.00564776+0.000959797j -0.00300209+0.000388014j 0.00296244+0.008014j 0.00558924-0.00181807j 0.00513781-0.00583005j -0.00478747-0.00315276j 0.00682962-0.000772725j -0.00575659-0.00486381j -0.00822174+0.00451124j 0.00471752+0.00352677j -0.0057417+0.00752433j -0.00711933+0.000175491j -0.00260427-0.0121652j 0.00324317-0.00252279j 0.00165592+0.00857543j -0.00145975+0.00200296j 0.00726235-0.000570916j -0.00899742+0.0114329j -0.0133178-0.000252269j -0.000777078-0.00522029j -0.0212683+0.00509443j 0.00333154-0.00135527j -0.00258096-0.000599186j -0.00610018+0.00282451j 0.0172222+0.0070694j 0.0164723+8.28683e-05j 0.0109161+0.00628469j -0.00511192-0.000280246j 0.0119387-0.0156467j -0.0120403-0.003099j -0.00482289-0.00409218j 0.0142518-0.00160075j 0.00341167-0.0140273j 0.00679614-0.00332188j -0.015646-0.0031472j -0.00880796+0.00572763j -0.00245958+0.000240883j 0.00214897+0.0020691j 0.00665472+0.00875033j -0.00102862+0.00101104j 0.00462294-0.00322977j 0.00318916-0.00982496j -2.28655e-05+0.000336466j 0.00806965-0.000588416j 0.000647357+0.00157503j 0.00152939-0.0024592j -0.00152541+0.00303517j -0.00376831-0.0025401j 0.00959626+0.00193992j 0.0166215-0.00655813j -0.00161592-0.00556572j -0.00787092-0.0043428j 0.0157963-0.00421271j 0.00431442-0.00418481j 0.00578299+0.0181094j -0.0127388+0.00506337j 0.000590533+0.0099577j -0.00307572-0.00430605j 0.0116381-0.00557706j -0.00483285-0.00348964j 0.00486736-0.00970901j 0.00628518-0.00754411j 0.000295967-0.00905056j 0.00126623+0.0013414j -0.00418973+0.00105741j -0.00784804+0.010581j -0.000431125-0.00693721j 0.00397633-0.0151104j 0.0016712+0.00158986j 0.000539643-0.00534262j 
0.00402744+0.00696846j -0.00166206-0.00117338j 0.0165002-0.00570404j -0.0126643-0.00103781j -0.00311209+0.00177222j -0.000739794+0.0207357j -0.00422164+0.00647307j -0.0129957+0.00349899j 0.00966729-0.00140669j -0.00262538-0.00363585j 0.00299411-0.00414674j 0.00827502+0.00325405j -0.00735155+0.00565323j 0.000232551-0.00673529j -0.000930278+0.00232944j -0.00349064+0.00587817j -0.0113374+0.00225664j 0.00447388-0.00712806j 5.77112e-06+0.0141776j 0.00391588-0.00938486j 0.00592071+0.023055j -0.00624273+0.00140559j 5.74911e-05+0.00329597j 0.00786898+0.00277653j -0.00826742+0.000122982j 0.00514524+0.0055994j -0.00230638-0.00214369j 0.00645932+0.0052084j -0.0113499+0.00521639j 0.00922443+0.00328735j 0.0100919-0.00230795j 0.00400038+0.00512569j -0.00398771-0.0011054j -0.00778031-0.00188291j 0.0139889-0.0152581j 0.0039607+0.00512732j 0.00693596+0.00887607j 0.00603574-0.00442655j -0.00092555-0.011017j -0.00404663-0.00175969j -0.00180726+0.00420387j -0.00605052+0.0143599j 0.005221-0.0080153j 0.000113743-0.00211526j 0.00215356-0.0113043j 0.0018231+0.0094299j 0.00398584-0.00233863j 0.0102961-0.00747524j 0.00599105-0.00764213j 0.00655555+0.00233811j -0.00606017-0.00380717j -0.00416251+0.00449733j -0.00609426-0.00647079j -0.00251023+0.00235106j -0.00394135+0.00583147j -0.00794621+0.00041191j 0.000551792-0.00597552j 0.00854378-0.00495162j 0.0102649+0.00744143j 0.00568374-0.00192902j 0.00055588+0.0013385j 0.0121511-0.00682844j 0.00669265-0.00471763j -0.0032348-0.00645739j -0.00366588+0.00096668j 0.000190753+0.0202521j 0.000329498+0.00603144j -0.00430757+0.00126143j -0.00471412-0.00738619j -0.00405333+0.00401802j 
-0.0114424+0.00208166j -0.000702964+0.000202159j -0.00721199-0.00635735j 0.00233433-0.000799811j -0.00130342+0.00483196j 0.0047686-0.000777823j -0.00424326-0.00123721j -0.0204698-0.0127008j 0.0014878-0.0050965j 0.00514006-0.0144997j -0.00101273-0.00157742j 0.0133708-0.00476827j -0.00409906+0.000373733j 0.00239667+0.0111907j -0.00824337-0.0157714j 0.0017515+0.00461594j 0.0154428+0.00626992j -0.00395562+0.00517288j 0.00894969-0.00666113j 0.0107827+0.00449785j 0.000846707+0.00508693j 0.000611783-0.0161296j 0.00419329-0.00975771j 0.00730198+0.0130908j -0.01853-0.0114414j -0.0138153-0.00242845j 0.0170666+0.00243194j 0.00747403-0.00263028j -0.000968945-0.00246634j -0.0112006-0.00443852j -0.00117777-0.00825644j -0.00504642-0.00653198j -0.00785366-0.000614797j -0.00813904+0.0155257j 0.00272458-0.00910161j 0.00739546+0.00323171j 0.0104541-0.0175624j -0.00513482+0.0232721j -0.00198627+0.0212131j -0.000876475-0.00138247j -0.00423311-0.00505479j 0.0113124-0.0060271j -0.00126132+0.00461941j 0.00448046-0.0120205j 0.00767147-0.00413178j 0.00184101+0.00788231j 0.00709524+0.00118091j 0.00203053+0.00611838j 0.00828186+0.00351684j -0.0283562-0.0116163j 0.00940309+0.000632214j 0.00177418+0.00934357j -0.00456327-0.00709037j 0.00989682+0.00251754j -0.00417214-0.00614345j 0.003912+0.00726359j -0.0190804-0.00784844j -0.00558976-0.00570532j 0.00589146-0.00133047j -0.00394925-0.00428396j -0.0071868+0.00597801j 0.00624754-0.00128508j -0.00809982+0.00718233j 0.00821559-0.00365434j -0.00285496-0.00630354j 0.000246602-0.0682623j -0.00047153+0.000548351j -0.016654+0.00122113j 0.00451622-0.00386872j -0.0129584-0.00137406j 
-0.0036707+0.000515063j 0.000450506-0.00195103j 0.000341085-0.00433343j 0.0181531-0.00201704j 0.00138138-0.00412083j -0.00641572-0.00378083j -0.00409143+0.00963854j -0.000846874+0.00244824j 0.000400249-0.0101498j 0.00421975-0.00261561j 0.00979516+0.00573344j 0.012692+0.00299428j -0.000825518+0.00172122j 0.00616223-0.00119986j -0.00729511-0.0194913j -0.0126774+0.00828082j 0.00155357+0.00789382j -0.00476815-0.00103364j -0.00588871+0.0124716j -0.00157525+0.00764837j -0.0152612-0.00935853j 0.00215909+0.0143365j -0.0154657+0.0133605j 0.00661322-0.00567953j 0.0154545-0.0101689j 0.00173403-0.000911948j 0.0178417+0.00276497j -0.00140638+0.0110164j -0.00590077+0.0132921j -0.00130033+0.0159038j 0.00764727+0.01547j 0.00290636+0.0136547j 0.00153115+0.01232j 0.0017345+0.0123758j -0.00240296+0.00629018j -0.000452611-0.0140685j -0.00331955-0.00689299j -0.0013395-0.000367575j -0.0043123-0.00384938j -0.000592385+0.0166339j 0.00190176-0.00476828j 0.00368624-0.00386623j -0.0052207-0.000984054j 0.00999144-0.00849901j 0.00550407-0.00805818j 0.00217768-0.0114138j -0.00413179+0.000186799j -0.0108927+0.00468253j -7.14925e-06+0.0119102j -0.00188723+0.0126844j -0.00110323-0.00037582j 0.00013053+0.000354811j 0.0009386-0.00370348j -0.0135364+0.00674472j -0.00268863+0.00186854j 0.00660027-0.0011944j -0.00716981+0.00971451j 0.00214542-0.00111862j 0.00162968-0.0117759j -0.00826671+0.0136111j -0.00392583-0.00306238j 0.0057417+0.00289038j -0.008566-0.00699748j 0.00877119+0.00214659j -0.00757854+0.00261727j 0.0044439+0.02886j -0.00335438-0.00868665j -0.00498838-0.0144803j 0.0058713-0.00158902j -0.00187281-0.00193242j 
-0.0129194-0.00135078j -0.00319765-0.00324504j -0.00640589-0.000511623j 0.00619439-0.0103159j 0.00519583+0.00328635j 0.0181755-0.00668116j 0.0122385-0.00656488j 0.000871067-0.00144676j -0.00380015-0.000975552j -0.00993664-0.00619161j 0.00247071+5.03375e-05j 0.00388428+0.00117436j -0.00331284+0.00978499j -0.015908+0.011932j -0.00186242+0.0104892j 0.00988613+0.00292894j -0.00306388-0.0128839j -0.00279546+0.0147298j 0.00726348-0.00154451j -0.0108894+0.00471233j -0.00416718-0.00640324j -0.0107139-0.00866035j -0.0037874-0.00252683j -0.0073578+0.0206363j -0.0100166-0.00480596j -0.00493914-0.0152517j -0.0157081+0.00374253j -0.00936455-0.0114595j -0.0023968+0.0115796j -0.00395972-0.00531847j -0.00630175-0.0041442j 0.00211849-0.00952813j -0.0043772+0.00550915j 0.00358274-0.00970041j 0.0035794-0.00358791j -0.00279598+0.00579518j -0.00408624-0.00739488j -0.00609289+0.00967616j 0.00792808+0.00051577j -0.00553456-0.00739965j -0.00280117-0.00457672j -0.00529407-0.00196285j 0.00304656-0.00607695j -4.99538e-05-0.00397145j -0.00271447+0.00755318j 0.00488463+0.00587735j 0.00522835+0.00339247j 0.00699649-0.00392224j 0.000637787-0.00359116j 0.0232056-0.0105671j -0.000981635+0.00548793j -0.00746543+0.00239946j 0.00806313+0.00936771j 0.00324191-0.00822807j 0.0134643-0.00721193j -0.00114601-0.00350193j 0.00214042+0.00602633j 0.000890714+0.00324991j -0.00286666+0.011133j 0.000359812-0.0115918j -0.00528754+0.0114064j -0.00538064+0.0104618j -0.0072444+0.0109374j -0.00181956+0.0074358j 0.0073-0.00108767j -0.00450954-0.0047061j -0.000606417+0.0101259j -0.00256609+0.0197058j 0.00392611+0.00337391j 0.000701714+0.0148797j 
0.00225939-0.00175416j -0.00364629-0.00434422j -0.0173864-0.00165094j 0.0011232+0.00139934j 0.00258066+0.00996474j -0.00251974-0.00141045j -0.0054359-0.000813823j -0.00427926-0.0141934j -0.0121531-0.0118513j -0.00347741+0.0187555j -0.0111599+0.000469727j -0.00861033-0.000920534j 0.00779412+0.00651984j -0.0075006-0.00610558j 0.00121816+0.00625269j -0.00888356+0.00100313j 0.0127578+0.00759948j -0.00123579-0.0107056j 0.00916284-0.00747843j -0.00557365+0.00862125j -0.0167291-0.0133982j -0.00444221-0.00683862j -0.00232153+0.000315386j 0.00222058+0.0157803j 0.0161873+0.00161869j 0.00198347-0.010816j 0.000450117+0.00564099j 0.00766151-0.00438795j -0.00582864-0.00954224j -0.00574714+0.000901286j -0.00274147-0.00303544j -0.0017302+0.000272818j 0.00357675+0.00723939j 0.00860242+0.017975j -0.00769322+0.00183078j 0.00736844-0.000417521j -0.00517746+0.00532087j -0.00528409-0.00176151j -0.00466724-0.00186185j 0.00943335-0.00362529j 0.00135135+0.00788108j 0.00161067+0.00568433j -0.00258559+0.00279346j -0.00694141-0.0026944j -0.0038558+0.00989491j 0.00400141-0.00641015j 0.0165957+0.00187799j -0.00310722-0.0124033j 0.00788792+0.015099j 0.00557689-0.0053998j 0.00390787-0.0107725j -0.00115625-0.00197662j -0.0128324-0.00331391j -0.00668076+0.00994148j 0.00387803+0.004069j 0.00658967-0.0094668j -0.0034694-0.00113355j -0.00167218-0.00584208j -0.0028235-0.00488633j 0.00252679-0.000419622j -0.00257757-0.00278994j -0.00741249+0.010251j 0.000349438-0.00354144j -0.00134932+0.000909959j 2.27455e-05-0.000518893j 8.5081e-05-0.00896791j 0.00334812+0.0185348j 0.00965087-0.00408105j -0.00315681+0.00119145j 0.00367162-0.000384885j 
0.00701599+0.00412097j 0.00298017+0.000887428j 0.00284446+0.00882137j -0.000824769+0.0100375j -0.0128348+0.00640891j -0.00634029-0.00393293j 0.00659904+0.0204239j 0.000300813+0.0126238j -0.00258708+0.000910053j 0.00372023+0.00335834j -0.00375445-0.00314476j 0.00749449-0.0159539j -0.00667458-0.00959278j 0.0034445-0.0135297j 0.00725073-0.00625524j -0.0116602-0.00991237j 0.00886233+0.00949572j 0.0106944+0.00434205j -0.00307244-0.00631376j -0.00337221-0.016467j 0.00435372-0.00527077j 0.00711017+0.0206971j 0.00193357+0.00541246j 0.00618516-0.0162341j 0.0070162-0.00559791j -0.00903031+0.00301455j 0.0182645+0.00675753j -0.00908589+0.00116831j 0.00667585-0.00470091j 0.00117598+0.00194951j 0.000322733+0.015435j -0.00964231+0.00081259j 0.00695196-0.0220879j 0.000874277+0.00277819j -0.000284441+0.000184599j 0.000639523+0.00285686j 0.0111773+0.0118204j -0.0147201-0.00323962j 0.00638538+0.00541253j 0.00759882-0.00303788j -0.00796988-0.000490994j -0.00401399+0.00571432j 0.0033038-0.00369109j -0.00265174+0.00998636j 0.0012645+0.000778579j 0.00177062+0.00485187j 0.00163247+0.00589182j 0.0167757+0.00411988j -0.0034274+0.00685552j 0.00646254+0.00778096j -0.0124646+0.000195878j 0.000241835+0.0107525j 0.00195702+0.0010219j -0.00644451+0.000436683j -0.00111679-0.0022064j 0.00393036-0.00266939j 0.00595488+0.00375301j -0.000891854-0.00439327j -0.0014115+0.00436519j 0.00889257-0.00617067j -0.0017201+0.000142661j -0.0063617+0.0085169j 0.00268999+0.00142584j -0.00845489-0.0098523j -0.00482896-0.00083346j 0.00265004-0.0103524j 0.00255015-0.01529j 0.00743386+0.00607339j -0.00453228+0.000441977j 0.00360798+0.00697321j 
-0.000952379+0.00296j 0.000697243+0.00498262j -0.00259002+0.00334524j -0.000948993+0.00623302j -0.000266198-0.000437422j -0.00588113+0.00265719j -0.000597074+0.00377804j 0.00427445+0.00850671j -0.000857871+0.00372261j 0.00452863+0.00791737j 0.013926-0.00835035j 0.00718554-0.00842632j -0.00374676+0.00103536j 0.00274717+0.00645005j 0.00554217+0.00137145j 0.00286555-0.00290426j 0.0152264+0.00303202j -0.00120198+0.00851837j -0.00548896-0.00255238j -0.00548958-0.012025j 0.00963027-0.00800779j 0.00256717+0.0113502j -0.00862082+0.00408579j 0.00803598-0.00199241j -0.0139482-0.00449912j -0.00316532-0.0047145j 0.00434576+0.00434238j -0.00947883-0.00404354j 0.00832749+0.00454385j 0.00313114+0.00594518j -0.000278793+0.00819415j -0.00806222-0.0012061j 0.00191349-0.00572908j 0.00354506+0.00165443j -0.00719655+0.00196395j 0.00225486+2.11602e-05j 0.00558214-0.000924193j -0.00588873+0.00519987j 0.00300089+0.000172949j -0.00652094+0.000808692j 0.0055159-0.00283658j 0.00188072+0.00724878j 0.00355813+0.00480785j -0.00225896-0.00592555j -0.00646574-0.00533825j 0.00563439+0.00945645j 0.00941375+0.0052881j 0.00966044-0.000210021j 0.000522955-0.00123375j 0.00968842+0.00059748j -0.00340874-0.00467383j -0.00282561+0.0110765j 0.00236412+0.00584852j -0.00731937-0.000586424j 0.00466301-0.00573367j -0.00190462+0.000525738j 0.00766177+0.000223426j -0.00102909-0.0130319j -0.00923714+0.0119351j 0.00882126-0.0149311j -0.00196522+0.011245j -0.00639083+0.0167118j 0.000163408+0.0224841j -0.00639262-0.00710558j -0.0016837-0.000372934j 0.0025837+0.00914418j 0.00108891-0.00404767j -0.00243637+0.0237449j -0.00741753+0.00135539j -0.00476633+0.0115803j 
