-0.0246632+0.00822958j 0.010009-0.0227061j 0.0413097+0.00493876j -0.00561515-0.00514066j 0.0215604+0.0121786j -0.0255265+0.0204556j -0.0233463+0.00433806j 0.00535288-0.032991j 0.0516409+0.0238894j 0.00480413-0.0156469j -0.0510578+0.0225632j 0.00329889+0.0277673j 0.0108781+0.00659668j 0.0106453+0.00485382j -0.00512447+0.0384454j 0.00177567-0.00872958j 0.0111859+0.00884582j -0.0295652-0.00989522j -0.0133036-0.00357181j -2.64148e-05-0.0327138j 0.0102241-0.0114198j -0.0130142+0.0393386j -0.0279982+0.0344088j -0.00837549-0.0212113j 0.00963899+0.0158756j 0.0131786+0.00120548j -0.0123779-0.0147303j 0.000932684-0.0212469j -0.0376171+0.0146413j 0.0352294-0.00504151j 0.031562+0.00185926j 0.0332589-0.0483239j -0.0162041+0.0160345j -0.0226748-0.00914246j -0.000361306-0.00423698j -0.00338218-0.0319106j -0.0227104+0.0662426j 0.0209825-0.0286453j 0.0401724-0.0245065j -0.00562521-0.0646837j -0.0443852+0.00388743j -0.0466352+0.0399886j -0.0454802-0.0242565j -0.0829701-0.0401601j -0.0304653+0.0102749j 0.00595773+0.0305726j -0.00392935-0.00160207j 0.0180844+0.0168021j 0.0316475+0.0124087j -0.0245556+0.00499872j 0.0358084+0.0112925j -0.000913593+0.0190845j -0.028008-0.0244038j 0.0169666-0.0363964j 0.0325113-0.0416007j -0.0574376-0.00582825j 0.0654825+0.0249107j 0.0316839-0.019839j 0.0197968+0.0549977j 0.0542672+0.0414683j 0.0199663+0.0727592j 0.0352623-0.0263055j -0.0260922-0.064987j -0.109668+0.0917238j -0.0153541-0.0047027j -0.00740077-0.0118072j 0.0327385-0.002781j 0.00950297+0.0640855j -0.0124049+0.0217305j 0.131669+0.0918686j 
-0.0222681-0.0127965j 0.0031594+0.00623963j -0.00451944+0.000817231j 0.00526085-0.00422405j 0.00610286-0.00293553j 0.0161292-0.0143368j 0.0135499+0.000536954j 0.00475679+0.0116192j -0.00986409-0.0176328j -0.0145512-0.0141497j -0.0121724+0.0110088j 0.00632913-0.00491015j 0.00228292+0.00207946j 2.37642e-05-0.00729693j 0.0021696-0.00170979j 0.000704423+0.00464013j -0.00989268-0.00417844j 0.000466026+0.00395194j 0.00604415+0.00468571j -0.00582105-1.12623e-05j -0.00656481-0.000772505j -0.00237098-0.00312226j -0.00361523-0.0103705j 0.00468861+0.00424009j 0.004149-0.00177831j 0.00261901-0.00130957j -0.00804761+0.00077396j -0.00163488-0.00185369j -0.00283137+0.00870377j -0.00176654+0.00151014j 0.00237749+0.00874635j 0.00106406+0.00406197j -0.0038317+0.00364286j -0.00615996-0.00851389j 0.00519022+0.00140929j -0.00155645-4.74135e-05j -0.00826561-0.00059982j -0.00345927+0.00456531j 0.000683179-0.000914422j 0.0072111+0.00405728j -0.00747413+0.00248426j 0.0074495-0.00939271j -0.00407767+0.00306714j 0.000558591+0.0104051j 0.0120617+0.0133451j -0.00220085-0.000158795j 0.00262778-0.0109419j -0.00998291+0.00969747j 0.00399308+0.00131029j 0.00126887+0.00633462j 0.000887814+0.0105107j 0.0049426+0.00175628j 0.0037594-0.0010467j 0.000711138+0.00173908j 0.00130469+0.00393371j 0.0026021+0.00225465j -0.0105201+0.00296506j 0.00125957+0.00976995j 0.00250602+0.00483559j -0.00565414+0.00797262j -0.00304386-0.0103742j 0.00282009+0.0079048j 0.00470142-0.00441548j 0.00239539+0.00973729j 0.00156485+0.00568258j -0.000550717-0.00417107j -0.00760056-0.00281436j 0.00553149-0.0160012j 0.0156228+0.00392757j 0.00633564-0.00173882j 
0.000881244-0.00105264j -0.00107371-0.00610907j -0.00355996+0.00198829j 4.53368e-05-0.00473192j 0.00121486-0.00330093j 0.00866952-0.0076773j 0.00336716+4.33913e-06j 0.00639844+0.00245352j 0.00257238+0.000848468j 0.00108238-0.0037276j 0.000726692-0.00508325j 0.00781963+0.00377434j 0.00047844-0.0035955j 0.00439678+0.00644085j -0.00387155+0.00355678j 0.0104676-0.00600392j -0.00111332-0.00715621j -0.00724031+0.00124613j -0.00745793-0.0012919j 0.00405723-0.00285668j -0.00399267+0.00202459j 0.00353568+0.000702378j -0.00348631-0.00180113j -0.00444235-0.000638032j -0.00230383+2.64027e-05j 0.00400557+0.000843026j -0.00478838-0.00149182j -0.00154276+0.000901619j 0.00259555-0.00148589j -0.00159655-0.00193016j -0.00130634-0.00184144j -0.00133054+0.00467023j 0.00389647+0.00343257j 0.00267177-0.0107512j 0.00228884+0.00444814j 0.00172154+0.000687328j -0.000345889-0.00940339j 0.00222671+0.0116664j 0.00204682+0.00473773j 0.00374648+0.00261222j -0.000820673-0.00204855j 0.00426377-0.00446808j 0.00227613+0.00234179j 0.00974663-0.00304971j 0.00899477-0.00643037j -0.00245621-0.00293112j -0.0129034-0.00249189j -0.00404799-0.00423578j 0.00159012+0.00281432j -0.00403441+0.0011391j -0.00506783-0.00446781j -0.00513683-0.0101589j 0.0024507+0.00349639j 0.00907318-0.0021111j -0.00234955-0.00861877j -0.00339784+0.00251342j -0.00272754-0.00176926j -0.00837596+0.00148889j -0.002717-0.000246471j -0.0124491-0.0011885j 0.00275518+0.00374629j -0.00580666-0.00799913j -0.00425767+0.00724255j 0.00145366+0.01239j 0.000620191+0.00399966j -0.00205922+0.00249533j -0.000340199+0.00551501j -0.00286299-0.00682763j 0.00517291+0.00296776j -0.00296875-0.00489823j 
0.0039128+0.00945176j 0.000934291+0.0017058j 0.00305004-0.00328628j 0.00252556+0.00198857j 0.000403577-0.000665505j -0.00470656+0.0089925j -0.0017162+0.00373567j -0.0104638-0.00735606j 0.0055107+0.0123133j 0.0163963+0.00491553j 0.00657677+0.00155112j 0.00689381+0.000206512j 0.00155941+0.00241005j -0.000669915+0.00836371j -0.0116996-0.00234944j -0.00283423+0.0010335j 0.00121255+0.0023365j 0.00301002+0.0016668j 0.00104906-0.00526313j -0.00573589-0.00646715j 0.0059515+0.00353905j -0.00278586+0.00979138j -0.000677939+0.00256566j 0.0034459-0.000917529j -0.00862996+0.000817067j -0.00786563-0.000982108j 0.00214545+0.000257894j 0.00256191-0.00237403j 0.00350566+0.00247396j 0.00325937-0.00140949j 0.00261035-0.00249739j -0.000880921+0.000492639j -0.000599172-0.000404295j -0.00303355+0.00286084j 0.00125318+6.84629e-05j -0.000816962-0.00734833j 0.00320381-0.00422728j 0.00964059+0.00973795j 0.0025523+0.00212173j -0.00595545-0.00455681j 0.00414788-0.00271363j -0.000381707+0.00049179j 0.000700926+0.00212478j -0.00242706-0.00800995j -0.00147631-0.01003j 0.00225878-0.00950986j 0.00470176+0.00358093j 0.00666029-0.00204184j -0.00232826+0.00131322j 0.00145547-0.0015453j -0.00253962-0.00676248j 0.00537398+0.00611346j -0.00441025+0.000612314j -0.00512533-0.00144278j 0.00419391-0.00430581j -0.00168878-0.00013313j 0.00532719-0.000426669j -0.00548789-0.00892275j -0.00311116+0.00396794j 0.000336444-0.00325461j 0.00631281+0.012105j -0.00116745-0.00273146j -0.00494046-0.00147959j -0.000550636+0.00127727j 0.000764875-0.00012264j 0.00141445-0.00114702j 0.0121772-0.00315015j -0.00360584+0.0115418j -0.00553204+0.000839121j -0.00110832+0.0035634j 
0.0118278-0.00876018j -0.0202811-0.0327737j 0.0121885+0.00401232j -0.000501239-0.0115038j -0.0118154+0.00505202j 0.00795739-0.0119643j -0.00560192+0.00232037j -0.0025282-0.00524034j 0.00784546-0.0184027j 0.00389733-0.0193021j 0.00484433-0.0030716j 0.0155877+0.012199j -0.00348918+0.0146901j -0.0106302+0.00242231j -0.00259826-0.017428j -0.0103828+0.0227066j -0.00710138+0.00225341j -0.0040398-0.0179173j 0.00211812-0.0078143j -0.00015951+0.00512242j -0.0107844+0.0110187j -0.0182332+0.0033638j 0.00115097+0.00102128j -0.00571443+0.00601807j 0.00820244-0.00135365j -0.0115058-0.00146477j 0.0120251+0.00430731j 0.01168+0.00621816j -0.0148394+0.00417814j 0.00542745+0.00371892j 9.04043e-05-0.0011962j 0.0122552+0.0016344j -0.0123966-0.00498322j 0.00186758+0.000352732j 0.0150882-0.0109575j 0.00123789-0.000760356j 0.00435649-0.0051166j 0.00507477-0.00409232j 0.00427337-0.00311302j -0.00202174-0.00824144j 0.00126638-0.00113713j 0.00394601+0.00251704j 0.00165562-0.00584722j 0.000682311-0.00773209j 0.00211499-0.000123867j -0.00222055-0.00979208j -0.00903307-0.00945381j -0.00250367-0.0153342j 0.00278465+9.10915e-06j 0.00330887-0.00598665j -0.0014075-0.000259859j 0.00727544-0.000559589j 0.00938619-0.00767484j 0.00267737+0.00154962j -0.0154014-0.00592444j 0.000693829-0.00801128j -0.00263107+0.016408j -0.00486043+0.00352578j 0.00136473+0.000831899j -0.00682082+0.000976227j 0.0131721+0.003157j 0.00533116+0.0190276j 0.00257437+0.0109263j 0.00616479+0.0144873j 0.000152068-0.0032962j -0.000586127-0.00149015j 0.0038462-0.00128141j 0.0171605-0.000460605j 0.0128252+0.00183972j 0.0179324-0.00348413j 
-0.00280478-0.00425158j -0.00237993-0.00764717j 0.00397144-0.00385978j -0.00245599-0.00443536j 0.0107375+0.0086389j 0.00197592-0.00320897j -0.0104731+0.00650246j -0.00115063-0.000530721j -0.0038459-0.00616697j 0.00486982+0.00208503j -0.00423247-0.00342417j -0.000836201+0.00369597j -0.00208931-0.000397775j -0.00256407+0.000835122j -0.00558311+0.00403409j 0.00851175+0.00283897j 0.00132754-0.00120586j 0.0039522+0.00844592j -0.0033228-0.00209167j -0.00606252+0.00130926j -0.000353238+0.00373631j -0.00424388-0.00170943j -0.000339786-0.0102813j -0.0054412+0.00113701j -0.00165393-0.00540366j 0.00157704-0.00412519j 0.00131109+0.0037709j 0.00838301+0.00347056j -0.00164554+0.00570374j 0.00806383-0.0127118j 0.0020981-0.000474092j -0.002593+0.00588501j -0.00659297+0.00377928j -0.00384315+0.0103733j -0.00325802+0.00459606j 0.00365074-0.0062137j -0.00487408+0.00482833j 0.00501752-0.00567322j 0.0102196-0.00596203j 0.00204123+0.00383673j 0.00137284+0.00116149j 0.00297973+0.0025089j 0.00280978-0.0035992j 0.000894939-7.19116e-06j -0.00101352-0.000857033j 0.0020161-0.00595597j -0.0111704+0.00172548j -0.00791696+0.000211417j 0.0205215+0.0309371j 0.00270112+0.00324351j -0.0030037+0.00648553j -0.00913665-0.000435047j -0.0115826+0.000356665j -0.000719676-0.00395265j 0.0247589-0.000364136j 0.0164425-0.0223562j 0.00133629-0.00824337j -0.013239+0.00366017j 0.00263506-0.00324824j -0.00634139+0.000235796j 0.00852997+0.00406917j 0.00357632+0.00271585j -0.000242123-0.00349719j 0.00135437+0.00118295j 0.000604788-0.000909188j -0.000400703+3.43337e-05j 0.00215643-0.00683291j 0.00274422+0.000537893j 0.00096856+0.00161741j 0.00439503-0.000110803j 
0.00113835-0.00351694j 7.92885e-05-0.00419827j 8.2468e-05-0.00299346j -0.00219751-0.000482747j 0.010579+0.00249115j 0.00209054-0.000903675j 0.00134003+0.00311966j -0.00100348-0.00354766j 0.00101474-0.00311032j -0.00442281+0.00400857j -0.00367026-0.00328464j 0.000718423-0.00149242j -0.00318722+0.00182441j 0.00662985-0.00241397j 0.0127621-0.00160078j -0.00565254-0.00449311j -7.16804e-05+0.000266925j 0.00292355-0.00439977j -0.00257473-0.00395009j -0.00458887-0.00323133j 0.00389295+0.0158409j 0.00238411+0.00682452j -0.000874306-0.0071205j 0.0101033+0.00748255j -0.00139059+0.0027109j -0.00336982-0.000519872j 0.00457756+0.00340789j -0.00701919+0.00388254j -0.0019823+0.00334527j 0.00337625+0.00262883j 0.00599913-0.00524276j -0.00755658+0.00992862j 0.00886604+0.0038043j -0.00337182-0.00266801j 0.000203225-0.00152209j 0.00134579+0.00558203j 0.00978541-0.00204391j -0.00508033+0.00166352j -0.000592854-0.0103267j -0.0052562-0.00737346j -0.00809036-0.00696434j -0.00558387-0.00429518j 0.00300683+0.00531064j -0.00652187-0.00137139j 0.00873627-0.00180458j 0.0023306+0.000224593j 0.0173499-0.0068097j -0.0102389+0.00218086j 0.00792545+0.0145299j 0.00136359-0.000711727j -0.00563699-0.0117986j 0.0110828+0.0069242j -0.00963425+0.00366727j -0.0176143+0.00358605j 0.0135365+0.000609039j 0.00857423-0.0125058j -0.00307608-0.00739788j 0.00482246-0.00287303j 0.0050445+0.00545531j 0.00523567+0.00890502j -0.00940048-0.00831517j -0.00327591-0.00365204j 0.00535241+0.000627401j 0.00165316+0.00357253j 0.000498163+0.000418043j -0.000634352+0.000974096j -0.00616962+0.0189417j 0.000644088-0.00150569j -0.001217-2.26967e-05j -0.00098034-0.000753433j 
-0.00070134-0.00283327j -0.0079223-0.00633207j 0.0073364+0.000394068j 0.00241696-0.00116142j -0.00673768-0.00039767j 0.00594577-0.00282677j -0.00136956-0.00340358j 0.00145729+0.000152505j 0.00471737-0.00535435j -0.00225981-0.00751692j 0.00356996-0.000105445j 0.00626587+0.00550906j -0.00335192+0.00143754j -0.00228276+0.00316079j 0.00341842-0.00683848j -0.00390807+0.00641923j -0.00220698+0.00143914j -0.00461418-0.00749859j 0.00342908-0.00328816j 0.00437208-0.000763025j -0.00126309+0.00356544j -0.00532114+0.000914445j 0.000896951+0.00277653j 0.00312983+0.00163096j -0.000175711+0.00153762j -0.00155287+0.00331632j 0.000144962+0.00230183j 0.00128962+0.00338771j -0.00226113-0.000667494j 0.00204285+0.00715994j 0.00142347-0.0026535j 0.00300995-2.56095e-05j -0.00686602-0.000150786j -0.00264617-0.00446241j 0.00382709-0.0056393j -0.00165505+0.0056153j 0.00278805-0.00358525j -0.000157354-0.000929595j -0.000135541-0.000739499j 0.000856232-0.00539509j -0.00107939-0.00249839j -0.0026793+0.00183916j -0.000484523-0.000784171j -0.00453412-0.0023009j 0.000536779-0.0014565j 0.00107939+0.0038602j 0.000630565-0.00586341j 0.00161213-0.00691495j -0.00709463-0.00360867j 0.000521324-0.00259757j -0.000294471-0.00452032j 0.00279372-0.00289381j 0.00383909-0.00542324j 0.0016577+0.000457314j -0.00869703+0.00171418j 0.000570654+0.00485193j 0.00111644+0.00611416j 0.00303432-0.000405583j 0.000838398+0.00244386j 0.00195404+0.00230739j 0.00139929-0.000226276j 0.00248087+0.000595184j -0.000193678+0.00758999j 0.00271231+0.00811544j -0.000710359-0.0015969j 0.000324796-0.000941751j -0.00334201+0.00699726j 0.00227239+0.000813968j 0.00374117-0.000767142j 0.0050308+0.000860441j 
0.00591444+0.00571641j 0.00541405+0.00234806j -0.00669921-0.000459482j -0.00145876+0.00179852j 0.00318468-0.00128066j -0.00432691+0.00203965j 0.00233744-0.000813289j -0.00288609-0.00243495j -0.00169064+0.0069124j 0.00227482+0.00853783j -0.00255575+0.00100645j -0.00427724-0.00348991j 0.00534983+0.000140432j 0.00110324-0.00348268j -0.000717474-0.00014092j -0.000409044-0.00489466j -0.00120928+0.00195329j -3.31356e-05+0.000601324j -0.00394589-0.000196939j -0.00294368-0.00288098j 0.00636048+0.00027389j 0.00782685+0.0041654j -0.000326293+0.000233486j 0.00298346-0.00057926j 0.00629187+0.000346008j -0.00146265+0.00100948j -8.14002e-05-0.00201546j -0.00228373-0.000884962j 0.00118257-0.000659409j 0.00154742-2.09147e-05j -0.00187386+0.000230476j 0.000628114-0.00101373j 0.00441393-0.00329637j 0.000233555-0.00270221j -0.00328978-0.00211674j 0.00195335-0.000309855j 0.00156267-0.00122912j 0.000962471+0.00414804j -0.00324657+0.000676324j -0.00138492-0.000501226j -0.00273788+0.00132912j -0.00172757-0.0018523j 0.00139379+0.003174j -0.000969922+0.00227771j 0.00465476-0.00157256j -0.00424762-0.00182336j 0.00680308+9.87605e-05j -0.000874235+0.00233534j -0.00612981-0.00120073j -0.00230998-0.000113775j -0.00436559-0.00532256j 0.00541636-0.00140623j -0.00159173+0.00247728j -0.00414049+0.00199741j -0.00123684+8.15687e-05j -0.0013826+0.00282743j 0.0018464-0.00139387j 0.000693809-0.00636226j 0.0012563+0.00199613j 0.00272351-0.00104518j -0.00385098+0.000299134j -0.00438527-0.000587922j 0.00322368-0.00595206j -0.00318609-0.00206406j 0.000275623+0.000519355j -9.83426e-05+0.000848241j 0.00425486+0.00840519j 0.00164939-0.000849382j -0.00253204+0.000834981j -0.00185818-0.00191709j 
0.0307104+0.017962j 0.0119095-0.0158458j -0.0103474-0.00456548j -0.00987932+0.00161986j 0.00642892+0.0154772j -0.0129685+0.00273846j 0.00133291-0.00387806j -0.0011997-0.0123817j -0.00406103+0.0121564j 0.000927428+0.0181305j -0.0263544+0.00562916j -0.0342856+0.01075j 0.0163264-0.000621498j -0.00639992-0.0242334j 0.00692524-0.00207159j -0.00272375-0.0169401j -0.0119552+0.000645832j 0.00745813-0.000308753j -0.0143461+0.00610291j -0.00174717-0.0026497j 0.00760743+0.00640147j 0.00950492+0.000895287j 0.00247924-0.00434963j -0.0108156+0.00025425j 0.0360958+0.00110988j -0.00309083+0.000187871j 0.00236912-0.0111533j 0.000618362-0.00468238j -0.00980938+0.00159137j 0.000266061-0.00697971j -0.00673763+0.00453889j 0.00930013-0.017327j -0.00104078-0.0109191j 0.00365584-0.00684213j 0.00109701-0.0125595j 0.00264074-0.00743432j -0.00199515+0.0218384j 0.00422145-0.0100699j -0.00307588-0.0060874j 0.0113125-0.00994864j -0.00763482+0.00980645j -0.00499742-0.00830141j -0.000807287-0.00214239j 0.00214886+0.00965576j 0.0129166+0.0104631j -0.0203185+0.000249157j 0.000852989+0.0102951j -0.0128285+0.00772438j -0.0064171-0.00377343j -0.0059466-0.000813669j 0.00584429+0.00184746j 0.00262963+0.00639776j -0.00461377+0.00051901j -0.00210536-0.00622302j -0.0083699+0.0149156j -0.00337151+0.0043283j 0.0099481-0.00120202j 0.0108563+0.0025851j 0.0125294-0.00223904j 0.00561058+0.00435181j 0.00248073-0.0102667j -0.000733407+0.00264104j 0.00786094-0.0261718j -0.0163358-0.0039105j 0.000131038-8.39057e-05j -0.00233931+0.00231357j 0.00429968-0.006468j 0.0204295-0.00688951j -0.00476486+0.000951429j 0.0119604-0.0108488j 
-0.00788404-0.000182665j 0.0240476+0.0310907j -0.0269062+0.0130148j -0.00223009+0.00540201j 0.0135151-0.00636001j -0.00527921-0.00269695j 0.0115574+0.00380294j 0.00759972+0.00757806j -0.0193029-0.00344326j -0.019895+0.00758265j 0.0044307-0.00436216j 0.00278284-0.0375714j 0.00837648+0.00573016j -0.00235656-0.00316869j 0.00234269+0.0113275j 0.00884-0.0128578j -0.000364905-0.000541398j 0.00843272+0.00791426j 0.00545249+0.00545644j -0.00651809+0.0078199j 0.000554636-0.0145514j 0.0153098-0.0065723j 0.000925073-0.00280695j 0.0171369+0.0063523j -0.0128967-0.0186615j 0.00249485-0.000736376j -0.00677932+0.00152928j -0.00948275-0.00085581j 0.0140633-0.000907311j -0.00784975-0.000446801j -0.0017846+0.011754j -0.0145451+0.00241063j 0.0141091+0.00249362j 0.00346174+0.0031199j -0.0152963+0.0139047j -0.00762896+0.00118197j 0.00900146-0.00251475j -0.007191+0.00884091j -0.000801239+0.0121479j -0.00859666+0.0151874j 0.00421305+0.00529749j 0.0045712+0.00657231j -0.00337035+0.00799103j -0.00943002+0.00393019j -0.00148636+0.00691417j -0.00129759-0.00315702j 0.017479-0.00137353j 0.00725126+0.00106972j -0.00623109+0.00264405j -0.00090047+0.00759082j -0.000180519+0.00234894j 0.00522096+0.007705j -0.00261285+0.0117101j -0.00833479+0.00249676j 0.0144202+0.000681337j 0.00343792+0.00774358j -0.0044135-0.0123852j -0.00628+0.00264414j -0.0158733+0.00372154j -0.00741594-0.0091528j -0.0115568-0.000199151j -0.0249492+0.0134081j 0.0109699+0.0123948j -0.00624161-0.0221393j 0.00119824+0.00496218j -0.00114173+0.00186532j -0.00107877-0.00832806j -0.00617299-0.000315899j -0.00259306+0.00469215j -0.0195036+0.00330831j 
0.00502292-0.0172698j -0.00524272+0.0105939j 0.00595125+0.00723559j 0.000498349-0.000529389j -0.00557817-0.000674532j -0.0125009+0.0010355j -0.000254716+0.00620934j -0.000965085-0.00364283j -0.00693937+0.00203513j -0.00144391+0.00697623j 0.0125468+0.00200583j -0.0136628-0.0116024j -0.00196658+0.00422819j -0.000817133+0.00304889j 0.00816932-0.00603625j -0.00833065+0.00984963j 0.00221001+0.00620298j -0.000634853-0.00460924j 0.0034278+0.000913817j 0.00291528+0.00534143j -0.010344-0.000339521j -0.000937537+0.00144423j 0.00228265+0.00127324j -0.00488782+0.00352979j 0.0112878+0.00709721j -0.00328422-0.00693795j 0.00535809+0.0013179j -0.00192436+0.00479757j -0.00949947-0.000385575j -0.00264861+0.00118653j -0.0013936+0.00420085j -0.00519902+0.00388604j -0.000213786-0.00130791j 0.0047213+0.00547432j -0.00050649-0.00226489j 0.00311783-0.00872563j 0.0014848-0.00998913j -0.00934963+0.00978248j -0.0104051+0.00895854j -0.00401824+0.00994239j 0.00900891-0.000525454j 0.0086003-0.00997471j 0.000902597-0.00689833j 0.018117-0.00210318j -0.00626953-0.00632335j 0.00742441+0.00104586j 0.00546049+0.00522897j -0.00827943+0.0213278j -0.00329719-0.000573888j -0.000446314+0.00109751j -0.00215749-0.00169812j 0.00328669+0.0074332j 0.000564498-0.00193598j -0.00681903+0.00136749j -0.00158753+0.00859523j 0.00373668-0.00190876j 0.0016083+0.00255659j 0.00601523-0.00992517j 0.00711511-0.0116017j 0.00213575-0.00560129j -0.007945-0.00528279j 0.0185717-0.00738179j -0.0249116-0.0131877j 0.0179717-0.0109027j 0.000889393+0.000413469j -0.000512416+0.00258459j 0.00430757-0.00547039j -0.0189784-0.00580093j 0.000273282-0.0040605j -0.0160109-0.000695404j 
-0.0115293-0.00979121j 0.00177234-0.00933001j -0.00575251+0.00135122j 0.00845039-0.0103j -0.00042737+0.000703507j 0.0183332-0.0157668j 0.00720528-0.000731609j 0.00129752+0.0113579j -0.00795838-0.0171737j -0.0134692-0.0131843j -0.00442648-5.22566e-05j 0.00414635+0.000517529j -0.00576353+0.00451437j 0.00125382-0.00436283j 0.00768405-0.00811002j -0.000559911+0.00919064j -0.00598886-0.00488945j -0.00416367+0.00340172j 0.00104826+0.00386083j 0.00189407+0.0025757j -0.00934378-0.00212274j -0.000634809-0.005172j -0.0047961-0.00332382j -0.00176617+0.00244321j 0.0129982+8.97457e-05j 0.00102706-0.00699513j -0.004428+0.00239096j -0.00436164+0.00388702j -0.00901214+0.00649768j -0.00229502+0.00253854j -0.00080618+0.00515315j -9.14727e-05+0.00454666j -0.0007007+0.00326366j 0.00191314-0.00199046j 0.00169509-0.00229353j 0.00286235+0.00265929j -0.00834204-0.00212363j -0.0110492+0.00372166j -0.00614967-0.000308715j 0.00948952+0.0139888j -0.00739002-0.00298221j 0.00397887-0.014671j -0.00225804+0.000967988j 0.0130672+0.00455581j 0.00770127+0.0109224j 0.00708373+0.000371902j -0.00041323-0.00174085j -0.0100326+0.0131318j 0.00284815+0.00274242j 0.00432062+0.00152618j 0.000131607+0.00744596j -0.00296744-0.00529701j 0.00710061-0.0039134j 0.00113459+0.00239284j -0.00085032+0.0062409j 0.00735218-0.00270919j -0.0160045+0.00720635j 0.00323644+0.00552138j 0.00631406-0.00713422j -0.00841562+0.00690623j -0.0112833-0.0110886j 0.0117829+0.000836875j -0.00707671-0.00585676j 0.0119239+0.00482899j -0.000225994+0.00080225j 0.000920338-0.00211556j -0.00842707+0.000126584j -0.000606271-0.0172056j 0.0159923+0.000608851j -0.0024339-0.000415768j 
0.0231405-0.00269564j 0.00630491+0.0118758j -0.0138806+0.0156986j -0.0257836+0.0161076j 0.0092188-0.003289j -0.0220549+0.00627134j 0.00315427-0.00187811j 0.0134176-0.0046251j -0.00883575+0.0109126j -0.00609601+0.0246481j -0.0154097-0.00379375j -0.0233286-0.0197871j 0.0213098-0.00272173j 0.00668483-0.0155094j 0.0073966+0.0231958j 0.00667873-0.0226855j 0.00216851-0.000926589j 0.00868019-0.002022j -0.00835084-0.00716909j -0.00363129-0.000714457j 0.00979558-0.00591843j 0.0209803-0.000228429j 0.00231331-0.00254094j 0.00561723-0.00702318j 0.0113323+0.00411257j 0.00215406+0.00666903j -0.00513095-0.00518721j -0.00947568-0.00413683j 0.0128168-0.0192221j -0.00149176-0.00817333j 0.000397352+0.00512507j -0.00716554-0.00662579j 0.0143004-0.00909656j 0.00254022-0.00880991j -0.0191648+0.0135672j -0.00674079-0.000718695j -0.00177444+0.0178216j 0.00163547-0.00485479j -0.00016755+0.000813256j 0.00250487-0.00722914j -0.000355158+0.00836172j -0.00707397+0.00530535j -0.00564517+0.00800902j -0.0159436+0.0173394j -0.00698239+0.0104299j -0.0104798+0.00528288j 0.00885847+0.00685355j 0.00493183+0.00198085j -0.00404941-0.00198817j -0.00607373+0.00492454j 0.00256719-0.00345697j 0.00683324+0.00350104j -0.00785135+0.00956056j -0.00362157-0.00228102j 0.0048874+0.00345258j -0.00631858+0.0086938j 0.0160728-0.0172486j -0.000551252-0.00144869j -0.00958803+0.00492779j 0.00600549-0.00400341j 0.00202668-0.00304711j -0.0262281-0.00260659j 0.0206772-0.0116104j -0.0267066-0.01636j 0.0015699+0.000946034j -0.00158798+0.00275192j 0.00404081-0.0020549j 0.0195421+0.00402311j -0.0203908+0.00236542j 0.00644355-0.00190374j 
-0.00748506-0.00574078j 0.0156315+0.0056498j -0.0287356+0.0139612j -0.000720797-0.00752102j 0.00758436-0.00812933j 0.0154844-0.0148738j 0.0124979+0.00155773j 0.006689+0.0107906j -0.0129945-0.0120454j -0.0194548-0.00483286j 0.0200081-0.019993j 0.0204553-0.0229605j -0.00283125+0.0124012j 0.00385618+0.0133216j -0.00241125+0.00190203j 0.0172214-0.000248643j 0.00700848-0.00650889j -8.6634e-05+0.00987375j 0.00547918+0.00316203j -0.00108733+0.00350912j 0.00185329-0.0147448j 0.00948752-0.00407869j -0.00795355+0.000956244j 0.0150258+0.00466033j -0.0236589-0.0159256j 0.00243815-0.00564059j -0.00846365+0.00646129j -0.0141112+0.00247426j 0.0124402+0.00292596j -0.00640421-0.000973381j 0.0018033+0.00762751j -0.0139445+0.00925088j 0.0104189+0.0123661j 0.00331987-0.00190553j -0.0130611+0.0185979j -0.00427023+0.00301836j 0.00163963-0.0147825j -0.0133937+0.0238555j -0.00761058+0.0156329j -0.00871904+0.0222385j 0.00548514-0.00587782j 0.00791993-0.00133619j -0.003386+0.0100622j 0.0033841-7.37081e-05j -0.00641335+0.00662898j 0.0202101+0.0013057j 0.0125339-0.00223771j 0.0198092+0.00121671j -0.00109503+0.00278216j 0.00393505+0.0058083j -0.00256918+0.00372676j -0.00224824-0.000268777j 0.00411957+0.0108276j -0.00100576+0.00383424j 0.00963245-0.00821976j 0.00546125+0.00703724j -0.0144932-0.010948j -0.00871221+0.00302829j -0.0151924+0.00812244j -0.0119433-0.00826609j -0.0182091+0.00499679j -0.0256638+0.00318905j -0.00546467+0.0226115j -0.00182461-0.0126814j 0.000636822+0.00260499j 0.000877932-0.00107611j -0.00471605-0.000586011j -0.0194354-0.00163571j 0.000395408+0.00282381j -0.0251161+0.00502607j 
