0.0395297-0.0135981j 0.00161416-0.0607332j 0.00940581+0.00973609j 0.0550561-0.0658947j 0.0227875-0.0139412j -0.0711169-0.0549491j 0.102004+0.0116308j -0.0439063+0.0192608j 0.0536064-0.086215j -0.0501241-0.0128361j 0.0524306+0.0814875j -0.00325095+0.0182386j -0.128887+0.106602j 0.0262315-0.0405364j -0.0769112-0.0661597j -0.0523506+0.00825277j 0.135825-0.0784632j -9.82141e-05-0.0211954j -0.0973237+0.0448189j -0.0538809-0.00973727j 0.031472+0.03536j 0.192227-0.0221472j -0.0166946-0.0385437j 0.00995109-0.0468112j 0.0734809-0.0151899j -0.0689005-0.0167546j -0.0657875-0.0895965j -0.0271244+0.162716j 0.166279+0.0665938j 0.0957843+0.0495118j 0.0481143+0.0202769j 0.083725+0.0152256j 0.0111002-0.0326997j -0.00851627-0.0112276j 0.0905155-0.0643673j -0.071989-0.0508552j -0.0668741+0.0364185j 0.0208336+0.0518843j 0.141862+0.0166164j 0.0150166-0.118139j -0.0232984-0.174239j 0.0228077-0.0380129j 0.00684998+0.0751859j 0.105964+0.0311658j -0.0163763+0.0392468j -0.0362946+0.09728j -0.148422-0.00394245j 0.0359678+0.0861238j -0.0903405+0.128067j -0.0502907+0.0518531j -0.0601023-0.00412444j -0.126732-0.0839475j 
0.0237729+0.0108296j -0.012891-0.0137512j -0.00658718+0.0137714j -0.0216347+0.0232963j 0.0366382-0.0430371j 0.0559477+0.050072j 0.0320175-0.0628605j 0.0255512+0.000905984j -0.0335924-0.00555138j 0.0261363-0.0238247j -0.0326133-0.00957968j -0.00819055-0.0143793j -0.000260393-0.034104j 0.000838974-0.000905456j -0.0110635-0.015053j -0.0314066-0.0086826j 0.0344362+0.033832j -0.0435733+0.0127846j -0.00884639+0.0231304j -0.014359-0.0235194j -0.00548587+0.00732178j 0.0294384+0.00957491j 0.00579888+0.0206062j 0.0305796-0.017348j -0.0148073+0.0146131j -0.0276482+0.015928j -0.00270076-0.00496799j -0.00253971+0.0261657j -0.0239729-0.0070709j 0.00420335-0.0224603j -0.00633119-0.0135718j 0.00384714-0.00458328j 0.0224934-0.032244j 0.0085869+0.00622961j 0.0548943+0.00531734j 0.025693+0.0173336j -0.00568269+0.0259607j 0.0375794-0.0106524j -0.00608724+0.0103038j -0.010172-0.0231305j -0.0205057-0.00626416j 0.00846524-1.21681e-05j -0.00218155+0.0137453j -0.0157659+0.0346377j 0.00890223-0.0153392j -0.0311633-0.00943521j -0.0157598+0.00022997j -0.00414063+0.0342774j 0.0100145+0.0321001j -0.00414701-0.0681417j 0.0111945-0.020054j -0.0152555+0.0195482j 
0.00659105+0.0125439j 0.0113342+0.0077367j 0.01418+0.00448216j 0.00620998+0.00260794j 0.0112187-0.017685j 0.0342633+0.00335854j -0.00407183-0.0047577j 0.000100057-0.01907j -0.00481704-0.00623592j 0.00754595-0.0174881j 0.0109247-0.0174305j 0.00446026-0.0155754j 0.0365777-0.026346j 0.0169679-0.00512898j -0.0124178-0.00569828j -0.0231118-0.0124782j -0.0164259+0.00695643j 0.0149751+0.00109338j 0.00787378+0.0223328j -0.00272637-0.0202082j -0.0129145-0.0193006j -0.00571626+0.00274159j -0.0099338+0.00945202j -0.000492668+0.0215999j -0.0100581+0.0121705j -0.0130937-0.0351436j -0.0128281+0.0247249j -0.00440678+0.0156701j 0.0219168+0.0143473j 0.0104893-0.022321j 0.00117109-0.00432159j 0.00320223+0.0249448j 0.00914962-0.0250168j -0.000854274+0.0133627j 0.0303296+0.0016889j 0.010026-0.00400508j 0.00641521+0.01229j 0.00684054-0.0146253j 0.00561722-0.0327561j -0.00106963-0.00404758j -0.0111369-0.000154237j 0.0105997-0.0112822j -0.00128696-0.0161018j -0.005371+0.00103626j 0.0154653-0.00532023j -0.014637-0.0102266j 0.00895307+0.0161854j -0.00321868-0.0184035j -0.0158186-0.000397834j 0.000358117+0.00450564j 0.00751955+0.0215987j -0.00144008+0.000512874j 
0.0272706-0.00829133j -0.0104417+0.00107773j -0.0137054-0.000673428j -0.0121103-0.0176354j 0.00236998+0.00116217j -0.0234703+0.0195023j -0.0319628+0.022631j 0.0395378+0.0206814j -0.0132231+0.0378864j 0.0221659-0.013253j 0.0374756-0.0100894j 0.0139157-0.0188566j -0.00514539+0.0127919j -0.000852704+0.00473955j -0.00741273-0.0033424j 0.0104784+0.0145492j -0.00380992+0.00033129j 0.082631+0.0236701j 0.0408699+0.011115j -0.0116753-0.000960957j 0.0155025-0.00916288j -0.016247-0.00269127j -0.0115281-0.0216749j -0.0168176-0.0254856j 0.00391743+0.0496374j -0.0122262-0.0118225j -0.018606-0.000203314j 0.0064607-0.0669556j 0.00785917+0.0302964j 0.0210469+0.0186963j -0.00734303+0.0282564j -0.00589551+0.00712886j 0.00606302-0.000179393j 0.00416432+0.00634887j 0.00322639+0.00716746j 0.00477363+0.00696744j 0.000628602+0.00201653j -0.00627654+0.0020541j 0.0012796-0.012124j -0.00285008-0.00166327j -0.000382566-0.0153218j 0.0091455-0.0170365j -0.00366865-0.00789289j -0.0069786-0.0249289j 0.00143631+0.00520246j -8.51333e-05+0.0233499j 0.018363-0.00895044j 0.0015087-0.0787374j -0.0124792-0.00348494j -0.011771+0.0665087j -0.00818023+0.0198627j 0.010622-0.0740124j 
0.0190065-0.00356276j 0.000684528+0.0159527j -0.00121627+0.00455722j 0.000301685-0.00302812j 0.0171832+0.00770582j 0.0289168+0.0154689j -0.0267993+0.0115943j -0.00270654-0.00955685j -0.011609+0.00690165j 0.0259206-0.0246859j 0.0439641-0.0202821j 0.00871271+0.000998201j 0.00989385-0.0126073j 0.0185631-0.0191825j -0.0305705-0.00207522j 0.00455657+0.00226293j -0.0270994-2.76849e-05j 0.0598751+0.0369913j 0.0394434+0.0183748j -0.0187763+0.0018708j 0.020394-0.0142001j -0.0115797-0.00269197j -0.0221372-0.0203943j -0.0280424-0.00361087j 0.00464414+0.0344015j -0.00505378-0.0193369j -0.0173985-0.0118555j -0.00319044-0.0332107j -0.0058383+0.0267399j 0.00175768+0.0413281j 0.00880072+0.0260226j 0.000841313+0.0546217j -0.00224996-0.00598682j -0.000449751-0.00802319j 0.0190001-0.0114631j -0.00209447+0.00246584j -0.0116969+0.006462j -0.00497353+0.00532146j -0.00971633-0.0226136j -0.00982651-0.0197978j -0.00263729-0.00462785j -0.0113042-0.0194729j -0.00179626-0.0364085j -0.00355423-0.0149565j 0.00328678+0.0201403j -0.0188346-0.0123295j 0.0211594-0.0179304j 0.00554569-0.102608j -0.00946567-0.0249416j -0.0128014+0.0830911j -0.00705651+0.0161018j 0.0346378-0.0550537j 
0.00749278+0.00509221j 0.0154789+0.00329451j 0.021044-0.00622319j 0.00753878+0.000389018j 0.00922943-0.0231613j 0.0395656+0.00547486j -0.0078819+0.0189042j 0.0161663-0.0221268j -0.0141092+0.00621888j 0.000245028-0.0277838j 0.0201297-0.0231876j 0.00687856-0.00599745j 0.0285906-0.01157j 0.0274939+0.000676054j -0.0178309+0.00362593j -0.0259685-0.0100941j -0.00159321-0.00173923j 0.0101357+0.00411931j 0.00754304+0.0100251j -0.00784502-0.0138404j -0.00183473+0.0042518j -0.00906855+0.00276934j -0.00901416+0.000299357j -0.00665339+0.0164578j 0.0167071+0.0166347j -0.00807537-0.032152j -0.0240028+0.032191j -0.0192544-0.0224558j -0.01077+0.0337366j 0.0212202-0.0133551j -0.00710985-0.00638737j 0.0015093+0.00647271j 0.00128217-0.00420717j -0.00038427+0.000790392j -0.00548324-0.0025322j 0.000989018+0.00450153j -0.00281834-0.00110914j 0.0106118-0.00353716j -0.00229591-0.0243273j -0.00390864-0.0160478j 0.0140304-0.0069712j 0.00755954-0.0250552j -0.00176493-0.00510653j -0.0041663-0.0137961j 0.00133707+0.00723452j -0.0167878+0.00380281j 0.0175347-0.0123263j 0.00880106-0.0149278j -0.0162185+0.000822187j -0.00464037-0.00265171j -0.00576562+0.0163119j -0.00258351-0.00665173j 
0.00364004+0.000887083j -0.011382+0.00681087j 0.0268355+0.00938385j 0.00375604-0.0109883j -0.0114998+0.017418j 0.0110027-0.00121056j -0.00395067+0.0101576j -0.0140148-0.0153761j 0.0180218-0.0113535j -0.00178807-0.000173965j 0.0187116+0.0107674j -0.000396685+0.00768092j 0.0150928-0.00489499j 0.00482211-0.0204566j -0.0190229-0.00289379j -0.00871953+0.00840488j -0.0236945-0.0141283j 0.00143008-0.000421525j 0.00958683+0.0174012j -0.0207403-0.0143612j 0.00830986-0.0241007j -0.0142003+0.000903112j -0.0120968-0.00990193j -0.0107658-0.00936383j -0.0038206+0.0128327j 0.00486914-0.0132657j -0.00856068+0.00366636j -0.0032715+0.0414463j -0.00652331+0.00873653j -0.00793025-0.00849988j 0.00760525+0.000292411j 0.0227673+0.013548j -0.010124+0.00179645j -0.0138626+0.00502041j 0.0194397+0.0014794j 0.0020284-0.0127341j -0.010839+0.0273901j -0.0159177+0.00308816j 0.0237098-0.0303148j 0.000984683-0.00926423j -0.0189557+0.00123309j -0.00473833+0.00752595j 0.010633+0.0186752j 0.0224013+0.0043852j -0.0204319-0.00923747j 0.0007288+0.00130867j -0.0128789-0.000489572j -0.0157506+0.0153777j -0.0296443-0.0236891j 0.0181297+0.00682027j -0.0412191-0.0183863j 0.016403-0.0561077j 
-0.00371781+0.0132861j -0.00298666+0.00984301j -0.000748712-0.00530251j -0.0129314+0.00949628j -0.00569062-0.00258926j 0.0117088+0.0156213j -0.0168611-0.00291035j -0.00758898-0.00468313j 0.00322821+0.0102195j 0.00417639-0.000482918j 0.0114499-0.0149063j 0.0148709-0.00568259j 0.0213864-0.0160911j 0.00588567+0.00153746j -0.00872038+0.00957178j 0.00120088+0.00337443j -0.0175741+0.000990862j 0.0116713+0.00238144j 0.0253672+0.00209469j -0.00458076+0.00739703j -0.0196296-0.00950345j -0.00649327-0.000142028j -0.0197729+0.00688199j -0.0219974+1.01154e-05j 0.0154993+0.0184657j -0.00658955-0.00170217j -0.00104857+0.0182185j 0.00789381-0.0201372j -0.0301317+0.0114687j 0.00804832-0.00558555j 0.0202284+0.00195675j -0.0143185+0.0106489j 0.00103821-0.00150452j 0.005231-0.00378435j 0.00120903+0.00111356j 0.0185783-0.00101891j -0.0151128+0.00926166j -0.0130336-0.00875759j -0.00852443-0.038123j -0.0118581+0.0331116j 0.00575231+0.0144638j 0.0177647+0.005773j 0.0122747-0.00173293j -0.00364982-0.00065776j 0.0302947+0.00666449j 0.000379721-0.0165214j 0.0205951-0.00477456j -0.00866182-0.0143062j -0.0186475-0.0187048j -0.000305596+0.0151588j 0.0146212-0.039843j 0.0345837+0.00359183j 
0.00406211+0.00348717j 0.00408239-0.013921j -0.00391852+0.0167663j -0.0150272+0.0196833j 0.00541521-0.00605429j -0.0266434+0.00688417j 0.000936233-0.0187565j 0.0255548+0.0322931j 3.50872e-05-0.0101924j 0.00296051+0.0181786j -0.031214+0.00284347j -0.0171845-0.00889457j -0.0226433+0.00276105j -0.0149455+0.0036807j 0.0243785+0.00547123j 0.000526958+0.0109517j 0.0222922+0.00299252j -0.0502645-0.00432826j -0.0377074-0.00850189j 0.00885453+0.016446j -0.0149455+0.00166027j 0.0133664-0.0129323j 0.0187685+0.00396711j 0.0215488-0.00811055j -0.010643-0.009197j -0.00076638+0.018975j 0.00956754-0.00464444j 0.00308371+0.00783384j -0.0172234+0.0182376j -0.0204454+0.00109378j 0.00996552-0.0514324j 0.0161088-0.0435343j -0.00190637+0.0043603j -0.00199953+0.00333066j -0.00721134+0.00554258j 0.000479611-0.000307128j 0.00450897+0.000739129j 0.00791981-0.000529102j -0.00562684+0.0402318j 0.0025674+0.0144307j 0.0049653+0.0114876j 0.00341667+0.0347073j 0.00026674+0.0280456j 0.000178591+0.022696j 0.000950964-0.0118982j -0.00498857+0.00560387j -0.0189508+0.00188998j 0.013133+0.0386375j 0.028495+0.0247484j -0.0146453-0.0604871j 0.0263597-0.00326222j -0.00273657+0.0538982j 
-0.00035409-0.00252952j -0.00184778+0.0015687j 0.00771138-0.00231918j 0.00652216-0.00191981j -0.0010622+0.00491841j 0.00431311-0.00133449j 0.00558569+0.000856962j -0.00204976-0.00523982j 0.00241188-0.000574938j -0.00411694+0.00132482j -0.00279644-0.000529736j -0.00381562+0.00828166j -0.00143994+0.000728607j -0.000145681-0.00454342j 0.00254264+0.00338689j 0.00890241-0.00761673j 0.00283385+0.00014622j -0.0109105-0.00329647j -0.0116826-0.000169583j 0.00641074-0.00502222j -0.00264477-0.00667224j -0.00224779+0.00165826j 0.00463036-0.00654666j 0.00169719+0.00288245j 0.00872022-0.00616905j 0.00485174-0.00230763j 0.00381468+0.00406304j -0.00498479+0.0130233j -0.00665244-0.00384101j -0.00611554+0.00257568j -0.00449144+0.00669451j 0.00585828-0.0022497j -0.0021198-0.00300185j 0.00227982+0.00275116j -0.00315372-0.00331111j 0.000609665-0.00571114j 0.00046465+0.00878036j -0.00134439+0.00821577j 0.00579947-0.00210237j 0.00232433+0.00474783j -0.00123849+0.00613659j 0.00800268+0.00268251j -0.00309274-0.00503841j -0.00120304-0.00609806j -0.00708846-0.00353844j 0.000392194-0.000182764j -0.000242909-0.00614964j 0.00141805-0.00592973j -0.00886125-0.00421824j 0.00522341+0.00518056j -0.00407011+6.84327e-05j -0.007271-0.0033962j 
0.00470519+0.00284946j -0.00338957+0.0058088j -0.0187736+0.000840277j -0.00109643-0.00496744j -0.0108637+0.0080075j -0.0109244-0.00625884j -0.00918113-0.00538637j -0.00355215+0.000674149j -0.00463298+0.00920136j 0.00759277+0.00937104j 0.00691674+0.00823586j 0.00431418+0.000619627j -0.00901782+0.00951311j -0.00511356+0.00239846j -0.00755633+0.00125053j 0.00618109+0.00678119j -0.0077569-0.00178649j 0.0316202-0.000885398j 0.008707+0.00157486j 0.00830748-0.000246204j 0.00336177+0.000212295j -0.00108209+0.00233983j 0.00164786-0.00573552j 0.00415107-0.00144842j 0.00208048+0.0112029j -0.0156598+0.0103056j 0.0157636-0.0118466j 0.0137506-0.011528j 0.0120992-0.00902438j 0.00889484+0.0119326j 0.00261283+0.0237317j -0.0261309+0.0289995j 0.00943569-0.00674827j -0.00414881+0.0044838j 0.00527004+0.00168347j -0.00566671-0.000112312j 0.000492037-0.0050833j -0.00100962-0.00685282j -0.00192208+0.00299356j -0.004102-0.00941235j -0.0119741+0.000761692j 0.00454867-0.00598119j 0.00106549-0.00295358j 0.00102704-0.00792803j -0.00515973+0.00394577j 0.00789076+0.00325017j -0.00828532-0.0111461j -0.0150584-0.0308694j 0.003414+0.0115121j 0.000863209+0.0231422j 0.0115482+0.011315j -0.00496246-0.0147565j 
0.00178038+0.000783023j 0.000779481+0.0020771j -0.00241101+0.00406315j 0.00367552-0.00063792j -0.00481744+0.00031012j -0.0044367-0.00706781j -0.00342721+0.00409665j 0.0138002+0.00217682j -0.000973261+0.00389545j -0.00271096+0.00573886j 0.00737516+0.00488862j -0.000737137-0.000602444j -0.00254512+0.00899992j 0.00593924+0.00314875j -0.00666215-0.000666845j 0.00810582+0.00480873j -0.00569506-0.00165963j 0.00759934-0.00700678j 0.00413715+0.00587274j -0.00671644+0.000281945j 0.00664824+0.000893644j -0.00519012-0.00253029j -0.0042327+0.00233754j -0.00300563-0.00291778j -0.00200275+0.0141637j -0.00409192-0.00364512j 0.0026181-0.0115951j 0.00718323-0.00645145j -0.00979982+0.00583402j -0.00444352+0.0060794j -0.00669572-0.00548876j 0.00539523-0.00270125j -0.00245138-0.00251832j -0.00322107+0.00664676j -0.00296244+0.00456416j -0.00138425-0.00364871j 0.00185497-0.000697362j 0.000676807-0.00571649j 0.00214268+0.00543454j -0.00116533-0.00123781j -0.00569791-0.0031946j 6.13013e-05-0.0077036j 0.00598712-0.00402477j 0.00286409-0.00810503j -0.00556942-0.00292097j -0.0016281+0.00547921j -0.00728747-0.00366164j 0.00224339+0.0030293j -0.00764504+0.00346212j -0.00627166-0.00232472j -0.00617896-0.00620046j 0.00663251-0.00389633j 
0.0014971-0.0117377j 0.00204807+0.00795536j 0.0167512+0.00181463j 0.00705395+0.00430189j 0.000528721-0.00187499j -0.00331121-0.0115018j 0.017533-0.000458445j -0.00399084-0.000217422j 0.00219025-0.0121031j -0.00607583+0.000944455j 0.0161967+1.67656e-05j -0.0131321+0.0147503j -0.00110145+0.00871039j 0.00794065+0.0010038j 0.00507071-0.0138753j 0.0297234-0.00545045j 0.0179348-0.000863157j 0.000982454-0.0216266j 0.00509154-0.00285575j -0.0193827-0.0184784j 0.00877891-0.00741334j -0.00386712-0.00159869j 0.0174865+0.0186354j 0.00416087+0.00992678j -0.0021011-0.00833713j -0.0144391+0.0107923j 0.0168542-0.0171161j -0.0251757+0.0135501j -0.0142232-0.0221419j -0.00146386+0.010439j -0.00641149-0.0143793j -0.00353254-0.00420275j 0.0016631-0.00271611j 0.0026018-0.00122087j -0.00301783-0.00309291j 0.00937545+0.00544248j 0.00711858+0.0061995j -0.00647325-0.00932686j 0.0108032-0.00450688j -0.00853007+0.00495725j -0.0216243+0.0010478j -0.00125324-0.00377095j 0.0212371+0.00613809j 0.00652687-0.00224456j -0.013725-0.00266074j 0.00867693-0.0117903j 0.0118481-0.0361974j 0.00565486-0.0123232j -0.00216489+0.0262679j 0.0124517-0.000134257j -0.0039577+0.0191647j -0.0258536+0.000631467j 
0.00278037-0.00449218j 0.00470407+3.66774e-05j 0.0156787+0.0028209j 0.0110994+0.00773922j 0.00366466+0.00600347j 0.00531486+0.00409208j 0.00903177+0.00422451j -0.00328841-0.00176379j -0.00852334-0.0111224j 0.000894574+0.011669j -0.00727575-0.00920886j -0.00295517+0.0152846j -0.0150732-0.00139568j 0.0104831+0.0076157j 0.00760499-6.70417e-06j -0.000970244+0.00724544j -0.0011802-0.0103877j -0.00343622-0.00151371j -0.016885+0.0168758j 0.00714914-0.00187609j -0.000719472-0.00685004j 0.0125639-0.00320077j -0.00842653+0.000380644j 0.0338483-0.00853212j 0.0145488-0.0129002j -0.0046814-0.00507171j -0.0032903-0.0192099j -0.016297+0.00922556j 0.00199001-0.0164087j 0.00993567-0.000689144j 0.00837227+0.0108047j 0.00705009-0.0124693j 0.00137996+0.00767676j 0.00594565-0.00182593j 0.00359018+0.0100227j -0.014284-0.0022227j -0.0212327+0.0115215j -0.0174167+0.00315986j 0.00145685+0.00784982j 0.00190555-0.00243481j -0.00602634+0.0247499j 0.00573275-0.00605529j -0.0050806+0.0033705j 0.0145684-0.000949254j 0.00528474+0.0103513j -0.000374784-0.00645888j -0.0153467-0.00730412j 0.000308765-0.00777093j -0.00509912+0.00902741j 0.00582177-0.00113505j -0.0115598+0.0109205j -0.0143733-0.00589378j 
0.00296797+0.00488979j -0.00377875+0.000839206j 0.00779736+0.0073596j 0.00407359-0.00593138j -0.000312547+0.00206194j -0.00654763-0.00653757j 0.00408339+0.00968342j 0.00112007-0.00542606j -0.00151621-0.00128397j -0.00190821+0.0106902j 0.00569059+0.0130133j 0.00485366-0.00241055j 0.00017673-0.00647728j -0.0136459-0.000858068j 0.00136269-0.0118633j 5.43889e-06-0.00258153j -0.0215142+0.0154152j 0.00251719-0.00459097j 0.00199705+0.00930829j -0.0143347+0.00431591j 0.0166042-0.00797205j 0.0161027-0.018272j -0.00329466-0.000688515j -0.00565432-0.00412582j 0.0155629+0.0188456j -0.011322-0.00227956j 0.00463998-0.000868958j 0.00631595-0.00555018j -0.0018518+0.0139451j -0.0113095+0.00885071j -0.000347448+0.0112354j 0.00178661-0.0102689j -0.0126531+0.00800103j -0.0139905+0.00264241j -0.0153583-0.0135827j 0.00655183-0.0154192j 0.00402132-0.00622081j 0.00412039-0.00152189j 0.0167678+0.00700763j 0.000985883+0.00225087j 0.0102571-0.00442747j 0.0126738-0.00853619j -0.00700875-0.00613761j 0.00502615-0.0194244j -0.0103154-0.0069735j -0.00182389-0.00909318j -0.00849155-0.00408813j 0.00146065-0.00982467j -0.00297525-0.00749119j -0.00514078-0.00703834j 0.00208009-0.0118546j 0.00117966+0.00768691j 
-0.000857566-0.00567153j -0.00467422-0.00281367j -0.00582906-0.00107541j -0.000346893-0.000264878j 0.00284743+0.000520467j 0.000313918+0.00379572j 0.0102402-0.00532784j 8.93041e-05-0.00382585j 0.00772886+0.00461582j 0.00212088+0.00634492j -0.000987736+0.0050352j 0.00375655-0.0041471j -0.0134556+0.0090949j -0.0023658-0.00691483j -0.00611685-0.00149793j 0.00319719-0.00994359j -0.00368413+0.00312343j -0.00252057-0.00639648j -0.00331697+0.0018166j 0.00114763-0.00302051j -0.0122463-0.00598868j 0.0026993+0.000967727j 0.00817837-0.00144027j 0.0113702+0.0070934j 0.00392727-0.00475361j -0.00970223+0.00496412j 0.00379696-0.00548763j 0.000628652+0.00513995j 0.00342208-0.00949173j 0.000228122-0.000220016j -0.000260894+0.0127325j -0.00827751-0.00064267j 0.00459338-0.0076645j 0.00921846-0.00384841j 0.0105113+0.00224912j 0.00653002-0.000256832j 0.00310227+0.00289575j -0.00327523-0.00283831j 0.010087+0.0138722j -0.00479936+0.00704129j 0.0022168-0.000580122j 0.00444689-0.00287813j 0.0027028+7.53595e-05j -0.00262323+0.00902972j -0.0097327-0.0136246j 0.00795447+0.00291079j -0.000406772-0.00567029j -0.0026732-0.00212605j -0.0011981+0.0134891j 0.00667336-0.0070825j 0.00656948+0.00723666j -0.0184684+0.000596014j 
-0.00203602-0.00381167j -0.000798171-0.0081304j -0.0101908-0.000138224j 0.00159344-0.0133372j -0.00409727+0.0100407j -0.00310841+0.00600499j -0.00590333+0.000599565j 0.0196204+0.0118901j 0.000180121-0.00116375j 0.000620336-0.00650608j 0.00101315+0.00918219j -0.0123712-0.00544585j -0.00765712-0.00111j -0.009849+0.0107135j 0.00693049-0.00262228j -0.0108008+0.00271504j -0.00948101+0.00215138j 0.0195088+0.00492741j -0.00127822-0.00479703j -0.00469705+0.00915661j 0.00260079+0.0102556j 0.000695263+0.00223948j -0.00117778-0.0173114j 0.00417618-0.00591146j -0.0154944+0.00274409j -0.0100656+0.00478748j -0.00101091+0.00435773j 0.00427829+0.0138091j 0.0064786+0.00706953j -0.00649679+0.00488082j 0.0030135+0.00371976j 0.000594926+0.0228581j -0.0103215+0.00443985j -0.0129897-9.3443e-05j 0.00722653-0.00211989j 0.00706342+0.00693445j 0.00644626+0.0111387j 0.00740874+0.00817271j 0.00276566-0.0083909j -0.00697559-0.00020463j -0.00135543+0.00387104j -0.00649306-0.0013126j 0.00570236+0.00263012j 0.00952771-0.0124832j 0.00638772+0.00817866j -0.00818022+0.0135663j -0.0104035-0.00527769j -0.00622005-0.0123191j 8.15086e-05-0.0081812j -0.00629964+0.00974282j -0.00118282+0.00276032j 0.0068134-0.0088499j 
-0.00476951-0.00871986j 0.00082202-0.00114808j -0.00181032+0.00258599j 0.00668148-0.00146367j 0.00835543+0.00465022j 0.00643586-0.00183736j 0.00225922+0.000980544j 0.00735964+0.00335186j 0.0201622-0.00505458j 0.00218808+0.00819958j 0.0085021-0.00494555j 0.000147341+0.00422645j -0.0161608+0.00509769j -0.00328101-0.0189841j -0.00410693-0.00450171j -0.00770315-0.0133467j -0.000422429+0.00695463j 0.00452549-0.00246555j -0.00902526+0.00822859j 0.00546061-0.00546804j -0.00444889+0.00108118j -0.000525866-0.0100953j 0.00315673-0.0116282j 0.0052486+0.00552326j 0.0120397-0.00553853j -0.00647112+0.00774742j 0.00632309+0.00485971j -0.0103303+0.00855905j -0.00733691-0.0011909j 0.000731422+0.00863904j -0.00222749+0.0102044j 0.00547963-0.00465933j -0.000289861-0.00918906j 0.0209109-0.00740575j 0.00840003-0.00689537j 0.00868259+0.00234974j 0.00113763+0.000385643j -0.000859278-0.00147947j 0.00604519-0.0119152j -0.0098219+0.0120056j 0.0110426+0.00508293j -0.00773185-0.00655026j -0.00195531+0.000756157j -0.012004-0.00417014j -0.01906-0.0100008j 0.0041988-0.00129671j -0.00384961+0.0164988j -0.00277871-0.000127829j -0.000943632-0.00311481j -0.00395231-0.0013891j -0.00627793-0.000542414j 0.00510802+0.00236521j 
-0.0126522-0.0114121j -0.00340041-0.00979606j 0.00596471-0.00149877j 0.0011631-0.0157116j -0.00472346+0.00313237j -0.0027759-0.00215811j 0.00916181+0.0124707j -0.000283465-0.00494677j -0.0016788-0.00535675j -0.0115175-0.000480076j 0.00517396+0.00827621j -0.0150975-0.00985096j -0.00712952+0.00914723j 0.00150367+0.0214224j -0.0167989+0.00497696j -0.00559093-9.27632e-05j -0.0242581-0.000325581j -0.00282899-0.00886992j 0.00444043-0.00822808j -0.00170808+0.0205602j -0.00085553+0.0130225j -0.00435575+0.00904737j -0.00905394+0.00773418j 0.0158109+0.000347615j -0.0193686-0.0138713j -0.00211127-1.36337e-05j -0.00470719-0.0115097j 0.00387057+0.0204762j 0.0174021-0.0116686j -0.00720879-0.00503065j 0.00204982+0.00292498j 0.00651654+0.00654929j -0.017293+0.0142359j -0.0208248-0.00622856j 0.00935225+0.0180287j 0.00991586-2.06689e-05j 0.000308642+0.000386874j 0.00141709+0.00573104j 0.00578409+0.00133857j -0.00473526+0.0130336j -0.0110903+0.00154683j 0.00165183-0.0114761j 0.00441615+0.000163091j 0.0194398+0.00635296j 0.00932379+0.00484241j -0.00174448+0.0129807j 0.0021635-0.0101771j -0.00206902+0.01086j -0.0072562-0.00789974j 0.00750745-0.00389405j -0.00623192+0.00222652j -0.00799296+0.00195429j 
0.00112013+0.00850384j -0.00651879+0.00207224j 0.00361731+0.0065244j -0.00932562+0.0165085j 0.00249257+0.00361294j 0.0107503-0.0113258j 0.00597173-0.00892886j -0.00975858-0.0166748j 0.00993084-0.0201193j 0.00525996-0.00374878j 0.0138562-0.00487265j 0.0013295-0.0049839j 0.0168763+0.00316046j -0.00950661-0.0117719j 0.0187829-0.00202076j -0.00308359-0.029864j -0.00537318+0.0140762j 0.00765106-0.0106435j -0.00180532-0.0019885j -0.0269409-0.0123575j 0.006996+0.0156046j 0.0132142+0.00530265j 0.00110358-0.0162366j -0.00433449-0.00955925j -0.00702224-0.0213273j 0.00440677+0.00347909j -0.011645+0.000685659j 0.00133222-0.00303965j 0.00879305-0.00518581j -0.00834117-0.00769688j -0.00285572+0.0122445j -0.00234952-0.00958597j -0.00214138+0.00701809j -0.00676332+0.004486j -0.00239163-0.0208808j 0.000918259-0.00073413j -0.000406256+0.0067297j -0.00351072-0.00633429j 0.00515549+0.00627027j -0.00230548+0.0036675j 0.0174341-0.00484943j -0.027276+0.00299324j 0.0121426-0.00636943j 0.0145826-0.000130526j 0.00122929+0.0112839j 0.0075438-0.00915915j 0.0115158-0.0133502j 0.00391209-0.0027266j -0.00710087+0.0102376j 0.00869567+0.00937353j -0.00648188+0.00914633j -0.00894058-0.0111015j 
